اتھاہ	adanc	اتھاہ	adanc		
آغاز	început	آغاز	început	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آغاز	start	آغاز	start	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آغاز	început	آغاز	început	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آغاز	start	آغاز	start	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آغوش	refugiu	آغوش	refugiu	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آغوش	azil	آغوش	azil	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آفاقی	global	آفاقی	global	ADJ	ADJ;INDF;MASC;SG
آفاقی	globală	آفاقی	global	ADJ	ADJ;INDF;FEM;SG
آفاقی	globale	آفاقی	global	ADJ	ADJ;INDF;FEM;PL
آفاقی	universală	آفاقی	universal	ADJ	ADJ;INDF;FEM;SG
آفاقی	universal	آفاقی	universal	ADJ	ADJ;INDF;MASC;SG
آفاقی	universale	آفاقی	universal	ADJ	ADJ;INDF;FEM;PL
آفاقی	global	آفاقی	global	ADJ	ADJ;INDF;MASC;SG
آفاقی	globală	آفاقی	global	ADJ	ADJ;INDF;FEM;SG
آفاقی	globale	آفاقی	global	ADJ	ADJ;INDF;FEM;PL
آفت	zgomot	آفت	zgomot	N;NOM;FEM;SG;3	N;INDF;MASC;SG
آفت	necaz	آفت	necaz	N;NOM;FEM;SG;3	N;INDF;MASC;SG
آفت	dezastru	آفت	dezastru	N;NOM;FEM;SG;3	N;INDF;MASC;SG
آفتابی	galbenă	آفتابی	galben	ADJ	ADJ;INDF;FEM;SG
آفتابی	solară	آفتابی	sola	ADJ	ADJ;INDF;FEM;SG
آقا	maestre	آقا	maestru		
آقا	maestre	آقا	maestru		
آگ	tumult	آگ	tumult	N;NOM;FEM;SG;3	N;INDF;MASC;SG
آگ	sifilis	آگ	sifilis	N;NOM;FEM;SG;3	N;INDF;MASC;SG
آگ	entuziasm	آگ	entuziasm	N;NOM;FEM;SG;3	N;INDF;MASC;SG
آگ	incendiu	آگ	incendiu	N;NOM;FEM;SG;3	N;INDF;MASC;SG
آگ	foc	آگ	foc	N;NOM;FEM;SG;3	N;INDF;MASC;SG
آگا	front	آگا	front	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آگاہ	informat	آگاہ	informat	ADJ	ADJ;INDF;MASC;SG
آگاہ	informată	آگاہ	informat	ADJ	ADJ;INDF;FEM;SG
آگے	dincolo	آگے	dincolo	ADV;NOM;MASC;SG;3	ADV
آگے	anterior	آگے	anterior	ADV;NOM;MASC;SG;3	ADV
آگے	dincolo	آگے	dincolo	ADV;NOM;MASC;SG;3	ADV
آگے	înainte	آگے	înainte	ADV;NOM;MASC;SG;3	ADV
آگے	anterior	آگے	anterior	ADV;NOM;MASC;SG;3	ADV
آلا	ud	آلا	ud		
آلا	ude	آلا	ud		
آلات	aparate	آلہ	apara	N;NOM;MASC;PL;3	N;INDF;FEM;PL
آلات	instrumente	آلہ	instrument	N;NOM;MASC;PL;3	N;INDF;FEM;PL
آلات	unelte	آلہ	unealtă	N;NOM;MASC;PL;3	N;INDF;FEM;PL
آلات	scule	آلہ	scul	N;NOM;MASC;PL;3	N;INDF;FEM;PL
آلات	instrumente	آلہ	instrument	N;NOM;MASC;PL;3	N;INDF;FEM;PL
آلات	aparate	آلہ	apara	N;NOM;MASC;PL;3	N;INDF;FEM;PL
آلات	dispozitive	آلہ	dispozitiv	N;NOM;MASC;PL;3	N;INDF;FEM;PL
آلات	ustensile	آلہ	ustens	N;NOM;MASC;PL;3	N;INDF;FEM;PL
آلات	echipamente	آلہ	echipament	N;NOM;MASC;PL;3	N;INDF;FEM;PL
آلس	lene	آلس	lene		
آلو	cartof	آلو	cartof	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آلودہ	poluat	آلودہ	polua	ADJ	ADJ;INDF;MASC;SG
آلودہ	necurate	آلودہ	necurat	ADJ	ADJ;INDF;FEM;PL
آلودہ	necurat	آلودہ	necurat	ADJ	ADJ;INDF;MASC;SG
آلودہ	contaminată	آلودہ	contamina	ADJ	ADJ;INDF;FEM;SG
آلودہ	contaminat	آلودہ	contamina	ADJ	ADJ;INDF;MASC;SG
آلودہ	contaminate	آلودہ	contaminat	ADJ	ADJ;INDF;FEM;PL
آلودہ	cufundat	آلودہ	cufundat	ADJ	ADJ;INDF;MASC;SG
آلہ	instrument	آلہ	instrument	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آلہ	instrument	آلہ	instrument	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آلہ	instrument	آلہ	instrument	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آلہ	instrument	آلہ	instrument	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آمادہ	pregătit	آمادہ	pregăti	ADJ	ADJ;INDF;MASC;SG
آمادہ	pregătită	آمادہ	pregătit	ADJ	ADJ;INDF;FEM;SG
آمادہ	disponibile	آمادہ	disponibil	ADJ	ADJ;INDF;FEM;PL
آمادہ	disponibilă	آمادہ	disponibil	ADJ	ADJ;INDF;FEM;SG
آمادہ	disponibila	آمادہ	disponibil	ADJ	ADJ;DEF;FEM;SG
آمادہ	disponibil	آمادہ	disponibil	ADJ	ADJ;INDF;MASC;SG
آمادہ	prezentă	آمادہ	prezent	ADJ	ADJ;INDF;FEM;SG
آمادہ	pregătit	آمادہ	pregăti	ADJ	ADJ;INDF;MASC;SG
آمادہ	pregătită	آمادہ	pregătit	ADJ	ADJ;INDF;FEM;SG
آمادہ	pregătit	آمادہ	pregăti	ADJ	ADJ;INDF;MASC;SG
آمادہ	disponibile	آمادہ	disponibil	ADJ	ADJ;INDF;FEM;PL
آمادہ	disponibilă	آمادہ	disponibil	ADJ	ADJ;INDF;FEM;SG
آمادہ	disponibila	آمادہ	disponibil	ADJ	ADJ;DEF;FEM;SG
آمادہ	disponibil	آمادہ	disponibil	ADJ	ADJ;INDF;MASC;SG
آمادہ	prezentă	آمادہ	prezent	ADJ	ADJ;INDF;FEM;SG
آمادہ	dispus	آمادہ	dispus	ADJ	ADJ;INDF;MASC;SG
آمد	access	آمد	access	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آمد	acces	آمد	acces	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آمد	access	آمد	access	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آمد	acces	آمد	acces	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آمِرانہ	despotic	آمِرانہ	despotic	ADJ	ADJ;INDF;MASC;SG
آمِرانہ	dictatoriale	آمِرانہ	dictatorial	ADJ	ADJ;INDF;FEM;PL
آمِرانہ	tiranic	آمِرانہ	tiranic	ADJ	ADJ;INDF;MASC;SG
آمیختہ	compus	آمیختہ	compus	ADJ	ADJ;INDF;MASC;SG
آمیختہ	amestecate	آمیختہ	amestecat	ADJ	ADJ;INDF;FEM;PL
آمیختہ	amestecat	آمیختہ	amesteca	ADJ	ADJ;INDF;MASC;SG
آمیختہ	mixt	آمیختہ	mixt	ADJ	ADJ;INDF;MASC;SG
آمیختہ	mixtă	آمیختہ	mixt	ADJ	ADJ;INDF;FEM;SG
آمیز	amestecate	آمیز	amestecat	ADJ	ADJ;INDF;FEM;PL
آمیز	amestecat	آمیز	amesteca	ADJ	ADJ;INDF;MASC;SG
آمیز	mixt	آمیز	mixt	ADJ	ADJ;INDF;MASC;SG
آمیز	mixtă	آمیز	mixt	ADJ	ADJ;INDF;FEM;SG
آمیز	compus	آمیز	compus	ADJ	ADJ;INDF;MASC;SG
آمیزش	amestec	آمیزش	amestec	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آمیزش	temperament	آمیزش	temperament	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آنا	creste	آ	creste	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
آنا	crească	آ	crește	V;MASC;SG;NFIN;ACT	V;SBJV;3;PRS;FIN
آنا	crește	آ	crește	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
آنا	creşte	آ	creşte	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
آنا	avansează	آ	avansa	V;MASC;SG;NFIN;ACT	V;IND;3;PRS;FIN
آنا	crește	آ	crește	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
آنا	creste	آ	creste	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
آنا	crească	آ	crește	V;MASC;SG;NFIN;ACT	V;SBJV;3;PRS;FIN
آنا	crește	آ	crește	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
آنا	creşte	آ	creşte	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
آنا	avansează	آ	avansa	V;MASC;SG;NFIN;ACT	V;IND;3;PRS;FIN
آنا	crește	آ	crește	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
آنا	vino	آ	vino	V;MASC;SG;NFIN;ACT	V;IND;SG;2;PRS;FIN
آنجہانی	decedat	آنجہانی	decedat	ADJ	ADJ;INDF;MASC;SG
آنجہانی	decedată	آنجہانی	deceda	ADJ	ADJ;INDF;FEM;SG
آنچ	proces	آنچ	proces	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آنچ	incendiu	آنچ	incendiu	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آنچ	foc	آنچ	foc	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آندھی	ciclon	آندھی	ciclon	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آندھی	uragan	آندھی	uragan	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آندھی	ciclon	آندھی	ciclon	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آندھی	uragan	آندھی	uragan	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آنک	share	آنک	share		
آنک	cypher	آنک	cypher		
آنکھ	aviz	آنکھ	aviz	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آنکھ	respect	آنکھ	respect	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آنکھ	indiciu	آنکھ	indiciu	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آنکھ	gest	آنکھ	gest	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آنگن	yard	آنگن	yard	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آنی	tranzitorie	آنی	tranzitoriu	ADJ	ADJ;INDF;FEM;SG
آنی	inevitabile	آنی	inevitabil	ADJ	ADJ;INDF;FEM;PL
آنی	inevitabilă	آنی	inevitabil	ADJ	ADJ;INDF;FEM;SG
آنی	scurtă	آنی	scurt	ADJ	ADJ;INDF;FEM;SG
آوارگی	rătăcitor	آوارگی	rătăcitor	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آوارگی	vagabondaj	آوارگی	vagabondaj	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آواز	limbaj	آواز	limbaj	N;NOM;FEM;SG;3	N;INDF;MASC;SG
آواز	ton	آواز	ton	N;NOM;FEM;SG;3	N;INDF;MASC;SG
آواز	apel	آواز	apel	N;NOM;FEM;SG;3	N;INDF;MASC;SG
آواز	call	آواز	call	N;NOM;FEM;SG;3	N;INDF;MASC;SG
آواز	glas	آواز	glas	N;NOM;FEM;SG;3	N;INDF;MASC;SG
آواز	voice	آواز	voic	N;NOM;FEM;SG;3	N;INDF;MASC;SG
آواز	ecou	آواز	ecou	N;NOM;FEM;SG;3	N;INDF;MASC;SG
آواز	anunt	آواز	anunt	N;NOM;FEM;SG;3	N;INDF;MASC;SG
آواز	anunț	آواز	anunț	N;NOM;FEM;SG;3	N;INDF;MASC;SG
آواز	fame	آواز	famă	N;NOM;FEM;SG;3	N;INDF;MASC;SG
آواز	limbaj	آواز	limbaj	N;NOM;FEM;SG;3	N;INDF;MASC;SG
آواز	ton	آواز	ton	N;NOM;FEM;SG;3	N;INDF;MASC;SG
آواز	zgomot	آواز	zgomot	N;NOM;FEM;SG;3	N;INDF;MASC;SG
آواز	apel	آواز	apel	N;NOM;FEM;SG;3	N;INDF;MASC;SG
آواز	call	آواز	call	N;NOM;FEM;SG;3	N;INDF;MASC;SG
آواز	sunet	آواز	sunet	N;NOM;FEM;SG;3	N;INDF;MASC;SG
آواز	sound	آواز	sound	N;NOM;FEM;SG;3	N;INDF;MASC;SG
آواز	glas	آواز	glas	N;NOM;FEM;SG;3	N;INDF;MASC;SG
آواز	voice	آواز	voic	N;NOM;FEM;SG;3	N;INDF;MASC;SG
آواز	ecou	آواز	ecou	N;NOM;FEM;SG;3	N;INDF;MASC;SG
آواز	anunt	آواز	anunt	N;NOM;FEM;SG;3	N;INDF;MASC;SG
آواز	anunț	آواز	anunț	N;NOM;FEM;SG;3	N;INDF;MASC;SG
آواز	fame	آواز	famă	N;NOM;FEM;SG;3	N;INDF;MASC;SG
آون	venind	آون	veni	V;SG;ACT	V;V.MSDR
آویزاں	suspendată	آویزاں	suspenda	ADJ	ADJ;INDF;FEM;SG
آویزاں	suspendat	آویزاں	suspendat	ADJ	ADJ;INDF;MASC;SG
آویزاں	suspendate	آویزاں	suspenda	ADJ	ADJ;INDF;FEM;PL
آویزش	conflict	آویزش	conflict	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آہار	paste	آہار	paste		
آہنگ	scop	آہنگ	scop	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آہنگ	sunet	آہنگ	sunet	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آہنگ	sound	آہنگ	sound	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آہنگ	glas	آہنگ	glas	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آہنگ	voice	آہنگ	voic	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آہنگ	melody	آہنگ	melody	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آہنگ	scop	آہنگ	scop	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آہنگ	sunet	آہنگ	sunet	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آہنگ	sound	آہنگ	sound	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آہنگ	glas	آہنگ	glas	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آہنگ	voice	آہنگ	voic	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آہنگ	harmony	آہنگ	harmony	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آہنگ	melody	آہنگ	melody	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آہنی	puternica	آہنی	puternic	ADJ	ADJ;DEF;FEM;SG
آہنی	puternic	آہنی	puternic	ADJ	ADJ;INDF;MASC;SG
آہنی	puternică	آہنی	puternic	ADJ	ADJ;INDF;FEM;SG
آئل	petrol	آئل	petrol	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آئل	ulei	آئل	ulei	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آئندہ	viitoare	آئندہ	viitor	ADJ	ADJ;INDF;FEM
آئندہ	următor	آئندہ	următor	ADJ	ADJ;INDF;MASC;SG
آئندہ	următoarea	آئندہ	următor	ADJ	ADJ;DEF;FEM;SG
آئی	venind	آ	veni	V;PFV;FEM;SG;V.PTCP;ACT	V;V.MSDR
آئی	primit	آ	primi	V;PFV;FEM;SG;V.PTCP;ACT	V;MASC;SG;V.PTCP
آئین	law	آئین	law	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آئین	regulament	آئین	regulament	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آئینہ	reflector	آئینہ	reflector	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آئینہ	bright	آئینہ	bright	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آئینہ	reflector	آئینہ	reflector	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آئینہ	bright	آئینہ	bright	N;NOM;MASC;SG;3	N;INDF;MASC;SG
آیُو	life	آیُو	life		
بخوبی	complet	بخوبی	complet	ADV	ADV
بخیر	păi	بخیر	păi		
بمثل	like	بمثل	like		
بااثر	eficientă	بااثر	eficient	ADJ	ADJ;INDF;FEM;SG
بااثر	eficace	بااثر	eficace	ADJ	ADJ
بااثر	efectivă	بااثر	efectiv	ADJ	ADJ;INDF;FEM;SG
بااثر	influent	بااثر	influent	ADJ	ADJ;INDF;MASC;SG
بااثر	influentă	بااثر	influent	ADJ	ADJ;INDF;FEM;SG
باآنکہ	desi	باآنکہ	desi		
باآنکہ	desi	باآنکہ	desi		
باصفا	pure	باصفا	pur		
باقاعدہ	regulată	باقاعدہ	regulat	ADJ	ADJ;INDF;FEM;SG
باقاعدہ	regulate	باقاعدہ	regulat	ADJ	ADJ;INDF;FEM;PL
باقاعدہ	obișnuit	باقاعدہ	obișnuit	ADJ	ADJ;INDF;MASC;SG
باقاعدہ	formale	باقاعدہ	formal	ADJ	ADJ;INDF;FEM;PL
باقاعدہ	formală	باقاعدہ	formal	ADJ	ADJ;INDF;FEM;SG
باوجودیکہ	desi	باوجودیکہ	desi		
باب	punct	باب	punct	N;NOM;MASC;SG;3	N;INDF;MASC;SG
باب	gate	باب	gate	N;NOM;MASC;SG;3	N;INDF;MASC;SG
باب	respect	باب	respect	N;NOM;MASC;SG;3	N;INDF;MASC;SG
باب	subiect	باب	subiect	N;NOM;MASC;SG;3	N;INDF;MASC;SG
باب	subiect	باب	subiect	N;NOM;MASC;SG;3	N;INDF;MASC;SG
باب	capitol	باب	capitol	N;NOM;MASC;SG;3	N;INDF;MASC;SG
باب	tax	باب	tax	N;NOM;MASC;SG;3	N;INDF;MASC;SG
باب	impozit	باب	impozit	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بابت	cont	بابت	cont	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بابت	cap	بابت	cap	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بابت	respect	بابت	respect	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بابت	business	بابت	business	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بابت	element	بابت	element	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بابت	articol	بابت	articol	N;NOM;MASC;SG;3	N;INDF;MASC;SG
باپ	inventator	باپ	inventator	N;NOM;MASC;SG;3	N;INDF;MASC;SG
باپ	elder	باپ	elder	N;NOM;MASC;SG;3	N;INDF;MASC;SG
باپ	gardian	باپ	gardian	N;NOM;MASC;SG;3	N;INDF;MASC;SG
باپ	tutore	باپ	totor	N;NOM;MASC;SG;3	N;INDF;MASC;SG
باپ	păzitor	باپ	păzitor	N;NOM;MASC;SG;3	N;INDF;MASC;SG
باپ	guardian	باپ	guardian	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بات	punct	بات	punct	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	pretext	بات	pretext	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	motiv	بات	motiv	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	recurs	بات	recurs	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	apel	بات	apel	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	mister	بات	mister	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	jurământ	بات	jurământ	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	secret	بات	secret	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	obicei	بات	obicei	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	merit	بات	merit	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	story	بات	story	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	cuvînt	بات	cuvînt	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	word	بات	word	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	cuvant	بات	cuvant	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	cuvânt	بات	cuvânt	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	rang	بات	rang	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	grad	بات	grad	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	oficiu	بات	oficiu	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	birou	بات	birou	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	angajament	بات	angajament	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	scop	بات	scop	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	discurs	بات	discurs	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	regim	بات	regim	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	mode	بات	mode	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	mod	بات	mod	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	sfat	بات	sfat	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	subiect	بات	subiect	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	zvon	بات	zvon	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	subiect	بات	subiect	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	way	بات	way	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	punct	بات	punct	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	pretext	بات	pretext	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	motiv	بات	motiv	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	recurs	بات	recurs	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	apel	بات	apel	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	mister	بات	mister	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	jurământ	بات	jurământ	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	secret	بات	secret	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	obicei	بات	obicei	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	merit	بات	merit	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	story	بات	story	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	cuvînt	بات	cuvînt	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	word	بات	word	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	cuvant	بات	cuvant	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	cuvânt	بات	cuvânt	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	rang	بات	rang	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	grad	بات	grad	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	oficiu	بات	oficiu	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	birou	بات	birou	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	angajament	بات	angajament	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	scop	بات	scop	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	discurs	بات	discurs	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	regim	بات	regim	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	mode	بات	mode	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	mod	بات	mod	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	sfat	بات	sfat	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	subiect	بات	subiect	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	zvon	بات	zvon	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	subiect	بات	subiect	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بات	way	بات	way	N;NOM;FEM;SG;3	N;INDF;MASC;SG
باتیں	legi	بات	lege	N;NOM;MASC;PL;3	N;INDF;FEM;PL
باتیں	reguli	بات	regulă	N;NOM;MASC;PL;3	N;INDF;FEM;PL
باتیں	norme	بات	normă	N;NOM;MASC;PL;3	N;INDF;FEM;PL
باٹ	urmări	باٹ	urmări		
بادشاہ	suveran	بادشاہ	suveran	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بادشاہ	king	بادشاہ	king	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بادشاہ	rege	بادشاہ	rege	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بادشاہ	maestru	بادشاہ	maestru	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بادشاہ	adept	بادشاہ	adept	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بادشاہت	empire	بادشاہت	empire	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بادشاہت	imperiu	بادشاہت	imperiu	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بادشاہت	tărâm	بادشاہت	tărâm	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بادشاہت	regat	بادشاہت	regat	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بادشاہت	kingdom	بادشاہت	kingdom	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بادشاہی	empire	بادشاہی	empire	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بادشاہی	imperiu	بادشاہی	imperiu	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بادشاہی	royal	بادشاہی	royal	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بادشاہی	regat	بادشاہی	regat	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بادشاہی	kingdom	بادشاہی	kingdom	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بادشاہی	empire	بادشاہی	empire	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بادشاہی	imperiu	بادشاہی	imperiu	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بادشاہی	royal	بادشاہی	royal	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بادشاہی	regat	بادشاہی	regat	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بادشاہی	kingdom	بادشاہی	kingdom	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بار	blossom	بار	blossom	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بار	timp	بار	timp	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بار	tribunal	بار	tribunal	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بار	împrumut	بار	împrumut	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بار	fruct	بار	fruct	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بار	portal	بار	portal	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بار	blossom	بار	blossom	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بار	timp	بار	timp	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بار	tribunal	بار	tribunal	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بار	împrumut	بار	împrumut	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بار	fruct	بار	fruct	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بار	portal	بار	portal	N;NOM;MASC;SG;3	N;INDF;MASC;SG
باردار	gravidă	باردار	gravidă	ADJ	ADJ;INDF;FEM;SG
باردار	însărcinată	باردار	însărcinat	ADJ	ADJ;INDF;FEM;SG
بارگاہ	tribunal	بارگاہ	tribunal	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بارگاہ	court	بارگاہ	court	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بارگاہ	sfânt	بارگاہ	sfânt	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بارگاہ	palat	بارگاہ	palat	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بارگاہ	palace	بارگاہ	palac	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بارگاہ	conac	بارگاہ	conac	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بارا	vant	بارا	vant		
باراں	muson	باراں	muson		
باراں	rain	باراں	rain		
بارہ	doisprezece	بارہ	doisprezece	NUM	NUM;PL
بارہ	douăsprezece	بارہ	doisprezece	NUM	NUM;PL
