and	ja	and	ja	CONJ	CONJ
opponents	vastustajat	opponent	vastustaja	N;PL	N;NOM;PL
opponents	vastustajia	opponent	vastustaja	N;PL	N;PRT;PL
revised	tarkistettu	revise	tarkistaa	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
revised	uudistettu	revise	uudistaa	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
revised	tarkistetut	revise	tarkistaa	V;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
genera	sukujen	genera	suku	N;PL	N;GEN;PL
diplomatic	diplomaattinen	diplomatic	diplomaattinen	ADJ	ADJ;NOM;SG
diplomatic	diplomaattiset	diplomatic	diplomaattinen	ADJ	ADJ;NOM;PL
germans	saksalaiset	german	saksalainen	N;PL	N;NOM;PL
germans	saksalaisia	german	saksalainen	N;PL	N;PRT;PL
seal	sinetti	seal	sinetti	N;SG	N;NOM;SG
seal	sinetin	seal	sinettää	N;SG	N;GEN;SG
corresponding	vastaavat	corresponding	vastata	V;V.MSDR	V;PL;3;FIN;ACT
corresponding	vastaava	corresponding	vastata	V;V.MSDR	V;NOM;SG;V.PTCP;ACT
concepts	käsitteet	concept	käsite	N;PL	N;NOM;PL
concepts	käsitteitä	concept	käsite	N;PL	N;PRT;PL
sword	miekkaa	sword	miekka	N;SG	N;PRT;SG
sword	miekan	sword	miekka	N;SG	N;GEN;SG
sword	miekka	sword	miekka	N;SG	N;NOM;SG
virus	virus	virus	virus	N;SG	N;NOM;SG
virus	viruksen	virus	virus	N;SG	N;GEN;SG
virus	virusta	virus	virus	N;SG	N;IN+ABL;SG
bull	härkä	bull	härkä	N;SG	N;NOM;SG
drummer	rumpali	drummer	rumpali	N;SG	N;NOM;SG
presents	esittelee	present	esitellä	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
bias	bias	bias	bias	N;SG	N;NOM;SG
merger	fuusio	merger	fuusio	N;SG	N;NOM;SG
merger	sulautuminen	merger	sulautuminen	N;SG	N;NOM;SG
messages	viestejä	message	viesti	N;PL	N;PRT;PL
messages	viestit	message	viesti	N;PL	N;NOM;PL
rebellion	kapina	rebellion	kapina	N;SG	N;NOM;SG
rebellion	kapinan	rebellion	kapina	N;SG	N;GEN;SG
rebellion	kapinaa	rebellion	kapina	N;SG	N;PRT;SG
physician	lääkärin	physician	lääkäri	N;SG	N;GEN;SG
physician	lääkäri	physician	lääkäri	N;SG	N;NOM;SG
victim	uhri	victim	uhri	N;SG	N;NOM;SG
victim	uhrin	victim	uhri	N;SG	N;GEN;SG
angels	enkelit	angel	enkeli	N;PL	N;NOM;PL
angels	enkeleitä	angel	enkeli	N;PL	N;PRT;PL
noise	meteli	noise	medellä	N;SG	N;NOM;SG
noise	melua	noise	melu	N;SG	N;PRT;SG
noise	melu	noise	melu	N;SG	N;NOM;SG
duo	duo	duo	duoda	N;SG	N;NOM;SG
beer	olut	beer	olut	N;SG	N;NOM;SG
beer	kaljaa	beer	kalja	N;SG	N;PRT;SG
beer	olutta	beer	olut	N;SG	N;PRT;SG
beer	kalja	beer	kalja	N;SG	N;NOM;SG
copper	kupari	copper	kupari	N;SG	N;NOM;SG
copper	kuparia	copper	kupari	N;SG	N;PRT;SG
jurisdiction	toimivaltaa	jurisdiction	toimi#valta	N;SG	N;PRT;SG
jurisdiction	toimivalta	jurisdiction	toimi#valta	N;SG	N;NOM;SG
implemented	toteutettu	implement	toteuttaa	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
implemented	toteutettiin	implement	toteuttaa	V;PST;V.PTCP	V;IND;PST;FIN;PASS
improvements	parannuksia	improvement	parannus	N;PL	N;PRT;PL
improvements	parannukset	improvement	parannus	N;PL	N;NOM;PL
ski	hiihto	ski	hiihto	N;SG	N;NOM;SG
ski	suksi	ski	suksi	N;SG	N;NOM;SG
loop	lenkki	loop	lenkki	N;SG	N;NOM;SG
renaming	uudelleennimeäminen	rename	uudelleennimeäminen	N;SG	N;NOM;SG
dramatic	dramaattinen	dramatic	dramaattinen	ADJ	ADJ;NOM;SG
dramatic	dramaattista	dramatic	dramaattinen	ADJ	ADJ;PRT;SG
earthquake	maanjäristys	earthquake	maan#järistys	N;SG	N;NOM;SG
hat	lakki	hat	lakki	N;SG	N;NOM;SG
hat	pipo	hat	pipo	N;SG	N;NOM;SG
hat	hattu	hat	hattua	N;SG	N;NOM;SG
requirement	vaatimus	requirement	vaatimus	N;SG	N;NOM;SG
den	den	den	den	N;SG	N;NOM;SG
tanks	tankit	tank	tankki	N;PL	N;NOM;PL
tanks	säiliöt	tank	säiliö	N;PL	N;NOM;PL
presidents	puheenjohtajat	president	puheen#johtaja	N;PL	N;NOM;PL
societies	yhteiskuntien	society	yhteis#kunta	N;PL	N;GEN;PL
defending	puolustaa	defend	puolustaa	V;V.MSDR	V;IND;SG;PRS;FIN;ACT
alcohol	alkoholiin	alcohol	alkoholi	N;SG	N;IN+ALL;SG
alcohol	alkoholin	alcohol	alkoholi	N;SG	N;GEN;SG
alcohol	alkoholia	alcohol	alkoholi	N;SG	N;PRT;SG
alcohol	alkoholi	alcohol	alkoholi	N;SG	N;NOM;SG
eat	syödä	eat	syödä	V;IMP;FIN	V;SG;NFIN;ACT
constituencies	vaalipiirejä	constituency	vaali#piiri	N;PL	N;PRT;PL
coffee	kahvilla	coffee	kahvi	N;SG	N;AT+ESS
;SG
coffee	kahvia	coffee	kahvi	N;SG	N;PRT;SG
coffee	kahvi	coffee	kahvi	N;SG	N;NOM;SG
chancellor	liittokansleri	chancellor	liitto#kansleri	N;SG	N;NOM;SG
chancellor	kansleri	chancellor	kansleri	N;SG	N;NOM;SG
destroy	tuhota	destroy	tuhota	V;IMP;FIN	V;SG;NFIN;ACT
exclusively	yksinomaan	exclusively	yksinomaan	ADV	ADV
connections	yhteyksien	connection	yhteys	N;PL	N;GEN;PL
connections	yhteyksiä	connection	yhteys	N;PL	N;PRT;PL
connections	yhteydet	connection	yhteys	N;PL	N;NOM;PL
connections	liitännät	connection	liitää	N;PL	N;NOM;PL
outcome	tulos	outcome	tulos	N;SG	N;NOM;SG
outcome	lopputulos	outcome	loppu#tulos	N;SG	N;NOM;SG
apartment	kämppä	apartment	kämppä	N;SG	N;NOM;SG
apartment	asunnon	apartment	asunto	N;SG	N;GEN;SG
apartment	asunto	apartment	asunto	N;SG	N;NOM;SG
apartment	huoneisto	apartment	huoneisto	N;SG	N;NOM;SG
cardinals	kardinaalit	cardinal	kardinaali	N;PL	N;NOM;PL
fill	täytä	fill	täyttää	V;IMP;FIN	V;IMP;SG;2;FIN;ACT
fill	täyttää	fill	täyttää	V;IMP;FIN	V;SG;NFIN;ACT
recipient	vastaanottaja	recipient	vastaan#ottaja	N;SG	N;NOM;SG
recipient	saajan	recipient	saaja	N;SG	N;GEN;SG
recipient	saaja	recipient	saaja	N;SG	N;NOM;SG
traditions	perinteet	tradition	perinne	N;PL	N;NOM;PL
traditions	perinteitä	tradition	perinne	N;PL	N;PRT;PL
thin	laiha	thin	laiha	ADJ	ADJ;NOM;SG
thin	hoikka	thin	hoikka	ADJ	ADJ;NOM;SG
thin	ohut	thin	ohut	ADJ	ADJ;NOM;SG
resolved	ratkaistu	resolve	ratkaista	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
departments	osastot	department	osasto	N;PL	N;NOM;PL
shield	kilpi	shield	kilpi	N;SG	N;NOM;SG
shield	suoja	shield	suoja	N;SG	N;NOM;SG
fighters	hävittäjiä	fighter	hävittäjä	N;PL	N;PRT;PL
fighters	taistelijoita	fighter	taistelija	N;PL	N;PRT;PL
fighters	hävittäjät	fighter	hävittäjä	N;PL	N;NOM;PL
writings	kirjoitukset	writings	kirjoitus	N;PL	N;NOM;PL
writings	kirjoituksia	writings	kirjoitus	N;PL	N;PRT;PL
sentenced	tuomittiin	sentence	tuomita	V;PST;V.PTCP	V;IND;PST;FIN;PASS
sentenced	tuominnut	sentence	tuomita	V;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
sentenced	tuomittu	sentence	tuomita	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
violent	väkivaltaista	violent	väki#valtainen	ADJ	ADJ;PRT;SG
violent	väkivaltainen	violent	väki#valtainen	ADJ	ADJ;NOM;SG
harbour	satama	harbour	satama	N;SG	N;NOM;SG
margin	marginaali	margin	marginaali	N;SG	N;NOM;SG
pirates	merirosvot	pirate	meri#rosvo	N;PL	N;NOM;PL
pirates	merirosvoja	pirate	meri#rosvo	N;PL	N;PRT;PL
collective	kollektiivinen	collective	kollektiivinen	ADJ	ADJ;NOM;SG
diesel	diesel	diesel	diesel	N;SG	N;NOM;SG
liberation	vapautus	liberation	vapautus	N;SG	N;NOM;SG
liberation	vapautuminen	liberation	vapautuminen	N;SG	N;NOM;SG
activists	aktivisteja	activist	aktivisti	N;PL	N;PRT;PL
rider	ratsastaja	rider	ratsastaja	N;SG	N;NOM;SG
reduction	vähennys	reduction	vähennys	N;SG	N;NOM;SG
reduction	vähentäminen	reduction	vähentäminen	N;SG	N;NOM;SG
reduction	pienentäminen	reduction	pienentäminen	N;SG	N;NOM;SG
reduction	väheneminen	reduction	väheneminen	N;SG	N;NOM;SG
genetic	geneettistä	genetic	geneettinen	ADJ	ADJ;PRT;SG
genetic	geneettinen	genetic	geneettinen	ADJ	ADJ;NOM;SG
locally	paikallisesti	locally	paikallisesti	ADV	ADV
milk	maidon	milk	maito	N;SG	N;GEN;SG
milk	maito	milk	maito	N;SG	N;NOM;SG
milk	maitoa	milk	maito	N;SG	N;PRT;SG
romance	romanssi	romance	romanssi	N;SG	N;NOM;SG
romance	romantiikkaa	romance	romantiikka	N;SG	N;PRT;SG
intellectual	henkisen	intellectual	henkinen	ADJ	ADJ;GEN;SG
arbitration	sovittelu	arbitration	sovittelu	N;SG	N;NOM;SG
interface	liittymä	interface	liittyä	N;SG	N;NOM;SG
interface	käyttöliittymä	interface	käyttö#liittymä	N;SG	N;NOM;SG
interface	liitäntä	interface	liitän	N;SG	N;NOM;SG
default	oletus	default	oletus	N;SG	N;NOM;SG
lifetime	elinikä	lifetime	elin#ikä	N;SG	N;NOM;SG
lifetime	eliniän	lifetime	elin#ikä	N;SG	N;GEN;SG
departure	lähdön	departure	lähtö	N;SG	N;GEN;SG
departure	lähtö	departure	lähtö	N;SG	N;NOM;SG
anglican	anglikaaninen	anglican	anglikaaninen	ADJ	ADJ;NOM;SG
mistake	erehdys	mistake	erehdys	N;SG	N;NOM;SG
embassy	lähetystö	embassy	lähetystö	N;SG	N;NOM;SG
embassy	lähetystön	embassy	lähetystö	N;SG	N;GEN;SG
embassy	suurlähetystö	embassy	suur#lähetystö	N;SG	N;NOM;SG
murdered	murhattu	murder	murhata	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
murdered	murhasi	murder	murhata	V;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
murdered	murhattiin	murder	murhata	V;PST;V.PTCP	V;IND;PST;FIN;PASS
sleep	uni	sleep	uni	N;SG	N;NOM;SG
suspended	keskeytetty	suspend	keskeyttää	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
sum	summaa	sum	summa	N;SG	N;PRT;SG
sum	summa	sum	summa	N;SG	N;NOM;SG
mythology	mytologia	mythology	mytologia	N;SG	N;NOM;SG
confusion	hämmennystä	confusion	hämmennys	N;SG	N;PRT;SG
confusion	sekaannusta	confusion	sekaannus	N;SG	N;PRT;SG
confusion	sekaannus	confusion	sekaannus	N;SG	N;NOM;SG
confusion	sekavuus	confusion	sekavuus	N;SG	N;NOM;SG
programmes	ohjelmat	programme	ohjelma	N;PL	N;NOM;PL
therapy	terapiaa	therapy	terapia	N;SG	N;PRT;SG
therapy	hoidon	therapy	hoito	N;SG	N;GEN;SG
therapy	terapia	therapy	terapa	N;SG	N;NOM;SG
occasion	tilaisuus	occasion	tilaisuus	N;SG	N;NOM;SG
exposed	altistunut	expose	altistua	V;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
possession	hallussapidosta	possession	hallussa#pito	N;SG	N;IN+ABL;SG
possession	hallussapito	possession	hallus#sapito	N;SG	N;NOM;SG
defend	puolusta	defend	puolusta	V;IMP;FIN	V;IMP;SG;2;FIN;ACT
devoted	omistautunut	devote	omistautua	V;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
devoted	omistettu	devote	omistaa	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
graphic	graafinen	graphic	graafinen	ADJ	ADJ;NOM;SG
warfare	sodankäynnin	warfare	sodan#käynti	N;SG	N;GEN;SG
warfare	sodankäyntiä	warfare	sodan#käynti	N;SG	N;PRT;SG
anonymous	nimetön	anonymous	nimetön	ADJ	ADJ;NOM;SG
soap	saippuaa	soap	saipata	N;SG	N;PRT;SG
soap	saippua	soap	saappu	N;SG	N;NOM;SG
territorial	alueellisen	territorial	alueellinen	ADJ	ADJ;GEN;SG
territorial	alueellinen	territorial	alueellinen	ADJ	ADJ;NOM;SG
territorial	alueelliset	territorial	alueellinen	ADJ	ADJ;NOM;PL
boss	pomo	boss	pomo	N;SG	N;NOM;SG
quoted	lainattu	quote	lainata	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
poster	juliste	poster	juliste	N;SG	N;NOM;SG
geographic	maantieteelliset	geographic	maan#tieteellinen	ADJ	ADJ;NOM;PL
geographic	maantieteellinen	geographic	maan#tieteellinen	ADJ	ADJ;NOM;SG
worse	pahempaa	worse	paha	ADJ;CMPR	ADJ;PRT;CMPR;SG
worse	huonompi	worse	huono	ADJ;CMPR	ADJ;NOM;CMPR;SG
worse	pahempi	worse	paha	ADJ;CMPR	ADJ;NOM;CMPR;SG
restricted	rajoitetut	restrict	rajoittaa	V;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
restricted	rajoitettu	restrict	rajoittaa	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
restricted	rajattu	restrict	rajata	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
doors	ovet	door	ovi	N;PL	N;NOM;PL
doors	ovia	door	ovi	N;PL	N;PRT;PL
naming	nimeäminen	naming	nimeäminen	N;SG	N;NOM;SG
situations	tilanteita	situation	tilanne	N;PL	N;PRT;PL
situations	tilanteet	situation	tilanne	N;PL	N;NOM;PL
situations	tilanteisiin	situation	tilanne	N;PL	N;IN+ALL;PL
instructions	ohjeet	instruction	ohje	N;PL	N;NOM;PL
instructions	ohjeita	instruction	ohje	N;PL	N;PRT;PL
tables	pöydät	table	pöytä	N;PL	N;NOM;PL
tables	taulukoissa	table	taulukko	N;PL	N;IN+ESS;PL
tables	taulukot	table	taulukko	N;PL	N;NOM;PL
leaf	lehti	leaf	lehti	N;SG	N;NOM;SG
substitute	varajäsen	substitute	varaja	N;SG	N;NOM;SG
substitute	korvike	substitute	korvike	N;SG	N;NOM;SG
restaurants	ravintoloita	restaurant	ravintolo	N;PL	N;PRT;PL
restaurants	ravintoloissa	restaurant	ravintolo	N;PL	N;IN+ESS;PL
restaurants	ravintolat	restaurant	ravintola	N;PL	N;NOM;PL
spoke	puhui	speak	puhua	V;IND;PST;FIN	V;IND;SG;3;PST;FIN;ACT
spoke	puhuivat	speak	puhua	V;IND;PST;FIN	V;IND;PL;3;PST;FIN;ACT
errors	virheitä	error	virhe	N;PL	N;PRT;PL
errors	virheet	error	virhe	N;PL	N;NOM;PL
enjoyed	nautti	enjoy	nauttia	V;IND;PST;FIN	V;IND;SG;3;PST;FIN;ACT
enjoyed	nauttinut	enjoy	nauttia	V;IND;PST;FIN	V;NOM;SG;V.PTCP;ACT
shakespeare	shakespearen	shakespeare	shake#speari	N;SG	N;GEN;SG
shakespeare	shakespeare	shakespeare	shakespearet#	N;SG	N;NOM;SG
shakespeare	shakespearea	shakespeare	shake#speari	N;SG	N;PRT;SG
immigration	maahanmuuttoa	immigration	maahanmuutto	N;SG	N;PRT;SG
immigration	maahanmuutto	immigration	maahanmuutto	N;SG	N;NOM;SG
immigration	maahanmuuton	immigration	maahanmuutto	N;SG	N;GEN;SG
mirror	peiliä	mirror	peili	N;SG	N;PRT;SG
mirror	peili	mirror	peili	N;SG	N;NOM;SG
certified	sertifioitu	certified	sertifioida	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
assets	varat	asset	vara	N;PL	N;NOM;PL
assets	varojen	asset	vara	N;PL	N;GEN;PL
potentially	mahdollisesti	potentially	mahdollisesti	ADV	ADV
presentation	esittelyssä	presentation	esittely	N;SG	N;IN+ESS;SG
presentation	esitys	presentation	esitys	N;SG	N;NOM;SG
presentation	esittely	presentation	esittely	N;SG	N;NOM;SG
sitting	istuva	sit	istua	V;V.MSDR	V;NOM;SG;V.PTCP;ACT
sitting	istuu	sit	istua	V;V.MSDR	V;IND;SG;3;PRS;FIN;ACT
tournaments	turnaukset	tournament	turnaus	N;PL	N;NOM;PL
syndrome	syndrooma	syndrome	syndrooma	N;SG	N;NOM;SG
syndrome	oireyhtymä	syndrome	oire#yhtymä	N;SG	N;NOM;SG
checked	tarkastettu	check	tarkastaa	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
checked	tarkistin	check	tarkistaa	V;PST;V.PTCP	V;IND;SG;1;PST;FIN;ACT
checked	tarkistettu	check	tarkistaa	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
forty	neljäkymmentä	forty	neljä#kymmenen	NUM	NUM;PRT;SG
journalism	journalismia	journalism	journalismi	N;SG	N;PRT;SG
upload	ladata	upload	ladata	V;IMP;FIN	V;SG;NFIN;ACT
upload	lataa	upload	lata	V;IMP;FIN	V;IMP;SG;2;FIN;ACT
towers	tornit	tower	torni	N;PL	N;NOM;PL
conductor	johdin	conductor	johtaa	N;SG	N;NOM;SG
conductor	kapellimestari	conductor	kapelli#mestari	N;SG	N;NOM;SG
hospitals	sairaaloissa	hospital	sairaala	N;PL	N;IN+ESS;PL
hospitals	sairaalat	hospital	sairaala	N;PL	N;NOM;PL
hospitals	sairaaloita	hospital	sairaala	N;PL	N;PRT;PL
bone	luun	bone	luu	N;SG	N;GEN;SG
bone	luusto	bone	luusto	N;SG	N;NOM;SG
bone	luu	bone	luu	N;SG	N;NOM;SG
wellington	wellington	wellington	wellington	N;SG	N;NOM;SG
ideal	ihanteellinen	ideal	ihanteellinen	ADJ	ADJ;NOM;SG
sharing	jakamista	share	jakaminen	N;SG	N;PRT;SG
sharing	jakaminen	share	jakaminen	N;SG	N;NOM;SG
posting	julkaiseminen	posting	julkaiseminen	N;SG	N;NOM;SG
hardware	laitteiston	hardware	laitteisto	N;SG	N;GEN;SG
hardware	laitteisto	hardware	laitteisto	N;SG	N;NOM;SG
ensemble	ensemble	ensemble	ensemble	N;SG	N;NOM;SG
monster	hirviö	monster	hirviö	N;SG	N;NOM;SG
pitcher	kannu	pitcher	kannu	N;SG	N;NOM;SG
recovery	toipuminen	recovery	toipuminen	N;SG	N;NOM;SG
recovery	toipumista	recovery	toipuminen	N;SG	N;PRT;SG
recovery	hyödyntäminen	recovery	hyödyntäminen	N;SG	N;NOM;SG
recovery	elpymisen	recovery	elpyminen	N;SG	N;GEN;SG
recovery	palautus	recovery	palautus	N;SG	N;NOM;SG
respond	vastaa	respond	vastata	V;IMP;FIN	V;IMP;SG;2;FIN;ACT
lesser	vähäisempi	lesser	vähäinen	ADJ;CMPR	ADJ;NOM;CMPR;SG
lesser	pienempi	lesser	pieni	ADJ;CMPR	ADJ;NOM;CMPR;SG
qualification	kelpoisuus	qualification	kelpoisuus	N;SG	N;NOM;SG
qualification	pätevyys	qualification	pätevyys	N;SG	N;NOM;SG
exposure	altistuksen	exposure	altistus	N;SG	N;GEN;SG
exposure	altistumista	exposure	altistuminen	N;SG	N;PRT;SG
exposure	altistumisen	exposure	altistuminen	N;SG	N;GEN;SG
exposure	altistuminen	exposure	altistuminen	N;SG	N;NOM;SG
exposure	altistus	exposure	altistus	N;SG	N;NOM;SG
thoughts	ajatuksia	thought	ajatus	N;PL	N;PRT;PL
thoughts	ajatukset	thought	ajatus	N;PL	N;NOM;PL
immigrants	maahanmuuttajia	immigrant	maahanmuuttaja	N;PL	N;PRT;PL
immigrants	maahanmuuttajien	immigrant	maahanmuuttaja	N;PL	N;GEN;PL
immigrants	maahanmuuttajat	immigrant	maahanmuuttaja	N;PL	N;NOM;PL
variant	muunnos	variant	muunnos	N;SG	N;NOM;SG
variant	variantti	variant	variantti	N;SG	N;NOM;SG
lap	kierros	lap	kierros	N;SG	N;NOM;SG
lap	sylissä	lap	syli	N;SG	N;IN+ESS;SG
legitimate	laillinen	legitimate	laillinen	ADJ	ADJ;NOM;SG
autonomous	autonominen	autonomous	autonominen	ADJ	ADJ;NOM;SG
autonomous	itsenäiset	autonomous	itsenäinen	ADJ	ADJ;NOM;PL
autonomous	itsenäinen	autonomous	itsenäinen	ADJ	ADJ;NOM;SG
throw	heittää	throw	heittää	V;IMP;FIN	V;SG;NFIN;ACT
reserves	rahastot	reserve	rahasto	N;PL	N;NOM;PL
reserves	varaukset	reserve	varaus	N;PL	N;NOM;PL
reserves	varannot	reserve	varanto	N;PL	N;NOM;PL
donated	lahjoitti	donate	lahjoittaa	V;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
kid	poika	kid	poika	N;SG	N;NOM;SG
kid	pentu	kid	pentu	N;SG	N;NOM;SG
kid	kid	kid	kidossa	N;SG	N;NOM;SG
guidance	ohjaus	guidance	ohjaus	N;SG	N;NOM;SG
guidance	opastusta	guidance	opastus	N;SG	N;PRT;SG
delivery	jakelu	delivery	jakelu	N;SG	N;NOM;SG
delivery	toimitus	delivery	toimitus	N;SG	N;NOM;SG
fifty	viisikymmentä	fifty	viisi#kymmenen	NUM	NUM;PRT;SG
slave	orja	slave	orja	N;SG	N;NOM;SG
slave	orjan	slave	orja	N;SG	N;GEN;SG
feedback	palautteen	feedback	palaute	N;SG	N;GEN;SG
feedback	palautetta	feedback	palaute	N;SG	N;PRT;SG
feedback	palaute	feedback	palaute	N;SG	N;NOM;SG
stones	kiviä	stone	kivi	N;PL	N;PRT;PL
stones	kivet	stone	kivi	N;PL	N;NOM;PL
manage	hallita	manage	hallita	V;IMP;FIN	V;SG;NFIN;ACT
manage	hallinnoida	manage	hallinto	V;IMP;FIN	V;SG;NFIN;ACT
manage	hallitse	manage	hallita	V;IMP;FIN	V;IMP;SG;2;FIN;ACT
cgi	cgi	cgi	cgi	N;SG	N;NOM;SG
initiated	käynnistetty	initiate	käynnistää	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
initiated	aloitettu	initiate	aloittaa	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
printing	painatus	printing	painatus	N;SG	N;NOM;SG
theology	teologiaa	theology	teologia	N;SG	N;PRT;SG
parameters	parametreja	parameter	parametri	N;PL	N;PRT;PL
parameters	parametrit	parameter	parametri	N;PL	N;NOM;PL
parameters	muuttujat	parameter	muuttuja	N;PL	N;NOM;PL
traveled	matkusti	travel	matkustaa	V;IND;PST;FIN	V;IND;SG;3;PST;FIN;ACT
traveled	matkustanut	travel	matkustaa	V;IND;PST;FIN	V;NOM;SG;V.PTCP;ACT
celtic	kelttiläinen	celtic	kelttiläinen	ADJ	ADJ;NOM;SG
searching	etsimistä	searching	etsiminen	N;SG	N;PRT;SG
inappropriate	sopimaton	inappropriate	sopimaton	ADJ	ADJ;NOM;SG
inappropriate	sopimatonta	inappropriate	sopimaton	ADJ	ADJ;PRT;SG
ties	siteet	tie	side	N;PL	N;NOM;PL
ties	siteitä	tie	side	N;PL	N;PRT;PL
tube	putken	tube	putki	N;SG	N;GEN;SG
tube	putki	tube	putki	N;SG	N;NOM;SG
tube	letku	tube	letku	N;SG	N;NOM;SG
debt	velka	debt	velka	N;SG	N;NOM;SG
debt	velan	debt	velka	N;SG	N;GEN;SG
navigation	navigointi	navigation	navigointi	N;SG	N;NOM;SG
experts	asiantuntijat	expert	asian#tuntija	N;PL	N;NOM;PL
experts	asiantuntijoiden	expert	asian#tuntija	N;PL	N;GEN;PL
expensive	kalliit	expensive	kallis	ADJ	ADJ;NOM;PL
expensive	kallista	expensive	kallis	ADJ	ADJ;PRT;SG
expensive	kallis	expensive	kallis	ADJ	ADJ;NOM;SG
expensive	kalliita	expensive	kallis	ADJ	ADJ;PRT;PL
tier	tier	tier	tier	N;SG	N;NOM;SG
essays	esseitä	essays	esse	N;PL	N;PRT;PL
conventional	tavanomaisten	conventional	tavan#omainen	ADJ	ADJ;GEN;PL
conventional	tavanomainen	conventional	tavan#omainen	ADJ	ADJ;NOM;SG
conventional	tavanomaiset	conventional	tavan#omainen	ADJ	ADJ;NOM;PL
conventional	perinteiset	conventional	perinteinen	ADJ	ADJ;NOM;PL
campaigns	kampanjat	campaign	kampanja	N;PL	N;NOM;PL
campaigns	kampanjoita	campaign	kampanja	N;PL	N;PRT;PL
feelings	tunteet	feeling	tunne	N;PL	N;NOM;PL
feelings	tunteita	feeling	tunne	N;PL	N;PRT;PL
feelings	tunteisiin	feeling	tunne	N;PL	N;IN+ALL;PL
bath	kylpy	bath	kylpy	N;SG	N;NOM;SG
bath	kylvyn	bath	kylvy	N;SG	N;GEN;SG
cats	kissoja	cat	kisso	N;PL	N;PRT;PL
cats	kissat	cat	kissa	N;PL	N;NOM;PL
variations	muutokset	variation	muutos	N;PL	N;NOM;PL
variations	vaihtelut	variation	vaihtelu	N;PL	N;NOM;PL
emerged	ilmestynyt	emerge	ilmestyä	V;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
socks	sukat	sock	sukka	N;PL	N;NOM;PL
socks	sukkia	sock	sukka	N;PL	N;PRT;PL
connecting	yhdistetään	connect	yhdistää	V;V.MSDR	V;IND;PRS;FIN;PASS
connecting	yhdistää	connect	yhdistää	V;V.MSDR	V;IND;SG;3;PRS;FIN;ACT
flood	tulva	flood	tulva	N;SG	N;NOM;SG
documented	dokumentoitu	document	dokumentoida	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
profession	ammatti	profession	ammatti	N;SG	N;NOM;SG
layout	ulkoasu	layout	ulko#asu	N;SG	N;NOM;SG
layout	asettelu	layout	asettelu	N;SG	N;NOM;SG
settlers	uudisasukkaat	settler	uudis#asukas	N;PL	N;NOM;PL
merging	yhdistäminen	merge	yhdistäminen	N;SG	N;NOM;SG
merging	yhdistyminen	merge	yhdistyminen	N;SG	N;NOM;SG
competitors	kilpailijoita	competitor	kilpailija	N;PL	N;PRT;PL
competitors	kilpailijoiden	competitor	kilpailija	N;PL	N;GEN;PL
competitors	kilpailijat	competitor	kilpailija	N;PL	N;NOM;PL
grass	ruohoa	grass	ruoho	N;SG	N;PRT;SG
grass	ruoho	grass	ruoho	N;SG	N;NOM;SG
artificial	keinotekoisia	artificial	keino#tekoinen	ADJ	ADJ;PRT;PL
artificial	keinotekoinen	artificial	keino#tekoinen	ADJ	ADJ;NOM;SG
novelist	kirjailija	novelist	kirjailija	N;SG	N;NOM;SG
tip	kärki	tip	kärki	N;SG	N;NOM;SG
tip	vihje	tip	vihje	N;SG	N;NOM;SG
tip	vinkki	tip	vinkki	N;SG	N;NOM;SG
faces	naamat	face	naama	N;PL	N;NOM;PL
faces	ilmeet	face	ilme	N;PL	N;NOM;PL
faces	kasvoja	face	kasvot	N;PL	N;PRT;PL
faces	kasvot	face	kasvot	N;PL	N;NOM;PL
guitars	kitaroita	guitar	kitara	N;PL	N;PRT;PL
internationally	kansainvälisesti	internationally	kansain#välisesti	ADV	ADV
dreams	unet	dream	uni	N;PL	N;NOM;PL
dreams	unia	dream	uni	N;PL	N;PRT;PL
dreams	unelmia	dream	unelma	N;PL	N;PRT;PL
dreams	unelmat	dream	unelma	N;PL	N;NOM;PL
