από	от	από	от	ADP	ADP
ινδική	индийски	ινδικός	индийски	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
ινδική	индийска	ινδικός	индийски	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
κινηματογράφος	киното	κινηματογράφος	кино	N;NOM;MASC;SG	N;DEF;NEUT;SG
κινηματογράφος	кино	κινηματογράφος	кино	N;NOM;MASC;SG	N;INDF;NEUT;SG
αδελφές	сестри	αδελφή	сестра	N;NOM;FEM;PL	N;INDF;FEM;PL
απλός	прост	απλός	прост	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
απλός	проста	απλός	прост	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
πουλί	чеп	πουλί	чеп	N;NOM;NEUT;SG	N;INDF;MASC;SG
πουλί	кур	πουλί	кур	N;NOM;NEUT;SG	N;INDF;MASC;SG
πουλί	хуй	πουλί	хуй	N;NOM;NEUT;SG	N;INDF;MASC;SG
πουλί	петел	πουλί	петел	N;NOM;NEUT;SG	N;INDF;MASC;SG
πουλί	птиче	πουλί	птиче	N;NOM;NEUT;SG	N;INDF;NEUT;SG
πουλί	птичка	πουλί	птичка	N;NOM;NEUT;SG	N;INDF;FEM;SG
πουλί	птица	πουλί	птица	N;NOM;NEUT;SG	N;INDF;FEM;SG
επανειλημμένα	многократно	επανειλημμένα	многократно	ADV	ADV
επανειλημμένα	неколкократно	επανειλημμένα	неколкократно	ADV	ADV
πάγκο	контра	πάγκο	контра	N;ACC;MASC;SG	N;INDF;FEM;SG
πάγκο	брояч	πάγκο	брояч	N;ACC;MASC;SG	N;INDF;MASC;SG
πάγκο	пейката	πάγκο	пейка	N;ACC;MASC;SG	N;DEF;FEM;SG
πάγκο	пейка	πάγκο	пейка	N;ACC;MASC;SG	N;INDF;FEM;SG
μορίων	молекули	μορίο	молекул	N;GEN;NEUT;PL	N;INDF;MASC;PL
μορίων	молекулите	μορίο	молекул	N;GEN;NEUT;PL	N;DEF;MASC;PL
δωμάτια	стаите	δωμάτι	стая	N;NOM;NEUT;PL	N;DEF;FEM;PL
δωμάτια	стаи	δωμάτι	стая	N;NOM;NEUT;PL	N;INDF;FEM;PL
πύργους	кули	πύργος	кула	N;NOM;MASC;PL	N;INDF;FEM;PL
πύργους	кулите	πύργος	кула	N;NOM;MASC;PL	N;DEF;FEM;PL
προστάτη	защитник	προστάτης	защитник	N;ACC;MASC;SG	N;INDF;MASC;SG
προστάτη	предпазител	προστάτης	предпазител	N;ACC;MASC;SG	N;INDF;MASC;SG
προστάτη	простатата	προστάτης	простата	N;ACC;MASC;SG	N;DEF;FEM;SG
προτεινόμενη	предложен	προτεινόμενος	предложа	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
προτεινόμενη	предложено	προτεινόμενος	предложа	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
προτεινόμενη	препоръчано	προτεινόμενος	препоръчам-(се)	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
προτεινόμενη	препоръчана	προτεινόμενος	препоръчам-(се)	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
προτεινόμενη	предложена	προτεινόμενος	предложа	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
προτεινόμενη	предложен	προτεινόμενος	предложа	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
προτεινόμενη	предложено	προτεινόμενος	предложа	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
ιππείς	конници	ιππές	конница	N;NOM;MASC;PL	N;INDF;MASC;PL
ιππείς	конници	ιππές	конница	N;NOM;MASC;PL	N;INDF;MASC;PL
ιππείς	ездачи	ιππές	ездач	N;NOM;MASC;PL	N;INDF;FEM;PL
κυριαρχεί	доминира	κυριαρχώ	доминирам	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
δοκίμιο	есе	δοκίμιο	есе	N;NOM;NEUT;SG	N;INDF;NEUT;SG
δοκίμιο	есето	δοκίμιο	есе	N;NOM;NEUT;SG	N;DEF;NEUT;SG
τοίχους	стени	τοίχος	стена	N;NOM;MASC;PL	N;INDF;FEM;PL
τοίχους	стените	τοίχος	стена	N;NOM;MASC;PL	N;DEF;FEM;PL
οδηγοί	състезатели	οδηγός	състезател	N;NOM;MASC;PL	N;INDF;MASC;PL
οδηγοί	шофьори	οδηγός	шофьор	N;NOM;MASC;PL	N;INDF;MASC;PL
οδηγοί	водачите	οδηγός	водач	N;NOM;MASC;PL	N;DEF;MASC;PL
οδηγοί	водачи	οδηγός	водач	N;NOM;MASC;PL	N;INDF;MASC;PL
οδηγοί	водачи	οδηγός	водач	N;NOM;MASC;PL	N;INDF;MASC;PL
μισή	половината	μισός	половина	N;ACC;FEM;SG	N;DEF;FEM;SG
ιδρυτές	основатели	ιδρυτής	основател	N;NOM;MASC;PL	N;INDF;MASC;PL
ιδρυτές	основателите	ιδρυτής	основател	N;NOM;MASC;PL	N;DEF;MASC;PL
πάρκα	паркове	πάρκα	парк	N;NOM;NEUT;PL	N;INDF;MASC;PL
πάρκα	парковете	πάρκα	парк	N;NOM;NEUT;PL	N;DEF;MASC;PL
σταθερότητα	стабилност	σταθερότητα	стабилност	N;ACC;FEM;SG	N;INDF;FEM;SG
σταθερότητα	устойчивост	σταθερότητα	устойчивост	N;ACC;FEM;SG	N;INDF;FEM;SG
άρχοντα	лорд	άρχω	лорд	N;ACC;MASC;SG	N;INDF;MASC;SG
αυτοκτονία	самоубийство	αυτοκτονία	самоубийство	N;ACC;FEM;SG	N;INDF;NEUT;SG
πολυάριθμες	многобройни	πολύαριθμος	многоброен	ADJ;NOM;FEM;PL	ADJ;INDF;PL
καταλυτική	каталитичен	καταλυτικός	каталитичен	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
ευαγγέλιο	евангелието	ευαγγέλιο	евангелие	N;NOM;NEUT;SG	N;DEF;NEUT;SG
βέρμαχτ	вермахт	βέρμαχτ	верма	N;GEN;MASC;SG	N;INDF;MASC;SG
γύρους	обиколки	γύρος	обиколка	N;ACC;MASC;PL	N;INDF;FEM;PL
γύρους	кръгове	γύρος	кръг	N;ACC;MASC;PL	N;INDF;MASC;PL
αιχμαλωσία	улавяне	αιχμαλωσία	улавяне	N;NOM;FEM;SG	N;INDF;NEUT;SG
αιχμαλωσία	залавяне	αιχμαλωσία	залавяне	N;NOM;FEM;SG	N;INDF;NEUT;SG
αιχμαλωσία	залавянето	αιχμαλωσία	залавяне	N;NOM;FEM;SG	N;DEF;NEUT;SG
αιχμαλωσία	плен	αιχμαλωσία	плен	N;NOM;FEM;SG	N;INDF;MASC;SG
υποστηρικτής	поддръжник	υποστηρικτής	поддръжник	N;NOM;MASC;SG	N;INDF;MASC;SG
υποστηρικτής	привърженик	υποστηρικτής	привърженик	N;NOM;MASC;SG	N;INDF;MASC;SG
πολιτιστικός	културен	πολιτιστικός	културен	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
πολιτιστικός	културна	πολιτιστικός	културен	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
ικανός	способен	ικανός	способен	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
ικανός	способна	ικανός	способна	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
λεωφόρος	булевард	λεωφόρος	булевард	N;NOM;FEM;SG	N;INDF;MASC;SG
λεωφόρος	магистрала	λεωφόρος	магистрала	N;NOM;FEM;SG	N;INDF;FEM;SG
λεωφόρος	магистралата	λεωφόρος	магистрала	N;NOM;FEM;SG	N;DEF;FEM;SG
βίο	биология	βίο	биология	N;ACC;MASC;SG	N;INDF;FEM;SG
βίο	биография	βίο	биография	N;ACC;MASC;SG	N;INDF;FEM;SG
βίο	био	βίο	бий	N;ACC;MASC;SG	N;INDF;MASC;SG
άπειρο	безкрайност	άπειρο	безкрайност	N;NOM;NEUT;SG	N;INDF;FEM;SG
άπειρο	безкрайността	άπειρο	безкрайност	N;NOM;NEUT;SG	N;DEF;FEM;SG
λευκός	бяла	λευκός	бял	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
λευκός	бял	λευκός	бял	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
καταστραφεί	унищожени	καταστρέφω	унищожа	V;PFV;NFIN;PASS	V;PFV;INDF;PL;V.PTCP;PASS
καταστραφεί	унищожена	καταστρέφω	унищожа	V;PFV;NFIN;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
καταστραφεί	разрушени	καταστρέφω	разруша-(се)	V;PFV;NFIN;PASS	V;PFV;INDF;PL;V.PTCP;PASS
καταστραφεί	унищожен	καταστρέφω	унищожен	V;PFV;NFIN;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
καταστραφεί	унищожено	καταστρέφω	унищожа	V;PFV;NFIN;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
παππού	дядо	παππού	дядо	N;ACC;MASC;SG	N;INDF;MASC;SG
παππού	дядо	παππού	дядо	N;ACC;MASC;SG	N;INDF;MASC;SG
ξένη	чужд	ξένος	чужд	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
ξένη	чужда	ξένος	чужд	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
τακτικό	тактическа	τακτικός	тактически	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
τακτικό	тактически	τακτικός	тактически	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC;SG
κοσμήματα	бижута	κόσμημα	бижу	N;NOM;NEUT;PL	N;INDF;NEUT;PL
κοσμήματα	скъпоценности	κόσμημα	скъпоценност	N;NOM;NEUT;PL	N;INDF;FEM;PL
κοσμήματα	бижута	κόσμημα	бижу	N;NOM;NEUT;PL	N;INDF;NEUT;PL
κοσμήματα	бижута	κόσμημα	бижу	N;NOM;NEUT;PL	N;INDF;NEUT;PL
δεκτή	траен	δεκτός	траен	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
στολή	костюм	στολή	костюм	N;NOM;FEM;SG	N;INDF;MASC;SG
στολή	тоалет	στολή	тоалет	N;NOM;FEM;SG	N;INDF;MASC;SG
στολή	облекло	στολή	облекло	N;NOM;FEM;SG	N;INDF;NEUT;SG
στολή	униформа	στολή	униформа	N;NOM;FEM;SG	N;INDF;FEM;SG
ομοσπονδίες	федерации	ομοσπονδία	федерация	N;NOM;FEM;PL	N;INDF;FEM;PL
ενισχύσεις	помощи	ενίσχυση	помощ	N;NOM;FEM;PL	N;INDF;FEM;PL
έντυπα	формуляри	έντυπο	формуляр	N;NOM;NEUT;PL	N;INDF;MASC;PL
έντυπα	форми	έντυπο	форма	N;NOM;NEUT;PL	N;INDF;FEM;PL
περιορισμένο	ограничено	περιορίζω	огранича	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
περιορισμένο	ограничена	περιορίζω	огранича-(се)	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
περιορισμένο	ограничен	περιορίζω	огранича-(се)	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
περιορισμένο	ограничено	περιορίζω	огранича	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
περιορισμένο	ограничена	περιορίζω	огранича-(се)	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
περιορισμένο	ограничен	περιορίζω	огранича-(се)	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
αποθέματα	запаси	απόθεμα	запас	N;NOM;NEUT;PL	N;INDF;MASC;PL
αποθέματα	резерви	απόθεμα	резервя	N;NOM;NEUT;PL	N;INDF;FEM;PL
οξείδωση	окисление	οξείδωση	окисление	N;NOM;FEM;SG	N;INDF;NEUT;SG
πεποιθήσεις	убеждения	πεποίθηση	убеждение	N;NOM;FEM;PL	N;INDF;NEUT;PL
πεποιθήσεις	присъди	πεποίθηση	присъд	N;NOM;FEM;PL	N;INDF;FEM;PL
πεποιθήσεις	вярвания	πεποίθηση	вярван	N;NOM;FEM;PL	N;INDF;NEUT;PL
πεποιθήσεις	убеждения	πεποίθηση	убеждение	N;NOM;FEM;PL	N;INDF;NEUT;PL
μορφολογία	морфология	μορφολογία	морфология	N;NOM;FEM;SG	N;INDF;FEM;SG
αξιόπιστη	надежден	αξιόπιστος	надеждя-(се)	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
αξιόπιστη	достоверен	αξιόπιστος	достоверен	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
αξιόπιστη	надежден	αξιόπιστος	надеждя-(се)	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
αξιόπιστη	надеждна	αξιόπιστος	надежден	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
σήμανση	маркировка	σήμανση	маркировка	N;NOM;FEM;SG	N;INDF;FEM;SG
σήμανση	маркиране	σήμανση	маркиране	N;NOM;FEM;SG	N;INDF;NEUT;SG
σήμανση	етикетиране	σήμανση	етикетиране	N;NOM;FEM;SG	N;INDF;NEUT;SG
γειτονιά	махала	γειτονιά	махала	N;NOM;FEM;SG	N;INDF;FEM;SG
γειτονιά	квартал	γειτονιά	квартал	N;NOM;FEM;SG	N;INDF;MASC;SG
γειτονιά	квартала	γειτονιά	квартал	N;NOM;FEM;SG	N;DEF;MASC;SG
γειτονιά	квартал	γειτονιά	квартал	N;NOM;FEM;SG	N;INDF;MASC;SG
γειτονιά	съседство	γειτονιά	съседство	N;NOM;FEM;SG	N;INDF;NEUT;SG
φοιτητής	студентка	φοιτητής	студентка	N;NOM;MASC;SG	N;INDF;FEM;SG
φοιτητής	ученик	φοιτητής	ученик	N;NOM;MASC;SG	N;INDF;MASC;SG
φοιτητής	ученичка	φοιτητής	ученичка	N;NOM;MASC;SG	N;INDF;FEM;SG
φοιτητής	студент	φοιτητής	студент	N;NOM;MASC;SG	N;INDF;MASC;SG
προσανατολισμό	насоченост	προσανατολισμός	насоченост	N;ACC;MASC;SG	N;INDF;FEM;SG
προσανατολισμό	ориентация	προσανατολισμός	ориентация	N;ACC;MASC;SG	N;INDF;FEM;SG
προσανατολισμό	ориентиране	προσανατολισμός	ориентиране	N;ACC;MASC;SG	N;INDF;NEUT;SG
προσανατολισμό	ориентацията	προσανατολισμός	ориентация	N;ACC;MASC;SG	N;DEF;FEM;SG
ρόλων	ролите	ρόλος	рола	N;GEN;MASC;PL	N;DEF;FEM;PL
ρόλων	роли	ρόλος	рола	N;GEN;MASC;PL	N;INDF;FEM;PL
περιστέρι	гълъб	περιστέρι	гълъб	N;NOM;NEUT;SG	N;INDF;MASC;SG
περιστέρι	гълъб	περιστέρι	гълъб	N;NOM;NEUT;SG	N;INDF;MASC;SG
ξένα	чужди	ξένος	чужд	ADJ;NOM;NEUT;PL	ADJ;INDF;PL
ξένα	чуждестранни	ξένος	чуждестранен	ADJ;NOM;NEUT;PL	ADJ;INDF;PL
φαινομένων	явления	φαινόμενο	явление	N;GEN;NEUT;PL	N;INDF;NEUT;PL
φαινομένων	феномени	φαινόμενο	феномен	N;GEN;NEUT;PL	N;INDF;MASC;PL
συναισθήματα	емоциите	συναίσθημα	емоция	N;NOM;NEUT;PL	N;DEF;FEM;PL
συναισθήματα	емоции	συναίσθημα	емоция	N;NOM;NEUT;PL	N;INDF;FEM;PL
συναισθήματα	чувствата	συναίσθημα	чувство	N;NOM;NEUT;PL	N;DEF;NEUT;PL
συναισθήματα	чувства	συναίσθημα	чувство	N;NOM;NEUT;PL	N;INDF;NEUT;PL
ναυπηγεία	корабостроителници	ναυπηγείο	корабостроителница	N;NOM;NEUT;PL	N;INDF;MASC;PL
πρέσβης	посланник	πρέσβης	посланник	N;NOM;MASC;SG	N;INDF;MASC;SG
πρέσβης	посланик	πρέσβης	посланик	N;NOM;MASC;SG	N;INDF;MASC;SG
λίστες	списъци	λίστας	списък	N;NOM;FEM;PL	N;INDF;MASC;PL
διαιτητής	рефер	διαιτητής	рефер	N;NOM;MASC;SG	N;INDF;MASC;SG
διαιτητής	съдия	διαιτητής	съдия	N;NOM;MASC;SG	N;INDF;MASC;SG
διαιτητής	арбитър	διαιτητής	арбитър	N;NOM;MASC;SG	N;INDF;MASC;SG
διαιτητής	рефер	διαιτητής	рефер	N;NOM;MASC;SG	N;INDF;MASC;SG
σωτηρία	избавление	σωτηρία	избавление	N;ACC;FEM;SG	N;INDF;NEUT;SG
σωτηρία	спасението	σωτηρία	спасение	N;ACC;FEM;SG	N;DEF;NEUT;SG
σωτηρία	спасение	σωτηρία	спасение	N;ACC;FEM;SG	N;INDF;NEUT;SG
λάμψη	светкавица	λάμψη	светкавица	N;ACC;FEM;SG	N;INDF;FEM;SG
λάμψη	проблясък	λάμψη	проблясък	N;ACC;FEM;SG	N;INDF;MASC;SG
λάμψη	флаш	λάμψη	флаш	N;ACC;FEM;SG	N;INDF;MASC;SG
λάμψη	сияние	λάμψη	сияние	N;ACC;FEM;SG	N;INDF;NEUT;SG
προσθέτει	добавя	προσθέτω	добавям	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
σαουδική	саудитска	σαουδικός	саудитски	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
αϊνστάιν	айнщайн	αϊνστάιν	айнщайн	N	N;INDF;MASC;SG
έκπληξη	изненада	έκπληξη	изненада	N;ACC;FEM;SG	N;INDF;FEM;SG
παραμέτρους	параметри	παράμετρος	параметър	N;NOM;FEM;PL	N;INDF;MASC;PL
κύτταρο	килия	κύτταρο	килия	N;NOM;NEUT;SG	N;INDF;FEM;SG
κύτταρο	клетка	κύτταρο	клетка	N;NOM;NEUT;SG	N;INDF;FEM;SG
άστρα	звездички	άστρα	звездичка	N;NOM;NEUT;PL	N;INDF;FEM;PL
άστρα	звездите	άστρα	звезда	N;NOM;NEUT;PL	N;DEF;FEM;PL
άστρα	звезди	άστρα	звезда	N;NOM;NEUT;PL	N;INDF;FEM;PL
απόγονος	потомство	απόγονος	потомство	N;NOM;MASC;SG	N;INDF;NEUT;SG
απόγονος	потомък	απόγονος	потомък	N;NOM;MASC;SG	N;INDF;MASC;SG
αεροδρόμια	летища	αεροδρόμιο	летище	N;NOM;NEUT;PL	N;INDF;NEUT;PL
αεροδρόμια	летищата	αεροδρόμιο	летище	N;NOM;NEUT;PL	N;DEF;NEUT;PL
ξένο	непозната	ξένος	непознат	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
ξένο	чужд	ξένος	чужд	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC;SG
ξένο	чужда	ξένος	чужд	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
ιδιοκτήτες	притежатели	ιδιοκτήτης	притежател	N;NOM;MASC;PL	N;INDF;MASC;PL
ιδιοκτήτες	собственици	ιδιοκτήτης	собственик	N;NOM;MASC;PL	N;INDF;MASC;PL
ιδιοκτήτες	собствениците	ιδιοκτήτης	собственик	N;NOM;MASC;PL	N;DEF;MASC;PL
γουίλιαμς	уилиамс	γουίλιαμ	уилиамс	N;NOM;FEM;SG	N;INDF;MASC;SG
γουίλιαμς	уилямс	γουίλιαμ	уилямс	N;NOM;FEM;SG	N;INDF;MASC;SG
μαγνητικό	магнитен	μαγνητικός	магнитен	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC;SG
οργή	гняв	οργή	гняв	N;ACC;FEM;SG	N;INDF;MASC;SG
οργή	ярост	οργή	ярост	N;ACC;FEM;SG	N;INDF;FEM;SG
οργή	фюри	οργή	фюри	N;ACC;FEM;SG	N;INDF;MASC;SG
οργή	гняв	οργή	гняв	N;ACC;FEM;SG	N;INDF;MASC;SG
οργή	ярост	οργή	ярост	N;ACC;FEM;SG	N;INDF;FEM;SG
οργή	гняв	οργή	гняв	N;ACC;FEM;SG	N;INDF;MASC;SG
συνεντεύξεις	интервюта	σύνεντευξη	интервю	N;NOM;FEM;PL	N;INDF;NEUT;PL
συνεντεύξεις	разпити	σύνεντευξη	разпитя-(се)	N;NOM;FEM;PL	N;INDF;MASC;PL
συνεντεύξεις	интервютата	σύνεντευξη	интервюта	N;NOM;FEM;PL	N;DEF;NEUT;PL
δωρεά	дарение	δωραός	дарение	N;NOM;FEM;SG	N;INDF;NEUT;SG
αλυσίδες	вериги	αλυσίδα	верига	N;NOM;FEM;PL	N;INDF;FEM;PL
αλυσίδες	окови	αλυσίδα	оковя-(се)	N;NOM;FEM;PL	N;INDF;MASC;PL
αλυσίδες	вериги	αλυσίδα	верига	N;NOM;FEM;PL	N;INDF;FEM;PL
πιστός	верен	πιστός	верен	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
πιστός	лоялен	πιστός	лоялен	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
πιστός	вярна	πιστός	верен	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
πιστός	верен	πιστός	верен	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
πιστός	вярваща	πιστός	вярвам	ADJ;NOM;MASC;SG	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
πιστός	вярващ	πιστός	вярващ	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
πυρήνες	ядра	πυρήνας	ядър	N;NOM;MASC;PL	N;INDF;NEUT;PL
πυρήνες	ядра	πυρήνας	ядър	N;NOM;MASC;PL	N;INDF;NEUT;PL
ασθενή	търпелив	ασθενής	търпелив	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
έξοδος	продукция	έξοδος	продукция	N;NOM;FEM;SG	N;INDF;FEM;SG
έξοδος	изход	έξοδος	изход	N;NOM;FEM;SG	N;INDF;MASC;SG
έξοδος	излизане	έξοδος	излизане	N;NOM;FEM;SG	N;INDF;NEUT;SG
έξοδος	изход	έξοδος	изход	N;NOM;FEM;SG	N;INDF;MASC;SG
έξοδος	напускане	έξοδος	напускане	N;NOM;FEM;SG	N;INDF;NEUT;SG
έξοδος	изход	έξοδος	изход	N;NOM;FEM;SG	N;INDF;MASC;SG
δούκισσα	херцогиня	δούκισσα	херцогиня	N;NOM;FEM;SG	N;INDF;FEM;SG
λόφους	хълмове	λόφος	хълм	N;ACC;MASC;PL	N;INDF;MASC;PL
αναπτύσσει	развива	αναπτύσσω	развивам-(се)	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
εξοπλισμός	оборудване	εξοπλισμός	оборудване	N;NOM;MASC;SG	N;INDF;NEUT;SG
εξοπλισμός	екипировка	εξοπλισμός	екипировка	N;NOM;MASC;SG	N;INDF;FEM;SG
ναυτιλία	корабоплаването	ναυτιλία	корабоплаване	N;NOM;FEM;SG	N;DEF;NEUT;SG
ναυτιλία	корабоплаване	ναυτιλία	корабоплаване	N;NOM;FEM;SG	N;INDF;NEUT;SG
ναυτιλία	доставка	ναυτιλία	доставка	N;NOM;FEM;SG	N;INDF;FEM;SG
υποείδος	подвид	υποείδος	подвид	N;NOM;NEUT;SG	N;INDF;MASC;SG
ερωτική	еротичен	ερωτικός	еротичен	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
δείκτες	показатели	δείκτης	показател	N;NOM;MASC;PL	N;INDF;MASC;PL
δείκτες	индикатори	δείκτης	индикатор	N;NOM;MASC;PL	N;INDF;MASC;PL
δείκτες	индекси	δείκτης	индекс	N;NOM;MASC;PL	N;INDF;MASC;PL
χαρτονομίσματα	банкноти	χαρτονόμισμα	банкнот	N;NOM;NEUT;PL	N;INDF;FEM;PL
χαρτονομίσματα	банкноти	χαρτονόμισμα	банкнот	N;NOM;NEUT;PL	N;INDF;FEM;PL
χαρτονομίσματα	сметки	χαρτονόμισμα	сметка	N;NOM;NEUT;PL	N;INDF;FEM;PL
προδιαγραφές	спецификации	προδιαγραφή	спецификация	N;NOM;FEM;PL	N;INDF;FEM;PL
φιλαδέλφεια	фили	φιλαδέλφεια	филя-се	N;NOM;FEM;SG	N;INDF;MASC;SG
φιλαδέλφεια	филаделфия	φιλαδέλφεια	филаделфия	N;NOM;FEM;SG	N;INDF;FEM;SG
φιλαδέλφεια	филаделфия	φιλαδέλφεια	филаделфия	N;NOM;FEM;SG	N;INDF;FEM;SG
μαδαγασκάρης	мадагаскар	μαδαγασκάρης	мадагаскар	N;GEN;FEM;SG	N;INDF;MASC;SG
πεποίθηση	осъждане	πεποίθηση	осъждане	N;ACC;FEM;SG	N;INDF;NEUT;SG
πεποίθηση	присъда	πεποίθηση	присъда	N;ACC;FEM;SG	N;INDF;FEM;SG
πεποίθηση	убеждение	πεποίθηση	убеждение	N;ACC;FEM;SG	N;INDF;NEUT;SG
καλωδιακή	кабелна	καλωδιακός	кабелен	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
τζιν	дзин	τζεν	дзин	N;NOM;NEUT;SG	N;INDF;MASC;SG
τζιν	ген	τζεν	генерал	N;NOM;NEUT;SG	N;INDF;MASC;SG
τζιν	гена	τζεν	гена	N;NOM;NEUT;SG	N;INDF;FEM;SG
συμβάσεις	договори	σύμβαση	договор	N;NOM;FEM;PL	N;INDF;MASC;PL
συμβάσεις	поръчки	σύμβαση	поръчка	N;NOM;FEM;PL	N;INDF;FEM;PL
συμβάσεις	конвенции	σύμβαση	конвенция	N;NOM;FEM;PL	N;INDF;FEM;PL
αντρέα	андреа	αντρέα	андреа	N;MASC;SG	N;INDF;FEM;SG
διαζύγιο	развод	διαζύγιο	развод	N;NOM;NEUT;SG	N;INDF;MASC;SG
εμπλοκή	ангажиране	εμπλοκή	ангажиране	N;ACC;FEM;SG	N;INDF;NEUT;SG
εμπλοκή	заплитане	εμπλοκή	заплитане	N;ACC;FEM;SG	N;INDF;NEUT;SG
εμπλοκή	ангажимент	εμπλοκή	ангажимент	N;ACC;FEM;SG	N;INDF;MASC;SG
εμπλοκή	годежът	εμπλοκή	годеж	N;ACC;FEM;SG	N;DEF;MASC;SG
εμπλοκή	годежа	εμπλοκή	годеж	N;ACC;FEM;SG	N;INDF;FEM;SG
εμπλοκή	годеж	εμπλοκή	годеж	N;ACC;FEM;SG	N;INDF;MASC;SG
εμπλοκή	ангажиране	εμπλοκή	ангажиране	N;ACC;FEM;SG	N;INDF;NEUT;SG
εμπλοκή	участие	εμπλοκή	участие	N;ACC;FEM;SG	N;INDF;NEUT;SG
πυραμίδα	пирамида	πυραμίδα	пирамида	N;NOM;FEM;SG	N;INDF;FEM;SG
φωτογράφος	фотографа	φωτογράφος	фотограф	N;NOM;MASC;SG	N;DEF;MASC;SG
φωτογράφος	фотограф	φωτογράφος	фотограф	N;NOM;MASC;SG	N;INDF;MASC;SG
δεξαμενή	контейнер	δεξαμενή	контейнер	N;NOM;FEM;SG	N;INDF;MASC;SG
δεξαμενή	резервоар	δεξαμενή	резервоар	N;NOM;FEM;SG	N;INDF;MASC;SG
δεξαμενή	танк	δεξαμενή	танк	N;NOM;FEM;SG	N;INDF;MASC;SG
δεξαμενή	цистерна	δεξαμενή	цистерна	N;NOM;FEM;SG	N;INDF;FEM;SG
