dan	και	dan	και	CONJ	CONJ
penggabungan	συγχώνευση	pengabungan	συγχώνευση	N;SG	N;NOM;FEM;SG
penggabungan	συγχώνευση	pengabungan	συγχώνευση	N;SG	N;NOM;FEM;SG
pisau	μαχαίρι	pisau	μαχαίρι	N;SG	N;NOM;NEUT;SG
seluler	κινητό	seluler	κινητός	N;SG	N;NOM;NEUT;SG
tabung	σωληνάριο	tabung	σωληνάριο	N;SG	N;NOM;NEUT;SG
tabung	σωλήνας	tabung	σωλήνα	N;SG	N;NOM;MASC;SG
tabung	σωλήνα	tabung	σωλήνα	N;SG	N;NOM;MASC;SG
ulasan	επανεξέταση	ulasan	επανεξέταση	N;SG	N;ACC;FEM;SG
ulasan	αναθεώρηση	ulasan	αναθεώρηση	N;SG	N;NOM;FEM;SG
ulasan	ανασκόπηση	ulasan	ανασκόπηση	N;SG	N;NOM;FEM;SG
sisik	κλίμακες	sisik	κλίμαι	N	N;NOM;FEM;PL
subjek	υποκείμενο	subjek	υποκείμενο	N;SG	N;NOM;NEUT;SG
subjek	θέμα	subjek	θέμα	N;SG	N;NOM;NEUT;SG
atlantik	ατλαντικό	atlantik	ατλαντικός	N;SG	N;NOM;MASC;SG
diesel	ντήζελ	diesel	ντήζελ	N	N
diesel	ντίζελ	diesel	ντίζελ	N	N
menandakan	υποδηλώνει	mentandakan	υποδηλώνω	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
elang	αετός	elang	αετός	N	N;NOM;MASC;SG
elang	χωκ	elang	χωκ	N	N
elang	γεράκι	elang	γεράκι	N	N;NOM;NEUT;SG
elang	αετοί	elang	αετός	N	N;NOM;MASC;PL
elang	γεράκια	elang	γεράκιο	N	N;NOM;NEUT;PL
elang	γεράκι	elang	γεράκι	N	N;NOM;NEUT;SG
elang	φάλκον	elang	φάλκον	N	N;NOM;MASC;SG
diselesaikan	επιλυθεί	diselesaikan	επιλύω	V;SG;PASS	V;PFV;NFIN;PASS
diselesaikan	ολοκληρωθεί	diselesaikan	ολοκληρώνω	V;SG;PASS	V;PFV;NFIN;PASS
diselesaikan	ολοκληρώθηκε	diselesaikan	ολοκληρώνω	V;SG;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
diselesaikan	λυθεί	diselesaikan	λύνω	V;SG;PASS	V;PFV;NFIN;PASS
diselesaikan	λύθηκε	diselesaikan	λύνω	V;SG;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
terancam	απειλείται	terancam	απειλώ	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
puluhan	δεδ	puluhan	δεδ	N;SG	N
bertentangan	αντικρούει	bertentangan	αντικρώ	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
papirus	πάπυρο	papirus	πάπυρος	N	N;NOM;MASC;SG
asrama	κοιτώνα	asrama	κοιτώνας	N;SG	N;NOM;NEUT;SG
asrama	εστία	asrama	εστία	N;SG	N;NOM;FEM;SG
asrama	κοιτώνα	asrama	κοιτώνας	N;SG	N;NOM;NEUT;SG
asrama	ξενώνας	asrama	ξενώνας	N;SG	N;NOM;MASC;SG
asrama	ξενώνα	asrama	ξενώνας	N;SG	N;ACC;MASC;SG
hangat	ζεστό	hangat	ζεστός	N;SG	N;NOM;NEUT;SG
tepung	αλεύρι	tepung	αλεύρι	N;SG	N;NOM;NEUT;SG
ekspor	εξαγωγή	ekspor	εξαγωγή	N;SG	N;NOM;FEM;SG
ekspor	εξαγωγής	ekspor	εξαγωγή	N;SG	N;GEN;FEM;SG
perlahan	αργά	perlahan	αργά	ADV	ADV
perlahan	αργά	perlahan	αργά	ADV	ADV
host	ξενιστής	host	ξενιστής	N	N;NOM;MASC;SG
host	υποδοχής	host	υποδοχή	N	N;GEN;FEM;SG
host	παρουσιαστής	host	παρουσιαστής	N	N;NOM;MASC;SG
host	οικοδεσπότης	host	οικοδεσπότης	N	N;NOM;MASC;SG
pastor	πάστορα	pastor	πάστορα	N	N;NOM;MASC;SG
kemanusiaan	ανθρωπιά	kemanusiaan	ανθρωπιά	N;SG	N;ACC;FEM;SG
kemanusiaan	ανθρωπότητας	kemanusiaan	ανθρωπότητα	N;SG	N;GEN;FEM;SG
kemanusiaan	ανθρωπότητα	kemanusiaan	ανθρωπότητα	N;SG	N;ACC;FEM;SG
kristal	κρύσταλ	kristal	κρύσταλ	N;SG	N
kristal	κρύσταλλος	kristal	κρύσταλλος	N;SG	N;NOM;MASC;SG
kristal	κρύσταλλο	kristal	κρύσταλλος	N;SG	N;NOM;NEUT;SG
jeruk	πορτοκάλι	jeruk	πορτοκάλι	N;SG	N;NOM;NEUT;SG
jeruk	πορτοκαλί	jeruk	πορτοκαλί	N;SG	N;NOM;NEUT;SG
jeruk	γκρέιπφρουτ	jeruk	γκρέιπρουρος	N;SG	N;NOM;NEUT;SG
jeruk	μανταρίνι	jeruk	μανταρίνι	N;SG	N;NOM;NEUT;SG
kreatif	δημιουργικός	kreatif	δημιουργικός	ADJ;SG	ADJ;NOM;MASC;SG
kreatif	δημιουργική	kreatif	δημιουργικός	ADJ;SG	ADJ;NOM;FEM;SG
kreatif	δημιουργικό	kreatif	δημιουργικός	ADJ;SG	ADJ;NOM;NEUT;SG
ejaan	ορθογραφία	ejaan	ορθογραφία	N	N;NOM;FEM;SG
gudang	υπόστεγο	gudang	υπόστεγος	N;SG	N;NOM;NEUT;SG
gudang	αποθήκη	gudang	αποθήκη	N;SG	N;NOM;FEM;SG
gudang	αχυρώνας	gudang	αχυρώνας	N;SG	N;NOM;MASC;SG
gudang	αχυρώνα	gudang	αχυρώνας	N;SG	N;ACC;MASC;SG
pergantian	αντικατάσταση	pergantian	αντικατάσταση	N;SG	N;ACC;FEM;SG
pergantian	υποκατάστασης	pergantian	υποκατάσταση	N;SG	N;GEN;FEM;SG
pergantian	υποκατάσταση	pergantian	υποκατάσταση	N;SG	N;NOM;FEM;SG
palang	σταυρός	palang	σταυρός	N;SG;ACT	N;NOM;MASC;SG
palang	σταυρό	palang	σταυρό	N;SG;ACT	N;NOM;NEUT;SG
transaksi	συναλλαγή	transaksi	συναλλαγή	N	N;NOM;FEM;SG
transaksi	συναλλαγές	transaksi	συναλλαγή	N	N;NOM;FEM;PL
komposer	συνθέτης	komposer	συνθέτης	N;SG	N;NOM;MASC;SG
kanal	κανάλι	kanal	κανάλι	N	N;NOM;NEUT;SG
kanal	κανάλια	kanal	κανάλιος	N	N;NOM;NEUT;PL
kanal	κανάλια	kanal	κανάλιος	N	N;NOM;NEUT;PL
kanal	κανάλι	kanal	κανάλι	N	N;NOM;NEUT;SG
prasarana	υποδομής	prasarana	υποδομή	N;SG	N;GEN;FEM;SG
prasarana	υποδομή	prasarana	υποδομή	N;SG	N;ACC;FEM;SG
ucapan	λόγος	ucapan	λόγος	N;SG	N;NOM;MASC;SG
ucapan	ομιλία	ucapan	ομιλία	N;SG	N;ACC;FEM;SG
samurai	σαμουράι	samurai	σαμουράι	N	N;NOM;MASC;SG
kerusuhan	αναταραχή	kerusuhan	αναταραχή	N;SG	N;NOM;FEM;SG
kerusuhan	εξέγερση	kerusuhan	εξέγερση	N;SG	N;NOM;FEM;SG
kerusuhan	ταραχή	kerusuhan	ταραχή	N;SG	N;NOM;FEM;SG
napoleon	μενουέτο	napoleon	μενούέτος	N	N
napoleon	ναπολέοντα	napoleon	ναπολέων	N	N;ACC;MASC;SG
tsunami	τσουνάμι	tsunami	τσουνάμι	N	N;NOM;NEUT;SG
tsunami	τσουνάμι	tsunami	τσουνάμι	N	N;NOM;NEUT;SG
kru	πλήρωμα	kru	πλήρωμα	N;SG	N;NOM;NEUT;SG
ditarik	τραβήχτηκε	ditarik	τραβήχω	V;SG;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
ditarik	αποσύρθηκε	ditarik	αποσύρω	V;SG;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
ditarik	αποσύρεται	ditarik	αποσύρω	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
ditarik	αποσυρθεί	ditarik	αποσύρω	V;SG;PASS	V;PFV;NFIN;PASS
jalanan	οδός	jalanan	οδός	N;SG	N;NOM;FEM;SG
jalanan	δρόμος	jalanan	δρόμος	N;SG	N;NOM;MASC;SG
menaklukkan	κατακτήσει	mentaklukkan	κατακτώ	V;SG;ACT	V;PFV;NFIN;ACT
menaklukkan	κατέκτησε	mentaklukkan	κατακτώ	V;SG;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
sulung	πρωτότοκο	sulung	πρωτότοκο	N;SG	N;ACC;MASC;SG
purba	αρχέγονη	purba	αρχέγωνος	N;SG	N;NOM;FEM;SG
angkat	ανύψωση	angkat	ανύψωση	N;SG;ACT	N;ACC;FEM;SG
angkat	ασανσέρ	angkat	ασανσέρ	N;SG;ACT	N;NOM;NEUT;SG
angkat	ανελκυστήρας	angkat	ανελκυστήρας	N;SG;ACT	N;NOM;MASC;SG
angkat	αύξηση	angkat	αύξηση	N;SG;ACT	N;NOM;FEM;SG
mutiara	μαργαριτάρι	mutiara	μαργαριτάρι	N;SG	N;NOM;NEUT;SG
prosedur	διαδικασία	prosedur	διαδικασία	N;SG	N;NOM;FEM;SG
nasib	μοίρα	nasib	μοίρα	N;SG	N;NOM;FEM;SG
nasib	πεπρωμένο	nasib	πεπρωμένος	N;SG	N;NOM;NEUT;SG
maksimal	μέγιστος	maksimal	μέγιστος	ADJ;SG	ADJ;NOM;MASC;SG
irama	ρυθμός	irama	ρυθμός	N;SG	N;NOM;MASC;SG
irama	ρυθμό	irama	ρυθμός	N;SG	N;ACC;MASC;SG
larangan	απαγόρευση	larangan	απαγόρευση	N;SG	N;ACC;FEM;SG
larangan	αποκλεισμός	larangan	αποκλεισμός	N;SG	N;NOM;MASC;SG
vatikan	βατικανό	vatikan	βατικανός	N;SG	N;NOM;NEUT;SG
busana	ένδυση	busana	ένδυση	N;SG	N;NOM;FEM;SG
busana	μόδας	busana	μόδος	N;SG	N;GEN;FEM;SG
busana	μόδα	busana	μόδα	N;SG	N;NOM;FEM;SG
busana	ενδυμασία	busana	ενδυμασία	N;SG	N;NOM;FEM;SG
css	css	css	css	N	N;NOM;FEM;SG
pendaratan	απόβαση	pendaratan	απόβαση	N;SG	N;ACC;FEM;SG
pendaratan	εκφόρτωση	pendaratan	εκφόρτωση	N;SG	N;ACC;FEM;SG
pendaratan	προσγείωση	pendaratan	προσγείωση	N;SG	N;ACC;FEM;SG
massal	χύδην	massal	χύδην	N;SG	N
massal	χύμα	massal	χύμα	N;SG	N;NOM;NEUT;SG
komplek	συγκρότημα	komplek	συγκρότημα	N;SG	N;NOM;NEUT;SG
topeng	μάσκα	topeng	μάσκα	N;SG	N;NOM;FEM;SG
kekristenan	χριστιανισμού	kekristenan	χριστιανισμός	N;SG	N;GEN;MASC;SG
pacar	κοπέλα	pacar	κοπέλα	N;SG	N;NOM;FEM;SG
pacar	φιλενάδα	pacar	φιλενάδα	N;SG	N;NOM;FEM;SG
konsumsi	κατανάλωση	konsumsi	κατανάλωση	N;SG	N;ACC;FEM;SG
silsilah	γενεαλογία	silsilah	γενεαλογία	N	N;NOM;FEM;SG
diperbolehkan	επιτρέπεται	diperbolehkan	επιτρέπω	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
diperbolehkan	επιτρεπόμενη	diperbolehkan	επιτρεπόμενος	V;SG;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
netral	αμερόληπτο	netral	αμερόληπτος	ADJ;SG	ADJ;NOM;NEUT;SG
netral	αμερόληπτη	netral	αμερόληπτος	ADJ;SG	ADJ;NOM;FEM;SG
netral	ουδέτερη	netral	ούδετερος	ADJ;SG	ADJ;NOM;FEM;SG
kediaman	κατοικία	kediaman	κατοικία	N;SG	N;NOM;FEM;SG
kediaman	διαμονής	kediaman	διαμονή	N;SG	N;GEN;FEM;SG
kediaman	οικία	kediaman	οικία	N;SG	N;NOM;FEM;SG
pelayan	σερβιτόρος	penlayan	σερβιτόρος	N;SG	N;NOM;MASC;SG
pelayan	γκαρσόν	penlayan	γκαρσόν	N;SG	N;SG
keindahan	ομορφιά	keindahan	ομορφιά	N;SG	N;NOM;FEM;SG
seksi	σέξι	seksi	σέξι	N;SG	N;NOM;FEM;SG
seksi	σέξυ	seksi	σέξυ	N;SG	N;NOM;FEM;SG
seksi	ενότητα	seksi	ενότητα	N;SG	N;NOM;FEM;SG
seksi	τμήμα	seksi	τμήμα	N;SG	N;NOM;NEUT;SG
seksi	τμημα	seksi	τμημα	N;SG	N;NOM;NEUT;SG
dipublikasikan	δημοσιεύθηκε	dipublikasikan	δημοσιεύω	V;SG;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
dipublikasikan	δημοσιευθεί	dipublikasikan	δημοσιεύω	V;SG;PASS	V;PFV;NFIN;PASS
dipublikasikan	δημοσιεύτηκε	dipublikasikan	δημοσιεύω	V;SG;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
dipublikasikan	δημοσιεύεται	dipublikasikan	δημοσιεύω	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
dipublikasikan	εκδίδεται	dipublikasikan	εκδίδω	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
euro	ευρώ	euro	ευρώ	N	N;ACC;NEUT;SG
euro	ευρω	euro	ευρω	N	N
euro	ευρώ	euro	ευρώ	N	N;ACC;NEUT;SG
etika	δεοντολογία	etika	δεοντολογία	N;SG	N;NOM;FEM;SG
ketat	σφιχτή	ketat	σφιχτός	ADJ;SG	ADJ;NOM;FEM;SG
ketat	σφιχτό	ketat	σφιχτός	ADJ;SG	ADJ;NOM;NEUT;SG
ketat	αυστηρός	ketat	αυστηρός	ADJ;SG	ADJ;NOM;MASC;SG
ketat	αυστηρή	ketat	αυστηρή	ADJ;SG	ADJ;NOM;FEM;SG
ketat	αυστηρό	ketat	αυστηρός	ADJ;SG	ADJ;NOM;NEUT;SG
jendral	στρατηγοί	jendral	στρατηγός	N	N;NOM;MASC;PL
jendral	στρατηγούς	jendral	στρατηγός	N	N;ACC;MASC;PL
jendral	στρατηγός	jendral	στρατηγός	N	N;NOM;MASC;SG
menembak	ρίξε	mentembak	ρίχνω	V;SG;ACT	V;PFV;IND;SG;1;PST;FIN;ACT
truk	φορτηγάκι	truk	φορτηγάκι	N;SG	N;NOM;NEUT;SG
truk	φορτηγό	truk	φορτηγός	N;SG	N;NOM;NEUT;SG
truk	φορτηγό	truk	φορτηγός	N;SG	N;NOM;NEUT;SG
berapi	ηφαίστειο	berrapi	ηφαίστειο	N;SG;ACT	N;NOM;NEUT;SG
alkohol	λικέρ	alkohol	λικέρ	N;SG	N;NOM;NEUT;SG
alkohol	αλκοόλη	alkohol	αλκόλλη	N;SG	N;NOM;FEM;SG
alkohol	οινόπνευμα	alkohol	οινόπνευμα	N;SG	N;NOM;NEUT;SG
sempit	στενή	sempit	στενός	ADJ;SG	ADJ;NOM;FEM;SG
misionaris	ιεραπόστολοι	misionaris	ιεραπόστολος	N	N;NOM;MASC;PL
misionaris	ιεραπόστολος	misionaris	ιεραπόστολος	N	N;NOM;MASC;SG
berfokus	εστιάζοντας	berfokus	εστιάζω	V;SG;ACT	V;IPFV;V.CVB;ACT
berfokus	εστιάζει	berfokus	εστιάζω	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
diucapkan	προφέρεται	diucapkan	προφέρω	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
kerugian	απώλεια	kerugian	απώλεια	N;SG	N;ACC;FEM;SG
kerugian	ζημία	kerugian	ζημία	N;SG	N;ACC;FEM;SG
kerugian	μειονέκτημα	kerugian	μειονέκτημα	N;SG	N;NOM;NEUT;SG
panen	συγκομιδή	panen	συγκομιδός	N;SG	N;NOM;FEM;SG
panen	σοδειά	panen	σοδειά	N;SG	N;NOM;FEM;SG
panen	συγκομιδή	panen	συγκομιδός	N;SG	N;NOM;FEM;SG
publikasi	δημοσιότητα	publikasi	δημοσιότητα	N	N;ACC;FEM;SG
publikasi	δημοσίευση	publikasi	δημοσίευση	N	N;NOM;FEM;SG
publikasi	δημοσιεύσεις	publikasi	δημοσίευση	N	N;NOM;FEM;PL
publikasi	εκδόσεις	publikasi	έκδοση	N	N;NOM;FEM;PL
seminar	σεμινάρια	seminar	σεμινάριο	N	N;NOM;NEUT;PL
seminar	σεμινάριο	seminar	σεμινάριο	N	N;NOM;NEUT;SG
kerajinan	χειροτεχνίας	kerajinan	χειροτεχνία	N;SG	N;GEN;FEM;SG
kerajinan	σκάφος	kerajinan	σκάφος	N;SG	N;NOM;NEUT;SG
kerajinan	βιοτεχνίας	kerajinan	βιοτεχνία	N;SG	N;GEN;FEM;SG
tembakan	πυροβολισμό	tembakan	πυροβολισμός	N;SG	N;ACC;MASC;SG
tembakan	πυροβολισμός	tembakan	πυροβολισμός	N;SG	N;NOM;MASC;SG
rombongan	συνοδεία	rombongan	συνοδείο	N;SG	N;ACC;FEM;SG
rombongan	θίασο	rombongan	θίασο	N;SG	N;ACC;NEUT;SG
mingguan	εβδομαδιαίο	mingguan	εβδομαδιαίος	N;SG	N;NOM;NEUT;SG
berkontribusi	συμβάλει	berkontribusi	συμβάλλω	V;SG;ACT	V;PFV;NFIN;ACT
dilindungi	προστατεύεται	dilindungi	προστατεύω	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
dilindungi	προστατευμένο	dilindungi	προστατεύω	V;SG;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
dilindungi	προστατευμένη	dilindungi	προστατεύω	V;SG;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
dilindungi	προστατευμένος	dilindungi	προστατευμένος	V;SG;PASS	V;PFV;NOM;MASC;SG;V.PTCP;PASS
mitos	μύθους	mitos	μύθος	N	N;ACC;MASC;PL
mitos	μύθοι	mitos	μύθος	N	N;NOM;MASC;PL
mitos	μύθο	mitos	μύθος	N	N;NOM;MASC;SG
mitos	μύθος	mitos	μύθος	N	N;NOM;MASC;SG
penyelenggara	φιλοξενία	penselenggara	φιλοξενία	N;SG	N;NOM;FEM;SG
penyelenggara	ξενιστής	penselenggara	ξενιστής	N;SG	N;NOM;MASC;SG
penyelenggara	υποδοχής	penselenggara	υποδοχή	N;SG	N;GEN;FEM;SG
penyelenggara	παρουσιαστής	penselenggara	παρουσιαστής	N;SG	N;NOM;MASC;SG
penyelenggara	οικοδεσπότης	penselenggara	οικοδεσπότης	N;SG	N;NOM;MASC;SG
penyelenggara	διοργανωτής	penselenggara	διοργανωτής	N;SG	N;NOM;MASC;SG
penyelenggara	οργανωτής	penselenggara	οργανωτής	N;SG	N;NOM;MASC;SG
potensial	δυναμικό	potensial	δυναμικός	N;SG	N;NOM;NEUT;SG
lembut	μαλακός	lembut	μαλακός	ADJ;SG	ADJ;NOM;MASC;SG
lembut	μαλακό	lembut	μαλακός	ADJ;SG	ADJ;NOM;NEUT;SG
lembut	ευγενική	lembut	ευγενικός	ADJ;SG	ADJ;NOM;FEM;SG
lembut	ευγενικός	lembut	ευγενικός	ADJ;SG	ADJ;NOM;MASC;SG
mengancam	απειλεί	menancam	απειλώ	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
mengancam	απείλησε	menancam	απειλώ	V;SG;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
mengancam	απειλεί	menancam	απειλώ	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
residence	κατοικία	residence	κατοικία	N	N;NOM;FEM;SG
residence	διαμονής	residence	διαμονή	N	N;GEN;FEM;SG
residence	οικία	residence	οικία	N	N;NOM;FEM;SG
pewaris	διάδοχος	penwaris	διάδοχος	N;SG	N;NOM;MASC;SG
pewaris	κληρονόμος	penwaris	κληρονόμος	N;SG	N;NOM;MASC;SG
pewaris	κληρονόμο	penwaris	κληρονόμος	N;SG	N;ACC;MASC;SG
pewaris	κληρονομιά	penwaris	κληρονομιά	N;SG	N;NOM;FEM;SG
pewaris	κληρονόμος	penwaris	κληρονόμος	N;SG	N;NOM;MASC;SG
pewaris	κληρονόμο	penwaris	κληρονόμος	N;SG	N;ACC;MASC;SG
base	βάσεις	base	βάση	N	N;NOM;FEM;PL
base	βαση	base	βαση	N	N;NOM;FEM;SG
base	βάση	base	βάση	N	N;ACC;FEM;SG
pembayaran	καταβολή	penbayaran	καταβολή	N;SG	N;NOM;FEM;SG
pembayaran	πληρωμής	penbayaran	πληρωμή	N;SG	N;GEN;FEM;SG
pembayaran	πληρωμή	penbayaran	πληρωμή	N;SG	N;NOM;FEM;SG
didefinisikan	ορίζεται	didefinisikan	ορίζω	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
didefinisikan	καθορισμένη	didefinisikan	καθορίζω	V;SG;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
didefinisikan	καθορισμένο	didefinisikan	καθορίζω	V;SG;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
sayur	λαχανικό	sayur	λαχανικός	N;SG	N;NOM;NEUT;SG
memecahkan	λύσει	menpecahkan	λύνω	V;SG;ACT	V;PFV;NFIN;ACT
memecahkan	λύνει	menpecahkan	λύνω	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
syariah	σαρία	syariah	σαρία	N	N;NOM;FEM;SG
ditahan	συνελήφθη	ditahan	συνελήφος	V;SG;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
ditahan	συλλαμβάνεται	ditahan	συλλαμβάνω	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
ditahan	κρατείται	ditahan	κρατώ	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
memicu	ενεργοποιεί	menpicu	ενεργοποιώ	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
memicu	πυροδοτώντας	menpicu	πυροδοτώ	V;SG;ACT	V;IPFV;V.CVB;ACT
dikunjungi	επισκέφτηκε	dikunjungi	επισκέπτομαι	V;SG;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
dikunjungi	επισκέφθηκε	dikunjungi	επισκέπτομαι	V;SG;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
liang	λιανγκ	liang	λιανγκ	N	N
eksternal	εξωτερικό	eksternal	εξωτερικό	N	N;NOM;NEUT;SG
fotografi	φωτογραφια	fotografi	φωτογραφια	N;SG	N;NOM;FEM;SG
fotografi	φωτογραφίας	fotografi	φωτογραφία	N;SG	N;GEN;FEM;SG
fotografi	φωτογραφία	fotografi	φωτογραφία	N;SG	N;ACC;FEM;SG
respon	ανταπόκριση	respon	ανταπόκριση	N;SG	N;ACC;FEM;SG
respon	απόκριση	respon	απόκριση	N;SG	N;ACC;FEM;SG
respon	αντίδραση	respon	αντίδραση	N;SG	N;ACC;FEM;SG
display	εμφάνιση	display	εμφάνιση	N	N;ACC;FEM;SG
display	προβολή	display	προβολή	N	N;NOM;FEM;SG
display	απεικόνιση	display	απεικόνιση	N	N;NOM;FEM;SG
terinspirasi	εμπνευσμένη	terinspirasi	εμπνεύω	V;SG;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
terinspirasi	εμπνευσμένο	terinspirasi	εμπνεύω	V;SG;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
vitamin	βιταμίνης	vitamin	βιταμίνος	N	N;GEN;FEM;SG
vitamin	βιταμίνη	vitamin	βιταμίνομαι	N	N;NOM;FEM;SG
vitamin	βιταμίνες	vitamin	βιταμίνος	N	N;NOM;FEM;PL
vitamin	βιταμινών	vitamin	βιταμινός	N	N;GEN;FEM;PL
vitamin	βιταμίνες	vitamin	βιταμίνος	N	N;NOM;FEM;PL
ditandatangani	υπογεγραμμένο	ditandatangani	υπογεγράμμενος	V;SG;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
ditandatangani	υπογεγραμμένη	ditandatangani	υπογεγράμμενος	V;SG;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
ditandatangani	υπεγράφη	ditandatangani	υπεγράφη	V;SG;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
string	χορδές	string	χορδή	N	N;NOM;FEM;PL
string	χορδή	string	χορδή	N	N;NOM;FEM;SG
belahan	ημισφαίριο	belahan	ημισφαίριο	N;SG	N;NOM;NEUT;SG
pembantaian	σφαγή	penbantaian	σφαγή	N;SG	N;ACC;FEM;SG
pembantaian	σφαγή	penbantaian	σφαγή	N;SG	N;ACC;FEM;SG
pembantaian	μακελειό	penbantaian	μακελειό	N;SG	N;NOM;NEUT;SG
pembantaian	σφαγή	penbantaian	σφαγή	N;SG	N;ACC;FEM;SG
akurat	ακριβής	akurat	ακριβής	ADJ;SG	ADJ;NOM;MASC;SG
waduk	φράγμα	waduk	φράγμα	N;SG	N;NOM;NEUT;SG
waduk	δεξαμενή	waduk	δεξαμενή	N;SG	N;NOM;FEM;SG
campur	μεικτό	campur	μεικτός	N;SG;ACT	N;NOM;NEUT;SG
campur	μίγμα	campur	μίγμα	N;SG;ACT	N;NOM;NEUT;SG
campur	μείγμα	campur	μείγμα	N;SG;ACT	N;NOM;NEUT;SG
campur	μίξη	campur	μίξη	N;SG;ACT	N;NOM;FEM;SG
campur	μείγμα	campur	μείγμα	N;SG;ACT	N;NOM;NEUT;SG
silinder	κύλινδρο	silinder	κύλινδρο	N;SG	N;ACC;MASC;SG
ninja	νίντζα	ninja	νίντζα	N	N;NOM;MASC;SG
ninja	νίντζα	ninja	νίντζα	N	N;NOM;MASC;SG
sarang	φωλιά	sarang	φωλιός	N;SG	N;NOM;FEM;SG
sarang	κυψέλη	sarang	κυψέλνω	N;SG	N;NOM;FEM;SG
personal	προσωπική	personal	προσωπικός	ADJ;SG	ADJ;NOM;FEM;SG
personal	προσωπικός	personal	προσωπικός	ADJ;SG	ADJ;NOM;MASC;SG
terowongan	στοά	terowongan	στοά	N;SG	N;NOM;FEM;SG
terowongan	σήραγγα	terowongan	σήραγγα	N;SG	N;NOM;FEM;SG
subur	γόνιμη	subur	γόνιμος	ADJ;SG	ADJ;NOM;FEM;SG
konsonan	σύμφωνο	konsonan	σύμφωνο	N	N;NOM;NEUT;SG
waktunya	χρόνος	waktu	χρόνος	N;SG	N;NOM;MASC;SG
waktunya	ώρα	waktu	ώρα	N;SG	N;ACC;FEM;SG
waktunya	φορά	waktu	φορά	N;SG	N;ACC;FEM;SG
waktunya	ωρα	waktu	ωρα	N;SG	N;ACC;FEM;SG
waktunya	χρόνο	waktu	χρόνος	N;SG	N;ACC;MASC;SG
kehutanan	δασοκομία	kehutanan	δασοκομία	N;SG	N;NOM;FEM;SG
leher	λαιμό	leher	λαιμός	N;SG	N;NOM;NEUT;SG
leher	σβέρκο	leher	σβέρκο	N;SG	N;NOM;NEUT;SG
leher	λαιμός	leher	λαιμός	N;SG	N;NOM;MASC;SG
kedaulatan	κυριαρχία	kedaulatan	κυριαρχία	N;SG	N;ACC;FEM;SG
kedaulatan	κυρίαρχο	kedaulatan	κυρίαρχος	N;SG	N;NOM;NEUT;SG
konservatif	συντηρητική	konservatif	συντηρητικός	ADJ;SG	ADJ;NOM;FEM;SG
konservatif	συντηρητικό	konservatif	συντηρητικός	ADJ;SG	ADJ;NOM;NEUT;SG
konservatif	συντηρητικός	konservatif	συντηρητικός	ADJ;SG	ADJ;NOM;MASC;SG
terasa	αισθάνεται	terrasa	αισθάνω	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
kenapa	γιατι	kenapa	γιατι	ADV	ADV
ekspresi	έκφραση	ekspresi	έκφραση	N;SG	N;ACC;FEM;SG
