процедура	procedimento	процедура	procedimento	N;INAN;NOM;FEM;SG	N;MASC;SG
стрелка	arrow	стрелка	arrow	N;INAN;NOM;FEM;SG	N;MASC;SG
жидкость	liquido	жидкость	líquido	N;INAN;NOM;FEM;SG	N;MASC;SG
свойство	propriedade	свойство	propriedade	N;INAN;NOM;NEUT;SG	N;FEM;SG
свойство	imóvel	свойство	imóvel	N;INAN;NOM;NEUT;SG	N;MASC;SG
этаж	chão	этаж	chão	N;INAN;NOM;MASC;SG	N;MASC;SG
этаж	pavimento	этаж	pavimento	N;INAN;NOM;MASC;SG	N;MASC;SG
этаж	piso	этаж	piso	N;INAN;NOM;MASC;SG	N;MASC;SG
гранди	grandi	гранди	grandi	N;INAN;NOM;MASC;SG	N;MASC;SG
выполнено	cumprida	выполнить	cumprir	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;FEM;SG;V.PTCP
выполнено	cumprido	выполнить	cumprir	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;MASC;SG;V.PTCP
выполнено	cumprida	выполнить	cumprir	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;FEM;SG;V.PTCP
выполнено	concretizou	выполнить	concretizar	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN
заявив	afirmando	заявить	afirmar	V;PFV;PST;V.CVB;ACT	V;V.MSDR
сербов	sérvios	серб	sérvio	N;ANIM;GEN;MASC;PL	N;MASC;PL
контекста	contexto	контекст	contexto	N;INAN;GEN;MASC;SG	N;MASC;SG
луга	pradarias	луг	pradaria	N;INAN;NOM;MASC;PL	N;FEM;PL
луга	prados	луг	prado	N;INAN;NOM;MASC;PL	N;MASC;PL
луга	prados	луг	prado	N;INAN;NOM;MASC;PL	N;MASC;PL
люксембурга	luxemburgo	люксембург	luxemburgo	N;INAN;GEN;MASC;SG	N;MASC;SG
люксембурга	luxembourg	люксембург	luxembourg	N;INAN;GEN;MASC;SG	N;MASC;SG
соловьёв	solovyov	соловьев	solovyov	N;ANIM;NOM;MASC;SG	N;MASC;SG
курорт	estância	курорт	estância	N;INAN;NOM;MASC;SG	N;FEM;SG
курорт	resort	курорт	resort	N;INAN;NOM;MASC;SG	N;MASC;SG
вектор	vector	вектор	vector	N;INAN;NOM;MASC;SG	N;MASC;SG
вектор	vetor	вектор	vetor	N;INAN;NOM;MASC;SG	N;MASC;SG
фантастический	fantástica	фантастический	fantástico	ADJ;NOM;MASC;SG	ADJ;FEM;SG
фантастический	fantástico	фантастический	fantástico	ADJ;NOM;MASC;SG	ADJ;MASC;SG
леона	leona	леон	leona	N;ANIM;ACC;MASC;SG	N;FEM;SG
закончить	concluir	закончить	concluir	V;PFV;NFIN;ACT	V;NFIN
закончить	finalizar	закончить	finalizar	V;PFV;NFIN;ACT	V;NFIN
закончить	terminar	закончить	terminar	V;PFV;NFIN;ACT	V;NFIN
закончить	termine	закончить	terminar	V;PFV;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
мирное	pacífica	мирный	pacífico	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
саха	saha	сах	saha	N;INAN;NOM;MASC;SG	N;MASC;SG
саха	sakha	сах	sakhar	N;INAN;NOM;MASC;SG	N;FEM;SG
присоединение	adesão	присоединение	adesão	N;INAN;NOM;NEUT;SG	N;FEM;SG
барабанщик	baterista	барабанщик	baterista	N;ANIM;NOM;MASC;SG	N;MASC;SG
нож	faca	нож	facar	N;INAN;NOM;MASC;SG	N;FEM;SG
тянет	puxar	тянуть	puxar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
тянет	puxando	тянуть	puxando	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.MSDR
акция	acção	акция	acção	N;INAN;NOM;FEM;SG	N;FEM;SG
акция	action	акция	action	N;INAN;NOM;FEM;SG	N;MASC;SG
акция	ação	акция	ação	N;INAN;NOM;FEM;SG	N;FEM;SG
изобретение	invento	изобретение	invento	N;INAN;NOM;NEUT;SG	N;MASC;SG
изобретение	invenção	изобретение	invenção	N;INAN;NOM;NEUT;SG	N;FEM;SG
навыки	skills	навык	skill	N;INAN;NOM;MASC;PL	N;MASC;PL
навыки	habilidades	навык	habilidade	N;INAN;NOM;MASC;PL	N;FEM;PL
навыки	aptidões	навык	aptidão	N;INAN;NOM;MASC;PL	N;FEM;PL
навыки	competências	навык	competência	N;INAN;NOM;MASC;PL	N;FEM;PL
навыки	habilidades	навык	habilidade	N;INAN;NOM;MASC;PL	N;FEM;PL
бранденбург	brandemburgo	бранденбург	brandemburgo	N;INAN;NOM;MASC;SG	N;MASC;SG
бранденбург	brandenburg	бранденбург	brandenburg	N;INAN;NOM;MASC;SG	N;MASC;SG
бранденбург	brandeburgo	бранденбург	brandeburgo	N;INAN;NOM;MASC;SG	N;MASC;SG
уменьшение	redução	уменьшение	redução	N;INAN;NOM;NEUT;SG	N;FEM;SG
уменьшение	diminuição	уменьшение	diminuição	N;INAN;NOM;NEUT;SG	N;FEM;SG
уменьшение	redução	уменьшение	redução	N;INAN;NOM;NEUT;SG	N;FEM;SG
уменьшение	redutor	уменьшение	redutor	N;INAN;NOM;NEUT;SG	N;MASC;SG
уменьшение	diminuição	уменьшение	diminuição	N;INAN;NOM;NEUT;SG	N;FEM;SG
санкции	penalidades	санкция	penalidade	N;INAN;NOM;FEM;PL	N;FEM;PL
санкции	penalizações	санкция	penalização	N;INAN;NOM;FEM;PL	N;FEM;PL
санкции	sanções	санкция	sanção	N;INAN;NOM;FEM;PL	N;FEM;PL
санкции	sanções	санкция	sanção	N;INAN;NOM;FEM;PL	N;FEM;PL
ботаника	botânica	ботаник	botânica	N;ANIM;NOM;MASC;SG	N;FEM;SG
викимедиа	wikimedia	викимедиа	wikimedia	N;INAN;NOM;MASC;SG	N;MASC;SG
индивидуальные	individuais	индивидуальный	individual	ADJ;NOM;PL	ADJ;MASC;PL
спасение	poupança	спасение	poupança	N;INAN;NOM;NEUT;SG	N;FEM;SG
спасение	salvamento	спасение	salvamento	N;INAN;NOM;NEUT;SG	N;MASC;SG
спасение	resgate	спасение	resgate	N;INAN;NOM;NEUT;SG	N;MASC;SG
спасение	salvação	спасение	salvação	N;INAN;NOM;NEUT;SG	N;FEM;SG
мичиган	michigan	мичиган	michigan	N;INAN;NOM;MASC;SG	N;MASC;SG
кросс	cruz	кросс	cruz	N;INAN;NOM;MASC;SG	N;FEM;SG
кросс	cross	кросс	cross	N;INAN;NOM;MASC;SG	N;MASC;SG
нельсон	nelson	нельсон	nelson	N;ANIM;NOM;MASC;SG	N;MASC;SG
кисти	pincéis	кисть	pincel	N;INAN;NOM;FEM;PL	N;MASC;PL
кисти	escovas	кисть	escova	N;INAN;NOM;FEM;PL	N;FEM;PL
фильтр	filtro	фильтр	filtro	N;INAN;NOM;MASC;SG	N;MASC;SG
герцогиня	duquesa	герцогиня	duquesa	N;ANIM;NOM;FEM;SG	N;FEM;SG
закончилось	terminou	закончиться	terminar	V;PFV;NEUT;IND;SG;PST;FIN;MID	V;IND;SG;3;PST;FIN
закончилось	acabou	закончиться	acabar	V;PFV;NEUT;IND;SG;PST;FIN;MID	V;IND;SG;3;PST;FIN
электроники	eletrônica	электроника	eletrônico	N;INAN;NOM;FEM;SG	N;FEM;SG
электроники	electrónica	электроника	electrónica	N;INAN;NOM;FEM;SG	N;FEM;SG
квебек	quebec	квебек	quebec	N;INAN;NOM;MASC;SG	N;MASC;SG
сотрудничает	colabora	сотрудничать	colabora	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
сотрудничает	coopera	сотрудничать	cooperar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
колеса	rodas	колесо	roda	N;INAN;NOM;NEUT;PL	N;FEM;PL
аудио	áudio	аудио	áudio	N;INAN;NOM;MASC;SG	N;MASC;SG
аудио	audio	аудио	audio	N;INAN;NOM;MASC;SG	N;MASC;SG
лукас	lukas	лукас	luka	N;ANIM;NOM;MASC;SG	N;MASC;SG
пал	caído	пасть	cair	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;SG;V.PTCP
пал	caída	пасть	caída	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;FEM;SG;V.PTCP
компакт	compacto	компакт	compacto	N;INAN;NOM;MASC;SG	N;MASC;SG
продал	vendida	продать	vender	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;FEM;SG;V.PTCP
продал	vendido	продать	vender	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;SG;V.PTCP
продал	vendeu	продать	vender	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
акул	tubarões	акул	tubarão	N;ANIM;GEN;MASC;PL	N;MASC;PL
реализм	realismo	реализм	realismo	N;INAN;NOM;MASC;SG	N;MASC;SG
правильный	correcta	правильный	correcto	ADJ;NOM;MASC;SG	ADJ;FEM;SG
правильный	correto	правильный	correto	ADJ;NOM;MASC;SG	ADJ;MASC;SG
операторов	operadoras	оператор	operadora	N;ANIM;GEN;MASC;PL	N;FEM;PL
операторов	operadores	оператор	operador	N;ANIM;GEN;MASC;PL	N;MASC;PL
поляки	postes	поляк	poste	N;ANIM;NOM;MASC;PL	N;MASC;PL
поляки	polos	поляк	polo	N;ANIM;NOM;MASC;PL	N;MASC;PL
поляки	poloneses	поляк	polonês	N;ANIM;NOM;MASC;PL	N;MASC;PL
поляки	polacos	поляк	polaco	N;ANIM;NOM;MASC;PL	N;MASC;PL
поляки	pólos	поляк	pólo	N;ANIM;NOM;MASC;PL	N;MASC;PL
тереза	therese	терез	therese	N;ANIM;NOM;FEM;SG	N;FEM;SG
тереза	teresa	терез	teresa	N;ANIM;NOM;FEM;SG	N;FEM;SG
тереза	teresa	терез	teresa	N;ANIM;NOM;FEM;SG	N;FEM;SG
тереза	theresa	терез	theresa	N;ANIM;NOM;FEM;SG	N;FEM;SG
тереза	tereza	терез	tereza	N;ANIM;NOM;FEM;SG	N;FEM;SG
держит	mantém	держать	manter	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
четверть	quarter	четверть	quarter	N;INAN;NOM;FEM;SG	N;MASC;SG
четверть	trimestre	четверть	trimestre	N;INAN;NOM;FEM;SG	N;MASC;SG
приобрести	comprar	приобрести	comprar	V;PFV;NFIN;ACT	V;NFIN
приобрести	adquira	приобрести	adquir	V;PFV;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
приобрести	adquirir	приобрести	adquirir	V;PFV;NFIN;ACT	V;NFIN
приобрести	adquire	приобрести	adquirir	V;PFV;NFIN;ACT	V;IND;SG;3;PRS;FIN
повысить	impulsionar	повысить	impulsionar	V;PFV;NFIN;ACT	V;NFIN
защищает	protege	защищать	proteger	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
особая	especial	особый	especial	ADJ;NOM;FEM;SG	ADJ;MASC;SG
буддизм	budismo	буддизм	budismo	N;INAN;NOM;MASC;SG	N;MASC;SG
ген	gene	ген	gene	N;INAN;NOM;MASC;SG	N;MASC;SG
ген	gen	ген	gen	N;INAN;NOM;MASC;SG	N;MASC;SG
призы	prémios	приз	prémio	N;INAN;NOM;MASC;PL	N;MASC;PL
призы	prêmios	приз	prêmio	N;INAN;NOM;MASC;PL	N;MASC;PL
призы	troféus	приз	troféu	N;INAN;NOM;MASC;PL	N;MASC;PL
адамс	adams	адамс	adar	N;ANIM;NOM;MASC;SG	N;MASC;SG
мятеж	revolta	мятеж	revolta	N;INAN;NOM;MASC;SG	N;FEM;SG
мятеж	motim	мятеж	motim	N;INAN;NOM;MASC;SG	N;MASC;SG
мятеж	revolta	мятеж	revolta	N;INAN;NOM;MASC;SG	N;FEM;SG
мятеж	rebeldia	мятеж	rebeldia	N;INAN;NOM;MASC;SG	N;FEM;SG
мятеж	rebelião	мятеж	rebelião	N;INAN;NOM;MASC;SG	N;FEM;SG
социальное	social	социальный	social	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
просмотр	visualização	просмотр	visualização	N;INAN;NOM;MASC;SG	N;FEM;SG
просмотр	navegação	просмотр	navegação	N;INAN;NOM;MASC;SG	N;FEM;SG
просмотр	vista	просмотр	vista	N;INAN;NOM;MASC;SG	N;FEM;SG
подъёма	vogal	подъем	vogal	N;INAN;GEN;MASC;SG	N;FEM;SG
рика	rick	рик	rick	N;ANIM;NOM;FEM;SG	N;MASC;SG
телефоны	telefones	телефон	telefone	N;INAN;NOM;MASC;PL	N;MASC;PL
социалистов	socialistas	социалист	socialista	N;ANIM;GEN;MASC;PL	N;MASC;PL
шарлотта	charlotte	шарлотт	charlotte	N;ANIM;NOM;FEM;SG	N;MASC;SG
шарлотта	carlota	шарлотт	carlota	N;ANIM;NOM;FEM;SG	N;FEM;SG
буш	mato	буш	mato	N;ANIM;NOM;MASC;SG	N;MASC;SG
буш	arbusto	буш	arbusto	N;ANIM;NOM;MASC;SG	N;MASC;SG
тайвань	taiwan	тайвань	taiwan	N;INAN;NOM;MASC;SG	N;MASC;SG
тайвань	formosa	тайвань	formoso	N;INAN;NOM;MASC;SG	N;FEM;SG
миф	mito	миф	mito	N;INAN;NOM;MASC;SG	N;MASC;SG
убежище	abrigo	убежище	abrigo	N;INAN;NOM;NEUT;SG	N;MASC;SG
убежище	santuário	убежище	santuário	N;INAN;NOM;NEUT;SG	N;MASC;SG
убежище	hospício	убежище	hospício	N;INAN;NOM;NEUT;SG	N;MASC;SG
убежище	asilo	убежище	asilo	N;INAN;NOM;NEUT;SG	N;MASC;SG
убежище	refugio	убежище	refugiar	N;INAN;NOM;NEUT;SG	N;MASC;SG
убежище	refúgio	убежище	refúgio	N;INAN;NOM;NEUT;SG	N;MASC;SG
мышь	rato	мышь	rato	N;INAN;NOM;FEM;SG	N;MASC;SG
мышь	ratinho	мышь	ratinho	N;INAN;NOM;FEM;SG	N;MASC;SG
мышь	mouse	мышь	mouse	N;INAN;NOM;FEM;SG	N;MASC;SG
тенденция	tendência	тенденция	tendência	N;INAN;NOM;FEM;SG	N;FEM;SG
тенденция	tendência	тенденция	tendência	N;INAN;NOM;FEM;SG	N;FEM;SG
кузьмин	kuzmin	кузьмин	kuzmin	N;INAN;NOM;MASC;SG	N;MASC;SG
тезис	tese	тезис	tese	N;INAN;NOM;MASC;SG	N;FEM;SG
богини	deusas	богиня	deusa	N;ANIM;NOM;FEM;PL	N;FEM;PL
потребности	necessidades	потребность	necessidade	N;INAN;NOM;FEM;PL	N;FEM;PL
потребности	exigências	потребность	exigência	N;INAN;NOM;FEM;PL	N;FEM;PL
потребности	requisitos	потребность	requisito	N;INAN;NOM;FEM;PL	N;MASC;PL
потребности	prescrições	потребность	prescrição	N;INAN;NOM;FEM;PL	N;FEM;PL
автомат	autômato	автомат	autômato	N;INAN;NOM;MASC;SG	N;MASC;SG
катера	barcos	катер	barco	N;INAN;NOM;MASC;PL	N;MASC;PL
кен	ken	кен	ken	N;ANIM;NOM;MASC;SG	N;MASC;SG
подтверждена	confirmado	подтвердить	confirmar	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;MASC;SG;V.PTCP
подтверждена	confirmou	подтвердить	confirmar	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN
подтверждена	confirmada	подтвердить	confirmar	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;FEM;SG;V.PTCP
рождество	natal	рождество	natal	N;INAN;NOM;NEUT;SG	N;MASC;SG
рождество	christmas	рождество	christma	N;INAN;NOM;NEUT;SG	N;MASC;SG
ральф	ralf	ральф	ralf	N;ANIM;NOM;MASC;SG	N;MASC;SG
ральф	ralph	ральф	ralph	N;ANIM;NOM;MASC;SG	N;MASC;SG
отделений	gabinetes	отделение	gabinete	N;INAN;GEN;NEUT;PL	N;MASC;PL
отделений	escritórios	отделение	escritório	N;INAN;GEN;NEUT;PL	N;MASC;PL
отделений	sucursais	отделение	sucursal	N;INAN;GEN;NEUT;PL	N;MASC;PL
отделений	galhos	отделение	galho	N;INAN;GEN;NEUT;PL	N;MASC;PL
отделений	ramos	отделение	ramo	N;INAN;GEN;NEUT;PL	N;MASC;PL
отделений	filiais	отделение	filial	N;INAN;GEN;NEUT;PL	N;FEM;PL
поло	polo	поло	polo	N;ANIM;NOM;MASC;SG	N;MASC;SG
поло	pólo	поло	pólo	N;ANIM;NOM;MASC;SG	N;MASC;SG
чистый	líquido	чистый	líquido	ADJ;NOM;MASC;SG	ADJ;MASC;SG
чистый	limpo	чистый	limpo	ADJ;NOM;MASC;SG	ADJ;MASC;SG
чистый	limpa	чистый	limpa	ADJ;NOM;MASC;SG	ADJ;FEM;SG
чистый	pura	чистый	puro	ADJ;NOM;MASC;SG	ADJ;FEM;SG
чистый	puro	чистый	puro	ADJ;NOM;MASC;SG	ADJ;MASC;SG
тепло	morno	теплый	morno	ADJ;NEUT;SG	ADJ;MASC;SG
мартинес	martinez	мартинес	martinez	N;ANIM;NOM;MASC;SG	N;MASC;SG
мартинес	martínez	мартинес	martínez	N;ANIM;NOM;MASC;SG	N;MASC;SG
мартинес	martínez	мартинес	martínez	N;ANIM;NOM;MASC;SG	N;MASC;SG
таджикистан	tajiquistão	таджикистан	tajiquistão	N;INAN;NOM;MASC;SG	N;MASC;SG
погода	clima	погода	clima	N;INAN;NOM;FEM;SG	N;MASC;SG
погода	tempo	погода	tempo	N;INAN;NOM;FEM;SG	N;MASC;SG
погода	meteorologia	погода	meteorologia	N;INAN;NOM;FEM;SG	N;FEM;SG
удаляется	removida	удалять	remover	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;SG;V.PTCP
удаляется	eliminado	удалять	eliminar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;V.PTCP
удаляется	removido	удалять	remover	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;V.PTCP
суды	tribunais	суд	tribunal	N;INAN;NOM;MASC;PL	N;MASC;PL
бака	baka	бак	baka	N;INAN;GEN;MASC;SG	N;MASC;SG
приобрел	adquirida	приобрести	adquirir	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;FEM;SG;V.PTCP
приобрел	adquirido	приобрести	adquirir	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;SG;V.PTCP
джейми	jamie	джея	jamie	N;ANIM;NOM;MASC;SG	N;MASC;SG
предпочитает	prefere	предпочитать	preferir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
банкноты	notas	банкнот	nota	N;INAN;NOM;FEM;PL	N;FEM;PL
григорьев	grigoriev	григорьев	grigoriev	N;ANIM;NOM;MASC;SG	N;MASC;SG
демонстрирует	demonstra	демонстрировать	demonstrar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
днепропетровск	dnepropetrovsk	днепропетровск	dnepropetrovsk	N;INAN;GEN;MASC;PL	N;MASC;PL
орды	hordas	орда	horda	N;INAN;NOM;FEM;PL	N;FEM;PL
болота	pântanos	болото	pântano	N;INAN;NOM;NEUT;PL	N;MASC;PL
избегать	evitando	избегать	evitar	V;IPFV;NFIN;ACT	V;V.MSDR
избегать	evitar	избегать	evitar	V;IPFV;NFIN;ACT	V;NFIN
избегать	evitar	избегать	evitar	V;IPFV;NFIN;ACT	V;NFIN
избегать	evita	избегать	evitar	V;IPFV;NFIN;ACT	V;IND;SG;3;PRS;FIN
избегать	evitem	избегать	evitar	V;IPFV;NFIN;ACT	V;SBJV;PL;3;PRS;FIN
избегать	evite	избегать	evite	V;IPFV;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
магистр	magistrado	магистр	magistrado	N;ANIM;NOM;MASC;SG	N;MASC;SG
окружности	círculos	окружность	círculo	N;INAN;NOM;FEM;PL	N;MASC;PL
соединяет	conecta	соединять	conectar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
пригороде	subúrbio	пригород	subúrbio	N;INAN;ESS;MASC;SG	N;MASC;SG
пригороде	subúrbio	пригород	subúrbio	N;INAN;ESS;MASC;SG	N;MASC;SG
празднование	comemoração	празднование	comemoração	N;INAN;NOM;NEUT;SG	N;FEM;SG
празднование	celebração	празднование	celebração	N;INAN;NOM;NEUT;SG	N;FEM;SG
празднование	comemoração	празднование	comemoração	N;INAN;NOM;NEUT;SG	N;FEM;SG
римлян	romanos	римлянин	romano	N;ANIM;GEN;MASC;PL	N;MASC;PL
длинная	longa	длинный	longo	ADJ;NOM;FEM;SG	ADJ;FEM;SG
дождь	chuva	дождь	chuva	N;INAN;NOM;MASC;SG	N;FEM;SG
дождь	rain	дождь	rain	N;INAN;NOM;MASC;SG	N;MASC;SG
рено	renaud	рено	renaud	N;INAN;NOM;MASC;SG	N;MASC;SG
рено	reinaldo	рено	reinaldo	N;INAN;NOM;MASC;SG	N;MASC;SG
рено	reno	рено	reno	N;INAN;NOM;MASC;SG	N;MASC;SG
рено	renault	рено	renault	N;INAN;NOM;MASC;SG	N;FEM;SG
мкф	icf	мкф	icf	N;INAN;NOM;MASC;SG	N;MASC;SG
уменьшается	diminui	уменьшаться	diminuir	V;IPFV;IND;SG;3;PRS;FIN;MID	V;IND;SG;3;PRS;FIN
уменьшается	diminuindo	уменьшаться	diminuir	V;IPFV;IND;SG;3;PRS;FIN;MID	V;V.MSDR
продать	vender	продать	vender	V;PFV;NFIN;ACT	V;NFIN
продать	vendo	продать	ver	V;PFV;NFIN;ACT	V;V.MSDR
продать	vende	продать	vender	V;PFV;NFIN;ACT	V;IND;SG;3;PRS;FIN
колесо	roda	колесо	roda	N;INAN;NOM;NEUT;SG	N;FEM;SG
колесо	volante	колесо	volante	N;INAN;NOM;NEUT;SG	N;MASC;SG
федеральное	federal	федеральный	federal	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
клиент	cliente	клиент	cliente	N;ANIM;NOM;MASC;SG	N;MASC;SG
клиент	cliente	клиент	cliente	N;ANIM;NOM;MASC;SG	N;MASC;SG
таллин	tallinn	таллин	tallinn	N;INAN;NOM;MASC;SG	N;MASC;SG
прибыла	chegou	прибыть	chegar	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
прибыла	cheguei	прибыть	chegar	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;IND;SG;1;PST;FIN
быков	touros	бык	touros	N;ANIM;GEN;MASC;PL	N;MASC;PL
быков	bulls	бык	bull	N;ANIM;GEN;MASC;PL	N;MASC;PL
сохранять	preserve	сохранять	preservar	V;IPFV;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
сохранять	preservar	сохранять	preservar	V;IPFV;NFIN;ACT	V;NFIN
сохранять	salvar	сохранять	salvar	V;IPFV;NFIN;ACT	V;NFIN
сохранять	salva	сохранять	salvar	V;IPFV;NFIN;ACT	V;IND;SG;3;PRS;FIN
сохранять	guardar	сохранять	guardar	V;IPFV;NFIN;ACT	V;NFIN
лингвист	linguista	лингвист	linguista	N;ANIM;NOM;MASC;SG	N;MASC;SG
шум	ruído	шум	ruído	N;INAN;NOM;MASC;SG	N;MASC;SG
шум	barulho	шум	barulho	N;INAN;NOM;MASC;SG	N;MASC;SG
сталь	aço	сталь	aço	N;INAN;NOM;FEM;SG	N;MASC;SG
сталь	siderurgia	сталь	siderurgia	N;INAN;NOM;FEM;SG	N;FEM;SG
говард	howard	говард	howard	N;ANIM;NOM;MASC;SG	N;MASC;SG
скот	scott	скот	scott	N;INAN;NOM;MASC;SG	N;MASC;SG
скот	gado	скот	gado	N;INAN;NOM;MASC;SG	N;MASC;SG
скот	pecuária	скот	pecuário	N;INAN;NOM;MASC;SG	N;FEM;SG
скот	gado	скот	gado	N;INAN;NOM;MASC;SG	N;MASC;SG
выделил	realçado	выделить	realçar	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;SG;V.PTCP
выделил	destacou	выделить	destacar	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
выделил	destacado	выделить	destacar	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;SG;V.PTCP
выделил	sublinhado	выделить	sublinhar	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;SG;V.PTCP
кусок	pedaço	кусок	pedaço	N;INAN;NOM;MASC;SG	N;MASC;SG
кусок	peça	кусок	peça	N;INAN;NOM;MASC;SG	N;FEM;SG
серп	foice	серп	foice	N;INAN;NOM;MASC;SG	N;FEM;SG
кальция	cálcio	кальций	cálcio	N;INAN;NOM;MASC;SG	N;MASC;SG
робот	robô	робот	robô	N;ANIM;NOM;MASC;SG	N;MASC;SG
робот	robot	робот	robot	N;ANIM;NOM;MASC;SG	N;MASC;SG
ева	eva	ева	eva	N;ANIM;NOM;FEM;SG	N;FEM;SG
ева	eva	ева	eva	N;ANIM;NOM;FEM;SG	N;FEM;SG
ева	véspera	ева	véspera	N;ANIM;NOM;FEM;SG	N;FEM;SG
ева	eve	ева	eve	N;ANIM;NOM;FEM;SG	N;MASC;SG
паркер	parker	паркер	parker	N;ANIM;NOM;MASC;SG	N;MASC;SG
бурбон	bourbon	бурбон	bourbon	N;INAN;NOM;MASC;SG	N;MASC;SG
вызова	invocação	вызов	invocação	N;INAN;GEN;MASC;SG	N;FEM;SG
вызова	convocação	вызов	convocação	N;INAN;GEN;MASC;SG	N;FEM;SG
филиппины	filipinas	филиппины	filipina	N;INAN;NOM;FEM;PL	N;FEM;PL
восстановлено	restaurada	восстановить	restaurado	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;FEM;SG;V.PTCP
восстановлено	restaurado	восстановить	restaurar	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;MASC;SG;V.PTCP
заболевание	doença	заболевание	doença	N;INAN;NOM;NEUT;SG	N;FEM;SG
заболевание	doença	заболевание	doença	N;INAN;NOM;NEUT;SG	N;FEM;SG
ствол	barril	ствол	barril	N;INAN;NOM;MASC;SG	N;MASC;SG
ствол	pistola	ствол	pistola	N;INAN;NOM;MASC;SG	N;FEM;SG
ствол	gun	ствол	gun	N;INAN;NOM;MASC;SG	N;MASC;SG
ствол	arma	ствол	arma	N;INAN;NOM;MASC;SG	N;FEM;SG
шер	cher	шер	cher	N;INAN;NOM;MASC;SG	N;FEM;SG
справедливо	justo	справедливый	justo	ADJ;NEUT;SG	ADJ;MASC;SG
тренеров	treinadores	тренер	treinador	N;ANIM;ACC;MASC;PL	N;MASC;PL
тренеров	carruagens	тренер	carruagem	N;ANIM;ACC;MASC;PL	N;FEM;PL
мирза	mirza	мирза	mirza	N;ANIM;NOM;MASC;SG	N;FEM;SG
запрещены	proibidos	запретить	proibir	V;PFV;PL;PST;V.PTCP;PASS	V;MASC;PL;V.PTCP
разрушена	arruinada	разрушить	arruinar	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;FEM;SG;V.PTCP
разрушена	arruinou	разрушить	arruinar	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN
разрушена	estragou	разрушить	estragar	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN
разрушена	arruinado	разрушить	arruinar	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;MASC;SG;V.PTCP
цифра	dígito	цифра	dígito	N;INAN;NOM;FEM;SG	N;MASC;SG
цифра	algarismo	цифра	algarismo	N;INAN;NOM;FEM;SG	N;MASC;SG
цифра	figura	цифра	figura	N;INAN;NOM;FEM;SG	N;FEM;SG
цифра	figure	цифра	figure	N;INAN;NOM;FEM;SG	N;MASC;SG
отражения	reflexos	отражение	reflexo	N;INAN;NOM;NEUT;PL	N;MASC;PL
