catégorie	類別	catégorie	類別	N;FEM;SG	N
rayonnement	輻射	rayonnement	輻射	N;MASC;SG	N
ordinaire	普通	ordinaire	普通	ADJ;MASC;SG	ADJ
retard	晚	retard	晚	N;MASC;SG	N
rebelles	叛亂	rebelle	叛亂	N;MASC;PL	N
rebelles	叛亂	rebelle	叛亂	N;MASC;PL	N
rebelles	叛軍	rebelle	叛軍	N;MASC;PL	N
rebelles	叛亂	rebelle	叛亂	N;MASC;PL	N
rebelles	叛軍	rebelle	叛軍	N;MASC;PL	N
chars	坦克	char	坦克	N;MASC;PL	N
chars	戰車	char	戰車	N;MASC;PL	N
couches	層層	couche	層層	N;FEM;PL	N
couches	層	couche	層	N;FEM;PL	N
couches	各層	couche	各層	N;FEM;PL	N
couches	層次	couche	層次	N;FEM;PL	N
couches	尿布	couche	尿布	N;FEM;PL	N
couches	尿布	couche	尿布	N;FEM;PL	N
renforcer	加強	renforcer	加強	V;NFIN	V
renforcer	加強	renforcer	加強	V;NFIN	V
manches	袖子	manche	袖子	N;FEM;PL	N
manches	袖套	manche	袖套	N;FEM;PL	N
manches	袖子	manche	袖子	N;FEM;PL	N
manches	袖套	manche	袖套	N;FEM;PL	N
coin	角落	coin	角落	N;MASC;SG	N
coin	轉角	coin	轉角	N;MASC;SG	N
coin	角	coin	角	N;MASC;SG	N
conventions	公約	convention	公約	N;FEM;PL	N
rénovation	整修	rénovation	整修	N;FEM;SG	N
rénovation	翻新	rénovation	翻新	N;FEM;SG	N
rénovation	裝修	rénovation	裝修	N;FEM;SG	N
rénovation	整修	rénovation	整修	N;FEM;SG	N
débutant	初學	débutant	初學	V;PRS;V.PTCP	V
débutant	初學	débutant	初學	V;PRS;V.PTCP	V
collines	丘陵	colline	丘陵	N;FEM;PL	N
bloquer	阻擋	bloquer	阻擋	V;NFIN	V
preuves	證據	preuve	證據	N;FEM;PL	N
preuves	證據	preuve	證據	N;FEM;PL	N
projection	篩選	projection	篩選	N;FEM;SG	N
arbitres	裁判	arbitre	裁判	N;MASC;PL	N
popularité	人氣	popularité	人氣	N;FEM;SG	N
synagogue	會堂	synagogue	會堂	N;FEM;SG	N
courbe	彎曲	courbe	彎曲	N;FEM;SG	N
courbe	曲線	courbe	曲線	N;FEM;SG	N
courbe	曲線	courbe	曲線	N;FEM;SG	N
mercure	水星	mercure	水星	N;MASC;SG	N
mercure	水銀	mercure	水銀	N;MASC;SG	N
mercure	汞	mercure	汞	N;MASC;SG	N
installés	安裝	installer	安裝	V;MASC;PL;PST;V.PTCP	V
plomb	鉛	plomb	鉛	N;MASC;SG	N
envie	饞	envie	饞	N;FEM;SG	N
prononcé	發音	prononcer	發音	V;MASC;SG;PST;V.PTCP	V
constellation	星座	constellation	星座	N;FEM;SG	N
annales	史冊	annale	史冊	N;FEM;PL	N
déplacer	移動	déplacer	移動	V;NFIN	V
gagnant	贏	gagner	贏	V;PRS;V.PTCP	V
armoiries	國徽	armoirie	國徽	N;FEM;PL	N
qualifications	資歷	qualification	資歷	N;FEM;PL	N
qualifications	資格	qualification	資格	N;FEM;PL	N
mme	太太	son	太太	N;FEM;SG	N
légendes	傳奇	légende	傳奇	N;FEM;PL	N
légendes	傳奇	légende	傳奇	N;FEM;PL	N
adaptée	改編	adapter	改編	V;FEM;SG;PST;V.PTCP	V
essaie	嘗試	essayer	嘗試	V;IND;SG;3;PRS;FIN	V
essaie	試試	essayer	試試	V;IND;SG;3;PRS;FIN	V
mercedes	賓士	mercede	賓士	N;FEM;PL	N
bâton	棍子	bâton	棍子	N;MASC;SG	N
bâton	警棍	bâton	警棍	N;MASC;SG	N
cartons	方	carton	方	N;MASC;PL	N
sac	包包	sac	包包	N;MASC;SG	N
sac	袋	sac	袋	N;MASC;SG	N
sac	袋子	sac	袋子	N;MASC;SG	N
flûte	笛	flûte	笛	N;FEM;SG	N
flûte	笛子	flûte	笛子	N;FEM;SG	N
plaques	板	plaque	板	N;FEM;PL	N
hard	難	hard	難	N;MASC;SG	N
hard	辛苦	hard	辛苦	N;MASC;SG	N
géologie	地質	géologie	地質	N;FEM;SG	N
géologie	地質	géologie	地質	N;FEM;SG	N
chasseur	拳手	chasseur	拳手	N;MASC;SG	N
chasseur	鬥士	chasseur	鬥士	N;MASC;SG	N
chasseur	獵人	chasseur	獵人	N;MASC;SG	N
signer	簽約	signer	簽約	V;NFIN	V
signer	簽署	signer	簽署	V;NFIN	V
signer	簽字	signer	簽字	V;NFIN	V
signer	簽	signer	簽	V;NFIN	V
trou	洞口	trou	洞口	N;MASC;SG	N
courrier	信使	courrier	信使	N;MASC;SG	N
courrier	郵件	courrier	郵件	N;MASC;SG	N
courrier	郵寄	courrier	郵寄	N;MASC;SG	N
courrier	信件	courrier	信件	N;MASC;SG	N
matériau	物料	matériau	物料	N;MASC;SG	N
matériau	材質	matériau	材質	N;MASC;SG	N
matériau	材料	matériau	材料	N;MASC;SG	N
inspire	激發	inspirer	激發	V;IND;SG;3;PRS;FIN	V
appartement	公寓	appartement	公寓	N;MASC;SG	N
lutter	摔	lutter	摔	V;NFIN	V
pure	純潔	pur	純潔	ADJ;FEM;SG	ADJ
pourcentage	百分	pourcentage	百分	N;MASC;SG	N
pourcentage	百分	pourcentage	百分	N;MASC;SG	N
carrefour	路口	carrefour	路口	N;MASC;SG	N
patients	病患	patient	病患	N;MASC;PL	N
patients	患者	patient	患者	N;MASC;PL	N
patients	病人	patient	病人	N;MASC;PL	N
patients	病患	patient	病患	N;MASC;PL	N
patients	患者	patient	患者	N;MASC;PL	N
patients	病人	patient	病人	N;MASC;PL	N
patient	病患	patient	病患	N;MASC;SG	N
patient	患者	patient	患者	N;MASC;SG	N
patient	病人	patient	病人	N;MASC;SG	N
roses	玫瑰	rose	玫瑰	N;FEM;PL	N
roses	玫瑰	rose	玫瑰	N;FEM;PL	N
pèlerinage	朝	pèlerinage	朝	N;MASC;SG	N
calcaire	石灰	calcaire	石灰	N;MASC;SG	N
fame	名望	fame	名望	N;MASC;SG	N
fame	名氣	fame	名氣	N;MASC;SG	N
majoritaire	多數	majoritaire	多數	ADJ;MASC;SG	ADJ
réservé	預約	réserver	預約	V;MASC;SG;PST;V.PTCP	V
réservé	預留	réserver	預留	V;MASC;SG;PST;V.PTCP	V
réservé	保留	réserver	保留	V;MASC;SG;PST;V.PTCP	V
url	網址	url	網址	N;MASC;SG	N
url	網址	url	網址	N;MASC;SG	N
pur	純潔	pur	純潔	ADJ;MASC;SG	ADJ
nœuds	節點	noeud	節點	N;MASC;PL	N
foot	腳	foot	腳	N;MASC;SG	N
foot	英尺	foot	英尺	N;MASC;SG	N
foot	足球	foot	足球	N;MASC;SG	N
propagande	宣傳	propagande	宣傳	N;FEM;SG	N
convaincre	說服	convaincre	說服	V;NFIN	V
convaincre	說服	convaincre	說服	V;NFIN	V
témoins	證人	témoin	證人	N;MASC;PL	N
témoins	餅	témoin	餅	N;MASC;PL	N
témoins	證人	témoin	證人	N;MASC;PL	N
soin	護理	soin	護理	N;MASC;SG	N
soin	關心	soin	關心	N;MASC;SG	N
contacter	接觸	contacter	接觸	V;NFIN	V
contacter	聯絡	contacter	聯絡	V;NFIN	V
recettes	食譜	recette	食譜	N;FEM;PL	N
recettes	收益	recette	收益	N;FEM;PL	N
recettes	稅	recette	稅	N;FEM;PL	N
recettes	收入	recette	收入	N;FEM;PL	N
supprimée	刪除	supprimer	刪除	V;FEM;SG;PST;V.PTCP	V
oublier	遺忘	oublier	遺忘	V;NFIN	V
oublier	忘記	oublier	忘記	V;NFIN	V
folie	瘋狂	folie	瘋狂	N;FEM;SG	N
dauphin	海豚	dauphin	海豚	N;MASC;SG	N
évoluer	演化	évoluer	演化	V;NFIN	V
évoluer	進化	évoluer	進化	V;NFIN	V
évoluer	演化	évoluer	演化	V;NFIN	V
femelles	女性	femelle	女性	N;FEM;PL	N
femelles	女	femelle	女	N;FEM;PL	N
femelles	女性	femelle	女性	N;FEM;PL	N
prototype	原型	prototype	原型	N;MASC;SG	N
magasins	店鋪	magasin	店鋪	N;MASC;PL	N
magasins	商店	magasin	商店	N;MASC;PL	N
comédien	男	comédien	男	N;MASC;SG	N
comédien	演員	comédien	演員	N;MASC;SG	N
assuré	投保	assurer	投保	V;MASC;SG;PST;V.PTCP	V
impulsion	脈搏	impulsion	脈搏	N;FEM;SG	N
impulsion	脈	impulsion	脈	N;FEM;SG	N
impulsion	衝動	impulsion	衝動	N;FEM;SG	N
températures	氣溫	température	氣溫	N;FEM;PL	N
températures	溫度	température	溫度	N;FEM;PL	N
températures	氣溫	température	氣溫	N;FEM;PL	N
températures	溫度	température	溫度	N;FEM;PL	N
températures	體溫	température	體溫	N;FEM;PL	N
dépression	窪地	dépression	窪地	N;FEM;SG	N
dépression	抑鬱	dépression	抑鬱	N;FEM;SG	N
dépression	沮喪	dépression	沮喪	N;FEM;SG	N
générations	世代	génération	世代	N;FEM;PL	N
générations	世代	génération	世代	N;FEM;PL	N
bordure	邊界	bordure	邊界	N;FEM;SG	N
bordure	邊框	bordure	邊框	N;FEM;SG	N
bordure	邊境	bordure	邊境	N;FEM;SG	N
bordure	邊緣	bordure	邊緣	N;FEM;SG	N
bordure	邊界	bordure	邊界	N;FEM;SG	N
bordure	邊框	bordure	邊框	N;FEM;SG	N
bordure	邊境	bordure	邊境	N;FEM;SG	N
séquence	序列	séquence	序列	N;FEM;SG	N
séquence	數列	séquence	數列	N;FEM;SG	N
séquence	順序	séquence	順序	N;FEM;SG	N
marge	比值	marge	比值	N;FEM;SG	N
apparitions	外表	apparition	外表	N;FEM;PL	N
apparitions	表象	apparition	表象	N;FEM;PL	N
bombe	炸彈	bombe	炸彈	N;FEM;SG	N
conduire	開車	conduire	開車	V;NFIN	V
conduire	駕駛	conduire	駕駛	V;NFIN	V
conduire	駕駛	conduire	駕駛	V;NFIN	V
cadres	幀	cadre	幀	N;MASC;PL	N
cadres	框架	cadre	框架	N;MASC;PL	N
cadres	框	cadre	框	N;MASC;PL	N
disparaît	消失	disparaître	消失	V;IND;SG;3;PRS;FIN	V
magique	神奇	magique	神奇	ADJ;MASC;SG	ADJ
magique	神奇	magique	神奇	ADJ;MASC;SG	ADJ
timbres	蓋章	timbre	蓋章	N;MASC;PL	N
timbres	郵票	timbre	郵票	N;MASC;PL	N
timbres	印章	timbre	印章	N;MASC;PL	N
timbres	郵票	timbre	郵票	N;MASC;PL	N
déesse	女神	déesse	女神	N;FEM;SG	N
bec	喙	bec	喙	N;MASC;SG	N
perdue	失	perdre	失	V;FEM;SG;PST;V.PTCP	V
perdue	輸	perdre	輸	V;FEM;SG;PST;V.PTCP	V
perdue	輸	perdre	輸	V;FEM;SG;PST;V.PTCP	V
perdue	遺失	perdre	遺失	V;FEM;SG;PST;V.PTCP	V
perdue	迷失	perdre	迷失	V;FEM;SG;PST;V.PTCP	V
géométrie	幾何	géométrie	幾何	N;FEM;SG	N
forfait	包裝	forfait	包裝	N;MASC;SG	N
possibilités	可能	possibilité	可能	N;FEM;PL	N
possibilités	機遇	possibilité	機遇	N;FEM;PL	N
possibilités	機會	possibilité	機會	N;FEM;PL	N
century	世紀	century	世紀	N;MASC;SG	N
enquêtes	查詢	enquête	查詢	N;FEM;PL	N
gendarmerie	憲兵	gendarmerie	憲兵	N;FEM;SG	N
gendarmerie	憲兵	gendarmerie	憲兵	N;FEM;SG	N
sentiments	感情	sentiment	感情	N;MASC;PL	N
qualifiés	熟練	qualifier	熟練	V;MASC;PL;PST;V.PTCP	V
qualifiés	合格	qualifier	合格	V;MASC;PL;PST;V.PTCP	V
vitesses	速度	vitesse	速度	N;FEM;PL	N
vitesses	速	vitesse	速	N;FEM;PL	N
vitesses	齒輪	vitesse	齒輪	N;FEM;PL	N
obligé	被	obliger	被	V;MASC;SG;PST;V.PTCP	V;PASS
réalisations	成績	réalisation	成績	N;FEM;PL	N
réalisations	成績	réalisation	成績	N;FEM;PL	N
astronomie	天文	astronomie	天文	N;FEM;SG	N
escadron	中隊	escadron	中隊	N;MASC;SG	N
escadron	班長	escadron	班長	N;MASC;SG	N
escadron	小隊	escadron	小隊	N;MASC;SG	N
terminer	完成	terminer	完成	V;NFIN	V
claviers	鍵盤	clavier	鍵盤	N;MASC;PL	N
claviers	鍵盤	clavier	鍵盤	N;MASC;PL	N
engagés	受雇	engager	受雇	V;MASC;PL;PST;V.PTCP	V
engagés	訂婚	engager	訂婚	V;MASC;PL;PST;V.PTCP	V
témoignages	證言	témoignage	證言	N;MASC;PL	N
témoignages	證詞	témoignage	證詞	N;MASC;PL	N
aviron	划船	aviron	划船	N;MASC;SG	N
timbre	蓋章	timbre	蓋章	N;MASC;SG	N
timbre	郵票	timbre	郵票	N;MASC;SG	N
timbre	印章	timbre	印章	N;MASC;SG	N
baptisé	受洗	baptiser	受洗	V;MASC;SG;PST;V.PTCP	V
dégâts	損傷	dégât	損傷	N;MASC;PL	N
dégâts	損壞	dégât	損壞	N;MASC;PL	N
dégâts	損害	dégât	損害	N;MASC;PL	N
dégâts	損壞	dégât	損壞	N;MASC;PL	N
dégâts	損害	dégât	損害	N;MASC;PL	N
arrondissements	各區	arrondissement	各區	N;MASC;PL	N
absolue	絕對	absolu	絕對	ADJ;FEM;SG	ADJ
spécialité	專長	spécialité	專長	N;FEM;SG	N
spécialité	專業	spécialité	專業	N;FEM;SG	N
spécialité	專長	spécialité	專長	N;FEM;SG	N
prime	獎金	prime	獎金	N;FEM;SG	N
prime	紅利	prime	紅利	N;FEM;SG	N
prime	獎勵	prime	獎勵	N;FEM;SG	N
prime	溢價	prime	溢價	N;FEM;SG	N
prime	保費	prime	保費	N;FEM;SG	N
prime	保險	prime	保險	N;FEM;SG	N
occupent	佔據	occuper	佔據	V;IND;PL;3;PRS;FIN	V
occupent	佔用	occuper	佔用	V;IND;PL;3;PRS;FIN	V
occupent	佔領	occuper	佔領	V;IND;PL;3;PRS;FIN	V
classées	排名	classer	排名	V;FEM;PL;PST;V.PTCP	V
oracle	先知	oracle	先知	N;MASC;SG	N
age	年紀	age	年紀	N;MASC;SG	N
age	年齡	age	年齡	N;MASC;SG	N
tournées	巡演	tourner	巡演	V;FEM;PL;PST;V.PTCP	V
catastrophe	災害	catastrophe	災害	N;FEM;SG	N
catastrophe	災難	catastrophe	災難	N;FEM;SG	N
catastrophe	災難	catastrophe	災難	N;FEM;SG	N
réussite	成功	réussite	成功	N;FEM;SG	N
citoyen	市民	citoyen	市民	N;MASC;SG	N
citoyen	公民	citoyen	公民	N;MASC;SG	N
configuration	配置	configuration	配置	N;FEM;SG	N
nuits	夜晚	nuit	夜晚	N;FEM;PL	N
nuits	夜	nuit	夜	N;FEM;PL	N
cavaliers	騎手	cavalier	騎手	N;MASC;PL	N
char	戰車	char	戰車	N;MASC;SG	N
volcan	火山	volcan	火山	N;MASC;SG	N
grille	電網	grille	電網	N;FEM;SG	N
remarques	意見	remarque	意見	N;FEM;PL	N
inhumé	埋葬	inhumer	埋葬	V;MASC;SG;PST;V.PTCP	V
vignoble	葡萄	vignoble	葡萄	N;MASC;SG	N
roue	輪	roue	輪	N;FEM;SG	N
roue	車輪	roue	車輪	N;FEM;SG	N
autorisé	允許	autoriser	允許	V;MASC;SG;PST;V.PTCP	V
cavalier	騎手	cavalier	騎手	N;MASC;SG	N
retenu	留用	retenir	留用	V;MASC;SG;PST;V.PTCP	V
navigateur	導航	navigateur	導航	N;MASC;SG	N
organes	器官	organe	器官	N;MASC;PL	N
compétence	技藝	compétence	技藝	N;FEM;SG	N
compétence	技巧	compétence	技巧	N;FEM;SG	N
compétence	技能	compétence	技能	N;FEM;SG	N
décerné	授予	décerner	授予	V;MASC;SG;PST;V.PTCP	V
éliminer	消除	éliminer	消除	V;NFIN	V
fonctionnaires	官員	fonctionnaire	官員	N;MASC;PL	N
démocrates	民主	démocrate	民主	N;MASC;PL	N
bords	邊緣	bord	邊緣	N;MASC;PL	N
directrice	主任	directrice	主任	N;FEM;SG	N
directrice	司長	directrice	司長	N;FEM;SG	N
directrice	經理	directrice	經理	N;FEM;SG	N
directrice	經理	directrice	經理	N;FEM;SG	N
fragments	片段	fragment	片段	N;MASC;PL	N
fragments	片段	fragment	片段	N;MASC;PL	N
fragments	碎片	fragment	碎片	N;MASC;PL	N
existant	現存	exister	現存	V;PRS;V.PTCP	V
existant	現有	exister	現有	V;PRS;V.PTCP	V
bond	鍵	bond	鍵	N;MASC;SG	N
bond	債券	bond	債券	N;MASC;SG	N
missiles	導彈	missile	導彈	N;MASC;PL	N
missiles	導彈	missile	導彈	N;MASC;PL	N
ordonné	訂購	ordonner	訂購	V;MASC;SG;PST;V.PTCP	V
innovation	革新	innovation	革新	N;FEM;SG	N
innovation	創新	innovation	創新	N;FEM;SG	N
combiné	結合	combiner	結合	V;MASC;SG;PST;V.PTCP	V
ref	裁判	ref	裁判	N;FEM;SG	N
écrites	書寫	écrire	書寫	V;FEM;PL;PST;V.PTCP	V
écrites	撰寫	écrire	撰寫	V;FEM;PL;PST;V.PTCP	V
fortifications	工事	fortification	工事	N;FEM;PL	N
évènement	事件	évènement	事件	N;MASC;SG	N
évènement	活動	évènement	活動	N;MASC;SG	N
assisté	協助	assister	協助	V;MASC;SG;PST;V.PTCP	V
rayons	射線	rayon	射線	N;MASC;PL	N
commandé	委託	commander	委託	V;MASC;SG;PST;V.PTCP	V
commandé	訂購	commander	訂購	V;MASC;SG;PST;V.PTCP	V
brevet	專利	brevet	專利	N;MASC;SG	N
brevet	專利	brevet	專利	N;MASC;SG	N
mémorial	紀念	mémorial	紀念	N;MASC;SG	N
engagée	受雇	engager	受雇	V;FEM;SG;PST;V.PTCP	V
engagée	訂婚	engager	訂婚	V;FEM;SG;PST;V.PTCP	V
mythe	神話	mythe	神話	N;MASC;SG	N
mythe	神話	mythe	神話	N;MASC;SG	N
manger	吃	manger	吃	V;NFIN	V
manger	飲食	manger	飲食	V;NFIN	V
manger	進食	manger	進食	V;NFIN	V
manger	吃	manger	吃	V;NFIN	V
manger	吃	manger	吃	V;NFIN	V
degrés	學位	degré	學位	N;MASC;PL	N
degrés	度	degré	度	N;MASC;PL	N
styles	樣式	style	樣式	N;MASC;PL	N
styles	風格	style	風格	N;MASC;PL	N
rappeler	召回	rappeler	召回	V;NFIN	V
esprits	魂靈	esprit	魂靈	N;MASC;PL	N
caméra	鏡頭	caméra	鏡頭	N;FEM;SG	N
caméra	相機	caméra	相機	N;FEM;SG	N
mix	組合	mix	組合	N;MASC;SG	N
airlines	航空	airline	航空	N;FEM;PL	N
airlines	航空	airline	航空	N;FEM;PL	N
pollution	污染	pollution	污染	N;FEM;SG	N
hôte	主機	hôte	主機	N;MASC;SG	N
revers	挫折	revers	挫折	N;MASC;SG	N
revers	反手	revers	反手	N;MASC;SG	N
calme	平靜	calme	平靜	ADJ;MASC;SG	ADJ
organe	屍體	organe	屍體	N;MASC;SG	N
organe	體	organe	體	N;MASC;SG	N
organe	身體	organe	身體	N;MASC;SG	N
organe	器官	organe	器官	N;MASC;SG	N
organe	風琴	organe	風琴	N;MASC;SG	N
signification	含義	signification	含義	N;FEM;SG	N
duel	決鬥	duel	決鬥	N;MASC;SG	N
duel	決戰	duel	決戰	N;MASC;SG	N
enregistrements	紀錄	enregistrement	紀錄	N;MASC;PL	N
épaisseur	厚度	épaisseur	厚度	N;FEM;SG	N
perdues	失	perdre	失	V;FEM;PL;PST;V.PTCP	V
perdues	輸	perdre	輸	V;FEM;PL;PST;V.PTCP	V
perdues	輸	perdre	輸	V;FEM;PL;PST;V.PTCP	V
perdues	遺失	perdre	遺失	V;FEM;PL;PST;V.PTCP	V
perdues	迷失	perdre	迷失	V;FEM;PL;PST;V.PTCP	V
bébé	嬰兒	bébé	嬰兒	N;MASC;SG	N
bébé	寶貝	bébé	寶貝	N;MASC;SG	N
bébé	寶寶	bébé	寶寶	N;MASC;SG	N
moments	瞬間	moment	瞬間	N;MASC;PL	N
moments	時刻	moment	時刻	N;MASC;PL	N
dépendant	依賴	dépendre	依賴	V;PRS;V.PTCP	V
diesel	柴油	diesel	柴油	N;MASC;SG	N
comprennent	包括	comprendre	包括	V;IND;PL;3;PRS;FIN	V
délai	限期	délai	限期	N;MASC;SG	N
délai	期限	délai	期限	N;MASC;SG	N
solidarité	團	solidarité	團	N;FEM;SG	N
peugeot	標緻	peugeot	標緻	N;MASC;SG	N
piémont	山麓	piémont	山麓	N;MASC;SG	N
chapeau	帽子	chapeau	帽子	N;MASC;SG	N
chapeau	帽	chapeau	帽	N;MASC;SG	N
chapeau	帽子	chapeau	帽子	N;MASC;SG	N
uniforme	均勻	uniforme	均勻	ADJ;MASC;SG	ADJ
serment	誓	serment	誓	N;MASC;SG	N
serment	誓言	serment	誓言	N;MASC;SG	N
serment	誓詞	serment	誓詞	N;MASC;SG	N
libéraux	自由	libéral	自由	N;MASC;PL	N
disciplines	紀律	discipline	紀律	N;FEM;PL	N
disciplines	學科	discipline	學科	N;FEM;PL	N
edition	版	edition	版	N;FEM;SG	N
supérieurs	優越	supérieur	優越	ADJ;MASC;PL	ADJ
scandale	醜聞	scandale	醜聞	N;MASC;SG	N
scandale	緋聞	scandale	緋聞	N;MASC;SG	N
débarquement	落地	débarquement	落地	N;MASC;SG	N
festivals	節日	festival	節日	N;MASC;PL	N
cristal	水晶	cristal	水晶	N;MASC;SG	N
cristal	晶體	cristal	晶體	N;MASC;SG	N
combinaison	組合	combinaison	組合	N;FEM;SG	N
combinaison	套	combinaison	套	N;FEM;SG	N
taxe	稅務	taxe	稅務	N;FEM;SG	N
taxe	稅	taxe	稅	N;FEM;SG	N
taxe	稅	taxe	稅	N;FEM;SG	N
taxe	稅金	taxe	稅金	N;FEM;SG	N
radar	雷達	radar	雷達	N;MASC;SG	N
terminée	完成	terminer	完成	V;FEM;SG;PST;V.PTCP	V
insurrection	起義	insurrection	起義	N;FEM;SG	N
insurrection	叛亂	insurrection	叛亂	N;FEM;SG	N
repas	餐	repas	餐	N;MASC;SG	N
repas	膳食	repas	膳食	N;MASC;SG	N
repas	餐	repas	餐	N;MASC;SG	N
repas	飯	repas	飯	N;MASC;SG	N
bâti	建	bâtir	建	V;MASC;SG;PST;V.PTCP	V
luxe	豪華	luxe	豪華	N;MASC;SG	N
luxe	豪華	luxe	豪華	N;MASC;SG	N
estimée	估計	estimer	估計	V;FEM;SG;PST;V.PTCP	V
estimée	預估	estimer	預估	V;FEM;SG;PST;V.PTCP	V
maîtresse	情婦	maîtresse	情婦	N;FEM;SG	N
maîtresse	女	maîtresse	女	N;FEM;SG	N
grenade	石	grenade	石	N;FEM;SG	N
grenade	手雷	grenade	手雷	N;FEM;SG	N
grenade	榴彈	grenade	榴彈	N;FEM;SG	N
mail	郵件	mail	郵件	N;MASC;SG	N
mail	郵寄	mail	郵寄	N;MASC;SG	N
mail	信件	mail	信件	N;MASC;SG	N
mobilier	家	mobilier	家	N;MASC;SG	N
mobilier	傢具	mobilier	傢具	N;MASC;SG	N
mobilier	傢俱	mobilier	傢俱	N;MASC;SG	N
artisans	工匠	artisan	工匠	N;MASC;PL	N
artisans	工匠	artisan	工匠	N;MASC;PL	N
témoigne	作證	témoigner	作證	V;IND;SG;3;PRS;FIN	V
tâches	任務	tâche	任務	N;FEM;PL	N
impératrice	皇后	empereur	皇后	N;FEM;SG	N
soccer	足球	soccer	足球	N;MASC;SG	N
ressort	春	ressort	春	N;MASC;SG	N
ressort	春秋	ressort	春秋	N;MASC;SG	N
ressort	春天	ressort	春天	N;MASC;SG	N
ressort	彈簧	ressort	彈簧	N;MASC;SG	N
ressort	春季	ressort	春季	N;MASC;SG	N
marquer	標示	marquer	標示	V;NFIN	V
détective	警探	détective	警探	N;MASC;SG	N
pole	竿	pole	竿	N;MASC;SG	N
pole	鋼管	pole	鋼管	N;MASC;SG	N
barbe	鬍子	barbe	鬍子	N;FEM;SG	N
barbe	鬍	barbe	鬍	N;FEM;SG	N
dette	債務	dette	債務	N;FEM;SG	N
moyennes	平均	moyen	平均	ADJ;FEM;PL	ADJ
moyennes	平均	moyen	平均	ADJ;FEM;PL	ADJ
bibliothèques	圖書	bibliothèque	圖書	N;FEM;PL	N
dessert	甜點	dessert	甜點	N;MASC;SG	N
dessert	甜點	dessert	甜點	N;MASC;SG	N
expert	專家	expert	專家	N;MASC;SG	N
renard	狐	renard	狐	N;MASC;SG	N
renard	狐狸	renard	狐狸	N;MASC;SG	N
esclavage	奴隸	esclavage	奴隸	N;MASC;SG	N
esclavage	奴役	esclavage	奴役	N;MASC;SG	N
esclavage	奴役	esclavage	奴役	N;MASC;SG	N
esclavage	束縛	esclavage	束縛	N;MASC;SG	N
esclavage	奴役	esclavage	奴役	N;MASC;SG	N
video	視訊	video	視訊	N;FEM;SG	N
video	影片	video	影片	N;FEM;SG	N
collègues	同事	collègue	同事	N;MASC;PL	N
attire	吸引	attirer	吸引	V;IND;SG;3;PRS;FIN	V
graines	種子	graine	種子	N;FEM;PL	N
graines	籽	graine	籽	N;FEM;PL	N
graines	種子	graine	種子	N;FEM;PL	N
rébellion	叛亂	rébellion	叛亂	N;FEM;SG	N
rébellion	叛逆	rébellion	叛逆	N;FEM;SG	N
isolées	孤立	isoler	孤立	V;FEM;PL;PST;V.PTCP	V
tueur	殺手	tueur	殺手	N;MASC;SG	N
galeries	畫廊	galerie	畫廊	N;FEM;PL	N
galeries	畫廊	galerie	畫廊	N;FEM;PL	N
coûts	費用	coût	費用	N;MASC;PL	N
coûts	成本	coût	成本	N;MASC;PL	N
coûts	費用	coût	費用	N;MASC;PL	N
coûts	成本	coût	成本	N;MASC;PL	N
munitions	彈藥	munition	彈藥	N;FEM;PL	N
munitions	彈藥	munition	彈藥	N;FEM;PL	N
observe	觀察	observer	觀察	V;IND;SG;3;PRS;FIN	V
bouddhisme	佛教	bouddhisme	佛教	N;MASC;SG	N
bouddhisme	佛教	bouddhisme	佛教	N;MASC;SG	N
fraction	分數	fraction	分數	N;FEM;SG	N
aidé	協助	aider	協助	V;MASC;SG;PST;V.PTCP	V
concepts	概念	concept	概念	N;MASC;PL	N
concepts	理念	concept	理念	N;MASC;PL	N
harmonie	和睦	harmonie	和睦	N;FEM;SG	N
révélé	透露	révéler	透露	V;MASC;SG;PST;V.PTCP	V
renseignements	資訊	renseignement	資訊	N;MASC;PL	N
blocs	區塊	bloc	區塊	N;MASC;PL	N
blocs	積木	bloc	積木	N;MASC;PL	N
acheté	購買	acheter	購買	V;MASC;SG;PST;V.PTCP	V
coupé	削減	couper	削減	V;MASC;SG;PST;V.PTCP	V
coupé	剪	couper	剪	V;MASC;SG;PST;V.PTCP	V
coupé	割	couper	割	V;MASC;SG;PST;V.PTCP	V
immeubles	建築	immeuble	建築	N;MASC;PL	N
cerf	鹿	cerf	鹿	N;MASC;SG	N
courtes	簡短	court	簡短	ADJ;FEM;PL	ADJ
proportion	比例	proportion	比例	N;FEM;SG	N
noces	婚禮	noce	婚禮	N;FEM;PL	N
reçoivent	接收	recevoir	接收	V;IND;PL;3;PRS;FIN	V
bal	舞會	bal	舞會	N;MASC;SG	N
câble	纜繩	câble	纜繩	N;MASC;SG	N
câble	電纜	câble	電纜	N;MASC;SG	N
canaux	頻道	canal	頻道	N;MASC;PL	N
canaux	渠道	canal	渠道	N;MASC;PL	N
canaux	運河	canal	運河	N;MASC;PL	N
exercer	練習	exercer	練習	V;NFIN	V
boucle	扣	boucle	扣	N;FEM;SG	N
boucle	環	boucle	環	N;FEM;SG	N
boucle	迴圈	boucle	迴圈	N;FEM;SG	N
escadre	中隊	escadre	中隊	N;FEM;SG	N
escadre	翼	escadre	翼	N;FEM;SG	N
piliers	支柱	pilier	支柱	N;MASC;PL	N
piliers	界	pilier	界	N;MASC;PL	N
piliers	柱	pilier	柱	N;MASC;PL	N
