και	e	και	e	CONJ	CONJ
καταχώρηση	tarxeta	καταχώρηση	tarxeta	N;ACC;FEM;SG	N
μέλι	cariño	μέλι	cariño	N;NOM;NEUT;SG	N
μέλι	rula	μέλι	rula	N;NOM;NEUT;SG	N
αυξάνονται	aumentar	αυξάνω	aumentar	V;IPFV;IND;PL;3;PRS;FIN;PASS	V
άλας	sal	άλος	sal	N;NOM;NEUT;SG	N
σπόροι	sementes	σπόρος	semente	N;NOM;MASC;PL	N
σπόροι	sementes	σπόρος	semente	N;NOM;MASC;PL	N
σπόροι	semente	σπόρος	semente	N;NOM;MASC;PL	N
υποδοχής	anfitrión	υποδοχή	anfitrión	N;GEN;FEM;SG	N
σκύλος	can	σκύλος	can	N;NOM;MASC;SG	N
θεραπείες	tratamentos	θεραπεία	tratamento	N;NOM;FEM;PL	N
ομολογία	confesión	ομολογία	confesión	N;NOM;FEM;SG	N
καθολικοί	católicos	καθολικός	católico	ADJ;NOM;MASC;PL	ADJ
καθολικοί	católica	καθολικός	católico	ADJ;NOM;MASC;PL	ADJ
καθολικοί	católico	καθολικός	católico	ADJ;NOM;MASC;PL	ADJ
σώθηκε	salvado	σώνω	salvar	V;PFV;IND;SG;3;PST;FIN;PASS	V
σώθηκε	salvou	σώνω	salvar	V;PFV;IND;SG;3;PST;FIN;PASS	V
κοσμική	cósmico	κοσμικός	cósmico	ADJ;NOM;FEM;SG	ADJ
σηματοδότησε	marcados	σηματοδοτώ	marcar	V;PFV;IND;SG;3;PST;FIN;ACT	V
καθοριστική	decisivo	καθοριστικός	decisivo	ADJ;NOM;FEM;SG	ADJ
χρήμα	cartos	χρήμα	carto	N;NOM;NEUT;SG	N
χρήμα	diñeiro	χρήμα	diñeiro	N;NOM;NEUT;SG	N
χρήμα	xiro	χρήμα	xiro	N;NOM;NEUT;SG	N
μόδα	moda	μόδα	modo	N;NOM;FEM;SG	N
γράψω	escribir	γράψω	escribir	V;PFV;IND;SG;1;FIN;ACT	V
γράψω	escribe	γράψω	escribir	V;PFV;IND;SG;1;FIN;ACT	V
γράψω	escribo	γράψω	escribir	V;PFV;IND;SG;1;FIN;ACT	V
ωραίο	bo	ωραίος	bo	ADJ;NOM;NEUT;SG	ADJ
ωραίο	boa	ωραίος	bo	ADJ;NOM;NEUT;SG	ADJ
φωτισμό	iluminación	φωτισμός	iluminación	N;ACC;MASC;SG	N
παραμύθι	conto	παραμύθι	conto	N;NOM;NEUT;SG	N
παραμύθι	fadas	παραμύθι	facer	N;NOM;NEUT;SG	N
απασχόλησης	traballo	απασχόληση	traballo	N;GEN;FEM;SG	N
λιμένας	porto	λιμένα	porto	N;NOM;MASC;SG	N
φθορά	levas	φθορά	leva	N;NOM;FEM;SG	N
συναίσθημα	emoción	συναίσθημα	emoción	N;NOM;NEUT;SG	N
συναίσθημα	sensación	συναίσθημα	sensación	N;NOM;NEUT;SG	N
συναίσθημα	sentimento	συναίσθημα	sentimento	N;NOM;NEUT;SG	N
φυσιολογία	fisioloxía	φυσιολογία	fisioloxía	N;NOM;FEM;SG	N
αντιτορπιλικά	destrutores	αντιτορπιλικά	destrutor	N;NOM;NEUT;PL	N
συγκομιδή	colleita	συγκομιδός	colleita	N;NOM;FEM;SG	N
βελτιωθεί	mellorou	βελτιώνω	mellorar	V;PFV;NFIN;PASS	V
ύπνο	sono	ύπνο	sono	N;ACC;MASC;SG	N
ύπνο	durme	ύπνο	durme	N;ACC;MASC;SG	N
αναπνοή	respiro	αναπνοή	respiro	N;NOM;FEM;SG	N
αναπνοή	alento	αναπνοή	alento	N;NOM;FEM;SG	N
αναπνοή	respiración	αναπνοή	respiración	N;NOM;FEM;SG	N
αναπνοή	folgos	αναπνοή	folgo	N;NOM;FEM;SG	N
αναπνοή	tempo	αναπνοή	tempo	N;NOM;FEM;SG	N
θρίαμβος	triunfo	θρίαμβος	triunfo	N;NOM;MASC;SG	N
πειραματική	experimental	πειραματικός	experimental	ADJ;NOM;FEM;SG	ADJ
ανασκαφή	cáptasme	ανασκαφή	cáptasme	N;NOM;FEM;SG	N
ανασκαφή	capto	ανασκαφή	capto	N;NOM;FEM;SG	N
καρποί	froita	καρπός	froita	N;NOM;MASC;PL	N
καρποί	noces	καρπός	noz	N;NOM;MASC;PL	N
καρποί	tolo	καρπός	tolo	N;NOM;MASC;PL	N
ανταγωνισμός	competición	ανταγωνισμός	competición	N;NOM;MASC;SG	N
συμφέρον	interese	συμφέρον	interese	N;NOM;NEUT;SG	N
οδήγηση	coche	οδήγηση	coche	N;NOM;FEM;SG	N
δημοκρατίες	mercados	δημοκρατία	mercado	N;NOM;FEM;PL	N
δημοκρατίες	democracias	δημοκρατία	democracia	N;NOM;FEM;PL	N
δημοκρατίες	democracia	δημοκρατία	democracia	N;NOM;FEM;PL	N
δυσαρέσκεια	descontento	δυσαρέσκεια	descontento	N;ACC;FEM;SG	N
λουτρό	baño	λουτρό	baño	N;NOM;NEUT;SG	N
φάντασμα	pantasma	φάντασμα	pantasma	N;NOM;NEUT;SG	N
φάντασμα	espírito	φάντασμα	espírito	N;NOM;NEUT;SG	N
φάντασμα	membro	φάντασμα	membro	N;NOM;NEUT;SG	N
φάντασμα	pantasma	φάντασμα	pantasma	N;NOM;NEUT;SG	N
φάντασμα	carreta	φάντασμα	carreta	N;NOM;NEUT;SG	N
μιλώντας	falar	μιλώ	falar	V;IPFV;V.CVB;ACT	V
μιλώντας	falando	μιλώ	falar	V;IPFV;V.CVB;ACT	V
αιτήματα	reivindicacións	αίτημα	reivindicación	N;NOM;NEUT;PL	N
φανταστική	fantástico	φανταστικός	fantástico	ADJ;NOM;FEM;SG	ADJ
φανταστική	fantástica	φανταστικός	fantástica	ADJ;NOM;FEM;SG	ADJ
προγραμματιστεί	programada	προγραμματίζω	programar	V;PFV;NFIN;PASS	V
προγραμματιστεί	programados	προγραμματίζω	programar	V;PFV;NFIN;PASS	V
χθες	onte	χθες	onte	ADV	ADV
γνωρίσματα	trazos	γνώρισμα	trazo	N;NOM;NEUT;PL	N
διπλός	o	διπλός	o	DET;NOM;DEF;MASC;SG	DET
χοροί	bailes	χορώ	baile	N;NOM;MASC;PL	N
σίδηρο	ferro	σίδηρος	ferro	N;NOM;NEUT;SG	N
βιολογική	biolóxicas	βιολογικός	biolóxico	ADJ;NOM;FEM;SG	ADJ
βιολογική	biolóxica	βιολογικός	biolóxico	ADJ;NOM;FEM;SG	ADJ
βιολογική	biolóxico	βιολογικός	biolóxico	ADJ;NOM;FEM;SG	ADJ
βιολογική	biolóxicos	βιολογικός	biolóxico	ADJ;NOM;FEM;SG	ADJ
ιδανική	ideal	ιδανικός	ideal	ADJ;NOM;FEM;SG	ADJ
τσάι	té	τσάι	té	N;NOM;NEUT;SG	N
περιφερειών	rexións	περιφέρεια	rexión	N;GEN;FEM;PL	N
πρωτεΐνη	proteína	πρωτεύνω	proteína	N;NOM;FEM;SG	N
γενοκτονία	xenocidio	γενοκτονία	xenocidio	N;NOM;FEM;SG	N
πόροι	recursos	πόρος	recurso	N;NOM;MASC;PL	N
στιλ	estilo	στιλ	estilo	N;NOM;NEUT;SG	N
σύνηθες	usual	σύνηθος	usual	ADJ;NOM;NEUT;SG	ADJ
σύνηθες	habitual	σύνηθος	habitual	ADJ;NOM;NEUT;SG	ADJ
συλληφθεί	capturado	συλλαμβάνω	capturado	V;PFV;NFIN;PASS	V
συλληφθεί	capturados	συλλαμβάνω	capturar	V;PFV;NFIN;PASS	V
πολύτιμο	valioso	πολύτιμο	valioso	ADJ;NOM;NEUT;SG	ADJ
λοιμώξεις	infeccións	λοίμωξη	infección	N;NOM;FEM;PL	N
φανταστικό	fantástico	φανταστικός	fantástico	ADJ;NOM;NEUT;SG	ADJ
φανταστικό	fantástica	φανταστικός	fantástica	ADJ;NOM;NEUT;SG	ADJ
επιθεωρητής	inspector	επιθεωρητής	inspector	N;NOM;MASC;SG	N
επιθεωρητής	comisario	επιθεωρητής	comisario	N;NOM;MASC;SG	N
στρατηγικές	estratexias	στρατηγικός	estratexia	N;NOM;FEM;PL	N
καθημερινές	daily	καθημερινός	daily	ADJ;NOM;FEM;PL	ADJ
ραντεβού	cita	ραντεβός	cita	N;NOM;NEUT;SG	N
ραντεβού	cita	ραντεβός	cita	N;NOM;NEUT;SG	N
ραντεβού	día	ραντεβός	día	N;NOM;NEUT;SG	N
ραντεβού	data	ραντεβός	data	N;NOM;NEUT;SG	N
πολυπλοκότητα	complexidade	πολυπλοκότητα	complexidade	N;ACC;FEM;SG	N
απειλεί	ameazando	απειλώ	ameazar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
απειλεί	ameazan	απειλώ	ameazar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
όττο	otto	όττο	otto	N	N
βράχος	rocha	βράχος	rocha	N;NOM;MASC;SG	N
βράχος	pedra	βράχος	pedra	N;NOM;MASC;SG	N
βράχος	rock	βράχος	rock	N;NOM;MASC;SG	N
φέρνοντας	traendo	φέρνω	traer	V;IPFV;V.CVB;ACT	V
στάσεις	paradas	στάση	parado	N;NOM;FEM;PL	N
ρέμα	río	ρέμα	río	N;NOM;NEUT;SG	N
ρέμα	regato	ρέμα	regato	N;NOM;NEUT;SG	N
δάνειο	préstamo	δάνειο	préstamo	N;NOM;NEUT;SG	N
δοκιμασία	proba	δοκιμασία	proba	N;ACC;FEM;SG	N
δοκιμασία	exame	δοκιμασία	exame	N;ACC;FEM;SG	N
δοκιμασία	probas	δοκιμασία	proba	N;ACC;FEM;SG	N
δοκιμασία	test	δοκιμασία	test	N;ACC;FEM;SG	N
δοκιμασία	exames	δοκιμασία	exame	N;ACC;FEM;SG	N
δικαιολογία	desculpa	δικαιολογία	desculpa	N;ACC;FEM;SG	N
νύχια	unllas	νύχιος	unlla	N;NOM;NEUT;PL	N
νύχια	cravos	νύχιος	cravo	N;NOM;NEUT;PL	N
νύχια	canteiros	νύχιος	canteiro	N;NOM;NEUT;PL	N
νύχια	garras	νύχιος	garra	N;NOM;NEUT;PL	N
επανένωση	reunificación	επανένωση	reunificación	N;ACC;FEM;SG	N
αλληλεπιδράσεις	interaccións	αλληλεπίδραση	interaccións	N;NOM;FEM;PL	N
αλληλεπιδράσεις	cós	αλληλεπίδραση	cós	N;NOM;FEM;PL	N
τροχούς	rodas	τροχός	roda	N;ACC;MASC;PL	N
τροχούς	raís	τροχός	raes	N;ACC;MASC;PL	N
διάδρομο	corredor	διάδρομος	corredor	N;ACC;MASC;SG	N
αρχοντικό	mansión	αρχοντικός	mansión	N;NOM;NEUT;SG	N
βρω	atopar	βρω	atopar	V;IPFV;IND;SG;1;FIN;ACT	V
θυσίες	sacrificio	θυσία	sacrificio	N;NOM;FEM;PL	N
πιστή	leal	πιστός	leal	ADJ;NOM;FEM;SG	ADJ
παραγγελίες	ordes	παραγγελία	orde	N;NOM;FEM;PL	N
παραγγελίες	orde	παραγγελία	orde	N;NOM;FEM;PL	N
παραγγελίες	encargos	παραγγελία	encargo	N;NOM;FEM;PL	N
τραγουδάει	cantando	τραγούδαι	cantar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
τραγουδάει	cantar	τραγούδαι	cantar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
υπερασπιστεί	defender	υπερασπίζω	defender	V;PFV;NFIN;PASS	V
ασφαλές	segura	ασφαλής	seguro	ADJ;NOM;NEUT;SG	ADJ
δάπεδο	chan	δάπεδο	chan	N;NOM;NEUT;SG	N
δάπεδο	piso	δάπεδο	piso	N;NOM;NEUT;SG	N
πετάει	voa	πετώ	voar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
ανακτήσει	recuperar	ανακτώ	recuperar	V;PFV;IND;SG;3;FIN;ACT	V
ρομαντική	romántico	ρομαντικός	romántico	ADJ;NOM;FEM;SG	ADJ
ρομαντική	románticos	ρομαντικός	romántico	ADJ;NOM;FEM;SG	ADJ
κοιλάδες	vales	κοιλάδα	val	N;NOM;FEM;PL	N
τυπικές	típico	τυπικός	típico	ADJ;NOM;FEM;PL	ADJ
φορτηγό	camión	φορτηγός	camión	N;NOM;NEUT;SG	N
αποτελεσματικό	efectivas	αποτελεσματικός	efectivo	ADJ;NOM;NEUT;SG	ADJ
αποτελεσματικό	efectiva	αποτελεσματικός	efectivo	ADJ;NOM;NEUT;SG	ADJ
αποτελεσματικό	efectivo	αποτελεσματικός	efectivo	ADJ;NOM;NEUT;SG	ADJ
αποτελεσματικό	eficaces	αποτελεσματικός	eficaz	ADJ;NOM;NEUT;SG	ADJ
αποτελεσματικό	eficaz	αποτελεσματικός	eficaz	ADJ;NOM;NEUT;SG	ADJ
ποτό	auga	ποτό	auga	N;NOM;NEUT;SG	N
ποτό	café	ποτό	café	N;NOM;NEUT;SG	N
ποτό	bebe	ποτό	beber	N;NOM;NEUT;SG	N
ποτό	copa	ποτό	copa	N;NOM;NEUT;SG	N
ζωντανός	vivos	ζωντανός	vivo	ADJ;NOM;MASC;SG	ADJ
ζωντανός	viva	ζωντανός	vivo	ADJ;NOM;MASC;SG	ADJ
ζωντανός	vivo	ζωντανός	vivo	ADJ;NOM;MASC;SG	ADJ
δημοκρατικός	democrático	δημοκρατικός	democrático	ADJ;NOM;MASC;SG	ADJ
επαναστάτης	revolucionario	επαναστάτης	revolucionario	N;NOM;MASC;SG	N
επαναστάτης	rebelde	επαναστάτης	rebeldar	N;NOM;MASC;SG	N
επαναστάτης	rebeldes	επαναστάτης	rebelde	N;NOM;MASC;SG	N
μπετόβεν	beethoven	μπετώ	beethover	N	N
σκοτάδι	escuridade	σκοτάδι	escuridade	N;NOM;NEUT;SG	N
σκοτάδι	noite	σκοτάδι	noite	N;NOM;NEUT;SG	N
σκοτάδι	escuridade	σκοτάδι	escuridade	N;NOM;NEUT;SG	N
ετικέτα	etiqueta	ετικέτα	etiqueta	N;NOM;FEM;SG	N
ίχνος	rastro	ίχνος	rastro	N;NOM;NEUT;SG	N
εξελικτική	evolutiva	εξελικτικός	evolutivo	ADJ;NOM;FEM;SG	ADJ
εξελικτική	evolutivo	εξελικτικός	evolutivo	ADJ;NOM;FEM;SG	ADJ
μίσος	odio	μίσος	odio	N;NOM;NEUT;SG	N
μίσος	odio	μίσος	odio	N;NOM;NEUT;SG	N
πείτε	dicir	λέγω	dicir	V;PFV;IMP;PL;2;FIN;ACT	V
πείτε	di	λέγω	dicir	V;PFV;IMP;PL;2;FIN;ACT	V
τρώει	comer	τρώω	comer	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
τρώει	comendo	τρώω	comer	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
τρώει	come	τρώω	comer	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
άνεμο	vento	άνεμος	vento	N;ACC;MASC;SG	N
άνεμο	corda	άνεμος	corda	N;ACC;MASC;SG	N
άνεση	felicidade	άνεση	felicidade	N;ACC;FEM;SG	N
ειδοποίηση	conta	ειδοποίηση	conta	N;NOM;FEM;SG	N
ειδοποίηση	aviso	ειδοποίηση	aviso	N;NOM;FEM;SG	N
προνόμιο	privilexio	προνόμιο	privilexio	N;NOM;NEUT;SG	N
επαγγέλματα	traballo	επαγγέλμα	traballo	N;NOM;NEUT;PL	N
μωρό	bebé	μωρός	bebé	N;NOM;NEUT;SG	N
μωρό	nena	μωρός	nena	N;NOM;NEUT;SG	N
μωρό	rapaz	μωρός	rapaz	N;NOM;NEUT;SG	N
κινέζικα	chineses	κινέζικος	chinés	N;NOM;NEUT;PL	N
κινέζικα	chinés	κινέζικος	chinés	N;NOM;NEUT;PL	N
ορατά	visible	ορατός	visible	ADJ;NOM;NEUT;PL	ADJ
ορατά	visibles	ορατός	visible	ADJ;NOM;NEUT;PL	ADJ
εκπροσώπηση	representación	εκπροσώπηση	representación	N;ACC;FEM;SG	N
αναγνωριστικό	identidade	αναγνωριστικός	identidade	N;NOM;NEUT;SG	N
κενή	baleira	κενός	baleira	ADJ;NOM;FEM;SG	ADJ
κενή	baleiro	κενός	baleiro	ADJ;NOM;FEM;SG	ADJ
κενή	baleiras	κενός	baleira	ADJ;NOM;FEM;SG	ADJ
μήλο	mazá	μήλος	mazá	N;NOM;NEUT;SG	N
μήλο	asadas	μήλος	asada	N;NOM;NEUT;SG	N
μήλο	mazás	μήλος	mazás	N;NOM;NEUT;SG	N
λογαριασμούς	billetes	λογαριασμός	billete	N;ACC;MASC;PL	N
λογαριασμούς	contas	λογαριασμός	conta	N;ACC;MASC;PL	N
λογαριασμούς	facturas	λογαριασμός	factura	N;ACC;MASC;PL	N
λογαριασμούς	contas	λογαριασμός	conta	N;ACC;MASC;PL	N
ευθύνες	responsabilidades	ευθύνη	responsabilidade	N;NOM;FEM;PL	N
κρανίο	cranio	κρανίο	cranio	N;NOM;NEUT;SG	N
δεξιότητες	habilidades	δεξιότητα	habilidade	N;NOM;FEM;PL	N
δεξιότητες	habilidade	δεξιότητα	habilidade	N;NOM;FEM;PL	N
κεφάλια	cabezas	κεφάλιο	cabeza	N;NOM;NEUT;PL	N
δένδρο	árbore	δένδρο	árbore	N;NOM;NEUT;SG	N
ιρλανδική	irlandesa	ιρλανδικός	irlandesa	ADJ;NOM;FEM;SG	ADJ
κάηκε	queimado	κάκε	queimar	V;PFV;IND;SG;3;PST;FIN;ACT	V
κάηκε	queimaron	κάκε	queimar	V;PFV;IND;SG;3;PST;FIN;ACT	V
κάηκε	queimou	κάκε	queimar	V;PFV;IND;SG;3;PST;FIN;ACT	V
κάηκε	queimados	κάκε	queimar	V;PFV;IND;SG;3;PST;FIN;ACT	V
παρατηρήσει	notei	παρατηρώ	notar	V;PFV;NFIN;ACT	V
παρατηρήσει	decatei	παρατηρώ	decatei	V;PFV;NFIN;ACT	V
ασφαλής	segura	ασφαλής	seguro	ADJ;NOM;MASC;SG	ADJ
κινέζοι	chineses	κινέζος	chinés	N;NOM;MASC;PL	N
κινέζοι	chinés	κινέζος	chinés	N;NOM;MASC;PL	N
βλέπεις	ver	βλέπη	ver	V;IPFV;IND;SG;1;PRS;FIN;ACT	V
βλέπεις	vexo	βλέπη	vexo	V;IPFV;IND;SG;1;PRS;FIN;ACT	V
συμπλοκή	encontro	συμπλοκή	encontro	N;NOM;FEM;SG	N
ταξί	taxi	ταξί	taxi	N;NOM;NEUT;PL	N
ταξί	taxi	ταξί	taxi	N;NOM;NEUT;PL	N
παρακολουθούσε	miraba	παρακολουθώ	mirabar	V;IPFV;IND;SG;3;PST;FIN;ACT	V
παρακολουθούσε	puña	παρακολουθώ	poñer	V;IPFV;IND;SG;3;PST;FIN;ACT	V
παρακολουθούσε	mirei	παρακολουθώ	mirei	V;IPFV;IND;SG;3;PST;FIN;ACT	V
υπάρχουσα	existente	υπάρχων	existente	ADJ;NOM;FEM;SG	ADJ
υπάρχουσα	existentes	υπάρχων	existente	ADJ;NOM;FEM;SG	ADJ
εμβαδόν	área	εμβαδόν	área	N;NOM;NEUT;SG	N
εμβαδόν	zona	εμβαδόν	zona	N;NOM;NEUT;SG	N
ημερήσια	daily	ημερήσιος	daily	ADJ;NOM;FEM;SG	ADJ
ρώτησε	pedir	ρωτώ	pedir	V;PFV;IND;SG;3;PST;FIN;ACT	V
ρώτησε	preguntar	ρωτώ	preguntar	V;PFV;IND;SG;3;PST;FIN;ACT	V
ρώτησε	pregunte	ρωτώ	pregunte	V;PFV;IND;SG;3;PST;FIN;ACT	V
ρώτησε	preguntou	ρωτώ	preguntar	V;PFV;IND;SG;3;PST;FIN;ACT	V
δηλητήριο	veleno	δηλητήριο	veleno	N;NOM;NEUT;SG	N
βασιλιάδες	reis	βασιλιάδα	rei	N;NOM;MASC;PL	N
υπομονή	paciencia	υπομονή	paciencia	N;NOM;FEM;SG	N
πληροφόρηση	información	πληροφόρηση	información	N;ACC;FEM;SG	N
πειραματικό	experimental	πειραματικός	experimental	ADJ;NOM;NEUT;SG	ADJ
μνήμες	lembranzas	μνήμα	lembranza	N;NOM;FEM;PL	N
μνήμες	recordos	μνήμα	recordo	N;NOM;FEM;PL	N
μνήμες	memoria	μνήμα	memoria	N;NOM;FEM;PL	N
τρομοκρατία	terrorismo	τρομοκρατία	terrorismo	N;NOM;FEM;SG	N
χρόνοι	veces	χρόνος	vez	N;NOM;MASC;PL	N
χρόνοι	tempos	χρόνος	tempo	N;NOM;MASC;PL	N
εκτύπωση	imprenta	εκτύπωση	imprentar	N;NOM;FEM;SG	N
αντικαθίσταται	substituída	αντικάθιστώ	substituír	V;IPFV;IND;SG;3;PRS;FIN;PASS	V
σαρδηνίας	sardeña	σαρδηνία	sardeña	N;GEN;FEM;SG	N
διαδήλωση	protesto	διαδήλωση	protesto	N;ACC;FEM;SG	N
διαδήλωση	protesta	διαδήλωση	protesta	N;ACC;FEM;SG	N
διαδήλωση	manifestación	διαδήλωση	manifestación	N;ACC;FEM;SG	N
διαδήλωση	demostración	διαδήλωση	demostración	N;ACC;FEM;SG	N
περίεργο	raro	περίεργος	raro	ADJ;NOM;NEUT;SG	ADJ
περίεργο	estraño	περίεργος	estraño	ADJ;NOM;NEUT;SG	ADJ
περίεργο	estraña	περίεργος	estraña	ADJ;NOM;NEUT;SG	ADJ
περίεργο	extraño	περίεργος	extraño	ADJ;NOM;NEUT;SG	ADJ
περίεργο	rara	περίεργος	raro	ADJ;NOM;NEUT;SG	ADJ
περίεργο	raro	περίεργος	raro	ADJ;NOM;NEUT;SG	ADJ
χαμένη	perdeu	χαμένος	perder	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V
χαμένη	perderon	χαμένος	perder	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V
χαμένη	perdín	χαμένος	perder	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V
χαμένη	perdemos	χαμένος	perder	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V
χαμένη	perdido	χαμένος	perdido	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V
χείλη	beizos	χείλω	beizo	N;NOM;NEUT;PL	N
χείλη	boca	χείλω	boca	N;NOM;NEUT;PL	N
τιμόνι	roda	τιμόνι	roda	N;NOM;NEUT;SG	N
μετατρέψει	transformar	μετατρέπω	transformar	V;PFV;NFIN;ACT	V
σύσκεψη	conferencia	σύσκεψη	conferencia	N;ACC;FEM;SG	N
σύσκεψη	conferencias	σύσκεψη	conferencia	N;ACC;FEM;SG	N
σύσκεψη	rolda	σύσκεψη	rolda	N;ACC;FEM;SG	N
σύσκεψη	xunta	σύσκεψη	xunta	N;ACC;FEM;SG	N
σύσκεψη	reunión	σύσκεψη	reunión	N;ACC;FEM;SG	N
σύσκεψη	encontro	σύσκεψη	encontro	N;ACC;FEM;SG	N
σύσκεψη	cita	σύσκεψη	cita	N;ACC;FEM;SG	N
στολές	vestiario	στολή	vestiario	N;NOM;FEM;PL	N
στολές	disfraces	στολή	disfraz	N;NOM;FEM;PL	N
στολές	traxes	στολή	traxe	N;NOM;FEM;PL	N
θαυμαστές	ventiladores	θαυμαστής	ventiladores	N;NOM;MASC;PL	N
κελί	célula	κελί	célula	N;NOM;NEUT;SG	N
κελί	cela	κελί	celar	N;NOM;NEUT;SG	N
θεμελιώδης	fundamental	θεμελιώδης	fundamental	ADJ;NOM;FEM;SG	ADJ
τόνος	ton	τόνος	ton	N;NOM;MASC;SG	N
ιρλανδός	irlandeses	ιρλανδός	irlander	N;NOM;MASC;SG	N
ψηλότερα	máis	ψηλά	máis	ADV;CMPR	ADV
ψηλότερα	tan	ψηλά	tan	ADV;CMPR	ADV
σπήλαια	cavernas	σπήλαια	caverna	N;NOM;NEUT;PL	N
σπήλαια	covas	σπήλαια	cova	N;NOM;NEUT;PL	N
νέφος	nube	νέφος	nubir	N;NOM;NEUT;SG	N
ταχυδρομείο	correo	ταχυδρομείο	correo	N;NOM;NEUT;SG	N
τένις	tenis	τένις	tenis	N;NOM;NEUT;SG	N
διακύμανση	variación	διακύμανση	variación	N;NOM;FEM;SG	N
μονομαχία	duelo	μονομαχία	duelo	N;ACC;FEM;SG	N
συνήθεις	usual	συνήθης	usual	ADJ;NOM;FEM;PL	ADJ
συνήθεις	habitual	συνήθης	habitual	ADJ;NOM;FEM;PL	ADJ
γέννα	luz	γέννα	luz	N;NOM;FEM;SG	N
γέννα	nacemento	γέννα	nacemento	N;NOM;FEM;SG	N
γέννα	orixe	γέννα	orixe	N;NOM;FEM;SG	N
φυσιολογικό	normal	φυσιολογικός	normal	ADJ;NOM;NEUT;SG	ADJ
λογικές	razoable	λογικός	razoable	ADJ;NOM;FEM;PL	ADJ
λογικές	razoábel	λογικός	razoábel	ADJ;NOM;FEM;PL	ADJ
φιλελεύθερη	liberais	φιλελεύθερος	liberal	ADJ;NOM;FEM;SG	ADJ
φιλελεύθερη	liberal	φιλελεύθερος	liberal	ADJ;NOM;FEM;SG	ADJ
μίξη	mestura	μίξη	mestura	N;NOM;FEM;SG	N
αλγόριθμο	algoritmo	αλγόριθμος	algoritmo	N;ACC;MASC;SG	N
βελτιωμένη	mellorou	βελτιώνω	mellorar	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V
βάρκα	barco	βάρκα	barco	N;ACC;FEM;SG	N
αυθεντική	auténtica	αυθεντικός	auténtico	ADJ;NOM;FEM;SG	ADJ
παχύ	groso	παχύς	groso	N;NOM;NEUT;SG	N
άγχος	ansiedade	άγχος	ansiedade	N;NOM;NEUT;SG	N
καράβι	barco	καράβι	barco	N;NOM;NEUT;SG	N
καράβι	barco	καράβι	barco	N;NOM;NEUT;SG	N
πέμπτος	quinta	πέμπτος	quinto	ADJ;NOM;MASC;SG	ADJ
πέμπτος	quinto	πέμπτος	quinto	ADJ;NOM;MASC;SG	ADJ
ορισμοί	definicións	ορισμός	definición	N;NOM;MASC;PL	N
πνεύμονα	pulmón	πνεύμονας	pulmón	N;ACC;MASC;SG	N
καθολικός	católica	καθολικός	católico	ADJ;NOM;MASC;SG	ADJ
καθολικός	católico	καθολικός	católico	ADJ;NOM;MASC;SG	ADJ
κενού	aspirador	κενό	aspirador	N;GEN;NEUT;SG	N
κενού	aspiradores	κενό	aspirador	N;GEN;NEUT;SG	N
πρόσθετη	adicional	πρόσθετος	adicional	ADJ;NOM;FEM;SG	ADJ
καθορίσει	determinar	καθορίζω	determinar	V;PFV;IND;SG;3;FIN;ACT	V
καθορίσει	determinan	καθορίζω	determinar	V;PFV;IND;SG;3;FIN;ACT	V
καθορίσει	han	καθορίζω	haber	V;PFV;IND;SG;3;FIN;ACT	V
τρίχες	pelo	τρίχος	pelo	N;NOM;FEM;PL	N
τρίχες	cabelo	τρίχος	cabelo	N;NOM;FEM;PL	N
βιταμίνη	vitamina	βιταμίνομαι	vitamina	N;NOM;FEM;SG	N
κελιά	células	κελί	célula	N;NOM;NEUT;PL	N
τεχνητό	artificiais	τεχνητός	artificial	ADJ;NOM;NEUT;SG	ADJ
τεχνητό	artificial	τεχνητός	artificial	ADJ;NOM;NEUT;SG	ADJ
καταδίωξη	persecución	καταδίωξη	persecución	N;ACC;FEM;SG	N
καταδίωξη	persecución	καταδίωξη	persecución	N;ACC;FEM;SG	N
επιβιώσει	sobrevivir	επιβιώνω	sobrevivir	V;PFV;NFIN;ACT	V
επιβιώσει	sobrevivimos	επιβιώνω	sobrevivir	V;PFV;NFIN;ACT	V
επιβιώσει	sobreviven	επιβιώνω	sobrevivir	V;PFV;NFIN;ACT	V
επιβιώσει	ser	επιβιώνω	ser	V;PFV;NFIN;ACT	V
επεξεργαστής	edición	επεξεργαστής	edición	N;NOM;MASC;SG	N
αναγνωρισμένη	recoñeceu	αναγνωρίζω	recoñecer	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V
μάσκα	máscara	μάσκα	máscara	N;NOM;FEM;SG	N
