los	os	él	o	PRO;ACC;MASC;PL;3	PRO;ACC;MASC;PL;3
sarmiento	sarmiento	sarmiento	sarmiento	N;MASC;SG	N;MASC;SG
perteneció	pertenceu	pertenecer	pertencer	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
caliente	morno	caliente	morno	ADJ;SG	ADJ;MASC;SG
reúne	reúne	reunir	reunir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
represión	repressão	represión	repressão	N;FEM;SG	N;FEM;SG
represión	repressão	represión	repressão	N;FEM;SG	N;FEM;SG
represión	supressão	represión	supressão	N;FEM;SG	N;FEM;SG
deciden	decidir	decidir	decidir	V;IND;PL;3;PRS;FIN	V;NFIN
hembras	fêmeas	hembra	fêmea	N;FEM;PL	N;FEM;PL
hembras	mulheres	hembra	mulher	N;FEM;PL	N;FEM;PL
corredor	runner	corredor	runner	N;MASC;SG	N;MASC;SG
corredor	corredor	corredor	corredor	N;MASC;SG	N;MASC;SG
corredor	corretor	corredor	corretor	N;MASC;SG	N;MASC;SG
corredor	corredor	corredor	corredor	N;MASC;SG	N;MASC;SG
radiación	radiação	radiación	radiação	N;FEM;SG	N;FEM;SG
rostro	cara	rostro	cara	N;MASC;SG	N;FEM;SG
rostro	carinha	rostro	carinha	N;MASC;SG	N;FEM;SG
rostro	rosto	rostro	rosto	N;MASC;SG	N;MASC;SG
bad	bad	bad	bad	N;MASC;SG	N;MASC;SG
point	ponto	point	ponto	N	N;MASC;SG
point	point	point	point	N	N;MASC;SG
corporation	corporation	corporation	corporation	N;FEM;SG	N;MASC;SG
corporation	corporação	corporation	corporação	N;FEM;SG	N;FEM;SG
ine	ine	ine	ine	N;MASC;SG	N;MASC;SG
estética	estética	estética	estética	N;FEM;SG	N;FEM;SG
estética	cosmética	estética	cosmético	N;FEM;SG	N;FEM;SG
estética	cosmético	estética	cosmético	N;FEM;SG	N;MASC;SG
estética	estética	estética	estética	N;FEM;SG	N;FEM;SG
visitas	visitantes	visita	visitante	N;FEM;PL	N;PL
visitas	visitas	visita	visita	N;FEM;PL	N;FEM;PL
otto	otto	otto	otto	N;MASC;SG	N;MASC;SG
condes	condes	conde	conde	N;FEM;PL	N;MASC;PL
condes	condes	conde	conde	N;FEM;PL	N;MASC;PL
condes	contagens	conde	contagem	N;FEM;PL	N;FEM;PL
colonos	colonos	colono	colono	N;MASC;PL	N;MASC;PL
colonos	colonizadores	colono	colonizador	N;MASC;PL	N;MASC;PL
colonos	colonos	colono	colono	N;MASC;PL	N;MASC;PL
colonos	colonizadores	colono	colonizador	N;MASC;PL	N;MASC;PL
configuración	configuração	configuración	configuração	N;FEM;SG	N;FEM;SG
configuración	configuração	configuración	configuração	N;FEM;SG	N;FEM;SG
configuración	configuração	configuración	configuração	N;FEM;SG	N;FEM;SG
boda	boda	boda	boda	N;FEM;SG	N;FEM;SG
boda	casamento	boda	casamento	N;FEM;SG	N;MASC;SG
boda	wedding	boda	wedding	N;FEM;SG	N;MASC;SG
gobernadores	governadores	gobernador	governador	N;MASC;PL	N;MASC;PL
mecanismos	mecanismos	mecanismo	mecanismo	N;MASC;PL	N;MASC;PL
renunció	renunciou	renunciar	renunciar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
gen	gene	gen	gene	N;MASC;SG	N;MASC;SG
gen	gen	gen	gen	N;MASC;SG	N;MASC;SG
lleno	cheio	lleno	cheio	ADJ;MASC;SG	ADJ;MASC;SG
lleno	cheia	lleno	cheio	ADJ;MASC;SG	ADJ;FEM;SG
lleno	plena	lleno	pleno	ADJ;MASC;SG	ADJ;FEM;SG
lleno	pleno	lleno	pleno	ADJ;MASC;SG	ADJ;MASC;SG
lleno	cheio	lleno	cheio	ADJ;MASC;SG	ADJ;MASC;SG
colaborador	colaborador	colaborador	colaborador	N;MASC;SG	N;MASC;SG
colaborador	contribuinte	colaborador	contribuinte	N;MASC;SG	N;MASC;SG
colaborador	colaborador	colaborador	colaborador	N;MASC;SG	N;MASC;SG
sentencia	sentença	sentencia	sentença	N;FEM;SG	N;FEM;SG
sentencia	julgamento	sentencia	julgamento	N;FEM;SG	N;MASC;SG
sentencia	juízo	sentencia	juízo	N;FEM;SG	N;MASC;SG
sentencia	julgamento	sentencia	julgamento	N;FEM;SG	N;MASC;SG
sentencia	acórdão	sentencia	acórdão	N;FEM;SG	N;MASC;SG
sentencia	frase	sentencia	frase	N;FEM;SG	N;FEM;SG
sentencia	sentença	sentencia	sentença	N;FEM;SG	N;FEM;SG
varones	machos	varón	macho	N;MASC;PL	N;MASC;PL
congregación	congregação	congregación	congregação	N;FEM;SG	N;FEM;SG
incorpora	incorporar	incorporar	incorporar	V;IND;SG;3;PRS;FIN	V;NFIN
incorpora	incorpora	incorporar	incorporar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
abandono	abandono	abandono	abandono	N;MASC;SG	N;MASC;SG
abandono	abandono	abandono	abandono	N;MASC;SG	N;MASC;SG
abandono	negligência	abandono	negligência	N;MASC;SG	N;FEM;SG
kennedy	kennedy	kennedy	kennedy	N;MASC;SG	N;MASC;SG
subsp	subsp	subsp	subsp	N	N;MASC;SG
defensores	defesas	defensor	defesa	N;MASC;PL	N;FEM;PL
defensores	defensores	defensor	defensor	N;MASC;PL	N;MASC;PL
defensores	defensores	defensor	defensor	N;MASC;PL	N;MASC;PL
financiero	financeiro	financiero	financeiro	ADJ;MASC;SG	ADJ;MASC;SG
comentó	comentado	comentar	comentar	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
comentó	comentou	comentar	comentar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
gay	gay	gay	gay	N;SG	N;MASC;SG
bóveda	cofre	bóveda	cofrer	N;FEM;SG	N;MASC;SG
bóveda	abóbada	bóveda	abóbar	N;FEM;SG	N;FEM;SG
check	verificação	check	verificação	N;MASC;SG	N;FEM;SG
sueños	sonhos	sueño	sonho	N;MASC;PL	N;MASC;PL
anualmente	anualmente	anualmente	anualmente	ADV	ADV
anualmente	anualmente	anualmente	anualmente	ADV	ADV
asentamientos	assentamentos	asentamiento	assentamento	N;MASC;PL	N;MASC;PL
lector	leitora	lector	leitora	N;MASC;SG	N;FEM;SG
lector	leitor	lector	leitor	N;MASC;SG	N;MASC;SG
básicamente	essencialmente	básicamente	essencialmente	ADV	ADV
básicamente	basicamente	básicamente	basicamente	ADV	ADV
puntuación	pontuação	puntuación	pontuação	N;FEM;SG	N;FEM;SG
puntuación	pontuação	puntuación	pontuação	N;FEM;SG	N;FEM;SG
puntuación	pontuação	puntuación	pontuação	N;FEM;SG	N;FEM;SG
puntuación	placar	puntuación	placar	N;FEM;SG	N;MASC;SG
puntuación	pontuação	puntuación	pontuação	N;FEM;SG	N;FEM;SG
conducta	comportamento	conducta	comportamento	N;FEM;SG	N;MASC;SG
conducta	comportamento	conducta	comportamento	N;FEM;SG	N;MASC;SG
conducta	conduta	conducta	conduta	N;FEM;SG	N;FEM;SG
ángulo	angle	ángulo	angle	N;MASC;SG	N;MASC;SG
ángulo	ângulo	ángulo	ângulo	N;MASC;SG	N;MASC;SG
básico	básico	básico	básico	ADJ;MASC;SG	ADJ;MASC;SG
básico	básico	básico	básico	ADJ;MASC;SG	ADJ;MASC;SG
precisión	precisão	precisión	precisão	N;FEM;SG	N;FEM;SG
precisión	exactidão	precisión	exactidão	N;FEM;SG	N;FEM;SG
precisión	rigor	precisión	rigor	N;FEM;SG	N;MASC;SG
precisión	precisão	precisión	precisão	N;FEM;SG	N;FEM;SG
precisión	exatidão	precisión	exatidão	N;FEM;SG	N;FEM;SG
recomienda	recomenda	recomendar	recomendar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
recomienda	recomendar	recomendar	recomendar	V;IND;SG;3;PRS;FIN	V;NFIN
recomienda	recomenda	recomendar	recomendar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
recomienda	recomendada	recomendar	recomendar	V;IND;SG;3;PRS;FIN	V;FEM;SG;V.PTCP
recomienda	recomendado	recomendar	recomendar	V;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP
representando	representar	representar	representar	V;V.MSDR	V;NFIN
representando	representando	representar	representar	V;V.MSDR	V;V.MSDR
socialistas	socialistas	socialista	socialista	N;PL	N;MASC;PL
socialistas	socialistas	socialista	socialista	N;PL	N;MASC;PL
postura	postura	postura	postura	N;FEM;SG	N;FEM;SG
postura	postura	postura	postura	N;FEM;SG	N;FEM;SG
provoca	provoca	provocar	provocar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
sarah	sarah	sarah	sarah	N;FEM;SG	N;FEM;SG
sarah	sara	sarah	sara	N;FEM;SG	N;FEM;SG
socios	parceiras	socio	parceira	N;MASC;PL	N;FEM;PL
socios	sócios	socio	sócio	N;MASC;PL	N;MASC;PL
socios	parceiros	socio	parceiro	N;MASC;PL	N;MASC;PL
socios	sócios	socio	sócio	N;MASC;PL	N;MASC;PL
oración	oração	oración	oração	N;FEM;SG	N;FEM;SG
oración	oração	oración	oração	N;FEM;SG	N;FEM;SG
arteria	artéria	arteria	artéria	N;FEM;SG	N;FEM;SG
pri	pri	pri	pri	N;MASC;SG	N;FEM;SG
visible	visível	visible	visível	ADJ;SG	ADJ;MASC;SG
templos	templos	templo	templo	N;MASC;PL	N;MASC;PL
anfibios	anfíbios	anfibio	anfíbio	N;MASC;PL	N;MASC;PL
anfibios	anfíbios	anfibio	anfíbio	N;MASC;PL	N;MASC;PL
anfibios	anfíbios	anfibio	anfíbio	N;MASC;PL	N;MASC;PL
islam	islam	islam	islar	N;MASC;SG	N;MASC;SG
islam	islã	islam	islã	N;MASC;SG	N;MASC;SG
islam	islamismo	islam	islamismo	N;MASC;SG	N;MASC;SG
islam	islão	islam	islão	N;MASC;SG	N;MASC;SG
geográfico	geográfico	geográfico	geográfico	ADJ;MASC;SG	ADJ;MASC;SG
geográfico	geográfica	geográfico	geográfico	ADJ;MASC;SG	ADJ;FEM;SG
geográfico	geográfico	geográfico	geográfico	ADJ;MASC;SG	ADJ;MASC;SG
geográfico	geográfica	geográfico	geográfico	ADJ;MASC;SG	ADJ;FEM;SG
misiles	mísseis	misil	míssil	N;MASC;PL	N;MASC;PL
misiles	misseis	misil	missir	N;MASC;PL	N;MASC;PL
misiles	mísseis	misil	míssil	N;MASC;PL	N;MASC;PL
studios	estúdios	studio	estúdio	N;MASC;PL	N;MASC;PL
apodo	apelido	apodo	apelido	N;MASC;SG	N;MASC;SG
apodo	alcunha	apodo	alcunho	N;MASC;SG	N;FEM;SG
emergencia	emergência	emergencia	emergência	N;FEM;SG	N;FEM;SG
intérprete	interprete	intérprete	interpretar	N;SG	N;MASC;SG
intérprete	intérprete	intérprete	intérprete	N;SG	N;MASC;SG
canta	cantar	cantar	cantar	V;IND;SG;3;PRS;FIN	V;NFIN
canta	canta	cantar	canta	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
canta	canta	cantar	canta	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
constantemente	constantemente	constantemente	constantemente	ADV	ADV
enviar	manda	enviar	mandar	V;NFIN	V;IND;SG;3;PRS;FIN
enviar	envie	enviar	enviar	V;NFIN	V;SBJV;SG;3;PRS;FIN
enviar	mandem	enviar	mander	V;NFIN	V;SBJV;PL;3;PRS;FIN
enviar	enviar	enviar	enviar	V;NFIN	V;NFIN
enviar	envia	enviar	enviar	V;NFIN	V;IND;SG;3;PRS;FIN
enviar	submeter	enviar	submeter	V;NFIN	V;NFIN
enviar	enviar	enviar	enviar	V;NFIN	V;NFIN
soul	alma	soul	alma	N;SG	N;FEM;SG
soul	soul	soul	soul	N;SG	N;MASC;SG
intendente	contramestre	intendente	contramestre	N;SG	N;MASC;SG
intendente	prefeito	intendente	prefeito	N;SG	N;MASC;SG
intendente	mayor	intendente	mayor	N;SG	N;MASC;SG
intendente	meirinho	intendente	meirinho	N;SG	N;MASC;SG
preguntas	questões	pregunta	questão	N;FEM;PL	N;FEM;PL
preguntas	perguntas	pregunta	pergunta	N;FEM;PL	N;FEM;PL
oscura	escura	oscuro	escuro	ADJ;FEM;SG	ADJ;FEM;SG
oscura	sombrio	oscuro	sombrio	ADJ;FEM;SG	ADJ;MASC;SG
oscura	escuro	oscuro	escuro	ADJ;FEM;SG	ADJ;MASC;SG
oscura	obscuro	oscuro	obscuro	ADJ;FEM;SG	ADJ;MASC;SG
oscura	obscura	oscuro	obscurar	ADJ;FEM;SG	ADJ;FEM;SG
wwe	wwe	wwe	wwe	N	N;MASC;SG
memorial	memorial	memorial	memorial	N;MASC;SG	N;MASC;SG
estadios	estádios	estadio	estádio	N;MASC;PL	N;MASC;PL
estadios	arenas	estadio	arenas	N;MASC;PL	N;FEM;PL
vigilancia	vigilância	vigilancia	vigilância	N;FEM;SG	N;FEM;SG
vigilancia	acompanhamento	vigilancia	acompanhamento	N;FEM;SG	N;MASC;SG
vigilancia	monitorização	vigilancia	monitorização	N;FEM;SG	N;FEM;SG
vigilancia	monitoramento	vigilancia	monitoramento	N;FEM;SG	N;MASC;SG
vigilancia	vigilância	vigilancia	vigilância	N;FEM;SG	N;FEM;SG
planificación	planejamento	planificación	planejamento	N;FEM;SG	N;MASC;SG
planificación	planeamento	planificación	planeamento	N;FEM;SG	N;MASC;SG
planificación	planificação	planificación	planificação	N;FEM;SG	N;FEM;SG
bibliotecarios	bibliotecários	bibliotecario	bibliotecário	N;MASC;PL	N;MASC;PL
barrera	barrera	barrera	barrera	N;FEM;SG	N;MASC;SG
barrera	barreira	barrera	barreira	N;FEM;SG	N;FEM;SG
permitiendo	permitindo	permitir	permitir	V;V.MSDR	V;V.MSDR
permitiendo	permitindo	permitir	permitir	V;V.MSDR	V;V.MSDR
aprender	aprender	aprender	aprender	V;NFIN	V;NFIN
aprender	aprendizado	aprender	aprendizar	V;NFIN	V;MASC;SG;V.PTCP
aprender	aprendendo	aprender	aprender	V;NFIN	V;V.MSDR
aprender	aprenda	aprender	aprender	V;NFIN	V;SBJV;SG;3;PRS;FIN
aprender	aprender	aprender	aprender	V;NFIN	V;NFIN
aprender	aprende	aprender	aprender	V;NFIN	V;IND;SG;3;PRS;FIN
actualización	upgrade	actualización	upgrade	N;FEM;SG	N;MASC;SG
actualización	actualização	actualización	actualização	N;FEM;SG	N;FEM;SG
actualización	atualização	actualización	atualização	N;FEM;SG	N;FEM;SG
actualización	actualização	actualización	actualização	N;FEM;SG	N;FEM;SG
actualización	atualização	actualización	atualização	N;FEM;SG	N;FEM;SG
actualización	atualização	actualización	atualização	N;FEM;SG	N;FEM;SG
actualización	actualização	actualización	actualização	N;FEM;SG	N;FEM;SG
estatura	estatura	estatura	estatura	N;FEM;SG	N;FEM;SG
estatura	altura	estatura	altura	N;FEM;SG	N;FEM;SG
tarjetas	cartões	tarjeta	cartão	N;FEM;PL	N;MASC;PL
tarjetas	cartas	tarjeta	carta	N;FEM;PL	N;FEM;PL
tarjetas	cards	tarjeta	cards	N;FEM;PL	N;MASC;PL
pakistán	paquistão	pakistán	paquistão	N;MASC;SG	N;MASC;SG
pakistán	paquistanês	pakistán	paquistanês	N;MASC;SG	N;MASC;SG
pakistán	paquistanesa	pakistán	paquistanês	N;MASC;SG	N;FEM;SG
catalunya	catalunya	catalunya	catalunya	N;FEM;SG	N;MASC;SG
catalunya	catalunha	catalunya	catalunha	N;FEM;SG	N;FEM;SG
baby	nenê	baby	nenê	N	N;MASC;SG
baby	neném	baby	neném	N	N;MASC;SG
baby	bebé	baby	bebé	N	N;MASC;SG
baby	bebê	baby	bebê	N	N;MASC;SG
baby	baby	baby	baby	N	N;MASC;SG
imprenta	impressão	imprenta	impressão	N;FEM;SG	N;FEM;SG
tesoro	tesouro	tesoro	tesouro	N;MASC;SG	N;MASC;SG
tesoro	tesouro	tesoro	tesouro	N;MASC;SG	N;MASC;SG
tesoro	tesouraria	tesoro	tesouraria	N;MASC;SG	N;FEM;SG
pianista	pianista	pianista	pianista	N;SG	N;MASC;SG
facilitar	facilitando	facilitar	facilitar	V;NFIN	V;V.MSDR
facilitar	facilitar	facilitar	facilitar	V;NFIN	V;NFIN
facilitar	facilitem	facilitar	facilitar	V;NFIN	V;SBJV;PL;3;PRS;FIN
facilitar	facilitar	facilitar	facilitar	V;NFIN	V;NFIN
bits	bits	bit	bit	N;MASC;PL	N;MASC;PL
bits	bits	bit	bit	N;MASC;PL	N;MASC;PL
patrona	patrono	patrona	patrono	N;FEM;SG	N;MASC;SG
patrona	padroeiro	patrona	padroeiro	N;FEM;SG	N;MASC;SG
patrona	senhoria	patrona	senhoria	N;FEM;SG	N;FEM;SG
aparecieron	apareceram	aparecer	aparecer	V;IND;PL;3;PST;FIN	V;IND;PL;3;FIN
maestra	professora	maestro	professora	N;FEM;SG	N;FEM;SG
maestra	professor	maestro	professor	N;FEM;SG	N;MASC;SG
sancho	sancho	sancho	sancho	N;MASC;SG	N;MASC;SG
vecino	vizinha	vecino	vizinha	N;MASC;SG	N;FEM;SG
vecino	vizinho	vecino	vizinho	N;MASC;SG	N;MASC;SG
vecino	vizinha	vecino	vizinha	N;MASC;SG	N;FEM;SG
vecino	vizinho	vecino	vizinho	N;MASC;SG	N;MASC;SG
exploración	exploração	exploración	exploração	N;FEM;SG	N;FEM;SG
exploración	prospecção	exploración	prospecção	N;FEM;SG	N;FEM;SG
consejos	conselhos	consejo	conselho	N;MASC;PL	N;MASC;PL
consejos	dicas	consejo	dica	N;MASC;PL	N;FEM;PL
consejos	pontas	consejo	ponta	N;MASC;PL	N;FEM;PL
consejos	sugestões	consejo	sugestão	N;MASC;PL	N;FEM;PL
consejos	conselhos	consejo	conselho	N;MASC;PL	N;MASC;PL
parámetros	parâmetros	parámetro	parâmetro	N;MASC;PL	N;MASC;PL
parámetros	parâmetros	parámetro	parâmetro	N;MASC;PL	N;MASC;PL
legado	legado	legado	legado	N;MASC;SG	N;MASC;SG
legado	legacy	legado	legacy	N;MASC;SG	N;MASC;SG
legado	herança	legado	herança	N;MASC;SG	N;FEM;SG
chicos	rapazes	chico	rapaz	N;MASC;PL	N;MASC;PL
chicos	meninos	chico	menino	N;MASC;PL	N;MASC;PL
chicos	garotos	chico	garoto	N;MASC;PL	N;MASC;PL
chicos	tipos	chico	tipo	N;MASC;PL	N;MASC;PL
guitarras	guitarras	guitarra	guitarra	N;FEM;PL	N;FEM;PL
componente	constituinte	componente	constituinte	N;MASC;SG	N;MASC;SG
componente	componente	componente	componente	N;MASC;SG	N;MASC;SG
corrupción	corrupta	corrupción	corrupta	N;FEM;SG	N;FEM;SG
corrupción	corrupto	corrupción	corrupto	N;FEM;SG	N;MASC;SG
corrupción	corrupção	corrupción	corrupção	N;FEM;SG	N;FEM;SG
externa	externo	externo	externo	ADJ;FEM;SG	ADJ;MASC;SG
ebro	ebro	ebro	ebro	N;MASC;SG	N;MASC;SG
vegetales	vegetais	vegetal	vegetal	N;MASC;PL	N;MASC;PL
vegetales	legumes	vegetal	legume	N;MASC;PL	N;MASC;PL
vegetales	vegetais	vegetal	vegetal	N;MASC;PL	N;MASC;PL
vegetales	legumes	vegetal	legume	N;MASC;PL	N;MASC;PL
lawrence	lourenço	lawrence	lourenço	N;SG	N;MASC;SG
lawrence	lawrence	lawrence	lawrence	N;SG	N;MASC;SG
dragon	dragão	dragon	dragão	N;MASC;SG	N;MASC;SG
dragon	dragon	dragon	dragon	N;MASC;SG	N;MASC;SG
séptima	sétima	séptimo	sétimo	ADJ;FEM;SG	ADJ;FEM;SG
séptima	sétimo	séptimo	sétimo	ADJ;FEM;SG	ADJ;MASC;SG
signo	signo	signo	signo	N;MASC;SG	N;MASC;SG
signo	sinal	signo	sinal	N;MASC;SG	N;MASC;SG
espejo	mirror	espejo	mirror	N;MASC;SG	N;MASC;SG
espejo	espelho	espejo	espelho	N;MASC;SG	N;MASC;SG
finalidad	finalidade	finalidad	finalidade	N;FEM;SG	N;FEM;SG
finalidad	objetivo	finalidad	objetivo	N;FEM;SG	N;MASC;SG
finalidad	objectivo	finalidad	objectivo	N;FEM;SG	N;MASC;SG
finalidad	propósito	finalidad	propósito	N;FEM;SG	N;MASC;SG
iso	iso	iso	iso	N;MASC;SG	N;FEM;SG
sinfonía	symphony	sinfonía	symphony	N;FEM;SG	N;MASC;SG
sinfonía	sinfonia	sinfonía	sinfonia	N;FEM;SG	N;FEM;SG
teclado	teclado	teclado	teclado	N;MASC;SG	N;MASC;SG
teclado	teclado	teclado	teclado	N;MASC;SG	N;MASC;SG
feliz	feliz	feliz	feliz	ADJ;SG	ADJ;MASC;SG
recoge	recolhe	recoger	recolher	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
mapas	mapas	mapa	mapa	N;MASC;PL	N;MASC;PL
molecular	molecular	molecular	molecular	ADJ;SG	ADJ;MASC;SG
cúpula	dome	cúpula	domer	N;FEM;SG	N;MASC;SG
cúpula	cúpula	cúpula	cúpula	N;FEM;SG	N;FEM;SG
cúpula	domo	cúpula	domo	N;FEM;SG	N;MASC;SG
ciudadano	cidadã	ciudadano	cidadã	N;MASC;SG	N;FEM;SG
ciudadano	cidadão	ciudadano	cidadão	N;MASC;SG	N;MASC;SG
concretamente	concretamente	concretamente	concretamente	ADV	ADV
concretamente	especificamente	concretamente	especificamente	ADV	ADV
cónsul	cônsul	cónsul	cônsul	N;MASC;SG	N;MASC;SG
existir	existem	existir	existir	V;NFIN	V;IND;PL;3;PRS;FIN
existir	existir	existir	existir	V;NFIN	V;NFIN
existir	existirem	existir	existir	V;NFIN	V;PL;3;NFIN
protocolo	protocolo	protocolo	protocolo	N;MASC;SG	N;MASC;SG
malvinas	malvinas	malvina	malvina	N;FEM;PL	N;FEM;PL
malvinas	malvinas	malvina	malvina	N;FEM;PL	N;FEM;PL
huesca	huesca	huesca	huesco	N;FEM;SG	N;MASC;SG
batman	batman	batmar	batman	N;MASC;SG	N;MASC;SG
continuidad	continuidade	continuidad	continuidade	N;FEM;SG	N;FEM;SG
hablando	falando	hablar	falar	V;V.MSDR	V;V.MSDR
hablando	conversando	hablar	conversar	V;V.MSDR	V;V.MSDR
hablando	falando	hablar	falar	V;V.MSDR	V;V.MSDR
asesor	conselheiro	asesor	conselheiro	N;MASC;SG	N;MASC;SG
asesor	assessor	asesor	assessor	N;MASC;SG	N;MASC;SG
asesor	consultor	asesor	consultor	N;MASC;SG	N;MASC;SG
asesor	conselheira	asesor	conselheira	N;MASC;SG	N;FEM;SG
asesor	consultora	asesor	consultora	N;MASC;SG	N;FEM;SG
asesor	consultor	asesor	consultor	N;MASC;SG	N;MASC;SG
asesor	conselheiro	asesor	conselheiro	N;MASC;SG	N;MASC;SG
asesor	assessor	asesor	assessor	N;MASC;SG	N;MASC;SG
restaurante	restaurante	restaurante	restaurante	N;SG	N;MASC;SG
tanques	tanques	tanque	tanque	N;MASC;PL	N;MASC;PL
tanques	tanques	tanque	tanque	N;MASC;PL	N;MASC;PL
tanques	cisternas	tanque	cisterna	N;MASC;PL	N;FEM;PL
informes	relatórios	informe	relatório	N;MASC;PL	N;MASC;PL
informes	relatórios	informe	relatório	N;MASC;PL	N;MASC;PL
informes	denúncias	informe	denúncia	N;MASC;PL	N;FEM;PL
misterio	mystery	misterio	mystery	N;MASC;SG	N;MASC;SG
misterio	mistério	misterio	mistério	N;MASC;SG	N;MASC;SG
division	divisão	division	divisão	N;FEM;SG	N;FEM;SG
expresa	expressa	expresar	esprimir	V;IND;SG;3;PRS;FIN	V;FEM;SG;V.PTCP
expresa	exprime	expresar	exprimir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
expresa	expresso	expresar	expresso	V;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP
expresa	expressar	expresar	expressar	V;IND;SG;3;PRS;FIN	V;NFIN
expresa	expressa	expresar	esprimir	V;IND;SG;3;PRS;FIN	V;FEM;SG;V.PTCP
planetas	planetas	planeta	planeta	N;MASC;PL	N;MASC;PL
proteína	proteína	proteína	proteína	N;FEM;SG	N;FEM;SG
espalda	volta	espalda	volta	N;FEM;SG	N;FEM;SG
espalda	dorso	espalda	dorso	N;FEM;SG	N;MASC;SG
postal	postal	postal	postal	N;MASC;SG	N;MASC;SG
postal	postal	postal	postal	N;MASC;SG	N;MASC;SG
signos	sinais	signo	sinal	N;MASC;PL	N;MASC;PL
signos	signos	signo	signo	N;MASC;PL	N;MASC;PL
administrador	administrador	administrador	administrador	N;MASC;SG	N;MASC;SG
administrador	administradora	administrador	administradora	N;MASC;SG	N;FEM;SG
administrador	administrador	administrador	administrador	N;MASC;SG	N;MASC;SG
administrador	administradora	administrador	administradora	N;MASC;SG	N;FEM;SG
administrador	gerenciador	administrador	gerenciador	N;MASC;SG	N;MASC;SG
administrador	gerente	administrador	gerente	N;MASC;SG	N;MASC;SG
administrador	gestor	administrador	gestor	N;MASC;SG	N;MASC;SG
noches	noites	noche	noite	N;FEM;PL	N;FEM;PL
estrecha	estreita	estrecho	estreito	ADJ;FEM;SG	ADJ;FEM;SG
extraño	estranho	extraño	estranho	ADJ;MASC;SG	ADJ;MASC;SG
extraño	ímpar	extraño	ímpar	ADJ;MASC;SG	ADJ;MASC;SG
extraño	esquisito	extraño	esquisito	ADJ;MASC;SG	ADJ;MASC;SG
extraño	estranha	extraño	estranho	ADJ;MASC;SG	ADJ;FEM;SG
extraño	estranho	extraño	estranho	ADJ;MASC;SG	ADJ;MASC;SG
extraño	esquisita	extraño	esquisito	ADJ;MASC;SG	ADJ;FEM;SG
extraño	estranha	extraño	estranho	ADJ;MASC;SG	ADJ;FEM;SG
extraño	estranho	extraño	estranho	ADJ;MASC;SG	ADJ;MASC;SG
extraño	estranha	extraño	estranho	ADJ;MASC;SG	ADJ;FEM;SG
extraño	estranho	extraño	estranho	ADJ;MASC;SG	ADJ;MASC;SG
tratando	tentar	tratar	tentar	V;V.MSDR	V;NFIN
tratando	tentando	tratar	tentar	V;V.MSDR	V;V.MSDR
vigo	vigo	vigo	vigo	N;MASC;SG	N;MASC;SG
venus	venus	venus	venu	N	N;MASC;SG
venus	vênus	venus	vênus	N	N;MASC;SG
venus	vénus	venus	vénus	N	N;FEM;SG
hamilton	hamilton	hamilto	hamilton	N;MASC;SG	N;MASC;SG
escaños	assentos	escaño	assento	N;MASC;PL	N;MASC;PL
escaños	lugares	escaño	lugar	N;MASC;PL	N;MASC;PL
escaños	bancos	escaño	banco	N;MASC;PL	N;MASC;PL
cirugía	cirurgia	cirugía	cirurgia	N;FEM;SG	N;FEM;SG
cirugía	cirúrgica	cirugía	cirúrgico	N;FEM;SG	N;FEM;SG
cirugía	cirúrgico	cirugía	cirúrgico	N;FEM;SG	N;MASC;SG
chinos	chineses	chino	chinês	N;MASC;PL	N;MASC;PL
segmento	segmento	segmento	segmento	N;MASC;SG	N;MASC;SG
ayudante	assistente	ayudante	assistente	N;SG	N;MASC;SG
ayudante	ajudante	ayudante	ajudante	N;SG	N;MASC;SG
ayudante	ajudante	ayudante	ajudante	N;SG	N;MASC;SG
ayudante	delegada	ayudante	delegada	N;SG	N;FEM;SG
ayudante	adjunto	ayudante	adjunto	N;SG	N;MASC;SG
ayudante	deputado	ayudante	deputado	N;SG	N;MASC;SG
ayudante	delegado	ayudante	delegado	N;SG	N;MASC;SG
servidor	servidor	servidor	servidor	N;MASC;SG	N;MASC;SG
servidor	server	servidor	server	N;MASC;SG	N;MASC;SG
portero	goleiro	portero	goleiro	N;MASC;SG	N;MASC;SG
portero	portaria	portero	portaria	N;MASC;SG	N;FEM;SG
portero	porteiro	portero	porteiro	N;MASC;SG	N;MASC;SG
portero	porteiro	portero	porteiro	N;MASC;SG	N;MASC;SG
