jako	като	jako	като	CONJ	CONJ
univerzální	гъвкав	univerzální	гъвкав	ADJ;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
kočka	котарак	kočka	котарак	N;NOM;FEM;SG;POS	N;INDF;MASC;SG
kočka	котка	kočka	котка	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
kočka	кат	kočka	кат	N;NOM;FEM;SG;POS	N;INDF;MASC;SG
kočka	коте	kočka	ко	N;NOM;FEM;SG;POS	N;INDF;NEUT;SG
rizika	рисковете	riziko	риск	N;NOM;NEUT;PL;POS	N;DEF;MASC;PL
rizika	рискове	riziko	риск	N;NOM;NEUT;PL;POS	N;INDF;MASC;PL
inženýrství	инженерство	inženýrství	инженерство	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
vajíčka	яйца	vajíčko	яйце	N;NOM;NEUT;PL;POS	N;INDF;NEUT;PL
vajíčka	яйцата	vajíčko	яйце	N;NOM;NEUT;PL;POS	N;DEF;NEUT;PL
vajíčka	яйцеклетки	vajíčko	яйцеклетка	N;NOM;NEUT;PL;POS	N;INDF;FEM;PL
jídlo	храна	jídlo	храна	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
jídlo	ястие	jídlo	ястие	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
jídlo	храна	jídlo	храна	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
jídlo	брашно	jídlo	брашно	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
jídlo	ядене	jídlo	ядене	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
jídlo	хранене	jídlo	хранене	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
kongres	конгрес	kongres	конгрес	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
kongres	конгреса	kongres	конгрес	N;INAN;NOM;MASC;SG;POS	N;DEF;MASC;SG
kongres	конгресът	kongres	конгрес	N;INAN;NOM;MASC;SG;POS	N;DEF;MASC;SG
inteligence	интелигентност	inteligence	интелигентност	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
inteligence	разузнаване	inteligence	разузнаване	N;NOM;FEM;SG;POS	N;INDF;NEUT;SG
inteligence	интелект	inteligence	интелект	N;NOM;FEM;SG;POS	N;INDF;MASC;SG
komunismu	комунизъм	komunismus	комунизъм	N;INAN;GEN;MASC;SG;POS	N;INDF;MASC;SG
komunismu	комунизма	komunismus	комунизъм	N;INAN;GEN;MASC;SG;POS	N;DEF;MASC;SG
centimetrů	сантиметри	centimetr	сантиметър	N;INAN;GEN;MASC;PL;POS	N;INDF;MASC;PL
reorganizace	реорганизация	reorganizace	реорганизация	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
pták	птиче	pták	птиче	N;ANIM;NOM;MASC;SG;POS	N;INDF;NEUT;SG
pták	птичка	pták	птичка	N;ANIM;NOM;MASC;SG;POS	N;INDF;FEM;SG
pták	птица	pták	птица	N;ANIM;NOM;MASC;SG;POS	N;INDF;FEM;SG
skok	скок	skok	скок	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
baby	бебе	baby	бебе	N;FEM;SG;POS	N;INDF;NEUT;SG
baby	бейби	baby	бейба	N;FEM;SG;POS	N;INDF;NEUT;SG
náboj	куршум	náboj	куршум	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
obchodník	търговец	obchodník	търговец	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
obchodník	бизнесмен	obchodník	бизнесмен	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
obchodník	търговец	obchodník	търговец	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
obchodník	дилър	obchodník	дилър	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
obchodník	дилъра	obchodník	дилър	N;ANIM;NOM;MASC;SG;POS	N;DEF;MASC;SG
obchodník	търговец	obchodník	търговец	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
uměle	изкуствено	uměle	изкуствено	ADV;POS	ADV
uměle	изкуствено	uměle	изкуствено	ADV;POS	ADV
psů	кучета	pes	куче	N;ANIM;GEN;MASC;PL;POS	N;INDF;NEUT;PL
uskupení	групиране	uskupení	групиране	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
nastává	настъпва	nastávat	настъпвам	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
břeh	брега	břeh	бряг	N;INAN;NOM;MASC;SG;POS	N;DEF;MASC;SG
břeh	шор	břeh	шор	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
břeh	бряг	břeh	бряг	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
studené	студен	studený	студен	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;MASC;SG
studené	студена	studený	студен	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;FEM;SG
stan	стан	stan	стан	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
stan	шатра	stan	шатра	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
stan	палатката	stan	палатка	N;INAN;NOM;MASC;SG;POS	N;DEF;FEM;SG
stan	шатрата	stan	шатра	N;INAN;NOM;MASC;SG;POS	N;DEF;FEM;SG
stan	палатка	stan	палатка	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
financování	финансиране	financování	финансиране	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
financování	финансиране	financování	финансиране	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
financování	финансиране	financování	финансиране	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
vzdálené	далечен	vzdálený	далечен	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;MASC;SG
vzdálené	далечна	vzdálený	далечен	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;FEM;SG
básníka	поет	básník	поет	N;ANIM;ACC;MASC;SG;POS	N;INDF;MASC;SG
básníka	поетът	básník	поет	N;ANIM;ACC;MASC;SG;POS	N;DEF;MASC;SG
básníka	поета	básník	поет	N;ANIM;ACC;MASC;SG;POS	N;DEF;MASC;SG
ilustrátor	илюстратор	ilustrátor	илюстратор	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
akademický	академична	akademický	академичен	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
brazilský	бразилски	brazilský	бразилски	ADJ;ANIM;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
washingtonu	уошингтън	washington	уошингтън	N;INAN;GEN;MASC;SG;POS	N;INDF;MASC;SG
washingtonu	вашингтон	washington	вашингтон	N;INAN;GEN;MASC;SG;POS	N;INDF;MASC;SG
afrika	африка	afrika	африка	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
manželé	съпрузи	manžel	съпруг	N;ANIM;NOM;MASC;PL;POS	N;INDF;MASC;PL
porážku	клане	porážka	клане	N;ACC;FEM;SG;POS	N;INDF;NEUT;SG
porážku	касапница	porážka	касапница	N;ACC;FEM;SG;POS	N;INDF;FEM;SG
ponorek	подводници	ponorka	подводник	N;GEN;FEM;PL;POS	N;INDF;MASC;PL
protokolu	протокол	protokol	протокол	N;INAN;DAT;MASC;SG;POS	N;INDF;MASC;SG
protokolu	протоколът	protokol	протокол	N;INAN;DAT;MASC;SG;POS	N;DEF;MASC;SG
vegetace	растителност	vegetace	растителност	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
tichý	тиха	tichý	тих	ADJ;ANIM;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
tichý	тих	tichý	тих	ADJ;ANIM;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
poradce	консултант	poradce	консултант	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
poradce	съветник	poradce	съветник	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
poradce	съветник	poradce	съветник	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
poradce	съветник	poradce	съветник	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
poradce	съветник	poradce	съветник	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
grammy	грами	gramma	грам	N;FEM;POS	N;INDF;FEM;PL
grammy	грами	gramma	грам	N;FEM;POS	N;INDF;FEM;PL
přístupný	достъпна	přístupný	достъпен	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
přístupný	достъпен	přístupný	достъпя	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
přístupná	достъпна	přístupný	достъпен	ADJ;NOM;FEM;SG;POS	ADJ;INDF;FEM;SG
přístupná	достъпен	přístupný	достъпя	ADJ;NOM;FEM;SG;POS	ADJ;INDF;MASC;SG
držitel	титуляр	držitel	титуляр	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
držitel	притежател	držitel	притежател	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
držitel	холдър	držitel	холдър	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
držitel	притежателя	držitel	притежател	N;ANIM;NOM;MASC;SG;POS	N;DEF;MASC;SG
aktivita	дейност	aktivita	дейност	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
aktivita	активност	aktivita	активност	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
střechy	покриви	střecha	покривя-(се)	N;NOM;FEM;PL;POS	N;INDF;MASC;PL
střechy	покривите	střecha	покрив	N;NOM;FEM;PL;POS	N;DEF;MASC;PL
střechy	покриви	střecha	покривя-(се)	N;NOM;FEM;PL;POS	N;INDF;MASC;PL
střechy	покривите	střecha	покрив	N;NOM;FEM;PL;POS	N;DEF;MASC;PL
existoval	съществувал	existovat	съществувам	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
doly	мините	důl	мина	N;INAN;NOM;MASC;PL;POS	N;DEF;FEM;PL
doly	мини	důl	мина	N;INAN;NOM;MASC;PL;POS	N;INDF;FEM;PL
logo	лого	logo	лого	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
logo	логото	logo	лого	N;NOM;NEUT;SG;POS	N;DEF;NEUT;SG
zastavil	спря	zastavit	спра-(се)	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
senátor	сенатор	senátor	сенатор	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
rozšiřování	разрастване	rozšiřování	разрастване	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
rozšiřování	разширяване	rozšiřování	разширяване	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
rozšiřování	разширение	rozšiřování	разширение	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
roh	ъгъл	roh	ъгъл	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
roh	ъгъла	roh	ъгъл	N;INAN;NOM;MASC;SG;POS	N;DEF;MASC;SG
roh	рог	roh	рог	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
záliv	залив	záliv	залив	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
záliv	бей	záliv	бей	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
záliv	залив	záliv	залив	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
záliv	заливът	záliv	залив	N;INAN;NOM;MASC;SG;POS	N;DEF;MASC;SG
záliv	bay	záliv	bay	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
lékaři	лекари	lékař	лекар	N;ANIM;NOM;MASC;PL;POS	N;INDF;MASC;PL
lékaři	лекарите	lékař	лекар	N;ANIM;NOM;MASC;PL;POS	N;DEF;MASC;PL
lékaři	доктори	lékař	доктор	N;ANIM;NOM;MASC;PL;POS	N;INDF;MASC;PL
lékaři	лекари	lékař	лекар	N;ANIM;NOM;MASC;PL;POS	N;INDF;MASC;PL
skutečný	истинска	skutečný	истински	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
skutečný	истински	skutečný	истински	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
zakladatelů	основатели	zakladatel	основател	N;ANIM;GEN;MASC;PL;POS	N;INDF;MASC;PL
zakladatelů	основателите	zakladatel	основател	N;ANIM;GEN;MASC;PL;POS	N;DEF;MASC;PL
demo	демо	demo	демо	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
sklo	стъкло	sklo	стъкло	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
sklo	чаша	sklo	чаша	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
sklo	стъклен	sklo	стъклен	N;NOM;NEUT;SG;POS	N;INDF;MASC;SG
marcus	маркъс	marcus	маркъс	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
tanky	резервоари	tank	резервоар	N;INAN;NOM;MASC;PL;POS	N;INDF;MASC;PL
tanky	танкове	tank	танк	N;INAN;NOM;MASC;PL;POS	N;INDF;MASC;PL
tanky	цистерни	tank	цистерн	N;INAN;NOM;MASC;PL;POS	N;INDF;FEM;PL
cestovatel	пътешественик	cestovatel	пътешественик	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
cestovatel	пътник	cestovatel	пътник	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
cestovatel	пътешественик	cestovatel	пътешественик	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
cestovatel	пътник	cestovatel	пътник	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
asteroid	астероид	asteroid	астероид	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
pobočky	клонове	pobočka	клон	N;NOM;FEM;PL;POS	N;INDF;MASC;PL
pobočky	клонки	pobočka	клонка	N;NOM;FEM;PL;POS	N;INDF;FEM;PL
pobočky	клони	pobočka	клон	N;NOM;FEM;PL;POS	N;INDF;MASC;PL
dostupná	наличен	dostupný	наличен	ADJ;NOM;FEM;SG;POS	ADJ;INDF;MASC;SG
dostupná	налична	dostupný	наличен	ADJ;NOM;FEM;SG;POS	ADJ;INDF;FEM;SG
čepele	остриета	čepel	острие	N;NOM;FEM;PL;POS	N;INDF;NEUT;PL
sedla	седла	sedlo	седло	N;NOM;NEUT;PL;POS	N;INDF;NEUT;PL
pravděpodobnost	вероятност	pravděpodobnost	вероятност	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
pravděpodobnost	вероятност	pravděpodobnost	вероятност	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
prestižní	престижна	prestižní	престижна	ADJ;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
procesor	процесор	procesor	процесор	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
procesor	процесор	procesor	процесор	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
adama	адама	adama	адама	N;ANIM;ACC;MASC;SG;POS	N;INDF;MASC;SG
prima	prima	prima	prima	N;NOM;FEM;SG;POS	N
prima	прима	prima	примам	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
schopné	способен	schopný	способен	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;MASC;SG
schopné	способна	schopný	способна	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;FEM;SG
předpisy	регламенти	předpis	регламент	N;INAN;NOM;MASC;PL;POS	N;INDF;MASC;PL
předpisy	разпоредби	předpis	разпоредба	N;INAN;NOM;MASC;PL;POS	N;INDF;FEM;PL
předpisy	наредби	předpis	наредба	N;INAN;NOM;MASC;PL;POS	N;INDF;FEM;PL
veřejný	публична	veřejný	публичен	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
veřejný	публичен	veřejný	публичен	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
opravit	оправи	opravit	оправя-(се)	V;PFV;POS;NFIN	V;PFV;IMP;SG;2;FIN
přezdívku	прякор	přezdívka	прякор	N;ACC;FEM;SG;POS	N;INDF;MASC;SG
předčasně	преждевременно	předčasně	преждевременно	ADV;POS	ADV
předčasně	преждевременно	předčasně	преждевременно	ADV;POS	ADV
kočky	котките	kočka	котка	N;NOM;FEM;PL;POS	N;DEF;FEM;PL
kočky	котки	kočka	котка	N;NOM;FEM;PL;POS	N;INDF;FEM;PL
dálnici	магистрала	dálnice	магистрала	N;ACC;FEM;SG;POS	N;INDF;FEM;SG
dálnici	магистралата	dálnice	магистрала	N;ACC;FEM;SG;POS	N;DEF;FEM;SG
filozofii	философия	filozofie	философия	N;ACC;FEM;SG;POS	N;INDF;FEM;SG
filozofii	философията	filozofie	философия	N;ACC;FEM;SG;POS	N;DEF;FEM;SG
složka	директория	složka	директория	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
složka	папка	složka	папка	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
složka	елемент	složka	елемент	N;NOM;FEM;SG;POS	N;INDF;MASC;SG
složka	компонент	složka	компонент	N;NOM;FEM;SG;POS	N;INDF;MASC;SG
zbytečně	ненужно	zbytečně	ненужно	ADV;POS	ADV
vylepšení	усъвършенстване	vylepšení	усъвършенстване	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
vylepšení	подобряване	vylepšení	подобряване	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
vylepšení	подобрение	vylepšení	подобрение	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
věznice	затворът	věznice	затвор	N;NOM;FEM;SG;POS	N;DEF;MASC;SG
věznice	затвор	věznice	затвор	N;NOM;FEM;SG;POS	N;INDF;MASC;SG
věznice	затвора	věznice	затвор	N;NOM;FEM;SG;POS	N;DEF;MASC;SG
sledovanost	рейтинг	sledovanost	рейтинг	N;NOM;FEM;SG;POS	N;INDF;MASC;SG
shakespeare	шекспир	shakespeare	шекспир	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
zvíře	звяр	zvíře	звяр	N;NOM;NEUT;SG;POS	N;INDF;MASC;SG
zvíře	животното	zvíře	животно	N;NOM;NEUT;SG;POS	N;DEF;NEUT;SG
zvíře	животно	zvíře	животно	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
romeo	ромео	romeo	ромео	N;NOM;MASC;SG;POS	N;INDF;MASC;SG
příspěvků	вноски	příspěvek	вноска	N;INAN;GEN;MASC;PL;POS	N;INDF;FEM;PL
příspěvků	постове	příspěvek	пост	N;INAN;GEN;MASC;PL;POS	N;INDF;MASC;PL
příspěvků	публикации	příspěvek	публикация	N;INAN;GEN;MASC;PL;POS	N;INDF;FEM;PL
bolesti	болки	bolest	болка	N;NOM;FEM;PL;POS	N;INDF;FEM;PL
papíru	хартия	papír	хартия	N;INAN;GEN;MASC;SG;POS	N;INDF;FEM;SG
ovlivňuje	засяга	ovlivňovat	засягам-(се)	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
ovlivňuje	въздейства	ovlivňovat	въздейство	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
ovlivňuje	влияе	ovlivňovat	влия-(се)	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
moderátor	модератор	moderátor	модератор	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
moderátor	домакин	moderátor	домакин	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
moderátor	приемник	moderátor	приемник	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
sobota	събота	sobota	събота	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
pokles	упадък	pokles	упадък	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
pokles	спад	pokles	спад	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
pokles	намаление	pokles	намаление	N;INAN;NOM;MASC;SG;POS	N;INDF;NEUT;SG
pokles	намаляване	pokles	намаляване	N;INAN;NOM;MASC;SG;POS	N;INDF;NEUT;SG
pokles	спадане	pokles	спадане	N;INAN;NOM;MASC;SG;POS	N;INDF;NEUT;SG
strýc	чичо	strýc	чичо	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
jezdci	конници	jezdec	конница	N;ANIM;NOM;MASC;PL;POS	N;INDF;MASC;PL
jezdci	конници	jezdec	конница	N;ANIM;NOM;MASC;PL;POS	N;INDF;MASC;PL
jezdci	ездачи	jezdec	ездач	N;ANIM;NOM;MASC;PL;POS	N;INDF;FEM;PL
suchá	суха	suchý	сух	ADJ;NOM;FEM;SG;POS	ADJ;INDF;FEM;SG
suchá	сух	suchý	сух	ADJ;NOM;FEM;SG;POS	ADJ;INDF;MASC;SG
jednoduchá	прост	jednoduchý	прост	ADJ;NOM;FEM;SG;POS	ADJ;INDF;MASC;SG
jednoduchá	проста	jednoduchý	прост	ADJ;NOM;FEM;SG;POS	ADJ;INDF;FEM;SG
šampionát	първенство	šampionát	първенство	N;INAN;NOM;MASC;SG;POS	N;INDF;NEUT;SG
šampionát	шампионат	šampionát	шампионат	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
pruhy	ивици	pruh	ивик	N;INAN;NOM;MASC;PL;POS	N;INDF;FEM;PL
pruhy	райета	pruh	райе	N;INAN;NOM;MASC;PL;POS	N;INDF;NEUT;PL
botanik	ботаник	botanik	ботаник	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
nezbytné	необходима	zbytný	необходим	ADJ;NOM;NEUT;SG;NEG	ADJ;INDF;FEM;SG
nezbytné	съществена	zbytný	съществен	ADJ;NOM;NEUT;SG;NEG	ADJ;INDF;FEM;SG
teplotu	температурата	teplota	температура	N;ACC;FEM;SG;POS	N;DEF;FEM;SG
teplotu	температура	teplota	температура	N;ACC;FEM;SG;POS	N;INDF;FEM;SG
interpretace	тълкуване	interpretace	тълкуване	N;NOM;FEM;SG;POS	N;INDF;NEUT;SG
interpretace	интерпретация	interpretace	интерпретация	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
rad	съвети	rada	съвет	N;GEN;FEM;PL;POS	N;INDF;MASC;PL
proměnné	променливи	proměnný	променлив	ADJ;NOM;MASC;PL;POS	ADJ;INDF;PL
proměnné	променливи	proměnný	променлив	ADJ;NOM;MASC;PL;POS	ADJ;INDF;PL
proměnné	променливите	proměnný	променлив	ADJ;NOM;MASC;PL;POS	ADJ;DEF;PL
chvíle	мигове	chvíle	миг	N;NOM;FEM;PL;POS	N;INDF;MASC;PL
chvíle	моменти	chvíle	момент	N;NOM;FEM;PL;POS	N;INDF;MASC;PL
lov	лов	lov	лов	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
lov	лов	lov	лов	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
statistika	статистика	statistika	статистика	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
statistika	статистиката	statistika	статистика	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
statistika	статистика	statistika	статистика	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
architekturu	архитектурата	architektura	архитектура	N;ACC;FEM;SG;POS	N;DEF;FEM;SG
architekturu	архитектура	architektura	архитектура	N;ACC;FEM;SG;POS	N;INDF;FEM;SG
šance	шанс	šance	шанс	N;NOM;FEM;SG;POS	N;INDF;MASC;SG
šance	ченс	šance	ченс	N;NOM;FEM;SG;POS	N;INDF;MASC;SG
jezdec	конник	jezdec	конник	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
jezdec	ездач	jezdec	ездач	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
jezdec	конник	jezdec	конник	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
jezdec	конника	jezdec	конника	N;ANIM;NOM;MASC;SG;POS	N;DEF;MASC;SG
bombardování	бомбардировка	bombardování	бомбардировка	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
bombardování	бомбардировка	bombardování	бомбардировка	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
bombardování	атентат	bombardování	атентат	N;NOM;NEUT;SG;POS	N;INDF;MASC;SG
kontrola	контролиране	kontrola	контролиране	N;NOM;FEM;SG;POS	N;INDF;NEUT;SG
kontrola	контрол	kontrola	контрол	N;NOM;FEM;SG;POS	N;INDF;MASC;SG
kontrola	проверка	kontrola	проверка	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
kontrola	инспекция	kontrola	инспекция	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
kontrola	проверка	kontrola	проверка	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
kontrola	проверка	kontrola	проверка	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
bere	отнема	brát	отнемам	V;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
bere	взема	brát	взема	V;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
učí	преподава	učit	преподавам	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
pas	талия	pas	талия	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
pas	кръста	pas	кръст	N;INAN;NOM;MASC;SG;POS	N;DEF;MASC;SG
pas	талията	pas	талия	N;INAN;NOM;MASC;SG;POS	N;DEF;FEM;SG
pas	паспорт	pas	паспорт	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
interview	интервю	interview	интервю	N;NEUT;POS	N;INDF;NEUT;SG
kritiku	критиката	kritika	критика	N;ACC;FEM;SG;POS	N;DEF;FEM;SG
kritiku	критика	kritika	критика	N;ACC;FEM;SG;POS	N;INDF;FEM;SG
kritiku	критика	kritika	критика	N;ACC;FEM;SG;POS	N;INDF;FEM;SG
kritiku	критиката	kritika	критика	N;ACC;FEM;SG;POS	N;DEF;FEM;SG
venuše	венера	venuše	венер	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
vdova	вдовицата	vdova	вдовица	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
vdova	вдовица	vdova	вдовица	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
mechanismus	механизъм	mechanismus	механизъм	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
nestor	нестор	nestor	нестор	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
formace	образуване	formace	образуване	N;NOM;FEM;SG;POS	N;INDF;NEUT;SG
formace	формиране	formace	формиране	N;NOM;FEM;SG;POS	N;INDF;NEUT;SG
formace	формация	formace	формация	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
finančně	финансово	finančně	финансово	ADV;POS	ADV
dospělých	възрастни	dospělý	възрастен	ADJ;ANIM;GEN;MASC;PL;POS	ADJ;INDF;PL
potomky	потомци	potomek	потомец	N;ANIM;NOM;MASC;PL;POS	N;INDF;MASC;PL
potomky	потомците	potomek	потомец	N;ANIM;NOM;MASC;PL;POS	N;DEF;MASC;PL
potomky	наследници	potomek	наследник	N;ANIM;NOM;MASC;PL;POS	N;INDF;MASC;PL
spojenectví	алианса	spojenectví	алианс	N;NOM;NEUT;SG;POS	N;DEF;MASC;SG
spojenectví	алианс	spojenectví	алианс	N;NOM;NEUT;SG;POS	N;INDF;MASC;SG
spojenectví	съюз	spojenectví	съюз	N;NOM;NEUT;SG;POS	N;INDF;MASC;SG
psi	кучета	pes	куче	N;ANIM;NOM;MASC;PL;POS	N;INDF;NEUT;PL
klient	клиент	klient	клиент	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
