yang	это	yang	это	PRO	PRO;INAN;NOM;NEUT;SG
didesain	разработано	didesain	разработать	V;SG;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
menguntungkan	выгодно	menguntungkan	выгодный	ADJ;SG	ADJ;NEUT;SG
menguntungkan	благоприятное	menguntungkan	благоприятный	ADJ;SG	ADJ;NOM;NEUT;SG
menguntungkan	благоприятная	menguntungkan	благоприятный	ADJ;SG	ADJ;NOM;FEM;SG
menguntungkan	благоприятный	menguntungkan	благоприятный	ADJ;SG	ADJ;NOM;MASC;SG
tembaga	меди	tembaga	медь	N;SG	N;INAN;GEN;FEM;SG
tembaga	коп	tembaga	коп	N;SG	N;INAN;NOM;MASC;SG
tembaga	медь	tembaga	медь	N;SG	N;INAN;NOM;FEM;SG
pengeboman	взрывы	pengeboman	взрыв	N	N;INAN;NOM;MASC;PL
pengeboman	взрывов	pengeboman	взрыв	N	N;INAN;GEN;MASC;PL
pengeboman	бомбардировки	pengeboman	бомбардировка	N	N;INAN;NOM;FEM;PL
pengeboman	взрыв	pengeboman	взрыв	N	N;INAN;NOM;MASC;SG
pengeboman	бомбардировки	pengeboman	бомбардировка	N	N;INAN;NOM;FEM;PL
mengadopsi	усыновить	menadopsi	усыновить	V;SG;ACT	V;PFV;NFIN;ACT
mengadopsi	принимает	menadopsi	принимать	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
kastil	замки	kastil	замок	N	N;INAN;NOM;MASC;PL
kastil	замок	kastil	замок	N	N;INAN;NOM;MASC;SG
sinema	кинотеатр	sinema	кинотеатр	N;SG	N;INAN;NOM;MASC;SG
sinema	кино	sinema	кино	N;SG	N;INAN;NOM;NEUT;SG
gulungan	свиток	gulungan	свиток	N;SG	N;INAN;NOM;MASC;SG
diizinkan	допускается	diizinkan	допускать	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
diizinkan	разрешено	diizinkan	разрешить	V;SG;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
diizinkan	разрешена	diizinkan	разрешить	V;SG;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
diizinkan	допускается	diizinkan	допускать	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
diizinkan	разрешено	diizinkan	разрешить	V;SG;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
pelayaran	путешествие	penlayaran	путешествие	N;SG	N;INAN;NOM;NEUT;SG
pelayaran	рейса	penlayaran	рейс	N;SG	N;INAN;GEN;MASC;SG
pelayaran	круиз	penlayaran	круиз	N;SG	N;INAN;NOM;MASC;SG
fashion	моды	fashion	мода	N	N;INAN;NOM;FEM;PL
fashion	мода	fashion	мода	N	N;INAN;NOM;FEM;SG
matang	зрелый	matang	зрелый	ADJ;SG	ADJ;NOM;MASC;SG
permulaan	начало	permulaan	начало	N;SG	N;INAN;NOM;NEUT;SG
mencintai	любить	mencintai	любить	V;SG;ACT	V;IPFV;NFIN;ACT
mencintai	любящая	mencintai	любить	V;SG;ACT	V;IPFV;NOM;FEM;SG;PRS;V.PTCP;ACT
mencintai	любящий	mencintai	любить	V;SG;ACT	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT
panah	стрелка	panah	стрелка	N;SG	N;INAN;NOM;FEM;SG
panah	стрела	panah	стрела	N;SG	N;INAN;NOM;FEM;SG
ditunjukkan	показана	ditunjukkan	показать	V;SG;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
ditunjukkan	показано	ditunjukkan	показать	V;SG;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
ditunjukkan	показан	ditunjukkan	показать	V;SG;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
arsenal	арсенал	arsenal	арсенал	N	N;INAN;NOM;MASC;SG
menghitung	граф	menhitung	граф	N;SG;ACT	N;ANIM;NOM;MASC;SG
menghitung	расчета	menhitung	расчет	N;SG;ACT	N;INAN;GEN;MASC;SG
menghitung	расчёт	menhitung	расчет	N;SG;ACT	N;INAN;NOM;MASC;SG
menghitung	расчета	menhitung	расчет	N;SG;ACT	N;INAN;GEN;MASC;SG
menghitung	расчет	menhitung	расчет	N;SG;ACT	N;INAN;NOM;MASC;SG
menghitung	подсчет	menhitung	подсчет	N;SG;ACT	N;INAN;NOM;MASC;SG
perolehan	приобретение	perolehan	приобретение	N;SG	N;INAN;NOM;NEUT;SG
kawah	кратер	kawah	кратер	N;SG	N;INAN;NOM;MASC;SG
keterampilan	умение	keterampilan	умение	N;SG	N;INAN;NOM;NEUT;SG
keterampilan	мастерство	keterampilan	мастерство	N;SG	N;INAN;NOM;NEUT;SG
ksatria	конь	ksatria	конь	N;SG	N;ANIM;NOM;MASC;SG
ksatria	рыцарь	ksatria	рыцарь	N;SG	N;ANIM;NOM;MASC;SG
koordinasi	координация	koordinasi	координация	N;SG	N;INAN;NOM;FEM;SG
koordinasi	координация	koordinasi	координация	N;SG	N;INAN;NOM;FEM;SG
dimuat	загружен	dimuat	загрузить	V;SG;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
nyaman	удобный	nyaman	удобный	ADJ;SG	ADJ;NOM;MASC;SG
nyaman	удобно	nyaman	удобный	ADJ;SG	ADJ;NEUT;SG
nyaman	удобная	nyaman	удобный	ADJ;SG	ADJ;NOM;FEM;SG
nyaman	удобное	nyaman	удобный	ADJ;SG	ADJ;NOM;NEUT;SG
nyaman	уютный	nyaman	уютный	ADJ;SG	ADJ;NOM;MASC;SG
nyaman	удобный	nyaman	удобный	ADJ;SG	ADJ;NOM;MASC;SG
nyaman	удобно	nyaman	удобный	ADJ;SG	ADJ;NEUT;SG
nyaman	удобная	nyaman	удобный	ADJ;SG	ADJ;NOM;FEM;SG
nyaman	удобный	nyaman	удобный	ADJ;SG	ADJ;NOM;MASC;SG
nyaman	удобно	nyaman	удобный	ADJ;SG	ADJ;NEUT;SG
nyaman	удобная	nyaman	удобный	ADJ;SG	ADJ;NOM;FEM;SG
nyaman	комфортно	nyaman	комфортный	ADJ;SG	ADJ;NEUT;SG
ramah	дружелюбный	ramah	дружелюбный	ADJ;SG	ADJ;NOM;MASC;SG
efisien	эффективное	efisien	эффективный	ADJ;SG	ADJ;NOM;NEUT;SG
efisien	эффективный	efisien	эффективный	ADJ;SG	ADJ;NOM;MASC;SG
efisien	эффективная	efisien	эффективный	ADJ;SG	ADJ;NOM;FEM;SG
efisien	эффективного	efisien	эффективный	ADJ;SG	ADJ;GEN;MASC;SG
ala	аля	ala	аля		
pagar	забор	pagar	забор	N;SG	N;INAN;NOM;MASC;SG
pagar	ограждение	pagar	ограждение	N;SG	N;INAN;NOM;NEUT;SG
memadai	адекватное	memadai	адекватный	ADJ;SG	ADJ;NOM;NEUT;SG
memadai	достаточное	memadai	достаточный	ADJ;SG	ADJ;NOM;NEUT;SG
dibatalkan	отменена	dibatalkan	отменить	V;SG;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
dibatalkan	отменено	dibatalkan	отменить	V;SG;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
dibatalkan	отменен	dibatalkan	отменить	V;SG;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
dibatalkan	отменена	dibatalkan	отменить	V;SG;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
dibatalkan	отменено	dibatalkan	отменить	V;SG;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
dibatalkan	отменен	dibatalkan	отменить	V;SG;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
dibatalkan	прервана	dibatalkan	прерванный	V;SG;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
terikat	привязана	terikat	привязать	V;SG;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
menembus	проникнуть	mentembus	проникнуть	V;SG;ACT	V;PFV;NFIN;ACT
koordinator	координатор	koordinator	координатор	N;SG	N;ANIM;NOM;MASC;SG
koordinator	координатора	koordinator	координатор	N;SG	N;ANIM;ACC;MASC;SG
pemisahan	разделение	penpisahan	разделение	N;SG	N;INAN;NOM;NEUT;SG
renault	рено	renault	рено	N	N;INAN;NOM;MASC;SG
perluasan	расширение	perluasan	расширение	N;SG	N;INAN;NOM;NEUT;SG
meyakinkan	убедить	menyakinkan	убедить	V;SG;ACT	V;PFV;NFIN;ACT
meyakinkan	убедила	menyakinkan	убедить	V;SG;ACT	V;PFV;FEM;IND;SG;PST;FIN;ACT
meyakinkan	убедил	menyakinkan	убедить	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
meyakinkan	заверяет	menyakinkan	заверять	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
lingkup	сфера	lingkup	сфера	N;SG	N;INAN;NOM;FEM;SG
lingkup	охват	lingkup	охват	N;SG	N;INAN;NOM;MASC;SG
mayat	труп	mayat	труп	N;SG	N;INAN;NOM;MASC;SG
mayat	труп	mayat	труп	N;SG	N;INAN;NOM;MASC;SG
kecantikan	красота	kecantikan	красота	N;SG	N;INAN;NOM;FEM;SG
pusaka	реликвия	pusaka	реликвия	N;SG	N;INAN;NOM;FEM;SG
bangkit	растущая	bangkit	расти	V;SG;ACT	V;IPFV;NOM;FEM;SG;PRS;V.PTCP;ACT
libur	праздником	libur	праздник	N;SG	N;INAN;INS;MASC;SG
libur	праздник	libur	праздник	N;SG	N;INAN;NOM;MASC;SG
libur	отдых	libur	отдых	N;SG	N;INAN;NOM;MASC;SG
pengembang	разработчик	penkembang	разработчик	N;SG	N;ANIM;NOM;MASC;SG
amal	благотворительность	amal	благотворительность	N;SG	N;INAN;NOM;FEM;SG
amal	благотворительность	amal	благотворительность	N;SG	N;INAN;NOM;FEM;SG
modifikasi	модификация	modifikasi	модификация	N;SG	N;INAN;NOM;FEM;SG
modifikasi	изменение	modifikasi	изменение	N;SG	N;INAN;NOM;NEUT;SG
modifikasi	модификация	modifikasi	модификация	N;SG	N;INAN;NOM;FEM;SG
otomotif	авто	otomotif	авто	N;SG	N;INAN;NOM;NEUT;SG
otomotif	автомобиль	otomotif	автомобиль	N;SG	N;INAN;NOM;MASC;SG
sumbangan	пожертвование	sumbangan	пожертвование	N;SG	N;INAN;NOM;NEUT;SG
perlengkapan	снаряжение	perlengkapan	снаряжение	N;SG	N;INAN;NOM;NEUT;SG
perlengkapan	аппаратура	perlengkapan	аппаратура	N;SG	N;INAN;NOM;FEM;SG
perlengkapan	оборудование	perlengkapan	оборудование	N;SG	N;INAN;NOM;NEUT;SG
perlengkapan	оборудования	perlengkapan	оборудование	N;SG	N;INAN;NOM;NEUT;SG
spesifikasi	спецификации	spesifikasi	спецификация	N	N;INAN;NOM;FEM;PL
spesifikasi	спецификация	spesifikasi	спецификация	N	N;INAN;NOM;FEM;SG
spesifikasi	спецификации	spesifikasi	спецификация	N	N;INAN;NOM;FEM;PL
spesifikasi	спецификация	spesifikasi	спецификация	N	N;INAN;NOM;FEM;SG
keunggulan	совершенство	keunggulan	совершенство	N;SG	N;INAN;NOM;NEUT;SG
keunggulan	преимущество	keunggulan	преимущество	N;SG	N;INAN;NOM;NEUT;SG
keunggulan	превосходство	keunggulan	превосходство	N;SG	N;INAN;NOM;NEUT;SG
penyelesaian	завершение	penselesaian	завершение	N;SG	N;INAN;NOM;NEUT;SG
penyelesaian	завершения	penselesaian	завершение	N;SG	N;INAN;GEN;NEUT;SG
penyelesaian	урегулирование	penselesaian	урегулирование	N;SG	N;INAN;NOM;NEUT;SG
penyelesaian	поселение	penselesaian	поселение	N;SG	N;INAN;NOM;NEUT;SG
penyelesaian	урегулирования	penselesaian	урегулирование	N;SG	N;INAN;NOM;NEUT;SG
minoritas	меньшинство	minoritas	меньшинство	N;SG	N;INAN;NOM;NEUT;SG
varietas	разнообразие	varietas	разнообразие	N;SG	N;INAN;NOM;NEUT;SG
varietas	разновидность	varietas	разновидность	N;SG	N;INAN;NOM;FEM;SG
pengepungan	осада	penkepungan	осада	N;SG	N;INAN;NOM;FEM;SG
gila	сумасшедшая	gila	сумасшедший	ADJ;SG	ADJ;NOM;FEM;SG
gila	сумасшедший	gila	сумасшедший	ADJ;SG	ADJ;NOM;MASC;SG
gila	безумная	gila	безумный	ADJ;SG	ADJ;NOM;FEM;SG
gila	бешеный	gila	бешеный	ADJ;SG	ADJ;NOM;MASC;SG
gila	безумный	gila	безумный	ADJ;SG	ADJ;NOM;MASC;SG
jambu	иерусалим	jambu	иерусаль	N;SG	N;INAN;NOM;MASC;SG
teritori	территория	teritori	территория	N;SG	N;INAN;NOM;FEM;SG
jangkauan	дальность	jangkauan	дальность	N;SG	N;INAN;NOM;FEM;SG
jangkauan	диапазон	jangkauan	диапазон	N;SG	N;INAN;NOM;MASC;SG
jangkauan	охват	jangkauan	охват	N;SG	N;INAN;NOM;MASC;SG
ideologi	идеология	ideologi	идеология	N	N;INAN;NOM;FEM;SG
ideologi	идеологии	ideologi	идеология	N	N;INAN;NOM;FEM;SG
ideologi	идеология	ideologi	идеология	N	N;INAN;NOM;FEM;SG
ideologi	идеологии	ideologi	идеология	N	N;INAN;NOM;FEM;SG
ideologi	идеологий	ideologi	идеология	N	N;INAN;GEN;FEM;PL
berkunjung	посетил	berkunjung	посетить	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
berkunjung	посетила	berkunjung	посетить	V;SG;ACT	V;PFV;FEM;IND;SG;PST;FIN;ACT
algoritma	алгоритм	algoritma	алгоритм	N;SG	N;INAN;NOM;MASC;SG
klien	клиента	klien	клиент	N;SG	N;ANIM;ACC;MASC;SG
klien	клиент	klien	клиент	N;SG	N;ANIM;NOM;MASC;SG
sponsor	спонсор	sponsor	спонсор	N;SG	N;ANIM;NOM;MASC;SG
sponsor	спонсора	sponsor	спонсор	N;SG	N;ANIM;GEN;MASC;SG
rangers	рейнджеры	rangers	рейнджер	N	N;INAN;NOM;MASC;PL
ketakutan	страх	ketakutan	страх	N;SG	N;INAN;NOM;MASC;SG
ketakutan	страха	ketakutan	страх	N;SG	N;INAN;GEN;MASC;SG
penglihatan	зрение	penlihatan	зрение	N;SG	N;INAN;NOM;NEUT;SG
penglihatan	зрение	penlihatan	зрение	N;SG	N;INAN;NOM;NEUT;SG
penglihatan	видение	penlihatan	видение	N;SG	N;INAN;NOM;NEUT;SG
penyerangan	нападение	penserangan	нападение	N;SG	N;INAN;NOM;NEUT;SG
penyerangan	атака	penserangan	атака	N;SG	N;INAN;NOM;FEM;SG
penyerangan	атаку	penserangan	атака	N;SG	N;INAN;ACC;FEM;SG
penyerangan	штурм	penserangan	штурм	N;SG	N;INAN;NOM;MASC;SG
penyerangan	нападение	penserangan	нападение	N;SG	N;INAN;NOM;NEUT;SG
penyerangan	атака	penserangan	атака	N;SG	N;INAN;NOM;FEM;SG
input	вклад	input	вклад	N	N;INAN;NOM;MASC;SG
input	ввод	input	ввод	N	N;INAN;NOM;MASC;SG
memohon	умолял	menmohon	умолять	V;SG;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
memohon	умоляю	menmohon	умолять	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
memohon	умолять	menmohon	умолять	V;SG;ACT	V;IPFV;NFIN;ACT
instruksi	инструкция	instruksi	инструкция	N;SG	N;INAN;NOM;FEM;SG
instruksi	инструкция	instruksi	инструкция	N;SG	N;INAN;NOM;FEM;SG
bekerjasama	сотрудничать	bekerjasama	сотрудничать	V;SG;ACT	V;IPFV;NFIN;ACT
inspirasi	вдохновение	inspirasi	вдохновение	N	N;INAN;NOM;NEUT;SG
pengantar	введение	penantar	введение	N;SG	N;INAN;NOM;NEUT;SG
pengantar	предисловие	penantar	предисловие	N;SG	N;INAN;NOM;NEUT;SG
pengantar	предисловие	penantar	предисловие	N;SG	N;INAN;NOM;NEUT;SG
memasak	приготовить	menpasak	приготовить	V;SG;ACT	V;PFV;NFIN;ACT
memasak	готовить	menpasak	готовить	V;SG;ACT	V;IPFV;NFIN;ACT
dikembalikan	возвращено	dikembalikan	возвратить	V;SG;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
dikembalikan	возвращено	dikembalikan	возвратить	V;SG;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
menu	меню	menu	меню	N;SG	N;INAN;NOM;NEUT;SG
menu	меню	menu	меню	N;SG	N;INAN;NOM;NEUT;SG
didapatkan	приобретенного	didapatkan	приобрести	V;SG;PASS	V;PFV;GEN;MASC;SG;PST;V.PTCP;PASS
ritus	ритуал	ritus	ритуал	N	N;INAN;NOM;MASC;SG
ritus	обряд	ritus	обряд	N	N;INAN;NOM;MASC;SG
ritus	обряды	ritus	обряд	N	N;INAN;NOM;MASC;PL
afghanistan	афганистана	afghanistan	афганистан	N;SG	N;INAN;GEN;MASC;SG
afghanistan	афганистан	afghanistan	афганистан	N;SG	N;INAN;NOM;MASC;SG
afghanistan	афганистане	afghanistan	афганистан	N;SG	N;INAN;ESS;MASC;SG
diadopsi	принято	diadopsi	принять	V;SG;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
diadopsi	принята	diadopsi	принять	V;SG;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
diadopsi	принятый	diadopsi	принять	V;SG;PASS	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
diadopsi	принят	diadopsi	принять	V;SG;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
klasemen	зачёте	klasemen	зачет	N;SG	N;INAN;ESS;MASC;SG
keseimbangan	баланс	keseimbangan	баланс	N;SG	N;INAN;NOM;MASC;SG
keseimbangan	остаток	keseimbangan	остаток	N;SG	N;INAN;NOM;MASC;SG
keseimbangan	равновесие	keseimbangan	равновесие	N;SG	N;INAN;NOM;NEUT;SG
keseimbangan	равновесие	keseimbangan	равновесие	N;SG	N;INAN;NOM;NEUT;SG
madu	мед	madu	мед	N;SG	N;INAN;NOM;MASC;SG
madu	мид	madu	мид	N;SG	N;INAN;NOM;MASC;SG
berjanji	обещаю	berjanji	обещать	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
berjanji	обещал	berjanji	обещать	V;SG;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
berjanji	пообещал	berjanji	пообещать	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
berjanji	обещала	berjanji	обещать	V;SG;ACT	V;IPFV;FEM;IND;SG;PST;FIN;ACT
hidung	нос	hidung	нос	N;SG	N;INAN;NOM;MASC;SG
hidung	носом	hidung	нос	N;SG	N;INAN;INS;MASC;SG
pelawak	комик	penlawak	комик	N	N;ANIM;NOM;MASC;SG
sabuk	ремень	sabuk	ремень	N;SG	N;INAN;NOM;MASC;SG
sabuk	пояс	sabuk	пояс	N;SG	N;INAN;NOM;MASC;SG
kartun	мультик	kartun	мультик	N;SG	N;INAN;NOM;MASC;SG
lapis	слоя	lapis	слой	N;SG;ACT	N;INAN;GEN;MASC;SG
lapis	слой	lapis	слой	N;SG;ACT	N;INAN;NOM;MASC;SG
konfigurasi	настройка	konfigurasi	настройка	N;SG	N;INAN;NOM;FEM;SG
konfigurasi	конфигурация	konfigurasi	конфигурация	N;SG	N;INAN;NOM;FEM;SG
pujian	респект	pujian	респект	N;SG	N;INAN;NOM;MASC;SG
pujian	хвала	pujian	хвал	N;SG	N;INAN;NOM;FEM;SG
pujian	комплимент	pujian	комплимент	N;SG	N;INAN;NOM;MASC;SG
pujian	комплимент	pujian	комплимент	N;SG	N;INAN;NOM;MASC;SG
pengamat	наблюдателя	pengamat	наблюдатель	N;SG	N;ANIM;ACC;MASC;SG
pengamat	наблюдатель	pengamat	наблюдатель	N;SG	N;ANIM;NOM;MASC;SG
detektif	детектив	detektif	детектив	N;SG	N;ANIM;NOM;MASC;SG
misa	массе	misa	масса	N	N;INAN;DAT;FEM;SG
misa	масса	misa	масса	N	N;INAN;NOM;FEM;SG
bendahara	казначей	bendahara	казнач	N;SG	N;ANIM;NOM;MASC;SG
lembaran	лист	lembaran	лист	N;SG	N;INAN;NOM;MASC;SG
prosesor	процессор	prosesor	процессор	N;SG	N;INAN;NOM;MASC;SG
reaktor	реактора	reaktor	реактор	N;SG	N;INAN;GEN;MASC;SG
reaktor	реактор	reaktor	реактор	N;SG	N;INAN;NOM;MASC;SG
panduan	проводник	panduan	проводник	N;SG	N;INAN;NOM;MASC;SG
panduan	гид	panduan	гид	N;SG	N;INAN;NOM;MASC;SG
panduan	руководство	panduan	руководство	N;SG	N;INAN;NOM;NEUT;SG
dibuang	изгнан	dibuang	изгнанный	V;SG;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
dibuang	удален	dibuang	удалный	V;SG;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
dibuang	удаляется	dibuang	удалять	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
dibuang	удалена	dibuang	удалить	V;SG;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
dibuang	удалено	dibuang	удалить	V;SG;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
menjamin	гарантировать	menjamin	гарантировать	V;SG;ACT	V;IPFV;NFIN;ACT
ikon	иконки	ikon	иконка	N	N;INAN;NOM;FEM;PL
ikon	значки	ikon	значок	N	N;INAN;NOM;MASC;PL
ikon	значок	ikon	значок	N	N;INAN;NOM;MASC;SG
nol	зеро	nol	зеро		
teleskop	телескопа	teleskop	телескоп	N;SG	N;INAN;GEN;MASC;SG
teleskop	телескоп	teleskop	телескоп	N;SG	N;INAN;NOM;MASC;SG
meridian	меридиан	menridian	меридиан	N;SG	N;INAN;NOM;MASC;SG
rokok	сигарета	rokok	сигарета	N;SG	N;INAN;NOM;FEM;SG
rokok	сигарету	rokok	сигарета	N;SG	N;INAN;ACC;FEM;SG
duet	дуэт	duet	дуэт	N	N;INAN;NOM;MASC;SG
deskripsi	описание	deskripsi	описание	N;SG	N;INAN;NOM;NEUT;SG
mendominasi	доминирующим	mendominasi	доминировать	V;SG;ACT	V;IPFV;INS;MASC;SG;PRS;V.PTCP;ACT
mendominasi	доминировать	mendominasi	доминировать	V;SG;ACT	V;IPFV;NFIN;ACT
menutupi	охватывающий	mentutupi	охватывать	V;SG;ACT	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT
penyiar	диктор	pennyiar	диктор	N;SG	N;ANIM;NOM;MASC;SG
penyiar	телеведущий	pennyiar	телеведущий	N;SG	N;ANIM;NOM;MASC;SG
lintang	широты	lintang	широта	N	N;INAN;NOM;FEM;PL
lintang	широтах	lintang	широта	N	N;INAN;ESS;FEM;PL
lambung	халл	lambung	халл	N;SG	N;ANIM;NOM;MASC;SG
lambung	корпус	lambung	корпус	N;SG	N;INAN;NOM;MASC;SG
lambung	живот	lambung	живот	N;SG	N;INAN;NOM;MASC;SG
lambung	желудок	lambung	желудок	N;SG	N;INAN;NOM;MASC;SG
dokumentasi	документация	dokumentasi	документация	N;SG	N;INAN;NOM;FEM;SG
kerbau	буффало	kerbau	буффало	N	N;INAN;NOM;MASC;SG
pencari	искатель	pencari	искатель	N;SG	N;ANIM;NOM;MASC;SG
pengangkatan	восторг	penangkatan	восторг	N;SG	N;INAN;NOM;MASC;SG
pistol	пистолеты	pistol	пистолет	N	N;INAN;NOM;MASC;PL
pistol	пистолет	pistol	пистолет	N	N;INAN;NOM;MASC;SG
pistol	пистолет	pistol	пистолет	N	N;INAN;NOM;MASC;SG
pistol	пушка	pistol	пушка	N	N;INAN;NOM;FEM;SG
pistol	оружие	pistol	оружие	N	N;INAN;NOM;NEUT;SG
pistol	ствол	pistol	ствол	N	N;INAN;NOM;MASC;SG
pengawal	стража	penawal	страж	N;SG	N;INAN;NOM;FEM;SG
pengawal	телохранитель	penawal	телохранитель	N;SG	N;ANIM;NOM;MASC;SG
pengawal	гвардия	penawal	гвардия	N;SG	N;INAN;NOM;FEM;SG
pengawal	охрана	penawal	охрана	N;SG	N;INAN;NOM;FEM;SG
pengawal	охранник	penawal	охранник	N;SG	N;ANIM;NOM;MASC;SG
menyarankan	предложил	mensarankan	предложить	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
menyarankan	рекомендует	mensarankan	рекомендовать	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
menyarankan	предложить	mensarankan	предложить	V;SG;ACT	V;PFV;NFIN;ACT
menyarankan	предлагать	mensarankan	предлагать	V;SG;ACT	V;IPFV;NFIN;ACT
menyarankan	рекомендовать	mensarankan	рекомендовать	V;SG;ACT	V;IPFV;NFIN;ACT
menyarankan	предлагает	mensarankan	предлагать	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
menyarankan	рекомендую	mensarankan	рекомендая	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
menyarankan	рекомендовать	mensarankan	рекомендовать	V;SG;ACT	V;IPFV;NFIN;ACT
menyarankan	порекомендовать	mensarankan	рекомендовать	V;SG;ACT	V;PFV;NFIN;ACT
menyarankan	предлагаешь	mensarankan	предлагать	V;SG;ACT	V;IPFV;IND;SG;2;PRS;FIN;ACT
mendengarkan	слушал	mendengarkan	слушать	V;SG;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
mendengarkan	послушал	mendengarkan	послушать	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
mendengarkan	слушала	mendengarkan	слушать	V;SG;ACT	V;IPFV;FEM;IND;SG;PST;FIN;ACT
mendengarkan	слушаю	mendengarkan	слушать	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
mendengarkan	слушать	mendengarkan	слушать	V;SG;ACT	V;IPFV;NFIN;ACT
mendengarkan	слушает	mendengarkan	слушать	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
mendengarkan	послушай	mendengarkan	послушать	V;SG;ACT	V;PFV;IMP;SG;2;FIN;ACT
cari	искать	cari	искать	V;SG;ACT	V;IPFV;NFIN;ACT
cari	найди	cari	найти	V;SG;ACT	V;PFV;IMP;SG;2;FIN;ACT
cari	найти	cari	найти	V;SG;ACT	V;PFV;NFIN;ACT
prize	премия	prize	премия	N	N;INAN;NOM;FEM;SG
prize	приз	prize	приз	N	N;INAN;NOM;MASC;SG
sampel	образец	sampel	образец	N;SG	N;INAN;NOM;MASC;SG
sampel	выборка	sampel	выборка	N;SG	N;INAN;NOM;FEM;SG
dugaan	гипотеза	dugaan	гипотеза	N;SG	N;INAN;NOM;FEM;SG
dugaan	предположение	dugaan	предположение	N;SG	N;INAN;NOM;NEUT;SG
entri	въезд	entri	въезд	N;SG	N;INAN;NOM;MASC;SG
entri	въезда	entri	въезд	N;SG	N;INAN;GEN;MASC;SG
bertepatan	совпало	bertepatan	совпасть	V;SG;ACT	V;PFV;NEUT;IND;SG;PST;FIN;ACT
veteran	ветеран	veteran	ветеран	N	N;ANIM;NOM;MASC;SG
veteran	ветеранов	veteran	ветеран	N	N;ANIM;GEN;MASC;PL
koneksi	связь	koneksi	связь	N;SG	N;INAN;NOM;FEM;SG
koneksi	подключение	koneksi	подключение	N;SG	N;INAN;NOM;NEUT;SG
koneksi	соединение	koneksi	соединение	N;SG	N;INAN;NOM;NEUT;SG
dapur	кухни	dapur	кухня	N	N;INAN;NOM;FEM;PL
dapur	кухне	dapur	кухня	N	N;INAN;DAT;FEM;SG
dapur	кухня	dapur	кухня	N	N;INAN;NOM;FEM;SG
dapur	кухни	dapur	кухня	N	N;INAN;NOM;FEM;PL
meledak	лопнул	menledak	лопаться	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
kubah	купол	kubah	купол	N	N;INAN;NOM;MASC;SG
kubah	купола	kubah	купол	N	N;INAN;NOM;MASC;PL
