võtmine	braní	võtmine	braní	N;NOM;SG	N;NOM;NEUT;SG;POS
võidetud	poraženi	võidetud	poražený	ADJ;PST;V.PTCP;PASS	ADJ;ANIM;MASC;PL;POS;V.PTCP;PASS
mõjukas	vlivný	mõjukas	vlivný	ADJ;NOM;SG	ADJ;ANIM;NOM;MASC;SG;POS
illustraator	ilustrátor	illustraator	ilustrátor	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
kaisa	kaisa	kaisa	kaisa	N;NOM;SG	N;NOM;FEM;SG;POS
harta	listina	hartma	listina	N;NOM;SG	N;NOM;FEM;SG;POS
harta	charta	hartma	charta	N;NOM;SG	N;NOM;FEM;SG;POS
ursula	uršula	ursula	uršovat	N;NOM;SG	N;NOM;FEM;SG;POS
nõudmised	žádosti	nõudmine	žádost	N;NOM;PL	N;NOM;FEM;PL;POS
nõudmised	požadavky	nõudmine	požadavek	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
kriteeriumid	kritéria	kriteerium	kritérium	N;NOM;PL	N;NOM;NEUT;PL;POS
kriteeriumid	kritérií	kriteerium	kritérium	N;NOM;PL	N;NOM;NEUT;PL;POS
allkiri	podpis	all_kiri	podpis	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
maas	dolů	maas	dolů	ADV	ADV
ten	desítka	ten	desítka	N;NOM;SG	N;NOM;FEM;SG;POS
otsustav	rozhodná	otsustav	rozhodný	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;NOM;FEM;SG;POS
otsustav	rozhodný	otsustav	rozhodný	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;INAN;NOM;MASC;SG;POS
otsustav	rozhodné	otsustav	rozhodný	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;NOM;NEUT;SG;POS
otsustav	rozhodující	otsustav	rozhodující	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
palub	žádá	paluma	žádat	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
mainis	zmínil	mainima	zmínit	V;IND;SG;3;PST;FIN;ACT	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
meteoroloogia	meteorologie	meteoroloogia	meteorologie	N;NOM;SG	N;NOM;FEM;SG;POS
stepan	stepan	stepan	stepaný	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
demokraadid	demokraté	demo_kraat	demokrat	N;NOM;PL	N;ANIM;NOM;MASC;PL;POS
näljahäda	hladomor	nälja_häda	hladomor	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
motiivid	motivy	motiiv	motiv	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
motiivid	motivy	motiiv	motiv	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
vastuvõetud	přijaté	vastu_võetud	přijatý	ADJ;PST;V.PTCP;PASS	ADJ;NOM;NEUT;PL;POS
vastuvõetud	přijato	vastu_võetud	přijatý	ADJ;PST;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
vastuvõetud	přijatá	vastu_võetud	přijatý	ADJ;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS
vastuvõetud	přijat	vastu_võetud	přijatý	ADJ;PST;V.PTCP;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
vastuvõetud	přijata	vastu_võetud	přijatý	ADJ;PST;V.PTCP;PASS	ADJ;POS;V.PTCP;PASS
vastuvõetud	přijato	vastu_võetud	přijatý	ADJ;PST;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
vastuvõetud	přijata	vastu_võetud	přijatý	ADJ;PST;V.PTCP;PASS	ADJ;POS;V.PTCP;PASS
vastuvõetud	přijat	vastu_võetud	přijatý	ADJ;PST;V.PTCP;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
vastuvõetud	přijatá	vastu_võetud	přijatý	ADJ;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS
xxiii	xxiii	xxiii	xxiii	N;NOM;SG	N;NOM;FEM;SG;POS
krooniline	chronická	krooniline	chronický	ADJ;NOM;SG	ADJ;NOM;FEM;SG;POS
krooniline	chronické	krooniline	chronický	ADJ;NOM;SG	ADJ;NOM;NEUT;SG;POS
kraater	kráter	kraater	kráter	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
leibkonna	domácnost	leibkond	domácnost	N;NOM;SG	N;NOM;FEM;SG;POS
kauge	vzdálený	kauge	vzdálený	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG;POS
kauge	vzdálená	kauge	vzdálený	ADJ;NOM;SG	ADJ;NOM;FEM;SG;POS
kauge	vzdálené	kauge	vzdálený	ADJ;NOM;SG	ADJ;NOM;NEUT;SG;POS
istus	seděl	istuma	sedět	V;IND;SG;3;PST;FIN;ACT	V;MASC;SG;POS;PST;V.PTCP;ACT
claudio	claudio	claudio	claudio	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
ajakirjad	deníky	aja_kiri	deník	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
ajakirjad	časopisy	aja_kiri	časopis	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
ajakirjad	časopisy	aja_kiri	časopis	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
nähtamatu	neviditelné	nähtamatu	viditelný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG;NEG
nähtamatu	neviditelná	nähtamatu	viditelný	ADJ;NOM;SG	ADJ;NOM;FEM;SG;NEG
nähtamatu	neviditelný	nähtamatu	viditelný	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG;NEG
nähtamatu	neviditelné	nähtamatu	viditelný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG;NEG
haamer	kladivo	haamer	kladivo	N;NOM;SG	N;NOM;NEUT;SG;POS
piip	potrubí	piip	potrubí	N;NOM;SG	N;NOM;NEUT;SG;POS
piip	trubka	piip	trubka	N;NOM;SG	N;NOM;FEM;SG;POS
vastuolud	nesrovnalosti	vastu_olu	nesrovnalost	N;NOM;PL	N;NOM;FEM;PL;POS
tõstmine	zvyšování	tõstmine	zvyšování	N;NOM;SG	N;NOM;NEUT;SG;POS
tõstmine	zvedání	tõstmine	zvedání	N;NOM;SG	N;NOM;NEUT;SG;POS
kümnes	desáté	kümnes	desátý	ADJ;NOM;SG	ADJ;NOM;MASC;SG
kümnes	desátý	kümnes	desátý	ADJ;NOM;SG	ADJ;ANIM;NOM;MASC;SG
täiustatud	pokročilý	täiusta=tud	pokročilý	ADJ;PST;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS
täiustatud	vyspělá	täiusta=tud	vyspělý	ADJ;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS
täiustatud	pokročilé	täiusta=tud	pokročilý	ADJ;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS
täiustatud	pokročilá	täiusta=tud	pokročilý	ADJ;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS
zeusi	zeus	zeus	zeus	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
ajad	časy	aeg	čas	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
marine	mariňák	marine	mariňák	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
agentuur	agentura	agentuur	agentura	N;NOM;SG	N;NOM;FEM;SG;POS
entomoloog	entomolog	entomoloog	entomolog	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
kuulis	slyšel	kuulma	slyšet	V;IND;SG;3;PST;FIN;ACT	V;MASC;SG;POS;PST;V.PTCP;ACT
mesopotaamia	mezopotámie	mesopotaamia	mezopotámie	N;NOM;SG	N;NOM;FEM;SG;POS
tuuleveski	mlýn	tuule_veski	mlýn	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
prima	prima	prima	prima	N;NOM;SG	N;NOM;FEM;SG;POS
peegeldab	odráží	peegeldama	odrážet	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
natura	natura	natura	natura	N;NOM;SG	N;NOM;FEM;SG;POS
blackberry	blackberry	blackberry	blackberr	N;NOM;SG	N;NOM;FEM;SG;POS
nõid	čarodějnice	nõid	čarodějnice	N;NOM;SG	N;NOM;FEM;SG;POS
nõid	čarodějka	nõid	čarodějka	N;NOM;SG	N;NOM;FEM;SG;POS
maandus	přistálo	maanduma	přistát	V;IND;SG;3;PST;FIN;ACT	V;NEUT;SG;POS;PST;V.PTCP;ACT
maandus	přistál	maanduma	přistát	V;IND;SG;3;PST;FIN;ACT	V;MASC;SG;POS;PST;V.PTCP;ACT
steel	ocel	steel	ocel	N;NOM;SG	N;NOM;FEM;SG;POS
isabella	isabella	isa_bella	isabella	N;NOM;SG	N;NOM;FEM;SG;POS
mozilla	mozilla	mozilla	mozilla	N;NOM;SG	N;NOM;FEM;SG;POS
saavutab	dosahuje	saavutama	dosahovat	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
teatab	oznamuje	teatama	oznamovat	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
teatab	prohlašuje	teatama	prohlašovat	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
eurooplaste	evropanů	eurooplane	evropan	N;GEN;PL	N;ANIM;GEN;MASC;PL;POS
kohtunud	potkal	kohtuma	potkat	V;PST;V.PTCP;ACT	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
mürk	jed	mürk	jed	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
mürk	jed	mürk	jed	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
emilie	emilie	emili	emilie	N;NOM;SG	N;NOM;FEM;SG;POS
igavesti	navždy	igavesti	navždy	ADV	ADV
unustatud	zapomenuto	unustatud	zapomenutý	ADJ;PST;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
unustatud	zapomenuté	unustatud	zapomenutý	ADJ;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS
reform	reforma	reform	reforma	N;NOM;SG	N;NOM;FEM;SG;POS
tseremoonia	ceremoniál	tseremoonia	ceremoniál	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
tseremoonia	obřad	tseremoonia	obřad	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
tõlk	tlumočník	tõlk	tlumočník	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
tõlk	překladatel	tõlk	překladatel	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
tõlk	tlumočník	tõlk	tlumočník	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
raadius	poloměr	raadius	poloměr	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
antonius	antonius	antonius	antonius	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
kesklinn	centrum	kesk_linn	centrum	N;NOM;SG	N;NOM;NEUT;SG;POS
murdis	zlomil	murdma	zlomit	V;IND;SG;3;PST;FIN;ACT	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
muudatus	dodatek	muudatus	dodatek	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
muudatus	změna	muudatus	změna	N;NOM;SG	N;NOM;FEM;SG;POS
nõrgad	slabé	nõrk	slabý	ADJ;NOM;PL	ADJ;NOM;MASC;PL;POS
einstein	einstein	einstein	einstein	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
ice	led	ice	led	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
kann	džbán	kann	džbán	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
juur	root	juur	root	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
juur	kořen	juur	kořen	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
tundlik	citlivé	tundlik	citlivý	ADJ;NOM;SG	ADJ;NOM;NEUT;SG;POS
tundlik	citlivý	tundlik	citlivý	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG;POS
tundlik	citlivá	tundlik	citlivý	ADJ;NOM;SG	ADJ;NOM;FEM;SG;POS
diplomaatia	diplomacie	diplomaatia	diplomacie	N;NOM;SG	N;NOM;FEM;SG;POS
väärib	zaslouží	väärima	zasloužit	V;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN;ACT
tõhus	účinné	tõhus	účinný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG;POS
tõhus	efektivní	tõhus	efektivní	ADJ;NOM;SG	ADJ;NOM;MASC;SG;POS
tõhus	účinná	tõhus	účinný	ADJ;NOM;SG	ADJ;NOM;FEM;SG;POS
tõhus	účinné	tõhus	účinný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG;POS
tõhus	efektivní	tõhus	efektivní	ADJ;NOM;SG	ADJ;NOM;MASC;SG;POS
tõhus	účinný	tõhus	účinný	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG;POS
kalduvus	sklon	kalduvus	sklon	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
kalduvus	sklon	kalduvus	sklon	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
kalduvus	tendence	kalduvus	tendence	N;NOM;SG	N;NOM;FEM;SG;POS
täiendav	dodatečná	täiendav	dodatečný	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;NOM;FEM;SG;POS
täiendav	dodatečné	täiendav	dodatečný	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;NOM;NEUT;SG;POS
täiendav	doplňková	täiendav	doplňkový	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;NOM;FEM;SG;POS
täiendav	doplňková	täiendav	doplňkový	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;NOM;FEM;SG;POS
täiendav	doplňkové	täiendav	doplňkový	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;NOM;NEUT;SG;POS
täiendav	doplňkový	täiendav	doplňkový	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;INAN;NOM;MASC;SG;POS
täiendav	doplňující	täiendav	doplňující	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
värvitud	barvené	värvi=tud	barvený	ADJ;PST;V.PTCP;PASS	ADJ;NOM;MASC;PL;POS
ertshertsog	arcivévoda	ertshertsog	arcivévoda	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
tööriist	nástroj	töö_riist	nástroj	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
tööriist	nářadí	töö_riist	nářadí	N;NOM;SG	N;NOM;NEUT;SG;POS
rikutud	zkažená	rikkuma	zkažený	ADJ;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS
rikutud	poškozen	rikkuma	poškozený	ADJ;PST;V.PTCP;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
rikutud	zničeno	rikkuma	zničený	ADJ;PST;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
rikutud	zničené	rikkuma	zničený	ADJ;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS
rikutud	zkažená	rikkuma	zkažený	ADJ;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS
hüppas	skočil	hüppama	skočit	V;IND;SG;3;PST;FIN;ACT	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
hüppas	vyskočil	hüppama	vyskočit	V;IND;SG;3;PST;FIN;ACT	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
edit	úprava	edit	úprava	N;NOM;SG	N;NOM;FEM;SG;POS
reageerivad	zareagovat	reageerima	zareagovat	V;IND;PL;3;PRS;FIN;ACT	V;PFV;POS;NFIN
reageerivad	reagovat	reageerima	reagovat	V;IND;PL;3;PRS;FIN;ACT	V;IPFV;POS;NFIN
vaenlased	nepřátelé	vaenlane	nepřítel	N;NOM;PL	N;ANIM;NOM;MASC;PL;POS
khan	chán	khan	chán	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
terra	terra	terra	terr	N;NOM;SG	N;NOM;FEM;SG;POS
doc	doc	doc	docent	N;SG	N;ANIM;MASC;POS
eeldus	předpoklad	eeldus	předpoklad	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
eeldus	domněnka	eeldus	domněnka	N;NOM;SG	N;NOM;FEM;SG;POS
eeldus	předpoklad	eeldus	předpoklad	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
kandidaadid	uchazeči	kandidaat	uchazeč	N;NOM;PL	N;ANIM;NOM;MASC;PL;POS
kandidaadid	zájemci	kandidaat	zájemce	N;NOM;PL	N;ANIM;NOM;MASC;PL;POS
kandidaadid	kandidáti	kandidaat	kandidát	N;NOM;PL	N;ANIM;NOM;MASC;PL;POS
césar	cesar	césar	cesar	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
césar	césar	césar	césar	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
teras	ocel	tera	ocel	N;NOM;SG	N;NOM;FEM;SG;POS
nool	šíp	nool	šíp	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
nool	šipka	nool	šipka	N;NOM;SG	N;NOM;FEM;SG;POS
veronika	veronika	veronika	veronika	N;NOM;SG	N;NOM;FEM;SG;POS
tasand	level	tasand	levet	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
tasand	úrovně	tasand	úroveň	N;NOM;SG	N;NOM;FEM;SG;POS
tasand	úroveň	tasand	úroveň	N;NOM;SG	N;NOM;FEM;SG;POS
tasand	hladina	tasand	hladina	N;NOM;SG	N;NOM;FEM;SG;POS
eeskiri	předpis	ees_kiri	předpis	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
eeskiri	regulace	ees_kiri	regulace	N;NOM;SG	N;NOM;FEM;SG;POS
eeskiri	nařízení	ees_kiri	nařízení	N;NOM;SG	N;NOM;NEUT;SG;POS
eeskiri	pravidlo	ees_kiri	pravidlo	N;NOM;SG	N;NOM;NEUT;SG;POS
detailid	podrobnosti	detail	podrobnost	N;NOM;PL	N;NOM;FEM;PL;POS
detailid	detaily	detail	detail	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
unikaalne	jedinečný	unikaalne	jedinečný	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG;POS
unikaalne	unikátní	unikaalne	unikátní	ADJ;NOM;SG	ADJ;NOM;MASC;SG;POS
unikaalne	jedinečná	unikaalne	jedinečný	ADJ;NOM;SG	ADJ;NOM;FEM;SG;POS
unikaalne	jedinečné	unikaalne	jedinečný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG;POS
bluetooth	bluetooth	bluetoot	bluetooth	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
järsk	strmé	järsk	strmý	ADJ;NOM;SG	ADJ;NOM;NEUT;SG;POS
pomm	bomba	pomm	bomba	N;NOM;SG	N;NOM;FEM;SG;POS
automaatne	automatický	automaatne	automatický	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG;POS
automaatne	automatické	automaatne	automatický	ADJ;NOM;SG	ADJ;NOM;NEUT;SG;POS
automaatne	automatická	automaatne	automatický	ADJ;NOM;SG	ADJ;NOM;FEM;SG;POS
automaatne	automatický	automaatne	automatický	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG;POS
automaatne	automatické	automaatne	automatický	ADJ;NOM;SG	ADJ;NOM;NEUT;SG;POS
automaatne	automatická	automaatne	automatický	ADJ;NOM;SG	ADJ;NOM;FEM;SG;POS
tagama	zajistit	tagama	zajistit	V;IN+ALL;V.CVB;ACT	V;PFV;POS;NFIN
pseudonüüm	pseudonym	pseudonüüm	pseudonym	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
loomaarst	veterinář	loomaar	veterinář	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
loomaarst	veterinář	loomaar	veterinář	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
parandamine	zlepšení	parandamine	zlepšení	N;NOM;SG	N;NOM;NEUT;SG;POS
parandamine	zlepšování	parandamine	zlepšování	N;NOM;SG	N;NOM;NEUT;SG;POS
parandamine	oprava	parandamine	oprava	N;NOM;SG	N;NOM;FEM;SG;POS
parandamine	oprava	parandamine	oprava	N;NOM;SG	N;NOM;FEM;SG;POS
parandamine	korekce	parandamine	korekce	N;NOM;SG	N;NOM;FEM;SG;POS
parandamine	zlepšení	parandamine	zlepšení	N;NOM;SG	N;NOM;NEUT;SG;POS
parandamine	vylepšení	parandamine	vylepšení	N;NOM;SG	N;NOM;NEUT;SG;POS
parandamine	zlepšování	parandamine	zlepšování	N;NOM;SG	N;NOM;NEUT;SG;POS
eile	včera	eile	včera	ADV	ADV
hella	hella	hell	hella	N;NOM;SG	N;NOM;FEM;SG;POS
volta	volta	volta	volta	N;NOM;SG	N;NOM;FEM;SG;POS
tagumine	zadní	tagumine	zadní	ADJ;NOM;SG	ADJ;NOM;MASC;SG;POS
rikkumine	porušení	rikkumine	porušení	N;NOM;SG	N;NOM;NEUT;SG;POS
rikkumine	porušování	rikkumine	porušování	N;NOM;SG	N;NOM;NEUT;SG;POS
lamp	světlomet	lamp	světlomet	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
lamp	svítilna	lamp	svítilna	N;NOM;SG	N;NOM;FEM;SG;POS
lamp	lampa	lamp	lampa	N;NOM;SG	N;NOM;FEM;SG;POS
võistleja	účastník	võistleja	účastník	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
võistleja	uchazeč	võistleja	uchazeč	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
lint	kazeta	lint	kazeta	N;NOM;SG	N;NOM;FEM;SG;POS
lint	páska	lint	páska	N;NOM;SG	N;NOM;FEM;SG;POS
sissepääs	vchod	sisse_pääs	vchod	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
sissepääs	vstup	sisse_pääs	vstup	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
vilistlased	absolventi	vilistlane	absolvent	N;NOM;PL	N;ANIM;NOM;MASC;PL;POS
philips	philips	philips	philips	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
preestrid	kněží	preester	kněz	N;NOM;PL	N;ANIM;NOM;MASC;PL;POS
jälgimine	sledování	jälgimine	sledování	N;NOM;SG	N;NOM;NEUT;SG;POS
jälgimine	sledování	jälgimine	sledování	N;NOM;SG	N;NOM;NEUT;SG;POS
jälgimine	monitorování	jälgimine	monitorování	N;NOM;SG	N;NOM;NEUT;SG;POS
väärtuslik	cenný	väärtuslik	cenný	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG;POS
väärtuslik	cenná	väärtuslik	cenný	ADJ;NOM;SG	ADJ;NOM;FEM;SG;POS
ebaselge	nejasný	eba_selg	jasný	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG;NEG
ebaselge	nejasná	eba_selg	jasný	ADJ;NOM;SG	ADJ;NOM;FEM;SG;NEG
ebaselge	nejasné	eba_selg	jasný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG;NEG
konkurents	soutěž	konkurents	soutěž	N;NOM;SG	N;NOM;FEM;SG;POS
konkurents	konkurence	konkurents	konkurence	N;NOM;SG	N;NOM;FEM;SG;POS
kurjategija	zločinec	kurja_tegija	zločinec	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
kurjategija	kriminálník	kurja_tegija	kriminálník	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
kurjategija	zločinec	kurja_tegija	zločinec	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
kurjategija	pachatel	kurja_tegija	pachatel	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
teemant	diamant	teema	diamant	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
laava	láva	laav	láva	N;NOM;SG	N;NOM;FEM;SG;POS
kaitsjad	obránci	kaitsja	obránce	N;NOM;PL	N;ANIM;NOM;MASC;PL;POS
kaitsjad	obhájci	kaitsja	obhájce	N;NOM;PL	N;ANIM;NOM;MASC;PL;POS
kaitsjad	ochránci	kaitsja	ochránce	N;NOM;PL	N;ANIM;NOM;MASC;PL;POS
kaitsjad	chrániče	kaitsja	chránič	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
kaitsjad	strážci	kaitsja	strážce	N;NOM;PL	N;ANIM;NOM;MASC;PL;POS
argumendid	argumenty	argument	argument	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
asjaolud	okolnosti	asja_olu	okolnost	N;NOM;PL	N;NOM;FEM;PL;POS
asjaolud	okolnosti	asja_olu	okolnost	N;NOM;PL	N;NOM;FEM;PL;POS
türklased	turci	türklane	turce	N;NOM;PL	N;ANIM;NOM;MASC;PL;POS
vask	měď	vask	měď	N;NOM;SG	N;NOM;FEM;SG;POS
vask	mědi	vask	měď	N;NOM;SG	N;NOM;FEM;SG;POS
unistus	sen	unistus	sen	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
järeldus	závěr	järeldus	závěr	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
konsultant	konzultant	konsultant	konzultant	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
konsultant	poradce	konsultant	poradce	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
konstruktsioon	stavebnictví	konstruktsioon	stavebnictví	N;NOM;SG	N;NOM;NEUT;SG;POS
konstruktsioon	výstavba	konstruktsioon	výstavba	N;NOM;SG	N;NOM;FEM;SG;POS
konstruktsioon	stavba	konstruktsioon	stavba	N;NOM;SG	N;NOM;FEM;SG;POS
konstruktsioon	konstrukce	konstruktsioon	konstrukce	N;NOM;SG	N;NOM;FEM;SG;POS
inglased	angličané	inglane	angličan	N;NOM;PL	N;ANIM;NOM;MASC;PL;POS
vaikselt	tiše	vaikselt	tiše	ADV	ADV;POS
vaikselt	potichu	vaikselt	potichu	ADV	ADV
vaikselt	tiše	vaikselt	tiše	ADV	ADV;POS
soovitab	doporučuje	soovitama	doporučovat	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
soovitab	navrhuje	soovitama	navrhovat	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
soovitab	naznačuje	soovitama	naznačovat	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
platoo	plošina	platoo	plošina	N;NOM;SG	N;NOM;FEM;SG;POS
lambert	lambert	lambert	lambert	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
seinad	hradby	sein	hradba	N;NOM;PL	N;NOM;FEM;PL;POS
seinad	stěny	sein	stěna	N;NOM;PL	N;NOM;FEM;PL;POS
seinad	zdi	sein	zeď	N;NOM;PL	N;NOM;FEM;PL;POS
uss	červ	uss	červ	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
ümmargune	kulatá	ümmargune	kulatý	ADJ;NOM;SG	ADJ;NOM;FEM;SG;POS
ümmargune	kulatý	ümmargune	kulatý	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG;POS
ravida	vyléčit	ravima	vyléčit	V;NFIN	V;PFV;POS;NFIN
taktika	taktika	taktika	taktika	N;NOM;SG	N;NOM;FEM;SG;POS
taktika	taktika	taktika	taktika	N;NOM;SG	N;NOM;FEM;SG;POS
amadeus	amadeus	amadeus	amadeus	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
teenus	služba	teenus	služba	N;NOM;SG	N;NOM;FEM;SG;POS
teenus	servis	teenus	servis	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
teenus	obsluha	teenus	obsluha	N;NOM;SG	N;NOM;FEM;SG;POS
