категория	kategória	категория	kategória	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
туризм	ruchu	туризм	rucho	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
рассказал	povedal	рассказать	povedať	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
родственников	príbuzných	родственник	príbuzný	N;ANIM;GEN;MASC;PL	N;ANIM;GEN;MASC;PL
итого	spolu	итого	spolu	ADV	ADV
итого	celkom	итого	celkom	ADV	ADV
итого	celkovo	итого	celkovo	ADV	ADV
кухня	kuchyňa	кухня	kuchyňa	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
кухня	kuchyňa	кухня	kuchyňa	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
ограничение	obmedzenie	ограничение	obmedzenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
ограничение	obmedzovanie	ограничение	obmedzovanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
ограничение	obmedzenie	ограничение	obmedzenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
ограничение	obmedzenie	ограничение	obmedzenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
ограничение	limit	ограничение	limit	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
натрия	sodík	натрий	sodík	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
натрия	sodíka	натрий	sodík	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
найдено	našiel	найти	nájsť	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
найдено	našlo	найти	nájsť	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PFV;NEUT;SG;POS;PST;V.PTCP
протест	protest	протест	protest	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
отмены	zdvíhanie	отмена	zdvíhanie	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
плоды	plody	плод	plod	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL
плоды	ovocie	плод	ovocie	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
плоды	plody	плод	plod	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL
плоды	ovocie	плод	ovocie	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
оскорбления	urážky	оскорбление	urážka	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
популярный	populárny	популярный	populárny	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG
популярный	obľúbené	популярный	obľúbený	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
популярный	populárna	популярный	populárny	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
вечера	večery	вечер	večer	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL
подтвердить	potvrdiť	подтвердить	potvrdiť	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
подтвердить	overte	подтвердить	overiť	V;PFV;NFIN;ACT	V;PFV;IMP;PL;2;POS;FIN
подтвердить	overiť	подтвердить	overiť	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
пользователь	užívateľ	пользователь	užívateľ	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
пользователь	používateľ	пользователь	používateľ	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
миссис	pani	миссис	pani	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
частицы	čiastočky	частица	čiastoček	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
частицы	častice	частица	častica	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
частицы	častice	частица	častica	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
частицы	častice	частица	častica	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
электронный	elektronický	электронный	elektronický	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG
электронный	elektronická	электронный	elektronický	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
электронный	elektronické	электронный	elektronický	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
волн	vĺn	волна	vĺn	N;INAN;GEN;FEM;PL	N;GEN;FEM;PL
контакт	kontakt	контакт	kontakt	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
работники	zamestnanci	работник	zamestnanec	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
работники	robotníci	работник	robotník	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
работники	pracovníci	работник	pracovník	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
кеннеди	kennedy	кеннедь	kennedy	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
возрождение	znovuzrodenie	возрождение	znovuzrodenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
фактор	faktor	фактор	faktor	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
вещания	vysielania	вещание	vysielanie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL
кэтрин	katherine	кэтрин	katherina	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
кэтрин	katarína	кэтрин	katarín	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
кэтрин	catherine	кэтрин	catherina	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
концентрации	koncentrácie	концентрация	koncentrácia	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
концентрации	koncentrácie	концентрация	koncentrácia	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
ведение	zachovanie	ведение	zachovanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
ведение	údržba	ведение	údržba	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
ведение	udržiavanie	ведение	udržiavanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
смена	posun	смена	posun	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
механизмы	mechanizmy	механизм	mechanizmus	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL
попробовать	vyskúšať	пробовать	vyskúšať	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
попробовать	skúsiť	пробовать	skúsiť	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
попробовать	skúste	пробовать	skúsiť	V;PFV;NFIN;ACT	V;PFV;IMP;PL;2;POS;FIN
попробовать	vyskúšajte	пробовать	vyskúšať	V;PFV;NFIN;ACT	V;PFV;IMP;PL;2;POS;FIN
эвакуации	evakuácia	эвакуация	evakuácia	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
окно	okna	окно	okno	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
окно	okienko	окно	okienko	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
окно	okne	окно	okno	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
окно	okno	окно	okno	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
изменил	zmenilo	изменить	zmeniť	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;NEUT;SG;POS;PST;V.PTCP
изменил	zmenil	изменить	zmeniť	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
изменил	zmenila	изменить	zmeniť	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
сокращения	skratky	сокращение	skratok	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
сражался	bojovala	сражаться	bojovať	V;IPFV;MASC;IND;SG;PST;FIN;MID	V;IPFV;FEM;SG;POS;PST;V.PTCP
сражался	bojoval	сражаться	bojovať	V;IPFV;MASC;IND;SG;PST;FIN;MID	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
теодор	theodore	теодор	theodor	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
умирает	umiera	умирать	umierať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
американцы	američania	американец	američan	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
демократии	demokracie	демократия	demokracia	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
след	stopa	след	stopa	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
след	chodník	след	chodník	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
след	stopa	след	stopa	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
след	stopa	след	stopa	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
хорошее	dobrá	хороший	dobrý	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
хорошее	dobré	хороший	dobrý	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
хорошее	dobrý	хороший	dobrý	ADJ;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
набережной	promenáde	набережная	promenad	N;INAN;DAT;FEM;SG	N;DAT;FEM;SG
подтверждает	potvrdzuje	подтверждать	potvrdzovať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
трубы	potrubia	труба	potrubie	N;INAN;NOM;FEM;PL	N;NOM;NEUT;PL
трубы	rúrky	труба	rúrka	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
трубы	rúry	труба	rúra	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
трубы	elektrónky	труба	elektrónka	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
трубы	skúmavky	труба	skúmavka	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
трубы	trubice	труба	trubica	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
трубы	rúrky	труба	rúrka	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
трубы	rúry	труба	rúra	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
трубы	trúbky	труба	trúbka	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
рука	rameno	рука	rameno	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
рука	ruka	рука	ruka	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
рука	ruka	рука	ruka	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
парад	sprievod	парад	sprievod	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
показ	predstavenie	показ	predstavenie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
показ	zobrazenie	показ	zobrazenie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
ереван	jerevan	ереван	jerevan	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
вещание	vysielanie	вещание	vysielanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
вещание	vysielanie	вещание	vysielanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
микрорегион	mikroregión	микрорегион	mikroregión	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
каналы	kanály	канал	kanál	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL
обстоятельства	okolnosti	обстоятельство	okolnosť	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
обстоятельства	okolnosti	обстоятельство	okolnosť	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
камни	kamene	камень	kameň	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL
камни	kamene	камень	kameň	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL
камни	skaly	камень	skala	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
зависимость	závislosť	зависимость	závislosť	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
зависимость	závislosť	зависимость	závislosť	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
зависимость	závislá	зависимость	závislo	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
зависимость	závislosť	зависимость	závislosť	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
монографий	monografií	монография	monografia	N;INAN;GEN;FEM;PL	N;GEN;FEM;PL
трагедии	tragédie	трагедия	tragédia	N;INAN;NOM;FEM;PL	N;NOM;NEUT;PL
трагедии	tragédie	трагедия	tragédia	N;INAN;NOM;FEM;PL	N;NOM;NEUT;PL
ярославль	jaroslavlianska	ярославль	jaroslavliansky	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
справка	osvedčenie	справка	osvedčenie	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
справка	potvrdenie	справка	potvrdenie	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
справка	certifikát	справка	certifikát	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
звуки	zvuky	звук	zvuk	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL
руины	ruiny	руина	ruiny	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
бульвар	boulevard	бульвар	boulevard	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
обвинение	obvinenie	обвинение	obvinenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
обвинение	poplatok	обвинение	poplatok	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
обвинение	obžaloba	обвинение	obžaloba	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
обвинение	žaloba	обвинение	žaloba	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
обвинение	obvinenie	обвинение	obvinenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
обвинение	obžaloba	обвинение	obžaloba	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
обвинение	stíhanie	обвинение	stíhanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
обвинение	žaloba	обвинение	žaloba	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
завершить	dokončiť	завершить	dokončiť	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
завершить	vyplniť	завершить	vyplniť	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
завершить	dokončiť	завершить	dokončiť	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
лиза	liza	лиз	liza	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
обнаруживает	zisťuje	обнаруживать	zisťovať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
контакты	kontakty	контакт	kontakt	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL
сочетание	kombinácia	сочетание	kombinácia	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
служили	slúžili	служить	slúžiť	V;IPFV;IND;PL;PST;FIN;ACT	V;IPFV;MASC;PL;POS;PST;V.PTCP
вперед	dopredu	вперед	dopredu	ADV	ADV
вперед	vpred	вперед	vpred	ADV	ADV
копии	kópie	копия	kópia	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
копии	repliky	копия	replika	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
вальтер	walther	вальтер	walther	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
реализация	realizácia	реализация	realizácia	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
реализация	plnenie	реализация	plnenie	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
реализация	implementácia	реализация	implementácia	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
реализация	vykonávanie	реализация	vykonávanie	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
реализация	vykonanie	реализация	vykonanie	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
реализация	realizácia	реализация	realizácia	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
реализация	uvedomenie	реализация	uvedomenie	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
реализация	realizácia	реализация	realizácia	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
фрэнсис	františek	фрэнсис	františek	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
фрэнсис	frances	фрэнсис	frances	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
технологический	technologické	технологический	technologický	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
боевая	bojové	боевой	bojový	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
ощущение	pocit	ощущение	pocit	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
ощущение	cítenie	ощущение	cítenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
частота	frekvencia	частота	frekvencia	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
частота	periodicita	частота	periodicita	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
теряет	prehráva	терять	prehráva	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
теряет	stráca	терять	strácať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
наследство	dedičstvo	наследство	dedičstvo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
наследство	dedičstvo	наследство	dedičstvo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
близости	blízkosť	близость	blízkosť	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
пишите	píšte	писать	písiť	V;IPFV;IMP;PL;2;FIN;ACT	V;IPFV;IMP;PL;2;POS;FIN
пишите	písať	писать	písať	V;IPFV;IMP;PL;2;FIN;ACT	V;IPFV;POS;NFIN
режиссер	riaditeľka	режиссер	riaditeľka	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
режиссер	réžia	режиссер	réžia	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
режиссер	riaditeľ	режиссер	riaditeľ	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
режиссер	filmár	режиссер	filmár	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
монако	monaco	монако	monaco	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
преследование	obžaloba	преследование	obžaloba	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
преследование	stíhanie	преследование	stíhanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
преследование	žaloba	преследование	žaloba	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
преследование	prenasledovanie	преследование	prenasledovanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
преследование	prenasledovanie	преследование	prenasledovanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
преследование	prenasledovanie	преследование	prenasledovanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
преследование	obťažovanie	преследование	obťažovanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
венеция	venice	венеция	venica	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
траве	tráve	трава	tráva	N;INAN;DAT;FEM;SG	N;DAT;FEM;SG
напряжение	napätie	напряжение	napätie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
напряжение	napätie	напряжение	napätie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
закончилась	skončilo	закончиться	skončiť	V;PFV;FEM;IND;SG;PST;FIN;MID	V;PFV;NEUT;SG;POS;PST;V.PTCP
закончилась	skončil	закончиться	skončiť	V;PFV;FEM;IND;SG;PST;FIN;MID	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
закончилась	skončila	закончиться	skončiť	V;PFV;FEM;IND;SG;PST;FIN;MID	V;PFV;FEM;SG;POS;PST;V.PTCP
лейк	jazere	лейк	jazero	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
лейк	jazero	лейк	jazero	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
таджикистана	tadžikistan	таджикистан	tadžikistan	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
строк	riadkov	строка	riadok	N;INAN;GEN;FEM;PL	N;INAN;GEN;MASC;PL
строк	radov	строка	radov	N;INAN;GEN;FEM;PL	N;INAN;GEN;MASC;PL
строк	riadkov	строка	riadok	N;INAN;GEN;FEM;PL	N;INAN;GEN;MASC;PL
временное	dočasné	временный	dočasný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
временное	dočasný	временный	dočasný	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG
временное	dočasná	временный	dočasný	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
преимущества	prínosy	преимущество	prínos	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
преимущества	výhody	преимущество	výhod	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
преимущества	dávky	преимущество	dávka	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
преимущества	výhody	преимущество	výhod	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
активные	aktívni	активный	aktívny	ADJ;NOM;PL	ADJ;ANIM;NOM;MASC;PL
луна	luna	луна	luna	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
луна	mesiaci	луна	mesiac	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
луна	mesiac	луна	mesiac	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
лопес	lopes	лопес	lopes	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
вагон	vagón	вагон	vagón	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
вагон	vozeň	вагон	vozeň	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
вагон	voz	вагон	voz	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
вагон	auto	вагон	auto	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
известное	známe	известный	známy	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
известное	známa	известный	známy	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
известное	známy	известный	známy	ADJ;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
рубеж	hranica	рубеж	hranica	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
пакистана	pakistanu	пакистан	pakistan	N;INAN;GEN;MASC;SG	N;INAN;GEN;MASC;SG
воины	bojovníci	воин	bojovník	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
объясняет	vysvetľuje	объяснять	vysvetľovať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
выбрал	vybrala	выбрать	vybrať	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
выбрал	vybral	выбрать	vybrať	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
выбрал	vybral	выбрать	vybrať	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
выбрал	vybrala	выбрать	vybrať	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
авеню	avenue	авень	avenue	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
камера	komora	камера	komora	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
камера	fotoaparát	камера	fotoaparát	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
камера	kamera	камера	kamera	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
ботаник	botanik	ботаник	botanik	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
собака	psík	собака	psík	N;ANIM;NOM;FEM;SG	N;ANIM;NOM;MASC;SG
собака	pes	собака	pes	N;ANIM;NOM;FEM;SG	N;ANIM;NOM;MASC;SG
добавлена	pridal	добавить	pridať	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
тайный	zasvätený	тайный	zasvätený	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
индийский	indický	индийский	indický	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG
индийский	indické	индийский	indický	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
индийский	indická	индийский	indický	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
ассистент	asistent	ассистент	asistent	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
ассистент	asistentka	ассистент	asistentka	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
рукопись	rukopis	рукопись	rukopis	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
подводная	podvodné	подводный	podvodný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
диалог	dialóg	диалог	dialóg	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
диалог	dialóg	диалог	dialóg	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
валенсия	valencia	валенсия	valencia	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
инспектор	inšpektor	инспектор	inšpektor	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
секунды	sekundy	секунда	sekunda	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
лошади	kone	лошадь	kono	N;ANIM;NOM;FEM;PL	N;NOM;FEM;PL
саундтрек	soundtrack	саундтрек	soundtrack	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
ориентации	orientácie	ориентация	orientácia	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
федорович	fiodorovič	федорович	fiodorovič	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
мухаммед	mohammad	мухаммед	mohammad	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
мухаммед	muhammad	мухаммед	muhammad	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
мухаммед	mohamed	мухаммед	mohamed	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
мухаммед	mohamed	мухаммед	mohamed	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
мухаммед	mohamed	мухаммед	mohamed	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
классический	klasický	классический	klasický	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG
классический	klasická	классический	klasický	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
классический	klasické	классический	klasický	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
классический	klasická	классический	klasický	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
классический	klasický	классический	klasický	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG
классический	klasické	классический	klasický	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
коммунистов	komunistov	коммунист	komunista	N;ANIM;GEN;MASC;PL	N;ANIM;GEN;MASC;PL
вред	úraz	вред	úraz	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
вред	zranenie	вред	zranenie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
вред	poškodenie	вред	poškodenie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
вред	poranenie	вред	poranenie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
вред	ujma	вред	ujma	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
вред	poškodenie	вред	poškodenie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
голосовать	hlasujte	голосовать	hlasovať	V;IPFV;NFIN;ACT	V;IPFV;IMP;PL;2;POS;FIN
