men	ama	men	ama	CONJ	CONJ
programleder	sunucusu	programlede	sunucu	N;INDF;MASC;SG	N;NOM;SG;3
starte	başlayın	starte	başla	V;NFIN	V;PFV;IMP;PL;2;POS;PRS
jøder	yahudileri	jøde	yahudi	N;INDF;MASC;PL	N;ACC;PL;3
jøder	yahudilere	jøde	yahudi	N;INDF;MASC;PL	N;DAT;PL;3
levende	hayatta	levende	hayat	N;INDF;NEUT;SG	N;ESS;SG;3
bispedømme	piskoposluk	bispedømme	piskoposluk	N;INDF;NEUT;SG	N;NOM;SG;3
oppmerksomhet	dikkat	oppmerksomhet	dikkat	N;INDF;MASC;SG	N;NOM;SG;3
prøver	deniyor	prøve	de	V;IND;PRS;FIN	V;PROG;IND;SG;3;POS;INFM;PRS;PASS
prøver	denemek	prøve	de	V;IND;PRS;FIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
personen	kişi	person	kişi	N;DEF;MASC;SG	N;NOM;SG;3
personen	kişiye	person	kişi	N;DEF;MASC;SG	N;DAT;SG;3
personen	insan	person	insan	N;DEF;MASC;SG	N;NOM;SG;3
utstyrt	donanımlı	utstyre	donanımlı	ADJ;INDF;SG;V.PTCP	ADJ
felt	alanı	felt	alan	N;INDF;NEUT;SG	N;NOM;SG;3
blue	blue	blu	blue	N;INDF;MASC;SG	N;NOM;SG;3
arkitektur	mimarisi	arkitektur	mimari	N;INDF;MASC;SG	N;NOM;SG;3
guvernør	valilik	guvernør	valilik	N;INDF;MASC;SG	N;NOM;SG;3
institute	enstitüsü	institut	enstitü	N;INDF;NEUT;SG	N;NOM;SG;3
myndigheter	makamlar	myndigheter	makam	N;INDF;FEM;PL	N;NOM;PL;3
begynne	başlayın	begynne	başla	V;NFIN	V;PFV;IMP;PL;2;POS;PRS
begynne	başlayın	begynne	başla	V;NFIN	V;PFV;IMP;PL;2;POS;PRS
begynne	başlasın	begynne	başla	V;NFIN	V;PFV;IMP;SG;3;POS;PRS
flytte	taşınıyor	flytte	taşı	V;IND;FIN	V;PROG;IND;SG;3;POS;INFM;PRS;PASS
green	yeşillik	grenne	yeşillik	N;DEF;MASC;SG	N;NOM;SG;3
kontrakt	sözleşmesi	kontrakt	sözleşme	N;INDF;MASC;SG	N;NOM;SG;3
brødrene	kardeşlerim	brødre	kardeş	N;DEF;FEM;PL	N;NOM;PL;3
brødrene	kardeşler	brødre	kardeş	N;DEF;FEM;PL	N;NOM;PL;3
database	veritabanı	database	verit	N;INDF;MASC;SG	N;NOM;SG;3
operasjon	ameliyat	operasjon	ameliyat	N;INDF;MASC;SG	N;NOM;SG;3
operasjon	operasyonu	operasjon	operasyon	N;INDF;MASC;SG	N;ACC;SG;3
planer	planlar	plan	plan	N;INDF;MASC;PL	N;NOM;PL;3
planer	planları	plan	plan	N;INDF;MASC;PL	N;ACC;PL;3
løper	koşarak	løpe	koş	V;IND;PRS;FIN	V;PFV;IND;POS;PRS;V.CVB
løper	koşmak	løpe	koş	V;IND;PRS;FIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
løper	koşuyor	løpe	koş	V;IND;PRS;FIN	V;PROG;IND;SG;3;POS;INFM;PRS
aviser	gazeteler	avis	gazete	N;INDF;FEM;PL	N;NOM;PL;3
aviser	evraklar	avis	evrak	N;INDF;FEM;PL	N;NOM;PL;3
navngitt	adında	navngitt	ad	N;INDF;MASC;SG	N;ESS;SG;3
drama	tiyatro	drama	tiyatro	N;INDF;NEUT;SG	N;NOM;SG;3
fungerte	çalışmış	fungere	çalış	V;IND;PST;FIN	V;PFV;NFH;IND;SG;3;POS;PST
fungerte	çalıştı	fungere	çalış	V;IND;PST;FIN	V;PFV;IND;SG;3;POS;PST
innholdet	içeriği	innhold	içerik	N;DEF;NEUT;SG	N;NOM;SG;3
lord	rabbim	lord	rabbi	N;INDF;MASC;SG	N;NOM;SG;3
fot	ayak	fot	ayak	N;INDF;MASC;SG	N;NOM;SG;3
fot	ayağı	fot	ayak	N;INDF;MASC;SG	N;NOM;SG;3
fot	ayak	fot	ayak	N;INDF;MASC;SG	N;NOM;SG;3
betydninger	anlamları	betydning	anlam	N;INDF;FEM;PL	N;ACC;PL;3
faller	düşüyor	falle	düş	V;IND;PRS;FIN	V;PROG;IND;SG;3;POS;INFM;PRS
faller	düşüyor	falle	düş	V;IND;PRS;FIN	V;PROG;IND;SG;3;POS;INFM;PRS
stater	devletler	stat	devlet	N;INDF;MASC;PL	N;NOM;PL;3
stater	eyaletler	stat	eyalet	N;INDF;MASC;PL	N;NOM;PL;3
myndighetene	makamlar	myndighet	makam	N;DEF;FEM;PL	N;NOM;PL;3
adam	adam	adam	adam	N;INDF;MASC;SG	N;NOM;SG;3
revet	resif	rev	resif	N;INDF;MASC;SG	N;NOM;SG;3
cupen	kupası	cup	kupa	N;DEF;MASC;SG	N;NOM;SG;3
cupen	fincan	cup	fincan	N;DEF;MASC;SG	N;NOM;SG;3
cupen	bardak	cup	bardak	N;DEF;MASC;SG	N;NOM;SG;3
planet	planet	plan	planet	N;DEF;NEUT;SG	N;NOM;SG;3
sidene	sayfaları	side	sayfa	N;DEF;FEM;PL	N;ACC;PL;3
sidene	sayfalar	side	sayfa	N;DEF;FEM;PL	N;NOM;PL;3
slott	kalesi	slott	kale	N;INDF;NEUT;SG	N;NOM;SG;3
eksemplarer	kopyalar	eksemplare	kopya	N;INDF;FEM;PL	N;NOM;PL;3
eksemplarer	kopyaları	eksemplare	kopya	N;INDF;FEM;PL	N;ACC;PL;3
manager	yöneticisi	manager	yönetici	N;INDF;MASC;SG	N;NOM;SG;3
funksjon	işlevi	funksjon	işlev	N;INDF;MASC;SG	N;NOM;SG;3
funksjon	fonksiyonu	funksjon	fonksiyon	N;INDF;MASC;SG	N;NOM;SG;3
elizabeth	elizabeth	elizabeth	elizabeth	N;INDF;FEM;SG	N;NOM;SG;3
spesiell	özel	spesiell	özel	ADJ;INDF;SG	ADJ
airlines	airlines	airlines	airlines	N;INDF;NEUT;SG	N;NOM;SG;3
airlines	havayolu	airlines	havayolu	N;INDF;NEUT;SG	N;NOM;SG;3
løsning	çözümü	løsning	çözüm	N;INDF;FEM;SG	N;ACC;SG;3
varme	sıcaklık	varme	sıcaklık	N;INDF;MASC;SG	N;NOM;SG;3
jord	pislik	jord	pislik	N;INDF;FEM;SG	N;NOM;SG;3
frie	ücretsiz	fri	ücretsiz	ADJ;PL	ADJ
alvorlig	ciddi	alvorlig	ciddi	ADJ;INDF;NEUT;SG	ADJ
varer	eşyalar	vare	eşya	N;INDF;FEM;PL	N;NOM;PL;3
varer	ürünler	vare	ürün	N;INDF;FEM;PL	N;NOM;PL;3
varer	ürünler	vare	ürün	N;INDF;FEM;PL	N;NOM;PL;3
forskjellig	farklı	forskjellig	farklı	ADJ;INDF;NEUT;SG	ADJ
road	karayolu	road	karayolu	N;INDF;MASC;SG	N;NOM;SG;3
prøve	deneyin	prøve	deney	V;NFIN	V;PFV;IMP;PL;2;POS;PRS
prøve	dene	prøve	de	V;NFIN	V;PFV;IMP;SG;2;POS;PRS
tradisjon	gelenek	tradisjon	gelenek	N;INDF;MASC;SG	N;NOM;SG;3
hånd	el	hånd	el	N;INDF;SG	N;NOM;SG;3
association	derneği	association	dernek	N	N;NOM;SG;3
åpent	açık	åpent	açık	ADJ;INDF;NEUT;SG	ADJ
lover	kanunlar	lov	kanun	N;INDF;FEM;PL	N;NOM;PL;3
lover	yasalar	lov	yasa	N;INDF;FEM;PL	N;NOM;PL;3
lover	yasaları	lov	yasa	N;INDF;FEM;PL	N;NOM;PL;3
mal	şablonu	mal	şablo	N;INDF;MASC;SG	N;ACC;SG;3
festival	festivali	festival	festivali	N;INDF;MASC;SG	N;ACC;SG;3
festival	festivalde	festival	festival	N;INDF;MASC;SG	N;ESS;SG;3
farger	renkler	farger	renk	N;INDF;MASC;PL	N;NOM;PL;3
farger	renkleri	farger	renk	N;INDF;MASC;PL	N;NOM;PL;3
farger	renkler	farger	renk	N;INDF;MASC;PL	N;NOM;PL;3
farger	renkleri	farger	renk	N;INDF;MASC;PL	N;NOM;PL;3
strøm	akımı	strøm	akım	N;INDF;MASC;SG	N;NOM;SG;3
dagbladet	dagbladet	dagblad	dagbladet	N;DEF;NEUT;SG	N;ESS;SG;3
enkel	basit	enkel	basit	ADJ;INDF;SG	ADJ
enkel	yavaş	enkel	yavaş	ADJ;INDF;SG	ADJ
enkel	kolay	enkel	kolay	ADJ;INDF;SG	ADJ
egenskaper	emlak	egenskap	emlak	N;INDF;NEUT;SG	N;NOM;SG;3
syd	güneye	syd	güne	N;INDF;MASC;SG	N;DAT;SG;3
studio	stüdyosu	studio	stüdyo	N;INDF;NEUT;SG	N;NOM;SG;3
jugoslavia	yugoslavya	jugoslavia	yugoslavya	N;DEF;NEUT;SG	N;NOM;SG;3
dør	kapı	dør	kapı	N;INDF;FEM;SG	N;NOM;SG;3
nasjonalt	milli	nasjonal	milli	ADJ;INDF;NEUT;SG	ADJ
snakker	konuşuyor	snakke	konuş	V;IND;PRS;FIN	V;PROG;IND;SG;3;POS;INFM;PRS
night	gece	night	gece	N;INDF;NEUT;SG	N;NOM;SG;3
orkester	orkestrası	orkester	orkestra	N;INDF;NEUT;SG	N;NOM;SG;3
besluttet	karar	beslutt	karar	N;DEF;NEUT;SG	N;NOM;SG;3
søkte	aradı	søkje	ara	V;IND;PST;FIN	V;PFV;IND;SG;3;POS;PST
tegninger	çizimleri	tegning	çizim	N;INDF;FEM;PL	N;ACC;PL;3
avstand	uzaklık	avstand	uzaklık	N;INDF;MASC;SG	N;NOM;SG;3
avstand	mesafe	avstand	mesafe	N;INDF;MASC;SG	N;NOM;SG;3
utseende	görünüşü	utseende	görünüş	N;INDF;NEUT;SG	N;NOM;SG;3
utseende	görünümü	utseende	görün	N;INDF;NEUT;SG	N;NOM;SG;3
utseende	görünüm	utseende	görün	N;INDF;NEUT;SG	N;NOM;SG;3
støtter	destekleyen	støtte	destekle	V;IND;PRS;FIN	V;PFV;IND;POS;PRS;V.PTCP
støtter	destekliyor	støtte	destekle	V;IND;PRS;FIN	V;PROG;IND;SG;3;POS;INFM;PRS
grønne	yeşil	grønne	yeşil	ADJ;PL	ADJ
sosial	toplumsal	sosial	toplumsal	ADJ;INDF;SG	ADJ
sosial	sosyal	sosial	sosyal	ADJ;INDF;SG	ADJ
kaller	aramalar	kalle	ara	V;IND;PRS;FIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
prosjekter	projelerin	prosjekt	proje	N;INDF;FEM;PL	N;GEN;PL;3
prosjekter	projeleri	prosjekt	proje	N;INDF;FEM;PL	N;ACC;PL;3
prosjekter	projeler	prosjekt	proje	N;INDF;FEM;PL	N;NOM;PL;3
unntatt	dışında	unnta	dış	ADJ;INDF;NEUT;SG	ADJ;ESS;SG;3
kvalitet	kalitesi	kvalitet	kalite	N;INDF;MASC;SG	N;NOM;SG;3
premier	başbakan	premie	başbakan	N;INDF;MASC;SG	N;NOM;SG;3
norden	iskandinavya	nord	iskandinavya	N;DEF;MASC;SG	N;DAT;SG;3
skader	yaraları	skade	yara	N;INDF;MASC;PL	N;NOM;PL;3
skader	yaralar	skade	yara	N;INDF;MASC;PL	N;NOM;PL;3
skader	yaralılar	skade	yaralı	N;INDF;MASC;PL	N;NOM;PL;3
intervju	söyleşi	intervju	söyleşi	N;INDF;NEUT;SG	N;NOM;SG;3
intervju	mülakat	intervju	mülakat	N;INDF;NEUT;SG	N;NOM;SG;3
ren	tertemiz	ren	tertemiz	N;INDF;MASC;SG	N;NOM;SG;3
opprette	oluştur	opprette	oluş	V;NFIN	V;PFV;IMP;SG;2;POS;PRS;CAUS
opprette	oluşturun	opprette	oluş	V;NFIN	V;PFV;IMP;PL;2;POS;PRS;CAUS
opprette	oluşturma	opprette	oluş	V;NFIN	V;PFV;IND;SG;2;POS;PRS;CAUS
opprette	yarat	opprette	yarat	V;NFIN	V;PFV;IMP;SG;2;POS;PRS
opprette	oluşturmak	opprette	oluş	V;NFIN	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
opprette	yaratma	opprette	yarat	V;NFIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
opprette	yaratmak	opprette	yarat	V;NFIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
opprette	oluşturma	opprette	oluş	V;NFIN	V;PFV;IND;SG;2;POS;PRS;CAUS
behold	devam	behold	devam	N;INDF;NEUT;SG	N;NOM;SG;3
mengde	miktarı	mengde	miktar	N	N;NOM;SG;3
mengde	miktarı	mengde	miktar	N	N;NOM;SG;3
tur	yolculuk	tur	yolculuk	N;INDF;MASC;SG	N;NOM;SG;3
golden	golden	gold	gol	N;DEF;MASC;SG	N;AT+ABL;SG;3
bil	otomobil	bil	otomobil	N;INDF;MASC;SG	N;NOM;SG;3
stiftelsen	vakfı	stiftelse	vakıf	N;DEF;MASC;SG	N;ACC;SG;3
turner	jimnastikçi	turne	jimnastikçi	N;INDF;MASC;SG	N;NOM;SG;3
skrifter	yazılar	skrift	yazı	N;INDF;FEM;PL	N;NOM;PL;3
skrifter	yazıları	skrift	yazı	N;INDF;FEM;PL	N;ACC;PL;3
plasser	koltuklar	plasse	koltuk	N;INDF;FEM;PL	N;NOM;PL;3
innebærer	demek	innebære	de	V;IND;PRS;FIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
villa	villa	ville	villa	N;INDF;FEM;SG	N;NOM;SG;3
etablere	kuruluyor	etablere	kur	V;NFIN	V;PROG;IND;SG;3;POS;INFM;PRS;PASS
forskjell	fark	forskjell	fark	N;INDF;MASC;SG	N;NOM;SG;3
etterpå	ardından	etterpå	ardından	ADV	ADV
etterpå	sonra	etterpå	sonra	ADV	ADV
måned	ay	måned	ay	N;INDF;MASC;SG	N;NOM;SG;3
online	çevrimiçi	online	çevrimiçi	N;INDF;MASC;SG	N;NOM;SG;3
online	internette	online	internet	N;INDF;MASC;SG	N;ESS;SG;3
america	america	america	america	N;INDF;MASC;SG	N;NOM;SG;3
flekker	lekeler	flekke	leke	N;INDF;FEM;PL	N;NOM;PL;3
flekker	lekeleri	flekke	leke	N;INDF;FEM;PL	N;ACC;PL;3
flekker	noktalar	flekke	nokta	N;INDF;FEM;PL	N;NOM;PL;3
linjer	hatlar	linje	hat	N;INDF;FEM;PL	N;NOM;PL;3
linjer	hatları	linje	hat	N;INDF;FEM;PL	N;ACC;PL;3
linjer	çizgiler	linje	çizgi	N;INDF;FEM;PL	N;NOM;PL;3
oppgave	görev	oppgave	görev	N;INDF;FEM;SG	N;NOM;SG;3
trykk	basında	trykk	bas	N;INDF;NEUT;SG	N;ESS;SG;3
kurs	kurs	kurs	kurs	N;INDF;MASC;SG	N;NOM;SG;3
kurs	kurs	kurs	kurs	N;INDF;MASC;SG	N;NOM;SG;3
nært	yakınında	nær	yakın	ADJ;INDF;NEUT;SG	ADJ;ESS;SG;3
nært	yakınındaki	nær	yakınındaki	ADJ;INDF;NEUT;SG	ADJ;ESS;SG;3
studere	çalışma	studere	çalış	V;NFIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
fullførte	tamamlanmış	fullføre	tamamla	V;IND;PST;FIN	V;PFV;NFH;IND;SG;3;POS;PST;PASS
fullførte	tamamlandı	fullføre	tamamla	V;IND;PST;FIN	V;PFV;IND;SG;3;POS;PST;PASS
fullførte	tamamladım	fullføre	tamamla	V;IND;PST;FIN	V;PFV;IND;SG;1;POS;PST
fullførte	bitmiş	fullføre	bit	V;IND;PST;FIN	V;PFV;NFH;IND;SG;3;POS;PST
fullførte	bitti	fullføre	bit	V;IND;PST;FIN	V;PFV;IND;SG;3;POS;PST
fullførte	bitirdim	fullføre	bitir	V;IND;PST;FIN	V;PFV;IND;SG;1;POS;PST
fullførte	tamamlandı	fullføre	tamamla	V;IND;PST;FIN	V;PFV;IND;SG;3;POS;PST;PASS
oppgaver	bulmacaları	oppgave	bul	N;INDF;FEM;PL	N;ACC;PL;3
oppgaver	görevler	oppgave	görev	N;INDF;FEM;PL	N;NOM;PL;3
markedet	pazarı	marked	pazar	N;DEF;NEUT;SG	N;ACC;SG;3
advokat	avukatlık	advokat	avukatlık	N;INDF;MASC;SG	N;NOM;SG;3
ordre	sipariş	ordre	sipariş	N;INDF;MASC;SG	N;NOM;SG;3
tjenester	hizmetler	tjeneste	hizmet	N;INDF;FEM;PL	N;NOM;PL;3
tjenester	hizmetleri	tjeneste	hizmet	N;INDF;FEM;PL	N;NOM;PL;3
opplysninger	bilgiler	opplysninger	bilgi	N;INDF;FEM;PL	N;NOM;PL;3
opplysninger	detaylar	opplysninger	detay	N;INDF;FEM;PL	N;NOM;PL;3
opplysninger	ayrıntılar	opplysninger	ayrıntı	N;INDF;FEM;PL	N;NOM;PL;3
opplysninger	detayları	opplysninger	detay	N;INDF;FEM;PL	N;NOM;PL;3
biler	arabalar	bile	araba	N;INDF;MASC;PL	N;NOM;PL;3
tropper	birlikler	troppe	birlik	N;INDF;FEM;PL	N;NOM;PL;3
tropper	askerler	troppe	asker	N;INDF;FEM;PL	N;NOM;PL;3
eva	eve	eva	ev	N;INDF;FEM;SG	N;DAT;SG;3
besøk	ziyaret	besøk	ziyaret	N;INDF;NEUT;SG	N;NOM;SG;3
besøk	ziyaret	besøk	ziyaret	N;INDF;NEUT;SG	N;NOM;SG;3
selskaper	şirketler	selskap	şirket	N;INDF;MASC;PL	N;NOM;PL;3
selskaper	firmalar	selskap	firma	N;INDF;MASC;PL	N;NOM;PL;3
selskaper	şirketleri	selskap	şirket	N;INDF;MASC;PL	N;ACC;PL;3
selskaper	şirketler	selskap	şirket	N;INDF;MASC;PL	N;NOM;PL;3
fysikk	fiziği	fysikk	fizik	N;INDF;MASC;SG	N;NOM;SG;3
fint	güzel	fin	güzel	ADJ;INDF;NEUT;SG	ADJ
bevegelse	hareket	bevegelse	hareket	N;INDF;MASC;SG	N;NOM;SG;3
bevegelse	hareket	bevegelse	hareket	N;INDF;MASC;SG	N;NOM;SG;3
bevegelse	hareketlilik	bevegelse	hareketlilik	N;INDF;MASC;SG	N;NOM;SG;3
grader	dereceler	grad	derece	N;INDF;FEM;PL	N;NOM;PL;3
praktisk	elverişli	praktisk	elverişli	ADJ;INDF;NEUT;SG	ADJ
praktisk	uygun	praktisk	uygun	ADJ;INDF;NEUT;SG	ADJ
konsert	konser	konsert	konser	N;INDF;MASC;SG	N;NOM;SG;3
brukeren	kullanıcı	bruker	kullanıcı	N;DEF;MASC;SG	N;NOM;SG;3
rent	tertemiz	rent	tertemiz	N;INDF;MASC;SG	N;NOM;SG;3
url	url	url	url	N;INDF;MASC;SG	N;NOM;SG;3
elver	nehirler	elv	nehir	N;INDF;FEM;PL	N;NOM;PL;3
elver	nehirleri	elv	nehir	N;INDF;FEM;PL	N;NOM;PL;3
salg	satılık	salg	satılık	N;INDF;NEUT;SG	N;NOM;SG;3
kanal	kanalı	kanal	kanalı	N;INDF;MASC;SG	N;ACC;SG;3
presidenten	cumhurbaşkanı	president	cumhurbaşkanı	N;DEF;MASC;SG	N;NOM;SG;3
møttes	buluştu	møta	buluş	V;IND;PST;FIN	V;PFV;IND;SG;3;POS;PST
øyne	göz	øyne	göz	N;INDF;NEUT;SG	N;NOM;SG;3
stjerne	yıldızlı	stjerne	yıldızlı	N;INDF;FEM;SG	N;NOM;SG;3
gaten	sokak	gat	sokak	N;DEF;MASC;SG	N;NOM;SG;3
gaten	cadde	gat	cadde	N;DEF;MASC;SG	N;NOM;SG;3
premiere	galası	premiere	gala	N;INDF;MASC;SG	N;NOM;SG;3
symbol	sembolü	symbol	sembolü	N;INDF;NEUT;SG	N;ACC;SG;3
vingene	kanatlar	ving	kanat	N;DEF;MASC;PL	N;NOM;PL;3
vingene	kanatları	ving	kanat	N;DEF;MASC;PL	N;ACC;PL;3
ambassadør	büyükelçi	ambassadør	büyükelçi	N;INDF;MASC;SG	N;NOM;SG;3
søke	uygula	søk	uygula	V;IMP;NFIN	V;PFV;IMP;SG;2;POS;PRS
søke	uygulayın	søk	uygula	V;IMP;NFIN	V;PFV;IMP;PL;2;POS;PRS
utlandet	yurtdışında	utland	yurtdışı	N;DEF;NEUT;SG	N;ESS;SG;3
utlandet	yurtdışında	utland	yurtdışı	N;DEF;NEUT;SG	N;ESS;SG;3
flyr	uçmak	fly	uç	V;IND;PRS;FIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
flyr	uçuyor	fly	uç	V;IND;PRS;FIN	V;PROG;IND;SG;3;POS;INFM;PRS
flyr	uçmak	fly	uç	V;IND;PRS;FIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
velger	seçmek	velge	seç	V;IND;PRS;FIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
velger	seçmek	velge	seç	V;IND;PRS;FIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
velger	seçmek	velge	seç	V;IND;PRS;FIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
velger	seçiyor	velge	seç	V;IND;PRS;FIN	V;PROG;IND;SG;3;POS;INFM;PRS
velger	seçen	velge	seç	V;IND;PRS;FIN	V;PFV;IND;POS;PRS;V.PTCP
produserer	üretme	produsere	üre	V;IND;PRS;FIN	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
produserer	üreten	produsere	üreten	V;IND;PRS;FIN	V;PFV;IND;POS;PRS;V.PTCP;CAUS
produserer	üreten	produsere	üreten	V;IND;PRS;FIN	V;PFV;IND;POS;PRS;V.PTCP;CAUS
deltar	katılan	delta	kat	V;IND;PRS;FIN	V;PFV;IND;POS;PRS;V.PTCP;PASS
deltar	katılan	delta	kat	V;IND;PRS;FIN	V;PFV;IND;POS;PRS;V.PTCP;PASS
sun	güneşe	sun	güneş	N;INDF;NEUT;SG	N;DAT;SG;3
sun	güneşi	sun	güneş	N;INDF;NEUT;SG	N;NOM;SG;3
fyr	fener	fyr	fener	N;INDF;MASC;SG	N;NOM;SG;3
sekretær	sekreteri	sekretær	sekreter	N;INDF;MASC;SG	N;ACC;SG;3
teori	teorisi	teori	teori	N;INDF;MASC;SG	N;NOM;SG;3
teori	kuramı	teori	kuram	N;INDF;MASC;SG	N;NOM;SG;3
teori	teori	teori	teori	N;INDF;MASC;SG	N;NOM;SG;3
produkter	ürünler	produkt	ürün	N;INDF;FEM;PL	N;NOM;PL;3
produkter	ürünleri	produkt	ürün	N;INDF;FEM;PL	N;ACC;PL;3
natur	natur	natur	natur	N;INDF;MASC;SG	N;NOM;SG;3
bibliotek	kütüphane	bibliotek	kütüphane	N;INDF;NEUT;SG	N;NOM;SG;3
bibliotek	kütüphanesi	bibliotek	kütüphane	N;INDF;NEUT;SG	N;NOM;SG;3
page	sayfaya	page	sayfa	N;INDF;MASC;SG	N;DAT;SG;3
page	sayfada	page	sayfa	N;INDF;MASC;SG	N;ESS;SG;3
page	sayfası	page	sayfa	N;INDF;MASC;SG	N;NOM;SG;3
page	sayfayı	page	sayfa	N;INDF;MASC;SG	N;ACC;SG;3
bonus	ikramiye	bonus	ikrami	N;INDF;MASC;SG	N;NOM;SG;3
skuespill	oyunculuk	skuespill	oyunculuk	N;INDF;NEUT;SG	N;NOM;SG;3
skuespill	oyunculuğu	skuespill	oyunculuk	N;INDF;NEUT;SG	N;NOM;SG;3
reklame	reklamcılık	reklame	reklamcılık	N;INDF;MASC;SG	N;NOM;SG;3
historiker	tarihçi	historike	tarihçi	N;INDF;FEM;SG	N;NOM;SG;3
broren	kardeşim	bror	kardeş	N;DEF;MASC;SG	N;NOM;SG;3
grønn	yeşillik	grønn	yeşillik	N;INDF;MASC;SG	N;NOM;SG;3
konservative	muhafazakar	konservativ	muhafazak	ADJ;PL	ADJ
ferdinand	ferdinand	ferdinand	ferdinand	N;INDF;MASC;SG	N;AT+ABL;SG;3
eiendom	mülkiyet	eiendom	mülkiyet	N;INDF;MASC;SG	N;NOM;SG;3
eiendom	emlak	eiendom	emlak	N;INDF;MASC;SG	N;NOM;SG;3
eiendom	gayrimenkul	eiendom	gayrimenkul	N;INDF;MASC;SG	N;NOM;SG;3
beregnet	tahmini	beregn	tahmin	N;DEF;NEUT;SG	N;NOM;SG;3
medaljen	madalya	medalj	madalya	N;DEF;MASC;SG	N;NOM;SG;3
medaljen	madalyası	medalj	madalya	N;DEF;MASC;SG	N;NOM;SG;3
interessert	ilgili	interessere	ilgili	ADJ;INDF;SG;V.PTCP	ADJ
jurist	avukatlık	jurist	avukatlık	N;INDF;MASC;SG	N;NOM;SG;3
passasjerer	yolcular	passasjere	yolcu	N;INDF;MASC;PL	N;NOM;PL;3
passasjerer	yolcuları	passasjere	yolcu	N;INDF;MASC;PL	N;ACC;PL;3
format	biçimi	format	biçim	N;INDF;NEUT;SG	N;ACC;SG;3
format	formatı	format	format	N;INDF;NEUT;SG	N;ACC;SG;3
tog	trenle	ta	trenl	N;INDF;NEUT;SG	N;INS;SG;3
hindre	önlemek	hindre	önle	V;NFIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
flåten	filosu	flåte	filo	N;DEF;MASC;SG	N;NOM;SG;3
grense	limiti	grense	limit	N;INDF;FEM;SG	N;NOM;SG;3
grense	sınırı	grense	sınır	N;INDF;FEM;SG	N;ACC;SG;3
port	kapısı	port	kapı	N;INDF;FEM;SG	N;NOM;SG;3
port	kapı	port	kapı	N;INDF;FEM;SG	N;NOM;SG;3
hotel	otelde	hotel	otel	N;INDF;NEUT;SG	N;ESS;SG;3
hotel	otel	hotel	otel	N;INDF;NEUT;SG	N;NOM;SG;3
hotel	hotel	hotel	hotel	N;INDF;NEUT;SG	N;NOM;SG;3
hav	ocean	hav	ocean	N;INDF;NEUT;SG	N;NOM;SG;3
luft	air	luft	air	N;INDF;FEM;SG	N;NOM;SG;3
enkle	basit	enkel	basit	ADJ;PL	ADJ
konflikt	anlaşmazlık	konflikt	anlaşmazlık	N;INDF;MASC;SG	N;NOM;SG;3
nevner	bahsetmek	nevne	bahset	V;IND;PRS;FIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
digital	dijital	digital	dijital	N;INDF;MASC;SG	N;NOM;SG;3
dans	dans	dans	dans	N;INDF;MASC;SG	N;NOM;SG;3
dans	dans	dans	dans	N;INDF;MASC;SG	N;NOM;SG;3
jobben	iş	jobb	iş	N;DEF;MASC;SG	N;NOM;SG;3
nettstedet	site	nettsted	sit	N;DEF;NEUT;SG	N;NOM;SG;3
nettstedet	site	nettsted	sit	N;DEF;NEUT;SG	N;NOM;SG;3
nettstedet	sitede	nettsted	site	N;DEF;NEUT;SG	N;ESS;SG;3
project	projesi	project	proje	N;INDF;NEUT;SG	N;NOM;SG;3
filip	philip	filip	phil	N;INDF;MASC;SG	N;NOM;SG;3
beina	bacakları	bein	bacak	N;DEF;NEUT;PL	N;NOM;PL;3
beina	bacaklar	bein	bacak	N;DEF;NEUT;PL	N;NOM;PL;3
web	internet	web	internet	N	N;NOM;SG;3
kapasitet	kapasitesi	kapasitet	kapasite	N;INDF;MASC;SG	N;NOM;SG;3
kjærlighet	aşk	kjærlighet	aşk	N;INDF;FEM;SG	N;NOM;SG;3
forbudt	yasaktır	forbude	yasak	ADJ;INDF;NEUT;SG	ADJ
forbudt	yasaktır	forbude	yasak	ADJ;INDF;NEUT;SG	ADJ
tradisjonen	gelenek	tradisjon	gelenek	N;DEF;MASC;SG	N;NOM;SG;3
tiltak	girişimleri	tiltak	girişim	N;INDF;NEUT;PL	N;ACC;PL;3
tiltak	tedbirler	tiltak	tedbir	N;INDF;NEUT;PL	N;NOM;PL;3
kvalifisert	uygun	kvalifisere	uygun	ADJ;INDF;SG;V.PTCP	ADJ
sikkerhet	güvenlik	sikkerhet	güvenlik	N;INDF;NEUT;SG	N;NOM;SG;3
