par	za	par	za		
agri	zgodaj	agri	zgodaj	ADV	ADV
sadalās	razpadejo	sadalīties	razpasti	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V;PFV;IND;PL;3;PRS;FIN
aukstā	mrzlo	auksts	mrzel	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
aukstā	hladno	auksts	hladen	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
aukstā	mrzla	auksts	mrzel	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
aukstā	mrzel	auksts	mrzel	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
tehnoloģija	tehnologija	tehnoloģija	tehnologija	N;NOM;FEM;SG	N;NOM;FEM;SG
cena	cena	cena	cena	N;NOM;FEM;SG	N;NOM;FEM;SG
briti	britanci	brist	britanec	N;NOM;MASC;PL	N;NOM;MASC;PL
pirksti	prsti	pirksts	prst	N;NOM;MASC;PL	N;NOM;MASC;PL
liga	liga	ligt	liga	N;NOM;FEM;SG	N;NOM;FEM;SG
uzvarēt	zmagala	uzvarēt	zmagati	V;POS;NFIN	V;PFV;FEM;SG;V.PTCP
uzvarēt	zmagal	uzvarēt	zmagati	V;POS;NFIN	V;PFV;MASC;SG;V.PTCP
izvēles	izbire	izvēle	izbira	N;NOM;FEM;PL	N;NOM;FEM;PL
risinājums	rešitev	risinājums	rešitev	N;NOM;MASC;SG	N;NOM;FEM;SG
risinājums	raztopina	risinājums	raztopina	N;NOM;MASC;SG	N;NOM;FEM;SG
telefons	telefon	telefons	telefon	N;NOM;MASC;SG	N;NOM;MASC;SG
telefons	telefon	telefons	telefon	N;NOM;MASC;SG	N;NOM;MASC;SG
piešķirt	dodeli	piešķirt	dodeti	V;POS;NFIN	V;PFV;IND;SG;3;PRS;FIN
biezi	debelo	biezs	debel	ADV	ADV
biezi	gosto	biezs	gost	ADV	ADV
krīze	kriza	krīze	kriza	N;NOM;FEM;SG	N;NOM;FEM;SG
mašīna	mašina	mašīna	mašina	N;NOM;FEM;SG	N;NOM;FEM;SG
mašīna	stroj	mašīna	stroj	N;NOM;FEM;SG	N;NOM;MASC;SG
mašīna	car	mašīna	car	N;NOM;FEM;SG	N;NOM;MASC;SG
mašīna	avto	mašīna	avto	N;NOM;FEM;SG	N;NOM;MASC;SG
mašīna	avtomobil	mašīna	avtomobil	N;NOM;FEM;SG	N;NOM;MASC;SG
mašīna	tovornjak	mašīna	tovornjak	N;NOM;FEM;SG	N;NOM;MASC;SG
mašīna	kamion	mašīna	kamion	N;NOM;FEM;SG	N;NOM;MASC;SG
zariņš	vejica	zariņš	vejica	N;NOM;MASC;SG	N;NOM;FEM;SG
pele	miš	pele	miš	N;NOM;FEM;SG	N;NOM;FEM;SG
pele	mišek	pele	mišek	N;NOM;FEM;SG	N;NOM;MASC;SG
nogalina	ubija	nogalināt	ubijati	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
nogalina	ubil	nogalināt	ubiti	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;MASC;SG;V.PTCP
zemāka	nižja	zema	nizek	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;CMPR;FEM;SG
zemāka	nižje	zema	nizek	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;CMPR;NEUT;SG
cenas	cene	cena	cena	N;NOM;FEM;PL	N;NOM;FEM;PL
nobalsoja	glasovalo	nobalsot	glasovati	V;FH;IND;3;POS;PST;FIN;ACT	V;NEUT;SG;V.PTCP
nobalsoja	glasoval	nobalsot	glasovati	V;FH;IND;3;POS;PST;FIN;ACT	V;MASC;SG;V.PTCP
nobalsoja	glasovali	nobalsot	glasovati	V;FH;IND;3;POS;PST;FIN;ACT	V;MASC;PL;V.PTCP
apmaiņas	izmenjave	apmaiņa	izmenjava	N;NOM;FEM;PL	N;NOM;FEM;PL
apmaiņas	izmenjave	apmaiņa	izmenjava	N;NOM;FEM;PL	N;NOM;FEM;PL
firmas	podjetja	firma	podjetje	N;NOM;FEM;PL	N;NOM;NEUT;PL
fotogrāfs	fotografa	fotogrāfs	fotograf	N;NOM;MASC;SG	N;NOM;MASC;SG
fotogrāfs	fotograf	fotogrāfs	fotograf	N;NOM;MASC;SG	N;NOM;MASC;SG
fotogrāfs	fotografinja	fotogrāfs	fotografinja	N;NOM;MASC;SG	N;NOM;FEM;SG
brūna	rjavo	brūns	rjav	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
brūna	rjava	brūns	rjav	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
muhameds	muhammad	muhameds	muhammad	N;NOM;MASC;SG	N;NOM;MASC;SG
muhameds	mohamed	muhameds	mohamed	N;NOM;MASC;SG	N;NOM;MASC;SG
kauli	kosti	kauli	kost	N;NOM;MASC;PL	N;NOM;FEM;PL
rodžers	roger	rodžers	roger	N;NOM;MASC;SG	N;NOM;MASC;SG
korporācija	korporacija	korporācija	korporacija	N;NOM;FEM;SG	N;NOM;FEM;SG
korporācija	corporation	korporācija	corporation	N;NOM;FEM;SG	N;NOM;MASC;SG
grib	hoče	gribēt	hoteti	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
grib	želi	gribēt	želeti	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
staru	radioterapijo	stara	radioterapija	N;ACC;MASC;SG	N;ACC;FEM;SG
palielina	povečuje	palielināt	povečevati	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
explorer	raziskovalec	explorer	raziskovalec	N;NOM;FEM;SG	N;NOM;MASC;SG
pilnvaras	moči	pilnvara	moč	N;NOM;FEM;PL	N;NOM;FEM;PL
pilnvaras	pooblastila	pilnvara	pooblastilo	N;NOM;FEM;PL	N;NOM;NEUT;PL
pilnvaras	pristojnosti	pilnvara	pristojnost	N;NOM;FEM;PL	N;NOM;FEM;PL
pilnvaras	pooblastila	pilnvara	pooblastilo	N;NOM;FEM;PL	N;NOM;NEUT;PL
pieeja	dostop	pieeja	dostop	N;NOM;FEM;SG	N;NOM;MASC;SG
pieeja	pristop	pieeja	pristop	N;NOM;FEM;SG	N;NOM;MASC;SG
pētnieki	raziskovalci	pētnieks	raziskovalec	N;NOM;MASC;PL	N;NOM;MASC;PL
pētnieki	preiskovalci	pētnieks	preiskovalec	N;NOM;MASC;PL	N;NOM;MASC;PL
asistents	pomočnik	asistents	pomočnik	N;NOM;MASC;SG	N;NOM;MASC;SG
asistents	asistent	asistents	asistent	N;NOM;MASC;SG	N;NOM;MASC;SG
asistents	asistentka	asistents	asistentka	N;NOM;MASC;SG	N;NOM;FEM;SG
asistents	pomočnica	asistents	pomočnica	N;NOM;MASC;SG	N;NOM;FEM;SG
inženieri	inženirji	inženieris	inženir	N;NOM;MASC;PL	N;NOM;MASC;PL
uzskati	prepričanja	uzskats	prepričanje	N;NOM;MASC;PL	N;NOM;NEUT;PL
uzskati	verovanja	uzskats	verovanje	N;NOM;MASC;PL	N;NOM;NEUT;PL
uzskati	mnenja	uzskats	mnenje	N;NOM;MASC;PL	N;NOM;NEUT;PL
uzskati	stališča	uzskats	stališče	N;NOM;MASC;PL	N;NOM;NEUT;PL
uzskati	pogledi	uzskats	pogled	N;NOM;MASC;PL	N;NOM;MASC;PL
siena	obzidje	siena	obzidje	N;NOM;FEM;SG	N;NOM;NEUT;SG
siena	zid	siena	zid	N;NOM;FEM;SG	N;NOM;MASC;SG
siena	stena	siena	stena	N;NOM;FEM;SG	N;NOM;FEM;SG
siena	sena	siena	sena	N;NOM;FEM;SG	N;NOM;FEM;SG
labklājības	blaginje	labklājība	blaginja	N;NOM;FEM;PL	N;NOM;FEM;PL
principi	načela	princips	načelo	N;NOM;MASC;PL	N;NOM;NEUT;PL
principi	načeli	princips	načelo	N;NOM;MASC;PL	N;NOM;NEUT;PL
pretošanās	upor	pretošanās	upor	N;NOM;FEM;SG	N;NOM;MASC;SG
pretošanās	odpornost	pretošanās	odpornost	N;NOM;FEM;SG	N;NOM;FEM;SG
pretošanās	odpor	pretošanās	odpor	N;NOM;FEM;SG	N;NOM;MASC;SG
pretošanās	upiranje	pretošanās	upiranje	N;NOM;FEM;SG	N;NOM;NEUT;SG
rektors	rektor	rektors	rektor	N;NOM;MASC;SG	N;NOM;MASC;SG
iesauka	vzdevek	iesaukt	vzdevek	N;NOM;FEM;SG	N;NOM;MASC;SG
apkārtni	okolico	apkārtne	okolica	N;ACC;FEM;SG	N;ACC;FEM;SG
tulkotājs	prevajalec	tulkotājs	prevajalec	N;NOM;MASC;SG	N;NOM;MASC;SG
sēnes	gobe	sēne	goba	N;NOM;FEM;PL	N;NOM;FEM;PL
sēnes	gobice	sēne	gobica	N;NOM;FEM;PL	N;NOM;FEM;PL
sēnes	glive	sēne	gliva	N;NOM;FEM;PL	N;NOM;FEM;PL
sēnes	glivice	sēne	glivica	N;NOM;FEM;PL	N;NOM;FEM;PL
lapsa	lisica	lapsa	lisica	N;NOM;FEM;SG	N;NOM;FEM;SG
lapsa	lisjak	lapsa	lisjak	N;NOM;FEM;SG	N;NOM;MASC;SG
draugi	prijatelji	draugs	prijatelj	N;NOM;MASC;PL	N;NOM;MASC;PL
inkubācijas	inkubacije	inkubācija	inkubacija	N;NOM;FEM;PL	N;NOM;FEM;PL
slikti	hudo	slikti	hudo	ADV	ADV
slikti	slabo	slikti	slabo	ADV	ADV
slikti	slabo	slikti	slabo	ADV	ADV
smagais	težka	smags	težek	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
smagais	težko	smags	težek	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
straume	tok	straume	tok	N;NOM;FEM;SG	N;NOM;MASC;SG
straume	potok	straume	potok	N;NOM;FEM;SG	N;NOM;MASC;SG
alonso	alonso	alonso	alons	N;NOM;MASC;SG	N;NOM;MASC;SG
zils	modri	zils	moder	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
zils	modra	zils	moder	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
atgūt	okreva	atgūt	okrevati	V;POS;NFIN	V;IPFV;IND;SG;3;PRS;FIN
portrets	portret	portrets	portret	N;NOM;MASC;SG	N;NOM;MASC;SG
xbox	xbox	xbox	xbox	N	N;NOM;MASC;SG
modele	model	modele	model	N;NOM;FEM;SG	N;NOM;MASC;SG
modele	vzorec	modele	vzorec	N;NOM;FEM;SG	N;NOM;MASC;SG
modele	maneken	modele	maneken	N;NOM;FEM;SG	N;NOM;MASC;SG
komisārs	komisar	komisārs	komisar	N;NOM;MASC;SG	N;NOM;MASC;SG
komisārs	komisarka	komisārs	komisarka	N;NOM;MASC;SG	N;NOM;FEM;SG
ugunsgrēks	ogenj	ugunsgrēks	ogenj	N;NOM;MASC;SG	N;NOM;MASC;SG
ugunsgrēks	požar	ugunsgrēks	požar	N;NOM;MASC;SG	N;NOM;MASC;SG
himna	himna	himna	himen	N;NOM;FEM;SG	N;NOM;FEM;SG
himna	salaam	himna	salaam	N;NOM;FEM;SG	N;NOM;MASC;SG
himna	psalm	himna	psalm	N;NOM;FEM;SG	N;NOM;MASC;SG
emigrēja	emigriral	emigrēt	emigrirati	V;FH;IND;3;POS;PST;FIN;ACT	V;MASC;SG;V.PTCP
būvē	gradi	būve	graditi	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
hamiltons	hamilton	hamiltons	hamilton	N;NOM;MASC;SG	N;NOM;MASC;SG
attiecība	razmerje	attiecība	razmerje	N;NOM;FEM;SG	N;NOM;NEUT;SG
parādība	fenomen	parādība	fenomen	N;NOM;FEM;SG	N;NOM;MASC;SG
parādība	pojav	parādība	pojav	N;NOM;FEM;SG	N;NOM;MASC;SG
kilometri	kilometri	kilometrs	kilometer	N;NOM;MASC;PL	N;NOM;MASC;PL
kilometri	kilometri	kilometrs	kilometer	N;NOM;MASC;PL	N;NOM;MASC;PL
runāja	spregovorila	runāt	spregovoriti	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;FEM;SG;V.PTCP
runāja	govoril	runāt	govoriti	V;FH;IND;3;POS;PST;FIN;ACT	V;IPFV;MASC;SG;V.PTCP
runāja	govoril	runāt	govoriti	V;FH;IND;3;POS;PST;FIN;ACT	V;IPFV;MASC;SG;V.PTCP
zemestrīces	potres	zemestrīce	potres	N;NOM;FEM;SG	N;NOM;MASC;SG
vardes	žabe	varde	žaba	N;NOM;FEM;PL	N;NOM;FEM;PL
lēnām	počasi	lēnām	počasi	ADV	ADV
obligāti	obvezno	obligāti	obvezno	ADV	ADV
obligāti	obvezno	obligāti	obvezno	ADV	ADV
obligāti	obvezno	obligāti	obvezno	ADV	ADV
dzied	poje	dziedāt	peti	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
dzied	zapoje	dziedāt	zapeti	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
dzied	poje	dziedāt	peti	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
loks	krog	loks	krog	N;NOM;MASC;SG	N;NOM;MASC;SG
loks	lok	loks	lok	N;NOM;MASC;SG	N;NOM;MASC;SG
loks	arc	loks	arce	N;NOM;MASC;SG	N;NOM;MASC;SG
izveidošanas	stvaritev	izveidošana	stvaritev	N;NOM;FEM;SG	N;NOM;FEM;SG
izveidošanas	ustanovitev	izveidošana	ustanovitev	N;NOM;FEM;SG	N;NOM;FEM;SG
izveidošanas	ustvarjanje	izveidošana	ustvarjanje	N;NOM;FEM;SG	N;NOM;NEUT;SG
kaķi	mačke	kaķis	mačka	N;NOM;MASC;PL	N;NOM;FEM;PL
kaķi	mački	kaķis	mačka	N;NOM;MASC;PL	N;NOM;MASC;PL
īpašums	last	īpašums	last	N;NOM;MASC;SG	N;NOM;FEM;SG
īpašums	lastnost	īpašums	lastnost	N;NOM;MASC;SG	N;NOM;FEM;SG
īpašums	premoženje	īpašums	premoženje	N;NOM;MASC;SG	N;NOM;NEUT;SG
īpašums	lastnina	īpašums	lastnina	N;NOM;MASC;SG	N;NOM;FEM;SG
slavens	slavni	slavens	slaven	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
slavens	slaven	slavens	slaven	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
slavens	znana	slavens	znan	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
slavens	znan	slavens	znan	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
krauklis	krokar	krauklis	krokar	N;NOM;MASC;SG	N;NOM;MASC;SG
krauklis	raven	krauklis	raven	N;NOM;MASC;SG	N;NOM;FEM;SG
vajadzīgs	potreben	vajadzīgs	potreben	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
vajadzīgs	potrebna	vajadzīgs	potreben	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
futbols	football	futbols	football	N;NOM;MASC;SG	N;NOM;MASC;SG
futbols	nogomet	futbols	nogomet	N;NOM;MASC;SG	N;NOM;MASC;SG
futbols	fuzbal	futbols	fuzbal	N;NOM;MASC;SG	N;NOM;MASC;SG
auglis	plod	auglis	plod	N;NOM;MASC;SG	N;NOM;MASC;SG
auglis	zarodek	auglis	zarodek	N;NOM;MASC;SG	N;NOM;MASC;SG
auglis	sadje	auglis	sadje	N;NOM;MASC;SG	N;NOM;NEUT;SG
auglis	zarodek	auglis	zarodek	N;NOM;MASC;SG	N;NOM;MASC;SG
institūcijas	institucije	institūcija	institucija	N;NOM;FEM;PL	N;NOM;FEM;PL
institūcijas	nosilci	institūcija	nosilec	N;NOM;FEM;PL	N;NOM;MASC;PL
institūcijas	ustanove	institūcija	ustanova	N;NOM;FEM;PL	N;NOM;FEM;PL
institūcijas	telesa	institūcija	telo	N;NOM;FEM;PL	N;NOM;NEUT;PL
uzlabotu	izboljšati	uzlabot	izboljšati	V;COND;POS;FIN;ACT	V;PFV;NFIN
izpildīt	usmrtili	izpildīt	usmrtiti	V;POS;NFIN	V;PFV;MASC;PL;V.PTCP
brīva	svoboden	brīva	svoboden	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
brīva	svobodna	brīva	svoboden	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
brīva	brezplačna	brīva	brezplačen	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
kārtība	red	kārtība	red	N;NOM;FEM;SG	N;NOM;MASC;SG
kārtība	naročilo	kārtība	naročiti	N;NOM;FEM;SG	N;NOM;NEUT;SG
situācijas	situacije	situācija	situacija	N;NOM;FEM;PL	N;NOM;FEM;PL
sarkans	rdeča	sarkans	rdeč	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
sarkans	rdeči	sarkans	rdeč	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
sarkans	rdeč	sarkans	rdeč	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
sarkans	rdeče	sarkans	rdeč	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
mākoņi	oblaki	mākonis	oblak	N;NOM;MASC;PL	N;NOM;MASC;PL
mugura	hrbet	mugura	hrbet	N;NOM;FEM;SG	N;NOM;MASC;SG
rūpīgi	previdno	rūpīgi	previdno	ADV	ADV
rūpīgi	previdno	rūpīgi	previdno	ADV	ADV
drāma	drama	drāma	drama	N;NOM;FEM;SG	N;NOM;FEM;SG
plato	platon	platot	platon	N	N;NOM;MASC;SG
plato	plato	platot	plato	N	N;ACC;FEM;SG
orgāns	organ	orgāns	organ	N;NOM;MASC;SG	N;NOM;MASC;SG
čūsku	kačo	čūska	kača	N;ACC;FEM;SG	N;ACC;FEM;SG
stipra	močan	stiprs	močen	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
stipra	močna	stiprs	močen	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
īpašība	lastnost	īpašība	lastnost	N;NOM;FEM;SG	N;NOM;FEM;SG
īpašība	last	īpašība	last	N;NOM;FEM;SG	N;NOM;FEM;SG
īpašība	lastnost	īpašība	lastnost	N;NOM;FEM;SG	N;NOM;FEM;SG
īpašība	premoženje	īpašība	premoženje	N;NOM;FEM;SG	N;NOM;NEUT;SG
īpašība	lastnina	īpašība	lastnina	N;NOM;FEM;SG	N;NOM;FEM;SG
īpašība	lastnost	īpašība	lastnost	N;NOM;FEM;SG	N;NOM;FEM;SG
īpašība	značilnost	īpašība	značilnost	N;NOM;FEM;SG	N;NOM;FEM;SG
krievs	rus	krievs	rus	N;NOM;MASC;SG	N;NOM;MASC;SG
ebrejiem	hebrejcem	ebrejs	hebrejec	N;DAT;MASC;PL	N;DAT;MASC;PL
terora	groza	terors	groz	N;NOM;MASC;SG	N;NOM;FEM;SG
terora	teror	terors	teror	N;NOM;MASC;SG	N;NOM;MASC;SG
mēģinājumi	vaje	mēģinājums	vaja	N;NOM;MASC;PL	N;NOM;FEM;PL
īpašs	specialno	īpašs	specialno	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
īpašs	posebna	īpašs	poseben	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
īpašs	poseben	īpašs	poseben	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
lekcijas	predavanja	lekcija	predavanje	N;NOM;FEM;PL	N;NOM;NEUT;PL
cerības	upi	cerība	upa	N;NOM;FEM;PL	N;NOM;MASC;PL
cerības	pričakovanja	cerība	pričakovanje	N;NOM;FEM;PL	N;NOM;NEUT;PL
piekūns	falcon	piekūns	falcon	N;NOM;MASC;SG	N;NOM;MASC;SG
piekūns	sokol	piekūns	sokol	N;NOM;MASC;SG	N;NOM;MASC;SG
piekūns	kestrel	piekūns	kestrel	N;NOM;MASC;SG	N;NOM;MASC;SG
dzenis	detel	dzenis	deti	N;NOM;MASC;SG	N;NOM;MASC;SG
jautājumi	vprašanja	jautājums	vprašanje	N;NOM;MASC;PL	N;NOM;NEUT;PL
jautājumi	vprašanja	jautājums	vprašanje	N;NOM;MASC;PL	N;NOM;NEUT;PL
gāze	bencin	gāze	bencin	N;NOM;FEM;SG	N;NOM;MASC;SG
gāze	gas	gāze	gas	N;NOM;FEM;SG	N;NOM;MASC;SG
gāze	plin	gāze	plin	N;NOM;FEM;SG	N;NOM;MASC;SG
izejas	izhodi	izeja	izhod	N;NOM;FEM;PL	N;NOM;MASC;PL
radīts	ustvaril	radīt	ustvariti	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
novietots	parkiral	novietot	parkirati	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;V.PTCP
distance	oddaljenost	distance	oddaljenost	N;NOM;FEM;SG	N;NOM;FEM;SG
distance	razdalja	distance	razdaljati	N;NOM;FEM;SG	N;NOM;FEM;SG
chelsea	chelsea	chelties	chelse	N;NOM;MASC;SG	N;NOM;MASC;SG
speciālisti	strokovnjaki	speciālists	strokovnjak	N;NOM;MASC;PL	N;NOM;MASC;PL
nauda	denar	nauda	denar	N;NOM;FEM;SG	N;NOM;MASC;SG
nauda	gotovina	nauda	gotovina	N;NOM;FEM;SG	N;NOM;FEM;SG
musulmaņi	muslimani	musulmanis	musliman	N;NOM;MASC;PL	N;NOM;MASC;PL
musulmaņi	muslimani	musulmanis	musliman	N;NOM;MASC;PL	N;NOM;MASC;PL
vēders	želodec	vēders	želodec	N;NOM;MASC;SG	N;NOM;MASC;SG
vēders	trebuh	vēders	trebuh	N;NOM;MASC;SG	N;NOM;MASC;SG
vēders	trebuh	vēders	trebuh	N;NOM;MASC;SG	N;NOM;MASC;SG
deviņas	devet	deviņi	devet	NUM;NOM;FEM;PL	NUM;NOM;PL
neietilpst	izključuje	neietilpt	izključevati	V;FH;IND;3;NEG;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
administrācija	dajanje	administrācija	dajanje	N;NOM;FEM;SG	N;NOM;NEUT;SG
partneri	partnerji	partneris	partner	N;NOM;MASC;PL	N;NOM;MASC;PL
mīlestība	love	mīlestība	lova	N;NOM;FEM;SG	N;NOM;MASC;SG
mīlestība	ljubezen	mīlestība	ljubezen	N;NOM;FEM;SG	N;NOM;FEM;SG
izvietojums	postavitev	izvietojums	postavitev	N;NOM;MASC;SG	N;NOM;FEM;SG
izvietojums	dogovor	izvietojums	dogovor	N;NOM;MASC;SG	N;NOM;MASC;SG
izvietojums	aranžma	izvietojums	aranž	N;NOM;MASC;SG	N;NOM;MASC;SG
izvietojums	ureditev	izvietojums	ureditev	N;NOM;MASC;SG	N;NOM;FEM;SG
izvietojums	razporeditev	izvietojums	razporeditev	N;NOM;MASC;SG	N;NOM;FEM;SG
izvietojums	postavitev	izvietojums	postavitev	N;NOM;MASC;SG	N;NOM;FEM;SG
izvietojums	razpored	izvietojums	razpored	N;NOM;MASC;SG	N;NOM;MASC;SG
izvietojums	razporeditev	izvietojums	razporeditev	N;NOM;MASC;SG	N;NOM;FEM;SG
zila	modri	zils	moder	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
zila	modra	zils	moder	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
vērsta	režiral	vērst	režirati	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;MASC;SG;V.PTCP
lauva	lev	lauva	lev	N;NOM;FEM;SG	N;NOM;MASC;SG
mācība	lekcija	mācība	lekcija	N;NOM;FEM;SG	N;NOM;FEM;SG
mācība	poduk	mācība	poduk	N;NOM;FEM;SG	N;NOM;MASC;SG
traumas	travme	trauma	travme	N;NOM;FEM;PL	N;NOM;FEM;PL
traumas	poškodbe	trauma	poškodba	N;NOM;FEM;PL	N;NOM;FEM;PL
traumas	travme	trauma	travme	N;NOM;FEM;PL	N;NOM;FEM;PL
traumas	poškodbe	trauma	poškodba	N;NOM;FEM;PL	N;NOM;FEM;PL
ēģipte	egipt	ēģipte	egipt	N;NOM;FEM;SG	N;NOM;MASC;SG
meitene	punca	meitene	punca	N;NOM;FEM;SG	N;NOM;FEM;SG
meitene	deklica	meitene	deklica	N;NOM;FEM;SG	N;NOM;FEM;SG
meitene	dekle	meitene	dekle	N;NOM;FEM;SG	N;NOM;NEUT;SG
suņi	psi	suns	pes	N;NOM;MASC;PL	N;NOM;MASC;PL
suņi	psih	suns	pes	N;NOM;MASC;PL	N;NOM;FEM;PL
suņi	pse	suns	pes	N;NOM;MASC;PL	N;NOM;MASC;PL
apgalvoja	trdil	apgalvot	trditi	V;FH;IND;3;POS;PST;FIN;ACT	V;IPFV;MASC;SG;V.PTCP
apgalvoja	trdil	apgalvot	trditi	V;FH;IND;3;POS;PST;FIN;ACT	V;IPFV;MASC;SG;V.PTCP
procesi	procesi	process	proces	N;NOM;MASC;PL	N;NOM;MASC;PL
procesi	postopki	process	postopek	N;NOM;MASC;PL	N;NOM;MASC;PL
subjekts	subjekt	subjekts	subjekt	N;NOM;MASC;SG	N;NOM;MASC;SG
subjekts	predmet	subjekts	predmet	N;NOM;MASC;SG	N;NOM;MASC;SG
subjekts	osebek	subjekts	osebek	N;NOM;MASC;SG	N;NOM;MASC;SG
subjekts	subjekt	subjekts	subjekt	N;NOM;MASC;SG	N;NOM;MASC;SG
indiāņi	indijci	indiāns	indijca	N;NOM;MASC;PL	N;NOM;MASC;PL
indiāņi	indijanci	indiāns	indijanec	N;NOM;MASC;PL	N;NOM;MASC;PL
teksti	besedili	teksts	besedilo	N;NOM;MASC;PL	N;NOM;NEUT;PL
teksti	besedila	teksts	besedilo	N;NOM;MASC;PL	N;NOM;NEUT;PL
teksti	besedila	teksts	besedilo	N;NOM;MASC;PL	N;NOM;NEUT;PL
kolekcija	pobiranje	kolekcija	pobiranje	N;NOM;FEM;SG	N;NOM;NEUT;SG
kolekcija	zbirka	kolekcija	zbirka	N;NOM;FEM;SG	N;NOM;FEM;SG
kolekcija	kolekcija	kolekcija	kolekcija	N;NOM;FEM;SG	N;NOM;FEM;SG
kolekcija	zbiranje	kolekcija	zbiranje	N;NOM;FEM;SG	N;NOM;NEUT;SG
tēma	vsebina	tēma	vsebina	N;NOM;FEM;SG	N;NOM;FEM;SG
tēma	tema	tēma	tema	N;NOM;FEM;SG	N;NOM;FEM;SG
tēma	tema	tēma	tema	N;NOM;FEM;SG	N;NOM;FEM;SG
tēma	predmet	tēma	predmet	N;NOM;FEM;SG	N;NOM;MASC;SG
tēma	osebek	tēma	osebek	N;NOM;FEM;SG	N;NOM;MASC;SG
tēma	subjekt	tēma	subjekt	N;NOM;FEM;SG	N;NOM;MASC;SG
kušanas	taljenje	kušana	taljenje	N;NOM;FEM;SG	N;NOM;NEUT;SG
kušanas	topi	kušana	topiti	N;NOM;FEM;SG	N;NOM;MASC;SG
novērst	preprečiti	novērst	preprečiti	V;POS;NFIN	V;PFV;NFIN
novērst	prepreči	novērst	preprečiti	V;POS;NFIN	V;PFV;IND;SG;3;PRS;FIN
novērst	preprečite	novērst	preprečiti	V;POS;NFIN	V;PFV;IMP;PL;2;FIN
reģioni	regije	reģions	regija	N;NOM;MASC;PL	N;NOM;FEM;PL
efekts	učinek	efekts	učinek	N;NOM;MASC;SG	N;NOM;MASC;SG
efekts	efekt	efekts	efekt	N;NOM;MASC;SG	N;NOM;MASC;SG
leopolds	leopold	leopolds	leopold	N;NOM;MASC;SG	N;NOM;MASC;SG
tikmēr	medtem	tikmēr	medtem	ADV	ADV
pabeigšanas	zaključek	pabeigšana	zaključek	N;NOM;FEM;SG	N;NOM;MASC;SG
