年	jaar	年	jaar	N	N;NEUT;SG
代表	delegatie	代表	delegatie	N	N;MASC+FEM;SG
代表	delegaties	代表	delegatie	N	N;PL
挖	graven	挖	graven	V	V;NFIN
挖	graven	挖	graven	V	V;NFIN
集會	rally	集會	rally	N	N;MASC+FEM;SG
區分	differentiatie	區分	differentiatie	N	N;MASC+FEM;SG
區分	onderscheid	區分	onderscheid	N	N;NEUT;SG
傷亡	slachtoffers	傷亡	slachtoffer	N	N;PL
信心	faith	信心	faith	N	N;MASC+FEM;SG
信心	vertrouwen	信心	vertrouwen	N	N;NEUT;SG
信心	zelfvertrouwen	信心	zelfvertrouwen	N	N;NEUT;SG
信心	vertrouwen	信心	vertrouwen	N	N;NEUT;SG
明天	tomorrow	明天	tomorrow	N	N;MASC+FEM;SG
場合	gelegenheid	場合	gelegenheid	N	N;MASC+FEM;SG
杖	hengel	杖	hengel	N	N;MASC+FEM;SG
杖	rod	杖	rod	N	N;MASC+FEM;SG
先鋒	pioneer	先鋒	pioneren	N	N;MASC+FEM;SG
先鋒	pionier	先鋒	pionier	N	N;MASC+FEM;SG
先鋒	pioniers	先鋒	pionier	N	N;PL
先鋒	voorhoede	先鋒	voorhoede	N	N;MASC+FEM;SG
先鋒	pioniers	先鋒	pionier	N	N;PL
動詞	werkwoord	動詞	werkwoord	N	N;NEUT;SG
動詞	werkwoorden	動詞	werkwoord	N	N;PL
體積	volume	體積	volume	N	N;NEUT;SG
體積	grootte	體積	grootte	N	N;MASC+FEM;SG
體積	afmeting	體積	afmeting	N	N;MASC+FEM;SG
體積	omvang	體積	omvang	N	N;MASC+FEM;SG
體積	formaat	體積	formaat	N	N;NEUT;SG
體積	maat	體積	maat	N	N;MASC+FEM;SG
暗殺	moord	暗殺	moord	N	N;MASC+FEM;SG
暗殺	moordaanslag	暗殺	moordaanslag	N	N;MASC+FEM;SG
燃燒	branden	燃燒	branden	V	V;NFIN
燃燒	verbranden	燃燒	verbranden	V	V;NFIN
燃燒	verbranden	燃燒	verbranden	V	V;NFIN
燃燒	brandend	燃燒	branden	V	V;V.PTCP
燃燒	branden	燃燒	branden	V	V;NFIN
燃燒	brandende	燃燒	branden	V	V;V.PTCP
感受	voelen	感受	voelen	V	V;NFIN
感受	voel	感受	voelen	V	V;SG;PRS;FIN
感受	voelen	感受	voelen	V	V;NFIN
射程	bereik	射程	bereik	N	N;NEUT;SG
追溯	terugwerkende	追溯	terugwerken	V	V;V.PTCP
魅力	glamour	魅力	glamour	N	N;MASC+FEM;SG
魅力	charisma	魅力	charisma	N	N;MASC+FEM;SG
魅力	uitstraling	魅力	uitstraling	N	N;MASC+FEM;SG
魅力	charme	魅力	charme	N	N;MASC+FEM;SG
魅力	charmes	魅力	charme	N	N;PL
茄	solanum	茄	solanum	N	N;MASC+FEM;SG
茄	aubergine	茄	aubergine	N	N;MASC+FEM;SG
起義	opstand	起義	opstand	N	N;MASC+FEM;SG
起義	opstand	起義	opstand	N	N;MASC+FEM;SG
起義	intifada	起義	intifada	N	N;MASC+FEM;SG
兵團	regiment	兵團	regiment	N	N;NEUT;SG
培訓	training	培訓	training	N	N;MASC+FEM;SG
培訓	opleiding	培訓	opleiding	N	N;MASC+FEM;SG
聯軍	coalitie	聯軍	coalitie	N	N;MASC+FEM;SG
鰓	gill	鰓	gill	N	N;MASC+FEM;SG
鰓	kieuwen	鰓	kieuw	N	N;PL
培養	verzorgende	培養	verzorgen	V	V;V.PTCP
生育	bevalling	生育	bevalling	N	N;MASC+FEM;SG
生育	voortplanting	生育	voortplanting	N	N;MASC+FEM;SG
生育	vruchtbaarheid	生育	vruchtbaarheid	N	N;MASC+FEM;SG
雲端	wolk	雲端	wolk	N	N;MASC+FEM;SG
雲端	cloud	雲端	cloud	N	N;MASC+FEM;SG
雲端	wolken	雲端	wolk	N	N;PL
屍體	lichaam	屍體	lichaam	N	N;NEUT;SG
屍體	body	屍體	body	N	N;MASC+FEM;SG
寸	inch	寸	inch	N	N;MASC+FEM;SG
時刻	momenten	時刻	moment	N	N;PL
時刻	ogenblikken	時刻	ogenblik	N	N;PL
時刻	moment	時刻	moment	N	N;NEUT;SG
時刻	ogenblik	時刻	ogenblik	N	N;NEUT;SG
蝦	garnalen	蝦	garnaal	N	N;PL
蝦	garnaal	蝦	garnaal	N	N;MASC+FEM;SG
蝦	garnalen	蝦	garnaal	N	N;PL
專利	octrooi	專利	octrooi	N	N;NEUT;SG
專利	patent	專利	patent	N	N;NEUT;SG
專利	octrooi	專利	octrooi	N	N;NEUT;SG
專利	patenten	專利	patent	N	N;PL
專利	octrooien	專利	octrooien	N	N;PL
田徑	atletiek	田徑	atletiek	N	N;MASC+FEM;SG
追蹤	traceren	追蹤	traceren	V	V;NFIN
追蹤	traceren	追蹤	traceren	V	V;NFIN
售票	ticket	售票	ticket	N	N;NEUT;SG
售票	kaartje	售票	kaart	N	N;NEUT;SG
售票	kaartverkoop	售票	kaartverkoop	N	N;NEUT;SG
區別	onderscheid	區別	onderscheid	N	N;NEUT;SG
區別	verschil	區別	verschil	N	N;NEUT;SG
村落	dorpje	村落	dorp	N	N;NEUT;SG
村落	dorp	村落	dorp	N	N;NEUT;SG
葡萄	wijn	葡萄	wijn	N	N;MASC+FEM;SG
音樂	musical	音樂	musical	N	N;MASC+FEM;SG
樸	park	樸	park	N	N;NEUT;SG
半徑	straal	半徑	straal	N	N;MASC+FEM;SG
半徑	radius	半徑	radius	N	N;MASC+FEM;SG
六	zes	六	zes	NUM	NUM
標籤	labels	標籤	label	N	N;PL
標籤	etiketten	標籤	etiket	N	N;PL
標籤	tag	標籤	tag	N	N;SG
標籤	tabblad	標籤	tabblad	N	N;NEUT;SG
標籤	tab	標籤	tab	N	N;MASC+FEM;SG
標籤	labels	標籤	label	N	N;PL
標籤	etiket	標籤	etiket	N	N;NEUT;SG
標籤	label	標籤	label	N	N;NEUT;SG
放大	inzoomen	放大	inzoomen	V	V;NFIN
放大	zoomen	放大	zuomen	V	V;NFIN
肝	lever	肝	lever	N	N;MASC+FEM;SG
傳記	biografieën	傳記	biografieën	N	N;PL
傳記	biografie	傳記	biografie	N	N;MASC+FEM;SG
失望	teleurstelling	失望	teleurstelling	N	N;MASC+FEM;SG
失望	ontgoocheling	失望	ontgoocheling	N	N;MASC+FEM;SG
失望	teleurstellingen	失望	teleurstelling	N	N;PL
失望	teleurstelling	失望	teleurstelling	N	N;MASC+FEM;SG
屬性	attribuut	屬性	attribuut	N	N;NEUT;SG
屬性	eigenschap	屬性	eigenschap	N	N;MASC+FEM;SG
屬性	eigendom	屬性	eigendom	N	N;NEUT;SG
屬性	vastgoed	屬性	vastgoed	N	N;NEUT;SG
屬性	eigendommen	屬性	eigendom	N	N;PL
屬性	eigenschappen	屬性	eigenschap	N	N;PL
屬性	attributen	屬性	attribuut	N	N;PL
屬性	kenmerken	屬性	kenmerk	N	N;PL
屬性	eigenschappen	屬性	eigenschap	N	N;PL
氫	waterstof	氫	waterstof	N	N;MASC+FEM;SG
數百	honderden	數百	honderd	NUM	NUM
名譽	eer	名譽	eer	N	N;MASC+FEM;SG
名譽	reputatie	名譽	reputatie	N	N;MASC+FEM;SG
名譽	eer	名譽	eer	N	N;MASC+FEM;SG
光子	mitsuko	光子	mitsuko	N	N;MASC+FEM;SG
光子	foton	光子	foton	N	N;MASC+FEM;SG
特點	karakteristieken	特點	karakteristiek	N	N;PL
特點	kenmerken	特點	kenmerk	N	N;PL
特點	eigenschappen	特點	eigenschap	N	N;PL
特點	functies	特點	functie	N	N;PL
特點	kenmerken	特點	kenmerk	N	N;PL
特點	kenmerk	特點	kenmerk	N	N;NEUT;SG
磷	fosfaat	磷	fosfaat	N	N;MASC+FEM;SG
磷	fosfor	磷	fosfor	N	N;MASC+FEM;SG
品種	rassen	品種	ras	N	N;PL
品種	ras	品種	ras	N	N;NEUT;SG
品種	rassen	品種	ras	N	N;PL
品種	variëteiten	品種	variëteit	N	N;PL
書記	klerken	書記	klerk	N	N;PL
書記	griffier	書記	griffier	N	N;MASC+FEM;SG
書記	klerk	書記	klerk	N	N;MASC+FEM;SG
霜	frost	霜	frost	N	N;MASC+FEM;SG
霜	vorst	霜	vorst	N	N;MASC+FEM;SG
霜	crème	霜	crum	N	N;MASC+FEM;SG
霜	room	霜	room	N	N;MASC+FEM;SG
海豚	dolphin	海豚	dolphin	N	N;MASC+FEM;SG
海豚	dolfijn	海豚	dolfijn	N	N;MASC+FEM;SG
海豚	dolfijnen	海豚	dolfijn	N	N;PL
特快	express	特快	express	N	N;MASC+FEM;SG
正統	orthodoxie	正統	orthodoxie	N	N;MASC+FEM;SG
國外	overzeese	國外	overzees	N	N;PL
國外	buitenland	國外	buitenland	N	N;NEUT;SG
千克	kilogram	千克	kilogram	N	N;MASC+FEM;SG
千克	kilogram	千克	kilogram	N	N;MASC+FEM;SG
千克	kilo	千克	kilo	N	N;MASC+FEM;SG
密碼	wetboek	密碼	wetboek	N	N;NEUT;SG
密碼	code	密碼	code	N	N;MASC+FEM;SG
密碼	wachtwoord	密碼	wachtwoord	N	N;NEUT;SG
密碼	paswoord	密碼	paswoord	N	N;NEUT;SG
密碼	wachtwoorden	密碼	wachtwoord	N	N;PL
帽子	hoedjes	帽子	hoed	N	N;PL
帽子	hoeden	帽子	hoed	N	N;PL
帽子	mutsen	帽子	mutsen	N	N;PL
帽子	petten	帽子	pet	N	N;PL
帽子	hoed	帽子	hoed	N	N;MASC+FEM;SG
帽子	pet	帽子	pet	N	N;MASC+FEM;SG
帽子	hat	帽子	hat	N	N;MASC+FEM;SG
帽子	muts	帽子	muts	N	N;MASC+FEM;SG
普查	volkstelling	普查	volkstelling	N	N;MASC+FEM;SG
普查	census	普查	census	N	N;NEUT;SG
普查	tellingen	普查	telling	N	N;PL
腺	klier	腺	klier	N	N;MASC+FEM;SG
腺	klieren	腺	klieren	N	N;PL
海軍	mariniers	海軍	marinier	N	N;PL
歌劇	opera	歌劇	opera	N	N;MASC+FEM;SG
焦點	focus	焦點	focus	N	N;MASC+FEM;SG
冬天	winter	冬天	winter	N	N;MASC+FEM;SG
紀元	tijdperk	紀元	tijdperk	N	N;NEUT;SG
幸運	geluk	幸運	geluk	N	N;NEUT;SG
幸運	lucky	幸運	lucky	N	N;MASC+FEM;SG
資本	kapitaal	資本	kapitaal	N	N;NEUT;SG
資本	hoofdstad	資本	hoofdstad	N	N;MASC+FEM;SG
資本	hoofdletter	資本	hoofdletter	N	N;MASC+FEM;SG
拓展	uitbreiden	拓展	uitbreiden	V	V;NFIN
拓展	uitbreiden	拓展	uitbreiden	V	V;NFIN
團	eenheid	團	eenheid	N	N;MASC+FEM;SG
團	solidariteit	團	solidariteit	N	N;MASC+FEM;SG
魔鬼	duivel	魔鬼	duivel	N	N;MASC+FEM;SG
魔鬼	duivels	魔鬼	duivel	N	N;PL
獎勵	beloningen	獎勵	beloning	N	N;PL
獎勵	bonus	獎勵	bonus	N	N;MASC+FEM;SG
獎勵	prikkels	獎勵	prikkel	N	N;PL
獎勵	prijsuitreiking	獎勵	prijsuitreiking	N	N;MASC+FEM;SG
獎勵	awards	獎勵	awards	N	N;PL
獎勵	onderscheidingen	獎勵	onderscheiding	N	N;PL
獎勵	beloning	獎勵	beloning	N	N;MASC+FEM;SG
合唱	koor	合唱	koor	N	N;NEUT;SG
合唱	koor	合唱	koor	N	N;NEUT;SG
合唱	refrein	合唱	refrein	N	N;NEUT;SG
國防	verdediging	國防	verdediging	N	N;MASC+FEM;SG
國防	defensie	國防	defensie	N	N;MASC+FEM;SG
國防	verdediging	國防	verdediging	N	N;MASC+FEM;SG
國防	verweerschrift	國防	verweerschrift	N	N;NEUT;SG
國防	defensie	國防	defensie	N	N;MASC+FEM;SG
國防	verweer	國防	verweer	N	N;NEUT;SG
文書	instrument	文書	instrument	N	N;NEUT;SG
文書	instrumenten	文書	instrument	N	N;PL
意圖	intentie	意圖	intentie	N	N;MASC+FEM;SG
意圖	intentie	意圖	intentie	N	N;MASC+FEM;SG
意圖	bedoeling	意圖	bedoeling	N	N;MASC+FEM;SG
意圖	intenties	意圖	intentie	N	N;PL
意圖	bedoelingen	意圖	bedoeling	N	N;PL
意圖	voornemens	意圖	voornemen	N	N;PL
物件	voorwerp	物件	voorwerp	N	N;NEUT;SG
物件	object	物件	object	N	N;NEUT;SG
物件	objecten	物件	object	N	N;PL
物件	voorwerpen	物件	voorwerp	N	N;PL
背叛	verraad	背叛	verraad	N	N;NEUT;SG
培育	verzorgende	培育	verzorgen	V	V;V.PTCP
培育	fokken	培育	fokken	V	V;NFIN
培育	koesteren	培育	koesteren	V	V;NFIN
培育	cultiveren	培育	cultiveren	V	V;NFIN
物流	logistiek	物流	logistiek	N	N;MASC+FEM;SG
味道	proef	味道	proef	N	N;MASC+FEM;SG
味道	smaken	味道	smaken	N	N;PL
味道	smaak	味道	smaak	N	N;MASC+FEM;SG
味道	smaken	味道	smaken	N	N;PL
味道	geur	味道	geur	N	N;MASC+FEM;SG
味道	reuk	味道	reuk	N	N;MASC+FEM;SG
潮流	getij	潮流	getij	N	N;NEUT;SG
潮流	tij	潮流	tij	N	N;NEUT;SG
潮流	vloed	潮流	vloed	N	N;MASC+FEM;SG
招募	rekruteren	招募	rekruteren	V	V;NFIN
招募	werven	招募	werven	V	V;NFIN
招募	rekruteren	招募	rekruteren	V	V;NFIN
體驗	ervaring	體驗	ervaring	N	N;MASC+FEM;SG
體驗	ervaringen	體驗	ervaring	N	N;PL
體驗	ervaring	體驗	ervaring	N	N;MASC+FEM;SG
體驗	ervaringen	體驗	ervaring	N	N;PL
禽	gevogelte	禽	gevogelte	N	N;NEUT;SG
禽	pluimvee	禽	pluimvee	N	N;NEUT;SG
禽	gevogelte	禽	gevogelte	N	N;NEUT;SG
總數	totalen	總數	totaal	N	N;PL
裝飾	versiering	裝飾	versiering	N	N;MASC+FEM;SG
裝飾	decoratie	裝飾	decoratie	N	N;MASC+FEM;SG
裝飾	inrichting	裝飾	inrichting	N	N;MASC+FEM;SG
裝飾	decor	裝飾	decor	N	N;NEUT;SG
裝飾	decoratie	裝飾	decoratie	N	N;MASC+FEM;SG
裝飾	deco	裝飾	deco	N	N;MASC+FEM;SG
裝飾	versieringen	裝飾	versiering	N	N;PL
裝飾	decoraties	裝飾	decoratie	N	N;PL
裝飾	onderscheidingen	裝飾	onderscheiding	N	N;PL
裝飾	decoratie	裝飾	decoratie	N	N;MASC+FEM;SG
婚禮	bruiloften	婚禮	bruiloft	N	N;PL
婚禮	huwelijken	婚禮	huwelijk	N	N;PL
婚禮	bruiloft	婚禮	bruiloft	N	N;MASC+FEM;SG
婚禮	trouwfeest	婚禮	trouwfeest	N	N;NEUT;SG
婚禮	bruiloft	婚禮	bruiloft	N	N;MASC+FEM;SG
婚禮	huwelijk	婚禮	huwelijk	N	N;NEUT;SG
術語	term	術語	term	N	N;MASC+FEM;SG
術語	termen	術語	term	N	N;PL
術語	voorwaarden	術語	voorwaarde	N	N;PL
術語	terminologie	術語	terminologie	N	N;MASC+FEM;SG
倒塌	ineenstorting	倒塌	ineenstorting	N	N;MASC+FEM;SG
倒塌	instorting	倒塌	instorting	N	N;MASC+FEM;SG
改寫	herschrijven	改寫	herschrijven	V	V;NFIN
改寫	herschreven	改寫	herschreven	V	V;V.PTCP
改寫	herschrijven	改寫	herschrijven	V	V;NFIN
明日	tomorrow	明日	tomorrow	N	N;MASC+FEM;SG
王牌	ace	王牌	ace	N	N;MASC+FEM;SG
王牌	aas	王牌	aas	N	N;MASC+FEM;SG
縮短	verkort	縮短	verkorten	V	V;V.PTCP
縮短	ingekort	縮短	inkorten	V	V;V.PTCP
縮短	inkorten	縮短	inkorten	V	V;NFIN
縮短	verkorten	縮短	verkorten	V	V;NFIN
縮短	inkorten	縮短	inkorten	V	V;NFIN
縮短	verkorten	縮短	verkorten	V	V;NFIN
上限	plafond	上限	plafond	N	N;NEUT;SG
上限	dop	上限	dop	N	N;MASC+FEM;SG
上限	cap	上限	cap	N	N;MASC+FEM;SG
上限	limiet	上限	limiet	N	N;MASC+FEM;SG
上限	limieten	上限	limiet	N	N;PL
合格	gekwalificeerd	合格	kwalificeren	V	V;V.PTCP
合格	gekwalificeerde	合格	kwalificeren	V	V;V.PTCP
水果	vruchten	水果	vrucht	N	N;PL
水果	fruit	水果	fruit	N	N;NEUT;SG
水果	vrucht	水果	vrucht	N	N;MASC+FEM;SG
水果	vruchten	水果	vrucht	N	N;PL
水果	fruit	水果	fruit	N	N;NEUT;SG
指標	indicatoren	指標	indicator	N	N;PL
指標	indicator	指標	indicator	N	N;MASC+FEM;SG
指標	indicatie	指標	indicatie	N	N;MASC+FEM;SG
句子	zinnen	句子	zin	N	N;PL
句子	vonnissen	句子	vonnis	N	N;PL
句子	zin	句子	zin	N	N;MASC+FEM;SG
句子	straf	句子	straf	N	N;MASC+FEM;SG
句子	vonnis	句子	vonnis	N	N;NEUT;SG
麵	brood	麵	brood	N	N;NEUT;SG
商務	handel	商務	handel	N	N;MASC+FEM;SG
商務	biz	商務	biz	N	N;MASC+FEM;SG
商務	bedrijf	商務	bedrijf	N	N;NEUT;SG
議長	speaker	議長	speaker	N	N;MASC+FEM;SG
議長	luidspreker	議長	luidspreker	N	N;MASC+FEM;SG
議長	spreker	議長	spreker	N	N;MASC+FEM;SG
使徒	gezanten	使徒	zanten	N	N;PL
使徒	boodschappers	使徒	boodschapper	N	N;PL
使徒	apostelen	使徒	aposteel	N	N;PL
使徒	boodschapper	使徒	boodschapper	N	N;MASC+FEM;SG
使徒	apostel	使徒	apostel	N	N;MASC+FEM;SG
使徒	gezant	使徒	gezant	N	N;MASC+FEM;SG
過往	verleden	過往	verleden	N	N;NEUT;SG
兔子	konijntje	兔子	konijn	N	N;NEUT;SG
兔子	bunny	兔子	bunny	N	N;MASC+FEM;SG
兔子	konijntje	兔子	konijn	N	N;NEUT;SG
兔子	konijnen	兔子	konijn	N	N;PL
兔子	konijn	兔子	konijn	N	N;NEUT;SG
針	naalden	針	naald	N	N;PL
針	naald	針	naald	N	N;MASC+FEM;SG
丈	joe	丈	joe	N	N;MASC+FEM;SG
褐	brown	褐	brown	N	N;MASC+FEM;SG
或	misschien	或	misschien	ADV	ADV
或	misschien	或	misschien	ADV	ADV
煤炭	steenkool	煤炭	steenkool	N	N;MASC+FEM;SG
煤炭	kolen	煤炭	kolen	N	N;PL
煤炭	kool	煤炭	kool	N	N;MASC+FEM;SG
真空	vacuüm	真空	vacuüm	N	N;NEUT;SG
鬥士	strijders	鬥士	strijder	N	N;PL
鬥士	vechters	鬥士	vechter	N	N;PL
鬥士	fighters	鬥士	fighter	N	N;PL
鬥士	boksers	鬥士	bokser	N	N;PL
鬥士	strijder	鬥士	strijder	N	N;MASC+FEM;SG
鬥士	vechter	鬥士	vechter	N	N;MASC+FEM;SG
鬥士	fighter	鬥士	fighter	N	N;MASC+FEM;SG
星空	sterren	星空	ster	N	N;PL
減弱	verzwakken	減弱	verzwakken	V	V;NFIN
蔬菜	groente	蔬菜	groente	N	N;MASC+FEM;SG
蔬菜	groenten	蔬菜	groent	N	N;PL
蔬菜	groente	蔬菜	groente	N	N;MASC+FEM;SG
蔬菜	groenten	蔬菜	groent	N	N;PL
索引	index	索引	index	N	N;MASC+FEM;SG
索引	indexcijfer	索引	indexcijfer	N	N;NEUT;SG
索引	indexering	索引	indexering	N	N;MASC+FEM;SG
索引	indexen	索引	index	N	N;PL
索引	registers	索引	register	N	N;PL
華麗	glam	華麗	glam	N	N;MASC+FEM;SG
木材	hout	木材	hout	N	N;NEUT;SG
木材	hout	木材	hout	N	N;NEUT;SG
唱歌	gezang	唱歌	gezang	N	N;NEUT;SG
唱歌	zang	唱歌	zang	N	N;MASC+FEM;SG
模特	modellen	模特	model	N	N;PL
模特	modellering	模特	modellering	N	N;MASC+FEM;SG
閃電	bliksem	閃電	bliksem	N	N;MASC+FEM;SG
閃電	lightning	閃電	lightning	N	N;MASC+FEM;SG
儀器	instrumentarium	儀器	instrumentarium	N	N;NEUT;SG
儀器	apparaat	儀器	apparaat	N	N;NEUT;SG
儀器	instrument	儀器	instrument	N	N;NEUT;SG
儀器	instrumenten	儀器	instrument	N	N;PL
活塞	zuiger	活塞	zuiger	N	N;MASC+FEM;SG
活塞	zuigers	活塞	zuiger	N	N;PL
抽象	abstractie	抽象	abstractie	N	N;MASC+FEM;SG
保健	gezondheidszorg	保健	gezondheidszorg	N	N;MASC+FEM;SG
魔術	trick	魔術	trick	N	N;MASC+FEM;SG
魔術	truc	魔術	truc	N	N;MASC+FEM;SG
魔術	truuk	魔術	truuk	N	N;MASC+FEM;SG
魔術	magie	魔術	magie	N	N;MASC+FEM;SG
魔術	magic	魔術	magic	N	N;MASC+FEM;SG
流動	flow	流動	flow	N	N;MASC+FEM;SG
流動	mobiliteit	流動	mobiliteit	N	N;MASC+FEM;SG
中斷	onderbreken	中斷	onderbreken	V	V;NFIN
中斷	breken	中斷	breken	V	V;NFIN
連線	verbind	連線	verbind	V	V;SG;PRS;FIN
連線	verbinden	連線	verbinden	V	V;NFIN
電壓	spanning	電壓	spanning	N	N;MASC+FEM;SG
電壓	voltage	電壓	voltage	N	N;MASC+FEM;SG
奇蹟	mirakels	奇蹟	mirakel	N	N;PL
奇蹟	wonderen	奇蹟	wond	N	N;PL
奇蹟	mirakel	奇蹟	mirakel	N	N;NEUT;SG
奇蹟	wonder	奇蹟	wonder	N	N;NEUT;SG
煮	kook	煮	kook	V	V;SG;PRS;FIN
煮	koken	煮	koken	V	V;NFIN
煮	koken	煮	koken	V	V;NFIN
煮	kook	煮	kook	V	V;SG;PRS;FIN
相機	camera	相機	camera	N	N;MASC+FEM;SG
相機	fototoestel	相機	fototoestel	N	N;NEUT;SG
進化	evolueren	進化	evolueren	V	V;NFIN
進化	geëvolueerd	進化	volueren	V	V;V.PTCP
家鄉	geboorteplaats	家鄉	geboorteplaats	N	N;MASC+FEM;SG
家鄉	geboortestad	家鄉	geboortestad	N	N;MASC+FEM;SG
家鄉	woonplaats	家鄉	woonplaats	N	N;MASC+FEM;SG
明亮	bright	明亮	brigen	N	N;MASC+FEM;SG
巡航	cruises	巡航	cruis	N	N;PL
巡航	cruise	巡航	cruis	N	N;MASC+FEM;SG
將來	toekomst	將來	toekomst	N	N;MASC+FEM;SG
體操	gymnastiek	體操	gymnastiek	N	N;MASC+FEM;SG
瞳	hitomi	瞳	hitomi	N	N;MASC+FEM;SG
廟宇	tempels	廟宇	tempel	N	N;PL
照明	verlichting	照明	verlichting	N	N;MASC+FEM;SG
照明	belichting	照明	belichting	N	N;MASC+FEM;SG
照明	verlichting	照明	verlichting	N	N;MASC+FEM;SG
行銷	marketing	行銷	marketing	N	N;MASC+FEM;SG
查詢	query	查詢	query	N	N;MASC+FEM;SG
查詢	zoekopdracht	查詢	zoekopdracht	N	N;MASC+FEM;SG
查詢	onderzoek	查詢	onderzoek	N	N;NEUT;SG
語音	voice	語音	voic	N	N;MASC+FEM;SG
語音	stem	語音	stem	N	N;MASC+FEM;SG
語音	spraak	語音	spraak	N	N;MASC+FEM;SG
語音	toespraak	語音	toespraak	N	N;MASC+FEM;SG
語音	speech	語音	speech	N	N;MASC+FEM;SG
語音	redevoering	語音	redevoering	N	N;MASC+FEM;SG
甲板	dek	甲板	dek	N	N;NEUT;SG
甲板	deck	甲板	decken	N	N;MASC+FEM;SG
染色	geverfd	染色	verven	V	V;V.PTCP
話題	topic	話題	topic	N	N;NEUT;SG
話題	onderwerp	話題	onderwerp	N	N;NEUT;SG
鎊	pond	鎊	pond	N	N;NEUT;SG
行業	industrieën	行業	industrief	N	N;PL
行業	bedrijfstakken	行業	bedrijfstak	N	N;PL
行業	industrie	行業	industrie	N	N;MASC+FEM;SG
行業	bedrijfstak	行業	bedrijfstak	N	N;MASC+FEM;SG
孤立	isoleren	孤立	isoleren	V	V;NFIN
孤立	afgelegen	孤立	aflegen	V	V;V.PTCP
孤立	geïsoleerd	孤立	soleren	V	V;V.PTCP
孤立	geïsoleerde	孤立	geïsoleerd	V	V;V.PTCP
詞彙	glossarium	詞彙	glossarium	N	N;NEUT;SG
詞彙	woordenlijst	詞彙	woordenlijst	N	N;MASC+FEM;SG
詞彙	woordenschat	詞彙	woordenschat	N	N;MASC+FEM;SG
詞彙	woordenlijst	詞彙	woordenlijst	N	N;MASC+FEM;SG
售出	verkocht	售出	verkopen	V	V;V.PTCP
售出	verkochte	售出	verkopen	V	V;SG;PST;FIN
飯	rijst	飯	rijst	N	N;MASC+FEM;SG
飯	maaltijd	飯	maaltijd	N	N;MASC+FEM;SG
危害	harm	危害	harm	N	N;MASC+FEM;SG
危害	gevaren	危害	gevaar	N	N;PL
危害	gevaar	危害	gevaar	N	N;NEUT;SG
危害	hazard	危害	hazard	N	N;MASC+FEM;SG
危害	risico	危害	risico	N	N;NEUT;SG
肖像	portret	肖像	portret	N	N;NEUT;SG
肖像	portretten	肖像	portret	N	N;PL
憤怒	boos	憤怒	boos	ADJ	ADJ
旗幟	banner	旗幟	banner	N	N;MASC+FEM;SG
旗幟	vaandel	旗幟	vaandel	N	N;NEUT;SG
旗幟	spandoek	旗幟	spandoek	N	N;NEUT;SG
旗幟	vlag	旗幟	vlag	N	N;MASC+FEM;SG
旗幟	vlaggen	旗幟	vlaggen	N	N;PL
巡洋	kruisers	巡洋	kruiser	N	N;PL
巡洋	kruiser	巡洋	kruis	N	N;MASC+FEM;SG
巡洋	cruiser	巡洋	cruis	N	N;MASC+FEM;SG
適應	aanpassen	適應	aanpassen	V	V;NFIN
關心	zorg	關心	zorg	N	N;MASC+FEM;SG
關心	care	關心	care	N	N;MASC+FEM;SG
關心	verzorging	關心	verzorging	N	N;MASC+FEM;SG
早晨	goeiemorgen	早晨	goeiemorgen	N	N;PL
早晨	goedemorgen	早晨	goedemorgen	N	N;PL
早晨	ochtend	早晨	ochtend	N	N;MASC+FEM;SG
神學	theologie	神學	theologie	N	N;MASC+FEM;SG
訴訟	geschillen	訴訟	geschil	N	N;PL
訴訟	rechtszaken	訴訟	rechtszaak	N	N;PL
訴訟	rechtzaak	訴訟	rechtzaak	N	N;MASC+FEM;SG
訴訟	rechtszaak	訴訟	rechtszaak	N	N;MASC+FEM;SG
水道	aquaduct	水道	aquaduct	N	N;NEUT;SG
水道	waterwegen	水道	waterwijg	N	N;PL
水道	waterloop	水道	waterloop	N	N;MASC+FEM;SG
水道	waterlopen	水道	waterlopen	N	N;PL
餐	maaltijd	餐	maaltijd	N	N;MASC+FEM;SG
餐	maaltijden	餐	maaltijd	N	N;PL
現代	modernisering	現代	modernisering	N	N;MASC+FEM;SG
現代	modernisering	現代	modernisering	N	N;MASC+FEM;SG
後裔	afstammeling	後裔	afstammeling	N	N;MASC+FEM;SG
後裔	nakomelingen	後裔	nakomeling	N	N;PL
後裔	afstammelingen	後裔	afstammeling	N	N;PL
後裔	nageslacht	後裔	nageslacht	N	N;NEUT;SG
旅程	journey	旅程	journey	N	N;MASC+FEM;SG
旅程	reis	旅程	reis	N	N;MASC+FEM;SG
公墓	begraafplaatsen	公墓	begraafplaats	N	N;PL
公墓	kerkhof	公墓	kerkhof	N	N;NEUT;SG
公墓	begraafplaats	公墓	begraafplaats	N	N;MASC+FEM;SG
船舶	schip	船舶	schip	N	N;NEUT;SG
船舶	schepen	船舶	schip	N	N;PL
漢堡	burger	漢堡	burger	N	N;MASC+FEM;SG
漢堡	hamburger	漢堡	hamburger	N	N;MASC+FEM;SG
漢堡	hamburg	漢堡	hamburg	N	N;NEUT;SG
嬰兒	baby	嬰兒	baby	N	N;MASC+FEM;SG
嬰兒	schat	嬰兒	schat	N	N;MASC+FEM;SG
嬰兒	schatje	嬰兒	schat	N	N;NEUT;SG
