年	рік	年	рік	N	N;INAN;NOM;MASC;SG
接力	естафета	接力	естафета	N	N;INAN;NOM;FEM;SG
水庫	гребля	水庫	гребль	N	N;INAN;NOM;FEM;SG
水庫	водосховище	水庫	водосховище	N	N;INAN;NOM;NEUT;SG
收益	прибуток	收益	прибуток	N	N;INAN;NOM;MASC;SG
收益	дохід	收益	дохід	N	N;INAN;NOM;MASC;SG
隨機	випадкові	隨機	випадковий	ADJ	ADJ;NOM;PL
隨機	випадкове	隨機	випадковий	ADJ	ADJ;NOM;NEUT;SG
隨機	випадковий	隨機	випадковий	ADJ	ADJ;NOM;MASC;SG
隨機	випадкова	隨機	випадковий	ADJ	ADJ;NOM;FEM;SG
隨機	випадкових	隨機	випадковий	ADJ	ADJ;GEN;PL
小隊	відділення	小隊	відділення	N	N;INAN;NOM;NEUT;SG
小隊	загін	小隊	загін	N	N;INAN;NOM;MASC;SG
佔據	займають	佔據	займати	V	V;IPFV;IND;PL;3;PRS;FIN
山頂	пік	山頂	пік	N	N;INAN;NOM;MASC;SG
陸地	земля	陸地	земля	N	N;INAN;NOM;FEM;SG
金錢	гроші	金錢	гроші	N	N;INAN;NOM
亮度	легкість	亮度	легкість	N	N;INAN;NOM;FEM;SG
亮度	яскравість	亮度	яскравість	N	N;INAN;NOM;FEM;SG
襪	шкарпетки	襪	шкарпетка	N	N;INAN;NOM;FEM;PL
灌溉	зрошення	灌溉	зрошення	N	N;INAN;NOM;NEUT;SG
國土	батьківщина	國土	батьківщина	N	N;INAN;NOM;FEM;SG
導師	жестів	導師	жести	N	N;INAN;GEN;MASC;PL
導師	наставник	導師	наставник	N	N;ANIM;NOM;MASC;SG
包裝	пакунок	包裝	пакунок	N	N;INAN;NOM;MASC;SG
包裝	упаковці	包裝	упаковка	N	N;INAN;DAT;FEM;SG
包裝	переносу	包裝	перенос	N	N;INAN;GEN;MASC;SG
包裝	пакування	包裝	пакування	N	N;INAN;NOM;NEUT;SG
包裝	упаковка	包裝	упаковка	N	N;INAN;NOM;FEM;SG
包裝	пакування	包裝	пакування	N	N;INAN;NOM;NEUT;SG
包裝	розбиття	包裝	розбиття	N	N;INAN;NOM;NEUT;SG
義務	вимога	義務	вимога	N	N;INAN;NOM;FEM;SG
煙	цигарки	煙	цигарка	N	N;INAN;NOM;FEM;PL
煙	сигарета	煙	сигарета	N	N;INAN;NOM;FEM;SG
煙	сигарету	煙	сигарета	N	N;INAN;ACC;FEM;SG
煙	сигарети	煙	сигарета	N	N;INAN;ACC;FEM;PL
煙	дим	煙	дим	N	N;INAN;NOM;MASC;SG
煙	палю	煙	паля	N	N;INAN;ACC;FEM;SG
煙	цигарки	煙	цигарка	N	N;INAN;NOM;FEM;PL
煙	сигарети	煙	сигарета	N	N;INAN;ACC;FEM;PL
鑽	бурова	鑽	буровий	N	N;INAN;NOM;FEM;SG
鑽	буріння	鑽	буріння	N	N;INAN;NOM;NEUT;SG
情景	сценарій	情景	сценарія	N	N;INAN;NOM;MASC;SG
想像	уява	想像	уява	N	N;INAN;NOM;FEM;SG
想像	уяви	想像	уява	N	N;INAN;NOM;FEM;PL
傳輸	перенесення	傳輸	перенесення	N	N;INAN;NOM;NEUT;SG
揭露	розкривати	揭露	розкривати	V	V;IPFV;NFIN
樹林	лісі	樹林	ліс	N	N;INAN;DAT;MASC;SG
節奏	темп	節奏	темп	N	N;INAN;NOM;MASC;SG
節奏	ритм	節奏	ритм	N	N;INAN;NOM;MASC;SG
民俗	фольклор	民俗	фольклор	N	N;INAN;NOM;MASC;SG
民俗	фольклор	民俗	фольклор	N	N;INAN;NOM;MASC;SG
中毒	отруїв	中毒	отруїти	V	V;PFV;MASC;IND;SG;PST;FIN
瞬間	моменти	瞬間	момент	N	N;INAN;NOM;MASC;PL
瞬間	моментів	瞬間	момент	N	N;INAN;GEN;MASC;PL
瞬間	моментами	瞬間	момент	N	N;INAN;INS;MASC;PL
郵政	допис	郵政	допис	N	N;INAN;NOM;MASC;SG
郵政	допису	郵政	допис	N	N;INAN;GEN;MASC;SG
郵政	поштова	郵政	поштова	N	N;INAN;NOM;FEM;SG
解析	аналіз	解析	аналіз	N	N;INAN;NOM;MASC;SG
解析	обробка	解析	обробка	N	N;INAN;NOM;FEM;SG
繪製	намалювати	繪製	намалювати	V	V;PFV;NFIN
繪製	малювати	繪製	малювати	V	V;IPFV;NFIN
繪製	роздати	繪製	роздати	V	V;PFV;NFIN
繪製	малює	繪製	малювати	V	V;IPFV;IND;SG;3;PRS;FIN
偵測	виявляти	偵測	виявляти	V	V;IPFV;NFIN
偵測	виявити	偵測	виявити	V	V;PFV;NFIN
差別	різниця	差別	різниця	N	N;INAN;NOM;FEM;SG
差別	різниці	差別	різник	N	N;INAN;NOM;FEM;SG
獎牌	медаль	獎牌	медаль	N	N;INAN;ACC;FEM;SG
獎牌	медалі	獎牌	медалі	N	N;INAN;NOM;FEM;PL
麻煩	біді	麻煩	біда	N	N;INAN;DAT;FEM;SG
麻煩	біда	麻煩	біда	N	N;INAN;NOM;FEM;SG
鼓手	барабанщик	鼓手	барабанщик	N	N;ANIM;NOM;MASC;SG
陶瓷	кераміка	陶瓷	кераміка	N	N;INAN;NOM;FEM;SG
陶瓷	кераміка	陶瓷	кераміка	N	N;INAN;NOM;FEM;SG
容器	контейнер	容器	контейнер	N	N;INAN;NOM;MASC;SG
容器	контейнерів	容器	контейнер	N	N;INAN;GEN;MASC;PL
容器	контейнери	容器	контейнер	N	N;INAN;NOM;MASC;PL
哺乳	догляд	哺乳	догляд	N	N;INAN;NOM;MASC;SG
哺乳	лактація	哺乳	лактація	N	N;INAN;NOM;FEM;SG
目	призначення	目	призначення	N	N;INAN;NOM;NEUT;SG
咒	чари	咒	чари	N	N;INAN;NOM
咒	закляття	咒	закляття	N	N;INAN;NOM;NEUT;SG
咒	прокляття	咒	прокляття	N	N;INAN;NOM;NEUT;SG
滑冰	катання	滑冰	катання	N	N;INAN;NOM;NEUT;SG
滑冰	скейт	滑冰	скейт	N	N;INAN;NOM;MASC;SG
成份	складова	成份	складовий	N	N;INAN;NOM;FEM;SG
成份	інгредієнти	成份	інгредієнт	N	N;INAN;NOM;MASC;PL
淚	сльози	淚	сльоза	N	N;INAN;NOM;FEM;PL
別名	псевдонім	別名	псевдонім	N	N;INAN;NOM;MASC;SG
別名	псевдоніми	別名	псевдонім	N	N;INAN;NOM;MASC;PL
釣魚	рибалку	釣魚	рибалка	N	N;ANIM;ACC;FEM;SG
釣魚	тунця	釣魚	тунець	N	N;INAN;NOM;MASC;SG
削弱	послабити	削弱	послабити	V	V;PFV;NFIN
細節	відомості	細節	відомість	N	N;INAN;NOM;FEM;PL
細節	подробиці	細節	подробиця	N	N;INAN;NOM;FEM;PL
細節	деталі	細節	деталі	N	N;INAN;NOM;FEM;PL
細節	подробиці	細節	подробиця	N	N;INAN;NOM;FEM;PL
賠償	компенсація	賠償	компенсація	N	N;INAN;NOM;FEM;SG
滑雪	лижі	滑雪	лижа	N	N;INAN;NOM;FEM;PL
滑雪	лижах	滑雪	лиж	N	N;INAN;DAT;FEM;PL
滑雪	лижі	滑雪	лижа	N	N;INAN;NOM;FEM;PL
常數	сталі	常數	сталь	N	N;INAN;NOM;FEM;PL
摩托	мотоцикл	摩托	мотоцикл	N	N;INAN;NOM;MASC;SG
家用	двір	家用	двір	N	N;INAN;NOM;MASC;SG
罪犯	злочинець	罪犯	злочинець	N	N;ANIM;NOM;MASC;SG
罪犯	злочинці	罪犯	злочинець	N	N;ANIM;NOM;MASC;PL
罪犯	злочинців	罪犯	злочинець	N	N;ANIM;ACC;MASC;PL
富裕	багаті	富裕	багатий	ADJ	ADJ;NOM;PL
富裕	багатих	富裕	багатий	ADJ	ADJ;ANIM;ACC;PL
導彈	ракет	導彈	ракета	N	N;INAN;GEN;FEM;PL
導彈	ракети	導彈	ракета	N	N;INAN;NOM;FEM;PL
導彈	ракета	導彈	ракета	N	N;INAN;NOM;FEM;SG
電梯	ліфт	電梯	ліфт	N	N;INAN;NOM;MASC;SG
電梯	ліфті	電梯	ліфт	N	N;INAN;DAT;MASC;SG
電梯	ліфт	電梯	ліфт	N	N;INAN;NOM;MASC;SG
操縱	маніпулювати	操縱	маніпулювати	V	V;IPFV;NFIN
蛾	господиня	蛾	господиня	N	N;ANIM;NOM;FEM;SG
王妃	принцеса	王妃	принцес	N	N;ANIM;NOM;FEM;SG
心情	реакцій	心情	реакція	N	N;INAN;GEN;FEM;PL
心情	реакції	心情	реакція	N	N;INAN;NOM;FEM;PL
心情	настрій	心情	настрій	N	N;INAN;NOM;MASC;SG
沙皇	цар	沙皇	цар	N	N;ANIM;NOM;MASC;SG
弧	дуга	弧	дуг	N	N;INAN;NOM;FEM;SG
帥	красунчик	帥	красунчик	N	N;ANIM;NOM;MASC;SG
語法	граматики	語法	граматика	N	N;INAN;NOM;FEM;PL
語法	граматика	語法	граматик	N	N;INAN;NOM;FEM;SG
語法	синтаксис	語法	синтаксис	N	N;INAN;NOM;MASC;SG
語法	синтаксису	語法	синтаксис	N	N;INAN;GEN;MASC;SG
橄欖	футбол	橄欖	футбол	N	N;INAN;NOM;MASC;SG
橄欖	регбі	橄欖	регбі	N	N;INAN;NOM;MASC;SG
罐	банки	罐	банк	N	N;INAN;NOM;MASC;PL
農場	господарствах	農場	господарство	N	N;INAN;ESS;NEUT;PL
寶石	прикрасу	寶石	прикраса	N	N;INAN;ACC;FEM;SG
寶石	альпіністів	寶石	альпініст	N	N;ANIM;ACC;MASC;PL
宣誓	присягнувся	宣誓	присягнутися	V	V;PFV;MASC;IND;SG;PST;FIN
生理	фізіологія	生理	фізіологія	N	N;INAN;NOM;FEM;SG
現金	готівки	現金	готівка	N	N;INAN;NOM;FEM;PL
車道	вуличка	車道	вуличка	N	N;INAN;NOM;FEM;SG
格鬥	боротьба	格鬥	боротьба	N	N;INAN;NOM;FEM;SG
格鬥	боротьбі	格鬥	боротьба	N	N;INAN;DAT;FEM;SG
格鬥	бійка	格鬥	бійка	N	N;INAN;NOM;FEM;SG
巨型	гігант	巨型	гігант	N	N;INAN;NOM;MASC;SG
巨型	велетень	巨型	велетення	N	N;ANIM;NOM;MASC;SG
頭髮	шерсть	頭髮	шерсть	N	N;INAN;NOM;FEM;SG
頭髮	волосся	頭髮	волосся	N	N;INAN;NOM;NEUT;SG
整修	реконструкція	整修	реконструкція	N	N;INAN;NOM;FEM;SG
罕見	рідкість	罕見	рідкість	N	N;INAN;NOM;FEM;SG
家長	батьки	家長	батько	N	N;ANIM;NOM;MASC;PL
家長	батьки	家長	батько	N	N;ANIM;NOM;MASC;PL
集團	армії	集團	армія	N	N;INAN;GEN;FEM;SG
集團	армія	集團	армія	N	N;INAN;NOM;FEM;SG
集團	військо	集團	військо	N	N;INAN;NOM;NEUT;SG
司長	режисер	司長	режисер	N	N;ANIM;NOM;MASC;SG
司長	директор	司長	директор	N	N;ANIM;NOM;MASC;SG
玉米	кукурудза	玉米	кукурудза	N	N;INAN;NOM;FEM;SG
玉米	кукурудзи	玉米	кукурудза	N	N;INAN;GEN;MASC;SG
核定	підтверджено	核定	підтверджити	V	V;PFV;IND;0;FIN
核定	затверджено	核定	затверджити	V	V;PFV;IND;0;FIN
泵	насос	泵	насос	N	N;INAN;NOM;MASC;SG
泵	помпи	泵	помпа	N	N;INAN;NOM;MASC;PL
辯論	дискусії	辯論	дискусія	N	N;INAN;NOM;FEM;PL
辯論	дебати	辯論	дебати	N	N;INAN;NOM;MASC;PL
討厭	ненавиджу	討厭	ненавидж	V	V;IPFV;IND;SG;1;PRS;FIN
搭檔	партнер	搭檔	партнер	N	N;ANIM;NOM;MASC;SG
搭檔	напарник	搭檔	напарник	N	N;ANIM;NOM;MASC;SG
夜晚	ночі	夜晚	ніч	N	N;INAN;NOM;FEM;PL
夜晚	ночей	夜晚	ніч	N	N;INAN;GEN;FEM;PL
夜晚	ночі	夜晚	ніч	N	N;INAN;NOM;FEM;PL
夜晚	ніч	夜晚	ніч	N	N;INAN;NOM;FEM;SG
補助	субсидію	補助	субсидія	N	N;INAN;ACC;FEM;SG
信託	довіра	信託	довір	N	N;INAN;NOM;FEM;SG
躍	стрибок	躍	стрибок	N	N;INAN;NOM;MASC;SG
作物	посіви	作物	посів	N	N;INAN;NOM;MASC;PL
作物	обрізання	作物	обрізання	N	N;INAN;NOM;NEUT;SG
檢察	прокурор	檢察	прокурор	N	N;ANIM;NOM;MASC;SG
檢察	прокурора	檢察	прокурор	N	N;ANIM;ACC;MASC;SG
桌面	стільниці	桌面	стільниця	N	N;INAN;NOM;FEM;PL
桌面	стільниці	桌面	стільниця	N	N;INAN;NOM;FEM;PL
跳舞	танці	跳舞	танець	N	N;INAN;NOM;MASC;PL
跳舞	танець	跳舞	танець	N	N;INAN;NOM;MASC;SG
跳舞	танок	跳舞	танка	N	N;INAN;NOM;MASC;SG
跳舞	танці	跳舞	танець	N	N;INAN;NOM;MASC;PL
疫苗	вакцина	疫苗	вакцина	N	N;INAN;NOM;FEM;SG
疫苗	вакцини	疫苗	вакцина	N	N;INAN;NOM;FEM;PL
精度	точність	精度	точність	N	N;INAN;NOM;FEM;SG
精度	точність	精度	точність	N	N;INAN;NOM;FEM;SG
講師	викладачам	講師	викладач	N	N;ANIM;DAT;MASC;PL
講師	доцент	講師	доцент	N	N;ANIM;NOM;MASC;SG
恭喜	маші	恭喜	машь	N	N;ANIM;NOM;FEM;SG
終點	термінала	終點	термінал	N	N;INAN;NOM;MASC;SG
終點	термінал	終點	термінал	N	N;INAN;NOM;MASC;SG
酒精	алкоголю	酒精	алкоголь	N	N;INAN;GEN;MASC;SG
酒精	алкоголь	酒精	алкоголь	N	N;INAN;NOM;MASC;SG
酒精	спирт	酒精	спирт	N	N;INAN;NOM;MASC;SG
傘	парасольку	傘	парасолька	N	N;INAN;ACC;FEM;SG
法規	статут	法規	статут	N	N;INAN;NOM;MASC;SG
單車	велоспорт	單車	велоспорт	N	N;INAN;NOM;MASC;SG
單車	велосипед	單車	велосипед	N	N;INAN;NOM;MASC;SG
單車	велосипедом	單車	велосипед	N	N;INAN;INS;MASC;SG
單車	велосипед	單車	велосипед	N	N;INAN;NOM;MASC;SG
單車	велосипеда	單車	велосипед	N	N;INAN;GEN;MASC;SG
單車	ровер	單車	роверти	N	N;INAN;NOM;MASC;SG
景觀	пейзажів	景觀	пейзаж	N	N;INAN;GEN;MASC;PL
景觀	пейзажі	景觀	пейзаж	N	N;INAN;NOM;MASC;PL
景觀	ландшафт	景觀	ландшафт	N	N;INAN;NOM;MASC;SG
景觀	краєвид	景觀	краєвид	N	N;INAN;NOM;MASC;SG
景觀	пейзаж	景觀	пейзазати	N	N;INAN;NOM;MASC;SG
犧牲	жертви	犧牲	жертва	N	N;INAN;NOM;FEM;PL
犧牲	жертва	犧牲	жертво	N	N;ANIM;NOM;FEM;SG
犧牲	будівельників	犧牲	будівельник	N	N;ANIM;ACC;MASC;PL
實質	суть	實質	суть	N	N;INAN;NOM;FEM;SG
實質	сутність	實質	сутність	N	N;INAN;NOM;FEM;SG
實質	речовини	實質	речовина	N	N;INAN;NOM;FEM;PL
實質	речовина	實質	речовина	N	N;INAN;NOM;FEM;SG
公約	конвенції	公約	конвенція	N	N;INAN;NOM;FEM;PL
午夜	північ	午夜	північ	N	N;INAN;NOM;FEM;SG
塑料	пластмас	塑料	пластмас	N	N;INAN;NOM;FEM;SG
塑料	пластик	塑料	пластика	N	N;INAN;NOM;MASC;SG
塑料	пластику	塑料	пластика	N	N;INAN;ACC;FEM;SG
哭	плакати	哭	плакати	V	V;IPFV;NFIN
哭	плаче	哭	плакати	V	V;IPFV;IND;SG;3;PRS;FIN
汽油	газу	汽油	газ	N	N;INAN;GEN;MASC;SG
汽油	газ	汽油	газ	N	N;INAN;NOM;MASC;SG
汽油	бензин	汽油	бензин	N	N;INAN;NOM;MASC;SG
難民	біженців	難民	біженець	N	N;ANIM;ACC;MASC;PL
難民	біженців	難民	біженець	N	N;ANIM;ACC;MASC;PL
報名	зареєструвати	報名	зареєструвати	V	V;PFV;NFIN
報名	поступити	報名	поступити	V	V;PFV;NFIN
毒品	наркотики	毒品	наркотик	N	N;INAN;NOM;MASC;PL
毒品	наркотиків	毒品	наркотик	N	N;INAN;GEN;MASC;PL
毒品	ліків	毒品	ліки	N	N;INAN;GEN;MASC;PL
衰落	відхилити	衰落	відхилити	V	V;PFV;NFIN
衰落	скорочуються	衰落	скорочуватися	V	V;IPFV;IND;PL;3;PRS;FIN
賊	злодіїв	賊	злодій	N	N;ANIM;ACC;MASC;PL
賊	злодії	賊	злодій	N	N;ANIM;NOM;MASC;PL
賊	злодія	賊	злодія	N	N;ANIM;ACC;MASC;SG
賊	злодій	賊	злодий	N	N;ANIM;NOM;MASC;SG
興起	спостерігали	興起	спостерігати	V	V;IPFV;IND;PL;PST;FIN
中尉	лейтенант	中尉	лейтенант	N	N;ANIM;NOM;MASC;SG
中尉	лейтенанта	中尉	лейтенант	N	N;ANIM;ACC;MASC;SG
禪	дзен	禪	дзен	N	N;INAN;NOM;MASC;SG
爭論	сперечатися	爭論	сперечатися	V	V;IPFV;NFIN
爭論	сваритися	爭論	сваритися	V	V;IPFV;NFIN
爭論	сперечатися	爭論	сперечатися	V	V;IPFV;NFIN
轉變	перетворити	轉變	перетворити	V	V;PFV;NFIN
公噸	тонна	公噸	тонний	N	N;INAN;NOM;FEM;SG
鰍	щипавка	鰍	щипавка	N	N;INAN;NOM;FEM;SG
實踐	вправи	實踐	вправа	N	N;INAN;NOM;FEM;PL
實踐	вправа	實踐	вправа	N	N;INAN;NOM;FEM;SG
實踐	практика	實踐	практика	N	N;INAN;NOM;FEM;SG
天鵝	лебеді	天鵝	лебеда	N	N;INAN;NOM;MASC;PL
天鵝	лебідь	天鵝	лебідь	N	N;ANIM;NOM;MASC;SG
喝	пити	喝	пити	V	V;IPFV;NFIN
音效	звук	音效	звук	N	N;INAN;NOM;MASC;SG
壇	вівтар	壇	вівтар	N	N;INAN;NOM;MASC;SG
壇	сесії	壇	сесія	N	N;INAN;NOM;FEM;PL
囚禁	закрила	囚禁	закрити	V	V;PFV;FEM;IND;SG;PST;FIN
實用	утиліта	實用	утилітий	N	N;INAN;NOM;FEM;SG
水星	меркурій	水星	меркурія	N	N;INAN;NOM;MASC;SG
地底	підпілля	地底	підпілля	N	N;INAN;NOM;NEUT;SG
心靈	розум	心靈	розум	N	N;INAN;NOM;MASC;SG
頭顱	череп	頭顱	череп	N	N;INAN;NOM;MASC;SG
遺跡	мощі	遺跡	мощь	N	N;INAN;NOM;MASC;PL
遺跡	залишки	遺跡	залишки	N	N;INAN;NOM;FEM;PL
遺跡	реліквій	遺跡	реліква	N	N;INAN;GEN;FEM;PL
遺跡	руїни	遺跡	руїна	N	N;INAN;NOM;FEM;PL
約會	дату	約會	дата	N	N;INAN;ACC;FEM;SG
約會	дата	約會	дата	N	N;INAN;NOM;FEM;SG
約會	датою	約會	дата	N	N;INAN;INS;FEM;SG
約會	побачення	約會	побачення	N	N;INAN;NOM;NEUT;SG
約會	побачень	約會	побачення	N	N;INAN;GEN;NEUT;PL
約會	знайомств	約會	знайомство	N	N;INAN;NOM;NEUT;PL
光束	промінь	光束	промінь	N	N;INAN;NOM;MASC;SG
光束	промені	光束	промений	N	N;INAN;NOM;MASC;PL
滿意	задоволення	滿意	задоволення	N	N;INAN;NOM;NEUT;SG
便	дешевше	便	дешевше	ADV	ADV;CMPR
影子	тіні	影子	тінь	N	N;INAN;NOM;FEM;PL
影子	тіней	影子	тінь	N	N;INAN;GEN;FEM;PL
影子	морок	影子	морок	N	N;INAN;NOM;MASC;SG
影子	тінь	影子	тінь	N	N;INAN;NOM;FEM;SG
緩慢	повільні	緩慢	повільний	ADJ	ADJ;NOM;PL
緩慢	повільний	緩慢	повільний	ADJ	ADJ;NOM;MASC;SG
產量	порції	產量	порція	N	N;INAN;NOM;FEM;PL
產量	прибуток	產量	прибуток	N	N;INAN;NOM;MASC;SG
產量	продакшн	產量	продакшн	N	N;INAN;NOM;MASC;SG
產量	виробництво	產量	виробництво	N	N;INAN;NOM;NEUT;SG
產量	продукція	產量	продукція	N	N;INAN;NOM;FEM;SG
產量	порцій	產量	порція	N	N;INAN;GEN;FEM;PL
報章	газета	報章	газета	N	N;INAN;NOM;FEM;SG
報章	газетах	報章	газета	N	N;INAN;ESS;FEM;PL
報章	газети	報章	газета	N	N;INAN;NOM;FEM;PL
死神	смерть	死神	смерть	N	N;INAN;NOM;FEM;SG
死神	смерті	死神	смерть	N	N;INAN;NOM;FEM;PL
死神	сініґамі	死神	сініґам	N	N;INAN;DAT;MASC;PL
大海	море	大海	море	N	N;INAN;NOM;NEUT;SG
檢驗	тестування	檢驗	тестування	N	N;INAN;NOM;NEUT;SG
檢驗	випробування	檢驗	випробування	N	N;INAN;NOM;NEUT;SG
懸掛	піднято	懸掛	піднято	V	V;PFV;IND;0;FIN
火災	вогнем	火災	вогонь	N	N;INAN;INS;MASC;SG
火災	вогонь	火災	вогонь	N	N;INAN;NOM;MASC;SG
火災	пожежа	火災	пожежа	N	N;INAN;NOM;FEM;SG
尺度	машинок	尺度	машинка	N	N;INAN;GEN;FEM;PL
環繞	оточити	環繞	оточити	V	V;PFV;NFIN
客人	гостя	客人	гість	N	N;ANIM;ACC;MASC;SG
客人	гість	客人	гість	N	N;ANIM;NOM;MASC;SG
客人	гостем	客人	гість	N	N;ANIM;INS;MASC;SG
客人	гості	客人	гість	N	N;ANIM;NOM;MASC;PL
精確	точність	精確	точність	N	N;INAN;NOM;FEM;SG
拘留	затримання	拘留	затримання	N	N;INAN;NOM;NEUT;SG
拘留	утримання	拘留	утримання	N	N;INAN;NOM;NEUT;SG
護理	догляд	護理	догляд	N	N;INAN;NOM;MASC;SG
護理	піклування	護理	піклування	N	N;INAN;NOM;NEUT;SG
護理	догляд	護理	догляд	N	N;INAN;NOM;MASC;SG
成像	візуалізація	成像	візуалізація	N	N;INAN;NOM;FEM;SG
地板	поверхи	地板	поверх	N	N;INAN;NOM;MASC;PL
地板	поверхів	地板	поверх	N	N;INAN;GEN;MASC;PL
地板	підлога	地板	підлога	N	N;INAN;NOM;FEM;SG
鬥爭	боротьба	鬥爭	боротьба	N	N;INAN;NOM;FEM;SG
鬥爭	боротьби	鬥爭	боротьба	N	N;INAN;GEN;FEM;PL
檢測	виявлення	檢測	виявлення	N	N;INAN;NOM;NEUT;SG
牛奶	молоко	牛奶	молоко	N	N;INAN;NOM;NEUT;SG
牛奶	молока	牛奶	молоко	N	N;INAN;NOM;NEUT;SG
彎	групі	彎	група	N	N;INAN;DAT;FEM;SG
彎	схильність	彎	схильність	N	N;INAN;NOM;FEM;SG
梳	гребінець	梳	гребінець	N	N;INAN;NOM;MASC;SG
製片	виготовлено	製片	виготовити	V	V;PFV;IND;0;FIN
受邀	запрошує	受邀	запрошувати	V	V;IPFV;IND;SG;3;PRS;FIN
受邀	запросив	受邀	запросити	V	V;PFV;MASC;IND;SG;PST;FIN
受邀	запрошено	受邀	запрошити	V	V;PFV;IND;0;FIN
受邀	запрошують	受邀	запрошувати	V	V;IPFV;IND;PL;3;PRS;FIN
氏族	клан	氏族	клан	N	N;INAN;NOM;MASC;SG
氏族	рід	氏族	рід	N	N;INAN;NOM;MASC;SG
氏族	роди	氏族	рода	N	N;INAN;NOM;MASC;PL
稍	божественний	稍	божественний	ADJ	ADJ;NOM;MASC;SG
醛	альдегіди	醛	альдегіда	N	N;INAN;NOM;MASC;PL
共振	резонанс	共振	резонанс	N	N;INAN;NOM;MASC;SG
硫酸	сульфат	硫酸	сульфат	N	N;INAN;NOM;MASC;SG
手指	пальця	手指	палець	N	N;INAN;NOM;MASC;SG
手指	палець	手指	палець	N	N;INAN;NOM;MASC;SG
手指	пальцем	手指	палець	N	N;INAN;INS;MASC;SG
手指	пальцями	手指	палець	N	N;INAN;INS;MASC;PL
手指	пальці	手指	палець	N	N;INAN;NOM;MASC;PL
署長	адміністратор	署長	адміністратор	N	N;ANIM;NOM;MASC;SG
署長	адміністратора	署長	адміністратор	N	N;ANIM;ACC;MASC;SG
署長	адміністратором	署長	адміністратор	N	N;ANIM;INS;MASC;SG
面具	маску	面具	маска	N	N;INAN;ACC;FEM;SG
面具	маска	面具	маска	N	N;INAN;NOM;FEM;SG
面具	масками	面具	маска	N	N;INAN;INS;FEM;PL
面具	маски	面具	маска	N	N;INAN;NOM;FEM;PL
面具	масок	面具	маска	N	N;INAN;GEN;FEM;PL
面具	масках	面具	маска	N	N;INAN;ESS;FEM;PL
雷射	лазер	雷射	лазер	N	N;INAN;NOM;MASC;SG
效能	ефективність	效能	ефективність	N	N;INAN;NOM;FEM;SG
效能	результативність	效能	результативність	N	N;INAN;NOM;FEM;SG
皇冠	корону	皇冠	корона	N	N;INAN;ACC;FEM;SG
皇冠	корона	皇冠	корона	N	N;INAN;NOM;FEM;SG
皇冠	корони	皇冠	корона	N	N;INAN;NOM;FEM;PL
豪華	розкіш	豪華	розкіш	N	N;INAN;NOM;FEM;SG
簽證	візи	簽證	віза	N	N;INAN;NOM;FEM;PL
簽證	віза	簽證	віза	N	N;INAN;NOM;FEM;SG
簽證	візи	簽證	віза	N	N;INAN;NOM;FEM;PL
就業	працевлаштування	就業	працевлаштування	N	N;INAN;NOM;NEUT;SG
電動	електрика	電動	електрик	N	N;INAN;NOM;FEM;SG
戀人	коханці	戀人	коханець	N	N;ANIM;NOM;MASC;PL
指派	призначити	指派	призначити	V	V;PFV;NFIN
毒性	токсичність	毒性	токсичність	N	N;INAN;NOM;FEM;SG
賭	азарт	賭	азарт	N	N;INAN;NOM;MASC;SG
賭	заклад	賭	заклад	N	N;INAN;NOM;MASC;SG
賭	парі	賭	пара	N	N;INAN;DAT;FEM;SG
太太	пані	太太	пані	N	N;ANIM;NOM;FEM;SG
翅膀	крила	翅膀	крило	N	N;INAN;NOM;NEUT;PL
寬度	ширина	寬度	ширина	N	N;INAN;NOM;FEM;SG
寬度	ширину	寬度	ширина	N	N;INAN;ACC;FEM;SG
寬度	товщина	寬度	товщина	N	N;INAN;NOM;FEM;SG
寬度	ширину	寬度	ширина	N	N;INAN;ACC;FEM;SG
字典	словників	字典	словник	N	N;INAN;GEN;MASC;PL
字典	словники	字典	словник	N	N;INAN;NOM;MASC;PL
字典	словник	字典	словник	N	N;INAN;NOM;MASC;SG
激素	гормон	激素	гормон	N	N;INAN;NOM;MASC;SG
激素	гормони	激素	гормон	N	N;INAN;NOM;MASC;PL
盟友	союзники	盟友	союзник	N	N;ANIM;NOM;MASC;PL
盟友	союзників	盟友	союзник	N	N;ANIM;ACC;MASC;PL
男生	хлопчики	男生	хлопчик	N	N;ANIM;NOM;MASC;PL
鍵盤	клавіатур	鍵盤	клавіатура	N	N;INAN;GEN;MASC;SG
鍵盤	клавіатуру	鍵盤	клавіатура	N	N;INAN;ACC;FEM;SG
鍵盤	клавіатура	鍵盤	клавіатура	N	N;INAN;NOM;FEM;SG
鍵盤	клавіатури	鍵盤	клавіатура	N	N;INAN;NOM;FEM;PL
奴隸	раб	奴隸	раб	N	N;ANIM;NOM;MASC;SG
奴隸	раба	奴隸	раба	N	N;ANIM;ACC;MASC;SG
休閒	відпочинок	休閒	відпочинок	N	N;INAN;NOM;MASC;SG
休閒	дозвілля	休閒	дозвілля	N	N;INAN;NOM;NEUT;SG
休閒	відпочинку	休閒	відпочинок	N	N;INAN;GEN;MASC;SG
壓縮	стиснути	壓縮	стиснути	V	V;PFV;NFIN
果實	фрукт	果實	фрукт	N	N;INAN;NOM;MASC;SG
果實	фрукти	果實	фрукт	N	N;INAN;NOM;MASC;PL
果實	плід	果實	плід	N	N;INAN;NOM;MASC;SG
