for	dla	for	dla	ADP	ADP
jøderne	żydów	jøde	żyd	N;DEF;MASC+FEM;PL	N;GEN;MASC;PL
jøderne	żydzi	jøde	żydzić	N;DEF;MASC+FEM;PL	N;NOM;MASC;PL
kampagne	kampanię	kampagne	kampania	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
kampagne	kampania	kampagne	kampania	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
kampagne	kampanii	kampagne	kampania	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
løfte	podnieść	løfte	podnieść	V;NFIN;ACT	V;PFV;NFIN;ACT
besøgt	odwiedził	besøge	odwiedzić	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
besøgt	odwiedziła	besøge	odwiedzić	V;INDF;SG;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN;ACT
kriterier	kryteria	kriteri	kryterium	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
insekter	owadów	insekt	owad	N;INDF;NEUT;PL	N;GEN;MASC;PL
insekter	owady	insekt	owad	N;INDF;NEUT;PL	N;NOM;MASC;PL
insekter	robaki	insekt	robak	N;INDF;NEUT;PL	N;NOM;MASC;PL
insekter	błędy	insekt	błąd	N;INDF;NEUT;PL	N;NOM;MASC;PL
insekter	owady	insekt	owad	N;INDF;NEUT;PL	N;NOM;MASC;PL
tilføjelse	dodawanie	tilføjelse	dodawać	N;INDF;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
tilføjelse	dodanie	tilføjelse	dodanie	N;INDF;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
tilføjelse	dodawanie	tilføjelse	dodawać	N;INDF;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
tilføjelse	dodanie	tilføjelse	dodanie	N;INDF;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
sukker	cukrem	sukker	cukier	N;INDF;NEUT;SG	N;INS;MASC;SG
sukker	cukru	sukker	cukr	N;INDF;NEUT;SG	N;GEN;MASC;SG
sukker	cukier	sukker	cukier	N;INDF;NEUT;SG	N;NOM;MASC;SG
chefredaktør	wydawca	chefredaktør	wydawca	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
chefredaktør	redaktor	chefredaktør	redaktor	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
chefredaktør	edytor	chefredaktør	edytor	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
frederick	fryderyk	frederick	fryderyk	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
medierne	media	medie	medium	N;DEF;NEUT;PL	N;NOM;NEUT;PL
medierne	mediów	medie	medień	N;DEF;NEUT;PL	N;GEN;MASC;PL
medierne	nośniki	medie	nośnik	N;DEF;NEUT;PL	N;NOM;MASC;PL
bidrager	przyczynia	bidrage	przyczyniać	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
oversættelser	tłumaczeń	oversættelse	tłumaczenie	N;INDF;MASC+FEM;PL	N;GEN;NEUT;PL
oversættelser	tłumaczenia	oversættelse	tłumaczyć	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
ankommer	przybywa	ankomme	przybywać	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
ankommer	przybyć	ankomme	przybyć	V;IND;PRS;FIN;ACT	V;PFV;NFIN;ACT
ankommer	dociera	ankomme	docierać	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
ankommer	przybywa	ankomme	przybywać	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
morgan	morgana	morgan	morgany	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
handle	działaj	handle	działać	V;NFIN;ACT	V;IPFV;IMP;SG;2;FIN;ACT
oprøret	buntu	oprør	bunt	N;DEF;NEUT;SG	N;GEN;MASC;SG
oprøret	rebelii	oprør	rebelia	N;DEF;NEUT;SG	N;GEN;FEM;SG
oprøret	bunt	oprør	bunt	N;DEF;NEUT;SG	N;NOM;MASC;SG
faktor	czynnik	faktor	czynnik	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
faktor	współczynnik	faktor	współczynnik	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
acceptere	zaakceptować	acceptere	zaakceptować	V;NFIN;ACT	V;PFV;NFIN;ACT
acceptere	akceptuje	acceptere	akceptować	V;NFIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
acceptere	akceptuję	acceptere	akceptować	V;NFIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
acceptere	przyjmij	acceptere	przyjmie	V;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
forandringer	zmiany	forandring	zmiana	N;INDF;MASC+FEM;PL	N;ACC;FEM;PL
terræn	teren	terræn	teren	N;INDF;NEUT;SG	N;NOM;MASC;SG
terræn	terenu	terræn	teren	N;INDF;NEUT;SG	N;GEN;MASC;SG
monument	pomnik	monument	pomnik	N;INDF;NEUT;SG	N;ACC;MASC;SG
medalje	medal	medalje	medal	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
bredden	szerokość	bredde	szerokość	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
bredden	szerokości	bredde	szerokość	N;DEF;MASC+FEM;SG	N;GEN;FEM;SG
handlede	działał	handle	działać	V;IND;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
handlede	działała	handle	działać	V;IND;PST;FIN;ACT	V;IPFV;FEM;IND;SG;PST;FIN;ACT
shanghai	szanghaju	shanghai	szanghaj	N;INDF;NEUT;SG	N;GEN;MASC;SG
traditionen	tradycję	tradition	tradycja	N;DEF;MASC+FEM;SG	N;ACC;FEM;SG
traditionen	tradycja	tradition	tradycja	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
traditionen	tradycji	tradition	tradycja	N;DEF;MASC+FEM;SG	N;GEN;FEM;SG
opfordring	zaproszenie	opfordring	zaprosić	N;INDF;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
opfordring	zaproszenia	opfordring	zaprosić	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
bombefly	zamachowiec	bombefly	zamachowiec	N;INDF;NEUT;SG	N;NOM;MASC;SG
bønderne	chłopów	bonde	chłop	N;DEF;MASC+FEM;PL	N;ACC;MASC;PL
motion	ćwiczenie	motion	ćwiczyć	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
træet	drzewo	træ	drzewo	N;DEF;NEUT;SG	N;NOM;NEUT;SG
træet	drzewko	træ	drzewko	N;DEF;NEUT;SG	N;NOM;NEUT;SG
harvard	harvardu	harvard	harvard	N;INDF;NEUT;SG	N;NOM;MASC;SG
harvard	harvardzie	harvard	harvard	N;INDF;NEUT;SG	N;ACC;MASC;SG
foto	fotografia	foto	fotografia	N;INDF;NEUT;SG	N;NOM;FEM;SG
foto	zdjęcie	foto	zdjęcie	N;INDF;NEUT;SG	N;NOM;NEUT;SG
foto	fotografia	foto	fotografia	N;INDF;NEUT;SG	N;NOM;FEM;SG
foto	zdjęcie	foto	zdjęcie	N;INDF;NEUT;SG	N;NOM;NEUT;SG
knob	węzeł	knob	węzeć	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
lokaler	lokale	lokale	lokał	N;INDF;NEUT;PL	N;NOM;MASC;PL
lokaler	pomieszczenia	lokale	pomieszczenie	N;INDF;NEUT;PL	N;NOM;NEUT;PL
lokaler	pokoje	lokale	pokój	N;INDF;NEUT;PL	N;NOM;MASC;PL
cykler	rowerów	cykle	rower	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
cykler	rowery	cykle	rower	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
cykler	rowery	cykle	rower	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
cykler	rowerów	cykle	rower	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
cykler	cykli	cykle	cykl	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
cykler	cykle	cykle	cykle	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
togene	pociągów	tog	pociąg	N;DEF;NEUT;PL	N;GEN;MASC;PL
togene	pociągi	tog	pociąg	N;DEF;NEUT;PL	N;NOM;MASC;PL
bugten	zatoka	bugt	zatokać	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
vanskeligheder	trudności	vanskelighed	trudność	N;INDF;MASC+FEM;PL	N;ACC;FEM;PL
vanskeligheder	trudności	vanskelighed	trudność	N;INDF;MASC+FEM;PL	N;ACC;FEM;PL
sal	sala	sal	sala	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
sal	holu	sal	hol	N;INDF;MASC+FEM;SG	N;GEN;MASC;SG
sal	sala	sal	sala	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
myndighederne	władzom	myndighed	władza	N;DEF;MASC+FEM;PL	N;DAT;FEM;PL
myndighederne	władze	myndighed	władza	N;DEF;MASC+FEM;PL	N;NOM;FEM;PL
myndighederne	organy	myndighed	organa	N;DEF;MASC+FEM;PL	N;NOM;MASC;PL
afbrudt	przerwano	afbryde	przerwać	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
afbrudt	przerwano	afbryde	przerwać	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
autonome	autonomicznych	autonome	autonomiczny	ADJ;PL	ADJ;GEN;MASC;PL
konkret	konkretne	konkret	konkretny	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
konkret	konkretny	konkret	konkretny	ADJ;INDF;SG	ADJ;NOM;MASC;SG
sund	zdrowe	sund	zdrowy	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
omtaler	wspomina	omtale	wspominać	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
gradvist	stopniowo	gradvist	stopniowo	ADV	ADV
gradvist	stopniowo	gradvist	stopniowo	ADV	ADV
sideløbende	jednoczesnego	sideløbende	jednoczesny	ADJ	ADJ;ACC;MASC;SG
sideløbende	równoległego	sideløbende	równoległy	ADJ	ADJ;ACC;MASC;SG
sideløbende	równoległych	sideløbende	równoległy	ADJ	ADJ;GEN;MASC;PL
handelen	handlu	handel	handel	N;DEF;MASC+FEM;SG	N;GEN;MASC;SG
handelen	handel	handel	handel	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
hospitalet	szpitalu	hospital	szpital	N;DEF;NEUT;SG	N;GEN;MASC;SG
hospitalet	szpital	hospital	szpital	N;DEF;NEUT;SG	N;NOM;MASC;SG
venskab	znajomość	venskab	znajomość	N;INDF;NEUT;SG	N;NOM;FEM;SG
venskab	przyjaźń	venskab	przyjaźń	N;INDF;NEUT;SG	N;NOM;FEM;SG
aspekter	aspektów	aspekt	aspekt	N;INDF;NEUT;PL	N;GEN;MASC;PL
aspekter	aspekty	aspekt	aspekt	N;INDF;NEUT;PL	N;NOM;MASC;PL
teolog	teolog	teolog	teolog	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
fastlandet	ląd	fastland	ląd	N;DEF;NEUT;SG	N;NOM;MASC;SG
fastlandet	kontynent	fastland	kontynent	N;DEF;NEUT;SG	N;NOM;MASC;SG
statue	figura	statue	figura	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
statue	pomnik	statue	pomnik	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
statue	posąg	statue	posąg	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
erobring	podbój	erobring	podbój	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
erobring	zdobycie	erobring	zdobyć	N;INDF;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
søgt	zgromadziła	søge	zgromadzić	V;INDF;SG;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN;ACT
digtet	wiersz	digte	wiersz	N;DEF;NEUT;SG	N;NOM;MASC;SG
palace	pałac	palace	pałac	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
palace	pałacu	palace	pałac	N;INDF;MASC+FEM;SG	N;GEN;MASC;SG
palace	palace	palace	palak	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
frugt	owoc	frugt	owoc	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
platform	peron	platform	peron	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
platform	platformie	platform	platforma	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
platform	platforma	platform	platforma	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
lyde	brzmi	lyde	brzmieć	V;NFIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
udformet	zaprojektowano	udforme	zaprojektować	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
kommerciel	komercyjny	kommerciel	komercyjny	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
kommerciel	komercyjne	kommerciel	komercyjny	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
amerikanere	amerykanie	amerikaner	amerykanin	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
amerikanere	amerykanów	amerikaner	amerykanin	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
jævnligt	regularnie	jævnligt	regularnie	ADV	ADV
voldsom	gwałtowne	voldsom	gwałtowny	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
voldsom	brutalny	voldsom	brutalny	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
voldsom	gwałtowny	voldsom	gwałtowny	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
hyppigt	często	hyppigt	często	ADV	ADV
hyppigt	często	hyppigt	często	ADV	ADV
revolutionen	rewolucja	revolution	rewolucja	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
revolutionen	rewolucji	revolution	rewolucja	N;DEF;MASC+FEM;SG	N;GEN;FEM;SG
temaer	tematy	tema	temat	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
temaer	motywy	tema	motyw	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
forsker	naukowiec	forsker	naukowiec	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
forsker	badacz	forsker	badaczyć	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
forsker	naukowca	forsker	naukowca	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
forsker	naukowiec	forsker	naukowiec	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
forsker	naukowcem	forsker	naukowiec	N;INDF;MASC+FEM;SG	N;INS;MASC;SG
libyen	libia	liby	libia	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
bange	przestraszony	bange	przestraszyć	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
bange	przerażony	bange	przerazić	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
bange	przestraszony	bange	przestraszyć	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
læsning	czytania	læsning	czytać	N;INDF;MASC+FEM;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
læsning	czytanie	læsning	czytać	N;INDF;MASC+FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
læsning	lektura	læsning	lektura	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
læsning	odczyt	læsning	odczyt	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
holdninger	stanowiska	holdning	stanowisko	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
holdninger	pozycje	holdning	pozycja	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
arkitekter	architektów	arkitekt	architekt	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
pigen	dziewczyna	pige	dziewczyna	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
pigen	dziewczynka	pige	dziewczynka	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
portal	portalu	portal	portal	N;INDF;MASC+FEM;SG	N;GEN;MASC;SG
portal	portal	portal	portal	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
betalte	zapłacił	betale	zapłacić	V;IND;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
sundhed	zdrowie	sundhed	zdrowie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
sundhed	zdrowia	sundhed	zdrowie	N;INDF;MASC+FEM;SG	N;GEN;NEUT;SG
act	akt	act	akt	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
nemmere	prostsze	nem	prosty	ADJ;CMPR	ADJ;NOM;CMPR;MASC;SG
nemmere	łatwiejsze	nem	łatwy	ADJ;CMPR	ADJ;NOM;CMPR;NEUT;SG
nemmere	łatwiejszy	nem	łatwy	ADJ;CMPR	ADJ;NOM;CMPR;MASC;SG
nemmere	łatwiejsza	nem	łatwy	ADJ;CMPR	ADJ;NOM;CMPR;FEM;SG
kvarter	sąsiedztwo	kvarter	sąsiedztwo	N;INDF;NEUT;SG	N;NOM;NEUT;SG
kvarter	osiedle	kvarter	osiedle	N;INDF;NEUT;SG	N;NOM;NEUT;SG
kvarter	dzielnica	kvarter	dzielnica	N;INDF;NEUT;SG	N;NOM;FEM;SG
kvarter	okolica	kvarter	okolica	N;INDF;NEUT;SG	N;NOM;FEM;SG
kvarter	sąsiedztwo	kvarter	sąsiedztwo	N;INDF;NEUT;SG	N;NOM;NEUT;SG
kvarter	sąsiedztwa	kvarter	sąsiedztwo	N;INDF;NEUT;SG	N;ACC;NEUT;SG
kvarter	dzielnica	kvarter	dzielnica	N;INDF;NEUT;SG	N;NOM;FEM;SG
kvarter	okolica	kvarter	okolica	N;INDF;NEUT;SG	N;NOM;FEM;SG
afstemningen	głosowanie	afstemning	głosować	N;DEF;MASC+FEM;SG	N;NOM;NEUT;SG;POS;V.MSDR
landsdækkende	krajowa	landsdækkende	krajowy	ADJ	ADJ;NOM;FEM;SG
landsdækkende	krajowe	landsdækkende	krajowy	ADJ	ADJ;NOM;NEUT;SG
landsdækkende	national	landsdækkende	national	ADJ	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
landsdækkende	narodowy	landsdækkende	narodowy	ADJ	ADJ;NOM;MASC;SG
landsdækkende	krajowy	landsdækkende	krajowy	ADJ	ADJ;NOM;MASC;SG
landsdækkende	krajowych	landsdækkende	krajowy	ADJ	ADJ;GEN;MASC;PL
normandiet	normandii	normandium	normandia	N;DEF;NEUT;SG	N;DAT;FEM;SG
rosenborg	rosenborg	rosenborg	rosenborg	N;DEF;MASC+FEM;SG	N;ACC;MASC;SG
kongres	kongres	kongre	kongres	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
kongres	kongresie	kongre	kongres	N;INDF;MASC+FEM;SG	N;DAT;MASC;SG
kongres	kongresu	kongre	kongres	N;INDF;MASC+FEM;SG	N;GEN;MASC;SG
broer	mosty	bro	most	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
broer	mostów	bro	most	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
scoret	zdobył	scor	zdobyć	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
kvinderne	kobietki	kvinde	kobietka	N;DEF;MASC+FEM;PL	N;NOM;FEM;PL
kvinderne	kobiety	kvinde	kobieta	N;DEF;MASC+FEM;PL	N;NOM;FEM;PL
argumenter	argumenty	argument	argument	N;INDF;NEUT;PL	N;NOM;MASC;PL
oplever	doświadcza	opleve	doświadcza	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
negativ	negatywne	negativ	negatywny	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
negativ	negatywny	negativ	negatywny	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
forsvinder	znika	forsvinde	znikać	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
forsvinder	znikają	forsvinde	znikać	V;IND;PRS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
forsvinder	znikać	forsvinde	znikać	V;IND;PRS;FIN;ACT	V;IPFV;NFIN;ACT
forsvinder	znika	forsvinde	znikać	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
forsvinder	zniknąć	forsvinde	zniknąć	V;IND;PRS;FIN;ACT	V;PFV;NFIN;ACT
symptomer	symptomy	symptom	symptom	N;INDF;NEUT;PL	N;NOM;MASC;PL
symptomer	objawami	symptom	objaw	N;INDF;NEUT;PL	N;INS;MASC;PL
symptomer	objawy	symptom	objaw	N;INDF;NEUT;PL	N;NOM;MASC;PL
ansættelse	mianowanie	ansættelse	mianować	N;INDF;MASC+FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
ansættelse	spotkanie	ansættelse	spotkanie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
ansættelse	rekrutacji	ansættelse	rekrutacja	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
ansættelse	rekrutacja	ansættelse	rekrutacja	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
ansættelse	zatrudnienie	ansættelse	zatrudnienie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
ansættelse	zatrudnienia	ansættelse	zatrudnienie	N;INDF;MASC+FEM;SG	N;GEN;NEUT;SG
drikke	pije	drikke	pić	V;NFIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
drikke	pić	drikke	pić	V;NFIN;ACT	V;IPFV;NFIN;ACT
drikke	pić	drikke	pić	V;NFIN;ACT	V;IPFV;NFIN;ACT
trafikken	ruch	trafik	ruch	N;DEF;MASC+FEM;SG	N;ACC;MASC;SG
presset	presja	pres	presja	N;DEF;NEUT;SG	N;NOM;FEM;SG
presset	ciśnienie	pres	ciśnienie	N;DEF;NEUT;SG	N;NOM;NEUT;SG
presset	nacisk	pres	nacisk	N;DEF;NEUT;SG	N;NOM;MASC;SG
nutiden	teraźniejszość	nutid	teraźniejszość	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
nutiden	prezent	nutid	prezent	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
kendetegn	charakterystyka	kendetegn	charakterystyka	N;INDF;NEUT;SG	N;NOM;FEM;SG
metoden	metoda	metod	metoda	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
sandsynligt	prawdopodobne	sandsynlig	prawdopodobny	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
sandsynligt	prawdopodobny	sandsynlig	prawdopodobny	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;SG
sandsynligt	prawdopodobna	sandsynlig	prawdopodobny	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
sandsynligt	prawdopodobne	sandsynlig	prawdopodobny	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
sandsynligt	prawdopodobny	sandsynlig	prawdopodobny	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;SG
artist	artystka	artist	artystka	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
artist	artysta	artist	artysta	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
artist	wykonawca	artist	wykonawca	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
vogne	wózki	vogn	wózek	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
vogne	wozy	vogn	wóz	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
vogne	wagony	vogn	wagon	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
vogne	wagonów	vogn	wagon	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
makedonien	macedonia	makedonie	macedonia	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
spillerne	zawodnicy	spiller	zawodnik	N;DEF;MASC+FEM;PL	N;NOM;MASC;PL
spillerne	graczy	spiller	gracz	N;DEF;MASC+FEM;PL	N;ACC;MASC;PL
spillerne	gracze	spiller	gracz	N;DEF;MASC+FEM;PL	N;NOM;MASC;PL
overordnet	ogólnej	overordne	ogólny	ADJ;INDF;SG	ADJ;GEN;FEM;SG
længden	długość	længde	długość	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
længden	długości	længde	długość	N;DEF;MASC+FEM;SG	N;GEN;FEM;SG
gangen	korytarz	gang	korytarz	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
gangen	korytarzu	gang	korytarz	N;DEF;MASC+FEM;SG	N;GEN;MASC;SG
kongressen	kongres	kongres	kongres	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
kongressen	kongresie	kongres	kongres	N;DEF;MASC+FEM;SG	N;DAT;MASC;SG
kongressen	kongresu	kongres	kongres	N;DEF;MASC+FEM;SG	N;GEN;MASC;SG
instruktion	instrukcja	instruktion	instrukcja	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
instruktion	instrukcji	instruktion	instrukcja	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
instruktion	instrukcja	instruktion	instrukcja	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
betaling	kasie	betaling	kasa	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
betaling	kasy	betaling	kasa	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
betaling	wypłata	betaling	wypłatać	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
betaling	zapłata	betaling	zapłatać	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
betaling	płatność	betaling	płatność	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
atmosfære	atmosferę	atmosfære	atmosfera	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
atmosfære	atmosfera	atmosfære	atmosfera	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
atmosfære	atmosfery	atmosfære	atmosfera	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
rapper	raper	rappe	raper	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
hagen	podbródek	hag	podbródek	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
hagen	broda	hag	broda	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
konkurrencer	konkursów	konkurrence	konkurs	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
konkurrencer	konkursy	konkurrence	konkurs	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
konkurrencer	konkursy	konkurrence	konkurs	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
regent	władcę	regent	władca	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
regent	władcą	regent	władca	N;INDF;MASC+FEM;SG	N;INS;MASC;SG
regent	władca	regent	władca	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
åbenbart	widocznie	åbenbart	widocznie	ADV	ADV
åbenbart	ewidentnie	åbenbart	ewidentnie	ADV	ADV
planeten	planeta	plan	planeta	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
greb	uchwyt	gribe	uchwyt	N;INDF;NEUT;SG	N;ACC;MASC;SG
greb	chwyt	gribe	chwyt	N;INDF;NEUT;SG	N;NOM;MASC;SG
vurdere	ocenić	vurdere	ocenić	V;NFIN;ACT	V;PFV;NFIN;ACT
vurdere	oceni	vurdere	ocenić	V;NFIN;ACT	V;PFV;IND;SG;3;FUT;FIN;ACT
mandag	poniedziałek	mandag	poniedziałek	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
konservativ	konserwatywny	konservativ	konserwatywny	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
græs	trawę	græs	trawa	N;INDF;NEUT;SG	N;ACC;FEM;SG
