από	de	από	de	ADP	ADP
επαναφορά	redefinir	επαναφορά	redefinir	N;NOM;FEM;SG	N;MASC;SG
επαναφορά	restauro	επαναφορά	restauro	N;NOM;FEM;SG	N;MASC;SG
πούλησε	vendida	πουλώ	vender	V;PFV;IND;SG;3;PST;FIN;ACT	V;FEM;SG;V.PTCP
πούλησε	vendido	πουλώ	vender	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP
πούλησε	vendeu	πουλώ	vender	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
στήλες	colunas	στήλη	coluna	N;NOM;FEM;PL	N;FEM;PL
αποκάλυψη	apocalipse	αποκάλυψη	apocalipsr	N;ACC;FEM;SG	N;MASC;SG
αποκάλυψη	revelação	αποκάλυψη	revelação	N;ACC;FEM;SG	N;FEM;SG
αποκάλυψη	apocalipse	αποκάλυψη	apocalipsr	N;ACC;FEM;SG	N;MASC;SG
μεταβλητές	variáveis	μεταβλητής	variável	N;NOM;FEM;PL	N;MASC;PL
γλυπτά	esculturas	γλυπτά	escultura	N;NOM;NEUT;PL	N;FEM;PL
γλυπτά	esculturas	γλυπτά	escultura	N;NOM;NEUT;PL	N;FEM;PL
ελπίζω	espero	ελπίζω	esperar	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IND;SG;1;PRS;FIN
ολυμπιονίκες	olimpianos	ολυμπιονίκα	olimpiano	N;NOM;MASC;PL	N;MASC;PL
αποκαλύπτει	revela	αποκαλύπτω	revelar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
λεωφόρο	avenida	λεωφόρο	avenida	N;ACC;FEM;SG	N;FEM;SG
λεωφόρο	boulevard	λεωφόρο	boulevard	N;ACC;FEM;SG	N;MASC;SG
λεωφόρο	avenida	λεωφόρο	avenida	N;ACC;FEM;SG	N;FEM;SG
λεωφόρο	avenue	λεωφόρο	avenue	N;ACC;FEM;SG	N;MASC;SG
σάββατο	sábado	σάββατος	sábado	N;ACC;NEUT;SG	N;MASC;SG
σάββατο	sabado	σάββατος	sabar	N;ACC;NEUT;SG	N;MASC;SG
υπερβολική	excessiva	υπερβολικός	excessivo	ADJ;NOM;FEM;SG	ADJ;FEM;SG
υπερβολική	excessivo	υπερβολικός	excessivo	ADJ;NOM;FEM;SG	ADJ;MASC;SG
μουσταφά	mustafa	μουσταφά	mustafa	N;NOM;MASC;SG	N;MASC;SG
κογκρέσο	congresso	κογκρέσο	congresso	N;NOM;NEUT;SG	N;MASC;SG
ηλεκτρόνια	elétrons	ηλεκτρόνιος	elétron	N;NOM;NEUT;PL	N;MASC;PL
ηλεκτρόνια	electrões	ηλεκτρόνιος	eletrão	N;NOM;NEUT;PL	N;MASC;PL
διαχωρισμός	split	διαχωρισμός	split	N;NOM;MASC;SG	N;MASC;SG
διαχωρισμός	separação	διαχωρισμός	separação	N;NOM;MASC;SG	N;FEM;SG
διαχωρισμός	segregação	διαχωρισμός	segregação	N;NOM;MASC;SG	N;FEM;SG
συντομογραφία	abreviação	συντομογραφία	abreviação	N;NOM;FEM;SG	N;FEM;SG
συντομογραφία	sigla	συντομογραφία	sigla	N;NOM;FEM;SG	N;FEM;SG
συντομογραφία	abreviatura	συντομογραφία	abreviatura	N;NOM;FEM;SG	N;FEM;SG
στοά	túnel	στοά	túnel	N;NOM;FEM;SG	N;MASC;SG
στοά	tunel	στοά	tunel	N;NOM;FEM;SG	N;MASC;SG
στοά	lodge	στοά	lodge	N;NOM;FEM;SG	N;MASC;SG
στοά	galeria	στοά	galeria	N;NOM;FEM;SG	N;FEM;SG
προοδευτική	progressista	προοδευτικός	progressista	ADJ;NOM;FEM;SG	ADJ;MASC;SG
προοδευτική	progressivo	προοδευτικός	progressivo	ADJ;NOM;FEM;SG	ADJ;MASC;SG
πραγματικός	verdadeiro	πραγματικός	verdadeiro	ADJ;NOM;MASC;SG	ADJ;MASC;SG
πραγματικός	verdadeira	πραγματικός	verdadeiro	ADJ;NOM;MASC;SG	ADJ;FEM;SG
λαιμό	garganta	λαιμός	garganta	N;NOM;NEUT;SG	N;FEM;SG
λαιμό	pescoço	λαιμός	pescoço	N;NOM;NEUT;SG	N;MASC;SG
γνωρίσει	conheceu	γνωρίζω	conhecer	V;PFV;NFIN;ACT	V;IND;SG;3;PST;FIN
γνωρίσει	conheci	γνωρίζω	conhecer	V;PFV;NFIN;ACT	V;IND;SG;1;PST;FIN
αναπτύχθηκαν	desenvolvidas	αναπτύσσω	desenvolver	V;PFV;IND;PL;3;PST;FIN;PASS	V;FEM;PL;V.PTCP
αναπτύχθηκαν	desenvolvidos	αναπτύσσω	desenvolver	V;PFV;IND;PL;3;PST;FIN;PASS	V;MASC;PL;V.PTCP
πρεσβεία	embaixada	πρεσβεία	embaixada	N;NOM;FEM;SG	N;FEM;SG
διακήρυξη	proclamação	διακήρυξη	proclamação	N;ACC;FEM;SG	N;FEM;SG
διακήρυξη	declaração	διακήρυξη	declaração	N;ACC;FEM;SG	N;FEM;SG
φαντασία	imaginação	φαντασία	imaginação	N;NOM;FEM;SG	N;FEM;SG
φαντασία	ficção	φαντασία	ficção	N;NOM;FEM;SG	N;FEM;SG
φαντασία	fiction	φαντασία	fiction	N;NOM;FEM;SG	N;MASC;SG
φαντασία	fantasy	φαντασία	fantasy	N;NOM;FEM;SG	N;MASC;SG
φαντασία	fantasia	φαντασία	fantasia	N;NOM;FEM;SG	N;FEM;SG
συνεισφέρει	contribui	συνεισφέρω	contribuir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
ορεινή	montanhoso	ορεινός	montanhoso	ADJ;NOM;FEM;SG	ADJ;MASC;SG
αναγνώρισης	identificação	αναγνώριση	identificação	N;GEN;FEM;SG	N;FEM;SG
χρήσιμη	útil	χρήσιμος	útil	ADJ;NOM;FEM;SG	ADJ;MASC;SG
χρήσιμη	útil	χρήσιμος	útil	ADJ;NOM;FEM;SG	ADJ;MASC;SG
καταγράφεται	gravado	καταγράφω	gravar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;V.PTCP
καταγράφεται	registrado	καταγράφω	registrar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;V.PTCP
μειωθεί	reduzida	μειώνω	reduzir	V;PFV;NFIN;PASS	V;FEM;SG;V.PTCP
μειωθεί	reduzidos	μειώνω	reduzir	V;PFV;NFIN;PASS	V;MASC;PL;V.PTCP
μειωθεί	reduzidas	μειώνω	reduzir	V;PFV;NFIN;PASS	V;FEM;PL;V.PTCP
μειωθεί	reduzido	μειώνω	reduzir	V;PFV;NFIN;PASS	V;MASC;SG;V.PTCP
επιστήμονας	cientista	επιστήμονας	cientista	N;NOM;MASC;SG	N;MASC;SG
νικήσει	batida	νικώ	bater	V;PFV;NFIN;ACT	V;FEM;SG;V.PTCP
νικήσει	bater	νικώ	bater	V;PFV;NFIN;ACT	V;NFIN
υποδοχή	slot	υποδοχή	slot	N;NOM;FEM;SG	N;MASC;SG
υποδοχή	ranhura	υποδοχή	ranhura	N;NOM;FEM;SG	N;FEM;SG
υποδοχή	recepção	υποδοχή	recepção	N;NOM;FEM;SG	N;FEM;SG
υποδοχή	receção	υποδοχή	receção	N;NOM;FEM;SG	N;FEM;SG
πανίδα	fauna	πανίδα	fauna	N;NOM;MASC;SG	N;FEM;SG
προοπτική	perspectiva	προοπτική	perspectiva	N;NOM;FEM;SG	N;FEM;SG
προοπτική	outlook	προοπτική	outlook	N;NOM;FEM;SG	N;MASC;SG
προοπτική	perspectiva	προοπτική	perspectiva	N;NOM;FEM;SG	N;FEM;SG
προοπτική	perspetiva	προοπτική	perspetiva	N;NOM;FEM;SG	N;FEM;SG
αποδείξει	demonstrar	αποδεικνύω	demonstrar	V;PFV;IND;SG;3;FIN;ACT	V;NFIN
υποβιβασμό	despromoção	υποβιβασμός	despromoção	N;ACC;MASC;SG	N;FEM;SG
τεστ	teste	τεστ	teste	N;NOM;NEUT;SG	N;MASC;SG
τεστ	ensaio	τεστ	ensaio	N;NOM;NEUT;SG	N;MASC;SG
κομμουνιστές	comunistas	κομμουνιστής	comunista	N;NOM;MASC;PL	N;MASC;PL
κρυφά	secretamente	κρυφά	secretamente	ADV	ADV
μαγνησίας	magnésia	μαγνησία	magnésia	N;GEN;FEM;SG	N;MASC;SG
παραδοσιακές	tradicionais	παραδοσιακός	tradicional	ADJ;NOM;FEM;PL	ADJ;MASC;PL
φύλα	sexos	φύλα	sexo	N;NOM;NEUT;PL	N;MASC;PL
πλάτωνα	platão	πλάτωνας	platão	N;NOM;NEUT;SG	N;MASC;SG
σφαίρες	balas	σφαίρα	bala	N;NOM;FEM;PL	N;FEM;PL
σφαίρες	munições	σφαίρα	munição	N;NOM;FEM;PL	N;FEM;PL
δοκιμή	teste	δοκιμή	teste	N;NOM;FEM;SG	N;MASC;SG
δοκιμή	ensaio	δοκιμή	ensaio	N;NOM;FEM;SG	N;MASC;SG
δοκιμή	teste	δοκιμή	teste	N;NOM;FEM;SG	N;MASC;SG
δοκιμή	ensaio	δοκιμή	ensaio	N;NOM;FEM;SG	N;MASC;SG
συμμετέχοντας	participando	συμμετέχων	participar	V;IPFV;V.CVB;ACT	V;V.MSDR
συμμετέχοντας	participar	συμμετέχων	participar	V;IPFV;V.CVB;ACT	V;NFIN
διαδοχή	sucessão	διαδοχή	sucessão	N;NOM;FEM;SG	N;FEM;SG
διόρισε	nomeado	διορίζω	nomear	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP
βλάβη	avaria	βλάβη	avaria	N;ACC;FEM;SG	N;FEM;SG
βλάβη	dano	βλάβη	dano	N;ACC;FEM;SG	N;MASC;SG
βλάβη	estrago	βλάβη	estrago	N;ACC;FEM;SG	N;MASC;SG
μιχάλη	michele	μιχάλος	michele	N	N;MASC;SG
θετικό	positivo	θετικός	positivo	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
θετικό	positiva	θετικός	positivo	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
οκ	ok	οκ	ok	N	N;FEM;SG
κυκλοφορούν	circulem	κυκλοφορώ	circular	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
μάιος	may	μάιος	may	N;NOM;MASC;SG	N;MASC;SG
μάιος	maio	μάιος	maio	N;NOM;MASC;SG	N;MASC;SG
λαοί	povos	λαός	povo	N;NOM;MASC;PL	N;MASC;PL
οικονομολόγος	economista	οικονομολόγος	economista	N;NOM;MASC;SG	N;MASC;SG
αρχαιολόγος	arqueólogo	αρχαιολόγος	arqueólogo	N;NOM;MASC;SG	N;MASC;SG
αρχαιολόγος	arqueólogo	αρχαιολόγος	arqueólogo	N;NOM;MASC;SG	N;MASC;SG
σκάλα	escadaria	σκάλα	escadaria	N;NOM;FEM;SG	N;FEM;SG
σκάλα	escada	σκάλα	escada	N;NOM;FEM;SG	N;FEM;SG
σκάλα	escada	σκάλα	escada	N;NOM;FEM;SG	N;FEM;SG
σκάλα	escada	σκάλα	escada	N;NOM;FEM;SG	N;FEM;SG
σκάλα	escada	σκάλα	escada	N;NOM;FEM;SG	N;FEM;SG
σκάλα	escadaria	σκάλα	escadaria	N;NOM;FEM;SG	N;FEM;SG
οκτώβριος	outubro	οκτώβριος	outubro	N;NOM;MASC;SG	N;MASC;SG
μοναστήρια	mosteiros	μοναστήρι	mosteiro	N;NOM;NEUT;PL	N;MASC;PL
μείγμα	mistura	μείγμα	mistura	N;NOM;NEUT;SG	N;FEM;SG
μείγμα	mix	μείγμα	mix	N;NOM;NEUT;SG	N;MASC;SG
μείγμα	mixagem	μείγμα	mixagem	N;NOM;NEUT;SG	N;FEM;SG
μείγμα	mistura	μείγμα	mistura	N;NOM;NEUT;SG	N;FEM;SG
μείγμα	mistura	μείγμα	mistura	N;NOM;NEUT;SG	N;FEM;SG
συγκεντρώσεις	concentrações	σύγκεντρωση	concentração	N;NOM;FEM;PL	N;FEM;PL
συγκεντρώσεις	concentrações	σύγκεντρωση	concentração	N;NOM;FEM;PL	N;FEM;PL
συγκεντρώσεις	fusões	σύγκεντρωση	fusão	N;NOM;FEM;PL	N;FEM;PL
τελετές	rituais	τελετής	ritual	N;NOM;FEM;PL	N;MASC;PL
τελετές	cerimônias	τελετής	cerimônia	N;NOM;FEM;PL	N;FEM;PL
τελετές	cerimónias	τελετής	cerimónia	N;NOM;FEM;PL	N;FEM;PL
χαμηλά	baixo	χαμηλός	baixo	ADV	ADV
αγρότες	agricultores	αγρότης	agricultor	N;NOM;MASC;PL	N;MASC;PL
αγρότες	fazendeiros	αγρότης	fazendeiro	N;NOM;MASC;PL	N;MASC;PL
αγρότες	lavradores	αγρότης	lavrador	N;NOM;MASC;PL	N;MASC;PL
υποδομής	infraestrutura	υποδομή	infraestrutura	N;GEN;FEM;SG	N;FEM;SG
παρακμή	declínio	παρακμή	declínio	N;NOM;FEM;SG	N;MASC;SG
διαγωνισμός	concurso	διαγωνισμός	concurso	N;NOM;MASC;SG	N;MASC;SG
διαγωνισμός	competição	διαγωνισμός	competição	N;NOM;MASC;SG	N;FEM;SG
διαγωνισμός	concorrência	διαγωνισμός	concorrência	N;NOM;MASC;SG	N;FEM;SG
διαγωνισμός	concurso	διαγωνισμός	concurso	N;NOM;MASC;SG	N;MASC;SG
διαγωνισμός	competição	διαγωνισμός	competição	N;NOM;MASC;SG	N;FEM;SG
αντίγραφα	repetições	αντίγραφο	repetição	N;NOM;NEUT;PL	N;FEM;PL
αντίγραφα	duplicações	αντίγραφο	duplicação	N;NOM;NEUT;PL	N;FEM;PL
αντίγραφα	exemplares	αντίγραφο	exemplar	N;NOM;NEUT;PL	N;MASC;PL
αντίγραφα	cópias	αντίγραφο	cópia	N;NOM;NEUT;PL	N;FEM;PL
αντίγραφα	réplicas	αντίγραφο	réplica	N;NOM;NEUT;PL	N;FEM;PL
συνείδηση	consciência	συνείδηση	consciência	N;ACC;FEM;SG	N;FEM;SG
συνείδηση	consciência	συνείδηση	consciência	N;ACC;FEM;SG	N;FEM;SG
συμπεριλαμβάνονται	incluídas	συμπεριλαμβάνω	incluir	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;FEM;PL;V.PTCP
συμπεριλαμβάνονται	incluídos	συμπεριλαμβάνω	incluir	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;MASC;PL;V.PTCP
υποψήφιο	candidata	υποψήφιο	candidata	N;NOM;NEUT;SG	N;FEM;SG
υποψήφιο	candidato	υποψήφιο	candidato	N;NOM;NEUT;SG	N;MASC;SG
διεργασίες	processos	διεργασία	processo	N;NOM;FEM;PL	N;MASC;PL
εκτελέσεις	execuções	εκτέλεση	execução	N;NOM;FEM;PL	N;FEM;PL
πρόσκληση	convite	πρόσκληση	convite	N;ACC;FEM;SG	N;MASC;SG
πρόσκληση	convite	πρόσκληση	convite	N;ACC;FEM;SG	N;MASC;SG
θεσμός	instituição	θεσμός	instituição	N;NOM;MASC;SG	N;FEM;SG
κυριολεκτικά	literalmente	κυριολεκτικά	literalmente	ADV	ADV
επιθεώρηση	inspeção	επιθεώρηση	inspeção	N;NOM;FEM;SG	N;FEM;SG
επιθεώρηση	inspecção	επιθεώρηση	inspecção	N;NOM;FEM;SG	N;FEM;SG
επιθεώρηση	inspecção	επιθεώρηση	inspecção	N;NOM;FEM;SG	N;FEM;SG
συντελεστές	coeficientes	συντελεστής	coeficiente	N;NOM;MASC;PL	N;MASC;PL
συντελεστές	contribuintes	συντελεστής	contribuinte	N;NOM;MASC;PL	N;MASC;PL
συντελεστές	colaboradores	συντελεστής	colaborador	N;NOM;MASC;PL	N;MASC;PL
συντελεστές	factores	συντελεστής	factor	N;NOM;MASC;PL	N;MASC;PL
συντελεστές	fatores	συντελεστής	fator	N;NOM;MASC;PL	N;MASC;PL
όμορφη	linda	όμορφος	linda	ADJ;NOM;FEM;SG	ADJ;FEM;SG
διοξείδιο	dióxido	διοξείδιο	dióxido	N;NOM;NEUT;SG	N;MASC;SG
πληθώρα	pletora	πληθώρα	pletora	N;NOM;FEM;SG	N;FEM;SG
πριγκιπάτο	principado	πριγκιπάτο	principado	N;NOM;NEUT;SG	N;MASC;SG
τριβή	abrasão	τριβή	abrasão	N;NOM;FEM;SG	N;FEM;SG
τριβή	atrito	τριβή	atrito	N;NOM;FEM;SG	N;MASC;SG
τριβή	fricção	τριβή	fricção	N;NOM;FEM;SG	N;FEM;SG
εναλλακτικά	alternativamente	εναλλακτικά	alternativamente	ADV	ADV
παράρτημα	anexo	παράρτημα	anexo	N;NOM;NEUT;SG	N;MASC;SG
εξελιχθεί	evoluir	εξελίχομαι	evoluir	V;PFV;NFIN;PASS	V;NFIN
εξελιχθεί	evoluiu	εξελίχομαι	evoluir	V;PFV;NFIN;PASS	V;IND;SG;3;PST;FIN
εξελιχθεί	evoluído	εξελίχομαι	evoluir	V;PFV;NFIN;PASS	V;MASC;SG;V.PTCP
εξελιχθεί	evoluíram	εξελίχομαι	evoluir	V;PFV;NFIN;PASS	V;IND;PL;3;FIN
ομορφιά	fofura	ομορφιά	fofura	N;NOM;FEM;SG	N;FEM;SG
ομορφιά	beleza	ομορφιά	beleza	N;NOM;FEM;SG	N;FEM;SG
φράγμα	barragem	φράγμα	barragem	N;NOM;NEUT;SG	N;FEM;SG
φράγμα	dique	φράγμα	dicar	N;NOM;NEUT;SG	N;MASC;SG
φράγμα	represa	φράγμα	represa	N;NOM;NEUT;SG	N;FEM;SG
φράγμα	dam	φράγμα	dam	N;NOM;NEUT;SG	N;MASC;SG
φράγμα	barreira	φράγμα	barreira	N;NOM;NEUT;SG	N;FEM;SG
προδοσία	traição	προδοσία	traição	N;NOM;FEM;SG	N;FEM;SG
προδοσία	traição	προδοσία	traição	N;NOM;FEM;SG	N;FEM;SG
προδοσία	traição	προδοσία	traição	N;NOM;FEM;SG	N;FEM;SG
επαναστατική	revolucionária	επαναστατικός	revolucionário	ADJ;NOM;FEM;SG	ADJ;FEM;SG
επαναστατική	revolucionário	επαναστατικός	revolucionário	ADJ;NOM;FEM;SG	ADJ;MASC;SG
σμήνη	rebanhos	σμήνος	rebanho	N;NOM;NEUT;PL	N;MASC;PL
σμήνη	bandos	σμήνος	bando	N;NOM;NEUT;PL	N;MASC;PL
σμήνη	enxames	σμήνος	enxame	N;NOM;NEUT;PL	N;MASC;PL
φράσεις	frases	φράση	frase	N;NOM;FEM;PL	N;FEM;PL
ρυθμούς	ritmos	ρυθμός	ritmo	N;ACC;MASC;PL	N;MASC;PL
προάστιο	subúrbio	προάστιο	subúrbio	N;NOM;NEUT;SG	N;MASC;SG
προάστιο	subúrbio	προάστιο	subúrbio	N;NOM;NEUT;SG	N;MASC;SG
κατέστρεψε	arruinada	καταστρέφω	arruinar	V;PFV;IND;SG;3;PST;FIN;ACT	V;FEM;SG;V.PTCP
κατέστρεψε	arruinou	καταστρέφω	arruinar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
κατέστρεψε	estragou	καταστρέφω	estragar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
κατέστρεψε	arruinado	καταστρέφω	arruinar	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP
ημερομηνίες	datas	ημερομηνία	data	N;NOM;FEM;PL	N;FEM;PL
επαφές	contactos	επαφή	contacto	N;NOM;FEM;PL	N;MASC;PL
επαφές	contatos	επαφή	contato	N;NOM;FEM;PL	N;MASC;PL
φόντο	fundo	φόντος	fundo	N;NOM;NEUT;SG	N;MASC;SG
υποχώρηση	retiro	υποχώρηση	retiro	N;ACC;FEM;SG	N;MASC;SG
υποχώρηση	recuo	υποχώρηση	recuo	N;ACC;FEM;SG	N;MASC;SG
υποχώρηση	retirada	υποχώρηση	retirada	N;ACC;FEM;SG	N;FEM;SG
κινδύνων	perigos	κίνδυνας	perigo	N;GEN;MASC;PL	N;MASC;PL
κινδύνων	riscos	κίνδυνας	risco	N;GEN;MASC;PL	N;MASC;PL
ακαδημίες	colégios	ακαδημία	colégio	N;NOM;FEM;PL	N;MASC;PL
ακαδημίες	academias	ακαδημία	academia	N;NOM;FEM;PL	N;FEM;PL
προφέρεται	pronunciado	προφέρω	pronunciar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;V.PTCP
προφέρεται	pronunciada	προφέρω	pronunciar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;SG;V.PTCP
ιστοσελίδες	sites	ιστοσελίδα	site	N;NOM;FEM;PL	N;MASC;PL
ιστοσελίδες	websites	ιστοσελίδα	website	N;NOM;FEM;PL	N;MASC;PL
εχθρούς	inimigos	εχθρός	inimigo	N;ACC;MASC;PL	N;MASC;PL
εχθρούς	inimigas	εχθρός	inimiga	N;ACC;MASC;PL	N;FEM;PL
υπόβαθρο	fundo	υπόβαθρος	fundo	N;NOM;NEUT;SG	N;MASC;SG
νόσος	doença	νόσος	doença	N;NOM;MASC;SG	N;FEM;SG
χρέη	dividas	χρέος	divida	N;NOM;NEUT;PL	N;FEM;PL
χρέη	débitos	χρέος	débito	N;NOM;NEUT;PL	N;MASC;PL
χρέη	dívidas	χρέος	dívida	N;NOM;NEUT;PL	N;FEM;PL
παρεμβολή	ingerência	παρεμβολή	ingerência	N;NOM;FEM;SG	N;FEM;SG
παρεμβολή	interferência	παρεμβολή	interferência	N;NOM;FEM;SG	N;FEM;SG
αντιόχεια	antioquia	αντιόχεια	antioquia	N;ACC;FEM;SG	N;FEM;SG
ομοσπονδιακό	federal	ομοσπονδιακός	federal	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
γάλα	leite	γάλα	leite	N;NOM;NEUT;SG	N;MASC;SG
τρόποι	maneiras	τρόπος	maneira	N;NOM;MASC;PL	N;FEM;PL
τρόποι	modos	τρόπος	modo	N;NOM;MASC;PL	N;MASC;PL
τρόποι	maneiras	τρόπος	maneira	N;NOM;MASC;PL	N;FEM;PL
τρόποι	modos	τρόπος	modo	N;NOM;MASC;PL	N;MASC;PL
διαφήμιση	publicidade	διαφήμιση	publicidade	N;NOM;FEM;SG	N;FEM;SG
έθιμο	costume	έθιμο	costume	N;NOM;NEUT;SG	N;MASC;SG
κέρδη	lucros	κέρδος	lucro	N;NOM;NEUT;PL	N;MASC;PL
κέρδη	ganhos	κέρδος	ganho	N;NOM;NEUT;PL	N;MASC;PL
κέρδη	lucros	κέρδος	lucro	N;NOM;NEUT;PL	N;MASC;PL
κέρδη	ganhos	κέρδος	ganho	N;NOM;NEUT;PL	N;MASC;PL
σχηματισμός	formação	σχηματισμός	formação	N;NOM;MASC;SG	N;FEM;SG
σκέψεις	pensamentos	σκέψη	pensamento	N;NOM;FEM;PL	N;MASC;PL
σκέψεις	reflexões	σκέψη	reflexão	N;NOM;FEM;PL	N;FEM;PL
κύπριοι	cipriotas	κύπριος	cipriota	N;NOM;MASC;PL	N;FEM;PL
ιησούς	jesus	ιησός	jesus	N;NOM;MASC;SG	N;MASC;SG
βαρύτητας	gravidade	βαρύτητα	gravidade	N;GEN;FEM;SG	N;FEM;SG
δόντια	dentes	δόντια	dente	N;NOM;NEUT;PL	N;MASC;PL
χορήγηση	administração	χορήγηση	administração	N;ACC;FEM;SG	N;FEM;SG
εξήγηση	explicação	εξήγηση	explicação	N;NOM;FEM;SG	N;FEM;SG
αθλήτρια	atleta	αθλήτρια	atleta	N;NOM;FEM;SG	N;MASC;SG
απόγονοι	descendentes	απόγονος	descendente	N;NOM;MASC;PL	N;MASC;PL
γερουσιαστής	senador	γερουσιαστής	senador	N;NOM;MASC;SG	N;MASC;SG
γερουσιαστής	senadora	γερουσιαστής	senadora	N;NOM;MASC;SG	N;FEM;SG
παραδόθηκε	entregou	παραδίδω	entregar	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;SG;3;PST;FIN
παραδόθηκε	entregue	παραδίδω	entregar	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;V.PTCP
παραδόθηκε	rendeu	παραδίδω	render	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;SG;3;PST;FIN
παραδόθηκε	rendido	παραδίδω	render	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;V.PTCP
επιτρέποντας	permitindo	επιτρέπω	permitir	V;IPFV;V.CVB;ACT	V;V.MSDR
αλγόριθμος	algoritmo	αλγόριθμος	algoritmo	N;NOM;MASC;SG	N;MASC;SG
αντιλήψεις	percepções	αντίληψη	percepção	N;NOM;FEM;PL	N;FEM;PL
ζεύγη	pares	ζεύγος	par	N;NOM;NEUT;PL	N;MASC;PL
ιππότης	knight	ιππότης	knight	N;NOM;MASC;SG	N;MASC;SG
ιππότης	cavaleiro	ιππότης	cavaleiro	N;NOM;MASC;SG	N;MASC;SG
ιππότης	cavalo	ιππότης	cavalo	N;NOM;MASC;SG	N;MASC;SG
καταστράφηκαν	destruídos	καταστρέφω	destruir	V;PFV;IND;PL;3;PST;FIN;PASS	V;MASC;PL;V.PTCP
καταστράφηκαν	arrasaram	καταστρέφω	arrasar	V;PFV;IND;PL;3;PST;FIN;PASS	V;IND;PL;3;FIN
μειώθηκε	diminuiu	μειώνω	diminuir	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;SG;3;PST;FIN
μειώθηκε	diminuído	μειώνω	diminuir	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;V.PTCP
μειώθηκε	diminuída	μειώνω	diminuir	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;SG;V.PTCP
παραγωγοί	produtores	παραγωγός	produtor	N;NOM;MASC;PL	N;MASC;PL
πρωτεΐνες	proteínas	πρωτεύνα	proteína	N;NOM;FEM;PL	N;FEM;PL
πρωτεΐνες	proteínas	πρωτεύνα	proteína	N;NOM;FEM;PL	N;FEM;PL
τρέχει	executando	τρέχω	executar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.MSDR
τρέχει	correndo	τρέχω	correr	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.MSDR
εξέφρασε	expresso	εκφράζω	expresso	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP
εξέφρασε	expressado	εκφράζω	expressado	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP
εξέφρασε	expressa	εκφράζω	esprimir	V;PFV;IND;SG;3;PST;FIN;ACT	V;FEM;SG;V.PTCP
υγρά	líquidos	υγρά	líquido	N;NOM;NEUT;PL	N;MASC;PL
υγρά	fluidos	υγρά	fluido	N;NOM;NEUT;PL	N;MASC;PL
υγρά	fluídos	υγρά	fluído	N;NOM;NEUT;PL	N;MASC;PL
υγρά	líquidos	υγρά	líquido	N;NOM;NEUT;PL	N;MASC;PL
ατμών	vapores	ατμός	vapor	N;GEN;NEUT;PL	N;MASC;PL
λουτρά	banhos	λουτρός	banho	N;NOM;NEUT;PL	N;MASC;PL
λουτρά	banheiras	λουτρός	banheira	N;NOM;NEUT;PL	N;FEM;PL
λουτρά	termas	λουτρός	terma	N;NOM;NEUT;PL	N;FEM;PL
στρέμματα	hectares	στρέμμα	hectare	N;NOM;NEUT;PL	N;MASC;PL
στρέμματα	acres	στρέμμα	acre	N;NOM;NEUT;PL	N;MASC;PL
εγκρίθηκε	aprovada	εγκρίνω	aprovar	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;SG;V.PTCP
εγκρίθηκε	aprovado	εγκρίνω	aprovar	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;V.PTCP
εγκρίθηκε	adoptado	εγκρίνω	adoptar	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;V.PTCP
