dan	et	dan	et	CONJ	CONJ
kerusuhan	émeute	kerusuhan	émeute	N;SG	N;FEM;SG
kerusuhan	émeute	kerusuhan	émeute	N;SG	N;FEM;SG
napoleon	napoléon	napoleon	napoléon	N	N;MASC;SG
napoleon	napoléon	napoleon	napoléon	N	N;MASC;SG
tsunami	tsunami	tsunami	tsunami	N	N;MASC;SG
tsunami	tsunamis	tsunami	tsunamis	N	N;MASC;PL
tsunami	tsunamis	tsunami	tsunamis	N	N;MASC;PL
kru	équipage	kru	équipage	N;SG	N;MASC;SG
ditarik	dessiné	ditarik	dessiner	V;SG;PASS	V;MASC;SG;PST;V.PTCP
ditarik	retirée	ditarik	retirer	V;SG;PASS	V;FEM;SG;PST;V.PTCP
ditarik	retiré	ditarik	retirer	V;SG;PASS	V;MASC;SG;PST;V.PTCP
jalanan	rue	jalanan	rue	N;SG	N;FEM;SG
menaklukkan	conquérir	mentaklukkan	conquérir	V;SG;ACT	V;NFIN
menaklukkan	vaincre	mentaklukkan	vaincre	V;SG;ACT	V;NFIN
menaklukkan	conquérir	mentaklukkan	conquérir	V;SG;ACT	V;NFIN
menaklukkan	vaincu	mentaklukkan	vaincre	V;SG;ACT	V;MASC;SG;PST;V.PTCP
menaklukkan	conquis	mentaklukkan	conquérir	V;SG;ACT	V;MASC;SG;PST;V.PTCP
menaklukkan	conquise	mentaklukkan	conquérir	V;SG;ACT	V;FEM;SG;PST;V.PTCP
angkat	ascenseur	angkat	ascenseur	N;SG;ACT	N;MASC;SG
angkat	élévateur	angkat	élévateur	N;SG;ACT	N;MASC;SG
kenal	connaitre	kenal	connaître	V;SG;ACT	V;NFIN
kenal	connaître	kenal	connaître	V;SG;ACT	V;NFIN
kenal	savoir	kenal	savoir	V;SG;ACT	V;NFIN
mutiara	perle	mutiara	perle	N;SG	N;FEM;SG
mutiara	nacre	mutiara	nacre	N;SG	N;FEM;SG
prosedur	procédure	prosedur	procédure	N;SG	N;FEM;SG
nasib	fatalité	nasib	fatalité	N;SG	N;FEM;SG
nasib	destin	nasib	destin	N;SG	N;MASC;SG
juventus	juventus	juventus	juventu	N	N;FEM;SG
maksimal	maximum	maksimal	maximum	ADJ;SG	ADJ;MASC;SG
maksimal	maximale	maksimal	maximal	ADJ;SG	ADJ;FEM;SG
maksimal	maximal	maksimal	maximal	ADJ;SG	ADJ;MASC;SG
maksimal	maximum	maksimal	maximum	ADJ;SG	ADJ;MASC;SG
tenang	silencieuse	tenang	silencieux	ADJ;SG	ADJ;FEM;SG
tenang	tranquille	tenang	tranquille	ADJ;SG	ADJ;MASC;SG
tenang	calme	tenang	calme	ADJ;SG	ADJ;MASC;SG
tenang	silencieux	tenang	silencieux	ADJ;SG	ADJ;MASC;SG
tenang	calme	tenang	calme	ADJ;SG	ADJ;MASC;SG
airbus	airbus	airbus	airbus	N;SG	N;MASC;SG
irama	rythme	irama	rythme	N;SG	N;MASC;SG
larangan	ban	larangan	ban	N;SG	N;MASC;SG
larangan	bannissement	larangan	bannissement	N;SG	N;MASC;SG
larangan	interdiction	larangan	interdiction	N;SG	N;FEM;SG
vatikan	vatican	vatikan	vatican	N;SG	N;MASC;SG
busana	habillement	busana	habillement	N;SG	N;MASC;SG
busana	mode	busana	mode	N;SG	N;FEM;SG
css	css	css	css	N	N;MASC;SG
pendaratan	atterrissage	pendaratan	atterrissage	N;SG	N;MASC;SG
pendaratan	débarquement	pendaratan	débarquement	N;SG	N;MASC;SG
mengelilingi	encercler	menkelilingi	encercler	V;SG;ACT	V;NFIN
mengelilingi	entourer	menkelilingi	entourer	V;SG;ACT	V;NFIN
massal	vrac	massal	vrac	N;SG	N;MASC;SG
topeng	masque	topeng	masque	N;SG	N;MASC;SG
kekristenan	chrétienté	kekristenan	chrétienté	N;SG	N;FEM;SG
kekristenan	christianisme	kekristenan	christianisme	N;SG	N;MASC;SG
pacar	copine	pacar	copine	N;SG	N;FEM;SG
pacar	copain	pacar	copain	N;SG	N;MASC;SG
kanon	canon	kanon	canon	N	N;MASC;SG
konsumsi	consommation	konsumsi	consommation	N;SG	N;FEM;SG
didominasi	dominée	didominasi	dominer	V;SG;PASS	V;FEM;SG;PST;V.PTCP
didominasi	dominé	didominasi	dominer	V;SG;PASS	V;MASC;SG;PST;V.PTCP
silsilah	pedigree	silsilah	pedigree	N	N;MASC;SG
silsilah	généalogie	silsilah	généalogie	N	N;FEM;SG
diperbolehkan	autorisé	diperbolehkan	autoriser	V;SG;PASS	V;MASC;SG;PST;V.PTCP
netral	impartial	netral	impartial	ADJ;SG	ADJ;MASC;SG
netral	impartiale	netral	impartial	ADJ;SG	ADJ;FEM;SG
netral	neutre	netral	neutre	ADJ;SG	ADJ;MASC;SG
kediaman	résidence	kediaman	résidence	N;SG	N;FEM;SG
perempat	quarts	perempat	quart	N	N;MASC;PL
perempat	trimestres	perempat	trimestre	N	N;MASC;PL
pelayan	garçon	penlayan	garçon	N;SG	N;MASC;SG
pelayan	serveur	penlayan	serveur	N;SG	N;MASC;SG
keindahan	beauté	keindahan	beauté	N;SG	N;FEM;SG
seksi	section	seksi	section	N;SG	N;FEM;SG
dipaksa	forcé	dipaksa	forcer	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dipaksa	obligé	dipaksa	obliger	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dipaksa	contraint	dipaksa	contraindre	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dipaksa	forcée	dipaksa	forcé	V;SG;PASS	V;FEM;SG;PST;V.PTCP
dipaksa	forcé	dipaksa	forcer	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dipaksa	contraint	dipaksa	contraindre	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dipublikasikan	publiée	dipublikasikan	publier	V;SG;PASS	V;FEM;SG;PST;V.PTCP
dipublikasikan	publié	dipublikasikan	publier	V;SG;PASS	V;MASC;SG;PST;V.PTCP
editing	montage	editing	montage	N	N;MASC;SG
editing	édition	editing	édition	N	N;FEM;SG
euro	euro	euro	euro	N	N;MASC;SG
euro	euros	euro	euro	N	N;MASC;PL
euro	euros	euro	euro	N	N;MASC;PL
euro	euro	euro	euro	N	N;MASC;SG
etika	etiquette	etika	etiquette	N;SG	N;FEM;SG
etika	étiquette	etika	étiquette	N;SG	N;FEM;SG
etika	déontologie	etika	déontologie	N;SG	N;FEM;SG
ketat	étroit	ketat	étroit	ADJ;SG	ADJ;MASC;SG
ketat	rigoureuse	ketat	rigoureux	ADJ;SG	ADJ;FEM;SG
ketat	strict	ketat	strict	ADJ;SG	ADJ;MASC;SG
ketat	rigoureux	ketat	rigoureux	ADJ;SG	ADJ;MASC;SG
ketat	stricte	ketat	strict	ADJ;SG	ADJ;FEM;SG
jendral	généralités	jendral	généralité	N	N;FEM;PL
jendral	général	jendral	général	N	N;MASC;SG
menembak	tirer	mentembak	tirer	V;SG;ACT	V;NFIN
menembak	tire	mentembak	tirer	V;SG;ACT	V;IND;SG;3;PRS;FIN
menembak	tirer	mentembak	tirer	V;SG;ACT	V;NFIN
truk	camionnette	truk	camionnette	N;SG	N;FEM;SG
truk	fourgon	truk	fourgon	N;SG	N;MASC;SG
truk	camion	truk	camion	N;SG	N;MASC;SG
truk	camion	truk	camion	N;SG	N;MASC;SG
berapi	volcan	berrapi	volcan	N;SG;ACT	N;MASC;SG
alkohol	alcool	alkohol	alcool	N;SG	N;MASC;SG
sempit	étroite	sempit	étroit	ADJ;SG	ADJ;FEM;SG
sempit	étroit	sempit	étroit	ADJ;SG	ADJ;MASC;SG
sempit	exigu	sempit	exigu	ADJ;SG	ADJ;MASC;SG
misionaris	missionnaires	misionaris	missionnaire	N	N;MASC;PL
misionaris	missionnaires	misionaris	missionnaire	N	N;MASC;PL
diucapkan	prononcée	diucapkan	prononcer	V;SG;PASS	V;FEM;SG;PST;V.PTCP
diucapkan	prononcé	diucapkan	prononcer	V;SG;PASS	V;MASC;SG;PST;V.PTCP
kerugian	perte	kerugian	perte	N;SG	N;FEM;SG
kerugian	inconvénient	kerugian	inconvénient	N;SG	N;MASC;SG
kerugian	désavantage	kerugian	désavantage	N;SG	N;MASC;SG
panen	moisson	panen	moisson	N;SG	N;FEM;SG
panen	récolte	panen	récolte	N;SG	N;FEM;SG
panen	moisson	panen	moisson	N;SG	N;FEM;SG
panen	récolte	panen	récolte	N;SG	N;FEM;SG
publikasi	édition	publikasi	édition	N	N;FEM;SG
publikasi	publication	publikasi	publication	N	N;FEM;SG
publikasi	publicité	publikasi	publicité	N	N;FEM;SG
publikasi	publication	publikasi	publication	N	N;FEM;SG
publikasi	publications	publikasi	publication	N	N;FEM;PL
seminar	séminaires	seminar	séminaire	N	N;MASC;PL
seminar	séminaire	seminar	séminaire	N	N;MASC;SG
kerajinan	artisanat	kerajinan	artisanat	N;SG	N;MASC;SG
kerajinan	artisanat	kerajinan	artisanat	N;SG	N;MASC;SG
kerajinan	artisanat	kerajinan	artisanat	N;SG	N;MASC;SG
mewujudkan	matérialiser	menwujudkan	matérialiser	V;SG;ACT	V;NFIN
rombongan	entourage	rombongan	entourage	N;SG	N;MASC;SG
rombongan	troupe	rombongan	troupe	N;SG	N;FEM;SG
mingguan	hebdo	mingguan	hebdo	N;SG	N;MASC;SG
berkontribusi	contribuant	berkontribusi	contribuer	V;SG;ACT	V;PRS;V.PTCP
berkontribusi	contribuer	berkontribusi	contribuer	V;SG;ACT	V;NFIN
berkontribusi	cotiser	berkontribusi	cotiser	V;SG;ACT	V;NFIN
berkontribusi	contribuer	berkontribusi	contribuer	V;SG;ACT	V;NFIN
berlebihan	surestimé	berlebihan	surestimé	V;SG;ACT	V;MASC;SG;PST;V.PTCP
dilindungi	protégée	dilindungi	protéger	V;SG;PASS	V;FEM;SG;PST;V.PTCP
dilindungi	protégé	dilindungi	protéger	V;SG;PASS	V;MASC;SG;PST;V.PTCP
mitos	mythes	mitos	mythe	N	N;MASC;PL
mitos	mythe	mitos	mythe	N	N;MASC;SG
mitos	mythes	mitos	mythe	N	N;MASC;PL
mitos	mythe	mitos	mythe	N	N;MASC;SG
penyelenggara	hébergeur	penselenggara	hébergeur	N;SG	N;MASC;SG
penyelenggara	hébergement	penselenggara	hébergement	N;SG	N;MASC;SG
penyelenggara	hôte	penselenggara	hôte	N;SG	N;MASC;SG
penyelenggara	organisateur	penselenggara	organisateur	N;SG	N;MASC;SG
potensial	potentiel	potensial	potentiel	N;SG	N;MASC;SG
segmen	segment	segmen	segment	N;SG	N;MASC;SG
lembut	douce	lembut	doux	ADJ;SG	ADJ;FEM;SG
lembut	doux	lembut	doux	ADJ;SG	ADJ;MASC;SG
lembut	doux	lembut	doux	ADJ;SG	ADJ;MASC;SG
lembut	douce	lembut	doux	ADJ;SG	ADJ;FEM;SG
menghilang	disparaît	menhilang	disparaître	V;SG;ACT	V;IND;SG;3;PRS;FIN
menghilang	disparait	menhilang	disparaître	V;SG;ACT	V;IND;SG;3;PRS;FIN
menghilang	disparaître	menhilang	disparaître	V;SG;ACT	V;NFIN
menghilang	disparaître	menhilang	disparaître	V;SG;ACT	V;NFIN
menghilang	disparaît	menhilang	disparaître	V;SG;ACT	V;IND;SG;3;PRS;FIN
menghilang	disparu	menhilang	disparaître	V;SG;ACT	V;MASC;SG;PST;V.PTCP
mengancam	menacer	menancam	menacer	V;SG;ACT	V;NFIN
mengancam	menaçant	menancam	menacer	V;SG;ACT	V;PRS;V.PTCP
mengancam	menacée	menancam	menacer	V;SG;ACT	V;FEM;SG;PST;V.PTCP
mengancam	menacé	menancam	menacer	V;SG;ACT	V;MASC;SG;PST;V.PTCP
mengancam	menaçant	menancam	menacer	V;SG;ACT	V;PRS;V.PTCP
mengukur	mesurer	menukur	mesurer	V;SG;ACT	V;NFIN
mengukur	mesurer	menukur	mesurer	V;SG;ACT	V;NFIN
residence	résidence	residence	résidence	N	N;FEM;SG
pewaris	héritier	penwaris	héritier	N;SG	N;MASC;SG
pewaris	héritière	penwaris	héritier	N;SG	N;FEM;SG
pewaris	héritage	penwaris	héritage	N;SG	N;MASC;SG
pewaris	legs	penwaris	legs	N;SG	N;MASC;SG
pewaris	héritière	penwaris	héritier	N;SG	N;FEM;SG
base	bases	base	base	N	N;FEM;PL
base	fondements	base	fondement	N	N;MASC;PL
base	base	base	base	N	N;FEM;SG
pembayaran	payement	penbayaran	payement	N;SG	N;MASC;SG
pembayaran	paiement	penbayaran	paiement	N;SG	N;MASC;SG
pembayaran	paiement	penbayaran	paiement	N;SG	N;MASC;SG
didefinisikan	définie	didefinisikan	définir	V;SG;PASS	V;FEM;SG;PST;V.PTCP
didefinisikan	défini	didefinisikan	définir	V;SG;PASS	V;MASC;SG;PST;V.PTCP
sayur	légume	sayur	légume	N;SG	N;MASC;SG
sayur	légume	sayur	légume	N;SG	N;MASC;SG
memecahkan	résolu	menpecahkan	résoudre	V;SG;ACT	V;MASC;SG;PST;V.PTCP
memecahkan	résolue	menpecahkan	résoudre	V;SG;ACT	V;FEM;SG;PST;V.PTCP
memecahkan	résoudre	menpecahkan	résoudre	V;SG;ACT	V;NFIN
memecahkan	résoudre	menpecahkan	résoudre	V;SG;ACT	V;NFIN
memecahkan	résout	menpecahkan	résoudre	V;SG;ACT	V;IND;SG;3;PRS;FIN
memecahkan	résout	menpecahkan	résoudre	V;SG;ACT	V;IND;SG;3;PRS;FIN
syariah	charia	syariah	charia	N	N;FEM;SG
ditahan	tenu	ditahan	tenir	V;SG;PASS	V;MASC;SG;PST;V.PTCP
ditahan	arrêté	ditahan	arrêter	V;SG;PASS	V;MASC;SG;PST;V.PTCP
ditahan	arrêtée	ditahan	arrêter	V;SG;PASS	V;FEM;SG;PST;V.PTCP
ditahan	détenue	ditahan	détenir	V;SG;PASS	V;FEM;SG;PST;V.PTCP
ditahan	détenu	ditahan	détenir	V;SG;PASS	V;MASC;SG;PST;V.PTCP
berlayar	naviguer	berlayar	naviguer	V;SG;ACT	V;NFIN
memicu	déclenché	menpicu	déclencher	V;SG;ACT	V;MASC;SG;PST;V.PTCP
memicu	déclenchée	menpicu	déclencher	V;SG;ACT	V;FEM;SG;PST;V.PTCP
memicu	déclenche	menpicu	déclencher	V;SG;ACT	V;IND;SG;3;PRS;FIN
segar	frais	segar	frais	ADJ;SG	ADJ;MASC;SG
segar	fraiche	segar	fraiche	ADJ;SG	ADJ;FEM;SG
segar	fraîche	segar	frais	ADJ;SG	ADJ;FEM;SG
dikunjungi	visitée	dikunjungi	visiter	V;SG;PASS	V;FEM;SG;PST;V.PTCP
dikunjungi	visité	dikunjungi	visiter	V;SG;PASS	V;MASC;SG;PST;V.PTCP
langka	rareté	langka	rareté	N;SG	N;FEM;SG
eksternal	extérieur	eksternal	extérieur	N	N;MASC;SG
fotografi	photographie	fotografi	photographie	N;SG	N;FEM;SG
respon	réponse	respon	réponse	N;SG	N;FEM;SG
respon	réaction	respon	réaction	N;SG	N;FEM;SG
memelihara	préserver	menpelihara	préserver	V;SG;ACT	V;NFIN
display	affichage	display	affichage	N	N;MASC;SG
display	affiche	display	affiche	N	N;FEM;SG
terinspirasi	inspiré	terinspirasi	inspirer	V;SG;PASS	V;MASC;SG;PST;V.PTCP
terinspirasi	inspirée	terinspirasi	inspirer	V;SG;PASS	V;FEM;SG;PST;V.PTCP
berkualitas	qualifiée	berkualitas	qualifier	V;SG;ACT	V;FEM;SG;PST;V.PTCP
berkualitas	qualifié	berkualitas	qualifier	V;SG;ACT	V;MASC;SG;PST;V.PTCP
vitamin	vitamine	vitamin	vitamine	N	N;FEM;SG
vitamin	vitamines	vitamin	vitamine	N	N;FEM;PL
vitamin	vitamines	vitamin	vitamine	N	N;FEM;PL
vitamin	vitamine	vitamin	vitamine	N	N;FEM;SG
ditandatangani	signée	ditandatangani	signer	V;SG;PASS	V;FEM;SG;PST;V.PTCP
ditandatangani	signé	ditandatangani	signer	V;SG;PASS	V;MASC;SG;PST;V.PTCP
ditandatangani	dédicacé	ditandatangani	dédicacé	V;SG;PASS	V;MASC;SG;PST;V.PTCP
string	chaînes	string	chaîne	N	N;FEM;PL
string	cordes	string	corde	N	N;FEM;PL
string	chaîne	string	chaîne	N	N;FEM;SG
string	ficelle	string	ficelle	N	N;FEM;SG
string	string	string	string	N	N;MASC;SG
string	cordes	string	corde	N	N;FEM;PL
belahan	hémisphère	belahan	hémisphère	N;SG	N;MASC;SG
belahan	clivage	belahan	clivage	N;SG	N;MASC;SG
pembantaian	massacre	penbantaian	massacre	N;SG	N;MASC;SG
pembantaian	abattage	penbantaian	abattage	N;SG	N;MASC;SG
pembantaian	carnage	penbantaian	carnage	N;SG	N;MASC;SG
akurat	exacte	akurat	exact	ADJ;SG	ADJ;FEM;SG
akurat	précis	akurat	précis	ADJ;SG	ADJ;MASC;SG
waduk	dam	waduk	dam	N;SG	N;MASC;SG
waduk	barrage	waduk	barrage	N;SG	N;MASC;SG
waduk	digue	waduk	digue	N;SG	N;FEM;SG
waduk	réservoir	waduk	réservoir	N;SG	N;MASC;SG
campur	mix	campur	mix	N;SG;ACT	N;MASC;SG
campur	mélange	campur	mélange	N;SG;ACT	N;MASC;SG
campur	mixage	campur	mixage	N;SG;ACT	N;MASC;SG
campur	mélange	campur	mélange	N;SG;ACT	N;MASC;SG
silinder	cylindre	silinder	cylindre	N;SG	N;MASC;SG
silinder	bouteille	silinder	bouteille	N;SG	N;FEM;SG
silinder	vérin	silinder	vérin	N;SG	N;MASC;SG
ninja	ninja	ninja	ninja	N	N;MASC;SG
ninja	ninjas	ninja	ninja	N	N;MASC;PL
ninja	ninjas	ninja	ninja	N	N;MASC;PL
sarang	nid	sarang	nid	N;SG	N;MASC;SG
sarang	ruche	sarang	ruche	N;SG	N;FEM;SG
teratas	haut	teratas	haut	ADJ;RL;SG	ADJ;MASC;SG
personal	personnelle	personal	personnel	ADJ;SG	ADJ;FEM;SG
terowongan	tunnel	terowongan	tunnel	N;SG	N;MASC;SG
subur	fertile	subur	fertile	ADJ;SG	ADJ;MASC;SG
subur	féconde	subur	féconde	ADJ;SG	ADJ;FEM;SG
subur	fécond	subur	fécond	ADJ;SG	ADJ;MASC;SG
subur	luxuriante	subur	luxuriant	ADJ;SG	ADJ;FEM;SG
konsonan	consonne	konsonan	consonne	N	N;FEM;SG
waktunya	temps	waktu	temps	N;SG	N;MASC;SG
waktunya	heure	waktu	heure	N;SG	N;FEM;SG
kehutanan	forestier	kehutanan	forestier	N;SG	N;MASC;SG
kehutanan	foresterie	kehutanan	foresterie	N;SG	N;FEM;SG
kehutanan	sylviculture	kehutanan	sylviculture	N;SG	N;FEM;SG
leher	nuque	leher	nuque	N;SG	N;FEM;SG
leher	cou	leher	cou	N;SG	N;MASC;SG
leher	encolure	leher	encolure	N;SG	N;FEM;SG
leher	cou	leher	cou	N;SG	N;MASC;SG
kedaulatan	souveraineté	kedaulatan	souveraineté	N;SG	N;FEM;SG
kedaulatan	souverain	kedaulatan	souverain	N;SG	N;MASC;SG
konservatif	conservatrice	konservatif	conservateur	ADJ;SG	ADJ;FEM;SG
terasa	ressent	terrasa	ressentir	V;SG;PASS	V;IND;SG;3;PRS;FIN
kenapa	pourquoi	kenapa	pourquoi	ADV	ADV
ekspresi	expression	ekspresi	expression	N;SG	N;FEM;SG
sejahtera	prospère	sejahtera	prospère	ADJ;SG	ADJ;MASC;SG
rumit	délicate	rumit	délicat	ADJ;SG	ADJ;FEM;SG
rumit	délicat	rumit	délicat	ADJ;SG	ADJ;MASC;SG
rumit	complexe	rumit	complexe	ADJ;SG	ADJ;MASC;SG
penerapan	implémentation	penterapan	implémentation	N;SG	N;FEM;SG
praktis	pratique	praktis	pratique	ADJ;SG	ADJ;FEM;SG
mal	lta	mal	lta	N	N;MASC;SG
tawar	aubaine	tawar	aubain	N;SG	N;FEM;SG
pertukaran	échange	pertukaran	échange	N;SG	N;MASC;SG
pertukaran	echange	pertukaran	echanger	N;SG	N;MASC;SG
benjamin	benjamins	benjamin	benjamin	N	N;MASC;PL
pemakaian	utilisation	penpakaian	utilisation	N;SG	N;FEM;SG
pemakaian	usage	penpakaian	usage	N;SG	N;MASC;SG
penangkapan	arrestation	pentangkapan	arrestation	N;SG	N;FEM;SG
penangkapan	capture	pentangkapan	capture	N;SG	N;FEM;SG
poster	affiche	poster	affiche	N;SG	N;FEM;SG
intelektual	intellectuelle	intelektual	intellectuel	ADJ;SG	ADJ;FEM;SG
intelektual	intellectuel	intelektual	intellectuel	ADJ;SG	ADJ;MASC;SG
sekretariat	secrétariat	sekretariat	secrétariat	N;SG	N;MASC;SG
sekretariat	secrétariat	sekretariat	secrétariat	N;SG	N;MASC;SG
abjad	alphabet	abjad	alphabet	N;SG	N;MASC;SG
unggul	supérieure	unggul	supérieur	ADJ;SG	ADJ;FEM;SG
unggul	supérieur	unggul	supérieur	ADJ;SG	ADJ;MASC;SG
unggul	superieure	unggul	superieur	ADJ;SG	ADJ;FEM;SG
unggul	superieur	unggul	superieur	ADJ;SG	ADJ;MASC;SG
oposisi	opposition	oposisi	opposition	N;SG	N;FEM;SG
norma	norme	norma	norme	N;SG	N;FEM;SG
seks	sexe	seks	sexe	N;SG	N;MASC;SG
pentingnya	importance	penting	importance	N;SG	N;FEM;SG
pipa	tuyauterie	pipa	tuyauterie	N;SG	N;FEM;SG
pipa	pipe	pipa	pipe	N;SG	N;FEM;SG
pipa	tuyau	pipa	tuyau	N;SG	N;MASC;SG
pipa	plomberie	pipa	plomberie	N;SG	N;FEM;SG
pipa	tuyauterie	pipa	tuyauterie	N;SG	N;FEM;SG
pipa	plombier	pipa	plombier	N;SG	N;MASC;SG
gravitasi	gravitation	gravitasi	gravitation	N	N;FEM;SG
gravitasi	gravitation	gravitasi	gravitation	N	N;FEM;SG
gravitasi	pesanteur	gravitasi	pesanteur	N	N;FEM;SG
gravitasi	gravité	gravitasi	gravité	N	N;FEM;SG
rumus	formule	rumus	formule	N;SG	N;FEM;SG
akrab	familière	akrab	familier	ADJ;SG	ADJ;FEM;SG
akrab	familier	akrab	familier	ADJ;SG	ADJ;MASC;SG
feat	exploit	feat	exploit	N	N;MASC;SG
feat	prouesse	feat	prouesse	N	N;FEM;SG
kepribadian	personnalité	kepribadian	personnalité	N;SG	N;FEM;SG
aspal	trottoir	aspal	trottoir	N;SG	N;MASC;SG
aspal	bitume	aspal	bitume	N;SG	N;MASC;SG
aspal	asphalte	aspal	asphalte	N;SG	N;MASC;SG
asalnya	provenance	asal	provenance	N;SG	N;FEM;SG
grafis	graphismes	grafis	graphisme	N	N;MASC;PL
grafis	infographie	grafis	infographie	N	N;FEM;SG
grafis	graphisme	grafis	graphisme	N	N;MASC;SG
bahagia	joyeux	bahagia	joyeux	ADJ;SG	ADJ;MASC;SG
bahagia	heureux	bahagia	heureux	ADJ;SG	ADJ;MASC;SG
bahagia	heureuse	bahagia	heureux	ADJ;SG	ADJ;FEM;SG
bahagia	joyeuse	bahagia	joyeux	ADJ;SG	ADJ;FEM;SG
pemeliharaan	entretien	penpeliharaan	entretien	N;SG	N;MASC;SG
pemeliharaan	maintenance	penpeliharaan	maintenance	N;SG	N;FEM;SG
afganistan	afghanistan	afganistan	afghanistan	N;SG	N;MASC;SG
afganistan	afghani	afganistan	afghani	N;SG	N;MASC;SG
misterius	mystérieux	misterius	mystérieux	ADJ;SG	ADJ;MASC;SG
misterius	mystérieuse	misterius	mystérieux	ADJ;SG	ADJ;FEM;SG
pembuangan	élimination	penbuangan	élimination	N;SG	N;FEM;SG
pembuangan	bannissement	penbuangan	bannissement	N;SG	N;MASC;SG
pintar	intelligent	pintar	intelligent	ADJ;SG	ADJ;MASC;SG
pintar	malin	pintar	malin	ADJ;SG	ADJ;MASC;SG
pintar	astucieux	pintar	astucieux	ADJ;SG	ADJ;MASC;SG
pintar	habile	pintar	habile	ADJ;SG	ADJ;MASC;SG
pintar	ingénieux	pintar	ingénieux	ADJ;SG	ADJ;MASC;SG
pintar	intelligente	pintar	intelligent	ADJ;SG	ADJ;FEM;SG
pintar	malin	pintar	malin	ADJ;SG	ADJ;MASC;SG
pintar	intelligent	pintar	intelligent	ADJ;SG	ADJ;MASC;SG
artileri	artillerie	artileri	artillerie	N;SG	N;FEM;SG
berlawanan	opposé	berlawanan	opposer	V;SG;ACT	V;MASC;SG;PST;V.PTCP
berlawanan	opposée	berlawanan	opposer	V;SG;ACT	V;FEM;SG;PST;V.PTCP
lempeng	assiette	lempeng	assiette	N	N;FEM;SG
lempeng	plaque	lempeng	plaque	N	N;FEM;SG
persaingan	rivalité	persaingan	rivalité	N;SG	N;FEM;SG
persaingan	compétition	persaingan	compétition	N;SG	N;FEM;SG
persaingan	concurrence	persaingan	concurrence	N;SG	N;FEM;SG
persaingan	concours	persaingan	concours	N;SG	N;MASC;SG
menekan	réprimer	mentekan	réprimer	V;SG;ACT	V;NFIN
tawaran	enchère	tawaran	enchère	N;SG	N;FEM;SG
tawaran	offre	tawaran	offre	N;SG	N;FEM;SG
tawaran	offre	tawaran	offre	N;SG	N;FEM;SG
bertempat	située	bertempat	situer	V;SG;ACT	V;FEM;SG;PST;V.PTCP
bertempat	localisé	bertempat	localiser	V;SG;ACT	V;MASC;SG;PST;V.PTCP
bertempat	situé	bertempat	situer	V;SG;ACT	V;MASC;SG;PST;V.PTCP
brothers	freres	brothers	frer	N	N;MASC;PL
brothers	frères	brothers	frère	N	N;MASC;PL
mencuri	volée	mencuri	volée	V;SG;ACT	V;FEM;SG;PST;V.PTCP
mencuri	volé	mencuri	voler	V;SG;ACT	V;MASC;SG;PST;V.PTCP
mencuri	voler	mencuri	voler	V;SG;ACT	V;NFIN
membran	membrane	membran	membrane	N;SG	N;FEM;SG
mewah	luxe	mewah	luxe	N;SG	N;MASC;SG
mewah	fantaisie	mewah	fantaisir	N;SG	N;FEM;SG
kekasih	amant	kekasih	amant	N;SG	N;MASC;SG
berkomunikasi	communiquer	berkomunikasi	communiquer	V;SG;ACT	V;NFIN
berkomunikasi	communiquer	berkomunikasi	communiquer	V;SG;ACT	V;NFIN
intelijen	renseignement	intelijen	renseignement	N;SG	N;MASC;SG
intelijen	intelligence	intelijen	intelligence	N;SG	N;FEM;SG
diinginkan	désirée	diinginkan	désirer	V;SG;PASS	V;FEM;SG;PST;V.PTCP
diinginkan	désiré	diinginkan	désirer	V;SG;PASS	V;MASC;SG;PST;V.PTCP
diinginkan	souhaitée	diinginkan	souhaiter	V;SG;PASS	V;FEM;SG;PST;V.PTCP
diinginkan	souhaité	diinginkan	souhaiter	V;SG;PASS	V;MASC;SG;PST;V.PTCP
diinginkan	recherché	diinginkan	rechercher	V;SG;PASS	V;MASC;SG;PST;V.PTCP
diinginkan	recherchée	diinginkan	rechercher	V;SG;PASS	V;FEM;SG;PST;V.PTCP
diinginkan	voulu	diinginkan	vouloir	V;SG;PASS	V;MASC;SG;PST;V.PTCP
diinginkan	voulait	diinginkan	vouloir	V;SG;PASS	V;IND;SG;3;IPFV;FIN
membatasi	limitant	menbatasi	limiter	V;SG;ACT	V;PRS;V.PTCP
membatasi	limiter	menbatasi	limiter	V;SG;ACT	V;NFIN
membatasi	restreindre	menbatasi	restreindre	V;SG;ACT	V;NFIN
membatasi	limiter	menbatasi	limiter	V;SG;ACT	V;NFIN
membatasi	limiter	menbatasi	limiter	V;SG;ACT	V;NFIN
bernyanyi	chanter	bernyanyi	chanter	V;SG;ACT	V;NFIN
bernyanyi	chante	bernyanyi	chanter	V;SG;ACT	V;IND;SG;3;PRS;FIN
pembunuh	meurtrier	penbunuh	meurtrier	N;SG	N;MASC;SG
pembunuh	assassin	penbunuh	assassin	N;SG	N;MASC;SG
pembunuh	tueur	penbunuh	tueur	N;SG	N;MASC;SG
pembunuh	meurtrier	penbunuh	meurtrier	N;SG	N;MASC;SG
