und	och	und	och	CONJ	CONJ
zugriff	tillgång	zugreifen	tillgång	N	N;NOM;INDF;MASC+FEM;SG
zugriff	tillträde	zugreifen	tillträde	N	N;NOM;INDF;NEUT;SG
zugriff	åtkomst	zugreifen	åtkomst	N	N;NOM;INDF;MASC+FEM;SG
ausschuss	kommittén	ausschassen	kommitté	N	N;NOM;DEF;MASC+FEM;SG
ausschuss	kommitté	ausschassen	kommitté	N	N;NOM;INDF;MASC+FEM;SG
ausschuss	utskottet	ausschassen	utskott	N	N;NOM;DEF;NEUT;SG
ausschuss	utskott	ausschassen	utskott	N	N;NOM;INDF;NEUT;SG
erneuert	förnyar	erneuern	förnya	V;V.PTCP	V;IND;PRS;FIN;ACT
erneuert	förnyats	erneuern	förnya	V;V.PTCP	V;V.CVB;PASS
erneuert	förnyade	erneuern	förnya	V;V.PTCP	V;NOM;PL;PST;V.PTCP
bewegt	flyttar	bewegen	flytta	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
bewegt	flyttar	bewegen	flytta	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
erinnerungen	minnen	erinnerung	min	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
erinnerungen	påminnelser	erinnerung	påminnelse	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
erinnerungen	minnen	erinnerung	min	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
blaue	blå	blau	blå	ADJ;NOM;FEM;PL	ADJ;NOM;PL
blaue	blåa	blau	blåa	ADJ;NOM;FEM;PL	ADJ;NOM;PL
hingewiesen	pekade	hinweisen	peka	V;V.PTCP	V;IND;PST;FIN;ACT
hingewiesen	pekat	hinweisen	pekat	V;V.PTCP	V;V.CVB;ACT
erzielen	uppnå	erzielen	uppnå	V;NFIN	V;IMP;FIN;ACT
erzielen	uppnår	erzielen	uppnå	V;NFIN	V;IMP;FIN;ACT
höchstens	maximalt	höchstens	maximal	ADV	ADV
portugiesischen	portugisiska	portugiesisch	portugisisk	ADJ;NOM;MASC;PL	ADJ;NOM;PL
übliche	vanliga	üblich	vanlig	ADJ;NOM;FEM;PL	ADJ;NOM;PL
vergleichsweise	jämförelsevis	vergleichsweise	jämförelsevis	ADV	ADV
vergleichsweise	förhållandevis	vergleichsweise	förhållandevis	ADV	ADV
vergleichsweise	relativt	vergleichsweise	relativt	ADV	ADV
vergleichsweise	förhållandevis	vergleichsweise	förhållandevis	ADV	ADV
hochschulen	universiteten	hochschulen	universitet	N;NOM;FEM;PL	N;NOM;DEF;NEUT;PL
hochschulen	högskolor	hochschulen	högskola	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
hochschulen	institutioner	hochschulen	institution	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
hochschulen	institutionerna	hochschulen	institution	N;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;PL
behaupten	hävda	behaupten	hävda	V;NFIN	V;IMP;FIN;ACT
behaupten	hävda	behaupten	hävda	V;NFIN	V;IMP;FIN;ACT
behaupten	påstår	behaupten	påstå	V;NFIN	V;IND;PRS;FIN;ACT
behaupten	hävdar	behaupten	hävda	V;NFIN	V;IND;PRS;FIN;ACT
archäologische	arkeologiska	archäologisch	arkeologisk	ADJ;NOM;FEM;PL	ADJ;NOM;PL
gefolgt	följs	folgen	följa	V;V.PTCP	V;IND;PRS;FIN;PASS
gefolgt	följde	folgen	följa	V;V.PTCP	V;IND;PST;FIN;ACT
gefolgt	följt	folgen	följa	V;V.PTCP	V;V.CVB;ACT
werft	werft	werfen	werft	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
werft	varvet	werfen	varv	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
werft	varv	werfen	varv	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
werft	skeppsvarv	werfen	skeppsvarv	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
werft	yard	werfen	yard	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
werft	dockyard	werfen	dockyard	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
freiwillige	frivilliga	freiwillig	frivillig	ADJ;NOM;FEM;PL	ADJ;NOM;PL
freiwillige	frivilliga	freiwillig	frivillig	ADJ;NOM;FEM;PL	ADJ;NOM;PL
blauen	blå	blau	blå	ADJ	ADJ;NOM;PL
blauen	blåa	blau	blåa	ADJ	ADJ;NOM;PL
küche	köket	küchen	kök	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
küche	restaurang	küchen	restaurang	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
küche	restaurangen	küchen	restaurang	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
küche	gastronomi	küchen	gastronomi	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
küche	köket	küchen	kök	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
küche	kök	küchen	kök	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
messen	mäta	messen	mäta	V;NFIN	V;IMP;FIN;ACT
messen	mäta	messen	mäta	V;NFIN	V;IMP;FIN;ACT
messen	mät	messen	mät	V;NFIN	V;IMP;FIN;ACT
geöffnet	öppnades	öffnen	öppna	V;V.PTCP	V;IND;PST;FIN;PASS
geöffnet	öppnade	öffnen	öppna	V;V.PTCP	V;IND;PST;FIN;ACT
geöffnet	öppnat	öffnen	öppna	V;V.PTCP	V;V.CVB;ACT
geöffnet	öppnas	öffnen	öppna	V;V.PTCP	V;NFIN;PASS
geöffnet	öppnar	öffnen	öppna	V;V.PTCP	V;IND;PRS;FIN;ACT
veränderung	ändring	veränderung	ändring	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
veränderung	modifiering	veränderung	modifiering	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
veränderung	ändring	veränderung	ändring	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
veränderung	förändring	veränderung	förändring	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
zentral	centraliserat	zentral	centralisera	ADJ	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
zentral	centraliserad	zentral	centraliserad	ADJ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
zentral	centraliserade	zentral	centralisera	ADJ	ADJ;NOM;PL;PST;V.PTCP
zentral	centrala	zentral	central	ADJ	ADJ;NOM;PL
zentral	mellersta	zentral	mellersta	ADJ	ADJ;NOM;DEF;RL
zentral	centraliserad	zentral	centraliserad	ADJ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
zentral	centraliserat	zentral	centralisera	ADJ	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
zentral	centraliserade	zentral	centralisera	ADJ	ADJ;NOM;PL;PST;V.PTCP
umliegenden	omgivande	umliegend	omgivande	ADJ;PL	ADJ;NOM;PRS;V.PTCP
stirbt	avlider	sterben	avlida	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
berücksichtigung	beaktande	berücksichtigung	beaktande	ADJ	ADJ;NOM;PRS;V.PTCP
berücksichtigung	övervägande	berücksichtigung	övervägande	ADJ	ADJ;NOM
wozu	varför	wozu	varför	ADV	ADV
bitten	tigga	bitten	tigga	V;NFIN	V;IMP;FIN;ACT
fördern	främja	fördern	främja	V;NFIN	V;IMP;FIN;ACT
fördern	marknadsföra	fördern	marknadsföra	V;NFIN	V;IMP;FIN;ACT
fördern	marknadsför	fördern	marknadsför	V;NFIN	V;IND;FIN;PASS
fördern	främja	fördern	främja	V;NFIN	V;IMP;FIN;ACT
fördern	marknadsföra	fördern	marknadsföra	V;NFIN	V;IMP;FIN;ACT
verteilung	fördelning	Verteilung	fördelning	N;NOM;SG	N;NOM;INDF;MASC+FEM;SG
verteilung	distribution	Verteilung	distribution	N;NOM;SG	N;NOM;INDF;MASC+FEM;SG
piloten	piloter	pilot	pilot	N;PL	N;NOM;INDF;MASC+FEM;PL
restauriert	återställer	restaurieren	återställa	V;V.PTCP	V;IND;PRS;FIN;ACT
restauriert	renoverats	restaurieren	renovera	V;V.PTCP	V;V.CVB;PASS
restauriert	återställts	restaurieren	återställa	V;V.PTCP	V;V.CVB;PASS
beschluss	beslutet	beschließen	beslut	N	N;NOM;DEF;NEUT;SG
beschluss	beslut	beschließen	beslut	N	N;NOM;INDF;NEUT;SG
beschluss	fullmakt	beschließen	fullmakt	N	N;NOM;INDF;MASC+FEM;SG
theorien	teorier	theorien	teori	N	N;NOM;INDF;MASC+FEM;PL
gesellschaftlichen	samhällelig	gesellschaftlich	samhällelig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
gesellschaftlichen	samhälleliga	gesellschaftlich	samhällelig	ADJ	ADJ;NOM;PL
grau	grått	grau	gråda	ADJ	ADJ;NOM;INDF;NEUT;SG
grau	gråa	grau	gråa	ADJ	ADJ;NOM;PL
grau	grått	grau	gråda	ADJ	ADJ;NOM;INDF;NEUT;SG
grau	gråa	grau	gråa	ADJ	ADJ;NOM;PL
krise	recession	krise	recession	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
krise	lågkonjunkturen	krise	lågkonjunktur	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
krise	lågkonjunktur	krise	lågkonjunktur	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
krise	krisen	krise	kris	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
krise	kris	krise	kris	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
glocke	klocka	glock	klocka	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
besonderes	särskild	besonder	särskild	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
besonderes	speciell	besonder	speciell	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
entsprach	motsvarade	entsprechen	motsvarad	V;IND;SG;3;PST;FIN	V;IND;PST;V.PTCP;ACT
armen	fattig	arm	fattig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
armen	fattiga	arm	fattig	ADJ	ADJ;NOM;PL
lokal	lokalt	lokal	lokal	ADJ	ADJ;NOM;INDF;NEUT;SG
lokal	lokala	lokal	lokal	ADJ	ADJ;NOM;PL
lokal	lokalt	lokal	lokal	ADJ	ADJ;NOM;INDF;NEUT;SG
jährliche	årliga	jährlich	årlig	ADJ;NOM;FEM;PL	ADJ;NOM;PL
jährliche	årliga	jährlich	årlig	ADJ;NOM;FEM;PL	ADJ;NOM;PL
mandat	mandat	mandat	manda	N;NOM;SG	N;NOM;INDF;NEUT;SG
mandat	mandaten	mandat	mandat	N;NOM;SG	N;NOM;DEF;MASC+FEM;SG
mandat	mandatperiod	mandat	mandatperiod	N;NOM;SG	N;NOM;INDF;MASC+FEM;SG
mandat	mandat	mandat	manda	N;NOM;SG	N;NOM;INDF;NEUT;SG
mandat	mandatet	mandat	mandat	N;NOM;SG	N;NOM;DEF;NEUT;SG
bedeckt	täckt	bedecken	täcka	ADJ;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
bedeckt	täckta	bedecken	täckt	ADJ;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
echt	genuina	echt	genuin	ADJ	ADJ;NOM;PL
echt	genuin	echt	genuin	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
echt	genuint	echt	genuin	ADJ	ADJ;NOM;INDF;NEUT;SG
echt	äkta	echt	äkta	ADJ	ADJ;NOM
echt	lagligt	echt	laglig	ADJ	ADJ;NOM;INDF;NEUT;SG
echt	äkta	echt	äkta	ADJ	ADJ;NOM
echt	legitimt	echt	legitim	ADJ	ADJ;NOM;INDF;NEUT;SG
menschliche	mänskliga	menschlich	mänsklig	ADJ;NOM;FEM;PL	ADJ;NOM;PL
betreut	brydde	betreuen	bryda	V;V.PTCP	V;IND;PST;FIN;ACT
betreut	övervakas	betreuen	övervaka	V;V.PTCP	V;NFIN;PASS
führende	ledande	führend	ledande	ADJ;NOM;FEM;PL	ADJ;NOM;PRS;V.PTCP
opposition	motstånd	opposition	motstånd	N;NOM;SG	N;NOM;INDF;NEUT;SG
opposition	oppositionen	opposition	opposition	N;NOM;SG	N;NOM;DEF;MASC+FEM;SG
opposition	invändning	opposition	invändning	N;NOM;SG	N;NOM;INDF;MASC+FEM;SG
opposition	opposition	opposition	opposition	N;NOM;SG	N;NOM;INDF;MASC+FEM;SG
dunkel	mörkt	dunkel	mörk	ADJ	ADJ;NOM;INDF;NEUT;SG
dunkel	mörk	dunkel	mörk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
dunkel	mörka	dunkel	mörka	ADJ	ADJ;NOM;PL
jüngste	yngsta	jung	ung	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;RL
jüngste	yngste	jung	ung	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;RL;MASC
aufhebung	avskaffande	aufhebung	avskaffande	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
aufhebung	upphävande	aufhebung	upphävande	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
aufhebung	lyft	aufhebung	lyfa	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
unabhängigen	grupplösa	unabhängig	grupplös	ADJ	ADJ;NOM;PL
unabhängigen	självständig	unabhängig	självständig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
unabhängigen	självständiga	unabhängig	självständig	ADJ	ADJ;NOM;PL
unabhängigen	oberoende	unabhängig	oberoende	ADJ	ADJ;NOM;PRS;V.PTCP
unabhängigen	självständigt	unabhängig	självständig	ADJ	ADJ;NOM;INDF;NEUT;SG
unabhängigen	fristående	unabhängig	fristående	ADJ	ADJ;NOM;PRS;V.PTCP
freigabe	frigörande	freigabe	frigörande	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
freigabe	utgåva	freigabe	utgåva	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
freigabe	release	freigabe	release	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
freigabe	röjning	freigabe	röjning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
geschäft	butiken	schäfen	butik	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
geschäft	butik	schäfen	butik	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
geschäft	transaktion	schäfen	transaktion	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
geschäft	transaktionen	schäfen	transaktion	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
geschäft	butiken	schäfen	butik	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
geschäft	butik	schäfen	butik	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
geschäft	affärsverksamhet	schäfen	affärsverksamhet	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
geschäft	business	schäfen	business	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
geschäft	näringsliv	schäfen	näringsliv	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
angehörige	anhöriga	angehörig	anhörig	ADJ;NOM;FEM;PL	ADJ;NOM;PL
streng	rigoröst	streng	rigorös	ADJ	ADJ;NOM;INDF;NEUT;SG
streng	rigorösa	streng	rigorös	ADJ	ADJ;NOM;PL
streng	stränga	streng	stränga	ADJ	ADJ;NOM;PL
streng	strikt	streng	strikt	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
streng	strikta	streng	strikt	ADJ	ADJ;NOM;PL
streng	strikt	streng	strikt	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
streng	stränga	streng	stränga	ADJ	ADJ;NOM;PL
katholisch	katolsk	katholisch	katolsk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
katholisch	katolska	katholisch	katolsk	ADJ	ADJ;NOM;PL
katholisch	katolik	katholisch	katolik	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
kompositionen	sammansättningar	komposition	sammansättning	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
brasilianischer	brasilianska	brasilianisch	brasiliansk	ADJ	ADJ;NOM;PL
brasilianischer	brasiliansk	brasilianisch	brasiliansk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
dichte	tät	dicht	tät	ADJ;NOM;SG	ADJ;NOM;INDF;MASC+FEM;SG
verursacht	orsakar	verursachen	orsak	V;V.PTCP	V;IND;PRS;FIN;ACT
verursacht	orsakar	verursachen	orsak	V;V.PTCP	V;IND;PRS;FIN;ACT
spät	sena	spät	sen	ADJ	ADJ;NOM;PL
spät	försenat	spät	försena	ADJ	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
spät	försenade	spät	försena	ADJ	ADJ;NOM;PL;PST;V.PTCP
spät	försenad	spät	försenad	ADJ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
zeichnete	ritade	zeichnen	rita	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
verzichtet	avstod	verzichten	avstod	V;V.PTCP	V;IND;PST;FIN;ACT
abgegeben	överlämnats	abgeben	överlämna	V;V.PTCP	V;V.CVB;PASS
abgegeben	kapitulerade	abgeben	kapitulera	V;V.PTCP	V;IND;PST;V.PTCP;ACT
stieß	stötte	stoßen	stötte	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
liberalen	liberala	liberal	liberal	ADJ;PL	ADJ;NOM;PL
normal	vanligt	normal	vanlig	ADJ	ADJ;NOM;INDF;NEUT;SG
normal	vanliga	normal	vanlig	ADJ	ADJ;NOM;PL
normal	normala	normal	normal	ADJ	ADJ;NOM;PL
normal	normal	normal	normal	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
besuchen	besöker	besuchen	besöka	V;NFIN	V;IND;PRS;FIN;ACT
besuchen	besöka	besuchen	besöka	V;NFIN	V;IMP;FIN;ACT
besuchen	besöker	besuchen	besöka	V;NFIN	V;IND;PRS;FIN;ACT
besuchen	besöka	besuchen	besöka	V;NFIN	V;IMP;FIN;ACT
alternativ	alternativa	alternativ	alternativ	ADJ	ADJ;NOM;PL
schafft	skapar	schaffen	skapa	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
vorübergehend	övergående	vorübergehend	övergående	ADJ	ADJ;NOM;PRS;V.PTCP
vorübergehend	tillfällig	vorübergehend	tillfällig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
vorübergehend	temporär	vorübergehend	temporär	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
vorübergehend	tillfälliga	vorübergehend	tillfällig	ADJ	ADJ;NOM;PL
existierte	existerade	existieren	existera	V;IND;SG;3;PST;FIN	V;IND;PST;V.PTCP;ACT
existierte	funnits	existieren	finnas	V;IND;SG;3;PST;FIN	V;V.CVB;PASS
existierte	fanns	existieren	finnas	V;IND;SG;3;PST;FIN	V;IND;PST;FIN
europäischer	europeisk	europäisch	europeisk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
europäischer	europeiskt	europäisch	europeisk	ADJ	ADJ;NOM;INDF;NEUT;SG
europäischer	europeiska	europäisch	europeisk	ADJ	ADJ;NOM;PL
verwaltet	administreras	verwalten	administrera	V;V.PTCP	V;IND;PRS;FIN;PASS
verwaltet	förvaltar	verwalten	förvalta	V;V.PTCP	V;IND;PRS;FIN;ACT
verwaltet	hanterar	verwalten	hantera	V;V.PTCP	V;IND;PRS;FIN;ACT
verwaltet	hanteras	verwalten	hantera	V;V.PTCP	V;IND;PRS;FIN;PASS
verwaltet	hanterade	verwalten	hantera	V;V.PTCP	V;NOM;PL;PST;V.PTCP;ACT
verwaltet	lyckades	verwalten	lyckad	V;V.PTCP	V;IND;PST;FIN;PASS
finanzierung	finansieringen	finanzierung	finansiering	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
finanzierung	finansiering	finanzierung	finansiering	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
finanzierung	finansieringen	finanzierung	finansiering	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
finanzierung	finansiering	finanzierung	finansiering	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
finanzierung	finans	finanzierung	finaas	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
finanzierung	finansiering	finanzierung	finansiering	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
dringend	angeläget	dringend	angelägen	ADJ	ADJ;NOM;INDF;NEUT;SG
dringend	brådskande	dringend	brådskande	ADJ	ADJ;NOM;PRS;V.PTCP
dringend	akut	dringend	akut	ADJ	ADJ;NOM;INDF;NEUT;SG
dringend	omgående	dringend	omgående	ADJ	ADJ;NOM;PRS;V.PTCP
überzeugen	övertyga	überzeugen	övertyga	V;NFIN	V;IMP;NFIN;ACT
überzeugen	övertygar	überzeugen	övertyga	V;NFIN	V;IND;PRS;FIN;ACT
überzeugen	övertyga	überzeugen	övertyga	V;NFIN	V;IMP;NFIN;ACT
überzeugen	övertala	überzeugen	övertala	V;NFIN	V;IMP;NFIN;ACT
äußere	yttre	äußer	yttre	ADJ;NOM;FEM;PL	ADJ;NOM;CMPR
äußere	yttre	äußer	yttre	ADJ;NOM;FEM;PL	ADJ;NOM;CMPR
töten	dräpa	töten	dräpa	V;NFIN	V;IMP;FIN;ACT
töten	slakta	töten	slakta	V;NFIN	V;IMP;NFIN;ACT
gesammelt	samlades	sammeln	samla	V;V.PTCP	V;IND;PST;FIN;PASS
angebaut	vuxit	anbauen	växa	V;V.PTCP	V;V.CVB;ACT
angebaut	odlas	anbauen	odla	V;V.PTCP	V;NFIN;PASS
angebaut	odlas	anbauen	odla	V;V.PTCP	V;NFIN;PASS
hammer	grymt	Hammer	grymma	ADJ	ADJ;NOM;INDF;NEUT;SG
hammer	häftig	Hammer	häftig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
hammer	häftigt	Hammer	häftig	ADJ	ADJ;NOM;INDF;NEUT;SG
hammer	grym	Hammer	grym	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
feststellen	upptäcka	feststellen	upptäcka	V;NFIN	V;IMP;FIN;ACT
feststellen	detektera	feststellen	detektera	V;NFIN	V;IMP;FIN;ACT
unterbrochen	störde	unterbrechen	störa	V;V.PTCP	V;IND;PST;FIN;ACT
unterbrochen	avbröt	unterbrechen	avbröta	V;V.PTCP	V;IND;PST;FIN;ACT
unterbrochen	avbröts	unterbrechen	avbröta	V;V.PTCP	V;IND;PST;FIN;PASS
publiziert	publicerar	publizieren	publicera	V;V.PTCP	V;IND;PRS;FIN;ACT
beinahe	nästan	beinahe	nästan	ADV	ADV
beinahe	nästan	beinahe	nästan	ADV	ADV
glaubt	tror	glauben	tro	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
glaubt	tror	glauben	tro	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
glaubt	tycker	glauben	tycka	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
genehmigung	medgivande	genehmigung	medgivande	ADJ	ADJ;NOM;PRS;V.PTCP
ausführlich	detaljerade	ausführlich	detaljera	ADJ	ADJ;NOM;PL;PST;V.PTCP
ausführlich	detaljerat	ausführlich	detaljerad	ADJ	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
ausführlich	detaljerad	ausführlich	detaljerad	ADJ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ausführlich	utförlig	ausführlich	utförlig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
sitzt	sitter	sitzen	sitta	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
sitzt	sitter	sitzen	sitta	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
verletzung	kränkning	verletzung	kränkning	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
verletzung	överträdelse	verletzung	överträdelse	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
verletzung	överträdelse	verletzung	överträdelse	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
verletzung	intrång	verletzung	intrång	N;FEM;SG	N;NOM;INDF;NEUT;SG
verletzung	skada	verletzung	skada	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
verletzung	överträdelse	verletzung	överträdelse	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
neuere	nyare	neu	ny	ADJ;NOM;FEM;PL	ADJ;NOM;CMPR
erhebt	samlar	erheben	samla	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
erhebt	stiger	erheben	stiga	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
richtet	justerar	richten	justera	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
nationaler	nationella	national	nationell	ADJ	ADJ;NOM;PL
nationaler	nationellt	national	nationell	ADJ	ADJ;NOM;INDF;NEUT;SG
nationaler	nationell	national	nationell	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
sozialistischen	socialistiska	sozialistisch	socialistisk	ADJ;NOM;MASC;PL	ADJ;NOM;PL
sozialistischen	socialdemokratiska	sozialistisch	socialdemokratisk	ADJ;NOM;MASC;PL	ADJ;NOM;PL
installiert	installerar	installieren	installera	V;V.PTCP	V;IND;PRS;FIN;ACT
installiert	installerar	installieren	installera	V;V.PTCP	V;IND;PRS;FIN;ACT
installiert	installera	installieren	installera	V;V.PTCP	V;IMP;FIN;ACT
installiert	installerats	installieren	installera	V;V.PTCP	V;V.CVB;PASS
mobile	mobila	mobil	mobil	ADJ;NOM;FEM;PL	ADJ;NOM;PL
nachweisen	demonstrera	nachweisen	demonstrera	V;NFIN	V;IMP;NFIN;ACT
archäologischen	arkeologiska	archäologisch	arkeologisk	ADJ;NOM;MASC;PL	ADJ;NOM;PL
regelmäßige	regelbundna	regelmäßig	regelbunden	ADJ;NOM;FEM;PL	ADJ;NOM;PL
regelmäßige	periodiska	regelmäßig	periodisk	ADJ;NOM;FEM;PL	ADJ;NOM;PL
doppelt	dubbel	doppelt	dubbel	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
doppelt	dubbelt	doppelt	dubbel	ADJ	ADJ;NOM;INDF;NEUT;SG
doppelt	dubbla	doppelt	dubbel	ADJ	ADJ;NOM;PL
besiedlung	kolonisation	Besiedlung	kolonisation	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
schauen	titta	schauen	titta	V;NFIN	V;IMP;FIN;ACT
eingeladen	bjöd	einladen	bjöd	V;V.PTCP	V;IMP;PST;FIN;ACT
eingeladen	inbjuder	einladen	inbjuda	V;V.PTCP	V;IND;PRS;FIN;ACT
suchte	sökte	suchen	söka	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
suchte	sökte	suchen	söka	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
suchte	letade	suchen	leta	V;IND;SG;3;PST;FIN	V;IND;PST;V.PTCP;ACT
angrenzenden	angränsande	angrenzend	angränsande	ADJ	ADJ;NOM;PRS;V.PTCP
angrenzenden	intilliggande	angrenzend	intilliggande	ADJ	ADJ;NOM;PRS;V.PTCP
angrenzenden	angränsande	angrenzend	angränsande	ADJ	ADJ;NOM;PRS;V.PTCP
unterrichtet	lärde	unterrichten	lära	V;V.PTCP	V;IMP;FIN;ACT
unterrichtet	undervisar	unterrichten	undervisa	V;V.PTCP	V;IND;PRS;FIN;ACT
verbreitete	utbredd	verbreitet	utbredd	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
verbreitete	utbrett	verbreitet	utbreda	ADJ;SG	ADJ;NOM;INDF;NEUT;SG
