年	سال	年	سال	N	N;SG
亮度	روشنایی	亮度	None	N	N;SG
襪	جوراب	襪	None	N	N;SG
灌溉	آبیاری	灌溉	آبیاری	N	N;SG
灌溉	آبیاری	灌溉	آبیاری	N	N;SG
國土	میهن	國土	میهن	N	N;SG
導師	مرشد	導師	مرشد	N	N;SG
包裝	قنداق	包裝	قنداق	N	N;SG
義務	تعهدات	義務	تعهد	N	N;PL
義務	قراردادها	義務	قرارداد	N	N;PL
義務	التزام	義務	التزام	N	N;SG
煙	سیگار	煙	سیگار	N	N;SG
煙	دودی	煙	دودی	N	N;SG
煙	دود	煙	دود	N	N;SG
煙	دوده	煙	دود#ده	N	N;SG
煙	سیگار	煙	سیگار	N	N;SG
煙	سیگارها	煙	سیگار	N	N;PL
鑽	حفاری	鑽	حفاری	N	N;SG
鑽	دریل	鑽	دریل	N	N;SG
鑽	مته	鑽	مته	N	N;SG
鑽	حفاری	鑽	حفاری	N	N;SG
情景	سناریوهای	情景	سناریو	N	N;PL
情景	احداث	情景	احداث	N	N;SG
情景	سناریوی	情景	سناریو	N	N;SG
情景	سناریو	情景	سناریو	N	N;SG
想像	تخیلات	想像	تخیل	N	N;PL
想像	تخیل	想像	تخیل	N	N;SG
想像	تصورات	想像	تصورت	N	N;PL
傳輸	انتقال	傳輸	انتقال	N	N;SG
傳輸	مخابره	傳輸	None	N	N;SG
樹林	وودز	樹林	وودز	N	N;SG
節奏	تمپو	節奏	تمپو	N	N;SG
節奏	ضرب	節奏	None	N	N;SG
節奏	موزون	節奏	موزون	N	N;SG
節奏	ریتم	節奏	None	N	N;SG
醉	مستی	醉	مستی	N	N;SG
醉	مست	醉	مست	N	N;SG
民俗	فولکلور	民俗	فولکلور	N	N;SG
民俗	اجدادی	民俗	اجدادی	N	N;SG
瞬間	لحظاتی	瞬間	لحظ	N	N;PL
瞬間	لحظات	瞬間	لحظه	N	N;PL
瞬間	فوری	瞬間	فوری	N	N;SG
郵政	پست	郵政	پست	N	N;SG
郵政	پستی	郵政	پستی	N	N;SG
郵政	post	郵政	post	N	N;SG
郵政	پستی	郵政	پستی	N	N;SG
解析	تجزیه	解析	تجزیه	N	N;SG
解析	تحلیلی	解析	تحلیلی	N	N;SG
解析	تجزیه	解析	تجزیه	N	N;SG
差別	تفاوت	差別	تفاوت	N	N;SG
差別	فرق	差別	فرق	N	N;SG
獎牌	مدال	獎牌	مدال	N	N;SG
獎牌	مدال	獎牌	مدال	N	N;SG
麻煩	مشکل	麻煩	مشکل	N	N;SG
麻煩	دردسر	麻煩	دردسر	N	N;SG
麻煩	زحمت	麻煩	زحمت	N	N;SG
欣賞	قدرش	欣賞	قدرش	N	N;SG
鼓手	درامر	鼓手	درامر	N	N;SG
陶瓷	سرامیک	陶瓷	سرامیک	N	N;SG
陶瓷	سرامیک	陶瓷	سرامیک	N	N;SG
容器	کانتینر	容器	کانتینر	N	N;SG
容器	محتوی	容器	محتوی	N	N;SG
容器	کانتینر	容器	کانتینر	N	N;SG
哺乳	شیردهی	哺乳	شیردهی	N	N;SG
哺乳	سالمندان	哺乳	سالمند	N	N;PL
哺乳	پرستاری	哺乳	None	N	N;SG
哺乳	nursing	哺乳	nursing	N	N;SG
目	مقصد	目	مقصد	N	N;SG
目	مقاصد	目	مقاصد	N	N;PL
咒	افسون	咒	None	N	N;SG
咒	هجی	咒	هجی	N	N;SG
咒	ورد	咒	ورد	N	N;SG
咒	لعن	咒	لعن	N	N;SG
咒	نفرین	咒	نفرین	N	N;SG
滑冰	اسکیت	滑冰	اسکیت	N	N;SG
滑冰	پاتیناژ	滑冰	پاتیناژ	N	N;SG
滑冰	اسکیت	滑冰	اسکیت	N	N;SG
大島	اوشیما	大島	اوشیما	N	N;SG
底下	مفعول	底下	مفعول	N	N;SG
底下	باتوم	底下	باتوم	N	N;SG
敢	dare	敢	dare		
淚	اشک	淚	None	N	N;SG
淚	اشک	淚	None	N	N;SG
淚	اشکها	淚	اشک	N	N;PL
釣魚	ماهیگیری	釣魚	ماهیگیری	N	N;SG
細節	جزئیات	細節	جزئی	N	N;PL
細節	جزئیات	細節	جزئی	N	N;PL
細節	جزییات	細節	جزیی	N	N;PL
賠償	فدایی	賠償	فدایی	N	N;SG
滑雪	اسکی	滑雪	اسکی	N	N;SG
滑雪	اسکی	滑雪	اسکی	N	N;SG
常數	مداوم	常數	مداوم	N	N;SG
摩托	موتورسیکلت	摩托	موتورسیکلت	N	N;SG
摩托	موتو	摩托	موتو	N	N;SG
摩托	moto	摩托	moto	N	N;SG
家用	خانوار	家用	خانوار	N	N;SG
家用	اهلی	家用	اهلی	N	N;SG
罪犯	جنایتکار	罪犯	جنایتکار	N	N;SG
罪犯	مجرم	罪犯	None	N	N;SG
罪犯	تبهکار	罪犯	تبهکار	N	N;SG
罪犯	کیفری	罪犯	کیفری	N	N;SG
罪犯	مجرمان	罪犯	مجرم	N	N;PL
罪犯	جنایتکاران	罪犯	جنایتکار	N	N;PL
導彈	موشکها	導彈	موشک	N	N;PL
導彈	موشک	導彈	موشک	N	N;SG
導彈	موشکی	導彈	موشکی	N	N;SG
電梯	لیفت	電梯	لیفت	N	N;SG
電梯	آسانسور	電梯	آسانسور	N	N;SG
蛾	شاپرک	蛾	شاپرک	N	N;SG
王妃	پرنسس	王妃	پرنسس	N	N;SG
王妃	شاهدخت	王妃	شاهدخت	N	N;SG
心情	واکنشهای	心情	واکنش	N	N;PL
心情	حالت	心情	حالت	N	N;SG
心情	حوصله	心情	حوصله	N	N;SG
沙皇	تزار	沙皇	تزار	N	N;SG
弧	قوس	弧	قوس	N	N;SG
弧	کمان	弧	None	N	N;SG
帥	خوشتیپ	帥	خوشت#خویس	N	N;SG
語法	گرامر	語法	گرامر	N	N;SG
語法	نحو	語法	None	N	N;SG
語法	نحوی	語法	نحوی	N	N;SG
橄欖	football	橄欖	football	N	N;SG
橄欖	فوتبال	橄欖	فوتبال	N	N;SG
橄欖	راگبی	橄欖	راگبی	N	N;SG
罐	کوزه	罐	کوزه	N	N;SG
罐	کوزه	罐	کوزه	N	N;SG
農場	مزرعه	農場	None	N	N;SG
農場	فارم	農場	فارم	N	N;SG
農場	مزارع	農場	مزرعه	N	N;PL
寶石	جواهری	寶石	جواهر	N	N;SG
寶石	جواهر	寶石	جواهر	N	N;SG
寶石	جم	寶石	جم	N	N;SG
炮塔	برجک	炮塔	برجک	N	N;SG
生理	فیزیولوژیک	生理	فیزیولوژیک	N	N;SG
生理	فیزیولوژی	生理	فیزیولوژی	N	N;SG
現金	نقد	現金	نقد	N	N;SG
現金	نقدی	現金	نقد	N	N;SG
現金	کش	現金	None	N	N;SG
車道	اتوبان	車道	None	N	N;SG
格鬥	جنگیدن	格鬥	None	N	N;SG
格鬥	دعوا	格鬥	None	N	N;SG
巨型	غول	巨型	غول	N	N;SG
頭髮	موی	頭髮	مو	N	N;SG
頭髮	مو	頭髮	مو	N	N;SG
頭髮	موها	頭髮	مو	N	N;PL
整修	نوسازی	整修	نوسازی	N	N;SG
整修	بازسازی	整修	بازسازی	N	N;SG
罕見	نادره	罕見	نادره	N	N;SG
罕見	کمیاب	罕見	کمیاب	N	N;SG
罕見	نادر	罕見	نادر	N	N;SG
罕見	نادری	罕見	نادری	N	N;SG
家長	والدین	家長	والد	N	N;PL
集團	لشگر	集團	لشگر	N	N;SG
集團	ارتش	集團	ارتش	N	N;SG
集團	ارتشی	集團	ارتشی	N	N;SG
集團	سپاه	集團	سپاه	N	N;SG
集團	لشکر	集團	None	N	N;SG
司長	director	司長	director	N	N;SG
司長	کارگردان	司長	کارگردان	N	N;SG
玉米	ذرت	玉米	None	N	N;SG
玉米	میخچه	玉米	میخچه	N	N;SG
玉米	حبوبات	玉米	None	N	N;PL
泵	پمپ	泵	پمپ	N	N;SG
泵	تلمبه	泵	تلمبه	N	N;SG
泵	پمپ	泵	پمپ	N	N;SG
辯論	مناظره	辯論	مناظره	N	N;SG
辯論	مناظره	辯論	مناظره	N	N;SG
辯論	مناظره	辯論	مناظره	N	N;SG
剩餘	مازاد	剩餘	مازاد	N	N;SG
剩餘	افزون	剩餘	افزون	N	N;SG
搭檔	همکار	搭檔	همکار	N	N;SG
搭檔	شریک	搭檔	None	N	N;SG
夜晚	شبا	夜晚	شبا	N	N;SG
夜晚	شبها	夜晚	شب	N	N;PL
夜晚	شبهای	夜晚	شب	N	N;PL
夜晚	شب	夜晚	شب	N	N;SG
夜晚	شبها	夜晚	شب	N	N;PL
夜晚	شبی	夜晚	شب	N	N;SG
夜晚	شب	夜晚	شب	N	N;SG
法師	mage	法師	mage	N	N;SG
補助	یارانه	補助	یارانه	N	N;SG
信託	توکل	信託	None	N	N;SG
信託	اعتماد	信託	اعتماد	N	N;SG
躍	جهش	躍	None	N	N;SG
躍	کبیسه	躍	کبیسه	N	N;SG
作物	زراعت	作物	زراعت	N	N;SG
作物	برش	作物	None	N	N;SG
檢察	دادستان	檢察	None	N	N;SG
檢察	پیگرد	檢察	None	N	N;SG
檢察	دادستان	檢察	None	N	N;SG
桌面	رومیزی	桌面	None	N	N;SG
芽	باد	芽	باد	N	N;SG
芽	غنچه	芽	غنچه	N	N;SG
跳舞	dance	跳舞	dance	N	N;SG
跳舞	رقص	跳舞	رقص	N	N;SG
跳舞	رقص	跳舞	رقص	N	N;SG
跳舞	رقصیدن	跳舞	رقصیدن	N	N;SG
疫苗	واکسن	疫苗	واکسن	N	N;SG
疫苗	واکسن	疫苗	واکسن	N	N;SG
干擾	پارازیت	干擾	پارازیت	N	N;SG
干擾	پارازیت	干擾	پارازیت	N	N;SG
干擾	دخالت	干擾	دخالت	N	N;SG
干擾	مداخله	干擾	مداخله	N	N;SG
干擾	تداخل	干擾	تداخل	N	N;SG
精度	دقت	精度	دقت	N	N;SG
精度	دقتی	精度	دقتی	N	N;SG
精度	دقت	精度	دقت	N	N;SG
講師	سخنران	講師	سخنران	N	N;SG
講師	دانشیار	講師	دانشیار	N	N;SG
恭喜	تبریک	恭喜	تبریک	N	N;SG
恭喜	تبریک	恭喜	تبریک	N	N;SG
終點	ترمینال	終點	ترمینال	N	N;SG
終點	پایانه	終點	پایانه	N	N;SG
粘	چسبناک	粘	چسبناک	N	N;SG
粘	چسبنده	粘	چسبنده	N	N;SG
酒精	الکل	酒精	None	N	N;SG
傘	چتر	傘	چتر	N	N;SG
傘	چتری	傘	چتر	N	N;SG
傘	آمبرلا	傘	آمبرلا	N	N;SG
法規	اساسنامه	法規	اساسنامه	N	N;SG
單車	دوچرخه	單車	دوچرخه	N	N;SG
單車	موتور	單車	موتور	N	N;SG
單車	دوچرخه	單車	دوچرخه	N	N;SG
景觀	مناظر	景觀	None	N	N;PL
景觀	عرضی	景觀	عرضی	N	N;SG
景觀	منظره	景觀	منظره	N	N;SG
本田	honda	本田	honda	N	N;SG
本田	هوندا	本田	هوندا	N	N;SG
犧牲	قربانی	犧牲	قربانی	N	N;SG
犧牲	فدا	犧牲	فدا	N	N;SG
犧牲	ذبح	犧牲	ذبح	N	N;SG
犧牲	فداکاری	犧牲	فداکاری	N	N;SG
實質	فروهر	實質	فروهر	N	N;SG
實質	گوهر	實質	None	N	N;SG
實質	اسانس	實質	اسانس	N	N;SG
實質	مادهای	實質	ماد	N	N;PL
實質	اموال	實質	مال	N	N;PL
公約	همایش	公約	همایش	N	N;SG
塑料	پلاستیک	塑料	پلاستیک	N	N;SG
塑料	پلاستیکی	塑料	پلاستیکی	N	N;SG
汽油	بنزینی	汽油	بنزینی	N	N;SG
汽油	بنزین	汽油	None	N	N;SG
汽油	گس	汽油	گس	N	N;SG
汽油	گاز	汽油	گاز	N	N;SG
地主	مالکان	地主	مالک	N	N;PL
臀	باسن	臀	باسن	N	N;SG
臀	هیپ	臀	هیپ	N	N;SG
臀	باسن	臀	باسن	N	N;SG
臀	رانش	臀	رانش	N	N;SG
難民	پناهنده	難民	پناهنده	N	N;SG
難民	مهاجر	難民	مهاجر	N	N;SG
難民	پناهنده	難民	پناهنده	N	N;SG
難民	پناهندگان	難民	None	N	N;PL
難民	پناهجویان	難民	پناهجو	N	N;PL
難民	مهاجرین	難民	مهاجر	N	N;PL
毒品	مواد	毒品	ماده	N	N;PL
賊	دزدان	賊	دزد	N	N;PL
賊	دزدها	賊	دزد	N	N;PL
賊	دزد	賊	دزد	N	N;SG
賊	دزد	賊	دزد	N	N;SG
中尉	ستوان	中尉	ستوان	N	N;SG
禪	ذن	禪	ذن	N	N;SG
實踐	تمرین	實踐	تمرین	N	N;SG
天鵝	قویی	天鵝	قویی	N	N;SG
天鵝	قو	天鵝	قو	N	N;SG
天鵝	سوان	天鵝	سوان	N	N;SG
喝	بنوش	喝	نوشید#نوش	V	V;IMP;SG;2
音效	صوت	音效	صوت	N	N;SG
音效	صدا	音效	صدا	N	N;SG
壇	محراب	壇	None	N	N;SG
壇	قربانگاه	壇	قربانگاه	N	N;SG
教派	مسلک	教派	مسلک	N	N;SG
教派	فرقه	教派	فرقه	N	N;SG
染	رنگین	染	رنگین	N	N;SG
實用	سودمندی	實用	سودمندی	N	N;SG
水星	عطارد	水星	عطارد	N	N;SG
水星	جیوه	水星	جیوه	N	N;SG
水星	مرکوری	水星	None	N	N;SG
地底	زیرزمینی	地底	None	N	N;SG
地底	زیرزمین	地底	زیرزمین	N	N;SG
心靈	ذهن	心靈	ذهن	N	N;SG
心靈	mind	心靈	mind	N	N;SG
頭顱	جمجمه	頭顱	جمجمه	N	N;SG
約會	تاریخ	約會	تاریخ	N	N;SG
約會	دوستیابی	約會	دوستیابی	N	N;SG
緊張	عصبی	緊張	عصبی	N	N;SG
光束	پرگار	光束	پرگار	N	N;SG
光束	پرتو	光束	None	N	N;SG
壞	b	壞	b	N	N;SG
滿意	ارضای	滿意	None	N	N;SG
滿意	رضایت	滿意	رضایت	N	N;SG
滿意	رضایت	滿意	رضایت	N	N;SG
囚犯	زندانی	囚犯	زندانی	N	N;SG
囚犯	اسیر	囚犯	اسیر	N	N;SG
囚犯	اسیری	囚犯	اسیری	N	N;SG
囚犯	زندانیان	囚犯	زندانی	N	N;PL
底盤	اسکلت	底盤	اسکلت	N	N;SG
底盤	شاسی	底盤	شاسی	N	N;SG
影子	سایه	影子	سایه	N	N;SG
影子	شادو	影子	شادو	N	N;SG
產量	بازده	產量	بازده	N	N;SG
產量	تولید	產量	تولید	N	N;SG
報章	روزنامه	報章	روزنامه	N	N;SG
死神	مرگ	死神	مرگ	N	N;SG
死神	شینیگامی	死神	شینیگامی	N	N;SG
大海	دریا	大海	دریا	N	N;SG
大海	دریای	大海	دریا	N	N;SG
廣義	تعمیم	廣義	تعمیم	N	N;SG
摘要	انتزاعی	摘要	انتزاعی	N	N;SG
讚	like	讚	like		
檢驗	آزمون	檢驗	آزمون	N	N;SG
檢驗	آزمودن	檢驗	آزمودن	N	N;SG
檢驗	آزمایش	檢驗	آزمایش	N	N;SG
檢驗	تست	檢驗	None	N	N;SG
多	چندگانه	多	چندگانه	ADJ	ADJ
多	چندین	多	چندین	ADJ	ADJ
火災	آتشسوزی	火災	آتشسوزی	N	N;SG
火災	آتش	火災	آتش	N	N;SG
火災	آتیش	火災	آتیش	N	N;SG
火災	آتشسوزی	火災	آتشسوزی	N	N;SG
尺度	ترازوی	尺度	ترازوی	N	N;SG
戟	یوفوربیا	戟	یوفوربیا	N	N;SG
客人	مهمان	客人	مهمان	N	N;SG
客人	میهمانان	客人	میهمان	N	N;PL
客人	مهمانان	客人	مهمان	N	N;PL
精確	دقیقی	精確	دقیقی	N	N;SG
精確	دقت	精確	دقت	N	N;SG
精確	دقتی	精確	دقتی	N	N;SG
拘留	بازداشت	拘留	بازداشت	N	N;SG
護理	سالمندان	護理	سالمند	N	N;PL
護理	پرستاری	護理	None	N	N;SG
護理	nursing	護理	nursing	N	N;SG
護理	مراقبت	護理	مراقبت	N	N;SG
成像	تصویربرداری	成像	تصویربرداری	N	N;SG
地板	طبقه	地板	طبقه	N	N;SG
地板	طبقات	地板	طبقه	N	N;PL
地板	کف	地板	کف	N	N;SG
地板	کفپوش	地板	کفپوش	N	N;SG
地板	طبقه	地板	طبقه	N	N;SG
鬥爭	جهاد	鬥爭	جهاد	N	N;SG
鬥爭	کشمکش	鬥爭	کشمکش	N	N;SG
檢測	آشکارسازی	檢測	آشکارسازی	N	N;SG
檢測	تشخیص	檢測	تشخیص	N	N;SG
牛奶	شیر	牛奶	شیر	N	N;SG
牛奶	میلک	牛奶	میلک	N	N;SG
原生	بومی	原生	بومی	N	N;SG
彎	خم	彎	خم	N	N;SG
彎	بند	彎	بند	N	N;SG
彎	بنت	彎	بنت	N	N;SG
彎	خمیده	彎	None	N	N;SG
梳	شانه	梳	شانه	N	N;SG
棕色	قهوهای	棕色	قهو	N	N;PL
棕色	براون	棕色	براون	N	N;SG
氏族	قبیله	氏族	None	N	N;SG
氏族	خاندان	氏族	خاندان	N	N;SG
氏族	طایفه	氏族	None	N	N;SG
氏族	قبایل	氏族	None	N	N;PL
氏族	قبائل	氏族	قبائل	N	N;PL
醛	آلدهید	醛	آلد#آ	N	N;SG
共振	تشدید	共振	تشدید	N	N;SG
硫酸	سولفات	硫酸	سولف	N	N;SG
手指	انگشتش	手指	انگشتش	N	N;SG
手指	انگشت	手指	انگشت	N	N;SG
手指	فینگر	手指	فینگر	N	N;SG
手指	انگشتان	手指	انگشت	N	N;PL
手指	انگشت	手指	انگشت	N	N;SG
署長	مدیر	署長	مدیر	N	N;SG
署長	سرپرست	署長	سرپرست	N	N;SG
面具	نقاب	面具	نقاب	N	N;SG
面具	ماسک	面具	ماسک	N	N;SG
面具	ماسک	面具	ماسک	N	N;SG
雷射	لیزر	雷射	لیزر	N	N;SG
雷射	لیزری	雷射	لیزری	N	N;SG
效能	اثربخشی	效能	اثربخشی	N	N;SG
皇冠	کرون	皇冠	کرون	N	N;SG
皇冠	کراون	皇冠	کراون	N	N;SG
皇冠	تاج	皇冠	تاج	N	N;SG
豪華	مجلل	豪華	مجلل	N	N;SG
豪華	دلخوشی	豪華	دلخوشی	N	N;SG
豪華	luxury	豪華	None	N	N;SG
豪華	لوکس	豪華	لوکس	N	N;SG
豪華	مجلل	豪華	مجلل	N	N;SG
簽證	روادید	簽證	روادید	N	N;SG
簽證	ویزای	簽證	None	N	N;SG
簽證	روادید	簽證	روادید	N	N;SG
簽證	ویزا	簽證	ویزا	N	N;SG
簽證	ویزای	簽證	None	N	N;SG
全能	توانا	全能	None	N	N;SG
全能	قهار	全能	قهار	N	N;SG
就業	استخدام	就業	استخدام	N	N;SG
就業	اشتغال	就業	اشتغال	N	N;SG
電動	برقی	電動	برق	N	N;SG
電動	الکتریکی	電動	الکتریکی	N	N;SG
電動	الکتریک	電動	الکتریک	N	N;SG
戀人	عشاق	戀人	عشاق	N	N;SG
戀人	عاشقان	戀人	عاشق	N	N;PL
毒性	مسمومیت	毒性	مسمومیت	N	N;SG
賭	قماربازی	賭	قماربازی	N	N;SG
賭	قمار	賭	قمار	N	N;SG
寬度	عرض	寬度	عرض	N	N;SG
字典	دیکشنری	字典	دیکشنری	N	N;SG
激素	هورمون	激素	هورمون	N	N;SG
盟友	متفقین	盟友	متفقین	N	N;PL
盟友	متحدین	盟友	None	N	N;SG
男生	پسران	男生	پسر	N	N;PL
男生	پسرها	男生	پسر	N	N;PL
男生	پسرا	男生	پسرا	N	N;PL
奴隸	slave	奴隸	slave	N	N;SG
奴隸	بنده	奴隸	بنده	N	N;SG
休閒	تفریح	休閒	تفریح	N	N;SG
休閒	تفریحات	休閒	تفریح	N	N;PL
休閒	سرسری	休閒	سرسری	N	N;SG
休閒	فراغت	休閒	فراغت	N	N;SG
犯人	زندانی	犯人	زندانی	N	N;SG
犯人	اسیر	犯人	اسیر	N	N;SG
犯人	اسیری	犯人	اسیری	N	N;SG
犯人	زندانیان	犯人	زندانی	N	N;PL
果實	میوه	果實	میوه	N	N;SG
果實	میوه	果實	میوه	N	N;SG
各州	شهرستانهای	各州	شهرستان	N	N;PL
服飾	پوشاک	服飾	None	N	N;SG
服飾	صندوقچه	服飾	صندوقچه	N	N;SG
服飾	کمد	服飾	کرد#کن	N	N;SG
服飾	رختکن	服飾	رختکن	N	N;SG
恐懼	خوف	恐懼	خوف	N	N;SG
恐懼	ترس	恐懼	None	N	N;SG
數千	هزاران	數千	هزار	NUM	NUM
數千	هزارها	數千	هزار	NUM	NUM
徽章	نشان	徽章	نشان	N	N;SG
暴動	شورش	暴動	شورش	N	N;SG
姊姊	آبجی	姊姊	آبجی	N	N;SG
姊姊	سیس	姊姊	سیس	N	N;SG
姊姊	خواهر	姊姊	None	N	N;SG
姊姊	خواهری	姊姊	خواهر	N	N;SG
姊姊	خواهرش	姊姊	خواهرش	N	N;SG
貸款	قرض	貸款	قرض	N	N;SG
貸款	وام	貸款	وام	N	N;SG
關卡	سطح	關卡	سطح	N	N;SG
關卡	سطوح	關卡	سطح	N	N;PL
關卡	تراز	關卡	تراز	N	N;SG
關卡	لول	關卡	None	N	N;SG
關卡	سطح	關卡	سطح	N	N;SG
常規	روال	常規	روال	N	N;SG
創業	کارآفرینی	創業	کارآفرینی	N	N;SG
開心	مبارک	開心	مبارک	N	N;SG
高潮	ارگاسم	高潮	ارگاسم	N	N;SG
高潮	ارضا	高潮	ارضا	N	N;SG
高潮	اوج	高潮	اوج	N	N;SG
骨骼	استخوان	骨骼	استخوان	N	N;SG
骨骼	بونز	骨骼	بونز	N	N;SG
骨骼	استخوانها	骨骼	استخوان	N	N;PL
骨骼	اسکلتی	骨骼	اسکلتی	N	N;SG
骨骼	اسکلت	骨骼	اسکلت	N	N;SG
骨骼	استخوان	骨骼	استخوان	N	N;SG
特工	مامور	特工	None	N	N;SG
特工	کارگزار	特工	کارگزار	N	N;SG
特工	مأمور	特工	مأمور	N	N;SG
汞	عطارد	汞	عطارد	N	N;SG
汞	جیوه	汞	جیوه	N	N;SG
汞	مرکوری	汞	None	N	N;SG
趨勢	گرایش	趨勢	گرایش	N	N;SG
趨勢	روند	趨勢	روند	N	N;SG
後代	زادگان	後代	زاده	N	N;PL
後代	نواده	後代	نواد#نوا	N	N;SG
後代	فرزندانی	後代	فرزند	N	N;PL
後代	اولاد	後代	None	N	N;PL
後代	فرزند	後代	فرزند	N	N;SG
後代	زاد	後代	زاد	N	N;SG
後代	نوادگان	後代	نواده	N	N;PL
時光	زمان	時光	زمان	N	N;SG
時光	تایم	時光	تایم	N	N;SG
年紀	عصر	年紀	عصر	N	N;SG
年紀	سنی	年紀	سنی	N	N;SG
年紀	سن	年紀	سن	N	N;SG
聊天	گپ	聊天	گپ	N	N;SG
聊天	گپی	聊天	گذی	N	N;SG
橋	هاشیموتو	橋	هاشیموتو	N	N;SG
漂亮	زیباست	漂亮	زیباست	N	N;SG
漂亮	خوشگل	漂亮	خوشگل	N	N;SG
漂亮	خوشگل	漂亮	خوشگل	N	N;SG
漂亮	خوشگله	漂亮	خوشگله	N	N;SG
歡	هوآن	歡	هوآن		
災難	مصیبت	災難	مصیبت	N	N;SG
災難	فاجعه	災難	فاجعه	N	N;SG
災難	مصیبتی	災難	مصیبت	N	N;SG
災難	حادثه	災難	حادثه	N	N;SG
災難	فجایع	災難	فجایع	N	N;PL
災難	حوادث	災難	حوادث	N	N;PL
媒介	رسانه	媒介	رسانه	N	N;SG
民事	civil	民事	civil	N	N;SG
民事	مدنی	民事	مدنی	N	N;SG
叔叔	عمو	叔叔	عمو	N	N;SG
叔叔	عموی	叔叔	None	N	N;SG
叔叔	دایی	叔叔	دا	N	N;SG
棉花	کاتن	棉花	کاتن	N	N;SG
棉花	کتان	棉花	کتان	N	N;SG
棉花	پنبه	棉花	None	N	N;SG
外星	alien	外星	alien	N	N;SG
外星	فضایی	外星	فضا	N	N;SG
外星	بیگانگان	外星	بیگانه	N	N;PL
邪惡	شرور	邪惡	شرور	N	N;SG
邪惡	شرارت	邪惡	شرارت	N	N;SG
邪惡	بدجنس	邪惡	بدجنس	N	N;SG
邪惡	بدکاران	邪惡	بدکار	N	N;PL
邪惡	نابکار	邪惡	نابکار	N	N;SG
趾	انگشت	趾	انگشت	N	N;SG
業界	صنعت	業界	صنعت	N	N;SG
業界	صنایع	業界	صنعت	N	N;PL
少校	ماژور	少校	ماژور	N	N;SG
少校	سرگرد	少校	سرگرد	N	N;SG
肺	ریه	肺	None	N	N;SG
肺	لونگ	肺	لونگ	N	N;SG
肺	لانگ	肺	لانگ	N	N;SG
肺	ریه	肺	None	N	N;SG
肺	ششها	肺	شش	N	N;PL
廣播	رادیویی	廣播	رادیویی	N	N;SG
廣播	رادیو	廣播	رادیو	N	N;SG
廣播	بیسیم	廣播	دیست#ییس	N	N;SG
合適	مناسب	合適	مناسب	ADJ	ADJ
故鄉	میهن	故鄉	میهن	N	N;SG
故鄉	زادگاه	故鄉	زادگاه	N	N;SG
故鄉	زادگاهم	故鄉	زادگاهم	N	N;SG
假名	تخلص	假名	تخلص	N	N;SG
假名	کانا	假名	کانا	N	N;SG
心理	روانشناسی	心理	روانشناسی	N	N;SG
大氣	اتمسفر	大氣	اتمسفر	N	N;SG
斑點	خالدار	斑點	خالدار	N	N;SG
斑點	نقطه	斑點	نقطه	N	N;SG
斑點	لکه	斑點	None	N	N;SG
斑點	نقاط	斑點	نقطه	N	N;PL
恨	متنفرم	恨	متنفرم	N	N;SG
恨	تنفر	恨	تنفر	N	N;SG
恨	نفرت	恨	نفرت	N	N;SG
決鬥	دوئل	決鬥	دوئل	N	N;SG
革新	نوآوری	革新	None	N	N;SG
革新	نوآوری	革新	None	N	N;SG
革新	نوآوری	革新	None	N	N;SG
傍晚	عصر	傍晚	عصر	N	N;SG
傍晚	غروب	傍晚	غروب	N	N;SG
傍晚	شام	傍晚	شام	N	N;SG
柔道	جودو	柔道	جودو	N	N;SG
格局	الگو	格局	الگو	N	N;SG
格局	الگوها	格局	الگو	N	N;PL
陵墓	آرامگاه	陵墓	آرامگاه	N	N;SG
社會	جامعهشناسی	社會	جامعهشناسی	N	N;SG
社會	جامعهشناسی	社會	جامعهشناسی	N	N;SG
幽靈	شبح	幽靈	شبح	N	N;SG
幽靈	گوست	幽靈	گوست	N	N;SG
幽靈	روح	幽靈	روح	N	N;SG
射線	اشعه	射線	None	N	N;SG
穹	گنبد	穹	گنبد	N	N;SG
血統	نسب	血統	None	N	N;SG
血統	نژاد	血統	نژاد	N	N;SG
血統	وراثت	血統	وراثت	N	N;SG
血統	نشاندار	血統	نشاندار	N	N;SG
血統	نزول	血統	نزول	N	N;SG
困境	مخمصه	困境	مخمصه	N	N;SG
困境	معضل	困境	None	N	N;SG
困境	معمای	困境	معما	N	N;SG
渦輪	توربو	渦輪	توربو	N	N;SG
眼鏡	عینکی	眼鏡	عینکی	N	N;SG
眼鏡	عینک	眼鏡	عینک	N	N;SG
版面	چیدمان	版面	چیدم	N	N;SG
濃度	غلظت	濃度	None	N	N;SG
濃度	غلظت	濃度	None	N	N;SG
漏	نشت	漏	None	N	N;SG
漏	درز	漏	درز	N	N;SG
中性	بیطرف	中性	بیطرف	N	N;SG
中性	خنثی	中性	None	N	N;SG
天生	زاده	天生	زاده	N	N;SG
家屬	فامیل	家屬	فامیل	N	N;SG
家屬	خانوادگی	家屬	خانوادگی	N	N;SG
家屬	خانواده	家屬	خانواده	N	N;SG
圖形	گراف	圖形	گراف	N	N;SG
圖形	نگاره	圖形	نگاره	N	N;SG
圖形	graphic	圖形	graphic	N	N;SG
圖形	نگارهای	圖形	نگار	N	N;PL
圖形	گرافیک	圖形	گرافیک	N	N;SG
圖形	گرافیکی	圖形	گرافیکی	N	N;SG
老鼠	موش	老鼠	موش	N	N;SG
流派	ژانر	流派	None	N	N;SG
海濱	بارانداز	海濱	بارانداز	N	N;SG
