netto	جالی	netto	جالی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
ontwijken	جھکائی	ontwijken	جھکائی	V;NFIN	V;PFV;FEM;SG;V.PTCP;ACT
ontwijken	دُبکنا	ontwijken	دُبکنا	V;NFIN	V;SG;NFIN;ACT
uitoefening	اثر	uitoefening	اثر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
uitoefening	استحقاق	uitoefening	استحقاق	N;MASC+FEM;SG	N;NOM;MASC;SG;3
uitoefening	ضبط	uitoefening	ضبط	N;MASC+FEM;SG	N;NOM;MASC;SG;3
poëtische	اعلیٰ	povtisch	اعلیٰ	ADJ	ADJ
ontspanning	تفریح	ontspanning	تفریح	N;MASC+FEM;SG	N;NOM;MASC;SG;3
ontspanning	تفریح	ontspanning	تفریح	N;MASC+FEM;SG	N;NOM;MASC;SG;3
ontspanning	شدّت	ontspanning	شدّت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
ontspanning	تخفیف	ontspanning	تخفیف	N;MASC+FEM;SG	N;NOM;MASC;SG;3
ontspanning	نرمی	ontspanning	نرمی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
ontspanning	کمی	ontspanning	کمی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
gewas	بال	gewas	بال	N;NEUT;SG	N;NOM;MASC;SG;3
gewas	کپڑا	gewas	کپڑا	N;NEUT;SG	N;NOM;MASC;SG;3
gewas	بال	gewas	بال	N;NEUT;SG	N;NOM;MASC;SG;3
gewas	کپڑا	gewas	کپڑا	N;NEUT;SG	N;NOM;MASC;SG;3
gewas	فصل	gewas	فصل	N;NEUT;SG	N;NOM;MASC;SG;3
onbedoeld	غیرارادی	onbedoeld	غیرارادی	ADJ	ADJ
authentiek	اصلی	authentiek	اصلی	ADJ	ADJ
taboe	ممانعت	taboe	ممانعت	N;NEUT;SG	N;NOM;MASC;SG;3
taboe	تحدید	taboe	تحدید	N;NEUT;SG	N;NOM;MASC;SG;3
taboe	ممانعت	taboe	ممانعت	N;NEUT;SG	N;NOM;MASC;SG;3
taboe	تحدید	taboe	تحدید	N;NEUT;SG	N;NOM;MASC;SG;3
oprecht	ایماندار	oprecht	ایماندار	ADJ	ADJ
oprecht	ایماندار	oprecht	ایماندار	ADJ	ADJ
terminator	مختتم	terminator	مختتم	N;MASC+FEM;SG	N;NOM;MASC;SG;3
terminator	ختم	terminator	ختم	N;MASC+FEM;SG	N;NOM;MASC;SG;3
fusion	اتحاد	fusion	اتحاد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
welvarende	موافق.	welvarend	موافق.	ADJ	ADJ
welvarende	سازگار	welvarend	سازگار	ADJ	ADJ
welvarende	مُفرط	welvarend	مُفرط	ADJ	ADJ
welvarende	امیر	welvarend	امیر	ADJ	ADJ
welvarende	مُفرط	welvarend	مُفرط	ADJ	ADJ
welvarende	امیر	welvarend	امیر	ADJ	ADJ
kreek	ندی	krijken	ندی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
getuigenis	برخاستگی	getuigenis	برخاستگی	N;NEUT;SG	N;NOM;MASC;SG;3
getuigenis	شہادت	getuigenis	شہادت	N;NEUT;SG	N;NOM;MASC;SG;3
ecologisch	ماحولیاتی	ecologisch	ماحولیاتی	ADJ	ADJ;NOM
instructeur	استاد	instructeur	استاد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
nieuwsgierig	متجسس	nieuwsgierig	متجسس	ADJ	ADJ
nieuwsgierig	انوکھا	nieuwsgierig	انوکھا	ADJ	ADJ;NOM;MASC;SG
nieuwsgierig	متجسس	nieuwsgierig	متجسس	ADJ	ADJ
nieuwsgierig	عجیب	nieuwsgierig	عجیب	ADJ	ADJ
contrapunt	کہانی	contrapunt	کہانی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
vrachtauto	معاملت	vrachtauto	معاملت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
advocate	وکیل	advocate	وکیل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
compatibel	روادار	compatibel	روادار	ADJ	ADJ
compatibel	موافق	compatibel	موافق	ADJ	ADJ
luid	اونچا	luid	اونچا	ADJ	ADJ;MASC;SG
luid	تیز	luid	تیز	ADJ	ADJ
sorteren	چھٹائی	sorteren	چھٹائی	V;NFIN	V;PFV;FEM;SG;V.PTCP;ACT
vochtigheid	رطوبت	vochtigheid	رطوبت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
vochtigheid	رطوبت	vochtigheid	رطوبت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
vochtigheid	نمی	vochtigheid	نمی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vochtigheid	رطوبت	vochtigheid	رطوبت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
revisie	اعادہ	revisie	اعادہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
mainstream	خیال	mainstream	خیال	N;MASC+FEM;SG	N;NOM;MASC;SG;3
maatstaf	مقدار	maatstaf	مقدار	N;MASC+FEM;SG	N;NOM;MASC;SG;3
maatstaf	حجم	maatstaf	حجم	N;MASC+FEM;SG	N;NOM;MASC;SG;3
maatstaf	مقدار	maatstaf	مقدار	N;MASC+FEM;SG	N;NOM;MASC;SG;3
maatstaf	حجم	maatstaf	حجم	N;MASC+FEM;SG	N;NOM;MASC;SG;3
ante	شرط	ante	شرط	N;MASC+FEM;SG	N;NOM;FEM;SG;3
flexibel	لچکدار	flexibel	لچکدار	ADJ	ADJ
veelvoud	مرکب	veelvoud	مرکب	N;NEUT;SG	N;NOM;MASC;SG;3
gruwelijke	بہیمانہ	gruwelijk	بہیمانہ	ADJ	ADJ
breng	دلانا	brengen	دلانا	V;SG;PRS;FIN	V;MASC;SG;NFIN;ACT
stomp	قوت	stomp	قوت	N;NEUT;SG	N;NOM;FEM;SG;3
stomp	چمڑے	stomp	چمڑا	N;NEUT;SG	N;NOM;MASC;SG;3
luchtvochtigheid	رطوبت	luchtvochtigheid	رطوبت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
vastgoed	وصف	vastgoed	وصف	N;NEUT;SG	N;NOM;MASC;SG;3
vastgoed	خصوصیت	vastgoed	خصوصیت	N;NEUT;SG	N;NOM;MASC;SG;3
vastgoed	مکان	vastgoed	مکان	N;NEUT;SG	N;NOM;MASC;SG;3
vastgoed	ملکیت	vastgoed	ملکیت	N;NEUT;SG	N;NOM;MASC;SG;3
kindertijd	بچپن	kindertijd	بچپن	N;MASC+FEM;SG	N;NOM;MASC;SG;3
manifestatie	ظہور	manifestatie	ظہور	N;MASC+FEM;SG	N;NOM;MASC;SG;3
mild	کمزور	mild	کمزور	ADJ	ADJ
mild	کمزور	mild	کمزور	ADJ	ADJ
mild	ہلکا	mild	ہلکا	ADJ	ADJ;NOM;MASC;SG
coöperatie	کاروبار	coöperatie	کاروبار	N;MASC+FEM;SG	N;NOM;MASC;SG;3
losgeld	فدیہ	losgeld	فدیہ	N;NEUT;SG	N;NOM;MASC;SG;3
losgeld	فدیہ	losgeld	فدیہ	N;NEUT;SG	N;NOM;MASC;SG;3
losgeld	تاوان	losgeld	تاوان	N;NEUT;SG	N;NOM;MASC;SG;3
brotherhood	رفاقت.	brotherhood	رفاقت.	N;MASC+FEM;SG	N;NOM;MASC;SG;3
geldigheid	معقولیت	geldigheid	معقولیت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
hartelijke	مفرح	hartelijk	مفرح	ADJ	ADJ
hartelijke	دوستانہ	hartelijk	دوستانہ	ADJ	ADJ
wildernis	دشت	wildernis	دشت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
tab	گولی	tab	گولی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
verbruik	خرچ	verbruik	خرچ	N;NEUT;SG	N;NOM;MASC;SG;3
creed	مسلک	creed	مسلک	N;MASC+FEM;SG	N;NOM;MASC;SG;3
creed	معتقدات	creed	معتقد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kledingstuk	کپڑے	kledingstuk	کپڑا	N;NEUT;SG	N;NOM;MASC;SG;3
moer	سر	moer	سر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
aanvaardbaar	کافی	aanvaardbaar	کافی	ADJ	ADJ
zwerver	چوتڑ	zwerver	چوتڑ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
slijtage	رگڑجانا.	slijtage	رگڑجاناؤ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
slijtage	رگڑجانا.	slijtage	رگڑجاناؤ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
ongelijkheid	اختلاف	ongelijkheid	اختلاف	N;MASC+FEM;SG	N;NOM;MASC;SG;3
aardrijkskunde	وسائل	aardrijkskunde	وسائل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
proxy	نیابت	proxy	نیابت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
tegenzin	تردد	tegenzin	تردد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
iraans	ایرانی	iraans	ایرانی	ADJ	ADJ
tektonische	ساختمانی	tektonisch	ساختمانی	ADJ	ADJ;NOM
gips	انداز	gips	انداز	N;NEUT;SG	N;NOM;MASC;SG;3
gips	نظر	gips	نظر	N;NEUT;SG	N;NOM;MASC;SG;3
gips	وضع	gips	وضع	N;NEUT;SG	N;NOM;MASC;SG;3
gips	آمیزش.	gips	آمیزش.	N;NEUT;SG	N;NOM;MASC;SG;3
gips	روشنی	gips	روشنی	N;NEUT;SG	N;NOM;MASC;SG;3
gips	قسم	gips	قسم	N;NEUT;SG	N;NOM;MASC;SG;3
gips	تہمت	gips	تہمت	N;NEUT;SG	N;NOM;FEM;SG;3
gips	شکل	gips	شکل	N;NEUT;SG	N;NOM;MASC;SG;3
bloeien	دکھانا	bloeien	دکھا	V;NFIN	V;MASC;SG;NFIN;ACT
arch	کمان	arch	کمان	N;MASC+FEM;SG	N;NOM;MASC;SG;3
arch	شریر	arch	شریر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
expres	قصداً	expres	قصداً	ADV	ADV
ginger	جوش	gaan	جوش	N;MASC+FEM;SG	N;NOM;MASC;SG;3
volwassene	بالغ	volwassene	بالغ	ADJ	ADJ
clean	فحاشی	clean	فحاشی	ADJ	ADJ
clean	ستھرائی	clean	ستھرائی	ADJ	ADJ
clean	ہموار	clean	ہموار	ADJ	ADJ
clean	واضح	clean	واضح	ADJ	ADJ
clean	تیز	clean	تیز	ADJ	ADJ
clean	مکمل	clean	مکمل	ADJ	ADJ
clean	تازہ	clean	تازہ	ADJ	ADJ
twijfelachtige	مشتبہ	twijfelachtig	مشتبہ	ADJ	ADJ
twijfelachtige	مشکوک	twijfelachtig	مشکوک	ADJ	ADJ
twijfelachtige	مبہم	twijfelachtig	مبہم	ADJ	ADJ
twijfelachtige	مشتبہ	twijfelachtig	مشتبہ	ADJ	ADJ
moll	طوائف.	moll	طوائف.	N;MASC+FEM;SG	N;NOM;MASC;SG;3
obelisk	پہاڑ	obelisk	پہاڑ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
pioneer	مقدم	pioneren	مقدم	N;MASC+FEM;SG	N;NOM;MASC;SG;3
pioneer	پیشرو	pioneren	پیشرو	N;MASC+FEM;SG	N;NOM;MASC;SG;3
insigne	رکنیت	insigne	رکنیت	N;NEUT;SG	N;NOM;MASC;SG;3
vraagje	اعتراض	vraag	اعتراض	N;NEUT;SG	N;NOM;MASC;SG;3
dash	تیزی	dash	تیزی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
dash	زور	dash	زور	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vluchtige	عارضی	vluchtig	عارضی	ADJ	ADJ
vluchtige	مختصر.	vluchtig	مختصر.	ADJ	ADJ
vluchtige	عارضی	vluchtig	عارضی	ADJ	ADJ
gordijn	پردہ	gordijn	پردہ	N;NEUT;SG	N;NOM;MASC;SG;3
harmony	آہنگ	harmony	آہنگ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
ophanging	معلق	ophanging	معلق	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vuile	مبتذل	vuil	مبتذل	ADJ	ADJ
vuile	ناپسندیدہ	vuil	ناپسندیدہ	ADJ	ADJ
vuile	ذلیل	vuil	ذلیل	ADJ	ADJ
vuile	مبتذل	vuil	مبتذل	ADJ	ADJ
vuile	ناپسندیدہ	vuil	ناپسندیدہ	ADJ	ADJ
vuile	ذلیل	vuil	ذلیل	ADJ	ADJ
kuil	پیالی	kuil	پیالی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
kuil	سوراخ	kuil	سوراخ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kuil	نالی	kuil	نالی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
kuil	پیالی	kuil	پیالی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
kuil	سوراخ	kuil	سوراخ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kuil	نالی	kuil	نالی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
discrete	چوکس	discreet	چوکس	ADJ	ADJ
spiraal	تار	spiraal	تار	N;MASC+FEM;SG	N;NOM;MASC;SG;3
barst	بھرّانا	barst	بھرّانا	V;SG;PRS;FIN	V;MASC;SG;NFIN;ACT
barst	چوٹ	barst	چوٹ	V;SG;PRS;FIN	V;ACT
barst	ٹکرانا	barst	ٹکرانا	V;SG;PRS;FIN	V;MASC;SG;NFIN;ACT
barst	تند	barst	تند	V;SG;PRS;FIN	V;MASC;SG;ACT
barst	بھرّانا	barst	بھرّانا	V;SG;PRS;FIN	V;MASC;SG;NFIN;ACT
barst	چوٹ	barst	چوٹ	V;SG;PRS;FIN	V;ACT
barst	ٹکرانا	barst	ٹکرانا	V;SG;PRS;FIN	V;MASC;SG;NFIN;ACT
barst	تند	barst	تند	V;SG;PRS;FIN	V;MASC;SG;ACT
ongepast	غلط	ongepast	غلط	ADJ	ADJ
participatie	شرکت	participatie	شرکت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
wee	آفات.	wee	آفات.	V;SG;PRS;FIN	V;IPFV;MASC;SG;V.PTCP;ACT
wee	سکڑنا	wee	سکڑ	V;SG;PRS;FIN	V;NFIN;ACT
apocalypse	وحی	apocalyps	وحی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
gezagvoerder	سربراہ	gezagvoerder	سربراہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
gezagvoerder	کپتان	gezagvoerder	کپتان	N;MASC+FEM;SG	N;NOM;MASC;SG;3
gezagvoerder	سربراہ	gezagvoerder	سربراہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
prisma	منشور	prisma	منشور	N;NEUT;SG	N;NOM;MASC;SG;3
lobby	ڈیوڑھی	lobby	ڈیوڑھی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
kostprijs	قیمت	kostprijs	قیمت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
kostprijs	نقصان	kostprijs	نقصان	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kostprijs	قربانی	kostprijs	قربانی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kostprijs	قیمت	kostprijs	قیمت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
kostprijs	نقصان	kostprijs	نقصان	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kostprijs	قربانی	kostprijs	قربانی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
tiran	ظالم	tiran	ظالم	N;MASC+FEM;SG	N;NOM;MASC;SG;3
ontspannen	ڈھیل	ontspannen	ڈھیل	V;NFIN	V;SG;ACT
sacrament	توثیق	sacrament	توثیق	N;NEUT;SG	N;NOM;MASC;SG;3
sacrament	مسح	sacrament	مسح	N;NEUT;SG	N;NOM;MASC;SG;3
sacrament	عہد	sacrament	عہد	N;NEUT;SG	N;NOM;MASC;SG;3
sacrament	استغفار	sacrament	استغفار	N;NEUT;SG	N;NOM;MASC;SG;3
consequentie	اہمیت	consequentie	اہمیت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
aansprakelijk	متوقع	aansprakelijk	متوقع	ADJ	ADJ
sanctie	نقصان	sanctie	نقصان	N;MASC+FEM;SG	N;NOM;MASC;SG;3
sanctie	خسارہ	sanctie	خسارہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
sanctie	تعزیر	sanctie	تعزیر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
sanctie	نقصان	sanctie	نقصان	N;MASC+FEM;SG	N;NOM;MASC;SG;3
sanctie	خسارہ	sanctie	خسارہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
sanctie	فرمان	sanctie	فرمان	N;MASC+FEM;SG	N;NOM;MASC;SG;3
sanctie	روایت	sanctie	روایت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
sanctie	تحریم	sanctie	تحریم	N;MASC+FEM;SG	N;NOM;MASC;SG;3
sanctie	اجازت	sanctie	اجازت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
sanctie	جواز	sanctie	جواز	N;MASC+FEM;SG	N;NOM;MASC;SG;3
sanctie	ضابطہ	sanctie	ضابطہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
sanctie	تصدیق	sanctie	تصدیق	N;MASC+FEM;SG	N;NOM;MASC;SG;3
sanctie	فرمان	sanctie	فرمان	N;MASC+FEM;SG	N;NOM;MASC;SG;3
sanctie	منظوری	sanctie	منظوری	N;MASC+FEM;SG	N;NOM;MASC;SG;3
sanctie	روایت	sanctie	روایت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
sanctie	تحریم	sanctie	تحریم	N;MASC+FEM;SG	N;NOM;MASC;SG;3
sanctie	اجازت	sanctie	اجازت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
sanctie	جواز	sanctie	جواز	N;MASC+FEM;SG	N;NOM;MASC;SG;3
sanctie	ضابطہ	sanctie	ضابطہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
sanctie	تصدیق	sanctie	تصدیق	N;MASC+FEM;SG	N;NOM;MASC;SG;3
opeenvolging	سلسلہ	opeenvolging	سلسلہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
opeenvolging	تسلسل	opeenvolging	تسلسل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
goeroe	استاد	goeroe	استاد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
granaat	صدف	granaat	صدف	N;MASC+FEM;SG	N;NOM;MASC;SG;3
granaat	خول	granaat	خول	N;MASC+FEM;SG	N;NOM;MASC;SG;3
granaat	صدف	granaat	صدف	N;MASC+FEM;SG	N;NOM;MASC;SG;3
onrecht	نامنصفی.	onrecht	نامنصفی.	N;NEUT;SG	N;NOM;MASC;SG;3
smash	شکست	smash	شکست	N;MASC+FEM;SG	N;NOM;FEM;SG;3
smash	تصادم	smash	تصادم	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vrijstelling	استثنأ	vrijstelling	استثنأ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vrijstelling	معافی	vrijstelling	معافی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
inwendig	اندرونی	inwendig	اندرونی	ADJ	ADJ
zijwaarts	انحرافی	zijwaarts	انحرافی	ADJ	ADJ
codering	رمزنگاری	codering	رمزنگاری	N;MASC+FEM;SG	N;NOM;MASC;SG;3
inwijding	آغاز	inwijding	آغاز	N;MASC+FEM;SG	N;NOM;MASC;SG;3
verlegen	محتاط	verlegen	محتاط	ADJ	ADJ
verlegen	نامانوس	verlegen	نامانوس	ADJ	ADJ
briefwisseling	ربط	briefwisseling	ربط	N;MASC+FEM;SG	N;NOM;MASC;SG;3
stromend	کھلا	stromen	کھل	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
stromend	کھلا	stromen	کھل	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
glee	خوشی	glee	خوشی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
flop	ناکامی	flop	ناکامی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
flop	فلم	flop	فلم	N;MASC+FEM;SG	N;NOM;FEM;SG;3
bunny	شکار	bunny	شکار	N;MASC+FEM;SG	N;NOM;MASC;SG;3
mystiek	روحانیت	mystiek	روحانیت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
mystiek	باطنیت	mystiek	باطنیت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
mystiek	مراقبہ	mystiek	مراقبہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
bezorgdheid	کاروبار	bezorgdheid	کاروبار	N;MASC+FEM;SG	N;NOM;MASC;SG;3
bezorgdheid	فکر	bezorgdheid	فکر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
bezorgdheid	اندیشہ	bezorgdheid	اندیشہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
bezorgdheid	کاروبار	bezorgdheid	کاروبار	N;MASC+FEM;SG	N;NOM;MASC;SG;3
bezorgdheid	تشویش	bezorgdheid	تشویش	N;MASC+FEM;SG	N;NOM;MASC;SG;3
bezorgdheid	فکر	bezorgdheid	فکر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
coda	اختتام.	coda	اختتام.	N;MASC+FEM;SG	N;NOM;MASC;SG;3
stro	حقیر	stro	حقیر	N;NEUT;SG	N;NOM;MASC;SG;3
verhoor	سوال	verhoor	سوال	N;NEUT;SG	N;NOM;MASC;SG;3
verhoor	استفسار.	verhoor	استفسار.	N;NEUT;SG	N;NOM;MASC;SG;3
fantastisch	اہم	fantastisch	اہم	ADJ	ADJ
fantastisch	ممتاز	fantastisch	ممتاز	ADJ	ADJ
fantastisch	شاندار	fantastisch	شاندار	ADJ	ADJ
fantastisch	وسیع	fantastisch	وسیع	ADJ	ADJ
fantastisch	پُرشکوہ	fantastisch	پُرشکوہ	ADJ	ADJ
fantastisch	ماہر	fantastisch	ماہر	ADJ	ADJ
fantastisch	نمایاں	fantastisch	نمایاں	ADJ	ADJ
fantastisch	اہم	fantastisch	اہم	ADJ	ADJ
fantastisch	ممتاز	fantastisch	ممتاز	ADJ	ADJ
fantastisch	شاندار	fantastisch	شاندار	ADJ	ADJ
fantastisch	وسیع	fantastisch	وسیع	ADJ	ADJ
fantastisch	پُرشکوہ	fantastisch	پُرشکوہ	ADJ	ADJ
fantastisch	ماہر	fantastisch	ماہر	ADJ	ADJ
fantastisch	نمایاں	fantastisch	نمایاں	ADJ	ADJ
fantastisch	شاندار	fantastisch	شاندار	ADJ	ADJ
fantastisch	افسانوی	fantastisch	افسانوی	ADJ	ADJ
fantastisch	شاندار	fantastisch	شاندار	ADJ	ADJ
beschermheer	سرپرست	beschermheer	سرپرست	N;MASC+FEM;SG	N;NOM;MASC;SG;3
hoogheid	بلندی	hoogheid	بلندی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
hoogheid	رفعت	hoogheid	رفعت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
root	دانت	root	دانت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
root	دانت	root	دانت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
amendement	ترمیم	amendement	ترمیم	N;NEUT;SG	N;NOM;FEM;SG;3
vuist	لکھائی	vuist	لکھائی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
vuist	مدد	vuist	مدد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
charge	قیمت	charge	قیمت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
charge	بار	charge	بار	N;MASC+FEM;SG	N;NOM;MASC;SG;3
charge	فرض	charge	فرض	N;MASC+FEM;SG	N;NOM;MASC;SG;3
charge	حکم	charge	حکم	N;MASC+FEM;SG	N;NOM;MASC;SG;3
charge	ہدایت	charge	ہدایت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
aanvaarding	قبولیت	aanvaarding	قبولیت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
aanvaarding	رضامندی.	aanvaarding	رضامندی.	N;MASC+FEM;SG	N;NOM;MASC;SG;3
doorslaggevend	فوری	doorslaggevend	فوری	ADJ	ADJ
amusement	تفریح	amusement	تفریح	N;NEUT;SG	N;NOM;MASC;SG;3
amusement	مدارات	amusement	مدار	N;NEUT;SG	N;NOM;MASC;SG;3
amusement	دلچسپی	amusement	دلچسپی	N;NEUT;SG	N;NOM;MASC;SG;3
amusement	خاطرداری	amusement	خاطرداری	N;NEUT;SG	N;NOM;MASC;SG;3
amusement	مدارات	amusement	مدار	N;NEUT;SG	N;NOM;MASC;SG;3
amusement	تفریح	amusement	تفریح	N;NEUT;SG	N;NOM;MASC;SG;3
amusement	دلچسپی	amusement	دلچسپی	N;NEUT;SG	N;NOM;MASC;SG;3
amusement	خاطرداری	amusement	خاطرداری	N;NEUT;SG	N;NOM;MASC;SG;3
schop	زور	schop	زور	N;MASC+FEM;SG	N;NOM;MASC;SG;3
schop	توانائی	schop	توانائی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
schoppen	گرمانے	schoppen	گرما	V;NFIN	V;NFIN
drankje	مشروب	drank	مشروب	N;NEUT;SG	N;NOM;MASC;SG;3
kindje	اولاد	kind	اولاد	N;NEUT;SG	N;NOM;MASC;SG;3
laster	بہتان	last	بہتان	N;MASC+FEM;SG	N;NOM;MASC;SG;3
verschuldigd	آنے	verschuldigd	آ	V;V.PTCP	V;NFIN;ACT
verschuldigd	پہنچنے	verschuldigd	پہنچ	V;V.PTCP	V;ACC;NFIN
verschuldigd	آنے	verschuldigd	آ	V;V.PTCP	V;NFIN;ACT
verschuldigd	پہنچنے	verschuldigd	پہنچ	V;V.PTCP	V;ACC;NFIN
genot	تفریح	genotten	تفریح	N;NEUT;SG	N;NOM;MASC;SG;3
genot	اطمینان	genotten	اطمینان	N;NEUT;SG	N;NOM;MASC;SG;3
genot	ارادہ	genotten	ارادہ	N;NEUT;SG	N;NOM;MASC;SG;3
genot	تفریح	genotten	تفریح	N;NEUT;SG	N;NOM;MASC;SG;3
genot	اطمینان	genotten	اطمینان	N;NEUT;SG	N;NOM;MASC;SG;3
genot	مرضی	genotten	مرضی	N;NEUT;SG	N;NOM;MASC;SG;3
genot	ارادہ	genotten	ارادہ	N;NEUT;SG	N;NOM;MASC;SG;3
blow	شگفتگی	blow	شگفتگی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
sobere	متقی	sober	متقی	ADJ	ADJ
stunt	شعبدہ	stunt	شعبدہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
zuigen	چوسنے	zuigen	چوس	V;NFIN	V;NFIN;ACT
subtiele	ہلکا	subtiel	ہلکا	ADJ	ADJ;NOM;MASC;SG
subtiele	عیارانہ	subtiel	عیارانہ	ADJ	ADJ
subtiele	چالاک	subtiel	چالاک	ADJ	ADJ;NOM;MASC;SG
subtiele	ہلکا	subtiel	ہلکا	ADJ	ADJ;NOM;MASC;SG
subtiele	نازک	subtiel	نازک	ADJ	ADJ
subtiele	عیارانہ	subtiel	عیارانہ	ADJ	ADJ
subtiele	چالاک	subtiel	چالاک	ADJ	ADJ;NOM;MASC;SG
boodschapper	قائد	boodschapper	قائد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
pijler	لکڑی	pijler	لکڑی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
pijler	لکڑی	pijler	لکڑی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
achterhoede	چوتڑ	achterhoede	چوتڑ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
achterhoede	عقب	achterhoede	عقب	N;MASC+FEM;SG	N;NOM;MASC;SG;3
achterhoede	چوتڑ	achterhoede	چوتڑ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
gnome	حکمت	gnoom	حکمت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
