egy	une	egy	un	DET;INDF	DET;INDF;FEM;SG
szabályozás	règlementation	szabályozás	règlementation	N;NOM;SG	N;FEM;SG
elmenekült	échappée	elmenekült	échappée	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
elmenekült	échappé	elmenekült	échapper	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
elmenekült	évadé	elmenekült	évader	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
elmenekült	enfui	elmenekült	enfui	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
elmenekült	fui	elmenekült	fuir	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
utasítás	instruction	utasítás	instruction	N;NOM;SG	N;FEM;SG
étterem	restaurant	étter	restaurant	N;NOM;SG	N;MASC;SG
étterem	gastronomie	étter	gastronomie	N;NOM;SG	N;FEM;SG
kétéltűek	amphibiens	kétéltű	amphibien	N;NOM;PL	N;MASC;PL
farka	queue	farka	queue	N;NOM;SG	N;FEM;SG
farka	filature	farka	filature	N;NOM;SG	N;FEM;SG
farka	tail	farka	tail	N;NOM;SG	N;MASC;SG
figyelemmel	objet	figyelem	objet	N;INS;SG	N;MASC;SG
figyelemmel	sujet	figyelem	sujet	N;INS;SG	N;MASC;SG
növekszik	pousse	növekszik	pousser	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
növekszik	grandit	növekszik	grandir	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
növekszik	croît	növekszik	croît	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
növekszik	grandir	növekszik	grandir	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
növekszik	grandissant	növekszik	grandir	V;INDF;IND;SG;3;PRS;FIN;ACT	V;PRS;V.PTCP
elvált	divorcée	elvált	divorcer	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
elvált	divorcé	elvált	divorcer	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
berger	berger	berger	berger	N;NOM;SG	N;MASC;SG
kapni	reçois	kap	recevoir	V;NFIN;ACT	V;IND;SG;1;PRS;FIN
kapni	reçoivent	kap	recevoir	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
kapni	recevez	kap	recevoir	V;NFIN;ACT	V;IMP;PL;2;PRS;FIN
kapni	recevoir	kap	recevoir	V;NFIN;ACT	V;NFIN
barátság	amitié	barátság	amitié	N;NOM;SG	N;FEM;SG
karakterek	personnages	karakter	personnage	N;NOM;PL	N;MASC;PL
karakterek	caractères	karakter	caractère	N;NOM;PL	N;MASC;PL
véleményt	opinion	vélemény	opinion	N;ACC;SG	N;FEM;SG
véleményt	avis	vélemény	avis	N;ACC;SG	N;MASC;SG
művelet	action	művelet	action	N;NOM;SG	N;FEM;SG
művelet	fonctionnement	művelet	fonctionnement	N;NOM;SG	N;MASC;SG
művelet	opération	művelet	opération	N;NOM;SG	N;FEM;SG
szombat	samedi	szombat	samedi	N;NOM;SG	N;MASC;SG
árvíz	déluge	árvíz	déluge	N;NOM;SG	N;MASC;SG
árvíz	inondation	árvíz	inondation	N;NOM;SG	N;FEM;SG
árvíz	crue	árvíz	crue	N;NOM;SG	N;FEM;SG
árvíz	inondation	árvíz	inondation	N;NOM;SG	N;FEM;SG
üveg	vitre	üveg	vitre	N;NOM;SG	N;FEM;SG
üveg	verre	üveg	verre	N;NOM;SG	N;MASC;SG
üveg	bouteille	üveg	bouteille	N;NOM;SG	N;FEM;SG
üveg	flacon	üveg	flacon	N;NOM;SG	N;MASC;SG
üveg	biberon	üveg	biberon	N;NOM;SG	N;MASC;SG
augusztusban	aout	augusztus	août	N;IN+ESS;SG	N;MASC;SG
augusztusban	août	augusztus	août	N;IN+ESS;SG	N;MASC;SG
könyveket	ouvrages	könyv	ouvrage	N;ACC;PL	N;MASC;PL
könyveket	livres	könyv	livre	N;ACC;PL	N;MASC;PL
legénység	équipage	legénység	équipage	N;NOM;SG	N;MASC;SG
vadászat	chasse	vadászat	chasse	N;NOM;SG	N;FEM;SG
vadászat	chasse	vadászat	chasse	N;NOM;SG	N;FEM;SG
alkalom	occasion	alkalom	occasion	N;NOM;SG	N;FEM;SG
kaland	aventure	kaland	aventure	N;NOM;SG	N;FEM;SG
sivatag	désert	sivatag	désert	N;NOM;SG	N;MASC;SG
harang	cloche	harang	cloche	N;NOM;SG	N;FEM;SG
harang	clochette	harang	clochette	N;NOM;SG	N;FEM;SG
helység	localité	helység	localité	N;NOM;SG	N;FEM;SG
elfogták	capturées	el+fog	capturer	V;DEF;IND;PL;3;PST;FIN;ACT	V;FEM;PL;PST;V.PTCP
elfogták	capturés	el+fog	capturer	V;DEF;IND;PL;3;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
összegyűjtött	collecté	összegyűjtött	collecter	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
összegyűjtött	recueilli	összegyűjtött	recueillir	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
fényt	lumiere	fény	lumiere	N;ACC;SG	N;FEM;SG
fényt	lumière	fény	lumière	N;ACC;SG	N;FEM;SG
rendezvény	évènement	rendezvény	évènement	N;NOM;SG	N;MASC;SG
rendezvény	événement	rendezvény	événement	N;NOM;SG	N;MASC;SG
rendezvény	evénement	rendezvény	evénement	N;NOM;SG	N;MASC;SG
kódex	codex	kódex	codex	N;NOM;SG	N;MASC;SG
kamera	appareil	kamera	appareil	N;NOM;SG	N;MASC;SG
kamera	caméra	kamera	caméra	N;NOM;SG	N;FEM;SG
befejezett	complété	befejezett	compléter	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
befejezett	terminée	befejezett	terminer	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
befejezett	achevé	befejezett	achever	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
befejezett	terminé	befejezett	terminer	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
befejezett	fini	befejezett	finir	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
befejezett	terminée	befejezett	terminer	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
befejezett	terminé	befejezett	terminer	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
festette	peinte	fest	peinte	V;DEF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
festette	peint	fest	peindre	V;DEF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
sejt	cellule	sejt	cellule	N;NOM;SG	N;FEM;SG
alumínium	aluminium	alumínium	aluminium	N;NOM;SG	N;MASC;SG
alumínium	aluminium	alumínium	aluminium	N;NOM;SG	N;MASC;SG
dec	dec	dec	dec	N;NOM;SG	N;MASC;SG
dec	déc	dec	déc	N;NOM;SG	N;MASC;SG
mondd	dire	mondd	dire	V;DEF;IMP;SG;1;PRS;FIN;ACT	V;NFIN
márvány	bille	márvány	bille	N;NOM;SG	N;FEM;SG
márvány	marbre	márvány	marbre	N;NOM;SG	N;MASC;SG
áldozatok	pertes	áldozat	perte	N;NOM;PL	N;FEM;PL
áldozatok	victimes	áldozat	victime	N;NOM;PL	N;FEM;PL
áldozatok	victimes	áldozat	victime	N;NOM;PL	N;FEM;PL
phd	doctorat	phd	doctorat	N;NOM;SG	N;MASC;SG
vhs	vhs	vhs	she	N;NOM;SG	N;MASC;SG
vhs	magnétoscope	vhs	magnétoscope	N;NOM;SG	N;MASC;SG
számolt	comptabilisé	számol	comptabiliser	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
számolt	compté	számol	compter	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
kérdéseket	questions	kérdés	question	N;ACC;PL	N;FEM;PL
tengely	essieu	tengely	essieu	N;NOM;SG	N;MASC;SG
tengely	axe	tengely	axe	N;NOM;SG	N;MASC;SG
máj	foie	máj	foie	N;NOM;SG	N;MASC;SG
megnőtt	augmenté	megnőtt	augmenter	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
megnőtt	augmentée	megnőtt	augmenter	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
síkság	plaine	síkság	plaine	N;NOM;SG	N;FEM;SG
látogatott	visitée	látogat	visiter	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
látogatott	visité	látogat	visiter	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
szindróma	syndrome	szindróma	syndrome	N;NOM;SG	N;MASC;SG
árok	fosse	ár	fosse	N;NOM;SG	N;FEM;SG
árok	fossé	ár	fossé	N;NOM;SG	N;MASC;SG
hajtómű	moteur	hajtómű	moteur	N;NOM;SG	N;MASC;SG
feltétel	état	feltétel	état	N;NOM;SG	N;MASC;SG
feltétel	condition	feltétel	condition	N;NOM;SG	N;FEM;SG
felszín	surface	felszín	surface	N;NOM;SG	N;FEM;SG
keresztelő	baptême	keresztelő	baptême	N;NOM;SG	N;MASC;SG
keresztelő	baptême	keresztelő	baptême	N;NOM;SG	N;MASC;SG
borított	couvert	borít	couvert	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
borított	couverte	borít	couvrir	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
borított	recouvert	borít	recouvrir	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
nyomozó	inspectrice	nyomozó	inspecteur	N;NOM;SG	N;FEM;SG
nyomozó	inspecteur	nyomozó	inspecteur	N;NOM;SG	N;MASC;SG
nyomozó	détective	nyomozó	détective	N;NOM;SG	N;MASC;SG
nyomozó	enquêteur	nyomozó	enquêteur	N;NOM;SG	N;MASC;SG
jelölni	désigner	jelöl	désigner	V;NFIN;ACT	V;NFIN
illusztráció	illustration	illusztráció	illustration	N;NOM;SG	N;FEM;SG
polgárok	citoyens	polgár	citoyen	N;NOM;PL	N;MASC;PL
intercom	interphone	intercom	interphone	N;NOM;SG	N;MASC;SG
trianon	trianon	trian	trianon	N;NOM;SG	N;MASC;SG
tölt	remplit	tölt	remplir	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
olimpikon	olympien	olimpik	olympien	N;NOM;SG	N;MASC;SG
kitüntetett	décorée	kitüntet	décorer	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
kitüntetett	décoré	kitüntet	décorer	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
feltételezések	suppositions	feltételezés	supposition	N;NOM;PL	N;FEM;PL
feltételezések	hypothèses	feltételezés	hypothèse	N;NOM;PL	N;FEM;PL
feltételezések	postulats	feltételezés	postulat	N;NOM;PL	N;MASC;PL
háttere	fond	háttér	fond	N;NOM;SG	N;MASC;SG
háttere	contexte	háttér	contexte	N;NOM;SG	N;MASC;SG
baktériumok	bactéries	baktériumok	bactérie	N;NOM;PL	N;FEM;PL
ponton	ponton	pont	ponton	N;ON+ESS;SG	N;MASC;SG
ponton	ponton	pont	ponton	N;ON+ESS;SG	N;MASC;SG
szakadt	déchiré	szakad	déchirer	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
szakadt	arraché	szakad	arracher	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
szakadt	déchirée	szakad	déchirer	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
szakadt	déchiré	szakad	déchirer	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
szakadt	déchirée	szakad	déchirer	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
arábia	saoudite	arabia	saoudite	N;NOM;SG	N;MASC;SG
megőrizte	préservée	megőriz	préserver	V;DEF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
megőrizte	préservé	megőriz	préserver	V;DEF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
engedélyezett	autorisée	engedélyezett	autoriser	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
engedélyezett	autorisé	engedélyezett	autoriser	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
engedélyezett	agréé	engedélyezett	agrée	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
engedélyezett	licencié	engedélyezett	licencier	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
engedélyezett	agréé	engedélyezett	agrée	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
engedélyezett	autorisé	engedélyezett	autoriser	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
engedélyezett	autorisée	engedélyezett	autoriser	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
engedélyezett	autorisé	engedélyezett	autoriser	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
engedélyezett	approuvé	engedélyezett	approuver	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
engedélyezett	approuvée	engedélyezett	approuver	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
engedélyezett	agréée	engedélyezett	agréée	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
engedélyezett	agréé	engedélyezett	agrée	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
menedéket	abri	menedék	abri	N;ACC;SG	N;MASC;SG
oklevelek	diplômes	oklevél	diplôme	N;NOM;PL	N;MASC;PL
győz	gagne	győz	gagner	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
himnusz	hymne	himnusz	hymne	N;NOM;SG	N;MASC;SG
himnusz	hymne	himnusz	hymne	N;NOM;SG	N;MASC;SG
múzeumok	musées	múzeum	musée	N;NOM;PL	N;MASC;PL
montenegrói	monténégrin	montenegrói	monténégrin	ADJ;NOM;SG	ADJ;MASC;SG
fejlődik	évoluer	fejlődik	évoluer	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
fejlődik	développe	fejlődik	développer	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
bűn	délit	bűn	délit	N;NOM;SG	N;MASC;SG
bűn	délinquance	bűn	délinquance	N;NOM;SG	N;FEM;SG
bűn	criminalité	bűn	criminalité	N;NOM;SG	N;FEM;SG
bűn	crime	bűn	crime	N;NOM;SG	N;MASC;SG
ejtőernyős	parachute	ejtőernyős	parachute	N;NOM;SG	N;MASC;SG
ejtőernyős	parachutisme	ejtőernyős	parachutisme	N;NOM;SG	N;MASC;SG
ejtőernyős	parachutiste	ejtőernyős	parachutiste	N;NOM;SG	N;MASC;SG
marketing	marketing	marketing	marketing	N;NOM;SG	N;MASC;SG
marketing	commercialisation	marketing	commercialisation	N;NOM;SG	N;FEM;SG
literes	litre	literes	litre	N;NOM;SG	N;MASC;SG
literes	litre	literes	litre	N;NOM;SG	N;MASC;SG
after	apres	after	après		
after	aprés	after	apré		
elfogadja	accepte	el+fogad	accepter	V;DEF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
gravitációs	gravitation	gravitációs	gravitation	N;NOM;SG	N;FEM;SG
javított	améliorée	javít	améliorer	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
javított	amélioré	javít	améliorer	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
javított	corrigé	javít	corrigé	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
javított	corrigée	javít	corriger	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
javított	rectifié	javít	rectifier	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
javított	réparée	javít	réparer	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
javított	réparé	javít	réparer	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
megnövekedett	augmenté	megnövekedik	augmenter	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
megnövekedett	augmentée	megnövekedik	augmenter	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
próféta	prophète	próféta	prophète	N;NOM;SG	N;MASC;SG
csapattársa	coéquipier	csapattárs	coéquipier	N;NOM;SG	N;MASC;SG
csapattársa	équipier	csapattárs	équipier	N;NOM;SG	N;MASC;SG
objektumok	objets	ob	objet	N;NOM;PL	N;MASC;PL
eltűnik	disparaît	el+tűnik	disparaître	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
eltűnik	disparait	el+tűnik	disparaître	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
eltűnik	disparaître	el+tűnik	disparaître	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
eltűnik	disparaît	el+tűnik	disparaître	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
űrhajósok	astronautes	űrhajós	astronaute	N;NOM;PL	N;MASC;PL
űrhajósok	astronautes	űrhajós	astronaute	N;NOM;PL	N;MASC;PL
kinevezett	désigné	kinevezett	désigner	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
kinevezett	nommé	kinevezett	nommer	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
newcastle	newcastle	newcastle	newcastle	N;NOM;SG	N;MASC;SG
gyűrűk	bagues	gyűrűk	bague	N;NOM;PL	N;FEM;PL
gyűrűk	anneaux	gyűrűk	anneau	N;NOM;PL	N;MASC;PL
tanárok	professeurs	tanár	professeur	N;NOM;PL	N;MASC;PL
tanárok	enseignants	tanár	enseignant	N;NOM;PL	N;MASC;PL
vesztett	perdu	veszt	perdre	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
vesztett	perdue	veszt	perdre	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
szünet	break	szünet	break	N;NOM;SG	N;MASC;SG
szünet	pause	szünet	pause	N;NOM;SG	N;FEM;SG
szünet	rupture	szünet	rupture	N;NOM;SG	N;FEM;SG
szünet	entracte	szünet	entract	N;NOM;SG	N;MASC;SG
szünet	pause	szünet	pause	N;NOM;SG	N;FEM;SG
kenu	canots	kenu	canot	N;NOM;PL	N;MASC;PL
kenu	canoës	kenu	canoës	N;NOM;PL	N;MASC;PL
szempontok	considérations	szempont	considération	N;NOM;PL	N;FEM;PL
szempontok	aspects	szempont	aspect	N;NOM;PL	N;MASC;PL
szempontok	critères	szempont	critère	N;NOM;PL	N;MASC;PL
ellenőrzött	vérifiée	ellenőrzött	vérifier	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
ellenőrzött	vérifié	ellenőrzött	vérifier	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
ellenőrzött	contrôlée	ellenőrzött	contrôler	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
ellenőrzött	contrôlé	ellenőrzött	contrôler	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
ellenőrzött	cochée	ellenőrzött	cocher	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
ellenőrzött	vérifié	ellenőrzött	vérifier	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
ellenőrzött	vérifiée	ellenőrzött	vérifier	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
ellenőrzött	coché	ellenőrzött	coché	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
érik	mûrir	ér	mûrir	V;DEF;IND;PL;3;PRS;FIN;ACT	V;NFIN
összesített	agrégée	összesít	agrégé	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
összesített	agrégé	összesít	agrégé	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
hordozó	porteur	hordozó	porteur	ADJ;NOM;SG	ADJ;MASC;SG
kampány	campagne	kampány	campagne	N;NOM;SG	N;FEM;SG
feljegyzések	enregistrements	feljegyzés	enregistrement	N;NOM;PL	N;MASC;PL
feljegyzések	records	feljegyzés	record	N;NOM;PL	N;MASC;PL
feljegyzések	remarques	feljegyzés	remarque	N;NOM;PL	N;FEM;PL
feljegyzések	notes	feljegyzés	note	N;NOM;PL	N;FEM;PL
elméletek	théories	elmélet	théorie	N;NOM;PL	N;FEM;PL
kárpátok	carpates	kárpa	carpate	N;NOM;PL	N;FEM;PL
ajtó	porte	ajtó	porte	N;NOM;SG	N;FEM;SG
művelt	éduquée	művelt	éduquer	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
művelt	instruit	művelt	instruire	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
művelt	éduqué	művelt	éduquer	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
művelt	cultivée	művelt	cultiver	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
művelt	cultivé	művelt	cultiver	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
tükrözi	reflète	tükröz	refléter	V;DEF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
lázadó	rebelle	lázadó	rebelle	ADJ;NOM;SG	ADJ;MASC;SG
lázadó	rebelle	lázadó	rebelle	ADJ;NOM;SG	ADJ;MASC;SG
rendezés	tri	rendezés	tri	N;NOM;SG	N;MASC;SG
rendezés	sorte	rendezés	sorte	N;NOM;SG	N;FEM;SG
rendezés	trier	rendezés	trier	N;NOM;SG	N;MASC;SG
rendezés	tri	rendezés	tri	N;NOM;SG	N;MASC;SG
rendezés	triage	rendezés	triage	N;NOM;SG	N;MASC;SG
rendezés	trier	rendezés	trier	N;NOM;SG	N;MASC;SG
bevezetett	introduit	bevezetett	introduire	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
sakk	echec	sakk	echec	N;NOM;SG	N;MASC;SG
üreg	cavité	üreg	cavité	N;NOM;SG	N;FEM;SG
üreg	carie	üreg	carie	N;NOM;SG	N;FEM;SG
változtatás	changement	változtatás	changement	N;NOM;SG	N;MASC;SG
orr	nez	orr	nez	N;NOM;SG	N;MASC;SG
nehézségek	difficultés	nehézség	difficulté	N;NOM;PL	N;FEM;PL
nehézségek	difficultés	nehézség	difficulté	N;NOM;PL	N;FEM;PL
sorok	lignes	sor	ligne	N;NOM;PL	N;FEM;PL
sorok	rangs	sor	rang	N;NOM;PL	N;MASC;PL
sorok	lignes	sor	ligne	N;NOM;PL	N;FEM;PL
kalcium	calcium	kalcium	calcium	N;NOM;SG	N;MASC;SG
javaslatokat	propositions	javaslat	proposition	N;ACC;PL	N;FEM;PL
külföldre	etranger	külföld	etranger	N;ON+ALL;SG	N;MASC;SG
xml	xml	xml	xml	N;NOM;SG	N;MASC;SG
teremtett	créée	teremtett	créer	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
teremtett	créé	teremtett	créer	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
teremtett	crée	teremtett	créer	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
akarod	vouloir	akarod	vouloir	V;DEF;IND;SG;1;PRS;FIN;ACT	V;NFIN
akarod	veux	akarod	vouloir	V;DEF;IND;SG;1;PRS;FIN;ACT	V;IND;SG;1;PRS;FIN
kommunizmus	communisme	kommunizmus	communisme	N;NOM;SG	N;MASC;SG
tetszett	apprécié	tetszik	apprécier	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
tetszett	aimée	tetszik	aimer	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
tetszett	aimé	tetszik	aimer	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
gát	dam	gá	dam	N;NOM;SG	N;MASC;SG
gát	barrage	gá	barrage	N;NOM;SG	N;MASC;SG
gát	digue	gá	digue	N;NOM;SG	N;FEM;SG
irányítja	contrôler	irányít	contrôler	V;DEF;IND;SG;3;PRS;FIN;ACT	V;NFIN
irányítja	contrôlant	irányít	contrôler	V;DEF;IND;SG;3;PRS;FIN;ACT	V;PRS;V.PTCP
modul	module	modul	module	N;NOM;SG	N;MASC;SG
modul	greffon	modul	greffon	N;NOM;SG	N;MASC;SG
modul	plugin	modul	plugin	N;NOM;SG	N;MASC;SG
objektum	objet	ob	objet	N;NOM;SG	N;MASC;SG
archívum	archivage	archívum	archivage	N;NOM;SG	N;MASC;SG
archívum	archive	archívum	archive	N;NOM;SG	N;FEM;SG
értelmezése	interprétation	értelmezés	interprétation	N;NOM;SG	N;FEM;SG
értelmezése	interprétation	értelmezés	interprétation	N;NOM;SG	N;FEM;SG
értelmezése	interprète	értelmezés	interprète	N;NOM;SG	N;MASC;SG
pakisztán	pakistan	pakiszta	pakistan	N;NOM;SG	N;MASC;SG
matematikusok	mathématiciens	matematikus	mathématicien	N;NOM;PL	N;MASC;PL
összeállított	compilé	összeállított	compiler	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
összeállított	assemblé	összeállított	assembler	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
találat	correspondance	találat	correspondance	N;NOM;SG	N;FEM;SG
találat	allumette	találat	allumette	N;NOM;SG	N;FEM;SG
találat	match	találat	match	N;NOM;SG	N;MASC;SG
hektár	hectare	hektár	hectare	N;NOM;SG	N;MASC;SG
hektár	hectare	hektár	hectare	N;NOM;SG	N;MASC;SG
kálium	potassium	kálium	potassium	N;NOM;SG	N;MASC;SG
memória	mémoire	memória	mémoire	N;NOM;SG	N;FEM;SG
zeppelin	zeppelin	zeppelin	zeppelin	N;NOM;SG	N;MASC;SG
kivételes	exceptionnel	kivételes	exceptionnel	ADJ;NOM;SG	ADJ;MASC;SG
kivételes	exceptionnelle	kivételes	exceptionnel	ADJ;NOM;SG	ADJ;FEM;SG
végrehajtott	effectué	végrehajt	effectuer	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
belváros	downtown	belváros	downtown	N;NOM;SG	N;MASC;SG
belváros	midtown	belváros	midtown	N;NOM;SG	N;MASC;SG
nyilvánosan	public	nyilvános	public	ADJ;FRML;SG	ADJ;MASC;SG
nyilvánosan	publique	nyilvános	public	ADJ;FRML;SG	ADJ;FEM;SG
