vili	villa	vila	villa	N;NOM;FEM;SG	N;FEM;SG
premiera	premiere	premier	premerir	N;NOM;MASC;SG	N;FEM;SG
premiera	estreno	premier	estreno	N;NOM;MASC;SG	N;MASC;SG
zime	winters	zima	winters	N;NOM;FEM;SG	N;SG
duhovni	espiritual	duhoven	espiritual	ADJ;NOM;MASC;SG	ADJ;SG
erwin	erwin	erwin	erwin	N;NOM;MASC;SG	N;MASC;SG
mišica	músculo	mišica	músculo	N;NOM;FEM;SG	N;MASC;SG
sredozemlju	mediterráneo	sredozemlje	mediterráneo	N;DAT;NEUT;SG	N;MASC;SG
algoritem	algoritmo	algoritem	algoritmo	N;NOM;MASC;SG	N;MASC;SG
preberite	leer	prebrati	leer	V;PFV;IMP;PL;2;FIN	V;NFIN
posamezno	individual	posamezno	individual	ADJ;NOM;NEUT;SG	ADJ;SG
posamezno	individual	posamezno	individual	ADJ;NOM;NEUT;SG	ADJ;SG
kmetije	explotaciones	kmetija	explotación	N;NOM;FEM;PL	N;FEM;PL
kmetije	granjas	kmetija	granja	N;NOM;FEM;PL	N;FEM;PL
kmetije	fincas	kmetija	finca	N;NOM;FEM;PL	N;FEM;PL
možni	posible	možen	posible	ADJ;NOM;MASC;SG	ADJ;SG
ohranjeno	conservado	ohranjen	conservar	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
ohranjeno	preservado	ohranjen	preservado	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
zlom	breaking	zlom	breaking	N;NOM;MASC;SG	N
zlom	fractura	zlom	fractura	N;NOM;MASC;SG	N;FEM;SG
razglasi	declara	razglasiti	declarar	V;PFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
razglasi	declarar	razglasiti	declarar	V;PFV;IND;SG;3;PRS;FIN	V;NFIN
razglasi	declara	razglasiti	declarar	V;PFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
jezo	rabia	jeza	rabia	N;ACC;FEM;SG	N;FEM;SG
jezo	ira	jeza	ira	N;ACC;FEM;SG	N;FEM;SG
jezo	enojo	jeza	enojo	N;ACC;FEM;SG	N;MASC;SG
jezo	enfado	jeza	enfado	N;ACC;FEM;SG	N;MASC;SG
jezo	cólera	jeza	cólera	N;ACC;FEM;SG	N;FEM;SG
suhoj	sukhoi	suhoj	sukhoi	N;NOM;MASC;SG	N;MASC;SG
geometrija	geometría	geometrija	geometría	N;NOM;FEM;SG	N;FEM;SG
geometrija	geometría	geometrija	geometría	N;NOM;FEM;SG	N;FEM;SG
iraku	irak	irak	irak	N;DAT;MASC;SG	N;FEM;SG
iraku	iraq	irak	iraq	N;DAT;MASC;SG	N;FEM;SG
strategije	estrategias	strategija	estrategia	N;NOM;FEM;PL	N;FEM;PL
ogljik	carbon	ogljik	carbon	N;NOM;MASC;SG	N;MASC;SG
ogljik	carbono	ogljik	carbono	N;NOM;MASC;SG	N;MASC;SG
ogljik	carbón	ogljik	carbón	N;NOM;MASC;SG	N;MASC;SG
elektro	electro	elektro	electro	N;NOM;MASC;SG	N;MASC;SG
sekundarni	secundaria	sekundaren	secundario	ADJ;NOM;MASC;SG	ADJ;FEM;SG
sekundarni	secundario	sekundaren	secundario	ADJ;NOM;MASC;SG	ADJ;MASC;SG
preboj	avance	preboj	avance	N;NOM;MASC;SG	N;MASC;SG
človeška	humano	človeški	humano	ADJ;NOM;FEM;SG	ADJ;MASC;SG
človeška	humana	človeški	humano	ADJ;NOM;FEM;SG	ADJ;FEM;SG
novosti	innovaciones	novost	innovación	N;NOM;FEM;PL	N;FEM;PL
novosti	actualizaciones	novost	actualización	N;NOM;FEM;PL	N;FEM;PL
oklep	armadura	oklep	armadura	N;NOM;MASC;SG	N;FEM;SG
oklep	blindaje	oklep	blindaje	N;NOM;MASC;SG	N;MASC;SG
oklep	armadura	oklep	armadura	N;NOM;MASC;SG	N;FEM;SG
oklep	blindaje	oklep	blindaje	N;NOM;MASC;SG	N;MASC;SG
obsežna	extensa	obsežen	extenso	ADJ;NOM;FEM;SG	ADJ;FEM;SG
obsežna	extenso	obsežen	extenso	ADJ;NOM;FEM;SG	ADJ;MASC;SG
obsežna	extensivo	obsežen	extensivo	ADJ;NOM;FEM;SG	ADJ;MASC;SG
obsežna	amplia	obsežen	amplio	ADJ;NOM;FEM;SG	ADJ;FEM;SG
obsežna	amplio	obsežen	amplio	ADJ;NOM;FEM;SG	ADJ;MASC;SG
zaščitna	protector	zaščiten	protector	ADJ;NOM;FEM;SG	ADJ;MASC;SG
zaščitna	protectora	zaščiten	protectora	ADJ;NOM;FEM;SG	ADJ;FEM;SG
ugotovitve	observaciones	ugotovitev	observación	N;NOM;FEM;PL	N;FEM;PL
ugotovitve	hallazgos	ugotovitev	hallazgo	N;NOM;FEM;PL	N;MASC;PL
ugotovitve	conclusiones	ugotovitev	conclusión	N;NOM;FEM;PL	N;FEM;PL
ugotovitve	descubrimientos	ugotovitev	descubrimiento	N;NOM;FEM;PL	N;MASC;PL
geografski	geográfico	geografski	geográfico	ADJ;NOM;MASC;SG	ADJ;MASC;SG
geografski	geográfica	geografski	geográfico	ADJ;NOM;MASC;SG	ADJ;FEM;SG
otroštva	niñez	otroštvo	niñez	N;GEN;NEUT;SG	N;FEM;SG
otroštva	infancia	otroštvo	infancia	N;GEN;NEUT;SG	N;FEM;SG
definicije	definiciones	definicija	definición	N;NOM;FEM;PL	N;FEM;PL
pastir	pastor	pastir	pastor	N;NOM;MASC;SG	N;MASC;SG
odkrivanje	detección	odkrivanje	detección	N;NOM;NEUT;SG	N;FEM;SG
pravoslavne	ortodoxas	pravoslaven	ortodoxo	ADJ;NOM;FEM;PL	ADJ;FEM;PL
samostojnost	autonomía	samostojnost	autonomía	N;NOM;FEM;SG	N;FEM;SG
samostojnost	autonomía	samostojnost	autonomía	N;NOM;FEM;SG	N;FEM;SG
samostojnost	independencia	samostojnost	independencia	N;NOM;FEM;SG	N;FEM;SG
enrico	enrico	enrica	enrico	N;NOM;MASC;SG	N;MASC;SG
sinove	hijos	sin	hijo	N;ACC;MASC;PL	N;MASC;PL
industrijska	industrial	industrijski	industrial	ADJ;NOM;FEM;SG	ADJ;SG
standardna	estándar	standarden	estándar	ADJ;NOM;FEM;SG	ADJ;SG
encimi	enzimas	encim	enzima	N;NOM;MASC;PL	N;FEM;PL
loke	arcos	lok	arco	N;ACC;MASC;PL	N;MASC;PL
loke	arcos	lok	arco	N;ACC;MASC;PL	N;MASC;PL
teamb	teamb	teamba	teamb		
tokovi	corrientes	tok	corriente	N;NOM;MASC;PL	N;FEM;PL
tokovi	flujos	tok	flujo	N;NOM;MASC;PL	N;MASC;PL
tokovi	corrientes	tok	corriente	N;NOM;MASC;PL	N;FEM;PL
platon	plato	platon	plato	N;NOM;MASC;SG	N;MASC;SG
platon	platón	platon	platón	N;NOM;MASC;SG	N;MASC;SG
lisica	zorro	lisica	zorro	N;NOM;FEM;SG	N;MASC;SG
kalcijev	calcio	kalcij	calcio	N;NOM;MASC;SG	N;MASC;SG
pogovori	conversaciones	pogovor	conversación	N;NOM;MASC;PL	N;FEM;PL
pogovori	charlas	pogovor	charla	N;NOM;MASC;PL	N;FEM;PL
pogovori	conversaciones	pogovor	conversación	N;NOM;MASC;PL	N;FEM;PL
pogovori	entrevistas	pogovor	entrevista	N;NOM;MASC;PL	N;FEM;PL
pogovori	talk	pogovor	talk	N;NOM;MASC;PL	N
vmesnik	interfase	vmesnik	interfase	N;NOM;MASC;SG	N;FEM;SG
vmesnik	interface	vmesnik	interface	N;NOM;MASC;SG	N;FEM;SG
vmesnik	interfaz	vmesnik	interfaz	N;NOM;MASC;SG	N;FEM;SG
jajčeca	huevos	jajčece	huevo	N;NOM;NEUT;PL	N;MASC;PL
languedoc	languedoc	languedoc	languedoc	N;NOM;MASC;SG	N;MASC;SG
pištola	pistola	pištol	pistola	N;NOM;FEM;SG	N;FEM;SG
pištola	gun	pištol	gun	N;NOM;FEM;SG	N
pištola	pistola	pištol	pistola	N;NOM;FEM;SG	N;FEM;SG
pištola	arma	pištol	arma	N;NOM;FEM;SG	N;FEM;SG
regionalni	regional	regionalen	regional	ADJ;NOM;MASC;SG	ADJ;SG
razširjeni	ampliados	razširjen	ampliado	ADJ;NOM;MASC;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
razširjeni	extendidas	razširjen	extendido	ADJ;NOM;MASC;PL;V.PTCP	ADJ;FEM;PL;V.PTCP
prihodnje	futura	prihodnji	futuro	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
prijateljstvo	amistad	prijateljstvo	amistad	N;NOM;NEUT;SG	N;FEM;SG
kancler	canciller	kancler	canciller	N;NOM;MASC;SG	N;SG
alternative	alternativas	alternativa	alternativa	N;NOM;FEM;PL	N;FEM;PL
industries	industria	industries	industria	N;NOM;MASC;SG	N;FEM;SG
pozni	tardía	pozen	tarder	ADJ;NOM;DEF;MASC;SG	ADJ;FEM;SG
pogledi	reproducciones	pogled	reproducción	N;NOM;MASC;PL	N;FEM;PL
pogledi	visualizaciones	pogled	visualización	N;NOM;MASC;PL	N;FEM;PL
sorodniki	primos	sorodnik	primo	N;NOM;MASC;PL	N;MASC;PL
sorodniki	primas	sorodnik	prima	N;NOM;MASC;PL	N;FEM;PL
sorodniki	parientes	sorodnik	pariente	N;NOM;MASC;PL	N;PL
sorodniki	familiares	sorodnik	familiar	N;NOM;MASC;PL	N;MASC;PL
podjetnik	emprendedor	podjetnik	emprendedor	N;NOM;MASC;SG	N;MASC;SG
podjetnik	empresaria	podjetnik	empresaria	N;NOM;MASC;SG	N;FEM;SG
podjetnik	empresario	podjetnik	empresario	N;NOM;MASC;SG	N;MASC;SG
policist	policía	policist	policía	N;NOM;MASC;SG	N;SG
policist	policia	policist	policia	N;NOM;MASC;SG	N;FEM;SG
mostovi	bridges	mostov	bridge	N;NOM;MASC;PL	N
mostovi	puentes	mostov	puente	N;NOM;MASC;PL	N;MASC;PL
lastna	propio	lasten	propio	ADJ;NOM;FEM;SG	ADJ;MASC;SG
lastna	propia	lasten	propio	ADJ;NOM;FEM;SG	ADJ;FEM;SG
posredovanje	transmisión	posredovanje	transmisión	N;NOM;NEUT;SG	N;FEM;SG
posredovanje	transmision	posredovanje	transmision	N;NOM;NEUT;SG	N;FEM;SG
posredovanje	reenvío	posredovanje	reenvío	N;NOM;NEUT;SG	N;MASC;SG
posredovanje	mediación	posredovanje	mediación	N;NOM;NEUT;SG	N;FEM;SG
posredovanje	intervención	posredovanje	intervención	N;NOM;NEUT;SG	N;FEM;SG
zaključek	terminación	zaključek	terminación	N;NOM;MASC;SG	N;FEM;SG
zaključek	finalización	zaključek	finalización	N;NOM;MASC;SG	N;FEM;SG
zaključek	conclusión	zaključek	conclusión	N;NOM;MASC;SG	N;FEM;SG
zaključek	cierre	zaključek	cierre	N;NOM;MASC;SG	N;MASC;SG
zaključek	clausura	zaključek	clausura	N;NOM;MASC;SG	N;FEM;SG
zaključek	conclusión	zaključek	conclusión	N;NOM;MASC;SG	N;FEM;SG
razstavi	exhibición	razstava	exhibición	N;NOM;FEM;SG	N;FEM;SG
razstavi	exposición	razstava	exposición	N;NOM;FEM;SG	N;FEM;SG
gibson	gibson	gibson	gibson	N;NOM;MASC;SG	N;MASC;SG
terme	balnearios	terma	balneario	N;NOM;FEM;PL	N;MASC;PL
terme	terme	terma	terme	N;NOM;FEM;PL	N;MASC
organizirano	organizada	organiziran	organizado	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
organizirano	organizado	organiziran	organizado	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
organizirano	organizada	organiziran	organizado	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
organizirano	organizado	organiziran	organizado	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
dama	señora	dama	señora	N;NOM;FEM;SG	N;FEM;SG
dama	dama	dama	dama	N;NOM;FEM;SG	N;FEM;SG
dama	senora	dama	senoro	N;NOM;FEM;SG	N;FEM;SG
jezikovno	lingüístico	jezikoven	lingüístico	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
nadal	nadal	nadati	nadal	N;NOM;MASC;SG	N;MASC;SG
ščit	shield	ščit	shield	N;NOM;MASC;SG	N
ščit	escudo	ščit	escudo	N;NOM;MASC;SG	N;MASC;SG
achille	achille	achill	achille	N;NOM;MASC;SG	N;MASC;SG
achille	aquiles	achill	aquil	N;NOM;MASC;SG	N;MASC;SG
hčere	hijas	hči	hija	N;NOM;FEM;PL	N;FEM;PL
dodekaeder	dodecaedro	dodekaeder	dodecaedro	N;NOM;MASC;SG	N;MASC;SG
programiranje	programación	programiranje	programación	N;NOM;NEUT;SG	N;FEM;SG
izpostavljenost	exposición	izpostavljenost	exposición	N;NOM;FEM;SG	N;FEM;SG
biološki	biológicas	biološki	biológico	ADJ;NOM;MASC;PL	ADJ;FEM;PL
biološki	biológicos	biološki	biológico	ADJ;NOM;MASC;PL	ADJ;MASC;PL
#ffcc	#ffcc	#ffcc	#ffcc		
perzijci	persas	perzijec	persa	N;NOM;MASC;PL	N;PL
utrdbo	fortaleza	utrdba	fortaleza	N;ACC;FEM;SG	N;FEM;SG
utrdbo	fort	utrdba	fort	N;ACC;FEM;SG	N;MASC
fam	fam	fam	fam	N;NOM;MASC;SG	N;FEM;SG
imenovanja	citas	imenovanje	cita	N;NOM;NEUT;PL	N;FEM;PL
imenovanja	designaciones	imenovanje	designación	N;NOM;NEUT;PL	N;FEM;PL
imenovanja	nombramientos	imenovanje	nombramiento	N;NOM;NEUT;PL	N;MASC;PL
slab	malo	slab	malo	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
slab	mala	slab	malo	ADJ;NOM;INDF;MASC;SG	ADJ;FEM;SG
nature	natura	natura	natura	N;NOM;FEM;SG	N;FEM;SG
izbris	supresión	izbris	supresión	N;NOM;MASC;SG	N;FEM;SG
izbris	anulación	izbris	anulación	N;NOM;MASC;SG	N;FEM;SG
izbris	cancelación	izbris	cancelación	N;NOM;MASC;SG	N;FEM;SG
biologijo	biología	biologija	biología	N;ACC;FEM;SG	N;FEM;SG
roku	roku	rok	roku	N;DAT;MASC;SG	N;MASC;SG
dedek	abuelito	dedek	abuelito	N;NOM;MASC;SG	N;MASC;SG
dedek	abuelo	dedek	abuelo	N;NOM;MASC;SG	N;MASC;SG
dedek	abuelito	dedek	abuelito	N;NOM;MASC;SG	N;MASC;SG
dedek	abuelo	dedek	abuelo	N;NOM;MASC;SG	N;MASC;SG
alpinist	montañero	alpinist	montañero	N;NOM;MASC;SG	N;MASC;SG
opremljen	equipada	opremljen	equipada	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
opremljen	equipado	opremljen	equipado	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
epizode	episodios	epizoda	episodio	N;NOM;FEM;PL	N;MASC;PL
izidi	resultados	izid	resultado	N;NOM;MASC;PL	N;MASC;PL
fisher	pescador	fisher	pescador	N;NOM;MASC;SG	N;MASC;SG
puščave	desiertos	puščava	desierto	N;NOM;FEM;PL	N;MASC;PL
označen	etiquetado	označen	etiquetado	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
označen	etiquetada	označen	etiquetado	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
realno	real	realen	real	ADJ;NOM;NEUT;SG	ADJ;SG
realno	verdadero	realen	verdadero	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
realno	realista	realen	realista	ADJ;NOM;NEUT;SG	ADJ;SG
trinajst	trece	trinajst	trece	NUM;NOM;PL	NUM;PL
virusi	virus	virus	virus	N;NOM;MASC;PL	N;MASC
virusi	virus	virus	virus	N;NOM;MASC;PL	N;MASC
snega	nieve	sneg	nieve	N;GEN;MASC;SG	N;FEM;SG
snega	nevada	sneg	nevada	N;GEN;MASC;SG	N;FEM;SG
mach	mach	macha	mach	N;NOM;MASC;SG	N;MASC;SG
hitra	rápido	hiter	rápido	ADJ;NOM;FEM;SG	ADJ;MASC;SG
reynolds	reynolds	reynolds	reynolds	N;NOM;MASC;SG	N;MASC;SG
ureditve	arreglos	ureditev	arreglo	N;NOM;FEM;PL	N;MASC;PL
priporoča	recomienda	priporočati	recomendar	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
ekonomska	económico	ekonomski	económico	ADJ;NOM;FEM;SG	ADJ;MASC;SG
ekonomska	economico	ekonomski	economico	ADJ;NOM;FEM;SG	ADJ;MASC;SG
ekonomska	económica	ekonomski	económico	ADJ;NOM;FEM;SG	ADJ;FEM;SG
komunikacija	comunicacion	komunikacija	comunicacion	N;NOM;FEM;SG	N;FEM;SG
komunikacija	comunicación	komunikacija	comunicación	N;NOM;FEM;SG	N;FEM;SG
commons	commons	commons	commons	N;NOM;FEM;SG	N;FEM;SG
alkohol	licor	alkohol	licor	N;NOM;MASC;SG	N;MASC;SG
alkohol	alcohol	alkohol	alcohol	N;NOM;MASC;SG	N;MASC;SG
soustanovitelj	cofundador	soustanovitelj	cofundador	N;NOM;MASC;SG	N;MASC;SG
kras	kras	kras	kra	N;NOM;MASC;SG	N;SG
osebje	staff	osebje	staff	N;NOM;NEUT;SG	N;MASC;SG
zbrane	recogidos	zbran	recogido	ADJ;NOM;FEM;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
zbrane	reunidos	zbran	reunido	ADJ;NOM;FEM;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
izvajalci	operarios	izvajalec	operario	N;NOM;MASC;PL	N;MASC;PL
izvajalci	operadores	izvajalec	operador	N;NOM;MASC;PL	N;MASC;PL
izvajalci	contratantes	izvajalec	contratante	N;NOM;MASC;PL	N;PL
izvajalci	contratistas	izvajalec	contratista	N;NOM;MASC;PL	N;PL
izvajalci	intérpretes	izvajalec	intérprete	N;NOM;MASC;PL	N;PL
izvajalci	artistas	izvajalec	artista	N;NOM;MASC;PL	N;PL
toto	toto	toto	toto	N;NOM;MASC;SG	N;MASC;SG
rolling	rolling	rolling	rolling	N;NOM;MASC;SG	N
rolling	laminado	rolling	laminado	N;NOM;MASC;SG	N;MASC;SG
rolling	laminación	rolling	laminación	N;NOM;MASC;SG	N;FEM;SG
dodatki	aditivos	dodatek	aditivo	N;NOM;MASC;PL	N;MASC;PL
dodatki	bonificaciones	dodatek	bonificación	N;NOM;MASC;PL	N;FEM;PL
dodatki	primas	dodatek	prima	N;NOM;MASC;PL	N;FEM;PL
dodatki	bonos	dodatek	bono	N;NOM;MASC;PL	N;MASC;PL
dodatki	complementos	dodatek	complemento	N;NOM;MASC;PL	N;MASC;PL
dodatki	suplementos	dodatek	suplemento	N;NOM;MASC;PL	N;MASC;PL
dodatki	accesorios	dodatek	accesorio	N;NOM;MASC;PL	N;MASC;PL
dodatki	complementos	dodatek	complemento	N;NOM;MASC;PL	N;MASC;PL
dodatki	anexos	dodatek	anexo	N;NOM;MASC;PL	N;MASC;PL
dodatki	apéndices	dodatek	apéndiz	N;NOM;MASC;PL	N;MASC;PL
mass	mass	mass	mass	N;NOM;MASC;SG	N
mass	masa	mass	masa	N;NOM;MASC;SG	N;FEM;SG
mass	misa	mass	misa	N;NOM;MASC;SG	N;FEM;SG
dušo	alma	duša	alma	N;ACC;FEM;SG	N;FEM;SG
dušo	soul	duša	soul	N;ACC;FEM;SG	N;SG
simetrija	simetría	simetrija	simetría	N;NOM;FEM;SG	N;FEM;SG
zaščitena	protegida	zaščiten	protegido	ADJ;NOM;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
zaščitena	protegido	zaščiten	protegido	ADJ;NOM;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
kvalifikacije	calificaciones	kvalifikacija	calificación	N;NOM;FEM;PL	N;FEM;PL
kvalifikacije	titulaciones	kvalifikacija	titulación	N;NOM;FEM;PL	N;FEM;PL
kvalifikacije	cualificaciones	kvalifikacija	cualificación	N;NOM;FEM;PL	N;FEM;PL
kvalifikacije	cualificaciones	kvalifikacija	cualificación	N;NOM;FEM;PL	N;FEM;PL
pari	parejas	par	pareja	N;NOM;MASC;PL	N;FEM;PL
pari	pares	par	par	N;NOM;MASC;PL	N;MASC;PL
pari	parejas	par	pareja	N;NOM;MASC;PL	N;FEM;PL
pari	pari	par	pari	N;NOM;MASC;PL	N
turbina	turbina	turbina	turbina	N;NOM;FEM;SG	N;FEM;SG
aktivist	activista	aktivist	activista	N;NOM;MASC;SG	N;SG
aktivist	militante	aktivist	militante	N;NOM;MASC;SG	N;SG
dominik	dominik	dominik	dominik	N;NOM;MASC;SG	N;MASC;SG
augusta	augusta	august	augusto	N;NOM;MASC;SG	N;FEM;SG
sen	sen	sena	ser	N;NOM;MASC;SG	N
hrbet	espalda	hrbet	espalda	N;NOM;MASC;SG	N;FEM;SG
hrbet	regreso	hrbet	regreso	N;NOM;MASC;SG	N;MASC;SG
chaplin	chaplin	chaplin	chaplin	N;NOM;MASC;SG	N;MASC;SG
bach	bach	bacha	bach	N;NOM;MASC;SG	N;FEM;SG
skriva	escondiendo	skrivati	esconder	V;IPFV;IND;SG;3;PRS;FIN	V;V.MSDR
skriva	ocultar	skrivati	ocultar	V;IPFV;IND;SG;3;PRS;FIN	V;NFIN
skriva	ocultando	skrivati	ocultar	V;IPFV;IND;SG;3;PRS;FIN	V;V.MSDR
televizija	televisor	televizija	televisor	N;NOM;FEM;SG	N;MASC;SG
televizija	television	televizija	television	N;NOM;FEM;SG	N;FEM;SG
televizija	televisión	televizija	televisión	N;NOM;FEM;SG	N;FEM;SG
osvojitev	conquista	osvojitev	conquista	N;NOM;FEM;SG	N;FEM;SG
rena	rin	rena	rin	N;GEN;FEM;SG	N;MASC;SG
rena	rhin	rena	rhin	N;GEN;FEM;SG	N;MASC;SG
rena	reno	rena	reno	N;GEN;FEM;SG	N;MASC;SG
benečani	venecianos	benečan	veneciano	N;NOM;MASC;PL	N;MASC;PL
gena	gena	gena	gena	N;NOM;MASC;SG	N;FEM;SG
deveto	novena	deveti	noveno	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
deveto	noveno	deveti	noveno	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
člena	articulo	člen	articulo	N;GEN;MASC;SG	N;MASC;SG
člena	artículo	člen	artículo	N;GEN;MASC;SG	N;MASC;SG
upravnik	gerente	upravnik	gerente	N;NOM;MASC;SG	N;SG
upravnik	administrador	upravnik	administrador	N;NOM;MASC;SG	N;MASC;SG
upravnik	gestor	upravnik	gestor	N;NOM;MASC;SG	N;MASC;SG
upravnik	manager	upravnik	manager	N;NOM;MASC;SG	N;FEM;SG
upravnik	alcaide	upravnik	alcaide	N;NOM;MASC;SG	N;MASC;SG
gilles	gilles	gilles	gille	N;NOM;MASC;SG	N;MASC;SG
uspešnica	bestseller	uspešnica	bestseller	N;NOM;FEM;SG	N;MASC;SG
resnico	verdad	resnica	verdad	N;ACC;FEM;SG	N;FEM;SG
resnico	truth	resnica	truth	N;ACC;FEM;SG	N
strup	veneno	strup	veneno	N;NOM;MASC;SG	N;MASC;SG
strup	veneno	strup	veneno	N;NOM;MASC;SG	N;MASC;SG
ignacij	ignacio	ignacija	ignacio	N;NOM;MASC;SG	N;MASC;SG
preživi	sobrevive	preživeti	sobrevivir	V;PFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
preživi	sobrevivir	preživeti	sobrevivir	V;PFV;IND;SG;3;PRS;FIN	V;NFIN
preživi	sobrevive	preživeti	sobrevivir	V;PFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
živčni	nerviosa	živčen	nervioso	ADJ;NOM;MASC;SG	ADJ;FEM;SG
živčni	nervioso	živčen	nervioso	ADJ;NOM;MASC;SG	ADJ;MASC;SG
novinarjev	periodistas	novinar	periodista	N;GEN;MASC;PL	N;PL
geoffrey	godofredo	geoffrey	godofredo	N;NOM;MASC;SG	N;MASC;SG
geoffrey	geoffrey	geoffrey	geoffrey	N;NOM;MASC;SG	N;MASC;SG
zadaj	back	zadaj	back		
opisi	descripciones	opis	descripción	N;NOM;MASC;PL	N;FEM;PL
predavanj	ponencias	predavanje	ponencia	N;GEN;NEUT;PL	N;FEM;PL
predavanj	conferencias	predavanje	conferencia	N;GEN;NEUT;PL	N;FEM;PL
predavanj	charlas	predavanje	charla	N;GEN;NEUT;PL	N;FEM;PL
poskusil	intenté	poskusiti	intentar	V;PFV;MASC;SG;V.PTCP	V;IND;SG;1;PST;FIN
pooblastila	apoyos	pooblastilo	apoyo	N;NOM;NEUT;PL	N;MASC;PL
pooblastila	anotaciones	pooblastilo	anotación	N;NOM;NEUT;PL	N;FEM;PL
pooblastila	powers	pooblastilo	power	N;NOM;NEUT;PL	N
pooblastila	poderes	pooblastilo	poder	N;NOM;NEUT;PL	N;MASC;PL
pooblastila	atribuciones	pooblastilo	atribución	N;NOM;NEUT;PL	N;FEM;PL
pooblastila	potencias	pooblastilo	potencia	N;NOM;NEUT;PL	N;FEM;PL
violinist	violinista	violinist	violinista	N;NOM;MASC;SG	N;SG
udeležili	asistieron	udeležiti	asistir	V;PFV;MASC;PL;V.PTCP	V;IND;PL;3;PST;FIN
najmanjša	mínima	majhen	mínimo	ADJ;NOM;RL;FEM;SG	ADJ;FEM;SG
najmanjša	mínimo	majhen	mínimo	ADJ;NOM;RL;FEM;SG	ADJ;MASC;SG
metalec	lanzador	metalec	lanzador	N;NOM;MASC;SG	N;MASC;SG
metalec	lanzador	metalec	lanzador	N;NOM;MASC;SG	N;MASC;SG
metalec	pitcher	metalec	pitcher	N;NOM;MASC;SG	N;MASC;SG
metalec	jarra	metalec	jarra	N;NOM;MASC;SG	N;FEM;SG
navade	costumbres	navada	costumbre	N;NOM;FEM;PL	N;FEM;PL
navade	hábitos	navada	hábito	N;NOM;FEM;PL	N;MASC;PL
con	estafa	cona	estafa	N;NOM;MASC;SG	N;FEM;SG
religija	religion	religija	religion	N;NOM;FEM;SG	N;FEM;SG
religija	religión	religija	religión	N;NOM;FEM;SG	N;FEM;SG
častniki	agentes	častnik	agente	N;NOM;MASC;PL	N;PL
groba	tumba	grob	tumba	N;NOM;MASC;SG	N;FEM;SG
seme	semen	seme	semen	N;NOM;NEUT;SG	N;MASC;SG
seme	esperma	seme	esperma	N;NOM;NEUT;SG	N;MASC;SG
seme	semilla	seme	semilla	N;NOM;NEUT;SG	N;FEM;SG
seme	semilla	seme	semilla	N;NOM;NEUT;SG	N;FEM;SG
verigo	cadena	veriga	cadena	N;ACC;FEM;SG	N;FEM;SG
izboljša	mejorar	izboljšati	mejorar	V;PFV;IND;SG;3;PRS;FIN	V;NFIN
poznavanje	familiaridad	poznavanje	familiaridad	N;NOM;NEUT;SG	N;FEM;SG
poznavanje	conocimiento	poznavanje	conocimiento	N;NOM;NEUT;SG	N;MASC;SG
predvideva	anticipa	predvidevati	anticipar	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
predvideva	prevé	predvidevati	prever	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
horst	horst	horst	horst	N;NOM;MASC;SG	N;MASC;SG
poznano	familiar	poznano	familiar	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;SG
poznano	familiarizado	poznano	familiarizado	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
preiskave	consultas	preiskava	consulta	N;NOM;FEM;PL	N;FEM;PL
preiskave	investigaciones	preiskava	investigación	N;NOM;FEM;PL	N;FEM;PL
