nuits	nopți	nuit	noapte	N;FEM;PL	N;INDF;FEM;PL
pilier	stâlp	pilier	stâlp	N;MASC;SG	N;INDF;MASC;SG
pilier	pilon	pilier	pilon	N;MASC;SG	N;INDF;MASC;SG
diamant	diamond	diamant	diamond	N;MASC;SG	N;INDF;MASC;SG
diamant	diamantul	diamant	diamant	N;MASC;SG	N;DEF;MASC;SG
diamant	diamant	diamant	diamant	N;MASC;SG	N;INDF;MASC;SG
drogue	drog	drogue	drog	N;FEM;SG	N;INDF;MASC;SG
drogue	drogul	drogue	drog	N;FEM;SG	N;DEF;MASC;SG
drogue	medicament	drogue	medicament	N;FEM;SG	N;INDF;MASC;SG
derby	derby	derby	derby	N;MASC;SG	N;INDF;MASC;SG
magazines	reviste	magazine	revistă	N;MASC;PL	N;INDF;FEM;PL
magazines	revistele	magazine	revistă	N;MASC;PL	N;DEF;FEM;PL
chaos	haosul	chaos	haos	N;MASC;SG	N;DEF;MASC;SG
chaos	haos	chaos	haos	N;MASC;SG	N;INDF;MASC;SG
chanter	cântă	chanter	cânta	V;NFIN	V;IND;SG;3;PST;FIN
chanter	canta	chanter	cantă	V;NFIN	V;IND;SG;3;IPFV;FIN
chanter	cânta	chanter	cânta	V;NFIN	V;IND;SG;3;IPFV;FIN
chanter	cântând	chanter	cânta	V;NFIN	V;V.MSDR
fusil	pusca	fusil	puscă	N;MASC;SG	N;DEF;FEM;SG
fusil	pistol	fusil	pistol	N;MASC;SG	N;INDF;MASC;SG
fusil	armă	fusil	armă	N;MASC;SG	N;INDF;FEM;SG
fusil	arma	fusil	armă	N;MASC;SG	N;DEF;FEM;SG
fusil	pusca	fusil	puscă	N;MASC;SG	N;DEF;FEM;SG
fusil	pușcă	fusil	pușcă	N;MASC;SG	N;INDF;FEM;SG
reliques	relicve	relique	relicvă	N;FEM;PL	N;INDF;FEM;PL
roumaine	românesc	roumain	românesc	ADJ;FEM;SG	ADJ;INDF;MASC;SG
roumaine	român	roumain	român	ADJ;FEM;SG	ADJ;INDF;MASC;SG
roumaine	română	roumain	român	ADJ;FEM;SG	ADJ;INDF;FEM;SG
législatif	legislativ	législatif	legislativ	ADJ;MASC;SG	ADJ;INDF;MASC;SG
législatif	legislativă	législatif	legislativă	ADJ;MASC;SG	ADJ;INDF;FEM;SG
salaire	salariu	salaire	salariu	N;MASC;SG	N;INDF;MASC;SG
salaire	salariul	salaire	salariu	N;MASC;SG	N;DEF;MASC;SG
salaire	salar	salaire	salar	N;MASC;SG	N;INDF;MASC;SG
rappeur	rapper	rappeur	rapper	N;MASC;SG	N;INDF;MASC;SG
rappeur	rap	rappeur	rap	N;MASC;SG	N;INDF;MASC;SG
plaines	câmpii	plaine	câmpie	N;FEM;PL	N;INDF;FEM;PL
ingénierie	inginerie	ingénierie	inginerie	N;FEM;SG	N;INDF;FEM;SG
ingénierie	ingineria	ingénierie	inginerie	N;FEM;SG	N;DEF;FEM;SG
asiatiques	asiatice	asiatique	asiatic	ADJ;MASC;PL	ADJ;INDF;FEM;PL
asiatiques	asiatici	asiatique	asiatic	ADJ;MASC;PL	ADJ;INDF;MASC;PL
asiatiques	asiatici	asiatique	asiatic	ADJ;MASC;PL	ADJ;INDF;MASC;PL
bataillons	batalioane	bataillon	batalion	N;MASC;PL	N;INDF;FEM;PL
magistrat	judge	magistrat	judge	N;MASC;SG	N;INDF;MASC;SG
magistrat	judecator	magistrat	judecator	N;MASC;SG	N;INDF;MASC;SG
magistrat	judecător	magistrat	judecător	N;MASC;SG	N;INDF;MASC;SG
magistrat	magistratul	magistrat	magistrat	N;MASC;SG	N;DEF;MASC;SG
magistrat	magistrat	magistrat	magistra	N;MASC;SG	N;INDF;MASC;SG
admissible	eligibil	admissible	eligibil	ADJ;MASC;SG	ADJ;INDF;MASC;SG
admissible	eligibilă	admissible	eligibil	ADJ;MASC;SG	ADJ;INDF;FEM;SG
admissible	admisibilă	admissible	admisibil	ADJ;MASC;SG	ADJ;INDF;FEM;SG
ethnique	etnică	ethnique	etnic	ADJ;MASC;SG	ADJ;INDF;FEM;SG
ethnique	etnic	ethnique	etnic	ADJ;MASC;SG	ADJ;INDF;MASC;SG
flanc	flanc	flanc	flanc	N;MASC;SG	N;INDF;MASC;SG
flanc	flancul	flanc	flanc	N;MASC;SG	N;DEF;MASC;SG
vignes	podgorii	vigne	podgor	N;FEM;PL	N;INDF;FEM;PL
folk	folk	folk	folk	N;MASC;SG	N;INDF;MASC;SG
portails	porţile	portail	porgă	N;MASC;PL	N;DEF;FEM;PL
portails	porți	portail	poartă	N;MASC;PL	N;INDF;FEM;PL
portails	portaluri	portail	portal	N;MASC;PL	N;INDF;FEM;PL
billets	bilete	billet	bilet	N;MASC;PL	N;INDF;FEM;PL
billets	biletele	billet	bilet	N;MASC;PL	N;DEF;FEM;PL
billets	bancnotele	billet	bancnotă	N;MASC;PL	N;DEF;FEM;PL
billets	bancnote	billet	bancnot	N;MASC;PL	N;INDF;FEM;PL
apogée	vârf	apogée	vârf	N;MASC;SG	N;INDF;MASC;SG
contenir	contin	contenir	contin	V;NFIN	V;IND;PL;3;PRS;FIN
contenir	conțin	contenir	conține	V;NFIN	V;IND;3;PRS;FIN
conducteur	sofer	conducteur	sofer	N;MASC;SG	N;INDF;MASC;SG
conducteur	driver	conducteur	driver	N;MASC;SG	N;INDF;MASC;SG
conducteur	șofer	conducteur	șofer	N;MASC;SG	N;INDF;MASC;SG
conducteur	dirijor	conducteur	dirijor	N;MASC;SG	N;INDF;MASC;SG
conducteur	conductor	conducteur	conductor	N;MASC;SG	N;INDF;MASC;SG
interdite	interzise	interdire	interzice	V;FEM;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
interdite	interzise	interdire	interzice	V;FEM;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
sphère	sferă	sphère	sferă	N;FEM;SG	N;INDF;FEM;SG
sphère	sfera	sphère	sferă	N;FEM;SG	N;DEF;FEM;SG
chirurgie	operație	chirurgie	operație	N;FEM;SG	N;INDF;FEM;SG
chirurgie	chirurgie	chirurgie	chirurgie	N;FEM;SG	N;INDF;FEM;SG
chirurgie	chirurgia	chirurgie	chirurgie	N;FEM;SG	N;DEF;FEM;SG
grammaire	gramatică	grammaire	gramatică	N;FEM;SG	N;INDF;FEM;SG
grammaire	gramatica	grammaire	gramatică	N;FEM;SG	N;DEF;FEM;SG
mineure	minoră	mineur	minor	ADJ;FEM;SG	ADJ;INDF;FEM;SG
mineure	minor	mineur	minor	ADJ;FEM;SG	ADJ;INDF;MASC;SG
balles	bile	balle	bilă	N;FEM;PL	N;INDF;FEM;PL
balles	mingi	balle	minge	N;FEM;PL	N;INDF;FEM;PL
balles	gloanțe	balle	glonț	N;FEM;PL	N;INDF;FEM;PL
légendaire	legendar	légendaire	legendar	ADJ;MASC;SG	ADJ;INDF;MASC;SG
légendaire	legendară	légendaire	legendar	ADJ;MASC;SG	ADJ;INDF;FEM;SG
légendaire	legendara	légendaire	legendară	ADJ;MASC;SG	ADJ;DEF;FEM;SG
tigre	tiger	tigre	tiger	N;MASC;SG	N;INDF;MASC;SG
tigre	tigrul	tigre	tigru	N;MASC;SG	N;DEF;MASC;SG
tigre	tigru	tigre	tigru	N;MASC;SG	N;INDF;MASC;SG
tigre	tigre	tigre	tigru	N;MASC;SG	N;INDF;MASC;SG
compromis	compromis	compromis	compromis	N;MASC;SG	N;INDF;MASC;SG
compromis	compromisul	compromis	compromis	N;MASC;SG	N;DEF;MASC;SG
compromis	compromis	compromis	compromis	N;MASC;SG	N;INDF;MASC;SG
horloge	ceas	horloge	ceas	N;FEM;SG	N;INDF;MASC;SG
chaine	lant	chaîne	lant	N;FEM;SG	N;INDF;MASC;SG
chaine	lanț	chaîne	lanț	N;FEM;SG	N;INDF;MASC;SG
chaine	lanțul	chaîne	lanț	N;FEM;SG	N;DEF;MASC;SG
parts	distribuiri	part	distribuire	N;FEM;PL	N;INDF;FEM;PL
parts	acțiuni	part	acțiune	N;FEM;PL	N;INDF;FEM;PL
partager	distribuie	partager	distribui	V;NFIN	V;IND;3;PRS;FIN
pluriel	plural	pluriel	plural	N;MASC;SG	N;INDF;MASC;SG
dépôts	depozite	dépôt	depozit	N;MASC;PL	N;INDF;FEM;PL
dépôts	depuneri	dépôt	depunere	N;MASC;PL	N;INDF;FEM;PL
pommes	mere	pomme	mere	N;FEM;PL	N;INDF;FEM;PL
pommes	mere	pomme	mere	N;FEM;PL	N;INDF;FEM;PL
pommes	apple	pomme	appla	N;FEM;PL	N;INDF
vannes	porţile	vanne	porgă	N;MASC;PL	N;DEF;FEM;PL
vannes	porți	vanne	poartă	N;MASC;PL	N;INDF;FEM;PL
vannes	valve	vanne	valvă	N;MASC;PL	N;INDF;FEM;PL
vannes	supape	vanne	supape	N;MASC;PL	N;INDF;FEM;PL
haine	urii	haine	ură	N;FEM;SG	N;DEF;FEM;SG
haine	ura	haine	ură	N;FEM;SG	N;DEF;FEM;SG
haine	ură	haine	ură	N;FEM;SG	N;INDF;FEM;SG
haine	ura	haine	ură	N;FEM;SG	N;DEF;FEM;SG
haine	ură	haine	ură	N;FEM;SG	N;INDF;FEM;SG
lettonie	letonă	lettonie	letonă	N;FEM;SG	N;INDF;FEM;SG
alerte	alarmă	alerte	alarma	N;FEM;SG	N;INDF;FEM;SG
alerte	alarma	alerte	alarma	N;FEM;SG	N;DEF;FEM;SG
alerte	avertizare	alerte	avertizare	N;FEM;SG	N;INDF;FEM;SG
alerte	avertisment	alerte	avertisment	N;FEM;SG	N;INDF;MASC;SG
alerte	alertă	alerte	alertă	N;FEM;SG	N;INDF;FEM;SG
tunisienne	tunisian	tunisien	tunisian	ADJ;FEM;SG	ADJ;INDF;MASC;SG
copies	copiile	copie	copie	N;FEM;PL	N;DEF;FEM;PL
raid	raid	raid	raid	N;MASC;SG	N;INDF;MASC;SG
raid	raidul	raid	raid	N;MASC;SG	N;DEF;MASC;SG
distances	distanțe	distance	distanță	N;FEM;PL	N;INDF;FEM;PL
distances	distante	distance	distant	N;FEM;PL	N;INDF;FEM;PL
gardiens	gărzi	gardien	gardă	N;MASC;PL	N;INDF;FEM;PL
gardiens	paznici	gardien	paznic	N;MASC;PL	N;INDF;MASC;PL
gardiens	gardienii	gardien	gardian	N;MASC;PL	N;DEF;MASC;PL
gardiens	gardieni	gardien	gardian	N;MASC;PL	N;INDF;MASC;PL
plafond	plafon	plafond	plafon	N;MASC;SG	N;INDF;MASC;SG
plafond	tavan	plafond	tavan	N;MASC;SG	N;INDF;MASC;SG
plafond	plafonul	plafond	plafon	N;MASC;SG	N;DEF;MASC;SG
piscine	piscina	piscine	piscină	N;FEM;SG	N;DEF;FEM;SG
piscine	biliard	piscine	biliard	N;FEM;SG	N;INDF;MASC;SG
piscine	piscină	piscine	piscină	N;FEM;SG	N;INDF;FEM;SG
minorité	minoritatea	minorité	minoritate	N;FEM;SG	N;DEF;FEM;SG
minorité	minoritate	minorité	minoritate	N;FEM;SG	N;INDF;FEM;SG
charité	caritabil	charité	caritabil	N;FEM;SG	N;INDF;MASC;SG
charité	caritate	charité	caritate	N;FEM;SG	N;INDF;FEM;SG
exceptionnelle	excepțională	exceptionnel	excepțional	ADJ;FEM;SG	ADJ;INDF;FEM;SG
exceptionnelle	exceptional	exceptionnel	exceptional	ADJ;FEM;SG	ADJ;INDF;MASC;SG
explications	explicații	explication	explicație	N;FEM;PL	N;INDF;FEM;PL
explications	explicatii	explication	explicat	N;FEM;PL	N;INDF;FEM;PL
extérieures	exterioare	extérieur	exterior	ADJ;FEM;PL	ADJ;INDF;FEM;PL
cave	beci	cave	beacă	N;FEM;SG	N;INDF;MASC;SG
cave	pestera	cave	pestera	N;FEM;SG	N;DEF;FEM;SG
cave	peştera	cave	pefteră	N;FEM;SG	N;DEF;FEM;SG
cave	peșteră	cave	peșteră	N;FEM;SG	N;INDF;FEM;SG
cave	peşteră	cave	peşteră	N;FEM;SG	N;INDF;FEM;SG
cave	cramă	cave	cramă	N;FEM;SG	N;INDF;FEM;SG
cave	beci	cave	beacă	N;FEM;SG	N;INDF;MASC;SG
cave	subsolul	cave	subsol	N;FEM;SG	N;DEF;MASC;SG
cave	subsol	cave	subsol	N;FEM;SG	N;INDF;MASC;SG
acquérir	dobândi	acquérir	dobândi	V;NFIN	V;IND;SG;3;PRS;FIN
séparé	separă	séparer	separa	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
archéologue	arheolog	archéologue	arheolog	N;MASC;SG	N;INDF;MASC;SG
recommandations	recomandări	recommandation	recomandare	N;FEM;PL	N;INDF;FEM;PL
recommandations	recomandările	recommandation	recomandare	N;FEM;PL	N;DEF;FEM;PL
recommandations	recomandări	recommandation	recomandare	N;FEM;PL	N;INDF;FEM;PL
plainte	plângerea	plainte	plângere	N;FEM;SG	N;DEF;FEM;SG
plainte	plângere	plainte	plângere	N;FEM;SG	N;INDF;FEM;SG
égyptienne	egipteană	égyptien	egiptean	ADJ;FEM;SG	ADJ;INDF;FEM;SG
égyptienne	egiptean	égyptien	egiptean	ADJ;FEM;SG	ADJ;INDF;MASC;SG
idéologie	ideologia	idéologie	ideologie	N;FEM;SG	N;DEF;FEM;SG
idéologie	ideologie	idéologie	ideologie	N;FEM;SG	N;INDF;FEM;SG
cage	cușcă	cage	cușcă	N;FEM;SG	N;INDF;FEM;SG
cage	cage	cage	cage	N;FEM;SG	N;INDF;MASC;SG
tronçon	întindere	tronçon	întindere	N;MASC;SG	N;INDF;FEM;SG
banc	bancă	banc	bancă	N;MASC;SG	N;INDF;FEM;SG
souverains	conducători	souverain	conducător	N;MASC;PL	N;INDF;MASC;PL
souverains	conducătorii	souverain	conducător	N;MASC;PL	N;DEF;MASC;PL
souverains	suverane	souverain	suveran	N;MASC;PL	N;INDF;FEM;PL
gaule	galia	gaule	galie	N;FEM;SG	N;DEF;FEM;SG
martine	martine	martine	martine	N;FEM;SG	N;INDF;MASC;SG
martine	martina	martine	martină	N;FEM;SG	N;DEF;FEM;SG
ménages	gospodării	ménage	gospodărie	N;MASC;PL	N;INDF;FEM;PL
ménages	gospodăriile	ménage	gospodărie	N;MASC;PL	N;DEF;FEM;PL
ménages	gospodăriilor	ménage	gospodare	N;MASC;PL	N;DEF;FEM;PL
juriste	jurist	juriste	jurist	N;MASC;SG	N;INDF;MASC;SG
juriste	avocat	juriste	avocat	N;MASC;SG	N;INDF;MASC;SG
juriste	avocatul	juriste	avocat	N;MASC;SG	N;DEF;MASC;SG
enlever	elimină	enlever	elimina	V;NFIN	V;IND;SG;3;PST;FIN
enlever	scoate	enlever	scoate	V;NFIN	V;IND;SG;3;PRS;FIN
sonate	sonata	sonate	sonată	N;FEM;SG	N;DEF;FEM;SG
asiatique	asiatic	asiatique	asiatic	ADJ;MASC;SG	ADJ;INDF;MASC;SG
asiatique	asiatică	asiatique	asiatic	ADJ;MASC;SG	ADJ;INDF;FEM;SG
suffixe	sufixul	suffixe	sufix	N;MASC;SG	N;DEF;MASC;SG
corde	funie	corde	funie	N;FEM;SG	N;INDF;FEM;SG
corde	coarda	corde	coardă	N;FEM;SG	N;DEF;FEM;SG
corde	sfoară	corde	sfoară	N;FEM;SG	N;INDF;FEM;SG
corde	frânghie	corde	frânghie	N;FEM;SG	N;INDF;FEM;SG
corde	coarda	corde	coardă	N;FEM;SG	N;DEF;FEM;SG
corde	coardă	corde	coardă	N;FEM;SG	N;INDF;FEM;SG
pâte	aluat	pâte	alua	N;FEM;SG	N;INDF;MASC;SG
pâte	aluatul	pâte	aluat	N;FEM;SG	N;DEF;MASC;SG
pâte	mălai	pâte	mălai	N;FEM;SG	N;INDF;MASC;SG
pâte	pasta	pâte	pastă	N;FEM;SG	N;DEF;FEM;SG
pâte	lipire	pâte	lipire	N;FEM;SG	N;INDF;FEM;SG
pâte	pastă	pâte	pastă	N;FEM;SG	N;INDF;FEM;SG
pâte	pulpă	pâte	pulpă	N;FEM;SG	N;INDF;FEM;SG
pâte	pulpa	pâte	pulpa	N;FEM;SG	N;DEF;FEM;SG
organisateur	organizator	organisateur	organizator	N;MASC;SG	N;INDF;MASC;SG
organisateur	organizator	organisateur	organizator	N;MASC;SG	N;INDF;MASC;SG
papa	tata	papa	tată	N;MASC;SG	N;DEF;MASC;SG
rames	vâsle	rame	vâslă	N;FEM;PL	N;INDF;FEM;PL
archidiocèse	arhiepiscopia	archidiocèse	arhiepiscopie	N;MASC;SG	N;DEF;FEM;SG
ordinateurs	calculatoare	ordinateur	calculator	N;MASC;PL	N;INDF;FEM;PL
ordinateurs	calculatoarele	ordinateur	calculatoare	N;MASC;PL	N;DEF;FEM;PL
ordinateurs	computere	ordinateur	computere	N;MASC;PL	N;INDF;FEM;PL
tables	tabelele	table	tabel	N;FEM;PL	N;DEF;FEM;PL
tables	tabele	table	tabel	N;FEM;PL	N;INDF;FEM;PL
tables	mese	table	masă	N;FEM;PL	N;INDF;FEM;PL
bassiste	basistul	bassiste	basist	N;MASC;SG	N;DEF;MASC;SG
bassiste	bas	bassiste	bas	N;MASC;SG	N;INDF;MASC;SG
bassiste	bass	bassiste	bass	N;MASC;SG	N;INDF;MASC;SG
gang	bandă	gang	bandă	N;MASC;SG	N;INDF;FEM;SG
gang	gasca	gang	gască	N;MASC;SG	N;DEF;FEM;SG
bouton	nasture	bouton	nastur	N;MASC;SG	N;INDF;MASC;SG
bouton	buton	bouton	buton	N;MASC;SG	N;INDF;MASC;SG
bouton	button	bouton	button	N;MASC;SG	N;INDF;MASC;SG
bouton	butonul	bouton	buton	N;MASC;SG	N;DEF;MASC;SG
toucher	atinge	toucher	atinge	V;NFIN	V;IND;SG;3;PRS;FIN
aoste	aosta	aoste	aosta	N;FEM;SG	N;DEF;FEM;SG
combattant	combatant	combattant	combatant	N;MASC;SG	N;INDF;MASC;SG
combattant	luptator	combattant	luptator	N;MASC;SG	N;INDF;MASC;SG
combattant	luptătorul	combattant	luptător	N;MASC;SG	N;DEF;MASC;SG
combattant	luptător	combattant	luptător	N;MASC;SG	N;INDF;MASC;SG
tropicale	tropical	tropical	tropical	ADJ;FEM;SG	ADJ;INDF;MASC;SG
tropicale	tropicală	tropical	tropical	ADJ;FEM;SG	ADJ;INDF;FEM;SG
fossiles	fosile	fossile	fosilă	N;MASC;PL	N;INDF;FEM;PL
fossiles	fosile	fossile	fosilă	N;MASC;PL	N;INDF;FEM;PL
fossiles	fosili	fossile	fosil	N;MASC;PL	N;INDF;MASC;PL
citadelle	cetatea	citadelle	cetate	N;FEM;SG	N;DEF;FEM;SG
décider	decide	décider	decide	V;NFIN	V;IND;SG;3;PRS;FIN
menaces	amenintari	menace	amenintar	N;FEM;PL	N;INDF;FEM;PL
menaces	amenințări	menace	amenințare	N;FEM;PL	N;INDF;FEM;PL
ventre	burtică	ventre	burtic	N;MASC;SG	N;INDF;FEM;SG
ventre	burtă	ventre	burtă	N;MASC;SG	N;INDF;FEM;SG
ventre	burta	ventre	burtă	N;MASC;SG	N;DEF;FEM;SG
ventre	stomacului	ventre	stomac	N;MASC;SG	N;DEF;MASC;SG
ventre	stomacul	ventre	stomac	N;MASC;SG	N;DEF;MASC;SG
ventre	stomac	ventre	stomac	N;MASC;SG	N;INDF;MASC;SG
forestier	silvicultură	forestier	silvicultură	N;MASC;SG	N;INDF;FEM;SG
forestier	pădurea	forestier	pădure	N;MASC;SG	N;DEF;FEM;SG
forestier	padure	forestier	padure	N;MASC;SG	N;INDF;FEM;SG
forestier	pădure	forestier	pădure	N;MASC;SG	N;INDF;FEM;SG
carrières	carierele	carrière	carieră	N;FEM;PL	N;DEF;FEM;PL
carrières	cariere	carrière	carieră	N;FEM;PL	N;INDF;FEM;PL
identiques	identice	identique	identic	ADJ;MASC;PL	ADJ;INDF;FEM;PL
mécaniques	mecanici	mécanique	mecanic	ADJ;MASC;PL	ADJ;INDF;MASC;PL
mécaniques	mecanice	mécanique	mecanic	ADJ;MASC;PL	ADJ;INDF;FEM;PL
vicaire	vicar	vicaire	vicar	N;MASC;SG	N;INDF;MASC;SG
plages	plajele	plage	plajă	N;FEM;PL	N;DEF;FEM;PL
plages	plaje	plage	plaj	N;FEM;PL	N;INDF;FEM;PL
barrages	baraje	barrage	baraj	N;MASC;PL	N;INDF;FEM;PL
intérim	interimar	intérim	interimar	N;MASC;SG	N;INDF;MASC;SG
prestige	prestigiu	prestige	prestigiu	N;MASC;SG	N;INDF;MASC;SG
prestige	prestigiul	prestige	prestigiu	N;MASC;SG	N;DEF;MASC;SG
favorables	favorabile	favorable	favorabil	ADJ;MASC;PL	ADJ;INDF;FEM;PL
favorables	favorabile	favorable	favorabil	ADJ;MASC;PL	ADJ;INDF;FEM;PL
spirituel	spirituală	spirituel	spiritual	ADJ;MASC;SG	ADJ;INDF;FEM;SG
spirituel	spiritual	spirituel	spiritual	ADJ;MASC;SG	ADJ;INDF;MASC;SG
spirituel	spirituala	spirituel	spiritual	ADJ;MASC;SG	ADJ;DEF;FEM;SG
priorité	prioritatea	priorité	prioritate	N;FEM;SG	N;DEF;FEM;SG
priorité	prioritate	priorité	prioritate	N;FEM;SG	N;INDF;FEM;SG
coéquipier	coechipier	coéquipier	coechipier	N;MASC;SG	N;INDF;MASC;SG
rivalité	rivalitatea	rivalité	rivalitate	N;FEM;SG	N;DEF;FEM;SG
rivalité	rivalitate	rivalité	rivalitate	N;FEM;SG	N;INDF;FEM;SG
problématique	problematică	problématique	problematic	ADJ;FEM;SG	ADJ;INDF;FEM;SG
danseuse	dansator	danseur	dansator	N;FEM;SG	N;INDF;MASC;SG
conforme	conformă	conforme	conform	ADJ;MASC;SG	ADJ;INDF;FEM;SG
earth	earth	earth	earth	N;MASC;SG	N
earth	pămînt	earth	pămînt	N;MASC;SG	N;INDF;MASC;SG
earth	pământul	earth	pământ	N;MASC;SG	N;DEF;MASC;SG
earth	pământ	earth	pământ	N;MASC;SG	N;INDF;MASC;SG
violent	violent	violent	violent	ADJ;MASC;SG	ADJ;INDF;MASC;SG
violent	violentă	violent	violentă	ADJ;MASC;SG	ADJ;INDF;FEM;SG
démon	daemon	démon	daemon	N;MASC;SG	N;INDF;MASC;SG
démon	demon	démon	demon	N;MASC;SG	N;INDF;MASC;SG
démon	devil	démon	devil	N;MASC;SG	N;INDF;MASC;SG
démon	diavolul	démon	diavol	N;MASC;SG	N;DEF;MASC;SG
démon	diavol	démon	diavol	N;MASC;SG	N;INDF;MASC;SG
démon	drac	démon	drac	N;MASC;SG	N;INDF;MASC;SG
démon	demonul	démon	demon	N;MASC;SG	N;DEF;MASC;SG
démon	demon	démon	demon	N;MASC;SG	N;INDF;MASC;SG
constructeurs	constructori	constructeur	constructor	N;MASC;PL	N;INDF;MASC;PL
constructeurs	constructorii	constructeur	constructor	N;MASC;PL	N;DEF;MASC;PL
constructeurs	producători	constructeur	producător	N;MASC;PL	N;INDF;MASC;PL
constructeurs	producătorii	constructeur	producător	N;MASC;PL	N;DEF;MASC;PL
arcades	arcade	arcade	arcade	N;FEM;PL	N;INDF;FEM;PL
arcades	arcade	arcade	arcade	N;FEM;PL	N;INDF;FEM;PL
sourire	zâmbet	sourire	zâmbet	N;MASC;SG	N;INDF;MASC;SG
carrés	pătrate	carré	pătrat	N;MASC;PL	N;INDF;FEM;PL
sommeil	somn	sommeil	somn	N;MASC;SG	N;INDF;MASC;SG
digne	demn	digne	demn	ADJ;MASC;SG	ADJ;INDF;MASC;SG
digne	demnă	digne	demn	ADJ;MASC;SG	ADJ;INDF;FEM;SG
digne	demn	digne	demn	ADJ;MASC;SG	ADJ;INDF;MASC;SG
digne	vrednic	digne	vrednic	ADJ;MASC;SG	ADJ;INDF;MASC;SG
chirurgien	chirurg	chirurgien	chirurg	N;MASC;SG	N;INDF;MASC;SG
chirurgien	chirurgul	chirurgien	chirurg	N;MASC;SG	N;DEF;MASC;SG
défi	provocare	défi	provocare	N;MASC;SG	N;INDF;FEM;SG
défi	provocarea	défi	provocare	N;MASC;SG	N;DEF;FEM;SG
rite	rit	rite	rit	N;MASC;SG	N;INDF;MASC;SG
rite	ritual	rite	ritual	N;MASC;SG	N;INDF;MASC;SG
consulat	consulatul	consulat	consulat	N;MASC;SG	N;DEF;MASC;SG
consulat	consulat	consulat	consula	N;MASC;SG	N;INDF;MASC;SG
indigènes	indigene	indigène	indigen	ADJ;MASC;PL	ADJ;INDF;FEM;PL
indigènes	native	indigène	nativ	ADJ;MASC;PL	ADJ;INDF;FEM;PL
magnifique	frumoasă	magnifique	frumos	ADJ;MASC;SG	ADJ;INDF;FEM;SG
magnifique	frumos	magnifique	frumos	ADJ;MASC;SG	ADJ;INDF;MASC;SG
magnifique	frumoasa	magnifique	frumos	ADJ;MASC;SG	ADJ;DEF;FEM;SG
magnifique	magnific	magnifique	magnific	ADJ;MASC;SG	ADJ;INDF;MASC;SG
magnifique	magnifica	magnifique	magnifica	ADJ;MASC;SG	ADJ;DEF;FEM;SG
magnifique	magnifică	magnifique	magnifica	ADJ;MASC;SG	ADJ;INDF;FEM;SG
magnifique	uluitoare	magnifique	uluitor	ADJ;MASC;SG	ADJ;INDF;FEM
magnifique	uimitoare	magnifique	uimitor	ADJ;MASC;SG	ADJ;INDF;FEM
magnifique	uluitor	magnifique	uluitor	ADJ;MASC;SG	ADJ;INDF;MASC;SG
magnifique	superb	magnifique	superb	ADJ;MASC;SG	ADJ;INDF;MASC;SG
magnifique	superbă	magnifique	superb	ADJ;MASC;SG	ADJ;INDF;FEM;SG
chances	șanse	chance	șansă	N;FEM;PL	N;INDF;FEM;PL
chances	cote	chance	cotă	N;FEM;PL	N;INDF;FEM;PL
hôpitaux	spitale	hôpital	spital	N;MASC;PL	N;INDF;FEM;PL
hôpitaux	spitalele	hôpital	spital	N;MASC;PL	N;DEF;FEM;PL
divinité	zeitate	divinité	zeitate	N;FEM;SG	N;INDF;FEM;SG
divinité	divinitate	divinité	divinitate	N;FEM;SG	N;INDF;FEM;SG
divinité	divinitatea	divinité	divinitate	N;FEM;SG	N;DEF;FEM;SG
divinité	divinitate	divinité	divinitate	N;FEM;SG	N;INDF;FEM;SG
ukrainien	ucrainean	ukrainien	ucrainean	ADJ;MASC;SG	ADJ;INDF;MASC;SG
ukrainien	ucraineană	ukrainien	ucrainean	ADJ;MASC;SG	ADJ;INDF;FEM;SG
afro	afro	afro	afro	N;MASC;SG	N;INDF;MASC;SG
tigers	tigrii	tiger	tigru	N;MASC;PL	N;DEF;MASC;PL
tigers	tigri	tiger	tigru	N;MASC;PL	N;INDF;MASC;PL
démontrer	demonstra	démontrer	demonstra	V;NFIN	V;IND;SG;3;IPFV;FIN
démontrer	demonstrează	démontrer	demonstra	V;NFIN	V;IND;3;PRS;FIN
démontrer	demonstreaza	démontrer	demonstreaza	V;NFIN	V;IND;SG;3;IPFV;FIN
démontrer	demonstrând	démontrer	demonstra	V;NFIN	V;V.MSDR
intellectuels	intelectuali	intellectuel	intelectual	N;MASC;PL	N;INDF;MASC;PL
intellectuels	intelectuali	intellectuel	intelectual	N;MASC;PL	N;INDF;MASC;PL
périodique	periodică	périodique	periodic	ADJ;MASC;SG	ADJ;INDF;FEM;SG
entente	antantei	entente	antantă	N;FEM;SG	N;DEF;FEM;SG
entente	cartelul	entente	cartel	N;FEM;SG	N;DEF;MASC;SG
entente	cartel	entente	cartel	N;FEM;SG	N;INDF;MASC;SG
trilogie	trilogia	trilogie	trilogie	N;FEM;SG	N;DEF;FEM;SG
précieux	prețios	précieux	prețios	ADJ;MASC;SG	ADJ;INDF;MASC;SG
précieux	pretios	précieux	pretios	ADJ;MASC;SG	ADJ;INDF;MASC;SG
précieux	valoroasa	précieux	valoros	ADJ;MASC;SG	ADJ;DEF;FEM;SG
