and	oraz	and	oraz	CONJ	CONJ
walking	chodzenie	walking	chodzenie	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
walking	spaceru	walking	spacer	N;SG	N;GEN;MASC;SG
walking	spacer	walking	spacer	N;SG	N;ACC;MASC;SG
voters	wyborcy	voter	wyborca	N;PL	N;NOM;MASC;PL
voters	wyborców	voter	wyborca	N;PL	N;ACC;MASC;PL
rifle	karabin	rifle	karabin	N;SG	N;NOM;MASC;SG
rifle	strzelba	rifle	strzelba	N;SG	N;NOM;FEM;SG
component	element	component	element	N;SG	N;NOM;MASC;SG
component	komponent	component	komponent	N;SG	N;NOM;MASC;SG
component	składnik	component	składnik	N;SG	N;NOM;MASC;SG
civilian	cywilne	civilian	cywilny	ADJ	ADJ;NOM;NEUT;SG
civilian	cywilny	civilian	cywilny	ADJ	ADJ;NOM;MASC;SG
civilian	cywilnej	civilian	cywilny	ADJ	ADJ;GEN;FEM;SG
partial	częściowa	partial	częściowy	ADJ	ADJ;NOM;FEM;SG
partial	częściowy	partial	częściowy	ADJ	ADJ;NOM;MASC;SG
partial	częściowe	partial	częściowy	ADJ	ADJ;NOM;NEUT;SG
researchers	naukowcy	researcher	naukowiec	N;PL	N;NOM;MASC;PL
researchers	badacze	researcher	badacz	N;PL	N;NOM;MASC;PL
researchers	naukowców	researcher	naukowiec	N;PL	N;ACC;MASC;PL
partly	częściowo	partly	częściowo	ADV	ADV
photographer	fotografa	photographer	fotograf	N;SG	N;ACC;MASC;SG
photographer	fotograf	photographer	fotograf	N;SG	N;NOM;MASC;SG
photographer	fotografem	photographer	fotograf	N;SG	N;INS;MASC;SG
clock	zegar	clock	zegar	N;SG	N;NOM;MASC;SG
holiday	święto	holiday	święto	N;SG	N;NOM;NEUT;SG
distinction	rozróżnienie	distinction	rozróżnienie	N;SG	N;NOM;NEUT;SG
distinction	wyróżnienie	distinction	wyróżnienie	N;SG	N;NOM;NEUT;SG
artwork	grafika	artwork	grafika	N;SG	N;NOM;FEM;SG
makeup	makijażu	makeup	makijaż	N;SG	N;GEN;MASC;SG
makeup	makijaż	makeup	makijaż	N;SG	N;NOM;MASC;SG
font	czcionka	font	czcionka	N;SG	N;NOM;FEM;SG
farmers	rolników	farmer	rolnik	N;PL	N;ACC;MASC;PL
farmers	farmerzy	farmer	farmer	N;PL	N;NOM;MASC;PL
farmers	rolnicy	farmer	rolnik	N;PL	N;NOM;MASC;PL
occasions	okazje	occasion	okazjy	N;PL	N;NOM;FEM;PL
photograph	fotografia	photograph	fotografia	N;SG	N;NOM;FEM;SG
photograph	zdjęcie	photograph	zdjęcie	N;SG	N;NOM;NEUT;SG
produces	wytwarza	produce	wytwarzać	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
produces	produkuje	produce	produkować	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
options	opcje	option	opcja	N;PL	N;NOM;MASC;PL
procedure	postępowanie	procedure	postępowanie	N;SG	N;NOM;NEUT;SG
procedure	procedura	procedure	procedur	N;SG	N;NOM;FEM;SG
transition	przemiana	transition	przemiać	N;SG	N;NOM;FEM;SG
transition	przejście	transition	przejście	N;SG	N;NOM;NEUT;SG
legacy	dziedzictwo	legacy	dziedzictwo	N;SG	N;NOM;NEUT;SG
relationships	związki	relationship	związek	N;PL	N;NOM;MASC;PL
relationships	relacje	relationship	relacja	N;PL	N;NOM;FEM;PL
libraries	bibliotek	library	bibliotek	N;PL	N;GEN;FEM;PL
speakers	głośniki	speaker	głośnik	N;PL	N;NOM;MASC;PL
grades	stopnie	grade	stopień	N;PL	N;NOM;MASC;PL
administrators	administratorów	administrator	administrator	N;PL	N;ACC;MASC;PL
administrators	administratorzy	administrator	administrator	N;PL	N;NOM;MASC;PL
signing	podpisania	signing	podpisać	N;SG	N;PFV;GEN;NEUT;SG;POS;V.MSDR
signing	podpisanie	signing	podpisać	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
citizen	obywatela	citizen	obywatela	N;SG	N;ACC;MASC;SG
citizen	obywatel	citizen	obywatel	N;SG	N;NOM;MASC;SG
dogs	psy	dog	pies	N;PL	N;NOM;MASC;PL
dogs	psów	dog	pies	N;PL	N;GEN;MASC;PL
dogs	pieski	dog	piesek	N;PL	N;NOM;MASC;PL
believes	wierzy	believe	wierzyć	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
annually	rocznie	annually	rocznie	ADV	ADV
annually	corocznie	annually	corocznie	ADV	ADV
intersection	skrzyżowania	intersection	skrzyżowanie	N;SG	N;NOM;NEUT;SG
intersection	skrzyżowaniu	intersection	skrzyżowanie	N;SG	N;DAT;NEUT;SG
intersection	skrzyżowanie	intersection	skrzyżowanie	N;SG	N;NOM;NEUT;SG
discussing	omawiamy	discuss	omawiać	V;V.MSDR	V;IPFV;IND;PL;1;PRS;FIN;ACT
discussing	dyskutujemy	discuss	dyskutować	V;V.MSDR	V;IPFV;IND;PL;1;PRS;FIN;ACT
reveals	ujawnia	reveal	ujawniać	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
reveals	odkrywa	reveal	odkrywać	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
beam	wiązka	beam	wiązka	N;SG	N;NOM;FEM;SG
beam	promień	beam	promień	N;SG	N;NOM;MASC;SG
nickname	przezwisko	nickname	przezwisko	N;SG	N;NOM;NEUT;SG
nickname	pseudonim	nickname	pseudonić	N;SG	N;NOM;MASC;SG
ruling	orzeczenie	ruling	orzeczenie	N;SG	N;NOM;NEUT;SG
ultimate	ostateczna	ultimate	ostateczny	ADJ	ADJ;NOM;FEM;SG
ultimate	ostateczne	ultimate	ostateczny	ADJ	ADJ;NOM;NEUT;SG
ultimate	ostateczny	ultimate	ostateczny	ADJ	ADJ;NOM;MASC;SG
download	pobrać	download	pobrać	V;IMP;FIN	V;PFV;NFIN;ACT
download	pobierz	download	pobrać	V;IMP;FIN	V;PFV;IMP;SG;2;FIN;ACT
appointment	mianowanie	appointment	mianować	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
appointment	spotkanie	appointment	spotkanie	N;SG	N;NOM;NEUT;SG
ballet	baletu	ballet	balet	N;SG	N;GEN;MASC;SG
ballet	balet	ballet	balet	N;SG	N;NOM;MASC;SG
anywhere	gdziekolwiek	anywhere	gdziekolwiek	ADV	ADV
sand	piasek	sand	piasek	N;SG	N;NOM;MASC;SG
sand	piasku	sand	piasek	N;SG	N;GEN;MASC;SG
angle	kąt	angle	kąt	N;SG	N;NOM;MASC;SG
angle	kąta	angle	kąta	N;SG	N;GEN;MASC;SG
sessions	sesje	session	sesja	N;PL	N;NOM;FEM;PL
recreation	wypoczynek	recreation	wypoczynek	N;SG	N;ACC;FEM;SG
recreation	odpoczynek	recreation	odpoczynek	N;SG	N;ACC;MASC;SG
recreation	rekreacji	recreation	rekreacja	N;SG	N;GEN;FEM;SG
wearing	noszenia	wear	nosienie	N;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
wearing	noszenie	wear	nosić	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
accessible	dostępny	accessible	dostępny	ADJ	ADJ;NOM;MASC;SG
accessible	dostępna	accessible	dostępny	ADJ	ADJ;NOM;FEM;SG
accessible	dostępne	accessible	dostępny	ADJ	ADJ;NOM;NEUT;SG
thread	wątek	thread	wątek	N;SG	N;ACC;MASC;SG
thread	wątku	thread	wątek	N;SG	N;GEN;MASC;SG
disruptive	destrukcyjny	disruptive	destrukcyjny	ADJ	ADJ;NOM;MASC;SG
spend	wydać	spend	wydać	V;IMP;FIN	V;PFV;NFIN;ACT
spend	wydawać	spend	wydawać	V;IMP;FIN	V;IPFV;NFIN;ACT
spend	spędzić	spend	spędzić	V;IMP;FIN	V;PFV;NFIN;ACT
arrest	areszt	arrest	areszt	N;SG	N;NOM;MASC;SG
arrest	aresztowanie	arrest	aresztowanie	N;SG	N;NOM;NEUT;SG
choir	chór	choir	chór	N;SG	N;NOM;MASC;SG
trials	procesy	trial	proces	N;PL	N;NOM;MASC;PL
injuries	obrażenia	injury	obrażenie	N;PL	N;NOM;NEUT;PL
rounds	rundy	round	rund	N;PL	N;ACC;FEM;PL
competitive	konkurencyjna	competitive	konkurencyjny	ADJ	ADJ;NOM;FEM;SG
competitive	konkurencyjne	competitive	konkurencyjny	ADJ	ADJ;NOM;NEUT;SG
competitive	konkurencyjny	competitive	konkurencyjny	ADJ	ADJ;NOM;MASC;SG
competitive	konkurencyjnych	competitive	konkurcyjnyjny	ADJ	ADJ;GEN;MASC;PL
opportunities	okazje	opportunity	okazjy	N;PL	N;NOM;FEM;PL
meetings	spotkania	meeting	spotkanie	N;PL	N;NOM;NEUT;PL
meetings	spotkań	meeting	spotkanie	N;PL	N;GEN;NEUT;PL
commented	skomentował	comment	skomentować	V;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
commented	skomentowała	comment	skomentować	V;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN;ACT
woods	lasy	wood	las	N;PL	N;NOM;MASC;PL
exercise	ćwiczenie	exercise	ćwiczyć	N;SG	N;NOM;NEUT;SG
objective	cel	objective	cel	N;SG	N;NOM;MASC;SG
preferred	wolała	prefer	woleć	V;PST;V.PTCP	V;IPFV;FEM;IND;SG;PST;FIN;ACT
preferred	wolał	prefer	woleć	V;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
robot	robocie	robot	robota	N;SG	N;DAT;FEM;SG
segment	segmentu	segment	segment	N;SG	N;GEN;MASC;SG
segment	odcinek	segment	odcinek	N;SG	N;NOM;MASC;SG
segment	segment	segment	segment	N;SG	N;NOM;MASC;SG
dancing	taniec	dancing	taniec	N;SG	N;NOM;MASC;SG
eagles	orły	eagle	orzeł	N;PL	N;NOM;MASC;PL
demonstrated	wykazano	demonstrate	wykazać	V;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
tribute	hołd	tribute	hołd	N;SG	N;NOM;MASC;SG
continuous	ciągłego	continuous	ciągły	ADJ	ADJ;ACC;MASC;SG
encourage	zachęcić	encourage	zachęcić	V;IMP;FIN	V;PFV;NFIN;ACT
spider	pająk	spider	pająk	N;SG	N;NOM;MASC;SG
acted	działał	act	działać	V;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
acted	działała	act	działać	V;PST;V.PTCP	V;IPFV;FEM;IND;SG;PST;FIN;ACT
convinced	przekonany	convinced	przekonany	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
heroes	bohaterami	heroes	bohater	N;PL	N;INS;MASC;PL
heroes	bohaterów	heroes	bohater	N;PL	N;ACC;MASC;PL
heroes	bohaterowie	heroes	bohater	N;PL	N;NOM;MASC;PL
rocks	skały	rock	skała	N;PL	N;ACC;FEM;PL
rocks	kamienie	rock	kamień	N;PL	N;NOM;MASC;PL
bed	łoże	bed	łoże	N;SG	N;NOM;NEUT;SG
bed	łóżka	bed	łóżko	N;SG	N;NOM;NEUT;SG
bed	łóżko	bed	łóżko	N;SG	N;NOM;NEUT;SG
bed	łóżku	bed	łóżko	N;SG	N;DAT;NEUT;SG
participating	uczestniczące	participate	uczestnicząć	N;SG	N;NOM;MASC;SG
participating	uczestnictwo	participate	uczestnictwo	N;SG	N;NOM;NEUT;SG
cooperation	współpracę	cooperation	współpraca	N;SG	N;ACC;FEM;SG
cooperation	współpraca	cooperation	współpracać	N;SG	N;NOM;FEM;SG
obtain	uzyskiwać	obtain	uzyskiwać	V;IMP;FIN	V;IPFV;NFIN;ACT
obtain	uzyskać	obtain	uzyskać	V;IMP;FIN	V;PFV;NFIN;ACT
protest	protest	protest	protest	N;SG	N;NOM;MASC;SG
protest	protestu	protest	protest	N;SG	N;GEN;MASC;SG
hunting	polowania	hunt	polowanie	N;SG	N;NOM;NEUT;SG
hunting	polowanie	hunt	polować	N;SG	N;NOM;NEUT;SG
conversion	przekształcenie	conversion	przekształcenie	N;SG	N;NOM;NEUT;SG
conversion	przemiana	conversion	przemiać	N;SG	N;NOM;FEM;SG
stress	stres	stress	stres	N;SG	N;NOM;MASC;SG
stress	stresu	stress	stres	N;SG	N;GEN;MASC;SG
manufacturers	wytwórców	manufacturer	wytwórca	N;PL	N;GEN;MASC;PL
manufacturers	producentów	manufacturer	producent	N;PL	N;ACC;MASC;PL
manufacturers	producenci	manufacturer	producent	N;PL	N;NOM;MASC;PL
traditionally	tradycyjnie	traditionally	tradycyjnie	ADV	ADV
tiger	tygrys	tiger	tygrys	N;SG	N;NOM;MASC;SG
totally	totalnie	totally	totalnie	ADV	ADV
totally	całkowicie	totally	całkowicie	ADV	ADV
concentration	stężenia	concentration	stężyć	N;SG	N;NOM;NEUT;SG
concentration	koncentracja	concentration	koncentracja	N;SG	N;NOM;FEM;SG
concentration	stężenie	concentration	stężyć	N;SG	N;NOM;NEUT;SG
sing	śpiewaj	sing	śpiewać	V;IMP;FIN	V;IPFV;IMP;SG;2;FIN;ACT
rocket	rakietę	rocket	rakieta	N;SG	N;ACC;FEM;SG
rocket	rakieta	rocket	rakieta	N;SG	N;NOM;FEM;SG
electricity	elektryczność	electricity	elektryczność	N;SG	N;NOM;FEM;SG
shadow	cieniu	shadow	cień	N;SG	N;GEN;MASC;SG
shadow	cienia	shadow	cień	N;SG	N;GEN;MASC;SG
boxing	boksie	box	boks	N;SG	N;DAT;MASC;SG
boxing	boks	box	boks	N;SG	N;NOM;MASC;SG
senators	senatorów	senator	senator	N;PL	N;ACC;MASC;PL
machines	maszyny	machine	maszyna	N;PL	N;ACC;FEM;PL
saved	zapisano	save	zapisać	V;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
saved	uratował	save	uratować	V;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
calendar	terminarz	calendar	terminarz	N;SG	N;NOM;MASC;SG
calendar	kalendarz	calendar	kalendarz	N;SG	N;NOM;MASC;SG
calendar	kalendarza	calendar	kalendarz	N;SG	N;GEN;MASC;SG
noble	szlachetnych	noble	szlachetny	ADJ	ADJ;GEN;MASC;PL
noble	szlachetne	noble	szlachetny	ADJ	ADJ;NOM;NEUT;SG
noble	szlachetna	noble	szlachetny	ADJ	ADJ;NOM;FEM;SG
noble	szlachetny	noble	szlachetny	ADJ	ADJ;NOM;MASC;SG
affair	romans	affair	romans	N;SG	N;NOM;MASC;SG
affair	afera	affair	afera	N;SG	N;NOM;FEM;SG
responded	odpowiedział	respond	odpowiedzieć	V;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
responded	odpowiedziało	respond	odpowiedzieć	V;PST;V.PTCP	V;PFV;NEUT;IND;SG;PST;FIN;ACT
shares	akcje	share	akcja	N;PL	N;NOM;FEM;PL
shares	udziały	share	udział	N;PL	N;NOM;MASC;PL
manufacturer	wytwórca	manufacturer	wytwórcać	N;SG	N;NOM;MASC;SG
implementation	realizacji	implementation	realizacja	N;SG	N;GEN;FEM;SG
implementation	realizacja	implementation	realizacja	N;SG	N;NOM;FEM;SG
implementation	wdrożenie	implementation	wdrożyć	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
implementation	wykonanie	implementation	wykonać	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
implementation	wdrażanie	implementation	wdrażać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
truck	ciężarówkę	truck	ciężarówka	N;SG	N;ACC;FEM;SG
truck	ciężarówka	truck	ciężarówka	N;SG	N;NOM;FEM;SG
item	przedmiot	item	przedmiot	N;SG	N;NOM;MASC;SG
item	pozycja	item	pozycja	N;SG	N;NOM;FEM;SG
item	element	item	element	N;SG	N;NOM;MASC;SG
load	obciążenie	load	obciążyć	N;SG	N;NOM;NEUT;SG
load	ładunek	load	ładunek	N;SG	N;ACC;MASC;SG
customers	klienci	customer	klient	N;PL	N;NOM;MASC;PL
customers	klientów	customer	klient	N;PL	N;ACC;MASC;PL
adds	dodaje	add	dodawać	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
cap	czapka	cap	czapki	N;SG	N;NOM;FEM;SG
prefer	wolę	prefer	woleć	V;IND;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
lie	kłamać	lie	kłamać	V;IMP;FIN	V;IPFV;NFIN;ACT
throne	tronu	throne	tron	N;SG	N;GEN;MASC;SG
throne	tron	throne	tron	N;SG	N;NOM;MASC;SG
throne	tronie	throne	trona	N;SG	N;DAT;MASC;SG
lion	lwa	lion	lwa	N;SG	N;ACC;MASC;SG
lion	lew	lion	lew	N;SG	N;NOM;MASC;SG
manor	dwór	manor	dwór	N;SG	N;NOM;MASC;SG
promoting	promowanie	promote	promować	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
saudi	saudyjskiej	saudi	saudyjski	ADJ	ADJ;GEN;FEM;SG
serial	serial	serial	serial	N;SG	N;NOM;MASC;SG
grandfather	dziadku	grandfather	dziadek	N;SG	N;VOC;MASC;SG
grandfather	dziadek	grandfather	dziadek	N;SG	N;NOM;MASC;SG
concerts	koncerty	concert	koncert	N;PL	N;NOM;MASC;PL
uniform	jednolita	uniform	jednolit	ADJ	ADJ;NOM;FEM;SG
uniform	jednolity	uniform	jednolit	ADJ	ADJ;NOM;MASC;SG
chase	pościg	chase	pościg	N;SG	N;NOM;MASC;SG
computers	komputery	computer	komputer	N;PL	N;NOM;MASC;PL
computers	komputerów	computer	komputer	N;PL	N;GEN;MASC;PL
flower	kwiat	flower	kwiat	N;SG	N;NOM;MASC;SG
flower	kwiatek	flower	kwiatek	N;SG	N;NOM;MASC;SG
thai	tajski	thai	tajski	ADJ	ADJ;NOM;MASC;SG
disaster	katastrofy	disaster	katastrofa	N;SG	N;GEN;FEM;SG
disaster	katastrofa	disaster	katastrofa	N;SG	N;NOM;FEM;SG
disaster	klęska	disaster	klęski	N;SG	N;NOM;FEM;SG
survive	przetrwać	survive	przetrwać	V;IMP;FIN	V;PFV;NFIN;ACT
survive	przeżyć	survive	przeżyć	V;IMP;FIN	V;PFV;NFIN;ACT
clothing	odzież	clothing	odzież	N;SG	N;NOM;FEM;SG
clothing	ubranie	clothing	ubranie	N;SG	N;NOM;NEUT;SG
explains	wyjaśnia	explain	wyjaśniać	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
explains	tłumaczy	explain	tłumaczyć	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
publicly	publicznie	publicly	publicznie	ADV	ADV
meat	mięsa	meat	mięso	N;SG	N;GEN;NEUT;SG
meat	mięso	meat	mięso	N;SG	N;NOM;NEUT;SG
spam	spamu	spam	spać	N;SG	N;GEN;MASC;SG
telephone	telefon	telephone	telefon	N;SG	N;NOM;MASC;SG
moral	moralny	moral	moralny	ADJ	ADJ;NOM;MASC;SG
moral	moralne	moral	moralny	ADJ	ADJ;NOM;NEUT;SG
partially	częściowo	partially	częściowo	ADV	ADV
lawyers	prawnicy	lawyer	prawnica	N;PL	N;NOM;MASC;PL
lawyers	prawników	lawyer	prawnik	N;PL	N;ACC;MASC;PL
lawyers	adwokatów	lawyer	adwokat	N;PL	N;ACC;MASC;PL
lawyers	adwokaci	lawyer	adwokaty	N;PL	N;NOM;MASC;PL
interviews	wywiady	interview	wywiad	N;PL	N;NOM;MASC;PL
radar	radar	radar	radar	N;SG	N;NOM;MASC;SG
spending	wydawanie	spending	wydawać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
tea	herbatka	tea	herbatka	N;SG	N;NOM;FEM;SG
tea	herbata	tea	herbata	N;SG	N;NOM;FEM;SG
bright	jasny	bright	jasny	ADJ	ADJ;NOM;MASC;SG
improving	poprawa	improve	poprawa	V;V.MSDR	V;IPFV;IND;SG;PRS;FIN;ACT
heaven	niebo	heaven	niebo	N;SG	N;NOM;NEUT;SG
heaven	niebie	heaven	niebo	N;SG	N;DAT;NEUT;SG
athlete	lekkoatleta	athlete	lekkoatleta	N;SG	N;NOM;MASC;SG
athlete	sportowiec	athlete	sportowiec	N;SG	N;NOM;MASC;SG
aspect	aspekt	aspect	aspekt	N;SG	N;NOM;MASC;SG
answers	odpowiedzi	answer	odpowiedź	N;PL	N;ACC;FEM;PL
consumer	konsument	consumer	konsument	N;SG	N;NOM;MASC;SG
consumer	konsumenta	consumer	konsument	N;SG	N;ACC;MASC;SG
exclusive	ekskluzywne	exclusive	ekskluzywny	ADJ	ADJ;NOM;NEUT;SG
exclusive	ekskluzywny	exclusive	ekskluzywny	ADJ	ADJ;NOM;MASC;SG
exclusive	wyłączne	exclusive	wyłączny	ADJ	ADJ;NOM;NEUT;SG
allies	sojuszników	ally	sojusznik	N;PL	N;ACC;MASC;PL
allies	sojusznikami	ally	sojusznik	N;PL	N;INS;MASC;PL
reviewer	kontrolera	reviewer	kontroler	N;SG	N;ACC;MASC;SG
missile	pocisk	missile	pocisk	N;SG	N;NOM;MASC;SG
missile	rakieta	missile	rakieta	N;SG	N;NOM;FEM;SG
mechanism	mechanizm	mechanism	mechanizm	N;SG	N;NOM;MASC;SG
mechanism	mechanizmu	mechanism	mechanizm	N;SG	N;GEN;MASC;SG
withdrawn	wycofano	withdraw	wycofać	V;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
intention	intencją	intention	intencja	N;SG	N;INS;FEM;SG
casualties	ofiary	casualty	ofiara	N;PL	N;NOM;FEM;PL
establishing	ustanawianie	establish	ustanawiać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
diseases	choroby	disease	choroba	N;PL	N;ACC;FEM;PL
rhythm	rytm	rhythm	rytm	N;SG	N;NOM;MASC;SG
rhythm	rytmu	rhythm	rytm	N;SG	N;GEN;MASC;SG
poll	ankieta	poll	ankieta	N;SG	N;NOM;FEM;SG
poll	ankiety	poll	ankieta	N;SG	N;ACC;MASC;SG
poll	ankietę	poll	ankieta	N;SG	N;ACC;FEM;SG
deck	pokładzie	deck	pokład	N;SG	N;ACC;MASC;SG
deck	pokład	deck	pokład	N;SG	N;NOM;MASC;SG
lasted	trwało	last	trwać	V;PST;V.PTCP	V;IPFV;NEUT;IND;SG;PST;FIN;ACT
lasted	trwała	last	trwać	V;PST;V.PTCP	V;IPFV;FEM;IND;SG;PST;FIN;ACT
ranges	zakresy	range	zakres	N;PL	N;NOM;MASC;PL
ordinary	zwykły	ordinary	zwykły	ADJ	ADJ;NOM;MASC;SG
ordinary	zwyczajne	ordinary	zwyczajny	ADJ	ADJ;NOM;NEUT;SG
ordinary	zwykłych	ordinary	zwykły	ADJ	ADJ;GEN;MASC;PL
ordinary	zwykła	ordinary	zwykły	ADJ	ADJ;NOM;FEM;SG
ordinary	zwyczajny	ordinary	zwyczajny	ADJ	ADJ;NOM;MASC;SG
ordinary	zwykłe	ordinary	zwykły	ADJ	ADJ;NOM;NEUT;SG
insects	owadów	insect	owad	N;PL	N;GEN;MASC;PL
insects	owady	insect	owad	N;PL	N;NOM;MASC;PL
suffering	cierpienia	suffering	cierpienie	N;SG	N;NOM;NEUT;SG
suffering	cierpienie	suffering	cierpienie	N;SG	N;NOM;NEUT;SG
worship	kult	worship	kult	N;SG	N;NOM;MASC;SG
boundaries	granice	boundary	granica	N;PL	N;NOM;FEM;PL
boundaries	granic	boundary	granica	N;PL	N;GEN;FEM;PL
blind	ślepy	blind	ślepa	ADJ	ADJ;NOM;MASC;SG
blind	ślepa	blind	ślepa	ADJ	ADJ;NOM;FEM;SG
assuming	zakładając	assume	zakładać	V;V.MSDR	V;IPFV;PRS;V.CVB;ACT
assuming	przyjmując	assume	przyjmować	V;V.MSDR	V;IPFV;PRS;V.CVB;ACT
patterns	wzory	pattern	wzór	N;PL	N;NOM;MASC;PL
patterns	schematy	pattern	schemat	N;PL	N;ACC;MASC;PL
patterns	wzorce	pattern	wzorca	N;PL	N;NOM;FEM;PL
arrangement	układ	arrangement	układ	N;SG	N;NOM;MASC;SG
arrangement	porozumienie	arrangement	porozumienie	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
gradually	stopniowo	gradually	stopniowo	ADV	ADV
managing	zarządzanie	manage	zarządzać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
experiment	eksperyment	experiment	eksperyment	N;SG	N;ACC;MASC;SG
radical	radykalne	radical	radykalny	ADJ	ADJ;NOM;NEUT;SG
legs	nogi	leg	noga	N;PL	N;NOM;FEM;PL
opponent	przeciwnika	opponent	przeciwnik	N;SG	N;ACC;MASC;SG
opponent	przeciwnikiem	opponent	przeciwnik	N;SG	N;INS;MASC;SG
opponent	przeciwnik	opponent	przeciwnik	N;SG	N;NOM;MASC;SG
diameter	średnicy	diameter	średnica	N;SG	N;GEN;FEM;SG
diameter	średnica	diameter	średnica	N;SG	N;NOM;FEM;SG
supplies	zapasy	supplies	zapas	N;PL	N;NOM;MASC;PL
pitch	rzut	pitch	rzut	N;SG	N;NOM;MASC;SG
pitch	boisko	pitch	boisko	N;SG	N;NOM;NEUT;SG
utility	przydatność	utility	przydatność	N;SG	N;NOM;FEM;SG
opponents	przeciwnicy	opponent	przeciwnik	N;PL	N;NOM;MASC;PL
opponents	przeciwników	opponent	przeciwnik	N;PL	N;ACC;MASC;PL
regime	reżim	regime	reżić	N;SG	N;NOM;MASC;SG
genera	rodzaje	genera	rodzawać	N;PL	N;NOM;MASC;PL
genera	rodzajów	genera	rodzaj	N;PL	N;GEN;MASC;PL
diplomatic	dyplomatycznych	diplomatic	dyplomatyczny	ADJ	ADJ;GEN;MASC;PL
diplomatic	dyplomatyczne	diplomatic	dyplomatyczny	ADJ	ADJ;NOM;NEUT;SG
diplomatic	dyplomatyczny	diplomatic	dyplomatyczny	ADJ	ADJ;NOM;MASC;SG
diplomatic	dyplomatycznej	diplomatic	dyplomatyczny	ADJ	ADJ;GEN;FEM;SG
seal	pieczęć	seal	pieczęć	N;SG	N;NOM;FEM;SG
concepts	koncepcje	concept	koncepcja	N;PL	N;NOM;FEM;PL
concepts	pojęć	concept	pojęć	N;PL	N;GEN;NEUT;PL
sword	miecz	sword	miecz	N;SG	N;NOM;MASC;SG
pending	oczekiwanie	pend	oczekiwać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
virus	wirus	virus	wirus	N;SG	N;NOM;MASC;SG
populations	populacje	population	populacja	N;PL	N;NOM;FEM;PL
bull	byka	bull	byk	N;SG	N;ACC;MASC;SG
bull	byk	bull	byk	N;SG	N;NOM;MASC;SG
drummer	perkusista	drummer	perkusista	N;SG	N;NOM;MASC;SG
presents	przedstawia	present	przedstawiać	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
presents	prezentuje	present	prezentować	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
bias	uprzedzenia	bias	uprzedzić	N;SG	N;PFV;GEN;NEUT;SG;POS;V.MSDR
merger	fuzja	merger	fuzja	N;SG	N;NOM;FEM;SG
merger	połączenie	merger	połączenie	N;SG	N;NOM;NEUT;SG
merger	łączenie	merger	łączenie	N;SG	N;NOM;NEUT;SG
remote	pilot	remote	pilot	N;SG	N;NOM;MASC;SG
messages	komunikaty	message	komunikat	N;PL	N;NOM;MASC;PL
messages	wiadomości	message	wiadomość	N;PL	N;ACC;FEM;PL
rebellion	buntu	rebellion	bunt	N;SG	N;GEN;MASC;SG
rebellion	rebelii	rebellion	rebelia	N;SG	N;GEN;FEM;SG
rebellion	bunt	rebellion	bunt	N;SG	N;NOM;MASC;SG
