من	từ	مِن	từ	ADP	ADP
سيناريو	script	سِينَارِيُو	script	N;NOM;INDF;SG	N
القواعد	luật	قَاعِدَة	luật	N;NOM;DEF;PL	N
زعيم	sếp	زَعِيم	sếp	N;NOM;INDF;SG	N
زعيم	boss	زَعِيم	boss	N;NOM;INDF;SG	N
ضخمة	huge	ضَخم	huge	ADJ;NOM;INDF;FEM;SG	ADJ
مناسبة	dịp	مُنَاسَبَة	dịp	N;NOM;INDF;SG	N
تتطلب	đòi	تَطَلَّب	đòi	V;IPFV;MASC;IND;SG;2;FIN;ACT	V
بديل	alternative	بَدِيل	alternative	N;NOM;INDF;SG	N
انتهى	xong	اِنتَهَى	xong	V;PFV;MASC;SG;3;ACT	V
المعادن	khoáng	مَعدِن	khoáng	N;NOM;DEF;PL	N
الحشرات	rệp	حَشَرَة	rệp	N;NOM;DEF;PL	N
الحشرات	bọ	حَشَرَة	bọ	N;NOM;DEF;PL	N
الحشرات	lỗi	حَشَرَة	lỗi	N;NOM;DEF;PL	N
شؤون	affairs	شَأن	affairs	N;NOM;INDF;PL	N
منخفضة	thấp	مُنخَفِض	thấp	ADJ;NOM;INDF;FEM;SG	ADJ
مؤشر	pointer	مُؤَشِّر	pointer	N;NOM;INDF;SG	N
مؤشر	index	مُؤَشِّر	index	N;NOM;INDF;SG	N
المجر	hungary	مَجَر	hungary	N;NOM;DEF;SG	N
زاد	tăng	زَاد	tăng	V;PFV;MASC;SG;3;ACT	V
الريف	quê	رِيف	quê	N;NOM;DEF;SG	N
الغناء	hót	غِنَاء	hót	N;NOM;DEF;SG	N
رياضيات	toán	رياضيات	toán	N;NOM;INDF;PL	N
رياضيات	toán	رياضيات	toán	N;NOM;INDF;PL	N
رياضيات	toán	رياضيات	toán	N;NOM;INDF;PL	N
معامل	coefficient	مُعَامِل	coefficient	N;NOM;INDF;PL	N
تيار	suối	تَيَّار	suối	N;NOM;INDF;SG	N
النمط	mẫu	نَمَط	mẫu	N;NOM;DEF;SG	N
الوعي	consciousness	وَعي	consciousness	N;NOM;DEF;SG	N
الكشف	detection	كَشف	detection	N;NOM;DEF;SG	N
الكشف	khải	كَشف	khải	N;NOM;DEF;SG	N
الصخور	đá	صُخُور	đá	N;NOM;DEF;PL	N
الساحة	sân	سَاحَة	sân	N;NOM;DEF;SG	N
الجناح	wing	جَنَاح	wing	N;NOM;DEF;SG	N
الجناح	cánh	جَنَاح	cánh	N;NOM;DEF;SG	N
خيال	fiction	خيال	fiction	N;NOM;INDF;SG	N
الحوار	thoại	حِوَار	thoại	N;NOM;DEF;SG	N
الحوار	thoại	حِوَار	thoại	N;NOM;DEF;SG	N
السكر	đường	سُكَّر	đường	N;NOM;DEF;SG	N
هزيمة	đảnh	هَزِيمَة	đảnh	N;NOM;INDF;SG	N
نصوص	chữ	نَصّ	chữ	N;NOM;INDF;PL	N
عشرات	chục	عَشَرَة	chục	NUM;NOM;INDF;PL	NUM
الخرطوم	khartoum	خَرطُوم	khartoum	N;NOM;DEF;SG	N
دورا	dora	دَور	dora	N;ACC;INDF;SG	N
تذكر	nhớ	ذَكَر	nhớ	V;IPFV;MASC;IND;SG;3;FIN;ACT	V
الزمان	zaman	زَمَان	zaman	N;NOM;DEF;SG	N
الزمان	gian	زَمَان	gian	N;NOM;DEF;SG	N
الزمان	thời	زَمَان	thời	N;NOM;DEF;SG	N
الشيء	điều	شَيء	điều	N;NOM;DEF;SG	N
الشيء	thứ	شَيء	thứ	N;NOM;DEF;SG	N
المضرب	dơi	مِضرَب	dơi	N;NOM;DEF;SG	N
الصيد	săn	صَيد	săn	N;NOM;DEF;SG	N
نماذج	mẫu	نَمُوذَج	mẫu	N;NOM;INDF;PL	N
الطبقات	lớp	طَبَقَة	lớp	N;NOM;DEF;PL	N
القطب	pole	قُطب	pole	N;NOM;DEF;SG	N
القطب	cột	قُطب	cột	N;NOM;DEF;SG	N
ترى	xem	رَأَى	xem	V;IPFV;FEM;IND;SG;3;FIN;ACT	V
المناسبة	dịp	مُنَاسَبَة	dịp	N;NOM;DEF;SG	N
تصفح	cường	تَصَفُّح	cường	N;NOM;INDF;SG	N
الابن	trai	اِبن	trai	N;NOM;DEF;SG	N
الابن	nhi	اِبن	nhi	N;NOM;DEF;SG	N
الابن	son	اِبن	son	N;NOM;DEF;SG	N
كردستان	kurdistan	كُردِستَان	kurdistan	N;NOM;INDF;SG	N
اخر	khác	آخَر	khác	ADJ;NOM;INDF;MASC;SG	ADJ
الرباط	ren	رِبَاط	ren	N;NOM;DEF;SG	N
النسيج	dệt	نَسِيج	dệt	N;NOM;DEF;SG	N
النسيج	vải	نَسِيج	vải	N;NOM;DEF;SG	N
تدمير	điêu	تَدمِير	điêu	N;NOM;INDF;SG	N
الوزارة	tủ	وِزَارَة	tủ	N;NOM;DEF;SG	N
مطبخ	bếp	مَطبَخ	bếp	N;NOM;INDF;SG	N
حوار	thoại	حِوَار	thoại	N;NOM;INDF;SG	N
حوار	thoại	حِوَار	thoại	N;NOM;INDF;SG	N
فرد	hòa	فَرد	hòa	N;NOM;INDF;SG	N
ربط	link	رَبط	link	N;NOM;INDF;SG	N
نسخ	copy	نُسخَة	copy	N;NOM;INDF;SG	N
العظم	xương	عَظَم	xương	N;NOM;DEF;SG	N
مائة	trăm	مِائَة	trăm	NUM;NOM;INDF;SG	NUM
الزيتون	olive	زَيتُون	olive	N;NOM;DEF;SG	N
الزيتون	ôliu	زَيتُون	ôliu	N;NOM;DEF;SG	N
الزيتون	ôliu	زَيتُون	ôliu	N;NOM;DEF;SG	N
رياضي	athletic	رِيَاضِيّ	athletic	N;NOM;INDF;SG	N
نسب	pedigree	نَسَب	pedigree	V;PFV;MASC;SG;3;PASS	V
البوابة	cổng	بَوَّابَة	cổng	N;NOM;DEF;SG	N
البوابة	cổng	بَوَّابَة	cổng	N;NOM;DEF;SG	N
البوابة	cổng	بَوَّابَة	cổng	N;NOM;DEF;SG	N
البوابة	gateway	بَوَّابَة	gateway	N;NOM;DEF;SG	N
مدرب	hlv	مُدَرِّب	hlv	N;NOM;INDF;SG	N
مدرب	hlv	مُدَرِّب	hlv	N;NOM;INDF;SG	N
قول	tràng	قَول	tràng	N;NOM;INDF;SG	N
ضرب	phật	ضَرب	phật	N;NOM;INDF;SG	N
النوم	ngự	نَوم	ngự	N;NOM;DEF;SG	N
الروح	hồn	رُوح	hồn	N;NOM;DEF;SG	N
الروح	soul	رُوح	soul	N;NOM;DEF;SG	N
ذاكرة	ức	ذَاكِرَة	ức	N;NOM;INDF;SG	N
شبكات	mạng	شَبَكَة	mạng	N;NOM;INDF;PL	N
البقاء	survival	بَقَاء	survival	N;NOM;DEF;SG	N
البقاء	stay	بَقَاء	stay	N;NOM;DEF;SG	N
خلية	cell	خَلِيَّة	cell	N;NOM;INDF;SG	N
طرح	trừ	طَرَح	trừ	V;PFV;MASC;SG;3;ACT	V
طفل	bé	طِفل	bé	N;NOM;INDF;SG	N
طفل	con	طِفل	con	N;NOM;INDF;SG	N
الحركات	moves	حَرَكَة	moves	N;NOM;DEF;PL	N
طهران	tehran	طَهرَان	tehran	N;NOM;INDF;SG	N
الحرس	gác	حَرَس	gác	N;NOM;DEF;SG	N
الحرس	canh	حَرَس	canh	N;NOM;DEF;SG	N
حديد	sắt	حَدِيد	sắt	N;NOM;INDF;SG	N
كوم	kom	كوم	kom	N;NOM;INDF;SG	N
كوم	com	كوم	com	N;NOM;INDF;SG	N
الويب	web	وَيب	web	N;NOM;DEF;SG	N
حقل	trường	حقل	trường	N;NOM;INDF;SG	N
مرتبة	nệm	مَرتَبَة	nệm	N;NOM;INDF;SG	N
الملفات	tệp	مِلَفَّة	tệp	N;NOM;DEF;PL	N
ورقة	mẩu	وَرَقَة	mẩu	N;NOM;INDF;SG	N
ورقة	giấy	وَرَقَة	giấy	N;NOM;INDF;SG	N
ورقة	trát	وَرَقَة	trát	N;NOM;INDF;SG	N
ورقة	lá	وَرَقَة	lá	N;NOM;INDF;SG	N
الصف	hạng	صَفّ	hạng	N;NOM;DEF;SG	N
الصف	lớp	صَفّ	lớp	N;NOM;DEF;SG	N
اتصال	lạc	اِتِّصَال	lạc	N;NOM;INDF;SG	N
الانتقال	dốc	اِنتِقَال	dốc	N;NOM;DEF;SG	N
جملة	câu	جُملَة	câu	N;NOM;INDF;SG	N
المباريات	khớp	مُبَارَاة	khớp	N;NOM;DEF;PL	N
المباريات	diêm	مُبَارَاة	diêm	N;NOM;DEF;PL	N
المخابرات	pet	مُخَابَرَات	pet	N;NOM;DEF;PL	N
الروم	rum	رُومِيم	rum	N;NOM;DEF;SG	N
بنات	gái	بِنَة	gái	N;NOM;INDF;PL	N
تفاصيل	tiết	تَفصِيل	tiết	N;NOM;INDF;PL	N
الاتجاه	trend	اِتِّجَاه	trend	N;NOM;DEF;SG	N
الاتجاه	hướng	اِتِّجَاه	hướng	N;NOM;DEF;SG	N
الشهرة	fame	شُهرَة	fame	N;NOM;DEF;SG	N
شرطة	cảnh	شُرطَة	cảnh	N;NOM;INDF;SG	N
سحب	mây	سَحب	mây	N;NOM;INDF;SG	N
تعطي	cung	أَعطَى	cung	V;IPFV;MASC;IND;SG;3;FIN;ACT	V
السنين	năm	سَنَة	năm	N;NOM;DEF;PL	N
حارس	gác	حَارِس	gác	N;NOM;INDF;SG	N
حارس	canh	حَارِس	canh	N;NOM;INDF;SG	N
الرسائل	thư	رِسَالَة	thư	N;NOM;DEF;PL	N
الرسائل	chữ	رِسَالَة	chữ	N;NOM;DEF;PL	N
طائر	bird	طَائِر	bird	N;NOM;INDF;SG	N
طائر	chim	طَائِر	chim	N;NOM;INDF;SG	N
توجيه	hướng	تَوجِيه	hướng	N;NOM;INDF;SG	N
الوصف	tả	وَصف	tả	N;NOM;DEF;SG	N
القنوات	kênh	قَنَاة	kênh	N;NOM;DEF;PL	N
تمثال	tượng	تِمثَال	tượng	N;NOM;INDF;SG	N
الخشب	gỗ	خَشَب	gỗ	N;NOM;DEF;SG	N
الخشب	củi	خَشَب	củi	N;NOM;DEF;SG	N
مهندس	hoạ	مُهَندِس	hoạ	N;NOM;INDF;SG	N
خسر	mất	خَسِر	mất	V;PFV;MASC;SG;3;ACT	V
خسر	thua	خَسِر	thua	V;PFV;MASC;SG;3;ACT	V
البوسنة	bô	بُوسنَة	bô	N;NOM;DEF;SG	N
الصلب	thép	صُلب	thép	N;NOM;DEF;SG	N
الجسيمات	hạt	جَسِيم	hạt	N;NOM;DEF;PL	N
الجسيمات	hạt	جَسِيم	hạt	N;NOM;DEF;PL	N
صديق	bạn	صَدِيق	bạn	N;NOM;INDF;SG	N
صديق	hiền	صَدِيق	hiền	N;NOM;INDF;SG	N
قابل	meet	قَابَل	meet	ADJ;NOM;INDF;MASC;SG	ADJ
القطن	bông	قُطن	bông	N;NOM;DEF;SG	N
القطن	cotton	قُطن	cotton	N;NOM;DEF;SG	N
سيناء	sinai	سِينَاء	sinai	N;NOM;INDF;SG	N
قبرص	síp	قُبرُص	síp	N;NOM;INDF;SG	N
انتقال	dốc	اِنتِقَال	dốc	N;NOM;INDF;SG	N
جنيه	bảng	جُنَيه	bảng	N;NOM;INDF;SG	N
جنيه	lb	جُنَيه	lb	N;NOM;INDF;SG	N
جنيه	lb	جُنَيه	lb	N;NOM;INDF;SG	N
جنيه	kg	جُنَيه	kg	N;NOM;INDF;SG	N
تدفق	màng	تَدَفُّق	màng	N;NOM;INDF;SG	N
تدفق	flow	تَدَفُّق	flow	N;NOM;INDF;SG	N
المركبة	xe	مَركَبَة	xe	N;NOM;DEF;SG	N
الفرصة	hội	فُرصَة	hội	N;NOM;DEF;SG	N
السويس	suez	سُوَيس	suez	N;NOM;DEF;SG	N
بطاقة	bài	بِطَاقَة	bài	N;NOM;INDF;SG	N
بطاقة	thẻ	بِطَاقَة	thẻ	N;NOM;INDF;SG	N
بطاقة	card	بِطَاقَة	card	N;NOM;INDF;SG	N
الملف	tệp	مِلَفّ	tệp	N;NOM;DEF;SG	N
الملف	file	مِلَفّ	file	N;NOM;DEF;SG	N
اهتمام	vốn	اِهتِمَام	vốn	N;NOM;INDF;SG	N
اهتمام	lãi	اِهتِمَام	lãi	N;NOM;INDF;SG	N
الزعيم	sếp	زَعِيم	sếp	N;NOM;DEF;SG	N
الزعيم	sếp	زَعِيم	sếp	N;NOM;DEF;SG	N
الزعيم	boss	زَعِيم	boss	N;NOM;DEF;SG	N
بالفرنسية	pháp	بالفرنسية	pháp	N;NOM;DEF;SG	N
موجة	sóng	مَوجَة	sóng	N;NOM;INDF;SG	N
موجة	wave	مَوجَة	wave	N;NOM;INDF;SG	N
المتخصصة	chuyên	مُتَخَصِّص	chuyên	ADJ;NOM;DEF;FEM;SG	ADJ
مركبة	composite	مَركَبَة	composite	N;NOM;INDF;SG	N
مركبة	xe	مَركَبَة	xe	N;NOM;INDF;SG	N
سريع	mau	سَرِيع	mau	ADJ;NOM;INDF;MASC;SG	ADJ
سريع	nhanh	سَرِيع	nhanh	ADJ;NOM;INDF;MASC;SG	ADJ
سريع	mau	سَرِيع	mau	ADJ;NOM;INDF;MASC;SG	ADJ
سريع	nhanh	سَرِيع	nhanh	ADJ;NOM;INDF;MASC;SG	ADJ
قريب	gần	قَرِيب	gần	ADJ;NOM;INDF;MASC;SG	ADJ
صناديق	hộp	صُندُوق	hộp	N;NOM;INDF;PL	N
النور	châm	النور	châm	N;NOM;DEF;SG	N
النور	đèn	النور	đèn	N;NOM;DEF;SG	N
محور	pivot	مِحوَر	pivot	N;NOM;INDF;SG	N
محور	hub	مِحوَر	hub	N;NOM;INDF;SG	N
محور	trục	مِحوَر	trục	N;NOM;INDF;SG	N
الصومال	đặc	صُومَال	đặc	N;NOM;DEF;SG	N
الصومال	somalia	صُومَال	somalia	N;NOM;DEF;SG	N
الصومال	somali	صُومَال	somali	N;NOM;DEF;SG	N
المنازل	nhà	مَنزِل	nhà	N;NOM;DEF;PL	N
المنازل	nhà	مَنزِل	nhà	N;NOM;DEF;PL	N
طائفة	cult	طَائِفَة	cult	N;NOM;INDF;SG	N
الجماعات	nhóm	جَمَاعَة	nhóm	N;NOM;DEF;PL	N
الرابط	link	رَابِط	link	N;NOM;DEF;SG	N
الرؤية	vision	رُؤيَة	vision	N;NOM;DEF;SG	N
العادة	trù	عَادَة	trù	N;NOM;DEF;SG	N
الجهاد	jihad	جِهَاد	jihad	N;NOM;DEF;SG	N
الحروف	thư	حَرف	thư	N;NOM;DEF;PL	N
الحروف	chữ	حَرف	chữ	N;NOM;DEF;PL	N
شعبة	division	شُعبَة	division	N;NOM;INDF;SG	N
هزم	bại	هَزم	bại	V;PFV;MASC;SG;3;ACT	V
سيدة	đầm	سَيِّدَة	đầm	N;NOM;INDF;SG	N
سيدة	bà	سَيِّدَة	bà	N;NOM;INDF;SG	N
الفرس	mare	فُرسَة	mare	N;NOM;DEF;SG	N
القمة	nắp	قِمَّة	nắp	N;NOM;DEF;SG	N
القمة	đỉnh	قِمَّة	đỉnh	N;NOM;DEF;SG	N
القمة	summit	قِمَّة	summit	N;NOM;DEF;SG	N
القمة	peak	قِمَّة	peak	N;NOM;DEF;SG	N
الروابط	xích	رَابِطَة	xích	N;NOM;DEF;PL	N
انقلاب	coup	اِنقِلَاب	coup	N;NOM;INDF;SG	N
زيت	nhớt	زيت	nhớt	N;NOM;INDF;SG	N
زيت	dầu	زيت	dầu	N;NOM;INDF;SG	N
متخصصة	chuyên	مُتَخَصِّص	chuyên	ADJ;NOM;INDF;FEM;SG	ADJ
متخصصة	chuyên	مُتَخَصِّص	chuyên	ADJ;NOM;INDF;FEM;SG	ADJ
مواسم	mùa	مَوسِم	mùa	N;NOM;INDF;PL	N
الضرائب	thuế	ضَرِيبَة	thuế	N;NOM;DEF;PL	N
الضرائب	thuế	ضَرِيبَة	thuế	N;NOM;DEF;PL	N
الضرائب	thuế	ضَرِيبَة	thuế	N;NOM;DEF;PL	N
زوج	chồng	زَوج	chồng	N;NOM;INDF;SG	N
زوج	mun	زَوج	mun	N;NOM;INDF;SG	N
حادثة	nạn	حَادِث	nạn	N;NOM;INDF;SG	N
النحاس	đồng	نُحَاس	đồng	N;NOM;DEF;SG	N
دالة	hàm	دَالَة	hàm	N;NOM;INDF;SG	N
الثوار	phiến	ثَور	phiến	N;NOM;DEF;PL	N
المحطة	trạm	مَحَطَّة	trạm	N;NOM;DEF;SG	N
المحطة	ga	مَحَطَّة	ga	N;NOM;DEF;SG	N
المشرق	sáng	مَشرِق	sáng	N;NOM;DEF;SG	N
المشرق	orient	مَشرِق	orient	N;NOM;DEF;SG	N
ملفات	tệp	مِلَفَّة	tệp	N;NOM;INDF;PL	N
النواة	lõi	نَوَاة	lõi	N;NOM;DEF;SG	N
النواة	hạt	نَوَاة	hạt	N;NOM;DEF;SG	N
شريط	băng	شَرِيط	băng	N;NOM;INDF;SG	N
شريط	ribbon	شَرِيط	ribbon	N;NOM;INDF;SG	N
العائلات	gia	عَائِلَة	gia	N;NOM;DEF;PL	N
الاعتراف	confession	اِعتِرَاف	confession	N;NOM;DEF;SG	N
عائلات	gia	عَائِلَة	gia	N;NOM;INDF;PL	N
لسان	lưỡi	لِسَان	lưỡi	N;NOM;INDF;SG	N
لسان	thẻ	لِسَان	thẻ	N;NOM;INDF;SG	N
لسان	tab	لِسَان	tab	N;NOM;INDF;SG	N
المعلم	thầy	مُعلِم	thầy	N;NOM;DEF;SG	N
المعلم	thầy	مُعلِم	thầy	N;NOM;DEF;SG	N
الجسر	cầu	جِسر	cầu	N;NOM;DEF;SG	N
الفتاة	girl	فَتَاة	girl	N;NOM;DEF;SG	N
الفتاة	gái	فَتَاة	gái	N;NOM;DEF;SG	N
دقائق	phút	دَقِيقَة	phút	N;NOM;INDF;PL	N
الشبكات	mạng	شَبَكَة	mạng	N;NOM;DEF;PL	N
المخدرات	vải	مُخَدِّر	vải	N;NOM;DEF;PL	N
البرج	tháp	بُرج	tháp	N;NOM;DEF;SG	N
الوظيفة	hàm	وَظِيفَة	hàm	N;NOM;DEF;SG	N
الوظيفة	nghề	وَظِيفَة	nghề	N;NOM;DEF;SG	N
الوظيفة	việc	وَظِيفَة	việc	N;NOM;DEF;SG	N
الرئة	phổi	رِئَة	phổi	N;NOM;DEF;SG	N
الرئة	lung	رِئَة	lung	N;NOM;DEF;SG	N
الصلبة	đặc	صَلبَة	đặc	N;NOM;DEF;SG	N
البروتين	protein	بُرُوت	protein	N;NOM;DEF;DU	N
رحلات	trips	رِحلَة	trips	N;NOM;INDF;PL	N
قصائد	thơ	قَصِيدَة	thơ	N;NOM;INDF;PL	N
دعا	mời	دَعَا	mời	V;PFV;MASC;SG;3;ACT	V
الذرة	ngô	ذُرَة	ngô	N;NOM;DEF;SG	N
الذرة	bắp	ذُرَة	bắp	N;NOM;DEF;SG	N
الذرة	lúa	ذُرَة	lúa	N;NOM;DEF;SG	N
الذرة	nguyên	ذُرَة	nguyên	N;NOM;DEF;SG	N
صاروخ	rocket	صَارُوخ	rocket	N;NOM;INDF;SG	N
التحول	shift	تَحَوُّل	shift	N;NOM;DEF;SG	N
التحول	ca	تَحَوُّل	ca	N;NOM;DEF;SG	N
يدرس	học	دَرَس	học	V;IPFV;MASC;IND;SG;3;FIN;ACT	V
حادث	nạn	حَادِث	nạn	N;NOM;INDF;SG	N
الذكر	buồng	ذِكر	buồng	N;NOM;DEF;SG	N
الذكر	đực	ذِكر	đực	N;NOM;DEF;SG	N
الذكر	nam	ذِكر	nam	N;NOM;DEF;SG	N
سعر	giá	سِعر	giá	N;NOM;INDF;SG	N
عشيرة	clan	عشيرة	clan	N;NOM;INDF;SG	N
عشيرة	tộc	عشيرة	tộc	N;NOM;INDF;SG	N
شاطئ	biển	شَاطِئ	biển	N;NOM;INDF;SG	N
شاطئ	beach	شَاطِئ	beach	N;NOM;INDF;SG	N
قبر	mộ	قَبر	mộ	N;NOM;INDF;SG	N
قبر	tomb	قَبر	tomb	N;NOM;INDF;SG	N
قبر	mộ	قَبر	mộ	N;NOM;INDF;SG	N
قبر	mồ	قَبر	mồ	N;NOM;INDF;SG	N
الروس	nga	رُوسِيّ	nga	N;NOM;DEF;PL	N
غلاف	che	غِلَاف	che	N;NOM;INDF;SG	N
لحم	thịt	لَحم	thịt	N;NOM;INDF;SG	N
الان	giờ	آن	giờ	N;ACC;DEF;SG	N
الحادث	nạn	حَادِث	nạn	N;NOM;DEF;SG	N
المعبد	đền	مَعبَد	đền	N;NOM;DEF;SG	N
المعبد	chùa	مَعبَد	chùa	N;NOM;DEF;SG	N
فلسطيني	palestin	فِلَسطِينِيّ	palestin	N;NOM;INDF;SG	N
المنيا	minya	أَلمَنِيّ	minya	N;NOM;DEF;SG	N
المماليك	mamluks	مَملُوك	mamluks	N;NOM;DEF;PL	N
الغرفة	phòng	غُرفَة	phòng	N;NOM;DEF;SG	N
الفرع	phần	فَرع	phần	N;NOM;DEF;SG	N
الفرع	cành	فَرع	cành	N;NOM;DEF;SG	N
الفرع	nhánh	فَرع	nhánh	N;NOM;DEF;SG	N
قرون	sừng	قَرن	sừng	N;NOM;INDF;PL	N
ساعد	cứu	سَاعَد	cứu	V;MASC;IMP;SG	V
ساعد	giúp	سَاعَد	giúp	V;MASC;IMP;SG	V
العذراء	trinh	عَذرَاء	trinh	N;NOM;DEF;SG	N
العذراء	virgin	عَذرَاء	virgin	N;NOM;DEF;SG	N
العذراء	tân	عَذرَاء	tân	N;NOM;DEF;SG	N
تعادل	nơ	تَعَادُل	nơ	N;NOM;INDF;SG	N
جدار	tường	جِدَار	tường	N;NOM;INDF;SG	N
منخفض	thấp	مُنخَفِض	thấp	ADJ;NOM;INDF;MASC;SG	ADJ
جناح	wing	جَنَاح	wing	N;NOM;INDF;SG	N
جناح	cánh	جَنَاح	cánh	N;NOM;INDF;SG	N
مشهد	cảnh	مَشهَد	cảnh	N;NOM;INDF;SG	N
مشهد	mashhad	مَشهَد	mashhad	N;NOM;INDF;SG	N
الغدة	tuyến	غُدَّة	tuyến	N;NOM;DEF;SG	N
العنصر	tố	عُنصُر	tố	N;NOM;DEF;SG	N
مبكر	sớm	مُبَكِّر	sớm	ADJ;NOM;INDF;MASC;SG	ADJ
شاب	trẻ	شَابّ	trẻ	N;NOM;INDF;SG	N
نادرة	hiếm	نَادِر	hiếm	ADJ;NOM;INDF;FEM;SG	ADJ
الزوجة	vợ	زَوجَة	vợ	N;NOM;DEF;SG	N
سوداء	đen	أَسوَد	đen	ADJ;NOM;INDF;FEM;SG	ADJ
الجدار	tường	جِدَار	tường	N;NOM;DEF;SG	N
الحبوب	lúa	حَبّ	lúa	N;NOM;DEF;PL	N
الحبوب	hạt	حَبّ	hạt	N;NOM;DEF;PL	N
الحبوب	thuốc	حَبّ	thuốc	N;NOM;DEF;PL	N
الحديقة	vườn	حَدِيقَة	vườn	N;NOM;DEF;SG	N
الزهرة	flower	زُهرَة	flower	N;NOM;DEF;SG	N
الزهرة	hoa	زُهرَة	hoa	N;NOM;DEF;SG	N
نقابة	union	نِقَابَة	union	N;NOM;INDF;SG	N
نقابة	guild	نِقَابَة	guild	N;NOM;INDF;SG	N
الفساد	nhũng	فَسَاد	nhũng	N;NOM;DEF;SG	N
الورق	giấy	وَرَق	giấy	N;NOM;DEF;SG	N
الورق	trát	وَرَق	trát	N;NOM;DEF;SG	N
نادر	hiếm	نَادِر	hiếm	ADJ;NOM;INDF;MASC;SG	ADJ
الاختبار	quiz	اِختِبَار	quiz	N;NOM;DEF;SG	N
بوابات	cổng	بَوَّابَة	cổng	N;NOM;INDF;PL	N
التقى	trúng	اِلتَقَى	trúng	V;PFV;MASC;SG;3;ACT	V
الفائز	thang	فَائِز	thang	N;NOM;DEF;SG	N
الفائز	thắng	فَائِز	thắng	N;NOM;DEF;SG	N
الطائفة	cult	طَائِفَة	cult	N;NOM;DEF;SG	N
الطائفة	caste	طَائِفَة	caste	N;NOM;DEF;SG	N
بحوث	bê	بَحث	bê	N;NOM;INDF;PL	N
الميناء	cảng	مِينَاء	cảng	N;NOM;DEF;SG	N
الميناء	cổng	مِينَاء	cổng	N;NOM;DEF;SG	N
الميناء	port	مِينَاء	port	N;NOM;DEF;SG	N
الميناء	cảng	مِينَاء	cảng	N;NOM;DEF;SG	N
شائع	chung	شَائِع	chung	ADJ;NOM;INDF;MASC;SG	ADJ
غادر	bỏ	غَادَر	bỏ	V;PFV;MASC;SG;3;ACT	V
مشاهدة	pass	مُشَاهَدَة	pass	N;NOM;INDF;SG	N
مذهب	ism	مذهب	ism	N;NOM;INDF;SG	N
الزجاج	cốc	زُجَاج	cốc	N;NOM;DEF;SG	N
الزجاج	kính	زُجَاج	kính	N;NOM;DEF;SG	N
تخزين	tùng	تَخزِين	tùng	N;NOM;INDF;SG	N
المرور	tê	مُرُور	tê	N;NOM;DEF;SG	N
الحكومات	phủ	حُكُومَة	phủ	N;NOM;DEF;PL	N
الرصاص	đạn	رَصَاص	đạn	N;NOM;DEF;SG	N
الرصاص	chì	رَصَاص	chì	N;NOM;DEF;SG	N
الطفولة	trãi	طُفُولَة	trãi	N;NOM;DEF;SG	N
الذيل	đuôi	ذَيل	đuôi	N;NOM;DEF;SG	N
الذيل	đuôi	ذَيل	đuôi	N;NOM;DEF;SG	N
المؤتمرات	conferences	مُؤتَمَر	conferences	N;NOM;DEF;PL	N
مساء	tối	مَسَاء	tối	N;NOM;INDF;SG	N
مساء	chiều	مَسَاء	chiều	N;NOM;INDF;SG	N
تعاني	chịu	عَانَى	chịu	V;IPFV;FEM;IND;SG;3;FIN;ACT	V
التوحيد	consolidation	تَوحِيد	consolidation	N;NOM;DEF;SG	N
العلامات	thẻ	عَلَامَة	thẻ	N;NOM;DEF;PL	N
المبكر	sớm	مُبَكِّر	sớm	ADJ;NOM;DEF;MASC;SG	ADJ
العمود	khe	عُمُود	khe	N;NOM;DEF;SG	N
العمود	cột	عُمُود	cột	N;NOM;DEF;SG	N
عروض	khoe	عَرض	khoe	N;NOM;INDF;PL	N
قبة	dome	قبة	dome	N;NOM;INDF;SG	N
قبة	vòm	قبة	vòm	N;NOM;INDF;SG	N
الربع	quý	رُبع	quý	N;NOM;DEF;SG	N
مهنة	nghề	مِهنَة	nghề	N;NOM;INDF;SG	N
حكاية	truyện	حِكَايَة	truyện	N;NOM;INDF;SG	N
حكاية	chuyện	حِكَايَة	chuyện	N;NOM;INDF;SG	N
شباط	tháng	شُبَاط	tháng	N;NOM;INDF;SG	N
الساق	chân	سَاق	chân	N;NOM;DEF;SG	N
الظهر	trưa	ظُهر	trưa	N;NOM;DEF;SG	N
صدور	vú	صُدُور	vú	N;NOM;INDF;SG	N
صحراء	mạc	صَحرَاء	mạc	N;NOM;INDF;SG	N
المهرجان	carnival	مَهرَجَان	carnival	N;NOM;DEF;SG	N
التشيك	séc	تشِيكِيّ	séc	N;NOM;DEF;PL	N
استعادة	recover	اِستِعَادَة	recover	N;NOM;INDF;SG	N
الانفجار	blast	اِنفِجَار	blast	N;NOM;DEF;SG	N
بعيدا	xa	بَعِيد	xa	ADJ;ACC;INDF;MASC;SG	ADJ
الحدائق	vườn	حَدِيقَة	vườn	N;NOM;DEF;PL	N
الكوكب	tinh	كُوَكب	tinh	N;NOM;DEF;SG	N
الدوحة	doha	دَوحَة	doha	N;NOM;DEF;SG	N
المسار	vết	مَسَار	vết	N;NOM;DEF;SG	N
المسار	rãnh	مَسَار	rãnh	N;NOM;DEF;SG	N
الموجات	sóng	مُوَجَّات	sóng	N;NOM;DEF;PL	N
مروحية	thăng	مِروَحِيَّة	thăng	N;NOM;INDF;SG	N
الجيزة	giza	جِيزَة	giza	N;NOM;DEF;SG	N
فقرة	đoạn	فَقرَة	đoạn	N;NOM;INDF;SG	N
