категория	kategori	категория	kategori	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
калибра	kaliber	калибр	kaliber	N;INAN;GEN;MASC;SG	N;INDF;MASC+FEM;SG
уточнение	præcisering	уточнение	præcisering	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
уточнение	afklaring	уточнение	afklaring	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
конгресс	kongres	конгресс	kongre	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
конгресс	kongressen	конгресс	kongres	N;INAN;NOM;MASC;SG	N;DEF;MASC+FEM;SG
приём	modtagelsen	приём	modtagelse	N;INAN;NOM;MASC;SG	N;DEF;MASC+FEM;SG
приём	modtagelse	приём	modtagelse	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
приём	reception	приём	reception	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
приём	receptionen	приём	reception	N;INAN;NOM;MASC;SG	N;DEF;MASC+FEM;SG
графства	amter	графство	amt	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;PL
графства	amterne	графство	amt	N;INAN;NOM;NEUT;PL	N;DEF;NEUT;PL
цифры	tal	цифра	tal	N;INAN;NOM;FEM;PL	N;INDF;NEUT;PL
цифры	tallene	цифра	tal	N;INAN;NOM;FEM;PL	N;DEF;NEUT;PL
цифры	figurer	цифра	figur	N;INAN;NOM;FEM;PL	N;INDF;MASC+FEM;PL
цифры	tal	цифра	tal	N;INAN;NOM;FEM;PL	N;INDF;NEUT;PL
цифры	numre	цифра	nummer	N;INAN;NOM;FEM;PL	N;INDF;NEUT;PL
получать	modtager	получать	modtage	V;IPFV;NFIN;ACT	V;IND;PRS;FIN;ACT
получать	modtag	получать	modtage	V;IPFV;NFIN;ACT	V;IMP
получать	modtage	получать	modtage	V;IPFV;NFIN;ACT	V;NFIN;ACT
карточка	card	карточка	card	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
шаг	skridt	шаг	skridt	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
шаг	step	шаг	step	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
шаг	trin	шаг	trin	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
традиция	tradition	традиция	tradition	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
традиция	traditionen	традиция	tradition	N;INAN;NOM;FEM;SG	N;DEF;MASC+FEM;SG
берегов	kyster	берег	kyste	N;INAN;GEN;MASC;PL	N;INDF;MASC+FEM;PL
шотландия	scotland	шотландия	scotland	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
прошлое	fortid	прошлое	fortid	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
прошлое	fortiden	прошлое	fortid	N;INAN;NOM;NEUT;SG	N;DEF;MASC+FEM;SG
специализация	specialisering	специализация	specialisering	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
специализация	specialisering	специализация	specialisering	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
специализация	specialitet	специализация	specialitet	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
специализация	speciale	специализация	speciale	N;INAN;NOM;FEM;SG	N;INDF;NEUT;SG
европу	eu	европа	eu	N;INAN;ACC;FEM;SG	N;INDF;MASC+FEM;SG
надписи	bogstaver	надпись	bogstave	N;INAN;NOM;FEM;PL	N;INDF;NEUT;PL
приложения	anvendelser	приложение	anvendelse	N;INAN;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
приложения	ansøgninger	приложение	ansøgning	N;INAN;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
приложения	applikationer	приложение	applikation	N;INAN;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
приложения	apps	приложение	appse	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;PL
приложения	applikationer	приложение	applikation	N;INAN;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
фабрики	fabrikker	фабрика	fabrik	N;INAN;NOM;FEM;PL	N;INDF;MASC+FEM;PL
эрнст	ernst	эрнст	ernst	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
мусульман	muslimerne	мусульманин	muslim	N;ANIM;GEN;MASC;PL	N;DEF;MASC+FEM;PL
мусульман	muslimer	мусульманин	muslim	N;ANIM;GEN;MASC;PL	N;INDF;MASC+FEM;PL
написали	skrev	писать	skrive	V;PFV;IND;PL;PST;FIN;ACT	V;IND;PST;FIN;ACT
существовал	eksisteret	существовать	eksistere	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;INDF;SG;PST;V.PTCP
существовал	eksisterede	существовать	eksistere	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IND;PST;FIN;ACT
самки	hunner	самка	hunne	N;ANIM;NOM;FEM;PL	N;INDF;MASC+FEM;PL
самки	kvinder	самка	kvinde	N;ANIM;NOM;FEM;PL	N;INDF;MASC+FEM;PL
судей	dommere	судья	dommer	N;ANIM;GEN;MASC;PL	N;INDF;MASC+FEM;PL
судей	dommernes	судья	dommer	N;ANIM;GEN;MASC;PL	N;GEN;DEF;MASC+FEM;PL
судей	dommerne	судья	dom	N;ANIM;GEN;MASC;PL	N;DEF;MASC+FEM;PL
пользователя	brugeren	пользователь	bruger	N;ANIM;ACC;MASC;SG	N;DEF;MASC+FEM;SG
ученых	akademikere	ученый	akademiker	N;ANIM;GEN;MASC;PL	N;INDF;MASC+FEM;PL
важное	vigtig	важный	vigtig	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC+FEM;SG
важное	vigtigt	важный	vigtig	ADJ;NOM;NEUT;SG	ADJ;INDF;NEUT;SG
рене	rené	рень	rené	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
рене	renee	рень	renee	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
рене	rené	рень	rené	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
эскадрильи	eskadroner	эскадриль	eskadron	N;INAN;NOM;FEM;PL	N;INDF;MASC+FEM;PL
посольства	ambassader	посольство	ambassader	N;INAN;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
волга	volga	волга	volga	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
признаки	skilte	признак	skille	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;PL
джонсон	johnson	джонсон	johnson	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
улучшение	forbedring	улучшение	forbedring	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
улучшение	bedring	улучшение	bedring	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
улучшение	forbedring	улучшение	forbedring	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
джейн	jane	джейн	jane	N;ANIM;NOM;FEM;SG	N;INDF;MASC+FEM;SG
понимание	forståelse	понимание	forståelse	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
понимание	forståelse	понимание	forståelse	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
фред	fred	фред	fred	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
артисты	entertainere	артист	entertainer	N;ANIM;NOM;MASC;PL	N;INDF;MASC+FEM;PL
артисты	artister	артист	artist	N;ANIM;NOM;MASC;PL	N;INDF;MASC+FEM;PL
артисты	kunstnere	артист	kunstner	N;ANIM;NOM;MASC;PL	N;INDF;MASC+FEM;PL
артисты	kunstnerne	артист	kunstner	N;ANIM;NOM;MASC;PL	N;DEF;MASC+FEM;PL
безопасность	tryghed	безопасность	tryghed	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
безопасность	sikkerhed	безопасность	sikkerhed	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
безопасность	sikkerheden	безопасность	sikkerhed	N;INAN;NOM;FEM;SG	N;DEF;MASC+FEM;SG
безопасность	sikkerhed	безопасность	sikkerhed	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
ценность	værdien	ценность	værdi	N;INAN;NOM;FEM;SG	N;DEF;MASC+FEM;SG
ценность	værdi	ценность	værdi	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
карелия	karelen	карелие	karel	N;INAN;NOM;FEM;SG	N;DEF;MASC+FEM;SG
основанная	grundlagt	основать	grundlægge	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
график	skema	график	skema	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
график	tidsplanen	график	tidsplan	N;INAN;NOM;MASC;SG	N;DEF;MASC+FEM;SG
график	tidsplan	график	tidsplan	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
график	diagram	график	diagram	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
график	figur	график	figur	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
график	graf	график	graf	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
график	tidsplanen	график	tidsplan	N;INAN;NOM;MASC;SG	N;DEF;MASC+FEM;SG
график	tidsplan	график	tidsplan	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
пиренеи	pyrenæerne	пирень	pyrenæ	N;INAN;NOM;MASC;PL	N;DEF;NEUT;PL
национальности	nationaliteter	национальность	nationalitet	N;INAN;NOM;FEM;PL	N;INDF;MASC+FEM;PL
художественные	kunstneriske	художественный	kunstnerisk	ADJ;NOM;PL	ADJ;PL
чувства	sanser	чувство	sans	N;INAN;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
чувства	følelser	чувство	følelse	N;INAN;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
верхние	øvre	верхний	øvre	ADJ;NOM;PL	ADJ
дед	farfar	дед	farfar	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
дед	bedstefar	дед	bedstefar	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
дед	morfar	дед	morfar	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
дед	farfar	дед	farfar	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
дед	morfar	дед	morfar	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
дед	farfar	дед	farfar	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
дед	bedstefar	дед	bedstefar	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
дед	morfar	дед	morfar	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
послы	ambassadørerne	посол	ambassadør	N;ANIM;NOM;MASC;PL	N;DEF;MASC+FEM;PL
послы	ambassadører	посол	ambassadør	N;ANIM;NOM;MASC;PL	N;INDF;MASC+FEM;PL
ведет	fører	вести	føre	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
ведет	guider	вести	guid	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
мартина	martine	мартина	martine	N;ANIM;ACC;MASC;SG	N;INDF;MASC+FEM;SG
представителя	repræsentant	представитель	repræsentant	N;ANIM;ACC;MASC;SG	N;INDF;MASC+FEM;SG
серьёзные	alvorlige	серьезный	alvorlig	ADJ;NOM;PL	ADJ;PL
серьёзные	seriøse	серьезный	seriøs	ADJ;NOM;PL	ADJ;PL
ракета	raket	ракета	raket	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
ракета	missil	ракета	missil	N;INAN;NOM;FEM;SG	N;INDF;NEUT;SG
потенциал	potentiale	потенциал	potentiale	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
потенциал	potentiel	потенциал	potentiel	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
потенциал	kapacitet	потенциал	kapacitet	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
потенциал	kapaciteten	потенциал	kapacitet	N;INAN;NOM;MASC;SG	N;DEF;MASC+FEM;SG
сделана	lavet	делать	lave	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
сделана	foretaget	делать	foretage	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
наполеона	napoleon	наполеон	napoleon	N;INAN;GEN;MASC;SG	N;INDF;MASC+FEM;SG
теле	tele	тело	tel	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
ведущие	førende	ведущий	førende	ADJ;NOM;PL	ADJ
китайская	kinesisk	китайский	kinesisk	ADJ;NOM;FEM;SG	ADJ;INDF;SG
подписан	undertegnet	подписать	undertegne	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
подписан	undertegnede	подписать	undertegne	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;DEF;SG;PST;V.PTCP
подписан	underskrevet	подписать	underskrive	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
подписан	signeret	подписать	signere	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
обер	ober	обер	ober	N;ANIM;NOM;MASC;SG	N;INDF;NEUT;SG
маршрутов	ruter	маршрут	ruter	N;INAN;GEN;MASC;PL	N;INDF;MASC+FEM;PL
маршрутов	ruterne	маршрут	rute	N;INAN;GEN;MASC;PL	N;DEF;MASC+FEM;PL
тесно	nøje	тесно	nøje	ADV	ADV
мессье	messier	мессо	messie	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
действовал	handlede	действовать	handle	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IND;PST;FIN;ACT
действовал	handlet	действовать	handle	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;INDF;SG;PST;V.PTCP
преследования	forfølgelser	преследование	forfølgelse	N;INAN;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
меч	sværd	меч	sværd	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
меч	sværdet	меч	sværd	N;INAN;NOM;MASC;SG	N;DEF;NEUT;SG
сильные	stærke	сильный	stærk	ADJ;NOM;PL	ADJ;PL
принадлежности	tilbehør	принадлежность	tilbehør	N;INAN;NOM;FEM;SG	N;INDF;NEUT;SG
выполняет	præsterer	выполнять	præstere	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
выполняет	udfører	выполнять	udføre	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
химик	kemiker	химик	kemike	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
следы	fodspor	след	fodspor	N;INAN;NOM;MASC;PL	N;INDF;NEUT;PL
внезапно	pludselig	внезапно	pludselig	ADV	ADV
внезапно	pludseligt	внезапно	pludseligt	ADV	ADV
внезапно	pludselig	внезапно	pludselig	ADV	ADV
внезапно	pludseligt	внезапно	pludseligt	ADV	ADV
публикация	udstationering	публикация	udstationering	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
публикация	offentliggørelse	публикация	offentliggørelse	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
публикация	udgivelse	публикация	udgivelse	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
публикация	forlagsvirksomhed	публикация	forlagsvirksomhed	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
публикация	indlæg	публикация	indlæg	N;INAN;NOM;FEM;SG	N;INDF;NEUT;SG
публикация	opslag	публикация	opslag	N;INAN;NOM;FEM;SG	N;INDF;NEUT;SG
публикация	post	публикация	post	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
публикация	offentliggørelse	публикация	offentliggørelse	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
публикация	udgivelse	публикация	udgivelse	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
публикация	publikation	публикация	publikation	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
величины	værdier	величина	værdi	N;INAN;NOM;FEM;PL	N;INDF;MASC+FEM;PL
сыновья	sønner	сыновье	søn	N;ANIM;NOM;MASC;PL	N;INDF;MASC+FEM;PL
бюджет	budgettet	бюджет	budgettet	N;INAN;NOM;MASC;SG	N;DEF;NEUT;SG
бюджет	budget	бюджет	budget	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
дальность	rækkevidde	дальность	rækkevidde	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
дальность	afstand	дальность	afstand	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
дальность	sortiment	дальность	sortiment	N;INAN;NOM;FEM;SG	N;INDF;NEUT;SG
дальность	interval	дальность	interval	N;INAN;NOM;FEM;SG	N;INDF;NEUT;SG
мгц	mhz	мгц	mhz	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
синий	blåt	синий	blå	ADJ;NOM;MASC;SG	ADJ;INDF;NEUT;SG
техническое	teknisk	технический	teknisk	ADJ;NOM;NEUT;SG	ADJ;INDF;SG
организовать	organisere	организовывать	organisere	V;PFV;NFIN;ACT	V;NFIN;ACT
организовать	organisere	организовывать	organisere	V;PFV;NFIN;ACT	V;NFIN;ACT
организовать	arrangerer	организовывать	arrangere	V;PFV;NFIN;ACT	V;IND;PRS;FIN;ACT
организовать	arrangere	организовывать	arrang	V;PFV;NFIN;ACT	V;NFIN;ACT
подчинение	lydighed	подчинение	lydighed	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
воронеж	voronezh	воронеж	voronezh	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
коллег	kolleger	коллега	kollega	N;ANIM;GEN;MASC;PL	N;INDF;MASC+FEM;PL
коллег	kollegaer	коллега	kollega	N;ANIM;GEN;MASC;PL	N;INDF;MASC+FEM;PL
коллег	kollegaer	коллега	kollega	N;ANIM;GEN;MASC;PL	N;INDF;MASC+FEM;PL
коллег	kolleger	коллега	kollega	N;ANIM;GEN;MASC;PL	N;INDF;MASC+FEM;PL
рукописи	manuskripter	рукопись	manuskript	N;INAN;NOM;FEM;PL	N;INDF;NEUT;PL
евровидение	eurovision	евровидение	eurovision	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
евровидение	konkurrencen	евровидение	konkurrence	N;INAN;NOM;NEUT;SG	N;DEF;MASC+FEM;SG
евровидение	konkurrence	евровидение	konkurrence	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
жёлтый	gult	жёлтый	gult	ADJ;NOM;MASC;SG	ADJ;INDF;NEUT;SG
жёлтый	gul	жёлтый	gul	ADJ;NOM;MASC;SG	ADJ;INDF;MASC+FEM;SG
эффективность	effekt	эффективность	effekt	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
эффективность	effektivitet	эффективность	effektivitet	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
эффективность	effektiviteten	эффективность	effektivitet	N;INAN;NOM;FEM;SG	N;DEF;MASC+FEM;SG
эффективность	virkningsgrad	эффективность	virkningsgrad	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
эффективность	effektivitet	эффективность	effektivitet	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
эффективность	effektiviteten	эффективность	effektivitet	N;INAN;NOM;FEM;SG	N;DEF;MASC+FEM;SG
эффективность	effektivitet	эффективность	effektivitet	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
аналогии	analogier	аналогия	analogi	N;INAN;NOM;FEM;PL	N;INDF;MASC+FEM;PL
образец	prøven	образец	prøve	N;INAN;NOM;MASC;SG	N;DEF;MASC+FEM;SG
образец	stikprøve	образец	stikprøve	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
образец	model	образец	model	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
образец	eksemplar	образец	eksemplar	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
пустая	tomt	пустой	tom	ADJ;NOM;FEM;SG	ADJ;INDF;NEUT;SG
запущен	igangsat	запустить	igangsætte	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
запущен	lanceret	запустить	lancere	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
запущен	iværksat	запустить	iværksætte	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
дала	gav	дать	give	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;IND;PST;FIN;ACT
включать	omfatte	включать	omfatte	V;IPFV;NFIN;ACT	V;NFIN;ACT
соседних	tilstødende	соседний	tilstødende	ADJ;GEN;PL	ADJ
производители	producenter	производитель	producent	N;ANIM;NOM;MASC;PL	N;INDF;MASC+FEM;PL
производители	producenterne	производитель	producent	N;ANIM;NOM;MASC;PL	N;DEF;MASC+FEM;PL
производители	producenter	производитель	producent	N;ANIM;NOM;MASC;PL	N;INDF;MASC+FEM;PL
производители	fabrikanterne	производитель	fabrikant	N;ANIM;NOM;MASC;PL	N;DEF;MASC+FEM;PL
производители	fabrikanter	производитель	fabrikant	N;ANIM;NOM;MASC;PL	N;INDF;MASC+FEM;PL
производители	fremstillere	производитель	fremstillere	N;ANIM;NOM;MASC;PL	N;INDF;MASC+FEM;PL
ступень	etape	ступень	etape	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
ступень	stadie	ступень	stadie	N;INAN;NOM;FEM;SG	N;INDF;NEUT;SG
ступень	scenen	ступень	scene	N;INAN;NOM;FEM;SG	N;DEF;MASC+FEM;SG
ступень	stage	ступень	stage	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
ступень	fase	ступень	fase	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
водохранилище	reservoir	водохранилище	reservoir	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
распространено	fordelt	распространить	fordele	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
распространено	uddelt	распространить	uddele	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
распространено	distribueret	распространить	distribuere	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
распространено	omdelt	распространить	omdele	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
детство	barndom	детство	barndom	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
детство	barndommen	детство	barndom	N;INAN;NOM;NEUT;SG	N;DEF;MASC+FEM;SG
набрал	scorede	набрать	score	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;PST;FIN;ACT
набрал	scoret	набрать	scor	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;INDF;SG;PST;V.PTCP
заключение	indgåelse	заключение	indgåelse	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
заключение	afslutning	заключение	afslutning	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
заключение	konklusion	заключение	konklusion	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
рейс	fly	рейс	fly	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
рейс	flyvning	рейс	flyvning	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
кабинет	kontor	кабинет	kontor	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
кабинет	kontoret	кабинет	kontor	N;INAN;NOM;MASC;SG	N;DEF;NEUT;SG
кабинет	embede	кабинет	embed	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
кабинет	skab	кабинет	skab	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
кабинет	kabinettet	кабинет	kabinet	N;INAN;NOM;MASC;SG	N;DEF;NEUT;SG
кабинет	kabinet	кабинет	kabinet	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
массовые	massive	массовый	massive	ADJ;NOM;PL	ADJ;PL
юридический	lovligt	юридический	lovlig	ADJ;NOM;MASC;SG	ADJ;INDF;NEUT;SG
юридический	juridisk	юридический	juridisk	ADJ;NOM;MASC;SG	ADJ;INDF;SG
простые	simple	простой	simpel	ADJ;NOM;PL	ADJ;PL
простые	simpelt	простой	simpel	ADJ;NOM;PL	ADJ
туристов	turisterne	турист	turist	N;ANIM;GEN;MASC;PL	N;DEF;MASC+FEM;PL
туристов	turister	турист	turist	N;ANIM;GEN;MASC;PL	N;INDF;MASC+FEM;PL
пояса	seler	пояс	sel	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;PL
пояса	bælter	пояс	bælter	N;INAN;NOM;MASC;PL	N;INDF;NEUT;PL
пояса	bælterne	пояс	bælt	N;INAN;NOM;MASC;PL	N;DEF;NEUT;PL
больнице	hospital	больница	hospital	N;INAN;DAT;FEM;SG	N;INDF;NEUT;SG
больнице	sygehus	больница	sygehus	N;INAN;DAT;FEM;SG	N;INDF;NEUT;SG
больнице	sygehuset	больница	sygehus	N;INAN;DAT;FEM;SG	N;DEF;NEUT;SG
больнице	hospitalet	больница	hospital	N;INAN;DAT;FEM;SG	N;DEF;NEUT;SG
уничтожения	tilintetgørelse	уничтожение	tilintetgørelse	N;INAN;GEN;NEUT;SG	N;INDF;MASC+FEM;SG
уничтожения	ødelæggelse	уничтожение	ødelæggelse	N;INAN;GEN;NEUT;SG	N;INDF;MASC+FEM;SG
уничтожения	tilintetgørelse	уничтожение	tilintetgørelse	N;INAN;GEN;NEUT;SG	N;INDF;MASC+FEM;SG
уничтожения	destruktion	уничтожение	destruktion	N;INAN;GEN;NEUT;SG	N;INDF;MASC+FEM;SG
устав	vedtægt	устав	vedtægt	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
устав	statutten	устав	statut	N;INAN;NOM;MASC;SG	N;DEF;MASC+FEM;SG
устав	statut	устав	statut	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
устав	charter	устав	charte	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
устав	charteret	устав	chartere	N;INAN;NOM;MASC;SG	N;DEF;NEUT;SG
устав	chartret	устав	chartret	N;INAN;NOM;MASC;SG	N;DEF;NEUT;SG
устав	vedtægt	устав	vedtægt	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
вызвал	indkaldt	вызвать	indkalde	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;INDF;SG;PST;V.PTCP
вызвал	tilkaldt	вызвать	tilkalde	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;INDF;SG;PST;V.PTCP
медленно	langsomt	медленно	langsomt	ADV	ADV
медленно	langsomt	медленно	langsomt	ADV	ADV
повреждения	skader	повреждение	skade	N;INAN;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
людовик	ludvig	людовик	ludvig	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
ущерб	beskadigelse	ущерб	beskadigelse	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
ущерб	skade	ущерб	skade	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
ущерб	skadeserstatning	ущерб	skadeserstatning	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
ущерб	erstatning	ущерб	erstatning	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
рис	ris	рис	ris	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
рис	ris	рис	ris	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
клип	klippet	клип	klippe	N;INAN;NOM;MASC;SG	N;DEF;NEUT;SG
