ve	en	ve	en	CONJ	CONJ
sattı	verkochte	sat	verkopen	V;PFV;IND;SG;3;POS;PST	V;SG;PST;FIN
silahlar	wapens	silah	wapen	N;NOM;PL;3	N;PL
silahlar	pistolen	silah	pistool	N;NOM;PL;3	N;PL
silahlar	geweren	silah	geweer	N;NOM;PL;3	N;PL
silahlar	kanonnen	silah	kanon	N;NOM;PL;3	N;PL
silahlar	wapens	silah	wapen	N;NOM;PL;3	N;PL
silahlar	pistolen	silah	pistool	N;NOM;PL;3	N;PL
silahlar	wapens	silah	wapen	N;NOM;PL;3	N;PL
silahlar	armen	silah	arm	N;NOM;PL;3	N;PL
philippe	philippe	philippe	philippe	N;NOM;SG;3	N;MASC+FEM;SG
philippe	phillippe	philippe	phillippe	N;NOM;SG;3	N;MASC+FEM;SG
philippe	philipe	philippe	philipe	N;NOM;SG;3	N;MASC+FEM;SG
hapse	gevangenis	hapis	gevangenis	N;DAT;SG;3	N;MASC+FEM;SG
görüşler	adviezen	görüş	advies	N;NOM;PL;3	N;PL
görüşler	meningen	görüş	mening	N;NOM;PL;3	N;PL
görüşler	opinies	görüş	opinie	N;NOM;PL;3	N;PL
toplantı	samenkomst	toplantı	samenkomst	N;NOM;SG;3	N;MASC+FEM;SG
toplantı	ontmoeting	toplantı	ontmoeting	N;NOM;SG;3	N;MASC+FEM;SG
toplantı	vergadering	toplantı	vergadering	N;NOM;SG;3	N;MASC+FEM;SG
toplantı	meeting	toplantı	meeting	N;NOM;SG;3	N;MASC+FEM;SG
toplantı	bijeenkomst	toplantı	bijeenkomst	N;NOM;SG;3	N;MASC+FEM;SG
ölmüş	overleden	öl	overlijden	V;PFV;NFH;IND;SG;3;POS;PST	V;V.PTCP
şartları	termen	şart	term	N;NOM;PL;3	N;PL
şartları	voorwaarden	şart	voorwaarde	N;NOM;PL;3	N;PL
evleri	huizen	ev	huis	N;ACC;PL;3	N;PL
sürgüne	ballingschap	sürgü	ballingschap	N;DAT;SG;3	N;MASC+FEM;SG
sürgüne	verbanning	sürgü	verbanning	N;DAT;SG;3	N;MASC+FEM;SG
gelenekleri	tradities	gelenek	traditie	N;ACC;PL;3	N;PL
adresi	adres	adres	adres	N;NOM;SG;3	N;NEUT;SG
diplomat	diplomaat	diplomat	diplomaat	N;NOM;SG;3	N;MASC+FEM;SG
bağlandı	bijgevoegd	bağla	bijvoegen	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
bağlandı	bijgevoegde	bağla	bijvoegevoen	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
bağlandı	gehecht	bağla	hechten	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
bağlandı	verbonden	bağla	verbinden	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
bağlandı	aangesloten	bağla	aansluiten	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
bağlandı	gekoppelde	bağla	koppelen	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
bağlandı	gelinkt	bağla	gelinken	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
bağlandı	verbonden	bağla	verbinden	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
bağlandı	gekoppeld	bağla	koppelen	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
sivasspor	sivasspor	sivasspor	sivasspor	N;NOM;SG;3	N;MASC+FEM;SG
silahı	wapen	silah	wapen	N;ACC;SG;3	N;NEUT;SG
silahı	pistool	silah	pistool	N;ACC;SG;3	N;NEUT;SG
silahı	geweer	silah	geweer	N;ACC;SG;3	N;NEUT;SG
yahudileri	joden	yahudi	jood	N;ACC;PL;3	N;PL
gazetecilik	journalistiek	gazetecilik	journalistiek	N;NOM;SG;3	N;MASC+FEM;SG
haberler	nieuwsberichten	haber	nieuwsbericht	N;NOM;PL;3	N;PL
haberler	verslagen	haber	verslag	N;NOM;PL;3	N;PL
haberler	verhalen	haber	verhaal	N;NOM;PL;3	N;PL
haberler	verhaaltjes	haber	verhaal	N;NOM;PL;3	N;PL
nadiren	zelden	nadiren	zelden	ADV	ADV
nadiren	zelden	nadiren	zelden	ADV	ADV
konyaspor	konyaspor	konyaspor	konyaspor	N;NOM;SG;3	N;MASC+FEM;SG
şirketler	bedrijven	şirket	bedrijf	N;NOM;PL;3	N;PL
şirketler	ondernemingen	şirket	onderneming	N;NOM;PL;3	N;PL
ermeniler	armeniërs	ermen	armeniër	N;NOM;PL;3	N;PL
işlevi	functie	işlev	functie	N;NOM;SG;3	N;MASC+FEM;SG
düzenledi	bewerkt	düzenle	bewerken	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
düzenledi	bewerkte	düzenle	bewerken	V;PFV;IND;SG;3;POS;PST	V;SG;PST;FIN
beraberlik	gelijkspel	beraberlik	gelijkspel	N;NOM;SG;3	N;NEUT;SG
beraberlik	stropdas	beraberlik	stropdas	N;NOM;SG;3	N;MASC+FEM;SG
beraberlik	das	beraberlik	das	N;NOM;SG;3	N;MASC+FEM;SG
beraberlik	samenzijn	beraberlik	samenzijn	N;NOM;SG;3	N;NEUT;SG
beraberlik	saamhorigheid	beraberlik	saamhorigheid	N;NOM;SG;3	N;MASC+FEM;SG
tdk	tdk	tdk	tdken	N;NOM;SG;3	N;MASC+FEM;SG
çalışmış	werkte	çalış	werken	V;PFV;NFH;IND;SG;3;POS;PST	V;SG;PST;FIN
çalışmış	gewerkt	çalış	werken	V;PFV;NFH;IND;SG;3;POS;PST	V;V.PTCP
çapı	diameter	çapı	diameter	N;NOM;SG;3	N;MASC+FEM;SG
sahili	kust	sahili	kust	N;ACC;SG;3	N;MASC+FEM;SG
organı	orgel	organ	orgel	N;ACC;SG;3	N;NEUT;SG
organı	orgaan	organ	orgaan	N;ACC;SG;3	N;NEUT;SG
kurumsal	institutioneel	kurumsal	institutioneel	ADJ	ADJ
rizespor	rizespor	rizespor	rizespor	N;NOM;SG;3	N;MASC+FEM;SG
cinayet	doodslag	cinayet	doodslag	N;NOM;SG;3	N;MASC+FEM;SG
cinayet	moord	cinayet	moord	N;NOM;SG;3	N;MASC+FEM;SG
cinayet	moord	cinayet	moord	N;NOM;SG;3	N;MASC+FEM;SG
farklılıklar	verschillen	farklılık	verschil	N;NOM;PL;3	N;PL
düzenlenmiş	gereglementeerde	düzenle	reglementent	V;PFV;NFH;IND;3;POS;PST;PASS	V;V.PTCP
düzenlenmiş	gereguleerd	düzenle	reguleren	V;PFV;NFH;IND;3;POS;PST;PASS	V;V.PTCP
düzenlenmiş	gereglementeerd	düzenle	reglementeren	V;PFV;NFH;IND;3;POS;PST;PASS	V;V.PTCP
düzenlenmiş	geregeld	düzenle	regelen	V;PFV;NFH;IND;3;POS;PST;PASS	V;V.PTCP
yürütme	uitvoerende	yürü	uitvoeren	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V;V.PTCP
yürütme	uitvoerend	yürü	uitvoeren	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V;V.PTCP
reddetti	afgewezen	reddet	afwijzen	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
reddetti	verworpen	reddet	verwerpen	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
reddetti	afgekeurd	reddet	afkeuren	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
reddetti	geweigerd	reddet	weigeren	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
reddetti	afgewezen	reddet	afwijzen	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
reddetti	geweigerd	reddet	weigeren	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
reddetti	weigerde	reddet	weigeren	V;PFV;IND;SG;3;POS;PST	V;SG;PST;FIN
reddetti	geweigerd	reddet	weigeren	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
haçlılar	kruisvaarders	haçlı	kruisvaarder	N;NOM;PL;3	N;PL
mesleği	beroepsgroep	meslek	beroepsgroep	N;NOM;SG;3	N;MASC+FEM;SG
mesleği	beroep	meslek	beroep	N;NOM;SG;3	N;NEUT;SG
mesleği	bezigheid	meslek	bezigheid	N;NOM;SG;3	N;MASC+FEM;SG
mesleği	beroep	meslek	beroep	N;NOM;SG;3	N;NEUT;SG
mesleği	bezetting	meslek	bezetting	N;NOM;SG;3	N;MASC+FEM;SG
üreticisi	producent	üretici	producent	N;NOM;SG;3	N;MASC+FEM;SG
üreticisi	fabrikant	üretici	fabrikant	N;NOM;SG;3	N;MASC+FEM;SG
papalık	pausdom	papalık	pausdom	N;NOM;SG;3	N;NEUT;SG
sevilen	bemind	sev	beminnen	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
yönlendirme	doorsturen	yönlen	doorstuur	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V;NFIN
yayınlar	publikaties	yayın	publikatie	N;NOM;PL;3	N;PL
yayınlar	publicaties	yayın	publicatie	N;NOM;PL;3	N;PL
danışmanı	adviseur	danışman	adviseur	N;NOM;SG;3	N;MASC+FEM;SG
danışmanı	consulent	danışman	consulent	N;NOM;SG;3	N;MASC+FEM;SG
danışmanı	consultant	danışman	consultant	N;NOM;SG;3	N;MASC+FEM;SG
danışmanı	adviseur	danışman	adviseur	N;NOM;SG;3	N;MASC+FEM;SG
danışmanı	raadadviseur	danışman	raadadviseur	N;NOM;SG;3	N;MASC+FEM;SG
danışmanı	adviseur	danışman	adviseur	N;NOM;SG;3	N;MASC+FEM;SG
yorumları	opmerkingen	yorum	opmerking	N;ACC;PL;3	N;PL
yorumları	commentaren	yorum	commentaar	N;ACC;PL;3	N;PL
yorumları	reacties	yorum	reactie	N;ACC;PL;3	N;PL
dizileri	sequenties	dizi	sequentie	N;ACC;PL;3	N;PL
hatları	lijnen	hat	lijn	N;ACC;PL;3	N;PL
bitkiler	planten	bitki	plant	N;NOM;PL;3	N;PL
bitkiler	plantjes	bitki	plant	N;NOM;PL;3	N;PL
bitkiler	kruiden	bitki	kruid	N;NOM;PL;3	N;PL
konservatuvarı	serre	konservatuvarı	serre	N;ACC;SG;3	N;MASC+FEM;SG
konservatuvarı	conservatorium	konservatuvarı	conservatorium	N;ACC;SG;3	N;NEUT;SG
benzerlik	affiniteit	benzerlik	affiniteit	N;NOM;SG;3	N;MASC+FEM;SG
benzerlik	verwantschap	benzerlik	verwantschap	N;NOM;SG;3	N;MASC+FEM;SG
benzerlik	gelijkenis	benzerlik	gelijkenis	N;NOM;SG;3	N;MASC+FEM;SG
benzerlik	gelijkenis	benzerlik	gelijkenis	N;NOM;SG;3	N;MASC+FEM;SG
benzerlik	gelijkenis	benzerlik	gelijkenis	N;NOM;SG;3	N;MASC+FEM;SG
kimliği	identiteit	kimlik	identiteit	N;NOM;SG;3	N;MASC+FEM;SG
suları	sappen	su	sappen	N;ACC;PL;3	N;PL
suları	wateren	su	wateren	N;ACC;PL;3	N;PL
hakaret	laster	hakaret	last	N;NOM;SG;3	N;MASC+FEM;SG
hakaret	belediging	hakaret	belediging	N;NOM;SG;3	N;MASC+FEM;SG
hakaret	belediging	hakaret	belediging	N;NOM;SG;3	N;MASC+FEM;SG
kurtlar	wolven	kurt	wolven	N;NOM;PL;3	N;PL
kurtlar	maden	kurt	maden	N;NOM;PL;3	N;PL
karşılaştı	ondervonden	karşılaş	ondervinden	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
karşılaştı	tegengekomen	karşılaş	tegenkomen	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
izledi	bekeken	izle	bekijken	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
izledi	gekeken	izle	kijken	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
izledi	keek	izle	kijken	V;PFV;IND;SG;3;POS;PST	V;SG;PST;FIN
özgürlüğü	freedom	özgürlük	freedom	N;ACC;SG;3	N;MASC+FEM;SG
özgürlüğü	vrijheid	özgürlük	vrijheid	N;ACC;SG;3	N;MASC+FEM;SG
renault	renault	renault	renault	N;NOM;SG;3	N;MASC+FEM;SG
değerler	waardes	değer	waarde	N;NOM;PL;3	N;PL
değerler	waarden	değer	waard	N;NOM;PL;3	N;PL
kuzeye	noorden	kuze	noorden	N;DAT;SG;3	N;NEUT;SG
kuzeye	noord	kuze	noord	N;DAT;SG;3	N;NEUT;SG
yeğeni	neef	yeğen	neef	N;NOM;SG;3	N;MASC+FEM;SG
yeğeni	neefje	yeğen	neefje	N;NOM;SG;3	N;NEUT;SG
yeğeni	nichtje	yeğen	nicht	N;NOM;SG;3	N;NEUT;SG
yeğeni	nicht	yeğen	nicht	N;NOM;SG;3	N;MASC+FEM;SG
stabilize	gestabiliseerd	stabilize	stabiliseren	V;PFV;IND;SG;POS;PRS	V;V.PTCP
stabilize	stabiliseren	stabilize	stabiliseren	V;PFV;IND;SG;POS;PRS	V;NFIN
oturan	zittend	otur	zittend	V;PFV;IND;POS;PRS;V.PTCP	V;V.PTCP
oturan	zittende	otur	zitten	V;PFV;IND;POS;PRS;V.PTCP	V;V.PTCP
oturan	zittend	otur	zittend	V;PFV;IND;POS;PRS;V.PTCP	V;V.PTCP
oturan	zittende	otur	zitten	V;PFV;IND;POS;PRS;V.PTCP	V;V.PTCP
veriyor	geven	ver	geven	V;PROG;IND;SG;3;POS;INFM;PRS	V;NFIN
veriyor	geeft	ver	geven	V;PROG;IND;SG;3;POS;INFM;PRS	V;SG;PRS;FIN
burnu	snuit	burun	snuit	N;NOM;SG;3	N;MASC+FEM;SG
burnu	cape	burun	cape	N;NOM;SG;3	N;MASC+FEM;SG
burnu	kaap	burun	kaap	N;NOM;SG;3	N;MASC+FEM;SG
burnu	neus	burun	neus	N;NOM;SG;3	N;MASC+FEM;SG
manastırı	klooster	manastırı	klooster	N;ACC;SG;3	N;NEUT;SG
kaçtı	ontsnapte	kaç	ontsnappen	V;PFV;IND;SG;3;POS;PST	V;SG;PST;FIN
kaçtı	gevlucht	kaç	vluchten	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
kaçtı	vluchtte	kaç	vluchten	V;PFV;IND;SG;3;POS;PST	V;SG;PST;FIN
kaçtı	ontvlucht	kaç	ontvluchten	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
renkler	kleuren	renk	kleur	N;NOM;PL;3	N;PL
renkler	kleuren	renk	kleur	N;NOM;PL;3	N;PL
ordular	legers	ordu	leger	N;NOM;PL;3	N;PL
kurucuları	grondleggers	kurucu	grondlegger	N;NOM;PL;3	N;PL
kurucuları	oprichters	kurucu	oprichter	N;NOM;PL;3	N;PL
kurucuları	stichters	kurucu	stichter	N;NOM;PL;3	N;PL
ilgilenen	geïnteresseerd	ilgilen	interesseren	V;PFV;IND;POS;PRS;V.PTCP	V;V.PTCP
sendromu	syndroom	sendromu	syndroom	N;NOM;SG;3	N;NEUT;SG
projeleri	projecten	proje	project	N;ACC;PL;3	N;PL
planlanan	gepland	planla	plannen	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
planlanan	geplande	planla	plannen	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
planlanan	ingepland	planla	inplanden	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
planlanan	gepland	planla	plannen	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
planlanan	geplande	planla	plannen	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
volkanik	vulkanisch	volkanik	vulkanisch	ADJ	ADJ
volkanik	vulkanische	volkanik	vulkanisch	ADJ	ADJ
geçmek	oversteken	geç	oversteken	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
geçmek	overschrijden	geç	overschrijden	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
bekleyen	wachtende	bekle	wachten	V;PFV;IND;POS;PRS;V.PTCP	V;V.PTCP
bekleyen	afwachten	bekle	afwachten	V;PFV;IND;POS;PRS;V.PTCP	V;NFIN
bekleyen	wachten	bekle	wachten	V;PFV;IND;POS;PRS;V.PTCP	V;NFIN
bekleyen	hangende	bekle	hangen	V;PFV;IND;POS;PRS;V.PTCP	V;V.PTCP
yetenekli	begaafd	yetenekli	begaafd	ADJ	ADJ
yetenekli	getalenteerd	yetenekli	getalenteerd	ADJ	ADJ
yetenekli	begaafde	yetenekli	begaafd	ADJ	ADJ
yetenekli	talentvol	yetenekli	talentvol	ADJ	ADJ
yetenekli	getalenteerd	yetenekli	getalenteerd	ADJ	ADJ
yetenekli	talentvolle	yetenekli	talentvol	ADJ	ADJ
yetenekli	getalenteerde	yetenekli	talenteren	ADJ	ADJ
müslümanlar	moslims	müslüman	moslims	N;NOM;PL;3	N;PL
müslümanlar	moslims	müslüman	moslims	N;NOM;PL;3	N;PL
gözleri	ogen	göz	oog	N;NOM;PL;3	N;PL
gözleri	oogjes	göz	oog	N;NOM;PL;3	N;PL
konserler	concerten	konser	concert	N;NOM;PL;3	N;PL
konserler	optredens	konser	optredens	N;NOM;PL;3	N;PL
açısal	hoekig	açısal	hoekig	ADJ	ADJ
binalar	gebouwen	bina	gebouw	N;NOM;PL;3	N;PL
namlu	barrel	namlu	barrel	N;NOM;SG;3	N;MASC+FEM;SG
namlu	vat	namlu	vat	N;NOM;SG;3	N;NEUT;SG
geceleri	nachten	gece	nachten	N;ACC;PL;3	N;PL
geceleri	overnachtingen	gece	overnachting	N;ACC;PL;3	N;PL
tarihçiler	historici	tarihçi	historicus	N;NOM;PL;3	N;PL
büyüdü	gegroeid	büyü	groeien	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
büyüdü	gekweekt	büyü	kweken	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
büyüdü	groeide	büyü	groeien	V;PFV;IND;SG;3;POS;PST	V;SG;PST;FIN
simgesi	icoon	simge	icoon	N;NOM;SG;3	N;NEUT;SG
simgesi	pictogram	simge	pictogram	N;NOM;SG;3	N;NEUT;SG
avukatlık	advocaat	avukatlık	advocaat	N;NOM;SG;3	N;MASC+FEM;SG
avukatlık	advocate	avukatlık	advocate	N;NOM;SG;3	N;MASC+FEM;SG
avukatlık	jurist	avukatlık	jurist	N;NOM;SG;3	N;MASC+FEM;SG
sorumlusu	verantwoordelijke	sorumlu	verantwoordelijk	ADJ;NOM;SG;3	ADJ
sorumlusu	verantwoordelijk	sorumlu	verantwoordelijk	ADJ;NOM;SG;3	ADJ
anlamak	begrijpen	anla	begrijpen	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
anlamak	begrijp	anla	begrijpen	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;PRS;FIN
anlamak	begrijpen	anla	begrijpen	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
cennet	hemel	cennet	hemel	N;NOM;SG;3	N;MASC+FEM;SG
cennet	paradijs	cennet	paradijs	N;NOM;SG;3	N;NEUT;SG
cennet	paradise	cennet	paradise	N;NOM;SG;3	N;MASC+FEM;SG
tutmak	houden	tut	houden	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
memnun	tevreden	memnun	tevreden	ADJ	ADJ
memnun	tevreden	memnun	tevreden	ADJ	ADJ
teknikleri	technieken	teknik	techniek	N;NOM;PL;3	N;PL
yorumu	reactie	yorum	reactie	N;ACC;SG;3	N;MASC+FEM;SG
yorumu	comment	yorum	comment	N;ACC;SG;3	N;MASC+FEM;SG
yorumu	opmerking	yorum	opmerking	N;ACC;SG;3	N;MASC+FEM;SG
yorumu	commentaar	yorum	commentaar	N;ACC;SG;3	N;NEUT;SG
özeti	samenvatting	özet	samenvatting	N;ACC;SG;3	N;MASC+FEM;SG
kavga	strijd	kavga	strijd	N;NOM;SG;3	N;MASC+FEM;SG
kavga	gevecht	kavga	gevecht	N;NOM;SG;3	N;NEUT;SG
komedyen	komiek	komedyen	komiek	N;NOM;SG;3	N;MASC+FEM;SG
platformu	perron	platform	perron	N;NOM;SG;3	N;NEUT;SG
platformu	platform	platform	platform	N;NOM;SG;3	N;NEUT;SG
cerrahi	chirurgie	cerrahi	chirurgie	N;NOM;SG;3	N;MASC+FEM;SG
cerrahi	operatie	cerrahi	operatie	N;NOM;SG;3	N;MASC+FEM;SG
gözü	oog	göz	oog	N;NOM;SG;3	N;NEUT;SG
sorumluluk	aansprakelijkheid	sorumluluk	aansprakelijkheid	N;NOM;SG;3	N;MASC+FEM;SG
sorumluluk	verantwoordelijkheid	sorumluluk	verantwoordelijkheid	N;NOM;SG;3	N;MASC+FEM;SG
sorumluluk	verantwoordelijkheid	sorumluluk	verantwoordelijkheid	N;NOM;SG;3	N;MASC+FEM;SG
aralığı	interval	aralık	interval	N;NOM;SG;3	N;MASC+FEM;SG
konut	verblijfplaats	konut	verblijfplaats	N;NOM;SG;3	N;MASC+FEM;SG
konut	residentie	konut	residentie	N;NOM;SG;3	N;MASC+FEM;SG
konut	woonplaats	konut	woonplaats	N;NOM;SG;3	N;MASC+FEM;SG
konut	huisvesting	konut	huisvesting	N;NOM;SG;3	N;MASC+FEM;SG
kazanılan	verdiend	kazan	verdienen	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
kazanılan	verkregen	kazan	verkrijgen	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
kazanılan	verworven	kazan	verwerven	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
kazanılan	gewonnen	kazan	winnen	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
kelimeler	woorden	kelime	woord	N;NOM;PL;3	N;PL
hazine	schat	hazin	schat	N;NOM;SG;3	N;MASC+FEM;SG
hazine	treasure	hazin	treasure	N;NOM;SG;3	N;MASC+FEM;SG
hazine	schatkist	hazin	schatkist	N;NOM;SG;3	N;MASC+FEM;SG
güreşçi	worstelaar	güreşçi	worstelaar	N;NOM;SG;3	N;MASC+FEM;SG
planet	planet	planet	planet	N;NOM;SG;3	N;MASC+FEM;SG
planet	planeet	planet	planeet	N;NOM;SG;3	N;MASC+FEM;SG
halkları	volkeren	halk	volk	N;ACC;PL;3	N;PL
öğretmenlik	lesgeven	öğretmenlik	lesgeven	N;NOM;SG;3	N;NEUT;SG
denizaltı	onderzeeër	denizaltı	onderzeeër	N;NOM;SG;3	N;MASC+FEM;SG
denizaltı	duikboot	denizaltı	duikboot	N;NOM;SG;3	N;MASC+FEM;SG
denizaltı	sub	denizaltı	sub	N;NOM;SG;3	N;MASC+FEM;SG
denizaltı	subs	denizaltı	subs	N;NOM;SG;3	N;MASC+FEM;SG
operasyonu	bewerking	operasyon	bewerking	N;ACC;SG;3	N;MASC+FEM;SG
operasyonu	operatie	operasyon	operatie	N;ACC;SG;3	N;MASC+FEM;SG
operasyonu	exploitatie	operasyon	exploitatie	N;ACC;SG;3	N;MASC+FEM;SG
gösteriyor	toont	göster	tonen	V;PROG;IND;SG;3;POS;INFM;PRS	V;SG;PRS;FIN
çoğunluk	meerderheid	çoğunluk	meerderheid	N;NOM;SG;3	N;MASC+FEM;SG
çoğunluk	quorum	çoğunluk	quorum	N;NOM;SG;3	N;NEUT;SG
yoğunluk	intensiteit	yoğunluk	intensiteit	N;NOM;SG;3	N;MASC+FEM;SG
yoğunluk	dichtheid	yoğunluk	dichtheid	N;NOM;SG;3	N;MASC+FEM;SG
teoremi	stelling	teorem	stelling	N;ACC;SG;3	N;MASC+FEM;SG
beslenme	voederen	besle	voederen	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
beslenme	voeden	besle	voeden	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
belirlenmiş	aangeduide	belirle	aanduiden	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;V.PTCP
belirlenmiş	aangeduid	belirle	aanduiden	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;V.PTCP
belirlenmiş	aangewezen	belirle	aanwijzen	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;V.PTCP
teknolojileri	technologieën	teknoloji	technologieën	N;ACC;PL;3	N;PL
kişileri	contacten	kişi	contact	N;ACC;PL;3	N;PL
kişileri	contactpersonen	kişi	contactpersoon	N;ACC;PL;3	N;PL
liderleri	leiders	lider	leider	N;ACC;PL;3	N;PL
gelirler	opbrengsten	gel	opbrengst	N;NOM;PL;3	N;PL
gelirler	inkomsten	gel	inkomsten	N;NOM;PL;3	N;PL
gelirler	inkomens	gel	inkomen	N;NOM;PL;3	N;PL
deportivo	deportivo	deportivo	deportivo	N;NOM;SG;3	N;MASC+FEM;SG
üretilmiş	vervaardigde	üre	vervaardigen	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;SG;PST;FIN
üretilmiş	gefabriceerd	üre	fabriceren	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;V.PTCP
üretilmiş	geproduceerd	üre	produceren	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;V.PTCP
üretilmiş	vervaardigd	üre	vervaardigen	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;V.PTCP
üretilmiş	produceerde	üre	produceren	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;SG;PST;FIN
üretilmiş	geproduceerd	üre	produceren	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;V.PTCP
üretilmiş	geproduceerde	üre	produceren	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;V.PTCP
tasarlanan	ontworpen	tasarla	ontwerpen	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
yarattı	aangemaakt	yarat	aanmaken	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
yarattı	gecreëerd	yarat	creëren	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
yarattı	gemaakt	yarat	maken	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
yarattı	geschapen	yarat	scheppen	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
etkinlikler	activiteiten	etkinlik	activiteit	N;NOM;PL;3	N;PL
etkinlikler	gebeurtenissen	etkinlik	gebeurtenis	N;NOM;PL;3	N;PL
etkinlikler	evenementen	etkinlik	evenement	N;NOM;PL;3	N;PL
ifadeler	reacties	ifade	reactie	N;NOM;PL;3	N;PL
ifadeler	verklaringen	ifade	verklaring	N;NOM;PL;3	N;PL
ifadeler	zinnen	ifade	zin	N;NOM;PL;3	N;PL
ifadeler	uitdrukkingen	ifade	uitdrukking	N;NOM;PL;3	N;PL
ifadeler	getuigenissen	ifade	getuigenis	N;NOM;PL;3	N;PL
ifadeler	uitdrukkingen	ifade	uitdrukking	N;NOM;PL;3	N;PL
ifadeler	expressies	ifade	expressie	N;NOM;PL;3	N;PL
hücreleri	cellen	hücre	cel	N;ACC;PL;3	N;PL
eksikliği	deficiëntie	eksiklik	deficiëntie	N;NOM;SG;3	N;MASC+FEM;SG
eksikliği	tekortkoming	eksiklik	tekortkoming	N;NOM;SG;3	N;MASC+FEM;SG
eksikliği	gebrek	eksiklik	gebrek	N;NOM;SG;3	N;NEUT;SG
eksikliği	tekort	eksiklik	tekort	N;NOM;SG;3	N;NEUT;SG
eksikliği	gemis	eksiklik	gemis	N;NOM;SG;3	N;NEUT;SG
eksikliği	gebrek	eksiklik	gebrek	N;NOM;SG;3	N;NEUT;SG
puanlar	kijkcijfers	puan	kijkcijfer	N;NOM;PL;3	N;PL
puanlar	ratings	puan	ratings	N;NOM;PL;3	N;PL
puanlar	waarderingen	puan	waardering	N;NOM;PL;3	N;PL
puanlar	beoordelingen	puan	beoordeling	N;NOM;PL;3	N;PL
puanlar	punten	puan	punt	N;NOM;PL;3	N;PL
puanlar	scores	puan	scores	N;NOM;PL;3	N;PL
mekanizması	mechanisme	mekaniz	mechanisme	N;NOM;SG;3	N;NEUT;SG
