befintliga	existentes	befintlig	existente	ADJ;NOM;PL	ADJ;PL
blockerade	bloqueadas	blockera	bloqueado	ADJ;NOM;PL;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
blockerade	bloqueados	blockera	bloqueado	ADJ;NOM;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
ersatt	sustituido	ersatt	sustituir	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
ersatt	sustituida	ersatt	sustituido	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
ersatt	sustituido	ersatt	sustituir	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
ersatt	reemplazado	ersatt	reemplazar	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
batman	batman	batman	batmar	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
uppvuxen	levantado	uppvuxen	levantado	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
uppvuxen	recaudado	uppvuxen	recaudar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
uppvuxen	criado	uppvuxen	criado	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
uppvuxen	criado	uppvuxen	criado	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
ögat	ojo	öga	ojo	N;NOM;DEF;NEUT;SG	N;MASC;SG
fångenskap	cautiva	fångenskap	cautivar	N;NOM;INDF;NEUT;SG	N;FEM;SG
fångenskap	cautiverio	fångenskap	cautiverio	N;NOM;INDF;NEUT;SG	N;MASC;SG
fångenskap	cautividad	fångenskap	cautividad	N;NOM;INDF;NEUT;SG	N;FEM;SG
jordbruket	agricultura	jordbruk	agricultura	N;NOM;DEF;NEUT;SG	N;FEM;SG
pulchella	pulchella	pulchell	pulchella	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
technology	tecnologia	technology	tecnologia	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
technology	tecnología	technology	tecnología	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
kommersiell	anuncio	kommersiell	anuncio	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
svag	débil	svag	débil	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;SG
hidalgo	hidalgo	hidalgo	hidalgo	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
brorson	sobrino	brorson	sobrino	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
femton	quince	femton	quince	NUM;NOM	NUM;PL
virgin	virgin	virgi	virgin	N;NOM;INDF;MASC+FEM;SG	N;SG
virgin	virgen	virgi	virgen	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
ved	leña	ved	echar_leña	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
ved	madera	ved	madera	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
ved	leña	ved	echar_leña	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
ved	wood	ved	wood	N;NOM;INDF;MASC+FEM;SG	N
säljer	vender	sälja	vender	V;IND;PRS;FIN;ACT	V;NFIN
säljer	vendo	sälja	ver	V;IND;PRS;FIN;ACT	V;FIN
säljer	vende	sälja	vender	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
säljer	vende	sälja	vender	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
säljer	vendiendo	sälja	vender	V;IND;PRS;FIN;ACT	V;V.MSDR
säljer	vender	sälja	vender	V;IND;PRS;FIN;ACT	V;NFIN
säljer	vendo	sälja	ver	V;IND;PRS;FIN;ACT	V;FIN
miljön	medioambiente	miljö	medioambiente	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
miljön	ambiente	miljö	ambiente	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
miljön	entorno	miljö	entorno	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
öppnar	abre	öppna	abrir	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
öppnar	abriendo	öppna	abrir	V;IND;PRS;FIN;ACT	V;V.MSDR
öppnar	abrir	öppna	abrir	V;IND;PRS;FIN;ACT	V;NFIN
magic	magic	magic	magic	N;NOM;INDF;MASC+FEM;SG	N
magic	magia	magic	magia	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
expeditionen	expedición	expedition	expedición	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
skapats	creó	skapa	crear	V;V.CVB;PASS	V;IND;SG;3;PST;FIN
muslimer	musulmanes	muslim	musulmán	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
muslimer	musulmanes	muslim	musulmán	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
illustrationer	ilustraciones	illustration	ilustración	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
idol	ídolo	idol	ídolo	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
idol	idol	idol	idol	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
restauranger	restaurantes	restaurang	restaurante	N;NOM;INDF;MASC+FEM;PL	N;PL
rymmer	escapando	rymma	escapar	V;IND;PRS;FIN;ACT	V;V.MSDR
köpt	comprada	köpa	comprado	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
köpt	adquirido	köpa	adquirido	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
köpt	comprado	köpa	comprar	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
köpt	comprado	köpa	comprar	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
formula	formula	formul	formula	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
formula	fórmula	formul	fórmula	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
utlandet	extranjero	utland	extranjero	N;NOM;DEF;NEUT;SG	N;MASC;SG
omständigheter	circunstancias	omständighet	circunstancia	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
omständigheter	circunstancias	omständighet	circunstancia	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
asteroid	asteroide	asteroid	asteroide	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
utvalda	escogidos	utvalja	escogido	ADJ;NOM;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
utvalda	elegidos	utvalja	elegido	ADJ;NOM;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
utvalda	seleccionados	utvalja	seleccionado	ADJ;NOM;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
utvalda	seleccionadas	utvalja	seleccionado	ADJ;NOM;PL;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
utvalda	destacados	utvalja	destacado	ADJ;NOM;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
utvalda	destacadas	utvalja	destacado	ADJ;NOM;PL;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
militärt	militar	militär	militar	ADJ;NOM;INDF;NEUT;SG	ADJ;SG
rufescens	rufescens	rufesc	rufescen	N;NOM;INDF;MASC+FEM;SG	N
loir	loir	loir	loir	N;NOM;INDF;MASC+FEM;SG	N;SG
pitcairnia	pitcairnia	pitcairni	pitcairnia	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
allvarliga	serios	allvarlig	serio	ADJ;NOM;PL	ADJ;MASC;PL
allvarliga	severas	allvarlig	severo	ADJ;NOM;PL	ADJ;FEM;PL
träffa	conozca	träffa	conocer	V;IMP;FIN;ACT	V;IMP;SG;3;FIN
träffa	conocer	träffa	conocer	V;IMP;FIN;ACT	V;NFIN
discogs	discogs	discag	discogs	N;MASC+FEM	N;SG
metro	metro	metro	metro	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
existerade	existió	existera	existir	V;IND;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
existerade	existieron	existera	existir	V;IND;PST;V.PTCP;ACT	V;IND;PL;3;PST;FIN
vänder	convirtiendo	vända	convertir	V;IND;PRS;FIN;ACT	V;V.MSDR
vänder	voltea	vända	voltear	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
broadway	broadway	broadway	broadway	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
single	soltero	singel	soltero	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
single	soltera	singel	soltera	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
single	single	singel	single	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
palats	palacio	palats	palacio	N;NOM;INDF;NEUT;SG	N;MASC;SG
palats	palace	palats	palace	N;NOM;INDF;NEUT;SG	N;MASC;SG
bekant	familiar	bekant	familiar	ADJ;NOM;INDF;NEUT;SG	ADJ;SG
bekant	familiarizado	bekant	familiarizado	ADJ;NOM;INDF;NEUT;SG	ADJ;MASC;SG;V.PTCP
bekant	conocido	bekant	conocido	ADJ;NOM;INDF;NEUT;SG	ADJ;MASC;SG;V.PTCP
arrangemang	acuerdo	arrangemang	acuerdo	N;NOM;INDF;NEUT;SG	N;MASC;SG
arrangemang	arreglo	arrangemang	arreglo	N;NOM;INDF;NEUT;SG	N;MASC;SG
föreställningar	actuaciones	föreställning	actuación	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
föreställningar	representaciones	föreställning	representación	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
spridda	dispersas	spridd	disperso	ADJ;NOM;PL;PST;V.PTCP	ADJ;FEM;PL
spridda	dispersos	spridd	disperso	ADJ;NOM;PL;PST;V.PTCP	ADJ;MASC;PL
spridda	dispersas	spridd	disperso	ADJ;NOM;PL;PST;V.PTCP	ADJ;FEM;PL
spridda	dispersos	spridd	disperso	ADJ;NOM;PL;PST;V.PTCP	ADJ;MASC;PL
uppdelad	dividida	uppdela	dividido	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
uppdelad	dividido	uppdela	dividido	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
kant	edge	kunna	edge	N;NOM;INDF;MASC+FEM;SG	N
kant	filo	kunna	filo	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
kant	borde	kunna	borde	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
kant	arista	kunna	aristar	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
kant	frontera	kunna	frontera	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
kant	borde	kunna	borde	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
brunei	brunei	brunei	brunei	N;NOM;INDF;NEUT;SG	N;FEM;SG
templet	sien	tempel	sien	N;NOM;DEF;NEUT;SG	N;FEM;SG
templet	temple	tempel	temple	N;NOM;DEF;NEUT;SG	N;MASC;SG
templet	templo	tempel	templo	N;NOM;DEF;NEUT;SG	N;MASC;SG
fästningen	fortaleza	fästning	fortaleza	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
murcia	murcia	murcia	murcia	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
granit	granito	granit	granito	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
felaktig	incorrecta	felaktig	incorrecto	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;FEM;SG
felaktig	incorrecto	felaktig	incorrecto	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;MASC;SG
felaktig	inexacta	felaktig	inexactar	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;FEM;SG
lok	lok	lok	lok	N;NOM;INDF;NEUT;SG	N
lok	locomotora	lok	locomotora	N;NOM;INDF;NEUT;SG	N;FEM;SG
senior	senior	senio	senior	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
olympic	olympic	olympic	olympic	N;NOM;INDF;NEUT;SG	N;MASC;SG
ande	genio	ande	genio	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
ande	espíritu	ande	espíritu	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
ande	spirit	ande	spirit	N;NOM;INDF;MASC+FEM;SG	N
ande	espiritu	ande	espiritu	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
davidson	davidson	davidson	davidson	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
talare	ponentes	talare	ponente	N;NOM;INDF;MASC+FEM;PL	N;PL
talare	oradores	talare	orador	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
talare	parlantes	talare	parlante	N;NOM;INDF;MASC+FEM;PL	N;PL
talare	bocinas	talare	bocina	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
talare	altavoces	talare	altavoz	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
talare	altavoces	talare	altavoz	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
förvaltning	gerencia	förvaltning	gerencia	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
förvaltning	gestión	förvaltning	gestión	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
förvaltning	dirección	förvaltning	dirección	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
förvaltning	administración	förvaltning	administración	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
förvaltning	administración	förvaltning	administración	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
mandatperiod	mandato	mandatperiod	mandato	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
ornata	ornata	ornat	ornata	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
kontinenten	continente	kontinent	continente	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
utnyttja	explotar	utnyttja	explotar	V;IMP;FIN;ACT	V;NFIN
utnyttja	explotando	utnyttja	explotar	V;IMP;FIN;ACT	V;V.MSDR
utnyttja	explotar	utnyttja	explotar	V;IMP;FIN;ACT	V;NFIN
termer	términos	term	término	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
termer	terminos	term	termino	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
termer	condiciones	term	condición	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
vision	visión	vision	visión	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
vision	vision	vision	vision	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
albanska	albanés	albanska	albanés	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
forntida	antiguo	forntida	antiguo	ADJ;NOM	ADJ;MASC;SG
forntida	antiguas	forntida	antiguo	ADJ;NOM	ADJ;FEM;PL
forntida	antiguos	forntida	antiguo	ADJ;NOM	ADJ;MASC;PL
forntida	antigua	forntida	antiguo	ADJ;NOM	ADJ;FEM;SG
forntida	antiguos	forntida	antiguo	ADJ;NOM	ADJ;MASC;PL
kunth	kunth	kunth	kunth	N;NOM;INDF;NEUT;SG	N
kejserliga	imperiales	kejserlig	imperial	ADJ;NOM;PL	ADJ;PL
processer	procesos	process	proceso	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
fest	parte	fest	parte	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
fest	partido	fest	partido	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
fest	fiesta	fest	fiesta	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
fest	party	fest	party	N;NOM;INDF;MASC+FEM;SG	N
fest	banquete	fest	banquete	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
fest	festín	fest	festín	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
samarbetade	cooperó	samarbetad	cooperar	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
underjordisk	subterránea	underjordisk	subterráneo	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;FEM;SG
underjordisk	subterráneo	underjordisk	subterráneo	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;MASC;SG
underjordisk	subterránea	underjordisk	subterráneo	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;FEM;SG
underjordisk	subterráneo	underjordisk	subterráneo	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;MASC;SG
guangxi	guangxi	guangxi	guangxi	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
fysisk	física	fysisk	físico	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;FEM;SG
fysisk	fisico	fysisk	fisico	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;MASC;SG
fysisk	físico	fysisk	físico	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;MASC;SG
skyldig	culpable	skyldig	culpable	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;SG
livstid	vida	livstid	vida	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
livstid	life	livstid	life	N;NOM;INDF;MASC+FEM;SG	N
vers	verso	vers	verso	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
vers	estrofa	vers	estrofar	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
vers	versículo	vers	versículo	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
empire	imperio	empire	imperio	N;NOM;INDF;NEUT;SG	N;MASC;SG
empire	empire	empire	empire	N;NOM;INDF;NEUT;SG	N
half	mitad	half	mitad	N;NOM;INDF;NEUT;SG	N;FEM;SG
half	half	half	half	N;NOM;INDF;NEUT;SG	N
osäker	insegura	osäker	insegurar	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;FEM;SG
osäker	inseguro	osäker	inseguro	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;MASC;SG
osäker	insegura	osäker	insegurar	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;FEM;SG
osäker	inseguro	osäker	inseguro	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;MASC;SG
osäker	insegura	osäker	insegurar	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;FEM;SG
osäker	inseguro	osäker	inseguro	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;MASC;SG
osäker	incierta	osäker	incierto	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;FEM;SG
osäker	incierto	osäker	incierto	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;MASC;SG
dubia	dubia	dubia	dubia	N;NOM;INDF;MASC+FEM;SG	N;SG
pont	pont	pont	pont	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
zheng	zheng	zheng	zheng	N;NOM;INDF;MASC+FEM;SG	N;SG
rain	lluvia	rain	lluvia	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
index	index	index	index	N;NOM;INDF;NEUT;SG	N
index	indice	index	indicir	N;NOM;INDF;NEUT;SG	N;MASC;SG
index	índice	index	índice	N;NOM;INDF;NEUT;SG	N;MASC;SG
färdiga	acabados	färdig	acabar	ADJ;NOM;PL	ADJ;MASC;PL;V.PTCP
färdiga	terminados	färdig	terminado	ADJ;NOM;PL	ADJ;MASC;PL;V.PTCP
färdiga	listos	färdig	listo	ADJ;NOM;PL	ADJ;MASC;PL
färdiga	preparados	färdig	preparado	ADJ;NOM;PL	ADJ;MASC;PL;V.PTCP
situationer	situaciones	situation	situación	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
aleppo	alepo	aleppo	alepo	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
stop	parada	stop	parada	N;NOM;INDF;NEUT;SG	N;FEM;SG
oceanen	océano	ocean	océano	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
oceanen	mar	ocean	mar	N;NOM;DEF;MASC+FEM;SG	N;SG
oceanen	oceano	ocean	oceano	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
utskott	comisión	utskott	comisión	N;NOM;INDF;NEUT;SG	N;FEM;SG
utskott	comite	utskott	comite	N;NOM;INDF;NEUT;SG	N;MASC;SG
utskott	comité	utskott	comité	N;NOM;INDF;NEUT;SG	N;MASC;SG
stiftelse	fundación	stiftelse	fundación	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
variera	variar	variera	variar	V;IMP;FIN;ACT	V;NFIN
kriterier	criterios	kriterium	criterio	N;NOM;INDF;NEUT;PL	N;MASC;PL
elektronisk	electrónico	elektronisk	electrónico	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;MASC;SG
elektronisk	electrónica	elektronisk	electrónico	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;FEM;SG
brod	brod	brod	brod	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
härskare	soberanos	härskare	soberano	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
härskare	gobernantes	härskare	gobernante	N;NOM;INDF;MASC+FEM;PL	N;PL
ansökan	aplicacion	ansökan	aplicacion	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
ansökan	solicitud	ansökan	solicitud	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
ansökan	aplicación	ansökan	aplicación	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
nätverket	network	nätverk	network	N;NOM;DEF;NEUT;SG	N;SG
nätverket	red	nätverk	red	N;NOM;DEF;NEUT;SG	N;FEM;SG
hov	pezuña	hov	pezuña	N;NOM;INDF;NEUT;SG	N;FEM;SG
site	sitio	site	sitio	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
site	site	site	sitir	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
ground	terreno	ground	terreno	N	N;MASC;SG
ground	ground	ground	ground	N	N
hewitson	hewitson	hewitson	hewitson	N;NOM;INDF;MASC+FEM;SG	N;SG
peace	paz	peace	paz	N;NOM;INDF;NEUT;SG	N;FEM;SG
peace	peace	peace	peace	N;NOM;INDF;NEUT;SG	N
lösningar	soluciones	lösning	solución	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
syskon	hermanos	syskon	hermano	N;NOM;INDF;NEUT;PL	N;MASC;PL
skyddade	protegidas	skydda	protegido	ADJ;NOM;PL;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
skyddade	protegidos	skydda	protegido	ADJ;NOM;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
corner	corner	corner	corner	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
corner	rincón	corner	rincón	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
corner	esquina	corner	esquina	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
verlag	verlag	verlag	verlag	N;NOM;INDF;NEUT;SG	N;FEM;SG
skriv	escribir	skriv	escribir	V;IMP;FIN;ACT	V;NFIN
skriv	escriba	skriv	escribir	V;IMP;FIN;ACT	V;IMP;SG;3;FIN
sköld	shield	sköld	shield	N;NOM;INDF;MASC+FEM;SG	N
sköld	escudo	sköld	escudo	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
spider	araña	spida	araña	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
spider	spider	spida	spider	N;NOM;INDF;MASC+FEM;SG	N
limousin	limusina	limousin	limusina	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
limousin	limusina	limousin	limusina	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
limousin	limo	limousin	limo	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
symboler	símbolos	symbol	símbolo	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
talk	talco	talk	talco	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
talk	talk	talk	talk	N;NOM;INDF;MASC+FEM;SG	N
talk	charla	talk	charla	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
calamus	calamus	calamus	calamus	N;NOM;INDF;MASC+FEM;SG	N
utvecklad	desarrollado	utvecklad	desarrollado	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
utvecklad	desarrollada	utvecklad	desarrollado	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
utvecklad	evolucionado	utvecklad	evolucionar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
länka	enlazar	länka	enlazar	V;IMP;FIN;ACT	V;NFIN
länka	enlazar	länka	enlazar	V;IMP;FIN;ACT	V;NFIN
länka	vincular	länka	vincular	V;IMP;FIN;ACT	V;NFIN
sprint	sprint	sprint	sprint	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
rörde	tocó	röra	tocar	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
rörde	toqué	röra	toquer	V;IND;PST;FIN;ACT	V;IND;SG;1;PST;FIN
shanxi	shanxi	shanxi	shanxi	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
blandade	mixtas	blandad	mixta	ADJ;NOM;PL;PST;V.PTCP	ADJ;FEM;PL
blandade	mixtos	blandad	mixto	ADJ;NOM;PL;PST;V.PTCP	ADJ;MASC;PL
franskt	francesa	fransk	francés	ADJ;NOM;INDF;NEUT;SG	ADJ;FEM;SG
avgå	dimitir	avgå	dimitir	V;IMP;FIN;ACT	V;NFIN
avgå	renunciar	avgå	renunciar	V;IMP;FIN;ACT	V;NFIN
tang	tang	tang	tang	N;NOM;INDF;NEUT;SG	N;MASC;SG
striata	striata	striat	striato	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
tecknad	caricatura	tecknad	caricatura	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
kolonier	colonias	koloni	colonia	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
abc	abc	abc	abc	N;NOM;INDF;NEUT;SG	N;SG
spirit	espíritu	spirit	espíritu	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
spirit	spirit	spirit	spirit	N;NOM;INDF;MASC+FEM;SG	N
spirit	espiritu	spirit	espiritu	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
garcinia	garcinia	garcini	garcinia	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
onda	malvados	onda	malvado	ADJ;NOM;PL	ADJ;MASC;PL;V.PTCP
avsluta	renunciar	avsluta	renunciar	V;IMP;FIN;ACT	V;NFIN
avsluta	acabar	avsluta	acabar	V;IMP;FIN;ACT	V;NFIN
avsluta	terminar	avsluta	terminar	V;IMP;FIN;ACT	V;NFIN
avsluta	finalizar	avsluta	finalizar	V;IMP;FIN;ACT	V;NFIN
avsluta	salir	avsluta	salir	V;IMP;FIN;ACT	V;NFIN
management	gerencia	management	gerencia	N;NOM;INDF;NEUT;SG	N;FEM;SG
management	gestión	management	gestión	N;NOM;INDF;NEUT;SG	N;FEM;SG
management	dirección	management	dirección	N;NOM;INDF;NEUT;SG	N;FEM;SG
management	administración	management	administración	N;NOM;INDF;NEUT;SG	N;FEM;SG
tjeckiska	checo	tjeckisk	checo	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
resterande	restante	resterande	restante	ADJ;NOM;PRS;V.PTCP	ADJ;SG
resterande	restantes	resterande	restante	ADJ;NOM;PRS;V.PTCP	ADJ;PL
resterande	residual	resterande	residual	ADJ;NOM;PRS;V.PTCP	ADJ;SG
resterande	residuales	resterande	residual	ADJ;NOM;PRS;V.PTCP	ADJ;PL
förbindelser	conexiones	förbindelse	conexión	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
förbindelser	relaciones	förbindelse	relación	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
bayan	bayan	bayan	baer	N;NOM;INDF;MASC+FEM;SG	N
dialekter	dialectos	dialekt	dialecto	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
tätt	fuertemente	tätt	fuertemente	ADV	ADV
vinden	desván	vind	desván	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
