この	इस	この	यह	DET	DET;ACC;SG;3
ナース	नर्स	ナース	नर्स	N	N;NOM;FEM;SG;3
真空	शून्यता	真空	शून्यता	N	N;NOM;FEM;SG;3
真空	निर्वात	真空	निर्वात	N	N;NOM;MASC;SG;3
真空	वैक्यूम	真空	वैक्यूम	N	N;NOM;MASC;SG;3
略奪	लूटने	略奪	लूट	V	V;NFIN;ACT
賃貸	पट्टे	賃貸	पट्टे	N	N;NOM;MASC;SG;3
反転	पलटा	反転	पलटा	V	V;PFV;MASC;SG;V.PTCP;ACT
反転	पलटी	反転	पलट	V	V;PFV;FEM;SG;V.PTCP;ACT
塩基	बेस	塩基	बेस	N	N;NOM;MASC;SG;3
塩基	आधार	塩基	आधार	N	N;NOM;MASC;SG;3
祖国	मातृभूमि	祖国	मातृभूमि	N	N;NOM;FEM;SG;3
シャフト	शाफ्ट	シャフト	शाफ्ट	N	N;NOM;MASC;SG;3
モーション	गति	モーション	गति	N	N;NOM;FEM;SG;3
コンサルティング	परामर्श	コンサルティング	परामर्श	N	N;NOM;MASC;SG;3
マウンテン	पर्वत	マウンテン	पर्वत	N	N;NOM;MASC;SG;3
マウンテン	पहाड़	マウンテン	पहाड	N	N;NOM;MASC;SG;3
ストーム	आंधी	ストーム	आँधी	N	N;NOM;FEM;SG;3
ストーム	तूफान	ストーム	तूफान	N	N;NOM;MASC;SG;3
ストーム	तूफ़ान	ストーム	तूफ़ान	N	N;NOM;MASC;SG;3
緊張	घबरा	緊張	घबरा	V	V;ACT
増やす	बढ़ेगी	増やす	बढ़	V	V;FEM;IND;SG;3;FUT;FIN;ACT
増やす	बढ़ाएं	増やす	बढ़ा	V	V;SBJV;PL;FIN;ACT
増やす	बढ़ाएँ	増やす	बढ़ा	V	V;SBJV;PL;FIN;ACT
たば	तंबाकू	たば	तंबाकू	N	N;NOM;MASC;SG;3
たば	तम्बाकू	たば	तम्बाकू	N	N;NOM;MASC;SG;3
名声	प्रसिद्धि	名声	प्रसिद्धि	N	N;NOM;FEM;SG;3
名声	ख्याति	名声	ख्याति	N	N;NOM;FEM;SG;3
クモ	स्पाइडर	クモ	स्पाइडर	N	N;NOM;MASC;SG;3
クモ	मकड़ी	クモ	मकडीा	N	N;NOM;FEM;SG;3
離れる	छोड़ें	離れる	छोड़	V	V;SBJV;PL;FIN;ACT
離れる	छोड़	離れる	छोड	V	V;ACT
原点	उद्गम	原点	उद्गम	N	N;NOM;MASC;SG;3
原点	मूल	原点	मूल	N	N;NOM;MASC;SG;3
原点	उत्पत्ति	原点	उत्पत्ति	N	N;NOM;FEM;SG;3
利点	लाभ	利点	लाभ	N	N;NOM;MASC;SG;3
利点	फायदा	利点	फायदा	N	N;NOM;MASC;SG;3
利点	लाभ	利点	लाभ	N	N;NOM;MASC;SG;3
指針	दिशानिर्देशों	指針	दिशानिर्देश	N	N;ACC;MASC;PL;3
指針	दिशानिर्देश	指針	दिशानिर्देश	N	N;NOM;MASC;SG;3
破棄	छोड़ें	破棄	छोड़	V	V;SBJV;PL;FIN;ACT
おじさん	अंकल	おじさん	अंकल	N	N;NOM;MASC;SG;3
おじさん	मामा	おじさん	मामा	N	N;NOM;MASC;SG;3
おじさん	चाचा	おじさん	चाचा	N	N;NOM;MASC;SG;3
おじさん	ताऊ	おじさん	ताऊ	N	N;NOM;MASC;SG;3
ランチ	लंच	ランチ	लंच	N	N;NOM;MASC;SG;3
おっ	वाह	おる	वाह		
囚人	क़ैदी	囚人	क़ैदी	N	N;NOM;MASC;SG;3
囚人	कैदी	囚人	कैदी	N	N;NOM;MASC;PL;3
囚人	कैदियों	囚人	कैदी	N	N;ACC;MASC;PL;3
囚人	कैदी	囚人	कैदी	N	N;NOM;MASC;PL;3
囚人	बंदियों	囚人	बंदी	N	N;ACC;MASC;PL;3
道徳	नैतिकता	道徳	नैतिकता	N	N;NOM;FEM;SG;3
泣き	रोता	泣く	रो	V	V;IPFV;MASC;SG;V.PTCP;ACT
泣き	रोना	泣く	रोना	V	V;MASC;SG;FIN;ACT
カジノ	कैसीनो	カジノ	कैसीनो	N	N;NOM;MASC;SG;3
頭痛	सिरदर्द	頭痛	सिरदर्द	N	N;NOM;MASC;SG;3
コイル	कुंडली	コイル	कुंडली	N	N;NOM;FEM;SG;3
キログラム	किलोग्राम	キログラム	किलोग्राम	N	N;NOM;MASC;SG;3
キログラム	किलोग्राम	キログラム	किलोग्राम	N	N;NOM;MASC;SG;3
ゴミ	कूड़ा	ゴミ	कूड़ा	N	N;NOM;MASC;SG;3
ゴミ	कचरा	ゴミ	कचरा	N	N;NOM;MASC;SG;3
事柄	पदार्थ	事柄	पदार्थ	N	N;NOM;MASC;SG;3
計算機	परिपथ	計算機	परिपथ	N	N;NOM;MASC;SG;3
ミサ	द्रव्यमान	ミサ	द्रव्यमान	N	N;NOM;MASC;SG;3
タブ	टैब	タブ	टैब	N	N;NOM;MASC;SG;3
タブ	टैब्स	タブ	टैब्स	N	N;NOM;MASC;SG;3
タブ	टैब	タブ	टैब	N	N;NOM;MASC;SG;3
タブ	tab	タブ	tab	N	N;NOM;MASC;SG;3
薬学	फार्मेसी	薬学	फार्मेसी	N	N;NOM;FEM;SG;3
食材	संघटक	食材	संघटक	N	N;NOM;MASC;SG;3
食材	संघटक	食材	संघटक	N	N;NOM;MASC;SG;3
暗い	गहरा	暗い	गहरा	ADJ	ADJ;NOM;MASC;SG
熱い	गर्म	熱い	गर्म	ADJ	ADJ;NOM
風呂	बाथरूम	風呂	बाथरूम	N	N;NOM;MASC;SG;3
風呂	स्नान	風呂	स्नान	N	N;NOM;MASC;SG;3
皇女	राजकुमारियों	皇女	राजकुमारी	N	N;ACC;FEM;PL;3
ピラミッド	पिरामिड	ピラミッド	पिरामिड	N	N;NOM;MASC;SG;3
ピラミッド	पिरामिडों	ピラミッド	पिरामिड	N	N;ACC;MASC;PL;3
痛み	दर्द	痛み	दर्द	N	N;NOM;MASC;SG;3
痛み	पीड़ा	痛み	पीड़ा	N	N;NOM;FEM;SG;3
プロフェッショナル	व्यावसायिकता	プロフェッショナル	व्यावसायिकता	N	N;NOM;FEM;SG;3
プロフェッショナル	पेशेवर	プロフェッショナル	पेशेवर	N	N;NOM;MASC;SG;3
プロフェッショナル	पेशेवरों	プロフェッショナル	पेशेवर	N	N;ACC;MASC;PL;3
プロフェッショナル	पेशेवर	プロフェッショナル	पेशेवर	N	N;NOM;MASC;SG;3
パンツ	पैंट	パンツ	पैंट	N	N;NOM;MASC;SG;3
車椅子	व्हीलचेयर	車椅子	व्हीलचेयर	N	N;NOM;MASC;SG;3
エラー	त्रुटि	エラー	त्रुटि	N	N;NOM;MASC;SG;3
エラー	गलतियाँ	エラー	गलती	N	N;NOM;FEM;PL;3
エラー	त्रुटियां	エラー	त्रुटी	N	N;NOM;FEM;PL;3
エラー	त्रुटियाँ	エラー	त्रुटी	N	N;NOM;FEM;PL;3
エラー	त्रुटि	エラー	त्रुटि	N	N;NOM;MASC;SG;3
エラー	गलती	エラー	गलती	N	N;NOM;FEM;SG;3
シリンダー	बेलन	シリンダー	बेलन	N	N;NOM;MASC;SG;3
シリンダー	सिलेंडर	シリンダー	सिलेंडर	N	N;NOM;MASC;SG;3
ノード	नोड	ノード	नोड	N	N;NOM;MASC;SG;3
ノード	नोड	ノード	नोड	N	N;NOM;MASC;SG;3
硫酸	सल्फेट	硫酸	सल्फेट	N	N;NOM;MASC;SG;3
呪文	वर्तनी	呪文	वर्तनी	N	N;NOM;FEM;SG;3
エーカー	एकड़	エーカー	एकड	N	N;NOM;MASC;SG;3
エーカー	एकड़	エーカー	एकड	N	N;NOM;MASC;SG;3
群れ	झुण्ड	群れ	झुण्ड	N	N;NOM;MASC;SG;3
群れ	झुंड	群れ	झुंड	N	N;NOM;MASC;PL;3
損害賠償	क्षतिपूर्ति	損害賠償	क्षतिपूर्ति	N	N;NOM;FEM;SG;3
不具合	कीड़ा	不具合	कीड़ा	N	N;NOM;MASC;SG;3
男	लड़का	男	लड़का	N	N;NOM;MASC;SG;3
男	लड़के	男	लड़का	N	N;NOM;MASC;PL;3
男	लड़के	男	लड़का	N	N;NOM;MASC;PL;3
男	लड़कों	男	लड़क	N	N;ACC;MASC;PL;3
おおよそ	सन्निकट	おおよそ	सन्निकट		
面白い	दिलचस्प	面白い	दिलचस्प	ADJ	ADJ
驚異	चमत्कार	驚異	चमत्कार	N	N;NOM;MASC;SG;3
派閥	गुट	派閥	गुट	N	N;NOM;MASC;SG;3
パケット	पैकेट्स	パケット	पैकेट्स	N	N;NOM;MASC;PL;3
パケット	पैकेट	パケット	पैकेट	N	N;NOM;MASC;SG;3
子音	व्यंजन	子音	व्यंजन	N	N;NOM;MASC;SG;3
保護者	अभिभावक	保護者	अभिभावक	N	N;NOM;MASC;SG;3
指輪	रिंग	指輪	रिंग	N	N;NOM;FEM;SG;3
指輪	छल्ले	指輪	छल्ले	N	N;NOM;MASC;PL;3
証明	प्रमाणपत्र	証明	प्रमाणपत्र	N	N;NOM;MASC;SG;3
証明	प्रमाणपत्र	証明	प्रमाणपत्र	N	N;NOM;MASC;SG;3
末裔	औलाद	末裔	औलाद	N	N;NOM;FEM;SG;3
末裔	वंशजों	末裔	वंशज	N	N;ACC;MASC;PL;3
競泳	तैराक	競泳	तैराक	N	N;NOM;MASC;SG;3
競泳	स्विमिंग	競泳	स्विमिंग	N	N;NOM;MASC;SG;3
競泳	तैराकी	競泳	तैराकी	N	N;NOM;MASC;SG;3
過半数	बहुमत	過半数	बहुमत	N	N;NOM;MASC;SG;3
経理	लेखा	経理	लेखा	N	N;NOM;MASC;SG;3
経理	हिसाब	経理	हिसाब	N	N;NOM;MASC;SG;3
硫黄	सल्फर	硫黄	सल्फर	N	N;NOM;MASC;SG;3
硫黄	गंधक	硫黄	गंधक	N	N;NOM;MASC;SG;3
硫黄	सल्फर	硫黄	सल्फर	N	N;NOM;MASC;SG;3
硫黄	गंधक	硫黄	गंधक	N	N;NOM;MASC;SG;3
預金	बचत	預金	बचत	N	N;NOM;FEM;SG;3
ヘルメット	हेलमेट	ヘルメット	हेलमेट	N	N;NOM;MASC;SG;3
ヘルメット	हेल्मेट	ヘルメット	हेल्मेट	N	N;NOM;MASC;SG;3
スパーク	चिंगारी	スパーク	चिंगारी	N	N;NOM;FEM;SG;3
資本主義	पूंजीवादी	資本主義	पूंजीवादी	N	N;NOM;MASC;SG;3
資本主義	पूंजीवाद	資本主義	पूंजीवाद	N	N;NOM;MASC;SG;3
意匠	डिजाइन	意匠	डिजाइन	N	N;NOM;MASC;SG;3
意匠	डिज़ाइन	意匠	डिज़ाइन	N	N;NOM;MASC;SG;3
ベット	शर्त	ベット	शर्त	N	N;NOM;FEM;SG;3
ソープ	साबुन	ソープ	साबुन	N	N;NOM;MASC;SG;3
スチール	इस्पात	スチール	इस्पात	N	N;NOM;MASC;SG;3
スチール	स्टील	スチール	स्टील	N	N;NOM;FEM;SG;3
解像	संकल्प	解像	संकल्प	N	N;NOM;MASC;SG;3
解像	रिज़ॉल्यूशन	解像	रिजोॉल्यूशन	N	N;NOM;MASC;SG;3
解像	समाधान	解像	समाधान	N	N;NOM;MASC;SG;3
解像	विभेदन	解像	विभेदन	N	N;NOM;MASC;SG;3
解像	रिज़ॉल्यूशन	解像	रिजोॉल्यूशन	N	N;NOM;MASC;SG;3
解像	रेज़ोल्यूशन	解像	रेजोोल्यूशन	N	N;NOM;MASC;SG;3
支配	प्रबंधक	支配	प्रबंधक	N	N;NOM;MASC;SG;3
支配	मैनेजर	支配	मैनेजर	N	N;NOM;MASC;SG;3
クリニック	क्लिनिक	クリニック	क्लिनिक	N	N;NOM;MASC;SG;3
クリニック	क्लीनिक	クリニック	क्लीनिक	N	N;NOM;MASC;SG;3
クリニック	क्लिनिक	クリニック	क्लिनिक	N	N;NOM;MASC;SG;3
キッチン	रसोई	キッチン	रसोई	N	N;NOM;FEM;SG;3
キッチン	रसोईघर	キッチン	रसोईघर	N	N;NOM;MASC;SG;3
レイプ	बलात्कार	レイプ	बलात्कार	N	N;NOM;MASC;SG;3
ベータ	बेटा	ベータ	बेटा	N	N;NOM;MASC;SG;3
赤外線	इन्फ्रारेड	赤外線	इन्फ्रारेड	N	N;NOM;MASC;SG;3
スカート	स्कर्ट	スカート	स्कर्ट	N	N;NOM;FEM;SG;3
スカート	स्कर्ट	スカート	स्कर्ट	N	N;NOM;FEM;SG;3
醤油	सोया	醤油	सो	N	N;NOM;MASC;SG;3
チャリティー	चैरिटी	チャリティー	चैरिटी	N	N;NOM;FEM;SG;3
チャリティー	धर्मार्थ	チャリティー	धर्मार्थ	N	N;NOM;MASC;SG;3
チャリティー	दान	チャリティー	दान	N	N;NOM;MASC;SG;3
職場	कार्यक्षेत्र	職場	कार्यक्षेत्र	N	N;NOM;MASC;SG;3
職場	workplace	職場	workplace	N	N;NOM;MASC;SG;3
職場	कार्यस्थल	職場	कार्यस्थल	N	N;NOM;MASC;SG;3
岩石	चट्टानें	岩石	चट्टान	N	N;NOM;FEM;PL;3
買う	खरीदें	買う	खरीद	V	V;SBJV;PL;3;FIN;ACT
買う	ख़रीदे	買う	ख़रीद	V	V;PFV;MASC;SG;V.PTCP;ACT
盗賊	लुटेरों	盗賊	लुटेर	N	N;ACC;MASC;PL;3
盗賊	डाकुओं	盗賊	डाकू	N	N;ACC;MASC;PL;3
親戚	रिश्तेदार	親戚	रिश्तेदार	N	N;NOM;MASC;SG;3
親戚	सापेक्ष	親戚	सापेक्ष	N	N;NOM;MASC;SG;3
親戚	रिश्तेदार	親戚	रिश्तेदार	N	N;NOM;MASC;SG;3
親戚	रिश्तेदारों	親戚	रिश्तेदार	N	N;ACC;MASC;PL;3
羽根	पंख	羽根	पंख	N	N;NOM;MASC;PL;3
かご	टोकरी	かご	टोकरी	N	N;NOM;FEM;SG;3
かご	बास्केट	かご	बास्केट	N	N;NOM;MASC;SG;3
孤児	अनाथ	孤児	अनाथ	N	N;NOM;MASC;SG;3
孤児	अनाथ	孤児	अनाथ	N	N;NOM;MASC;SG;3
孤児	अनाथ	孤児	अनाथ	N	N;NOM;MASC;SG;3
書記官	क्लर्क	書記官	क्लर्क	N	N;NOM;MASC;SG;3
絞り	एपर्चर	絞り	एपर्चर	N	N;NOM;MASC;SG;3
拷問	टॉर्चर	拷問	टॉर्चर	N	N;NOM;MASC;SG;3
清掃	सफ़ाई	清掃	सफ़ाई	V	V;PFV;FEM;SG;V.PTCP;ACT
排水	नाले	排水	नाला	N	N;NOM;MASC;SG;3
プロトタイプ	प्रोटोटाइप	プロトタイプ	प्रोटोटाइप	N	N;NOM;MASC;SG;3
プロトタイプ	prototypes	プロトタイプ	prototypes	N	N;NOM;MASC;SG;3
スローガン	नारे	スローガン	नारा	N	N;NOM;MASC;PL;3
スローガン	नारा	スローガン	नारा	N	N;NOM;MASC;SG;3
スローガン	स्लोगन	スローガン	स्लोगन	N	N;NOM;MASC;SG;3
湿地	आर्द्रभूमि	湿地	आर्द्रभूमि	N	N;NOM;FEM;SG;3
負債	देनदारी	負債	देनदारी	N	N;NOM;FEM;SG;3
ポーズ	मुद्रा	ポーズ	मुद्रा	N	N;NOM;FEM;SG;3
カルシウム	कैल्सियम	カルシウム	कैल्सियम	N	N;NOM;MASC;SG;3
フランチャイズ	फ़्रैंचाईज़ी	フランチャイズ	फ़्रैंचाईजी	N	N;NOM;FEM;SG;3
フランチャイズ	मताधिकार	フランチャイズ	मताधिकार	N	N;NOM;MASC;SG;3
ボウリング	गेंदबाज़ी	ボウリング	गेँदबाजी	N	N;NOM;FEM;SG;3
ボウリング	गेंदबाजी	ボウリング	गेँदबाजी	N	N;NOM;FEM;SG;3
ボウリング	बोलिंग	ボウリング	बोलिंग	N	N;NOM;FEM;SG;3
おもちゃ	खिलौना	おもちゃ	खिलौना	N	N;NOM;MASC;SG;3
おもちゃ	खिलौने	おもちゃ	खिलौना	N	N;NOM;MASC;SG;3
ポピュラー	लोकप्रिय	ポピュラー	लोकप्रिय	ADJ	ADJ
鋼鉄	इस्पात	鋼鉄	इस्पात	N	N;NOM;MASC;SG;3
鋼鉄	स्टील	鋼鉄	स्टील	N	N;NOM;FEM;SG;3
パンフレット	ब्रोशर	パンフレット	ब्रोशर	N	N;NOM;MASC;SG;3
パンフレット	विवरणिका	パンフレット	विवरणिका	N	N;NOM;FEM;SG;3
メーター	मीटर	メーター	मीटर	N	N;NOM;MASC;SG;3
メーター	मीटर	メーター	मीटर	N	N;NOM;MASC;SG;3
体積	आवाज	体積	आवाज	N	N;NOM;FEM;SG;3
体積	आयतन	体積	आयतन	N	N;NOM;MASC;SG;3
体積	आवाज़	体積	आवाज़	N	N;NOM;FEM;SG;3
体積	आयतन	体積	आयतन	N	N;NOM;MASC;SG;3
基底	आधार	基底	आधार	N	N;NOM;MASC;SG;3
有名人	हस्तियाँ	有名人	हस्ती	N	N;NOM;FEM;PL;3
消す	बुझा	消す	बुझ	V	V;SG;FIN;ACT
経費	व्यय	経費	व्यय	N	N;NOM;MASC;SG;3
経費	खर्चों	経費	खर्च	N	N;ACC;MASC;PL;3
経費	खर्चे	経費	खर्चा	N	N;NOM;MASC;SG;3
経費	खर्च	経費	खर्च	N	N;NOM;MASC;SG;3
公使	मंत्री	公使	मंत्री	N	N;NOM;MASC;SG;3
公使	मंत्री	公使	मंत्री	N	N;NOM;MASC;SG;3
公使	मंत्रियों	公使	मंत्री	N	N;ACC;MASC;PL;3
キリスト教徒	ईसाइयों	キリスト教徒	ईसाई	N	N;ACC;FEM;PL;3
スコープ	स्कोप	スコープ	स्कोप	N	N;NOM;MASC;SG;3
スコープ	गुंजाइश	スコープ	गुंजाइश	N	N;NOM;FEM;SG;3
スコープ	कार्यक्षेत्र	スコープ	कार्यक्षेत्र	N	N;NOM;MASC;SG;3
スコープ	पैमाना	スコープ	पैमाना	N	N;NOM;MASC;SG;3
カメ	कछुआ	カメ	कछुआ	N	N;NOM;MASC;SG;3
カメ	कछुए	カメ	कछुआ	N	N;NOM;MASC;SG;3
カメ	टर्टल्स	カメ	टर्टल	N	N;NOM;MASC;PL;3
細い	पतली	細い	पतला	ADJ	ADJ;NOM;FEM;SG
細い	पतला	細い	पतला	ADJ	ADJ;NOM;MASC;SG
憲章	चार्टर	憲章	चार्टर	N	N;NOM;MASC;SG;3
ねじ	पेंच	ねじ	पेंच	N	N;NOM;MASC;SG;3
警部	लेफ्टिनेंट	警部	लेफ्टिनेंट	N	N;NOM;MASC;SG;3
スキャンダル	घोटाला	スキャンダル	घोटाला	N	N;NOM;MASC;SG;3
スキャンダル	घोटाले	スキャンダル	घोटाला	N	N;NOM;MASC;SG;3
スキャンダル	कांड	スキャンダル	कांड	N	N;NOM;MASC;SG;3
テラス	छत	テラス	छत	N	N;NOM;FEM;SG;3
笑う	हँसते	笑う	हँस	V	V;IPFV;MASC;PL;V.PTCP;ACT
笑う	हँस	笑う	हो	V	V;FIN;ACT
笑う	हंसना	笑う	हंसना	V	V;MASC;NFIN;ACT
マインド	मन	マインド	मन	N	N;NOM;MASC;SG;3
マインド	दिमाग	マインド	दिमाग	N	N;NOM;MASC;SG;3
チューナー	ट्यूनर	チューナー	ट्यूनर	N	N;NOM;MASC;SG;3
銘柄	ब्रांड	銘柄	ब्रांड	N	N;NOM;MASC;SG;3
肺	निमोनिया	肺	निमोनिया	N	N;NOM;MASC;SG;3
三角形	त्रिकोण	三角形	त्रिकोण	N	N;NOM;MASC;SG;3
三角形	त्रिभुज	三角形	त्रिभुज	N	N;NOM;MASC;SG;3
知人	परिचितों	知人	परिचित	N	N;ACC;MASC;PL;3
アミノ酸	अमीनो	アミノ酸	अमीनो	N	N;NOM;MASC;SG;3
遂に	आखिरकार	遂にる	आखिरकार	ADV	ADV
ムード	मिजाज़	ムード	मिजाज़		
ムード	mood	ムード	mood		
パブリッシング	प्रकाशन	パブリッシング	प्रकाशन	N	N;NOM;MASC;SG;3
薬局	फार्मेसी	薬局	फार्मेसी	N	N;NOM;FEM;SG;3
下町	शहर	下町	शहर	N	N;NOM;MASC;SG;3
発酵	fermentation	発酵	ओुओ	V	V;IPFV;MASC;PL;V.PTCP;ACT
伯父	अंकल	伯父	अंकल	N	N;NOM;MASC;SG;3
伯父	मामा	伯父	मामा	N	N;NOM;MASC;SG;3
伯父	चाचा	伯父	चाचा	N	N;NOM;MASC;SG;3
伯父	ताऊ	伯父	ताऊ	N	N;NOM;MASC;SG;3
楽しい	सुखद	楽しい	सुखद	ADJ	ADJ
トマト	टमाटर	トマト	टमाटर	N	N;NOM;MASC;SG;3
トマト	टमाटर	トマト	टमाटर	N	N;NOM;MASC;SG;3
騒音	शोर	騒音	शोर	N	N;NOM;MASC;SG;3
流派	विद्यालय	流派	विद्यालय	N	N;NOM;MASC;SG;3
流派	स्कूल	流派	स्कूल	N	N;NOM;MASC;SG;3
流派	स्कूलों	流派	स्कूल	N	N;ACC;MASC;PL;3
ノーマル	सामान्य	ノーマル	सामान्य	N	N;NOM;MASC;SG;3
インタフェース	इंटरफेस	インタフェース	इंटरफेस	N	N;NOM;MASC;SG;3
インタフェース	अंतरफलक	インタフェース	अंतरफलक	N	N;NOM;MASC;SG;3
インタフェース	इंटरफ़ेस	インタフェース	इंटरफ़ेस	N	N;NOM;MASC;SG;3
インタフェース	अंतरफलक	インタフェース	अंतरफलक	N	N;NOM;MASC;SG;3
代理人	जनप्रतिनिधि	代理人	जनप्रतिनिधि	N	N;NOM;MASC;SG;3
代理人	प्रतिनिधि	代理人	प्रतिनिधि	N	N;NOM;MASC;SG;3
代理人	एजेंट	代理人	एजेंट	N	N;NOM;MASC;SG;3
売春	वेश्यावृति	売春	वेश्यावृति	N	N;NOM;FEM;SG;3
ドリル	ड्रिल	ドリル	ड्रिल	N	N;NOM;MASC;SG;3
製造	विनिर्माण	製造	विनिर्माण	N	N;NOM;MASC;SG;3
製造	निर्माण	製造	निर्माण	N	N;NOM;MASC;SG;3
マフィア	माफिया	マフィア	माफिया	N	N;NOM;MASC;SG;3
胞子	बीजाणुओं	胞子	बीजाणु	N	N;ACC;MASC;PL;3
開花	खिल	開花	खिल	V	V;ACT
反動	प्रतिक्रियावादी	反動	प्रतिक्रियावादी	N	N;NOM;MASC;SG;3
溶接	वेल्डिंग	溶接	वेल्डिंग	N	N;NOM;FEM;SG;3
近似	सन्निकटन	近似	सन्निकटन	N	N;NOM;MASC;SG;3
手動	मैनुअल	手動	मैनुअल	N	N;NOM;MASC;SG;3
手動	मैन्युअल	手動	मैन्युअल	N	N;NOM;MASC
パルス	नाड़ी	パルス	नाड़ी	N	N;NOM;FEM;SG;3
マネージメント	प्रबंधन	マネージメント	प्रबंधन	N	N;NOM;MASC;SG;3
マネージメント	प्रबन्धन	マネージメント	प्रबन्धन	N	N;NOM;MASC;SG;3
発光	चमक	発光	चमक	N	N;NOM;FEM;SG;3
注ぐ	डालना	注ぐ	डाल	V	V;MASC;NFIN;ACT
海岸	shoreline	海岸	shoreline	N	N;NOM;MASC;SG;3
海岸	तटरेखा	海岸	तटरेखा	N	N;NOM;MASC;SG;3
カーネル	कर्नेल	カーネル	कर्नेल	N	N;NOM;MASC;SG;3
カーネル	गुठली	カーネル	गुठली	N	N;NOM;FEM;SG;3
電線	केबल	電線	केबल	N	N;NOM;MASC;SG;3
モーター	मोटरस्पोर्ट	モーター	मोटरस्पोर्ट	N	N;NOM;FEM;SG;3
モーター	मोटरस्पोर्ट	モーター	मोटरस्पोर्ट	N	N;NOM;FEM;SG;3
台地	पठार	台地	पठार	N	N;NOM;MASC;SG;3
日数	दिन	日数	दिन	N	N;NOM;MASC;SG;3
日数	दिनों	日数	दिन	N	N;NOM;MASC;PL;3
機密	गोपनीयता	機密	गोपनीयता	N	N;NOM;FEM;SG;3
機密	गोपनीय	機密	गोपनीय	N	N;NOM;MASC;SG;3
クライアント	ग्राहक	クライアント	ग्राहक	N	N;NOM;MASC;PL;3
クライアント	क्लाइंट	クライアント	क्लाइंट	N	N;NOM;MASC;SG;3
クライアント	क्लाएंट	クライアント	क्लाएंट	N	N;NOM;MASC;SG;3
クライアント	क्लाइंट	クライアント	क्लाइंट	N	N;NOM;MASC;SG;3
掃除	सफ़ाई	掃除	सफ़ाई	V	V;PFV;FEM;SG;V.PTCP;ACT
ウシ	ढोरों	ウシ	ढोर	N	N;ACC;MASC;PL;3
ウシ	चौपायों	ウシ	चौपाय	N	N;ACC;MASC;PL;3
穀物	अनाज	穀物	अनाज	N	N;NOM;MASC;SG;3
鉱石	अयस्क	鉱石	अयस्क	N	N;NOM;MASC;SG;3
保育園	नर्सरी	保育園	नर्सरी	N	N;NOM;MASC;SG;3
フラット	फ्लैट	フラット	फ्लैट	N	N;NOM;MASC;SG;3
フラット	समतल	フラット	समतल	N	N;NOM;MASC;SG;3
フラット	चपटा	フラット	चपटा	N	N;NOM;MASC;SG;3
歯車	गियर	歯車	गियर	N	N;NOM;MASC;SG;3
大当たり	खजाना	大当たり	खजाना	N	N;NOM;MASC;SG;3
大当たり	जैकपॉट	大当たり	जैकपॉट	N	N;NOM;MASC;SG;3
パスワード	कूटशब्द	パスワード	कूटशब्द	N	N;NOM;MASC;SG;3
パスワード	पासवर्ड	パスワード	पासवर्ड	N	N;NOM;MASC;SG;3
パスワード	पासवर्ड	パスワード	पासवर्ड	N	N;NOM;MASC;SG;3
メカニック	मैकेनिक	メカニック	मैकेनिक	N	N;NOM;MASC;SG;3
赤ちゃん	शिशुओं	赤ちゃん	शिशू	N	N;ACC;MASC;PL;3
赤ちゃん	शिशु	赤ちゃん	शिशु	N	N;NOM;MASC;SG;3
スクロール	स्क्रॉल	スクロール	स्क्रॉल	N	N;NOM;MASC;SG;3
会う	मिलें	会う	मिल	V	V;SBJV;FIN;ACT
セクター	सेक्टर	セクター	सेक्टर	N	N;NOM;MASC;SG;3
セクター	सेक्टर	セクター	सेक्टर	N	N;NOM;MASC;SG;3
濃い	मजबूत	濃い	मजबूत	ADJ	ADJ
減らす	घटा	減らす	घटा	V	V;MASC;SG;V.PTCP;ACT
減らす	घटी	減らす	घट	V	V;PFV;FEM;SG;V.PTCP;ACT
ネック	गला	ネック	गला	N	N;NOM;MASC;SG;3
ネック	गर्दन	ネック	गर्दन	N	N;NOM;FEM;SG;3
ストライキ	हड़ताल	ストライキ	हड़ताल	N	N;NOM;FEM;SG;3
ストライキ	स्ट्राइक	ストライキ	स्ट्राइक	N	N;NOM;MASC;SG;3
スクランブル	हाथापाई	スクランブル	हाथापाई	N	N;NOM;FEM;SG;3
レター	लेटर	レター	लेटर	N	N;NOM;MASC;SG;3
レター	पत्र	レター	पत्र	N	N;NOM;MASC;SG;3
レター	अक्षर	レター	अक्षर	N	N;NOM;MASC;SG;3
プレゼン	प्रस्तुति	プレゼン	प्रस्तुति	N	N;NOM;FEM;SG;3
プレゼン	प्रस्तुतिकरण	プレゼン	प्रस्तुतिकरण	N	N;NOM;MASC;SG;3
プレゼン	प्रस्तुतीकरण	プレゼン	प्रस्तुतीकरण	N	N;NOM;MASC;SG;3
プレゼン	प्रस्तुतिकरण	プレゼン	प्रस्तुतिकरण	N	N;NOM;MASC;SG;3
プレゼン	प्रस्तुतियों	プレゼン	प्रस्तुति	N	N;ACC;FEM;PL;3
テロリスト	आतंकवादी	テロリスト	आतंकवादी	N	N;NOM;MASC;PL;3
テロリスト	आतंकवादियों	テロリスト	आतंकवादी	N	N;ACC;MASC;PL;3
テロリスト	आतंकवादी	テロリスト	आतंकवादी	N	N;NOM;MASC;PL;3
管理人	व्यवस्थापक	管理人	व्यवस्थापक	N	N;NOM;MASC;SG;3
管理人	व्यवस्थापक	管理人	व्यवस्थापक	N	N;NOM;MASC;SG;3
