con	med	con	med	ADP	ADP
calderón	calderon	calderón	calderon	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
monarquía	monarki	monarquía	monarki	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
monarquía	monarkin	monarquía	monarki	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
lobo	varg	lobo	varg	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
lobo	vargen	lobo	varg	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
biología	biologi	biología	biologi	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
móvil	mobil	móvil	mobil	N;SG	N;NOM;INDF;MASC+FEM;SG
dividida	uppdelad	dividido	uppdela	ADJ;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
dividida	uppdelat	dividido	uppdela	ADJ;FEM;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
dividida	delat	dividido	delad	ADJ;FEM;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
dividida	delad	dividido	delad	ADJ;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
dividida	delad	dividido	delad	ADJ;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
víctima	offret	víctima	offreta	N;FEM;SG	N;NOM;DEF;NEUT;SG
víctima	offer	víctima	offer	N;FEM;SG	N;NOM;INDF;NEUT;SG
incremento	ökning	incremento	ökning	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
incremento	höjning	incremento	höjning	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
incremento	ökning	incremento	ökning	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
teología	teologi	teología	teologi	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ambiental	miljömässigt	ambiental	miljömässig	ADJ;SG	ADJ;NOM;INDF;NEUT;SG
ambiental	omgivande	ambiental	omgivande	ADJ;SG	ADJ;NOM;PRS;V.PTCP
cultivos	odlingar	cultivo	odling	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
cultivos	grödor	cultivo	gröda	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
cultivos	kulturer	cultivo	kultur	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
cultivos	kulturerna	cultivo	kultur	N;MASC;PL	N;NOM;DEF;MASC+FEM;PL
escultores	skulptörer	escultor	skulptör	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
gusto	smak	gusto	smak	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
gusto	smaken	gusto	smak	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
gusto	gusto	gusto	gusto	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
corporación	corporation	corporación	corporation	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
gimnasia	gym	gimnasia	gym	N;FEM;SG	N;NOM;INDF;NEUT;SG
gimnasia	gymnastik	gimnasia	gymnastik	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
refugio	skydd	refugio	skydd	N;MASC;SG	N;NOM;INDF;NEUT;SG
refugio	skyddsrum	refugio	skyddsrum	N;MASC;SG	N;NOM;INDF;NEUT;SG
refugio	härbärge	refugio	härbärge	N;MASC;SG	N;NOM;INDF;NEUT;SG
refugio	tillflykt	refugio	tillflykt	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
refugio	tillflyktsort	refugio	tillflyktsort	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
refugio	fristad	refugio	fristad	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
automóvil	bil	automóvil	bil	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
automóvil	bil	automóvil	bil	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
renuncia	avgång	renuncia	avgång	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
renuncia	avskedsansökan	renuncia	avskedsansöka	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
renuncia	avsked	renuncia	avsked	N;FEM;SG	N;NOM;INDF;NEUT;SG
renuncia	dispens	renuncia	disp	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
borbón	bourbon	borbón	bourbon	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
filósofo	filosof	filósofo	filosof	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
filósofo	filosofen	filósofo	filosof	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
rasgos	funktioner	rasgo	funktion	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
cantar	sjunga	cantar	sjung	V;NFIN	V;IMP;FIN;ACT
cantar	sjunga	cantar	sjung	V;NFIN	V;IMP;FIN;ACT
cantar	sjungit	cantar	sjunga	V;NFIN	V;V.CVB;ACT
cantar	sjunger	cantar	sjunga	V;NFIN	V;IND;PRS;FIN;ACT
end	slutet	end	slut	N	N;NOM;DEF;NEUT;SG
end	end	end	end	N	N;NOM;INDF;MASC+FEM;SG
end	slut	end	slut	N	N;NOM;INDF;NEUT;SG
pino	tall	pino	tall	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
pino	pine	pino	pine	N;MASC;SG	N;NOM;INDF;NEUT;SG
usualmente	vanligtvis	usualmente	vanligtvis	ADV	ADV
usualmente	vanligen	usualmente	vanligen	ADV	ADV
usualmente	oftast	usualmente	ofta	ADV	ADV;RL
incorporó	införlivade	incorporar	införlivad	V;IND;SG;3;PST;FIN	V;IND;PST;V.PTCP;ACT
antioquia	antioquia	antioquia	antioquia	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
herramienta	verktyget	herramienta	verktyg	N;FEM;SG	N;NOM;DEF;NEUT;SG
herramienta	verktyg	herramienta	verktyg	N;FEM;SG	N;NOM;INDF;NEUT;SG
águila	eagle	águila	eagle	N;FEM;SG	N;NOM;INDF;NEUT;SG
águila	örn	águila	örn	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
águila	örnen	águila	örn	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
institute	institute	institute	institute	N;MASC;SG	N;NOM;INDF;NEUT;SG
institute	institut	institute	institut	N;MASC;SG	N;NOM;INDF;NEUT;SG
institute	institutet	institute	institutet	N;MASC;SG	N;NOM;DEF;NEUT;SG
camiseta	skjorta	camiseta	skjort	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
camiseta	shirt	camiseta	shirt	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
camiseta	tröja	camiseta	tröja	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
camiseta	jersey	camiseta	jersey	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
registrado	registrerad	registrado	registrerad	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
registrado	registrerat	registrado	registrerad	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
registrado	loggat	registrado	logga	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
cabello	hair	cabello	hai	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
cabello	hår	cabello	hår	N;MASC;SG	N;NOM;INDF;NEUT;SG
cabello	håret	cabello	hår	N;MASC;SG	N;NOM;DEF;NEUT;SG
reinos	riken	reino	rike	N;MASC;PL	N;NOM;INDF;NEUT;PL
reinos	kungarikena	reino	kungarik	N;MASC;PL	N;NOM;DEF;MASC+FEM;PL
reinos	riken	reino	rike	N;MASC;PL	N;NOM;INDF;NEUT;PL
mix	mix	mix	mix	N	N;NOM;INDF;MASC+FEM;SG
mix	blandning	mix	blandning	N	N;NOM;INDF;MASC+FEM;SG
permiso	tillstånd	permiso	tillstånd	N;MASC;SG	N;NOM;INDF;NEUT;SG
permiso	tillåtelse	permiso	tillåtelse	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
permiso	behörighet	permiso	behörighet	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
permiso	tillstånd	permiso	tillstånd	N;MASC;SG	N;NOM;INDF;NEUT;SG
musulmanes	muslimer	musulmán	muslim	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
musulmanes	muslimerna	musulmán	muslim	N;MASC;PL	N;NOM;DEF;MASC+FEM;PL
musulmanes	muslimer	musulmán	muslim	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
diversidad	mångfald	diversidad	mångfald	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
diversidad	mångfalden	diversidad	mångfald	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
testamento	testamente	testamento	testamente	N;MASC;SG	N;NOM;INDF;NEUT;SG
testamento	testamentet	testamento	testamente	N;MASC;SG	N;NOM;DEF;NEUT;SG
sudeste	sydöst	sudeste	sydöst	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
cortos	korta	corto	kort	ADJ;MASC;PL	ADJ;NOM;PL
julia	julia	julia	juli	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
fracaso	underlåtenhet	fracaso	underlåtenhet	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
masculinos	maskulina	masculino	maskulin	ADJ;MASC;PL	ADJ;NOM;PL
superar	överträffa	superar	överträffa	V;NFIN	V;IMP;FIN;ACT
superar	övervinna	superar	övervinna	V;NFIN	V;IMP;FIN;ACT
superar	övervinna	superar	övervinna	V;NFIN	V;IMP;FIN;ACT
drogas	läkemedel	droga	läkemedel	N;FEM;PL	N;NOM;INDF;NEUT;PL
drogas	droger	droga	drog	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
drogas	narkotika	droga	narkotika	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
fans	fläktar	fan	fläkta	N;PL	N;NOM;INDF;MASC+FEM;PL
fans	fans	fan	fins	N;PL	N;NOM;INDF;MASC+FEM;PL
cantidades	mängder	cantidad	mängd	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
cantidades	kvantiteter	cantidad	kvantitet	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
persecución	förföljelse	persecución	förföljelse	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
persecución	förföljelsen	persecución	förföljelse	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
centenario	hundraårsminnet	centenario	hundraårsminn	N;MASC;SG	N;NOM;DEF;NEUT;SG
mac	mac	mac	mac	N;MASC	N;NOM;INDF;MASC+FEM;SG
cuerdas	linor	cuerda	lina	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
cuerdas	strängar	cuerda	sträng	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
selecciones	markeringar	selección	markering	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
artificial	konstgjord	artificial	konstgjord	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
artificial	artificiellt	artificial	artificiell	ADJ;SG	ADJ;NOM;INDF;NEUT;SG
nominaciones	nomineringar	nominación	nominering	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
villanueva	villanueva	villanueva	villanueva	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
muestras	prover	muestra	prov	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
tomaron	tog	tomar	ta	V;IND;PL;3;PST;FIN	V;IND;PST;FIN;ACT
issn	issn	issn	issn	N	N
demócrata	demokratiskt	demócrata	demokratisk	ADJ;SG	ADJ;NOM;INDF;NEUT;SG
demócrata	demokratisk	demócrata	demokratisk	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
traducido	översatt	traducido	översätta	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
cerebro	hjärna	cerebro	hjärna	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
cerebro	hjärnan	cerebro	hjärna	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
cerebro	brain	cerebro	brain	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
cerebro	hjärna	cerebro	hjärna	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
sombra	skugga	sombra	skugga	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
sombra	shadow	sombra	shado	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
sombra	skuggan	sombra	skugga	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
sombra	skugga	sombra	skugga	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
sombra	skuggan	sombra	skugga	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
sombra	nyans	sombra	nyans	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
mercados	marknadsplatser	mercado	marknadsplats	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
mercados	marknaderna	mercado	marknad	N;MASC;PL	N;NOM;DEF;MASC+FEM;PL
mercados	marknader	mercado	marknad	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
iniciar	initiera	iniciar	initiera	V;NFIN	V;IMP;FIN;ACT
iniciar	påbörja	iniciar	påbörja	V;NFIN	V;IMP;FIN;ACT
senadores	senatorer	senador	senator	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
cambiado	förändrad	cambiar	förändra	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
cambiado	ändrat	cambiar	ändra	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
cambiado	bytt	cambiar	byta	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
ganadería	boskap	ganadería	boskap	N;FEM;SG	N;NOM;INDF;NEUT;SG
deuda	skuldsättning	deuda	skuldsättning	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
deuda	skuld	deuda	skuld	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
chilenos	chilenare	chileno	chilenare	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
bell	klocka	bell	klocka	N;SG	N;NOM;INDF;MASC+FEM;SG
ciclistas	cyklister	ciclista	cyklist	N;PL	N;NOM;INDF;MASC+FEM;PL
fuertemente	starkt	fuertemente	stark	ADV	ADV
fuertemente	kraftigt	fuertemente	kraftig	ADV	ADV
fuertemente	tätt	fuertemente	tätt	ADV	ADV
fuertemente	kraftigt	fuertemente	kraftig	ADV	ADV
proporciona	tillhandahåller	proporcionar	tillhandahålla	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
vientos	vindar	viento	vind	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
vientos	vindarna	viento	vind	N;MASC;PL	N;NOM;DEF;MASC+FEM;PL
experimental	experimentellt	experimental	experimentell	ADJ;SG	ADJ;NOM;INDF;NEUT;SG
bancos	bankerna	banco	bank	N;MASC;PL	N;NOM;DEF;MASC+FEM;PL
bancos	banker	banco	bank	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
bancos	bankers	banco	bank	N;MASC;PL	N;GEN;INDF;MASC+FEM;PL
bancos	bänkar	banco	bänka	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
seleccionado	utvald	seleccionado	utvälja	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
seleccionado	vald	seleccionado	välja	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
indio	indio	indio	indio	N;MASC;SG	N;NOM;INDF;NEUT;SG
indio	indier	indio	indi	N;MASC;SG	N;NOM;INDF;NEUT;SG
indio	indian	indio	indian	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
partículas	partiklar	partícula	partikel	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
partículas	partiklar	partícula	partikel	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
parcialmente	delvis	parcialmente	delvis	ADV	ADV
parcialmente	delvis	parcialmente	delvis	ADV	ADV
dirigir	regisserar	dirigir	regissera	V;NFIN	V;IND;PRS;FIN;ACT
dirigir	regissera	dirigir	regissera	V;NFIN	V;IMP;FIN;ACT
bravo	bravo	bravo	bravo	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
específico	specifik	específico	specifik	ADJ;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
pastor	predikant	pastor	predikant	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
pastor	präst	pastor	präst	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
pastor	shepherd	pastor	shepherd	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
pastor	herden	pastor	herd	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
pastor	herde	pastor	herde	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
pastor	pastor	pastor	pastor	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
pastor	ministern	pastor	minister	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
pastor	minister	pastor	minister	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
traje	klädsel	traje	klädsel	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
traje	outfit	traje	outfa	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
traje	dräkt	traje	dräkt	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
traje	kostym	traje	kostym	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
traje	dräkt	traje	dräkt	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
traje	kostym	traje	kostym	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
flag	flagga	flag	flagga	N;SG	N;NOM;INDF;MASC+FEM;SG
flag	flagg	flag	flagg	N;SG	N;NOM;INDF;MASC+FEM;SG
flag	flaggan	flag	flagga	N;SG	N;NOM;DEF;MASC+FEM;SG
monarca	monark	monarca	monark	N;SG	N;NOM;INDF;MASC+FEM;SG
cifra	figur	cifra	figur	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
cifra	siffra	cifra	siffra	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
escuadra	skvadron	escuadra	skvadron	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
escuadra	truppen	escuadra	trupp	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
escuadra	trupp	escuadra	trupp	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
escuadra	squad	escuadra	squad	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
profesora	professor	profesora	professor	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
profesora	professorn	profesora	professor	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
enfrentamiento	uppgörelse	enfrentamiento	uppgörelse	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
enfrentamiento	konfrontation	enfrentamiento	konfrontation	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
enfrentamiento	clash	enfrentamiento	clash	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
enfrentamiento	krock	enfrentamiento	krock	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
enfrentamiento	dödläge	enfrentamiento	dödläge	N;MASC;SG	N;NOM;INDF;NEUT;SG
certamen	tävling	certamen	tävling	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
circulación	omsättning	circulación	omsättning	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
circulación	cirkulation	circulación	cirkulation	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
circulación	omlopp	circulación	omlopp	N;FEM;SG	N;NOM;INDF;NEUT;SG
formal	formell	formal	formell	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
formal	formellt	formal	formell	ADJ;SG	ADJ;NOM;INDF;NEUT;SG
gobernación	guvernementet	gobernación	guvernement	N;FEM;SG	N;NOM;DEF;NEUT;SG
gobernación	styre	gobernación	styre	N;FEM;SG	N;NOM;INDF;NEUT;SG
gobernación	styrning	gobernación	styrning	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
cerrado	låst	cerrado	låsa	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
cerrado	stängd	cerrado	stänga	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
cerrado	sluten	cerrado	slut	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
cerrado	stängt	cerrado	stänga	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
detalle	detalj	detalle	detalj	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
desaparecido	försvunnen	desaparecido	försvinn	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
desaparecido	försvunnen	desaparecido	försvinn	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
sucede	händer	suceder	hända	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
jamás	aldrig	jamás	aldrig	ADV	ADV;NEG
meta	meta	meta	meta	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
meta	mål	meta	mål	N;FEM;SG	N;NOM;INDF;NEUT;SG
ampliación	utökning	ampliación	utökning	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ampliación	utbyggnad	ampliación	utbyggnad	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ampliación	expansion	ampliación	expansion	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ampliación	utvidgning	ampliación	utvidgning	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ampliación	utvidgningen	ampliación	utvidgning	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
ampliación	utvidgning	ampliación	utvidgning	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ampliación	förlängning	ampliación	förlängning	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ampliación	utökning	ampliación	utökning	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ampliación	utbyggnad	ampliación	utbyggnad	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ampliación	utvidgning	ampliación	utvidgning	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
académica	akademisk	académico	akademisk	ADJ;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
académica	akademiskt	académico	akademisk	ADJ;FEM;SG	ADJ;NOM;INDF;NEUT;SG
doctrina	doktrin	doctrina	doktri	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
doctrina	doktrinen	doctrina	doktrin	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
dead	död	dead	död	N	N;NOM;INDF;MASC+FEM;SG
dead	dead	dead	dead	N	N;NOM;INDF;MASC+FEM;SG
cobre	koppar	cobre	koppa	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
separado	separerad	separar	separerad	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
separado	separerat	separar	separerad	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
separado	separat	separar	separat	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG
separado	separat	separar	separat	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG
habitualmente	vanligtvis	habitualmente	vanligtvis	ADV	ADV
habitualmente	vanligen	habitualmente	vanligen	ADV	ADV
habitualmente	oftast	habitualmente	ofta	ADV	ADV;RL
créditos	krediter	crédito	krediter	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
coral	korall	coral	korall	N;SG	N;NOM;INDF;MASC+FEM;SG
coral	choral	coral	choral	N;SG	N;NOM;INDF;MASC+FEM;SG
posibilidades	möjligheter	posibilidad	möjlighet	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
posibilidades	möjligheterna	posibilidad	möjlighet	N;FEM;PL	N;NOM;DEF;MASC+FEM;PL
paciente	patientens	paciente	patient	N;SG	N;GEN;DEF;MASC+FEM;SG
paciente	patienten	paciente	patient	N;SG	N;NOM;DEF;MASC+FEM;SG
paciente	patient	paciente	patient	N;SG	N;NOM;INDF;MASC+FEM;SG
memorias	minnen	memoria	min	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
memorias	memoarer	memoria	memoarer	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
tailandia	thai	tailandia	thai	N;FEM;SG	N;NOM;INDF;NEUT;SG
pobre	fattig	pobre	fattig	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
calcio	kalcium	calcio	kalcium	N;MASC;SG	N;NOM;INDF;NEUT;SG
precios	priserna	precio	pris	N;MASC;PL	N;NOM;DEF;NEUT;PL
precios	priser	precio	pris	N;MASC;PL	N;NOM;INDF;NEUT;PL
talento	begåvning	talento	begåvning	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
talento	talang	talento	talang	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
virrey	vicekung	virrey	vicekung	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
frecuentes	vanliga	frecuente	vanlig	ADJ;PL	ADJ;NOM;PL
frecuentes	gemensamma	frecuente	gemensam	ADJ;PL	ADJ;NOM;PL
frecuentes	täta	frecuente	tät	ADJ;PL	ADJ;NOM;PL
captura	fångst	captura	fångst	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
captura	catch	captura	catch	N;FEM;SG	N;NOM;INDF;NEUT;SG
captura	fångst	captura	fångst	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
próxima	nästa	próximo	nästa	ADJ;FEM;SG	ADJ;NOM
antena	antenn	antena	antenn	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
antena	antenn	antena	antenn	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
parada	stop	parada	stop	N;FEM;SG	N;NOM;INDF;NEUT;SG
parada	stopp	parada	stopp	N;FEM;SG	N;NOM;INDF;NEUT;SG
dientes	tänder	diente	tand	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
básica	grundläggande	básico	grundläggande	ADJ;FEM;SG	ADJ;NOM;PRS;V.PTCP
reemplazado	ersatt	reemplazar	ersatt	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
marvel	marvel	marvel	marvel	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
epíteto	epitetet	epíteto	epitet	N;MASC;SG	N;NOM;DEF;NEUT;SG
heart	hjärtat	heart	hjärta	N	N;NOM;DEF;NEUT;SG
heart	heart	heart	heart	N	N;NOM;INDF;MASC+FEM;SG
heart	hjärta	heart	hjärta	N	N;NOM;INDF;NEUT;SG
temática	tema	temática	tema	N;FEM;SG	N;NOM;INDF;NEUT;SG
marcado	märkt	marcado	märka	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
marcado	märkt	marcado	märka	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
puentes	broarna	puente	bro	N;MASC;PL	N;NOM;DEF;MASC+FEM;PL
puentes	broar	puente	bro	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
volcán	vulkan	volcán	vulkan	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
beneficios	förmåner	beneficio	förmån	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
beneficios	fördelar	beneficio	fördel	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
beneficios	förmåner	beneficio	förmån	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
