категория	kategorie	категория	kategorie	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
сильное	silný	сильный	silný	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
трамвай	tramvaj	трамвай	tramvaj	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
трамвай	tramvaj	трамвай	tramvaj	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
отдал	dal	отдать	dát	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;SG;POS;PST;V.PTCP;ACT
жертвы	oběti	жертва	oběť	N;ANIM;NOM;FEM;PL	N;NOM;FEM;PL;POS
жертвы	oběti	жертва	oběť	N;ANIM;NOM;FEM;PL	N;NOM;FEM;PL;POS
жертвы	ztráty	жертва	ztráta	N;ANIM;NOM;FEM;PL	N;NOM;FEM;PL;POS
жертвы	oběti	жертва	oběť	N;ANIM;NOM;FEM;PL	N;NOM;FEM;PL;POS
венгерский	maďarská	венгерский	maďarský	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
венгерский	maďarský	венгерский	maďarský	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
венгерский	maďarské	венгерский	maďarský	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
соль	sůl	соль	sůl	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
сотрудничал	spolupracoval	сотрудничать	spolupracovat	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
узнал	naučil	узнать	naučit	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
увеличить	zvýšit	увеличить	zvýšit	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
увеличить	přiblížit	увеличить	přiblížit	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
увеличить	zvětšit	увеличить	zvětšit	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
образцовое	příkladné	образцовый	příkladný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
предположение	předpoklad	предположение	předpoklad	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
предположение	domněnka	предположение	domněnka	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
предположение	domněnka	предположение	domněnka	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
кит	velryba	кит	velryba	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG;POS
кит	souprava	кит	souprava	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG;POS
лаборатория	laboratoře	лаборатория	laboratoř	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
лаборатория	laboratoř	лаборатория	laboratoř	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
лаборатория	laboratoř	лаборатория	laboratoř	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
запуск	spuštění	запуск	spuštění	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
запуск	zahájení	запуск	zahájení	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
запуск	spouštění	запуск	spouštění	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
запуск	start	запуск	start	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
запуск	spuštění	запуск	spuštění	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
лидеры	vůdci	лидер	vůdce	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
издатель	vydavatel	издатель	vydavatel	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
издатель	nakladatelství	издатель	nakladatelství	N;ANIM;NOM;MASC;SG	N;NOM;NEUT;SG;POS
категорически	kategoricky	категорически	kategoricky	ADV	ADV;POS
категорически	kategoricky	категорически	kategoricky	ADV	ADV;POS
максимальный	maximální	максимальный	maximální	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
максимальный	maximální	максимальный	maximální	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
эволюции	vývoj	эволюция	vývoj	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
эволюции	evoluce	эволюция	evoluce	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
судьбы	osudy	судьба	osud	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
судьбы	osudy	судьба	osud	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
выводы	nálezy	вывод	nález	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
выводы	poznatky	вывод	poznatek	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
выводы	závěry	вывод	závěr	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
встречает	splňuje	встречать	splňovat	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
плато	plošina	плато	plošina	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
плоскости	letadla	плоскость	letadlo	N;INAN;NOM;FEM;PL	N;NOM;NEUT;PL;POS
плоскости	roviny	плоскость	rovina	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
почетный	čestné	почетный	čestný	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
почетный	čestná	почетный	čestný	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
почетный	čestný	почетный	čestný	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
почтовая	poštovní	почтовывать	poštovní	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
диалект	dialekt	диалект	dialekt	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
фредерик	frédéric	фредерик	frédéric	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
скульптура	socha	скульптура	socha	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
деревья	stromy	дерево	strom	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
мемориал	pomník	мемориал	pomník	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
мемориал	památník	мемориал	památník	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
классы	třídy	класс	třída	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
альпы	alpy	альпы	alpum	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
сопрано	soprano	сопрать	soprano	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;POS
короче	kratší	короткий	krátký	ADJ;CMPR	ADJ;NOM;CMPR;MASC;SG;POS
десятилетия	desetiletí	десятилетие	desetiletí	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL;POS
десятилетия	dekády	десятилетие	dekáda	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL;POS
десятилетия	desetiletí	десятилетие	desetiletí	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL;POS
десятилетия	dekády	десятилетие	dekáda	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL;POS
квт	kwh	квт	kwh	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;POS
коэффициент	koeficient	коэффициент	koeficient	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
коэффициент	kvocient	коэффициент	kvocient	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
коэффициент	faktor	коэффициент	faktor	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
достижение	dosažení	достижение	dosažení	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
достижение	úspěch	достижение	úspěch	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
условно	podmíněně	условно	podmíněně	ADV	ADV;POS
атака	útok	атака	útok	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
атака	napadení	атака	napadení	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
атака	útok	атака	útok	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
географические	geografické	географический	geografický	ADJ;NOM;PL	ADJ;NOM;MASC;PL;POS
географические	geografické	географический	geografický	ADJ;NOM;PL	ADJ;NOM;MASC;PL;POS
врачей	doktorů	врач	doktor	N;ANIM;GEN;MASC;PL	N;ANIM;GEN;MASC;PL;POS
крестьяне	rolníci	крестьянин	rolník	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
ритм	rytmus	ритм	rytmus	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
сокращение	zkratka	сокращение	zkratka	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
сокращение	snižování	сокращение	snižování	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
сокращение	snížení	сокращение	snížení	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
сокращение	redukce	сокращение	redukce	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
сокращение	zmenšení	сокращение	zmenšení	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
геометрия	geometrie	геометрия	geometrie	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
заводы	továrny	завод	továrna	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
предел	limit	предел	limit	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
предел	mez	предел	mez	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
критику	kritiku	критика	kritika	N;INAN;ACC;FEM;SG	N;ACC;FEM;SG;POS
зелёные	zelení	зеленый	zelený	ADJ;NOM;PL	ADJ;ANIM;NOM;MASC;PL;POS
учебник	výuka	учебник	výuka	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
учебник	tutoriál	учебник	tutoriál	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
интервал	interval	интервал	interval	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
интервал	rozestup	интервал	rozestup	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
консул	konzul	консул	konzul	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
конституция	ústava	конституция	ústava	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
разговор	rozhovor	разговор	rozhovor	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
разговор	konverzace	разговор	konverzace	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
сара	sára	сар	sára	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG;POS
сара	sára	сар	sára	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG;POS
концентрация	soustředění	концентрация	soustředění	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
концентрация	koncentrace	концентрация	koncentrace	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
карту	mapu	карта	mapa	N;INAN;ACC;FEM;SG	N;ACC;FEM;SG;POS
карту	kartu	карта	karta	N;INAN;ACC;FEM;SG	N;ACC;FEM;SG;POS
печать	tisk	печать	tisk	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
печать	otisk	печать	otisk	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
печать	tisk	печать	tisk	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
печать	pečeť	печать	pečeť	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
отражение	odraz	отражение	odraz	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
отражение	zamyšlení	отражение	zamyšlení	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
разделить	rozdělit	разделить	rozdělit	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
разделить	rozdělit	разделить	rozdělit	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
поездки	návštěv	поездка	návštěva	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
поездки	návštěvy	поездка	návštěva	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
поездки	výlety	поездка	výlet	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
падение	pád	падение	pád	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
падение	pád	падение	pád	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
падение	podzim	падение	podzim	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
двери	dveře	дверь	dveře	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
двери	dveře	дверь	dveře	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
племена	kmeny	племя	kmen	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
заявления	výpovědi	заявление	výpověď	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL;POS
включить	vložit	включить	vložit	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
включить	povolit	включить	povolit	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
включить	umožnit	включить	umožnit	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
включить	zahrnout	включить	zahrnout	V;PFV;NFIN;ACT	V;POS;NFIN
федеральная	federální	федеральный	federální	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
хоккей	hokej	хоккей	hokej	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
цепи	okruhy	цепь	okruh	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
цепи	obvody	цепь	obvod	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
цепи	řetězy	цепь	řetěz	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
цепи	řetězce	цепь	řetězec	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
угрозы	výhružky	угроза	výhružka	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
угрозы	výhrůžky	угроза	výhrůžka	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
угрозы	hrozby	угроза	hrozba	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
праздники	prázdniny	праздник	prázdniny	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
праздники	svátky	праздник	svátek	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
церемония	ceremoniál	церемония	ceremoniál	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
церемония	obřad	церемония	obřad	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
решила	rozhodl	решить	rozhodnout	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
атлас	atlas	атлас	atlas	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
потомки	potomci	потомок	potomek	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
потомки	potomky	потомок	potomek	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
потомки	potomci	потомок	potomek	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
чувство	pocit	чувство	pocit	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
взрыв	výbuch	взрыв	výbuch	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
взрыв	exploze	взрыв	exploze	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
взрыв	výbuch	взрыв	výbuch	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
взрыв	bombardování	взрыв	bombardování	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
многое	moc	многое	moc	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
маршал	maršál	маршал	maršál	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
маршал	maršál	маршал	maršál	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
максимум	maximum	максимум	maximum	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
бот	bota	бот	bota	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
волосы	vlasy	волос	vlas	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
волосы	chlupy	волос	chlup	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
сравнение	porovnání	сравнение	porovnání	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
сравнение	srovnání	сравнение	srovnání	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
лента	krmení	лента	krmení	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
лента	krmivo	лента	krmivo	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
лента	kazeta	лента	kazeta	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
лента	páska	лента	páska	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
балет	balet	балет	balet	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
ставит	staví	ставить	stavět	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
останки	ostatky	останки	ostatky	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
останки	pozůstatky	останки	pozůstatek	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
прошел	prošel	пройти	projít	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;SG;POS;PST;V.PTCP;ACT
зелёная	zelené	зеленый	zelený	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS
зелёная	zelený	зеленый	zelený	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
зелёная	zelená	зеленый	zelený	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
ручей	potoka	ручей	potok	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
ручей	potok	ручей	potok	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
ручей	creek	ручей	creek	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
ручей	potok	ручей	potok	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
ручей	stream	ручей	stream	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
носили	nosili	носить	nosit	V;IPFV;IND;PL;PST;FIN;ACT	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP;ACT
любая	jakýkoliv	любой	jakýkoliv	DET;NOM;FEM;SG	DET;NOM;MASC;SG
аварии	nehody	авария	nehoda	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
миссия	mise	миссия	mise	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
миссия	poslání	миссия	poslání	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
девочка	dívka	девочка	dívka	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG;POS
девочка	děvče	девочка	děvče	N;ANIM;NOM;FEM;SG	N;NOM;NEUT;SG;POS
девочка	holčička	девочка	holčička	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG;POS
девочка	holka	девочка	holka	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG;POS
компьютер	počítač	компьютер	počítač	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
танец	dance	танец	dance	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
танец	tanec	танец	tanec	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
спас	zachránil	спасти	zachránit	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
спас	zachránil	спасти	zachránit	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
ресурс	zdroj	ресурс	zdroj	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
организма	organismu	организм	organismus	N;INAN;GEN;MASC;SG	N;INAN;GEN;MASC;SG;POS
груди	hruď	грудь	hruď	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
груди	hrudi	грудь	hruď	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
груди	hrudník	грудь	hrudník	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
груди	truhla	грудь	truhnout	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
груди	poprsí	грудь	poprsí	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
груди	prsu	грудь	prs	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
длинный	dlouhá	длинный	dlouhý	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
длинный	dlouhý	длинный	dlouhý	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
длинный	dlouhé	длинный	dlouhý	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
любую	jakoukoli	любой	jakýkoliv	DET;ACC;FEM;SG	DET;ACC;FEM;SG
любую	jakoukoliv	любой	jakýkoliv	DET;ACC;FEM;SG	DET;ACC;FEM;SG
вина	vina	вино	vina	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
вина	provinění	вино	provinění	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
вина	víno	вино	víno	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
пересечения	křižovatky	пересечение	křižovatka	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL;POS
пересечения	křižovatky	пересечение	křižovatka	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL;POS
жидкости	tekutiny	жидкость	tekutina	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
жидкости	kapaliny	жидкость	kapalina	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
жидкости	tekutiny	жидкость	tekutina	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
жидкости	kapaliny	жидкость	kapalina	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
территориальная	teritoriální	территориальный	teritoriální	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
территориальная	územní	территориальный	územní	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
сектора	sektory	сектор	sektor	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
узел	uzel	узел	uzel	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
узел	uzel	узел	uzel	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
синдром	syndrom	синдром	syndrom	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
бороться	zápasit	бороться	zápasit	V;IPFV;NFIN;MID	V;IPFV;POS;NFIN
перенос	transfer	перенос	transfer	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
перенос	přesun	перенос	přesun	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
перенос	převod	перенос	převod	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
перенос	přenos	перенос	přenos	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
перенос	přenos	перенос	přenos	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
защищать	chránit	защищать	chránit	V;IPFV;NFIN;ACT	V;IPFV;POS;NFIN
защищать	chrání	защищать	chránit	V;IPFV;NFIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
защищать	bránit	защищать	bránit	V;IPFV;NFIN;ACT	V;POS;NFIN
кол	kůl	кол	kůl	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
кол	kolík	кол	kolík	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
монастыри	kláštery	монастырь	klášter	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
захват	zachycení	захват	zachycení	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
захват	zachycování	захват	zachycování	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
захват	zajetí	захват	zajetí	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
захват	záchvat	захват	záchvat	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
захват	zabavení	захват	zabavení	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
ежедневно	denně	ежедневно	denně	ADV	ADV;POS
хвост	tail	хвост	tail	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
хвост	ocas	хвост	ocas	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
преимущество	výhoda	преимущество	výhoda	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
преимущество	zvýhodnění	преимущество	zvýhodnění	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
вручную	ručně	вручную	ručně	ADV	ADV;POS
вручную	manuálně	вручную	manuálně	ADV	ADV;POS
природа	povaha	природа	povaha	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
природа	příroda	природа	příroda	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
природа	přirozenost	природа	přirozenost	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
постоянный	trvalý	постоянный	trvalý	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
постоянный	trvalá	постоянный	trvalý	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
постоянный	permanentní	постоянный	permanentní	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
постоянный	trvalé	постоянный	trvalý	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
постоянный	stálá	постоянный	stálý	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
постоянный	konstantní	постоянный	konstantní	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
постоянный	stálý	постоянный	stálý	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
постоянный	neustálé	постоянный	neustálý	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;NEG
постоянный	stálé	постоянный	stálý	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
постоянный	stálá	постоянный	stálý	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
зрители	diváci	зритель	divák	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
зрители	diváci	зритель	divák	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
зрители	diváci	зритель	divák	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
старт	start	старт	start	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
старт	začátek	старт	začátek	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
ребёнок	baby	ребёнок	baby	N;ANIM;NOM;MASC;SG	N;FEM;SG;POS
ребёнок	zlato	ребёнок	zlato	N;ANIM;NOM;MASC;SG	N;NOM;NEUT;SG;POS
ребёнок	dítě	ребёнок	dítě	N;ANIM;NOM;MASC;SG	N;NOM;NEUT;SG;POS
