kesan	впечатление	kesan	впечатление	N;SG	N;INDF;NEUT;SG
diklaim	заявено	diklaim	заявя	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
pesanan	ред	pesanan	ред	N;SG	N;INDF;MASC;SG
pesanan	поръчка	pesanan	поръчка	N;SG	N;INDF;FEM;SG
restorasi	възстановяване	restorasi	възстановяване	N;SG	N;INDF;NEUT;SG
martir	мъченици	martir	мъченик	N	N;INDF;MASC;PL
martir	мъченик	martir	мъченик	N	N;INDF;MASC;SG
menggambar	тегли	mengambar	тегля-(се)	V;SG;ACT	V;IPFV;IMP;SG;2;FIN
glass	стъкло	glass	стъкло	N	N;INDF;NEUT;SG
glass	чаша	glass	чаша	N	N;INDF;FEM;SG
glass	стъклен	glass	стъклен	N	N;INDF;MASC;SG
glass	стъкла	glass	стъкло	N	N;INDF;NEUT;PL
benyamin	бенджамин	benyamin	бенджамин	N	N;INDF;MASC;SG
psikologis	психолог	psikologis	психолог	N;SG	N;INDF;MASC;SG
kromosom	хромозома	kromosom	хромозом	N;SG	N;INDF;FEM;SG
konsol	конзоли	konsol	конзол	N	N;INDF;MASC;PL
konsol	конзолата	konsol	конзола	N	N;DEF;FEM;SG
konsol	конзола	konsol	конзола	N	N;INDF;FEM;SG
angkut	транспорт	angkut	транспорт	N;SG;ACT	N;INDF;MASC;SG
angkut	превоз	angkut	превоз	N;SG;ACT	N;INDF;MASC;SG
angkut	транспортиране	angkut	транспортиране	N;SG;ACT	N;INDF;NEUT;SG
pakan	фураж	pakan	фураж	N;SG	N;INDF;MASC;SG
pakan	фураж	pakan	фураж	N;SG	N;INDF;MASC;SG
landak	таралеж	landak	таралеж	N	N;INDF;MASC;SG
landak	таралежите	landak	таралеж	N	N;DEF;MASC;PL
landak	таралеж	landak	таралеж	N	N;INDF;MASC;SG
terjebak	заклещен	terjebak	заклещя	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
fermentasi	ферментация	fermentasi	ферментация	N;SG	N;INDF;FEM;SG
meditasi	медитацията	meditasi	медитация	N;SG	N;DEF;FEM;SG
meditasi	медитация	meditasi	медитация	N;SG	N;INDF;FEM;SG
kuis	тест	kuis	тест	N	N;INDF;MASC;SG
kotoran	лайна	kotoran	лайна	N;SG	N;INDF;FEM;SG
kotoran	мръсотия	kotoran	мръсотия	N;SG	N;INDF;FEM;SG
kotoran	мръсотия	kotoran	мръсотия	N;SG	N;INDF;FEM;SG
kotoran	дърт	kotoran	дърт	N;SG	N;INDF;MASC;SG
kotoran	лайна	kotoran	лайна	N;SG	N;INDF;FEM;SG
keberatan	възражение	keberatan	възражение	N;SG	N;INDF;NEUT;SG
transistor	транзистори	transistor	транзистор	N	N;INDF;MASC;PL
transistor	транзистор	transistor	транзистор	N	N;INDF;MASC;SG
membenci	мразя	menbenci	мразя	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
membenci	мрази	menbenci	мразя	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
membenci	мрази	menbenci	мразя	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
sheila	шийла	sheila	шийла	N	N;INDF;FEM;SG
sheila	шейла	sheila	шейла	N	N;INDF;FEM;SG
penganiayaan	блудство	penaniayaan	блудство	N;SG	N;INDF;NEUT;SG
penganiayaan	осакатяване	penaniayaan	осакатяване	N;SG	N;INDF;NEUT;SG
penganiayaan	хаос	penaniayaan	хаос	N;SG	N;INDF;MASC;SG
penganiayaan	преследване	penaniayaan	преследване	N;SG	N;INDF;NEUT;SG
pelantikan	индукция	penlantikan	индукция	N;SG	N;INDF;FEM;SG
stabilitas	стабилност	stabilitas	стабилност	N;SG	N;INDF;FEM;SG
stabilitas	устойчивост	stabilitas	устойчивост	N;SG	N;INDF;FEM;SG
antropologi	антропология	antropologi	антропология	N	N;INDF;FEM;SG
hutang	дълг	hutang	дълг	N;SG	N;INDF;MASC;SG
pendahulu	предшественик	pendahulu	предшественик	N;SG	N;INDF;MASC;SG
degradasi	разграждане	degradasi	разграждане	N;SG	N;INDF;NEUT;SG
penyelamatan	спасяване	penselamatan	спасяване	N;SG	N;INDF;NEUT;SG
peliharaan	pet	peliharaan	pet	N;SG	N;INDF;MASC;SG
peliharaan	любимец	peliharaan	любимец	N;SG	N;INDF;MASC;SG
gif	gif	gif	gif	N;SG	N;INDF;MASC;SG
simple	прост	simple	прост	ADJ	ADJ;INDF;MASC;SG
simple	прости	simple	прост	ADJ	ADJ;INDF;PL
simple	проста	simple	прост	ADJ	ADJ;INDF;FEM;SG
sejuk	готина	sejuk	готина	ADJ;SG	ADJ;INDF;FEM;SG
sejuk	готин	sejuk	готин	ADJ;SG	ADJ;INDF;MASC;SG
bibit	разсад	bibit	разсад	N;SG	N;INDF;MASC;SG
bibit	семе	bibit	семе	N;SG	N;INDF;NEUT;SG
bibit	семе	bibit	семе	N;SG	N;INDF;NEUT;SG
mencalonkan	номинира	mencalonkan	номинирам	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
rentan	податлив	rentan	податлив	ADJ;SG	ADJ;INDF;MASC;SG
rentan	уязвима	rentan	уязвим	ADJ;SG	ADJ;INDF;FEM;SG
rentan	уязвим	rentan	уязвя	ADJ;SG	ADJ;INDF;MASC;SG
pemandu	ръководство	penpandu	ръководство	N;SG	N;INDF;NEUT;SG
pemandu	гид	penpandu	гид	N;SG	N;INDF;MASC;SG
pemandu	пътеводител	penpandu	пътеводител	N;SG	N;INDF;MASC;SG
pemandu	водач	penpandu	водач	N;SG	N;INDF;MASC;SG
novelis	писател	novelis	писател	N	N;INDF;MASC;SG
upah	наемане	upah	наемане	N;SG	N;INDF;NEUT;SG
konsensus	консенсус	konsensus	консенсус	N;SG	N;INDF;MASC;SG
konsensus	единодушие	konsensus	единодушие	N;SG	N;INDF;NEUT;SG
taufan	тайфун	taufan	тайфун	N;SG	N;INDF;MASC;SG
avatar	аватар	avatar	аватар	N;SG	N;INDF;MASC;SG
iris	ирис	iris	ирис	N;SG	N;INDF;FEM;SG
iris	ириса	iris	ирис	N;SG	N;DEF;MASC;SG
memperingatkan	предупреждава	menperingatkan	предупреждавам	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
internazionale	интернационале	internazionale	интернационале	N	N;INDF;MASC;SG
potong	дял	potong	дял	N;SG;ACT	N;INDF;MASC;SG
potong	стоп	potong	стоп	N;SG;ACT	N;INDF;MASC;SG
potong	реколта	potong	реколта	N;SG;ACT	N;INDF;FEM;SG
regulasi	регламент	regulasi	регламент	N;SG	N;INDF;MASC;SG
regulasi	регулация	regulasi	регулация	N;SG	N;INDF;FEM;SG
regulasi	регулиране	regulasi	регулиране	N;SG	N;INDF;NEUT;SG
habsburg	хабсбург	habsburg	хабсбург	N	N;INDF;MASC;SG
pengumpulan	събиране	penkumpulan	събиране	N;SG	N;INDF;NEUT;SG
pengumpulan	агрегация	penkumpulan	агрегация	N;SG	N;INDF;FEM;SG
menyumbang	дари	mensumbang	даря	V;SG;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
menyumbang	дари	mensumbang	даря	V;SG;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
membandingkan	сравни	menbandingkan	сравен	V;SG;ACT	V;PFV;IMP;SG;2;FIN
membandingkan	сравнява	menbandingkan	сравнявам-(се)	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
perumpamaan	притча	perumpamaan	притчам-(се)	N;SG	N;INDF;FEM;SG
sedimen	утайка	sedimen	утайка	N;SG	N;INDF;FEM;SG
penembakan	стрелба	pentembakan	стрелба	N;SG	N;INDF;FEM;SG
pucat	бледа	pucat	бледам	ADJ;SG	ADJ;INDF;FEM;SG
pucat	блед	pucat	блед	ADJ;SG	ADJ;INDF;MASC;SG
register	регистрите	register	регистър	N	N;DEF;MASC;PL
register	регистри	register	регистър	N	N;INDF;MASC;PL
register	регистър	register	регистър	N	N;INDF;MASC;SG
lift	асансьори	lift	асансьор	N	N;INDF;MASC;PL
lift	повдигане	lift	повдигане	N	N;INDF;NEUT;SG
lift	асансьори	lift	асансьор	N	N;INDF;MASC;PL
lift	асансьор	lift	асансьор	N	N;INDF;MASC;SG
lift	асансьорът	lift	асансьор	N	N;DEF;MASC;SG
mempercayai	вярвайки	menpercayai	вярвам-се	V;SG;ACT	V;IPFV;IMP;SG;2;FIN
amfibi	амфибия	amfibi	амфибия	N;SG	N;INDF;FEM;SG
monitor	монитор	monitor	монитор	N;SG	N;INDF;MASC;SG
monitor	следене	monitor	следене	N;SG	N;INDF;NEUT;SG
pelestarian	запазване	pelestarian	запазване	N;SG	N;INDF;NEUT;SG
pelestarian	съхранение	pelestarian	съхранение	N;SG	N;INDF;NEUT;SG
pelestarian	опазване	pelestarian	опазване	N;SG	N;INDF;NEUT;SG
oksidasi	окисление	oksidasi	окисление	N;SG	N;INDF;NEUT;SG
zakat	милостиня	zakat	милостиня	N;SG	N;INDF;FEM;SG
assembly	сглобяване	assembly	сглобяване	N	N;INDF;NEUT;SG
assembly	събрание	assembly	събрание	N	N;INDF;NEUT;SG
pernapasan	дишане	pernapasan	дишане	N;SG	N;INDF;NEUT;SG
pernapasan	дишането	pernapasan	дишане	N;SG	N;DEF;NEUT;SG
bollywood	боливуд	bollywood	боливуд	N	N;INDF;MASC;SG
yudaisme	юдаизма	yudaisme	юдаизъм	N;SG	N;DEF;MASC;SG
berlian	диамант	berlian	диамант	N;SG	N;INDF;MASC;SG
berlian	диаманта	berlian	диамант	N;SG	N;DEF;MASC;SG
penyu	костенурката	penyu	костенурка	N	N;DEF;FEM;SG
penyu	костенурка	penyu	костенурк	N	N;INDF;FEM;SG
penyu	костенурките	penyu	костенурка	N	N;DEF;FEM;PL
penyu	костенурки	penyu	костенурка	N	N;INDF;FEM;PL
kemah	лагер	kemah	лагер	N;SG	N;INDF;MASC;SG
cluster	клъстер	cluster	клъстер	N	N;INDF;MASC;SG
cluster	купове	cluster	куп	N	N;INDF;MASC;PL
batubara	въглен	batubara	въглен	N;SG	N;INDF;MASC;SG
fleksibel	гъвкава	fleksibel	гъвкав	ADJ;SG	ADJ;INDF;FEM;SG
fleksibel	гъвкав	fleksibel	гъвкав	ADJ;SG	ADJ;INDF;MASC;SG
nuansa	нюанс	nuansa	нюанс	N;SG	N;INDF;MASC;SG
mouse	маус	mouse	маус	N	N;INDF;MASC;SG
mouse	миши	mouse	миша	N	N;INDF;FEM;PL
mouse	мишки	mouse	мишка	N	N;INDF;FEM;PL
mouse	мишка	mouse	мишка	N	N;INDF;FEM;SG
vihara	манастир	vihara	манастир	N	N;INDF;MASC;SG
vihara	манастира	vihara	манастирам	N	N;DEF;MASC;SG
awalan	представка	awalan	представка	N;SG	N;INDF;FEM;SG
awalan	стартиране	awalan	стартиране	N;SG	N;INDF;NEUT;SG
kera	маймуни	kera	маймун	N	N;INDF;FEM;PL
kera	маймунка	kera	маймунка	N	N;INDF;FEM;SG
kera	маймуни	kera	маймун	N	N;INDF;FEM;PL
kera	маймуна	kera	маймуна	N	N;INDF;FEM;SG
kera	маймуни	kera	маймун	N	N;INDF;FEM;PL
kera	маймуна	kera	маймуна	N	N;INDF;FEM;SG
pencernaan	храносмилането	pencernaan	храносмилане	N;SG	N;DEF;NEUT;SG
pencernaan	храносмилане	pencernaan	храносмилане	N;SG	N;INDF;NEUT;SG
permen	бонбон	permen	бонбон	N;SG	N;INDF;MASC;SG
pencerahan	просветление	pencerahan	просветление	N;SG	N;INDF;NEUT;SG
pencerahan	богоявление	pencerahan	богоявление	N;SG	N;INDF;NEUT;SG
pencerahan	просветление	pencerahan	просветление	N;SG	N;INDF;NEUT;SG
pluto	плутон	pluto	плутон	N	N;INDF;MASC;SG
kaidah	правилото	kaidah	правило	N;SG	N;DEF;NEUT;SG
kaidah	правило	kaidah	правило	N;SG	N;INDF;NEUT;SG
sanksi	санкция	sanksi	санкция	N;SG	N;INDF;FEM;SG
menjanjikan	обещава	menjanjikan	обещавам	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
diabetes	диабет	diabetes	диабет	N;SG	N;INDF;MASC;SG
didedikasikan	посветен	didedikasikan	посветя-(се)	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
didedikasikan	посветена	didedikasikan	посветя-(се)	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
didedikasikan	отдадена	didedikasikan	отдам-(се)	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
klorida	хлорид	klorida	хлорид	N	N;INDF;MASC;SG
kacamata	чаши	kacamata	чаша	N	N;INDF;FEM;PL
kacamata	очилата	kacamata	очила	N	N;DEF
tukar	превключвател	tukar	превключвател	N;SG;ACT	N;INDF;MASC;SG
tukar	превключване	tukar	превключване	N;SG;ACT	N;INDF;NEUT;SG
tukar	обмяна	tukar	обмяна	N;SG;ACT	N;INDF;FEM;SG
tukar	замяна	tukar	замяна	N;SG;ACT	N;INDF;FEM;SG
tukar	размяна	tukar	размяна	N;SG;ACT	N;INDF;FEM;SG
tukar	обмен	tukar	обмен	N;SG;ACT	N;INDF;MASC;SG
tukar	борса	tukar	борса	N;SG;ACT	N;INDF;FEM;SG
persaudaraan	братство	persaudaraan	братство	N;SG	N;INDF;NEUT;SG
persaudaraan	братство	persaudaraan	братство	N;SG	N;INDF;NEUT;SG
persaudaraan	братството	persaudaraan	братство	N;SG	N;DEF;NEUT;SG
derek	теглене	derek	теглене	N	N;INDF;NEUT;SG
derek	влачене	derek	влачене	N	N;INDF;NEUT;SG
derek	жерав	derek	жерав	N	N;INDF;MASC;SG
derek	кран	derek	кран	N	N;INDF;MASC;SG
glukosa	глюкоза	glukosa	глюкоз	N	N;INDF;FEM;SG
eksekusi	изпълняване	eksekusi	изпълняване	N;SG	N;INDF;NEUT;SG
eksekusi	екзекуция	eksekusi	екзекуция	N;SG	N;INDF;FEM;SG
eksekusi	изпълнение	eksekusi	изпълнение	N;SG	N;INDF;NEUT;SG
penafsiran	тълкуване	penafsiran	тълкуване	N;SG	N;INDF;NEUT;SG
penafsiran	интерпретация	penafsiran	интерпретация	N;SG	N;INDF;FEM;SG
matematikawan	математик	matematikawan	математик	N	N;INDF;MASC;SG
matematikawan	математици	matematikawan	математица	N	N;INDF;MASC;PL
dangkal	повърхностен	dangkal	повърхностен	ADJ;SG	ADJ;INDF;MASC;SG
dangkal	повърхностна	dangkal	повърхностен	ADJ;SG	ADJ;INDF;FEM;SG
dangkal	повърхностен	dangkal	повърхностен	ADJ;SG	ADJ;INDF;MASC;SG
dangkal	повърхностна	dangkal	повърхностен	ADJ;SG	ADJ;INDF;FEM;SG
jaring	мрежа	jaring	мрежа	N;SG;ACT	N;INDF;FEM;SG
jaring	нетен	jaring	нетен	N;SG;ACT	N;INDF;MASC;SG
jaring	net	jaring	net	N;SG;ACT	N;INDF;MASC;SG
jaring	нет	jaring	нет	N;SG;ACT	N;INDF;MASC;SG
oranye	оранжев	oranye	оранжев	N	N;INDF;MASC;SG
oranye	портокал	oranye	портокал	N	N;INDF;MASC;SG
penekanan	сгъстяване	pentekanan	сгъстяване	N;SG	N;INDF;NEUT;SG
penekanan	компресия	pentekanan	компресия	N;SG	N;INDF;FEM;SG
penekanan	акцент	pentekanan	акцент	N;SG	N;INDF;MASC;SG
penekanan	потискане	pentekanan	потискане	N;SG	N;INDF;NEUT;SG
tas	куфарче	tas	куфарче	N;SG	N;INDF;NEUT;SG
tas	куфарчето	tas	куфарче	N;SG	N;DEF;NEUT;SG
tas	чанта	tas	чанта	N;SG	N;INDF;FEM;SG
tas	чантата	tas	чанта	N;SG	N;DEF;FEM;SG
tas	портмоне	tas	портмоне	N;SG	N;INDF;NEUT;SG
tas	сак	tas	сак	N;SG	N;INDF;MASC;SG
tas	чантата	tas	чанта	N;SG	N;DEF;FEM;SG
tas	торбичка	tas	торбичка	N;SG	N;INDF;FEM;SG
tas	чанта	tas	чанта	N;SG	N;INDF;FEM;SG
tas	торба	tas	торба	N;SG	N;INDF;FEM;SG
diculik	отвлечена	diculik	отвлека-(се)	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
diculik	отвлечен	diculik	отвлека-(се)	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
diculik	отвлечено	diculik	отвлека-(се)	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
diculik	отвлечена	diculik	отвлека-(се)	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
diculik	отвлечен	diculik	отвлека-(се)	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
kanselir	канцлерът	kanselir	канцлер	N;SG	N;DEF;MASC;SG
kanselir	канцлера	kanselir	канцлер	N;SG	N;DEF;MASC;SG
kanselir	канцлер	kanselir	канцлер	N;SG	N;INDF;MASC;SG
bersumpah	кълне	bersumpah	кълна	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
melompat	скочи	menlompat	скоча	V;SG;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
melompat	скача	menlompat	скачам	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
melompat	скачам	menlompat	скачам	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
melompat	скача	menlompat	скачам	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
dijaga	пазена	dijaga	пазя-(се)	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
dijaga	охраняван	dijaga	охранявам	V;SG;PASS	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
kemudahan	лекота	kemudahan	лек	N;SG	N;INDF;FEM;SG
plot	парцел	plot	парцел	N	N;INDF;MASC;SG
plot	сюжет	plot	сюжет	N	N;INDF;MASC;SG
plot	заговор	plot	заговор	N	N;INDF;MASC;SG
plot	парцели	plot	парцел	N	N;INDF;MASC;PL
dianjurkan	препоръчано	dianjurkan	препоръчам-(се)	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
dianjurkan	препоръчана	dianjurkan	препоръчам-(се)	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
momen	момент	momen	момент	N;SG	N;INDF;MASC;SG
momen	миг	momen	миг	N;SG	N;INDF;MASC;SG
supermarket	супермаркети	supermarket	супермаркет	N	N;INDF;MASC;PL
supermarket	супермаркета	supermarket	супермаркет	N	N;DEF;MASC;SG
supermarket	супермаркет	supermarket	супермаркет	N	N;INDF;MASC;SG
kedelai	соя	kedelai	сой	N;SG	N;INDF;MASC;SG
kedelai	соев	kedelai	соев	N;SG	N;INDF;MASC;SG
kedelai	соя	kedelai	сой	N;SG	N;INDF;MASC;SG
kedelai	соя	kedelai	сой	N;SG	N;INDF;MASC;SG
tinjauan	преглед	tinjauan	преглед	N;SG	N;INDF;MASC;SG
tinjauan	обзор	tinjauan	обзор	N;SG	N;INDF;MASC;SG
tinjauan	преглед	tinjauan	преглед	N;SG	N;INDF;MASC;SG
tinjauan	преразглеждане	tinjauan	преразглеждане	N;SG	N;INDF;NEUT;SG
samar	неясен	samar	неясен	ADJ;SG	ADJ;INDF;MASC;SG
mengharapkan	очаква	menharapkan	очаквам	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
mengharapkan	очаквай	menharapkan	очаквам	V;SG;ACT	V;IPFV;IMP;SG;2;FIN
kejatuhan	падение	kejatuhan	падение	N;SG	N;INDF;NEUT;SG
perawat	сестра	penrawat	сестра	N;SG	N;INDF;FEM;SG
designer	дизайнер	designer	дизайнер	N	N;INDF;MASC;SG
agensi	агенция	agensi	агенция	N;SG	N;INDF;FEM;SG
agensi	агенцията	agensi	агенция	N;SG	N;DEF;FEM;SG
kemuliaan	слава	kemuliaan	слава	N;SG	N;INDF;FEM;SG
kemuliaan	глори	kemuliaan	глоря	N;SG	N;INDF;MASC;SG
jubah	мантия	jubah	мантия	N;SG	N;INDF;FEM;SG
jubah	халат	jubah	халат	N;SG	N;INDF;MASC;SG
jubah	роба	jubah	роба	N;SG	N;INDF;FEM;SG
intensif	интензивна	intensif	интензивен	ADJ;SG	ADJ;INDF;FEM;SG
intensif	интензивен	intensif	интензивен	ADJ;SG	ADJ;INDF;MASC;SG
imperium	империята	imperium	империя	N	N;DEF;FEM;SG
imperium	емпайър	imperium	емпайър	N	N;INDF;MASC;SG
imperium	империя	imperium	империя	N	N;INDF;FEM;SG
kabut	мъгла	kabut	мъгла	N;SG	N;INDF;FEM;SG
kabut	мъгла	kabut	мъгла	N;SG	N;INDF;FEM;SG
tomat	домат	tomat	домат	N;SG	N;INDF;MASC;SG
atraksi	привличането	atraksi	привличане	N;SG	N;DEF;NEUT;SG
atraksi	привличане	atraksi	привличане	N;SG	N;INDF;NEUT;SG
atraksi	атракция	atraksi	атракция	N;SG	N;INDF;FEM;SG
theme	тема	theme	тема	N	N;INDF;FEM;SG
eksplorasi	изследване	eksplorasi	изследване	N;SG	N;INDF;NEUT;SG
prasejarah	праисторията	prasejarah	праистория	N;SG	N;DEF;FEM;SG
dermaga	дока	dermaga	дока	N;SG	N;INDF;MASC;SG
dermaga	док	dermaga	док	N;SG	N;INDF;MASC;SG
dermaga	кея	dermaga	кей	N;SG	N;DEF;MASC;SG
dermaga	пристанище	dermaga	пристанище	N;SG	N;INDF;NEUT;SG
dermaga	пристанището	dermaga	пристанище	N;SG	N;DEF;NEUT;SG
dermaga	порт	dermaga	порт	N;SG	N;INDF;MASC;SG
uranium	уран	uranium	уран	N;SG	N;INDF;MASC;SG
cendekiawan	учен	cendekiawan	учен	N;SG	N;INDF;MASC;SG
cendekiawan	интелектуалец	cendekiawan	интелектуалец	N;SG	N;INDF;MASC;SG
cakupan	обхват	cakupan	обхват	N;SG	N;INDF;MASC;SG
cakupan	отразяване	cakupan	отразяване	N;SG	N;INDF;NEUT;SG
cakupan	покритие	cakupan	покритие	N;SG	N;INDF;NEUT;SG
tersimpan	спасена	tersimpan	спася-(се)	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
tersimpan	спасен	tersimpan	спасен	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
nyeri	болката	nyeri	болка	N;SG	N;DEF;FEM;SG
nyeri	болка	nyeri	болка	N;SG	N;INDF;FEM;SG
spesimen	образец	spesimen	образец	N;SG	N;INDF;MASC;SG
spesimen	екземпляр	spesimen	екземпляр	N;SG	N;INDF;MASC;SG
spesimen	екземпляра	spesimen	екземпляр	N;SG	N;DEF;MASC;SG
komedian	комедиант	komedian	комедиант	N;SG	N;INDF;MASC;SG
komedian	комик	komedian	комик	N;SG	N;INDF;MASC;SG
pewarna	боя	penwarna	бой	N;SG	N;INDF;FEM;SG
pewarna	оцветяване	penwarna	оцветяване	N;SG	N;INDF;NEUT;SG
petinju	боксьор	pentinju	боксьор	N;SG	N;INDF;MASC;SG
tercipta	създадено	tercipta	създам	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
tercipta	създадена	tercipta	създам	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
tercipta	създаден	tercipta	създам	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
vampir	вампир	vampir	вампир	N;SG	N;INDF;MASC;SG
komunisme	комунизъм	komunisme	комунизъм	N;SG	N;INDF;MASC;SG
komunisme	комунизма	komunisme	комунизъм	N;SG	N;DEF;MASC;SG
ramalan	пророчество	ramalan	пророчество	N;SG	N;INDF;NEUT;SG
ramalan	предсказание	ramalan	предсказание	N;SG	N;INDF;NEUT;SG
ramalan	пророчеството	ramalan	пророчество	N;SG	N;DEF;NEUT;SG
omega	омега	omega	омега	N;SG	N;INDF;FEM;SG
sensitif	чувствителен	sensitif	чувствителен	ADJ;SG	ADJ;INDF;MASC;SG
sensitif	чувствителна	sensitif	чувствителен	ADJ;SG	ADJ;INDF;FEM;SG
kepiting	рак	kepiting	рак	N;SG	N;INDF;MASC;SG
kepiting	краб	kepiting	краб	N;SG	N;INDF;MASC;SG
diwajibkan	изисквана	diwajibkan	изисквам	V;SG;PASS	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
sketsa	дудъл	sketsa	дудъл	N;SG	N;INDF;MASC;SG
sketsa	скица	sketsa	скица	N;SG	N;INDF;FEM;SG
sketsa	скеч	sketsa	скеч	N;SG	N;INDF;MASC;SG
