من	від	مِن	від	ADP	ADP;GEN
الحليب	молока	حَلِيب	молоко	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
القطار	потяг	قِطَار	потягти	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
القطار	поїзд	قِطَار	поїзд	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
انضمت	приєднався	اِنضَمّ	приєднатися	V;PFV;FEM;SG;3;ACT	V;PFV;MASC;IND;SG;PST;FIN
انضمت	долучився	اِنضَمّ	долучитися	V;PFV;FEM;SG;3;ACT	V;PFV;MASC;IND;SG;PST;FIN
انضمت	приєдналася	اِنضَمّ	приєднатися	V;PFV;FEM;SG;3;ACT	V;PFV;FEM;IND;SG;PST;FIN
تسليم	доставка	تَسلِيم	доставка	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
صارت	став	صَار	стати	V;PFV;FEM;SG;3;ACT	V;PFV;MASC;IND;SG;PST;FIN
صارت	стало	صَار	стати	V;PFV;FEM;SG;3;ACT	V;PFV;NEUT;IND;SG;PST;FIN
توصيل	доставка	تَوصِيل	доставка	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
القلق	тривога	قَلَق	тривогий	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
الشريط	стрічка	شَرِيط	стрічка	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
الشريط	плівка	شَرِيط	плівка	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
الشريط	стрічка	شَرِيط	стрічка	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
معقدة	складне	مُعَقَّد	складний	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
العصب	нерв	عَصِبَ	нерв	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
ليل	ніч	لَيل	ніч	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
الخفيفة	світлі	خَفِيف	світло	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
الخفيفة	світло	خَفِيف	світло	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
الجدل	спір	جَدَل	спір	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
معدنية	металічний	مَعدِنِيّ	металічний	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
تسلسل	послідовність	تسِلسِل	послідовність	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
مرتفع	високий	مُرتَفِع	високий	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
مرتفع	висока	مُرتَفِع	високий	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG
مرتفع	значне	مُرتَفِع	значний	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG
مرتفع	високе	مُرتَفِع	високий	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG
الفضة	срібла	فِضَّة	срібло	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
الفضة	срібло	فِضَّة	срібло	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
مصمم	дизайнер	مُصمَم	дизайнер	N;NOM;INDF;SG	N;ANIM;NOM;MASC;SG
قدرات	здібності	قُدرَة	здібність	N;NOM;INDF;PL	N;INAN;NOM;FEM;PL
الري	зрошення	رَيّ	зрошення	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
بقاء	виживання	بَقَاء	виживання	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
المجلد	гучність	مَجلَد	гучність	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
المجلد	тека	مَجلَد	тек	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
غناء	спів	غناء	спіти	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
ناجحة	успішне	نَاجِح	успішний	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
ناجحة	успішний	نَاجِح	успішний	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
الفقرة	стаття	فَقرَة	стаття	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
الفقرة	абзац	فَقرَة	абзац	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
سلطات	влади	سُلطَة	влада	N;NOM;INDF;PL	N;INAN;NOM;FEM;PL
سلطات	здібності	سُلطَة	здібність	N;NOM;INDF;PL	N;INAN;NOM;FEM;PL
تعبير	вираз	تَعبِير	вираз	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
متوفرة	доступний	مُتَوَفِّر	доступний	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
متوفرة	наявний	مُتَوَفِّر	наявний	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
المنصة	платформа	مِنَصَّة	платформа	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
المنصة	подіум	مِنَصَّة	подія	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
المنصة	стадія	مِنَصَّة	стадія	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
الفندق	готель	فُندُق	готель	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الدالة	функція	دَالَة	функція	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
المدافع	захисник	مَدفَع	захисник	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG
رحل	зник	رَحَل	зник	V;PFV;MASC;SG;3;ACT	V;PFV;MASC;IND;SG;PST;FIN
رحل	зникла	رَحَل	зникнути	V;PFV;MASC;SG;3;ACT	V;PFV;FEM;IND;SG;PST;FIN
قاموس	словник	قَامُوس	словник	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
التحقيقات	довідки	تَحقِيق	довідка	N;NOM;DEF;PL	N;INAN;NOM;FEM;PL
الواجهة	інтерфейс	وَاجِهَة	інтерфейс	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
تقرر	вирішити	تَقَرَّر	вирішити	V;PFV;MASC;SG;3;ACT	V;PFV;NFIN
تقرر	визначитися	تَقَرَّر	визначитися	V;PFV;MASC;SG;3;ACT	V;PFV;NFIN
نصيب	акція	نَصِيب	акція	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
نصيب	поширення	نَصِيب	поширення	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
طبق	блюдо	طَبَّق	блюдо	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
طبق	страва	طَبَّق	страва	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
طبق	плита	طَبَّق	плита	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
طبق	тарілка	طَبَّق	тарілка	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
الثلاثين	тридцять	ثَلَاثُون	тридцять	NUM;NOM;DEF	NUM;NOM
التقييم	оцінка	تَقيِيم	оцінка	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
التقييم	оцінювання	تَقيِيم	оцінювання	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
التقييم	рейтинг	تَقيِيم	рейтинг	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
التقييم	оцінка	تَقيِيم	оцінка	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
يدفع	платить	دَفَع	платити	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
البنات	дівчатка	بِنت	дівчатко	N;NOM;DEF;PL	N;ANIM;NOM;FEM;PL
البنات	дівчата	بِنت	дівчина	N;NOM;DEF;PL	N;ANIM;NOM;FEM;PL
القشرة	кора	قَشَرَة	кора	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
منفذ	порт	مَنفَذ	порт	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
البنوك	береги	بَنك	берег	N;NOM;DEF;PL	N;INAN;NOM;MASC;PL
البنوك	банки	بَنك	банк	N;NOM;DEF;PL	N;INAN;NOM;MASC;PL
يقبل	приймає	قَبِل	приймати	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
اللحظة	момент	لَحظَة	момент	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
مخصص	власний	مُخَصَّص	власний	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
مخصص	особлива	مُخَصَّص	особливий	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG
مخصص	нетиповий	مُخَصَّص	нетиповий	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
مقاطع	кліпи	مَقطَعَة	кліп	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL
مقاطع	склади	مَقطَعَة	склад	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL
سجلات	рекорди	سِجِلّ	рекорда	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL
سجلات	платівки	سِجِلّ	платівка	N;NOM;INDF;PL	N;INAN;NOM;FEM;PL
سجلات	регістри	سِجِلّ	регістр	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL
سجلات	журнали	سِجِلّ	журнал	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL
مغامرة	пригода	مُغَامَرَة	пригода	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
حادة	гострий	حَادّ	гострий	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
تعكس	відображає	عَكَس	відображати	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
مكاتب	заклади	مَكتَب	заклад	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL
عادي	звичайна	عَادِيّ	звичайний	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG
عادي	нормальний	عَادِيّ	нормальний	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
عادي	звичайний	عَادِيّ	звичайний	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
عادي	звичайне	عَادِيّ	звичайний	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG
التخرج	випускниця	تَخَرُّج	випускниця	N;NOM;DEF;SG	N;ANIM;NOM;FEM;SG
التخرج	випускник	تَخَرُّج	випускник	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG
المرجع	суддя	مَرجِع	суддя	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG
المرجع	довідник	مَرجِع	довідник	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
فتحة	гніздо	فَتحَة	гніздо	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
فتحة	лунка	فَتحَة	лунка	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
فتحة	дірка	فَتحَة	дірка	N;NOM;INDF;SG	N;ANIM;NOM;FEM;SG
فتحة	діра	فَتحَة	діра	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
مرافق	споруди	مِرفَق	споруда	N;NOM;INDF;PL	N;INAN;NOM;FEM;PL
مرافق	інструменти	مِرفَق	інструмент	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL
مرافق	утиліти	مِرفَق	утиліти	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL
محتويات	матеріали	مُحتَوَى	матеріал	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL
المفاوضات	перемовини	مُفَاوَضَة	перемовина	N;NOM;DEF;PL	N;INAN;NOM;FEM;PL
الحصان	кінь	حَصّ	кінь	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG
القطر	діаметр	قَطَر	діаметр	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
القطر	діагональ	قَطَر	діагональ	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
استقبال	прийом	اِستِقبَال	прийом	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
حساسية	чутливість	حَسَّاسِيّ	чутливість	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
حساسية	алергія	حَسَّاسِيّ	алергія	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
التعليق	коментар	تَعلِيق	коментар	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الزوار	відвідувачі	زَوَار	відвідувач	N;NOM;DEF;PL	N;INAN;NOM;MASC;PL
الكوري	корейська	كُورِيّ	корейський	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
عضلات	язи	عضلات	яз	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL
التجريبية	емпірична	تَجرِيبِيّ	емпіричний	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG
عبور	проходження	عُبُور	проходження	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
تشكيلة	сочевиця	تَشكِيلَة	сочевиця	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
السحر	магія	سِحر	магія	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
الاختبارات	перевірки	اِختِبَار	перевірка	N;NOM;DEF;PL	N;INAN;NOM;FEM;PL
الاختبارات	тести	اِختِبَار	тести	N;NOM;DEF;PL	N;INAN;NOM;MASC;PL
خواص	властивості	خَوَاص	властивість	N;NOM;INDF;PL	N;INAN;NOM;FEM;PL
الحسابات	рахунки	حِسَاب	рахунок	N;NOM;DEF;PL	N;INAN;NOM;MASC;PL
الحسابات	розрахунки	حِسَاب	розрахунок	N;NOM;DEF;PL	N;INAN;NOM;MASC;PL
صعبة	важкий	صَعب	важкий	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
صعبة	складна	صَعب	складний	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG
صعبة	важка	صَعب	важка	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG
صعبة	жорсткий	صَعب	жорсткий	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
صعبة	складне	صَعب	складний	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
المناسبات	події	مُنَاسَبَة	подія	N;NOM;DEF;PL	N;INAN;NOM;FEM;PL
العيد	свято	عِيد	свято	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
العيد	бенкет	عِيد	бенкет	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الالتزام	вимога	اِلتِزَام	вимога	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
المالك	власник	مَالِك	власник	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG
الانسحاب	зняття	اِنسِحَاب	зняття	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
البالغين	дорослі	بَالِغ	дорослий	ADJ;NOM;DEF;MASC;PL	ADJ;NOM;PL
الفائدة	зацікавлення	فَائِدَة	зацікавлення	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
الفائدة	інтерес	فَائِدَة	інтерес	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الفائدة	вигода	فَائِدَة	вигода	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
الفائدة	утиліта	فَائِدَة	утилітий	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
ارتباط	взаємодія	اِرتِبَاط	взаємодія	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
الاحتياجات	потреби	اِحتِيَاج	потреба	N;NOM;DEF;PL	N;INAN;NOM;FEM;PL
الاحتياجات	вимоги	اِحتِيَاج	вимога	N;NOM;DEF;PL	N;INAN;NOM;FEM;PL
السلبية	пасивний	سَلبِيّ	пасивний	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;MASC;SG
السلبية	негативний	سَلبِيّ	негативний	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;MASC;SG
السلبية	негативне	سَلبِيّ	негативний	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
السلبية	негативна	سَلبِيّ	негативний	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG
الحملات	кампанії	حَملَة	кампанія	N;NOM;DEF;PL	N;INAN;NOM;FEM;PL
الكفاءة	ефективність	كَفَاءَة	ефективність	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
الكفاءة	компетенція	كَفَاءَة	компетенція	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
اللجوء	курорт	لُجُوء	курорт	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
السلطنة	султанат	سَلطَنَة	султанат	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
ورق	папір	وَرَق	папір	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
العبارة	пором	عِبَارَة	пором	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
العبارة	фраза	عِبَارَة	фраза	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
متكاملة	комплексний	مُتَكَامِل	комплексний	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
مصانع	фабрики	مَصنَع	фабрика	N;NOM;INDF;PL	N;INAN;NOM;FEM;PL
الجذور	коріння	الجذور	коріння	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
الموضوعات	теми	مَوضُوع	тема	N;NOM;DEF;PL	N;INAN;NOM;FEM;PL
الموضوعات	теми	مَوضُوع	тема	N;NOM;DEF;PL	N;INAN;NOM;FEM;PL
العميل	клієнт	عَمِيل	клієнт	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG
العميل	агент	عَمِيل	агент	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG
سائق	драйвер	سَائِق	драйвер	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
سائق	водій	سَائِق	водій	N;NOM;INDF;SG	N;ANIM;NOM;MASC;SG
نداء	заклик	نِدَاء	заклик	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
نداء	звернення	نِدَاء	звернення	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
نداء	дзвінок	نِدَاء	дзвінка	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
نداء	виклик	نِدَاء	виклик	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
يخدم	служити	خَدَم	служити	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;NFIN
يخدم	подавати	خَدَم	подавати	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;NFIN
يخدم	служить	خَدَم	служити	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
يخدم	обслуговує	خَدَم	обслуговувати	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
زلزال	землетрус	زِلزَال	землетрус	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
الرائد	мажор	رَائِد	мажор	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
الرائد	майор	رَائِد	майор	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG
استرجاع	отримання	اِستِرجَاع	отримання	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
الالتهاب	запалення	اِلتِهَاب	запалення	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
السياق	контекст	سِيَاق	контекст	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
ندوة	бенкет	نَدوَة	бенкет	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
ندوة	семінар	نَدوَة	семінар	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
كندية	канадська	كَنَدِيّ	канадський	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG
كندية	канадський	كَنَدِيّ	канадський	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
قانوني	юридична	قانوني	юридичний	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG
قانوني	юридичний	قانوني	юридичний	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
معارض	галереї	مَعرِض	галерей	N;NOM;INDF;PL	N;INAN;NOM;FEM;PL
معارض	ярмарки	مَعرِض	ярмарка	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL
الحرير	шовк	حَرِير	шовк	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الجسد	тіло	جَسَد	тіло	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
الجسد	тіла	جَسَد	тіло	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
تزايد	збільшення	تَزَايُد	збільшення	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
الوقاية	запобігання	وِقَايَة	запобігання	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
الوقاية	профілактика	وِقَايَة	профілактика	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
المواطن	житель	مُوَاطِن	житель	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG
المواطن	громадянин	مُوَاطِن	громадянин	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG
المتنوعة	різне	مُتَنَوِّع	різний	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
عظيمة	великий	عَظِيمَة	великий	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
خليط	суміш	خليط	суміш	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
التمرد	заколот	تَمَرُّد	заколот	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
التمرد	бунт	تَمَرُّد	бунт	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
التمرد	повстання	تَمَرُّد	повстання	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
المصالح	інтереси	مَصلَحَة	інтерес	N;NOM;DEF;PL	N;INAN;NOM;MASC;PL
الاختلافات	розбіжності	اِختِلَاف	розбіжність	N;NOM;DEF;PL	N;INAN;NOM;FEM;PL
الاختلافات	відмінності	اِختِلَاف	відмінність	N;NOM;DEF;PL	N;INAN;NOM;FEM;PL
الاختلافات	варіації	اِختِلَاف	варіація	N;NOM;DEF;PL	N;INAN;NOM;FEM;PL
الاختلافات	варіанти	اِختِلَاف	варіант	N;NOM;DEF;PL	N;INAN;NOM;MASC;PL
المفاصل	суглоби	مُفَاصِل	суглоб	N;NOM;DEF;PL	N;INAN;NOM;MASC;PL
جلسة	сеанс	جَلسَة	сеанс	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
جلسة	сесія	جَلسَة	сесія	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
ديمقراطية	демократичний	دِيمُقرَاطِيّ	демократичний	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
ديمقراطية	демократична	دِيمُقرَاطِيّ	демократичний	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG
الفلكي	астроном	فَلَكِيّ	астрон	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG
التلوث	забруднення	تَلَوُّث	забруднення	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
سلبية	негативний	سَلبِيّ	негативний	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
سلبية	негативне	سَلبِيّ	негативний	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
سلبية	негативна	سَلبِيّ	негативний	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG
صخور	камені	صُخُور	камінь	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL
صخور	скелі	صُخُور	скеля	N;NOM;INDF;PL	N;INAN;NOM;FEM;PL
صخور	астероїди	صُخُور	астероїда	N;NOM;INDF;PL	N;ANIM;NOM;MASC;PL
استاذ	професор	استاذ	професор	N;NOM;INDF;SG	N;ANIM;NOM;MASC;SG
استاذ	викладач	استاذ	викладач	N;NOM;INDF;SG	N;ANIM;NOM;MASC;SG
استاذ	вчитель	استاذ	вчитель	N;NOM;INDF;SG	N;ANIM;NOM;MASC;SG
استاذ	учитель	استاذ	учитель	N;NOM;INDF;SG	N;ANIM;NOM;MASC;SG
استاذ	вчителька	استاذ	вчителька	N;NOM;INDF;SG	N;ANIM;NOM;FEM;SG
القصائد	вірші	قَصِيدَة	вірш	N;NOM;DEF;PL	N;INAN;NOM;MASC;PL
الوريد	вена	وَرِيد	вена	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
مجزرة	різанина	مُجَزِّر	різанина	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
ثماني	вісім	ثَمَانِيَة	вісім	NUM;NOM;INDF;FEM	NUM;NOM
كندي	канадська	كَنَدِيّ	канадський	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG
كندي	канадський	كَنَدِيّ	канадський	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
تغيرات	зміни	تَغَيُّر	зміна	N;NOM;INDF;PL	N;INAN;NOM;FEM;PL
بيئية	екологічна	بيئية	екологічний	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG
العادات	звички	عَادَة	звички	N;NOM;DEF;PL	N;INAN;NOM;FEM;PL
العادات	звичаї	عَادَة	звичай	N;NOM;DEF;PL	N;INAN;NOM;MASC;PL
جلب	принести	جَلب	принести	V;PFV;MASC;SG;3;ACT	V;PFV;NFIN
جلب	принесе	جَلب	принести	V;PFV;MASC;SG;3;ACT	V;PFV;IND;SG;3;FUT;FIN
جلب	привезти	جَلب	привезти	V;PFV;MASC;SG;3;ACT	V;PFV;NFIN
جلب	дістати	جَلب	дістати	V;PFV;MASC;SG;3;ACT	V;PFV;NFIN
جلب	отримати	جَلب	отримати	V;PFV;MASC;SG;3;ACT	V;PFV;NFIN
صفراء	жовте	صَفِير	жовий	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
صفراء	жовтий	صَفِير	жовтий	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
سقف	стеля	سَقف	стеля	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
سقف	дах	سَقف	дах	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
التردد	частота	تَرَدُّد	частота	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
مقاتلة	боєць	مُقَاتَلَة	боєць	N;NOM;INDF;SG	N;ANIM;NOM;MASC;SG
مقاتلة	винищувач	مُقَاتَلَة	винищувач	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
شهادات	сертифікати	شَهَادَة	сертифікати	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL
حية	живий	حَيَّة	живий	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
حية	жива	حَيَّة	живий	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG
بركة	ставок	بَرَكَة	ставка	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
بركة	басейн	بَرَكَة	басейн	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
الواقعية	реалізм	وَاقِعِيَّة	реалізм	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الغنية	багатий	غَنِيّ	багатий	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;MASC;SG
تخصيص	виділення	تَخصِيص	виділення	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
عملاق	гігант	عِملَاق	гігант	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
عملاق	велетень	عِملَاق	велетення	N;NOM;INDF;SG	N;ANIM;NOM;MASC;SG
يضاف	додавати	أَضَاف	додавати	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;NFIN
احترام	повага	اِحتِرَام	повага	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
الخلق	створення	خَلق	створення	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
الخلق	витвір	خَلق	витвір	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
جنوبية	південна	جَنُوبِيّ	південний	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG
