また	또한	また	또한	CONJ	CONJ
地形	지형	地形	지형	N	N
地形	지형	地形	지형	N	N
財産	자산	財産	자산	N	N
財産	재산권	財産	재산권	N	N
財産	속성	財産	속성	N	N
財産	재산	財産	재산	N	N
創造	만들기	創造	만들+기	V	V
功績	성취	功績	성취	N	N
功績	달성	功績	달성	N	N
功績	업적	功績	업적	N	N
功績	기록	功績	기록	N	N
功績	업적	功績	업적	N	N
功績	성취	功績	성취	N	N
ミドル	중간	ミドル	중간	N	N
ミドル	가운데	ミドル	가운데	N	N
特性	특성	特性	특성	N	N
特性	특징	特性	특징	N	N
特性	특성	特性	특성	N	N
特性	특징	特性	특징	N	N
財務	재무	財務	재무	N	N
財務	재정	財務	재정	N	N
財務	금융	財務	금융	N	N
パネル	패널	パネル	패널	N	N
パネル	패널	パネル	패널	N	N
マンガ	만화	マンガ	만화	N	N
マンガ	만화가	マンガ	만화+가	N	N
正しい	올바른	正しい	올바르+ㄴ	ADJ	ADJ
通貨	통화	通貨	통화	N	N
通貨	화폐	通貨	화폐	N	N
通貨	통화	通貨	통화	N	N
通貨	화폐	通貨	화폐	N	N
クエスト	퀘스트	クエスト	퀘스트	N	N
クエスト	퀘스트	クエスト	퀘스트	N	N
モーター	모터	モーター	모터	N	N
モーター	전동기	モーター	전동기	N	N
夕方	저녁	夕方	저녁	N	N
肖像	초상화	肖像	초상화	N	N
肖像	인물	肖像	인물	N	N
役員	장교	役員	장교	N	N
役員	책임자	役員	책임자	N	N
役員	경관	役員	경관	N	N
役員	경찰관	役員	경찰관	N	N
役員	장교	役員	장교	N	N
勉強	공부하기	勉強	공부+하+기	V	V
勉強	공부해	勉強	공부+하+어	V	V
勉強	공부하기	勉強	공부+하+기	V	V
式典	의식	式典	의식	N	N
演技	연기	演技	연기	N	N
バード	조류	バード	조류	N	N
ストーン	석기	ストーン	석기	N	N
受信	받기	受信	받+기	V	V
受信	받았습니다	受信	받+았+습니다	V	V
受信	받은	受信	받+ㄴ	V	V
甲板	갑판	甲板	갑판	N	N
湘南	쇼난	湘南	쇼난		
事務局	사무소	事務局	사무소	N	N
事務局	사무실	事務局	사무실	N	N
事務局	사무국	事務局	사무국	N	N
ムービー	영화	ムービー	영화	N	N
業績	성취	業績	성취	N	N
業績	달성	業績	달성	N	N
業績	업적	業績	업적	N	N
業績	기록	業績	기록	N	N
アプリケーション	프로그램	アプリケーション	프로그램	N	N
バレエ	발레단	バレエ	발레단	N	N
広い	넓은	広い	넓+ㄴ	ADJ	ADJ
モノ	것들	モノ	것+들	N	N
モノ	사물	モノ	사물	N	N
決める	결정하기	決める	결정+하+기	V	V
パフォーマンス	공연	パフォーマンス	공연	N	N
パフォーマンス	성능	パフォーマンス	성능	N	N
おそらく	아마도	おそらく	아마도	ADV	ADV
おそらく	아마	おそらく	아마	ADV	ADV
黄色	황색	黄色	황색	N	N
黄色	노랑색	黄色	노랑색	N	N
若者	청소년	若者	청소년	N	N
兵隊	군인	兵隊	군인	N	N
兵隊	병사	兵隊	병사	N	N
間隔	구간	間隔	구간	N	N
間隔	간격	間隔	간격	N	N
間隔	간격	間隔	간격	N	N
全般	장군	全般	장군	N	N
全般	일반	全般	일반	N	N
応募	적용하기	応募	적용+하+기	V	V
リスク	위험	リスク	위험	N	N
リスク	리스크	リスク	리스크	N	N
リスク	위험	リスク	위험	N	N
リスク	리스크	リスク	리스크	N	N
割合	비율	割合	비율	N	N
割合	백분율	割合	백분율	N	N
割合	비율	割合	비율	N	N
割合	비율	割合	비율	N	N
プリンセス	공주님	プリンセス	공주님	N	N
チェス	체스	チェス	체스	N	N
気持ち	감정	気持ち	감정	N	N
軍隊	군사	軍隊	군사	N	N
軍隊	육군	軍隊	육군	N	N
軍隊	군대	軍隊	군대	N	N
行事	이벤트	行事	이벤트	N	N
行事	행사	行事	행사	N	N
行事	이벤트	行事	이벤트	N	N
競争	경쟁	競争	경쟁	N	N
医薬品	제약	医薬品	제약	N	N
医薬品	의약품	医薬品	의약품	N	N
医薬品	약품	医薬品	약품	N	N
ビジョン	시력	ビジョン	시력	N	N
ビジョン	시각	ビジョン	시각	N	N
疾患	질환	疾患	질환	N	N
疾患	질병	疾患	질병	N	N
パーツ	부품	パーツ	부품	N	N
パーツ	부분	パーツ	부분	N	N
ローン	융자	ローン	융자	N	N
ローン	대출	ローン	대출	N	N
ローン	대출	ローン	대출	N	N
トイレ	변기	トイレ	변기	N	N
トイレ	화장실	トイレ	화장실	N	N
トイレ	욕실	トイレ	욕실	N	N
トイレ	화장실	トイレ	화장실	N	N
トイレ	변기	トイレ	변기	N	N
リスナー	청취	リスナー	청취	N	N
リスナー	청취자	リスナー	청취자	N	N
トレーニング	훈련	トレーニング	훈련	N	N
トレーニング	트레이닝	トレーニング	트레이닝	N	N
レンタル	렌탈	レンタル	렌탈	N	N
レンタル	임대	レンタル	임대	N	N
レンタル	렌트	レンタル	렌트	N	N
レンタル	임대	レンタル	임대	N	N
レンタル	임대료	レンタル	임대료	N	N
レンタル	임대	レンタル	임대	N	N
レンタル	렌트	レンタル	렌트	N	N
コマンド	명령	コマンド	명령	N	N
コマンド	명령어	コマンド	명령+어	N	N
コマンド	명령	コマンド	명령	N	N
コマンド	명령어	コマンド	명령+어	N	N
コマンド	사령부	コマンド	사령부	N	N
質量	미사	質量	미사	N	N
質量	질량	質量	질량	N	N
照明	조명	照明	조명	N	N
照明	조명	照明	조명	N	N
暴力	폭력	暴力	폭력	N	N
ペット	애완동물	ペット	애완동물	N	N
ペット	애완동물	ペット	애완동물	N	N
エンド	종료	エンド	종료	N	N
天文学	천문학	天文学	천문학	N	N
限界	한계	限界	한계	N	N
限界	제한	限界	제한	N	N
限界	한계	限界	한계	N	N
限界	제한	限界	제한	N	N
視点	관점	視点	관점	N	N
視点	관점	視点	관점	N	N
チェーン	사슬	チェーン	사슬	N	N
チェーン	연쇄	チェーン	연쇄	N	N
飛行機	비행기	飛行機	비행기	N	N
飛行機	비행기	飛行機	비행기	N	N
飛行機	항공기	飛行機	항공기	N	N
宮殿	궁전	宮殿	궁전	N	N
宮殿	궁전	宮殿	궁전	N	N
圧力	압력	圧力	압력	N	N
圧力	압박	圧力	압박	N	N
圧力	압력	圧力	압력	N	N
圧力	압박	圧力	압박	N	N
衣装	의상	衣装	의상	N	N
伝承	민속	伝承	민속	N	N
素材	물질	素材	물질	N	N
素材	재료	素材	재료	N	N
素材	재료	素材	재료	N	N
登山	등산	登山	등산	N	N
登山	등반	登山	등반	N	N
登山	등산	登山	등산	N	N
ログ	로깅	ログ	로깅	N	N
捕虜	포로	捕虜	포로	N	N
女	소녀	女	소녀	N	N
回路	서킷	回路	서킷	N	N
回路	회로	回路	회로	N	N
商人	업체	商人	업체	N	N
商人	판매자	商人	판매자	N	N
外観	외모	外観	외모	N	N
外観	모양	外観	모양	N	N
外観	출연	外観	출연	N	N
外観	표정	外観	표정	N	N
マネージャー	관리자	マネージャー	관리자	N	N
向き	방향	向き	방향	N	N
向き	지향	向き	지향	N	N
通勤	통근	通勤	통근	N	N
通勤	출퇴근	通勤	출퇴근	N	N
通勤	통근	通勤	통근	N	N
通勤	출퇴근	通勤	출퇴근	N	N
通勤	통근	通勤	통근	N	N
コメディ	코미디	コメディ	코미디	N	N
コメディ	희극	コメディ	희극	N	N
チェンジ	변화	チェンジ	변화	N	N
チェンジ	변경	チェンジ	변경	N	N
アドベンチャー	어드벤처	アドベンチャー	어드벤처	N	N
アドベンチャー	모험	アドベンチャー	모험	N	N
火曜日	화보	火曜日	화보	N	N
論争	논란	論争	논란	N	N
論争	논쟁	論争	논쟁	N	N
売り上げ	매출	売り上げ	매출	N	N
売り上げ	영업	売り上げ	영업	N	N
売り上げ	판매	売り上げ	판매	N	N
同級	동창	同級	동창	N	N
同級	동창	同級	동창	N	N
症状	증상	症状	증상	N	N
症状	증세	症状	증세	N	N
本土	본토	本土	본토	N	N
ノット	매듭	ノット	매듭	N	N
セカンド	두번째	セカンド	두번+째	N	N
パーティー	파티	パーティー	파티	N	N
パーティー	파티	パーティー	파티	N	N
ターン	턴제	ターン	턴제	N	N
秘書	비서	秘書	비서	N	N
秘書	비서	秘書	비서	N	N
ウォーター	물이	ウォーター	물+이	N	N
属性	속성	属性	속성	N	N
属性	특성	属性	특성	N	N
属性	자산	属性	자산	N	N
属性	속성	属性	속성	N	N
属性	속성	属性	속성	N	N
騎兵	기병대	騎兵	기병대	N	N
騎兵	기병	騎兵	기병	N	N
衝撃	영향	衝撃	영향	N	N
衝撃	충격	衝撃	충격	N	N
衝撃	쇼크	衝撃	쇼크	N	N
衝撃	충격	衝撃	충격	N	N
ユニオン	동맹	ユニオン	동맹	N	N
ユニオン	연맹	ユニオン	연맹	N	N
ユニオン	연합	ユニオン	연합	N	N
瞬間	순간	瞬間	순간	N	N
ストップ	중지	ストップ	중지	N	N
ストップ	중단	ストップ	중단	N	N
ストップ	정지	ストップ	정지	N	N
スタンド	스탠드	スタンド	스탠드	N	N
プレゼント	선물	プレゼント	선물	N	N
プレゼント	현재	プレゼント	현재	N	N
プレゼント	선물	プレゼント	선물	N	N
オーナー	소유자	オーナー	소유자	N	N
オーナー	소유자	オーナー	소유자	N	N
グラフ	차트	グラフ	차트	N	N
認証	검증	認証	검증	N	N
認証	확인	認証	확인	N	N
認証	검증	認証	검증	N	N
本当に	정말로	本当に	정말로	ADV	ADV
本当に	정말	本当に	정말	ADV	ADV
制服	유니폼	制服	유니히	N	N
コントロール	제어하기	コントロール	제어+하+기	V	V
メイド	가정부	メイド	가정부	N	N
ステレオ	스테레오	ステレオ	스테레오	N	N
リゾート	휴양지	リゾート	휴양지	N	N
ヘリコプター	헬리콥터	ヘリコプター	헬리콥터	N	N
ヘリコプター	헬기	ヘリコプター	헬기	N	N
フォーク	민속	フォーク	민속	N	N
ルーム	객실	ルーム	객실	N	N
原理	원칙	原理	원칙	N	N
原理	원리	原理	원리	N	N
原理	원칙	原理	원칙	N	N
原理	원리	原理	원리	N	N
送る	보내기	送る	보내+기	V	V
戦術	전략	戦術	전략	N	N
戦術	전술	戦術	전술	N	N
戦術	전술	戦術	전술	N	N
ホイール	바퀴	ホイール	바퀴	N	N
ホイール	바퀴	ホイール	바퀴	N	N
間違い	실수	間違い	실수	N	N
間違い	실수	間違い	실수	N	N
ユーザ	사용자	ユーザ	사용자	N	N
ユーザ	사용자	ユーザ	사용자	N	N
海峡	해협	海峡	해협	N	N
海峡	해협	海峡	해협	N	N
海峡	채널	海峡	채널	N	N
氏名	이름	氏名	이름	N	N
スポット	장소	スポット	장소	N	N
スポット	음식점	スポット	음식점	N	N
スポット	장소	スポット	장소	N	N
酸素	산소	酸素	산소	N	N
要件	요구사항	要件	요구사항	N	N
要件	요구사항	要件	요구사항	N	N
プロセス	프로세스	プロセス	프로세스	N	N
プロセス	과정	プロセス	과정	N	N
プロセス	프로세스	プロセス	프로세스	N	N
友達	친구	友達	친구	N	N
友達	친구들이	友達	친구+들+이	N	N
友達	친구들	友達	친구+들	N	N
友達	친구	友達	친구	N	N
ガイドライン	지침	ガイドライン	지침	N	N
飛行場	비행장	飛行場	비행장	N	N
登記	등록	登記	등록	N	N
ついに	마침내	ついに	마침내	ADV	ADV
ついに	드디어	ついに	드디어	ADV	ADV
損害	손상	損害	손상	N	N
ボート	보트	ボート	보트	N	N
ボート	보트	ボート	보트	N	N
サーキット	서킷	サーキット	서킷	N	N
サーキット	회로	サーキット	회로	N	N
行列	행렬	行列	행렬	N	N
日常	일상	日常	일상	N	N
道具	장비	道具	장비	N	N
道具	공구	道具	공구	N	N
道具	도구	道具	도구	N	N
道具	도구	道具	도구	N	N
道具	악기	道具	악기	N	N
道具	계기	道具	계기	N	N
天気	날씨	天気	날씨	N	N
粒子	입자	粒子	입자	N	N
粒子	입자	粒子	입자	N	N
比率	비율	比率	비율	N	N
比率	비율	比率	비율	N	N
牧場	목장	牧場	목장	N	N
ビール	맥주	ビール	맥주	N	N
ビール	맥주	ビール	맥주	N	N
バイク	자전거	バイク	자전거	N	N
バイク	자전거	バイク	자전거	N	N
バイク	오토바이	バイク	오토바이	N	N
マジ	진심	マジ	진심		
符号	부호	符号	부호	N	N
無限	인피니티	無限	인피니티		
無限	무한	無限	무하+ㄴ		
当局	당국	当局	당국	N	N
バイオ	소개	バイオ	소개	N	N
コーポレーション	주식회사	コーポレーション	주식회사	N	N
研究員	연구자	研究員	연구자	N	N
研究員	연구원	研究員	연구원	N	N
定理	정리	定理	정리	N	N
人種	인종	人種	인종	N	N
人種	경쟁	人種	경쟁	N	N
農民	농민	農民	농민	N	N
候補	후보	候補	후보	N	N
候補	후보자	候補	후보자	N	N
候補	후보	候補	후보	N	N
候補	후보자	候補	후보자	N	N
彗星	혜성	彗星	혜성	N	N
彗星	혜성	彗星	혜성	N	N
心臓	심장	心臓	심장	N	N
心臓	마음	心臓	마음	N	N
日光	햇빛	日光	햇빛	N	N
日光	햇빛	日光	햇빛	N	N
大使館	대사관	大使館	대사관	N	N
大使館	대사관	大使館	대사관	N	N
肉体	육체	肉体	육체	N	N
君主	군주	君主	군주	N	N
サマー	여름	サマー	여름	N	N
併合	병합	併合	병합	N	N
併合	합병	併合	합병	N	N
感覚	감각	感覚	감각	N	N
感覚	감각	感覚	감각	N	N
感覚	감각	感覚	감각	N	N
公爵	공작	公爵	공작	N	N
差分	차이	差分	차이	N	N
差分	차이	差分	차이	N	N
才能	재능	才能	재능	N	N
ゲージ	궤간	ゲージ	궤간	N	N
マスク	마스크	マスク	마스크	N	N
マスク	마스크	マスク	마스크	N	N
公国	공국	公国	공국	N	N
公国	공국	公国	공국	N	N
金額	금액	金額	금액	N	N
要因	요인	要因	요인	N	N
マネジメント	경영	マネジメント	경영	N	N
マネジメント	관리	マネジメント	관리	N	N
サーバ	서버	サーバ	서버	N	N
サーバ	서버	サーバ	서버	N	N
化合物	화합물	化合物	화합물	N	N
化合物	복합	化合物	복합	N	N
化合物	복합체	化合物	복합체	N	N
所有者	소유자	所有者	소유자	N	N
所有者	소유자	所有者	소유자	N	N
祝日	휴일	祝日	휴일	N	N
祝日	명절	祝日	명절	N	N
祝日	연휴	祝日	연휴	N	N
祝日	휴가	祝日	휴가	N	N
祝日	공휴일	祝日	공휴+이+ㄹ	N	N
祝日	휴일	祝日	휴일	N	N
祝日	연휴	祝日	연휴	N	N
祝日	공휴일	祝日	공휴+이+ㄹ	N	N
祝日	명절	祝日	명절	N	N
マーケット	시장	マーケット	시장	N	N
マーケット	시장	マーケット	시장	N	N
デッキ	갑판	デッキ	갑판	N	N
デッキ	갑판	デッキ	갑판	N	N
商標	상표권	商標	상표권	N	N
商標	상표	商標	상표	N	N
商標	상표	商標	상표	N	N
年金	연금	年金	연금	N	N
年金	연금	年金	연금	N	N
バランス	밸런스	バランス	밸런스	N	N
バランス	잔액	バランス	잔액	N	N
液体	음료	液体	음료	N	N
液体	액체	液体	액체	N	N
液体	액체	液体	액체	N	N
液体	리퀴드	液体	리퀴드	N	N
審判	심판	審判	심판	N	N
審判	재판	審判	재판	N	N
審判	판결	審判	판결	N	N
タンパク	단백질	タンパク	단백질	N	N
暗号	암호화	暗号	암호화	N	N
暗号	암호	暗号	암호	N	N
栄養	영양	栄養	영양	N	N
食べる	먹기	食べる	먹+기	V	V
食べる	먹기	食べる	먹+기	V	V
理想	이념	理想	이념	N	N
理想	아이디얼	理想	아이디얼	N	N
理想	이상	理想	이상	N	N
ショック	충격	ショック	충격	N	N
ショック	쇼크	ショック	쇼크	N	N
ショック	충격	ショック	충격	N	N
フェイス	신념	フェイス	신념	N	N
フェイス	신앙	フェイス	신앙	N	N
フェイス	얼굴	フェイス	얼굴	N	N
フェイス	얼굴이	フェイス	얼굴+이	N	N
炭素	탄소	炭素	탄소	N	N
体操	체조	体操	체조	N	N
体操	체조	体操	체조	N	N
チェロ	첼리스트	チェロ	첼리스트	N	N
ワーク	직장	ワーク	직장	N	N
ワーク	작업	ワーク	작업	N	N
濃度	농도	濃度	농도	N	N
看板	간판	看板	간판	N	N
看板	빌보드	看板	빌보드	N	N
看板	간판	看板	간판	N	N
エンジェル	천사	エンジェル	천사	N	N
テキスト	텍스트	テキスト	텍스트	N	N
テキスト	문자	テキスト	문자	N	N
テキスト	문구	テキスト	문구	N	N
品質	화질	品質	화질	N	N
品質	화질이	品質	화질+이	N	N
工芸	공예	工芸	공예	N	N
工芸	공예	工芸	공예	N	N
倉庫	웨어하우스	倉庫	웨어하우스	N	N
倉庫	웨어하우스	倉庫	웨어하우스	N	N
内側	내부	内側	내부	N	N
学問	학습	学問	학습	N	N
復元	복원하기	復元	복원+하+기	V	V
死ぬ	죽는다	死ぬ	죽+는다	V	V
個別	개별	個別	개별		
個別	개별	個別	개별		
個別	개인	個別	개인		
軍艦	군함	軍艦	군함	N	N
テック	기술	テック	기술	N	N
水泳	수영	水泳	수영	N	N
水泳	수영	水泳	수영	N	N
水泳	수영	水泳	수영	N	N
ダンサー	댄서	ダンサー	대+서	N	N
ダンサー	무용수	ダンサー	무용수	N	N
ダンサー	댄서	ダンサー	대+서	N	N
考古学	고고학	考古学	고고학	N	N
考古学	고고학	考古学	고고학	N	N
港湾	항구	港湾	항구	N	N
切り替え	바꾸기	切り替える	바꾸+기	V	V
教科	교과서	教科	교과서	N	N
教科	교과서	教科	교과서	N	N
サイン	기호	サイン	기호	N	N
サイン	서명	サイン	서명	N	N
密度	밀도	密度	밀도	N	N
同僚	동료들	同僚	동료+들	N	N
同僚	동료들	同僚	동료+들	N	N
建築物	건물	建築物	건물	N	N
建築物	건축물	建築物	건축물	N	N
建築物	건물들	建築物	건물+들	N	N
建築物	빌딩	建築物	빌딩	N	N
方程式	방정식	方程式	방정식	N	N
方程式	방정식	方程式	방정식	N	N
スイッチ	스위치	スイッチ	스위치	N	N
スイッチ	스위치	スイッチ	스위치	N	N
スイッチ	전환	スイッチ	전환	N	N
レスリング	레슬링	レスリング	레슬링	N	N
レスリング	레슬링	レスリング	레슬링	N	N
フラッシュ	플래시	フラッシュ	플래시	N	N
ボイス	목소리	ボイス	목소리	N	N
ボイス	음성	ボイス	음성	N	N
字幕	자막	字幕	자막	N	N
闘争	투쟁	闘争	투쟁	N	N
宿泊	숙박시설	宿泊	숙박+시설	N	N
宿泊	숙박	宿泊	숙박	N	N
宿泊	숙박	宿泊	숙박	N	N
宿泊	숙소	宿泊	숙소	N	N
洪水	홍수	洪水	홍수	N	N
洪水	홍수	洪水	홍수	N	N
洪水	홍수	洪水	홍수	N	N
保証	보증	保証	보증	N	N
保証	보장	保証	보장	N	N
保証	보증	保証	보증	N	N
保証	보증	保証	보증	N	N
保証	보증	保証	보증	N	N
ホラー	공포	ホラー	공포	N	N
偵察	정찰	偵察	정찰	N	N
刑務所	교도소	刑務所	교도소	N	N
刑務所	감옥	刑務所	감옥	N	N
刑務所	교도소	刑務所	교도소	N	N
刑務所	감옥	刑務所	감옥	N	N
重力	중력	重力	중력	N	N
重力	중력	重力	중력	N	N
ドメイン	도메인	ドメイン	도메인	N	N
ドメイン	도메인	ドメイン	도메인	N	N
ドメイン	영역	ドメイン	영역	N	N
パーティ	파티	パーティ	파티	N	N
パーティ	파티	パーティ	파티	N	N
スーツ	정장	スーツ	정장	N	N
彫刻	조각상	彫刻	조각상	N	N
彫刻	조각	彫刻	조각	N	N
彫刻	조각가	彫刻	조각+가	N	N
彫刻	조각가자리	彫刻	조각가리리	N	N
彫刻	조각	彫刻	조각	N	N
砂漠	사막	砂漠	사막	N	N
砂漠	사막	砂漠	사막	N	N
水中	수중	水中	수중	N	N
砲撃	포격	砲撃	포격	N	N
科目	과목	科目	과목	N	N
曲線	커브	曲線	커브	N	N
恐竜	공룡	恐竜	공룡	N	N
恐竜	공룡	恐竜	공룡	N	N
レビュー	검토	レビュー	검토	N	N
レビュー	검수	レビュー	검수	N	N
セックス	성교	セックス	성교	N	N
セックス	섹스	セックス	섹스	N	N
セックス	성관계	セックス	성관계	N	N
セックス	성별	セックス	성별	N	N
出品	품목	出品	품목	N	N
パレード	행진	パレード	행진	N	N
ゴム	고무	ゴム	고무	N	N
警察官	경찰	警察官	경찰	N	N
警察官	경찰관	警察官	경찰관	N	N
部族	부족	部族	부족	N	N
プレート	접시	プレート	접시	N	N
ハンド	핸드	ハンド	핸드	N	N
昆虫	곤충	昆虫	곤충	N	N
昆虫	곤충	昆虫	곤충	N	N
墓地	묘지	墓地	묘지	N	N
墓地	묘지	墓地	묘지	N	N
墓地	묘지	墓地	묘지	N	N
野菜	채소	野菜	채소	N	N
野菜	야채	野菜	야채	N	N
野菜	채소	野菜	채소	N	N
野菜	야채	野菜	야채	N	N
叔父	삼촌	叔父	삼촌	N	N
叔父	아저씨	叔父	아저씨	N	N
エントリー	항목	エントリー	항목	N	N
エントリー	항목	エントリー	항목	N	N
釣り	낚시	釣り	낚시	N	N
釣り	낚시	釣り	낚시	N	N
ストア	매장	ストア	매장	N	N
ストア	상점	ストア	상점	N	N
ハッピー	행복	ハッピー	행복	N	N
スクリーン	화면	スクリーン	화면	N	N
雰囲気	대기	雰囲気	대기	N	N
恒星	항성	恒星	항성	N	N
シュート	촬영	シュート	촬영	N	N
介護	케어	介護	케+어	N	N
防波	방파제	防波	방파제	N	N
水平	수평	水平	수평	N	N
コーン	옥수수	コーン	옥수수	N	N
スキル	스킬	スキル	스키+ㄹ	N	N
スキル	솜씨	スキル	솜씨	N	N
スキル	능력	スキル	능력	N	N
スキル	기술	スキル	기술	N	N
スキル	실력	スキル	실력	N	N
スキル	스킬	スキル	스키+ㄹ	N	N
スキル	솜씨	スキル	솜씨	N	N
サイクル	사이클	サイクル	사이클	N	N
サイクル	순환	サイクル	순환	N	N
サイクル	사이클	サイクル	사이클	N	N
名作	걸작	名作	걸작	N	N
吹き替え	더빙	吹き替える	더빙	N	N
書き込み	쓰기	書き込み	쓰+기	V	V
書き込み	글쓰기	書き込み	글쓰기	V	V
書き込み	쓰기	書き込み	쓰+기	V	V
書き込み	글쓰기	書き込み	글쓰기	V	V
シェア	공유	シェア	공유	N	N
シェア	공유	シェア	공유	N	N
シェア	주식	シェア	주식	N	N
シェア	공유	シェア	공유	N	N
悲劇	비극	悲劇	비극	N	N
悲劇	비극	悲劇	비극	N	N
分散	분산	分散	분산	N	N
分散	분산	分散	분산	N	N
垂直	수직	垂直	수직	N	N
落下	떨어지고	落下	떨어지+고	V	V
落下	떨어지는	落下	떨어지+는	V	V
落下	떨어지지	落下	떨어지+지	V	V
落下	떨어지는	落下	떨어지+는	V	V
告示	공지	告示	공지	N	N
マリン	해병대	マリン	해병대	N	N
繊維	직물	繊維	직물	N	N
繊維	섬유	繊維	섬유	N	N
繊維	섬유	繊維	섬유	N	N
エンターテイメント	오락	エンターテイメント	오락	N	N
配列	배열	配列	배열	N	N
配列	어레이	配列	어레이	N	N
配列	배열	配列	배열	N	N
体力	체력	体力	체력	N	N
コンテナ	용기	コンテナ	용기	N	N
拳銃	권총	拳銃	권총	N	N
拳銃	권총	拳銃	권총	N	N
チケット	티켓	チケット	티켓	N	N
チケット	티켓	チケット	티켓	N	N
チケット	항공권	チケット	항공권	N	N
フォト	사진	フォト	사진	N	N
石炭	석탄	石炭	석탄	N	N
ループ	반복	ループ	반복	N	N
せつ	종기	せつ	종기		
電圧	전압	電圧	전압	N	N
喜劇	코미디	喜劇	코미디	N	N
喜劇	희극	喜劇	희극	N	N
光学	광학	光学	광학	N	N
ライター	작가	ライター	작가	N	N
キット	키트	キット	키트	N	N
ビジュアル	시각	ビジュアル	시각	N	N
歩行	산책	歩行	산책	N	N
変数	변광성	変数	변광성	N	N
変数	변수	変数	변수	N	N
変数	변수	変数	변수	N	N
カテゴリー	카테고리	カテゴリー	카테고리	N	N
カテゴリー	범주	カテゴリー	범주	N	N
カテゴリー	분류	カテゴリー	분류	N	N
カテゴリー	카테고리	カテゴリー	카테고리	N	N
カテゴリー	카테고리가	カテゴリー	카테고리+가	N	N
カテゴリー	범주	カテゴリー	범주	N	N
カテゴリー	분류	カテゴリー	분류	N	N
牧師	목사	牧師	목사	N	N
役職	직위	役職	직위	N	N
役職	포지션	役職	포지션	N	N
役職	제목	役職	제목	N	N
薬物	약물	薬物	약물	N	N
薬物	의약품	薬物	의약품	N	N
薬物	약품	薬物	약품	N	N
薬物	마약	薬物	마약	N	N
薬物	마약	薬物	마약	N	N
薬物	약물	薬物	약물	N	N
薬物	의약품	薬物	의약품	N	N
化石	화석	化石	화석	N	N
渓谷	협곡	渓谷	협곡	N	N
天文台	천문대	天文台	천문대	N	N
魅力	매력	魅力	매력	N	N
玩具	토이	玩具	토+이		
大気	대기	大気	대기	N	N
エンターテインメント	오락	エンターテインメント	오락	N	N
傑作	걸작	傑作	걸작	N	N
ボルト	볼트	ボルト	볼트	N	N
カーブ	커브	カーブ	커브	N	N
荷物	수화물	荷物	수화물	N	N
荷物	수하물	荷物	수하물	N	N
荷物	수하물	荷物	수하물	N	N
弾薬	탄약	弾薬	탄약	N	N
弾薬	탄약	弾薬	탄약	N	N
グレー	회색	グレー	회색	N	N
グレー	회색	グレー	회색	N	N
品種	버라이어티	品種	버라이어티		
角度	각도	角度	각도	N	N
エレベーター	상승	エレベーター	상승	N	N
エレベーター	승강기	エレベーター	승강기	N	N
エレベーター	승강기	エレベーター	승강기	N	N
批評家	평론	批評家	평론	N	N
批評家	비평가	批評家	비평가	N	N
マウント	장착	マウント	장착	N	N
ダート	먼지	ダート	먼지	N	N
動物園	동물원	動物園	동물원	N	N
動物園	동물원	動物園	동물원	N	N
音楽家	음악가	音楽家	음악가	N	N
音楽家	연주자	音楽家	연주자	N	N
音楽家	뮤지션	音楽家	뮤지션	N	N
ソックス	양말	ソックス	양말	N	N
幽霊	유령	幽霊	유령	N	N
予防	예방	予防	예방	N	N
予防	방지	予防	방지	N	N
予防	예방	予防	예방	N	N
胴体	몸통	胴体	몸통	N	N
友情	우정	友情	우정	N	N
友情	우정	友情	우정	N	N
機材	장비	機材	장비	N	N
反射	반영	反射	반영	N	N
反射	반사	反射	반사	N	N
反射	반사	反射	반사	N	N
死体	시체	死体	시체	N	N
死体	시체	死体	시체	N	N
アルファベット	알파벳	アルファベット	알파벳	N	N
アルファベット	문자	アルファベット	문자	N	N
フォーマット	포맷	フォーマット	포맷	N	N
フォーマット	서식	フォーマット	서식	N	N
フォーマット	포맷	フォーマット	포맷	N	N
フォーマット	포맷	フォーマット	포맷	N	N
ケア	케어	ケア	케+어	N	N
アース	지구	アース	지구	N	N
バルブ	밸브	バルブ	밸브	N	N
バルブ	밸브	バルブ	밸브	N	N
鉱物	광물	鉱物	광물	N	N
幸福	행복	幸福	행복	N	N
振動	진동	振動	진동	N	N
振動	진동	振動	진동	N	N
症候	증후군	症候	증후군	N	N
汚染	오염	汚染	오염	N	N
汚染	오염	汚染	오염	N	N
汚染	오염	汚染	오염	N	N
メニュー	메뉴	メニュー	메뉴	N	N
メニュー	메뉴	メニュー	메뉴	N	N
細菌	세균	細菌	세균	N	N
細菌	박테리아	細菌	박테리아	N	N
民主主義	민주당	民主主義	민주당	N	N
民主主義	민주주의	民主主義	민주주의	N	N
民主主義	민주화	民主主義	민주화	N	N
元素	원소	元素	원소	N	N
元素	요소	元素	요소	N	N
元素	원소	元素	원소	N	N
カート	카트	カート	카트	N	N
技法	기법	技法	기법	N	N
王女	공주님	王女	공주님	N	N
狭い	좁은	狭い	좁+ㄴ	ADJ	ADJ
狭い	좁다	狭い	좁+다	ADJ	ADJ
母音	모음	母音	모음	N	N
母音	모음	母音	모음	N	N
シンボル	기호	シンボル	기호	N	N
シンボル	상징	シンボル	상징	N	N
シンボル	기호	シンボル	기호	N	N
シンボル	상징	シンボル	상징	N	N
情熱	열정	情熱	열정	N	N
