dlhší	duži	dlhý	dug	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ;NOM;DEF;CMPR;MASC;SG
zákone	zavjet	zákon	zavjet	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
urán	uran	urán	uran	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
urán	uran	urán	uran	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
strecha	krov	strecha	krov	N;NOM;FEM;SG	N;NOM;MASC;SG
strecha	krov	strecha	krov	N;NOM;FEM;SG	N;NOM;MASC;SG
kampane	kampanje	kampaň	kampanja	N;NOM;FEM;PL	N;NOM;FEM;PL
stráca	gubi	strácať	gubiti	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
stráca	gubi	strácať	gubiti	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
stráca	izgubi	strácať	izguba	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
bonus	bonus	bonus	bonus	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
náhrada	povrat	náhrada	povrat	N;NOM;FEM;SG	N;NOM;MASC;SG
náhrada	naknada	náhrada	naknada	N;NOM;FEM;SG	N;NOM;FEM;SG
náhrada	zamjena	náhrada	zamjena	N;NOM;FEM;SG	N;NOM;FEM;SG
dominika	dominique	dominika	dominiqati	N;NOM;FEM;SG	N;NOM;MASC;SG
marcela	marcela	marcieť	marcel	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
marcela	marcel	marcieť	marcel	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
marcela	marcela	marcieť	marcel	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
dostupná	dostupno	dostupný	dostupan	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;NEUT;SG
dostupná	dostupan	dostupný	dostupan	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
dostupná	dostupna	dostupný	dostupan	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
obmedzenie	limit	obmedzenie	limit	N;NOM;NEUT;SG	N;NOM;MASC;SG
obmedzenie	ograničenje	obmedzenie	ograničenje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
obmedzenie	granica	obmedzenie	granica	N;NOM;NEUT;SG	N;NOM;FEM;SG
kameraman	kamerman	kameraman	kamerman	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
kameraman	snimatelj	kameraman	snimatelj	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
nariadenia	propisi	nariadenie	propis	N;NOM;NEUT;PL	N;NOM;MASC;PL
nariadenia	propisi	nariadenie	propis	N;NOM;NEUT;PL	N;NOM;MASC;PL
interakcie	interakcije	interakcia	interakcija	N;NOM;FEM;PL	N;NOM;FEM;PL
interakcie	interakcije	interakcia	interakcija	N;NOM;FEM;PL	N;NOM;FEM;PL
sedan	sedan	sedan	sedan	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
pobočky	grane	pobočka	grana	N;NOM;FEM;PL	N;NOM;FEM;PL
meč	mač	meč	mač	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
inštitúcia	ustanova	inštitúcia	ustanova	N;NOM;FEM;SG	N;NOM;FEM;SG
inštitúcia	institucija	inštitúcia	institucija	N;NOM;FEM;SG	N;NOM;FEM;SG
federálny	federalna	federálny	federalan	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
nádeje	nadanja	nádej	nadanje	N;NOM;FEM;PL	N;NOM;NEUT;PL
nádeje	nade	nádej	nada	N;NOM;FEM;PL	N;NOM;FEM;PL
externý	vanjski	externý	vanjski	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
externý	vanjska	externý	vanjski	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG
voyager	voyager	voyager	voyager	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
ostro	snažno	ostro	snažno	ADV	ADV
ostro	oštro	ostro	oštro	ADV	ADV
mních	redovnik	mní	redovnik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
mních	monk	mní	monk	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
roh	ugao	roh	ugati	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
roh	kut	roh	kut	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
roh	kutak	roh	kutak	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
roh	rog	roh	rog	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
všimol	primijetio	všimnúť	primijetiti	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
povolené	omogućena	povolený	omogućiti	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG;V.PTCP
povolené	omogućeno	povolený	omogućiti	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
povolené	dozvoljeno	povolený	dozvoliti	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
povolené	dozvoljena	povolený	dozvoliti	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG;V.PTCP
povolené	dopušteno	povolený	dopustiti	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
povolené	dozvoljeno	povolený	dozvoliti	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
povolené	dopušteno	povolený	dopustiti	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
jedenásť	jedanaest	jedenásť	jedanaest	NUM;NOM;NEUT;SG	NUM
magnus	magnus	magnus	magnus	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
epizódy	epizode	epizóda	epizoda	N;NOM;FEM;PL	N;NOM;FEM;PL
dočasné	privremena	dočasný	privremen	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;FEM;SG
dočasné	privremeni	dočasný	privremen	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
objavovať	istraži	objavovať	istražiti	V;IPFV;POS;NFIN	V;IND;SG;3;PRS;FIN
stúpa	raste	stúpať	rasti	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
potraviny	hrane	potravina	hrana	N;NOM;FEM;PL	N;NOM;FEM;PL
potraviny	namirnice	potravina	namirnica	N;NOM;FEM;PL	N;NOM;FEM;PL
reinmuth	reinmuth	reinmuth	reinmuth	N;NOM;FEM;SG	N;NOM;MASC;SG
spomienky	sjećanja	spomienka	sjećanje	N;NOM;FEM;PL	N;NOM;NEUT;PL
spomienky	uspomene	spomienka	uspomena	N;NOM;FEM;PL	N;NOM;FEM;PL
ťažkosti	poteškoće	ťažkosť	poteškoća	N;NOM;FEM;PL	N;NOM;FEM;PL
ťažkosti	poteškoća	ťažkosť	poteškoća	N;NOM;FEM;PL	N;NOM;FEM;PL
ťažkosti	poteškoće	ťažkosť	poteškoća	N;NOM;FEM;PL	N;NOM;FEM;PL
ťažkosti	teškoće	ťažkosť	teškoća	N;NOM;FEM;PL	N;NOM;FEM;PL
protest	protest	protest	protest	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
protest	prosvjed	protest	prosvjed	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
graham	graham	graham	grah	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
riadené	vođena	riadený	voditi	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
riadené	vođen	riadený	voditi	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;SG;V.PTCP;PASS
riadené	kontrolirano	riadený	kontroliran	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;NEUT;SG
poškodený	oštećena	poškodený	oštetiti	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG;V.PTCP
poškodený	oštećen	poškodený	oštetiti	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;SG;V.PTCP
zadný	stražnji	zadný	stražnji	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
chrániť	štiti	chrániť	štititi	V;IPFV;POS;NFIN	V;IND;SG;3;PRS;FIN
radosť	užitak	radosť	užitak	N;NOM;FEM;SG	N;NOM;MASC;SG
radosť	veselje	radosť	veselja	N;NOM;FEM;SG	N;NOM;NEUT;SG
radosť	radost	radosť	radost	N;NOM;FEM;SG	N;NOM;FEM;SG
radosť	užitak	radosť	užitak	N;NOM;FEM;SG	N;NOM;MASC;SG
radosť	zadovoljstvo	radosť	zadovoljstvo	N;NOM;FEM;SG	N;NOM;NEUT;SG
hus	guska	hus	guski	N;NOM;FEM;SG	N;NOM;FEM;SG
hus	hus	hus	hus	N;NOM;FEM;SG	N;NOM;MASC;SG
facebook	facebook	facebook	Facebook	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
štandardná	uobičajeno	štandardný	uobičajen	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;NEUT;SG
štandardná	zadani	štandardný	zadan	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
prístupná	dostupna	prístupný	dostupan	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
sála	dvorana	sála	dvorana	N;NOM;FEM;SG	N;NOM;FEM;SG
sála	hodnik	sála	hodnik	N;NOM;FEM;SG	N;NOM;MASC;SG
stretáva	upozna	stretávať	upozan	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
auta	kola	auto	kolo	N;NOM;NEUT;PL	N;NOM;NEUT;PL
krk	vrat	krk	vrat	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
prach	prah	prach	prah	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
prach	prašina	prach	prašina	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
nadácia	zaklada	nadácia	zaklada	N;NOM;FEM;SG	N;NOM;FEM;SG
nadácia	osnova	nadácia	osnova	N;NOM;FEM;SG	N;NOM;FEM;SG
nadácia	fondacija	nadácia	fondacija	N;NOM;FEM;SG	N;NOM;FEM;SG
nadácia	temelj	nadácia	temelj	N;NOM;FEM;SG	N;NOM;MASC;SG
pocity	osjećaji	pocit	osjećaj	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
pocity	osjećanja	pocit	osjećanje	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL
werner	werner	werner	werner	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
salzburg	salzburg	salzburg	salzburg	N;NOM;FEM;SG	N;NOM;MASC;SG
africké	afrički	africký	afrički	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
africké	afrička	africký	afrički	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;FEM;SG
vrtuľník	helikopter	vrtuľník	helikopter	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
vrtuľník	helikopter	vrtuľník	helikopter	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
zložité	lukav	zložitý	lukav	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
zložité	složeno	zložitý	složen	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
zložité	složena	zložitý	složen	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;FEM;SG;V.PTCP
zložité	kompliciran	zložitý	komplicirati	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
zložité	komplicirano	zložitý	komplicirati	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
zložité	tesko	zložitý	tesko	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;NEUT;SG
advokát	odvjetnik	advokát	odvjetnik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
advokát	pravnik	advokát	pravnik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
advokát	odvjetnik	advokát	odvjetnik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
advokát	odvjetnica	advokát	odvjetnica	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
advokát	advokat	advokát	advokat	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
existujúce	postojeći	existujúci	postojeći	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT	ADJ;NOM;DEF;MASC;SG
ťažšie	teže	ťažký	teško	ADV;CMPR	ADV;CMPR
ťažšie	jače	ťažký	jak	ADV;CMPR	ADV;CMPR
ťažšie	teže	ťažký	teško	ADV;CMPR	ADV;CMPR
zaujímavý	interesantno	zaujímavý	interesantan	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;NEUT;SG
zaujímavý	zanimljivo	zaujímavý	zanimljiv	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;NEUT;SG
odborníci	profesionalci	odborník	profesionalac	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
odborníci	eksperti	odborník	ekspert	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
odborníci	stručnjaci	odborník	stručnjak	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
oceľ	čelik	oceľ	čelik	N;NOM;FEM;SG	N;NOM;MASC;SG
dokopy	zajedno	dokopy	zajedno	ADV	ADV
skúmanie	istraživanje	skúmanie	istraživanje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
skúmanie	istraga	skúmanie	istraga	N;NOM;NEUT;SG	N;NOM;FEM;SG
vták	ptica	vták	ptica	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
zriedka	rijetko	zriedka	rijetko	ADV	ADV
zriedka	retko	zriedka	retko	ADV	ADV
zriedka	rijetko	zriedka	rijetko	ADV	ADV
zriedka	retko	zriedka	retko	ADV	ADV
pól	stup	pól	stup	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
pól	pole	pól	pola	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
jedince	pojedinci	jedinec	pojedinac	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
predsedníctva	predsjedništva	predsedníctvo	predsjedništvo	N;NOM;NEUT;PL	N;NOM;NEUT;PL
významnosť	značaj	významnosť	značaj	N;NOM;FEM;SG	N;NOM;MASC;SG
významnosť	važnost	významnosť	važnost	N;NOM;FEM;SG	N;NOM;FEM;SG
reťazec	string	reťazec	string	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
reťazec	lanac	reťazec	lanac	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
rozvíja	razvija	rozvíjať	razvijati	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
vhodná	prikladno	vhodný	prikladno	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;NEUT;SG
vhodná	prigodno	vhodný	prigodno	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;NEUT;SG
vhodná	pogodno	vhodný	pogodno	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;NEUT;SG
vhodná	pogodan	vhodný	pogodan	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
vhodná	prikladno	vhodný	prikladno	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;NEUT;SG
barrett	barrett	barrett	barrett	N;NOM;FEM;SG	N;NOM;FEM;SG
saxofón	saksofon	saxofón	saksofon	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
metallica	metallica	metallica	metallica	N;NOM;FEM;SG	N;NOM;FEM;SG
električka	tramvaj	električka	tramvaj	N;NOM;FEM;SG	N;NOM;MASC;SG
isaac	isaac	isaac	isaac	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
pozostávala	sastojao	pozostávať	sastojati	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
vyvíja	evoluira	vyvíjať	evoluirati	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
vyvíja	razvija	vyvíjať	razvijati	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
kompletný	potpuna	kompletný	potpun	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG
kompletný	kompletan	kompletný	kompletan	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
kompletný	kompletna	kompletný	kompletan	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG
životnosť	trajnost	životnosť	trajnost	N;NOM;FEM;SG	N;NOM;FEM;SG
vodič	vozač	vodič	vozač	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
desaťročí	desetljeće	desaťročie	desetljeće	N;NOM;NEUT;SG	N;NOM;NEUT;SG
chráni	štiti	chrániť	štititi	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
soundtrack	soundtrack	soundtrack	soundtrack	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
obmedzený	ograničeno	obmedzený	ograničiti	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
obmedzený	ograničen	obmedzený	ograničiti	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;SG;V.PTCP
obmedzený	ograničeno	obmedzený	ograničiti	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
obmedzený	ograničena	obmedzený	ograničen	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG;V.PTCP
obmedzený	ograničen	obmedzený	ograničiti	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;SG;V.PTCP
dôsledok	posljedica	dôsledok	posljedica	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
palace	palača	palac	palač	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
palace	palace	palac	palaca	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
rytmus	ritam	rytmus	ritam	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
príležitostne	povremeno	príležitostne	povremeno	ADV	ADV
príležitostne	povremeno	príležitostne	povremeno	ADV	ADV
mäsa	mesa	mäso	meso	N;NOM;NEUT;PL	N;NOM;NEUT;PL
slávu	slavu	sláva	slava	N;ACC;FEM;SG	N;ACC;FEM;SG
slávu	slavu	sláva	slava	N;ACC;FEM;SG	N;ACC;FEM;SG
využívanie	iskorištavanje	využívanie	iskorištavanje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
využívanie	uporaba	využívanie	uporaba	N;NOM;NEUT;SG	N;NOM;FEM;SG
využívanie	upotreba	využívanie	upotreba	N;NOM;NEUT;SG	N;NOM;FEM;SG
využívanie	korištenje	využívanie	korištenje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
učiť	naučiti	učiť	naučiti	V;IPFV;POS;NFIN	V;NFIN
učiť	naučite	učiť	naučiti	V;IPFV;POS;NFIN	V;IND;PL;2;PRS;FIN
učiť	učite	učiť	učiti	V;IPFV;POS;NFIN	V;IND;PL;2;PRS;FIN
učiť	uči	učiť	učiti	V;IPFV;POS;NFIN	V;IND;SG;3;PRS;FIN
učiť	nauči	učiť	naučiti	V;IPFV;POS;NFIN	V;IMP;SG;2;PRS;FIN
astronauti	astronauti	astronaut	astronaut	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
kôra	kora	kôra	kor	N;NOM;FEM;SG	N;NOM;FEM;SG
kôra	korteks	kôra	korteks	N;NOM;FEM;SG	N;NOM;MASC;SG
náročné	izazovno	náročný	izazovno	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;NEUT;SG
náročné	tesko	náročný	tesko	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;NEUT;SG
fakty	činjenice	fakt	činjenica	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
uzavreté	zatvoreno	uzavretý	zatvoriti	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
uzavreté	zatvorena	uzavretý	zatvoriti	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG;V.PTCP
uzavreté	zatvoren	uzavretý	zatvoriti	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;SG;V.PTCP
rozhovory	razgovori	rozhovor	razgovor	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
rozhovory	razgovori	rozhovor	razgovor	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
spolupracovala	surađivao	spolupracovať	surađivati	V;PFV;FEM;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
spolupracovala	surađivao	spolupracovať	surađivati	V;PFV;FEM;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
staviteľ	graditelj	staviteľ	graditelj	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
využívaná	iskorištena	využívaný	iskoristiti	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG;V.PTCP
viaže	veže	viazať	veža	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
cape	rt	cape	rt	N;NOM;MASC;SG	N;NOM;MASC;SG
cape	plašt	cape	plašt	N;NOM;MASC;SG	N;NOM;MASC;SG
cape	ogrtač	cape	ogrtač	N;NOM;MASC;SG	N;NOM;MASC;SG
vyrobená	proizveden	vyrobený	proizvesti	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;SG;V.PTCP;PASS
vyrobená	proizveden	vyrobený	proizvesti	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;SG;V.PTCP;PASS
vyrobená	napravljen	vyrobený	napraviti	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;SG;V.PTCP;PASS
vyrobená	napravljeno	vyrobený	napraviti	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
flotily	flote	flotil	flota	N;NOM;FEM;PL	N;NOM;FEM;PL
flotily	flote	flotil	flota	N;NOM;FEM;PL	N;NOM;FEM;PL
menším	manjim	malý	mal	ADJ;INS;CMPR;NEUT;SG	ADJ;INS;DEF;CMPR;MASC;SG
sektor	sektor	sektor	sektor	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
búrka	oluja	búrka	oluja	N;NOM;FEM;SG	N;NOM;FEM;SG
búrka	oluja	búrka	oluja	N;NOM;FEM;SG	N;NOM;FEM;SG
guillaume	guillaume	guillauť	guillaum	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
komerčne	komercijalno	komerčne	komercijalno	ADV	ADV
stavia	gradi	staviť	graditi	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
spáchal	počinio	spáchať	počiniti	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
slonoviny	bjelokosti	slonovina	bjelokost	N;NOM;FEM;PL	N;NOM;FEM;PL
zdanlivo	naizgled	zdanlivo	naizgled	ADV	ADV
tvrdý	tesko	tvrdý	tesko	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;NEUT;SG
tvrdý	tvrd	tvrdý	tvrd	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
nejako	nekako	nejako	nekako	ADV	ADV
éra	ere	éra	era	N;NOM;FEM;SG	N;NOM;FEM;SG
éra	era	éra	era	N;NOM;FEM;SG	N;NOM;FEM;SG
stredoveké	srednjovjekovni	stredoveký	srednjovjekovan	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
presvedčený	samouvjeren	presvedčený	samouvjeren	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
presvedčený	uvjeren	presvedčený	uvjeren	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
presvedčený	uvjeren	presvedčený	uvjeren	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
zranenie	ozljeda	zranenie	ozljeda	N;NOM;NEUT;SG	N;NOM;FEM;SG
zranenie	povreda	zranenie	povreda	N;NOM;NEUT;SG	N;NOM;FEM;SG
zranenie	rana	zranenie	rana	N;NOM;NEUT;SG	N;NOM;FEM;SG
labuť	labuda	labuť	labuda	N;NOM;FEM;SG	N;NOM;MASC;SG
labuť	swan	labuť	swan	N;NOM;FEM;SG	N;NOM;MASC;SG
labuť	labud	labuť	labud	N;NOM;FEM;SG	N;NOM;MASC;SG
zachytáva	hvata	zachytávať	hvat	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
mrakodrap	neboder	mrakodrap	neboder	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
reštaurácia	restoran	reštaurácia	restoran	N;NOM;FEM;SG	N;NOM;MASC;SG
kostra	kostur	kostra	kostur	N;NOM;FEM;SG	N;NOM;MASC;SG
udelené	odobreno	udelený	odobreno	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP;PASS
udelené	nagrađen	udelený	nagraditi	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP;PASS
predpisy	propisi	predpis	propis	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
predpisy	pravila	predpis	pravilo	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL
pokrok	napredak	pokrok	napredak	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
ostrý	oštar	ostrý	oštar	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
ostrý	oštri	ostrý	oštar	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
ostrý	oštra	ostrý	oštar	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG
laureát	laureat	laureát	laureat	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
ponuky	ponude	ponuka	ponuda	N;NOM;FEM;PL	N;NOM;FEM;PL
obytné	stambene	obytný	stamben	ADJ;NOM;NEUT;PL	ADJ;NOM;DEF;FEM;PL
budúce	budućnost	budúci	budućnost	N;NOM;NEUT;SG	N;NOM;FEM;SG
zabitý	ubijen	zabitý	ubiti	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;SG;V.PTCP;PASS
výnimky	iznimke	výnimka	iznimka	N;NOM;FEM;PL	N;NOM;FEM;PL
expozície	izlaganja	expozícia	izlaganje	N;NOM;FEM;PL	N;NOM;NEUT;PL
expozície	izloženosti	expozícia	izloženost	N;NOM;FEM;PL	N;NOM;FEM;PL
ruka	ruka	ruka	ruka	N;NOM;FEM;SG	N;NOM;FEM;SG
ruka	ruka	ruka	ruka	N;NOM;FEM;SG	N;NOM;FEM;SG
