warunek	شرط	warunek	شرط	N;ACC;MASC;SG	N;SG
umiejętność	قابلیت	umiejętność	قابلیت	N;NOM;FEM;SG	N;SG
końcowe	نهایی	końcowy	نهایی	ADJ;NOM;NEUT;SG	ADJ
tenis	تنیس	tenis	تنیس	N;NOM;MASC;SG	N;SG
oferty	معاملات	oferta	معامله	N;ACC;FEM;PL	N;PL
quebec	کبک	quebec	کبک	N;NOM;MASC;SG	N;SG
wiecznego	پاینده	wieczny	پاینده	ADJ;ACC;MASC;SG	ADJ
korzystanie	استعمال	korzystać	None	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
korzystanie	کاربرد	korzystać	کاربرد	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
wczoraj	دیروز	wczoraj	دیروز	ADV	ADV
wspieranie	مکمل	wspierać	None	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
wspieranie	پشتیبان	wspierać	پشتیب	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
wspieranie	پشتیبانی	wspierać	پشتیبانی	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
wspieranie	حمایت	wspierać	حمایت	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
zaufanie	توکل	zaufanie	None	N;NOM;NEUT;SG	N;SG
zaufanie	اعتماد	zaufanie	اعتماد	N;NOM;NEUT;SG	N;SG
dekoracji	تزئین	dekoracja	تزئین	N;GEN;FEM;SG	N;SG
dekoracji	رنگی	dekoracja	رنگی	N;GEN;FEM;SG	N;SG
dekoracji	تزیین	dekoracja	تزیین	N;GEN;FEM;SG	N;SG
chirurg	جراح	chirurg	جراح	N;NOM;MASC;SG	N;SG
krytycy	منتقدان	krytyk	منتقد	N;NOM;MASC;PL	N;PL
krytycy	منتقدین	krytyk	منتقد	N;NOM;MASC;PL	N;PL
śmigłowców	هلیکوپترها	śmigłowiec	هلیکوپتر	N;GEN;MASC;PL	N;PL
poświęcenia	اهدا	poświęcenie	اهدا	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;SG
poświęcenia	اهداء	poświęcenie	هدع	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;SG
poświęcenia	فداکاری	poświęcenie	فداکاری	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;SG
poświęcenia	قربانی	poświęcenie	قربانی	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;SG
poświęcenia	فدا	poświęcenie	فدا	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;SG
poświęcenia	ذبح	poświęcenie	ذبح	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;SG
poświęcenia	فداکاری	poświęcenie	فداکاری	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;SG
pływanie	شنا	pływać	None	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
pau	پائو	pau	پائو		
rex	رکس	rex	رکس	N;NOM;MASC;SG	N;SG
samotnie	تنها	samotnie	تنها	ADV	ADV
meczet	مسجد	meczet	مسجد	N;NOM;MASC;SG	N;SG
meczet	مسجدی	meczet	مسجدی	N;NOM;MASC;SG	N;SG
zwycięzców	برندگان	zwycięzca	برنده	N;ACC;MASC;PL	N;PL
podróżnych	مسافرین	podróżny	مسافرین	N;GEN;MASC;PL	N;PL
podróżnych	مسافران	podróżny	مسافر	N;GEN;MASC;PL	N;PL
podróżnych	مسافران	podróżny	مسافر	N;GEN;MASC;PL	N;PL
córek	دختران	córka	None	N;GEN;FEM;PL	N;PL
odwołania	خودبینی	odwołać	خودبینی	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;SG
odwołania	استیناف	odwołać	استیناف	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;SG
odwołania	توسل	odwołać	توسل	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;SG
smitha	اسمیت	smith	اسمیت	N;ACC;MASC;SG	N;SG
normalna	نرمال	normalny	نرمال	ADJ;NOM;FEM;SG	ADJ
normalna	عادی	normalny	عادی	ADJ;NOM;FEM;SG	ADJ
normalna	معمولی	normalny	معمولی	ADJ;NOM;FEM;SG	ADJ
normalna	طبیعی	normalny	طبیعی	ADJ;NOM;FEM;SG	ADJ
emigrantów	مهاجران	emigrant	مهاجر	N;GEN;MASC;PL	N;PL
medium	روانی	medium	روانی	N;DAT;NEUT;SG	N;SG
odbiorców	گیرندگان	odbioriec	گیرنده	N;ACC;MASC;PL	N;PL
odbiorców	حضار	odbioriec	حضار	N;ACC;MASC;PL	N;PL
koncepcje	مفاهیم	koncepcja	مفهوم	N;NOM;FEM;PL	N;PL
roczna	سالانه	roczny	سالانه	ADJ;NOM;FEM;SG	ADJ
roczna	سالیانه	roczny	سالیانه	ADJ;NOM;FEM;SG	ADJ
roczna	سالانه	roczny	سالانه	ADJ;NOM;FEM;SG	ADJ
roczna	سالیانه	roczny	سالیانه	ADJ;NOM;FEM;SG	ADJ
waltera	والتر	walter	None	N;ACC;MASC;SG	N;SG
negocjacje	مذاکرات	negocjacja	مذاکره	N;NOM;FEM;PL	N;PL
negocjacje	مذاکرات	negocjacja	مذاکره	N;NOM;FEM;PL	N;PL
opcja	گزینه	opcja	گزینه	N;NOM;FEM;SG	N;SG
późno	دیر	późno	دیر	ADV	ADV
bruksela	بروکسل	bruksel	بروکسل	N;NOM;FEM;SG	N;SG
panowie	آقایان	pan	آقا	N;NOM;MASC;PL	N;PL
panowie	آقایون	pan	آقایون	N;NOM;MASC;PL	N;PL
lekarze	پزشکان	lekarz	پزشک	N;NOM;MASC;PL	N;PL
lekarze	پزشکان	lekarz	پزشک	N;NOM;MASC;PL	N;PL
lekarze	دکترها	lekarz	دکتر	N;NOM;MASC;PL	N;PL
pawilon	پاویون	pawilon	پاویون	N;NOM;MASC;SG	N;SG
astronautów	فضانوردان	astronauta	فضانورد	N;GEN;MASC;PL	N;PL
parking	پارکینگ	parking	پارکینگ	N;NOM;MASC;SG	N;SG
bella	بلا	bella	بلا		
słuchaczy	شنوندگان	słuchaczyć	شنونده	N;GEN;MASC;PL	N;PL
transkrypcji	رونویسی	transkrypcja	رونویسی	N;GEN;FEM;SG	N;SG
władzom	مسئولین	władza	مسئولین	N;DAT;FEM;PL	N;PL
władzom	مقامات	władza	مقام	N;DAT;FEM;PL	N;PL
władzom	مسئولان	władza	مسئول	N;DAT;FEM;PL	N;PL
wykonawczy	اجرایی	wykonawczy	اجرایی	ADJ;ACC;MASC;SG	ADJ
zoolog	جانورشناس	zoolog	جانورشناس	N;NOM;MASC;SG	N;SG
niebezpieczeństwo	خطری	niebezpieczeństwo	خطر	N;NOM;NEUT;SG	N;SG
niebezpieczeństwo	خطر	niebezpieczeństwo	خطر	N;NOM;NEUT;SG	N;SG
atomów	اتمهای	atom	اتم	N;GEN;MASC;PL	N;PL
atomów	اتمها	atom	اتم	N;GEN;MASC;PL	N;PL
ciężka	سنگین	ciężka	سنگین	ADJ;NOM;FEM;SG	ADJ
recenzja	مرور	recenzja	مرور	N;NOM;FEM;SG	N;SG
recenzja	بازبینی	recenzja	بازبینی	N;NOM;FEM;SG	N;SG
recenzja	بازدید	recenzja	None	N;NOM;FEM;SG	N;SG
trudna	دشوار	trudny	دشوار	ADJ;NOM;FEM;SG	ADJ
członkostwo	عضویت	członkostwo	عضویت	N;NOM;NEUT;SG	N;SG
antiochii	انطاکیه	antiochia	انطاکیه	N;GEN;FEM;SG	N;SG
latarnia	فانوس	latarniać	فانوس	N;NOM;FEM;SG	N;SG
smok	اژدهای	smok	اژد	N;NOM;MASC;SG	N;SG
smok	دراگون	smok	دراگون	N;NOM;MASC;SG	N;SG
smok	اژدها	smok	اژد	N;NOM;MASC;SG	N;SG
banków	بانکها	bank	بانک	N;GEN;MASC;PL	N;PL
dyscyplina	انضباط	dyscyplina	انضباط	N;NOM;FEM;SG	N;SG
chi	chi	chito	chi		
sytuacje	وضعیتهای	sytuacja	وضعیت	N;NOM;FEM;PL	N;PL
konsekwencje	عواقب	konsekwencja	None	N;NOM;FEM;PL	N;PL
earl	ایرل	earl	ایرل		
zachowana	محفوظ	zachować	None	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ
poniedziałek	دوشنبه	poniedziałek	دوشنبه	N;NOM;MASC;SG	N;SG
pochówku	دفن	pochówek	دفن	N;GEN;MASC;SG	N;SG
pochówku	خاکسپاری	pochówek	خاکسپاری	N;GEN;MASC;SG	N;SG
oddania	صدقه	oddanie	صدقه	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
oddania	صمیمیت	oddanie	صمیمیت	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
honorowe	گرانقدر	honorowy	گرانقدر	ADJ;NOM;NEUT;SG	ADJ
honorowe	گرامی	honorowy	گرامی	ADJ;NOM;NEUT;SG	ADJ
potomkowie	نوادگان	potomek	نواده	N;NOM;MASC;PL	N;PL
chronione	محفوظ	chronić	None	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ
infrastruktura	زیرساخت	infrastruktura	زیرساخت	N;NOM;FEM;SG	N;SG
organizm	ارگانیسم	organizm	ارگانیسم	N;ACC;MASC;SG	N;SG
organizm	ارگانیزم	organizm	ارگانیزم	N;ACC;MASC;SG	N;SG
wieczór	عصر	wieczór	عصر	N;NOM;MASC;SG	N;SG
wieczór	غروب	wieczór	غروب	N;NOM;MASC;SG	N;SG
wieczór	شام	wieczór	شام	N;NOM;MASC;SG	N;SG
nos	دماغ	nos	دماغ	N;NOM;MASC;SG	N;SG
nos	بینی	nos	بینی	N;NOM;MASC;SG	N;SG
tancerka	رقصنده	tancerka	رقصنده	N;NOM;FEM;SG	N;SG
tancerka	dancer	tancerka	None	N;NOM;FEM;SG	N;SG
tancerka	رقاص	tancerka	رقاص	N;NOM;FEM;SG	N;SG
wybuchł	دمید	wybuchnąć	دمید	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;SG;3;PST
żądanie	درخواست	żądanie	درخواست	N;NOM;NEUT;SG	N;SG
żądanie	مطالبه	żądanie	None	N;NOM;NEUT;SG	N;SG
żądanie	تقاضا	żądanie	تقاضا	N;NOM;NEUT;SG	N;SG
transformacji	تبدیل	transformacja	تبدیل	N;GEN;FEM;SG	N;SG
transformacji	دگرگونی	transformacja	دگرگونی	N;GEN;FEM;SG	N;SG
dywizje	تقسیمات	dywizja	تقسیمه	N;NOM;FEM;PL	N;PL
dywizje	بخشها	dywizja	بخش	N;NOM;FEM;PL	N;PL
nabój	کارتریج	nabój	کارتریج	N;NOM;MASC;SG	N;SG
nabój	فشنگ	nabój	فشنگ	N;NOM;MASC;SG	N;SG
nabój	گلوله	nabój	گلوله	N;NOM;MASC;SG	N;SG
warianty	مشتقات	wariant	مشتقه	N;NOM;MASC;PL	N;PL
warianty	تغییرات	wariant	تغییر	N;NOM;MASC;PL	N;PL
wydajność	عملکرد	wydajność	عملکرد	N;ACC;FEM;SG	N;SG
wydajność	اجرا	wydajność	اجرا	N;ACC;FEM;SG	N;SG
wydajność	کارایی	wydajność	کارایی	N;ACC;FEM;SG	N;SG
wydajność	بازده	wydajność	بازده	N;ACC;FEM;SG	N;SG
wydajność	کارایی	wydajność	کارایی	N;ACC;FEM;SG	N;SG
nosa	دماغ	nos	دماغ	N;GEN;MASC;SG	N;SG
nosa	بینی	nos	بینی	N;GEN;MASC;SG	N;SG
piloci	خلبانان	pilot	خلبان	N;NOM;MASC;PL	N;PL
pozwolenie	اجازۀ	pozwolenie	اجازۀ	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
pozwolenie	اجازه	pozwolenie	اجازه	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
pozwolenie	مجوز	pozwolenie	مجوز	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
pozwolenie	اجازه	pozwolenie	اجازه	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
bennett	بنت	bennett	بنت	N;NOM;MASC;SG	N;SG
negocjacji	مذاکره	negocjacja	مذاکره	N;GEN;FEM;SG	N;SG
negocjacji	مذاکره	negocjacja	مذاکره	N;GEN;FEM;SG	N;SG
personel	ستاد	personel	ستاد	N;NOM;MASC;SG	N;SG
personel	عصای	personel	عصا	N;NOM;MASC;SG	N;SG
b}}	b}}	b}}	b}}		
licznik	شمارشگر	licznik	شمارشگر	N;NOM;MASC;SG	N;SG
licznik	کنتور	licznik	کنتور	N;NOM;MASC;SG	N;SG
licznik	متر	licznik	متر	N;NOM;MASC;SG	N;SG
psychiatra	روانپزشکی	psychiatra	روانپزشکی	N;NOM;MASC;SG	N;SG
psychiatra	روانپزشک	psychiatra	روانپزشک	N;NOM;MASC;SG	N;SG
czasowo	موقتاً	czasowo	موقتاً	ADV	ADV
adiutant	آجودان	adiutant	آجود	N;NOM;MASC;SG	N;SG
pancerz	زره	pancerz	زره	N;NOM;MASC;SG	N;SG
pancerz	زره	pancerz	زره	N;NOM;MASC;SG	N;SG
przekazanie	انتقال	przekazać	انتقال	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
przekazanie	مخابره	przekazać	None	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
przekazanie	انتقال	przekazać	انتقال	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
rekonstrukcji	بازسازی	rekonstrukcja	بازسازی	N;GEN;FEM;SG	N;SG
bólu	درد	ból	درد	N;GEN;MASC;SG	N;SG
bólu	دردی	ból	دردی	N;GEN;MASC;SG	N;SG
bólu	درده	ból	درده	N;GEN;MASC;SG	N;SG
bólu	دردم	ból	دردم	N;GEN;MASC;SG	N;SG
kompetencje	قدرتهای	kompetencja	قدرت	N;NOM;FEM;PL	N;PL
przekształcenie	تبدیل	przekształcenie	تبدیل	N;NOM;NEUT;SG	N;SG
przekształcenie	تبدیل	przekształcenie	تبدیل	N;NOM;NEUT;SG	N;SG
przekształcenie	دگرگونی	przekształcenie	دگرگونی	N;NOM;NEUT;SG	N;SG
wiązania	بند	wiązanie	بند	N;NOM;NEUT;SG	N;SG
pierwotnym	اصلی	pierwotny	اصلی	ADJ;INS;MASC;SG	ADJ
płazów	دوزیستان	płaz	دوزیستان	N;ACC;MASC;PL	N;PL
podnoszenie	بعثت	podnoszenie	بعثت	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
gałąź	انشعاب	gałąź	انشعاب	N;ACC;FEM;SG	N;SG
gałąź	برنچ	gałąź	برنچ	N;ACC;FEM;SG	N;SG
gałąź	شاخه	gałąź	شاخه	N;ACC;FEM;SG	N;SG
pracownika	کارمند	pracownik	کارمند	N;ACC;MASC;SG	N;SG
pracownika	کارگری	pracownik	کارگر	N;ACC;MASC;SG	N;SG
pracownika	کارگر	pracownik	کارگر	N;ACC;MASC;SG	N;SG
lądowanie	فرود	lądować	فرود	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
sudanu	سودان	sudan	None	N;GEN;MASC;SG	N;SG
sudanu	سودان	sudan	None	N;GEN;MASC;SG	N;SG
wyszukiwania	جستجوهای	wyszukiwanie	جستجو	N;NOM;NEUT;PL	N;PL
posąg	مجسمه	posąg	مجسمه	N;ACC;MASC;SG	N;SG
posąg	تندیس	posąg	None	N;ACC;MASC;SG	N;SG
usłyszeć	بشنود	usłyszeć	None	V;PFV;NFIN;ACT	V;SBJV;SG;3;PRS
rozszerzenia	افزونه	rozszerzenie	افزونه	N;NOM;NEUT;SG	N;SG
rozszerzenia	پسوند	rozszerzenie	پسوند	N;NOM;NEUT;SG	N;SG
narodziny	تولد	narodziny	تولد	N;NOM;NEUT;SG	N;SG
narodziny	ولادت	narodziny	None	N;NOM;NEUT;SG	N;SG
wojowników	جنگجویان	wojownik	جنگجوی	N;ACC;MASC;PL	N;PL
głodu	قحطی	głód	None	N;GEN;MASC;SG	N;SG
głodu	گرسنگی	głód	گرسنگی	N;GEN;MASC;SG	N;SG
pianino	piano	pianino	piano	N;NOM;NEUT;SG	N;SG
pianino	پیانوی	pianino	پیانوی	N;NOM;NEUT;SG	N;SG
pianino	پیانو	pianino	پیانو	N;NOM;NEUT;SG	N;SG
szary	گری	szary	گری		
sława	سلبریتی	sława	سلبریتی	N;NOM;FEM;SG	N;SG
sława	شهرتش	sława	شهرتش	N;NOM;FEM;SG	N;SG
sława	شهرت	sława	شهرت	N;NOM;FEM;SG	N;SG
sława	شهرتی	sława	شهرت	N;NOM;FEM;SG	N;SG
forda	فورد	ford	فورد	N;ACC;MASC;SG	N;SG
indeks	شاخص	indeks	شاخص	N;NOM;MASC;SG	N;SG
indeks	نمایه	indeks	نمایه	N;NOM;MASC;SG	N;SG
pokarm	غذایی	pokarm	غذا	N;NOM;MASC;SG	N;SG
pokarm	خوراک	pokarm	خوراک	N;NOM;MASC;SG	N;SG
pokarm	غذا	pokarm	غذا	N;NOM;MASC;SG	N;SG
wystąpienie	ظاهر	wystąpienie	ظاهر	N;NOM;NEUT;SG	N;SG
wystąpienie	ظهور	wystąpienie	ظهور	N;NOM;NEUT;SG	N;SG
wystąpienie	پیدایش	wystąpienie	None	N;NOM;NEUT;SG	N;SG
wystąpienie	سخنرانی	wystąpienie	سخنرانی	N;NOM;NEUT;SG	N;SG
wystąpienie	گفتار	wystąpienie	گفتار	N;NOM;NEUT;SG	N;SG
wystąpienie	رخداد	wystąpienie	رخداد	N;NOM;NEUT;SG	N;SG
kupiec	خریدار	kupiec	خریدار	N;NOM;MASC;SG	N;SG
kupiec	بازرگانی	kupiec	بازرگانی	N;NOM;MASC;SG	N;SG
kupiec	تاجر	kupiec	تاجر	N;NOM;MASC;SG	N;SG
kupiec	بازرگان	kupiec	بازره	N;NOM;MASC;SG	N;SG
szkielet	اسکلت	szkielet	اسکلت	N;ACC;MASC;SG	N;SG
szóstej	ششم	szósty	ششم	ADJ;GEN;FEM;SG	ADJ
oleju	نفت	olej	نفت	N;GEN;MASC;SG	N;SG
oleju	اویل	olej	اویل	N;GEN;MASC;SG	N;SG
oleju	روغن	olej	روغن	N;GEN;MASC;SG	N;SG
przeciwnik	حریفی	przeciwnik	حریف	N;NOM;MASC;SG	N;SG
przeciwnik	رقیب	przeciwnik	رقیب	N;NOM;MASC;SG	N;SG
przeciwnik	حریف	przeciwnik	حریف	N;NOM;MASC;SG	N;SG
mocne	قوی	mocny	قوی	ADJ;NOM;NEUT;SG	ADJ
mocne	نیرومند	mocny	نیرومند	ADJ;NOM;NEUT;SG	ADJ
mocne	پرقدرت	mocny	پرقدرت	ADJ;NOM;NEUT;SG	ADJ
ceramiki	سفالی	ceramika	سفالی	N;ACC;FEM;SG	N;SG
ceramiki	سفال	ceramika	سفال	N;ACC;FEM;SG	N;SG
ceramiki	سرامیک	ceramika	سرامیک	N;ACC;FEM;SG	N;SG
zabieg	جراحی	zabieg	جراحی	N;NOM;MASC;SG	N;SG
identyfikacji	شناسایی	identyfikacja	شناسایی	N;GEN;FEM;SG	N;SG
weteranów	ایثارگران	weteran	None	N;ACC;MASC;PL	N;PL
gospodarz	میزبان	gospodarz	میزبان	N;NOM;MASC;SG	N;SG
noty	یادداشتها	not	یادداشت	N;NOM;MASC;PL	N;PL
noty	یادداشتهای	not	یادداشت	N;NOM;MASC;PL	N;PL
dub	dub	dub	dub		
belle	بل	bell	بل		
obliczeń	محاسبات	obliczenie	محاسبه	N;GEN;NEUT;PL	N;PL
obliczeń	محاسبات	obliczenie	محاسبه	N;GEN;NEUT;PL	N;PL
sprawiedliwość	عدالت	sprawiedliwość	None	N;NOM;FEM;SG	N;SG
sprawiedliwość	عدل	sprawiedliwość	None	N;NOM;FEM;SG	N;SG
ach	ach	ach	ach		
krąg	چرخه	krąg	چرخه	N;NOM;MASC;SG	N;SG
krąg	دایره	krąg	دایره	N;NOM;MASC;SG	N;SG
szansa	شانس	szansa	شانس	N;NOM;FEM;SG	N;SG
szansa	فرصت	szansa	فرصت	N;NOM;FEM;SG	N;SG
normalnie	معمولا	normalnie	معمولاً	ADV	ADV
normalnie	معمولاً	normalnie	معمولاً	ADV	ADV
wykonawca	کننده	wykonawca	کرد#کن	N;NOM;MASC;SG	N;SG
wykonawca	هنرمند	wykonawca	هنرمند	N;NOM;MASC;SG	N;SG
wykonawca	artist	wykonawca	None	N;NOM;MASC;SG	N;SG
wykonawca	هنرمندی	wykonawca	هنرمند	N;NOM;MASC;SG	N;SG
wykonawca	پیمانکاری	wykonawca	پیمانکاری	N;NOM;MASC;SG	N;SG
wykonawca	پیمانکار	wykonawca	پیمانکار	N;NOM;MASC;SG	N;SG
nevada	نوادا	nevadać	نوادا	N;NOM;MASC;SG	N;SG
nadawanie	پخش	nadawać	پخش	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
nadawanie	مخابره	nadawać	None	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
włączenie	شمول	włączyć	شمول	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
przejazd	سوار	przejazd	سوار	N;NOM;MASC;SG	N;SG
przejazd	سواری	przejazd	سواری	N;NOM;MASC;SG	N;SG
tkanek	بافتها	tkanek	بافت	N;GEN;FEM;PL	N;PL
robotnik	کارگری	robotnik	کارگر	N;NOM;MASC;SG	N;SG
robotnik	کارگر	robotnik	کارگر	N;NOM;MASC;SG	N;SG
robotnik	ورکمن	robotnik	ورکمن	N;NOM;MASC;SG	N;SG
robotnik	کارگری	robotnik	کارگر	N;NOM;MASC;SG	N;SG
robotnik	کارگر	robotnik	کارگر	N;NOM;MASC;SG	N;SG
budownictwo	ساخت	budownictwo	ساخت	N;NOM;NEUT;SG	N;SG
budownictwo	سازندگی	budownictwo	سازندگی	N;NOM;NEUT;SG	N;SG
budownictwo	ساختمان	budownictwo	ساختمان	N;NOM;NEUT;SG	N;SG
formatu	قالب	format	قالب	N;GEN;MASC;SG	N;SG
formatu	قالبی	format	قالبی	N;GEN;MASC;SG	N;SG
mechanika	مکانیک	mechanika	مکانیک	N;ACC;MASC;SG	N;SG
mechanika	مکانیک	mechanika	مکانیک	N;ACC;MASC;SG	N;SG
hokeja	هاکی	hokej	هاکی	N;ACC;MASC;SG	N;SG
reforma	اصلاح	reforma	اصلاح	N;NOM;FEM;SG	N;SG
przywrócenia	بازگردانی	przywrócić	بازگردانی	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;SG
przywrócenia	مرمت	przywrócić	مرمت	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;SG
przywrócenia	ترمیم	przywrócić	ترمیم	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;SG
malcolm	مالکوم	malcol	مالکوم	N;NOM;MASC;SG	N;SG
piękne	زیبا	piękny	زیبا	ADJ;NOM;NEUT;SG	ADJ
piękne	قشنگ	piękny	None	ADJ;NOM;NEUT;SG	ADJ
baba	b	baba	b	N;NOM;FEM;SG	N;SG
konsensus	اجماع	konsensus	اجماع	N;NOM;MASC;SG	N;SG
komunizmu	کمونیسم	komunizm	None	N;GEN;MASC;SG	N;SG
organizowanie	سازماندهی	organizować	سازماندهی	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
świadectwo	گواهینامه	świadectwo	گواهینامه	N;NOM;NEUT;SG	N;SG
świadectwo	گواهی	świadectwo	گواهی	N;NOM;NEUT;SG	N;SG
tomek	توماس	tomek	None	N;NOM;MASC;SG	N;SG
tomek	تامس	tomek	تامس	N;NOM;MASC;SG	N;SG
tomek	توما	tomek	توما	N;NOM;MASC;SG	N;SG
tomek	تام	tomek	تام	N;NOM;MASC;SG	N;SG
tomek	tom	tomek	tom	N;NOM;MASC;SG	N;SG
tajemnice	رازها	tajemnica	راز	N;NOM;FEM;PL	N;PL
tajemnice	اسرار	tajemnica	سر	N;NOM;FEM;PL	N;PL
tajemnice	رازها	tajemnica	راز	N;NOM;FEM;PL	N;PL
tajemnice	اسرار	tajemnica	سر	N;NOM;FEM;PL	N;PL
