رده	klasy	رده	klasa	N;SG	N;GEN;FEM;SG
ژرژ	georges	ژرژ	georges	N;SG	N;NOM;MASC;SG
اردوگاه	obozu	اردوگاه	obóz	N;SG	N;GEN;MASC;SG
اردوگاه	obóz	اردوگاه	obóz	N;SG	N;NOM;MASC;SG
موبایل	komórka	None	komórka	N;SG	N;NOM;FEM;SG
امان	sejf	امان	sejf	N;SG	N;NOM;MASC;SG
دوشنبه	poniedziałek	دوشنبه	poniedziałek	N;SG	N;NOM;MASC;SG
متوالی	serial	متوالی	serial	N;SG	N;NOM;MASC;SG
گالری	galerii	گالری	galeria	N;SG	N;GEN;FEM;SG
مسلم	muzułmańskich	مسلم	muzułmański	ADJ	ADJ;GEN;MASC;PL
داماد	oblubieńca	None	oblubieniec	N;SG	N;GEN;MASC;SG
معده	żołądek	معده	żołądek	N;SG	N;NOM;MASC;SG
معده	brzuch	معده	brzuch	N;SG	N;NOM;MASC;SG
معده	żołądka	معده	żołądek	N;SG	N;GEN;MASC;SG
زنجیره	łańcuch	زنجیره	łańcuch	N;SG	N;NOM;MASC;SG
زنجیره	łańcucha	زنجیره	łańcuch	N;SG	N;GEN;MASC;SG
زنجیره	łańcuszek	زنجیره	łańcuszek	N;SG	N;ACC;MASC;SG
روحی	duchu	روح	duch	N;SG	N;ACC;MASC;SG
روحی	duch	روح	duch	N;SG	N;NOM;MASC;SG
دقیقا	dokładnie	None	dokładnie	ADV	ADV
اخیراً	niedawno	اخیراً	niedawno	ADV	ADV
اخیراً	ostatnio	اخیراً	ostatnio	ADV	ADV
خوشنویسی	kaligrafia	خوشنویسی	kaligrafia	N;SG	N;NOM;FEM;SG
تالیف	kompilacji	تالیف	kompilacja	N;SG	N;GEN;FEM;SG
جنایت	przestępstwo	جنایت	przestępstwo	N;SG	N;NOM;NEUT;SG
جنایت	przestępczość	جنایت	przestępczość	N;SG	N;NOM;FEM;SG
جنایت	przestępstwa	جنایت	przestępstwo	N;SG	N;NOM;NEUT;SG
جنایت	zbrodnie	جنایت	zbrodnie	N;SG	N;NOM;FEM;SG
جنایت	zbrodnia	جنایت	zbrodnia	N;SG	N;NOM;FEM;SG
تشدید	rezonans	تشدید	rezonać	N;SG	N;NOM;MASC;SG
تشدید	rezonansu	تشدید	rezonans	N;SG	N;GEN;MASC;SG
تلسکوپ	teleskop	تلسکوپ	teleskop	N;SG	N;NOM;MASC;SG
گران	droga	گران	droga	N;SG	N;NOM;FEM;SG
فرمانروایان	linijki	فرمانروا	linijka	N;PL	N;ACC;FEM;PL
هیپ	biodro	هیپ	biodro	N;SG	N;NOM;NEUT;SG
التهاب	zapalenie	التهاب	zapalenie	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
جنسیت	płeć	جنسیت	płeć	N;SG	N;NOM;FEM;SG
جنسیت	płeć	جنسیت	płeć	N;SG	N;NOM;FEM;SG
جنسیت	seksu	جنسیت	seks	N;SG	N;GEN;MASC;SG
جنسیت	seks	جنسیت	seks	N;SG	N;NOM;MASC;SG
کارمند	pracownik	کارمند	pracownik	N;SG	N;NOM;MASC;SG
کارمند	pracownika	کارمند	pracownik	N;SG	N;ACC;MASC;SG
کارمند	urzędnik	کارمند	urzędnik	N;SG	N;NOM;MASC;SG
مدیا	medea	مدیا	meden	N;SG	N;NOM;FEM;SG
طناب	lina	None	lina	N;SG	N;NOM;FEM;SG
طناب	sznur	None	sznur	N;SG	N;NOM;MASC;SG
شانس	szansę	شانس	szansa	N;SG	N;ACC;FEM;SG
شانس	szansa	شانس	szansa	N;SG	N;NOM;FEM;SG
شانس	szczęście	شانس	szczęście	N;SG	N;NOM;NEUT;SG
شانس	szczęścia	شانس	szczęście	N;SG	N;GEN;NEUT;SG
زغال	węgiel	زغال	węgiel	N;SG	N;NOM;MASC;SG
زغال	węgiel	زغال	węgiel	N;SG	N;NOM;MASC;SG
فرانکلین	franklina	فرانکلین	franklina	N;SG	N;NOM;MASC;SG
نثر	proza	نثر	proza	N;SG	N;NOM;FEM;SG
کارگری	robotnik	کارگر	robotnik	N;SG	N;NOM;MASC;SG
کارگری	robotnik	کارگر	robotnik	N;SG	N;NOM;MASC;SG
کارگری	pracownik	کارگر	pracownik	N;SG	N;NOM;MASC;SG
کارگری	pracownika	کارگر	pracownik	N;SG	N;ACC;MASC;SG
همشهری	obywatela	None	obywatela	N;SG	N;ACC;MASC;SG
همشهری	obywatel	None	obywatel	N;SG	N;NOM;MASC;SG
سومالی	somalii	سومالی	somalia	N;SG	N;GEN;FEM;SG
سومالی	somalii	سومالی	somalia	N;SG	N;GEN;FEM;SG
عزل	oddalenie	عزل	oddalić	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
کریسمس	gwiazdka	کریسمس	gwiazdka	N;SG	N;NOM;FEM;SG
صدام	saddam	صدام	saddać	N;SG	N;NOM;MASC;SG
زین	siodło	None	sieść	N;SG	N;NOM;NEUT;SG
استعداد	talentu	استعداد	talent	N;SG	N;GEN;MASC;SG
استعداد	talent	استعداد	talent	N;SG	N;NOM;MASC;SG
استعداد	talent	استعداد	talent	N;SG	N;NOM;MASC;SG
شکارچی	łowca	شکارچی	łowiec	N;SG	N;NOM;MASC;SG
شکارچی	myśliwy	شکارچی	myśliwy	N;SG	N;NOM;MASC;SG
مولکول	cząsteczka	مولکول	cząsteczko	N;SG	N;NOM;FEM;SG
ساکنین	rezydentów	ساکنین	rezydent	N;PL	N;ACC;MASC;PL
ساکنین	mieszkańców	ساکنین	mieszkaniec	N;PL	N;ACC;MASC;PL
ساکنین	mieszkańcy	ساکنین	mieszkaniec	N;PL	N;NOM;MASC;PL
موضع	położenie	موضع	położenie	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
موضع	stanowisko	موضع	stanowisko	N;SG	N;NOM;NEUT;SG
موضع	pozycja	موضع	pozycja	N;SG	N;NOM;FEM;SG
ناگهان	nagle	ناگهان	nagle	ADV	ADV
اسیدهای	kwasy	اسید	kwas	N;PL	N;NOM;MASC;PL
اسیدهای	kwasów	اسید	kwas	N;PL	N;GEN;MASC;PL
آبشارهای	wodospady	آبشار	wodospad	N;PL	N;NOM;MASC;PL
بامداد	świt	بامداد	świt	N;SG	N;NOM;MASC;SG
بامداد	świtem	بامداد	świt	N;SG	N;INS;MASC;SG
بامداد	poranek	بامداد	poranek	N;SG	N;ACC;MASC;SG
ونکوور	vancouver	ونکوور	vancouver	N;SG	N;NOM;MASC;SG
سحابی	mgławicy	سحابی	mgławica	N;SG	N;GEN;FEM;SG
سحابی	mgławica	سحابی	mgławica	N;SG	N;NOM;FEM;SG
دلخواه	ochota	دلخواه	ochota	N;SG	N;NOM;FEM;SG
نشسته	siedział	نشست#نشین	siedzieć	V;SG;3;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
نشسته	usiadł	نشست#نشین	usiąść	V;SG;3;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
نشسته	siedzi	نشست#نشین	siedzieć	V;SG;3;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
ایستاده	stoi	None	stać	V;SG;3;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
ایستاده	stojąc	None	stać	V;SG;3;V.PTCP	V;IPFV;PRS;V.CVB;ACT
همکار	koleżanka	همکار	koleżanka	N;SG	N;NOM;FEM;SG
همکار	kolega	همکار	kolega	N;SG	N;NOM;MASC;SG
همکار	partner	همکار	partner	N;SG	N;NOM;MASC;SG
همکار	partnerka	همکار	partnerka	N;SG	N;NOM;FEM;SG
همکار	partnerem	همکار	partner	N;SG	N;INS;MASC;SG
همکار	partnera	همکار	partner	N;SG	N;ACC;MASC;SG
همکار	wspólnik	همکار	wspólnik	N;SG	N;NOM;MASC;SG
پرش	skok	None	skok	N;SG	N;NOM;MASC;SG
پکن	pekinie	پکن	pekin	N;SG	N;DAT;MASC;SG
پکن	pekinie	پکن	pekin	N;SG	N;DAT;MASC;SG
چکسلواکی	czechosłowacji	چکسلواکی	czechosłowacja	N;SG	N;GEN;FEM;SG
زرشک	berberys	زرشک	berberys	N;SG	N;NOM;MASC;SG
سیال	ciecz	سیال	ciecz	N;SG	N;NOM;FEM;SG
سیال	płyn	سیال	płyn	N;SG	N;NOM;MASC;SG
نظرسنجی	ankieta	None	ankieta	N;SG	N;NOM;FEM;SG
نظرسنجی	ankiety	None	ankieta	N;SG	N;ACC;MASC;SG
نظرسنجی	ankietę	None	ankieta	N;SG	N;ACC;FEM;SG
نظرسنجی	ankieta	None	ankieta	N;SG	N;NOM;FEM;SG
نظرسنجی	ankiety	None	ankieta	N;SG	N;ACC;MASC;SG
نظرسنجی	ankietę	None	ankieta	N;SG	N;ACC;FEM;SG
ثبات	stabilizacja	ثبات	stabilizacja	N;SG	N;NOM;FEM;SG
ثبات	stabilności	ثبات	stabilność	N;SG	N;GEN;FEM;SG
ثبات	trwałość	ثبات	trwałość	N;SG	N;ACC;FEM;SG
ثبات	stabilność	ثبات	stabilność	N;SG	N;NOM;FEM;SG
ثبات	rejestru	ثبات	rejester	N;SG	N;GEN;MASC;SG
ثبات	rejestr	ثبات	rejestr	N;SG	N;NOM;MASC;SG
نظریات	teorie	نظریه	teoria	N;PL	N;NOM;FEM;PL
احیا	resuscytacji	احیا	resuscytacja	N;SG	N;GEN;FEM;SG
لانگ	płuco	لانگ	płuco	N;SG	N;NOM;NEUT;SG
اژدها	smoka	اژد	smoka	N;SG	N;ACC;MASC;SG
اژدها	smok	اژد	smok	N;SG	N;NOM;MASC;SG
کریستال	kryształ	کریستال	krysztać	N;SG	N;NOM;MASC;SG
کریستال	kryształu	کریستال	kryształ	N;SG	N;GEN;MASC;SG
یاران	rezydentów	یار	rezydent	N;PL	N;ACC;MASC;PL
یاران	mieszkańców	یار	mieszkaniec	N;PL	N;ACC;MASC;PL
یاران	mieszkańcy	یار	mieszkaniec	N;PL	N;NOM;MASC;PL
یاران	towarzysze	یار	towarzysz	N;PL	N;NOM;MASC;PL
رنسانس	renesansu	رنسانس	renesans	N;SG	N;GEN;MASC;SG
پتاسیم	potasu	None	potas	N;SG	N;NOM;MASC;SG
محرک	bodziec	محرک	bodziec	N;SG	N;NOM;MASC;SG
جبر	algebra	جبر	algebra	N;SG	N;NOM;FEM;SG
پودر	proszek	پودر	proszek	N;SG	N;NOM;MASC;SG
پودر	proch	پودر	proch	N;SG	N;NOM;MASC;SG
بحرانی	kryzys	بحرانی	kryzys	N;SG	N;NOM;MASC;SG
بحرانی	kryzysu	بحرانی	kryzys	N;SG	N;GEN;MASC;SG
سنا	senatu	سنا	senat	N;SG	N;GEN;MASC;SG
خوراک	żywności	خوراک	żywność	N;SG	N;GEN;FEM;SG
خوراک	pokarm	خوراک	pokarm	N;SG	N;NOM;MASC;SG
خوراک	żywność	خوراک	żywność	N;SG	N;NOM;FEM;SG
خوراک	jedzenie	خوراک	jedzenie	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
خوراک	danie	خوراک	danie	N;SG	N;NOM;NEUT;SG
نگران	zaniepokojony	نگران	zaniepokoić	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
نگران	zaniepokojony	نگران	zaniepokoić	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
جامائیکا	jamajka	جامائیکا	jamajka	N;SG	N;NOM;FEM;SG
بانو	pani	بانو	pani	N;SG	N;NOM;FEM;SG
بانو	pani	بانو	pani	N;SG	N;NOM;FEM;SG
بانو	panna	بانو	panna	N;SG	N;NOM;FEM;SG
فیزیکدان	fizyk	فیزیکا	fizyk	N;SG	N;NOM;MASC;SG
چهارشنبه	środę	چهارشنبه	środa	N;SG	N;ACC;FEM;SG
سنجاب	wiewiórka	سنجاب	wiewiórka	N;SG	N;NOM;FEM;SG
نمایان	widoczna	نمایان	widoczny	ADJ	ADJ;NOM;FEM;SG
نمایان	widoczny	نمایان	widoczny	ADJ	ADJ;NOM;MASC;SG
نمایان	widoczne	نمایان	widoczny	ADJ	ADJ;NOM;NEUT;SG
کشیش	ksiądz	کشیش	ksiądz	N;SG	N;NOM;MASC;SG
کشیش	księdza	کشیش	ksiądz	N;SG	N;ACC;MASC;SG
کشیش	kapłan	کشیش	kapłan	N;SG	N;NOM;MASC;SG
آرایش	makijażu	None	makijaż	N;SG	N;GEN;MASC;SG
آرایش	makijaż	None	makijaż	N;SG	N;NOM;MASC;SG
پانک	śmieć	پانک	śmieć	N;SG	N;NOM;MASC;SG
لودویگ	ludwik	لودویگ	ludwik	N;SG	N;NOM;MASC;SG
لودویگ	ludwig	لودویگ	ludwig	N;SG	N;NOM;MASC;SG
برآورده	spełniające	None	spełniać	ADJ;SG;3;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
تعطیلات	wakacji	تعطیل	wakacje	N;PL	N;GEN;NEUT;PL
مخفف	skrót	مخفف	skrót	N;SG	N;NOM;MASC;SG
سلامتی	zdrówko	سلامتی	zdrówko	N;SG	N;NOM;NEUT;SG
سلامتی	zdrowie	سلامتی	zdrowie	N;SG	N;NOM;NEUT;SG
سلامتی	zdrowia	سلامتی	zdrowie	N;SG	N;GEN;NEUT;SG
تصویربرداری	obrazowania	تصویربرداری	obrazowanie	N;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
مالت	słodu	مالت	słodo	N;SG	N;GEN;MASC;SG
مالت	malta	مالت	malta	N;SG	N;NOM;FEM;SG
طالبان	talibów	طالبان	talib	N;PL	N;GEN;MASC;PL
خیانت	zdradę	None	zdrada	N;SG	N;ACC;FEM;SG
خیانت	zdrady	None	zdrada	N;SG	N;GEN;FEM;SG
خیانت	zdrada	None	zdradać	N;SG	N;NOM;FEM;SG
خیانت	zdrady	None	zdrada	N;SG	N;GEN;FEM;SG
خیانت	zdrada	None	zdradać	N;SG	N;NOM;FEM;SG
لبه	krawędź	لبه	krawędź	N;SG	N;NOM;FEM;SG
لبه	krawędzi	لبه	krawądzić	N;SG	N;GEN;MASC;SG
لبه	granicy	لبه	granica	N;SG	N;GEN;FEM;SG
لبه	granica	لبه	granica	N;SG	N;NOM;FEM;SG
لبه	granicę	لبه	granica	N;SG	N;ACC;FEM;SG
کوسه	rekina	کوسه	rekina	N;SG	N;ACC;MASC;SG
کوسه	rekin	کوسه	rekin	N;SG	N;NOM;MASC;SG
اقلیت	mniejszość	اقلیت	mniejszość	N;SG	N;NOM;FEM;SG
اقلیت	mniejszości	اقلیت	mniejszość	N;SG	N;GEN;FEM;SG
تلخ	gorzka	تلخ	gorzka	ADJ	ADJ;NOM;FEM;SG
تلخ	gorzkie	تلخ	gorzki	ADJ	ADJ;NOM;NEUT;SG
سیل	powódź	سیل	powódź	N;SG	N;NOM;FEM;SG
آموخت	nauczył	آموخت	nauczyć	V;SG;3;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
آموخت	uczył	آموخت	uczyć	V;SG;3;PST	V;IPFV;MASC;IND;SG;PST;FIN;ACT
بان	zakazu	بان	zakaz	N;SG	N;GEN;MASC;SG
بان	zakaz	بان	zakaz	N;SG	N;NOM;MASC;SG
آزمایشگاهی	laboratorium	آزمایشگاهی	laboratorium	N;SG	N;NOM;NEUT;SG
نگاری	dziennikarstwo	نگاری	dziennikarstwo	N;SG	N;NOM;NEUT;SG
استکهلم	sztokholmu	استکهلم	sztokholm	N;SG	N;GEN;MASC;SG
استکهلم	sztokholmie	استکهلم	sztokholm	N;SG	N;ACC;MASC;SG
فریاد	krzyk	فریاد	krzyk	N;SG	N;NOM;MASC;SG
جلوه	efekt	جلوه	efekt	N;SG	N;NOM;MASC;SG
جلوه	skutek	جلوه	skutek	N;SG	N;NOM;MASC;SG
سکس	płeć	سکس	płeć	N;SG	N;NOM;FEM;SG
سکس	seksu	سکس	seks	N;SG	N;GEN;MASC;SG
سکس	seks	سکس	seks	N;SG	N;NOM;MASC;SG
ولف	wilka	ولف	wilka	N;SG	N;ACC;MASC;SG
ولف	wilk	ولف	wilk	N;SG	N;NOM;MASC;SG
شفافیت	przejrzystość	شفافیت	przejrzystość	N;SG	N;NOM;FEM;SG
شفافیت	przejrzystości	شفافیت	przejrzystość	N;SG	N;GEN;FEM;SG
انار	granatu	None	granat	N;SG	N;GEN;MASC;SG
گابریل	gabriel	گابریل	gabriel	N;SG	N;NOM;MASC;SG
گابریل	gabriela	گابریل	gabriel	N;SG	N;NOM;FEM;SG
گابریل	gabriela	گابریل	gabriel	N;SG	N;NOM;FEM;SG
گابریل	gabrielle	گابریل	gabrielle	N;SG	N;NOM;FEM;SG
کلر	klara	کلر	klara	N;SG	N;NOM;FEM;SG
مذاهب	religie	مذاهب	religia	N;PL	N;NOM;FEM;PL
رسوم	etykiety	رسم	etykiet	N;PL	N;ACC;MASC;PL
رسوم	tradycje	رسم	tradycja	N;PL	N;NOM;FEM;PL
هردو	oboje	هردو	obój		
هردو	oba	هردو	oba		
بز	kozioł	بز	kozioł	N;SG	N;NOM;MASC;SG
بز	koza	بز	koza	N;SG	N;NOM;FEM;SG
عایق	izolacji	عایق	izolacja	N;SG	N;GEN;FEM;SG
عایق	izolacja	عایق	izolacja	N;SG	N;NOM;FEM;SG
عایق	izolator	عایق	izolator	N;SG	N;NOM;MASC;SG
مشاوره	poradni	مشاوره	poradnia	N;SG	N;GEN;FEM;SG
مشاوره	doradztwo	مشاوره	doradztwo	N;SG	N;NOM;NEUT;SG
مشاوره	konsultacji	مشاوره	konsultacja	N;SG	N;GEN;FEM;SG
مشاوره	konsultacji	مشاوره	konsultacja	N;SG	N;GEN;FEM;SG
مشاوره	konsultacja	مشاوره	konsultacja	N;SG	N;NOM;FEM;SG
مشاوره	doradztwo	مشاوره	doradztwo	N;SG	N;NOM;NEUT;SG
مشاوره	konsultacja	مشاوره	konsultacja	N;SG	N;NOM;FEM;SG
منحنی	krzywa	منحنی	krzywać	N;SG	N;NOM;FEM;SG
منحنی	krzywą	منحنی	krzywać	N;SG	N;INS;FEM;SG
اولویت	priorytet	اولویت	priorytet	N;SG	N;NOM;MASC;SG
اولویت	pierwszeństwo	اولویت	pierwszeństwo	N;SG	N;NOM;NEUT;SG
اولویت	pierwszeństwo	اولویت	pierwszeństwo	N;SG	N;NOM;NEUT;SG
کفش	obuwie	None	obuwa	N;SG	N;NOM;NEUT;SG
کفش	buta	None	but	N;SG	N;GEN;MASC;SG
زاکسن	saksonia	زاکسن	saksonia	N;SG	N;NOM;FEM;SG
قارچ	grzyb	قارچ	grzyb	N;SG	N;NOM;MASC;SG
قارچ	grzyb	قارچ	grzyb	N;SG	N;NOM;MASC;SG
زنانه	kobieca	None	kobieca	N;SG	N;NOM;FEM;SG
متفقین	sojuszników	متفقین	sojusznik	N;PL	N;ACC;MASC;PL
متفقین	sojusznikami	متفقین	sojusznik	N;PL	N;INS;MASC;PL
ضخامت	grubość	ضخامت	grubość	N;SG	N;NOM;FEM;SG
ضخامت	grubości	ضخامت	grubość	N;SG	N;GEN;FEM;SG
پشته	stos	پشته	stos	N;SG	N;NOM;MASC;SG
زخم	bliznę	زخم	blizna	N;SG	N;ACC;FEM;SG
زخم	blizna	زخم	blizna	N;SG	N;NOM;FEM;SG
زخم	uraz	زخم	uraz	N;SG	N;NOM;MASC;SG
زخم	uszkodzenie	زخم	uszkodzić	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
زخم	rany	زخم	rana	N;SG	N;ACC;FEM;SG
بمبئی	bombaju	بمبئی	bombaj	N;SG	N;GEN;MASC;SG
بمبئی	bombaju	بمبئی	bombaj	N;SG	N;GEN;MASC;SG
اسارت	niewoli	None	niewola	N;SG	N;GEN;FEM;SG
اسارت	niewoli	None	niewola	N;SG	N;GEN;FEM;SG
صومعه	klasztoru	صومعه	klasztor	N;SG	N;GEN;MASC;SG
صومعه	klasztor	صومعه	klasztor	N;SG	N;NOM;MASC;SG
صومعه	klasztorze	صومعه	klasztor	N;SG	N;DAT;MASC;SG
اقتباس	dostosowanie	اقتباس	dostosowanie	N;SG	N;NOM;NEUT;SG
اقتباس	dostosowania	اقتباس	dostosowanie	N;SG	N;GEN;NEUT;SG
اقتباس	przystosowanie	اقتباس	przystosowanie	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
پالایشگاه	rafinerii	پالایشگاه	rafineria	N;SG	N;GEN;FEM;SG
کمیاب	rzadkość	کمیاب	rzadkość	N;SG	N;NOM;FEM;SG
بلور	kryształ	None	krysztać	N;SG	N;NOM;MASC;SG
بلور	kryształu	None	kryształ	N;SG	N;GEN;MASC;SG
نهنگ	wieloryb	نهنگ	wieloryb	N;SG	N;NOM;MASC;SG
نهنگ	wieloryba	نهنگ	wieloryb	N;SG	N;ACC;MASC;SG
روزها	dni	روز	dzień	N;PL	N;ACC;MASC;PL
ضرورت	konieczność	ضرورت	konieczność	N;SG	N;NOM;FEM;SG
ضرورت	konieczności	ضرورت	konieczność	N;SG	N;GEN;FEM;SG
بلوغ	dojrzałości	بلوغ	dojrzałość	N;SG	N;GEN;FEM;SG
بلوغ	dojrzałość	بلوغ	dojrzałość	N;SG	N;NOM;FEM;SG
بلوغ	dorosłość	بلوغ	dorosłość	N;SG	N;NOM;FEM;SG
بلوغ	dojrzewania	بلوغ	dojrzewanie	N;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
بلوغ	dojrzewanie	بلوغ	dojrzewać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
انگیزه	motyw	انگیزه	motyw	N;SG	N;NOM;MASC;SG
انگیزه	motywacji	انگیزه	motywacja	N;SG	N;GEN;FEM;SG
انگیزه	motywacja	انگیزه	motywacja	N;SG	N;NOM;FEM;SG
یورش	atak	یورش	atak	N;SG	N;NOM;MASC;SG
یورش	napaść	یورش	napaść	N;SG	N;ACC;FEM;SG
یورش	napad	یورش	napad	N;SG	N;NOM;MASC;SG
کان	kan	None	kan		
آرسنال	arsenał	آرسنال	arsenał	N;SG	N;NOM;MASC;SG
انداخت	rzucił	None	rzucić	V;SG;3;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
منحل	rozwiązany	None	rozwiązać	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
سخنگوی	rzecznik	سخنگو	rzecznik	N;SG	N;NOM;MASC;SG
سخنگوی	rzecznik	سخنگو	rzecznik	N;SG	N;NOM;MASC;SG
سخنگوی	głośnik	سخنگو	głośnik	N;SG	N;NOM;MASC;SG
سخنگوی	mówca	سخنگو	mówca	N;SG	N;NOM;MASC;SG
یادآوری	przypomnienie	یادآوری	przypomnienie	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
یادآوری	przypomnienia	یادآوری	przypomnienie	N;SG	N;GEN;NEUT;SG
یادآوری	przypomnienia	یادآوری	przypomnienie	N;SG	N;GEN;NEUT;SG
ژنو	genewie	ژنو	genew	N;SG	N;NOM;MASC;SG
یوتیوب	youtube	یوتیوب	youtub	N;SG	N;ACC;MASC;SG
دزدان	złodzieje	دزد	złodziej	N;PL	N;NOM;MASC;PL
دزدان	bandyci	دزد	bandyta	N;PL	N;NOM;MASC;PL
دینامو	dynamo	None	dynamo	N;SG	N;NOM;NEUT;SG
دینامو	dinamo	None	dinamo	N;SG	N;NOM;NEUT;SG
ژوزف	józefie	ژوزف	józefia	N;SG	N;VOC;MASC;SG
عضلات	mięśnie	عضله	mięsień	N;PL	N;NOM;MASC;PL
عضلات	mięśni	عضله	mięsień	N;PL	N;GEN;MASC;PL
عضلات	mięśnie	عضله	mięsień	N;PL	N;NOM;MASC;PL
عضلات	mięśni	عضله	mięsień	N;PL	N;GEN;MASC;PL
استخر	basenu	استخر	basen	N;SG	N;GEN;MASC;SG
استخر	pula	استخر	pula	N;SG	N;NOM;FEM;SG
استخر	basen	استخر	basen	N;SG	N;NOM;MASC;SG
سیسیل	sycylii	سیسیل	sycylia	N;SG	N;GEN;FEM;SG
شکستن	łamanie	شکستن	łamanie	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
یکای	jednostka	یکا	jednostka	N;SG	N;NOM;FEM;SG
تحقق	realizacja	تحقق	realizacja	N;SG	N;NOM;FEM;SG
تحقق	realizacji	تحقق	realizacja	N;SG	N;GEN;FEM;SG
تحقق	wykonanie	تحقق	wykonać	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
سنتر	środek	سنتر	środek	N;SG	N;NOM;MASC;SG
سنتر	centrum	سنتر	centrum	N;SG	N;ACC;NEUT;SG
سنتر	ośrodek	سنتر	ośrodek	N;SG	N;NOM;MASC;SG
سنتر	centrum	سنتر	centrum	N;SG	N;ACC;NEUT;SG
سنتر	ośrodek	سنتر	ośrodek	N;SG	N;NOM;MASC;SG
لاک	locke	None	locka	N;SG	N;NOM;MASC;SG
هواشناسی	meteorologii	هواشناسی	meteorologia	N;SG	N;GEN;FEM;SG
مورگان	morgana	موره	morgany	N;SG	N;NOM;FEM;SG
هواپیماها	samolotów	هواپیما	samolot	N;PL	N;GEN;MASC;PL
هواپیماها	płaszczyzny	هواپیما	płaszczyzna	N;PL	N;ACC;FEM;PL
هواپیماها	samoloty	هواپیما	samolot	N;PL	N;NOM;MASC;PL
شاتل	wahadłowiec	شاتل	wahadłowiec	N;SG	N;NOM;MASC;SG
خوانندگی	śpiewanie	خوانندگی	śpiewać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
خوانندگی	śpiew	خوانندگی	śpiew	N;SG	N;NOM;MASC;SG
مبدأ	pochodzenia	None	pochodzić	N;SG	N;GEN;NEUT;SG
مبدأ	pochodzenie	None	pochodzenie	N;SG	N;NOM;NEUT;SG
مبدأ	źródło	None	źródło	N;SG	N;NOM;NEUT;SG
غلظت	stężenia	None	stężyć	N;SG	N;NOM;NEUT;SG
غلظت	stężenie	None	stężyć	N;SG	N;NOM;NEUT;SG
غلظت	stężenia	None	stężyć	N;SG	N;NOM;NEUT;SG
غلظت	koncentracja	None	koncentracja	N;SG	N;NOM;FEM;SG
غلظت	stężenie	None	stężyć	N;SG	N;NOM;NEUT;SG
غلظت	nasycenie	None	nasycenie	N;SG	N;NOM;NEUT;SG
ژیمناست	gimnastyk	ژیمناست	gimnastyk	N;SG	N;NOM;MASC;SG
تنفس	oddech	تنفس	oddech	N;SG	N;NOM;MASC;SG
تنفس	wdech	تنفس	wdech	N;SG	N;NOM;MASC;SG
تنفس	oddychanie	تنفس	oddychać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
تنفس	oddech	تنفس	oddech	N;SG	N;NOM;MASC;SG
تنفس	oddychanie	تنفس	oddychać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
تنفس	oddech	تنفس	oddech	N;SG	N;NOM;MASC;SG
الهیات	teologii	None	teologia	N;SG	N;GEN;FEM;SG
گوشی	telefon	گوش	telefon	N;SG	N;NOM;MASC;SG
سحر	magii	سحر	magaia	N;SG	N;GEN;FEM;SG
سحر	magia	سحر	magia	N;SG	N;NOM;FEM;SG
معتبری	ważność	معتبر	ważność	N;SG	N;ACC;FEM;SG
بودایی	buddyzm	بودا	buddyzm	N;SG	N;NOM;MASC;SG
تالاب	staw	تالاب	staw	N;SG	N;NOM;MASC;SG
تالاب	stawu	تالاب	staw	N;SG	N;GEN;MASC;SG
تالاب	stawie	تالاب	staw	N;SG	N;ACC;MASC;SG
عکاسان	fotografów	عکاس	fotograf	N;PL	N;ACC;MASC;PL
کمپین	kampanię	کمپین	kampania	N;SG	N;ACC;FEM;SG
کمپین	kampania	کمپین	kampania	N;SG	N;NOM;FEM;SG
کمپین	kampanii	کمپین	kampania	N;SG	N;GEN;FEM;SG
تعویض	przełącznik	None	przełącznik	N;SG	N;ACC;MASC;SG
