catégorie	категория	catégorie	категория	N;FEM;SG	N;INDF;FEM;SG
civils	цивилни	civil	цивилен	ADJ;MASC;PL	ADJ;INDF;PL
civils	цивилни	civil	цивилен	ADJ;MASC;PL	ADJ;INDF;PL
nécessité	необходимост	nécessité	необходимост	N;FEM;SG	N;INDF;FEM;SG
nécessité	нужда	nécessité	нужда	N;FEM;SG	N;INDF;FEM;SG
nécessité	потребност	nécessité	потребност	N;FEM;SG	N;INDF;FEM;SG
nécessité	необходимост	nécessité	необходимост	N;FEM;SG	N;INDF;FEM;SG
têtes	ези	tête	ези	N;FEM;PL	N;INDF;MASC;PL
têtes	главите	tête	глава	N;FEM;PL	N;DEF;FEM;PL
têtes	глави	tête	глава	N;FEM;PL	N;INDF;FEM;PL
immeuble	изграждане	immeuble	изграждане	N;MASC;SG	N;INDF;NEUT;SG
immeuble	сграда	immeuble	сграда	N;MASC;SG	N;INDF;FEM;SG
immeuble	сградата	immeuble	сграда	N;MASC;SG	N;DEF;FEM;SG
métal	metal	métal	metal	N;MASC;SG	N;INDF;MASC;SG
métal	метъл	métal	метъл	N;MASC;SG	N;INDF;MASC;SG
métal	метал	métal	метал	N;MASC;SG	N;INDF;MASC;SG
vocation	призвание	vocation	призвание	N;FEM;SG	N;INDF;NEUT;SG
facteur	пощальона	facteur	пощальон	N;MASC;SG	N;DEF;MASC;SG
facteur	пощальонът	facteur	пощальон	N;MASC;SG	N;DEF;MASC;SG
facteur	пощальона	facteur	пощальон	N;MASC;SG	N;DEF;MASC;SG
facteur	фактор	facteur	фактор	N;MASC;SG	N;INDF;MASC;SG
facteur	коефициент	facteur	коефициент	N;MASC;SG	N;INDF;MASC;SG
matches	мачове	match	мач	N;MASC;PL	N;INDF;MASC;PL
matches	съвпадения	match	съвпадя	N;MASC;PL	N;INDF;NEUT;PL
rangers	рейнджърите	ranger	рейнджър	N;MASC;PL	N;DEF;MASC;PL
rangers	рейнджъри	ranger	рейнджър	N;MASC;PL	N;INDF;MASC;PL
fini	завършен	finir	завърша	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
spatiale	пространствен	spatial	пространствен	ADJ;FEM;SG	ADJ;INDF;MASC;SG
épée	сабя	épée	саб	N;FEM;SG	N;INDF;FEM;SG
épée	мечът	épée	меч	N;FEM;SG	N;DEF;MASC;SG
épée	меч	épée	меч	N;FEM;SG	N;INDF;MASC;SG
salut	ало	salut	ало	N;MASC;SG	N;INDF;MASC;SG
salut	здравейте	salut	здравейте	N;MASC;SG	N;INDF;MASC;SG
banlieue	предградие	banlieue	предградие	N;FEM;SG	N;INDF;NEUT;SG
banlieue	предградията	banlieue	предградие	N;FEM;SG	N;DEF;FEM;SG
banlieue	предградие	banlieue	предградие	N;FEM;SG	N;INDF;NEUT;SG
banlieue	предградията	banlieue	предградие	N;FEM;SG	N;DEF;FEM;SG
protégée	защитена	protéger	защитя	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
protégée	защитено	protéger	защитя	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
toulon	тулон	toulon	тулон	N;MASC;SG	N;INDF;MASC;SG
pic	връх	pic	връх	N;MASC;SG	N;INDF;MASC;SG
pic	пика	pic	пикам	N;MASC;SG	N;INDF;FEM;SG
pic	пик	pic	пик	N;MASC;SG	N;INDF;MASC;SG
voisins	съседите	voisin	съсед	N;MASC;PL	N;DEF;MASC;PL
voisins	съседи	voisin	съсед	N;MASC;PL	N;INDF;MASC;PL
voisins	съседи	voisin	съсед	N;MASC;PL	N;INDF;MASC;PL
inconnue	непозната	inconnu	непознат	ADJ;FEM;SG	ADJ;INDF;FEM;SG
inconnue	неизвестен	inconnu	неизвестен	ADJ;FEM;SG	ADJ;INDF;MASC;SG
inconnue	неизвестна	inconnu	неизвестен	ADJ;FEM;SG	ADJ;INDF;FEM;SG
fantasy	фантазия	fantasy	фантазия	N;MASC;SG	N;INDF;FEM;SG
fantasy	фантазията	fantasy	фантазия	N;MASC;SG	N;DEF;FEM;SG
jouant	играе	jouer	играя	V;PRS;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
jouant	играят	jouer	играя	V;PRS;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN;ACT
servant	служа	servir	служа	V;PRS;V.PTCP	V;IPFV;IND;SG;1;PRS;FIN;ACT
bleue	синя	bleu	син	ADJ;FEM;SG	ADJ;INDF;FEM;SG
progrès	прогрес	progrès	прогрес	N;MASC;SG	N;INDF;MASC;SG
progrès	напредък	progrès	напредък	N;MASC;SG	N;INDF;MASC;SG
soixante	шестдесет	soixante	шестдесет	NUM	NUM;INDF;PL
tonnes	тонове	tonne	тон	N;FEM;PL	N;INDF;MASC;PL
tonnes	тонове	tonne	тон	N;FEM;PL	N;INDF;MASC;PL
poche	джоб	poche	джоб	N;FEM;SG	N;INDF;MASC;SG
poche	джоба	poche	джоб	N;FEM;SG	N;DEF;MASC;SG
poche	торбичка	poche	торбичка	N;FEM;SG	N;INDF;FEM;SG
poche	кесия	poche	кесия	N;FEM;SG	N;INDF;FEM;SG
dieux	боговете	dieu	бог	N;MASC;PL	N;DEF;MASC;PL
dieux	богове	dieu	бог	N;MASC;PL	N;INDF;MASC;PL
producteurs	продуценти	producteur	продуцент	N;MASC;PL	N;INDF;MASC;PL
producteurs	производители	producteur	производител	N;MASC;PL	N;INDF;MASC;PL
copie	копиране	copie	копиране	N;FEM;SG	N;INDF;NEUT;SG
copie	копие	copie	копие	N;FEM;SG	N;INDF;NEUT;SG
copie	копиране	copie	копиране	N;FEM;SG	N;INDF;NEUT;SG
intégré	интегриран	intégrer	интегрирам	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
intégré	интегрирано	intégrer	интегрирам	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
intégré	интегрирана	intégrer	интегрирам	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
chimique	химична	chimique	химичен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
chimique	химически	chimique	химически	ADJ;MASC;SG	ADJ;INDF;MASC;SG
carbone	въглероден	carbone	въглероден	N;MASC;SG	N;INDF;MASC;SG
carbone	въглерод	carbone	въглерод	N;MASC;SG	N;INDF;MASC;SG
modifié	променено	modifier	променя-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
modifié	модифициран	modifier	модифицирам	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
modifié	променен	modifier	променя-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
modifié	модифицирана	modifier	модифицирам	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
modifié	изменено	modifier	изменя	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
modifié	изменен	modifier	изменя	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
modifié	изменена	modifier	изменя	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
mâle	мъж	mâle	мъж	N;MASC;SG	N;INDF;MASC;SG
mâle	мъжкар	mâle	мъжкар	N;MASC;SG	N;INDF;MASC;SG
mâle	мъжка	mâle	мъжка	N;MASC;SG	N;INDF;FEM;SG
ouvrir	отвори	ouvrir	отворя-(се)	V;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
pétrole	нефт	pétrole	нефт	N;MASC;SG	N;INDF;MASC;SG
pétrole	петрол	pétrole	петрол	N;MASC;SG	N;INDF;MASC;SG
pétrole	олио	pétrole	олио	N;MASC;SG	N;INDF;NEUT;SG
pétrole	масло	pétrole	масло	N;MASC;SG	N;INDF;NEUT;SG
pétrole	нефт	pétrole	нефт	N;MASC;SG	N;INDF;MASC;SG
pétrole	петрол	pétrole	петрол	N;MASC;SG	N;INDF;MASC;SG
normal	нормален	normal	нормален	ADJ;MASC;SG	ADJ;INDF;MASC;SG
normal	нормална	normal	нормален	ADJ;MASC;SG	ADJ;INDF;FEM;SG
attaché	прикрепен	attacher	прикрепя	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
attaché	прикрепена	attacher	прикрепя	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
confirme	потвърждава	confirmer	потвърждавам	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
corporation	корпорация	corporation	корпорация	N;FEM;SG	N;INDF;FEM;SG
corporation	корпорейшън	corporation	корпорейшън	N;FEM;SG	N;INDF;MASC;SG
gras	смел	gras	смел	ADJ;MASC;SG	ADJ;INDF;MASC;SG
gras	дебела	gras	дебел	ADJ;MASC;SG	ADJ;INDF;FEM;SG
gras	дебел	gras	дебел	ADJ;MASC;SG	ADJ;INDF;MASC;SG
gras	дебел	gras	дебел	ADJ;MASC;SG	ADJ;INDF;MASC;SG
médiévale	средновековна	médiéval	средновековен	ADJ;FEM;SG	ADJ;INDF;FEM;SG
cible	цел	cible	цел	N;FEM;SG	N;INDF;FEM;SG
cible	целта	cible	цел	N;FEM;SG	N;DEF;FEM;SG
africaine	африканска	africain	африкански	ADJ;FEM;SG	ADJ;INDF;FEM;SG
africaine	африкански	africain	африкански	ADJ;FEM;SG	ADJ;INDF;MASC;SG
extra	екстра	extra	екстра	N;MASC;SG	N;INDF;MASC;SG
morceau	коловоз	morceau	коловоз	N;MASC;SG	N;INDF;MASC;SG
morceau	писта	morceau	писта	N;MASC;SG	N;INDF;FEM;SG
morceau	пистата	morceau	писта	N;MASC;SG	N;DEF;FEM;SG
morceau	късче	morceau	късче	N;MASC;SG	N;INDF;NEUT;SG
morceau	парченце	morceau	парченце	N;MASC;SG	N;INDF;NEUT;SG
morceau	парче	morceau	парче	N;MASC;SG	N;INDF;NEUT;SG
dixième	десети	dixième	десети	ADJ;MASC;SG	ADJ;INDF;MASC;SG
dixième	десета	dixième	десети	ADJ;MASC;SG	ADJ;INDF;FEM;SG
pyramide	пирамида	pyramide	пирамида	N;FEM;SG	N;INDF;FEM;SG
pasteur	проповедник	pasteur	проповедник	N;MASC;SG	N;INDF;MASC;SG
pasteur	пасторе	pasteur	пастор	N;MASC;SG	N;INDF;MASC;SG
pasteur	пастор	pasteur	пастор	N;MASC;SG	N;INDF;MASC;SG
pasteur	пасторът	pasteur	пастор	N;MASC;SG	N;DEF;MASC;SG
pasteur	пастьор	pasteur	пастьор	N;MASC;SG	N;INDF;MASC;SG
apprentissage	учене	apprentissage	учене	N;MASC;SG	N;INDF;NEUT;SG
adopté	приета	adopter	приема	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
adopté	приет	adopter	приема	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
entraînement	обучение	entraînement	обучение	N;MASC;SG	N;INDF;NEUT;SG
entraînement	тренировка	entraînement	тренировка	N;MASC;SG	N;INDF;FEM;SG
entraînement	тренировка	entraînement	тренировка	N;MASC;SG	N;INDF;FEM;SG
actifs	активни	actif	активен	ADJ;MASC;PL	ADJ;INDF;PL
volontaires	доброволни	volontaire	доброволен	ADJ;MASC;PL	ADJ;INDF;PL
filiale	филиал	filiale	филиал	N;FEM;SG	N;INDF;MASC;SG
plaisir	наслада	plaisir	наслада	N;MASC;SG	N;INDF;FEM;SG
plaisir	забавление	plaisir	забавление	N;MASC;SG	N;INDF;NEUT;SG
plaisir	кеф	plaisir	кеф	N;MASC;SG	N;INDF;MASC;SG
plaisir	удоволствие	plaisir	удоволствие	N;MASC;SG	N;INDF;NEUT;SG
limousin	лимузен	limousin	лимузен	N;MASC;SG	N;INDF;MASC;SG
époux	съпруг	époux	съпруг	N;MASC;SG	N;INDF;MASC;SG
époux	съпруга	époux	съпруга	N;MASC;SG	N;INDF;FEM;SG
époux	съпруг	époux	съпруг	N;MASC;SG	N;INDF;MASC;SG
organiser	организираме	organiser	организирам	V;NFIN	V;IPFV;IND;PL;1;PRS;FIN;ACT
bateaux	кораби	bateau	кораб	N;MASC;PL	N;INDF;MASC;PL
bateaux	лодки	bateau	лодка	N;MASC;PL	N;INDF;FEM;PL
soutient	подкрепя	soutenir	подкрепя	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
soutient	поддържа	soutenir	поддържам	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
individuel	индивидуален	individuel	индивидуален	ADJ;MASC;SG	ADJ;INDF;MASC;SG
individuel	индивидуална	individuel	индивидуален	ADJ;MASC;SG	ADJ;INDF;FEM;SG
anime	аниме	anime	аниме	N;FEM;SG	N;INDF;NEUT;SG
croire	вярвай	croire	вярвам	V;NFIN	V;IPFV;IMP;SG;2;FIN
croire	вярвайки	croire	вярвам-се	V;NFIN	V;IPFV;IMP;SG;2;FIN
présentant	представяме	présenter	представям-(се)	V;PRS;V.PTCP	V;IPFV;IND;PL;1;PRS;FIN;ACT
domination	господство	domination	господство	N;FEM;SG	N;INDF;NEUT;SG
domination	надмощие	domination	надмощие	N;FEM;SG	N;INDF;NEUT;SG
débats	разисквания	débat	разискване	N;MASC;PL	N;INDF;NEUT;PL
débats	дебати	débat	дебат	N;MASC;PL	N;INDF;MASC;PL
moto	мото	moto	мото	N;FEM;SG	N;INDF;NEUT;SG
moto	мотор	moto	мотор	N;FEM;SG	N;INDF;MASC;SG
moto	мотоциклет	moto	мотоциклет	N;FEM;SG	N;INDF;MASC;SG
moto	мотор	moto	мотор	N;FEM;SG	N;INDF;MASC;SG
moto	мотоциклет	moto	мотоциклет	N;FEM;SG	N;INDF;MASC;SG
curé	жрец	curé	жрец	N;MASC;SG	N;INDF;MASC;SG
curé	свещеник	curé	свещеник	N;MASC;SG	N;INDF;MASC;SG
curé	свещенник	curé	свещенник	N;MASC;SG	N;INDF;MASC;SG
tunnel	тунел	tunnel	тунел	N;MASC;SG	N;INDF;MASC;SG
fenêtres	прозорци	fenêtre	прозорец	N;FEM;PL	N;INDF;MASC;PL
fenêtres	прозорците	fenêtre	прозорец	N;FEM;PL	N;DEF;MASC;PL
mineur	миньор	mineur	миньор	N;MASC;SG	N;INDF;MASC;SG
vertical	вертикален	vertical	вертикален	ADJ;MASC;SG	ADJ;INDF;MASC;SG
vertical	вертикална	vertical	вертикален	ADJ;MASC;SG	ADJ;INDF;FEM;SG
équilibre	баланс	équilibre	баланс	N;MASC;SG	N;INDF;MASC;SG
équilibre	салдо	équilibre	салдо	N;MASC;SG	N;INDF;NEUT;SG
équilibre	равновесие	équilibre	равновесие	N;MASC;SG	N;INDF;NEUT;SG
équilibre	балансиране	équilibre	балансиране	N;MASC;SG	N;INDF;NEUT;SG
équilibre	равновесието	équilibre	равновесие	N;MASC;SG	N;DEF;NEUT;SG
équilibre	равновесие	équilibre	равновесие	N;MASC;SG	N;INDF;NEUT;SG
empêche	предотвратява	empêcher	предотвратявам	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
variable	променлива	variable	променлив	ADJ;MASC;SG	ADJ;INDF;FEM;SG
variable	променлив	variable	променлив	ADJ;MASC;SG	ADJ;INDF;MASC;SG
sanctuaire	убежището	sanctuaire	убежище	N;MASC;SG	N;DEF;NEUT;SG
sanctuaire	убежище	sanctuaire	убежище	N;MASC;SG	N;INDF;NEUT;SG
sanctuaire	светилището	sanctuaire	светилище	N;MASC;SG	N;DEF;NEUT;SG
sanctuaire	светилище	sanctuaire	светилище	N;MASC;SG	N;INDF;NEUT;SG
sanctuaire	светилище	sanctuaire	светилище	N;MASC;SG	N;INDF;NEUT;SG
sanctuaire	олтар	sanctuaire	олтар	N;MASC;SG	N;INDF;MASC;SG
sanctuaire	храм	sanctuaire	храм	N;MASC;SG	N;INDF;MASC;SG
illustrations	илюстрации	illustration	илюстрация	N;FEM;PL	N;INDF;FEM;PL
erreurs	грешки	erreur	грешка	N;FEM;PL	N;INDF;FEM;PL
erreurs	грешки	erreur	грешка	N;FEM;PL	N;INDF;FEM;PL
bis	бис	bis	бис	N;MASC;SG	N;INDF;NEUT;SG
statistique	статистически	statistique	статистически	ADJ;MASC;SG	ADJ;INDF;MASC;SG
statistique	статистическа	statistique	статистически	ADJ;MASC;SG	ADJ;INDF;FEM;SG
paramètre	настройка	paramètre	настройка	N;MASC;SG	N;INDF;FEM;SG
paramètre	параметър	paramètre	параметър	N;MASC;SG	N;INDF;MASC;SG
psychologie	психология	psychologie	психология	N;FEM;SG	N;INDF;FEM;SG
psychologie	психологията	psychologie	психология	N;FEM;SG	N;DEF;FEM;SG
constantinople	константинопол	constantinople	константинопол	N;MASC;SG	N;INDF;MASC;SG
fouilles	разкопки	fouille	разкопка	N;FEM;PL	N;INDF;FEM;PL
fouilles	разкопки	fouille	разкопка	N;FEM;PL	N;INDF;FEM;PL
sel	солта	sel	сол	N;MASC;SG	N;DEF;FEM;SG
sel	сол	sel	сол	N;MASC;SG	N;INDF;FEM;SG
princes	принцовете	prince	принц	N;MASC;PL	N;DEF;MASC;PL
princes	принцове	prince	принц	N;MASC;PL	N;INDF;MASC;PL
examen	изпит	examen	изпит	N;MASC;SG	N;INDF;MASC;SG
examen	преглед	examen	преглед	N;MASC;SG	N;INDF;MASC;SG
examen	преразглеждане	examen	преразглеждане	N;MASC;SG	N;INDF;NEUT;SG
examen	разглеждане	examen	разглеждане	N;MASC;SG	N;INDF;NEUT;SG
examen	изследване	examen	изследване	N;MASC;SG	N;INDF;NEUT;SG
héritage	наследството	héritage	наследство	N;MASC;SG	N;DEF;NEUT;SG
héritage	наследство	héritage	наследство	N;MASC;SG	N;INDF;NEUT;SG
héritage	завет	héritage	завет	N;MASC;SG	N;INDF;MASC;SG
héritage	наследство	héritage	наследство	N;MASC;SG	N;INDF;NEUT;SG
héritage	наследство	héritage	наследство	N;MASC;SG	N;INDF;NEUT;SG
hitler	хитлер	hitler	хитлер	N;MASC;SG	N;INDF;MASC;SG
commencer	започнете	commencer	започна	V;NFIN	V;PFV;IMP;PL;2;FIN
commencer	започнете	commencer	започна	V;NFIN	V;PFV;IMP;PL;2;FIN
lancée	изстреляна	lancer	изстрелям	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
lancée	изстрелян	lancer	изстрелям	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
combattants	бойци	combattant	боец	N;MASC;PL	N;INDF;MASC;PL
combattants	бойците	combattant	боец	N;MASC;PL	N;DEF;MASC;PL
combattants	бойци	combattant	боец	N;MASC;PL	N;INDF;MASC;PL
combattants	изтребители	combattant	изтребител	N;MASC;PL	N;INDF;MASC;PL
candidature	кандидатстване	candidature	кандидатстване	N;FEM;SG	N;INDF;NEUT;SG
candidature	молба	candidature	молба	N;FEM;SG	N;INDF;FEM;SG
candidature	приложение	candidature	приложение	N;FEM;SG	N;INDF;NEUT;SG
candidature	прилагане	candidature	прилагане	N;FEM;SG	N;INDF;NEUT;SG
candidature	заявление	candidature	заявление	N;FEM;SG	N;INDF;NEUT;SG
candidature	кандидатурата	candidature	кандидатура	N;FEM;SG	N;DEF;FEM;SG
candidature	кандидатура	candidature	кандидатура	N;FEM;SG	N;INDF;FEM;SG
théorème	теорема	théorème	теорем	N;MASC;SG	N;INDF;FEM;SG
télé	телевизия	télé	телевизия	N;FEM;SG	N;INDF;FEM;SG
télé	телевизията	télé	телевизия	N;FEM;SG	N;DEF;FEM;SG
télé	телевизор	télé	телевизор	N;FEM;SG	N;INDF;MASC;SG
expériences	опити	expérience	опит	N;FEM;PL	N;INDF;MASC;PL
expériences	експерименти	expérience	експеримент	N;FEM;PL	N;INDF;MASC;PL
expériences	преживявания	expérience	преживяване	N;FEM;PL	N;INDF;NEUT;PL
concurrence	конкуренция	concurrence	конкуренция	N;FEM;SG	N;INDF;FEM;SG
concurrence	конкурс	concurrence	конкурс	N;FEM;SG	N;INDF;MASC;SG
concurrence	състезание	concurrence	състезание	N;FEM;SG	N;INDF;NEUT;SG
étudié	учил	étudier	уча-(се)	V;MASC;SG;PST;V.PTCP	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
étudié	проучен	étudier	проучен	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
étudié	учила	étudier	уча-(се)	V;MASC;SG;PST;V.PTCP	V;IPFV;INDF;FEM;SG;PST;V.PTCP;ACT
massacre	клане	massacre	клане	N;MASC;SG	N;INDF;NEUT;SG
potentiel	потенциал	potentiel	потенциал	N;MASC;SG	N;INDF;MASC;SG
annuel	годишен	annuel	годишен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
annuel	годишна	annuel	годишна	ADJ;MASC;SG	ADJ;INDF;FEM;SG
voisin	съседна	voisin	съседен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
représenter	представляват	représenter	представлявам	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
dialogue	диалог	dialogue	диалог	N;MASC;SG	N;INDF;MASC;SG
dialogue	диалог	dialogue	диалог	N;MASC;SG	N;INDF;MASC;SG
présidente	президентът	président	президент	N;FEM;SG	N;DEF;MASC;SG
présidente	президент	président	президент	N;FEM;SG	N;INDF;MASC;SG
présidente	председател	président	председател	N;FEM;SG	N;INDF;MASC;SG
présidente	председател	président	председател	N;FEM;SG	N;INDF;MASC;SG
évidemment	очевидно	évidemment	очевидно	ADV	ADV
annuelle	годишен	annuel	годишен	ADJ;FEM;SG	ADJ;INDF;MASC;SG
annuelle	годишна	annuel	годишна	ADJ;FEM;SG	ADJ;INDF;FEM;SG
thérèse	тереза	thérèse	тереза	N;FEM;SG	N;INDF;FEM;SG
thérèse	тереса	thérèse	терес	N;FEM;SG	N;INDF;FEM;SG
grotte	пещера	grotte	пещера	N;FEM;SG	N;INDF;FEM;SG
grotte	пещерата	grotte	пещера	N;FEM;SG	N;DEF;FEM;SG
pain	хляб	pain	хляб	N;MASC;SG	N;INDF;MASC;SG
pain	хляба	pain	хляб	N;MASC;SG	N;DEF;MASC;SG
toit	покрив	toit	покрив	N;MASC;SG	N;INDF;MASC;SG
toit	покривът	toit	покрив	N;MASC;SG	N;DEF;MASC;SG
toit	покрив	toit	покрив	N;MASC;SG	N;INDF;MASC;SG
toit	покрива	toit	покрив	N;MASC;SG	N;INDF;MASC;SG
opus	опус	opus	опус	N;MASC;SG	N;INDF;MASC;SG
entraineur	треньор	entraîneur	треньор	N;MASC;SG	N;INDF;MASC;SG
entraineur	треньор	entraîneur	треньор	N;MASC;SG	N;INDF;MASC;SG
entraineur	треньорът	entraîneur	треньор	N;MASC;SG	N;DEF;MASC;SG
personnels	лични	personnel	личен	ADJ;MASC;PL	ADJ;INDF;PL
réduction	намаление	réduction	намаление	N;FEM;SG	N;INDF;NEUT;SG
réduction	отстъпка	réduction	отстъпка	N;FEM;SG	N;INDF;FEM;SG
réduction	намаление	réduction	намаление	N;FEM;SG	N;INDF;NEUT;SG
réduction	намаляване	réduction	намаляване	N;FEM;SG	N;INDF;NEUT;SG
réduction	редуциране	réduction	редуциране	N;FEM;SG	N;INDF;NEUT;SG
réduction	редукция	réduction	редукция	N;FEM;SG	N;INDF;FEM;SG
tension	напрежение	tension	напрежение	N;FEM;SG	N;INDF;NEUT;SG
tension	напрежение	tension	напрежение	N;FEM;SG	N;INDF;NEUT;SG
chaînes	канали	chaîne	канал	N;FEM;PL	N;INDF;MASC;PL
chaînes	вериги	chaîne	верига	N;FEM;PL	N;INDF;FEM;PL
chaînes	окови	chaîne	оковя-(се)	N;FEM;PL	N;INDF;MASC;PL
chaînes	струните	chaîne	струна	N;FEM;PL	N;DEF;FEM;PL
chaînes	струни	chaîne	струна	N;FEM;PL	N;INDF;FEM;PL
soumis	покорен	soumettre	покорен	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
soumis	представено	soumettre	представя-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
soumis	подадена	soumettre	подам-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
soumis	представена	soumettre	представя-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
soumis	подадено	soumettre	подам-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
intégration	интегриране	intégration	интегриране	N;FEM;SG	N;INDF;NEUT;SG
intégration	интеграция	intégration	интеграция	N;FEM;SG	N;INDF;FEM;SG
wimbledon	уимбълдън	wimbledon	уимбълдън	N;MASC;SG	N;INDF;MASC;SG
rythme	пасе	rythme	пасе	N;MASC;SG	N;INDF;MASC;SG
rythme	темпо	rythme	темпо	N;MASC;SG	N;INDF;NEUT;SG
rythme	темп	rythme	темп	N;MASC;SG	N;INDF;MASC;SG
rythme	ритъм	rythme	ритъм	N;MASC;SG	N;INDF;MASC;SG
arriver	пристига	arriver	пристигам	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
voulait	издирван	vouloir	издирвам	V;IND;SG;3;IPFV;FIN	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
voulait	търсен	vouloir	търсен	V;IND;SG;3;IPFV;FIN	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
écart	отклонение	écart	отклонение	N;MASC;SG	N;INDF;NEUT;SG
écart	вариация	écart	вариация	N;MASC;SG	N;INDF;FEM;SG
écart	разногласие	écart	разногласие	N;MASC;SG	N;INDF;NEUT;SG
écart	празнина	écart	празнина	N;MASC;SG	N;INDF;FEM;SG
écart	пролука	écart	пролука	N;MASC;SG	N;INDF;FEM;SG
montré	показано	montrer	покажа-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
montré	показан	montrer	покажа-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
montré	показа	montrer	покажа-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
montré	доказана	montrer	докажа	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
montré	доказано	montrer	докажа	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
rupture	раздяла	rupture	раздяла	N;FEM;SG	N;INDF;FEM;SG
rupture	скъсване	rupture	скъсване	N;FEM;SG	N;INDF;NEUT;SG
rupture	чупене	rupture	чупене	N;FEM;SG	N;INDF;NEUT;SG
rupture	разбиване	rupture	разбиване	N;FEM;SG	N;INDF;NEUT;SG
rupture	разкъсване	rupture	разкъсване	N;FEM;SG	N;INDF;NEUT;SG
rupture	скъсване	rupture	скъсване	N;FEM;SG	N;INDF;NEUT;SG
rupture	прекъсване	rupture	прекъсване	N;FEM;SG	N;INDF;NEUT;SG
rupture	почивка	rupture	почивка	N;FEM;SG	N;INDF;FEM;SG
vague	вълната	vague	вълна	N;FEM;SG	N;DEF;FEM;SG
vague	вълна	vague	вълна	N;FEM;SG	N;INDF;FEM;SG
décor	украшение	décor	украшение	N;MASC;SG	N;INDF;NEUT;SG
décor	украса	décor	украса	N;MASC;SG	N;INDF;FEM;SG
décor	декорация	décor	декорация	N;MASC;SG	N;INDF;FEM;SG
décor	декор	décor	декор	N;MASC;SG	N;INDF;MASC;SG
