اتھاہ	sedalam	اتھاہ	sedalam		;SG
بل	kumparan	بل	kumparan	N;NOM;MASC;SG;3	N
بل	kemampuan	بل	kemampuan	N;NOM;MASC;SG;3	N;SG
بل	bantu	بل	bantu	N;NOM;MASC;SG;3	N;SG;ACT
بل	bantuan	بل	bantuan	N;NOM;MASC;SG;3	N;SG
بل	perbedaan	بل	perbedaan	N;NOM;MASC;SG;3	N;SG
بِلاپ	meratap	بِلاپ	meratap		
بلاغت	retorika	بلاغت	retorika	N;NOM;MASC;SG;3	N
بلاغت	kefasihan	بلاغت	kefasihan	N;NOM;MASC;SG;3	N;SG
بِلانا	mendistribusikan	بِلانا	mendistribusikan	V;SG;NFIN;ACT	V;SG;ACT
بِلانا	menghilang	بِلانا	menhilang	V;SG;NFIN;ACT	V;SG;ACT
بِلانا	menghamburkan	بِلانا	menhamburkan	V;SG;NFIN;ACT	V;SG;ACT
بُلانا	panggil	بُلانا	panggil	V;MASC;SG;NFIN;ACT	V;SG;ACT
بِلاناغہ	teratur	بِلاناغہ	teratur	ADJ	ADJ;SG
بِلبِلانا	meratapi	بِلبِلانا	meratapi	V;SG;ACT	V;SG;ACT
بلغمی	lembab	بلغمی	lembab	ADJ	ADJ;SG
بلغمی	lembab	بلغمی	lembab	ADJ	ADJ;SG
بِلک	meratap	بِلک	meratap		
بلکنا	bergumam	بلکنا	bergumam	V;NFIN;ACT	V;SG;ACT
بِلکنا	mendambakan	بِلک	mendambakan	V;NFIN;ACT	V;SG;ACT
بلکہ	tapi	بلکہ	tapi	CONJ	CONJ
بلکہ	tetapi	بلکہ	tetapi	CONJ	CONJ
بلنا	membakar	بل	menbakar	V;MASC;SG;NFIN;ACT	V;SG;ACT
بلند	tinggi	بلند	tinggi	ADJ	ADJ;SG
بلند	keras	بلند	keras	ADJ	ADJ;SG
بلندی	pengangkatan	بلندی	penangkatan	N;NOM;FEM;SG;3	N;SG
بلندی	ketinggian	بلندی	ketinggian	N;NOM;FEM;SG;3	N;SG
بلی	kurban	بلی	kurban	N;NOM;FEM;SG;3	N
بلی	pengorbanan	بلی	penorbanan	N;NOM;FEM;SG;3	N;SG
بلی	pengorbanannya	بلی	penorbanan	N;NOM;FEM;SG;3	N;SG
بلے	kanan	بلا	kanan	N;NOM;MASC;SG;3	N;SG
بلیغ	fasih	بلیغ	fasih	N;NOM;MASC;SG;3	N
بم	pancuran	بم	pancuran	N;NOM;MASC;SG;3	N;SG
بم	mancur	بم	mancur	N;NOM;MASC;SG;3	N;SG
بم	noise	بم	noise	N;NOM;MASC;SG;3	N
بم	bising	بم	bising	N;NOM;MASC;SG;3	N;SG
بم	kebisingan	بم	kebisingan	N;NOM;MASC;SG;3	N;SG
بم	derau	بم	derau	N;NOM;MASC;SG;3	N;SG
بم	bambu	بم	bambu	N;NOM;MASC;SG;3	N
بم	protes	بم	protes	N;NOM;MASC;SG;3	N;SG
بم	pompa	بم	pompa	N;NOM;MASC;SG;3	N;SG
بم	hullabaloo	بم	hullabaloo	N;NOM;MASC;SG;3	N
بمباری	pemboman	بمباری	penboman	N;NOM;MASC;SG;3	N;SG
بمباری	pengeboman	بمباری	pengeboman	N;NOM;MASC;SG;3	N
بمباری	pemboman	بمباری	penboman	N;NOM;MASC;SG;3	N;SG
بمباری	pengeboman	بمباری	pengeboman	N;NOM;MASC;SG;3	N
بمڑی	berteriak	بمڑی	berteriak	V;PFV;FEM;SG;V.PTCP;ACT	V;SG;ACT
بمڑی	menjerit	بمڑی	menjerit	V;PFV;FEM;SG;V.PTCP;ACT	V;SG;ACT
بنا	menetap	بنا	mentetap	V;ACT	V;SG;ACT
بنانا	memproduksi	بنا	menproduksi	V;MASC;SG;NFIN;ACT	V;SG;ACT
بنانا	menghiasi	بنا	menhiasi	V;MASC;SG;NFIN;ACT	V;SG;ACT
بنانا	mendamaikan	بنا	mendamaikan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بنانا	memasak	بنا	menpasak	V;MASC;SG;NFIN;ACT	V;SG;ACT
بنانا	menunjuk	بنا	mentunjuk	V;MASC;SG;NFIN;ACT	V;SG;ACT
بنانا	mempersiapkan	بنا	menpersiapkan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بنانا	siapkan	بنا	siapkan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بنانا	persiapkan	بنا	persiapkan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بنانا	menempa	بنا	mentempa	V;MASC;SG;NFIN;ACT	V;SG;ACT
بنانا	ciptakan	بنا	ciptakan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بنانا	membuat	بنا	menbuat	V;MASC;SG;NFIN;ACT	V;SG;ACT
بنانا	perbaiki	بنا	perbaiki	V;MASC;SG;NFIN;ACT	V;SG;ACT
بنانا	membangun	بنا	menbangun	V;MASC;SG;NFIN;ACT	V;SG;ACT
بنانا	membentuk	بنا	menbentuk	V;MASC;SG;NFIN;ACT	V;SG;ACT
بنانا	menyesuaikan	بنا	mensesuaikan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بنانا	sesuaikan	بنا	sesuaikan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بنانا	memproduksi	بنا	menproduksi	V;MASC;SG;NFIN;ACT	V;SG;ACT
بنانا	menghiasi	بنا	menhiasi	V;MASC;SG;NFIN;ACT	V;SG;ACT
بنانا	mendamaikan	بنا	mendamaikan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بنانا	memasak	بنا	menpasak	V;MASC;SG;NFIN;ACT	V;SG;ACT
بنانا	menunjuk	بنا	mentunjuk	V;MASC;SG;NFIN;ACT	V;SG;ACT
بنانا	membangun	بنا	menbangun	V;MASC;SG;NFIN;ACT	V;SG;ACT
بنانا	mempersiapkan	بنا	menpersiapkan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بنانا	siapkan	بنا	siapkan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بنانا	persiapkan	بنا	persiapkan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بنانا	menempa	بنا	mentempa	V;MASC;SG;NFIN;ACT	V;SG;ACT
بنانا	jadikan	بنا	jadikan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بنانا	membuat	بنا	menbuat	V;MASC;SG;NFIN;ACT	V;SG;ACT
بنانا	ciptakan	بنا	ciptakan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بنانا	membuat	بنا	menbuat	V;MASC;SG;NFIN;ACT	V;SG;ACT
بنانا	perbaiki	بنا	perbaiki	V;MASC;SG;NFIN;ACT	V;SG;ACT
بنانا	membangun	بنا	menbangun	V;MASC;SG;NFIN;ACT	V;SG;ACT
بنانا	membentuk	بنا	menbentuk	V;MASC;SG;NFIN;ACT	V;SG;ACT
بنانا	menyesuaikan	بنا	mensesuaikan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بنانا	sesuaikan	بنا	sesuaikan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بناوٹ	pembentukan	بناوٹ	penbentukan	N;NOM;MASC;SG;3	N;SG
بناوٹ	formasi	بناوٹ	formasi	N;NOM;MASC;SG;3	N;SG
بناوٹ	struktur	بناوٹ	struktur	N;NOM;MASC;SG;3	N;SG
بناوٹ	bentuk	بناوٹ	bentuk	N;NOM;MASC;SG;3	N;SG
بناوٹ	konstruksi	بناوٹ	konstruksi	N;NOM;MASC;SG;3	N;SG
بناوٹ	pembangunan	بناوٹ	penbangunan	N;NOM;MASC;SG;3	N;SG
بناوٹ	figur	بناوٹ	figur	N;NOM;MASC;SG;3	N;SG
بناوٹ	tokoh	بناوٹ	tokoh	N;NOM;MASC;SG;3	N;SG
بناوٹ	sosok	بناوٹ	sosok	N;NOM;MASC;SG;3	N
بناوٹ	konstitusi	بناوٹ	konstitusi	N;NOM;MASC;SG;3	N;SG
بناوٹ	penampilan	بناوٹ	pentampilan	N;NOM;MASC;SG;3	N;SG
بناوٹ	tampilan	بناوٹ	tampilan	N;NOM;MASC;SG;3	N;SG
بناوٹ	pengerjaan	بناوٹ	penkerjaan	N;NOM;MASC;SG;3	N;SG
بناوٹ	pembentukan	بناوٹ	penbentukan	N;NOM;MASC;SG;3	N;SG
بناوٹ	formasi	بناوٹ	formasi	N;NOM;MASC;SG;3	N;SG
بناوٹ	struktur	بناوٹ	struktur	N;NOM;MASC;SG;3	N;SG
بناوٹ	bentuk	بناوٹ	bentuk	N;NOM;MASC;SG;3	N;SG
بناوٹ	konstruksi	بناوٹ	konstruksi	N;NOM;MASC;SG;3	N;SG
بناوٹ	pembangunan	بناوٹ	penbangunan	N;NOM;MASC;SG;3	N;SG
بناوٹ	figur	بناوٹ	figur	N;NOM;MASC;SG;3	N;SG
بناوٹ	tokoh	بناوٹ	tokoh	N;NOM;MASC;SG;3	N;SG
بناوٹ	sosok	بناوٹ	sosok	N;NOM;MASC;SG;3	N
بناوٹ	konstitusi	بناوٹ	konstitusi	N;NOM;MASC;SG;3	N;SG
بناوٹ	penampilan	بناوٹ	pentampilan	N;NOM;MASC;SG;3	N;SG
بناوٹ	tampilan	بناوٹ	tampilan	N;NOM;MASC;SG;3	N;SG
بناوٹ	pengerjaan	بناوٹ	penkerjaan	N;NOM;MASC;SG;3	N;SG
بنٹ	sepotong	بنٹ	sepotong		
بنٹانا	bagikan	بنٹا	bagikan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بنٹانا	berbagi	بنٹا	berbagi	V;MASC;SG;NFIN;ACT	V;SG;ACT
بنٹانا	membagi	بنٹا	menbagi	V;MASC;SG;NFIN;ACT	V;SG;ACT
بنٹانا	mendistribusikan	بنٹا	mendistribusikan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بنجر	tandus	بنجر	tandus	N;NOM;MASC;SG;3	N;SG
بند	sepi	بند	sepi	ADJ	ADJ
بند	tenang	بند	tenang	ADJ	ADJ;SG
بند	sepi	بند	sepi	ADJ	ADJ
بند	tenang	بند	tenang	ADJ	ADJ;SG
بندگی	kepatuhan	بندگی	kepatuhan	N;NOM;MASC;SG;3	N;SG
بندگی	ketaatan	بندگی	ketaatan	N;NOM;MASC;SG;3	N;SG
بندگی	jasa	بندگی	jasa	N;NOM;MASC;SG;3	N;SG
بندگی	layanan	بندگی	layanan	N;NOM;MASC;SG;3	N;SG
بندگی	pelayanan	بندگی	penlayanan	N;NOM;MASC;SG;3	N;SG
بندگی	perbudakan	بندگی	perbudakan	N;NOM;MASC;SG;3	N;SG
بندگی	pengabdian	بندگی	penabdian	N;NOM;MASC;SG;3	N;SG
بندگی	adorasi	بندگی	adorasi	N;NOM;MASC;SG;3	N
بندگی	pujian	بندگی	pujian	N;NOM;MASC;SG;3	N;SG
بندگی	pujian	بندگی	pujian	N;NOM;MASC;SG;3	N;SG
بندگی	ibadah	بندگی	ibadah	N;NOM;MASC;SG;3	N;SG
بندن	sembah	بندن	sembah		
بندوبست	penyelesaian	بندوبست	penselesaian	N;NOM;MASC;SG;3	N;SG
بندوبست	pemukiman	بندوبست	penmukiman	N;NOM;MASC;SG;3	N;SG
بندوبست	pesanan	بندوبست	pesanan	N;NOM;MASC;SG;3	N;SG
بندوبست	pemesanan	بندوبست	penpesanan	N;NOM;MASC;SG;3	N;SG
بندوبست	urutan	بندوبست	urutan	N;NOM;MASC;SG;3	N;SG
بندوبست	sistem	بندوبست	sistem	N;NOM;MASC;SG;3	N;SG
بندوبست	system	بندوبست	system	N;NOM;MASC;SG;3	N
بندوبست	manajemen	بندوبست	manajemen	N;NOM;MASC;SG;3	N;SG
بندوبست	pengelolaan	بندوبست	penkelolaan	N;NOM;MASC;SG;3	N;SG
بندوبست	pengaturan	بندوبست	penaturan	N;NOM;MASC;SG;3	N;SG
بندوبست	peraturan	بندوبست	peraturan	N;NOM;MASC;SG;3	N;SG
بندوبست	regulasi	بندوبست	regulasi	N;NOM;MASC;SG;3	N;SG
بندوبست	perekonomian	بندوبست	perekonomian	N;NOM;MASC;SG;3	N;SG
بندوبست	ekonomi	بندوبست	ekonomi	N;NOM;MASC;SG;3	N;SG
بندوبست	organisasi	بندوبست	organisasi	N;NOM;MASC;SG;3	N;SG
بندوبست	metoda	بندوبست	metoda	N;NOM;MASC;SG;3	N;SG
بندوبست	metode	بندوبست	metode	N;NOM;MASC;SG;3	N;SG
بندوبست	rencana	بندوبست	rencana	N;NOM;MASC;SG;3	N;SG
بندوبست	penyelesaian	بندوبست	penselesaian	N;NOM;MASC;SG;3	N;SG
بندوبست	pemukiman	بندوبست	penmukiman	N;NOM;MASC;SG;3	N;SG
بندوبست	pesanan	بندوبست	pesanan	N;NOM;MASC;SG;3	N;SG
بندوبست	pemesanan	بندوبست	penpesanan	N;NOM;MASC;SG;3	N;SG
بندوبست	urutan	بندوبست	urutan	N;NOM;MASC;SG;3	N;SG
بندوبست	sistem	بندوبست	sistem	N;NOM;MASC;SG;3	N;SG
بندوبست	system	بندوبست	system	N;NOM;MASC;SG;3	N
بندوبست	administrasi	بندوبست	administrasi	N;NOM;MASC;SG;3	N;SG
بندوبست	manajemen	بندوبست	manajemen	N;NOM;MASC;SG;3	N;SG
بندوبست	pengelolaan	بندوبست	penkelolaan	N;NOM;MASC;SG;3	N;SG
بندوبست	pengaturan	بندوبست	penaturan	N;NOM;MASC;SG;3	N;SG
بندوبست	peraturan	بندوبست	peraturan	N;NOM;MASC;SG;3	N;SG
بندوبست	regulasi	بندوبست	regulasi	N;NOM;MASC;SG;3	N;SG
بندوبست	perekonomian	بندوبست	perekonomian	N;NOM;MASC;SG;3	N;SG
بندوبست	ekonomi	بندوبست	ekonomi	N;NOM;MASC;SG;3	N;SG
بندوبست	organisasi	بندوبست	organisasi	N;NOM;MASC;SG;3	N;SG
بندوبست	metoda	بندوبست	metoda	N;NOM;MASC;SG;3	N;SG
بندوبست	metode	بندوبست	metode	N;NOM;MASC;SG;3	N;SG
بندوبست	rencana	بندوبست	rencana	N;NOM;MASC;SG;3	N;SG
بندھا	berkelanjutan	بندھ	berkelanjutan	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;ACT
بنک	bank	بنک	bank	N;NOM;MASC;SG;3	N;SG
بنکارنا	membual	بنکار	menbual	V;NFIN	V;SG;ACT
بنکارنا	berteriak	بنکار	berteriak	V;NFIN	V;SG;ACT
بنکارنا	membanggakan	بنکار	menbanggakan	V;NFIN	V;SG;ACT
بنکارنا	bermegah	بنکار	bermegah	V;NFIN	V;SG;ACT
بنکارنا	membual	بنکار	menbual	V;NFIN	V;SG;ACT
بنکارنا	berteriak	بنکار	berteriak	V;NFIN	V;SG;ACT
بنکارنا	membanggakan	بنکار	menbanggakan	V;NFIN	V;SG;ACT
بنکارنا	bermegah	بنکار	bermegah	V;NFIN	V;SG;ACT
بننا	menjadi	بن	menjadi	V;MASC;SG;NFIN;ACT	V;SG;ACT
بننا	menjadi	بن	menjadi	V;MASC;SG;NFIN;ACT	V;SG;ACT
بُننا	merajut	بُن	menrajut	V;SG;NFIN;ACT	V;SG;ACT
بنی	menetap	بن	mentetap	V;PFV;FEM;SG;V.PTCP;ACT	V;SG;ACT
بُنیادی	dasar	بُنیادی	dasar	ADJ	ADJ;SG
بُنیادی	utama	بُنیادی	utama	ADJ	ADJ;SG
بوتل	arak	بوتل	arak	N;NOM;FEM;SG;3	N;SG
بوتل	anggur	بوتل	anggur	N;NOM;FEM;SG;3	N;SG
بوتل	arak	بوتل	arak	N;NOM;FEM;SG;3	N;SG
بوتل	anggur	بوتل	anggur	N;NOM;FEM;SG;3	N;SG
بوتل	botolnya	بوتل	botol	N;NOM;FEM;SG;3	N;SG
بوتل	botol	بوتل	botol	N;NOM;FEM;SG;3	N;SG
بوٹ	kapal	بوٹ	kapal	N;NOM;MASC;SG;3	N;SG
بوٹ	bejana	بوٹ	bejana	N;NOM;MASC;SG;3	N;SG
بوٹ	wadah	بوٹ	wadah	N;NOM;MASC;SG;3	N;SG
بوٹ	belalang	بوٹ	belalang	N;NOM;MASC;SG;3	N;SG
بُوجھ	tebak	بُوجھ	tebak		
بوجھ	menyeret	بوجھ	menseret	V;ACT	V;SG;ACT
بوجھ	menyeret	بوجھ	menseret	V;ACT	V;SG;ACT
بُورنا	taburi	بُور	taburi	V;NFIN;ACT	V;SG;ACT
بُوڑنا	mencelupkan	بُوڑ	mencelupkan	V;NFIN;ACT	V;SG;ACT
بُوڑنا	celupkan	بُوڑ	celupkan	V;NFIN;ACT	V;SG;ACT
بُوڑنا	menyelam	بُوڑ	menselam	V;NFIN;ACT	V;SG;ACT
بُوڑنا	tenggelamkan	بُوڑ	tenggelamkan	V;NFIN;ACT	V;SG
بوسہ	ciuman	بوسہ	ciuman	N;NOM;MASC;SG;3	N;SG
بوسیدگی	pembusukan	بوسیدگی	penbusukan	N;NOM;MASC;SG;3	N;SG
بوسیدہ	bobrok	بوسیدہ	bobrok	ADJ	ADJ;SG
بوسیدہ	bobrok	بوسیدہ	bobrok	ADJ	ADJ;SG
بُوک	barangkali	بُوک	barangkali		
بول	berpidato	بول	berpidato	V;ACT	V;SG;ACT
بول	berjanji	بول	berjanji	V;ACT	V;SG;ACT
بول	berjanjilah	بول	berjanji	V;ACT	V;SG;ACT
بول	bicaralah	بول	bicaralah	V;ACT	V;SG;ACT
بولتا	berbicara	بول	berbicara	V;IPFV;MASC;SG;V.PTCP;ACT	V;SG;ACT
بولتا	berbicara	بول	berbicara	V;IPFV;MASC;SG;V.PTCP;ACT	V;SG;ACT
بولتا	jalani	بول	jalani	V;IPFV;MASC;SG;V.PTCP;ACT	V;SG;ACT
بولتا	bersihkan	بول	bersihkan	V;IPFV;MASC;SG;V.PTCP;ACT	V;SG;ACT
بولتی	berbicara	بول	berbicara	V;IPFV;FEM;SG;V.PTCP;ACT	V;SG;ACT
بولنا	mengkritik	بول	menkritik	V;MASC;SG;NFIN;ACT	V;SG;ACT
بولنا	beritahu	بول	beritahu	V;MASC;SG;NFIN;ACT	V;SG;ACT
بولنا	katakan	بول	katakan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بولنا	bicaralah	بول	bicaralah	V;MASC;SG;NFIN;ACT	V;SG;ACT
بولی	berpidato	بول	berpidato	V;PFV;FEM;SG;V.PTCP;ACT	V;SG;ACT
بولی	berpidato	بول	berpidato	V;PFV;FEM;SG;V.PTCP;ACT	V;SG;ACT
بوہُڑنا	kembali	بوہُڑنا	kembali	V;SG;NFIN;ACT	V;SG;ACT
بوئی	menabur	بوئی	mentabur	V;PFV;FEM;SG;V.PTCP;ACT	V;SG;ACT
بِہ	nah	بِہ	nah		
بہا	melayang	بہ	menlayang	V;PFV;SG;V.PTCP;ACT	V;SG;ACT
بہا	mengambang	بہ	menambang	V;PFV;SG;V.PTCP;ACT	V;SG;ACT
بہا	bernilai	بہ	bernilai	V;PFV;SG;V.PTCP;ACT	V;SG;ACT
بہادرانہ	berani	بہادرانہ	berani	ADJ	ADJ;SG
بہادرانہ	berani	بہادرانہ	berani	ADJ	ADJ;SG
بہادرانہ	tebal	بہادرانہ	tebal	ADJ	ADJ;SG
بہادری	keberanian	بہادری	keberanian	N;NOM;FEM;SG;3	N;SG
بُہارنا	menyapu	بُہارنا	mensapu	V;SG;NFIN;ACT	V;SG;ACT
بہانا	menumpahkan	بہا	mentumpahkan	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;ACT
بہتا	berjalan	بہتا	berjalan	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;ACT
بہتا	menjalankan	بہتا	menjalankan	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;ACT
بہتا	berlari	بہتا	berlari	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;ACT
بِہترین	terbaik	بِہترین	terbaik	ADJ	ADJ;RL;SG
بِہروزی	kemakmuran	بِہروزی	kemakmuran	N;NOM;MASC;SG;3	N;SG
بِہری	langganan	بِہری	langganan	N;NOM;MASC;SG;3	N;SG
بِہری	kontribusi	بِہری	kontribusi	N;NOM;MASC;SG;3	N;SG
بہکانا	menyesatkan	بہکا	mensesatkan	V;MASC;SG;V.PTCP;ACT	V;SG;ACT
بہکانا	menghasut	بہکا	menhasut	V;MASC;SG;V.PTCP;ACT	V;SG;ACT
بہکانا	merayu	بہکا	merayu	V;MASC;SG;V.PTCP;ACT	V;SG;ACT
بہکانا	menggairahkan	بہکا	mengairahkan	V;MASC;SG;V.PTCP;ACT	V;SG;ACT
بہکانا	merangsang	بہکا	menrangsang	V;MASC;SG;V.PTCP;ACT	V;SG;ACT
بہنا	meluncur	بہ	menluncur	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;ACT
بہنا	melayang	بہ	menlayang	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;ACT
بہنا	melelehkan	بہ	menlelehkan	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;ACT
بہنا	mengapung	بہ	menkapung	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;ACT
بہنا	melayang	بہ	menlayang	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;ACT
بہنا	mengambang	بہ	menambang	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;ACT
بہنا	meluncur	بہ	menluncur	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;ACT
بہنا	melayang	بہ	menlayang	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;ACT
بہنا	melelehkan	بہ	menlelehkan	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;ACT
بہنا	mengalir	بہ	menalir	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;ACT
بہنا	mengalirlah	بہ	menalir	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;ACT
بہنا	mengapung	بہ	menkapung	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;ACT
بہنا	melayang	بہ	menlayang	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;ACT
بہنا	mengambang	بہ	menambang	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;ACT
بہورنا	kembali	بہور	kembali	V;NFIN;ACT	V;SG;ACT
بیاکل	bingung	بیاکل	bingung		
بیان	pengungkapan	بیان	penungkapan	N;NOM;MASC;SG;3	N;SG
بیان	uraian	بیان	uraian	N;NOM;MASC;SG;3	N;SG
بیان	deskripsi	بیان	deskripsi	N;NOM;MASC;SG;3	N;SG
بیان	keterangan	بیان	keterangan	N;NOM;MASC;SG;3	N;SG
بیان	deklarasi	بیان	deklarasi	N;NOM;MASC;SG;3	N;SG
بیان	pernyataan	بیان	pernyataan	N;NOM;MASC;SG;3	N;SG
بیان	pengungkapan	بیان	penungkapan	N;NOM;MASC;SG;3	N;SG
بیان	uraian	بیان	uraian	N;NOM;MASC;SG;3	N;SG
بیان	deskripsi	بیان	deskripsi	N;NOM;MASC;SG;3	N;SG
بیان	keterangan	بیان	keterangan	N;NOM;MASC;SG;3	N;SG
بیان	deklarasi	بیان	deklarasi	N;NOM;MASC;SG;3	N;SG
بیان	rekening	بیان	rekening	N;NOM;MASC;SG;3	N;SG
بیان	akun	بیان	akun	N;NOM;MASC;SG;3	N;SG
بیان	narasi	بیان	narasi	N;NOM;MASC;SG;3	N;SG
بیان	pernyataan	بیان	pernyataan	N;NOM;MASC;SG;3	N;SG
بیاہ	nikah	بیاہ	nikah	N;NOM;MASC;SG;3	N;SG
بیاہ	perkawinan	بیاہ	perkawinan	N;NOM;MASC;SG;3	N;SG
بیاہ	nikah	بیاہ	nikah	N;NOM;MASC;SG;3	N;SG
بیاہ	pernikahan	بیاہ	pernikahan	N;NOM;MASC;SG;3	N;SG
بیاہ	nikah	بیاہ	nikah	N;NOM;MASC;SG;3	N;SG
بیاہ	perkawinan	بیاہ	perkawinan	N;NOM;MASC;SG;3	N;SG
بیاہ	nikah	بیاہ	nikah	N;NOM;MASC;SG;3	N;SG
بیاہ	pernikahan	بیاہ	pernikahan	N;NOM;MASC;SG;3	N;SG
بیاہ	pernikahan	بیاہ	pernikahan	N;NOM;MASC;SG;3	N;SG
بِیاہنا	nikahi	بِیاہنا	nikahi	V;SG;NFIN;ACT	V;SG;ACT
بِیاہنا	menikah	بِیاہنا	mennikah	V;SG;NFIN;ACT	V;SG;ACT
بِیتنا	lulus	بِیتنا	lulus	V;NFIN;ACT	V;SG
بیٹا	bocah	بیٹا	bocah	N;NOM;MASC;SG;3	N
بیٹا	anakan	بیٹا	anakan	N;NOM;MASC;SG;3	N;SG
بیٹا	anak	بیٹا	anak	N;NOM;MASC;SG;3	N;SG
بیٹا	bocah	بیٹا	bocah	N;NOM;MASC;SG;3	N
بیٹا	putra	بیٹا	putra	N;NOM;MASC;SG;3	N;SG
بیٹا	anak	بیٹا	anak	N;NOM;MASC;SG;3	N;SG
بیٹا	anakan	بیٹا	anakan	N;NOM;MASC;SG;3	N;SG
بیٹا	anak	بیٹا	anak	N;NOM;MASC;SG;3	N;SG
بیٹی	gadis	بیٹی	gadis	N;NOM;FEM;SG;3	N;SG
بیٹی	gadis	بیٹی	gadis	N;NOM;FEM;SG;3	N;SG
بَیٹھنا	berjudi	بَیٹھ	berjudi	V;NFIN	V;SG;ACT
بَیٹھنا	kurangi	بَیٹھ	kurangi	V;NFIN	V;SG;ACT
بَیٹھنا	mengurangi	بَیٹھ	menkurangi	V;NFIN	V;SG;ACT
بَیٹھنا	menurun	بَیٹھ	menturun	V;NFIN	V;SG;ACT
بَیٹھنا	berkurang	بَیٹھ	berkurang	V;NFIN	V;SG;ACT
بَیٹھنا	menetaskan	بَیٹھ	mentetaskan	V;NFIN	V;SG;ACT
بَیٹھنا	jatuh	بَیٹھ	jatuh	V;NFIN	V;SG;ACT
بَیٹھنا	mereda	بَیٹھ	menreda	V;NFIN	V;SG;ACT
بِیجنا	menabur	بِیج	mentabur	V;NFIN;ACT	V;SG;ACT
بیخ	asal	بیخ	asal	N;NOM;MASC;SG;3	N;SG
بیخ	sumber	بیخ	sumber	N;NOM;MASC;SG;3	N;SG
بیخ	keturunan	بیخ	keturunan	N;NOM;MASC;SG;3	N;SG
بیخ	akar	بیخ	akar	N;NOM;MASC;SG;3	N;SG
بیخ	fondasi	بیخ	fondasi	N;NOM;MASC;SG;3	N;SG
بیخ	yayasan	بیخ	yayasan	N;NOM;MASC;SG;3	N;SG
بیخ	pondasi	بیخ	pondasi	N;NOM;MASC;SG;3	N;SG
بیدار	waspada	بیدار	waspada	ADJ	ADJ;SG
بیدارمغز	bijak	بیدارمغز	bijak	ADJ	ADJ;SG
بیدارمغز	bijaksana	بیدارمغز	bijaksana	ADJ	ADJ;SG
بیدارمغز	cerdas	بیدارمغز	cerdas	ADJ	ADJ;SG
بیداری	kebangkitan	بیداری	kebangkitan	N;NOM;MASC;SG;3	N;SG
بیداری	kewaspadaan	بیداری	kewaspadaan	N;NOM;MASC;SG;3	N;SG
بیرونی	asing	بیرونی	asing	ADJ	ADJ;SG
بیڑا	rakit	بیڑا	rakit	N;NOM;MASC;SG;3	N;SG
بیڑھنا	mengelilingi	بیڑھ	menkelilingi	V;SG;NFIN;ACT	V;SG;ACT
بیڑھنا	mengepung	بیڑھ	menkepung	V;SG;NFIN;ACT	V;SG;ACT
بیگانگی	ketidakpedulian	بیگانگی	pastian	N;NOM;MASC;SG;3	N;SG
بیگانگی	keterasingan	بیگانگی	keterasingan	N;NOM;MASC;SG;3	N;SG
بیگانہ	asing	بیگانہ	asing	ADJ	ADJ;SG
بیگانہ	asing	بیگانہ	asing	ADJ	ADJ;SG
بیگانہ	aneh	بیگانہ	aneh	ADJ	ADJ;SG
بیگانہ	asing	بیگانہ	asing	ADJ	ADJ;SG
بیگانہ	asing	بیگانہ	asing	ADJ	ADJ;SG
بیگانہ	aneh	بیگانہ	aneh	ADJ	ADJ;SG
دوربین	teropong	دوربین	teropong	N;NOM;FEM;SG;3	N;SG
