sunt	हैं	fi	है	V;IND;PL;3;PRS;FIN	V;IND;PL;3;PRS;FIN;ACT
baiat	लड़का	baiat	लड़का	N;INDF;MASC;SG	N;NOM;MASC;SG;3
folclor	लोकगीत	folclor	लोकगीत	N;INDF;MASC;SG	N;NOM;MASC;SG;3
observatii	टिप्पणियां	observat	टिप्पणी	N;INDF;FEM;PL	N;NOM;FEM;PL;3
observatii	टिप्पणियाँ	observat	टिप्पणी	N;INDF;FEM;PL	N;NOM;FEM;PL;3
fair	मेले	fair	मेला	N;INDF;MASC;SG	N;NOM;MASC;SG;3
fair	मेला	fair	मेला	N;INDF;MASC;SG	N;NOM;MASC;SG;3
incendiu	फायर	incendiu	फायर	N;INDF;MASC;SG	N;NOM;FEM;SG;3
incendiu	आग	incendiu	आग	N;INDF;MASC;SG	N;NOM;FEM;SG;3
canale	चैनलों	canal	चैनल	N;INDF;FEM;PL	N;ACC;MASC;PL;3
canale	चैनल्स	canal	चैनल	N;INDF;FEM;PL	N;NOM;MASC;PL;3
ecran	स्क्रीन	ecran	स्क्रीन	N;INDF;MASC;SG	N;NOM;MASC;SG;3
clasificata	वर्गीकृत	clasificat	वर्गीकृत	ADJ;DEF;FEM;SG	ADJ
voluntari	स्वयंसेवकों	voluntar	स्वयंसेवक	N;INDF;MASC;PL	N;ACC;MASC;PL;3
beton	कंक्रीट	beton	कंक्रीट	N;INDF;MASC;SG	N;NOM;MASC;SG;3
auzit	सुना	auzi	सुन	V;MASC;SG;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
strat	लेयर	strat	लेयर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
strat	परत	strat	परत	N;INDF;MASC;SG	N;NOM;FEM;SG;3
semi	अर्ध	semi	अर्ध		
semi	अर्द्ध	semi	अर्द्ध		
semi	सेमी	semi	सेमी		
plastic	प्लास्टिक	plastic	प्लास्टिक	N;INDF;MASC;SG	N;NOM;MASC;SG;3
plastic	प्लास्टिक	plastic	प्लास्टिक	N;INDF;MASC;SG	N;NOM;MASC;SG;3
eseist	essayist	eseist	essayist	N;INDF;MASC;SG	N;NOM;MASC;SG;3
probe	नमूने	probă	नमूना	N;INDF;FEM;PL	N;NOM;MASC;PL;3
probe	साक्ष्य	probă	साक्ष्य	N;INDF;FEM;PL	N;NOM;MASC;PL;3
limitat	सीमित	limita	सीमित	ADJ;INDF;MASC;SG	ADJ
expus	उजागर	expune	उजागर	ADJ;INDF;MASC;SG	ADJ
mile	माइल	milă	माइल		
pan	पैन	pan	पैन		
pan	पण	pan	पण		
grupe	समूहों	grupă	समूह	N;INDF;FEM;PL	N;ACC;MASC;PL;3
institut	इंस्टीट्यूट	institut	इंस्टीट्यूट	N;INDF;MASC;SG	N;NOM;MASC;SG;3
fructe	फलों	fruct	फल	N;INDF;FEM;PL	N;ACC;MASC;PL;3
conferinte	सम्मेलनों	conferinte	सम्मेलन	N;INDF;FEM;PL	N;ACC;MASC;PL;3
conferinte	सम्मेलनों	conferinte	सम्मेलन	N;INDF;FEM;PL	N;ACC;MASC;PL;3
rachete	मिसाइलों	rachet	मिसाइल	N;INDF;FEM;PL	N;ACC;FEM;PL;3
rachete	मिसाइलें	rachet	मिसाइल	N;INDF;FEM;PL	N;NOM;FEM;PL;3
particule	कणों	particulă	कण	N;INDF;FEM;PL	N;NOM;MASC;PL;3
rauri	नहरें	raură	नहर	N;INDF;FEM;PL	N;NOM;FEM;PL;3
rauri	नदियाँ	raură	नदी	N;INDF;FEM;PL	N;NOM;FEM;PL;3
forum	फोरम	forum	फोरम	N;INDF;MASC;SG	N;NOM;FEM;SG;3
forum	मंच	forum	मंच	N;INDF;MASC;SG	N;NOM;MASC;SG;3
combustibil	ईंधन	combustibil	ईंधन	N;INDF;MASC;SG	N;NOM;MASC;SG;3
sin	गुनाह	sin	गुनाह		
sin	सिन	sin	सिन		
distins	विशिष्ट	distins	विशिष्ट	ADJ;INDF;MASC;SG	ADJ
unelte	उपकरण	unealtă	उपकरण	N;INDF;FEM;PL	N;NOM;MASC;PL;3
unelte	टूल्स	unealtă	टूल्स	N;INDF;FEM;PL	N;NOM;MASC;PL;3
ucide	मारो	ucide	मार	V;IND;SG;3;PRS;FIN	V;SG;FIN;ACT
ucide	मार	ucide	मार	V;IND;SG;3;PRS;FIN	V;ACT
ucide	मार	ucide	मार	V;IND;SG;3;PRS;FIN	V;ACT
dispozitiv	युक्ति	dispozitiv	युक्ति	N;INDF;MASC;SG	N;NOM;FEM;SG;3
dispozitiv	डिवाइस	dispozitiv	डिवाइस	N;INDF;MASC;SG	N;NOM;MASC;SG;3
dispozitiv	यंत्र	dispozitiv	यंत्र	N;INDF;MASC;SG	N;NOM;MASC;SG;3
zei	देवताओं	zeu	देवता	N;INDF;MASC;PL	N;ACC;MASC;PL;3
dulce	मधुर	dulce	मधुर		
dulce	स्वीट	dulce	स्वीट		
côtes	côtes	côtes	côtes		
unu	एक	unu	एक	NUM;MASC;SG	NUM
angel	देवदूत	angel	देवदूत	N;INDF;MASC;SG	N;NOM;MASC;SG;3
corporation	कॉर्पोरेशन	corporation	कॉर्पोरेशन	N;INDF;MASC;SG	N;NOM;MASC;SG;3
corporation	कारपोरेशन	corporation	कारपोरेशन	N;INDF;MASC;SG	N;NOM;MASC;SG;3
corporation	निगम	corporation	निगम	N;INDF;MASC;SG	N;NOM;MASC;SG;3
dramatic	नाटकीय	dramatic	नाटकीय	ADJ;INDF;MASC;SG	ADJ;NOM
corespunzator	उपयुक्त	corespunzator	उपयुक्त	ADJ;INDF;MASC;SG	ADJ
corespunzator	उचित	corespunzator	उचित	ADJ;INDF;MASC;SG	ADJ;NOM
corespunzator	सम्बन्धित	corespunzator	संबन्धित	ADJ;INDF;MASC;SG	ADJ
african	अफ्रीकी	african	अफ्रीकी	ADJ;INDF;MASC;SG	ADJ
turnuri	मीनारें	turn	मीनार	N;INDF;FEM;PL	N;NOM;FEM;PL;3
desert	मिठाई	desert	मिठा	N;INDF;MASC;SG	N;NOM;FEM;SG;3
desert	रेगिस्तान	desert	रेगिस्तान	N;INDF;MASC;SG	N;NOM;MASC;SG;3
desert	मरुस्थल	desert	मरुस्थल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
desert	रेगिस्तान	desert	रेगिस्तान	N;INDF;MASC;SG	N;NOM;MASC;SG;3
desert	मरुस्थल	desert	मरुस्थल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
afectat	प्रभावित	afecta	प्रभावित	ADJ;INDF;MASC;SG	ADJ
roci	चट्टानें	rocă	चट्टान	N;INDF;FEM;PL	N;NOM;FEM;PL;3
albi	सफेद	alb	सफेद		
albi	श्वेत	alb	श्वेत		
filozof	दार्शनिक	filozof	दार्शनिक	N;INDF;MASC;SG	N;NOM;MASC;SG;3
aplicata	लागू	aplicat	लागू	ADJ;DEF;FEM;SG	ADJ
decizii	फैसले	decizie	फैसला	N;INDF;FEM;PL	N;NOM;MASC;PL;3
definita	परिभाषित	definita	परिभाषित	ADJ;DEF;FEM;SG	ADJ
sky	आकाश	sky	आकाश	N;INDF;MASC;SG	N;NOM;MASC;SG;3
sky	आसमान	sky	आसमान	N;INDF;MASC;SG	N;NOM;MASC;SG;3
voci	आवाज़ें	voce	आवाज़	N;INDF;FEM;PL	N;NOM;FEM;PL;3
solare	सौर	solar	सौर	N;INDF;FEM;PL	N;NOM;MASC
aparate	उपकरण	apara	उपकरण	N;INDF;FEM;PL	N;NOM;MASC;PL;3
initiale	प्रारंभिक	initial	प्रारंभिक	ADJ;INDF;FEM;PL	ADJ;NOM
statistici	आंकड़े	statistică	आंकड़ा	N;INDF;FEM;PL	N;NOM;MASC;PL;3
statistici	आंकड़े	statistică	आंकड़ा	N;INDF;FEM;PL	N;NOM;MASC;PL;3
traduse	अनुवादित	traduce	अनुवादित	ADJ;INDF;FEM;PL	ADJ
elaborat	जटिल	elabora	जटिल	ADJ;INDF;MASC;SG	ADJ
elaborat	विस्तृत	elabora	विस्तृत	ADJ;INDF;MASC;SG	ADJ
extreme	चरम	extremă	चरम		
comportament	व्यवहार	comportament	व्यवहार	N;INDF;MASC;SG	N;NOM;MASC;SG;3
comportament	बर्ताव	comportament	बर्ताव	N;INDF;MASC;SG	N;NOM;MASC;SG;3
comportament	आचरण	comportament	आचरण	N;INDF;MASC;SG	N;NOM;MASC;SG;3
comportament	व्यवहार	comportament	व्यवहार	N;INDF;MASC;SG	N;NOM;MASC;SG;3
comportament	बर्ताव	comportament	बर्ताव	N;INDF;MASC;SG	N;NOM;MASC;SG;3
laborator	प्रयोगशाला	laborator	प्रयोगशाला	N;INDF;MASC;SG	N;NOM;FEM;SG;3
laborator	लैब	laborator	लैब	N;INDF;MASC;SG	N;NOM;FEM;SG;3
operator	आपरेटर	operator	आपरेटर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
operator	ऑपरेटर	operator	ऑपरेटर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
consum	उपभोग	consum	उपभोग	N;INDF;MASC;SG	N;NOM;MASC;SG;3
consum	खपत	consum	खपत	N;INDF;MASC;SG	N;NOM;FEM;SG;3
amintiri	यादें	amintire	याद	N;INDF;FEM;PL	N;NOM;FEM;PL;3
hidrogen	हाइड्रोजन	hidrogen	हाइड्रोजन	N;INDF;MASC;SG	N;NOM;MASC;SG;3
ferestre	खिड़कियाँ	fereastră	खिड़की	N;INDF;FEM;PL	N;NOM;FEM;PL;3
masive	विशाल	masiv	विशाल	ADJ;INDF;FEM;PL	ADJ;NOM
economist	अर्थशास्त्री	economist	अर्थशास्त्री	N;INDF;MASC;SG	N;NOM;MASC;SG;3
separata	अलग	separată	अलग	ADJ;DEF;FEM;SG	ADJ
indreptat	इंगित	indrepta	इंगित	ADJ;INDF;MASC;SG	ADJ
mamifere	स्तनधारियों	mamifer	स्तनधारी	N;INDF;FEM;PL	N;ACC;MASC;PL;3
mamifere	स्तनधारी	mamifer	स्तनधारी	N;INDF;FEM;PL	N;NOM;MASC;PL;3
romancier	उपन्यासकार	romancier	उपन्यासकार	N;INDF;MASC;SG	N;NOM;MASC;SG;3
frecvente	आम	frecvent	आम	ADJ;INDF;FEM;PL	ADJ
ocupate	व्यस्त	ocupat	व्यस्त	ADJ;INDF;FEM;PL	ADJ
trimise	भेजी	trimite	भेज	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;V.PTCP;ACT
trimise	भेजा	trimite	भेज	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;V.PTCP;ACT
mountain	पर्वत	mountain	पर्वत	N;INDF;MASC;SG	N;NOM;MASC;SG;3
mountain	पहाड़	mountain	पहाड	N;INDF;MASC;SG	N;NOM;MASC;SG;3
jurist	विधिवेत्ता	jurist	विधिवेत्ता	N;INDF;MASC;SG	N;NOM;MASC;SG;3
efort	प्रयास	efort	प्रयास	N;INDF;MASC;SG	N;NOM;MASC;SG;3
efort	प्रयत्न	efort	प्रयत्न	N;INDF;MASC;SG	N;NOM;MASC;SG;3
academy	अकादमी	academy	अकादमी	N;INDF;MASC;SG	N;NOM;FEM;SG;3
eroi	वीरों	erou	वीर	N;INDF;MASC;PL	N;ACC;MASC;PL;3
match	माचिस	match	माचिस	N;INDF;MASC;SG	N;NOM;FEM;SG;3
match	मिलान	match	मिलान	N;INDF;MASC;SG	N;NOM;MASC;SG;3
match	मैच	match	मैच	N;INDF;MASC;SG	N;NOM;MASC;SG;3
echipamente	उपकरण	echipament	उपकरण	N;INDF;FEM;PL	N;NOM;MASC;PL;3
cross	पार	cross	पार	N;INDF;MASC;SG	N;NOM;MASC;SG;3
tren	ट्रेन	tren	ट्रेन	N;INDF;MASC;SG	N;NOM;FEM;SG;3
tren	रेलगाड़ी	tren	रेलगाड़ी	N;INDF;MASC;SG	N;NOM;FEM;SG;3
strazi	सड़कें	strad	सड़क	N;INDF;FEM;PL	N;NOM;FEM;PL;3
strazi	गलियां	strad	गली	N;INDF;FEM;PL	N;NOM;FEM;PL;3
strazi	गलियों	strad	गली	N;INDF;FEM;PL	N;ACC;FEM;PL;3
strazi	सड़कें	strad	सड़क	N;INDF;FEM;PL	N;NOM;FEM;PL;3
strazi	गलियां	strad	गली	N;INDF;FEM;PL	N;NOM;FEM;PL;3
strazi	गलियों	strad	गली	N;INDF;FEM;PL	N;ACC;FEM;PL;3
portar	गोलकीपर	portar	गोलकीपर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
playstation	प्लेस्टेशन	playstation	प्लेस्टेशन	N;INDF;MASC;SG	N;NOM;MASC;SG;3
simboluri	प्रतीकों	simbol	प्रतीक	N;INDF;FEM;PL	N;ACC;MASC;PL;3
hip	हिप	hip	हिप		
ziduri	दीवारों	zid	दीवार	N;INDF;FEM;PL	N;ACC;FEM;PL;3
ziduri	दीवारें	zid	दीवार	N;INDF;FEM;PL	N;NOM;FEM;PL;3
suflet	आत्मा	suflet	आत्मा	N;INDF;MASC;SG	N;NOM;FEM;SG;3
folk	लोक	folk	लोक	N;INDF;MASC;SG	N;NOM;MASC;SG;3
legale	कानूनी	legal	कानूनी	ADJ;INDF;FEM;PL	ADJ;NOM
organism	जिस्म	organism	जिस्म	N;INDF;MASC;SG	N;NOM;MASC;SG;3
organism	बॉडी	organism	बॉडी	N;INDF;MASC;SG	N;NOM;FEM;SG;3
organism	शरीर	organism	शरीर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
organism	जीव	organism	जीव	N;INDF;MASC;SG	N;NOM;MASC;SG;3
deces	निधन	deces	निधन	N;INDF;MASC;SG	N;NOM;MASC;SG;3
deces	मृत्यु	deces	मृत्यु	N;INDF;MASC;SG	N;NOM;FEM;SG;3
deces	मौत	deces	मौत	N;INDF;MASC;SG	N;NOM;FEM;SG;3
pui	मुर्गी	pune	मुर्गी		
dedicate	समर्पित	dedica	समर्पित	ADJ;INDF;FEM;PL	ADJ
primite	प्राप्त	primit	प्राप्त	ADJ;INDF;FEM;PL	ADJ
imam	इमाम	imam	इमाम	N;INDF;MASC;SG	N;NOM;MASC;SG;3
automobile	ऑटोमोबाइल्स	automobil	ऑटोमोबाइल	N;INDF;FEM;PL	N;NOM;MASC;PL;3
viu	जिंदा	viu	जिंदा	ADJ;INDF;MASC;SG	ADJ
caine	कुत्ता	caină	कुत्ता	N;INDF;MASC;SG	N;NOM;MASC;SG;3
caine	कुत्ते	caină	कुत्ता	N;INDF;MASC;SG	N;NOM;MASC;SG;3
caine	कुत्ता	caină	कुत्ता	N;INDF;MASC;SG	N;NOM;MASC;SG;3
caine	कुत्ते	caină	कुत्ता	N;INDF;MASC;SG	N;NOM;MASC;SG;3
interese	रुचियाँ	interes	रुची	N;INDF;FEM;PL	N;NOM;FEM;PL;3
interese	रुचियों	interes	रुची	N;INDF;FEM;PL	N;ACC;FEM;PL;3
corpuri	लाशें	corp	लाश	N;INDF;FEM;PL	N;NOM;FEM;PL;3
figuri	आंकड़े	figură	आंकड़ा	N;INDF;FEM;PL	N;NOM;MASC;PL;3
sound	ध्वनि	sound	ध्वनि	N;INDF;MASC;SG	N;NOM;FEM;SG;3
cupru	ताँबा	cupru	ताँबा	N;INDF;MASC;SG	N;NOM;MASC;SG;3
cupru	कॉपर	cupru	कॉपर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
cupru	तांबे	cupru	तांबे	N;INDF;MASC;SG	N;NOM;MASC;SG;3
suprafete	सतहों	suprafet	सतह	N;INDF;FEM;PL	N;ACC;FEM;PL;3
suprafete	सतहों	suprafet	सतह	N;INDF;FEM;PL	N;ACC;FEM;PL;3
cimitir	कब्रिस्तान	cimitir	कब्रिस्तान	N;INDF;MASC;SG	N;NOM;MASC;SG;3
situri	साइटें	situr	साइट	N;INDF;FEM;PL	N;NOM;FEM;PL;3
situri	साइट्स	situr	साइट	N;INDF;FEM;PL	N;NOM;MASC;PL;3
interval	सीमा	interval	सीमा	N;INDF;MASC;SG	N;NOM;FEM;SG;3
interval	दायरा	interval	दायरा	N;INDF;MASC;SG	N;NOM;MASC;SG;3
interval	अंतराल	interval	अंतराल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
picior	टांग	picior	टांग	N;INDF;MASC;SG	N;NOM;FEM;SG;3
picior	लेग	picior	लेग	N;INDF;MASC;SG	N;NOM;MASC;SG;3
profit	लाभ	profit	लाभ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
triburi	जनजातियों	trib	जनजाति	N;INDF;FEM;PL	N;ACC;FEM;PL;3
editorial	संपादकीय	editorial	संपादकीय	N;INDF;MASC;SG	N;NOM;MASC;SG;3
respect	इज्जत	respect	इज्जत	N;INDF;MASC;SG	N;NOM;FEM;SG;3
respect	सम्मान	respect	सम्मान	N;INDF;MASC;SG	N;NOM;MASC;SG;3
constituita	गठित	constituita	गठित	ADJ;DEF;FEM;SG	ADJ
summer	summer	summer	summer		
summer	ग्रीष्म	summer	ग्रीष्म		
fabrici	कारखानों	fabrică	कारखाना	N;INDF;FEM;PL	N;ACC;MASC;PL;3
consens	सर्वसम्मति	consens	सर्वसम्मति	N;INDF;MASC;SG	N;NOM;FEM;SG;3
ambasador	राजदूत	ambasador	राजदूत	N;INDF;MASC;SG	N;NOM;MASC;SG;3
ambasador	दूत	ambasador	दूत	N;INDF;MASC;SG	N;NOM;MASC;SG;3
reactii	प्रतिक्रियाएँ	reactie	प्रतिक्रिया	N;INDF;FEM;PL	N;NOM;FEM;PL;3
reactii	प्रतिक्रियाएँ	reactie	प्रतिक्रिया	N;INDF;FEM;PL	N;NOM;FEM;PL;3
insemnand	अर्थ	insemna	अर्थ		
discurs	भाषण	discurs	भाषण	N;INDF;MASC;SG	N;NOM;MASC;SG;3
calugari	भिक्षुओं	calugar	भिक्षु	N;INDF;MASC;PL	N;ACC;MASC;PL;3
echilibru	बैलेंस	echilibru	बैलेंस	N;INDF;MASC;SG	N;NOM;MASC;SG;3
echilibru	संतुलन	echilibru	संतुलन	N;INDF;MASC;SG	N;NOM;MASC;SG;3
arbori	पेड़ों	arbor	पेड़	N;INDF;MASC;PL	N;ACC;MASC;PL;3
tablou	चित्रकारी	tablou	चित्रकारी	N;INDF;MASC;SG	N;NOM;FEM;SG;3
tablou	चित्रकला	tablou	चित्रकला	N;INDF;MASC;SG	N;NOM;FEM;SG;3
tablou	पेंटिंग	tablou	पेंटिंग	N;INDF;MASC;SG	N;NOM;FEM;SG;3
juridic	कानूनी	juridic	कानूनी	ADJ;INDF;MASC;SG	ADJ;NOM
eagle	चील	eaglă	चील		
eagle	ईगल	eaglă	ईगल		
diferente	भिन्नताएं	diferent	भिन्नता	N;INDF;FEM;PL	N;NOM;FEM;PL;3
diferente	मतभेद	diferent	मतभेद	N;INDF;FEM;PL	N;NOM;MASC;PL;3
diferente	भिन्नताएं	diferent	भिन्नता	N;INDF;FEM;PL	N;NOM;FEM;PL;3
diferente	मतभेद	diferent	मतभेद	N;INDF;FEM;PL	N;NOM;MASC;PL;3
mars	मुक़ाबला	mars	मुक़ाबला	N;INDF;MASC;SG	N;NOM;MASC;SG;3
navy	नौसेना	navy	नौसेना	N;INDF;MASC;SG	N;NOM;FEM;SG;3
deceniu	दशक	deceniu	दशक	N;INDF;MASC;SG	N;NOM;MASC;SG;3
lant	चेन	lant	चेन	N;INDF;MASC;SG	N;NOM;FEM;SG;3
lant	चेन	lant	चेन	N;INDF;MASC;SG	N;NOM;FEM;SG;3
introduceti	एंटर	introduce	एंटर		
transfer	ट्रांसफर	transfer	ट्रांसफर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
transfer	स्थानांतरण	transfer	स्थानांतरण	N;INDF;MASC;SG	N;NOM;MASC;SG;3
transfer	हस्तांतरण	transfer	हस्तांतरण	N;INDF;MASC;SG	N;NOM;MASC;SG;3
transfer	ट्रांसफ़र	transfer	ट्रांसफ़र	N;INDF;MASC;SG	N;NOM;MASC;SG;3
muzicieni	संगीतकारों	muzician	संगीतकार	N;INDF;MASC;PL	N;ACC;MASC;PL;3
self	स्व	self	स्व		
self	स्वयं	self	स्वयं		
self	स्वः	self	स्वः		
juventus	जुवेंटस	juvent	जुवेंटस	N;INDF;MASC;SG	N;NOM;MASC;SG;3
numarat	गिना	numarat	गिना	V;MASC;SG;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
numarat	गिने	numarat	गिन	V;MASC;SG;V.PTCP	V;MASC;SG;FIN;ACT
numarat	गिना	numarat	गिना	V;MASC;SG;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
numarat	गिने	numarat	गिन	V;MASC;SG;V.PTCP	V;MASC;SG;FIN;ACT
util	उपयोगी	util	उपयोगी	ADJ;INDF;MASC;SG	ADJ
util	उपयोगी	util	उपयोगी	ADJ;INDF;MASC;SG	ADJ
etaj	फर्श	etaj	फर्श	N;INDF;MASC;SG	N;NOM;MASC;SG;3
etaj	तल	etaj	तल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
etaj	मंजिल	etaj	मंजिल	N;INDF;MASC;SG	N;NOM;FEM;SG;3
gene	पलकें	geană	पलक	N;INDF;FEM;PL	N;NOM;FEM;PL;3
blood	खून	blood	खून	N;INDF;MASC;SG	N;NOM;MASC;SG;3
blood	रक्त	blood	रक्त	N;INDF;MASC;SG	N;NOM;MASC;SG;3
slaba	कमजोर	slab	कमजोर	ADJ;DEF;FEM;SG	ADJ
slaba	कमजोर	slab	कमजोर	ADJ;DEF;FEM;SG	ADJ
pat	पलंग	pat	पलंग	N;INDF;MASC;SG	N;NOM;MASC;SG;3
pat	बिस्तर	pat	बिस्तर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
pat	bed	pat	bed	N;INDF;MASC;SG	N;NOM;MASC;SG;3
elev	विद्यार्थी	elev	विद्यार्थी	N;INDF;MASC;SG	N;NOM;MASC;SG;3
extinsa	विस्तारित	extinsa	विस्तारित	ADJ;DEF;FEM;SG	ADJ
extinsa	विस्तारित	extinsa	विस्तारित	ADJ;DEF;FEM;SG	ADJ
planete	ग्रहों	planetă	ग्रह	N;INDF;FEM;PL	N;ACC;MASC;PL;3
blog	चिट्ठा	blog	चिट्ठा	N;INDF;MASC;SG	N;NOM;MASC;SG;3
blog	ब्लॉग	blog	ब्लॉग	N;INDF;MASC;SG	N;NOM;MASC;SG;3
continent	महाद्वीप	continent	महाद्वीप	N;INDF;MASC;SG	N;NOM;MASC;SG;3
exterioare	बाहरी	exterior	बाहरी	ADJ;INDF;FEM;PL	ADJ;NOM
fragment	टुकड़ा	fragment	टुकडा	N;INDF;MASC;SG	N;NOM;MASC;SG;3
botez	बपतिस्मा	botez	बपतिस्मा	N;INDF;MASC;SG	N;NOM;MASC;SG;3
botez	नामकरण	botez	नामकरण	N;INDF;MASC;SG	N;NOM;MASC;SG;3
mentinut	कायम	mentinut	कायम	ADJ;INDF;MASC;SG	ADJ
soul	आत्मा	sou	आत्मा	N;INDF;MASC;SG	N;NOM;FEM;SG;3
coarde	स्ट्रिंग्स	coardă	स्ट्रिंग	N;INDF;FEM;PL	N;NOM;MASC;PL;3
geschichte	geschichte	geschichte	geschichte	N;INDF;MASC;SG	N;NOM;MASC;SG;3
utile	उपयोगी	util	उपयोगी	ADJ;INDF;FEM;PL	ADJ
batalii	लड़ाइयों	batalie	लड़ाई	N;INDF;FEM;PL	N;ACC;FEM;PL;3
nazist	नाजी	nazist	नाजी	N;INDF;MASC;SG	N;NOM;MASC;SG;3
rea	खराब	rău	खराब	ADJ;INDF;FEM;SG	ADJ
atribuit	आबंटित	atribui	आबंटित	ADJ;INDF;MASC;SG	ADJ
cifre	आंकड़े	cifră	आंकड़ा	N;INDF;FEM;PL	N;NOM;MASC;PL;3
implicate	शामिल	implicat	शामिल	ADJ;INDF;FEM;PL	ADJ
que	कुए	que	कुआ		
field	फील्ड	field	फील्ड	N;INDF;MASC;SG	N;NOM;MASC;SG;3
field	फ़ील्ड	field	फ़ील्ड	N;INDF;MASC;SG	N;NOM;MASC;SG;3
accent	लहजा	accent	लहजा	N;INDF;MASC;SG	N;NOM;MASC;SG;3
aplicate	लागू	aplicat	लागू	ADJ;INDF;FEM;PL	ADJ
anime	दुश्मनी	animă	दुश्मनी	N;INDF;MASC;SG	N;NOM;FEM;SG;3
alcool	शराब	alcool	शराब	N;INDF;MASC;SG	N;NOM;FEM;SG;3
alcool	दारू	alcool	दारू	N;INDF;MASC;SG	N;NOM;MASC;SG;3
remarcabile	उल्लेखनीय	remarcabil	उल्लेखनीय	ADJ;INDF;FEM;PL	ADJ
moduri	तरीके	mod	तरीका	N;INDF;FEM;PL	N;NOM;MASC;PL;3
complexa	जटिल	complex	जटिल	ADJ;DEF;FEM;SG	ADJ
nobil	प्रतिष्ठित	nobil	प्रतिष्ठित	ADJ;INDF;MASC;SG	ADJ
marcata	चिह्नित	marcata	चिह्नित	ADJ;DEF;FEM;SG	ADJ
fundal	पृष्ठभूमि	fundal	पृष्ठभूमि	N;INDF;MASC;SG	N;NOM;FEM;SG;3
full	फुल	full	फुल		
fisiere	फ़ाइलें	fisier	फााइल	N;INDF;FEM;PL	N;NOM;FEM;PL;3
fisiere	फाइलें	fisier	फाइल	N;INDF;FEM;PL	N;NOM;FEM;PL;3
fisiere	फ़ाइलें	fisier	फााइल	N;INDF;FEM;PL	N;NOM;FEM;PL;3
fisiere	फाइलें	fisier	फाइल	N;INDF;FEM;PL	N;NOM;FEM;PL;3
greseli	गलतियां	greseală	गलती	N;INDF;FEM;PL	N;NOM;FEM;PL;3
greseli	ग़लतियों	greseală	ग़लती	N;INDF;FEM;PL	N;ACC;FEM;PL;3
greseli	गलतियाँ	greseală	गलती	N;INDF;FEM;PL	N;NOM;FEM;PL;3
greseli	गलतियां	greseală	गलती	N;INDF;FEM;PL	N;NOM;FEM;PL;3
greseli	ग़लतियों	greseală	ग़लती	N;INDF;FEM;PL	N;ACC;FEM;PL;3
greseli	गलतियाँ	greseală	गलती	N;INDF;FEM;PL	N;NOM;FEM;PL;3
caini	कुत्तों	cain	कुत्त	N;INDF;MASC;PL	N;ACC;MASC;PL;3
caini	कुत्तों	cain	कुत्त	N;INDF;MASC;PL	N;ACC;MASC;PL;3
pin	चीड़	pin	चीड़	N;INDF;MASC;SG	N;NOM;MASC;SG;3
pin	पिन	pin	पिन	N;INDF;MASC;SG	N;NOM;MASC;SG;3
administratori	प्रशासकों	administrator	प्रशासक	N;INDF;MASC;PL	N;ACC;MASC;PL;3
contrast	विरोध	contrast	विरोध	N;INDF;MASC;SG	N;NOM;MASC;SG;3
contrast	कंट्रास्ट	contrast	कंट्रास्ट	N;INDF;MASC;SG	N;NOM;MASC;SG;3
server	सर्वर	server	सर्वर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
lideri	नेताओं	lider	नेता	N;INDF;MASC;PL	N;ACC;MASC;PL;3
lideri	नेता	lider	नेता	N;INDF;MASC;PL	N;NOM;MASC;PL;3
lux	लक्ज़री	lux	लक्ज़री	N;INDF;MASC;SG	N;NOM;MASC;SG;3
finalizat	पूरा	finaliza	पूरा	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
finalizat	समाप्त	finaliza	समाप्त	ADJ;INDF;MASC;SG	ADJ
extern	बाहरी	extern	बाहरी	ADJ;INDF;MASC;SG	ADJ;NOM
arii	क्षेत्रों	arie	क्षेत्र	N;INDF;FEM;PL	N;ACC;MASC;PL;3
curge	बहती	curge	बह	V;IND;SG;3;PRS;FIN	V;IPFV;FEM;SG;V.PTCP;ACT
curge	बहती	curge	बह	V;IND;SG;3;PRS;FIN	V;IPFV;FEM;SG;V.PTCP;ACT
localnici	स्थानीय	localnic	स्थानीय	ADJ;INDF;MASC;PL	ADJ;NOM
plural	बहुवचन	plural	बहुवचन	N;INDF;MASC;SG	N;NOM;MASC;SG;3
