اتھاہ	עמוק	اتھاہ	עמוק		
بہلانا	לשחזר	بہلانا	שחזר	V;SG;V.PTCP;ACT	V;NFIN;ACT
بہلانا	לבדר	بہلانا	בידר	V;SG;V.PTCP;ACT	V;NFIN;ACT
بہم	ביחד	بہم	ביחד		
بہنا	לדאות	بہ	דאה	V;PFV;MASC;SG;V.PTCP;ACT	V;NFIN;ACT
بہنا	להמיס	بہ	המיס	V;PFV;MASC;SG;V.PTCP;ACT	V;NFIN;ACT
بہنا	לצוף	بہ	צוף	V;PFV;MASC;SG;V.PTCP;ACT	V;NFIN;ACT
بہنا	לדאות	بہ	דאה	V;PFV;MASC;SG;V.PTCP;ACT	V;NFIN;ACT
بہنا	להמיס	بہ	המיס	V;PFV;MASC;SG;V.PTCP;ACT	V;NFIN;ACT
بہنا	לצוף	بہ	צוף	V;PFV;MASC;SG;V.PTCP;ACT	V;NFIN;ACT
بہیمانہ	אכזרי	بہیمانہ	אכזרי	ADJ	ADJ;MASC;SG
بہیمانہ	אכזרית	بہیمانہ	אכזרי	ADJ	ADJ;FEM;SG
بیار	הרוח	بیار	הרוח		
بیار	סופה	بیار	ספה		
بیاض	לבן	بیاض	לבן		
بیاض	לבנה	بیاض	לבן		
بیاض	נקיה	بیاض	נקיה		
بیاض	נקה	بیاض	נקה		
بیان	חשיפה	بیان	חשיפה	N;NOM;MASC;SG;3	N;FEM;SG
بیان	תיאור	بیان	תיאור	N;NOM;MASC;SG;3	N;MASC;SG
بیان	הכרזת	بیان	הכרזה	N;NOM;MASC;SG;3	N;PSSD;FEM;SG
بیان	הצהרת	بیان	הצהרה	N;NOM;MASC;SG;3	N;FEM;SG
بیان	הצהרה	بیان	הצהרה	N;NOM;MASC;SG;3	N;FEM;SG
بیان	ההצהרה	بیان	ההצהרה	N;NOM;MASC;SG;3	N;FEM;SG
بیان	חשיפה	بیان	חשיפה	N;NOM;MASC;SG;3	N;FEM;SG
بیان	תיאור	بیان	תיאור	N;NOM;MASC;SG;3	N;MASC;SG
بیان	הכרזת	بیان	הכרזה	N;NOM;MASC;SG;3	N;PSSD;FEM;SG
بیان	הצהרת	بیان	הצהרה	N;NOM;MASC;SG;3	N;FEM;SG
بیان	חשבון	بیان	חשבון	N;NOM;MASC;SG;3	N;MASC;SG
بیان	קריינות	بیان	קריינות	N;NOM;MASC;SG;3	N;FEM;SG
بیان	הצהרה	بیان	הצהרה	N;NOM;MASC;SG;3	N;FEM;SG
بیان	ההצהרה	بیان	ההצהרה	N;NOM;MASC;SG;3	N;FEM;SG
بیاہ	חתונה	بیاہ	חתונה	N;NOM;MASC;SG;3	N;FEM;SG
بیاہ	חתונה	بیاہ	חתונה	N;NOM;MASC;SG;3	N;FEM;SG
بیاہ	חתונה	بیاہ	חתונה	N;NOM;MASC;SG;3	N;FEM;SG
بِیاہنا	להתחתן	بِیاہنا	התחתן	V;SG;NFIN;ACT	V;NFIN
بیٹا	ילד	بیٹا	ילד	N;NOM;MASC;SG;3	N;MASC;SG
بیٹا	נער	بیٹا	נער	N;NOM;MASC;SG;3	N;MASC;SG
بیٹا	ילדה	بیٹا	ילד	N;NOM;MASC;SG;3	N;FEM;SG
بیٹا	ילד	بیٹا	ילד	N;NOM;MASC;SG;3	N;MASC;SG
بیٹا	ילד	بیٹا	ילד	N;NOM;MASC;SG;3	N;MASC;SG
بیٹا	נער	بیٹا	נער	N;NOM;MASC;SG;3	N;MASC;SG
بیٹا	ילדה	بیٹا	ילד	N;NOM;MASC;SG;3	N;FEM;SG
بیٹا	ילד	بیٹا	ילד	N;NOM;MASC;SG;3	N;MASC;SG
بیٹی	בחורה	بیٹی	בחורה	N;NOM;FEM;SG;3	N;FEM;SG
بیٹی	ילדה	بیٹی	ילד	N;NOM;FEM;SG;3	N;FEM;SG
بیٹی	נערה	بیٹی	נערה	N;NOM;FEM;SG;3	N;FEM;SG
بیٹی	בת	بیٹی	בת	N;NOM;FEM;SG;3	N;FEM;SG
بیٹی	בחורה	بیٹی	בחורה	N;NOM;FEM;SG;3	N;FEM;SG
بیٹی	ילדה	بیٹی	ילד	N;NOM;FEM;SG;3	N;FEM;SG
بیٹی	נערה	بیٹی	נערה	N;NOM;FEM;SG;3	N;FEM;SG
بَیٹھنا	לשבת	بَیٹھ	ישב	V;NFIN	V;NFIN;ACT
بَیٹھنا	להרהר	بَیٹھ	הרהר	V;NFIN	V;NFIN;ACT
بَیٹھنا	להפחית	بَیٹھ	הפחית	V;NFIN	V;NFIN;ACT
بَیٹھنا	תיפול	بَیٹھ	נפל	V;NFIN	V;FEM;SG;3;FUT;ACT
بَیٹھنا	ליפול	بَیٹھ	ליפול	V;NFIN	V;NFIN;ACT
بِیج	המקור	بِیج	המקור		
بِیج	המקור	بِیج	המקור		
بِیج	זרע	بِیج	זרע		
بِیج	זרע	بِیج	זרע		
بِیجنا	לזרוע	بِیج	זרע	V;NFIN;ACT	V;NFIN;ACT
بِیجنا	מעריץ	بِیج	מעריץ	V;NFIN;ACT	V;MASC;SG;V.PTCP;ACT
بِیچ	ביניים	بِیچ	ביניים		
بِیچ	האמצע	بِیچ	האמצע		
بِیچ	מרווח	بِیچ	מרווח		
بیچنا	מכור	بیچ	מכור		
بیخ	בסיס	بیخ	בסיס	N;NOM;MASC;SG;3	N;MASC;SG
بیخ	מקור	بیخ	מקור	N;NOM;MASC;SG;3	N;MASC;SG
بیخ	מקור	بیخ	מקור	N;NOM;MASC;SG;3	N;MASC;SG
بیخ	קרן	بیخ	קרן	N;NOM;MASC;SG;3	N;FEM;SG
بیدارمغز	ממולח	بیدارمغز	ממולח	ADJ	ADJ;MASC;SG
بیدارمغز	אינטליגנטית	بیدارمغز	אינטליגנטי	ADJ	ADJ;FEM;SG
بیدارمغز	אינטליגנטי	بیدارمغز	אינטליגנטי	ADJ	ADJ;MASC;SG
بیداری	התעוררות	بیداری	התעוררות	N;NOM;MASC;SG;3	N;FEM;SG
بیداری	ערנות	بیداری	ערנות	N;NOM;MASC;SG;3	N;FEM;SG
بِیر	אח	بِیر	אח		
بِیر	אחי	بِیر	אחי		
بِیر	בלחש	بِیر	בלחש		
بِیر	לחש	بِیر	לחש		
بِیرج	זרע	بِیرج	זרע		
بِیرج	כח	بِیرج	כוח		
بِیرج	power	بِیرج	power		
بِیرج	זרע	بِیرج	זרע		
بِیرج	כח	بِیرج	כוח		
بِیرن	אח	بِیرن	אח		
بِیرن	אחי	بِیرن	אחי		
بیرون	בחוץ	بیرون	בחוץ		
بیرونی	חיצוניים	بیرونی	חיצוני	ADJ	ADJ;MASC;PL
بیرونی	חיצוניות	بیرونی	חיצוני	ADJ	ADJ;FEM;PL
بیرونی	חיצוני	بیرونی	חיצוני	ADJ	ADJ;MASC;SG
بیرونی	החיצוניות	بیرونی	החיצוניות	ADJ	ADJ;FEM;PL
بیرونی	זר	بیرونی	זר	ADJ	ADJ;MASC;SG
بیڑا	רפסודה	بیڑا	רפסודה	N;NOM;MASC;SG;3	N;FEM;SG
بیڑھنا	להקיף	بیڑھ	הקיף	V;SG;NFIN;ACT	V;NFIN;ACT
بِیس	twenty	بِیس	גגקט		
بِیسوں	רבות	بڑیس	רב	N;ACC;MASC;PL;3	N;FEM;PL
بیسیوں	רבות	بیسی	רב	N;ACC;MASC;PL;3	N;FEM;PL
بیش	מעולה	بیش	מעולה		
بیش	נעלה	بیش	נעלה		
بیگانگی	אדישות	بیگانگی	אדישות	N;NOM;MASC;SG;3	N;FEM;SG
بیگانہ	זר	بیگانہ	זר	ADJ	ADJ;MASC;SG
بیگانہ	זר	بیگانہ	זר	ADJ	ADJ;MASC;SG
بیگانہ	זר	بیگانہ	זר	ADJ	ADJ;MASC;SG
بیگانہ	אקזוטי	بیگانہ	אקזוטי	ADJ	ADJ;MASC;SG
بیگانہ	מוזרה	بیگانہ	מוזר	ADJ	ADJ;FEM;SG
بیگانہ	מוזר	بیگانہ	מוזר	ADJ	ADJ;MASC;SG
بیگانہ	מוזרות	بیگانہ	מוזר	ADJ	ADJ;FEM;PL
بیگانہ	זר	بیگانہ	זר	ADJ	ADJ;MASC;SG
بیگانہ	זר	بیگانہ	זר	ADJ	ADJ;MASC;SG
بیگانہ	זר	بیگانہ	זר	ADJ	ADJ;MASC;SG
بیگانہ	אקזוטי	بیگانہ	אקזוטי	ADJ	ADJ;MASC;SG
بیگانہ	מוזרה	بیگانہ	מוזר	ADJ	ADJ;FEM;SG
بیگانہ	מוזר	بیگانہ	מוזר	ADJ	ADJ;MASC;SG
بیگانہ	מוזרות	بیگانہ	מוזר	ADJ	ADJ;FEM;PL
بیگڑ	רדיד	بیگڑ	רדיד		
بیگماتی	הנסיכה	بیگماتی	הנסיכה	V;IPFV;FEM;SG;V.PTCP;ACT	V;FEM;SG;3;PST;ACT
بیّن	צלול	بیّن	צלול		
بیّن	נקה	بیّن	נקה		
بیّن	ניכר	بیّن	ניכר		
بِیننا	ללקט	بِین	ליקט	V;SG;NFIN;ACT	V;NFIN;ACT
بِیننا	לאסוף	بِین	אסף	V;SG;NFIN;ACT	V;NFIN;ACT
بِیوی	אשתו	بِیوی	אשת		
بیہ	חור	بیہ	חור		
بیہ	גומה	بیہ	גומה		
بیہڑ	יער	بیہڑ	יער		
بیہڑ	היער	بیہڑ	היער		
بیہڑ	גס	بیہڑ	גס		
بیہودہ	אבסורדי	بیہودہ	אבסורדי	ADJ	ADJ;MASC;SG
بیہودہ	שחצן	بیہودہ	שחצן	ADJ	ADJ;MASC;SG
بھاپ	אדים	بھاپ	אדים	N;NOM;MASC;SG;3	N;MASC;SG
بھاپ	קיטור	بھاپ	קיטור	N;NOM;MASC;SG;3	N;MASC;SG
بھات	חשק	بھات	חשק		
بھات	השחר	بھات	השחר		
بھاتا	מקסימה	بھا	מקסים	V;IPFV;MASC;SG;V.PTCP;ACT	V;FEM;SG;V.PTCP;ACT
بھاتا	העדיף	بھا	העדיף	V;IPFV;MASC;SG;V.PTCP;ACT	V;MASC;SG;3;PST;ACT
بھاتا	מעדיף	بھا	העדיף	V;IPFV;MASC;SG;V.PTCP;ACT	V;MASC;SG;V.PTCP;ACT
بھار	עול	بھار	עול		
بھاری	חשובות	بھاری	חשוב	ADJ	ADJ;FEM;PL
بھاری	חשובים	بھاری	חשוב	ADJ	ADJ;MASC;PL
بھاری	חשוב	بھاری	חשוב	ADJ	ADJ;MASC;SG
بھاری	חשובה	بھاری	חשוב	ADJ	ADJ;FEM;SG
بھاری	משעמם	بھاری	משעמם	ADJ	ADJ;MASC;SG
بھاری	עשיר	بھاری	עשיר	ADJ	ADJ;MASC;SG
بھاری	עשירים	بھاری	עשיר	ADJ	ADJ;MASC;PL
بھاری	עשירה	بھاری	עשיר	ADJ	ADJ;FEM;SG
بھاری	מכובדת	بھاری	מכובד	ADJ	ADJ;FEM;SG
بھاری	מכובד	بھاری	מכובד	ADJ	ADJ;MASC;SG
بھاری	גדולים	بھاری	גדול	ADJ	ADJ;MASC;PL
بھاری	גדול	بھاری	גדול	ADJ	ADJ;MASC;SG
بھاری	גדולה	بھاری	גדול	ADJ	ADJ;FEM;SG
بھاری	מסיבי	بھاری	מסיב	ADJ	ADJ;MASC;SG
بھاری	נהדר	بھاری	נהדר	ADJ	ADJ;MASC;SG
بھاری	גדול	بھاری	גדול	ADJ	ADJ;MASC;SG
بھاری	עצוב	بھاری	עצוב	ADJ	ADJ;MASC;SG
بھاری	עצובה	بھاری	עצוב	ADJ	ADJ;FEM;SG
بھاری	קשים	بھاری	קשה	ADJ	ADJ;MASC;PL
بھاری	אמיד	بھاری	אמיד	ADJ	ADJ;MASC;SG
بھاری	חשובות	بھاری	חשוב	ADJ	ADJ;FEM;PL
بھاری	חשובים	بھاری	חשוב	ADJ	ADJ;MASC;PL
بھاری	חשוב	بھاری	חשוב	ADJ	ADJ;MASC;SG
بھاری	חשובה	بھاری	חשוב	ADJ	ADJ;FEM;SG
بھاری	משעמם	بھاری	משעמם	ADJ	ADJ;MASC;SG
بھاری	עשיר	بھاری	עשיר	ADJ	ADJ;MASC;SG
بھاری	עשירים	بھاری	עשיר	ADJ	ADJ;MASC;PL
بھاری	עשירה	بھاری	עשיר	ADJ	ADJ;FEM;SG
بھاری	מכובדת	بھاری	מכובד	ADJ	ADJ;FEM;SG
بھاری	מכובד	بھاری	מכובד	ADJ	ADJ;MASC;SG
بھاری	גדולים	بھاری	גדול	ADJ	ADJ;MASC;PL
بھاری	גדול	بھاری	גדול	ADJ	ADJ;MASC;SG
بھاری	גדולה	بھاری	גדול	ADJ	ADJ;FEM;SG
بھاری	מסיבי	بھاری	מסיב	ADJ	ADJ;MASC;SG
بھاری	נהדר	بھاری	נהדר	ADJ	ADJ;MASC;SG
بھاری	גדול	بھاری	גדול	ADJ	ADJ;MASC;SG
بھاری	עצוב	بھاری	עצוב	ADJ	ADJ;MASC;SG
بھاری	עצובה	بھاری	עצוב	ADJ	ADJ;FEM;SG
بھاری	קשים	بھاری	קשה	ADJ	ADJ;MASC;PL
بھاری	אמיד	بھاری	אמיד	ADJ	ADJ;MASC;SG
بھاس	אור	بھاس	אור		
بھاشن	נאום	بھاشن	נאום	N;NOM;MASC;SG;3	N;MASC;SG
بھاشن	דיבור	بھاشن	דיבור	N;NOM;MASC;SG;3	N;MASC;SG
بھاشن	כתובת	بھاشن	כתובת	N;NOM;MASC;SG;3	N;FEM;SG
بھاشن	מדבר	بھاشن	מדבר	N;NOM;MASC;SG;3	N;MASC;SG
بھاشن	דיבור	بھاشن	דיבור	N;NOM;MASC;SG;3	N;MASC;SG
بھاشن	מדבר	بھاشن	מדבר	N;NOM;MASC;SG;3	N;MASC;SG
بھاشن	הרצאה	بھاشن	הרצאה	N;NOM;MASC;SG;3	N;FEM;SG
بھاکنا	תגיד	بھاک	הגיד	V;SG;NFIN;ACT	V;MASC;SG;2;FUT;ACT
بھاگ	לשתף	بھاگ	שיתף	V;ACT	V;NFIN;ACT
بھاگ	שתפו	بھاگ	שתף	V;ACT	V;PL;1;PST;ACT
بھاگا	מפעיל	بھاگا	מפעיל	V;PFV;MASC;SG;V.PTCP;ACT	V;MASC;SG;V.PTCP;ACT
بھاگتا	מפעיל	بھاگ	מפעיל	V;IPFV;MASC;SG;V.PTCP;ACT	V;MASC;SG;V.PTCP;ACT
بھاگنا	לברוח	بھاگ	ברח	V;MASC;SG;NFIN;ACT	V;NFIN;ACT
بھانا	מעריכה	بھانا	העריך	V;MASC;SG;NFIN;ACT	V;FEM;SG;V.PTCP;ACT
بھانا	מעריך	بھانا	העריך	V;MASC;SG;NFIN;ACT	V;MASC;SG;V.PTCP;ACT
بھانپنا	מניחה	بھانپنا	מניחה	V;SG;NFIN;ACT	V;FEM;SG;V.PTCP;ACT
بھانپنا	מניח	بھانپنا	הניח	V;SG;NFIN;ACT	V;MASC;SG;V.PTCP;ACT
بھانت	מוד	بھانت	מוד		
بھانت	fashion	بھانت	fashion		
بھانت	פאשן	بھانت	פאשן		
بھانت	דרך	بھانت	דרך		
بھانت	מגוון	بھانت	מגוון		
بھانت	מיון	بھانت	מיון		
بھانج	תפנית	بھانج	תפנית		
بھانجنا	להפיץ	بھانجنا	הפיץ	V;SG;NFIN;ACT	V;NFIN;ACT
بھانجنا	לחלק	بھانجنا	חילק	V;SG;NFIN;ACT	V;NFIN;ACT
بھانجنا	לחלק	بھانجنا	חילק	V;SG;NFIN;ACT	V;NFIN;ACT
بھانجنا	סובב	بھانجنا	סובב	V;SG;NFIN;ACT	V;MASC;SG;V.PTCP;ACT
بھانڈ	מניה	بھانڈ	מניה		
بھانڈ	מלאי	بھانڈ	מלאי		
بھانڈنا	להשפיל	بھانڈنا	השפיל	V;SG;NFIN;ACT	V;NFIN;ACT
بھاون	חשק	بھاون	חשק		
بھائو	הערך	بھائو	הערך		
بھبکانا	לגרות	بھبکانا	לגרות	V;MASC;SG;NFIN;ACT	V;NFIN
بھبکنا	להרתיח	بھبک	הרתיח	V;NFIN;ACT	V;NFIN;ACT
بھبکنا	לרחוש	بھبک	רחש	V;NFIN;ACT	V;NFIN;ACT
بھبھر	הפחד	بھبھر	הפחד		
بِھت	הזמן	بِھت	הזמן		
بِھت	המקום	بِھت	המקום		
بُھت	הפחד	بُھت	הפחד		
بھتار	הבעל	بھتار	הבעל		
بھٹکا	אבד	بھٹک	אבד	V;PFV;MASC;SG;V.PTCP;ACT	V;MASC;SG;3;PST
بھٹکانا	להונות	بھٹکا	הונה	V;MASC;SG;NFIN;ACT	V;NFIN
بھٹکانا	להונות	بھٹکا	הונה	V;MASC;SG;NFIN;ACT	V;NFIN
بھٹکانا	להטעות	بھٹکا	הטעה	V;MASC;SG;NFIN;ACT	V;NFIN;ACT
بھٹکنا	לשוטט	بھٹک	שוטט	V;NFIN;ACT	V;NFIN;ACT
بھٹکنا	לשוטט	بھٹک	שוטט	V;NFIN;ACT	V;NFIN;ACT
بھچ	התזה	بھچ	התזה		
بُھچ	בור	بُھچ	בור		
بُھچ	גס	بُھچ	גס		
بُھچک	המום	بُھچک	המום		
بُھچکانا	להדהים	بُھچکانا	הדה	V;MASC;SG;NFIN;ACT	V;NFIN;ACT
بُھچکانا	להפחיד	بُھچکانا	הפחיד	V;MASC;SG;NFIN;ACT	V;NFIN;ACT
بھدرک	הרווח	بھدرک	הרווח		
بھدرک	חסד	بھدرک	חסד		
بھدرک	כח	بھدرک	כוח		
بِھدنا	להתבצר	بِھد	התבצר	V;SG;NFIN;ACT	V;NFIN
بھرپور	מלאים	بھرپور	מלא	ADJ	ADJ;MASC;PL
بھرائی	ממלא	بھرائی	מילא	V;PFV;FEM;SG;V.PTCP;ACT	V;MASC;SG;V.PTCP;ACT
بھرائی	ממלאת	بھرائی	מילא	V;PFV;FEM;SG;V.PTCP;ACT	V;FEM;SG;V.PTCP;ACT
بھرتا	תומך	بھرتا	תמך	V;IPFV;MASC;SG;V.PTCP;ACT	V;MASC;SG;V.PTCP;ACT
بھرتی	טוען	بھر	טען	V;IPFV;FEM;SG;V.PTCP;ACT	V;MASC;SG;V.PTCP;ACT
بھرتی	טוען	بھر	טען	V;IPFV;FEM;SG;V.PTCP;ACT	V;MASC;SG;V.PTCP;ACT
بُھرکس	קש	بُھرکس	קש		
بُھرکس	מוץ	بُھرکس	מוץ		
بُھرکی	להשכרה	بُھرکی	השכרה	V;PFV;FEM;SG;V.PTCP;ACT	V;NFIN;ACT
بھرم	ספק	بھرم	ספק	N;NOM;MASC;SG;3	N;MASC;SG
بھرم	סודיות	بھرم	סודיות	N;NOM;MASC;SG;3	N;FEM;SG
بھرم	סודי	بھرم	סודי	N;NOM;MASC;SG;3	N;MASC;SG
بھرم	חשד	بھرم	חשד	N;NOM;MASC;SG;3	N;MASC;SG
بھرم	זיכוי	بھرم	זיכוי	N;NOM;MASC;SG;3	N;MASC;SG
بھرم	אשראי	بھرم	אשראי	N;NOM;MASC;SG;3	N;MASC;SG
بھرم	בלבול	بھرم	בלבול	N;NOM;MASC;SG;3	N;MASC;SG
بھرم	שגיאה	بھرم	שגיאה	N;NOM;MASC;SG;3	N;FEM;SG
بھرم	שגיאת	بھرم	שגיאה	N;NOM;MASC;SG;3	N;PSSD;FEM;SG
بھرنا	תסבול	بھر	תסבול	V;SG;NFIN;ACT	V;FEM;SG;3;FUT;ACT
بھرنا	לסבול	بھر	סבל	V;SG;NFIN;ACT	V;NFIN;ACT
بھرنا	יסבול	بھر	סבל	V;SG;NFIN;ACT	V;MASC;SG;3;FUT;ACT
بھرنا	לשפוך	بھر	שפך	V;SG;NFIN;ACT	V;NFIN;ACT
بھرنا	תסבול	بھر	תסבול	V;SG;NFIN;ACT	V;FEM;SG;3;FUT;ACT
بھرنا	לסבול	بھر	סבל	V;SG;NFIN;ACT	V;NFIN;ACT
بھرنا	יסבול	بھر	סבל	V;SG;NFIN;ACT	V;MASC;SG;3;FUT;ACT
بھرنا	למלא	بھر	מילא	V;SG;NFIN;ACT	V;NFIN;ACT
بھرنا	לשפוך	بھر	שפך	V;SG;NFIN;ACT	V;NFIN;ACT
بھرنی	מחזירה	بھرنی	מחזיר	V;PFV;FEM;SG;V.PTCP;ACT	V;FEM;SG;V.PTCP;ACT
بھری	מלאים	بھر	מלא	ADJ;FEM	ADJ;MASC;PL
بھرّے	דוחק	بھر	דחק	V;PFV;SG;V.PTCP;ACT	V;MASC;SG;V.PTCP;ACT
بِھڑا	נוגעת	بِھڑا	נגע	V;PFV;MASC;SG;V.PTCP;ACT	V;FEM;SG;V.PTCP;ACT
بھڑک	הראה	بھڑک	הראה	V;ACT	V;MASC;SG;3;PST;ACT
بھڑکانا	להפחיד	بھڑکانا	הפחיד	V;MASC;SG;NFIN;ACT	V;NFIN;ACT
بھڑکانا	להסית	بھڑکانا	הסית	V;MASC;SG;NFIN;ACT	V;NFIN;ACT
بھڑکانا	להפחיד	بھڑکانا	הפחיד	V;MASC;SG;NFIN;ACT	V;NFIN;ACT
بھڑکیلا	מהממת	بھڑکیلا	מהממה	V;PFV;MASC;SG;V.PTCP;ACT	V;FEM;SG;V.PTCP;ACT
بھڑکیلا	מהממת	بھڑکیلا	מהממה	V;PFV;MASC;SG;V.PTCP;ACT	V;FEM;SG;V.PTCP;ACT
بِھڑنا	הצטרף	بِھڑ	הצטרף	V;NFIN	V;MASC;SG;3;PST
بِھڑنا	הצטרפו	بِھڑ	הצטרף	V;NFIN	V;PL;3;PST
بِھڑنا	להצטרף	بِھڑ	הצטרף	V;NFIN	V;NFIN
بِھڑنا	לגעת	بِھڑ	נגעה	V;NFIN	V;NFIN;MID
بُھس	מוץ	بُھس	מוץ		
بُھس	קש	بُھس	קש		
بھسکنا	לצרוך	بھسک	צרך	V;NFIN;ACT	V;NFIN;ACT
بھسکنا	צורכים	بھسک	צרך	V;NFIN;ACT	V;MASC;PL;V.PTCP;ACT
بھسکنا	תיפול	بھسک	נפל	V;NFIN;ACT	V;FEM;SG;3;FUT;ACT
بھسکنا	ליפול	بھسک	ליפול	V;NFIN;ACT	V;NFIN;ACT
بھسکنا	לטרוף	بھسک	טרף	V;NFIN;ACT	V;NFIN;ACT
بھقاقا	רחב	بھقاقا	רחב		
بھک	פאף	بھک	פאף		
بھکت	חסיד	بھکت	חסיד		
بھکتی	לסגוד	بھک	סגד	V;IPFV;FEM;SG;V.PTCP;ACT	V;NFIN;ACT
بھکوا	בור	بھکوا	בור		
بھگانا	התבוסה	بھگا	התבוסה	V;MASC;SG;NFIN;ACT	V;FEM;SG;3;PST
بھگانا	להביס	بھگا	הביס	V;MASC;SG;NFIN;ACT	V;NFIN;ACT
بھگدڑ	בלבול	بھگدڑ	בלבול	N;NOM;MASC;SG;3	N;MASC;SG
بھگدڑ	פאניקה	بھگدڑ	פאניקה	N;NOM;MASC;SG;3	N;FEM;SG
بھگدڑ	בהלה	بھگدڑ	בהלה	N;NOM;MASC;SG;3	N;FEM;SG
بھگدڑ	הפרעה	بھگدڑ	הפרעה	N;NOM;MASC;SG;3	N;FEM;SG
بھگر	לח	بھگر	לח		
بھلا	להערצה	بھلا	הערצה	V;SG;V.PTCP;ACT	V;NFIN;ACT
بُھلانا	להונות	بُھلانا	הונה	V;SG;NFIN;ACT	V;NFIN
بُھلانا	תשכח	بُھلانا	שכח	V;SG;NFIN;ACT	V;MASC;SG;1;FUT;ACT
بُھلانا	תשכחי	بُھلانا	תשכחי	V;SG;NFIN;ACT	V;SG;1;FUT;ACT
بُھلانا	שכח	بُھلانا	שכח	V;SG;NFIN;ACT	V;MASC;SG;3;PST;ACT
بُھلانا	לשכוח	بُھلانا	שכח	V;SG;NFIN;ACT	V;NFIN;ACT
بُھلانا	להטעות	بُھلانا	הטעה	V;SG;NFIN;ACT	V;NFIN;ACT
بھلائی	רווחה	بھلائی	רווחה	N;NOM;FEM;SG;3	N;FEM;SG
بھلائی	תועלת	بھلائی	תועלת	N;NOM;FEM;SG;3	N;FEM;SG
بھلائی	אדיבות	بھلائی	אדיבות	N;NOM;FEM;SG;3	N;FEM;SG
بھلائی	רווחה	بھلائی	רווחה	N;NOM;FEM;SG;3	N;FEM;SG
بھلائی	תועלת	بھلائی	תועלת	N;NOM;FEM;SG;3	N;FEM;SG
بھلائی	אדיבות	بھلائی	אדיבות	N;NOM;FEM;SG;3	N;FEM;SG
بھُنڈ	מצער	بھُنڈ	מצער		
بھنگ	קרוע	بھنگ	קרוע		
بھنگ	שבור	بھنگ	שבור		
بھنگ	הרוס	بھنگ	הרוס		
بھُو	העולם	بھُو	העולם		
بھُو	המקום	بھُو	המקום		
بھُو	הארץ	بھُو	הארץ		
بھور	השחר	بھور	השחר		
بھوکنا	לדקור	بھوک	דקר	V;SG;NFIN;ACT	V;NFIN;ACT
بھوگ	סבל	بھوگ	סבל		
بھوگ	הגוף	بھوگ	הגוף		
بھوگ	נחש	بھوگ	נחש		
بھُولنا	מתגעגעת	بھہول	התגעגע	V;NFIN;ACT	V;FEM;SG;V.PTCP
بھُولنا	מתגעגע	بھہول	התגעגע	V;NFIN;ACT	V;MASC;SG;V.PTCP
بھُولنا	מתגעגעים	بھہول	התגעגע	V;NFIN;ACT	V;MASC;PL;V.PTCP
بھُولنا	תשכח	بھہول	שכח	V;NFIN;ACT	V;MASC;SG;1;FUT;ACT
بھُولنا	תשכחי	بھہول	תשכחי	V;NFIN;ACT	V;SG;1;FUT;ACT
بھُولنا	שכח	بھہول	שכח	V;NFIN;ACT	V;MASC;SG;3;PST;ACT
بھُولنا	לשכוח	بھہول	שכח	V;NFIN;ACT	V;NFIN;ACT
بھُولنا	להשמיט	بھہول	השמיט	V;NFIN;ACT	V;NFIN;ACT
بھونکنا	לדקור	بھونک	דקר	V;SG;NFIN;ACT	V;NFIN;ACT
بھُوننا	לשרוף	بھہوننا	שרף	V;NFIN;ACT	V;NFIN;ACT
بھُوننا	לצלות	بھہوننا	None	V;NFIN;ACT	V;NFIN
بھَے	הפחד	بھ	הפחד		
بھیانک	נוראי	بھیانک	נוראי	ADJ	ADJ;MASC;SG
بھیانک	איומה	بھیانک	איום	ADJ	ADJ;FEM;SG
بھیجنا	שלח	بھیج	שלח	V;SG;NFIN;ACT	V;MASC;SG;3;PST
بھیجنا	לשלוח	بھیج	שלח	V;SG;NFIN;ACT	V;NFIN;ACT
بھیجنا	לשדר	بھیج	שידר	V;SG;NFIN;ACT	V;NFIN;ACT
بِھیچنا	למחוץ	بِھی	מחץ	V;SG;NFIN;ACT	V;NFIN;ACT
بِھیچنا	לסחוט	بِھی	סחט	V;SG;NFIN;ACT	V;NFIN;ACT
بھیڑ	כנוע	بھیڑ	כנוע		
بھیڑ	כנוע	بھیڑ	כנוע		
بھیڑ	כבשים	بھیڑ	כבש		
بھیس	אוויר	بھیس	אוויר	N;NOM;MASC;SG;3	N;MASC;SG
بھیس	תחפושת	بھیس	תחפושת	N;NOM;MASC;SG;3	N;FEM;SG
بھیس	הסוואה	بھیس	הסוואה	N;NOM;MASC;SG;3	N;FEM;SG
بھیس	השמלה	بھیس	השמלה	N;NOM;MASC;SG;3	N;FEM;SG
بھیس	אוויר	بھیس	אוויר	N;NOM;MASC;SG;3	N;MASC;SG
بھیس	תחפושת	بھیس	תחפושת	N;NOM;MASC;SG;3	N;FEM;SG
بھیس	הסוואה	بھیس	הסוואה	N;NOM;MASC;SG;3	N;FEM;SG
بھیس	השמלה	بھیس	השמלה	N;NOM;MASC;SG;3	N;FEM;SG
بھینٹ	ראיון	بھینٹ	ראיון	N;NOM;MASC;SG;3	N;MASC;SG
بھینٹ	מפגש	بھینٹ	מפגש	N;NOM;MASC;SG;3	N;MASC;SG
بھینٹ	שוחד	بھینٹ	שוחד	N;NOM;MASC;SG;3	N;MASC;SG
بھینٹ	הכרות	بھینٹ	הכרה	N;NOM;MASC;SG;3	N;FEM;SG
