for	pre	for	pre	ADP	ADP;ACC
bidrage	prispieť	bidrage	prispieť	V;NFIN;ACT	V;PFV;POS;NFIN
bidrage	prispievať	bidrage	prispievať	V;NFIN;ACT	V;IPFV;POS;NFIN
kastede	hodili	kaste	hodiť	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
kastede	hodil	kaste	hodiť	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
oprettelse	tvorba	oprettelse	tvorba	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
oprettelse	stvorenie	oprettelse	stvorenie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
oprettelse	vytváranie	oprettelse	vytváranie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
oprettelse	vytvorenie	oprettelse	vytvorenie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
oprettelse	založenie	oprettelse	založenie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
oprettelse	zriadenie	oprettelse	zriadenie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
oprettelse	ustanovenie	oprettelse	ustanovenie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
bogstaver	písmená	bogstave	písmeno	N;INDF;NEUT;PL	N;NOM;NEUT;PL
bogstaver	písmená	bogstave	písmeno	N;INDF;NEUT;PL	N;NOM;NEUT;PL
bogstaver	listy	bogstave	list	N;INDF;NEUT;PL	N;INAN;NOM;MASC;PL
bogstaver	písmen	bogstave	písmen	N;INDF;NEUT;PL	N;NOM;NEUT;PL
smag	chut	smag	chut	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
smag	chuť	smag	chuť	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
smag	chuti	smag	chuť	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
smag	chuť	smag	chuť	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
smag	aróma	smag	aróma	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
smag	príchuť	smag	príchuť	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
magasin	časopis	magasin	časopis	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
magasin	magazín	magasin	magazina	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
magasin	časopisu	magasin	časopis	N;INDF;NEUT;SG	N;INAN;GEN;MASC;SG
magasin	klip	magasin	klip	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
læs	čítajte	læs	čítať	V;IMP	V;IPFV;IMP;PL;2;POS;FIN
læs	čítať	læs	čítať	V;IMP	V;IPFV;POS;NFIN
ambassadør	veľvyslankyňa	ambassadør	veľvyslankyňa	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
ambassadør	veľvyslanec	ambassadør	veľvyslanec	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
grav	hrobke	grav	hrobka	N;INDF;MASC+FEM;SG	N;DAT;FEM;SG
grav	hrobka	grav	hrobka	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
grav	hrob	grav	hrob	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
grav	hrobku	grav	hrobok	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
grav	hrobu	grav	hrob	N;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;SG
grav	hrobe	grav	hrob	N;INDF;MASC+FEM;SG	N;INAN;ESS;MASC;SG
grav	hrob	grav	hrob	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
turister	turistov	turist	turista	N;INDF;MASC+FEM;PL	N;ANIM;ACC;MASC;PL
turister	turisti	turist	turista	N;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
kongerige	kráľovstvo	kongerig	kráľovstvo	N;INDF;NEUT;SG	N;NOM;NEUT;SG
jura	právo	jura	právo	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
jura	zákon	jura	zákon	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
afvist	zamietol	afvise	zamietnuť	V;INDF;SG;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
afvist	odmietla	afvise	odmietnuť	V;INDF;SG;PST;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
afvist	odmietol	afvise	odmietnuť	V;INDF;SG;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
afvist	klesol	afvise	klesnúť	V;INDF;SG;PST;V.PTCP	V;INAN;PFV;MASC;SG;POS;PST;V.PTCP
komponister	skladateľov	komponist	skladateľ	N;INDF;MASC+FEM;PL	N;ANIM;GEN;MASC;PL
bryder	zlomí	bryde	zlomiť	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
fremtid	budúca	fremtid	budúci	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
fremtid	budúcnosti	fremtid	budúcnosť	N;INDF;MASC+FEM;SG	N;DAT;FEM;SG
fremtid	budúcnosť	fremtid	budúcnosť	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
fremtid	budúce	fremtid	budúci	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
mødt	stretla	møde	stretnúť	V;INDF;SG;PST;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
mødt	stretol	møde	stretnúť	V;INDF;SG;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
køretøjer	vozidiel	køretøj	vozidlieť	N;INDF;NEUT;PL	N;GEN;NEUT;PL
køretøjer	vozidlá	køretøj	vozidlo	N;INDF;NEUT;PL	N;NOM;NEUT;PL
videnskabelig	vedecký	videnskabelig	vedecký	ADJ;INDF;MASC+FEM;SG	ADJ;INAN;NOM;MASC;SG
videnskabelig	vedecká	videnskabelig	vedecký	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
videnskabelig	vedecké	videnskabelig	vedecký	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
akademisk	akademicky	akademisk	akademicky	ADV	ADV
stærkere	silnejšia	stærk	silný	ADJ;CMPR	ADJ;NOM;CMPR;FEM;SG
stærkere	silnejší	stærk	silný	ADJ;CMPR	ADJ;ANIM;NOM;CMPR;MASC;SG
forsyninger	zásoby	forsyning	zásob	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
forsyninger	dodávky	forsyning	dodávka	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
rejsen	jazda	rejse	jazda	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
rejsen	cesta	rejse	cesta	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
koloni	kolóniu	koloni	kolónia	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
koloni	kolónia	koloni	kolónia	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
koloni	kolónii	koloni	kolónia	N;INDF;MASC+FEM;SG	N;DAT;FEM;SG
formodentlig	pravdepodobne	formodentlig	pravdepodobne	ADV	ADV
arv	dedičstvo	arv	dedičstvo	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
arv	dedičstvo	arv	dedičstvo	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
arv	dedičstvo	arv	dedičstvo	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
mørk	temné	mørk	temný	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
mørk	tmavá	mørk	tmavý	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
mørk	tmavé	mørk	tmavý	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
mørk	tmavý	mørk	tmavý	ADJ;INDF;MASC+FEM;SG	ADJ;ANIM;NOM;MASC;SG
produkt	produkt	produkt	produkt	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
produkt	produktom	produkt	produkt	N;INDF;NEUT;SG	N;INAN;INS;MASC;SG
produkt	výrobok	produkt	výrobok	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
forklare	vysvetľovať	forklare	vysvetľovať	V;NFIN;ACT	V;IPFV;POS;NFIN
forklare	vysvetli	forklare	vysvetliť	V;NFIN;ACT	V;PFV;IMP;SG;2;POS;FIN
forklare	vysvetlite	forklare	vysvetliť	V;NFIN;ACT	V;PFV;IMP;PL;2;POS;FIN
forklare	vysvetliť	forklare	vysvetliť	V;NFIN;ACT	V;PFV;POS;NFIN
universet	vesmíre	univers	vesmír	N;DEF;NEUT;SG	N;INAN;DAT;MASC;SG
universet	vesmír	univers	vesmír	N;DEF;NEUT;SG	N;INAN;NOM;MASC;SG
egenskab	pozemok	egenskab	pozemok	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
egenskab	vlastnosť	egenskab	vlastnosť	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
egenskab	majetok	egenskab	majetok	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
egenskab	nehnuteľnosť	egenskab	nehnuteľnosť	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
bud	ponuka	bud	ponuka	N;INDF;NEUT;SG	N;NOM;FEM;SG
bud	ponuku	bud	ponuka	N;INDF;NEUT;SG	N;ACC;FEM;SG
brændte	spálil	brænde	spáliť	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
brændte	spálil	brænde	spáliť	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
brændte	zhorel	brænde	zhorieť	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
bibelen	biblia	bibel	biblia	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
bibelen	bibliu	bibel	biblia	N;DEF;MASC+FEM;SG	N;ACC;FEM;SG
moder	mama	moder	mama	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
moder	matke	moder	matka	N;INDF;MASC+FEM;SG	N;DAT;FEM;SG
moder	matka	moder	matka	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
islandsk	islandskom	islandsk	islandský	ADJ;INDF;SG	ADJ;INS;NEUT;SG
islandsk	islandské	islandsk	islandský	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
demokratisk	demokraticky	demokratisk	demokraticky	ADV	ADV
historik	histórii	historik	história	N;INDF;MASC+FEM;SG	N;DAT;FEM;SG
historik	históriu	historik	história	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
historik	história	historik	história	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
nyeste	najnovšiu	ny	mšvý	ADJ;DEF;RL	ADJ;ACC;RL;FEM;SG
nyeste	najnovšia	ny	mový	ADJ;DEF;RL	ADJ;NOM;RL;FEM;SG
nyeste	najnovší	ny	nový	ADJ;DEF;RL	ADJ;ANIM;NOM;RL;MASC;SG
afdøde	zosnulý	afdød	zosnulý	ADJ;DEF;SG	ADJ;ANIM;NOM;MASC;SG
afdøde	zosnulého	afdød	zosnulý	ADJ;DEF;SG	ADJ;ANIM;GEN;MASC;SG
borg	zámok	borg	zámok	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
borg	hrad	borg	hrad	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
borg	hradu	borg	hrad	N;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;SG
almindeligvis	bežne	almindeligvis	bežne	ADV	ADV
beviser	dôkazy	bevis	dôkaz	N;INDF;NEUT;PL	N;INAN;NOM;MASC;PL
beviser	dôkazy	bevis	dôkaz	N;INDF;NEUT;PL	N;INAN;NOM;MASC;PL
beviser	dôkazy	bevis	dôkaz	N;INDF;NEUT;PL	N;INAN;NOM;MASC;PL
omkom	zahynul	omkomme	zahynúť	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
omkom	zahynulo	omkomme	zahynúť	V;IND;PST;FIN;ACT	V;PFV;NEUT;SG;POS;PST;V.PTCP
omkom	zahynuli	omkomme	zahynúť	V;IND;PST;FIN;ACT	V;PFV;MASC;PL;POS;PST;V.PTCP
løjtnant	poručík	løjtnant	poručík	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
løjtnant	nadporučík	løjtnant	nadporučík	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
begivenhed	podujatie	begivenhed	podujatie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
begivenhed	udalosť	begivenhed	udalosť	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
begivenhed	event	begivenhed	event	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
vare	produkt	vare	produkt	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
vare	produktom	vare	produkt	N;INDF;MASC+FEM;SG	N;INAN;INS;MASC;SG
vare	výrobok	vare	výrobok	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
signe	signe	signe	signe	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
atlanterhavet	atlantiku	atlanterhavet	atlantika	N;DEF;NEUT;SG	N;INAN;GEN;MASC;SG
atlanterhavet	atlantic	atlanterhavet	atlantica	N;DEF;NEUT;SG	N;INAN;NOM;MASC;SG
atlanterhavet	atlantik	atlanterhavet	atlantik	N;DEF;NEUT;SG	N;INAN;NOM;MASC;SG
punk	punk	punk	punk	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
muslimer	moslimov	muslim	moslim	N;INDF;MASC+FEM;PL	N;ANIM;ACC;MASC;PL
muslimer	moslimovia	muslim	moslim	N;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
garden	záhrade	gard	záhrada	N;DEF;MASC+FEM;SG	N;DAT;FEM;SG
garden	záhrada	gard	záhrada	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
tør	vyhladiť	turde	vyhladiť	V;IND;PRS;FIN;ACT	V;PFV;POS;NFIN
grave	vykopať	grave	vykopať	V;NFIN;ACT	V;PFV;POS;NFIN
grave	kopať	grave	kopať	V;NFIN;ACT	V;IPFV;POS;NFIN
grave	kopať	grave	kopať	V;NFIN;ACT	V;IPFV;POS;NFIN
flygtninge	utečencov	flygtning	utečenec	N;INDF;MASC+FEM;PL	N;ANIM;ACC;MASC;PL
flygtninge	utečencom	flygtning	utečenec	N;INDF;MASC+FEM;PL	N;ANIM;DAT;MASC;PL
flygtninge	utečenci	flygtning	utečenec	N;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
reformer	reforiem	reform	reforma	N;INDF;MASC+FEM;PL	N;GEN;FEM;PL
reformer	reformy	reform	reforma	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
fordele	výhody	fordel	výhod	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
fordele	prínosy	fordel	prínos	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
fordele	výhody	fordel	výhod	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
fordele	dávky	fordel	dávka	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
universiteter	univerzity	universitet	univerzita	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
universiteter	univerzít	universitet	univerzit	N;INDF;MASC+FEM;PL	N;GEN;FEM;PL
afgang	odlet	afgang	odlet	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
afgang	odklon	afgang	odklon	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
afgang	odchodu	afgang	odchod	N;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;SG
afgang	odchod	afgang	odchod	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
operaer	opier	opera	opier	N;INDF;MASC+FEM;PL	N;GEN;FEM;PL
begrundelse	rozum	begrundelse	rozum	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
begrundelse	príčina	begrundelse	príčina	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
begrundelse	dôvod	begrundelse	dôvod	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
begrundelse	dovod	begrundelse	dovod	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
begrundelse	odôvodnenie	begrundelse	odôvodnenie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
begrundelse	zdôvodnenie	begrundelse	zdôvodnenie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
begrundelse	opodstatnenie	begrundelse	opodstatnenie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
begrundelse	odôvodnenie	begrundelse	odôvodnenie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
begrundelse	zdôvodnenie	begrundelse	zdôvodnenie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
umuligt	nemožné	umulig	nemožný	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
umuligt	nemožný	umulig	nemožný	ADJ;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
slutning	koniec	slutning	koniec	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
slutning	ukončenie	slutning	ukončenie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
slutning	koniec	slutning	koniec	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
vin	vínko	vin	vínko	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
vin	víno	vin	víno	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
vin	vino	vin	vino	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
tænkt	myslel	tænke	myslieť	V;INDF;SG;PST;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
tænkt	myslela	tænke	myslieť	V;INDF;SG;PST;V.PTCP	V;IPFV;FEM;SG;POS;PST;V.PTCP
guder	bohmi	gude	boh	N;INDF;MASC+FEM;PL	N;ANIM;INS;MASC;PL
guder	bohovia	gude	boh	N;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
guder	bohov	gude	boh	N;INDF;MASC+FEM;PL	N;ANIM;ACC;MASC;PL
bemærket	zaznamenal	bemærke	zaznamenať	V;INDF;SG;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
bemærket	poznamenať	bemærke	poznamenať	V;INDF;SG;PST;V.PTCP	V;PFV;POS;NFIN
bemærket	poznamenal	bemærke	poznamenať	V;INDF;SG;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
bemærket	všimol	bemærke	všimnúť	V;INDF;SG;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
grammy	grammy	grammy	gramma	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
billedhugger	sochár	billedhugger	sochár	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
føler	cítiť	føle	cítiť	V;IND;PRS;FIN;ACT	V;IPFV;POS;NFIN
føler	cítiš	føle	cítiť	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;2;POS;PRS;FIN
føler	cíti	føle	cítiť	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
ansigt	tvárou	ansigt	tvár	N;INDF;NEUT;SG	N;INS;FEM;SG
ansigt	tvár	ansigt	tvár	N;INDF;NEUT;SG	N;NOM;FEM;SG
risiko	riziko	risiko	riziko	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
risiko	risk	risiko	risk	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
risiko	ohrozenie	risiko	ohrozenie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
risiko	nebezpečie	risiko	nebezpečie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
risiko	hazard	risiko	hazard	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
risiko	nebezpečenstvo	risiko	nebezpečenstvo	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
karakteriseret	charakterizovať	karakterisere	charakterizovať	V;INDF;SG;PST;V.PTCP	V;IPFV;POS;NFIN
principper	zásady	princip	zásada	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
principper	princípy	princip	princíp	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
principper	zásadami	princip	zásada	N;INDF;MASC+FEM;PL	N;INS;FEM;PL
maskiner	stroje	maskine	stroj	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
maskiner	stroje	maskine	stroj	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
klasser	triedy	klasse	trieda	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
ødelagde	zničil	ødelægge	zničiť	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
ødelagde	pokazil	ødelægge	pokaziť	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
werner	werner	werner	werner	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
traditioner	tradícií	tradition	tradícia	N;INDF;MASC+FEM;PL	N;GEN;FEM;PL
traditioner	tradície	tradition	tradícia	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
traditioner	tradície	tradition	tradícia	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
wars	wars	wars	wars	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
kandidater	záujemcovia	kandidat	záujemca	N;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
kandidater	kandidáti	kandidat	kandidát	N;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
kandidater	kandidátov	kandidat	kandidát	N;INDF;MASC+FEM;PL	N;ANIM;ACC;MASC;PL
kandidater	uchádzači	kandidat	uchádzač	N;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
kandidater	absolventov	kandidat	absolvent	N;INDF;MASC+FEM;PL	N;ANIM;GEN;MASC;PL
kandidater	absolventi	kandidat	absolvent	N;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
åbner	otvorí	åbne	otvoriť	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
åbner	otvára	åbne	otvár	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
åbner	otvára	åbne	otvár	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
pause	break	pause	break	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
pause	zlom	pause	zlom	N;INDF;MASC+FEM;SG	N;INS;NEUT;SG
pause	prestávka	pause	prestávka	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
pause	pauza	pause	pauza	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
foreninger	združenia	forening	združenie	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
foreninger	asociácie	forening	asociácia	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
foreninger	združení	forening	združenie	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
sunget	spievala	sunge	spievať	V;INDF;SG;PST;V.PTCP	V;IPFV;FEM;SG;POS;PST;V.PTCP
sunget	zaspieval	sunge	zaspievať	V;INDF;SG;PST;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
sunget	spieval	sunge	spievať	V;INDF;SG;PST;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
kopi	kópia	kopi	kópia	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
kopi	replika	kopi	replika	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
dyb	hlboké	dyb	hlboký	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
voldsomt	násilne	voldsomt	násilne	ADV	ADV
voldsomt	násilne	voldsomt	násilne	ADV	ADV
anmeldelse	oznamovanie	anmeldelse	oznamovanie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
anmeldelse	upozornenie	anmeldelse	upozornenie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
anmeldelse	oznámenie	anmeldelse	oznámenie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
anmeldelse	revízia	anmeldelse	revízia	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
anmeldelse	preskúmanie	anmeldelse	preskúmanie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
anmeldelse	oznamovanie	anmeldelse	oznamovanie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
anmeldelse	hlásenie	anmeldelse	hlásenie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
himlen	neba	himmel	nebo	N;DEF;MASC+FEM;SG	N;GEN;NEUT;SG
himlen	nebo	himmel	nebo	N;DEF;MASC+FEM;SG	N;NOM;NEUT;SG
himlen	obloha	himmel	obloha	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
himlen	nebo	himmel	nebo	N;DEF;MASC+FEM;SG	N;NOM;NEUT;SG
papir	papiera	papir	papier	N;INDF;NEUT;SG	N;INAN;GEN;MASC;SG
papir	papier	papir	papier	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
objekter	objekty	objekt	objekt	N;INDF;NEUT;PL	N;INAN;NOM;MASC;PL
objekter	objektov	objekt	objekt	N;INDF;NEUT;PL	N;INAN;GEN;MASC;PL
objekter	predmety	objekt	predmet	N;INDF;NEUT;PL	N;INAN;NOM;MASC;PL
klosteret	kláštore	klostere	kláštor	N;DEF;NEUT;SG	N;INAN;ESS;MASC;SG
klosteret	kláštor	klostere	kláštor	N;DEF;NEUT;SG	N;INAN;NOM;MASC;SG
klosteret	kláštora	klostere	kláštor	N;DEF;NEUT;SG	N;INAN;GEN;MASC;SG
aksel	nápravu	aksel	náprava	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
aksel	náprava	aksel	náprava	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
ånd	duchu	ånd	duch	N;INDF;MASC+FEM;SG	N;INAN;DAT;MASC;SG
ånd	ducha	ånd	duch	N;INDF;MASC+FEM;SG	N;INAN;ACC;MASC;SG
ånd	duša	ånd	duša	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
ånd	duch	ånd	duch	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
kunstneriske	umeleckých	kunstnerisk	umelecký	ADJ;PL	ADJ;GEN;MASC;PL
begreber	pojmy	begreb	pojem	N;INDF;NEUT;PL	N;INAN;NOM;MASC;PL
begreber	koncepcie	begreb	koncepcia	N;INDF;NEUT;PL	N;NOM;FEM;PL
begreber	koncepty	begreb	koncept	N;INDF;NEUT;PL	N;INAN;NOM;MASC;PL
glas	pohár	glas	pohár	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
glas	sklo	glas	sklo	N;INDF;NEUT;SG	N;NOM;NEUT;SG
glas	pohárik	glas	pohárik	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
stranden	pláž	strand	pláž	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
stranden	pláži	strand	plážiť	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
castle	zámok	castle	zámok	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
castle	hrad	castle	hrad	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
castle	hradu	castle	hrad	N;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;SG
udstillinger	výstavy	udstilling	výstava	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
udstillinger	výstavy	udstilling	výstava	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
