medaljen	medaljen	medalje	medalj	N;DEF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
formodes	förmodas	formode	förmoda	V;PRS;NFIN;PASS	V;NFIN;PASS
altertavle	altartavla	altertavle	altartavel	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
sko	skor	sko	sko	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
lider	lider	lide	lida	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
lider	lider	lide	lida	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
bakken	kullen	bakke	kull	N;DEF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
bakken	backen	bakke	back	N;DEF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
dyrke	odla	dyrke	odla	V;NFIN;ACT	V;IMP;FIN;ACT
gengivet	återges	gengive	återge	V;INDF;SG;PST;V.PTCP	V;IND;FIN;PASS
simpelt	enkla	simpel	enkel	ADJ	ADJ;NOM;PL
simpelt	enkelt	simpel	enkel	ADJ	ADJ;NOM;INDF;NEUT;SG
simpelt	enkel	simpel	enkel	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
standarder	standarder	standarder	standard	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
standarder	normer	standarder	norm	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
opererer	opererar	operere	operera	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
dominerede	dominerade	dominere	dominera	V;PST;V.PTCP	V;NOM;PL;PST;V.PTCP
mælk	mjölk	mælk	mjölk	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
færge	färja	færge	färja	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
færge	skyttel	færge	skyttel	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
færge	färja	færge	färja	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
virus	virus	virus	virus	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
virus	virus	virus	virus	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
adm	adm	adm	adm	N;INDF;MASC+FEM;SG	N
korstog	korståg	korstog	korståg	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
korstog	korståg	korstog	korståg	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
vision	syn	vision	syn	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
vision	vision	vision	vision	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
slagmarken	slagfältet	slagmark	slagfält	N;DEF;MASC+FEM;SG	N;NOM;DEF;NEUT;SG
gæst	gäst	gæst	gäsa	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
definerer	definiera	definere	definiera	V;IND;PRS;FIN;ACT	V;NFIN;ACT
definerer	definiera	definere	definiera	V;IND;PRS;FIN;ACT	V;NFIN;ACT
definerer	definierar	definere	definiera	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
definerer	definierar	definere	definiera	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
brasilianske	brasilianska	brasiliansk	brasiliansk	ADJ;PL	ADJ;NOM;PL
siddepladser	sittplatser	siddeplads	sittplats	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
idéer	idéer	idé	idé	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
økonom	ekonom	økonom	ekonom	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
beat	beat	beat	bea	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
gradvis	gradvis	gradvis	gradvis	ADV	ADV
gradvis	gradvis	gradvis	gradvis	ADV	ADV
gradvis	successivt	gradvis	successiv	ADV	ADV
vinden	vinden	vind	vind	N;DEF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
mare	mare	mare	mare	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
mare	sto	mare	sto	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
matcher	matchar	matcher	matcha	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
matcher	matchar	matcher	matcha	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
matcher	matchar	matcher	matcha	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
medmindre	såvida	medmindre	såvida	ADV	ADV
novelle	novell	novel	novell	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
novelle	roman	novel	roman	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
ejeren	ägaren	ejer	ägare	N;DEF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
tilbyde	erbjuda	tilbyde	erbjuda	V;NFIN;ACT	V;IMP;NFIN;ACT
tilbyde	erbjuder	tilbyde	erbjuda	V;NFIN;ACT	V;IND;PRS;FIN;ACT
rigdom	rikedom	rigdom	rikedom	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
rigdom	förmögenhet	rigdom	förmögenhet	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
rigdom	välstånd	rigdom	välstånd	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
rigdom	rikedom	rigdom	rikedom	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
nævne	nämner	nævne	namn	V;NFIN;ACT	V;IND;PRS;FIN;ACT
nævne	nämna	nævne	nämna	V;NFIN;ACT	V;IMP;FIN;ACT
renæssance	renässans	renæssance	renässans	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
finansieret	finansierats	finansiere	finansiera	V;INDF;SG;PST;V.PTCP	V;V.CVB;PASS
akt	act	akt	act	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
akt	akt	akt	akt	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
struensee	struensee	struense	struense	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
kaster	kastar	kaste	kasta	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
kaster	kastar	kaste	kasta	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
kaster	kastar	kaste	kasta	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
halen	svansen	han	svans	N;DEF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
theol	theol	theol	theol	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
ansøgning	applikation	ansøgning	applikation	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
ansøgning	tillämpning	ansøgning	tillämpning	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
kammer	kammare	kamme	kammare	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
hemmelig	hemlig	hemmelig	hemlig	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
hemmelig	hemligt	hemmelig	hemlig	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;NEUT;SG
følges	följs	følges	följa	V;NFIN;PASS	V;IND;PRS;FIN;PASS
bue	båge	bue	båge	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
bue	arc	bue	arc	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
bue	båge	bue	båge	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
bue	båge	bue	båge	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
bue	bog	bue	bog	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
værksted	garage	værksted	garage	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
værksted	verkstad	værksted	verkstad	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
værksted	workshop	værksted	workshop	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
værksted	seminarium	værksted	seminarium	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
udtalelser	åsikter	udtalelse	åsikt	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
udtalelser	yttranden	udtalelse	yttrande	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;PL
udtalelser	uttalanden	udtalelse	uttalande	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;PL
weekend	helg	weekend	helg	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
weekend	weekend	weekend	weekend	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
weekend	veckoslut	weekend	veckoslut	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
sætninger	meningar	sætning	mening	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
sætninger	fraser	sætning	fras	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
sætninger	meningar	sætning	mening	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
bryggeri	bryggeri	bryggeri	bryggeri	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
pulje	poolen	pulje	pool	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
pulje	pool	pulje	pool	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
pulje	biljard	pulje	biljard	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
sørger	sörjer	sørge	sörja	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
sørger	sörjer	sørge	sörja	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
sørger	tillhandahåller	sørge	tillhandahålla	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
sørger	sörjer	sørge	sörja	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
tilsyn	övervakning	tilsyn	övervakning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
tilsyn	tillsyn	tilsyn	tillsyn	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
helium	helium	helium	helium	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
brugernavn	username	brugernavn	usernam	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
indtaget	tagit	indtage	ta	V;INDF;SG;PST;V.PTCP	V;V.CVB;ACT
indtaget	togs	indtage	ta	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN;PASS
indtaget	intas	indtage	inta	V;INDF;SG;PST;V.PTCP	V;IND;FIN;PASS
indtaget	konsumeras	indtage	konsumera	V;INDF;SG;PST;V.PTCP	V;IND;NFIN;PASS
crash	krasch	crash	krasch	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
crash	crash	crash	crash	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
crash	krock	crash	krock	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
glimrende	förträffligt	glimrende	förträfflig	ADJ	ADJ;NOM;INDF;NEUT;SG
glimrende	utmärkt	glimrende	utmärkt	ADJ	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
besidder	besitter	besidde	besitta	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
søgning	sökning	søgning	sökning	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
søgning	sökning	søgning	sökning	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
evolution	evolution	evolution	evolution	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
evolution	utveckling	evolution	utveckling	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
husene	husen	hus	hus	N;DEF;NEUT;PL	N;NOM;DEF;NEUT;PL
vidne	vittne	vidne	vittne	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
ombord	ombord	ombord	ombord	ADV	ADV
ombord	ombord	ombord	ombord	ADV	ADV
seksuel	sexuell	seksuel	sexuell	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
landede	landade	lande	landa	V;IND;PST;FIN;ACT	V;IND;PST;FIN;ACT
foretrak	föredrog	foretrak	föredrag	V;IND;PST;FIN;ACT	V;IND;PST;FIN;ACT
beskeden	blygsam	beskeden	blygsam	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
beskeden	blygsamt	beskeden	blygsam	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;NEUT;SG
beskeden	anspråkslös	beskeden	anspråkslös	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
krydsere	kryssare	krydser	kryss	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
vinderne	vinnarna	vinde	vinna	N;DEF;MASC+FEM;PL	N;NOM;DEF;MASC+FEM;PL
falsk	falsk	falsk	falsk	ADJ;INDF;SG	ADJ;NOM;INDF;MASC+FEM;SG
falsk	falskt	falsk	falsk	ADJ;INDF;SG	ADJ;NOM;INDF;NEUT;SG
falsk	falskt	falsk	falsk	ADJ;INDF;SG	ADJ;NOM;INDF;NEUT;SG
mhz	mhz	mhz	mhz	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
monarki	monarki	monarki	monarki	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
moral	moral	moral	moral	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
moral	moral	moral	moral	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
moral	moral	moral	moral	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
moral	moral	moral	moral	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
sandsynlighed	sannolikhet	sandsynlighed	sannolikhet	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
sandsynlighed	sannolikhet	sandsynlighed	sannolikhet	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
håbede	hoppas	håbe	hoppas	V;IND;PST;FIN;ACT	V;NFIN
afvikles	avvecklas	afvikle	avveckla	V;IND;PRS;FIN;PASS	V;IND;PRS;FIN;PASS
konference	konferens	konference	konferens	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
massive	massiva	massive	massiv	ADJ;PL	ADJ;NOM;PL
leveres	levereras	levere	leverera	V;IND;PRS;FIN;PASS	V;IND;FIN;PASS
kyster	stränder	kyste	strand	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
kyster	kuster	kyste	kust	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
kyster	kuster	kyste	kust	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
frisk	fräsch	frisk	fräsch	ADJ;INDF;SG	ADJ;NOM;INDF;MASC+FEM;SG
stabil	stabil	stabil	stabil	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
stabil	stabilt	stabil	stabil	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;NEUT;SG
forbrug	konsumtion	forbrug	konsumtion	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
forbrug	förbrukning	forbrug	förbrukning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
seat	säte	seat	säte	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
eksperter	experter	ekspert	expert	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
tyndt	tunn	tyndt	tunn	ADJ;INDF;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
tyndt	tunt	tyndt	tunt	ADJ;INDF;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
tyndt	smal	tyndt	smal	ADJ;INDF;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
sank	sänkte	synke	sänka	V;IND;PST;FIN;ACT	V;IND;PST;FIN;ACT
sank	sjunkit	synke	sjunka	V;IND;PST;FIN;ACT	V;V.CVB;ACT
versionen	versionen	version	version	N;DEF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
chefen	chefen	chef	chef	N;DEF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
chefen	bossen	chef	boss	N;DEF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
diesel	diesel	diesel	diesel	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
brønshøj	brønshøj	brønshøj	brønshøj	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
analyser	analyser	analyse	analys	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
analyser	analyser	analyse	analys	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
steget	stigit	stige	stiga	V;INDF;SG;PST;V.PTCP	V;V.CVB;ACT
mærker	varumärken	mærke	varumärke	N;INDF;NEUT;PL	N;NOM;INDF;NEUT;PL
mærker	märken	mærke	märke	N;INDF;NEUT;PL	N;NOM;INDF;NEUT;PL
mærker	märken	mærke	märke	N;INDF;NEUT;PL	N;NOM;INDF;NEUT;PL
mærker	märkningar	mærke	märkning	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
mærker	markeringar	mærke	markering	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
mærker	taggar	mærke	tagg	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
mærker	etiketter	mærke	etikett	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
tråd	tråd	tråd	tråd	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
tråd	ståltråd	tråd	ståltråd	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
tråd	tråd	tråd	tråd	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
bopæl	vistelse	bopæl	vistelse	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
bopæl	hemvist	bopæl	hemvist	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
bopæl	bosättning	bopæl	bosättning	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
bopæl	bostad	bopæl	bostad	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
bopæl	hemvist	bopæl	hemvist	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
læsere	läsare	læser	läsare	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
hjemkomst	hemkomst	hjemkomst	hemkomst	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
tilgængeligt	tillgänglig	tilgængeligt	tillgänglig	ADJ;INDF;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
tilgængeligt	tillgängligt	tilgængeligt	tillgänglig	ADJ;INDF;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
tilgængeligt	tillgängligt	tilgængeligt	tillgänglig	ADJ;INDF;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
døren	dörren	dør	dörr	N;DEF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
tungt	tungt	tungt	tung	ADJ;INDF;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
tungt	tung	tungt	tung	ADJ;INDF;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
rode	rota	rode	rota	V;NFIN;ACT	V;IMP;FIN;ACT
smukt	vacker	smuk	vacker	ADJ;INDF;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
smukt	vackert	smuk	vacker	ADJ;INDF;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
torpedoer	torpeder	torpedoe	torped	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
thorning	thorning	thorning	thorning	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
ryg	rygg	ryg	rygg	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
ryg	rök	ryg	rök	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
ryg	smoke	ryg	smok	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
forbød	förbjöd	forbyde	förbjuda	V;IND;PST;FIN;ACT	V;IND;PST;FIN;ACT
faldende	faller	falde	falla	V;PRS;V.PTCP	V;IND;PRS;FIN;ACT
faldende	minskar	falde	minska	V;PRS;V.PTCP	V;IND;PRS;FIN;ACT
niende	nionde	nie	nionde	ADJ	ADJ;NOM
forstad	förort	forstad	förort	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
forstad	förort	forstad	förort	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
mund	mun	mund	mun	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
bryggeriet	bryggeriet	bryggeri	bryggeri	N;DEF;NEUT;SG	N;NOM;DEF;NEUT;SG
huskes	mindes	huske	minda	V;IND;PRS;FIN;PASS	V;IND;FIN
uro	ångest	uro	ångest	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
uro	upprördhet	uro	upprördhet	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
uro	agitation	uro	agitation	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
due	duva	due	duva	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
due	duva	due	duva	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
fjernsyn	tv	fjernsyn	tv	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
fjernsyn	television	fjernsyn	television	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
ture	turer	tur	tur	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
ture	resor	tur	resa	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
ture	resor	tur	resa	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
forstået	förstod	forstå	förstå	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
forstået	förstå	forstå	förstå	V;INDF;SG;PST;V.PTCP	V;IMP;FIN;ACT
leonardo	leonardo	leonardo	leonardo	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
diskografi	diskografi	diskografi	diskografi	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
tiende	tionde	tiende	tio	ADJ	ADJ;NOM
logik	logik	logik	logik	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
forbliver	återstår	forblive	återstå	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
forbliver	kvarstår	forblive	kvarstå	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
forbliver	stannar	forblive	stanna	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
miner	gruvor	mine	gruva	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
event	händelse	event	händelse	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
event	evenemang	event	evenemang	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
event	event	event	event	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
kattegat	kattegatt	kattegat	kattegatt	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
ruiner	ruiner	ruin	ruin	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
investeringer	placeringar	investering	placering	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
investeringer	investeringar	investering	investering	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
investeringer	investeringar	investering	investering	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
israelsk	israelisk	israelsk	israelisk	ADJ;INDF;SG	ADJ;NOM;INDF;MASC+FEM;SG
organer	kroppar	organ	kroppa	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
skåret	skär	skære	skära	V;INDF;SG;PST;V.PTCP	V;IMP;FIN;ACT
skåret	skära	skære	skära	V;INDF;SG;PST;V.PTCP	V;IMP;FIN;ACT
skåret	klippa	skære	klippa	V;INDF;SG;PST;V.PTCP	V;IMP;FIN;ACT
mindesmærke	minnessida	mindesmærke	minnessida	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
mindesmærke	memorial	mindesmærke	memorial	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
producenter	producenter	producent	producent	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
producenter	tillverkare	producent	tillverkare	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
fødslen	födseln	fødsel	födsel	N;DEF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
ulykker	olycksfall	ulykke	olycksfall	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;PL
ulykker	olyckor	ulykke	olycka	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
ulykker	olycksfall	ulykke	olycksfall	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;PL
privilegier	befogenheter	privilegi	befogenhet	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
privilegier	privilegier	privilegi	privilegium	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;PL
omgivende	omgivande	omgive	omgivande	ADJ	ADJ;NOM;PRS;V.PTCP
omgivende	omgivande	omgive	omgivande	ADJ	ADJ;NOM;PRS;V.PTCP
canal	canal	canal	canal	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
canal	kanal	canal	kanal	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
ost	ost	ost	ost	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
ost	ost	ost	ost	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
vegetation	växtlighet	vegetation	växtlighet	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
vegetation	vegetation	vegetation	vegetation	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
værre	värre	slem	ond	ADJ;CMPR	ADJ;NOM;CMPR
renoveret	renoverats	renovere	renovera	V;INDF;SG;PST;V.PTCP	V;V.CVB;PASS
hulk	hulken	hulk	hulk	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
playoff	slutspel	playoff	slutspel	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
interviews	intervjuer	interviews	intervju	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
troen	tron	tro	tron	N;DEF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
troen	tron	tro	tron	N;DEF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
add	add	add	add	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
lara	lara	lara	lara	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
hyldest	hyllning	hyldest	hyllning	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
