daha	više	daha	mnogo	ADV	ADV;CMPR
bölümler	poglavlja	bölüm	poglavlje	N;NOM;PL;3	N;NOM;NEUT;PL
varlığı	prisustvo	varlık	prisustvo	N;NOM;SG;3	N;NOM;NEUT;SG
varlığı	nazočnost	varlık	nazočnost	N;NOM;SG;3	N;NOM;FEM;SG
varlığı	prisutnost	varlık	prisutnost	N;NOM;SG;3	N;NOM;FEM;SG
oda	odaja	oda	odaja	N;NOM;SG;3	N;NOM;FEM;SG
oda	komora	oda	komora	N;NOM;SG;3	N;NOM;FEM;SG
oda	soba	oda	soba	N;NOM;SG;3	N;NOM;FEM;SG
oda	prostorija	oda	prostorija	N;NOM;SG;3	N;NOM;FEM;SG
okuma	čitam	oku	čitati	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;1;PRS;FIN
okuma	čita	oku	čitati	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;3;PRS;FIN
çevresi	opseg	çevre	opseg	N;NOM;SG;3	N;NOM;MASC;SG
çevresi	obim	çevre	obim	N;NOM;SG;3	N;NOM;MASC;SG
çevresi	okruženje	çevre	okruženje	N;NOM;SG;3	N;NOM;NEUT;SG
museum	muzej	museum	muzej	N;NOM;SG;3	N;NOM;MASC;SG
karakterler	likovi	karak	lik	N;NOM;PL;3	N;NOM;MASC;PL
karakterler	znakovi	karak	znak	N;NOM;PL;3	N;NOM;MASC;PL
alanlar	polja	alan	polje	N;NOM;PL;3	N;NOM;NEUT;PL
alanlar	područja	alan	područje	N;NOM;PL;3	N;NOM;NEUT;PL
bayram	eid	bayram	eid		
oyunculuk	gluma	oyunculuk	gluma	N;NOM;SG;3	N;NOM;FEM;SG
eve	kući	ev	kuća	N;DAT;SG;3	N;DAT;FEM;SG
villa	vila	villa	vila	N;NOM;SG;3	N;NOM;FEM;SG
villa	villa	villa	villa	N;NOM;SG;3	N;NOM;FEM;SG
seyahat	putovanje	seyahat	putovanje	N;NOM;SG;3	N;NOM;NEUT;SG
seyahat	putovanje	seyahat	putovanje	N;NOM;SG;3	N;NOM;NEUT;SG
özgürlük	sloboda	özgürlük	sloboda	N;NOM;SG;3	N;NOM;FEM;SG
hizmetleri	usluge	hizmet	usluga	N;NOM;PL;3	N;NOM;FEM;PL
kapısı	kapija	kapı	kapija	N;NOM;SG;3	N;NOM;FEM;SG
şikayet	izvješće	şikayet	izvješće	N;NOM;SG;3	N;NOM;NEUT;SG
şikayet	izvještaj	şikayet	izvještaj	N;NOM;SG;3	N;NOM;MASC;SG
şikayet	izvješćivanje	şikayet	izvješćivanje	N;NOM;SG;3	N;NOM;NEUT;SG
öğrenciler	studenti	öğrenci	student	N;NOM;PL;3	N;NOM;MASC;PL
öğrenciler	učenici	öğrenci	učenik	N;NOM;PL;3	N;NOM;MASC;PL
caddesi	avenue	cadde	avenue	N;NOM;SG;3	N;NOM;MASC;SG
caddesi	avenija	cadde	avenija	N;NOM;SG;3	N;NOM;FEM;SG
galibiyet	pobjeda	galibiyet	pobjeda	N;NOM;SG;3	N;NOM;FEM;SG
fabrikası	tvornica	fabrikası	tvornica	N;NOM;SG;3	N;NOM;FEM;SG
kullanmak	koristi	kullan	koristiti	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;3;PRS;FIN
kullanmak	iskoristi	kullan	iskoristiti	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;3;PRS;FIN
kullanmak	upotrijebi	kullan	upotrijebiti	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;3;PRS;FIN
yazarlar	pisci	yazar	pisac	N;NOM;PL;3	N;NOM;MASC;PL
yazarlar	autori	yazar	autor	N;NOM;PL;3	N;NOM;MASC;PL
açılış	otvorenje	açılış	otvorenje	N;NOM;SG;3	N;NOM;NEUT;SG
açılış	otvaranje	açılış	otvaranje	N;NOM;SG;3	N;NOM;NEUT;SG
numarası	broj	numara	broj	N;NOM;SG;3	N;NOM;MASC;SG
kalabalık	gužva	kalabalık	gužva	N;NOM;SG;3	N;NOM;FEM;SG
kalabalık	gomila	kalabalık	gomil	N;NOM;SG;3	N;NOM;FEM;SG
kalabalık	publika	kalabalık	publika	N;NOM;SG;3	N;NOM;FEM;SG
kalabalık	gužva	kalabalık	gužva	N;NOM;SG;3	N;NOM;FEM;SG
korumak	štiti	koru	štititi	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;3;PRS;FIN
korumak	štiti	koru	štititi	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;3;PRS;FIN
geliyor	dolazi	gel	dolaziti	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;SG;3;PRS;FIN
makale	članak	makale	članak	N;NOM;SG;3	N;NOM;MASC;SG
politikası	polica	politikası	polica	N;NOM;SG;3	N;NOM;FEM;SG
politikası	politika	politikası	politika	N;NOM;SG;3	N;NOM;FEM;SG
örneği	primjer	örnek	primjer	N;NOM;SG;3	N;NOM;MASC;SG
yöntem	metodologija	yöntem	metodologija	N;NOM;SG;3	N;NOM;FEM;SG
yöntem	metoda	yöntem	metoda	N;NOM;SG;3	N;NOM;FEM;SG
yöntem	metod	yöntem	metod	N;NOM;SG;3	N;NOM;MASC;SG
tarafsız	nepristran	tarafsız	nepristran	ADJ	ADJ;NOM;INDF;MASC;SG
tarafsız	neutralna	tarafsız	neutralan	ADJ	ADJ;NOM;DEF;FEM;SG
tarafsız	neutralni	tarafsız	neutralan	ADJ	ADJ;NOM;DEF;MASC;SG
tarafsız	neutralan	tarafsız	neutralan	ADJ	ADJ;NOM;INDF;MASC;SG
tarafsız	nepristran	tarafsız	nepristran	ADJ	ADJ;NOM;INDF;MASC;SG
bulmak	naći	bul	naći	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
bulmak	pronađi	bul	pronaći	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;2;PRS;FIN
mesafe	daljina	mesafe	daljina	N;NOM;SG;3	N;NOM;FEM;SG
mesafe	udaljenost	mesafe	udaljenost	N;NOM;SG;3	N;NOM;FEM;SG
mesafe	doseg	mesafe	doseg	N;NOM;SG;3	N;NOM;MASC;SG
mesafe	raspon	mesafe	raspon	N;NOM;SG;3	N;NOM;MASC;SG
mesafe	daljina	mesafe	daljina	N;NOM;SG;3	N;NOM;FEM;SG
mezarlığı	groblje	mezarlık	groblje	N;NOM;SG;3	N;NOM;NEUT;SG
mezarlığı	groblje	mezarlık	groblje	N;NOM;SG;3	N;NOM;NEUT;SG
köpek	pas	köpek	pas	N;NOM;SG;3	N;NOM;MASC;SG
köpek	dog	köpek	dog	N;NOM;SG;3	N;NOM;MASC;SG
köpek	pasa	köpek	pas	N;NOM;SG;3	N;NOM;MASC;SG
parçaları	komadiće	parça	komadić	N;ACC;PL;3	N;ACC;MASC;PL
kredi	kredit	kredi	kredit	N;NOM;SG;3	N;NOM;MASC;SG
kredi	kredit	kredi	kredit	N;NOM;SG;3	N;NOM;MASC;SG
kredi	zajam	kredi	zajam	N;NOM;SG;3	N;NOM;MASC;SG
kapı	kapija	kapı	kapija	N;NOM;SG;3	N;NOM;FEM;SG
ağırlığı	težina	ağırlık	težina	N;NOM;SG;3	N;NOM;FEM;SG
diller	jezici	dil	jezik	N;NOM;PL;3	N;NOM;MASC;PL
önemi	važnost	önem	važnost	N;NOM;SG;3	N;NOM;FEM;SG
önemi	značaj	önem	značaj	N;NOM;SG;3	N;NOM;MASC;SG
önemi	značaj	önem	značaj	N;NOM;SG;3	N;NOM;MASC;SG
sandalye	stolica	sandalye	stolica	N;NOM;SG;3	N;NOM;FEM;SG
sandalye	stolac	sandalye	stolac	N;NOM;SG;3	N;NOM;MASC;SG
çetin	çetin	çet	çetin		
moğol	mongol	moğol	mongol		
sokak	ulica	sokak	ulica	N;NOM;SG;3	N;NOM;FEM;SG
sokak	ulica	sokak	ulica	N;NOM;SG;3	N;NOM;FEM;SG
karayolu	put	karayolu	put	N;NOM;SG;3	N;NOM;MASC;SG
karayolu	cesta	karayolu	cesta	N;NOM;SG;3	N;NOM;FEM;SG
karayolu	autoput	karayolu	autoput	N;NOM;SG;3	N;NOM;MASC;SG
karayolu	autocesta	karayolu	autocesta	N;NOM;SG;3	N;NOM;FEM;SG
kraliçe	matica	kraliçe	matica	N;NOM;SG;3	N;NOM;FEM;SG
kraliçe	kraljica	kraliçe	kraljica	N;NOM;SG;3	N;NOM;FEM;SG
yetersiz	nesposoban	yetersiz	nesposoban	ADJ	ADJ;NOM;INDF;MASC;SG
yetersiz	nesposobni	yetersiz	nesposoban	ADJ	ADJ;NOM;DEF;MASC;PL
yetersiz	nesposobna	yetersiz	nesposoban	ADJ	ADJ;NOM;DEF;FEM;SG
yetersiz	neadekvatna	yetersiz	neadekvatan	ADJ	ADJ;NOM;DEF;FEM;SG
konular	teme	konu	tema	N;NOM;PL;3	N;NOM;FEM;PL
konular	subjekti	konu	subjekt	N;NOM;PL;3	N;NOM;MASC;PL
konular	podanici	konu	podanica	N;NOM;PL;3	N;NOM;MASC;PL
konular	lanci	konu	lanac	N;NOM;PL;3	N;NOM;MASC;PL
america	amerika	america	amerika	N;NOM;SG;3	N;NOM;FEM;SG
america	america	america	america	N;NOM;SG;3	N;NOM;FEM;SG
fikri	ideja	fikir	ideja	N;NOM;SG;3	N;NOM;FEM;SG
fikri	zamisao	fikir	zamisao	N;NOM;SG;3	N;NOM;FEM;SG
atletizm	atletika	atletizm	atletika	N;NOM;SG;3	N;NOM;FEM;SG
sorunlar	nevolje	sorun	nevolja	N;NOM;PL;3	N;NOM;FEM;PL
sorunlar	problemi	sorun	problem	N;NOM;PL;3	N;NOM;MASC;PL
sorunlar	pitanja	sorun	pitanje	N;NOM;PL;3	N;NOM;NEUT;PL
programları	programi	program	program	N;NOM;PL;3	N;NOM;MASC;PL
programları	programi	program	program	N;NOM;PL;3	N;NOM;MASC;PL
kitaplar	knjige	kitap	knjiga	N;NOM;PL;3	N;NOM;FEM;PL
stratejik	strateške	stratejik	strateški	ADJ	ADJ;NOM;DEF;FEM;PL
askerler	vojnici	asker	vojnik	N;NOM;PL;3	N;NOM;MASC;PL
askerler	trupe	asker	trupa	N;NOM;PL;3	N;NOM;FEM;PL
askerler	vojnici	asker	vojnik	N;NOM;PL;3	N;NOM;MASC;PL
fonksiyonu	funkcija	fonksiyon	funkcija	N;NOM;SG;3	N;NOM;FEM;SG
daire	stan	daire	stan	N;NOM;SG;3	N;NOM;MASC;SG
daire	krug	daire	krug	N;NOM;SG;3	N;NOM;MASC;SG
daire	stan	daire	stan	N;NOM;SG;3	N;NOM;MASC;SG
daire	apartman	daire	apartman	N;NOM;SG;3	N;NOM;MASC;SG
ilişkisi	veza	ilişki	veza	N;NOM;SG;3	N;NOM;FEM;SG
ilişkisi	odnos	ilişki	odnos	N;NOM;SG;3	N;NOM;MASC;SG
haritası	karta	harita	karta	N;NOM;SG;3	N;NOM;FEM;SG
haritası	mapa	harita	mapa	N;NOM;SG;3	N;NOM;FEM;SG
makine	stroj	makine	stroj	N;NOM;SG;3	N;NOM;MASC;SG
makine	mašina	makine	mašina	N;NOM;SG;3	N;NOM;FEM;SG
makine	masina	makine	masina	N;NOM;SG;3	N;NOM;FEM;SG
görmek	vidi	gör	vidjeti	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;3;PRS;FIN
antrenör	trener	antrenör	trener	N;NOM;SG;3	N;NOM;MASC;SG
antrenör	trener	antrenör	trener	N;NOM;SG;3	N;NOM;MASC;SG
eğlence	zabava	eğlence	zabava	N;NOM;SG;3	N;NOM;FEM;SG
eğlence	zabava	eğlence	zabava	N;NOM;SG;3	N;NOM;FEM;SG
miktarı	količina	miktar	količina	N;NOM;SG;3	N;NOM;FEM;SG
miktarı	iznos	miktar	iznos	N;NOM;SG;3	N;NOM;MASC;SG
miktarı	količina	miktar	količina	N;NOM;SG;3	N;NOM;FEM;SG
maçlar	podudaranja	maç	podudaranje	N;NOM;PL;3	N;NOM;NEUT;PL
maçlar	šibice	maç	šibica	N;NOM;PL;3	N;NOM;FEM;PL
maçlar	utakmice	maç	utakmica	N;NOM;PL;3	N;NOM;FEM;PL
maçlar	igre	maç	igra	N;NOM;PL;3	N;NOM;FEM;PL
maçlar	igrice	maç	igrica	N;NOM;PL;3	N;NOM;FEM;PL
parçalar	djelovi	parça	djelova	N;NOM;PL;3	N;NOM;MASC;PL
parçalar	dijelovi	parça	dio	N;NOM;PL;3	N;NOM;MASC;PL
parçalar	komponente	parça	komponenta	N;NOM;PL;3	N;NOM;FEM;PL
hıristiyan	kršćanin	hıristiyan	kršćanin	N;NOM;SG;3	N;NOM;MASC;SG
hıristiyan	kristijan	hıristiyan	kristijan	N;NOM;SG;3	N;NOM;MASC;SG
yapılar	strukture	yap	struktura	N;NOM;PL;3	N;NOM;FEM;PL
günleri	dane	gün	dan	N;ACC;PL;3	N;ACC;MASC;PL
mükemmel	savršen	mükemmel	savršen	ADJ	ADJ;NOM;INDF;MASC;SG
mükemmel	savršeno	mükemmel	savršeno	ADJ	ADJ;NOM;DEF;NEUT;SG
felsefesi	filozofija	felsefe	filozofija	N;NOM;SG;3	N;NOM;FEM;SG
görünümü	pojava	görün	pojava	N;NOM;SG;3	N;NOM;FEM;SG
görünümü	izgled	görün	izgled	N;NOM;SG;3	N;NOM;MASC;SG
görünümü	pojavljivanje	görün	pojavljivanje	N;NOM;SG;3	N;NOM;NEUT;SG
görünümü	pogled	görün	pogled	N;NOM;SG;3	N;NOM;MASC;SG
görünümü	prikaz	görün	prikaz	N;NOM;SG;3	N;NOM;MASC;SG
trafik	promet	trafik	promet	N;NOM;SG;3	N;NOM;MASC;SG
dinamo	dinamo	dinamo	dinamo	N;NOM;SG;3	N;NOM;MASC;SG
ittifak	savez	ittifak	savez	N;NOM;SG;3	N;NOM;MASC;SG
günler	dani	gün	dati	N;NOM;PL;3	N;NOM;MASC;PL
bölgeler	regije	bölge	regija	N;NOM;PL;3	N;NOM;FEM;PL
bölgeler	zone	bölge	zona	N;NOM;PL;3	N;NOM;FEM;PL
bölgeler	područja	bölge	područje	N;NOM;PL;3	N;NOM;NEUT;PL
muharebe	boj	muharebe	boj	N;NOM;SG;3	N;NOM;MASC;SG
muharebe	bitka	muharebe	bitka	N;NOM;SG;3	N;NOM;FEM;SG
rahatsız	poremećen	rahatsız	poremeći	ADJ	ADJ;NOM;INDF;MASC;SG;V.PTCP
turnuvası	turnir	turnuva	turnir	N;NOM;SG;3	N;NOM;MASC;SG
yıldızlar	zvijezde	yıl	zvijezda	N;NOM;PL;3	N;NOM;FEM;PL
yıldızlar	zvezde	yıl	zvezda	N;NOM;PL;3	N;NOM;FEM;PL
yıldızlar	zvjezdice	yıl	zvjezdica	N;NOM;PL;3	N;NOM;MASC;PL
turnuva	turnir	tur	turnir	N;NOM;SG;3	N;NOM;MASC;SG
okudu	studirala	oku	studirati	V;PFV;IND;SG;3;POS;PST	V;FEM;SG;PST;V.PTCP;ACT
okudu	studirao	oku	studirati	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP;ACT
taarruz	napad	taarruz	napad	N;NOM;SG;3	N;NOM;MASC;SG
yazılar	članci	yazı	članak	N;NOM;PL;3	N;NOM;MASC;PL
düzeni	formacija	düzen	formacija	N;NOM;SG;3	N;NOM;FEM;SG
düzeni	formiranje	düzen	formiranje	N;NOM;SG;3	N;NOM;NEUT;SG
hürriyet	sloboda	hürriyet	sloboda	N;NOM;SG;3	N;NOM;FEM;SG
uygulamaları	prijave	uygulama	prijava	N;NOM;PL;3	N;NOM;FEM;PL
uygulamaları	aplikacije	uygulama	aplikacija	N;NOM;PL;3	N;NOM;FEM;PL
uygulamaları	aplikacije	uygulama	aplikacija	N;NOM;PL;3	N;NOM;FEM;PL
playstation	playstation	playstation	playstation	N;NOM;SG;3	N;NOM;MASC;SG
ürünler	predmeti	ürün	predmet	N;NOM;PL;3	N;NOM;MASC;PL
ürünler	stavke	ürün	stavka	N;NOM;PL;3	N;NOM;FEM;PL
ürünler	dobara	ürün	dobro	N;NOM;PL;3	N;NOM;NEUT;PL
ürünler	robe	ürün	roba	N;NOM;PL;3	N;NOM;FEM;PL
ürünler	proizvodi	ürün	proizvod	N;NOM;PL;3	N;NOM;MASC;PL
olağanüstü	izuzetna	olağanüstü	izuzetan	ADJ	ADJ;NOM;DEF;FEM;SG
olağanüstü	fenomenalan	olağanüstü	fenomenalan	ADJ	ADJ;NOM;INDF;MASC;SG
olağanüstü	izvanredan	olağanüstü	izvanredan	ADJ	ADJ;NOM;INDF;MASC;SG
euroleague	euroleague	euroleague	euroleague	N;NOM;SG;3	N;NOM;MASC;SG
gene	ponovo	gene	ponovo	ADV	ADV
gene	opet	gene	opet	ADV	ADV
kardeşler	sestre	kardeş	sestra	N;NOM;PL;3	N;NOM;FEM;PL
kardeşler	braća	kardeş	braća	N;NOM;PL;3	N;NOM;MASC;PL
ücretsiz	slobodna	ücretsiz	slobodan	ADJ	ADJ;NOM;DEF;FEM;SG
ücretsiz	slobodni	ücretsiz	slobodan	ADJ	ADJ;NOM;DEF;MASC;SG
ücretsiz	slobodan	ücretsiz	slobodan	ADJ	ADJ;NOM;INDF;MASC;SG
oluşturmak	stvori	oluş	stvor	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V;IND;SG;3;PRS;FIN
oluşturmak	stvoriti	oluş	stvoriti	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V;NFIN
bisiklet	biciklizam	bisiklet	biciklizam	N;NOM;SG;3	N;NOM;MASC;SG
bisiklet	bicikla	bisiklet	bicik	N;NOM;SG;3	N;NOM;MASC;SG
bisiklet	bicikl	bisiklet	bicikl	N;NOM;SG;3	N;NOM;MASC;SG
bisiklet	motor	bisiklet	motor	N;NOM;SG;3	N;NOM;MASC;SG
bisiklet	bicikla	bisiklet	bicik	N;NOM;SG;3	N;NOM;MASC;SG
bisiklet	bicikl	bisiklet	bicikl	N;NOM;SG;3	N;NOM;MASC;SG
kriterleri	kriterije	kriter	kriterij	N;ACC;PL;3	N;ACC;MASC;PL
fizikçi	fizičar	fizikçi	fizičar	N;NOM;SG;3	N;NOM;MASC;SG
said	saeed	said	saeed		
faaliyetleri	aktivnosti	faaliyet	aktivnost	N;NOM;PL;3	N;NOM;FEM;PL
yayıncılık	objavljivanje	yayıncılık	objavljivanje	N;NOM;SG;3	N;NOM;NEUT;SG
yayıncılık	objavljivanje	yayıncılık	objavljivanje	N;NOM;SG;3	N;NOM;NEUT;SG
kuramı	teorija	kuram	teorija	N;NOM;SG;3	N;NOM;FEM;SG
sözleşmesi	ugovor	sözleşme	ugovor	N;NOM;SG;3	N;NOM;MASC;SG
arda	arda	arda	arda		
yararlı	korisne	yararlı	koristan	ADJ	ADJ;NOM;DEF;FEM;PL
yararlı	koristan	yararlı	koristan	ADJ	ADJ;NOM;INDF;MASC;SG
yararlı	korisno	yararlı	korisno	ADJ	ADJ;NOM;DEF;NEUT;SG
yararlı	korisna	yararlı	koristan	ADJ	ADJ;NOM;DEF;FEM;SG
yararlı	korisni	yararlı	koristan	ADJ	ADJ;NOM;DEF;MASC;PL
yararlı	korisno	yararlı	korisno	ADJ	ADJ;NOM;DEF;NEUT;SG
cezası	kazna	ceza	kazna	N;NOM;SG;3	N;NOM;FEM;SG
cezası	penal	ceza	penal	N;NOM;SG;3	N;NOM;MASC;SG
cezası	kazna	ceza	kazna	N;NOM;SG;3	N;NOM;FEM;SG
lake	jezero	lake	jezero	N;NOM;SG;3	N;NOM;NEUT;SG
konum	položaj	konum	položaj	N;NOM;SG;3	N;NOM;MASC;SG
konum	pozicija	konum	pozicija	N;NOM;SG;3	N;NOM;FEM;SG
konum	lokacija	konum	lokacija	N;NOM;SG;3	N;NOM;FEM;SG
örnekler	primjeri	örnek	primjer	N;NOM;PL;3	N;NOM;MASC;PL
örnekler	uzorci	örnek	uzorak	N;NOM;PL;3	N;NOM;MASC;PL
yöneticisi	admin	yönetici	admin	N;NOM;SG;3	N;NOM;MASC;SG
yöneticisi	administrator	yönetici	administrator	N;NOM;SG;3	N;NOM;MASC;SG
yöneticisi	upravitelj	yönetici	upravitelj	N;NOM;SG;3	N;NOM;MASC;SG
yöneticisi	menadžer	yönetici	menadžer	N;NOM;SG;3	N;NOM;MASC;SG
yöneticisi	voditelj	yönetici	voditelj	N;NOM;SG;3	N;NOM;MASC;SG
görünüm	pojava	görün	pojava	N;NOM;SG;3	N;NOM;FEM;SG
görünüm	izgled	görün	izgled	N;NOM;SG;3	N;NOM;MASC;SG
görünüm	pojavljivanje	görün	pojavljivanje	N;NOM;SG;3	N;NOM;NEUT;SG
görünüm	prikaz	görün	prikaz	N;NOM;SG;3	N;NOM;MASC;SG
görünüm	pogled	görün	pogled	N;NOM;SG;3	N;NOM;MASC;SG
görünüm	prikaz	görün	prikaz	N;NOM;SG;3	N;NOM;MASC;SG
ahşap	drvo	ahşap	drvo	N;NOM;SG;3	N;NOM;NEUT;SG
oğulları	sinove	oğul	sin	N;ACC;PL;3	N;ACC;MASC;PL
emniyet	sigurnost	emniyet	sigurnost	N;NOM;SG;3	N;NOM;FEM;SG
resimler	slike	resim	slika	N;NOM;PL;3	N;NOM;FEM;PL
resimler	slike	resim	slika	N;NOM;PL;3	N;NOM;FEM;PL
resimler	fotografije	resim	fotografija	N;NOM;PL;3	N;NOM;FEM;PL
resimler	slike	resim	slika	N;NOM;PL;3	N;NOM;FEM;PL
kimlik	identifikacija	kimlik	identifikacija	N;NOM;SG;3	N;NOM;FEM;SG
kimlik	identitet	kimlik	identitet	N;NOM;SG;3	N;NOM;MASC;SG
görevleri	dužnosti	görev	dužnost	N;NOM;PL;3	N;NOM;FEM;PL
görevleri	obaveze	görev	obaveza	N;NOM;PL;3	N;NOM;FEM;PL
görevleri	uloge	görev	uloga	N;NOM;PL;3	N;NOM;FEM;PL
eleştiriler	kritike	eleştiri	kritika	N;NOM;PL;3	N;NOM;FEM;PL
eleştiriler	kritičari	eleştiri	kritičar	N;NOM;PL;3	N;NOM;MASC;PL
sayılar	znamenke	say	znamenka	N;NOM;PL;3	N;NOM;FEM;PL
sayılar	brojke	say	brojka	N;NOM;PL;3	N;NOM;FEM;PL
sayılar	figure	say	figura	N;NOM;PL;3	N;NOM;FEM;PL
sayılar	brojevi	say	broj	N;NOM;PL;3	N;NOM;MASC;PL
deprem	zemljotres	deprem	zemljotres	N;NOM;SG;3	N;NOM;MASC;SG
deprem	potres	deprem	potres	N;NOM;SG;3	N;NOM;MASC;SG
kuvvetler	sile	kuvvet	sila	N;NOM;PL;3	N;NOM;FEM;PL
divan	diwan	divan	diwan		
kurgusal	izmišljeni	kurgusal	izmišliti	ADJ	ADJ;NOM;DEF;MASC;PL;V.PTCP
değerleri	vrednosti	değer	vrednost	N;NOM;PL;3	N;NOM;FEM;PL
değerleri	vrijednosti	değer	vrijednost	N;NOM;PL;3	N;NOM;FEM;PL
mektup	pismo	mektup	pismo	N;NOM;SG;3	N;NOM;NEUT;SG
kamera	fotoaparat	kamera	fotoaparat	N;NOM;SG;3	N;NOM;MASC;SG
kamera	kamera	kamera	kamera	N;NOM;SG;3	N;NOM;FEM;SG
örnekleri	primjere	örnek	primjer	N;ACC;PL;3	N;ACC;MASC;PL
ifadesi	izraz	ifade	izraz	N;NOM;SG;3	N;NOM;MASC;SG
ifadesi	izražavanje	ifade	izražavanje	N;NOM;SG;3	N;NOM;NEUT;SG
ifadesi	svjedočenje	ifade	svjedočenje	N;NOM;SG;3	N;NOM;NEUT;SG
ifadesi	svjedočanstvo	ifade	svjedočanstvo	N;NOM;SG;3	N;NOM;NEUT;SG
ifadesi	iskaz	ifade	iskaz	N;NOM;SG;3	N;NOM;MASC;SG
parlamentosu	parlament	parlamentosu	parlament	N;NOM;SG;3	N;NOM;MASC;SG
parlamentosu	sabor	parlamentosu	sabor	N;NOM;SG;3	N;NOM;MASC;SG
tahmini	procjena	tahmin	procjena	N;NOM;SG;3	N;NOM;FEM;SG
tahmini	procjena	tahmin	procjena	N;NOM;SG;3	N;NOM;FEM;SG
tahmini	predviđanje	tahmin	predviđanje	N;NOM;SG;3	N;NOM;NEUT;SG
analiz	analiza	analiz	analiza	N;NOM;SG;3	N;NOM;FEM;SG
ekran	ekran	ekran	ekran	N;NOM;SG;3	N;NOM;MASC;SG
ekran	zaslon	ekran	zaslon	N;NOM;SG;3	N;NOM;MASC;SG
ekran	monitor	ekran	monitor	N;NOM;SG;3	N;NOM;MASC;SG
ekran	prikaz	ekran	prikaz	N;NOM;SG;3	N;NOM;MASC;SG
parçacık	čestica	parçacık	čestica	N;NOM;SG;3	N;NOM;FEM;SG
rakibi	konkurent	rakip	konkurent	N;NOM;SG;3	N;NOM;MASC;SG
rakibi	natjecatelj	rakip	natjecatelj	N;NOM;SG;3	N;NOM;MASC;SG
rakibi	suparnik	rakip	suparnik	N;NOM;SG;3	N;NOM;MASC;SG
rakibi	protivnik	rakip	protivnik	N;NOM;SG;3	N;NOM;MASC;SG
sanatçılar	izvođači	sanatçı	izvođač	N;NOM;PL;3	N;NOM;MASC;PL
sanatçılar	umjetnici	sanatçı	umjetnik	N;NOM;PL;3	N;NOM;MASC;PL
sözlük	rječnik	sözlük	rječnik	N;NOM;SG;3	N;NOM;MASC;SG
sözlük	rječnik	sözlük	rječnik	N;NOM;SG;3	N;NOM;MASC;SG
yolculuk	putovanje	yolculuk	putovanje	N;NOM;SG;3	N;NOM;NEUT;SG
yolculuk	putovanje	yolculuk	putovanje	N;NOM;SG;3	N;NOM;NEUT;SG
yolculuk	vožnja	yolculuk	vožnja	N;NOM;SG;3	N;NOM;FEM;SG
yolculuk	prevoz	yolculuk	prevoz	N;NOM;SG;3	N;NOM;MASC;SG
yolculuk	trip	yolculuk	trip	N;NOM;SG;3	N;NOM;MASC;SG
yolculuk	putovanje	yolculuk	putovanje	N;NOM;SG;3	N;NOM;NEUT;SG
havaalanı	aerodrom	havaalanı	aerodar	N;NOM;SG;3	N;NOM;MASC;SG
katkıları	doprinose	katkı	doprinositi	N;ACC;PL;3	N;ACC;MASC;PL
psikolojik	psihološka	psikolojik	psihološki	ADJ	ADJ;NOM;DEF;FEM;SG
ilgisi	važnost	ilgi	važnost	N;NOM;SG;3	N;NOM;FEM;SG
sayısal	digitalni	sayısal	digitalan	ADJ	ADJ;NOM;DEF;MASC;SG
sayısal	digitalna	sayısal	digitalan	ADJ	ADJ;NOM;DEF;FEM;SG
teklifi	ponudu	teklif	ponuda	N;ACC;SG;3	N;ACC;FEM;SG
kapasitesi	kapacitet	kapasite	kapacitet	N;NOM;SG;3	N;NOM;MASC;SG
kalıntıları	ostaci	kalıntı	ostatak	N;NOM;PL;3	N;NOM;MASC;PL
şehirleri	gradovi	şehir	grad	N;NOM;PL;3	N;NOM;MASC;PL
alfabesi	abecedi	alfabe	abeced	N;NOM;SG;3	N;NOM;FEM;SG
mühendisi	inžinjer	mühendis	inžinjer	N;NOM;SG;3	N;NOM;MASC;SG
mühendisi	inženjer	mühendis	inženjer	N;NOM;SG;3	N;NOM;MASC;SG
çekici	tow	çekici	tow		
orkestrası	orkestar	orkestra	orkestar	N;NOM;SG;3	N;NOM;MASC;SG
atlético	atlético	atlético	atlético	N;NOM;SG;3	N;NOM;MASC;SG
arkadaşlar	prijateljice	arkadaş	prijateljica	N;NOM;PL;3	N;NOM;FEM;PL
arkadaşlar	prijatelji	arkadaş	prijatelj	N;NOM;PL;3	N;NOM;MASC;PL
eliptik	eliptična	eliptik	eliptičan	ADJ	ADJ;NOM;DEF;FEM;SG
duyurdu	najavio	duyur	najaviti	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP;ACT
