من	از	مِن	از	ADP	ADP
حلم	رویا	حُلم	رویا	N;NOM;INDF;SG	N;SG
حلم	رؤیا	حُلم	رؤیا	N;NOM;INDF;SG	N;SG
حلم	رویای	حُلم	رویا	N;NOM;INDF;SG	N;SG
حلم	رؤیای	حُلم	رؤیا	N;NOM;INDF;SG	N;SG
البلاط	کاشی	بَلَاط	کاشی	N;NOM;DEF;SG	N;SG
الانطلاق	پرتاب	اِنطِلَاق	None	N;NOM;DEF;SG	N;SG
زرع	کاشت	زَرع	کاشت#کار	N;NOM;INDF;SG	N;SG
زرع	ایمپلنت	زَرع	ایمپلنت	N;NOM;INDF;SG	N;SG
زرع	جاسازی	زَرع	جاسازی	N;NOM;INDF;SG	N;SG
زرع	گیاهی	زَرع	گیاهی	N;NOM;INDF;SG	N;SG
زرع	نیروگاه	زَرع	نیروگاه	N;NOM;INDF;SG	N;SG
زرع	پلنت	زَرع	پلنت	N;NOM;INDF;SG	N;SG
زرع	گیاه	زَرع	گیاه	N;NOM;INDF;SG	N;SG
تبني	ساختن	تَبَنِّي	ساختن	N;NOM;INDF;SG	N;SG
السحب	ابری	سَحب	ابری	N;NOM;DEF;SG	N;SG
السحب	ابر	سَحب	ابر	N;NOM;DEF;SG	N;SG
قاع	مفعول	قَاع	مفعول	N;NOM;INDF;SG	N;SG
قاع	باتوم	قَاع	باتوم	N;NOM;INDF;SG	N;SG
السجون	زندانهای	سِجن	زندان	N;NOM;DEF;PL	N;PL
السجون	زندانهای	سِجن	زندان	N;NOM;DEF;PL	N;PL
السجون	زندانها	سِجن	زندان	N;NOM;DEF;PL	N;PL
جسيمات	ذرات	جَسِيم	None	N;NOM;INDF;PL	N;PL
جسيمات	ذرات	جَسِيم	None	N;NOM;INDF;PL	N;PL
جسيمات	ذرات	جَسِيم	None	N;NOM;INDF;PL	N;PL
الجراح	جراح	جُرح	جراح	N;NOM;DEF;SG	N;SG
معدن	متال	مَعدِن	متال	N;NOM;INDF;SG	N;SG
معدن	فلز	مَعدِن	فلز	N;NOM;INDF;SG	N;SG
معدن	فلزی	مَعدِن	فلزی	N;NOM;INDF;SG	N;SG
معدن	معدنی	مَعدِن	معدنی	N;NOM;INDF;SG	N;SG
الملاحظات	یادداشتها	مُلَاحَظَة	یادداشت	N;NOM;DEF;PL	N;PL
الملاحظات	یادداشتهای	مُلَاحَظَة	یادداشت	N;NOM;DEF;PL	N;PL
الملاحظات	مشاهدات	مُلَاحَظَة	مشاهده	N;NOM;DEF;PL	N;PL
التطورات	تحولات	تَطَوُّر	تحول	N;NOM;DEF;PL	N;PL
الفيلسوف	فیلسوف	فَيلَسُوف	فیلسوف	N;NOM;DEF;SG	N;SG
العفو	عفو	عَفو	عفو	N;NOM;DEF;SG	N;SG
باحث	محقق	بَاحِث	محقق	N;NOM;INDF;SG	N;SG
باحث	پژوهشگر	بَاحِث	پژوهشگر	N;NOM;INDF;SG	N;SG
باحث	ادیب	بَاحِث	ادیب	N;NOM;INDF;SG	N;SG
باحث	پژوهشگر	بَاحِث	پژوهشگر	N;NOM;INDF;SG	N;SG
الديانات	ادیان	دِيَانَة	None	N;NOM;DEF;PL	N;PL
الديانات	مذاهب	دِيَانَة	مذاهب	N;NOM;DEF;PL	N;PL
العبادة	عبادت	عِبَادَة	عبادت	N;NOM;DEF;SG	N;SG
عبارات	عبارتهای	عِبَارَة	عبارت	N;NOM;INDF;PL	N;PL
الفوائد	فواید	فَائِدَة	None	N;NOM;DEF;PL	N;PL
الفوائد	منافع	فَائِدَة	منفعت	N;NOM;DEF;PL	N;PL
ملتقى	تلاقی	مُلتَقَى	تلاقی	N;NOM;INDF;SG	N;SG
ملتقى	جانکشن	مُلتَقَى	جانکشن	N;NOM;INDF;SG	N;SG
ملتقى	تلاقی	مُلتَقَى	تلاقی	N;NOM;INDF;SG	N;SG
مطعم	رستورانی	مطعم	رستورانی	N;NOM;INDF;SG	N;SG
مطعم	رستوران	مطعم	رستوران	N;NOM;INDF;SG	N;SG
الدعاية	تبلیغاتی	دِعَايَة	تبلیغ	N;NOM;DEF;SG	N;SG
الدعاية	آگهی	دِعَايَة	آگه	N;NOM;DEF;SG	N;SG
الدعاية	تبلیغاتی	دِعَايَة	تبلیغ	N;NOM;DEF;SG	N;SG
الفوضى	آشفتگی	فَوضَى	آشفتگی	N;NOM;DEF;SG	N;SG
الفوضى	آشوب	فَوضَى	آشوب	N;NOM;DEF;SG	N;SG
اللوحات	نقاشیهای	لَوحَة	نقاشی	N;NOM;DEF;PL	N;PL
الخيول	اسبان	خَيل	اسبان	N;NOM;DEF;PL	N;PL
الخيول	اسبها	خَيل	اسب	N;NOM;DEF;PL	N;PL
الليبرالية	لیبرال	لِيبِرَالِيّ	لیبرال	N;NOM;DEF;SG	N;SG
الليبرالية	آزادیخواه	لِيبِرَالِيّ	آزادیخواه	N;NOM;DEF;SG	N;SG
الليبرالية	لیبرالیسم	لِيبِرَالِيّ	لیبرالیسم	N;NOM;DEF;SG	N;SG
النجمة	استار	نَجمَة	استار	N;NOM;DEF;SG	N;SG
النجمة	ستاره	نَجمَة	ستاره	N;NOM;DEF;SG	N;SG
الحظ	شانس	حَظّ	شانس	N;NOM;DEF;SG	N;SG
خلافة	جانشینی	خِلَافَة	جانشینی	N;NOM;INDF;SG	N;SG
المثلث	مثلث	مُثَلَّث	مثلث	N;NOM;DEF;SG	N;SG
العود	سازش	عَود	سازش	N;NOM;DEF;SG	N;SG
العود	چوب	عَود	چوب	N;NOM;DEF;SG	N;SG
القولون	روده	قَولَة	None	N;NOM;DEF;SG	N;SG
براءة	برائت	بَرَاءَة	None	N;NOM;INDF;SG	N;SG
براءة	تبرئه	بَرَاءَة	تبرئه	N;NOM;INDF;SG	N;SG
براءة	بیگناهی	بَرَاءَة	بیگناهی	N;NOM;INDF;SG	N;SG
براءة	پاکی	بَرَاءَة	پاکی	N;NOM;INDF;SG	N;SG
براءة	معصومیت	بَرَاءَة	معصومیت	N;NOM;INDF;SG	N;SG
صعب	دشوار	صَعب	دشوار	ADJ;NOM;INDF;MASC;SG	ADJ
صعب	دشوار	صَعب	دشوار	ADJ;NOM;INDF;MASC;SG	ADJ
الفيزيائي	فیزیکدان	فِيزِيَائِيّ	فیزیکا	N;NOM;DEF;SG	N;SG
المفتاح	کلید	مُفتَاح	None	N;NOM;DEF;SG	N;SG
المفتاح	کلیدی	مُفتَاح	کلیدی	N;NOM;DEF;SG	N;SG
الدراجة	دوچرخه	دِرَاجَة	دوچرخه	N;NOM;DEF;SG	N;SG
الدراجة	موتور	دِرَاجَة	موتور	N;NOM;DEF;SG	N;SG
الدراجة	دوچرخه	دِرَاجَة	دوچرخه	N;NOM;DEF;SG	N;SG
الجبر	جبر	جَبر	جبر	N;NOM;DEF;SG	N;SG
تلوث	آلودگی	تَلَوُّث	آلودگی	N;NOM;INDF;SG	N;SG
تلوث	ناپاکی	تَلَوُّث	ناپاکی	N;NOM;INDF;SG	N;SG
تلوث	آلودگی	تَلَوُّث	آلودگی	N;NOM;INDF;SG	N;SG
التضامن	همبستگی	تَضَامُن	همبستگی	N;NOM;DEF;SG	N;SG
التضامن	اتحاد	تَضَامُن	اتحاد	N;NOM;DEF;SG	N;SG
الحداد	آهنگری	حِدَاد	آهنگری	N;NOM;DEF;SG	N;SG
الحداد	آهنگر	حِدَاد	آهنگر	N;NOM;DEF;SG	N;SG
الحداد	عزاداری	حِدَاد	عزاداری	N;NOM;DEF;SG	N;SG
الحداد	عزا	حِدَاد	عزا	N;NOM;DEF;SG	N;SG
الحداد	سوگواری	حِدَاد	سوگواری	N;NOM;DEF;SG	N;SG
الحداد	ماتم	حِدَاد	ماتم	N;NOM;DEF;SG	N;SG
استطلاع	نظرسنجی	اِستِطلَاع	None	N;NOM;INDF;SG	N;SG
الابتدائي	اصلی	اِبتِدَائِيّ	اصلی	ADJ;NOM;DEF;MASC;SG	ADJ
الابتدائي	اولیه	اِبتِدَائِيّ	اولیه	ADJ;NOM;DEF;MASC;SG	ADJ
مغادرة	رها	مُغَادَرَة	رها	N;NOM;INDF;SG	N;SG
مغادرة	ترک	مُغَادَرَة	ترک	N;NOM;INDF;SG	N;SG
مغادرة	ترک	مُغَادَرَة	ترک	N;NOM;INDF;SG	N;SG
صحافة	پرس	صَحَافَة	پرس	N;NOM;INDF;SG	N;SG
صحافة	فشار	صَحَافَة	فشار	N;NOM;INDF;SG	N;SG
صحافة	نگاری	صَحَافَة	نگاری	N;NOM;INDF;SG	N;SG
صحافة	خبرنگاری	صَحَافَة	خبرنگاری	N;NOM;INDF;SG	N;SG
الناشر	ناشر	نَاشِر	ناشر	N;NOM;DEF;SG	N;SG
حكومات	دولتها	حُكُومَة	دولت	N;NOM;INDF;PL	N;PL
حكومات	دولتهای	حُكُومَة	دولت	N;NOM;INDF;PL	N;PL
المشروعات	پروژههای	مَشرُوع	پروژه	N;NOM;DEF;PL	N;PL
العدوان	پرخاشگری	عُدوَان	پرخاشگری	N;NOM;DEF;SG	N;SG
العدوان	تجاوز	عُدوَان	None	N;NOM;DEF;SG	N;SG
الملاكمة	b	مُلَاكَمَة	b	N;NOM;DEF;SG	N;SG
الملاكمة	بوکس	مُلَاكَمَة	None	N;NOM;DEF;SG	N;SG
عزم	عزم	عَزم	عزم	N;NOM;INDF;SG	N;SG
عزم	حل	عَزم	حل	N;NOM;INDF;SG	N;SG
عزم	رفع	عَزم	رفع	N;NOM;INDF;SG	N;SG
عزم	گشتاور	عَزم	گشتاور	N;NOM;INDF;SG	N;SG
التخصص	تخصص	تَخَصُّص	تخصص	N;NOM;DEF;SG	N;SG
سلك	سیم	سٰلِكَ	سیم	N;NOM;INDF;SG	N;SG
سلك	کابل	سٰلِكَ	کابل	N;NOM;INDF;SG	N;SG
سلك	وایر	سٰلِكَ	وایر	N;NOM;INDF;SG	N;SG
مشكلات	مسائلی	مُشكِلَة	مسأله	N;NOM;INDF;PL	N;PL
مشكلات	مسائل	مُشكِلَة	مسأله	N;NOM;INDF;PL	N;PL
مشكلات	مشکلات	مُشكِلَة	مشکل	N;NOM;INDF;PL	N;PL
مشكلات	مسائل	مُشكِلَة	مسأله	N;NOM;INDF;PL	N;PL
الرائدة	پیشگام	رَائِدَة	پیشگام	N;NOM;DEF;SG	N;SG
الرائدة	پایونیر	رَائِدَة	پایونیر	N;NOM;DEF;SG	N;SG
مدونة	بلاگ	مُدَوَّنَة	بلاگ	N;NOM;INDF;SG	N;SG
مدونة	وبلاگ	مُدَوَّنَة	وبلاگ	N;NOM;INDF;SG	N;SG
جسور	پلها	جِسر	پل	N;NOM;INDF;PL	N;PL
البوذية	بوداگرایی	بُوذِيّ	بوداگرایی	N;NOM;DEF;SG	N;SG
البوذية	بودایی	بُوذِيّ	بودا	N;NOM;DEF;SG	N;SG
البوذية	بودایی	بُوذِيّ	بودا	N;NOM;DEF;SG	N;SG
البلازما	پلاسما	البلازما	پلاسما	N;NOM;DEF;SG	N;SG
البلازما	پلاسمای	البلازما	پلاسما	N;NOM;DEF;SG	N;SG
رياح	بادها	رِيح	باد	N;NOM;INDF;PL	N;PL
رياح	بادهای	رِيح	باده	N;NOM;INDF;PL	N;PL
انطلاق	پرتاب	اِنطِلَاق	None	N;NOM;INDF;SG	N;SG
مثلث	مثلث	مُثَلَّث	مثلث	N;NOM;INDF;SG	N;SG
مثلث	مثلثی	مُثَلَّث	مثلث	N;NOM;INDF;SG	N;SG
طعام	غذایی	طَعَام	غذا	N;NOM;INDF;SG	N;SG
طعام	خوراک	طَعَام	خوراک	N;NOM;INDF;SG	N;SG
طعام	غذا	طَعَام	غذا	N;NOM;INDF;SG	N;SG
الخسائر	خسارات	خَسَارَة	خسارت	N;NOM;DEF;PL	N;PL
نزاع	درگیری	نِزَاع	درگیری	N;NOM;INDF;SG	N;SG
نزاع	منازعه	نِزَاع	منازعه	N;NOM;INDF;SG	N;SG
نزاع	کشمکش	نِزَاع	کشمکش	N;NOM;INDF;SG	N;SG
نزاع	نزاع	نِزَاع	نزاع	N;NOM;INDF;SG	N;SG
نزاع	ناسازگاری	نِزَاع	ناسازگاری	N;NOM;INDF;SG	N;SG
نزاع	نزاع	نِزَاع	نزاع	N;NOM;INDF;SG	N;SG
نزاع	جدال	نِزَاع	None	N;NOM;INDF;SG	N;SG
نزاع	ستیزه	نِزَاع	ستیزه	N;NOM;INDF;SG	N;SG
نزاع	پرخاش	نِزَاع	پرخاش	N;NOM;INDF;SG	N;SG
المواجهة	مشاجره	مُوَاجَهَة	None	N;NOM;DEF;SG	N;SG
المواجهة	مواجهه	مُوَاجَهَة	None	N;NOM;DEF;SG	N;SG
المواجهة	رویارویی	مُوَاجَهَة	رویارویی	N;NOM;DEF;SG	N;SG
المواجهة	مقابله	مُوَاجَهَة	مقابله	N;NOM;DEF;SG	N;SG
السر	رازی	سُرّ	راز	N;NOM;DEF;SG	N;SG
السر	راز	سُرّ	راز	N;NOM;DEF;SG	N;SG
السر	مخفی	سُرّ	مخفی	N;NOM;DEF;SG	N;SG
المساهمين	سهامداران	مُسَاهِم	سهامدار	N;NOM;DEF;PL	N;PL
خطي	خطی	خَطِّيّ	خطی	N;NOM;INDF;SG	N;SG
تحريك	پویانمایی	تَحرِيك	پویانمایی	N;NOM;INDF;SG	N;SG
ضاحية	حومه	ضَاحِيَة	حومه	N;NOM;INDF;SG	N;SG
العقاب	مجازات	عِقَاب	مجازات	N;NOM;DEF;SG	N;SG
العقاب	تنبیه	عِقَاب	تنبیه	N;NOM;DEF;SG	N;SG
تخريب	خرابکاری	تَخرِيب	خرابکاری	N;NOM;INDF;SG	N;SG
تخريب	خرابکاری	تَخرِيب	خرابکاری	N;NOM;INDF;SG	N;SG
انقطاع	وقفه	اِنقِطَاع	وقفه	N;NOM;INDF;SG	N;SG
الخواص	ویژگیها	خَوَاص	ویژگی	N;NOM;DEF;PL	N;PL
الخواص	ویژگیهای	خَوَاص	ویژگی	N;NOM;DEF;PL	N;PL
حسابات	حسابهای	حِسَاب	حساب	N;NOM;INDF;PL	N;PL
حسابات	محاسبات	حِسَاب	محاسبه	N;NOM;INDF;PL	N;PL
الشرب	نوشیدن	شُرب	نوشیدن	N;NOM;DEF;SG	N;SG
الشرب	آشامیدنی	شُرب	آشامیدنی	N;NOM;DEF;SG	N;SG
التوجيه	هدایت	تَوجِيه	هدایت	N;NOM;DEF;SG	N;SG
التوجيه	رهنمود	تَوجِيه	رهنمود	N;NOM;DEF;SG	N;SG
النمساوي	اتریش	نِمسَاوِيّ	اتریش	N;NOM;DEF;SG	N;SG
النمساوي	اتریشی	نِمسَاوِيّ	اتریشی	N;NOM;DEF;SG	N;SG
البدو	اعراب	بَدَوِيّ	عرب	N;NOM;DEF;PL	N;PL
الماشية	گله	مَاشِيَة	گله	N;NOM;DEF;SG	N;SG
الاضطراب	تلاطم	اِضطِرَاب	تلاطم	N;NOM;DEF;SG	N;SG
الاضطراب	آشفتگی	اِضطِرَاب	آشفتگی	N;NOM;DEF;SG	N;SG
الاضطراب	اغتشاش	اِضطِرَاب	None	N;NOM;DEF;SG	N;SG
الاضطراب	اختلال	اِضطِرَاب	اختلال	N;NOM;DEF;SG	N;SG
الاضطراب	خودشیفته	اِضطِرَاب	خودشیفته	N;NOM;DEF;SG	N;SG
سهلة	آسان	سَهل	None	ADJ;NOM;INDF;FEM;SG	ADJ
سهلة	ساده	سَهل	ساده	ADJ;NOM;INDF;FEM;SG	ADJ
سهلة	راحت	سَهل	راحت	ADJ;NOM;INDF;FEM;SG	ADJ
تحرك	حرکت	تَحَرُّك	حرکت	N;NOM;INDF;SG	N;SG
التقدير	تشکر	تَقدِير	تشکر	N;NOM;DEF;SG	N;SG
التقدير	قدردانی	تَقدِير	قدردانی	N;NOM;DEF;SG	N;SG
التقدير	پاس	تَقدِير	پاس	N;NOM;DEF;SG	N;SG
التقدير	برآورد	تَقدِير	برآورد	N;NOM;DEF;SG	N;SG
التقدير	تخمین	تَقدِير	تخمین	N;NOM;DEF;SG	N;SG
التقدير	برآورد	تَقدِير	برآورد	N;NOM;DEF;SG	N;SG
التقدير	تخمین	تَقدِير	تخمین	N;NOM;DEF;SG	N;SG
معاني	معانی	مَعنَى	معنی	N;NOM;INDF;PL	N;PL
الصداقة	دوستی	صَدَاقَة	دوستی	N;NOM;DEF;SG	N;SG
الصداقة	رفاقت	صَدَاقَة	رفاقت	N;NOM;DEF;SG	N;SG
التكامل	یکپارچگی	تَكَامُل	None	N;NOM;DEF;SG	N;SG
عقدة	گره	عقدة	None	N;NOM;INDF;SG	N;SG
عقدة	گره	عقدة	None	N;NOM;INDF;SG	N;SG
احتجاجات	اعتراضات	اِحتِجَاج	اعتراض	N;NOM;INDF;PL	N;PL
الليزر	لیزر	لِيزِر	لیزر	N;NOM;DEF;SG	N;SG
الليزر	لیزری	لِيزِر	لیزری	N;NOM;DEF;SG	N;SG
الثمن	قیمتش	ثَمَن	قیمتش	N;NOM;DEF;SG	N;SG
الثمن	بهای	ثَمَن	None	N;NOM;DEF;SG	N;SG
الثمن	پرایس	ثَمَن	پرایس	N;NOM;DEF;SG	N;SG
الثمن	بهایی	ثَمَن	بهایی	N;NOM;DEF;SG	N;SG
الثمن	قیمتی	ثَمَن	None	N;NOM;DEF;SG	N;SG
الثمن	قیمت	ثَمَن	قیمت	N;NOM;DEF;SG	N;SG
كوارث	فجایع	كَارِثَة	فجایع	N;NOM;INDF;PL	N;PL
كوارث	حوادث	كَارِثَة	حوادث	N;NOM;INDF;PL	N;PL
ضرورية	لازم	ضَرُورِيّ	لازم	ADJ;NOM;INDF;FEM;SG	ADJ
ضرورية	ضروری	ضَرُورِيّ	ضروری	ADJ;NOM;INDF;FEM;SG	ADJ
الجرح	جراحت	جُرح	جراحت	N;NOM;DEF;SG	N;SG
الجرح	زخم	جُرح	زخم	N;NOM;DEF;SG	N;SG
الركن	گوشه	الركن	گوشه	N;NOM;DEF;SG	N;SG
الحوسبة	رایانه	حُوسبَة	رایانه	N;NOM;DEF;SG	N;SG
الحوسبة	رایانش	حُوسبَة	رایانش	N;NOM;DEF;SG	N;SG
بالغ	بالغ	بَالِغ	بالغ	ADJ;NOM;INDF;MASC;SG	ADJ
تنوع	همیاری	تَنَوُّع	همیاری	N;NOM;INDF;SG	N;SG
تنوع	گوناگونی	تَنَوُّع	گوناگون	N;NOM;INDF;SG	N;SG
تنوع	تنوع	تَنَوُّع	تنوع	N;NOM;INDF;SG	N;SG
تنوع	جوره	تَنَوُّع	جوره	N;NOM;INDF;SG	N;SG
تنوع	تنوع	تَنَوُّع	تنوع	N;NOM;INDF;SG	N;SG
انتظار	منتظرم	اِنتِظَار	منتظرم	N;NOM;INDF;SG	N;SG
انتظار	انتظار	اِنتِظَار	انتظار	N;NOM;INDF;SG	N;SG
سوسة	شوش	سُوسَة	شوش	N;NOM;INDF;SG	N;SG
كلاب	سگهای	كَلَاب	سگ	N;NOM;INDF;PL	N;PL
كلاب	سگها	كَلَاب	سگ	N;NOM;INDF;PL	N;PL
الكرسي	صندلی	كُرسِيّ	صندلی	N;NOM;DEF;SG	N;SG
حاجز	بافر	حَاجِز	بافر	N;NOM;INDF;SG	N;SG
حاجز	حائل	حَاجِز	حائل	N;NOM;INDF;SG	N;SG
حاجز	برزخی	حَاجِز	برزخی	N;NOM;INDF;SG	N;SG
حاجز	مانع	حَاجِز	مانع	N;NOM;INDF;SG	N;SG
الاستمرار	ادامه	اِستِمرَار	ادامه	N;NOM;DEF;SG	N;SG
عميق	عمیق	عَمِيق	عمیق	ADJ;NOM;INDF;MASC;SG	ADJ
فنادق	هتلهای	فُندُق	هتل	N;NOM;INDF;PL	N;PL
فنادق	هتلها	فُندُق	هتل	N;NOM;INDF;PL	N;PL
اغسطس	آگوست	أَغُسطُس	آگوست	N;GEN;INDF;SG	N;SG
اغسطس	آگست	أَغُسطُس	آگست	N;GEN;INDF;SG	N;SG
اغسطس	اوت	أَغُسطُس	اوت	N;GEN;INDF;SG	N;SG
اغسطس	اوت	أَغُسطُس	اوت	N;GEN;INDF;SG	N;SG
اغسطس	aug	أَغُسطُس	aug	N;GEN;INDF;SG	N;SG
اغسطس	آگوستوس	أَغُسطُس	آگوستوس	N;GEN;INDF;SG	N;SG
ميثاق	عهد	مِيثَاق	عهد	N;NOM;INDF;SG	N;SG
ميثاق	عهدی	مِيثَاق	عهدی	N;NOM;INDF;SG	N;SG
ميثاق	منشور	مِيثَاق	منشور	N;NOM;INDF;SG	N;SG
التعذيب	شکنجه	تَعذِيب	شکنجه	N;NOM;DEF;SG	N;SG
الامير	پرنس	أَمِير	پرنس	N;NOM;DEF;SG	N;SG
الامير	پرینس	أَمِير	پرینس	N;NOM;DEF;SG	N;SG
الامير	شاهزاده	أَمِير	شاهزاده	N;NOM;DEF;SG	N;SG
الخصم	تخفیف	خَصم	تخفیف	N;NOM;DEF;SG	N;SG
الخصم	حریفی	خَصم	حریف	N;NOM;DEF;SG	N;SG
الخصم	رقیب	خَصم	رقیب	N;NOM;DEF;SG	N;SG
الخصم	حریف	خَصم	حریف	N;NOM;DEF;SG	N;SG
طويلا	طولانی	طَوِيل	طولانی	ADJ;ACC;INDF;MASC;SG	ADJ
طويلا	دراز	طَوِيل	دراز	ADJ;ACC;INDF;MASC;SG	ADJ
الامن	امنیتی	أَمن	امنیتی	N;NOM;DEF;SG	N;SG
الامن	حراست	أَمن	حراست	N;NOM;DEF;SG	N;SG
الامن	امنیت	أَمن	امنیت	N;NOM;DEF;SG	N;SG
التصرف	عمل	تَصَرُّف	عمل	N;NOM;DEF;SG	N;SG
سمكة	فیش	سُمكَة	فیش	N;NOM;INDF;SG	N;SG
سمكة	ماهی	سُمكَة	ماهی	N;NOM;INDF;SG	N;SG
نخبة	نخبه	نُخبَة	نخبه	N;NOM;INDF;SG	N;SG
التخريب	خرابکاری	تَخرِيب	خرابکاری	N;NOM;DEF;SG	N;SG
التخريب	خرابکاری	تَخرِيب	خرابکاری	N;NOM;DEF;SG	N;SG
ذهبت	رفت	ذَهَب	رفت#رو	V;PFV;FEM;SG;3;ACT	V;SG;3;PST
ذهبت	رفته	ذَهَب	رفت#رو	V;PFV;FEM;SG;3;ACT	V;SG;3;V.PTCP
الدكتوراة	دکترای	دُكتُورَائ	دکترای	N;NOM;DEF;SG	N;SG
رفقة	شرکت	رِفقَة	شرکت	N;NOM;INDF;SG	N;SG
رفقة	company	رِفقَة	None	N;NOM;INDF;SG	N;SG
رفقة	کمپانی	رِفقَة	کمپانی	N;NOM;INDF;SG	N;SG
الفهم	عقل	فَهم	عقل	N;NOM;DEF;SG	N;SG
الهروب	گریز	هُرُوب	گریز	N;NOM;DEF;SG	N;SG
الهروب	فرار	هُرُوب	فرار	N;NOM;DEF;SG	N;SG
ميجا	مگا	ميجا	مگا	N;NOM;INDF;SG	N;SG
النخبة	نخبه	نُخبَة	نخبه	N;NOM;DEF;SG	N;SG
التيارات	جریانهای	تَيَّار	جریان	N;NOM;DEF;PL	N;PL
الاتجاهات	گرایشها	اِتِّجَاه	گرایش	N;NOM;DEF;PL	N;PL
فولت	ولت	فَوَّل	None	N;NOM;INDF;SG	N;SG
الطيف	طیف	طَيف	طیف	N;NOM;DEF;SG	N;SG
الدرع	شیلد	دَرع	شیلد	N;NOM;DEF;SG	N;SG
الدرع	حفاظ	دَرع	حفاظ	N;NOM;DEF;SG	N;SG
الدرع	سپر	دَرع	سپر	N;NOM;DEF;SG	N;SG
الحاجز	برزخی	حَاجِز	برزخی	N;NOM;DEF;SG	N;SG
الحاجز	مانع	حَاجِز	مانع	N;NOM;DEF;SG	N;SG
اللبن	ماست	اللبن	ماست	N;NOM;DEF;SG	N;SG
اللبن	شیر	اللبن	شیر	N;NOM;DEF;SG	N;SG
اللبن	میلک	اللبن	میلک	N;NOM;DEF;SG	N;SG
الريح	باد	رَيح	باد	N;NOM;DEF;SG	N;SG
الريح	بادی	رَيح	بادی	N;NOM;DEF;SG	N;SG
العقوبات	تحریمها	عُقُوبَة	تحریم	N;NOM;DEF;PL	N;PL
العقوبات	تحریمهای	عُقُوبَة	تحریم	N;NOM;DEF;PL	N;PL
تغذية	تغذیه	تَغذِيَة	تغذیه	N;NOM;INDF;SG	N;SG
تغذية	خوراندن	تَغذِيَة	خوراندن	N;NOM;INDF;SG	N;SG
تغذية	تغذیه	تَغذِيَة	تغذیه	N;NOM;INDF;SG	N;SG
المد	جزر	مَدّ	None	N;NOM;DEF;SG	N;SG
الغرف	اتاقها	غُرفَة	اتاق	N;NOM;DEF;PL	N;PL
الغرف	اتاقهای	غُرفَة	اتاق	N;NOM;DEF;PL	N;PL
تفعيل	فعالسازی	تَفعِيل	فعالسازی	N;NOM;INDF;SG	N;SG
المهرجانات	جشنهای	مَهرَجَان	جشن	N;NOM;DEF;PL	N;PL
حفلة	مهمانی	حَفلَة	مهمان	N;NOM;INDF;SG	N;SG
حفلة	پارتی	حَفلَة	پارت	N;NOM;INDF;SG	N;SG
حفلة	مهمونی	حَفلَة	مهمونی	N;NOM;INDF;SG	N;SG
حفلة	حزب	حَفلَة	حزب	N;NOM;INDF;SG	N;SG
حفلة	جشن	حَفلَة	جشن	N;NOM;INDF;SG	N;SG
الدرجات	مراتب	دَرَجَة	مراتب	N;NOM;DEF;PL	N;PL
مدرس	معلم	مُدَرِّس	معلم	N;NOM;INDF;SG	N;SG
مدرس	معلمی	مُدَرِّس	معلم	N;NOM;INDF;SG	N;SG
مدرس	teacher	مُدَرِّس	teacher	N;NOM;INDF;SG	N;SG
مدرس	آموزگار	مُدَرِّس	آموزگار	N;NOM;INDF;SG	N;SG
الحقول	مزارع	حَقل	مزرعه	N;NOM;DEF;PL	N;PL
غربا	وست	غَرب	None	N;ACC;INDF;SG	N;SG
غربا	باختر	غَرب	باخت#باز	N;ACC;INDF;SG	N;SG
غربا	غرب	غَرب	غرب	N;ACC;INDF;SG	N;SG
مفيد	مفید	مفيد	مفید	ADJ;NOM;INDF;MASC;SG	ADJ
مفيد	مفید	مفيد	مفید	ADJ;NOM;INDF;MASC;SG	ADJ
مفاتيح	کلیدها	مِفتَاح	None	N;NOM;INDF;PL	N;PL
الجد	بابابزرگ	جِدّ	بابابزرگ	N;NOM;DEF;SG	N;SG
الجد	پدربزرگ	جِدّ	پدربزرگ	N;NOM;DEF;SG	N;SG
الجد	پدربزرگ	جِدّ	پدربزرگ	N;NOM;DEF;SG	N;SG
التشكيل	پیکربندی	تَشكِيل	پیکربندی	N;NOM;DEF;SG	N;SG
التشكيل	تشکیل	تَشكِيل	تشکیل	N;NOM;DEF;SG	N;SG
التشكيل	انشاء	تَشكِيل	انشاء	N;NOM;DEF;SG	N;SG
التشكيل	ترکیب	تَشكِيل	ترکیب	N;NOM;DEF;SG	N;SG
الصفة	صفت	صِفَة	صفت	N;NOM;DEF;SG	N;SG
الصفة	خصیصه	صِفَة	خصیصه	N;NOM;DEF;SG	N;SG
الصفة	صفت	صِفَة	صفت	N;NOM;DEF;SG	N;SG
العشائر	قبایل	عَشِيرَة	None	N;NOM;DEF;PL	N;PL
العشائر	قبائل	عَشِيرَة	قبائل	N;NOM;DEF;PL	N;PL
مذبحة	کشتار	مَذبَحَة	کشتار	N;NOM;INDF;SG	N;SG
مذبحة	اسلاتر	مَذبَحَة	اسلاتر	N;NOM;INDF;SG	N;SG
مذبحة	کشتار	مَذبَحَة	کشتار	N;NOM;INDF;SG	N;SG
مذبحة	سلاخی	مَذبَحَة	سلاخی	N;NOM;INDF;SG	N;SG
انواع	انواع	نَوع	نوع	N;NOM;INDF;PL	N;PL
المسح	پویش	مُسَحِّ	پویش	N;NOM;DEF;SG	N;SG
المسح	سروی	مُسَحِّ	سروی	N;NOM;DEF;SG	N;SG
