for	για	for	για	ADP	ADP
fellesskap	κοινότητας	fellesskap	κοινότητα	N;INDF;NEUT;SG	N;GEN;FEM;SG
soul	ψυχή	soul	ψυχή	N;INDF;MASC;SG	N;ACC;FEM;SG
soul	ψυχής	soul	ψυχή	N;INDF;MASC;SG	N;GEN;FEM;SG
kompetanse	αρμοδιότητα	kompetanse	αρμοδιότητα	N;INDF;MASC;SG	N;ACC;FEM;SG
kompetanse	επάρκεια	kompetanse	επάρκεια	N;INDF;MASC;SG	N;NOM;FEM;SG
urbane	αστικές	urban	αστικός	ADJ;PL	ADJ;NOM;FEM;PL
påvirker	επηρεάζει	påvirke	επηρεάζω	V;IND;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
bedrift	λόχος	bedrift	λόχος	N;INDF;FEM;SG	N;NOM;MASC;SG
bedrift	εταιρεία	bedrift	εταιρεία	N;INDF;FEM;SG	N;NOM;FEM;SG
bedrift	εταιρία	bedrift	εταιρία	N;INDF;FEM;SG	N;NOM;FEM;SG
holdning	συμπεριφορά	holdning	συμπεριφορά	N;INDF;FEM;SG	N;ACC;FEM;SG
holdning	στάση	holdning	στάση	N;INDF;FEM;SG	N;NOM;FEM;SG
adgang	πρόσβαση	adgang	πρόσβαση	N;INDF;MASC;SG	N;ACC;FEM;SG
turen	ταξιδι	tur	ταξιδι	N;DEF;MASC;SG	N;NOM;FEM;SG
turen	εκδρομή	tur	εκδρομή	N;DEF;MASC;SG	N;NOM;FEM;SG
turen	ταξίδι	tur	ταξίδι	N;DEF;MASC;SG	N;NOM;NEUT;SG
endringene	μεταβολές	endring	μεταβολή	N;DEF;FEM;PL	N;NOM;FEM;PL
endringene	αλλαγές	endring	αλλαγή	N;DEF;FEM;PL	N;NOM;FEM;PL
endringene	τροποποιήσεις	endring	τροποποίηση	N;DEF;FEM;PL	N;NOM;FEM;PL
stopper	στάσεις	stoppe	στάση	N;INDF;FEM;PL	N;NOM;FEM;PL
celtic	κέλτικο	celtic	κέλτικος	N	N;NOM;NEUT;SG
kanon	κανόνι	kanon	κανόνι	N;INDF;MASC;SG	N;NOM;NEUT;SG
parlament	βουλή	parlament	βουλή	N;INDF;NEUT;SG	N;NOM;FEM;SG
parlament	κοινοβούλιο	parlament	κοινοβούλιο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
parlament	κοινοβουλίου	parlament	κοινοβούλιο	N;INDF;NEUT;SG	N;GEN;NEUT;SG
jente	κοπέλα	jente	κοπέλα	N;INDF;FEM;SG	N;NOM;FEM;SG
jente	κορίτσι	jente	κορίτσι	N;INDF;FEM;SG	N;NOM;NEUT;SG
motta	μότα	motta	μότα	N;INDF;MASC;SG	N
erobre	κατακτήσει	erober	κατακτώ	V;NFIN	V;PFV;NFIN;ACT
generasjoner	γενεές	generasjon	γενή	N;INDF;MASC;PL	N;NOM;FEM;PL
generasjoner	γενεών	generasjon	γενή	N;INDF;MASC;PL	N;GEN;FEM;PL
generasjoner	γενιές	generasjon	γενιά	N;INDF;MASC;PL	N;NOM;FEM;PL
ringer	καλώ	ringer	καλώ	V;IND;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
ringer	καλεί	ringer	καλώ	V;IND;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
ringer	καλώντας	ringer	καλώ	V;IND;PRS;FIN	V;IPFV;V.CVB;ACT
hjernen	εγκέφαλος	hjern	εγκέφαλος	N;DEF;MASC;SG	N;NOM;MASC;SG
hjernen	εγκέφαλο	hjern	εγκέφαλος	N;DEF;MASC;SG	N;ACC;MASC;SG
hjernen	μυαλό	hjern	μυαλός	N;DEF;MASC;SG	N;NOM;NEUT;SG
hjernen	μυαλό	hjern	μυαλός	N;DEF;MASC;SG	N;NOM;NEUT;SG
oversettelsen	μετάφραση	oversettelse	μετάφραση	N;DEF;MASC;SG	N;ACC;FEM;SG
overflate	επιφάνεια	overflate	επιφάνεια	N;INDF;FEM;SG	N;NOM;FEM;SG
inngangen	είσοδος	inngang	είσοδος	N;DEF;MASC;SG	N;NOM;FEM;SG
inngangen	είσοδο	inngang	είσοδος	N;DEF;MASC;SG	N;ACC;FEM;SG
runder	γύρους	runder	γύρος	N;INDF;FEM;PL	N;ACC;MASC;PL
runder	γύροι	runder	γύρος	N;INDF;FEM;PL	N;NOM;MASC;PL
runder	γύρους	runder	γύρος	N;INDF;FEM;PL	N;ACC;MASC;PL
runder	γύροι	runder	γύρος	N;INDF;FEM;PL	N;NOM;MASC;PL
busker	θάμνους	buske	θάμνος	N;INDF;FEM;PL	N;ACC;MASC;PL
regjeringstid	βασιλεία	regjeringstid	βασίλεια	N;INDF;FEM;SG	N;ACC;FEM;SG
forhandlingene	διαπραγματεύσεις	forhandling	διαπραγμάτευση	N;DEF;FEM;PL	N;NOM;FEM;PL
leger	ιατροί	lege	ιατρός	N;INDF;FEM;PL	N;NOM;MASC;PL
leger	γιατροί	lege	γιατρός	N;INDF;FEM;PL	N;NOM;MASC;PL
leger	γιατρούς	lege	γιατρός	N;INDF;FEM;PL	N;ACC;MASC;PL
leger	ιατροί	lege	ιατρός	N;INDF;FEM;PL	N;NOM;MASC;PL
hjemmet	πατρίδα	hjem	πατρίδα	N;DEF;NEUT;SG	N;ACC;FEM;SG
hjemmet	σπιτι	hjem	σπιτι	N;DEF;NEUT;SG	N;NOM;NEUT;SG
hjemmet	σπίτι	hjem	σπίτι	N;DEF;NEUT;SG	N;NOM;NEUT;SG
julia	τζούλια	julia	τζούλιο	N;DEF;FEM;SG	N;NOM;FEM;SG
måneden	μήνα	måned	μήνας	N;DEF;MASC;SG	N;ACC;MASC;SG
måneden	μήνας	måned	μήνας	N;DEF;MASC;SG	N;NOM;MASC;SG
ørn	αετός	ørn	αετός	N;INDF;FEM;SG	N;NOM;MASC;SG
fenomenet	φαινόμενο	fenomen	φαινόμενο	N;DEF;NEUT;SG	N;NOM;NEUT;SG
studentene	σπουδαστές	student	σπουδαστής	N;DEF;FEM;PL	N;NOM;MASC;PL
studentene	μαθητές	student	μαθητής	N;DEF;FEM;PL	N;NOM;MASC;PL
studentene	φοιτητές	student	φοιτητής	N;DEF;FEM;PL	N;NOM;MASC;PL
secret	μυστικό	secre	μυστικός	N;DEF;NEUT;SG	N;NOM;NEUT;SG
hammer	σφυρί	hamme	σφυρί	N;INDF;MASC;SG	N;NOM;NEUT;SG
kant	άκρη	kant	άκρη	N;INDF;MASC;SG	N;NOM;FEM;SG
restaurant	εστιατόριο	restaurant	εστιατόριο	N;INDF;MASC;SG	N;NOM;NEUT;SG
huden	δέρμα	hud	δέρμα	N;DEF;MASC;SG	N;NOM;NEUT;SG
huden	πετσί	hud	πετσί	N;DEF;MASC;SG	N;NOM;NEUT;SG
huden	δερμα	hud	δερμα	N;DEF;MASC;SG	N;NOM;NEUT;SG
bundet	δεμένο	bund	δεμένο	N;DEF;NEUT;SG	N;NOM;NEUT;SG
bundet	δεμένος	bund	δεμένος	N;DEF;NEUT;SG	N;NOM;MASC;SG
avgjørelse	αποφαση	avgjørels	αποφαση	N;INDF;MASC;SG	N;NOM;FEM;SG
avgjørelse	απόφαση	avgjørels	απόφαση	N;INDF;MASC;SG	N;NOM;FEM;SG
åpning	άνοιγμα	åpning	άνοιγμα	N;INDF;FEM;SG	N;NOM;NEUT;SG
turisme	τουρισμός	turisme	τουρισμός	N;INDF;MASC;SG	N;NOM;MASC;SG
turisme	τουρισμού	turisme	τουρισμός	N;INDF;MASC;SG	N;GEN;MASC;SG
uenighet	διαφωνία	uenighet	διαφωνία	N;INDF;MASC;SG	N;NOM;FEM;SG
uenighet	ασυμφωνία	uenighet	ασυμφωνία	N;INDF;MASC;SG	N;NOM;FEM;SG
halvøy	χερσόνησο	halvøy	χερσόνησος	N;INDF;FEM;SG	N;ACC;FEM;SG
ånd	πνεύμα	ånd	πνεύμα	N;INDF;FEM;SG	N;NOM;NEUT;SG
ånd	πνευμα	ånd	πνευμα	N;INDF;FEM;SG	N;NOM;NEUT;SG
istanbul	κων	istanbul	κων	N;INDF;NEUT;SG	N
caroline	κάρολιν	carolin	κάρολιν	N;INDF;MASC;SG	N
sultan	σουλτάνος	sultan	σουλτάνος	N;INDF;MASC;SG	N;NOM;MASC;SG
innfødte	ντόπιοι	innføde	ντόπιος	ADJ;PL;V.PTCP	ADJ;NOM;MASC;PL
likte	άρεσε	like	αρώνω	V;IND;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
sone	ζώνη	sone	ζώνη	N;INDF;FEM;SG	N;NOM;FEM;SG
sone	ζωνη	sone	ζωνη	N;INDF;FEM;SG	N;NOM;FEM;SG
diamond	διαμάντι	diamond	διαμάντι	N;INDF;MASC;SG	N;NOM;NEUT;SG
fotografier	φωτογραφιες	fotografi	φωτογραφιά	N;INDF;FEM;PL	N;NOM;FEM;PL
fotografier	φωτογραφίες	fotografi	φωτογραφία	N;INDF;FEM;PL	N;NOM;FEM;PL
fotografier	φωτογραφιες	fotografi	φωτογραφιά	N;INDF;FEM;PL	N;NOM;FEM;PL
fotografier	φωτογραφίες	fotografi	φωτογραφία	N;INDF;FEM;PL	N;NOM;FEM;PL
blood	αίμα	blood	αίμα	N;INDF;SG	N;NOM;NEUT;SG
merker	μάρκες	merke	μάρκα	N;INDF;FEM;PL	N;NOM;FEM;PL
merker	σήματα	merke	σήμα	N;INDF;FEM;PL	N;NOM;NEUT;PL
bildetekst	λεζάντα	bildetekst	λεζάντα	N;INDF;MASC;SG	N;NOM;FEM;SG
breen	μπριν	bre	μπριν	N;DEF;MASC;SG	N
risiko	κίνδυνος	risiko	κίνδυνος	N;INDF;MASC;SG	N;NOM;MASC;SG
risiko	κίνδυνο	risiko	κίνδυνος	N;INDF;MASC;SG	N;ACC;MASC;SG
risiko	ρίσκο	risiko	Ρίσκο	N;INDF;MASC;SG	N;NOM;NEUT;SG
risiko	κινδύνου	risiko	κίνδυνος	N;INDF;MASC;SG	N;GEN;MASC;SG
marked	αγορα	marked	αγορά	N;INDF;MASC;SG	N;NOM;FEM;SG
marked	αγορά	marked	αγορά	N;INDF;MASC;SG	N;ACC;FEM;SG
indirekte	έμμεσο	indirekte	έμμεσος	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
kongedømme	βασίλειο	kongedømme	βασίλειο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
ice	πάγος	ice	πάγος	N;INDF;SG	N;NOM;MASC;SG
skjebne	πεπρωμένο	skjebe	πεπρωμένος	N;INDF;FEM;SG	N;NOM;NEUT;SG
skjebne	μοίρα	skjebe	μοίρα	N;INDF;FEM;SG	N;NOM;FEM;SG
skjebne	μοίρα	skjebe	μοίρα	N;INDF;FEM;SG	N;NOM;FEM;SG
skjebne	πεπρωμένο	skjebe	πεπρωμένος	N;INDF;FEM;SG	N;NOM;NEUT;SG
hevn	ανταπόδοση	hevn	ανταπόδοση	N;INDF;SG	N;ACC;FEM;SG
hevn	εκδίκηση	hevn	εκδίκηση	N;INDF;SG	N;ACC;FEM;SG
hevn	εκδίκηση	hevn	εκδίκηση	N;INDF;SG	N;ACC;FEM;SG
hevn	εκδίκηση	hevn	εκδίκηση	N;INDF;SG	N;ACC;FEM;SG
pass	διαβατήριο	pass	διαβατήριο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
forstått	κατανοητό	forstå	κατανοητός	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;NEUT;SG
svakt	αδύναμη	svak	αδύναμη	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
svakt	αδύναμο	svak	αδύναμο	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
express	εξπρές	express	εξπρός	N	N
trussel	απειλή	trussel	απειλή	N;INDF;MASC;SG	N;ACC;FEM;SG
psykisk	ψυχική	psykisk	ψυχικός	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
psykisk	νοητική	psykisk	νοητικός	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
spør	ρώτα	spørje	ρώτα	V;IND;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
spør	ρωτήστε	spørje	ρωτώ	V;IND;PRS;FIN	V;PFV;IND;PL;2;FIN;ACT
spør	ρωτήσω	spørje	ρωτώ	V;IND;PRS;FIN	V;PFV;IND;SG;1;FIN;ACT
symptomer	συμπτώματα	symptom	σύμπτωμα	N;INDF;NEUT;PL	N;NOM;NEUT;PL
arrangementet	εκδήλωση	arrangement	εκδήλωση	N;DEF;NEUT;SG	N;ACC;FEM;SG
arrangementet	αγώνισμα	arrangement	αγώνισμα	N;DEF;NEUT;SG	N;NOM;NEUT;SG
arrangementet	γεγονός	arrangement	γεγονός	N;DEF;NEUT;SG	N;NOM;NEUT;SG
arrangementet	συμβάν	arrangement	συμβάν	N;DEF;NEUT;SG	N;NOM;NEUT;SG
grete	γκρέτε	grete	γκρω	N;INDF;FEM;SG	N
drap	δολοφονία	drap	δολοφονία	N;INDF;NEUT;SG	N;NOM;FEM;SG
drap	φόνος	drap	φόνος	N;INDF;NEUT;SG	N;NOM;MASC;SG
drap	φόνο	drap	φόνο	N;INDF;NEUT;SG	N;ACC;MASC;SG
enke	χήρος	enke	χήρος	N;INDF;FEM;SG	N;NOM;MASC;SG
enke	χήρα	enke	χήρα	N;INDF;FEM;SG	N;NOM;FEM;SG
enke	χήρα	enke	χήρα	N;INDF;FEM;SG	N;NOM;FEM;SG
komiteen	επιτροπή	komité	επιτροπή	N;DEF;MASC;SG	N;NOM;FEM;SG
komiteen	επιτροπη	komité	επιτροπος	N;DEF;MASC;SG	N;NOM;FEM;SG
radikalt	ριζοσπαστικό	radikal	ριζοσπαστικός	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
radikalt	ριζοσπαστική	radikal	ριζοσπαστικός	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
radikalt	ριζική	radikal	ριζικός	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
talte	μετρημένες	telje	μετρημένος	ADJ;PL;V.PTCP	ADJ;NOM;FEM;PL
tynt	λεπτή	tyne	λεπτό	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
tynt	αδύνατος	tyne	άδυνα	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;SG
melodien	μελωδία	melodi	μελωδία	N;DEF;MASC;SG	N;NOM;FEM;SG
gårdene	φάρμες	gårde	φάρμος	N;DEF;FEM;PL	N;NOM;FEM;PL
gårdene	εκμεταλλεύσεις	gårde	εκμετάλλευση	N;DEF;FEM;PL	N;NOM;FEM;PL
gårdene	αγροκτήματα	gårde	αγρόκτημα	N;DEF;FEM;PL	N;NOM;NEUT;PL
nivåer	επίπεδα	nivåe	επίπεδο	N;INDF;FEM;PL	N;NOM;NEUT;PL
øyet	μάτι	øy	μάτι	N;DEF;NEUT;SG	N;NOM;NEUT;SG
øyet	ματι	øy	ματι	N;DEF;NEUT;SG	N;NOM;NEUT;SG
øyet	οφθαλμός	øy	οφθαλμός	N;DEF;NEUT;SG	N;NOM;MASC;SG
pause	διάλειμμα	pause	διάλειμμα	N;INDF;MASC;SG	N;NOM;NEUT;SG
pause	διακοπή	pause	διακοπή	N;INDF;MASC;SG	N;ACC;FEM;SG
pause	σπάσιμο	pause	σπάσιμο	N;INDF;MASC;SG	N;NOM;NEUT;SG
pause	παύση	pause	παύση	N;INDF;MASC;SG	N;ACC;FEM;SG
pause	παύση	pause	παύση	N;INDF;MASC;SG	N;ACC;FEM;SG
fetter	ξαδέρφη	fetter	ξαδέρφος	N;INDF;MASC;SG	N;NOM;FEM;SG
fetter	ξάδελφος	fetter	ξάδελφος	N;INDF;MASC;SG	N;NOM;MASC;SG
faktorer	συντελεστές	faktor	συντελεστής	N;INDF;FEM;PL	N;NOM;MASC;PL
faktorer	παράγοντες	faktor	παράγοντας	N;INDF;FEM;PL	N;NOM;MASC;PL
forestillinger	παραστάσεις	forestillinger	παράσταση	N;INDF;FEM;PL	N;NOM;FEM;PL
kunstneriske	καλλιτεχνικές	kunstnerisk	καλλιτεχνικός	ADJ;PL	ADJ;NOM;FEM;PL
operaen	όπερα	opera	όπερα	N;DEF;MASC;SG	N;NOM;FEM;SG
forvandling	μεταμόρφωση	forvandling	μεταμόρφωση	N;INDF;FEM;SG	N;NOM;FEM;SG
dialekter	διαλέκτους	dialekter	διάλεκτος	N;INDF;FEM;PL	N;NOM;MASC;PL
hesten	άλογο	hest	άλογος	N;DEF;MASC;SG	N;NOM;NEUT;SG
gutten	αγοράκι	gutt	αγοράκι	N;DEF;MASC;SG	N;NOM;NEUT;SG
gutten	αγόρι	gutt	αγόρι	N;DEF;MASC;SG	N;NOM;NEUT;SG
management	διοίκηση	management	διοίκηση	N;INDF;NEUT;SG	N;ACC;FEM;SG
management	διαχείρισης	management	διαχείριση	N;INDF;NEUT;SG	N;GEN;FEM;SG
management	διαχείριση	management	διαχείριση	N;INDF;NEUT;SG	N;NOM;FEM;SG
undersøke	ερευνήσει	undersøke	ερευνώ	V;NFIN	V;PFV;IND;3;NFIN;ACT
undersøke	ερεύνησε	undersøke	ερεύνω	V;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
undersøke	εξετάστε	undersøke	εξετάστε	V;NFIN	V;IPFV;IND;PL;2;PRS;FIN;ACT
undersøke	εξετάσει	undersøke	εξετάζω	V;NFIN	V;PFV;IND;SG;3;FIN;ACT
innføring	εισαγωγη	innføring	εισαγωγή	N;INDF;FEM;SG	N;NOM;FEM;SG
innføring	εισαγωγή	innføring	εισαγωγή	N;INDF;FEM;SG	N;NOM;FEM;SG
bibliografi	βιβλιογραφία	bibliografi	βιβλιογραφία	N;INDF;MASC;SG	N;NOM;FEM;SG
biologisk	βιολογικό	biologisk	βιολογικός	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
biologisk	βιολογική	biologisk	βιολογικός	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
biologisk	βιολογικός	biologisk	βιολογικός	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;SG
natural	φυσική	natural	φυσικός	ADJ;INDF;SG	ADJ;NOM;FEM;SG
natural	φυσικό	natural	φυσικός	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
natural	φυσικός	natural	φυσικός	ADJ;INDF;SG	ADJ;NOM;MASC;SG
fangenskap	αιχμαλωσία	fangenskap	αιχμαλωσία	N;INDF;MASC;SG	N;NOM;FEM;SG
mur	τοίχος	mur	τοίχος	N;INDF;MASC;SG	N;NOM;MASC;SG
mur	τοίχο	mur	τοίχος	N;INDF;MASC;SG	N;ACC;MASC;SG
mur	τείχος	mur	τείχος	N;INDF;MASC;SG	N;NOM;NEUT;SG
channel	κανάλι	channel	κανάλι	N;INDF;MASC;SG	N;NOM;NEUT;SG
retninger	κατευθύνσεις	retning	κατεύθυνση	N;INDF;FEM;PL	N;NOM;FEM;PL
aktører	ηθοποιοί	aktører	ηθοποιός	N;INDF;FEM;PL	N;NOM;MASC;PL
aktører	ηθοποιούς	aktører	ηθοποιός	N;INDF;FEM;PL	N;ACC;MASC;PL
grave	σκάψιμο	grave	σκάψιμο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
grave	ανασκαφή	grave	ανασκαφή	N;INDF;NEUT;SG	N;NOM;FEM;SG
grave	σκάψιμο	grave	σκάψιμο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
tabell	πίνακας	tabell	πίνακα	N;INDF;NEUT;SG	N;NOM;MASC;SG
tabell	πινακας	tabell	πινακα	N;INDF;NEUT;SG	N;NOM;MASC;SG
tabell	τραπέζι	tabell	τραπέζι	N;INDF;NEUT;SG	N;NOM;NEUT;SG
bokser	πυγμάχος	bokse	πυγμάχος	N;INDF;NEUT;SG	N;NOM;MASC;SG
moderat	μέτριος	moderat	μέτριος	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;SG
portal	πύλη	portal	πύλη	N;INDF;MASC;SG	N;NOM;FEM;SG
valuta	νόμισμα	valuta	νόμισμα	N;INDF;MASC;SG	N;NOM;NEUT;SG
skyte	ρίξε	skyte	ρίχνω	V;NFIN	V;PFV;IND;SG;1;PST;FIN;ACT
symboler	σύμβολα	symbol	σύμβολα	N;INDF;FEM;PL	N;NOM;NEUT;PL
skriftlige	γραπτές	skriftlig	γραπτός	ADJ;PL	ADJ;NOM;FEM;PL
lane	λωρίδα	lane	λωρίδα	N;INDF;MASC;SG	N;NOM;FEM;SG
defineres	ορίζεται	defineres	ορίζω	V;IND;FIN	V;IPFV;IND;SG;3;PRS;FIN;PASS
defineres	καθορισμένα	defineres	καθορίζω	V;IND;FIN	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
defineres	καθορισμένη	defineres	καθορίζω	V;IND;FIN	V;PFV;NOM;FEM;SG;V.PTCP;PASS
defineres	καθορισμένο	defineres	καθορίζω	V;IND;FIN	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
grafisk	γραφικό	grafisk	γραφικός	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
hovedpersonen	πρωταγωνιστή	hovedperson	πρωταγωνιστής	N;DEF;MASC;SG	N;ACC;MASC;SG
hovedpersonen	πρωταγωνίστρια	hovedperson	πρωταγωνίστρια	N;DEF;MASC;SG	N;NOM;FEM;SG
hovedpersonen	πρωταγωνιστής	hovedperson	πρωταγωνιστής	N;DEF;MASC;SG	N;NOM;MASC;SG
miss	δεσποινίς	miss	δεσποινίς	N;INDF;MASC;SG	N;NOM;FEM;SG
sjø	λίμνη	sjø	λίμνη	N;INDF;MASC;SG	N;NOM;FEM;SG
theater	θέατρο	theater	θέατρο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
theater	θεατρο	theater	θεατρο	N;INDF;NEUT;SG	N;NOM;FEM;SG
objekt	αντικείμενο	objekt	αντικείμενο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
spesifikke	ειδικές	spesifikk	ειδικός	ADJ;PL	ADJ;NOM;FEM;PL
arkivet	αρχειοθέτηση	arkiv	αρχειοθέτηση	N;DEF;NEUT;SG	N;ACC;FEM;SG
arkivet	αρχείο	arkiv	αρχείο	N;DEF;NEUT;SG	N;NOM;NEUT;SG
organist	οργανίστας	organist	οργανίστας	N;INDF;MASC;SG	N;NOM;MASC;SG
treet	δέντρο	tre	δέντρο	N;DEF;NEUT;SG	N;NOM;NEUT;SG
treet	δένδρο	tre	δένδρο	N;DEF;NEUT;SG	N;NOM;NEUT;SG
treet	δεντρο	tre	δεντρο	N;DEF;NEUT;SG	N;NOM;NEUT;SG
joan	τζοάν	joan	τζοά	N;INDF;MASC;SG	N
innsatt	τρόφιμος	innsatt	τρόφιμος	ADJ;INDF;SG;V.PTCP	ADJ;NOM;MASC;SG
forsyninger	εφόδια	forsyninger	εφόδιο	N;INDF;FEM;PL	N;NOM;NEUT;PL
forsyninger	προμήθειες	forsyninger	προμήθεια	N;INDF;FEM;PL	N;NOM;FEM;PL
kilo	κιλά	kilo	κιλώ	N;INDF;MASC;PL	N
kilo	λίρες	kilo	λίρος	N;INDF;MASC;PL	N;NOM;FEM;PL
kilo	λίβρες	kilo	λίβρας	N;INDF;MASC;PL	N;NOM;MASC;PL
suksessen	επιτυχία	suksess	επιτυχία	N;DEF;MASC;SG	N;NOM;FEM;SG
hage	κήπος	hage	κήπος	N;INDF;MASC;SG	N;NOM;MASC;SG
hage	κήπο	hage	κήπος	N;INDF;MASC;SG	N;ACC;MASC;SG
baner	σουβέρ	bane	σουβέρ	N;INDF;FEM;PL	N;NOM;NEUT;PL
begrunnelse	αιτιολογία	begrunnelse	αιτιολογία	N;INDF;MASC;SG	N;NOM;FEM;SG
begrunnelse	αιτιολόγηση	begrunnelse	αιτιολόγηση	N;INDF;MASC;SG	N;ACC;FEM;SG
utnytte	εκμεταλλεύονται	utnytte	εκμεταλλεύω	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN;PASS
alfa	άλφα	alfe	άλφος	N;INDF;MASC;SG	N
alfa	αλφα	alfe	αλφα	N;INDF;MASC;SG	N
ramme	καρέ	ramme	καρέ	N;INDF;FEM;SG	N
erfaringer	εμπειρίες	erfaring	εμπειρία	N;INDF;FEM;PL	N;NOM;FEM;PL
myers	μάιερς	myers	μάιη	N;INDF;MASC;SG	N
myers	μάγιερς	myers	μάγιερς	N;INDF;MASC;SG	N
regn	βροχή	regn	βροχή	N;INDF;NEUT;SG	N;ACC;FEM;SG
trent	τρεντ	trenfe	τρεντ	N;INDF;MASC;SG	N;NOM;SG
barnehage	νηπιαγωγείο	barnehage	νηπιαγωγείο	N;INDF;MASC;SG	N;NOM;NEUT;SG
dekning	κάλυψη	dekning	κάλυψη	N;INDF;FEM;SG	N;ACC;FEM;SG
turné	ξενάγηση	turné	ξενάγηση	N;INDF;MASC;SG	N;ACC;FEM;SG
turné	περιήγηση	turné	περιήγηση	N;INDF;MASC;SG	N;ACC;FEM;SG
turné	περιοδεία	turné	περιοδείο	N;INDF;MASC;SG	N;ACC;FEM;SG
sten	στεν	sten	στεν	N;INDF;MASC;SG	N
revisjon	ελεγχος	revisjon	ελεγχος	N;INDF;MASC;SG	N;NOM;MASC;SG
revisjon	αναθεώρηση	revisjon	αναθεώρηση	N;INDF;MASC;SG	N;NOM;FEM;SG
paulus	πολ	paulus	πολ	N;MASC	N
løfte	ανύψωση	løfte	ανύψωση	N;INDF;NEUT;SG	N;ACC;FEM;SG
løfte	ασανσέρ	løfte	ασανσέρ	N;INDF;NEUT;SG	N;NOM;NEUT;SG
løfte	ανελκυστήρας	løfte	ανελκυστήρας	N;INDF;NEUT;SG	N;NOM;MASC;SG
lucas	λουκά	lucas	λουκά	N;INDF;MASC;SG	N;MASC;SG
short	σύντομο	shor	σύντομο	N;INDF;SG	N;NOM;NEUT;SG
short	σύντομη	shor	σύντομος	N;INDF;SG	N;NOM;FEM;SG
short	σύντομος	shor	σύντομος	N;INDF;SG	N;NOM;MASC;SG
bud	προσφορά	bud	προσφορά	N;INDF;NEUT;SG	N;ACC;FEM;SG
anvendt	εφαρμοζόμενη	anvende	εφαρμοζόμενος	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
setning	ποινή	setning	ποινή	N;INDF;FEM;SG	N;ACC;FEM;SG
grunnlov	σύνταγμα	grunnlov	σύνταγμα	N;INDF;FEM;SG	N;NOM;NEUT;SG
volum	όγκος	volum	όγκος	N;INDF;NEUT;SG	N;NOM;MASC;SG
volum	όγκο	volum	όγκος	N;INDF;NEUT;SG	N;ACC;MASC;SG
volum	τόμος	volum	τόμος	N;INDF;NEUT;SG	N;NOM;MASC;SG
slektninger	συγγενείς	slektning	συγγένης	N;INDF;MASC;PL	N;NOM;MASC;PL
svarer	ανταποκρίνεται	svare	ανταποκρίνομαι	V;IND;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;PASS
svarer	απαντάει	svare	απαντώ	V;IND;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
svarer	ανταποκρίνεται	svare	ανταποκρίνομαι	V;IND;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;PASS
måle	μέτρο	måle	μέτρο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
leopold	λέοπολντ	leopold	λέοπολντ	N;INDF;MASC;SG	N;NOM;MASC;SG
seksjonen	ενότητα	seksjon	ενότητα	N;DEF;MASC;SG	N;NOM;FEM;SG
seksjonen	τμήμα	seksjon	τμήμα	N;DEF;MASC;SG	N;NOM;NEUT;SG
seksjonen	τμημα	seksjon	τμημα	N;DEF;MASC;SG	N;NOM;NEUT;SG
matematisk	μαθηματική	matematisk	μαθηματικός	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
