brilla	brille	brilla	briller	V	V;IND;SG;3;PRS;FIN
europea	européens	europeo	européen	ADJ	ADJ;MASC;PL
europea	européennes	europeo	européen	ADJ	ADJ;FEM;PL
europea	européenne	europeo	européen	ADJ	ADJ;FEM;SG
europea	européen	europeo	européen	ADJ	ADJ;MASC;SG
ruína	ruine	ruína	ruine	N	N;FEM;SG
alzhéimer	alzheimer	alzhéimer	alzheimer	N	N;MASC;SG
oracións	prières	oración	prière	N	N;FEM;PL
xentes	gens	xente	gens	N	N;MASC;PL
xentes	personnes	xente	personne	N	N;FEM;PL
radiación	irradiation	radiación	irradiation	N	N;FEM;SG
radiación	rayonnement	radiación	rayonnement	N	N;MASC;SG
radiación	radiations	radiación	radiation	N	N;FEM;PL
radiación	rayonnements	radiación	rayonnement	N	N;MASC;PL
marco	moulu	marco	moulu	N	N;MASC;SG
marco	ossature	marco	ossature	N	N;FEM;SG
marco	cadre	marco	cadre	N	N;MASC;SG
agradecer	remercier	agradecer	remercier	V	V;NFIN
rumbo	cours	rumbo	cours	N	N;MASC;SG
vestíbulo	hall	vestíbulo	hall	N	N;MASC;SG
vestíbulo	lobby	vestíbulo	lobby	N	N;MASC;SG
vestíbulo	hall	vestíbulo	hall	N	N;MASC;SG
burguesa	bourgeoisie	burguesa	bourgeoisie	N	N;FEM;SG
burguesa	bourgeois	burguesa	bourgeois	N	N;MASC;SG
ave	oiseau	ave	oiseau	N	N;MASC;SG
ave	oiseaux	ave	oiseau	N	N;MASC;PL
chegado	viens	chegar	venir	V	V;IND;SG;1;PRS;FIN
chegado	venez	chegar	venir	V	V;IMP;PL;2;PRS;FIN
chegado	come	chegar	come	V	V
chegado	venir	chegar	venir	V	V;NFIN
brutalidade	brutalité	brutalidade	brutalité	N	N;FEM;SG
brutalidade	brutalités	brutalidade	brutalité	N	N;FEM;PL
transición	transition	transición	transition	N	N;FEM;SG
usou	utilisées	usar	utiliser	V	V;FEM;PL;PST;V.PTCP
usou	utilisé	usar	utiliser	V	V;MASC;SG;PST;V.PTCP
usou	utilisés	usar	utiliser	V	V;MASC;PL;PST;V.PTCP
usou	utilisée	usar	utiliser	V	V;FEM;SG;PST;V.PTCP
actuando	agissant	actuar	agir	V	V;PRS;V.PTCP
actuando	agir	actuar	agir	V	V;NFIN
caldeiro	prison	caldeiro	prison	N	N;FEM;SG
caldeiro	godet	caldeiro	godet	N	N;MASC;SG
caldeiro	seau	caldeiro	seau	N	N;MASC;SG
atopaba	etait	atopar	etever	V	V;IND;SG;3;IPFV;FIN
atopaba	trouver	atopar	trouver	V	V;NFIN
atopaba	trouvez	atopar	trouver	V	V;IMP;PL;2;PRS;FIN
bandas	bandes	banda	bande	N	N;FEM;PL
bandas	groupes	banda	groupe	N	N;MASC;PL
delincuencia	délit	delincuencia	délit	N	N;MASC;SG
delincuencia	délinquance	delincuencia	délinquance	N	N;FEM;SG
delincuencia	criminalité	delincuencia	criminalité	N	N;FEM;SG
delincuencia	crime	delincuencia	crime	N	N;MASC;SG
permitirei	fera	permitir	faire	V	V;IND;SG;3;FUT;FIN
permitirei	gagné	permitir	gagner	V	V;MASC;SG;PST;V.PTCP
permitirei	gagnée	permitir	gagner	V	V;FEM;SG;PST;V.PTCP
permitirei	gagnées	permitir	gagnée	V	V;FEM;PL;PST;V.PTCP
permitirei	gagnés	permitir	gagner	V	V;MASC;PL;PST;V.PTCP
prométocho	promesses	prométocho	promesse	N	N;FEM;PL
prométocho	promesse	prométocho	promesse	N	N;FEM;SG
virei	viens	virei	venir	V	V;IND;SG;1;PRS;FIN
virei	venez	virei	venir	V	V;IMP;PL;2;PRS;FIN
virei	come	virei	come	V	V
virei	venir	virei	venir	V	V;NFIN
choras	pleurs	chora	pleur	N	N;MASC;PL
choras	cry	chora	cry	N	N;MASC;SG
choras	pleurs	chora	pleur	N	N;MASC;PL
municipal	municipales	municipal	municipale	ADJ	ADJ;FEM;PL
municipal	municipale	municipal	municipal	ADJ	ADJ;FEM;SG
municipal	municipaux	municipal	municipal	ADJ	ADJ;MASC;PL
estrañas	étrange	estraña	étrange	ADJ	ADJ;MASC;SG
estrañas	bizarre	estraña	bizarre	ADJ	ADJ;MASC;SG
estrañas	etrange	estraña	etrange	ADJ	ADJ;MASC;SG
representantes	représentants	representante	représentant	N	N;MASC;PL
envexa	envie	envexa	envie	N	N;FEM;SG
envexa	jalousie	envexa	jalousie	N	N;FEM;SG
mel	chéri	mel	chéri	N	N;MASC;SG
mel	cherie	mel	cherie	N	N;FEM;SG
mel	chérie	mel	chéri	N	N;FEM;SG
mel	miel	mel	miel	N	N;MASC;SG
cuartel	siège	cuartel	siège	N	N;MASC;SG
cuartel	casernes	cuartel	caserne	N	N;FEM;PL
cuartel	baraquements	cuartel	baraquement	N	N;MASC;PL
cuartel	caserne	cuartel	caserne	N	N;FEM;SG
afecto	affection	afecto	affection	N	N;FEM;SG
mineiros	mineurs	mineiro	mineur	N	N;MASC;PL
coide	regardez	coidar	regarder	V	V;IMP;PL;2;PRS;FIN
coide	regarde	coidar	regarder	V	V;IND;SG;3;PRS;FIN
coide	regardes	coidar	regarde	V	V;IMP;PL;2;PRS;FIN
coide	prend	coidar	prendre	V	V;IND;SG;3;PRS;FIN
coide	prendre	coidar	prendre	V	V;NFIN
coide	prenez	coidar	prendre	V	V;IMP;PL;2;PRS;FIN
coide	prends	coidar	prendre	V	V;IND;SG;1;PRS;FIN
culler	cuillère	culler	cuillère	N	N;FEM;SG
culler	cuiller	culler	cuiller	N	N;FEM;SG
disparan	tirer	disparar	tirer	V	V;NFIN
disparan	tire	disparar	tirer	V	V;IND;SG;3;PRS;FIN
disparan	tirez	disparar	tirer	V	V;IMP;PL;2;PRS;FIN
fianza	caution	fianza	caution	N	N;FEM;SG
mantas	couvertures	manto	couverture	N	N;FEM;PL
pálida	pâles	pálida	pâle	ADJ	ADJ;MASC;PL
pálida	pâle	pálida	pâle	ADJ	ADJ;MASC;SG
continúe	continuer	continuír	continuer	V	V;NFIN
continúe	continuons	continuír	continuer	V	V;IMP;PL;1;PRS;FIN
continúe	continuez	continuír	continuer	V	V;IMP;PL;2;PRS;FIN
continúe	poursuivre	continuír	poursuivre	V	V;NFIN
fresca	fraîcheur	frescar	fraîcheur	N	N;FEM;SG
volverás	again	volver	again	V	V
honrado	honorées	honrar	honorer	V	V;FEM;PL;PST;V.PTCP
honrado	honorée	honrar	honorer	V	V;FEM;SG;PST;V.PTCP
honrado	honorés	honrar	honorer	V	V;MASC;PL;PST;V.PTCP
honrado	honoré	honrar	honorer	V	V;MASC;SG;PST;V.PTCP
levarei	prend	levar	prendre	V	V;IND;SG;3;PRS;FIN
levarei	prendre	levar	prendre	V	V;NFIN
levarei	prenez	levar	prendre	V	V;IMP;PL;2;PRS;FIN
levarei	prends	levar	prendre	V	V;IND;SG;1;PRS;FIN
serpe	serpent	serpe	serpent	N	N;MASC;SG
serpe	serpents	serpe	serpent	N	N;MASC;PL
serpe	vipère	serpe	vipère	N	N;FEM;SG
serpe	snake	serpe	snake	N	N;MASC;SG
serpe	serpent	serpe	serpent	N	N;MASC;SG
proletarios	prolétariat	proletario	prolétariat	N	N;MASC;SG
bebo	boisson	bebo	boisson	N	N;FEM;SG
bebo	bois	bebo	bois	N	N;MASC;SG
bebo	verre	bebo	verre	N	N;MASC;SG
bebo	boissons	bebo	boisson	N	N;FEM;PL
dicides	dites	dicidir	dire	V	V;FEM;PL;PST;V.PTCP
dicides	dire	dicidir	dire	V	V;NFIN
paras	arrêt	para	arrêt	N	N;MASC;SG
abundancia	abondance	abundancia	abondance	N	N;FEM;SG
pelota	boule	pelota	boule	N	N;FEM;SG
pelota	balle	pelota	balle	N	N;FEM;SG
pelota	ballon	pelota	ballon	N	N;MASC;SG
pagaron	rémunéré	pagar	rémunérer	V	V;MASC;SG;PST;V.PTCP
pagaron	payées	pagar	payer	V	V;FEM;PL;PST;V.PTCP
pagaron	payé	pagar	payer	V	V;MASC;SG;PST;V.PTCP
pagaron	payée	pagar	payer	V	V;FEM;SG;PST;V.PTCP
pagaron	payés	pagar	payer	V	V;MASC;PL;PST;V.PTCP
criticar	critiquer	criticar	critiquer	V	V;NFIN
estragar	ruiner	estragar	ruiner	V	V;NFIN
estragar	gâcher	estragar	gâcher	V	V;NFIN
patrulla	patrouilles	patrulla	patrouille	N	N;FEM;PL
patrulla	patrouille	patrulla	patrouille	N	N;FEM;SG
salta	jump	salta	jump	N	N;MASC;SG
salta	saut	salta	saut	N	N;MASC;SG
rematará	fera	rematar	faire	V	V;IND;SG;3;FUT;FIN
traidores	traîtres	traidor	traître	N	N;MASC;PL
desexas	veulent	desexa	vouloir	V	V;IND;PL;3;PRS;FIN
desexas	vouloir	desexa	vouloir	V	V;NFIN
desexas	veux	desexa	vouloir	V	V;IND;SG;1;PRS;FIN
desexas	voulez	desexa	vouloir	V	V;IMP;PL;2;PRS;FIN
milicia	miliciens	milicia	milicien	N	N;MASC;PL
milicia	milice	milicia	milice	N	N;FEM;SG
milicia	milices	milicia	milice	N	N;FEM;PL
morrese	crève	morrer	crever	V	V;IND;SG;3;PRS;FIN
morrese	mourir	morrer	mourir	V	V;NFIN
morrese	morte	morrer	mourir	V	V;FEM;SG;PST;V.PTCP
morrese	décédé	morrer	décéder	V	V;MASC;SG;PST;V.PTCP
morrese	mort	morrer	mourir	V	V;MASC;SG;PST;V.PTCP
serea	sirènes	ser	sirène	N	N;FEM;PL
serea	sirène	ser	sirène	N	N;FEM;SG
serea	souffle	ser	souffle	N	N;MASC;SG
serea	coup	ser	coup	N	N;MASC;SG
chamando	appeler	chamar	appeler	V	V;NFIN
chamando	appelant	chamar	appeler	V	V;PRS;V.PTCP
gustouche	aime	gustouche	aimer	V	V;IND;SG;3;PRS;FIN
gustouche	aiment	gustouche	aimer	V	V;IND;PL;3;PRS;FIN
gustouche	aimez	gustouche	aimer	V	V;IMP;PL;2;PRS;FIN
comerciantes	commerçants	comerciante	commerçant	N	N;MASC;PL
comerciantes	négociants	comerciante	négociant	N	N;MASC;PL
comerciantes	commerçants	comerciante	commerçant	N	N;MASC;PL
comerciantes	marchands	comerciante	marchand	N	N;MASC;PL
arrestado	arrêtés	arrestar	arrêter	V	V;MASC;PL;PST;V.PTCP
arrestado	arrêté	arrestar	arrêter	V	V;MASC;SG;PST;V.PTCP
arrestado	arrêtée	arrestar	arrêter	V	V;FEM;SG;PST;V.PTCP
varón	mâle	varón	mâle	N	N;MASC;SG
varón	homme	varón	homme	N	N;MASC;SG
varón	garçon	varón	garçon	N	N;MASC;SG
varón	boy	varón	boy	N	N;MASC;SG
probábel	improbable	probábel	improbable	ADJ	ADJ;MASC;SG
probábel	invraisemblable	probábel	invraisemblable	ADJ	ADJ;MASC;SG
probábel	improbables	probábel	improbable	ADJ	ADJ;MASC;PL
liras	lires	lira	lire	N	N;FEM;PL
berce	berceau	berce	berceau	N	N;MASC;SG
traficante	concessionnaire	traficante	concessionnaire	N	N;MASC;SG
traficante	revendeur	traficante	revendeur	N	N;MASC;SG
traficante	dealer	traficante	dealer	N	N;MASC;SG
traficante	revendeurs	traficante	revendeur	N	N;MASC;PL
reféns	otages	refén	otage	N	N;MASC;PL
dios	dieu	dio	dieu	N	N;MASC;SG
dios	saké	dio	saké	N	N;MASC;SG
dios	jésus	dio	jésus	N	N;MASC;SG
frota	flotte	frota	flotte	N	N;FEM;SG
celoso	jalouse	celoso	jalouse	ADJ	ADJ;FEM;SG
celoso	jaloux	celoso	jalou	ADJ	ADJ;MASC;SG
seo	seo	seo	seo	N	N;MASC;SG
seo	référencement	seo	référencement	N	N;MASC;SG
mercadorías	marchandises	mercadoría	marchandise	N	N;FEM;PL
mercadorías	marchandise	mercadoría	marchandiser	N	N;FEM;SG
mercadorías	biens	mercadoría	bien	N	N;MASC;PL
anano	nain	anano	nain	N	N;MASC;SG
anano	nains	anano	nain	N	N;MASC;PL
anano	man	anano	man	N	N;MASC;SG
anano	mec	anano	mec	N	N;MASC;SG
anano	homme	anano	homme	N	N;MASC;SG
gueto	ghetto	gueto	ghetto	N	N;MASC;SG
impulso	pouls	impulso	poul	N	N;MASC;SG
impulso	impulsions	impulso	impulsion	N	N;FEM;PL
impulso	pulsation	impulso	pulsation	N	N;FEM;SG
impulso	pulsations	impulso	pulsation	N	N;FEM;PL
impulso	impulsion	impulso	impulsion	N	N;FEM;SG
corán	coran	corán	coran	N	N;MASC;SG
clínicas	cliniques	clínico	clinique	ADJ	ADJ;MASC;PL
clínicas	clinique	clínico	clinique	ADJ	ADJ;FEM;SG
clínicas	cliniques	clínico	clinique	ADJ	ADJ;MASC;PL
rifles	fusils	rifle	fusil	N	N;MASC;PL
rifles	carabines	rifle	carabine	N	N;FEM;PL
lombo	dos	lombo	dos	N	N;MASC;SG
lombo	arrière	lombo	arrière	N	N;MASC;SG
lombo	retour	lombo	retour	N	N;MASC;SG
parei	stoppé	parei	stoppé	V	V;MASC;SG;PST;V.PTCP
procedemento	procédure	procedemento	procédure	N	N;FEM;SG
custo	coût	custo	coût	N	N;MASC;SG
custo	coûts	custo	coût	N	N;MASC;PL
aforros	économies	aforro	économie	N	N;FEM;PL
aforros	épargnes	aforro	épargne	N	N;FEM;PL
aforros	épargne	aforro	épargner	N	N;FEM;SG
previr	empêcher	previr	empêcher	V	V;NFIN
previr	prévenir	previr	prévenir	V	V;NFIN
chiste	blague	chistir	blague	N	N;FEM;SG
chiste	plaisanterie	chistir	plaisanterie	N	N;FEM;SG
tigre	tigresse	tigre	tigresse	N	N;FEM;SG
tigre	tigres	tigre	tigre	N	N;MASC;PL
tigre	tigre	tigre	tigre	N	N;MASC;SG
crecen	grandir	crecer	grandir	V	V;NFIN
crecen	croître	crecer	croître	V	V;NFIN
crecen	pousser	crecer	pousser	V	V;NFIN
crecen	obtenez	crecer	obtenir	V	V;IMP;PL;2;PRS;FIN
crecen	obtenir	crecer	obtenir	V	V;NFIN
empezan	démarrer	empezar	démarrer	V	V;NFIN
empezan	commencer	empezar	commencer	V	V;NFIN
conectados	connectée	conectar	connecter	V	V;FEM;SG;PST;V.PTCP
conectados	connectés	conectar	connecter	V	V;MASC;PL;PST;V.PTCP
conectados	raccordée	conectar	raccorder	V	V;FEM;SG;PST;V.PTCP
conectados	connecté	conectar	connecter	V	V;MASC;SG;PST;V.PTCP
tradución	traduction	tradución	traduction	N	N;FEM;SG
tradución	traductions	tradución	traduction	N	N;FEM;PL
pintar	peindre	pintar	peindre	V	V;NFIN
instintos	instinct	instinto	instinct	N	N;MASC;SG
instintos	instincts	instinto	instinct	N	N;MASC;PL
básicos	basiques	básico	basique	ADJ	ADJ;MASC;PL
básicos	élémentaire	básico	élémentaire	ADJ	ADJ;MASC;SG
básicos	basique	básico	basique	ADJ	ADJ;MASC;SG
alimentación	nourriture	alimentación	nourriture	N	N;FEM;SG
alimentación	alimentation	alimentación	alimentation	N	N;FEM;SG
alimentación	habillement	alimentación	habillement	N	N;MASC;SG
alimentación	vêtements	alimentación	vêtement	N	N;MASC;PL
alimentación	vêtement	alimentación	vêtement	N	N;MASC;SG
loitas	luttes	loita	lutte	N	N;FEM;PL
loitas	lutte	loita	lutte	N	N;FEM;SG
loitas	combat	loita	combat	N	N;MASC;SG
loitas	bagarre	loita	bagarre	N	N;FEM;SG
bunker	bunker	bunker	bunker	N	N;MASC;SG
bunker	bunkers	bunker	bunker	N	N;MASC;PL
bunker	soutes	bunker	soute	N	N;FEM;PL
básico	basiques	básico	basique	ADJ	ADJ;MASC;PL
básico	élémentaire	básico	élémentaire	ADJ	ADJ;MASC;SG
básico	basique	básico	basique	ADJ	ADJ;MASC;SG
defensores	défenseurs	defensor	défenseur	N	N;MASC;PL
axencias	organismes	axencia	organisme	N	N;MASC;PL
axencias	agences	axencia	agence	N	N;FEM;PL
axencias	agence	axencia	agence	N	N;FEM;SG
pausa	pause	pausa	pause	N	N;FEM;SG
celas	cellules	cela	cellule	N	N;FEM;PL
alfombra	tapis	alfombra	tapis	N	N;MASC;SG
alfombra	moquette	alfombra	moquette	N	N;FEM;SG
alfombra	tapis	alfombra	tapis	N	N;MASC;SG
visións	visions	visión	vision	N	N;FEM;PL
reacciona	répond	reaccionar	répondre	V	V;IND;SG;3;PRS;FIN
reacciona	réagit	reaccionar	réagir	V	V;IND;SG;3;PRS;FIN
reacciona	réagissent	reaccionar	réagir	V	V;IND;PL;3;PRS;FIN
conceptos	notions	concepto	notion	N	N;FEM;PL
conceptos	concepts	concepto	concept	N	N;MASC;PL
xenéticas	génétique	xenético	génétique	ADJ	ADJ;MASC;SG
xenéticas	génétiques	xenético	génétique	ADJ	ADJ;MASC;PL
asociados	associée	asociar	associer	V	V;FEM;SG;PST;V.PTCP
asociados	associées	asociar	associer	V	V;FEM;PL;PST;V.PTCP
empregar	utiliser	empregar	utiliser	V	V;NFIN
empregar	utilise	empregar	utiliser	V	V;IND;SG;3;PRS;FIN
empregar	utilisez	empregar	utiliser	V	V;IMP;PL;2;PRS;FIN
oposición	opposition	oposición	opposition	N	N;FEM;SG
agochados	cacher	agochar	cacher	V	V;NFIN
agochados	masquée	agochar	masquer	V	V;FEM;SG;PST;V.PTCP
agochados	cachée	agochar	cacher	V	V;FEM;SG;PST;V.PTCP
agochados	masqué	agochar	masquer	V	V;MASC;SG;PST;V.PTCP
agochados	caché	agochar	cacher	V	V;MASC;SG;PST;V.PTCP
agochados	cachés	agochar	cacher	V	V;MASC;PL;PST;V.PTCP
agochados	masqués	agochar	masquer	V	V;MASC;PL;PST;V.PTCP
buraco	trou	buraco	trou	N	N;MASC;SG
inevitable	inévitable	inevitable	inévitable	ADJ	ADJ;MASC;SG
inevitable	inéluctable	inevitable	inéluctable	ADJ	ADJ;MASC;SG
inevitable	inévitables	inevitable	inévitable	ADJ	ADJ;MASC;PL
elevado	hautes	elevado	haut	ADJ	ADJ;FEM;PL
elevado	haut	elevado	haut	ADJ	ADJ;MASC;SG
elevado	haute	elevado	haut	ADJ	ADJ;FEM;SG
elevado	élevé	elevado	élevé	ADJ	ADJ;MASC;SG
direccións	direction	dirección	direction	N	N;FEM;SG
situacións	situations	situación	situation	N	N;FEM;PL
odia	déteste	odia	détester	V	V;IND;SG;3;PRS;FIN
odia	détester	odia	détester	V	V;NFIN
odia	haïr	odia	haïr	V	V;NFIN
odia	déteste	odia	détester	V	V;IND;SG;3;PRS;FIN
odia	hait	odia	hait	V	V;IND;SG;3;PRS;FIN
afectan	affecter	afectar	affecter	V	V;NFIN
afectan	affectent	afectar	affecter	V	V;IND;PL;3;PRS;FIN
facerte	faites	facerte	faire	V	V;FEM;PL;PST;V.PTCP
facerte	faire	facerte	faire	V	V;NFIN
continúan	continuer	continuar	continuer	V	V;NFIN
continúan	continuons	continuar	continuer	V	V;IMP;PL;1;PRS;FIN
continúan	continuez	continuar	continuer	V	V;IMP;PL;2;PRS;FIN
continúan	poursuivre	continuar	poursuivre	V	V;NFIN
mundiais	mondial	mundial	mondial	ADJ	ADJ;MASC;SG
mundiais	mondiale	mundial	mondial	ADJ	ADJ;FEM;SG
tentarei	essaie	tentar	essayer	V	V;IND;SG;3;PRS;FIN
tentarei	essayez	tentar	essayer	V	V;IMP;PL;2;PRS;FIN
tentarei	essayer	tentar	essayer	V	V;NFIN
tentarei	essaye	tentar	essayer	V	V;IND;SG;3;PRS;FIN
tentarei	obtenez	tentar	obtenir	V	V;IMP;PL;2;PRS;FIN
tentarei	obtenir	tentar	obtenir	V	V;NFIN
prioridade	priorité	prioridade	priorité	N	N;FEM;SG
prioridade	priorités	prioridade	priorité	N	N;FEM;PL
descuberto	découvert	descuberto	découvrir	V	V;MASC;SG;PST;V.PTCP
descuberto	découverts	descuberto	découvrir	V	V;MASC;PL;PST;V.PTCP
descuberto	découvertes	descuberto	découvrir	V	V;FEM;PL;PST;V.PTCP
pensabamos	réfléchi	pensabar	réfléchir	V	V;MASC;SG;PST;V.PTCP
pensabamos	pensais	pensabar	penser	V	V;IND;SG;1;IPFV;FIN
pensabamos	pensé	pensabar	pensé	V	V;MASC;SG;PST;V.PTCP
revistas	revue	revista	revue	N	N;FEM;SG
revistas	magazine	revista	magazine	N	N;MASC;SG
revistas	magasine	revista	magasine	N	N;MASC;SG
revistas	revues	revista	revue	N	N;FEM;PL
revistas	magazines	revista	magazine	N	N;MASC;PL
bocas	bouches	boca	bouche	N	N;FEM;PL
bocas	bouche	boca	bouche	N	N;FEM;SG
lograr	obtenez	lograr	obtenir	V	V;IMP;PL;2;PRS;FIN
lograr	obtenir	lograr	obtenir	V	V;NFIN
lograr	faites	lograr	faire	V	V;FEM;PL;PST;V.PTCP
lograr	faire	lograr	faire	V	V;NFIN
distinguir	distinguer	distinguir	distinguer	V	V;NFIN
lagos	lacs	lago	lac	N	N;MASC;PL
lagos	laques	lago	laque	N	N;FEM;PL
recentes	récents	recente	récent	ADJ	ADJ;MASC;PL
recentes	récent	recente	récent	ADJ	ADJ;MASC;SG
recentes	récentes	recente	récent	ADJ	ADJ;FEM;PL
recentes	récente	recente	récent	ADJ	ADJ;FEM;SG
funcione	travailler	funcionar	travailler	V	V;NFIN
certificado	certificats	certificado	certificat	N	N;MASC;PL
certificado	attestation	certificado	attestation	N	N;FEM;SG
certificado	certificat	certificado	certificat	N	N;MASC;SG
pipa	pipe	pipa	pipe	N	N;FEM;SG
pipa	tuyau	pipa	tuyau	N	N;MASC;SG
conversas	conversations	converso	conversation	N	N;FEM;PL
radical	radical	radical	radical	ADJ	ADJ;MASC;SG
radical	radicaux	radical	radical	ADJ	ADJ;MASC;PL
radical	radicale	radical	radical	ADJ	ADJ;FEM;SG
obesidade	obésité	obesidade	obésiter	N	N;FEM;SG
cadrado	carrées	cadrado	carrée	ADJ	ADJ;FEM;PL
prosperidade	prospérité	prosperidade	prospérité	N	N;FEM;SG
exilio	exil	exilio	exil	N	N;MASC;SG
palma	palme	palma	palme	N	N;FEM;SG
palma	palm	palma	palm	N	N;MASC;SG
palma	paume	palma	paume	N	N;FEM;SG
palma	palmier	palma	palmier	N	N;MASC;SG
relativamente	relativement	relativamente	relativement	ADV	ADV
cordas	chaînes	corda	chaîne	N	N;FEM;PL
cordas	cordes	corda	corde	N	N;FEM;PL
gráficos	graphiques	gráfico	graphique	ADJ	ADJ;MASC;PL
gráficos	graphique	gráfico	graphique	ADJ	ADJ;MASC;SG
órganos	organes	órgano	organe	N	N;MASC;PL
decatarse	réalise	decatarse	réaliser	V	V;IND;SG;3;PRS;FIN
penicilina	pénicilline	penicilinar	pénicilline	N	N;FEM;SG
funcións	fonctions	función	fonction	N	N;FEM;PL
domina	domine	domina	dominer	V	V;IND;SG;3;PRS;FIN
modernos	moderne	moderno	moderne	ADJ	ADJ;MASC;SG
modernos	modernes	moderno	moderne	ADJ	ADJ;MASC;PL
colonial	colonial	colonial	colonial	ADJ	ADJ;MASC;SG
colonial	coloniales	colonial	colonial	ADJ	ADJ;FEM;PL
colonial	coloniaux	colonial	colonial	ADJ	ADJ;MASC;PL
colonial	coloniale	colonial	colonial	ADJ	ADJ;FEM;SG
exceso	excès	exceso	excès	N	N;MASC;SG
exceso	excédent	exceso	excédent	N	N;MASC;SG
ostras	huîtres	ostra	huître	N	N;FEM;PL
ostras	huître	ostra	huître	N	N;FEM;SG
ostras	miettes	ostra	miette	N	N;FEM;PL
avanzada	avancés	avanzar	avancé	V	V;MASC;PL;PST;V.PTCP
avanzada	avancées	avanzar	avancée	V	V;FEM;PL;PST;V.PTCP
avanzada	avancé	avanzar	avancer	V	V;MASC;SG;PST;V.PTCP
avanzada	perfectionné	avanzar	perfectionner	V	V;MASC;SG;PST;V.PTCP
cascos	casques	casco	casque	N	N;MASC;PL
darvos	donner	darvo	donner	V	V;NFIN
darvos	donne	darvo	donner	V	V;IND;SG;3;PRS;FIN
darvos	donnez	darvo	donner	V	V;IMP;PL;2;PRS;FIN
darvos	aime	darvo	aimer	V	V;IND;SG;3;PRS;FIN
darvos	aiment	darvo	aimer	V	V;IND;PL;3;PRS;FIN
darvos	aimez	darvo	aimer	V	V;IMP;PL;2;PRS;FIN
botóns	boutons	botóns	bouton	N	N;MASC;PL
interésame	intéressée	interésame	intéresser	V	V;FEM;SG;PST;V.PTCP
interésame	intéressés	interésame	intéresser	V	V;MASC;PL;PST;V.PTCP
interésame	intéressées	interésame	intéresser	V	V;FEM;PL;PST;V.PTCP
interésame	intéressé	interésame	intéresser	V	V;MASC;SG;PST;V.PTCP
afirmación	déclaration	afirmación	déclaration	N	N;FEM;SG
afirmación	affirmation	afirmación	affirmation	N	N;FEM;SG
emocionado	excité	emocionar	exciter	V	V;MASC;SG;PST;V.PTCP
emocionado	excitée	emocionar	exciter	V	V;FEM;SG;PST;V.PTCP
emocionado	excités	emocionar	exciter	V	V;MASC;PL;PST;V.PTCP
champaña	champagne	champaña	champagne	N	N;MASC;SG
inda	encore	inda	encore	ADV	ADV
inda	toujours	inda	toujours	ADV	ADV
nalgo	quelquechose	nalgo	quelquechose	N	N;MASC;SG
chamaría	ferait	chamar	faire	V	V;COND;SG;3;PRS;FIN
chamaría	appeler	chamar	appeler	V	V;NFIN
chamaría	appelez	chamar	appeler	V	V;IMP;PL;2;PRS;FIN
chamaría	appelle	chamar	appeler	V	V;IND;SG;3;PRS;FIN
agricultura	agriculture	agricultura	agriculture	N	N;FEM;SG
unidas	unie	unir	unie	V	V;FEM;SG;PST;V.PTCP
unidas	unis	unir	unir	V	V;MASC;PL;PST;V.PTCP
ratos	souris	rato	souris	N	N;FEM;SG
ratos	rats	rato	rat	N	N;MASC;PL
dispoñible	disponible	dispoñible	disponible	ADJ	ADJ;MASC;SG
dispoñible	disponibles	dispoñible	disponible	ADJ	ADJ;MASC;PL
plataforma	quai	plataforma	quai	N	N;MASC;SG
plataforma	plateforme	plataforma	plateforme	N	N;FEM;SG
plataforma	plateformes	plataforma	plateforme	N	N;FEM;PL
celebración	célébrations	celebración	célébration	N	N;FEM;PL
celebración	célébration	celebración	célébration	N	N;FEM;SG
soubera	saviez	soubera	savoir	V	V;IMP;PL;2;PRS;FIN
soubera	savait	soubera	savoir	V	V;IND;SG;3;IPFV;FIN
soubera	savais	soubera	savoir	V	V;IND;SG;1;IPFV;FIN
soubera	savaient	soubera	savoir	V	V;IND;PL;3;IPFV;FIN
soubera	connaitre	soubera	connaître	V	V;NFIN
soubera	connaître	soubera	connaître	V	V;NFIN
soubera	sachez	soubera	savoir	V	V;IMP;PL;2;PRS;FIN
soubera	savoir	soubera	savoir	V	V;NFIN
provén	vient	prover	venir	V	V;IND;SG;3;PRS;FIN
namorada	aime	namorar	aimer	V	V;IND;SG;3;PRS;FIN
namorada	aimer	namorar	aimer	V	V;NFIN
enfadado	énervé	enfadar	énervé	V	V;MASC;SG;PST;V.PTCP
enfadado	fâché	enfadar	fâcher	V	V;MASC;SG;PST;V.PTCP
enviado	envoyés	enviar	envoyer	V	V;MASC;PL;PST;V.PTCP
enviado	envoyées	enviar	envoyer	V	V;FEM;PL;PST;V.PTCP
enviado	envoyée	enviar	envoyer	V	V;FEM;SG;PST;V.PTCP
enviado	envoyé	enviar	envoyer	V	V;MASC;SG;PST;V.PTCP
demasiadas	nombreux	demasiadas	nombreux	ADJ	ADJ;MASC;PL
demasiadas	nombreuses	demasiadas	nombreux	ADJ	ADJ;FEM;PL
dígoo	simplement	dígoo	simplement	ADV	ADV
dígoo	juste	dígoo	juste	ADV	ADV
evidencias	preuve	evidencia	preuve	N	N;FEM;SG
evidencias	preuves	evidencia	preuve	N	N;FEM;PL
preocupados	inquiété	preocupar	inquiéter	V	V;MASC;SG;PST;V.PTCP
secundaria	hautes	secundario	haut	ADJ	ADJ;FEM;PL
secundaria	haut	secundario	haut	ADJ	ADJ;MASC;SG
