από	از	από	از	ADP	ADP
συνείδηση	خودآگاه	συνείδηση	خودآگاه	N;ACC;FEM;SG	N;SG
συνείδηση	آگاهی	συνείδηση	آگاهی	N;ACC;FEM;SG	N;SG
συνείδηση	هشیاری	συνείδηση	None	N;ACC;FEM;SG	N;SG
υποψήφιο	کاندید	υποψήφιο	کاند#کان	N;NOM;NEUT;SG	N;SG
υποψήφιο	نامزد	υποψήφιο	نامزد	N;NOM;NEUT;SG	N;SG
υποψήφιο	کاندیدای	υποψήφιο	کاندیدا	N;NOM;NEUT;SG	N;SG
διεργασίες	فرایندهای	διεργασία	فرایند	N;NOM;FEM;PL	N;PL
πρόσκληση	دعوت	πρόσκληση	دعوت	N;ACC;FEM;SG	N;SG
πρόσκληση	دعوت	πρόσκληση	دعوت	N;ACC;FEM;SG	N;SG
πρόσκληση	دعوتنامه	πρόσκληση	دعوتنامه	N;ACC;FEM;SG	N;SG
θεσμός	موسسه	θεσμός	None	N;NOM;MASC;SG	N;SG
θεσμός	مؤسسه	θεσμός	مؤسسه	N;NOM;MASC;SG	N;SG
νεκρός	مُرده	νεκρός	مُرده	ADJ;NOM;MASC;SG	ADJ
επιθεώρηση	تفتیش	επιθεώρηση	تفتیش	N;NOM;FEM;SG	N;SG
επιθεώρηση	بازرسی	επιθεώρηση	بازرسی	N;NOM;FEM;SG	N;SG
συντελεστές	ضرایب	συντελεστής	ضریب	N;NOM;MASC;PL	N;PL
συντελεστές	عوامل	συντελεστής	عامل	N;NOM;MASC;PL	N;PL
όμορφη	زیبا	όμορφος	زیبا	ADJ;NOM;FEM;SG	ADJ
όμορφη	قشنگ	όμορφος	None	ADJ;NOM;FEM;SG	ADJ
τριβή	مالش	τριβή	None	N;NOM;FEM;SG	N;SG
τριβή	مالیدن	τριβή	مالیدن	N;NOM;FEM;SG	N;SG
τριβή	اصطکاک	τριβή	اصطکاک	N;NOM;FEM;SG	N;SG
παράρτημα	انکس	παράρτημα	انکس	N;NOM;NEUT;SG	N;SG
ομορφιά	زیبایی	ομορφιά	زیبایی	N;NOM;FEM;SG	N;SG
φράγμα	دم	φράγμα	دم	N;NOM;NEUT;SG	N;SG
φράγμα	سد	φράγμα	سد	N;NOM;NEUT;SG	N;SG
φράγμα	برزخی	φράγμα	برزخی	N;NOM;NEUT;SG	N;SG
φράγμα	مانع	φράγμα	مانع	N;NOM;NEUT;SG	N;SG
προδοσία	غدر	προδοσία	غدر	N;NOM;FEM;SG	N;SG
προδοσία	خیانت	προδοσία	None	N;NOM;FEM;SG	N;SG
προδοσία	خیانت	προδοσία	None	N;NOM;FEM;SG	N;SG
φράσεις	عبارتهای	φράση	عبارت	N;NOM;FEM;PL	N;PL
προάστιο	حومه	προάστιο	حومه	N;NOM;NEUT;SG	N;SG
προάστιο	حومه	προάστιο	حومه	N;NOM;NEUT;SG	N;SG
ημερομηνίες	تاریخهای	ημερομηνία	تاریخ	N;NOM;FEM;PL	N;PL
επαφές	مخاطبین	επαφή	مخاطب	N;NOM;FEM;PL	N;PL
φόντο	زمینه	φόντος	زمینه	N;NOM;NEUT;SG	N;SG
υποχώρηση	نشینی	υποχώρηση	نشینی	N;ACC;FEM;SG	N;SG
κινδύνων	خطرات	κίνδυνας	خطر	N;GEN;MASC;PL	N;PL
ιστοσελίδες	وبسایتهای	ιστοσελίδα	وبسایت	N;NOM;FEM;PL	N;PL
εχθρούς	دشمنان	εχθρός	دشمن	N;ACC;MASC;PL	N;PL
υπόβαθρο	زمینه	υπόβαθρος	زمینه	N;NOM;NEUT;SG	N;SG
νόσος	بیماری	νόσος	بیماری	N;NOM;MASC;SG	N;SG
παρεμβολή	پارازیت	παρεμβολή	پارازیت	N;NOM;FEM;SG	N;SG
παρεμβολή	دخالت	παρεμβολή	دخالت	N;NOM;FEM;SG	N;SG
παρεμβολή	مداخله	παρεμβολή	مداخله	N;NOM;FEM;SG	N;SG
παρεμβολή	تداخل	παρεμβολή	تداخل	N;NOM;FEM;SG	N;SG
αντιόχεια	انطاکیه	αντιόχεια	انطاکیه	N;ACC;FEM;SG	N;SG
γάλα	شیر	γάλα	شیر	N;NOM;NEUT;SG	N;SG
γάλα	میلک	γάλα	میلک	N;NOM;NEUT;SG	N;SG
τρόποι	راهها	τρόπος	راه	N;NOM;MASC;PL	N;PL
τρόποι	راههایی	τρόπος	راه	N;NOM;MASC;PL	N;PL
τρόποι	راههای	τρόπος	راه	N;NOM;MASC;PL	N;PL
τρόποι	روشهای	τρόπος	روش	N;NOM;MASC;PL	N;PL
τρόποι	حالتهای	τρόπος	حالت	N;NOM;MASC;PL	N;PL
τρόποι	آداب	τρόπος	None	N;NOM;MASC;PL	N;PL
διαφήμιση	تبلیغاتی	διαφήμιση	تبلیغ	N;NOM;FEM;SG	N;SG
διαφήμιση	آگهی	διαφήμιση	آگه	N;NOM;FEM;SG	N;SG
έθιμο	سفارشی	έθιμο	سفارشی	N;NOM;NEUT;SG	N;SG
σχηματισμός	تشکیل	σχηματισμός	تشکیل	N;NOM;MASC;SG	N;SG
ευρύτερο	بازتر	εύρύς	باز	ADJ;NOM;CMPR;NEUT;SG	ADJ;CMPR
ευρύτερο	وسیعتر	εύρύς	وسیع	ADJ;NOM;CMPR;NEUT;SG	ADJ;CMPR
ευρύτερο	وسیعتر	εύρύς	وسیع	ADJ;NOM;CMPR;NEUT;SG	ADJ;CMPR
σκέψεις	افکار	σκέψη	فکر	N;NOM;FEM;PL	N;PL
ιησούς	عیسی	ιησός	عیسی	N;NOM;MASC;SG	N;SG
βαρύτητας	گرانشی	βαρύτητα	گرانشی	N;GEN;FEM;SG	N;SG
βαρύτητας	جاذبه	βαρύτητα	جاذبه	N;GEN;FEM;SG	N;SG
βαρύτητας	گرانش	βαρύτητα	گرانش	N;GEN;FEM;SG	N;SG
δόντια	دندانها	δόντια	دندان	N;NOM;NEUT;PL	N;PL
δόντια	دندانهای	δόντια	دندان	N;NOM;NEUT;PL	N;PL
εξήγηση	شرح	εξήγηση	شرح	N;NOM;FEM;SG	N;SG
αθλήτρια	athlete	αθλήτρια	athlete	N;NOM;FEM;SG	N;SG
αθλήτρια	پهلوان	αθλήτρια	None	N;NOM;FEM;SG	N;SG
αθλήτρια	ورزشکار	αθλήτρια	ورزشکار	N;NOM;FEM;SG	N;SG
απόγονοι	فرزندانی	απόγονος	فرزند	N;NOM;MASC;PL	N;PL
απόγονοι	اولاد	απόγονος	None	N;NOM;MASC;PL	N;PL
απόγονοι	نوادگان	απόγονος	نواده	N;NOM;MASC;PL	N;PL
γερουσιαστής	سناتور	γερουσιαστής	سناتور	N;NOM;MASC;SG	N;SG
αλγόριθμος	الگوریتم	αλγόριθμος	الگوریتم	N;NOM;MASC;SG	N;SG
ενήλικες	بالغ	ενήλικος	بالغ	ADJ;NOM;FEM;PL	ADJ
ιππότης	شوالیه	ιππότης	شوالیه	N;NOM;MASC;SG	N;SG
ιππότης	نایت	ιππότης	نایت	N;NOM;MASC;SG	N;SG
παράγωγα	مشتقات	παράγωγο	مشتقه	N;NOM;NEUT;PL	N;PL
πρωτεΐνες	پروتئینهای	πρωτεύνα	پروتئین	N;NOM;FEM;PL	N;PL
πρωτεΐνες	پروتئینها	πρωτεύνα	پروتئین	N;NOM;FEM;PL	N;PL
πρωτεΐνες	پروتئینهای	πρωτεύνα	پروتئین	N;NOM;FEM;PL	N;PL
υγρά	مایعات	υγρά	مایع	N;NOM;NEUT;PL	N;PL
υγρά	مایعات	υγρά	مایع	N;NOM;NEUT;PL	N;PL
γενικώς	عموما	γενικώς	عموما	ADV	ADV
γενικώς	عموماً	γενικώς	عموما	ADV	ADV
υποβρύχιο	زیردریایی	υποβρύχιο	زیردریایی	N;NOM;NEUT;SG	N;SG
υποβρύχιο	ساب	υποβρύχιο	ساب	N;NOM;NEUT;SG	N;SG
υποβρύχιο	فرعی	υποβρύχιο	فرعی	N;NOM;NEUT;SG	N;SG
αλιεία	ماهیگیری	αλιεία	ماهیگیری	N;NOM;FEM;SG	N;SG
φιλολογία	ادبیات	φιλολογία	ادبیات	N;NOM;FEM;SG	N;SG
φιλολογία	literature	φιλολογία	literature	N;NOM;FEM;SG	N;SG
παρέμενε	ماند	παραμένω	ماند#مان	V;IPFV;IND;SG;3;PST;FIN;ACT	V;SG;3;PST
δεκαπέντε	پانزده	δεκαπέντε	پانزده	NUM;NOM;NEUT;PL	NUM
τέκνα	کودکان	τέκνα	کودک	N;NOM;NEUT;PL	N;PL
τέκνα	فرزندان	τέκνα	فرزند	N;NOM;NEUT;PL	N;PL
τέκνα	اطفال	τέκνα	None	N;NOM;NEUT;PL	N;PL
χριστιανισμού	مسیحیت	χριστιανισμός	مسیحیت	N;GEN;MASC;SG	N;SG
συμφωνίες	معاملات	συμφωνία	معامله	N;NOM;FEM;PL	N;PL
συμφωνίες	توافقات	συμφωνία	توافقه	N;NOM;FEM;PL	N;PL
νοέμβριος	نوامبر	νοέμβριος	نوامبر	N;NOM;MASC;SG	N;SG
άλογο	اسب	άλογος	اسب	N;NOM;NEUT;SG	N;SG
απρίλιος	اپریل	απρίλιος	اپریل	N;NOM;MASC;SG	N;SG
απρίλιος	آوریل	απρίλιος	None	N;NOM;MASC;SG	N;SG
σκάνδαλο	رسوایی	σκάνδαλο	رسوایی	N;NOM;NEUT;SG	N;SG
διάσημη	معروف	διάσημος	معروف	ADJ;NOM;FEM;SG	ADJ
δώρο	هدیه	δώρος	هدیه	N;NOM;NEUT;SG	N;SG
δώρο	هدیه	δώρος	هدیه	N;NOM;NEUT;SG	N;SG
δώρο	کادو	δώρος	کادو	N;NOM;NEUT;SG	N;SG
ιερέα	کاهن	ιερία	کاهن	N;ACC;MASC;SG	N;SG
ιερέα	کشیش	ιερία	کشیش	N;ACC;MASC;SG	N;SG
ιερέα	کشیشی	ιερία	کشیش	N;ACC;MASC;SG	N;SG
άδειες	مجوزها	άδεια	مجوز	N;NOM;FEM;PL	N;PL
άδειες	مجوزهای	άδεια	مجوز	N;NOM;FEM;PL	N;PL
άδειες	مجوزها	άδεια	مجوز	N;NOM;FEM;PL	N;PL
οδηγό	راننده	οδηγός	راننده	N;ACC;MASC;SG	N;SG
οδηγό	گرداننده	οδηγός	گرداننده	N;ACC;MASC;SG	N;SG
οδηγό	راهنما	οδηγός	None	N;ACC;MASC;SG	N;SG
οδηγό	هدایت	οδηγός	هدایت	N;ACC;MASC;SG	N;SG
οδηγό	راهبر	οδηγός	راهبر	N;ACC;MASC;SG	N;SG
εξουσίες	قدرتهای	εξουσία	قدرت	N;NOM;FEM;PL	N;PL
θεοί	خدایان	θεός	خدا	N;NOM;MASC;PL	N;PL
θρύλος	افسانه	θρύλος	افسانه	N;NOM;MASC;SG	N;SG
θρύλος	اسطوره	θρύλος	اسطوره	N;NOM;MASC;SG	N;SG
καλλιέργειες	فرهنگهای	καλλιέργεια	فرهنگ	N;NOM;FEM;PL	N;PL
τοπία	مناظر	τοπία	None	N;NOM;NEUT;PL	N;PL
προνόμια	امتیازات	προνόμιο	امتیاز	N;NOM;NEUT;PL	N;PL
συνταγματάρχη	سرهنگ	συνταγματάρχης	سرهنگ	N;NOM;MASC;SG	N;SG
αποθήκευση	ذخیره	αποθήκευση	ذخیره	N;NOM;FEM;SG	N;SG
αποθήκευση	انبار	αποθήκευση	انبار	N;NOM;FEM;SG	N;SG
αποθήκευση	ذخیره	αποθήκευση	ذخیره	N;NOM;FEM;SG	N;SG
μουσουλμάνους	مسلمانان	μουσουλμάνος	مسلمان	N;ACC;MASC;PL	N;PL
μουσουλμάνους	مسلمانها	μουσουλμάνος	مسلمان	N;ACC;MASC;PL	N;PL
όραμα	بصیرت	όραμα	بصیرت	N;NOM;NEUT;SG	N;SG
όραμα	دید	όραμα	دید#بین	N;NOM;NEUT;SG	N;SG
όραμα	ویژن	όραμα	ویژن	N;NOM;NEUT;SG	N;SG
όραμα	بینایی	όραμα	بینایی	N;NOM;NEUT;SG	N;SG
λογικό	معقول	λογικός	معقول	ADJ;NOM;NEUT;SG	ADJ
ενα	یگانه	ένας	یگانه	N;NOM;NEUT;SG	N;SG
ψυχής	نفس	ψυχή	نفس	N;GEN;FEM;SG	N;SG
ψυχής	سول	ψυχή	سول	N;GEN;FEM;SG	N;SG
ψυχής	نفسی	ψυχή	نفس	N;GEN;FEM;SG	N;SG
εμπειρίες	تجارب	εμπειρία	تجارب	N;NOM;FEM;PL	N;PL
εμπειρίες	تجربیات	εμπειρία	تجربه	N;NOM;FEM;PL	N;PL
κατακτήσεις	فتوحات	κατάκτηση	فتوح	N;NOM;FEM;PL	N;PL
ποτάμια	رودهای	ποτάμιο	رود	N;NOM;NEUT;PL	N;PL
ποτάμια	رودها	ποτάμιο	رود	N;NOM;NEUT;PL	N;PL
τράπεζες	بانکها	τράπεζα	بانک	N;NOM;FEM;PL	N;PL
αφήγηση	روایت	αφήγηση	روایت	N;ACC;FEM;SG	N;SG
ανάφλεξης	احتراق	ανάφλεξη	احتراق	N;GEN;FEM;SG	N;SG
ανάφλεξης	اشتعال	ανάφλεξη	اشتعال	N;GEN;FEM;SG	N;SG
πόλωση	قطبش	πόλωση	قطبش	N;NOM;FEM;SG	N;SG
λίγοι	چند	λίγος	چند	ADJ;NOM;MASC;PL	ADJ
πορτρέτο	طولی	πορτρέτω	طولی	N;NOM;NEUT;SG	N;SG
φαγητό	غذایی	φαγητό	غذا	N;NOM;NEUT;SG	N;SG
φαγητό	خوراک	φαγητό	خوراک	N;NOM;NEUT;SG	N;SG
φαγητό	غذا	φαγητό	غذا	N;NOM;NEUT;SG	N;SG
ουράνιο	اورانیوم	ουράνιος	اورانیوم	N;NOM;NEUT;SG	N;SG
κρόνου	زحل	κρόνος	زحل	N;GEN;MASC;SG	N;SG
σεβασμό	مراعات	σεβασμός	مراعه	N;ACC;MASC;SG	N;SG
σεβασμό	احترام	σεβασμός	احترام	N;ACC;MASC;SG	N;SG
διατύπωση	فرمولبندی	διατύπωση	فرمولبندی	N;ACC;FEM;SG	N;SG
διατύπωση	lex	διατύπωση	lex	N;ACC;FEM;SG	N;SG
απαντήσεις	پاسخها	απάντηση	پاسخ	N;NOM;FEM;PL	N;PL
απαντήσεις	پاسخهای	απάντηση	پاسخ	N;NOM;FEM;PL	N;PL
απαντήσεις	جوابها	απάντηση	جواب	N;NOM;FEM;PL	N;PL
απαντήσεις	پاسخها	απάντηση	پاسخ	N;NOM;FEM;PL	N;PL
απαντήσεις	جوابهای	απάντηση	جواب	N;NOM;FEM;PL	N;PL
απαντήσεις	پاسخهای	απάντηση	پاسخ	N;NOM;FEM;PL	N;PL
κτήμα	ملک	κτήμα	ملک	N;NOM;NEUT;SG	N;SG
λεωφορείο	اتوبوس	λεωφορείο	اتوبوس	N;NOM;NEUT;SG	N;SG
λεωφορείο	b	λεωφορείο	b	N;NOM;NEUT;SG	N;SG
κοινές	معمولی	κοινός	معمولی	ADJ;NOM;FEM;PL	ADJ
κοινές	مشترک	κοινός	مشترک	ADJ;NOM;FEM;PL	ADJ
μουσουλμάνων	مسلمانان	μουσουλμάνος	مسلمان	N;GEN;MASC;PL	N;PL
μουσουλμάνων	مسلمانها	μουσουλμάνος	مسلمان	N;GEN;MASC;PL	N;PL
βαθύ	ژرف	βαθύς	ژرف	N;NOM;NEUT;SG	N;SG
βαθύ	ژرف	βαθύς	ژرف	N;NOM;NEUT;SG	N;SG
λεκάνη	لگن	λεκάνη	لگن	N;NOM;FEM;SG	N;SG
λεκάνη	حوضه	λεκάνη	حوضه	N;NOM;FEM;SG	N;SG
λεκάνη	سماور	λεκάνη	None	N;NOM;FEM;SG	N;SG
λεκάνη	توالت	λεκάνη	توالت	N;NOM;FEM;SG	N;SG
σημάδια	زخمها	σημάδιο	زخم	N;NOM;NEUT;PL	N;PL
μοναρχία	شهریاری	μοναρχία	شهریاری	N;NOM;FEM;SG	N;SG
εθελοντές	داوطلبان	εθελοντής	داوطلب	N;NOM;MASC;PL	N;PL
σκόνη	غبار	σκόνη	غبار	N;NOM;FEM;SG	N;SG
σκόνη	خاک	σκόνη	خاک	N;NOM;FEM;SG	N;SG
σκόνη	باروت	σκόνη	باروت	N;NOM;FEM;SG	N;SG
σκόνη	پودر	σκόνη	پودر	N;NOM;FEM;SG	N;SG
κάρτα	کارت	κάρτα	کارت	N;NOM;FEM;SG	N;SG
κάρτα	ورق	κάρτα	ورق	N;NOM;FEM;SG	N;SG
αιτίες	علل	αιτία	علت	N;NOM;FEM;PL	N;PL
κιβώτιο	باکس	κιβώτιος	باکس	N;NOM;NEUT;SG	N;SG
κιβώτιο	جعبه	κιβώτιος	جعبه	N;NOM;NEUT;SG	N;SG
ροζ	پینک	ροζ	پینک	N;NOM;FEM;SG	N;SG
ροζ	صورتی	ροζ	صورت	N;NOM;FEM;SG	N;SG
ροζ	رز	ροζ	رز	N;NOM;FEM;SG	N;SG
ροζ	رُز	ροζ	رُز	N;NOM;FEM;SG	N;SG
υποχρέωση	التزام	υποχρέωση	التزام	N;ACC;FEM;SG	N;SG
πλούτο	ثروت	πλούτος	None	N;ACC;MASC;SG	N;SG
πλούτο	مال	πλούτος	مال	N;ACC;MASC;SG	N;SG
πλούτο	پلوتو	πλούτος	پلوتو	N;ACC;MASC;SG	N;SG
γρηγόρης	گریگوریس	γρηγόρος	گریگوریس	N;NOM;MASC;SG	N;SG
αντιπαράθεση	مشاجره	αντιπαράθεση	None	N;ACC;FEM;SG	N;SG
αντιπαράθεση	مواجهه	αντιπαράθεση	None	N;ACC;FEM;SG	N;SG
αντιπαράθεση	رویارویی	αντιπαράθεση	رویارویی	N;ACC;FEM;SG	N;SG
αντιπαράθεση	مقابله	αντιπαράθεση	مقابله	N;ACC;FEM;SG	N;SG
αντιπαράθεση	مجادله	αντιπαράθεση	مجادله	N;ACC;FEM;SG	N;SG
αντιπαράθεση	جدال	αντιπαράθεση	None	N;ACC;FEM;SG	N;SG
αντιπαράθεση	جنجال	αντιπαράθεση	None	N;ACC;FEM;SG	N;SG
επικράτηση	شیوع	επικράτηση	شیوع	N;ACC;FEM;SG	N;SG
θυσία	قربانی	θυσία	قربانی	N;ACC;FEM;SG	N;SG
θυσία	فدا	θυσία	فدا	N;ACC;FEM;SG	N;SG
θυσία	ذبح	θυσία	ذبح	N;ACC;FEM;SG	N;SG
θυσία	فداکاری	θυσία	فداکاری	N;ACC;FEM;SG	N;SG
τοίχο	دیواری	τοίχος	دیواری	N;ACC;MASC;SG	N;SG
τοίχο	دیوار	τοίχος	دیوار	N;ACC;MASC;SG	N;SG
κελσίου	سلسیوس	κέλσιο	سلسیوس	N;NOM;MASC;SG	N;SG
πορτοκαλί	پرتقال	πορτοκαλί	پرتقال	N;NOM;NEUT;SG	N;SG
πορτοκαλί	نارنجی	πορτοκαλί	نارنجی	N;NOM;NEUT;SG	N;SG
πορτοκαλί	اورنج	πορτοκαλί	اورنج	N;NOM;NEUT;SG	N;SG
εργοστάσια	کارخانجات	εργοστάσιο	کارخانج	N;NOM;NEUT;PL	N;PL
μονοπάτι	راه	μονοπάτι	راه	N;NOM;NEUT;SG	N;SG
μονοπάτι	مسیر	μονοπάτι	مسیر	N;NOM;NEUT;SG	N;SG
μονοπάτι	دنباله	μονοπάτι	دنباله	N;NOM;NEUT;SG	N;SG
μεταναστών	مهاجران	μεταναστής	مهاجر	N;GEN;MASC;PL	N;PL
μεταναστών	مهاجرین	μεταναστής	مهاجر	N;GEN;MASC;PL	N;PL
αλληλεπίδραση	تعامل	αλληλεπίδραση	تعامل	N;ACC;FEM;SG	N;SG
αλληλεπίδραση	نامزدی	αλληλεπίδραση	نامزدی	N;ACC;FEM;SG	N;SG
αλληλεπίδραση	تعامل	αλληλεπίδραση	تعامل	N;ACC;FEM;SG	N;SG
σέρβων	صربها	σέρβων	صرب	N;GEN;NEUT;PL	N;PL
τεχνητή	مصنوعی	τεχνητός	مصنوعی	ADJ;NOM;FEM;SG	ADJ
αλίκη	آلیس	αλίκη	آلیس	N;NOM;FEM;SG	N;SG
κατάλογοι	فهرستها	κατάλογος	فهرست	N;NOM;MASC;PL	N;PL
κατάλογοι	فهرستهای	κατάλογος	فهرست	N;NOM;MASC;PL	N;PL
τροποποίηση	متمم	τροποποίηση	None	N;ACC;FEM;SG	N;SG
τροποποίηση	تغییر	τροποποίηση	تغییر	N;ACC;FEM;SG	N;SG
σκούρο	دارک	σκούρος	دارک	N;NOM;NEUT;SG	N;SG
σκούρο	تاریک	σκούρος	None	N;NOM;NEUT;SG	N;SG
σκούρο	تیره	σκούρος	تیره	N;NOM;NEUT;SG	N;SG
ηρώων	قهرمانان	ηρώ	قهرمان	N;GEN;MASC;PL	N;PL
περιορισμούς	محدودیتهای	περιορισμός	محدودیت	N;ACC;MASC;PL	N;PL
περιορισμούς	محدودیتها	περιορισμός	محدودیت	N;ACC;MASC;PL	N;PL
περιορισμούς	محدودیتهای	περιορισμός	محدودیت	N;ACC;MASC;PL	N;PL
εκπρόσωποι	نمایندگان	εκπρόσωπος	نماینده	N;NOM;MASC;PL	N;PL
εκπρόσωποι	نمایندگان	εκπρόσωπος	نماینده	N;NOM;MASC;PL	N;PL
υποχρεωτική	الزامی	υποχρεωτικός	الزامی	ADJ;NOM;FEM;SG	ADJ
εμπιστοσύνη	توکل	εμπιστοσύνη	None	N;ACC;FEM;SG	N;SG
εμπιστοσύνη	اعتماد	εμπιστοσύνη	اعتماد	N;ACC;FEM;SG	N;SG
ενσωμάτωση	یکپارچگی	ενσωμάτωση	None	N;ACC;FEM;SG	N;SG
απογόνους	فرزندانی	απόγονος	فرزند	N;ACC;MASC;PL	N;PL
απογόνους	اولاد	απόγονος	None	N;ACC;MASC;PL	N;PL
μαθητή	مردمک	μαθητής	مردمک	N;ACC;MASC;SG	N;SG
ουδέτερο	بیطرف	ούδετερος	بیطرف	N;NOM;NEUT;SG	N;SG
ουδέτερο	خنثی	ούδετερος	None	N;NOM;NEUT;SG	N;SG
φαράγγι	کانیون	φαράγγι	کانیون	N;NOM;NEUT;SG	N;SG
συναλλαγές	معاملات	συναλλαγή	معامله	N;NOM;FEM;PL	N;PL
οροφή	سقفی	οροφή	سقفی	N;ACC;FEM;SG	N;SG
οροφή	سقفش	οροφή	سقفش	N;ACC;FEM;SG	N;SG
οροφή	سقف	οροφή	سقف	N;ACC;FEM;SG	N;SG
οροφή	سقف	οροφή	سقف	N;ACC;FEM;SG	N;SG
οροφή	بام	οροφή	None	N;ACC;FEM;SG	N;SG
βιομηχανίες	صنایع	βιομηχανία	صنعت	N;NOM;FEM;PL	N;PL
κυρίαρχη	غالب	κυρίαρχη	غالب	N;NOM;FEM;SG	N;SG
πετρώματα	سنگها	πέτρωμα	سنگ	N;NOM;NEUT;PL	N;PL
κλάση	رده	κλάση	رده	N;NOM;FEM;SG	N;SG
κλάση	ردۀ	κλάση	ردۀ	N;NOM;FEM;SG	N;SG
κλάση	کلاس	κλάση	کلاس	N;NOM;FEM;SG	N;SG
κλάση	class	κλάση	class	N;NOM;FEM;SG	N;SG
κλάση	کلاسی	κλάση	کلاسی	N;NOM;FEM;SG	N;SG
καμπύλη	منحنی	καμπύλη	منحنی	N;NOM;FEM;SG	N;SG
τούρκος	تُرک	τούρκος	تُرک	N;NOM;MASC;SG	N;SG
τούρκος	تورک	τούρκος	تورک	N;NOM;MASC;SG	N;SG
τούρκος	ترک	τούρκος	ترک	N;NOM;MASC;SG	N;SG
τούρκος	ترکیه	τούρκος	ترکیه	N;NOM;MASC;SG	N;SG
τούρκος	ترکی	τούρκος	ترکی	N;NOM;MASC;SG	N;SG
φήμες	شایعات	φήμη	شایعه	N;NOM;FEM;PL	N;PL
φήμες	شایعاتی	φήμη	شایعه	N;NOM;FEM;PL	N;PL
τε	تایی	ο	تایی	N	N;SG
τε	تائی	ο	تائی	N	N;SG
βασίλεια	سرزمینها	βασίλεια	سرزمین	N;NOM;NEUT;PL	N;PL
βασίλεια	سرزمینها	βασίλεια	سرزمین	N;NOM;NEUT;PL	N;PL
εσείς	شما	εγώ	شما	PRO;NOM;MASC;PL;2	PRO;PL;2
κυρίαρχο	غالب	κυρίαρχος	غالب	N;NOM;NEUT;SG	N;SG
κυρίαρχο	دایملر	κυρίαρχος	دایملر	N;NOM;NEUT;SG	N;SG
περιστασιακά	گهگاه	περιστασιακός	گهگاه	ADV	ADV
φυλών	نژادهای	φυλό	نژاد	N;GEN;FEM;PL	N;PL
πρόκληση	چالش	πρόκληση	چالش	N;ACC;FEM;SG	N;SG
λιμάνια	بنادر	λιμάνια	بندر	N;NOM;NEUT;PL	N;PL
αντιγραφή	تکثیر	αντιγραφή	تکثیر	N;NOM;FEM;SG	N;SG
αντιγραφή	کپی	αντιγραφή	None	N;NOM;FEM;SG	N;SG
αντιγραφή	رونوشت	αντιγραφή	رونوشت	N;NOM;FEM;SG	N;SG
κολομβίας	کلمبیایی	κολομβία	کلمبیایی	N;GEN;FEM;SG	N;SG
κολομβίας	کلمبیا	κολομβία	کلمبیا	N;GEN;FEM;SG	N;SG
τάφοι	گورها	τάφος	گور	N;NOM;NEUT;PL	N;PL
τάφοι	قبرها	τάφος	قبر	N;NOM;NEUT;PL	N;PL
τάφοι	گورها	τάφος	گور	N;NOM;NEUT;PL	N;PL
γέφυρες	پلها	γέφυρα	پل	N;NOM;FEM;PL	N;PL
αρχηγοί	رهبران	αρχηγός	رهبر	N;NOM;MASC;PL	N;PL
σύνοψη	خلاصۀ	σύνοψη	خلاصۀ	N;NOM;FEM;SG	N;SG
σύνοψη	خلاصه	σύνοψη	خلاصه	N;NOM;FEM;SG	N;SG
διαθέσιμη	موجود	διαθέσιμος	موجود	ADJ;NOM;FEM;SG	ADJ
παρεκκλήσι	نمازخانه	παρεκκλήσι	نمازخانه	N;NOM;NEUT;SG	N;SG
παρεκκλήσι	چپل	παρεκκλήσι	چپل	N;NOM;NEUT;SG	N;SG
παρεκκλήσι	کلیسای	παρεκκλήσι	None	N;NOM;NEUT;SG	N;SG
αεροπλάνο	هواپیمای	αεροπλάνο	هواپیما	N;NOM;NEUT;SG	N;SG
αεροπλάνο	هواپیمایی	αεροπλάνο	هواپیمایی	N;NOM;NEUT;SG	N;SG
αεροπλάνο	هواپیما	αεροπλάνο	هواپیما	N;NOM;NEUT;SG	N;SG
αεροπλάνο	طیاره	αεροπλάνο	طیاره	N;NOM;NEUT;SG	N;SG
αεροπλάνο	هواپیمای	αεροπλάνο	هواپیما	N;NOM;NEUT;SG	N;SG
έρημο	کویر	έρημος	کویر	N;ACC;MASC;SG	N;SG
έρημο	بیابان	έρημος	بیاب	N;ACC;MASC;SG	N;SG
έρημο	بیابانی	έρημος	بیابانی	N;ACC;MASC;SG	N;SG
έρημο	صحرا	έρημος	None	N;ACC;MASC;SG	N;SG
ρίχτερ	ریشتر	ρίχτερ	ریشتر	N;NOM;MASC;SG	N;SG
εργαζομένων	کارگرها	εργαζόμενος	کارگر	N;GEN;MASC;PL	N;PL
εργαζομένων	کارگران	εργαζόμενος	کارگر	N;GEN;MASC;PL	N;PL
συνωμοσία	توطئه	συνωμοσία	None	N;NOM;FEM;SG	N;SG
συνωμοσία	دسیسه	συνωμοσία	دسیسه	N;NOM;FEM;SG	N;SG
στέγη	سقف	στέγος	سقف	N;NOM;FEM;SG	N;SG
στέγη	بام	στέγος	None	N;NOM;FEM;SG	N;SG
τάσης	ولتاژ	τάση	ولتاژ	N;GEN;FEM;SG	N;SG
συνταγματάρχης	سرهنگ	συνταγματάρχης	سرهنگ	N;NOM;MASC;SG	N;SG
πιθανότητες	احتمالات	πιθανότητα	احتمال	N;NOM;FEM;PL	N;PL
πιθανότητες	احتمالات	πιθανότητα	احتمال	N;NOM;FEM;PL	N;PL
