egy	eine	egy	ein	DET;INDF	DET;NOM;INDF;FEM;SG
módosítás	abänderung	módosítás	abänderung	N;NOM;SG	N;NOM;FEM;SG
módosítás	bearbeitung	módosítás	bearbeitung	N;NOM;SG	N;NOM;FEM;SG
módosítás	änderung	módosítás	änderung	N;NOM;SG	N;NOM;FEM;SG
módosítás	veränderung	módosítás	veränderung	N;NOM;SG	N;NOM;FEM;SG
módosítás	modifizierung	módosítás	modifizierung	N;NOM;SG	N;NOM;FEM;SG
címke	labels	cím	labels		
címke	label	cím	label		
megöli	tötet	megöli	töten	V;DEF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
szolgálja	serviert	szolgál	servieren	V;DEF;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
szolgálja	dient	szolgál	dienen	V;DEF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
hossz	dauer	hossz	dauer		
agy	hirn	agy	hirn		
agy	hirn	agy	hirn		
tanácsadó	beratungsunternehmen	tanácsadó	beratungsunternehmen	ADJ;NOM;SG	ADJ
tanácsadó	unternehmensberatung	tanácsadó	unternehmensberatung	ADJ;NOM;SG	ADJ
tanácsadó	ratgeber	tanácsadó	ratgeber	ADJ;NOM;SG	ADJ
tanácsadó	beraterin	tanácsadó	beraterin	ADJ;NOM;SG	ADJ
tanácsadó	berater	tanácsadó	berater	ADJ;NOM;SG	ADJ
tanácsadó	beraterin	tanácsadó	beraterin	ADJ;NOM;SG	ADJ
tanácsadó	beratungsunternehmen	tanácsadó	beratungsunternehmen	ADJ;NOM;SG	ADJ
tanácsadó	berater	tanácsadó	berater	ADJ;NOM;SG	ADJ
tanácsadó	botschaftsrat	tanácsadó	botschaftsrat	ADJ;NOM;SG	ADJ
tanácsadó	beraterin	tanácsadó	beraterin	ADJ;NOM;SG	ADJ
tanácsadó	ratgeber	tanácsadó	ratgeber	ADJ;NOM;SG	ADJ
tanácsadó	beraterin	tanácsadó	beraterin	ADJ;NOM;SG	ADJ
tanácsadó	berater	tanácsadó	berater	ADJ;NOM;SG	ADJ
öngyilkos	suizid	öngyilkos	suizid		
öngyilkos	selbstmord	öngyilkos	selbstmord		
kiskun	kiskun	kiskun	kiskun		
lengyelek	polen	lengyelek	polen		
lengyelek	pole	lengyelek	polen		
bányász	bergbau	bányász	bergbau		
bányász	bergleute	bányász	bergleut		
bányász	bergmann	bányász	bergmann		
vizes	wet	vizes	wet		
küzdelem	bekämpfung	küzdelem	bekämpfung	N;NOM;SG	N;SG
küzdelem	kampf	küzdelem	kampfen	N;NOM;SG	N;SG
küzdelem	kampf	küzdelem	kampfen	N;NOM;SG	N;SG
megtartotta	behielt	meg+tart	behalten	V;DEF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
megtartotta	gehalten	meg+tart	halten	V;DEF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
vettem	gekauft	vesz	kaufen	V;DEF;IND;SG;1;PST;FIN;ACT	V;V.PTCP
megölte	umgebracht	megöl	umbringen	V;DEF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
megölte	getötet	megöl	töten	V;DEF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
megölte	ermordet	megöl	ermorden	V;DEF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
megölte	umgebracht	megöl	umbringen	V;DEF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
megölte	tötete	megöl	töten	V;DEF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
megölte	getötet	megöl	töten	V;DEF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
megölte	ermordet	megöl	ermorden	V;DEF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
hengeres	zylinder	hengeres	zylinder		
felfedezett	entdeckte	felfedezett	entdecken	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
felfedezett	gefunden	felfedezett	finden	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
felfedezett	herausgefunden	felfedezett	herausfinden	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
felfedezett	entdeckt	felfedezett	entdecken	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
szobrok	skulpturen	szobor	skulptur	N;NOM;PL	N;NOM;PL
szobrok	statuen	szobor	statu	N;NOM;PL	N;NOM;FEM;PL
szobrok	skulpturen	szobor	skulptur	N;NOM;PL	N;NOM;PL
rádiós	rundfunk	rádiós	rundfunk		
rádiós	radio	rádiós	radio		
elképzelhető	erdenklichen	elképzelhető	erdenklich	ADJ;NOM;SG	ADJ
elképzelhető	vorstellbar	elképzelhető	vorstellbar	ADJ;NOM;SG	ADJ
elképzelhető	denkbar	elképzelhető	denkbar	ADJ;NOM;SG	ADJ
perry	pery	perry	pery		
wild	wild	wild	wild		
wild	wildnis	wild	wildnis		
wild	wilden	wild	wild		
wild	wilde	wild	wilden		
wild	wildes	wild	wild		
elismerést	würdigung	elismerés	würdigung	N;ACC;SG	N;FEM;SG
elismerést	aufwertung	elismerés	aufwertung	N;ACC;SG	N;SG
ítélet	urteil	ítélet	urteil	N;NOM;SG	N;SG
ítélet	urteil	ítélet	urteil	N;NOM;SG	N;SG
ítélet	urteil	ítélet	urteil	N;NOM;SG	N;SG
ítélet	entscheidung	ítélet	entscheidung	N;NOM;SG	N;NOM;FEM;SG
delta	delta	delta	delta		
apostol	apostel	apos	apostel		
veszélyeztetett	bedrohte	veszélyeztet	bedrohen	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
barát	freundin	bara	Freundin	N;NOM;SG	N;NOM;FEM;SG
barát	freundes	bara	freund	N;NOM;SG	N;NOM;NEUT;SG
példányok	kopien	példány	kopien	N;NOM;PL	N;NOM;PL
eredményes	produktiver	eredményes	produktiv	ADJ;NOM;SG	ADJ
eredményes	produktiv	eredményes	produktiv	ADJ;NOM;SG	ADJ
eredményes	produktiven	eredményes	produktiv	ADJ;NOM;SG	ADJ
eredményes	wirksam	eredményes	wirksam	ADJ;NOM;SG	ADJ
eredményes	effektiver	eredményes	effektiv	ADJ;NOM;SG	ADJ
eredményes	effektiv	eredményes	effektiv	ADJ;NOM;SG	ADJ
eredményes	effizient	eredményes	effizient	ADJ;NOM;SG	ADJ
eredményes	effizientes	eredményes	effizient	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
eredményes	effiziente	eredményes	effizient	ADJ;NOM;SG	ADJ;NOM;SG
ball	kugel	ball	kugeln		
fogadott	eingegangen	fogad	eingehen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
fogadott	empfangen	fogad	empfangen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
fogadott	erhielt	fogad	erhalten	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
üzem	werk	üz	werk	N;NOM;SG	N;NOM;NEUT;SG
hiányzó	fehlenden	hiányzó	fehlend	ADJ;NOM;SG	ADJ
hivatkozik	verweist	hivatkozik	verweisen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
hivatkozik	bezieht	hivatkozik	beziehen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
tolna	tolna	tolna	tolna		
törvényes	seriös	törvényes	seriös	ADJ;NOM;SG	ADJ
törvényes	legitim	törvényes	legitim	ADJ;NOM;SG	ADJ
törvényes	rechtmäßig	törvényes	rechtmäßig	ADJ;NOM;SG	ADJ
törvényes	echt	törvényes	echt	ADJ;NOM;SG	ADJ
törvényes	legitimen	törvényes	legitim	ADJ;NOM;SG	ADJ
törvényes	rechtmäßig	törvényes	rechtmäßig	ADJ;NOM;SG	ADJ
törvényes	legitim	törvényes	legitim	ADJ;NOM;SG	ADJ
törvényes	rechtlichen	törvényes	rechtlich	ADJ;NOM;SG	ADJ
törvényes	rechtliches	törvényes	rechtlich	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
törvényes	rechtsgrundlage	törvényes	rechtsgrundlage	ADJ;NOM;SG	ADJ;NOM;FEM;SG
törvényes	rechtmäßig	törvényes	rechtmäßig	ADJ;NOM;SG	ADJ
sérülés	verletzung	sérülés	verletzung	N;NOM;SG	N;FEM;SG
sérülés	verletzung	sérülés	verletzung	N;NOM;SG	N;FEM;SG
enyhe	milde	enyhe	milde		
kubai	kubaner	kubai	kuban	ADJ;NOM;SG	ADJ
angel	engels	angel	engels		
angel	engel	angel	engel		
angel	engeln	angel	engeln		
megfordult	gewendet	megfordul	wenden	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
megfordult	drehte	megfordul	drehen	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
megfordult	verwandelt	megfordul	verwandeln	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
megfordult	wandte	megfordul	wenden	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
hétköznapi	lässig	hétköznapi	lässig	ADJ;NOM;SG	ADJ
hétköznapi	sorglos	hétköznapi	sorglos	ADJ;NOM;SG	ADJ
hétköznapi	gewöhnlichen	hétköznapi	gewöhnlich	ADJ;NOM;SG	ADJ
hétköznapi	normalen	hétköznapi	normal	ADJ;NOM;SG	ADJ
szavazatok	abstimmungen	szavazat	abstimmung	N;NOM;PL	N;NOM;FEM;PL
szerkesztése	bearbeitung	szerkesztés	bearbeitung	N;NOM;SG	N;NOM;FEM;SG
kötődik	bindet	kötődik	binden	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
ügyek	fälle	ügy	fallen	N;NOM;PL	N;NOM;MASC;PL
ügyek	fallbeispiele	ügy	fallbeispiele	N;NOM;PL	N;NOM;PL
mohamed	mohammed	mohamed	mohammed		
mohamed	mohammed	mohamed	mohammed		
mohamed	mohammed	mohamed	mohammed		
chilei	chilenischer	chilei	chilenisch	ADJ;NOM;SG	ADJ;NOM;MASC
reformáció	reformierung	reformáció	Reformierung	N;NOM;SG	N;NOM;FEM;SG
bridge	steg	bridge	steg		
tél	winter	tél	winter	N;NOM;SG	N
lenin	lenin	lesz	lenin		
büntetés	todesstrafe	büntetés	todesstraf	N;NOM;SG	N;NOM;FEM;SG
büntetés	bestrafung	büntetés	bestrafung	N;NOM;SG	N;NOM;FEM;SG
büntetés	festnahme	büntetés	festnahm	N;NOM;SG	N;NOM;FEM;SG
konföderációs	konföderation	konföderációs	konföderation	ADJ;NOM;SG	ADJ
nyúlik	streckt	nyúlik	strecken	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
nyúlik	erstreckt	nyúlik	erstrecken	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
kívánta	gewünscht	kíván	wünschen	V;DEF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
kívánta	wünschte	kíván	wünschen	V;DEF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
tisztán	pure	tiszta	pur		
oldalas	rippe	oldalas	rippen		
adattár	archiv	adattár	archiv	N;NOM;SG	N;NOM;NEUT;SG
színpadon	bühne	színpad	bühnen	N;ON+ESS;SG	N;FEM;SG
buszok	buslinien	busz	buslinien	N;NOM;PL	N;PL
megtámadta	attackiert	meg+támad	attackieren	V;DEF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
megtámadta	überfallen	meg+támad	überfallen	V;DEF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
megtámadta	angegriffen	meg+támad	angreifen	V;DEF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
single	einzel	single	einzel		
single	single	single	single		
mondtam	erzählt	mond	erzählen	V;DEF;IND;SG;1;PST;FIN;ACT	V;V.PTCP
mondtam	gesagt	mond	sagen	V;DEF;IND;SG;1;PST;FIN;ACT	V;V.PTCP
ősszel	herbst	ősszel	herbst	ADV	ADV
ősszel	falle	ősszel	fallen	ADV	ADV
ősszel	herbst	ősszel	herbst	ADV	ADV
ősszel	fall	ősszel	fall	ADV	ADV
kezelni	handle	kezel	handeln	V;NFIN;ACT	V;IND;SG;3;FIN
kezelni	handhaben	kezel	handhaben	V;NFIN;ACT	V;NFIN
kezelni	griff	kezel	greifen	V;NFIN;ACT	V;FIN
kezelni	behandeln	kezel	behandeln	V;NFIN;ACT	V;NFIN
kezelni	gönnen	kezel	gönnen	V;NFIN;ACT	V;NFIN
csinál	tun	csinál	tun	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
szórványos	sporadisch	szórványos	sporadisch	ADJ;NOM;SG	ADJ
kiállítások	ausstellungen	kiállítás	ausstellingen	N;NOM;PL	N;NOM;FEM;PL
kerülni	vermeiden	kerül	vermeiden	V;NFIN;ACT	V;NFIN
kerülni	meiden	kerül	meiden	V;NFIN;ACT	V;NFIN
kerülni	verhindert	kerül	verhindern	V;NFIN;ACT	V;V.PTCP
kerülni	vermieden	kerül	vermeiden	V;NFIN;ACT	V;V.PTCP
kerülni	vermeiden	kerül	vermeiden	V;NFIN;ACT	V;NFIN
mozog	bewegt	mozog	bewegen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
mozog	bewegen	mozog	bewegen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
mozog	verschieben	mozog	verscheiben	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
mozog	bewegt	mozog	bewegen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
megérkezik	kommt	megérkezik	kommen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
megérkezik	ankommt	megérkezik	ankommen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
nézd	schauen	nézd	schauen	V;DEF;IMP;PL;3;PRS;FIN;ACT	V;NFIN
őrzik	beschützt	őr	beschützen	V;DEF;IND;PL;3;PRS;FIN;ACT	V;V.PTCP
őrzik	bewacht	őr	bewachen	V;DEF;IND;PL;3;PRS;FIN;ACT	V;V.PTCP
őrzik	bewachen	őr	bewachen	V;DEF;IND;PL;3;PRS;FIN;ACT	V;NFIN
archivált	archiviert	archivált	archivieren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
alma	äpfel	alma	apfel		
alma	apfel	alma	apfel		
alma	apple	alma	applen		
alma	äpfel	alma	apfel		
alma	apfel	alma	apfel		
alma	äpfeln	alma	äpfeln		
mobil	handys	mobil	handys		
szállított	lieferte	szállított	liefern	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
szállított	geliefert	szállított	liefern	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
szállított	zugestellt	szállított	zustellen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
szállított	ausgeliefert	szállított	ausliefern	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
szállított	befördert	szállított	befördern	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
szállított	transportiert	szállított	transportieren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
szállított	beförderte	szállított	befördert	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
szállított	verschickt	szállított	verschicken	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
szállított	versendet	szállított	versenden	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
szállított	ausgeliefert	szállított	ausliefern	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
szállított	versandt	szállított	versandt	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
amellett	außerdem	amellett	außerdem	ADV	ADV
érdeklődés	zinssatz	érdeklődés	zinssatz	N;NOM;SG	N;SG
autók	fahrzeuge	autó	fahrzeug	N;NOM;PL	N;NOM;PL
árva	waisen	árva	waisen		
barátnője	freundin	barát	Freundin	N;NOM;SG	N;NOM;FEM;SG
que	que	que	que		
fair	messe	fair	messe		
útmutató	anleitung	útmutató	anleitung	N;NOM;SG	N;NOM;FEM;SG
útmutató	anleitung	útmutató	anleitung	N;NOM;SG	N;NOM;FEM;SG
tünde	elfen	tünde	elfen		
tünde	feen	tünde	feen		
tünde	fee	tünde	fee		
telepített	eingebaut	telepít	einbauen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
telepített	installierte	telepít	installieren	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
telepített	installiert	telepít	installieren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
váratlan	unerwarteten	váratlan	unerwartet	ADJ;NOM;SG	ADJ
váratlan	unerwartet	váratlan	unerwartet	ADJ;NOM;SG	ADJ
váratlan	unerwarteter	váratlan	unerwartet	ADJ;NOM;SG	ADJ
váratlan	unerwartetes	váratlan	unerwartet	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
sky	himmel	sky	himmel		
sky	sky	sky	sky		
ült	saß	ül	sitzen	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
kiválasztott	auserwählt	kiválasztott	auserwählen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
kiválasztott	ausgewählt	kiválasztott	auswählen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
kiválasztott	erwählt	kiválasztott	erwählen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
kiválasztott	gewählt	kiválasztott	wählen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
kiválasztott	ausgesucht	kiválasztott	aussuchen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
kiválasztott	ausgewählt	kiválasztott	auswählen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
kiválasztott	gewählt	kiválasztott	wählen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
nemrég	kürzlich	nemrég	kürzlich	ADV	ADV
nemrég	neulich	nemrég	neulich	ADV	ADV
nemrég	kürzlich	nemrég	kürzlich	ADV	ADV
tervezés	entwurf	tervezés	entwerfen	N;NOM;SG	N
tervezés	gestaltung	tervezés	gestaltung	N;NOM;SG	N;NOM;FEM;SG
tervezés	konstruktion	tervezés	konstruktion	N;NOM;SG	N;SG
tervezés	design	tervezés	design	N;NOM;SG	N;NOM;NEUT;SG
ajánlotta	empfehlen	ajánl	empfehlen	V;DEF;IND;SG;3;PST;FIN;ACT	V;NFIN
ajánlotta	empfohlen	ajánl	empfehlen	V;DEF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
mali	mali	mali	mali		
tiltott	untersagt	tilt	untersagen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
tiltott	untersagt	tilt	untersagen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
tiltott	verbot	tilt	verbieten	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
tiltott	verbannt	tilt	verbannt	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
tiltott	gesperrt	tilt	sperren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
tiltott	verbot	tilt	verbieten	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
tiltott	untersagt	tilt	untersagen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
ügyvezető	vorstand	ügyvezető	vorstehen	N;NOM;SG	N;SG
kifejezések	phrasen	kifejezés	phrasen	N;NOM;PL	N;NOM;PL
kifejezések	geschäftsbedingungen	kifejezés	geschäftsbedingung	N;NOM;PL	N;NOM;FEM;PL
emelkedő	aufsteigender	emelkedő	aufsteigend	ADJ;NOM;SG	ADJ
emelkedő	steigenden	emelkedő	steigend	ADJ;NOM;SG	ADJ
emelkedő	steigend	emelkedő	steigend	ADJ;NOM;SG	ADJ
emelkedő	aufsteigend	emelkedő	aufsteigend	ADJ;NOM;SG	ADJ
emelkedő	aufsteigender	emelkedő	aufsteigend	ADJ;NOM;SG	ADJ
emelkedő	steigend	emelkedő	steigend	ADJ;NOM;SG	ADJ
grace	anmut	grace	anmut		
grace	gnade	grace	gnade		
jég	eis	jég	eis	N;NOM;SG	N;NOM;NEUT;SG
véglegesen	permanent	végleges	permanent	ADJ;FRML;SG	ADJ
véglegesen	dauerhaft	végleges	dauerhaft	ADJ;FRML;SG	ADJ
magic	magie	magic	magie		
gál	gál	gál	gál		
szempont	aspekt	szempont	aspeken	N;NOM;SG	N;SG
point	punkt	point	punken		
point	point	point	poinen		
szándékosan	absichtlich	szándékos	absichtlich	ADJ;FRML;SG	ADJ
szándékosan	vorsätzlich	szándékos	vorsätzlich	ADJ;FRML;SG	ADJ
szándékosan	bewusst	szándékos	bewußt	ADJ;FRML;SG	ADJ
szándékosan	absichtlich	szándékos	absichtlich	ADJ;FRML;SG	ADJ
szándékosan	bewußt	szándékos	bewußen	ADJ;FRML;SG	ADJ
szándékosan	vorsätzlich	szándékos	vorsätzlich	ADJ;FRML;SG	ADJ
szándékosan	absichtlich	szándékos	absichtlich	ADJ;FRML;SG	ADJ
szándékosan	absichtlich	szándékos	absichtlich	ADJ;FRML;SG	ADJ
szándékosan	vorsätzlich	szándékos	vorsätzlich	ADJ;FRML;SG	ADJ
set	set	set	set		
ehelyett	anstatt	ehelyett	anstatt		
mennyiség	menge	mennyiség	mengen	N;NOM;SG	N;NOM;FEM;SG
mennyiség	anzahl	mennyiség	anzahl	N;NOM;SG	N;SG
mennyiség	menge	mennyiség	mengen	N;NOM;SG	N;NOM;FEM;SG
biztonságos	sicher	biztonságos	sicher	ADJ;NOM;SG	ADJ
biztonságos	sicher	biztonságos	sicher	ADJ;NOM;SG	ADJ
költ	ausgaben	költ	ausgeben	V;INDF;IND;SG;3;PRS;FIN;ACT	V;FIN
költ	ausgibt	költ	ausgeben	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
költ	verbringt	költ	verbringen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
küzdött	gekämpft	küzdött	kämpfen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
küzdött	kämpfte	küzdött	kämpfen	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
küzdött	kämpfte	küzdött	kämpfen	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
küzdött	gekämpft	küzdött	kämpfen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
küzdött	kämpfte	küzdött	kämpfen	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
lila	lila	lila	lila		
lila	lila	lila	lila		
lila	lila	lila	lila		
lila	veilchen	lila	veilchen		
kezdeni	starten	kezd	start	V;NFIN;ACT	V;NFIN
kezdeni	anfangen	kezd	anfangen	V;NFIN;ACT	V;NFIN
kezdeni	beginnen	kezd	beginnen	V;NFIN;ACT	V;NFIN
kezdeni	beginn	kezd	beginnen	V;NFIN;ACT	V;IND;SG;3;PST;FIN
záró	finale	záró	final	N;NOM;SG	N;NOM;NEUT;SG
hindu	hindus	hindu	hindus		
reform	reform	reform	reform		
törpe	zwerg	törpe	zwerg		
törpe	zwerg	törpe	zwerg		
törpe	zwerge	törpe	zwerg		
sikertelenül	erfolglos	sikertelen	erfolglos	ADJ;FRML;SG	ADJ
felek	vertragsparteien	fél	vertragspartei	N;NOM;PL	N;NOM;FEM;PL
felek	parteien	fél	partei	N;NOM;PL	N;NOM;FEM;PL
illik	passt	illik	passen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
illik	paßt	illik	passen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
illik	passen	illik	passen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
kijevi	kiew	kijevi	keißen		
könyvtárban	bibliotheken	könyvtár	bibliothek	N;IN+ESS;SG	N
megjegyzések	hinweise	megjegyzés	hinweisen	N;NOM;PL	N;NOM;FEM;PL
szakemberek	spezialisten	szakember	spezialist	N;NOM;PL	N
szakemberek	spezialisten	szakember	spezialist	N;NOM;PL	N
becsült	schätzungen	becsül	schätzen	V;INDF;IND;SG;3;PST;FIN;ACT	V;NFIN
becsült	schätzen	becsül	schätzen	V;INDF;IND;SG;3;PST;FIN;ACT	V;NFIN
becsült	geschätzte	becsül	geschätzt	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
becsült	geschätzt	becsül	schätzen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
becsült	schätzungen	becsül	schätzen	V;INDF;IND;SG;3;PST;FIN;ACT	V;NFIN
mediterrán	mittelmeer	mediterra	mittelmeer		
mediterrán	mittelmeerküste	mediterra	mittelmeerküste		
hatások	effekte	hatás	effekt	N;NOM;PL	N;NOM;PL
hatások	effekt	hatás	effekt	N;NOM;PL	N
party	feier	party	feier		
party	partei	party	partei		
fejlődő	entwicklungsländer	fejlődő	entwicklungsländer	ADJ;NOM;SG	ADJ
ellenzék	widerspruch	ellenzék	widerspruchen	N;NOM;SG	N
ellenzék	einspruch	ellenzék	einspruch	N;NOM;SG	N
ellenzék	opposition	ellenzék	opposition	N;NOM;SG	N;NOM;SG
ellenzék	ablehnung	ellenzék	ablehnung	N;NOM;SG	N;NOM;FEM;SG
befolyása	beeinflussung	befolyás	beeinflussung	N;NOM;SG	N;NOM;FEM;SG
befolyása	einfluß	befolyás	einfluß	N;NOM;SG	N
szórakoztató	unterhaltung	szórakoztató	unterhaltung	N;NOM;SG	N;NOM;SG
páncélos	rüstung	páncélos	rüstung	N;NOM;SG	N;NOM;FEM;SG
titokzatos	mystery	titokzatos	mystery		
dinamikus	dynamischen	dinamikus	dynamisch	ADJ;NOM;SG	ADJ
dinamikus	dynamischer	dinamikus	dynamisch	ADJ;NOM;SG	ADJ
dinamikus	dynamisch	dinamikus	dynamisch	ADJ;NOM;SG	ADJ
megtalálni	finden	meg+talál	finden	V;NFIN;ACT	V;NFIN
megtalálni	findet	meg+talál	finden	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
megtalálni	finden	meg+talál	finden	V;NFIN;ACT	V;NFIN
megtalálni	finde	meg+talál	finden	V;NFIN;ACT	V;IND;SG;2;PRS;FIN
megtalálni	suchen	meg+talál	suchen	V;NFIN;ACT	V;NFIN
kivégezték	hinrichten	ki+végez	hinrichten	V;DEF;IND;PL;3;PST;FIN;ACT	V;NFIN
kivégezték	ausgeführt	ki+végez	ausführen	V;DEF;IND;PL;3;PST;FIN;ACT	V;V.PTCP
kivégezték	hingerichtet	ki+végez	hinrichten	V;DEF;IND;PL;3;PST;FIN;ACT	V;V.PTCP
gyógyszer	medizin	gyógyszer	medizin	N;NOM;SG	N;NOM;SG
sír	mausoleum	sír	mausoleum	N;NOM;SG	N;NOM;NEUT;SG
sír	grab	sír	grab	N;NOM;SG	N;NOM;NEUT;SG
sír	grabmal	sír	grabmal	N;NOM;SG	N;NOM;SG
sír	schrei	sír	schrei	N;NOM;SG	N;SG
sír	grab	sír	grab	N;NOM;SG	N;NOM;NEUT;SG
egyesített	vereinheitlicht	egyesített	vereinheitlichen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
egyesített	verschmolzen	egyesített	verschmolzen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
egyesített	fusioniert	egyesített	fusionieren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
