amb	مع	amb	مَعَ	ADP	ADP;ACC
fenòmens	ظواهر	fenòmen	ظَاهِرَة	N;MASC;PL	N;NOM;INDF;PL
fenòmens	الظواهر	fenòmen	ظَاهِرَة	N;MASC;PL	N;NOM;DEF;PL
fenòmens	المسوخ	fenòmen	مَسُوخ	N;MASC;PL	N;NOM;DEF;PL
ciutadania	مواطنة	ciutadania	مُوَاطِنَة	N;FEM;SG	N;NOM;INDF;SG
ciutadania	الجنسية	ciutadania	جِنسِيَّة	N;FEM;SG	N;NOM;DEF;SG
ciutadania	المواطنة	ciutadania	مُوَاطَنَة	N;FEM;SG	N;NOM;DEF;SG
positiu	ايجابي	positiu	إِيجَابِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
positiu	الايجابي	positiu	إِيجَابِيّ	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
positiu	ايجابية	positiu	إِيجَابِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
positiu	الايجابية	positiu	إِيجَابِيّ	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
traçat	اقتفاء	traçat	اِقتِفَاء	N;MASC;SG	N;NOM;INDF;SG
granja	المزرعة	granja	مَزرَعَة	N;FEM;SG	N;NOM;DEF;SG
granja	مزرعة	granja	مَزرَعَة	N;FEM;SG	N;NOM;INDF;SG
somni	الحلم	somni	حُلم	N;MASC;SG	N;NOM;DEF;SG
somni	حلم	somni	حُلم	N;MASC;SG	N;NOM;INDF;SG
trinitat	الثالوث	trinitat	ثَالُوث	N;FEM;SG	N;NOM;DEF;SG
client	عميل	client	عَمِيل	N;MASC;SG	N;NOM;INDF;SG
client	العميل	client	عَمِيل	N;MASC;SG	N;NOM;DEF;SG
client	زبون	client	زبون	N;MASC;SG	N;NOM;INDF;SG
client	الزبون	client	زَبن	N;MASC;SG	N;NOM;DEF;SG
departaments	الادارات	departament	إِدَارَة	N;MASC;PL	N;NOM;DEF;PL
departaments	الاقسام	departament	قِسم	N;MASC;PL	N;NOM;DEF;PL
departaments	ادارات	departament	إِدَارَة	N;MASC;PL	N;NOM;INDF;PL
llit	الفراش	llit	فِرَاش	N;MASC;SG	N;NOM;DEF;SG
llit	سرير	llit	سَرِير	N;MASC;SG	N;NOM;INDF;SG
llit	السرير	llit	سَرِير	N;MASC;SG	N;NOM;DEF;SG
llit	فراش	llit	فَرَاش	N;MASC;SG	N;NOM;INDF;SG
experiment	التجربة	experiment	تَجرِبَة	N;MASC;SG	N;NOM;DEF;SG
experiment	تجربة	experiment	تَجرِبَة	N;MASC;SG	N;NOM;INDF;SG
tauler	اللوح	tauler	لَوح	N;MASC;SG	N;NOM;DEF;SG
sessió	الدورة	sessió	دَورَة	N;FEM;SG	N;NOM;DEF;SG
sessió	جلسة	sessió	جَلسَة	N;FEM;SG	N;NOM;INDF;SG
sessió	الجلسة	sessió	جَلسَة	N;FEM;SG	N;NOM;DEF;SG
sessió	اجتماع	sessió	اِجتِمَاع	N;FEM;SG	N;NOM;INDF;SG
sessió	لقاء	sessió	لِقَاء	N;FEM;SG	N;NOM;INDF;SG
sessió	الاجتماع	sessió	اِجتِمَاع	N;FEM;SG	N;NOM;DEF;SG
sessió	الجلسة	sessió	جَلسَة	N;FEM;SG	N;NOM;DEF;SG
alumne	الطالب	alumne	طَالِب	N;MASC;SG	N;NOM;DEF;SG
alumne	تلميذ	alumne	تَلمِيذ	N;MASC;SG	N;NOM;INDF;SG
alumne	طالبة	alumne	طَالِبَة	N;MASC;SG	N;NOM;INDF;SG
alumne	التلميذ	alumne	تَلمِيذ	N;MASC;SG	N;NOM;DEF;SG
relats	احداث	relat	حَدَث	N;MASC;PL	N;NOM;INDF;PL
relats	القصص	relat	قِصَّة	N;MASC;PL	N;NOM;DEF;PL
relats	حكايات	relat	حِكَايَة	N;MASC;PL	N;NOM;INDF;PL
relats	قصص	relat	قِصَّة	N;MASC;PL	N;NOM;INDF;PL
pèl	الشعر	pèl	شَعر	N;MASC;SG	N;NOM;DEF;SG
manifestació	مظاهرة	manifestació	مُظَاهَرَة	N;FEM;SG	N;NOM;INDF;SG
manifestació	المظاهرة	manifestació	مُظَاهَرَة	N;FEM;SG	N;NOM;DEF;SG
recurs	النداء	recurs	نِدَاء	N;MASC;SG	N;NOM;DEF;SG
recurs	الطعن	recurs	طَعن	N;MASC;SG	N;NOM;DEF;SG
recurs	نداء	recurs	نِدَاء	N;MASC;SG	N;NOM;INDF;SG
recurs	الاستئناف	recurs	اِستِئنَاف	N;MASC;SG	N;NOM;DEF;SG
recurs	استئناف	recurs	اِستِئنَاف	N;MASC;SG	N;NOM;INDF;SG
recurs	المورد	recurs	مُوَرِّد	N;MASC;SG	N;NOM;DEF;SG
recurs	مورد	recurs	مُوَرَّد	N;MASC;SG	N;NOM;INDF;SG
eliminat	محذوف	eliminat	محذوف	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG
aportar	توفر	aportar	وَفَّر	V;NFIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
noies	بنات	noia	بِنَة	N;FEM;PL	N;NOM;INDF;PL
noies	البنات	noia	بِنت	N;FEM;PL	N;NOM;DEF;PL
noies	فتيات	noia	فَتَاة	N;FEM;PL	N;NOM;INDF;PL
noies	لبنات	noia	لِبنَات	N;FEM;PL	N;NOM;INDF;PL
noies	الفتيات	noia	فَتَاة	N;FEM;PL	N;NOM;DEF;PL
incorporació	التاسيس	incorporació	تَاسِيس	N;FEM;SG	N;NOM;DEF;SG
conclusió	الخلاصة	conclusió	خَلَاصَة	N;FEM;SG	N;NOM;DEF;SG
conclusió	خاتمة	conclusió	خاتمة	N;FEM;SG	N;NOM;INDF;SG
conclusió	الخاتمة	conclusió	خَاتِم	N;FEM;SG	N;NOM;DEF;SG
conclusió	الختام	conclusió	خِتَام	N;FEM;SG	N;NOM;DEF;SG
conclusió	استنتاج	conclusió	اِستِنتَاج	N;FEM;SG	N;NOM;INDF;SG
conclusió	الاستنتاج	conclusió	اِستِنتَاج	N;FEM;SG	N;NOM;DEF;SG
modalitat	النمط	modalitat	نَمَط	N;FEM;SG	N;NOM;DEF;SG
modalitat	الوضع	modalitat	وَضع	N;FEM;SG	N;NOM;DEF;SG
modalitat	نمط	modalitat	نَمَط	N;FEM;SG	N;NOM;INDF;SG
contactes	الاتصالات	contacte	اِتِّصَال	N;MASC;PL	N;NOM;DEF;PL
contactes	اتصالات	contacte	اِتِّصَال	N;MASC;PL	N;NOM;INDF;PL
favorable	مواتية	favorable	مُوَاتِي	ADJ;SG	ADJ;NOM;INDF;FEM;SG
allah	الله	allah	اَللّٰه	N;MASC;SG	N;NOM;DEF;SG
mestra	استاذ	mestra	استاذ	N;FEM;SG	N;NOM;INDF;SG
mestra	المعلم	mestra	مُعلِم	N;FEM;SG	N;NOM;DEF;SG
mestra	معلم	mestra	مُعَلِّم	N;FEM;SG	N;NOM;INDF;SG
mestra	مدرس	mestra	مُدَرِّس	N;FEM;SG	N;NOM;INDF;SG
mestra	معلمة	mestra	مُعَلِّم	N;FEM;SG	N;NOM;INDF;SG
balcons	الشرفات	balcó	شَرفَة	N;MASC;PL	N;NOM;DEF;PL
feble	ضعيف	feble	ضَعِيف	ADJ;SG	ADJ;NOM;INDF;MASC;SG
feble	ضعيفة	feble	ضَعِيف	ADJ;SG	ADJ;NOM;INDF;FEM;SG
profund	عميقا	profund	عَمِيق	ADJ;MASC;SG	ADJ;ACC;INDF;MASC;SG
profund	عميق	profund	عَمِيق	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
profund	عميقة	profund	عَمِيق	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
aprovada	معتمدة	aprovat	مُعتَمَد	ADJ;FEM;SG;V.PTCP	ADJ;NOM;INDF;FEM;SG
aprovada	المعتمدة	aprovat	مُعتَمَد	ADJ;FEM;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG
confusió	الخلط	confusió	خَلط	N;FEM;SG	N;NOM;DEF;SG
confusió	التشويش	confusió	تَشوِيش	N;FEM;SG	N;NOM;DEF;SG
confusió	الارتباك	confusió	اِرتِبَاك	N;FEM;SG	N;NOM;DEF;SG
forats	فتحات	forat	فَتحَة	N;MASC;PL	N;NOM;INDF;PL
forats	الفتحات	forat	فَتحَة	N;MASC;PL	N;NOM;DEF;PL
forats	الثقوب	forat	ثَقُوب	N;MASC;PL	N;NOM;DEF;PL
forats	ثقوب	forat	ثَقُوب	N;MASC;PL	N;NOM;INDF;PL
llegendes	اساطير	llegenda	أُسطُورَة	N;FEM;PL	N;NOM;INDF;PL
llegendes	الاساطير	llegenda	أُسطَاطِير	N;FEM;PL	N;NOM;DEF;PL
ambaixada	سفارة	ambaixada	سِفَارَة	N;FEM;SG	N;NOM;INDF;SG
ambaixada	السفارة	ambaixada	سِفَارَة	N;FEM;SG	N;NOM;DEF;SG
modificació	التعديل	modificació	تَعدِيل	N;FEM;SG	N;NOM;DEF;SG
efectiu	النقدية	efectiu	نَقدِيّ	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
efectiu	نقدية	efectiu	نقدية	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
efectiu	فعالة	efectiu	فَعَّال	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
efectiu	فعال	efectiu	فَعَّال	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
diàleg	حوار	diàleg	حِوَار	N;MASC;SG	N;NOM;INDF;SG
diàleg	الحوار	diàleg	حِوَار	N;MASC;SG	N;NOM;DEF;SG
àudio	الصوت	àudio	صَوت	N;MASC;SG	N;NOM;DEF;SG
àudio	صوت	àudio	صَوت	N;MASC;SG	N;NOM;INDF;SG
vigilància	المراقبة	vigilància	مُرَاقَبَة	N;FEM;SG	N;NOM;DEF;SG
vigilància	مراقبة	vigilància	مُرَاقَبَة	N;FEM;SG	N;NOM;INDF;SG
referèndum	استفتاء	referèndum	اِستِفتَاء	N;MASC;SG	N;NOM;INDF;SG
referèndum	الاستفتاء	referèndum	اِستِفتَاء	N;MASC;SG	N;NOM;DEF;SG
socis	الشركاء	soci	شَرِيك	N;MASC;PL	N;NOM;DEF;PL
socis	شركاء	soci	شَرِيك	N;MASC;PL	N;NOM;INDF;PL
infecció	عدوى	infecció	عَدوَى	N;FEM;SG	N;NOM;INDF;SG
infecció	العدوى	infecció	عَدوَى	N;FEM;SG	N;NOM;DEF;SG
fàbriques	مصانع	fàbrica	مَصنَع	N;FEM;PL	N;NOM;INDF;PL
fàbriques	المصانع	fàbrica	مَصنَع	N;FEM;PL	N;NOM;DEF;PL
sentència	الحكم	sentència	حُكم	N;FEM;SG	N;NOM;DEF;SG
tendències	التوجهات	tendència	تَوَجُّه	N;FEM;PL	N;NOM;DEF;PL
tendències	الاتجاهات	tendència	اِتِّجَاه	N;FEM;PL	N;NOM;DEF;PL
tendències	اتجاهات	tendència	اِتِّجَاه	N;FEM;PL	N;NOM;INDF;PL
altiplà	هضبة	altiplà	هُضبَة	N;MASC;SG	N;NOM;INDF;SG
reunions	الجلسات	reunió	جَلسَة	N;FEM;PL	N;NOM;DEF;PL
reunions	الاجتماعات	reunió	اِجتِمَاع	N;FEM;PL	N;NOM;DEF;PL
reunions	اللقاءات	reunió	لِقَاء	N;FEM;PL	N;NOM;DEF;PL
reunions	اجتماعات	reunió	اِجتِمَاع	N;FEM;PL	N;NOM;INDF;PL
explosió	الانفجار	explosió	اِنفِجَار	N;FEM;SG	N;NOM;DEF;SG
explosió	انفجار	explosió	اِنفِجَار	N;FEM;SG	N;NOM;INDF;SG
lideratge	الزعامة	lideratge	زَعَامَة	N;MASC;SG	N;NOM;DEF;SG
lideratge	قيادة	lideratge	قِيَادَة	N;MASC;SG	N;NOM;INDF;SG
lideratge	القيادة	lideratge	قِيَادَة	N;MASC;SG	N;NOM;DEF;SG
fruita	فاكهة	fruita	فاكهة	N;FEM;SG	N;NOM;INDF;SG
fruita	الفاكهة	fruita	فَاكِهَة	N;FEM;SG	N;NOM;DEF;SG
demostració	مظاهرة	demostració	مُظَاهَرَة	N;FEM;SG	N;NOM;INDF;SG
demostració	المظاهرة	demostració	مُظَاهَرَة	N;FEM;SG	N;NOM;DEF;SG
humitat	الرطوبة	humitat	رُطُوبَة	N;FEM;SG	N;NOM;DEF;SG
tela	قماش	tela	قِمَاش	N;FEM;SG	N;NOM;INDF;SG
tela	القماش	tela	قِمَاش	N;FEM;SG	N;NOM;DEF;SG
comissari	مفوضة	comissari	مفوضة	N;MASC;SG	N;NOM;INDF;SG
comissari	المفوض	comissari	مُفَوَّض	N;MASC;SG	N;NOM;DEF;SG
comissari	مفوض	comissari	مفوض	N;MASC;SG	N;NOM;INDF;SG
comissari	المفوضة	comissari	مُفَوَّض	N;MASC;SG	N;NOM;DEF;SG
informes	تقارير	informe	تَقرِير	N;MASC;PL	N;NOM;INDF;PL
informes	التقارير	informe	تَقرِير	N;MASC;PL	N;NOM;DEF;PL
suau	ناعمة	suau	نَاعِمَة	ADJ;SG	ADJ;NOM;INDF;FEM;SG
suau	لينة	suau	لَينَة	ADJ;SG	ADJ;NOM;INDF;FEM;SG
suau	ناعمة	suau	نَاعِمَة	ADJ;SG	ADJ;NOM;INDF;FEM;SG
poderós	قوي	poderós	قَوِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
poderós	قوية	poderós	قَوِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
bancs	البنوك	banc	بَنك	N;MASC;PL	N;NOM;DEF;PL
bancs	المصارف	banc	مَصرِف	N;MASC;PL	N;NOM;DEF;PL
bancs	بنوك	banc	بَنك	N;MASC;PL	N;NOM;INDF;PL
bancs	مصارف	banc	مَصرِف	N;MASC;PL	N;NOM;INDF;PL
defensor	مدافع	defensor	مُدَافِع	N;MASC;SG	N;NOM;INDF;SG
defensor	المدافع	defensor	مَدفَع	N;MASC;SG	N;NOM;DEF;SG
expulsió	طرد	expulsió	طَرد	N;FEM;SG	N;NOM;INDF;SG
expulsió	الطرد	expulsió	طَرد	N;FEM;SG	N;NOM;DEF;SG
nazis	النازيون	nazi	نَازِيّ	N;MASC;PL	N;NOM;DEF;PL
nazis	النازيين	nazi	نَازِيّ	N;MASC;PL	N;NOM;DEF;PL
terratrèmol	زلزال	terratrèmol	زِلزَال	N;MASC;SG	N;NOM;INDF;SG
terratrèmol	الزلزال	terratrèmol	زِلزَال	N;MASC;SG	N;NOM;DEF;SG
estàtues	تماثيل	estàtue	تِمثَال	N;FEM;PL	N;NOM;INDF;PL
estàtues	التماثيل	estàtue	تَمثِيل	N;FEM;PL	N;NOM;DEF;PL
aportació	ادخال	aportació	إِدخَال	N;FEM;SG	N;NOM;INDF;SG
aportació	مساهمة	aportació	مُسَاهَمَة	N;FEM;SG	N;NOM;INDF;SG
aportació	الاسهام	aportació	إِسهَام	N;FEM;SG	N;NOM;DEF;SG
aportació	مساهمة	aportació	مُسَاهَمَة	N;FEM;SG	N;NOM;INDF;SG
aportació	المساهمة	aportació	مُسَاهَمَة	N;FEM;SG	N;NOM;DEF;SG
túnel	نفق	túnel	نَفَق	N;MASC;SG	N;NOM;INDF;SG
túnel	النفق	túnel	نَفَق	N;MASC;SG	N;NOM;DEF;SG
guerrers	المحاربين	guerrer	مُحَارِب	N;MASC;PL	N;NOM;DEF;PL
guerrers	محاربين	guerrer	مُحَارِب	N;MASC;PL	N;NOM;INDF;PL
guerrers	المحاربون	guerrer	مُحَارِب	N;MASC;PL	N;NOM;DEF;PL
competències	مهارات	competència	مهارات	N;FEM;PL	N;NOM;INDF;PL
competències	المهارات	competència	مَهَارَة	N;FEM;PL	N;NOM;DEF;PL
competències	سلطات	competència	سُلطَة	N;FEM;PL	N;NOM;INDF;PL
competències	القوى	competència	قُوَّة	N;FEM;PL	N;NOM;DEF;PL
competències	الصلاحيات	competència	صَلَاحِيَّة	N;FEM;PL	N;NOM;DEF;PL
experiències	خبرات	experiència	خِبرَة	N;FEM;PL	N;NOM;INDF;PL
experiències	التجارب	experiència	تَجرِبَة	N;FEM;PL	N;NOM;DEF;PL
experiències	الخبرات	experiència	خِبرَة	N;FEM;PL	N;NOM;DEF;PL
aportacions	الاشتراكات	aportació	اِشتِرَاك	N;FEM;PL	N;NOM;DEF;PL
aportacions	المساهمات	aportació	مُسَاهَمَة	N;FEM;PL	N;NOM;DEF;PL
aportacions	مساهمات	aportació	مُسَاهَمَة	N;FEM;PL	N;NOM;INDF;PL
aportacions	التبرعات	aportació	تَبَرُّع	N;FEM;PL	N;NOM;DEF;PL
enfrontaments	المواجهات	enfrontament	مُوَاجَهَة	N;MASC;PL	N;NOM;DEF;PL
enfrontaments	الاشتباكات	enfrontament	اِشتِبَاك	N;MASC;PL	N;NOM;DEF;PL
enfrontaments	اشتباكات	enfrontament	اِشتِبَاك	N;MASC;PL	N;NOM;INDF;PL
enfrontaments	مواجهات	enfrontament	مُوَاجَهَة	N;MASC;PL	N;NOM;INDF;PL
sentiment	شعور	sentiment	شُعُور	N;MASC;SG	N;NOM;INDF;SG
sentiment	الاحساس	sentiment	إِحسَاس	N;MASC;SG	N;NOM;DEF;SG
sentiment	الشعور	sentiment	شُعُور	N;MASC;SG	N;NOM;DEF;SG
sentiment	احساس	sentiment	إِحسَاس	N;MASC;SG	N;NOM;INDF;SG
vital	حيوي	vital	حَيَوِيّ	ADJ;SG	ADJ;NOM;INDF;MASC;SG
accepta	يقبل	acceptar	قَبِل	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
accepta	يتقبل	acceptar	تَقَبَّل	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
accepta	تقبل	acceptar	قَبِل	V;IND;SG;3;PRS;FIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
accepta	اقبل	acceptar	أَقبَل	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;3;ACT
trasllat	التحويل	trasllat	تَحوِيل	N;MASC;SG	N;NOM;DEF;SG
trasllat	النقل	trasllat	نَقل	N;MASC;SG	N;NOM;DEF;SG
trasllat	نقل	trasllat	نَقل	N;MASC;SG	N;NOM;INDF;SG
dependència	التبعية	dependència	تَبعِيَة	N;FEM;SG	N;NOM;DEF;SG
dependència	الاعتماد	dependència	اِعتِمَاد	N;FEM;SG	N;NOM;DEF;SG
dependència	تبعية	dependència	تَبعِيَة	N;FEM;SG	N;NOM;INDF;SG
desplaçament	التشرد	desplaçament	تَشَرُّد	N;MASC;SG	N;NOM;DEF;SG
desplaçament	ازاحة	desplaçament	إِزَاحَة	N;MASC;SG	N;NOM;INDF;SG
dinàmica	ديناميكية	dinàmica	دِينَامِيكِيَّة	N;FEM;SG	N;NOM;INDF;SG
dinàmica	دينامية	dinàmica	دِينَامِيّ	N;FEM;SG	N;NOM;INDF;SG
cantonada	الركن	cantonada	الركن	N;FEM;SG	N;NOM;DEF;SG
cantonada	الزاوية	cantonada	زَاوِيَة	N;FEM;SG	N;NOM;DEF;SG
cantonada	زاوية	cantonada	زَاوِيَة	N;FEM;SG	N;NOM;INDF;SG
milles	اميال	milla	مِيل	N;FEM;PL	N;NOM;INDF;PL
cercles	الدوائر	cercle	دَائِرَة	N;MASC;PL	N;NOM;DEF;PL
cercles	دوائر	cercle	دَائِرَة	N;MASC;PL	N;NOM;INDF;PL
presidents	رؤساء	president	رَئِيس	N;MASC;PL	N;NOM;INDF;PL
presidents	الرؤساء	president	رَئِيس	N;MASC;PL	N;NOM;DEF;PL
coordinació	تنسيق	coordinació	تَنسِيق	N;FEM;SG	N;NOM;INDF;SG
coordinació	التنسيق	coordinació	تَنسِيق	N;FEM;SG	N;NOM;DEF;SG
formacions	التشكيلات	formació	تَشكِيل	N;FEM;PL	N;NOM;DEF;PL
formacions	تشكيلات	formació	تشكيلات	N;FEM;PL	N;NOM;INDF;PL
tractaments	العلاجات	tractament	عَلَاجَة	N;MASC;PL	N;NOM;DEF;PL
tractaments	علاجات	tractament	عَلَاجَة	N;MASC;PL	N;NOM;INDF;PL
opcions	خيارات	opció	خِيَار	N;FEM;PL	N;NOM;INDF;PL
opcions	الخيارات	opció	خِيَار	N;FEM;PL	N;NOM;DEF;PL
corrupció	الفساد	corrupció	فَسَاد	N;FEM;SG	N;NOM;DEF;SG
corrupció	فساد	corrupció	فَسَاد	N;FEM;SG	N;NOM;INDF;SG
disminució	تخفيض	disminució	تَخفِيض	N;FEM;SG	N;NOM;INDF;SG
disminució	انخفاض	disminució	اِنخِفَاض	N;FEM;SG	N;NOM;INDF;SG
disminució	النقصان	disminució	نِقصَان	N;FEM;SG	N;NOM;DEF;SG
disminució	نقصان	disminució	نقصان	N;FEM;SG	N;NOM;INDF;SG
disminució	خفض	disminució	خَفض	N;FEM;SG	N;NOM;INDF;SG
interfície	واجهة	interfície	وَاجِهَة	N;FEM;SG	N;NOM;INDF;SG
interfície	الواجهة	interfície	وَاجِهَة	N;FEM;SG	N;NOM;DEF;SG
obrers	العمال	obrer	عَامِل	N;MASC;PL	N;NOM;DEF;PL
obrers	العاملون	obrer	عَامِل	N;MASC;PL	N;NOM;DEF;PL
obrers	عمال	obrer	عَامِل	N;MASC;PL	N;NOM;INDF;PL
turons	تلال	turó	تَلَال	N;MASC;PL	N;NOM;INDF;PL
turons	التلال	turó	تَلَال	N;MASC;PL	N;NOM;DEF;PL
galeries	معارض	galeria	مَعرِض	N;FEM;PL	N;NOM;INDF;PL
activista	ناشط	activista	نَاشِط	N;SG	N;NOM;INDF;SG
activista	الناشطة	activista	نَاشِطَة	N;SG	N;NOM;DEF;SG
sessions	الجلسات	sessió	جَلسَة	N;FEM;PL	N;NOM;DEF;PL
sessions	الدورات	sessió	دَورَة	N;FEM;PL	N;NOM;DEF;PL
sessions	جلسات	sessió	جَلسَة	N;FEM;PL	N;NOM;INDF;PL
mongols	المغول	mongol	مَغُول	N;MASC;PL	N;NOM;DEF;PL
governadors	حكام	governador	حَاكِم	N;MASC;PL	N;NOM;INDF;PL
governadors	الحكام	governador	حَكَم	N;MASC;PL	N;NOM;DEF;PL
veí	الجار	veí	جَار	N;MASC;SG	N;NOM;DEF;SG
veí	الجار	veí	جَار	N;MASC;SG	N;NOM;DEF;SG
veí	جارة	veí	جارة	N;MASC;SG	N;NOM;INDF;SG
incident	واقعة	incident	وَاقِع	N;MASC;SG	N;NOM;INDF;SG
incident	حادث	incident	حَادِث	N;MASC;SG	N;NOM;INDF;SG
incident	الحادث	incident	حَادِث	N;MASC;SG	N;NOM;DEF;SG
incident	الحادثة	incident	حَادِث	N;MASC;SG	N;NOM;DEF;SG
incident	حادثة	incident	حَادِث	N;MASC;SG	N;NOM;INDF;SG
pàtria	وطن	pàtria	وَطَن	N;FEM;SG	N;NOM;INDF;SG
enzim	الانزيم	enzim	الانزيم	N;MASC;SG	N;NOM;DEF;SG
mental	عقلية	mental	عقلية	ADJ;SG	ADJ;NOM;INDF;FEM;SG
edificació	البناء	edificació	بِنَاء	N;FEM;SG	N;NOM;DEF;SG
edificació	المبنى	edificació	مَبنَى	N;FEM;SG	N;NOM;DEF;SG
edificació	بناء	edificació	بِنَاء	N;FEM;SG	N;ACC;INDF;SG
edificació	مبنى	edificació	مَبنَى	N;FEM;SG	N;NOM;INDF;SG
edificació	البناية	edificació	بِنَايَة	N;FEM;SG	N;NOM;DEF;SG
despeses	النفقات	despesa	نَفَقَة	N;FEM;PL	N;NOM;DEF;PL
despeses	المصاريف	despesa	مَصرُوف	N;FEM;PL	N;NOM;DEF;PL
despeses	نفقات	despesa	نَفَقَة	N;FEM;PL	N;NOM;INDF;PL
despeses	مصروفات	despesa	مَصرُوف	N;FEM;PL	N;NOM;INDF;PL
religions	الاديان	religió	دِين	N;FEM;PL	N;NOM;DEF;PL
religions	الديانات	religió	دِيَانَة	N;FEM;PL	N;NOM;DEF;PL
opinions	ملاحظات	opinió	مُلَاحَظَة	N;FEM;PL	N;NOM;INDF;PL
cria	تربية	cria	تَربِيَة	N;FEM;SG	N;NOM;INDF;SG
cria	التكاثر	cria	تَكَاثُر	N;FEM;SG	N;NOM;DEF;SG
cria	التربية	cria	تَربِيَة	N;FEM;SG	N;NOM;DEF;SG
corredor	عداء	corredor	عَدَاء	N;MASC;SG	N;NOM;INDF;SG
corredor	الممر	corredor	مَمر	N;MASC;SG	N;NOM;DEF;SG
corredor	ممر	corredor	مَمَرّ	N;MASC;SG	N;NOM;INDF;SG
prosa	النثر	prosa	نَثر	N;FEM;SG	N;NOM;DEF;SG
contaminació	التلوث	contaminació	تَلَوُّث	N;FEM;SG	N;NOM;DEF;SG
contaminació	تلوث	contaminació	تَلَوُّث	N;FEM;SG	N;NOM;INDF;SG
creences	المعتقدات	creença	مُعتَقَد	N;FEM;PL	N;NOM;DEF;PL
colonització	استعمار	colonització	اِستِعمَار	N;FEM;SG	N;NOM;INDF;SG
colonització	الاستعمار	colonització	اِستِعمَار	N;FEM;SG	N;NOM;DEF;SG
codis	رموز	codi	رَمز	N;MASC;PL	N;NOM;INDF;PL
codis	الرموز	codi	رَمز	N;MASC;PL	N;NOM;DEF;PL
destinació	الاتجاه	destinació	اِتِّجَاه	N;FEM;SG	N;NOM;DEF;SG
destinació	وجهة	destinació	وِجهَة	N;FEM;SG	N;NOM;INDF;SG
destinació	المقصد	destinació	مُقَصَّد	N;FEM;SG	N;NOM;DEF;SG
destinació	الوجهة	destinació	وِجهَة	N;FEM;SG	N;NOM;DEF;SG
destinació	القدر	destinació	قَدر	N;FEM;SG	N;NOM;DEF;SG
destinació	قدر	destinació	قَدر	N;FEM;SG	N;NOM;INDF;SG
destinació	المصير	destinació	مَصِير	N;FEM;SG	N;NOM;DEF;SG
assistent	مساعد	assistent	مُسَاعِد	N;SG	N;NOM;INDF;SG
assistent	المساعد	assistent	مُسَاعِد	N;SG	N;NOM;DEF;SG
assistent	الساحر	assistent	سَاحِر	N;SG	N;NOM;DEF;SG
demogràfica	الديمغرافية	demogràfic	دِيمُغرَافِيّ	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
alumini	الالمنيوم	alumini	الالمنيوم	N;MASC;SG	N;NOM;DEF;SG
xifres	الاشكال	xifra	شَكل	N;FEM;PL	N;NOM;DEF;PL
xifres	الارقام	xifra	رَقم	N;FEM;PL	N;NOM;DEF;PL
xifres	ارقام	xifra	رَقم	N;FEM;PL	N;NOM;INDF;PL
processó	الموكب	processó	مَوكِب	N;FEM;SG	N;NOM;DEF;SG
processó	موكب	processó	مَوكِب	N;FEM;SG	N;NOM;INDF;SG
teatres	مسارح	teatre	مَسرَحَة	N;MASC;PL	N;NOM;INDF;PL
teatres	المسارح	teatre	مَسرَحَة	N;MASC;PL	N;NOM;DEF;PL
enregistrament	تسجيل	enregistrament	تَسجِيل	N;MASC;SG	N;NOM;INDF;SG
enregistrament	التسجيل	enregistrament	تَسجِيل	N;MASC;SG	N;NOM;DEF;SG
evangeli	الانجيل	evangeli	أَنجِيل	N;MASC;SG	N;NOM;DEF;SG
flauta	الفلوت	flauta	فِلَىت	N;FEM;SG	N;NOM;DEF;SG
flauta	الناي	flauta	نَايِي	N;FEM;SG	N;NOM;DEF;SG
conducta	السلوك	conducta	سُلُوك	N;FEM;SG	N;NOM;DEF;SG
pacient	المريض	pacient	مَرِيض	N;SG	N;NOM;DEF;SG
pacient	مريض	pacient	مَرِيض	N;SG	N;NOM;INDF;SG
pacient	المريضة	pacient	مَرِيض	N;SG	N;NOM;DEF;SG
ivori	العاجي	ivori	عَاجِي	N;MASC;SG	N;NOM;DEF;SG
diplomàtic	دبلوماسي	diplomàtic	دِبلُومَاسِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
