irmandade	veljeskunta	irmandade	veljes#kunta	N	N;NOM;SG
reportaxe	raportin	reportaxe	raportti	N	N;GEN;SG
reportaxe	raportti	reportaxe	raportti	N	N;NOM;SG
móvese	liikkuvat	móvese	liikkua	V	V;IND;PL;3;PRS;FIN;ACT
móvese	liikkuu	móvese	liikkua	V	V;IND;SG;3;PRS;FIN;ACT
leopardo	leopardi	leopardo	leopardi	N	N;NOM;SG
mona	mona	mona	mona	N	N;NOM;SG
ruína	rikki	ruína	rikki	N	N;NOM;SG
alzhéimer	alzheimer	alzhéimer	alzheimer	N	N;NOM;SG
oracións	rukoukset	oración	rukous	N	N;NOM;PL
xentes	ihmiset	xente	ihminen	N	N;NOM;PL
xentes	ihmisiä	xente	ihminen	N	N;PRT;PL
xentes	henkilöt	xente	henkilö	N	N;NOM;PL
radiación	säteilyä	radiación	säteily	N	N;PRT;SG
radiación	säteilyn	radiación	säteily	N	N;GEN;SG
radiación	säteily	radiación	säteily	N	N;NOM;SG
marco	maahan	marco	maa	N	N;IN+ALL;SG
marco	ruutu	marco	ruutua	N	N;NOM;SG
marco	kehys	marco	kehys	N	N;NOM;SG
marco	kehykset	marco	kehys	N	N;NOM;PL
rumbo	kurssi	rumbo	kurssi	N	N;NOM;SG
vestíbulo	aulaan	vestíbulo	aula	N	N;IN+ALL;SG
vestíbulo	aulassa	vestíbulo	aula	N	N;IN+ESS;SG
vestíbulo	aula	vestíbulo	aula	N	N;NOM;SG
vestíbulo	sali	vestíbulo	sali	N	N;NOM;SG
vestíbulo	halliin	vestíbulo	halli	N	N;IN+ALL;SG
vestíbulo	halli	vestíbulo	halli	N	N;NOM;SG
burguesa	porvari	burguesa	porvari	N	N;NOM;SG
ave	lintu	ave	lintu	N	N;NOM;SG
ave	linnun	ave	lintu	N	N;GEN;SG
voa	lentää	voar	lentää	V	V;IND;SG;3;PRS;FIN;ACT
transición	siirtyminen	transición	siirtyminen	N	N;NOM;SG
transición	siirtymä	transición	siirtymä	N	N;NOM;SG
usou	käytetyt	usar	käyttää	V	V;NOM;PL;V.PTCP;PASS
usou	käytetty	usar	käyttää	V	V;NOM;SG;V.PTCP;PASS
usou	käytettyjä	usar	käyttää	V	V;PRT;PL;V.PTCP;PASS
caldeiro	vankila	caldeiro	vankila	N	N;NOM;SG
caldeiro	vankilaan	caldeiro	vankila	N	N;IN+ALL;SG
caldeiro	ämpäri	caldeiro	ämpäri	N	N;NOM;SG
atopaba	oli	atopar	olla	V	V;IND;SG;3;PST;FIN;ACT
atopaba	löydä	atopar	löydä	V	V;IMP;SG;2;FIN;ACT
atopaba	etsi	atopar	etsiä	V	V;IMP;SG;2;FIN;ACT
atopaba	etsiä	atopar	etsiä	V	V;SG;NFIN;ACT
atopaba	löytää	atopar	löytää	V	V;SG;NFIN;ACT
bandas	bändiä	banda	bändi	N	N;PRT;SG
delincuencia	rikos	delincuencia	rikos	N	N;NOM;SG
delincuencia	rikokset	delincuencia	rikos	N	N;NOM;PL
delincuencia	rikollisuus	delincuencia	rikollisuus	N	N;NOM;SG
delincuencia	rikoksen	delincuencia	rikos	N	N;GEN;SG
delincuencia	rikollisuuden	delincuencia	rikollisuus	N	N;GEN;SG
capa	viitta	capa	viisi	N	N;NOM;SG
permitirei	ei	permitir	ei	V	V;SG;3;NEG;FIN;ACT
permitirei	voitin	permitir	voida	V	V;IND;SG;1;PST;FIN;ACT
permitirei	voitti	permitir	voittaa	V	V;IND;SG;3;PST;FIN;ACT
permitirei	voittanut	permitir	voittaa	V	V;NOM;SG;V.PTCP;ACT
prométocho	lupaus	prométocho	lupaus	N	N;NOM;SG
prométocho	lupaa	prométocho	lupa	N	N;PRT;SG
choras	itku	chora	itku	N	N;NOM;SG
choras	itku	chora	itku	N	N;NOM;SG
choras	huuto	chora	huuto	N	N;NOM;SG
estrañas	outoa	estraña	outo	ADJ	ADJ;PRT;SG
estrañas	outo	estraña	outo	ADJ	ADJ;NOM;SG
representantes	edustajat	representante	edustaja	N	N;NOM;PL
representantes	edustajien	representante	edustaja	N	N;GEN;PL
representantes	edustajia	representante	edustaja	N	N;PRT;PL
representantes	edustajat	representante	edustaja	N	N;NOM;PL
representantes	valtuutetut	representante	valtuutettu	N	N;NOM;PL
envexa	kateus	envexa	kateus	N	N;NOM;SG
mel	häämatka	mel	häämä	N	N;NOM;SG
mel	kulta	mel	kulta	N	N;NOM;SG
mel	hunajaa	mel	hunaja	N	N;PRT;SG
mel	hunaja	mel	hunaja	N	N;NOM;SG
cuartel	toimipaikka	cuartel	toimi#paikka	N	N;NOM;SG
cuartel	pääkonttori	cuartel	pää#konttori	N	N;NOM;SG
cuartel	päätoimipaikka	cuartel	pää#toimi#paikka	N	N;NOM;SG
cuartel	päämaja	cuartel	pää#maja	N	N;NOM;SG
cuartel	parakit	cuartel	hyvä	N	N;NOM;PL
calmo	tyyni	calmo	tyyni	N	N;NOM;SG
afecto	hellyyttä	afecto	hellyys	N	N;PRT;SG
mineiros	kaivosmiehet	mineiro	kaivos#mies	N	N;NOM;PL
coide	katso	coidar	katsoa	V	V;IMP;SG;2;FIN;ACT
coide	ottaa	coidar	ottaa	V	V;IND;SG;3;PRS;FIN;ACT
coide	ota	coidar	ottaa	V	V;IMP;SG;2;FIN;ACT
coide	otetaan	coidar	ottaa	V	V;IND;PRS;FIN;PASS
coide	välitä	coidar	välittää	V	V;IMP;SG;2;FIN;ACT
culler	lusikka	culler	lusikka	N	N;NOM;SG
disparan	tuli	disparar	tulla	V	V;IND;SG;0;PST;FIN;ACT
fianza	takuut	fianza	takuu	N	N;NOM;PL
mantas	huopia	manto	huopi	N	N;PRT;PL
pálida	vaalea	pálida	vaalea	ADJ	ADJ;NOM;SG
pálida	kalpea	pálida	kalpea	ADJ	ADJ;NOM;SG
continúe	jatkaa	continuír	jatkaa	V	V;IND;SG;3;PRS;FIN;ACT
continúe	jatkakaa	continuír	jatkaa	V	V;IMP;SG;2;FIN;ACT
continúe	jatka	continuír	jatka	V	V;IMP;SG;2;FIN;ACT
continúe	jatkuu	continuír	jatkua	V	V;IND;SG;3;PRS;FIN;ACT
fresca	cool	frescar	cool	N	N;NOM;SG
honrado	kunnioitettu	honrar	kunnioittaa	V	V;NOM;SG;V.PTCP;PASS
levarei	ottaa	levar	ottaa	V	V;IND;SG;3;PRS;FIN;ACT
levarei	ota	levar	ottaa	V	V;IMP;SG;2;FIN;ACT
levarei	otetaan	levar	ottaa	V	V;IND;PRS;FIN;PASS
serpe	käärme	serpe	käärme	N	N;NOM;SG
serpe	käärme	serpe	käärme	N	N;NOM;SG
valen	kannattaa	valar	kannattaa	V	V;IND;SG;0;PRS;FIN;ACT
bebo	juoma	bebo	juoma	N	N;NOM;SG
dicides	sano	dicidir	sanoa	V	V;IMP;SG;2;FIN;ACT
pelota	pallo	pelota	pallo	N	N;NOM;SG
pelota	pallon	pelota	pallo	N	N;GEN;SG
pelota	kuula	pelota	kuula	N	N;NOM;SG
pelota	tanssiaiset	pelota	tanssiainen	N	N;NOM;PL
pagaron	maksetut	pagar	maksaa	V	V;NOM;PL;V.PTCP;PASS
pagaron	maksettu	pagar	maksaa	V	V;NOM;SG;V.PTCP;PASS
pagaron	maksanut	pagar	maksaa	V	V;NOM;SG;V.PTCP;ACT
pagaron	maksoi	pagar	maksaa	V	V;IND;SG;3;PST;FIN;ACT
chamaches	nimeltään	chamaches	nimi	N	N;AT+ABL;SG
cheminea	savupiipun	chemineo	savu#piippu	N	N;GEN;SG
criticar	kritisoi	criticar	kritisoida	V	V;IND;SG;3;PST;FIN;ACT
criticar	arvostella	criticar	arvostella	V	V;SG;NFIN;ACT
criticar	kritisoida	criticar	kritisoida	V	V;SG;NFIN;ACT
estragar	pilaa	estragar	pilata	V	V;IND;SG;2;PRS;FIN;ACT
estragar	pilata	estragar	pilata	V	V;SG;NFIN;ACT
patrulla	partio	patrulla	partio	N	N;NOM;SG
salta	hyppy	salta	hyppy	N	N;NOM;SG
rematará	päättyy	rematar	päättyä	V	V;IND;SG;3;PRS;FIN;ACT
rematará	päättynyt	rematar	päättyä	V	V;NOM;SG;V.PTCP;ACT
desexas	haluu	desexa	haluta	V	V;IMP;SG;2;FIN;ACT
milicia	miliisi	milicia	miliisi	N	N;NOM;SG
morrese	kuolla	morrer	kuolla	V	V;SG;NFIN;ACT
morrese	kuole	morrer	kuolla	V	V;IMP;SG;2;FIN;ACT
morrese	kuolin	morrer	kuolla	V	V;IND;SG;1;PST;FIN;ACT
morrese	kuoli	morrer	kuolla	V	V;IND;SG;3;PST;FIN;ACT
morrese	kuolivat	morrer	kuolla	V	V;IND;PL;3;PST;FIN;ACT
serea	sireeni	ser	sire	N	N;NOM;SG
chamando	soittaa	chamar	soittaa	V	V;IND;SG;3;PRS;FIN;ACT
chamando	kutsuu	chamar	kutsua	V	V;IND;SG;3;PRS;FIN;ACT
gustouche	teki	gustouche	tehdä	V	V;IND;SG;3;PST;FIN;ACT
gustouche	tykkää	gustouche	tykätä	V	V;IMP;SG;2;FIN;ACT
comerciantes	kauppiaat	comerciante	kauppias	N	N;NOM;PL
comerciantes	kauppiaiden	comerciante	kauppias	N	N;GEN;PL
comerciantes	välittäjät	comerciante	välittäjä	N	N;NOM;PL
comerciantes	kauppiaat	comerciante	kauppias	N	N;NOM;PL
comerciantes	kauppiaiden	comerciante	kauppias	N	N;GEN;PL
comerciantes	kauppiaita	comerciante	kauppias	N	N;PRT;PL
arrestado	pidätetty	arrestar	pidättää	V	V;NOM;SG;V.PTCP;PASS
arrestado	pidätettynä	arrestar	pidättää	V	V;FRML;SG;V.PTCP;PASS
arrestado	pidätettiin	arrestar	pidättää	V	V;IND;PST;FIN;PASS
varón	mies	varón	mies	N	N;NOM;SG
varón	uros	varón	uros	N	N;NOM;SG
varón	poika	varón	poika	N	N;NOM;SG
probábel	epätodennäköistä	probábel	epä#toden#näköinen	ADJ	ADJ;PRT;SG
indio	intian	indio	inti	N	N;GEN;SG
indio	intiaani	indio	intia	N	N;NOM;SG
indio	intialaista	indio	intialainen	N	N;PRT;SG
liras	liiraa	lira	liira	N	N;PRT;SG
berce	kehto	berce	kehto	N	N;NOM;SG
traficante	kauppias	traficante	kauppias	N	N;NOM;SG
traficante	välittäjä	traficante	välittäjä	N	N;NOM;SG
reféns	panttivankeja	refén	pantti#vanki	N	N;PRT;PL
reféns	panttivangit	refén	pantti#vanki	N	N;NOM;PL
dios	jumala	dio	jumala	N	N;NOM;SG
dios	sakea	dio	sakea	N	N;NOM;SG
dios	jeesus	dio	jeesus	N	N;NOM;SG
frota	laivaston	frota	laivasto	N	N;GEN;SG
frota	laivue	frota	laivue	N	N;NOM;SG
frota	kalusto	frota	kalusto	N	N;NOM;SG
frota	laivasto	frota	laivasto	N	N;NOM;SG
celoso	kateellisia	celoso	kateellinen	ADJ	ADJ;PRT;PL
celoso	kateellinen	celoso	kateellinen	ADJ	ADJ;NOM;SG
celoso	mustasukkainen	celoso	mustasukkainen	ADJ	ADJ;NOM;SG
seo	seo	seo	seo	N	N;NOM;SG
mercadorías	hyödykkeiden	mercadoría	hyödyke	N	N;GEN;PL
mercadorías	hyödykkeet	mercadoría	hyödyke	N	N;NOM;PL
mercadorías	tavara	mercadoría	tavara	N	N;NOM;SG
mercadorías	tavarat	mercadoría	tavara	N	N;NOM;PL
mercadorías	tavaran	mercadoría	tavara	N	N;GEN;SG
mercadorías	tavaroiden	mercadoría	tavara	N	N;GEN;PL
anano	kääpiö	anano	kääpiö	N	N;NOM;SG
anano	mies	anano	mies	N	N;NOM;SG
anano	äijä	anano	äijä	N	N;NOM;SG
gueto	ghetto	gueto	ghetto	N	N;NOM;SG
esmeralda	esmeralda	esmeraldar	esmera	N	N;NOM;SG
impulso	pulssi	impulso	pulssi	N	N;NOM;SG
corán	koraani	corán	kora	N	N;NOM;SG
clínicas	kliiniset	clínico	kliininen	ADJ	ADJ;NOM;PL
clínicas	kliininen	clínico	kliininen	ADJ	ADJ;NOM;SG
rifles	kiväärit	rifle	kivä#äri	N	N;NOM;PL
lombo	selkä	lombo	selkä	N	N;NOM;SG
parei	pysähtyi	parei	pysähtyä	V	V;IND;SG;3;PST;FIN;ACT
parei	lopetti	parei	lopettaa	V	V;IND;SG;3;PST;FIN;ACT
parei	pysäytetty	parei	pysäyttää	V	V;NOM;SG;V.PTCP;PASS
procedemento	toimenpide	procedemento	toimen#pide	N	N;NOM;SG
procedemento	menettelytapa	procedemento	menettely#tapa	N	N;NOM;SG
procedemento	menettely	procedemento	menettely	N	N;NOM;SG
custo	kustannukset	custo	kustannus	N	N;NOM;PL
custo	hinta	custo	hinta	N	N;NOM;SG
custo	kulut	custo	kulu	N	N;NOM;PL
custo	kustannus	custo	kustannus	N	N;NOM;SG
aforros	säästöjä	aforro	säästö	N	N;PRT;PL
aforros	säästöt	aforro	säästö	N	N;NOM;PL
aforros	säästöjen	aforro	säästö	N	N;GEN;PL
previr	estä	previr	estää	V	V;IMP;SG;2;FIN;ACT
previr	estettävä	previr	estää	V	V;NOM;SG;V.PTCP;PASS
previr	ehkäistä	previr	ehkäistä	V	V;SG;NFIN;ACT
previr	estää	previr	estää	V	V;IND;SG;PRS;FIN;ACT
chiste	vitsi	chistir	vitsi	N	N;NOM;SG
tigre	tiikeri	tigre	tiikeri	N	N;NOM;SG
crecen	kasva	crecer	kasva	V	V;IMP;SG;2;FIN;ACT
crecen	kasvaa	crecer	kasvaa	V	V;IND;SG;3;PRS;FIN;ACT
crecen	kasvata	crecer	kasvattaa	V	V;IMP;SG;2;FIN;ACT
crecen	kasvattaa	crecer	kasvattaa	V	V;IND;SG;3;PRS;FIN;ACT
crecen	hanki	crecer	hankkia	V	V;IMP;SG;2;FIN;ACT
crecen	saada	crecer	saada	V	V;SG;NFIN;ACT
crecen	saa	crecer	saada	V	V;IND;SG;0;PRS;FIN;ACT
crecen	hae	crecer	hakea	V	V;IMP;SG;2;FIN;ACT
empezan	aloita	empezar	ala	V	V;IMP;SG;2;FIN;ACT
empezan	alkaa	empezar	alkaa	V	V;IND;SG;3;PRS;FIN;ACT
empezan	aloittaa	empezar	aloittaa	V	V;IND;SG;3;PRS;FIN;ACT
conectados	kytketty	conectar	kytkeä	V	V;NOM;SG;V.PTCP;PASS
conectados	yhdistetty	conectar	yhdistää	V	V;NOM;SG;V.PTCP;PASS
conectados	liitetty	conectar	liittää	V	V;NOM;SG;V.PTCP;PASS
tradución	käännös	tradución	käännös	N	N;NOM;SG
tradución	kääntäminen	tradución	kääntäminen	N	N;NOM;SG
tradución	käännökset	tradución	käännös	N	N;NOM;PL
tradución	käännöstä	tradución	kääntö	N	N;IN+ABL;SG
pintar	maalaa	pintar	maalata	V	V;IMP;SG;2;FIN;ACT
instintos	vaistot	instinto	vaisto	N	N;NOM;PL
instintos	vaisto	instinto	vaisto	N	N;NOM;SG
alimentación	ruokaa	alimentación	ruoka	N	N;PRT;SG
alimentación	elintarvikkeet	alimentación	elin#tarvike	N	N;NOM;PL
alimentación	ruoka	alimentación	ruoka	N	N;NOM;SG
alimentación	vaatteet	alimentación	vaate	N	N;NOM;PL
alimentación	vaatetus	alimentación	vaatetus	N	N;NOM;SG
alimentación	vaate	alimentación	vaate	N	N;NOM;SG
alimentación	vaatteita	alimentación	vaate	N	N;PRT;PL
loitas	ottelu	loita	ottelu	N	N;NOM;SG
loitas	taistelu	loita	taistelu	N	N;NOM;SG
bunker	bunkkeri	bunker	bunkkeri	N	N;NOM;SG
bunker	bunkkereita	bunker	bunkkeri	N	N;PRT;PL
favorito	suosikki	favorito	suosikki	N	N;NOM;SG
favorito	lempi	favorito	lempi	N	N;NOM;SG
defensores	puolustajia	defensor	puolustaja	N	N;PRT;PL
defensores	puolustajat	defensor	puolustaja	N	N;NOM;PL
axencias	toimistot	axencia	toimisto	N	N;NOM;PL
axencias	virastot	axencia	virasto	N	N;NOM;PL
axencias	virastojen	axencia	virasto	N	N;GEN;PL
axencias	toimisto	axencia	toimisto	N	N;NOM;SG
axencias	kemikaalivirasto	axencia	kemikaali#virasto	N	N;NOM;SG
axencias	viraston	axencia	virasto	N	N;GEN;SG
axencias	virasto	axencia	virasto	N	N;NOM;SG
pausa	tauko	pausa	tauko	N	N;NOM;SG
celas	solujen	cela	solu	N	N;GEN;PL
celas	soluja	cela	solu	N	N;PRT;PL
celas	solut	cela	solu	N	N;NOM;PL
celas	kennot	cela	kento	N	N;NOM;PL
alfombra	matto	alfombra	matto	N	N;NOM;SG
alfombra	maton	alfombra	matto	N	N;GEN;SG
alfombra	matto	alfombra	matto	N	N;NOM;SG
alfombra	mattoa	alfombra	matto	N	N;PRT;SG
alfombra	maton	alfombra	matto	N	N;GEN;SG
visións	näyt	visión	näyttää	N	N;NOM;PL
visións	näkyjä	visión	näkyjä	N	N;PRT;PL
conceptos	käsitteet	concepto	käsite	N	N;NOM;PL
conceptos	käsitteitä	concepto	käsite	N	N;PRT;PL
xenéticas	geneettistä	xenético	geneettinen	ADJ	ADJ;PRT;SG
xenéticas	geneettinen	xenético	geneettinen	ADJ	ADJ;NOM;SG
asociados	liitetty	asociar	liittää	V	V;NOM;SG;V.PTCP;PASS
asociados	liittyvät	asociar	liittyä	V	V;NOM;PL;V.PTCP;ACT
empregar	käyttää	empregar	käyttää	V	V;IND;SG;PRS;FIN;ACT
empregar	käytä	empregar	käyttää	V	V;IMP;SG;2;FIN;ACT
empregar	käytettävä	empregar	käyttää	V	V;NOM;SG;V.PTCP;PASS
oposición	vastustus	oposición	vastustus	N	N;NOM;SG
oposición	opposition	oposición	oppositio	N	N;GEN;SG
oposición	oppositio	oposición	oppositio	N	N;NOM;SG
agochados	kätketty	agochar	kätkeä	V	V;NOM;SG;V.PTCP;PASS
agochados	piilotettu	agochar	piilottaa	V	V;NOM;SG;V.PTCP;PASS
buraco	reikä	buraco	reikä	N	N;NOM;SG
buraco	aukko	buraco	aukko	N	N;NOM;SG
buraco	kuoppa	buraco	kuoppa	N	N;NOM;SG
buraco	reiän	buraco	reikä	N	N;GEN;SG
inevitable	väistämätön	inevitable	väistämätön	ADJ	ADJ;NOM;SG
inevitable	väistämätöntä	inevitable	väistämätön	ADJ	ADJ;PRT;SG
elevado	korkea	elevado	korkea	ADJ	ADJ;NOM;SG
elevado	korkeat	elevado	korkea	ADJ	ADJ;NOM;PL
elevado	korkealla	elevado	korkea	ADJ	ADJ;AT+ESS
;SG
direccións	suuntaa	dirección	suunta	N	N;PRT;SG
direccións	suuntaan	dirección	suunta	N	N;IN+ALL;SG
direccións	suunta	dirección	suunta	N	N;NOM;SG
direccións	suunnan	dirección	suunta	N	N;GEN;SG
situacións	tilanteita	situación	tilanne	N	N;PRT;PL
situacións	tilanteet	situación	tilanne	N	N;NOM;PL
situacións	tilanteisiin	situación	tilanne	N	N;IN+ALL;PL
odia	vihata	odia	vihata	V	V;SG;NFIN;ACT
odia	vihaan	odia	viha	V	V;IND;SG;1;PRS;FIN;ACT
odia	inhoaa	odia	inhota	V	V;IND;SG;3;PRS;FIN;ACT
facerte	tee	facerte	tehdä	V	V;IMP;SG;2;FIN;ACT
facerte	tehdä	facerte	tehdä	V	V;SG;NFIN;ACT
continúan	jatkaa	continuar	jatkaa	V	V;IND;SG;3;PRS;FIN;ACT
continúan	jatkakaa	continuar	jatkaa	V	V;IMP;SG;2;FIN;ACT
continúan	jatka	continuar	jatka	V	V;IMP;SG;2;FIN;ACT
continúan	jatkuu	continuar	jatkua	V	V;IND;SG;3;PRS;FIN;ACT
tentarei	kokeile	tentar	kokeilla	V	V;IMP;SG;2;FIN;ACT
tentarei	yritä	tentar	yrittää	V	V;IMP;SG;2;FIN;ACT
tentarei	hanki	tentar	hankkia	V	V;IMP;SG;2;FIN;ACT
tentarei	saada	tentar	saada	V	V;SG;NFIN;ACT
tentarei	saa	tentar	saada	V	V;IND;SG;0;PRS;FIN;ACT
tentarei	hae	tentar	hakea	V	V;IMP;SG;2;FIN;ACT
prioridade	etusijalla	prioridade	etu#sija	N	N;AT+ESS
;SG
prioridade	prioriteetti	prioridade	prioriteetti	N	N;NOM;SG
descuberto	löydetty	descuberto	löytää	V	V;NOM;SG;V.PTCP;PASS
descuberto	löydettiin	descuberto	löytää	V	V;IND;PST;FIN;PASS
pensabamos	luulin	pensabar	luulla	V	V;IND;SG;1;PST;FIN;ACT
pensabamos	luuli	pensabar	luulla	V	V;IND;SG;3;PST;FIN;ACT
revistas	lehti	revista	lehti	N	N;NOM;SG
revistas	lehden	revista	lehti	N	N;GEN;SG
revistas	lehtiä	revista	lehti	N	N;PRT;PL
revistas	lehdet	revista	lehti	N	N;NOM;PL
bocas	suut	boca	suu	N	N;NOM;PL
lograr	hanki	lograr	hankkia	V	V;IMP;SG;2;FIN;ACT
lograr	saada	lograr	saada	V	V;SG;NFIN;ACT
lograr	saa	lograr	saada	V	V;IND;SG;0;PRS;FIN;ACT
lograr	hae	lograr	hakea	V	V;IMP;SG;2;FIN;ACT
lograr	tee	lograr	tehdä	V	V;IMP;SG;2;FIN;ACT
lograr	tehdä	lograr	tehdä	V	V;SG;NFIN;ACT
distinguir	kerro	distinguir	kertoa	V	V;IMP;SG;2;FIN;ACT
lagos	lagos	lago	lagos	N	N;NOM;SG
lagos	järvien	lago	järvi	N	N;GEN;PL
lagos	järvet	lago	järvi	N	N;NOM;PL
recentes	viimeaikainen	recente	viimeaikainen	ADJ	ADJ;NOM;SG
recentes	viimeaikaiset	recente	viimeaikainen	ADJ	ADJ;NOM;PL
recentes	viimeisimmät	recente	viimeinen	ADJ	ADJ;NOM;CMPR;PL
certificado	todistusta	certificado	todistus	N	N;PRT;SG
certificado	todistus	certificado	todistus	N	N;NOM;SG
certificado	todistuksen	certificado	todistus	N	N;GEN;SG
pipa	putki	pipa	putki	N	N;NOM;SG
pipa	piippu	pipa	piippu	N	N;NOM;SG
conversas	keskustelut	converso	keskustelu	N	N;NOM;PL
conversas	keskusteluja	converso	keskustelu	N	N;PRT;PL
vivendas	koteihin	vivenda	kote	N	N;IN+ALL;PL
vivendas	koteja	vivenda	koti	N	N;PRT;PL
radical	radikaalia	radical	radikaali	ADJ	ADJ;PRT;SG
radical	radikaali	radical	radikaali	ADJ	ADJ;NOM;SG
prosperidade	vauraus	prosperidade	vauraus	N	N;NOM;SG
prosperidade	hyvinvointia	prosperidade	hyvin#vointi	N	N;PRT;SG
prosperidade	vaurautta	prosperidade	vauraus	N	N;PRT;SG
prosperidade	hyvinvointi	prosperidade	hyvin#vointi	N	N;NOM;SG
exilio	maanpaossa	exilio	maan#pako	N	N;IN+ESS;SG
órganos	elinten	órgano	elin	N	N;GEN;PL
órganos	elimet	órgano	elin	N	N;NOM;PL
decatarse	huomaa	decatarse	huomata	V	V;IMP;SG;2;FIN;ACT
funcións	toiminnot	función	toiminto	N	N;NOM;PL
domina	hallitsee	domina	hallita	V	V;IND;SG;3;PRS;FIN;ACT
modernos	moderni	moderno	moderni	ADJ	ADJ;NOM;SG
modernos	modernia	moderno	moderni	ADJ	ADJ;PRT;SG
modernos	modernit	moderno	moderni	ADJ	ADJ;NOM;PL
modernos	nykyaikainen	moderno	nykyaikainen	ADJ	ADJ;NOM;SG
ostras	ostereita	ostra	osteri	N	N;PRT;PL
ocupados	kiireinen	ocupado	kiireinen	ADJ	ADJ;NOM;SG
avanzada	kehittynyt	avanzar	kehittyä	V	V;NOM;SG;V.PTCP;ACT
avanzada	edistynyt	avanzar	edistyä	V	V;NOM;SG;V.PTCP;ACT
avanzada	kehittyneet	avanzar	kehittyä	V	V;NOM;PL;V.PTCP;ACT
cascos	kypärät	casco	kypärä	N	N;NOM;PL
darvos	antaa	darvo	antaa	V	V;IND;SG;3;PRS;FIN;ACT
darvos	annetaan	darvo	antaa	V	V;IND;PRS;FIN;PASS
darvos	tykkää	darvo	tykätä	V	V;IMP;SG;2;FIN;ACT
botóns	nappeja	botóns	nappi	N	N;PRT;PL
botóns	napit	botóns	nappi	N	N;NOM;PL
interésame	kiinnostuneita	interésame	kiinnostua	V	V;PRT;PL;V.PTCP;ACT
interésame	kiinnostunut	interésame	kiinnostua	V	V;NOM;SG;V.PTCP;ACT
interésame	kiinnostaa	interésame	kiinnostaa	V	V;IND;SG;3;PRS;FIN;ACT
interésame	kiinnostuneet	interésame	kiinnostua	V	V;NOM;PL;V.PTCP;ACT
afirmación	julkilausuma	afirmación	julki#lausuma	N	N;NOM;SG
afirmación	lausunto	afirmación	lausunto	N	N;NOM;SG
afirmación	lausuma	afirmación	lausuma	N	N;NOM;SG
emocionado	jännittää	emocionar	jännittää	V	V;IND;SG;3;PRS;FIN;ACT
emocionado	innostunut	emocionar	innostunut	V	V;NOM;SG;V.PTCP;ACT
champaña	samppanjaa	champaña	samppanja	N	N;PRT;SG
champaña	samppanja	champaña	samppanja	N	N;NOM;SG
lanzou	heitti	lanzar	heittää	V	V;IND;SG;3;PST;FIN;ACT
inda	vielä	inda	vielä	ADV	ADV
inda	vieläkin	inda	vieläkin	ADV	ADV
inda	edelleen	inda	edelleen	ADV	ADV
inda	yhä	inda	yhä	ADV	ADV
chamaría	soita	chamar	soittaa	V	V;IMP;SG;2;FIN;ACT
agricultura	maatalous	agricultura	maa#talous	N	N;NOM;SG
unidas	yhdistyneiden	unir	yhdistynyt	V	V;GEN;PL;V.PTCP;ACT
unidas	yhdistynyt	unir	yhdistyä	V	V;NOM;SG;V.PTCP;ACT
unidas	yhdistyneet	unir	yhdistynyt	V	V;NOM;PL;V.PTCP;ACT
ratos	hiiri	rato	hiiri	N	N;NOM;SG
ratos	hiiret	rato	hiiri	N	N;NOM;PL
ratos	hiirillä	rato	hiiri	N	N;AT+ESS
;PL
ratos	hiiriä	rato	hiiri	N	N;PRT;PL
ratos	rottien	rato	rotti	N	N;GEN;PL
ratos	rottia	rato	rotti	N	N;PRT;PL
ratos	rotilla	rato	rotti	N	N;AT+ESS
;SG
ratos	rotat	rato	rotta	N	N;NOM;PL
plataforma	alusta	plataforma	alku	N	N;IN+ABL;SG
plataforma	foorumi	plataforma	foorumi	N	N;NOM;SG
plataforma	alustan	plataforma	alusta	N	N;GEN;SG
plataforma	laituri	plataforma	laituri	N	N;NOM;SG
celebración	juhla	celebración	juhla	N	N;NOM;SG
celebración	juhlaa	celebración	juhlaa	N	N;PRT;SG
celebración	juhlinta	celebración	juhlinta	N	N;NOM;SG
soubera	tiesi	soubera	tietää	V	V;IND;SG;3;PST;FIN;ACT
soubera	tiesivät	soubera	tietää	V	V;IND;PL;3;PST;FIN;ACT
soubera	tietää	soubera	tietää	V	V;IND;SG;PRS;FIN;ACT
soubera	tiedä	soubera	tietää	V	V;IMP;SG;2;FIN;ACT
provén	tulee	prover	tulla	V	V;IND;SG;3;PRS;FIN;ACT
avós	isovanhemmat	avó	isovashi	N	N;NOM;PL
namorada	rakastaa	namorar	rakastaa	V	V;IND;SG;3;PRS;FIN;ACT
enviado	lähetetty	enviar	lähettää	V	V;NOM;SG;V.PTCP;PASS
enviado	lähetetyt	enviar	lähettää	V	V;NOM;PL;V.PTCP;PASS
dígoo	vain	dígoo	vain	ADV	ADV
evidencias	näyttö	evidencia	näyttö	N	N;NOM;SG
evidencias	todisteet	evidencia	todiste	N	N;NOM;PL
evidencias	todistusaineisto	evidencia	todistus#aineisto	N	N;NOM;SG
evidencias	todisteita	evidencia	todiste	N	N;PRT;PL
preocupados	huolestunut	preocupar	huolestua	V	V;NOM;SG;V.PTCP;ACT
secundaria	korkea	secundario	korkea	ADJ	ADJ;NOM;SG
secundaria	korkeat	secundario	korkea	ADJ	ADJ;NOM;PL
secundaria	korkealla	secundario	korkea	ADJ	ADJ;AT+ESS
;SG
secundaria	toissijainen	secundario	toissijainen	ADJ	ADJ;NOM;SG
