البني	brown	بَنِّيّ	brown	N;NOM;DEF;SG	N;MASC+FEM;SG
فاكهة	fruit	فاكهة	fruit	N;NOM;INDF;SG	N;NEUT;SG
فاكهة	vrucht	فاكهة	vrucht	N;NOM;INDF;SG	N;MASC+FEM;SG
ارتداء	wear	اِرتِدَاء	wear	N;NOM;INDF;SG	N;MASC+FEM;SG
ارتداء	slijtage	اِرتِدَاء	slijtage	N;NOM;INDF;SG	N;MASC+FEM;SG
تكامل	integratie	تَكَامُل	integratie	N;NOM;INDF;SG	N;MASC+FEM;SG
المنفذ	bakboord	مَنفَذ	bakboord	N;NOM;DEF;SG	N;MASC+FEM;SG
المنفذ	haven	مَنفَذ	haven	N;NOM;DEF;SG	N;MASC+FEM;SG
المنفذ	poort	مَنفَذ	poort	N;NOM;DEF;SG	N;MASC+FEM;SG
معتدل	matige	مُعتَدِل	matig	ADJ;NOM;INDF;MASC;SG	ADJ
معتدل	matig	مُعتَدِل	matig	ADJ;NOM;INDF;MASC;SG	ADJ
عجز	invaliditeit	عَجز	invaliditeit	N;NOM;INDF;SG	N;MASC+FEM;SG
عجز	handicap	عَجز	handicap	N;NOM;INDF;SG	N;NEUT;SG
عجز	arbeidsongeschiktheid	عَجز	arbeidsongeschiktheid	N;NOM;INDF;SG	N;MASC+FEM;SG
عجز	deficit	عَجز	deficit	N;NOM;INDF;SG	N;NEUT;SG
عجز	tekort	عَجز	tekort	N;NOM;INDF;SG	N;NEUT;SG
المسافات	afstanden	المسافات	afstand	N;NOM;DEF;PL	N;PL
رفيع	mager	رَفِيع	maag	ADJ;NOM;INDF;MASC;SG	ADJ
رفيع	dun	رَفِيع	dun	ADJ;NOM;INDF;MASC;SG	ADJ
رائدة	baanbrekend	رَائِدَة	baanbrekend	ADJ;NOM;INDF;FEM;SG	ADJ
رائدة	baanbrekende	رَائِدَة	baanbrekend	ADJ;NOM;INDF;FEM;SG	ADJ
استعراض	beoordeling	اِستِعرَاض	beoordeling	N;NOM;INDF;SG	N;MASC+FEM;SG
استعراض	recensie	اِستِعرَاض	recensie	N;NOM;INDF;SG	N;MASC+FEM;SG
استعراض	herziening	اِستِعرَاض	herziening	N;NOM;INDF;SG	N;MASC+FEM;SG
الصمام	ventiel	صَمَام	ventiel	N;NOM;DEF;SG	N;NEUT;SG
الصمام	klep	صَمَام	klep	N;NOM;DEF;SG	N;MASC+FEM;SG
الصمام	hartklep	صَمَام	hartklep	N;NOM;DEF;SG	N;MASC+FEM;SG
الصمام	afsluiter	صَمَام	afsluiter	N;NOM;DEF;SG	N;MASC+FEM;SG
الزواحف	reptielen	الزواحف	reptiel	N;NOM;DEF;PL	N;PL
الزواحف	reptielen	الزواحف	reptiel	N;NOM;DEF;PL	N;PL
صمام	ventiel	صمام	ventiel	N;NOM;INDF;SG	N;NEUT;SG
صمام	klep	صمام	klep	N;NOM;INDF;SG	N;MASC+FEM;SG
صمام	hartklep	صمام	hartklep	N;NOM;INDF;SG	N;MASC+FEM;SG
صمام	afsluiter	صمام	afsluiter	N;NOM;INDF;SG	N;MASC+FEM;SG
المثليين	homoseksuelen	مُثَلِّي	homoseksuel	N;NOM;DEF;PL	N;PL
فضة	zilver	فَضَّة	zilver	N;NOM;INDF;SG	N;NEUT;SG
فضة	silver	فَضَّة	silver	N;NOM;INDF;SG	N;MASC+FEM;SG
السلف	voorganger	سِلَف	voorganger	N;NOM;DEF;SG	N;MASC+FEM;SG
القلاع	kastelen	قَلَاع	kastelen	N;NOM;DEF;PL	N;PL
القلاع	forten	قَلَاع	forten	N;NOM;DEF;PL	N;PL
عشوائية	willekeurige	عَشوَائِيّ	willekeurig	ADJ;NOM;INDF;FEM;SG	ADJ
عشوائية	willekeurig	عَشوَائِيّ	willekeurig	ADJ;NOM;INDF;FEM;SG	ADJ
السعي	zoektocht	سَعي	zoektocht	N;NOM;DEF;SG	N;MASC+FEM;SG
السعي	quest	سَعي	quest	N;NOM;DEF;SG	N;MASC+FEM;SG
السعي	queeste	سَعي	queest	N;NOM;DEF;SG	N;MASC+FEM;SG
السعي	achtervolging	سَعي	achtervolging	N;NOM;DEF;SG	N;MASC+FEM;SG
الخادم	dienaar	خَادِم	dienaar	N;NOM;DEF;SG	N;MASC+FEM;SG
الخادم	server	خَادِم	server	N;NOM;DEF;SG	N;MASC+FEM;SG
انتباه	aandacht	اِنتِبَاه	aandacht	N;NOM;INDF;SG	N;MASC+FEM;SG
انتباه	attentie	اِنتِبَاه	attentie	N;NOM;INDF;SG	N;MASC+FEM;SG
اعتراف	biecht	اِعتِرَاف	biecht	N;NOM;INDF;SG	N;MASC+FEM;SG
اعتراف	bekentenis	اِعتِرَاف	bekentenis	N;NOM;INDF;SG	N;MASC+FEM;SG
البولندي	pools	بُولَندِيّ	pools	ADJ;NOM;DEF;MASC;SG	ADJ
البولندي	poolse	بُولَندِيّ	pools	ADJ;NOM;DEF;MASC;SG	ADJ
تصدير	uitvoer	تَصدِير	uitvoer	N;NOM;INDF;SG	N;MASC+FEM;SG
تصدير	export	تَصدِير	export	N;NOM;INDF;SG	N;MASC+FEM;SG
تصدير	voorwoord	تَصدِير	voorwoord	N;NOM;INDF;SG	N;NEUT;SG
ناقل	drager	نَاقِل	drager	N;NOM;INDF;SG	N;MASC+FEM;SG
ناقل	carrier	نَاقِل	carrier	N;NOM;INDF;SG	N;MASC+FEM;SG
ناقل	transporter	نَاقِل	transporter	N;NOM;INDF;SG	N;MASC+FEM;SG
ناقل	transporteur	نَاقِل	transporteur	N;NOM;INDF;SG	N;MASC+FEM;SG
اربعة	vier	أَربَعَة	vier	NUM;NOM;INDF;MASC	NUM
يعنى	betekend	عَنَى	betekenen	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;PRS;FIN
يعنى	betekent	عَنَى	betekenen	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;PRS;FIN
تضخم	inflatie	تَضَخَّم	inflatie	N;NOM;INDF;SG	N;MASC+FEM;SG
المحامي	advocaat	مُحَامِي	advocaat	N;NOM;DEF;SG	N;MASC+FEM;SG
المحامي	advocaat	مُحَامِي	advocaat	N;NOM;DEF;SG	N;MASC+FEM;SG
المحامي	advocate	مُحَامِي	advocate	N;NOM;DEF;SG	N;MASC+FEM;SG
المحامي	jurist	مُحَامِي	jurist	N;NOM;DEF;SG	N;MASC+FEM;SG
شلل	verlamming	شلل	verlamming	N;NOM;INDF;SG	N;MASC+FEM;SG
الفعاليات	acteurs	الفعاليات	acteur	N;NOM;DEF;PL	N;PL
الفعاليات	actoren	الفعاليات	actor	N;NOM;DEF;PL	N;PL
الفعاليات	gebeurtenissen	الفعاليات	gebeurtenis	N;NOM;DEF;PL	N;PL
الفعاليات	evenementen	الفعاليات	evenement	N;NOM;DEF;PL	N;PL
نوبة	inbeslagneming	نُوبَة	inbeslagneming	N;NOM;INDF;SG	N;MASC+FEM;SG
نوبة	inbeslagname	نُوبَة	inbeslagname	N;NOM;INDF;SG	N;MASC+FEM;SG
نصيحة	advies	نَصِيحَة	advies	N;NOM;INDF;SG	N;NEUT;SG
نصيحة	tip	نَصِيحَة	tip	N;NOM;INDF;SG	N;MASC+FEM;SG
نصيحة	fooi	نَصِيحَة	fooi	N;NOM;INDF;SG	N;MASC+FEM;SG
كتل	blokken	كتل	blok	N;NOM;INDF;PL	N;PL
منشور	bericht	مَنشُور	bericht	N;NOM;INDF;SG	N;NEUT;SG
منشور	post	مَنشُور	post	N;NOM;INDF;SG	N;MASC+FEM;SG
سنوي	jaarlijks	سَنَوِيّ	jaarlijks	ADJ;NOM;INDF;MASC;SG	ADJ
سنوي	jaarlijks	سَنَوِيّ	jaarlijks	ADJ;NOM;INDF;MASC;SG	ADJ
انفصال	breuk	اِنفِصَال	breuk	N;NOM;INDF;SG	N;MASC+FEM;SG
انفصال	scheiding	اِنفِصَال	scheiding	N;NOM;INDF;SG	N;MASC+FEM;SG
انفصال	afscheiding	اِنفِصَال	afscheiding	N;NOM;INDF;SG	N;MASC+FEM;SG
المواهب	talenten	مَوهِب	talent	N;NOM;DEF;PL	N;PL
التقاعد	pensionering	تَقَاعُد	pensionering	N;NOM;DEF;SG	N;MASC+FEM;SG
جثة	lichaam	جُثَّة	lichaam	N;NOM;INDF;SG	N;NEUT;SG
جثة	body	جُثَّة	body	N;NOM;INDF;SG	N;MASC+FEM;SG
جثة	lijk	جُثَّة	lijk	N;NOM;INDF;SG	N;NEUT;SG
الزي	kostuum	اَلزَذِي	kostuum	N;NOM;DEF;SG	N;NEUT;SG
المتمردين	rebellen	مُتَمَرِّد	rebel	N;NOM;DEF;PL	N;PL
العناوين	titels	عُنوَان	titel	N;NOM;DEF;PL	N;PL
العناوين	adressen	عُنوَان	adres	N;NOM;DEF;PL	N;PL
الغبار	stof	غُبَار	stof	N;NOM;DEF;SG	N;MASC+FEM;SG
مادية	materialistische	مَادِّيّ	materialistisch	ADJ;NOM;INDF;FEM;SG	ADJ
الفخذ	dijbeen	فَخذ	dijbeen	N;NOM;DEF;SG	N;NEUT;SG
الفخذ	dij	فَخذ	dij	N;NOM;DEF;SG	N;MASC+FEM;SG
غامضة	geheimzinnig	غَامِض	geheimzinnig	ADJ;NOM;INDF;FEM;SG	ADJ
غامضة	mysterieuze	غَامِض	mysterieus	ADJ;NOM;INDF;FEM;SG	ADJ
غامضة	geheimzinnige	غَامِض	geheimzinnig	ADJ;NOM;INDF;FEM;SG	ADJ
غامضة	mysterieus	غَامِض	mysterieus	ADJ;NOM;INDF;FEM;SG	ADJ
المرجانية	coral	مَرجَانِيّ	coral	N;NOM;DEF;SG	N;MASC+FEM;SG
المرجانية	koraal	مَرجَانِيّ	koraal	N;NOM;DEF;SG	N;NEUT;SG
الاقتراع	peiling	اِقتِرَاع	peiling	N;NOM;DEF;SG	N;MASC+FEM;SG
العبور	oversteek	عُبُور	oversteek	N;NOM;DEF;SG	N;MASC+FEM;SG
العبور	transit	عُبُور	transit	N;NOM;DEF;SG	N;MASC+FEM;SG
العبور	doorreis	عُبُور	doorreis	N;NOM;DEF;SG	N;NEUT;SG
العبور	doorvoer	عُبُور	doorvoer	N;NOM;DEF;SG	N;MASC+FEM;SG
نمت	sliep	نَمّ	slapen	V;PFV;FEM;SG;3;ACT	V;SG;PST;FIN
نمت	geslapen	نَمّ	slapen	V;PFV;FEM;SG;3;ACT	V;V.PTCP
تخصصات	majors	خَصَّص	major	N;NOM;INDF;PL	N;PL
تخصصات	specialiteiten	خَصَّص	specialiteit	N;NOM;INDF;PL	N;PL
تخصصات	specialiteiten	خَصَّص	specialiteit	N;NOM;INDF;PL	N;PL
اشتباكات	botsingen	اِشتِبَاك	botsing	N;NOM;INDF;PL	N;PL
مرادفات	synoniemen	مُرَادَفَة	synoniem	N;NOM;INDF;PL	N;PL
كوب	kopje	كُوب	kopje	N;NOM;INDF;SG	N;NEUT;SG
كوب	beker	كُوب	beker	N;NOM;INDF;SG	N;MASC+FEM;SG
المدربين	coaches	مُدَرِّب	coaches	N;NOM;DEF;PL	N;PL
المدربين	trainers	مُدَرِّب	trainer	N;NOM;DEF;PL	N;PL
المدربين	instructeurs	مُدَرِّب	instructeur	N;NOM;DEF;PL	N;PL
المدربين	trainers	مُدَرِّب	trainer	N;NOM;DEF;PL	N;PL
البربر	berber	البربر	berber	N;NOM;DEF;SG	N;MASC+FEM;SG
المواطنة	burgerschap	مُوَاطَنَة	burgerschap	N;NOM;DEF;SG	N;NEUT;SG
المواطنة	staatsburgerschap	مُوَاطَنَة	staatsburgerschap	N;NOM;DEF;SG	N;MASC+FEM;SG
بلورات	kristallen	بَلوَر	kristal	N;NOM;INDF;PL	N;PL
الاسلامية	islamitische	إِسلَامِيّ	islamitisch	ADJ;NOM;DEF;FEM;SG	ADJ
الاسلامية	islamitisch	إِسلَامِيّ	islamitisch	ADJ;NOM;DEF;FEM;SG	ADJ
الهرب	ontsnapping	الهرب	ontsnapping	N;NOM;DEF;SG	N;MASC+FEM;SG
الهرب	escape	الهرب	escape	N;NOM;DEF;SG	N;MASC+FEM;SG
الحرجة	kritiek	حَرِج	kritiek	N;NOM;DEF;SG	N;MASC+FEM;SG
عريض	wijd	عَرِيض	wijden	ADJ;NOM;INDF;MASC;SG	ADJ
عريض	breed	عَرِيض	breed	ADJ;NOM;INDF;MASC;SG	ADJ
عريض	gedurfd	عَرِيض	durven	ADJ;NOM;INDF;MASC;SG	ADJ
عريض	brutaal	عَرِيض	brutaal	ADJ;NOM;INDF;MASC;SG	ADJ
عريض	breed	عَرِيض	breed	ADJ;NOM;INDF;MASC;SG	ADJ
عريض	brede	عَرِيض	breed	ADJ;NOM;INDF;MASC;SG	ADJ
كهف	grot	كهف	grot	N;NOM;INDF;SG	N;MASC+FEM;SG
النمل	ant	نَمَل	ant	N;NOM;DEF;SG	N;MASC+FEM;SG
النمل	mier	نَمَل	mier	N;NOM;DEF;SG	N;MASC+FEM;SG
برية	wild	بَرِّيّ	wild	ADJ;NOM;INDF;FEM;SG	ADJ
المصرف	bank	مَصرِف	bank	N;NOM;DEF;SG	N;MASC+FEM;SG
متكررة	veelvuldig	مُتَكَرِّر	veelvuldig	ADJ;NOM;INDF;FEM;SG	ADJ
متكررة	frequente	مُتَكَرِّر	frequente	ADJ;NOM;INDF;FEM;SG	ADJ
متكررة	frequent	مُتَكَرِّر	frequent	ADJ;NOM;INDF;FEM;SG	ADJ
الحلم	droom	حُلم	droom	N;NOM;DEF;SG	N;MASC+FEM;SG
الحلم	dream	حُلم	dream	N;NOM;DEF;SG	N;MASC+FEM;SG
وزارات	ministeries	وِزَارَة	ministerie	N;NOM;INDF;PL	N;PL
شريحة	plakje	شَرِيحَة	plak	N;NOM;INDF;SG	N;NEUT;SG
شريحة	segment	شَرِيحَة	segment	N;NOM;INDF;SG	N;NEUT;SG
العتيقة	antiek	عِتِّيقَة	antiek	N;NOM;DEF;SG	N;MASC+FEM;SG
المقاتلين	strijders	مُقَاتِل	strijder	N;NOM;DEF;PL	N;PL
المقاتلين	vechters	مُقَاتِل	vechter	N;NOM;DEF;PL	N;PL
المقاتلين	fighters	مُقَاتِل	fighter	N;NOM;DEF;PL	N;PL
المقاتلين	boksers	مُقَاتِل	bokser	N;NOM;DEF;PL	N;PL
مشغل	operator	مُشَغِّل	operator	N;NOM;INDF;SG	N;MASC+FEM;SG
مشغل	exploitant	مُشَغِّل	exploitant	N;NOM;INDF;SG	N;MASC+FEM;SG
مشغل	telefoniste	مُشَغِّل	telefonist	N;NOM;INDF;SG	N;MASC+FEM;SG
مشغل	speler	مُشَغِّل	speler	N;NOM;INDF;SG	N;MASC+FEM;SG
مشغل	player	مُشَغِّل	player	N;NOM;INDF;SG	N;MASC+FEM;SG
يدير	loopt	أَدَار	lopen	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;PRS;FIN
دفعت	betaalde	دَفَع	betalen	V;PFV;FEM;SG;3;ACT	V;SG;PST;FIN
دفعت	betaald	دَفَع	betalen	V;PFV;FEM;SG;3;ACT	V;V.PTCP
نعمة	zegening	نعمة	zegening	N;NOM;INDF;SG	N;MASC+FEM;SG
نعمة	zegen	نعمة	zegen	N;NOM;INDF;SG	N;MASC+FEM;SG
نعمة	gratie	نعمة	gratie	N;NOM;INDF;SG	N;MASC+FEM;SG
نعمة	grace	نعمة	grace	N;NOM;INDF;SG	N;MASC+FEM;SG
اندماج	fusie	اِندِمَاج	fusie	N;NOM;INDF;SG	N;MASC+FEM;SG
اندماج	fusie	اِندِمَاج	fusie	N;NOM;INDF;SG	N;MASC+FEM;SG
اندماج	fusion	اِندِمَاج	fusion	N;NOM;INDF;SG	N;MASC+FEM;SG
اندماج	kernfusie	اِندِمَاج	kernfusie	N;NOM;INDF;SG	N;MASC+FEM;SG
السقوط	herfst	سُقُوط	herfst	N;NOM;DEF;SG	N;MASC+FEM;SG
السقوط	fall	سُقُوط	fall	N;NOM;DEF;SG	N;MASC+FEM;SG
العزل	isolatie	عَزل	isolatie	N;NOM;DEF;SG	N;MASC+FEM;SG
العزل	isolatie	عَزل	isolatie	N;NOM;DEF;SG	N;MASC+FEM;SG
العزل	afzondering	عَزل	afzondering	N;NOM;DEF;SG	N;MASC+FEM;SG
العزل	isolement	عَزل	isolement	N;NOM;DEF;SG	N;NEUT;SG
العزل	segregatie	عَزل	segregatie	N;NOM;DEF;SG	N;MASC+FEM;SG
احتفالات	feestdagen	اِحتِفَال	feestdag	N;NOM;INDF;PL	N;PL
احتفالات	festiviteiten	اِحتِفَال	festiviteit	N;NOM;INDF;PL	N;PL
القرش	shark	قَرش	shark	N;NOM;DEF;SG	N;MASC+FEM;SG
القرش	haai	قَرش	haai	N;NOM;DEF;SG	N;MASC+FEM;SG
الانتصار	zege	اِنتِصَار	zege	N;NOM;DEF;SG	N;MASC+FEM;SG
الانتصار	overwinning	اِنتِصَار	overwinning	N;NOM;DEF;SG	N;MASC+FEM;SG
الانتصار	victorie	اِنتِصَار	victorie	N;NOM;DEF;SG	N;MASC+FEM;SG
الانتصار	victory	اِنتِصَار	victory	N;NOM;DEF;SG	N;MASC+FEM;SG
الاختراع	uitvinding	اِختِرَاع	uitvinding	N;NOM;DEF;SG	N;MASC+FEM;SG
شرائح	geleiders	شَرِيحَة	geleider	N;NOM;INDF;PL	N;PL
شرائح	glijbanen	شَرِيحَة	glijbaan	N;NOM;INDF;PL	N;PL
شرائح	plakjes	شَرِيحَة	plak	N;NOM;INDF;PL	N;PL
يتلقى	ontvangt	تَلَقَّى	ontvangen	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;PRS;FIN
الشغب	oproer	شَغَب	oproer	N;NOM;DEF;SG	N;NEUT;SG
الشغب	rel	شَغَب	rel	N;NOM;DEF;SG	N;MASC+FEM;SG
المطالبة	claim	مُطَالَبَة	claim	N;NOM;DEF;SG	N;NEUT;SG
رباعية	viervoudige	رُبَاعِيّ	viervoudig	ADJ;NOM;INDF;FEM;SG	ADJ
مختلفين	verschillend	مُختَلِف	verschillend	ADJ;ACC;INDF;MASC;PL	ADJ
مختلفين	verschillende	مُختَلِف	verschillend	ADJ;ACC;INDF;MASC;PL	ADJ
الرسومات	tekeningen	رَسمَة	tekening	N;NOM;DEF;PL	N;PL
الرسومات	grafieken	رَسمَة	grafiek	N;NOM;DEF;PL	N;PL
الرسومات	graphics	رَسمَة	graphics	N;NOM;DEF;PL	N;PL
الصوف	vlies	صَوف	vlies	N;NOM;DEF;SG	N;NEUT;SG
الصوف	wol	صَوف	wol	N;NOM;DEF;SG	N;MASC+FEM;SG
طقوس	rituelen	طَقس	rituel	N;NOM;INDF;PL	N;PL
طقوس	rituelen	طَقس	rituel	N;NOM;INDF;PL	N;PL
الاستهلاك	verbruik	اِستِهلَاك	verbruik	N;NOM;DEF;SG	N;NEUT;SG
الاستهلاك	consumptie	اِستِهلَاك	consumptie	N;NOM;DEF;SG	N;MASC+FEM;SG
الاستهلاك	waardevermindering	اِستِهلَاك	waardevermindering	N;NOM;DEF;SG	N;MASC+FEM;SG
الاستهلاك	afschrijving	اِستِهلَاك	afschrijving	N;NOM;DEF;SG	N;MASC+FEM;SG
سباح	zwemmer	سَبَّاح	zwemmer	N;NOM;INDF;SG	N;MASC+FEM;SG
سباح	zwemster	سَبَّاح	zwemster	N;NOM;INDF;SG	N;MASC+FEM;SG
تنام	slapen	تنام	slapen	V;MASC;IMP;SG;FIN	V;NFIN
تنام	slapend	تنام	slapen	V;MASC;IMP;SG;FIN	V;V.PTCP
الالعاب	games	لَعب	game	N;NOM;DEF;PL	N;PL
الالعاب	spelletjes	لَعب	spel	N;NOM;DEF;PL	N;PL
الالعاب	spellen	لَعب	spellen	N;NOM;DEF;PL	N;PL
صدمة	schok	صَدمَة	schok	N;NOM;INDF;SG	N;MASC+FEM;SG
صدمة	shock	صَدمَة	shock	N;NOM;INDF;SG	N;MASC+FEM;SG
اكتسبت	verkregen	اِكتَسَب	verkrijgen	V;PFV;FEM;SG;3;ACT	V;V.PTCP
اكتسبت	verworven	اِكتَسَب	verwerven	V;PFV;FEM;SG;3;ACT	V;V.PTCP
مقدسة	heilig	مُقَدَّس	heilig	ADJ;NOM;INDF;FEM;SG	ADJ
مقدسة	heilige	مُقَدَّس	heilige	ADJ;NOM;INDF;FEM;SG	ADJ
رشح	filteren	رَشَح	filteren	V;PFV;MASC;SG;3;ACT	V;NFIN
رشح	voorgedragen	رَشَح	voordragen	V;PFV;MASC;SG;3;ACT	V;V.PTCP
رشح	genomineerd	رَشَح	nomineren	V;PFV;MASC;SG;3;ACT	V;V.PTCP
الوردي	pink	وَردِيّ	pink	N;NOM;DEF;SG	N;MASC+FEM;SG
الوردي	roze	وَردِيّ	roze	N;NOM;DEF;SG	N;MASC+FEM;SG
التنافس	wedijver	تَنَافُس	wedijver	N;NOM;DEF;SG	N;MASC+FEM;SG
التنافس	rivaliteit	تَنَافُس	rivaliteit	N;NOM;DEF;SG	N;MASC+FEM;SG
المشروبات	drankjes	مَشرُوب	drank	N;NOM;DEF;PL	N;PL
المشروبات	dranken	مَشرُوب	drank	N;NOM;DEF;PL	N;PL
تحلل	ontleding	حَلَّل	ontleding	N;NOM;INDF;SG	N;MASC+FEM;SG
تحلل	ontbinding	حَلَّل	ontbinding	N;NOM;INDF;SG	N;MASC+FEM;SG
وصفة	recept	وصفة	recept	N;NOM;INDF;SG	N;NEUT;SG
وصفة	voorschrift	وصفة	voorschrift	N;NOM;INDF;SG	N;NEUT;SG
وصفة	recept	وصفة	recept	N;NOM;INDF;SG	N;NEUT;SG
كثيفة	dichte	كَثِيف	dicht	ADJ;NOM;INDF;FEM;SG	ADJ
ينظم	reguleert	نَظَّم	reguleren	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;PRS;FIN
ينظم	organiseert	نَظَّم	organiseren	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;PRS;FIN
الباكستانية	pakistaanse	بَاكِستَانِيّ	pakistaans	ADJ;NOM;DEF;FEM;SG	ADJ
المثقفين	intellectuelen	مُثَقَّف	intellectuel	N;NOM;DEF;PL	N;PL
القبر	tombe	قَبر	tombe	N;NOM;DEF;SG	N;MASC+FEM;SG
القبر	graftombe	قَبر	graftombe	N;NOM;DEF;SG	N;MASC+FEM;SG
القبر	graf	قَبر	graf	N;NOM;DEF;SG	N;NEUT;SG
القبر	grave	قَبر	grave	N;NOM;DEF;SG	N;MASC+FEM;SG
القبر	graf	قَبر	graf	N;NOM;DEF;SG	N;NEUT;SG
دستورية	constitutionele	دُستُورِيّ	constitutioneel	ADJ;NOM;INDF;FEM;SG	ADJ
دستورية	grondwettelijke	دُستُورِيّ	grondwettelijk	ADJ;NOM;INDF;FEM;SG	ADJ
دستورية	constitutioneel	دُستُورِيّ	constitutioneel	ADJ;NOM;INDF;FEM;SG	ADJ
دستورية	grondwettelijk	دُستُورِيّ	grondwettelijk	ADJ;NOM;INDF;FEM;SG	ADJ
تاجر	koopman	تَاجِر	koopman	N;NOM;INDF;SG	N;MASC+FEM;SG
تاجر	handelaar	تَاجِر	handelaar	N;NOM;INDF;SG	N;MASC+FEM;SG
تاجر	handelaar	تَاجِر	handelaar	N;NOM;INDF;SG	N;MASC+FEM;SG
تاجر	dealer	تَاجِر	dealer	N;NOM;INDF;SG	N;MASC+FEM;SG
تاجر	handelaar	تَاجِر	handelaar	N;NOM;INDF;SG	N;MASC+FEM;SG
مؤامرة	plot	مُؤَامَرَة	plot	N;NOM;INDF;SG	N;MASC+FEM;SG
مؤامرة	perceel	مُؤَامَرَة	perceel	N;NOM;INDF;SG	N;NEUT;SG
مؤامرة	complot	مُؤَامَرَة	complot	N;NOM;INDF;SG	N;NEUT;SG
مؤامرة	complot	مُؤَامَرَة	complot	N;NOM;INDF;SG	N;NEUT;SG
مؤامرة	samenzwering	مُؤَامَرَة	samenzwering	N;NOM;INDF;SG	N;MASC+FEM;SG
رقمي	digitaal	رَقَمِيّ	digitaal	ADJ;NOM;INDF;MASC;SG	ADJ
الفتنة	opruiing	فِتنَة	opruiing	N;NOM;DEF;SG	N;MASC+FEM;SG
مزدوجة	dubbel	مُزدَوِج	dubbel	ADJ;NOM;INDF;FEM;SG	ADJ
مزدوجة	dubbele	مُزدَوِج	dubbel	ADJ;NOM;INDF;FEM;SG	ADJ
الاستراتيجي	strategisch	إِسترَاتِيجِيّ	strategisch	ADJ;NOM;DEF;MASC;SG	ADJ
الفواكه	vruchten	فَاكِهَة	vrucht	N;NOM;DEF;PL	N;PL
الفواكه	vruchten	فَاكِهَة	vrucht	N;NOM;DEF;PL	N;PL
تسوية	vereffening	تَسوِيَة	vereffening	N;NOM;INDF;SG	N;MASC+FEM;SG
تسوية	nederzetting	تَسوِيَة	nederzetting	N;NOM;INDF;SG	N;MASC+FEM;SG
تسوية	schikking	تَسوِيَة	schikking	N;NOM;INDF;SG	N;MASC+FEM;SG
تسوية	afwikkeling	تَسوِيَة	afwikkeling	N;NOM;INDF;SG	N;MASC+FEM;SG
تسوية	compromis	تَسوِيَة	compromis	N;NOM;INDF;SG	N;NEUT;SG
الالكتروني	elektronisch	إِلِكترُونِيّ	elektronisch	ADJ;NOM;DEF;MASC;SG	ADJ
الاتحادي	federale	اِتِّحَادِيّ	federaal	ADJ;NOM;DEF;MASC;SG	ADJ
الاتحادي	federaal	اِتِّحَادِيّ	federaal	ADJ;NOM;DEF;MASC;SG	ADJ
حراري	thermische	حراري	thermisch	ADJ;NOM;INDF;MASC;SG	ADJ
حراري	thermisch	حراري	thermisch	ADJ;NOM;INDF;MASC;SG	ADJ
نشرة	bulletin	نَشرَة	bulletin	N;NOM;INDF;SG	N;NEUT;SG
قادرين	capabel	قَادِر	capabel	ADJ;NOM;INDF;MASC;PL	ADJ
قادرين	bekwaam	قَادِر	bekwaam	ADJ;NOM;INDF;MASC;PL	ADJ
استقالة	ontslagbrief	اِستِقَالَة	ontslagbrief	N;NOM;INDF;SG	N;MASC+FEM;SG
استقالة	ontslag	اِستِقَالَة	ontslag	N;NOM;INDF;SG	N;NEUT;SG
مكناس	meknès	مكناس	meknès	N;NOM;INDF;SG	N;SG
المثالي	ideaal	مِثَالِي	ideaal	ADJ;NOM;DEF;MASC;SG	ADJ
القطعة	stuk	قُطعَة	stuk	N;NOM;DEF;SG	N;NEUT;SG
القطعة	stukje	قُطعَة	stuk	N;NOM;DEF;SG	N;NEUT;SG
القطعة	segment	قُطعَة	segment	N;NOM;DEF;SG	N;NEUT;SG
المعارضين	tegenstanders	مُعَارِض	tegenstander	N;NOM;DEF;PL	N;PL
افراد	particulieren	فَرد	particulier	N;NOM;INDF;PL	N;PL
افراد	individuen	فَرد	individuen	N;NOM;INDF;PL	N;PL
التسمم	vergiftiging	تَسَمُّم	vergiftiging	N;NOM;DEF;SG	N;MASC+FEM;SG
حليب	melk	حليب	melk	N;NOM;INDF;SG	N;MASC+FEM;SG
النظير	peer	نَظِير	peer	N;NOM;DEF;SG	N;MASC+FEM;SG
النظير	tegenprestatie	نَظِير	tegenprestatie	N;NOM;DEF;SG	N;MASC+FEM;SG
النظير	tegenhanger	نَظِير	tegenhanger	N;NOM;DEF;SG	N;MASC+FEM;SG
بندقية	jachtgeweer	بُندُقِيَّة	jachtgeweer	N;NOM;INDF;SG	N;NEUT;SG
بندقية	shotgun	بُندُقِيَّة	shotgun	N;NOM;INDF;SG	N;MASC+FEM;SG
بندقية	geweer	بُندُقِيَّة	geweer	N;NOM;INDF;SG	N;NEUT;SG
بندقية	geweer	بُندُقِيَّة	geweer	N;NOM;INDF;SG	N;NEUT;SG
المعيشة	living	مَعِيشَة	living	N;NOM;DEF;SG	N;MASC+FEM;SG
الاكتشاف	ontdekking	اِكتِشَاف	ontdekking	N;NOM;DEF;SG	N;MASC+FEM;SG
