matado	zabil	matado	zabít	V	V;MASC;SG;POS;PST;V.PTCP;ACT
encargo	objednávka	encargo	objednávka	N	N;NOM;FEM;SG;POS
asiáticos	asijský	asiático	asijský	ADJ	ADJ;INAN;NOM;MASC;SG;POS
asiáticos	asijská	asiático	asijský	ADJ	ADJ;NOM;FEM;SG;POS
asiáticos	asijské	asiático	asijský	ADJ	ADJ;NOM;MASC;PL;POS
factor	činitel	factor	činitel	N	N;ANIM;NOM;MASC;SG;POS
factor	faktor	factor	faktor	N	N;INAN;NOM;MASC;SG;POS
labor	práce	labor	práce	N	N;NOM;FEM;SG;POS
labor	prace	labor	prace	N	N;NOM;FEM;SG;POS
labor	práci	labor	práce	N	N;ACC;FEM;SG;POS
labor	úkol	labor	úkol	N	N;INAN;NOM;MASC;SG;POS
labor	úloha	labor	úloha	N	N;NOM;FEM;SG;POS
queimado	spálil	queimar	spálit	V	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
perpetua	zivot	perpetuar	zivot	N	N;NOM;MASC;SG;POS
perpetua	život	perpetuar	život	N	N;INAN;NOM;MASC;SG;POS
aparencia	vzhled	aparencia	vzhled	N	N;INAN;NOM;MASC;SG;POS
mesas	stoly	mesa	stůl	N	N;INAN;NOM;MASC;PL;POS
mesas	tabulky	mesa	tabulka	N	N;NOM;FEM;PL;POS
cinto	pásek	cinto	pásek	N	N;INAN;NOM;MASC;SG;POS
cinto	pás	cinto	pás	N	N;INAN;NOM;MASC;SG;POS
cinto	opasek	cinto	opasek	N	N;INAN;NOM;MASC;SG;POS
camiñamos	chodit	camiñar	chodit	V	V;IPFV;POS;NFIN
lectura	čtení	lectura	čtení	N	N;NOM;NEUT;SG;POS
batallas	bitev	batalla	bitva	N	N;GEN;FEM;PL;POS
batallas	bitvy	batalla	bitva	N	N;NOM;FEM;PL;POS
propietaria	majitel	propietaria	majitel	N	N;ANIM;NOM;MASC;SG;POS
propietaria	vlastník	propietaria	vlastník	N	N;ANIM;NOM;MASC;SG;POS
propietaria	majitelka	propietaria	majitelka	N	N;NOM;FEM;SG;POS
bonitos	nádhera	bonito	nádhera	N	N;NOM;FEM;SG;POS
matamos	zabil	matar	zabít	V	V;MASC;SG;POS;PST;V.PTCP;ACT
sentou	seděl	sentar	sedět	V	V;MASC;SG;POS;PST;V.PTCP;ACT
mates	matematiku	mate	matematika	N	N;ACC;FEM;SG;POS
mates	matematiky	mate	matematika	N	N;NOM;FEM;PL;POS
mates	matematika	mate	matematika	N	N;NOM;FEM;SG;POS
columnas	sloupce	columna	sloupec	N	N;INAN;NOM;MASC;PL;POS
columnas	sloupy	columna	sloup	N	N;INAN;NOM;MASC;PL;POS
furgoneta	dodávka	furgonetar	dodávka	N	N;NOM;FEM;SG;POS
numerosos	mnohé	numeroso	mnohý	ADJ	ADJ;NOM;MASC;PL;POS
numerosos	mnozí	numeroso	mnohý	ADJ	ADJ;ANIM;NOM;MASC;PL;POS
reforma	reformu	reforma	reforma	N	N;ACC;FEM;SG;POS
reforma	reforma	reforma	reforma	N	N;NOM;FEM;SG;POS
reforma	reformy	reforma	reforma	N	N;NOM;FEM;PL;POS
incendio	oheň	incendio	oheň	N	N;INAN;NOM;MASC;SG;POS
incendio	požár	incendio	požár	N	N;INAN;NOM;MASC;SG;POS
estuda	studovat	estudar	studovat	V	V;IPFV;POS;NFIN
estuda	studuje	estudar	studovat	V	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
decepción	zklamání	decepción	zklamání	N	N;NOM;NEUT;SG;POS
reportaxe	zpráva	reportaxe	zpráva	N	N;NOM;FEM;SG;POS
reportaxe	report	reportaxe	report	N	N;INAN;NOM;MASC;SG;POS
reportaxe	hlášení	reportaxe	hlášení	N	N;NOM;NEUT;SG;POS
reportaxe	nahlášení	reportaxe	nahlášení	N	N;NOM;NEUT;SG;POS
leopardo	leopard	leopardo	leopard	N	N;INAN;NOM;MASC;SG;POS
europea	evropská	europeo	evropský	ADJ	ADJ;NOM;FEM;SG;POS
europea	evropské	europeo	evropský	ADJ	ADJ;NOM;MASC;SG;POS
europea	evropský	europeo	evropský	ADJ	ADJ;INAN;NOM;MASC;SG;POS
mona	mona	mona	mona	N	N;NOM;FEM;SG;POS
oracións	modlitba	oración	modlitba	N	N;NOM;FEM;SG;POS
oracións	modliteb	oración	modlitba	N	N;NOM;FEM;PL;POS
oracións	modlitby	oración	modlitba	N	N;NOM;FEM;PL;POS
xentes	lidí	xente	člověk	N	N;ANIM;GEN;MASC;PL;POS
xentes	lidi	xente	člověk	N	N;ANIM;NOM;MASC;PL;POS
xentes	lidé	xente	člověk	N	N;ANIM;NOM;MASC;PL;POS
xentes	lidem	xente	člověk	N	N;ANIM;DAT;MASC;PL;POS
xentes	people	xente	people	N	N;MASC;SG;POS
radiación	ozařování	radiación	ozařování	N	N;NOM;NEUT;SG;POS
radiación	ozáření	radiación	ozáření	N	N;NOM;NEUT;SG;POS
radiación	radiace	radiación	radiace	N	N;NOM;FEM;SG;POS
radiación	ozařování	radiación	ozařování	N	N;NOM;NEUT;SG;POS
radiación	záření	radiación	záření	N	N;NOM;NEUT;SG;POS
marco	země	marco	země	N	N;NOM;FEM;SG;POS
marco	zem	marco	země	N	N;ACC;FEM;SG;POS
marco	rámec	marco	rámec	N	N;INAN;NOM;MASC;SG;POS
marco	rám	marco	rám	N	N;INAN;NOM;MASC;SG;POS
marco	rámeček	marco	rámeček	N	N;INAN;NOM;MASC;SG;POS
rumbo	kurz	rumbo	kurs	N	N;INAN;NOM;MASC;SG;POS
rumbo	kurs	rumbo	kurs	N	N;INAN;NOM;MASC;SG;POS
vestíbulo	hala	vestíbulo	hala	N	N;NOM;FEM;SG;POS
vestíbulo	lobby	vestíbulo	lobby	N	N;FEM;POS
vestíbulo	hala	vestíbulo	hala	N	N;NOM;FEM;SG;POS
vestíbulo	haly	vestíbulo	hala	N	N;NOM;FEM;PL;POS
vestíbulo	sál	vestíbulo	sál	N	N;INAN;NOM;MASC;SG;POS
ave	pták	ave	pták	N	N;ANIM;NOM;MASC;SG;POS
ave	ptáček	ave	ptáček	N	N;ANIM;NOM;MASC;SG;POS
voa	letí	voar	letět	V	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
chegado	pojď	chegar	pojď	V	V;IMP;SG;2;POS;FIN
brutalidade	brutalita	brutalidade	brutalita	N	N;NOM;FEM;SG;POS
transición	přechod	transición	přechod	N	N;INAN;NOM;MASC;SG;POS
caldeiro	vězení	caldeiro	vězení	N	N;NOM;NEUT;SG;POS
caldeiro	kbelík	caldeiro	kbelík	N	N;INAN;NOM;MASC;SG;POS
atopaba	bylo	atopar	být	V	V;NEUT;SG;POS;PST;V.PTCP;ACT
atopaba	byl	atopar	být	V	V;MASC;SG;POS;PST;V.PTCP;ACT
atopaba	byla	atopar	být	V	V;POS;PST;V.PTCP;ACT
atopaba	najděte	atopar	najít	V	V;IMP;PL;2;POS;FIN
atopaba	najdi	atopar	najdi	V	V;IMP;SG;2;POS;FIN
atopaba	najít	atopar	najít	V	V;POS;NFIN
bandas	kapel	banda	kapela	N	N;GEN;FEM;PL;POS
bandas	pásma	banda	pásmo	N	N;NOM;NEUT;PL;POS
bandas	kapely	banda	kapela	N	N;NOM;FEM;PL;POS
delincuencia	zločin	delincuencia	zločin	N	N;INAN;NOM;MASC;SG;POS
delincuencia	kriminalita	delincuencia	kriminalita	N	N;NOM;FEM;SG;POS
capa	plášť	capa	plášť	N	N;INAN;NOM;MASC;SG;POS
capa	maskování	capa	maskování	N	N;NOM;NEUT;SG;POS
permitirei	bude	permitir	být	V	V;IND;SG;3;POS;FUT;FIN;ACT
permitirei	není	permitir	být	V	V;IND;SG;3;NEG;PRS;FIN;ACT
permitirei	vyhrála	permitir	vyhrát	V	V;POS;PST;V.PTCP;ACT
permitirei	vyhráli	permitir	vyhrát	V	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT
permitirei	vyhrál	permitir	vyhrát	V	V;MASC;SG;POS;PST;V.PTCP;ACT
prométocho	slib	prométocho	slib	N	N;INAN;NOM;MASC;SG;POS
virei	pojď	virei	pojď	V	V;IMP;SG;2;POS;FIN
choras	pláče	chora	plakat	N	N;NOM;FEM;SG;POS
choras	pláč	chora	pláč	N	N;INAN;NOM;MASC;SG;POS
choras	pláč	chora	pláč	N	N;INAN;NOM;MASC;SG;POS
municipal	obecní	municipal	obecní	ADJ	ADJ;NOM;MASC;SG;POS
estrañas	zvláštní	estraña	zvláštní	ADJ	ADJ;NOM;MASC;SG;POS
representantes	představitele	representante	představitel	N	N;ANIM;ACC;MASC;PL;POS
representantes	zástupců	representante	zástupce	N	N;ANIM;GEN;MASC;PL;POS
representantes	zástupci	representante	zástupce	N	N;ANIM;NOM;MASC;PL;POS
representantes	představitelé	representante	představitel	N	N;ANIM;NOM;MASC;PL;POS
representantes	delegáti	representante	delegát	N	N;ANIM;NOM;MASC;PL;POS
envexa	závist	envexa	závist	N	N;NOM;FEM;SG;POS
mel	líbánky	mel	líbánek	N	N;NOM;FEM;PL;POS
mel	zlato	mel	zlato	N	N;NOM;NEUT;SG;POS
cuartel	ústředí	cuartel	ústředí	N	N;NOM;NEUT;SG;POS
cuartel	velitelství	cuartel	velitelství	N	N;NOM;NEUT;SG;POS
cuartel	sídlo	cuartel	sídlo	N	N;NOM;NEUT;SG;POS
cuartel	kasáren	cuartel	kasárna	N	N;GEN;FEM;PL;POS
cuartel	kasárnách	cuartel	kasárna	N	N;DAT;FEM;PL;POS
afecto	náklonnost	afecto	náklonnost	N	N;NOM;FEM;SG;POS
afecto	cit	afecto	cit	N	N;INAN;NOM;MASC;SG;POS
mineiros	horníci	mineiro	horník	N	N;ANIM;NOM;MASC;PL;POS
coide	vzít	coidar	vzít	V	V;POS;NFIN
culler	lžíci	culler	lžík	N	N;NOM;FEM;SG;POS
culler	lžička	culler	lžička	N	N;NOM;FEM;SG;POS
culler	lžíce	culler	lžíka	N	N;NOM;FEM;SG;POS
disparan	střílet	disparar	střílet	V	V;IPFV;POS;NFIN
fianza	kauci	fianza	kauce	N	N;ACC;FEM;SG;POS
fianza	kauce	fianza	kauce	N	N;NOM;FEM;SG;POS
mantas	přikrývky	manto	přikrývka	N	N;NOM;FEM;PL;POS
mantas	deky	manto	deka	N	N;NOM;FEM;PL;POS
mantas	pokrývky	manto	pokrývka	N	N;NOM;FEM;PL;POS
pálida	bledá	pálida	bledat	ADJ	ADJ;NOM;FEM;SG;POS
pálida	bledý	pálida	bledý	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
continúe	pokračovat	continuír	pokračovat	V	V;IPFV;POS;NFIN
continúe	pokračujte	continuír	pokračovat	V	V;PFV;IMP;PL;2;POS;FIN
fresca	pohoda	frescar	pohoda	N	N;NOM;FEM;SG;POS
fresca	super	frescar	super	N	N;MASC;SG;POS
levarei	vzít	levar	vzít	V	V;POS;NFIN
serpe	had	serpe	had	N	N;INAN;NOM;MASC;SG;POS
serpe	hada	serpe	had	N	N;ANIM;ACC;MASC;SG;POS
serpe	had	serpe	had	N	N;INAN;NOM;MASC;SG;POS
valen	jsou	valar	být	V	V;IND;PL;3;POS;PRS;FIN;ACT
proletarios	proletariát	proletario	proletariát	N	N;INAN;NOM;MASC;SG;POS
proletarios	proletáři	proletario	proletář	N	N;ANIM;NOM;MASC;PL;POS
bebo	nápoj	bebo	nápoj	N	N;INAN;NOM;MASC;SG;POS
bebo	pití	bebo	pití	N	N;NOM;NEUT;SG;POS
dicides	řekněme	dicidir	říci	V	V;PFV;IMP;PL;2;POS;FIN
dicides	řekněte	dicidir	říci	V	V;PFV;IMP;PL;2;POS;FIN
dicides	řekni	dicidir	říci	V	V;IMP;SG;1;POS;FIN
abundancia	hojnost	abundancia	hojnost	N	N;NOM;FEM;SG;POS
abundancia	hojnosti	abundancia	hojnost	N	N;NOM;FEM;SG;POS
abundancia	nadbytek	abundancia	nadbytek	N	N;INAN;NOM;MASC;SG;POS
pelota	míč	pelota	míč	N	N;INAN;NOM;MASC;SG;POS
pelota	míček	pelota	míček	N	N;INAN;NOM;MASC;SG;POS
pelota	ples	pelota	ples	N	N;INAN;NOM;MASC;SG;POS
pagaron	zaplatil	pagar	zaplatit	V	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
cheminea	komín	chemineo	komín	N	N;INAN;NOM;MASC;SG;POS
criticar	kritizovat	criticar	kritizovat	V	V;IPFV;POS;NFIN
estragar	zničit	estragar	zničit	V	V;PFV;POS;NFIN
patrulla	hlídka	patrulla	hlídka	N	N;NOM;FEM;SG;POS
salta	skok	salta	skok	N	N;INAN;NOM;MASC;SG;POS
rematará	ukončit	rematar	ukončit	V	V;PFV;POS;NFIN
rematará	bude	rematar	být	V	V;IND;SG;3;POS;FUT;FIN;ACT
traidores	zrádci	traidor	zrádce	N	N;ANIM;NOM;MASC;PL;POS
desexas	chcete	desexa	chtít	V	V;IND;PL;2;POS;PRS;FIN;ACT
desexas	chceš	desexa	chtít	V	V;IND;SG;2;POS;PRS;FIN;ACT
milicia	milice	milicia	milice	N	N;NOM;FEM;PL;POS
morrese	zemři	morrer	zemřit	V	V;IMP;SG;2;POS;FIN
morrese	zemřel	morrer	zemřít	V	V;MASC;SG;POS;PST;V.PTCP;ACT
serea	sirény	ser	siréna	N	N;NOM;FEM;PL;POS
serea	siréna	ser	siréna	N	N;NOM;FEM;SG;POS
serea	rána	ser	ráno	N	N;NOM;FEM;SG;POS
chamando	volám	chamar	volat	V	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
gustouche	udělal	gustouche	udělat	V	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
comerciantes	obchodníků	comerciante	obchodník	N	N;ANIM;GEN;MASC;PL;POS
comerciantes	obchodníky	comerciante	obchodník	N	N;ANIM;ACC;MASC;PL;POS
comerciantes	obchodníci	comerciante	obchodník	N	N;ANIM;NOM;MASC;PL;POS
comerciantes	obchodníci	comerciante	obchodník	N	N;ANIM;NOM;MASC;PL;POS
varón	samec	varón	samec	N	N;ANIM;NOM;MASC;SG;POS
varón	muž	varón	muž	N	N;ANIM;NOM;MASC;SG;POS
varón	kluk	varón	kluk	N	N;ANIM;NOM;MASC;SG;POS
varón	chlapec	varón	chlapec	N	N;ANIM;NOM;MASC;SG;POS
probábel	nepravděpodobné	probábel	pravděpodobný	ADJ	ADJ;NOM;NEUT;SG;NEG
indio	indián	indio	indián	N	N;ANIM;NOM;MASC;SG;POS
liras	lir	lira	lira	N	N;GEN;FEM;PL;POS
berce	kolébce	berce	kolébka	N	N;NOM;FEM;SG;POS
traficante	prodejce	traficante	prodejce	N	N;ANIM;NOM;MASC;SG;POS
traficante	dealer	traficante	dealer	N	N;ANIM;NOM;MASC;SG;POS
traficante	obchodník	traficante	obchodník	N	N;ANIM;NOM;MASC;SG;POS
traficante	překupník	traficante	překupník	N	N;ANIM;NOM;MASC;SG;POS
reféns	rukojmí	refén	rukojmí	N	N;NOM;NEUT;SG;POS
reféns	rukojmích	refén	rukojmí	N	N;ANIM;GEN;MASC;PL;POS
putos	kurva	puto	kurva	N	N;NOM;FEM;SG;POS
dios	bůh	dio	bůh	N	N;ANIM;NOM;MASC;SG;POS
dios	ježíši	dio	ježít	N	N;ANIM;DAT;MASC;SG;POS
dios	ježíš	dio	ježit	N	N;ANIM;NOM;MASC;SG;POS
frota	loďstvo	frota	loďstvo	N	N;NOM;NEUT;SG;POS
frota	flotila	frota	flotit	N	N;NOM;FEM;SG;POS
frota	flotily	frota	flotila	N	N;NOM;FEM;PL;POS
celoso	žárlivý	celoso	žárlivý	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
serventes	sloužící	servente	sloužící	ADJ	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
seo	seo	seo	seo	N	N;NOM;MASC;SG;POS
mercadorías	komodity	mercadoría	komodita	N	N;NOM;FEM;PL;POS
mercadorías	komodit	mercadoría	komodita	N	N;GEN;FEM;PL;POS
mercadorías	zboží	mercadoría	zboží	N	N;NOM;NEUT;SG;POS
anano	trpaslík	anano	trpaslík	N	N;ANIM;NOM;MASC;SG;POS
anano	člověk	anano	člověk	N	N;ANIM;NOM;MASC;SG;POS
anano	muž	anano	muž	N	N;ANIM;NOM;MASC;SG;POS
gueto	ghetta	gueto	ghetto	N	N;NOM;NEUT;PL;POS
gueto	ghetto	gueto	ghetto	N	N;NOM;NEUT;SG;POS
esmeralda	esmeralda	esmeraldar	esmeralda	N	N;NOM;FEM;SG;POS
impulso	tep	impulso	tep	N	N;INAN;NOM;MASC;SG;POS
impulso	impuls	impulso	impuls	N	N;INAN;NOM;MASC;SG;POS
impulso	puls	impulso	puls	N	N;INAN;NOM;MASC;SG;POS
impulso	pulz	impulso	puls	N	N;INAN;NOM;MASC;SG;POS
impulso	nutkání	impulso	nutkání	N	N;NOM;NEUT;SG;POS
corán	korán	corán	korán	N	N;INAN;NOM;MASC;SG;POS
corán	koránu	corán	korán	N	N;INAN;GEN;MASC;SG;POS
clínicas	klinický	clínico	klinický	ADJ	ADJ;INAN;NOM;MASC;SG;POS
clínicas	klinická	clínico	klinický	ADJ	ADJ;NOM;FEM;SG;POS
clínicas	klinické	clínico	klinický	ADJ	ADJ;NOM;NEUT;SG;POS
rifles	pušky	rifle	puška	N	N;NOM;FEM;PL;POS
lombo	záda	lombo	záda	N	N;NOM;NEUT;PL;POS
parei	zastavil	parei	zastavit	V	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
parei	přestalo	parei	přestat	V	V;NEUT;SG;POS;PST;V.PTCP;ACT
parei	přestal	parei	přestat	V	V;MASC;SG;POS;PST;V.PTCP;ACT
procedemento	postup	procedemento	postup	N	N;INAN;NOM;MASC;SG;POS
custo	nákladů	custo	náklad	N	N;INAN;GEN;MASC;PL;POS
custo	cena	custo	cena	N	N;NOM;FEM;SG;POS
custo	náklady	custo	náklad	N	N;INAN;NOM;MASC;PL;POS
aforros	úspor	aforro	úspora	N	N;GEN;FEM;PL;POS
aforros	spoření	aforro	spoření	N	N;NOM;NEUT;SG;POS
aforros	úspory	aforro	úspora	N	N;NOM;FEM;PL;POS
previr	zabránit	previr	zabránit	V	V;PFV;POS;NFIN
previr	předejít	previr	předejít	V	V;POS;NFIN
previr	předcházet	previr	předcházet	V	V;IPFV;POS;NFIN
chiste	pointu	chistir	point	N	N;ACC;FEM;SG;POS
chiste	vtip	chistir	vtip	N	N;INAN;NOM;MASC;SG;POS
chiste	žert	chistir	žert	N	N;INAN;NOM;MASC;SG;POS
tigre	tygr	tigre	tygr	N	N;ANIM;NOM;MASC;SG;POS
crecen	rostou	crecer	růst	V	V;IND;PL;3;POS;PRS;FIN;ACT
crecen	získat	crecer	získat	V	V;PFV;POS;NFIN
crecen	dostat	crecer	dostat	V	V;POS;NFIN
empezan	začít	empezar	začít	V	V;POS;NFIN
empezan	spustit	empezar	spustit	V	V;PFV;POS;NFIN
tradución	překlady	tradución	překlad	N	N;INAN;NOM;MASC;PL;POS
tradución	překlad	tradución	překlad	N	N;INAN;NOM;MASC;SG;POS
pintar	malovat	pintar	malovat	V	V;IPFV;POS;NFIN
colectivo	kolektivu	colectivo	kolektiv	N	N;INAN;GEN;MASC;SG;POS
instintos	instinkty	instinto	instinkt	N	N;INAN;NOM;MASC;PL;POS
instintos	instinkt	instinto	instinkt	N	N;INAN;NOM;MASC;SG;POS
básicos	základní	básico	základní	ADJ	ADJ;NOM;MASC;SG;POS
alimentación	jídlo	alimentación	jídlo	N	N;NOM;NEUT;SG;POS
alimentación	jídla	alimentación	jídlo	N	N;NOM;NEUT;PL;POS
alimentación	potrava	alimentación	potrava	N	N;NOM;FEM;SG;POS
alimentación	potraviny	alimentación	potravina	N	N;NOM;FEM;PL;POS
alimentación	oděv	alimentación	oděv	N	N;INAN;NOM;MASC;SG;POS
alimentación	oděvy	alimentación	oděv	N	N;INAN;NOM;MASC;PL;POS
alimentación	oblečení	alimentación	oblečení	N	N;NOM;NEUT;SG;POS
loitas	boj	loita	boj	N	N;INAN;NOM;MASC;SG;POS
bunker	bunkru	bunker	bunkr	N	N;INAN;GEN;MASC;SG;POS
bunker	bunkr	bunker	bunkr	N	N;INAN;NOM;MASC;SG;POS
bunker	bunkry	bunker	bunkr	N	N;INAN;NOM;MASC;PL;POS
básico	základní	básico	základní	ADJ	ADJ;NOM;MASC;SG;POS
defensores	obránci	defensor	obránce	N	N;ANIM;NOM;MASC;PL;POS
defensores	obránce	defensor	obránce	N	N;ANIM;NOM;MASC;SG;POS
defensores	obhájci	defensor	obhájce	N	N;ANIM;NOM;MASC;PL;POS
axencias	agentur	axencia	agentura	N	N;GEN;FEM;PL;POS
axencias	agentury	axencia	agentura	N	N;NOM;FEM;PL;POS
axencias	agentura	axencia	agentura	N	N;NOM;FEM;SG;POS
pausa	pauza	pausa	pauza	N	N;NOM;FEM;SG;POS
celas	buňky	cela	buňka	N	N;NOM;FEM;PL;POS
celas	cely	cela	cela	N	N;NOM;MASC;PL;POS
alfombra	koberec	alfombra	koberec	N	N;INAN;NOM;MASC;SG;POS
alfombra	koberec	alfombra	koberec	N	N;INAN;NOM;MASC;SG;POS
alfombra	koberce	alfombra	koberec	N	N;INAN;NOM;MASC;PL;POS
visións	vize	visión	vize	N	N;NOM;FEM;SG;POS
visións	vidiny	visión	vidina	N	N;NOM;FEM;PL;POS
visións	vidění	visión	vidění	N	N;NOM;NEUT;SG;POS
reacciona	reaguje	reaccionar	reagovat	V	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
reacciona	reaguje	reaccionar	reagovat	V	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
conceptos	pojmy	concepto	pojem	N	N;INAN;NOM;MASC;PL;POS
conceptos	koncepce	concepto	koncepce	N	N;NOM;FEM;SG;POS
conceptos	koncepty	concepto	koncept	N	N;INAN;NOM;MASC;PL;POS
xenéticas	genetický	xenético	genetický	ADJ	ADJ;INAN;NOM;MASC;SG;POS
xenéticas	genetické	xenético	genetický	ADJ	ADJ;NOM;MASC;PL;POS
xenéticas	genetická	xenético	genetický	ADJ	ADJ;NOM;FEM;SG;POS
confuso	zmatení	confuso	zmatení	N	N;NOM;NEUT;SG;POS
empregar	použijte	empregar	použít	V	V;PFV;IMP;PL;2;POS;FIN
empregar	použít	empregar	použít	V	V;POS;NFIN
oposición	opozice	oposición	opozice	N	N;NOM;FEM;SG;POS
oposición	nesouhlas	oposición	nesouhlas	N	N;INAN;NOM;MASC;SG;POS
oposición	odpor	oposición	odpor	N	N;INAN;NOM;MASC;SG;POS
agochados	skrývá	agochar	skrývat	V	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
buraco	díru	buraco	díra	N	N;ACC;FEM;SG;POS
buraco	díry	buraco	díra	N	N;NOM;FEM;PL;POS
buraco	díra	buraco	díra	N	N;NOM;FEM;SG;POS
buraco	otvor	buraco	otvor	N	N;INAN;NOM;MASC;SG;POS
inevitable	nevyhnutelné	inevitable	vyhnutelný	ADJ	ADJ;NOM;NEUT;SG;NEG
inevitable	nevyhnutelný	inevitable	vyhnutelný	ADJ	ADJ;INAN;NOM;MASC;SG;NEG
inevitable	nevyhnutelná	inevitable	vyhnutelný	ADJ	ADJ;NOM;FEM;SG;NEG
elevado	vysoký	elevado	vysoký	ADJ	ADJ;INAN;NOM;MASC;SG;POS
elevado	vysoké	elevado	vysoký	ADJ	ADJ;NOM;MASC;PL;POS
elevado	vysoká	elevado	vysoký	ADJ	ADJ;NOM;FEM;SG;POS
direccións	směr	dirección	směr	N	N;INAN;NOM;MASC;SG;POS
situacións	situace	situación	situace	N	N;NOM;FEM;SG;POS
odia	nesnáším	odia	snášet	V	V;IPFV;IND;SG;1;NEG;PRS;FIN;ACT
odia	nenávidím	odia	nenávidět	V	V;IPFV;IND;SG;1;NEG;PRS;FIN;ACT
odia	nesnáší	odia	snášet	V	V;IPFV;IND;SG;3;NEG;PRS;FIN;ACT
odia	nenávidí	odia	nenávidět	V	V;IPFV;IND;SG;3;NEG;PRS;FIN;ACT
afectan	ovlivnit	afectar	ovlivnit	V	V;PFV;POS;NFIN
afectan	postihují	afectar	postihovat	V	V;IPFV;IND;PL;3;POS;PRS;FIN;ACT
facerte	učinit	facerte	učinit	V	V;PFV;POS;NFIN
facerte	udělat	facerte	udělat	V	V;PFV;POS;NFIN
facerte	vyrobit	facerte	vyrobit	V	V;PFV;POS;NFIN
continúan	pokračovat	continuar	pokračovat	V	V;IPFV;POS;NFIN
continúan	pokračujte	continuar	pokračovat	V	V;PFV;IMP;PL;2;POS;FIN
mundiais	world	mundial	world	ADJ	ADJ;POS
mundiais	světový	mundial	světový	ADJ	ADJ;INAN;NOM;MASC;SG;POS
mundiais	světová	mundial	světový	ADJ	ADJ;NOM;FEM;SG;POS
mundiais	světové	mundial	světový	ADJ	ADJ;NOM;FEM;SG;POS
tentarei	zkuste	tentar	zkusit	V	V;PFV;IMP;PL;2;POS;FIN
tentarei	vyzkoušejte	tentar	vyzkoušet	V	V;PFV;IMP;PL;2;POS;FIN
tentarei	získat	tentar	získat	V	V;PFV;POS;NFIN
tentarei	dostat	tentar	dostat	V	V;POS;NFIN
prioridade	priorita	prioridade	priorita	N	N;NOM;FEM;SG;POS
prioridade	přednost	prioridade	přednost	N	N;NOM;FEM;SG;POS
prioridade	priority	prioridade	priorita	N	N;NOM;FEM;PL;POS
descuberto	objevil	descuberto	objevit	V	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
descuberto	objevili	descuberto	objevit	V	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP;ACT
descuberto	objevila	descuberto	objevit	V	V;PFV;POS;PST;V.PTCP;ACT
pensabamos	myslel	pensabar	myslet	V	V;MASC;SG;POS;PST;V.PTCP;ACT
revistas	zásobník	revista	zásobník	N	N;INAN;NOM;MASC;SG;POS
revistas	časopis	revista	časopis	N	N;INAN;NOM;MASC;SG;POS
revistas	magazín	revista	magazín	N	N;INAN;NOM;MASC;SG;POS
revistas	časopisy	revista	časopis	N	N;INAN;NOM;MASC;PL;POS
bocas	úst	boca	ústa	N	N;GEN;NEUT;PL;POS
lograr	získat	lograr	získat	V	V;PFV;POS;NFIN
lograr	dostat	lograr	dostat	V	V;POS;NFIN
lograr	učinit	lograr	učinit	V	V;PFV;POS;NFIN
lograr	udělat	lograr	udělat	V	V;PFV;POS;NFIN
lograr	vyrobit	lograr	vyrobit	V	V;PFV;POS;NFIN
distinguir	rozlišit	distinguir	rozlišit	V	V;PFV;POS;NFIN
distinguir	rozlišovat	distinguir	rozlišovat	V	V;IPFV;POS;NFIN
lagos	jezer	lago	jezero	N	N;GEN;NEUT;PL;POS
lagos	jezera	lago	jezero	N	N;NOM;NEUT;PL;POS
recentes	nedávný	recente	dávný	ADJ	ADJ;INAN;NOM;MASC;SG;NEG
recentes	nedávné	recente	dávný	ADJ	ADJ;NOM;NEUT;SG;NEG
recentes	nedávná	recente	dávný	ADJ	ADJ;NOM;FEM;SG;NEG
funcione	pracovat	funcionar	pracovat	V	V;IPFV;POS;NFIN
certificado	certifikát	certificado	certifikát	N	N;INAN;NOM;MASC;SG;POS
certificado	potvrzení	certificado	potvrzení	N	N;NOM;NEUT;SG;POS
certificado	osvědčení	certificado	osvědčení	N	N;NOM;NEUT;SG;POS
pipa	potrubí	pipa	potrubí	N	N;NOM;NEUT;SG;POS
pipa	trubka	pipa	trubka	N	N;NOM;FEM;SG;POS
conversas	rozhovory	converso	rozhovor	N	N;INAN;NOM;MASC;PL;POS
conversas	konverzace	converso	konverzace	N	N;NOM;FEM;SG;POS
vivendas	domy	vivenda	dům	N	N;INAN;NOM;MASC;PL;POS
vivendas	domovy	vivenda	domov	N	N;INAN;NOM;MASC;PL;POS
