melampaui	transcende	menlampaui	transcend	V;SG;ACT	V;IND;SG;3;PRS;FIN
regulasi	reglementarea	regulasi	reglementare	N;SG	N;DEF;FEM;SG
menyewa	angajeaza	mensewa	angaja	V;SG;ACT	V;IND;SG;3;IPFV;FIN
menyewa	angajeaza	mensewa	angaja	V;SG;ACT	V;IND;SG;3;IPFV;FIN
menyewa	angaja	mensewa	angaja	V;SG;ACT	V;IND;SG;3;IPFV;FIN
menyewa	angajez	mensewa	angajez	V;SG;ACT	V;IND;SG;1;PRS;FIN
habsburg	habsburg	habsburg	habsburg	N	N;INDF;MASC;SG
pengumpulan	adunare	penkumpulan	adunare	N;SG	N;INDF;FEM;SG
pengumpulan	agregare	penkumpulan	agregare	N;SG	N;INDF;FEM;SG
menyumbang	dona	mensumbang	donă	V;SG;ACT	V;IND;SG;3;IPFV;FIN
menyumbang	donez	mensumbang	donez	V;SG;ACT	V;IND;SG;1;PRS;FIN
menyumbang	doneaza	mensumbang	donează	V;SG;ACT	V;IND;SG;3;IPFV;FIN
membandingkan	compara	menbandingkan	compara	V;SG;ACT	V;IND;SG;3;IPFV;FIN
membandingkan	compara	menbandingkan	compara	V;SG;ACT	V;IND;SG;3;IPFV;FIN
perumpamaan	parabola	perumpamaan	parabolă	N;SG	N;DEF;FEM;SG
sedimen	sedimentara	sedimen	sedimentar	N;SG	N;DEF;FEM;SG
penembakan	fotografiere	pentembakan	fotografier	N;SG	N;INDF;FEM;SG
pucat	palida	pucat	palidă	ADJ;SG	ADJ;DEF;FEM;SG
register	registre	register	registru	N	N;INDF;FEM;PL
register	registrele	register	registru	N	N;DEF;FEM;PL
register	registru	register	registru	N	N;INDF;MASC;SG
register	inregistrare	register	inregistrare	N	N;INDF;FEM;SG
lift	lifturi	lift	lift	N	N;INDF;FEM;PL
lift	lifturile	lift	liftură	N	N;DEF;FEM;PL
lift	ridicare	lift	ridicare	N	N;INDF;FEM;SG
lift	liftul	lift	lift	N	N;DEF;MASC;SG
lift	lift	lift	lift	N	N;INDF;MASC;SG
lift	ascensor	lift	ascensor	N	N;INDF;MASC;SG
monitor	monitor	monitor	monitor	N;SG	N;INDF;MASC;SG
monitor	monitorul	monitor	monitor	N;SG	N;DEF;MASC;SG
pelestarian	conservarea	pelestarian	conservare	N;SG	N;DEF;FEM;SG
pelestarian	conservare	pelestarian	conservare	N;SG	N;INDF;FEM;SG
oksidasi	oxidare	oksidasi	oxidare	N;SG	N;INDF;FEM;SG
zakat	zakat	zakat	zakat	N;SG	N;INDF;MASC;SG
zakat	pomana	zakat	pomană	N;SG	N;DEF;FEM;SG
zakat	pomana	zakat	pomană	N;SG	N;DEF;FEM;SG
assembly	adunare	assembly	adunare	N	N;INDF;FEM;SG
assembly	asamblare	assembly	asamblare	N	N;INDF;FEM;SG
assembly	adunarea	assembly	adunare	N	N;DEF;FEM;SG
pernapasan	respiratie	pernapasan	respiratie	N;SG	N;INDF;FEM;SG
pernapasan	respiratie	pernapasan	respiratie	N;SG	N;INDF;FEM;SG
mengepung	inconjoara	menkepung	inconjoară	V;SG;ACT	V;IND;SG;3;IPFV;FIN
mengepung	inconjoara	menkepung	inconjoară	V;SG;ACT	V;IND;SG;3;IPFV;FIN
yudaisme	iudaism	yudaisme	iudaism	N;SG	N;INDF;MASC;SG
berlian	diamond	berlian	diamond	N;SG	N;INDF;MASC;SG
berlian	diamantul	berlian	diamant	N;SG	N;DEF;MASC;SG
berlian	diamant	berlian	diamant	N;SG	N;INDF;MASC;SG
penyu	turtle	penyu	turtlu	N	N;INDF;MASC;SG
kemah	tabara	kemah	tabară	N;SG	N;DEF;FEM;SG
kemah	camp	kemah	camp	N;SG	N;INDF;MASC;SG
kemah	tabara	kemah	tabară	N;SG	N;DEF;FEM;SG
kemah	lagar	kemah	lagar	N;SG	N;INDF;MASC;SG
kemah	tabara	kemah	tabară	N;SG	N;DEF;FEM;SG
mekanis	mecanica	mekanis	mecanică	N;SG	N;DEF;FEM;SG
fleksibel	flexibila	fleksibel	flexibilă	ADJ;SG	ADJ;DEF;FEM;SG
fleksibel	flexibil	fleksibel	flexibil	ADJ;SG	ADJ;INDF;MASC;SG
bermigrasi	migreaza	bermigrasi	migrează	V;SG;ACT	V;IND;SG;3;IPFV;FIN
vihara	manastirea	vihara	manastire	N	N;DEF;FEM;SG
vihara	manastirea	vihara	manastire	N	N;DEF;FEM;SG
vihara	manastire	vihara	manastire	N	N;INDF;FEM;SG
vihara	manastire	vihara	manastire	N	N;INDF;FEM;SG
vihara	manastire	vihara	manastire	N	N;INDF;FEM;SG
awalan	prefix	awalan	prefix	N;SG	N;INDF;MASC;SG
awalan	prefixul	awalan	prefix	N;SG	N;DEF;MASC;SG
awalan	pornire	awalan	pornire	N;SG	N;INDF;FEM;SG
kera	maimuta	kera	maimut	N	N;DEF;FEM;SG
kera	maimuta	kera	maimut	N	N;DEF;FEM;SG
kera	maimuta	kera	maimut	N	N;DEF;FEM;SG
pencernaan	digestie	pencernaan	digestie	N;SG	N;INDF;FEM;SG
elektromagnetik	electromagnetica	elektromagnetik	electromagnetică	N	N;DEF;FEM;SG
pencerahan	iluminare	pencerahan	iluminare	N;SG	N;INDF;FEM;SG
pencerahan	iluminarea	pencerahan	iluminare	N;SG	N;DEF;FEM;SG
mis	mis	mis	mis		
pluto	pluto	pluto	pluto	N	N;INDF;MASC;SG
kaidah	regula	kaidah	regulă	N;SG	N;DEF;FEM;SG
kaidah	regula	kaidah	regulă	N;SG	N;DEF;FEM;SG
moneter	monetar	moneter	monetar	N;SG	N;INDF;MASC;SG
moneter	monetara	moneter	monetara	N;SG	N;DEF;FEM;SG
diabetes	diabetica	diabetes	diabetică	N;SG	N;DEF;FEM;SG
diabetes	diabetul	diabetes	diabet	N;SG	N;DEF;MASC;SG
diabetes	diabet	diabetes	diabet	N;SG	N;INDF;MASC;SG
klorida	clorura	klorida	clorură	N	N;DEF;FEM;SG
kacamata	ochelari	kacamata	ochelari	N	N;INDF;MASC;PL
kacamata	paharele	kacamata	pahar	N	N;DEF;FEM;PL
kacamata	ochelarii	kacamata	ochelari	N	N;DEF;MASC;PL
kacamata	pahare	kacamata	pahar	N	N;INDF;FEM;PL
tukar	comutator	tukar	comutator	N;SG;ACT	N;INDF;MASC;SG
tukar	comutare	tukar	comutare	N;SG;ACT	N;INDF;FEM;SG
tukar	schimb	tukar	schimb	N;SG;ACT	N;INDF;MASC;SG
tukar	schimbul	tukar	schimb	N;SG;ACT	N;DEF;MASC;SG
persaudaraan	fraternitate	persaudaraan	fraternitate	N;SG	N;INDF;FEM;SG
persaudaraan	fraternitate	persaudaraan	fraternitate	N;SG	N;INDF;FEM;SG
relevan	relevanta	relevan	relevant	N;SG	N;DEF;FEM;SG
derek	remorcare	derek	remorcare	N	N;INDF;FEM;SG
derek	macara	derek	macara	N	N;DEF;FEM;SG
glukosa	glucoza	glukosa	glucoză	N	N;DEF;FEM;SG
eksekusi	executata	eksekusi	executat	N;SG	N;DEF;FEM;SG
eksekusi	executie	eksekusi	executie	N;SG	N;INDF;FEM;SG
eksekusi	executare	eksekusi	executare	N;SG	N;INDF;FEM;SG
eksekusi	executie	eksekusi	executie	N;SG	N;INDF;FEM;SG
eksekusi	executarea	eksekusi	executare	N;SG	N;DEF;FEM;SG
iphone	iphone	iphone	iphon	N	N;INDF;FEM
penafsiran	interpretarea	penafsiran	interpretare	N;SG	N;DEF;FEM;SG
penafsiran	interpretare	penafsiran	interpretare	N;SG	N;INDF;FEM;SG
matematikawan	matematician	matematikawan	matematician	N	N;INDF;MASC;SG
matematikawan	matematicieni	matematikawan	matematician	N	N;INDF;MASC;PL
dangkal	banal	dangkal	banal	ADJ;SG	ADJ;INDF;MASC;SG
dangkal	banala	dangkal	banală	ADJ;SG	ADJ;DEF;FEM;SG
dangkal	superficiala	dangkal	superficială	ADJ;SG	ADJ;DEF;FEM;SG
dangkal	superficiala	dangkal	superficială	ADJ;SG	ADJ;DEF;FEM;SG
