もの	şeyler	もの	şey	N	N;NOM;PL;3
元素	elementler	元素	el	N	N;NOM;PL;3
元素	elemanlar	元素	eleman	N	N;NOM;PL;3
元素	element	元素	element	N	N;NOM;SG;3
元素	element	元素	element	N	N;NOM;SG;3
薔薇	güller	薔薇	gül	N	N;NOM;PL;3
カート	arabaları	カート	araba	N	N;ACC;PL;3
カート	arabası	カート	araba	N	N;NOM;SG;3
技法	tekniği	技法	teknik	N	N;ACC;SG;3
シンボル	semboller	シンボル	sembol	N	N;NOM;PL;3
シンボル	sembolleri	シンボル	sembol	N	N;ACC;PL;3
シンボル	simgeler	シンボル	simge	N	N;NOM;PL;3
シンボル	sembolü	シンボル	sembolü	N	N;ACC;SG;3
太鼓	bateri	太鼓	bateri	N	N;NOM;SG;3
太鼓	davullar	太鼓	davul	N	N;NOM;PL;3
太鼓	bateri	太鼓	bateri	N	N;NOM;SG;3
カタログ	kataloglar	カタログ	katalog	N	N;NOM;PL;3
カタログ	kataloğu	カタログ	kataloğ	N	N;ACC;SG;3
カタログ	katalogları	カタログ	katalog	N	N;NOM;PL;3
カタログ	kataloğu	カタログ	kataloğ	N	N;ACC;SG;3
焼き	yansın	焼く	yan	V	V;PFV;IMP;SG;3;POS;PRS
焼き	yanar	焼く	yan	V	V;IPFV;IND;SG;3;POS
日程	zamanlama	日程	zamanla	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
婚約	etkileşimde	婚約	etkileş	N	N;ESS;SG;3
ディスプレイ	ekran	ディスプレイ	ekran	N	N;NOM;SG;3
ディスプレイ	görünüm	ディスプレイ	görün	N	N;NOM;SG;3
旅館	inn	旅館	inn	N	N;NOM;SG;3
マニア	çılgınlığı	マニア	çılgınlık	N	N;NOM;SG;3
退学	atılmış	退学	at	V	V;PFV;NFH;IND;SG;3;POS;PST;PASS
退学	atıldı	退学	at	V	V;PFV;IND;SG;3;POS;PST;PASS
サイエンス	bilim	サイエンス	bilim	N	N;NOM;SG;3
アパート	daire	アパート	daire	N	N;NOM;SG;3
アパート	apartman	アパート	apartman	N	N;NOM;SG;3
アパート	daire	アパート	daire	N	N;NOM;SG;3
アパート	daireler	アパート	daire	N	N;NOM;PL;3
真理	doğruluk	真理	doğruluk	N	N;NOM;SG;3
オートバイ	motosiklet	オートバイ	motosiklet	N	N;NOM;SG;3
オートバイ	motosiklet	オートバイ	motosiklet	N	N;NOM;SG;3
オートバイ	motosiklet	オートバイ	motosiklet	N	N;NOM;SG;3
加速	hızlanma	加速	hızlan	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
電池	batarya	電池	batar	N	N;NOM;SG;3
電池	batarya	電池	batar	N	N;NOM;SG;3
電池	piller	電池	pil	N	N;NOM;PL;3
深刻	ciddi	深刻	ciddi	ADJ	ADJ
クリエイティブ	yaratıcılık	クリエイティブ	yaratıcılık	N	N;NOM;SG;3
スケール	ölçeği	スケール	ölçek	N	N;NOM;SG;3
人格	kişiliği	人格	kişilik	N	N;NOM;SG;3
人格	kişilik	人格	kişilik	N	N;NOM;SG;3
セッション	oturumu	セッション	oturum	N	N;ACC;SG;3
遠く	uzakta	遠い	uzak	ADJ	ADJ;ESS;SG;3
遠く	uzağa	遠い	uzak	ADJ	ADJ;DAT;SG;3
系譜	soyağacı	系譜	soyağacı	N	N;NOM;SG;3
研究室	laboratuar	研究室	laboratuar	N	N;NOM;SG;3
研究室	laboratuar	研究室	laboratuar	N	N;NOM;SG;3
債務	yükümlülükleri	債務	yükümlülük	N	N;NOM;PL;3
債務	yükümlülük	債務	yükümlülük	N	N;NOM;SG;3
債務	zorunluluk	債務	zorunluluk	N	N;NOM;SG;3
債務	borçlar	債務	borç	N	N;NOM;PL;3
教区	piskoposluk	教区	piskoposluk	N	N;NOM;SG;3
伝記	biyografileri	伝記	biyografi	N	N;ACC;PL;3
エレクトリック	elektrik	エレクトリック	elektrik	N	N;NOM;SG;3
エンジニア	mühendisi	エンジニア	mühendis	N	N;NOM;SG;3
儀式	töreni	儀式	tören	N	N;NOM;SG;3
ポスター	posterler	ポスター	poster	N	N;NOM;PL;3
ロマンス	romantizm	ロマンス	romantizm	N	N;NOM;SG;3
ロマンス	romantik	ロマンス	romantik	N	N;NOM;SG;3
薄い	ince	薄い	ince	ADJ	ADJ
笑い	gülmek	笑い	gül	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
笑い	gülmek	笑い	gül	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
笑い	gülüyor	笑い	gül	V	V;PROG;IND;SG;3;POS;INFM;PRS
笑い	gülmek	笑い	gül	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
ロープ	halat	ロープ	halat	N	N;NOM;SG;3
ロープ	ipler	ロープ	ip	N	N;NOM;PL;3
ロープ	ipleri	ロープ	ip	N	N;ACC;PL;3
鳥類	kuşlar	鳥類	kuş	N	N;NOM;PL;3
外交官	diplomat	外交官	diplomat	N	N;NOM;SG;3
外交官	diplomatlar	外交官	diplomat	N	N;NOM;PL;3
リクエスト	istekler	リクエスト	istek	N	N;NOM;PL;3
リクエスト	istekleri	リクエスト	istek	N	N;ACC;PL;3
リクエスト	talepler	リクエスト	talep	N	N;NOM;PL;3
等級	büyüklük	等級	büyüklük	N	N;NOM;SG;3
オーディオ	ses	オーディオ	ses	N	N;NOM;SG;3
交際	çıkmaya	交際	çık	V	V;PFV;DAT;IND;POS;PRS;V.MSDR
交際	çıkmak	交際	çık	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
ヘア	saçlar	ヘア	saç	N	N;NOM;PL;3
望遠鏡	teleskop	望遠鏡	teleskop	N	N;NOM;SG;3
望遠鏡	teleskoplar	望遠鏡	teleskop	N	N;NOM;PL;3
望遠鏡	teleskop	望遠鏡	teleskop	N	N;NOM;SG;3
生年月	doğumgünü	生年月	doğumgü	N	N;ACC;SG;3
生年月	doğum	生年月	doğum	N	N;NOM;SG;3
営利	kazanç	営利	kazanç	N	N;NOM;SG;3
飛ぶ	uçmak	飛ぶ	uç	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
飛ぶ	uçuyor	飛ぶ	uç	V	V;PROG;IND;SG;3;POS;INFM;PRS
飛ぶ	uçmak	飛ぶ	uç	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
エッセイ	kompozisyon	エッセイ	kompozisyon	N	N;NOM;SG;3
エッセイ	makaleler	エッセイ	makale	N	N;NOM;PL;3
神殿	tapınak	神殿	tapınak	N	N;NOM;SG;3
神殿	tapınağı	神殿	tapınak	N	N;NOM;SG;3
マニュアル	kılavuzları	マニュアル	kılavuz	N	N;ACC;PL;3
性別	cinsiyeti	性別	cinsiyet	N	N;NOM;SG;3
性別	cinsellik	性別	cinsellik	N	N;NOM;SG;3
露出	pozlama	露出	pozlam	V	V;PFV;NOM;IMP;2;POS;PRS
顧客	müşteri	顧客	müşteri	N	N;NOM;SG;3
シミュレーション	simülasyonları	シミュレーション	simülasyon	N	N;ACC;PL;3
シミュレーション	simülasyonu	シミュレーション	simülasyon	N	N;ACC;SG;3
シミュレーション	simülasyon	シミュレーション	simülasyon	N	N;NOM;SG;3
サロン	salonlar	サロン	salon	N	N;NOM;PL;3
サロン	salon	サロン	salon	N	N;NOM;SG;3
報酬	ödülü	報酬	ödül	N	N;ACC;SG;3
整数	tamsayı	整数	tamsa	N	N;NOM;SG;3
整数	tamsayılar	整数	tamsayı	N	N;NOM;PL;3
ゴースト	hayaletler	ゴースト	hayalet	N	N;NOM;PL;3
支払い	ödemeler	支払う	öde	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
支払い	ödemeler	支払う	öde	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
フラワー	çiçeğim	フラワー	çiçek	N	N;NOM;SG;3
フラワー	çiçeği	フラワー	çiçek	N	N;NOM;SG;3
くじ	piyango	くじ	piyango	N	N;NOM;SG;3
モジュール	modüler	モジュール	modü	N	N;NOM;PL;3
モジュール	modülleri	モジュール	modül	N	N;NOM;PL;3
モジュール	modülü	モジュール	modül	N	N;NOM;SG;3
眼鏡	gözlükler	眼鏡	gözlük	N	N;NOM;PL;3
眼鏡	bardaklar	眼鏡	bardak	N	N;NOM;PL;3
眼鏡	gözlük	眼鏡	gözlük	N	N;NOM;SG;3
眼鏡	bardak	眼鏡	bardak	N	N;NOM;SG;3
タービン	türbin	タービン	türbin	N	N;NOM;SG;3
タービン	türbinler	タービン	türbin	N	N;NOM;PL;3
礼拝	secde	礼拝	sec	N	N;NOM;SG;3
礼拝	namaz	礼拝	namaz	N	N;NOM;SG;3
礼拝	dualar	礼拝	dua	N	N;NOM;PL;3
演算	işlemler	演算	işlem	N	N;NOM;PL;3
演算	operasyonlar	演算	operasyon	N	N;NOM;PL;3
グローブ	eldivenler	グローブ	eldiven	N	N;NOM;PL;3
デスク	masası	デスク	masa	N	N;NOM;SG;3
学歴	eğitim	学歴	eğitim	N	N;NOM;SG;3
アシスト	asist	アシスト	asist	N	N;NOM;SG;3
識別	tanımlama	識別	tanımla	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
微妙	ince	微妙	ince	ADJ	ADJ
生地	kumaşlar	生地	kumaş	N	N;NOM;PL;3
心配	endişe	心配	endiş		
心配	endişe	心配	endiş		
心配	endişeli	心配	endişeli		
心配	endişe	心配	endiş		
心配	kaygılı	心配	kaygılı		
書類	evraklar	書類	evrak	N	N;NOM;PL;3
書類	belgeler	書類	belge	N	N;NOM;PL;3
書類	evraklar	書類	evrak	N	N;NOM;PL;3
キャッシュ	önbellek	キャッシュ	önbellek	N	N;NOM;SG;3
ライフル	tüfek	ライフル	tüfek	N	N;NOM;SG;3
辞退	reddetmek	辞退	reddet	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
辞退	reddedildi	辞退	redde	V	V;PFV;IND;SG;3;POS;PST;PASS
辞退	reddetti	辞退	reddet	V	V;PFV;IND;SG;3;POS;PST
パーセント	yüzdeleri	パーセント	yüzde	N	N;NOM;PL;3
職務	görevleri	職務	görev	N	N;NOM;PL;3
ハンドル	kolları	ハンドル	kol	N	N;ACC;PL;3
評判	itibarını	評判	itibar	N	N;ACC;SG;3
つる	asma	つる	as		
つる	vine	つる	vin		
つる	sarmaşık	つる	sarmaşık		
割り当て	atamak	割り当てる	at	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
バブル	kabarcık	バブル	kabarcık	N	N;NOM;SG;3
バブル	baloncuk	バブル	baloncuk	N	N;NOM;SG;3
明るい	hafif	明るい	hafif	ADJ	ADJ
埋葬	gömmek	埋葬	göm	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
埋葬	gömülmüş	埋葬	göm	V	V;PFV;NFH;IND;SG;3;POS;PST;PASS
埋葬	gömüldü	埋葬	göm	V	V;PFV;IND;SG;3;POS;PST;PASS
トレイン	trenle	トレイン	trenl	N	N;INS;SG;3
いつか	birgün	いつか	birgün		
芸術家	sanatçılar	芸術家	sanatçı	N	N;NOM;PL;3
セレクション	seçimi	セレクション	seçim	N	N;ACC;SG;3
熱帯	tropikal	熱帯	tropikal	N	N;NOM;SG;3
ノミネート	adaylar	ノミネート	aday	N	N;NOM;PL;3
消費者	tüketiciler	消費者	tüketici	N	N;NOM;PL;3
損失	kayıpları	損失	kayıp	N	N;ACC;PL;3
損失	kayıplar	損失	kayıp	N	N;NOM;PL;3
ストック	hisse	ストック	hisse	N	N;NOM;SG;3
声明	ifade	声明	ifade	N	N;NOM;SG;3
貧困	yoksulluk	貧困	yoksulluk	N	N;NOM;SG;3
貧困	fakirlik	貧困	fakirlik	N	N;NOM;SG;3
力学	mekaniği	力学	mekanik	N	N;NOM;SG;3
ソリ	kızak	ソリ	kızak	N	N;NOM;SG;3
公衆	kamu	公衆	kamu	N	N;NOM;SG;3
農場	çiftlik	農場	çiftlik	N	N;NOM;SG;3
セキュリティ	güvenlik	セキュリティ	güvenlik	N	N;NOM;SG;3
債権	iddialar	債権	iddia	N	N;NOM;PL;3
祖母	babaanne	祖母	babaann	N	N;DAT;SG;3
祖母	anneanne	祖母	anneanne	N	N;NOM;SG;3
祖母	büyükanne	祖母	büyükan	N	N;NOM;SG;3
手続	prosedürleri	手続	prosedür	N	N;NOM;PL;3
ドキュメント	belgeler	ドキュメント	belge	N	N;NOM;PL;3
ドキュメント	doktorlar	ドキュメント	doktor	N	N;NOM;PL;3
ドキュメント	evraklar	ドキュメント	evrak	N	N;NOM;PL;3
ドキュメント	belgeler	ドキュメント	belge	N	N;NOM;PL;3
ドキュメント	belgeler	ドキュメント	belge	N	N;NOM;PL;3
思考	düşünceler	思考	düşünce	N	N;NOM;PL;3
思考	düşünceleriniz	思考	düşünce	N	N;NOM;PL;3
講習	eğitimi	講習	eğitim	N	N;ACC;SG;3
講習	eğitim	講習	eğitim	N	N;NOM;SG;3
コンピューター	bilgisayar	コンピューター	bilgisayar	N	N;NOM;SG;3
コンピューター	bilgisayar	コンピューター	bilgisayar	N	N;NOM;SG;3
コンピューター	bilgisayarlar	コンピューター	bilgisayar	N	N;NOM;PL;3
レート	oranı	レート	oran	N	N;NOM;SG;3
当事	partiler	当事	parti	N	N;NOM;PL;3
ポンプ	pompalar	ポンプ	pompa	N	N;NOM;PL;3
ハイブリッド	melezler	ハイブリッド	melez	N	N;NOM;PL;3
マウス	fareler	マウス	fare	N	N;NOM;PL;3
レインボー	gökkuşağı	レインボー	gökkuşağı	N	N;NOM;SG;3
失う	kaybetmek	失う	kaybet	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
失う	kaybeder	失う	kaybet	V	V;IPFV;IND;SG;3;POS
感じる	hissediyorum	感じる	hisset	V	V;PROG;IND;SG;1;POS;INFM;PRS
感じる	hissetmek	感じる	hisset	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
脅威	tehditleri	脅威	tehdit	N	N;NOM;PL;3
脅威	tehditler	脅威	tehdit	N	N;NOM;PL;3
車輪	tekerlek	車輪	tekerlek	N	N;NOM;SG;3
車輪	tekerlekler	車輪	tekerlek	N	N;NOM;PL;3
車輪	tekerlek	車輪	tekerlek	N	N;NOM;SG;3
シャツ	gömlek	シャツ	gömlek	N	N;NOM;SG;3
シャツ	gömlek	シャツ	gömlek	N	N;NOM;SG;3
シャツ	tişörtler	シャツ	tişört	N	N;NOM;PL;3
主人	kocacığım	主人	koc	N	N;NOM;SG;3
結婚式	evlilik	結婚式	evlilik	N	N;NOM;SG;3
アルミ	alüminyum	アルミ	alüm	N	N;NOM;SG;3
香り	kokusu	香り	koku	N	N;NOM;SG;3
シールド	kalkanları	シールド	kalkan	N	N;ACC;PL;3
シールド	kalkanlar	シールド	kalkan	N	N;NOM;PL;3
オブジェクト	nesneler	オブジェクト	nesne	N	N;NOM;PL;3
オブジェクト	nesneleri	オブジェクト	nesne	N	N;ACC;PL;3
代理店	ajansları	代理店	ajans	N	N;NOM;PL;3
トライアル	deneyleri	トライアル	deney	N	N;ACC;PL;3
リサーチ	araştırma	リサーチ	araştır	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
リサーチ	araştırmalar	リサーチ	araştır	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
宝石	kuyumcu	宝石	kuyumcu	N	N;NOM;SG;3
宝石	mücevherler	宝石	mücevher	N	N;NOM;PL;3
宝石	mücevherleri	宝石	mücevher	N	N;NOM;PL;3
宝石	mücevherler	宝石	mücevher	N	N;NOM;PL;3
座標	koordinat	座標	koordinat	N	N;NOM;SG;3
座標	koordine	座標	koord	N	N;DAT;SG;3
座標	koordinatları	座標	koordinat	N	N;NOM;PL;3
座標	koordinat	座標	koordinat	N	N;NOM;SG;3
座標	koordinatlar	座標	koordinat	N	N;NOM;PL;3
標本	numune	標本	num	N	N;DAT;SG;3
両側	taraflar	両側	taraf	N	N;NOM;PL;3
頻度	sıklık	頻度	sıklık	N	N;NOM;SG;3
頻度	frekans	頻度	frekans	N	N;NOM;SG;3
優しい	nazik	優しい	nazik	ADJ	ADJ
語源	kökeni	語源	köken	N	N;ACC;SG;3
オルガン	organı	オルガン	organ	N	N;ACC;SG;3
帽子	şapkalar	帽子	şapka	N	N;NOM;PL;3
帽子	şapkaları	帽子	şapka	N	N;ACC;PL;3
洞窟	mağarası	洞窟	mağara	N	N;NOM;SG;3
洞窟	mağaralar	洞窟	mağara	N	N;NOM;PL;3
精度	hassasiyeti	精度	hassasiyet	N	N;ACC;SG;3
精度	hassasiyet	精度	hassasiyet	N	N;NOM;SG;3
精度	kesinlik	精度	kesinlik	N	N;NOM;SG;3
精度	doğruluğu	精度	doğruluk	N	N;ACC;SG;3
精度	doğruluk	精度	doğruluk	N	N;NOM;SG;3
裁判官	hakemler	裁判官	hakem	N	N;NOM;PL;3
裁判官	yargıçlar	裁判官	yargıç	N	N;NOM;PL;3
裁判官	hakimler	裁判官	hakim	N	N;NOM;PL;3
系図	soyağacı	系図	soyağacı	N	N;NOM;SG;3
ベッド	yatakları	ベッド	yatak	N	N;ACC;PL;3
ベッド	yataklar	ベッド	yatak	N	N;NOM;PL;3
ベッド	yatak	ベッド	yatak	N	N;NOM;SG;3
ベッド	yatak	ベッド	yatak	N	N;NOM;SG;3
参考	bibliyografya	参考	bible	N	N;NOM;SG;3
制約	kısıtlamalar	制約	kısıtla	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
制約	kısıtlama	制約	kısıtla	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
ビタミン	vitamini	ビタミン	vitam	N	N;NOM;SG;3
透明	şeffaf	透明	şeffaf		
透明	şeffaf	透明	şeffaf		
索引	indeksler	索引	indeks	N	N;NOM;PL;3
速報	kırılma	速報	kır	V	V;PFV;NOM;IMP;POS;PRS;PASS
葬儀	cenazesi	葬儀	cenaze	N	N;NOM;SG;3
ターゲット	hedefler	ターゲット	hedef	N	N;NOM;PL;3
満足	tatmin	満足	tatmin		
満足	tatmin	満足	tatmin		
満足	tatmin	満足	tatmin		
筋肉	kasları	筋肉	kas	N	N;ACC;PL;3
筋肉	kaslar	筋肉	kas	N	N;NOM;PL;3
筋肉	kaslar	筋肉	kas	N	N;NOM;PL;3
グッズ	koleksiyonlar	グッズ	koleksiyon	N	N;NOM;PL;3
バッテリー	batarya	バッテリー	batar	N	N;NOM;SG;3
楽園	cennet	楽園	cennet	N	N;NOM;SG;3
楽園	paradise	楽園	paradise	N	N;NOM;SG;3
対称	simetri	対称	simetri	N	N;NOM;SG;3
パイプ	borular	パイプ	boru	N	N;NOM;PL;3
因子	faktörü	因子	faktörü	N	N;ACC;SG;3
クラッシュ	kazalar	クラッシュ	kaza	N	N;NOM;PL;3
トレーナー	antrenör	トレーナー	antrenör	N	N;NOM;SG;3
信者	müminler	信者	mümin	N	N;NOM;PL;3
信者	inananlar	信者	inan	N	N;NOM;PL;3
叩き	döven	叩く	döv	V	V;PFV;IND;POS;PRS;V.PTCP
園芸	bahçe	園芸	bahçe	N	N;NOM;SG;3
潜入	sızmak	潜入	sız	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
マスターズ	efendiler	マスターズ	efendi	N	N;NOM;PL;3
係数	katsayısı	係数	katsayı	N	N;NOM;SG;3
係数	katsayıları	係数	katsayı	N	N;ACC;PL;3
係数	faktörü	係数	faktörü	N	N;ACC;SG;3
読書	okuyorum	読書	oku	V	V;PROG;IND;SG;1;POS;INFM;PRS
読書	okuma	読書	oku	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
読書	okumak	読書	oku	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
トランペット	trompetler	トランペット	trompet	N	N;NOM;PL;3
トランペット	trompet	トランペット	trompet	N	N;NOM;SG;3
テクノロジー	teknolojileri	テクノロジー	teknoloji	N	N;ACC;PL;3
テクノロジー	teknolojiler	テクノロジー	teknoloji	N	N;NOM;PL;3
パズル	yapboz	パズル	yapboz	N	N;NOM;SG;3
延期	ertelemek	延期	ertel	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
延期	ertelendi	延期	ertele	V	V;PFV;IND;SG;3;POS;PST;PASS
文法	dilbilgisi	文法	dilbilgi	N	N;NOM;SG;3
医者	doktorları	医者	doktor	N	N;ACC;PL;3
医者	doktorlar	医者	doktor	N	N;NOM;PL;3
辞書	sözlükler	辞書	sözlük	N	N;NOM;PL;3
辞書	sözlük	辞書	sözlük	N	N;NOM;SG;3
辞書	sözlük	辞書	sözlük	N	N;NOM;SG;3
辞書	sözlüğü	辞書	sözlük	N	N;NOM;SG;3
木材	ahşap	木材	ahşap	N	N;NOM;SG;3
木材	ahşap	木材	ahşap	N	N;NOM;SG;3
個性	bireysellik	個性	bireysellik	N	N;NOM;SG;3
個性	kişiliği	個性	kişilik	N	N;NOM;SG;3
個性	kişilik	個性	kişilik	N	N;NOM;SG;3
家屋	evleri	家屋	ev	N	N;ACC;PL;3
家屋	evler	家屋	ev	N	N;NOM;PL;3
フォーム	form	フォーム	form		
フォーム	formu	フォーム	formu		
フォーム	biçim	フォーム	biçim		
フォーム	form	フォーム	form		
ちょうど	sadece	ちょうど	sadece	ADV	ADV
農家	çiftçilerin	農家	çiftçi	N	N;GEN;PL;3
バリエーション	varyasyonları	バリエーション	varyasyon	N	N;ACC;PL;3
親族	akrabalar	親族	akraba	N	N;NOM;PL;3
親族	akrabaları	親族	akraba	N	N;NOM;PL;3
親族	akrabalık	親族	akrabalık	N	N;NOM;SG;3
情勢	durumlar	情勢	durum	N	N;NOM;PL;3
加算	ekleyin	加算	ekle	V	V;PFV;IMP;PL;2;POS;PRS
厩舎	ahır	厩舎	ahır	N	N;NOM;SG;3
プライベート	private	プライベート	privat	N	N;NOM;SG;3
人質	rehineler	人質	rehine	N	N;NOM;PL;3
ロッド	olta	ロッド	olta	N	N;NOM;SG;3
歩く	yürüyen	歩く	yürü	V	V;PFV;IND;POS;PRS;V.PTCP
歩く	yürümek	歩く	yürü	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
歩く	yürüyorum	歩く	yürü	V	V;PROG;IND;SG;1;POS;INFM;PRS
歩く	yürü	歩く	yürü	V	V;PFV;IMP;SG;2;POS;PRS
魔術	büyücülük	魔術	büyücülük	N	N;NOM;SG;3
サーバー	sunucuları	サーバー	sunucu	N	N;ACC;PL;3
サーバー	sunucusu	サーバー	sunucu	N	N;NOM;SG;3
ユニフォーム	üniformalar	ユニフォーム	üniforma	N	N;NOM;PL;3
ユニフォーム	üniformaları	ユニフォーム	üniforma	N	N;NOM;PL;3
ファーム	çiftlik	ファーム	çiftlik	N	N;NOM;SG;3
沿革	tarih	沿革	tarih	N	N;NOM;SG;3
デート	tarihi	デート	tarih		
デート	flört	デート	flört		
デート	flört	デート	flört		
シンガー	şarkıcı	シンガー	şarkıcı	N	N;NOM;SG;3
モニター	ekran	モニター	ekran	N	N;NOM;SG;3
モニター	monitör	モニター	monitör	N	N;NOM;SG;3
擁護	savunmak	擁護	savun	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
チョコレート	çikolatalı	チョコレート	çikolatalı	N	N;NOM;SG;3
エディション	baskılar	エディション	baskı	N	N;NOM;PL;3
脚注	dipnotlar	脚注	dipnot	N	N;NOM;PL;3
レンジ	mesafe	レンジ	mesafe	N	N;NOM;SG;3
スロット	yuvaları	スロット	yuva	N	N;ACC;PL;3
隼人	hayato	隼人	hayato		
リッチ	zenginler	リッチ	zengin	N	N;NOM;PL;3
愛する	sevmek	愛する	sev	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
記念碑	memorial	記念碑	memorial	N	N;NOM;SG;3
記念碑	anıtlar	記念碑	anıt	N	N;NOM;PL;3
記念碑	anıtı	記念碑	anıt	N	N;ACC;SG;3
待つ	bekleyin	待つ	bekle	V	V;PFV;IMP;PL;2;POS;PRS
待つ	bekle	待つ	bekle	V	V;PFV;IMP;SG;2;POS;PRS
アベニュー	caddesi	アベニュー	cadde	N	N;NOM;SG;3
ワード	kelimesi	ワード	kelime	N	N;NOM;SG;3
難民	mülteciler	難民	mülteci	N	N;NOM;PL;3
デバイス	cihazlar	デバイス	cihaz	N	N;NOM;PL;3
デバイス	aygıtlar	デバイス	aygıt	N	N;NOM;PL;3
歩き	yürü	歩く	yürü	V	V;PFV;IMP;SG;2;POS;PRS
イスラム	müslümanlar	イスラム	müslüman	N	N;NOM;PL;3
イスラム	müslümanlar	イスラム	müslüman	N	N;NOM;PL;3
イスラム	müslümanların	イスラム	müslüman	N	N;GEN;PL;3
イスラム	müslümanlara	イスラム	müslüman	N	N;DAT;PL;3
合金	alaşımlar	合金	alaşım	N	N;NOM;PL;3
計測	ölçün	計測	ölçün	V	V;PFV;IMP;PL;2;POS;PRS
関節	eklemleri	関節	eklem	N	N;ACC;PL;3
免疫	bağışıklık	免疫	bağışıklık	N	N;NOM;SG;3
免疫	bağışıklık	免疫	bağışıklık	N	N;NOM;SG;3
メモリー	bellek	メモリー	bellek	N	N;NOM;SG;3
メモリー	anılar	メモリー	anı	N	N;NOM;PL;3
メモリー	hatıralar	メモリー	hatıra	N	N;NOM;PL;3
メモリー	hafıza	メモリー	hafız	N	N;NOM;SG;3
リーチ	erişim	リーチ	erişim	N	N;NOM;SG;3
シューティング	nişancı	シューティング	nişancı	N	N;NOM;SG;3
レーサー	yarışçılar	レーサー	yarışçı	N	N;NOM;PL;3
レーサー	yarışçı	レーサー	yarışçı	N	N;NOM;SG;3
ドレス	elbise	ドレス	elbise	N	N;NOM;SG;3
ドレス	gelinlik	ドレス	gelinlik	N	N;NOM;SG;3
ドレス	elbise	ドレス	elbise	N	N;NOM;SG;3
ドレス	elbiseler	ドレス	elbise	N	N;NOM;PL;3
セールス	satışlar	セールス	satış	N	N;NOM;PL;3
鉱業	madencilik	鉱業	madencilik	N	N;NOM;SG;3
氏族	klanı	氏族	klan		
氏族	klan	氏族	klan		
勢い	momentum	勢い	momentum	N	N;NOM;SG;3
パブリック	kamu	パブリック	kamu	N	N;NOM;SG;3
手順	adımları	手順	adım	N	N;ACC;PL;3
手順	adımlar	手順	adım	N	N;NOM;PL;3
手順	prosedürleri	手順	prosedür	N	N;NOM;PL;3
手順	talimatlar	手順	talimat	N	N;NOM;PL;3
手順	talimatları	手順	talimat	N	N;NOM;PL;3
エージェント	ajanlar	エージェント	ajan	N	N;NOM;PL;3
強盗	soyguncusu	強盗	soyguncu	N	N;NOM;SG;3
強盗	hırsızlık	強盗	hırsızlık	N	N;NOM;SG;3
パブ	barlar	パブ	bar	N	N;NOM;PL;3
パブ	bar	パブ	bar	N	N;NOM;SG;3
処女	bakireler	処女	bakir	N	N;NOM;PL;3
司祭	papazlık	司祭	papazlık	N	N;NOM;SG;3
司祭	rahipler	司祭	rahip	N	N;NOM;PL;3
ひまわり	ayçiçeği	ひまわり	ayçiçeği	N	N;NOM;SG;3
カプセル	kapsülü	カプセル	kapsül	N	N;ACC;SG;3
微分	diferansiyel	微分	diferansiyel	N	N;NOM;SG;3
失踪	kaybolmuş	失踪	kaybol	V	V;PFV;NFH;IND;SG;3;POS;PST
失踪	kayboldu	失踪	kaybol	V	V;PFV;IND;SG;3;POS;PST
失踪	kaybolması	失踪	kaybol	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
ランナー	kaçaklar	ランナー	kaçak	N	N;NOM;PL;3
ランナー	koşucular	ランナー	koşucu	N	N;NOM;PL;3
インストール	tesisler	インストール	tesis	N	N;NOM;PL;3
インストール	kurulum	インストール	kurulum	N	N;NOM;SG;3
インストール	kurulum	インストール	kurulum	N	N;NOM;SG;3
ナイフ	bıçakları	ナイフ	bıçak	N	N;ACC;PL;3
ナイフ	bıçaklar	ナイフ	bıçak	N	N;NOM;PL;3
星座	takımyıldızları	星座	takımyıldız	N	N;ACC;PL;3
侯爵	marki	侯爵	marki		
侯爵	marquis	侯爵	marquis		
