bedeuten	impliceren	bedeuten	impliceren	V;NFIN	V;NFIN
ukrainischen	oekraïense	ukrainisch	oekraïens	ADJ;NOM;MASC;PL	ADJ
lehren	onderwijzen	lehren	onderwijzen	V;NFIN	V;NFIN
lehren	onderwijzen	lehren	onderwijzen	V;NFIN	V;NFIN
höfe	boerderijen	hofen	boerderij	N;NOM;PL	N;PL
höfe	binnenplaatsen	hofen	binnenplaats	N;NOM;PL	N;PL
höfe	rechtbanken	hofen	rechtbank	N;NOM;PL	N;PL
ungarisch	hongaarse	ungarisch	hongaars	ADJ	ADJ
ungarisch	hongaars	ungarisch	hongaars	ADJ	ADJ
tool	gereedschap	tool	gereedschap	N;NOM;NEUT;SG	N;NEUT;SG
tool	hulpprogramma	tool	hulpprogramma	N;NOM;NEUT;SG	N;NEUT;SG
tool	tool	tool	tool	N;NOM;NEUT;SG	N;MASC+FEM;SG
tool	instrument	tool	instrument	N;NOM;NEUT;SG	N;NEUT;SG
tool	hulpmiddel	tool	hulpmiddel	N;NOM;NEUT;SG	N;NEUT;SG
tool	werktuig	tool	werktuig	N;NOM;NEUT;SG	N;NEUT;SG
glatt	plain	glatt	plain	ADJ	ADJ
glatt	soepel	glatt	soepel	ADJ	ADJ
glatt	gladde	glatt	glad	ADJ	ADJ
glatt	glad	glatt	glad	ADJ	ADJ
beauftragte	afgezant	beauftragen	afzanten	V;IND;SG;3;PST;FIN	V;V.PTCP
beauftragte	gedelegeerde	beauftragen	gedelegeerde	V;IND;SG;3;PST;FIN	V;V.PTCP
beauftragte	afgevaardigde	beauftragen	afvaardigen	V;IND;SG;3;PST;FIN	V;V.PTCP
beauftragte	delegeren	beauftragen	delegeren	V;IND;SG;3;PST;FIN	V;NFIN
beauftragte	gemachtigde	beauftragen	machtigen	V;IND;SG;3;PST;FIN	V;V.PTCP
beantworten	beantwoorden	beantworten	beantwoorden	V;NFIN	V;NFIN
erwerb	acquisitie	erwerben	acquisitie	N	N;MASC+FEM;SG
erwerb	overnames	erwerben	overname	N	N;PL
erwerb	aanschaf	erwerben	aanschaf	N	N;MASC+FEM;SG
erwerb	aankoop	erwerben	aankoop	N	N;MASC+FEM;SG
erwerb	inkoop	erwerben	inkoop	N	N;MASC+FEM;SG
erwerb	aankoop	erwerben	aankoop	N	N;MASC+FEM;SG
erwerb	acquisitie	erwerben	acquisitie	N	N;MASC+FEM;SG
erwerb	verwerving	erwerben	verwerving	N	N;MASC+FEM;SG
erwerb	overname	erwerben	overname	N	N;MASC+FEM;SG
erwerb	aanwinst	erwerben	aanwinst	N	N;MASC+FEM;SG
niedriger	lager	niedrig	laag	ADJ	ADJ;CMPR
niedriger	lagere	niedrig	laag	ADJ	ADJ;CMPR
portugiesischer	portugese	portugiesisch	portugees	ADJ	ADJ
portugiesischer	portugees	portugiesisch	portugees	ADJ	ADJ
bittet	vraagt	bitten	vraag	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
bittet	bedelen	bitten	bedelen	V;IND;SG;3;PRS;FIN	V;NFIN
bittet	smeken	bitten	smeken	V;IND;SG;3;PRS;FIN	V;NFIN
bewusstsein	geweten	bewußtsein	wijten	V;IND;SG;3;PRS;FIN	V;V.PTCP
berufliche	beroepsmatige	beruflich	beroepsmatig	ADJ;NOM;FEM;PL	ADJ
apostolischen	apostolische	apostolisch	apostolisch	ADJ;MASC;SG	ADJ
erlauben	activeren	erlauben	activeren	V;NFIN	V;NFIN
erlauben	inschakelen	erlauben	inschakelen	V;NFIN	V;NFIN
erlauben	toestaan	erlauben	toestaan	V;NFIN	V;NFIN
ausgegangen	gedateerd	ausgehen	dateren	V;V.PTCP	V;V.PTCP
gescheitert	gezakt	scheitern	zakken	V;V.PTCP	V;V.PTCP
gescheitert	mislukt	scheitern	mislukken	V;V.PTCP	V;V.PTCP
gescheitert	mislukte	scheitern	mislukken	V;V.PTCP	V;SG;PST;FIN
gescheitert	gefaald	scheitern	falen	V;V.PTCP	V;V.PTCP
tschechisch	tsjechische	tschechisch	tsjechisch	ADJ	ADJ
tschechisch	tsjechisch	tschechisch	tsjechisch	ADJ	ADJ
zugewiesen	toegewezen	zuweisen	toewijzen	V;V.PTCP	V;V.PTCP
zugewiesen	toegewezen	zuweisen	toewijzen	V;V.PTCP	V;V.PTCP
zugewiesen	toegeschreven	zuweisen	toeschrijven	V;V.PTCP	V;V.PTCP
zugewiesen	toegerekend	zuweisen	toerkeken	V;V.PTCP	V;V.PTCP
grundlegend	fundamenteel	grundlegend	fundamenteel	ADJ	ADJ
grundlegend	fundamenteel	grundlegend	fundamenteel	ADJ	ADJ
grundlegend	fundamentele	grundlegend	fundamenteel	ADJ	ADJ
ermittlungen	onderzoeken	ermittlung	onderzoeken	V;PL	V;NFIN
verwechseln	verwar	verwechseln	verwarer	V;NFIN	V;SG;PRS;FIN
verwechseln	verwarren	verwechseln	verwarren	V;NFIN	V;NFIN
verschieden	verschillend	verschieden	verschillend	ADJ	ADJ
verschieden	verschillende	verschieden	verschillend	ADJ	ADJ
verschieden	divers	verschieden	diver	ADJ	ADJ
verschieden	diverse	verschieden	divers	ADJ	ADJ
verschieden	verschillende	verschieden	verschillend	ADJ	ADJ
umstände	omstandigheden	umstehen	omstandigheid	N	N;PL
umstände	omstandigheid	umstehen	omstandigheid	N	N;MASC+FEM;SG
umstände	omstandigheden	umstehen	omstandigheid	N	N;PL
systematisch	systematisch	systematisch	systematisch	ADJ	ADJ
systematisch	systematisch	systematisch	systematisch	ADJ	ADJ
systematisch	systematische	systematisch	systematisch	ADJ	ADJ
gesetzlichen	statutaire	gesetzlich	statutair	ADJ	ADJ
gesetzlichen	statutair	gesetzlich	statutair	ADJ	ADJ
durchführen	optreden	durchfahren|durchführen	optreden	V;NFIN	V;NFIN
durchführen	uitvoeren	durchfahren|durchführen	uitvoeren	V;NFIN	V;NFIN
durchführen	presteren	durchfahren|durchführen	presteren	V;NFIN	V;NFIN
erwünscht	wenselijke	erwünscht	wenselijk	ADJ	ADJ
erwünscht	wenselijk	erwünscht	wenselijk	ADJ	ADJ
konzentriert	geconcentreerde	konzentrieren	geconcentreerd	V;V.PTCP	V;V.PTCP
konzentriert	geconcentreerd	konzentrieren	concentreren	V;V.PTCP	V;V.PTCP
konzentriert	geconcentreerd	konzentrieren	concentreren	V;V.PTCP	V;V.PTCP
konzentriert	focust	konzentrieren	focust	V;V.PTCP	V;SG;PRS;FIN
konzentriert	gefocust	konzentrieren	focusten	V;V.PTCP	V;V.PTCP
konzentriert	geconcentreerd	konzentrieren	concentreren	V;V.PTCP	V;V.PTCP
erstellte	gecompileerd	erstellt	compileren	V;IND;SG;3;PST;FIN	V;V.PTCP
erstellte	opgesteld	erstellt	opstellen	V;IND;SG;3;PST;FIN	V;V.PTCP
erstellte	samengesteld	erstellt	samenstellen	V;IND;SG;3;PST;FIN	V;V.PTCP
erstellte	aangemaakt	erstellt	aanmaken	V;IND;SG;3;PST;FIN	V;V.PTCP
erstellte	gecreëerd	erstellt	creëren	V;IND;SG;3;PST;FIN	V;V.PTCP
erstellte	gemaakt	erstellt	maken	V;IND;SG;3;PST;FIN	V;V.PTCP
erstellte	geschapen	erstellt	scheppen	V;IND;SG;3;PST;FIN	V;V.PTCP
geäußert	geuit	äußern	uiten	V;V.PTCP	V;V.PTCP
inschriften	opschriften	inschrift	opschriften	N;PL	N;PL
inschriften	inscripties	inschrift	inscriptie	N;PL	N;PL
zähne	tand	zähnen	tand	N;NOM;SG	N;MASC+FEM;SG
zähne	gebit	zähnen	gebit	N;NOM;SG	N;NEUT;SG
gültig	valide	gültig	valide	ADJ	ADJ
gültig	geldig	gültig	geldig	ADJ	ADJ
gültig	geldige	gültig	geldig	ADJ	ADJ
systematische	systematisch	systematisch	systematisch	ADJ;NOM;FEM;PL	ADJ
systematische	systematische	systematisch	systematisch	ADJ;NOM;FEM;PL	ADJ
denkbar	denkbare	denkbar	denkbaar	ADJ	ADJ
denkbar	denkbaar	denkbar	denkbaar	ADJ	ADJ
umgehen	ontwijken	umgehen	ontwijken	V;NFIN	V;NFIN
umgehen	omzeilen	umgehen	omzeilen	V;NFIN	V;NFIN
abbruch	abortus	abbruch	abortus	N;SG	N;MASC+FEM;SG
abbruch	sloop	abbruch	sluipen	N;SG	N;MASC+FEM;SG
abbruch	afbraak	abbruch	afbraak	N;SG	N;MASC+FEM;SG
spannungen	benadrukt	spannungen	benadrukken	V;NFIN	V;V.PTCP
bricht	breekt	brechen	breken	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
verarbeitung	verwerking	verarbeitung	verwerking	N;NOM;FEM;SG	N;MASC+FEM;SG
verarbeitung	vakmanschap	verarbeitung	vakmanschap	N;NOM;FEM;SG	N;NEUT;SG
sechste	zesde	sechst	zes	ADJ;NOM	ADJ
empfohlen	voorgestelde	empfehlen	voorstellen	V;V.PTCP	V;V.PTCP
empfohlen	voorgesteld	empfehlen	voorstellen	V;V.PTCP	V;V.PTCP
empfohlen	gesuggereerd	empfehlen	suggereren	V;V.PTCP	V;V.PTCP
empfohlen	aanbevolen	empfehlen	aanbevelen	V;V.PTCP	V;V.PTCP
empfohlen	aangeraden	empfehlen	aanraden	V;V.PTCP	V;V.PTCP
empfohlen	adviseerde	empfehlen	adviseren	V;V.PTCP	V;SG;PST;FIN
empfohlen	geadviseerd	empfehlen	adviseren	V;V.PTCP	V;V.PTCP
vernichtet	vernietigd	vernichten	vernietigen	V;V.PTCP	V;V.PTCP
vernichtet	vernietigde	vernichten	vernietigen	V;V.PTCP	V;SG;PST;FIN
vernichtet	vernield	vernichten	vernielen	V;V.PTCP	V;V.PTCP
vernichtet	verwoest	vernichten	verwoesten	V;V.PTCP	V;V.PTCP
vernichtet	verwoesten	vernichten	verwoesten	V;V.PTCP	V;NFIN
vernichtet	vernietigen	vernichten	vernietigen	V;V.PTCP	V;NFIN
vernichtet	vernietig	vernichten	vernietig	V;V.PTCP	V;SG;PRS;FIN
vernichtet	uitgeroeid	vernichten	uitroeien	V;V.PTCP	V;V.PTCP
akzeptieren	accepteren	akzeptieren	accepteren	V;NFIN	V;NFIN
akzeptieren	aanvaarden	akzeptieren	aanvaarden	V;NFIN	V;NFIN
akzeptieren	accepteren	akzeptieren	accepteren	V;NFIN	V;NFIN
akzeptieren	aanvaarden	akzeptieren	aanvaarden	V;NFIN	V;NFIN
akzeptieren	accepteer	akzeptieren	accepteer	V;NFIN	V;SG;PRS;FIN
renovierung	renovatie	renovierung	renovatie	N;NOM;FEM;SG	N;MASC+FEM;SG
renovierung	verbouwing	renovierung	verbouwing	N;NOM;FEM;SG	N;MASC+FEM;SG
übersehen	gemist	übersehen	missen	V;V.PTCP	V;V.PTCP
übersehen	miste	übersehen	missen	V;V.PTCP	V;SG;PST;FIN
übersehen	gemiste	übersehen	missen	V;V.PTCP	V;V.PTCP
massiven	massief	massiv	massief	ADJ;PL	ADJ
massiven	enorme	massiv	enorm	ADJ;PL	ADJ
massiven	massaal	massiv	massaal	ADJ;PL	ADJ
massiven	massale	massiv	massaal	ADJ;PL	ADJ
gleichung	vergelijking	gleichung	vergelijking	N;SG	N;MASC+FEM;SG
erlaubte	toegestaan	erlauben	toestaan	V;IND;SG;3;PST;FIN	V;V.PTCP
erlaubte	toegelaten	erlauben	toelaten	V;IND;SG;3;PST;FIN	V;V.PTCP
erlaubte	toegestane	erlauben	toestaan	V;IND;SG;3;PST;FIN	V;V.PTCP
erlaubte	toegestaan	erlauben	toestaan	V;IND;SG;3;PST;FIN	V;V.PTCP
erlaubte	toegelaten	erlauben	toelaten	V;IND;SG;3;PST;FIN	V;V.PTCP
erlaubte	toegestane	erlauben	toestaan	V;IND;SG;3;PST;FIN	V;V.PTCP
vergeblich	ijdel	vergeblich	ijdel	ADJ	ADJ
vergeblich	ijdele	vergeblich	ijdeel	ADJ	ADJ
vergeblich	zinloos	vergeblich	zinloos	ADJ	ADJ
behauptete	geclaimd	behaupten	claimen	V;IND;SG;3;PST;FIN	V;V.PTCP
behauptete	opgeëist	behaupten	oplissen	V;IND;SG;3;PST;FIN	V;V.PTCP
behauptete	claimde	behaupten	claimen	V;IND;SG;3;PST;FIN	V;SG;PST;FIN
behauptete	beweerde	behaupten	beweren	V;IND;SG;3;PST;FIN	V;SG;PST;FIN
behauptete	geclaimde	behaupten	claimen	V;IND;SG;3;PST;FIN	V;V.PTCP
behauptete	beweerd	behaupten	beweren	V;IND;SG;3;PST;FIN	V;V.PTCP
behauptete	beweerde	behaupten	beweren	V;IND;SG;3;PST;FIN	V;SG;PST;FIN
behauptete	beweerd	behaupten	beweren	V;IND;SG;3;PST;FIN	V;V.PTCP
verfolgen	traceren	verfolgen	traceren	V;NFIN	V;NFIN
verfolgen	achtervolgen	verfolgen	achtervolgen	V;NFIN	V;NFIN
direkter	rechtstreeks	direkt	rechtstreeks	ADJ	ADJ
direkter	directe	direkt	direct	ADJ	ADJ
direkter	direct	direkt	direct	ADJ	ADJ
direkter	rechtstreekse	direkt	rechtstreeks	ADJ	ADJ
anzeigen	bekijk	anzeigen	bekijk	V;NFIN	V;SG;PRS;FIN
anzeigen	bekijken	anzeigen	bekijken	V;NFIN	V;NFIN
anzeigen	tonen	anzeigen	tonen	V;NFIN	V;NFIN
blättern	scrollen	blättern	scrol	V;NFIN	V;NFIN
blättern	scrollen	blättern	scrol	V;NFIN	V;NFIN
blättern	schuiven	blättern	schuiven	V;NFIN	V;NFIN
angetrieben	gedreven	antreiben	drijven	V;V.PTCP	V;V.PTCP
angetrieben	aangedreven	antreiben	aandrijven	V;V.PTCP	V;V.PTCP
wiederholen	herhaalde	wiederholen	herhalen	V;NFIN	V;SG;PST;FIN
wiederholen	herhaald	wiederholen	herhalen	V;NFIN	V;V.PTCP
wiederholen	herhalen	wiederholen	herhalen	V;NFIN	V;NFIN
wiederholen	herhaal	wiederholen	herhaal	V;NFIN	V;SG;PRS;FIN
wiederholen	overdoen	wiederholen	overdoen	V;NFIN	V;NFIN
stadtzentrum	centreren	stadtzentrum	centreren	V;V.PTCP	V;NFIN
wohnt	leeft	wohnen	leven	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
wohnt	woont	wohnen	wonen	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
wachsenden	groeiende	wachsend	groeien	V;PL;FIN	V;V.PTCP
wachsenden	toenemend	wachsend	toenemen	V;PL;FIN	V;V.PTCP
wachsenden	groeien	wachsend	groeien	V;PL;FIN	V;NFIN
wachsenden	groeiend	wachsend	groeien	V;PL;FIN	V;V.PTCP
dominiert	domineert	dominieren	domineren	V;V.PTCP	V;SG;PRS;FIN
dominiert	overheerst	dominieren	overheersen	V;V.PTCP	V;V.PTCP
dominiert	gedomineerd	dominieren	domineren	V;V.PTCP	V;V.PTCP
dominiert	overheerst	dominieren	overheersen	V;V.PTCP	V;V.PTCP
dominiert	domineren	dominieren	domineren	V;V.PTCP	V;NFIN
dominiert	domineren	dominieren	domineren	V;V.PTCP	V;NFIN
geschafft	beheerde	schaffen	beheren	V;V.PTCP	V;SG;PST;FIN
geschafft	beheerd	schaffen	beheren	V;V.PTCP	V;V.PTCP
geschafft	behaald	schaffen	behalen	V;V.PTCP	V;V.PTCP
geschafft	volbracht	schaffen	volbrengen	V;V.PTCP	V;V.PTCP
geschafft	gemaakt	schaffen	maken	V;V.PTCP	V;V.PTCP
geschafft	gedaan	schaffen	doen	V;V.PTCP	V;V.PTCP
geschafft	gelukt	schaffen	lukken	V;V.PTCP	V;V.PTCP
geschafft	geslaagd	schaffen	slagen	V;V.PTCP	V;V.PTCP
jubiläum	jubilee	jubiläum	jubilee	N;NOM;NEUT;SG	N;MASC+FEM;SG
jubiläum	jubileum	jubiläum	jubileum	N;NOM;NEUT;SG	N;NEUT;SG
jubiläum	huwelijksverjaardag	jubiläum	huwelijksverjaardag	N;NOM;NEUT;SG	N;MASC+FEM;SG
jubiläum	jubileum	jubiläum	jubileum	N;NOM;NEUT;SG	N;NEUT;SG
schriftlich	schriftelijke	schriftlich	schriftelijk	ADJ	ADJ
verfolgte	getraceerd	verfolgen	traceren	V;IND;SG;3;PST;FIN	V;V.PTCP
verfolgte	bijgehouden	verfolgen	bijhouden	V;IND;SG;3;PST;FIN	V;V.PTCP
verfolgte	nagestreefd	verfolgen	nastreven	V;IND;SG;3;PST;FIN	V;V.PTCP
verfolgte	achtervolgd	verfolgen	achtervolgen	V;IND;SG;3;PST;FIN	V;V.PTCP
verfolgte	vervolgd	verfolgen	vervolgen	V;IND;SG;3;PST;FIN	V;V.PTCP
verfolgte	vervolgde	verfolgen	vervolgen	V;IND;SG;3;PST;FIN	V;SG;PST;FIN
angewandt	toegepast	anwenden	toepassen	V;V.PTCP	V;V.PTCP
angewandt	toegepaste	anwenden	toepassen	V;V.PTCP	V;V.PTCP
zehnten	tiende	zehnt	tien	ADJ	ADJ
still	stil	still	stil	ADJ	ADJ
eingeleitet	ingeleid	einleiten	inleiden	V;V.PTCP	V;V.PTCP
eingeleitet	geïnitieerd	einleiten	enitiëren	V;V.PTCP	V;V.PTCP
eingeleitet	gestart	einleiten	starten	V;V.PTCP	V;V.PTCP
indirekt	indirect	indirekt	indirect	ADJ	ADJ
indirekt	indirecte	indirekt	indirect	ADJ	ADJ
indirekt	onrechtstreeks	indirekt	onrechtstreeks	ADJ	ADJ
indirekt	indirect	indirekt	indirect	ADJ	ADJ
bestätigung	bevestiging	Bestätigung	bevestiging	N;NOM;FEM;SG	N;MASC+FEM;SG
bestätigung	bevestiging	Bestätigung	bevestiging	N;NOM;FEM;SG	N;MASC+FEM;SG
bestätigung	erkenning	Bestätigung	erkenning	N;NOM;FEM;SG	N;MASC+FEM;SG
bestätigung	validatie	Bestätigung	validatie	N;NOM;FEM;SG	N;MASC+FEM;SG
wiederherstellen	terugzetten	wiederherstellen	terugzetten	V;NFIN	V;NFIN
wiederherstellen	herstellen	wiederherstellen	herstellen	V;NFIN	V;NFIN
wiederherstellen	herstellen	wiederherstellen	herstellen	V;NFIN	V;NFIN
wiederherstellen	overdoen	wiederherstellen	overdoen	V;NFIN	V;NFIN
wiederherstellen	restaureren	wiederherstellen	restaureren	V;NFIN	V;NFIN
wiederherstellen	herstellen	wiederherstellen	herstellen	V;NFIN	V;NFIN
beseitigt	opgelost	beseitigen	oplossen	V;V.PTCP	V;V.PTCP
beseitigt	geëlimineerd	beseitigen	elimineren	V;V.PTCP	V;V.PTCP
beseitigt	afgeschaft	beseitigen	afschaffen	V;V.PTCP	V;V.PTCP
aufschwung	opleving	aufschwang	opleving	N	N;MASC+FEM;SG
aufschwung	heropleving	aufschwang	heropleving	N	N;MASC+FEM;SG
aufschwung	opleving	aufschwang	opleving	N	N;MASC+FEM;SG
verteidigte	verdedigde	verteidigen	verdedigen	V;IND;SG;3;PST;FIN	V;SG;PST;FIN
verteidigte	verdedigd	verteidigen	verdedigen	V;IND;SG;3;PST;FIN	V;V.PTCP
empfehlung	aanrader	empfehlung	aanrader	N;NOM;FEM;SG	N;MASC+FEM;SG
empfehlung	suggestie	empfehlung	suggestie	N;NOM;FEM;SG	N;MASC+FEM;SG
empfehlung	aanbeveling	empfehlung	aanbeveling	N;NOM;FEM;SG	N;MASC+FEM;SG
bedrohung	bedreiging	bedrohung	bedreiging	N;FEM;SG	N;MASC+FEM;SG
bedrohung	bedreiging	bedrohung	bedreiging	N;FEM;SG	N;MASC+FEM;SG
bedrohung	dreigementen	bedrohung	dreigement	N;FEM;SG	N;MASC+FEM;SG
bedrohung	dreigement	bedrohung	dreigement	N;FEM;SG	N;NEUT;SG
bedrohung	bedreiging	bedrohung	bedreiging	N;FEM;SG	N;MASC+FEM;SG
bedrohung	dreiging	bedrohung	dreiging	N;FEM;SG	N;MASC+FEM;SG
eindeutige	ondubbelzinnig	eindeutig	ondubbelzinnig	ADJ;NOM;FEM;PL	ADJ
eindeutige	ondubbelzinnige	eindeutig	ondubbelzinnig	ADJ;NOM;FEM;PL	ADJ
eindeutige	eenduidig	eindeutig	eenduidig	ADJ;NOM;FEM;PL	ADJ
eindeutige	ondubbelzinnig	eindeutig	ondubbelzinnig	ADJ;NOM;FEM;PL	ADJ
eindeutige	ondubbelzinnige	eindeutig	ondubbelzinnig	ADJ;NOM;FEM;PL	ADJ
eindeutige	eenduidig	eindeutig	eenduidig	ADJ;NOM;FEM;PL	ADJ
einweihung	toewijding	einweihung	toewijding	N	N;MASC+FEM;SG
einweihung	inauguratie	einweihung	inauguratie	N	N;MASC+FEM;SG
vollendet	voltooit	vollenden	voltooien	V;V.PTCP	V;SG;PRS;FIN
landung	touchdown	landung	touchdown	N;NOM;FEM;SG	N;MASC+FEM;SG
landung	aanvoer	landung	aanvoer	N;NOM;FEM;SG	N;MASC+FEM;SG
landung	aanlanding	landung	aanlanding	N;NOM;FEM;SG	N;MASC+FEM;SG
landung	landing	landung	landing	N;NOM;FEM;SG	N;MASC+FEM;SG
saniert	gerehabiliteerd	sanieren	rehabiliteren	V;V.PTCP	V;V.PTCP
sozialer	sociale	sozial	sociaal	ADJ	ADJ
sozialer	sociaal	sozial	sociaal	ADJ	ADJ
statistischen	statistisch	statistisch	statistisch	ADJ;NOM	ADJ
statistischen	statistische	statistisch	statistisch	ADJ;NOM	ADJ
betreute	overzag	betreuen	overzag	V;IND;SG;3;FIN	V;SG;PST;FIN
offensive	aanstootgevend	offensiv	aanstootgevend	ADJ;NOM;FEM;PL	ADJ
fein	prima	fein	prima	ADJ	ADJ
besiegt	veroverd	besiegen	veroveren	V;V.PTCP	V;V.PTCP
besiegt	overwonnen	besiegen	overwinnen	V;V.PTCP	V;V.PTCP
besiegt	geslagen	besiegen	slaan	V;V.PTCP	V;V.PTCP
besiegt	overwonnen	besiegen	overwinnen	V;V.PTCP	V;V.PTCP
bindung	binding	bindung	binding	N;NOM;FEM;SG	N;MASC+FEM;SG
bindung	binding	bindung	binding	N;NOM;FEM;SG	N;MASC+FEM;SG
bindung	binding	bindung	binding	N;NOM;FEM;SG	N;MASC+FEM;SG
bindung	obligatie	bindung	obligatie	N;NOM;FEM;SG	N;MASC+FEM;SG
bindung	bond	bindung	bond	N;NOM;FEM;SG	N;MASC+FEM;SG
entwürfe	designs	entwürfen	designs	N;NOM;MASC;PL	N;PL
entwürfe	concepten	entwürfen	concepten	N;NOM;MASC;PL	N;PL
entwürfe	blauwdrukken	entwürfen	blauwdruk	N;NOM;MASC;PL	N;PL
schwimmen	zwem	schwimmen	zwem	V;NFIN	V;SG;PRS;FIN
schwimmen	zwemmen	schwimmen	zwemmen	V;NFIN	V;NFIN
schwimmen	zwemmen	schwimmen	zwemmen	V;NFIN	V;NFIN
protest	protesten	protest	protest	N	N;PL
protest	protest	protest	protest	N	N;NEUT;SG
protest	protesten	protest	protest	N	N;PL
protest	protest	protest	protest	N	N;NEUT;SG
organisierten	georganiseerd	organisieren	organiseren	V;IND;PL;3;PST;FIN	V;V.PTCP
organisierten	georganiseerde	organisieren	organiseren	V;IND;PL;3;PST;FIN	V;V.PTCP
organisierten	georganiseerd	organisieren	organiseren	V;IND;PL;3;PST;FIN	V;V.PTCP
organisierten	georganiseerde	organisieren	organiseren	V;IND;PL;3;PST;FIN	V;V.PTCP
färbung	kleuring	färbung	kleuring	N;NOM;FEM;SG	N;MASC+FEM;SG
ausstrahlung	uitzending	ausstrahlung	uitzending	N;NOM;FEM;SG	N;MASC+FEM;SG
ausstrahlung	charisma	ausstrahlung	charisma	N;NOM;FEM;SG	N;MASC+FEM;SG
ausstrahlung	uitstraling	ausstrahlung	uitstraling	N;NOM;FEM;SG	N;MASC+FEM;SG
ausstrahlung	uitzending	ausstrahlung	uitzending	N;NOM;FEM;SG	N;MASC+FEM;SG
ausstrahlung	omroep	ausstrahlung	omroep	N;NOM;FEM;SG	N;MASC+FEM;SG
indischer	indisch	indisch	indisch	ADJ	ADJ
indischer	indiaas	indisch	indiaas	ADJ	ADJ
indischer	indiase	indisch	indiase	ADJ	ADJ
indischer	indische	indisch	indisch	ADJ	ADJ
genehmigt	geautoriseerd	hehmigen	autoriseren	V;V.PTCP	V;V.PTCP
genehmigt	toegestaan	hehmigen	toestaan	V;V.PTCP	V;V.PTCP
genehmigt	toegestane	hehmigen	toestaan	V;V.PTCP	V;V.PTCP
genehmigt	toegelaten	hehmigen	toelaten	V;V.PTCP	V;V.PTCP
genehmigt	goedkeuren	hehmigen	goedkeuren	V;V.PTCP	V;NFIN
genehmigt	goedgekeurde	hehmigen	goedkeuren	V;V.PTCP	V;V.PTCP
genehmigt	goedgekeurd	hehmigen	goedkeuren	V;V.PTCP	V;V.PTCP
genehmigt	geautoriseerd	hehmigen	autoriseren	V;V.PTCP	V;V.PTCP
genehmigt	toegestaan	hehmigen	toestaan	V;V.PTCP	V;V.PTCP
genehmigt	toegestane	hehmigen	toestaan	V;V.PTCP	V;V.PTCP
genehmigt	toegelaten	hehmigen	toelaten	V;V.PTCP	V;V.PTCP
kommerzielle	commerciële	kommerziell	commerciel	ADJ;NOM;FEM;PL	ADJ
kommerzielle	commercieel	kommerziell	commercieel	ADJ;NOM;FEM;PL	ADJ
korrigieren	corrigeren	korrigieren	corrigeren	V;NFIN	V;NFIN
korrigieren	corrigeren	korrigieren	corrigeren	V;NFIN	V;NFIN
mechanische	mechanisch	mechanisch	mechanisch	ADJ;NOM;FEM;PL	ADJ
mechanische	mechanische	mechanisch	mechanisch	ADJ;NOM;FEM;PL	ADJ
erfüllung	naleving	Erfüllung	naleving	N;SG	N;MASC+FEM;SG
erfüllung	compliance	Erfüllung	compliance	N;SG	N;MASC+FEM;SG
erfüllung	vervulling	Erfüllung	vervulling	N;SG	N;MASC+FEM;SG
erfüllung	voldoening	Erfüllung	voldoening	N;SG	N;MASC+FEM;SG
erfüllung	vervulling	Erfüllung	vervulling	N;SG	N;MASC+FEM;SG
vieles	veel	viel	veel	PRO;NOM;INDF;NEUT;SG	PRO
vieles	velen	viel	veel	PRO;NOM;INDF;NEUT;SG	PRO
vieles	vele	viel	veel	PRO;NOM;INDF;NEUT;SG	PRO
vieles	veel	viel	veel	PRO;NOM;INDF;NEUT;SG	PRO
einheitlich	unitaire	einheitlich	unitair	ADJ	ADJ
einheitlich	gelijkmatig	einheitlich	gelijkmatig	ADJ	ADJ
ehrungen	tributen	ehringen	tribuut	V;NFIN	V;NFIN
ehrungen	eert	ehringen	eert	V;NFIN	V;SG;PRS;FIN
ehrungen	eert	ehringen	eert	V;NFIN	V;SG;PRS;FIN
einbau	montage	einbau	montage	N;SG	N;MASC+FEM;SG
einbau	installatie	einbau	installatie	N;SG	N;MASC+FEM;SG
einbau	inbouw	einbau	inbouw	N;SG	N;MASC+FEM;SG
breitengrad	parallel	breitengrad	parallel	ADJ	ADJ
breitengrad	parallelle	breitengrad	parallel	ADJ	ADJ
sitzung	sessie	sitzung	sessie	N;SG	N;MASC+FEM;SG
sitzung	zitting	sitzung	zitting	N;SG	N;MASC+FEM;SG
sitzung	ontmoeting	sitzung	ontmoeting	N;SG	N;MASC+FEM;SG
sitzung	vergadering	sitzung	vergadering	N;SG	N;MASC+FEM;SG
sitzung	meeting	sitzung	meeting	N;SG	N;MASC+FEM;SG
sitzung	bijeenkomst	sitzung	bijeenkomst	N;SG	N;MASC+FEM;SG
wohin	waar	wohin	waar	ADV	ADV
relevanter	relevant	relevant	relevant	ADJ	ADJ
relevanter	relevante	relevant	relevant	ADJ	ADJ
teilnahmen	meegedaan	teilnehmen	meedoen	V;IND;PL;3;PST;FIN	V;V.PTCP
teilnahmen	deelgenomen	teilnehmen	deelnemen	V;IND;PL;3;PST;FIN	V;V.PTCP
teilnahmen	bijgewoond	teilnehmen	bijwonen	V;IND;PL;3;PST;FIN	V;V.PTCP
