vsebovala	zawierał	vsebovati	zawierać	V;IPFV;FEM;SG;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
realno	prawdziwy	realen	prawdziwy	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
realno	prawdziwe	realen	prawdziwy	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
realno	realistyczne	realen	realistyczny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
realno	realistyczny	realen	realistyczny	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
casa	casa	cas	casa		
snega	śniegu	sneg	śnieg	N;GEN;MASC;SG	N;GEN;MASC;SG
leteči	latające	leteč	latać	ADJ;NOM;MASC;SG;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
leteči	pływające	leteč	pływać	ADJ;NOM;MASC;SG;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
leteči	latający	leteč	latać	ADJ;NOM;MASC;SG;V.PTCP	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
hitra	szybkie	hiter	szybki	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
hitra	szybki	hiter	szybki	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
hitra	szybka	hiter	szybki	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
priporoča	zaleca	priporočati	zalecać	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
priporoča	poleca	priporočati	polecać	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
ekonomska	gospodarcza	ekonomski	gospodarczy	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
ekonomska	ekonomiczne	ekonomski	ekonomiczny	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
ekonomska	gospodarcze	ekonomski	gospodarczy	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
ekonomska	ekonomiczna	ekonomski	ekonomiczny	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
ekonomska	ekonomiczny	ekonomski	ekonomiczny	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
komunikacija	komunikat	komunikacija	komunikat	N;NOM;FEM;SG	N;NOM;MASC;SG
komunikacija	komunikacja	komunikacija	komunikacja	N;NOM;FEM;SG	N;NOM;FEM;SG
alkohol	alkohol	alkohol	alkohol	N;NOM;MASC;SG	N;NOM;MASC;SG
osebje	personel	osebje	personel	N;NOM;NEUT;SG	N;NOM;MASC;SG
osebje	personel	osebje	personel	N;NOM;NEUT;SG	N;NOM;MASC;SG
osebje	kadra	osebje	kadra	N;NOM;NEUT;SG	N;NOM;FEM;SG
izvajalci	podmioty	izvajalec	podmiot	N;NOM;MASC;PL	N;NOM;MASC;PL
izvajalci	operatorzy	izvajalec	operator	N;NOM;MASC;PL	N;NOM;MASC;PL
izvajalci	wykonawcy	izvajalec	wykonawca	N;NOM;MASC;PL	N;NOM;MASC;PL
izvajalci	wykonawcy	izvajalec	wykonawca	N;NOM;MASC;PL	N;NOM;MASC;PL
mile	mile	mila	mile		
mile	mila	mila	mila		
dodatki	dodatki	dodatek	dodatek	N;NOM;MASC;PL	N;NOM;MASC;PL
dodatki	premie	dodatek	prema	N;NOM;MASC;PL	N;NOM;MASC;PL
dodatki	dodatki	dodatek	dodatek	N;NOM;MASC;PL	N;NOM;MASC;PL
mass	masa	mass	masa	N;NOM;MASC;SG	N;NOM;FEM;SG
mass	msza	mass	msza	N;NOM;MASC;SG	N;NOM;FEM;SG
dušo	duszę	duša	dusza	N;ACC;FEM;SG	N;ACC;FEM;SG
simetrija	symetria	simetrija	symetriać	N;NOM;FEM;SG	N;NOM;FEM;SG
zaščitena	chroniony	zaščiten	chronić	ADJ;NOM;FEM;SG;V.PTCP	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
zaščitena	chroniona	zaščiten	chronić	ADJ;NOM;FEM;SG;V.PTCP	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
zaščitena	chronione	zaščiten	chronić	ADJ;NOM;FEM;SG;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
zaščitena	zabezpieczone	zaščiten	zabezpieczyć	ADJ;NOM;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
kvalifikacije	kwalifikacje	kvalifikacija	kwalifikacja	N;NOM;FEM;PL	N;NOM;FEM;PL
kvalifikacije	kwalifikacje	kvalifikacija	kwalifikacja	N;NOM;FEM;PL	N;NOM;FEM;PL
aktivist	działacz	aktivist	działacz	N;NOM;MASC;SG	N;NOM;MASC;SG
televizija	telewizja	televizija	telewizja	N;NOM;FEM;SG	N;NOM;FEM;SG
televizija	telewizor	televizija	telewizor	N;NOM;FEM;SG	N;NOM;MASC;SG
osvojitev	podbój	osvojitev	podbój	N;NOM;FEM;SG	N;NOM;MASC;SG
osvojitev	zdobycie	osvojitev	zdobyć	N;NOM;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
deveto	dziewiąty	deveti	dziewić	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
pomanjkljivosti	słabości	pomanjkljivost	słabość	N;GEN;FEM;SG	N;GEN;FEM;SG
člena	artykułu	člen	artykuł	N;GEN;MASC;SG	N;GEN;MASC;SG
upravnik	menadżer	upravnik	menadżer	N;NOM;MASC;SG	N;NOM;MASC;SG
upravnik	kierownik	upravnik	kierownik	N;NOM;MASC;SG	N;NOM;MASC;SG
upravnik	menedżer	upravnik	menedżer	N;NOM;MASC;SG	N;NOM;MASC;SG
upravnik	zarządca	upravnik	zarządca	N;NOM;MASC;SG	N;NOM;MASC;SG
upravnik	naczelnik	upravnik	naczelnik	N;NOM;MASC;SG	N;NOM;MASC;SG
gilles	gilles	gilles	gilles	N;NOM;MASC;SG	N;NOM;MASC;SG
ignacij	ignacy	ignacija	ignacy	N;NOM;MASC;SG	N;NOM;MASC;SG
preživi	przetrwać	preživeti	przetrwać	V;PFV;IND;SG;3;PRS;FIN	V;PFV;NFIN;ACT
preživi	przeżyć	preživeti	przeżyć	V;PFV;IND;SG;3;PRS;FIN	V;PFV;NFIN;ACT
živčni	nerwowy	živčen	nerwowy	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
živčni	zdenerwowana	živčen	zdenerwować	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
živčni	zdenerwowany	živčen	zdenerwowany	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
geoffrey	geoffrey	geoffrey	geoffrea	N;NOM;MASC;SG	N;NOM;MASC;SG
zadaj	back	zadaj	back		
zadaj	wstecz	zadaj	wstecz		
zadaj	powrót	zadaj	powrót		
zadaj	tył	zadaj	tył		
predavanj	wykładów	predavanje	wykład	N;GEN;NEUT;PL	N;GEN;MASC;PL
pooblastila	adnotacje	pooblastilo	adnotacja	N;NOM;NEUT;PL	N;NOM;FEM;PL
pooblastila	uprawnienia	pooblastilo	uprawnić	N;NOM;NEUT;PL	N;NOM;NEUT;PL
pooblastila	moce	pooblastilo	moc	N;NOM;NEUT;PL	N;NOM;FEM;PL
pooblastila	kompetencje	pooblastilo	kompetencja	N;NOM;NEUT;PL	N;NOM;FEM;PL
violinist	skrzypek	violinist	skrzypek	N;NOM;MASC;SG	N;NOM;MASC;SG
metalec	dzbanek	metalec	dzbanek	N;NOM;MASC;SG	N;NOM;MASC;SG
metalec	miotacz	metalec	miotacz	N;NOM;MASC;SG	N;NOM;MASC;SG
navade	nawyki	navada	nawyk	N;NOM;FEM;PL	N;NOM;MASC;PL
navade	zwyczaje	navada	zwyczaj	N;NOM;FEM;PL	N;NOM;MASC;PL
navade	nawyki	navada	nawyk	N;NOM;FEM;PL	N;NOM;MASC;PL
religija	wyznanie	religija	wyznanie	N;NOM;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
religija	religia	religija	religia	N;NOM;FEM;SG	N;NOM;FEM;SG
častniki	funkcjonariusze	častnik	funkcjonariusz	N;NOM;MASC;PL	N;NOM;MASC;PL
častniki	oficerowie	častnik	oficer	N;NOM;MASC;PL	N;NOM;MASC;PL
seme	nasienia	seme	nasienie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
seme	nasienie	seme	nasienie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
seme	nasienie	seme	nasienie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
verigo	łańcuszek	veriga	łańcuszek	N;ACC;FEM;SG	N;ACC;MASC;SG
poznavanje	znajomość	poznavanje	znajomość	N;NOM;NEUT;SG	N;NOM;FEM;SG
poznavanje	wiedza	poznavanje	wiedza	N;NOM;NEUT;SG	N;NOM;FEM;SG
poznavanje	znajomość	poznavanje	znajomość	N;NOM;NEUT;SG	N;NOM;FEM;SG
gerard	gerard	gerard	gerard	N;NOM;MASC;SG	N;NOM;MASC;SG
uničiti	zniszczyć	uničiti	zniszczyć	V;PFV;NFIN	V;PFV;NFIN;ACT
identiteto	tożsamość	identiteta	tożsamość	N;ACC;FEM;SG	N;ACC;FEM;SG
mehansko	mechanicznie	mehanski	mechanicznie	ADV	ADV
poštna	pocztowy	pošten	pocztowy	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
poštna	pocztowe	pošten	pocztowy	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
dano	podane	dan	podać	ADJ;NOM;NEUT;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
dano	podana	dan	podać	ADJ;NOM;NEUT;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
klobuk	czapka	klobuk	czapki	N;NOM;MASC;SG	N;NOM;FEM;SG
klobuk	kapelusz	klobuk	kapelusz	N;NOM;MASC;SG	N;NOM;MASC;SG
photo	fotografia	phota	fotografia	N;NOM;MASC;SG	N;NOM;FEM;SG
photo	zdjęcie	phota	zdjęcie	N;NOM;MASC;SG	N;NOM;NEUT;SG
uspehi	sukcesy	uspeh	sukces	N;NOM;MASC;PL	N;NOM;MASC;PL
izobraževalno	edukacyjne	izobraževalen	edukacyjny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
izobraževalno	edukacyjny	izobraževalen	edukacyjny	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
varuje	chroni	varovati	chronić	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
varuje	ochrania	varovati	ochraniać	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
nikdar	nigdy	nikdar	nigdy	ADV	ADV
elektroni	elektrony	elektron	elektrona	N;NOM;MASC;PL	N;NOM;MASC;PL
postavljeno	podniesione	postavljen	podnieść	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
postavljeno	podniesiony	postavljen	podnieść	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
postavljeno	wychowana	postavljen	wychować	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
postavljeno	wychowany	postavljen	wychować	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
potniški	pasażerski	potniški	pasażerski	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
zavira	hamuje	zavirati	hamować	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
umetni	sztuczna	umeten	sztuczny	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
umetni	sztuczny	umeten	sztuczny	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG
umetni	sztuczne	umeten	sztuczny	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
angeli	anioły	angela	anioła	N;NOM;MASC;PL	N;NOM;MASC;PL
angeli	aniołowie	angela	anioł	N;NOM;MASC;PL	N;NOM;MASC;PL
angeli	aniołki	angela	aniołka	N;NOM;MASC;PL	N;NOM;MASC;PL
članstvo	członkostwo	članstvo	członkostwo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
članstvo	przynależność	članstvo	przynależność	N;NOM;NEUT;SG	N;NOM;FEM;SG
razmišljanje	myślenia	razmišljanje	myślenie	N;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
razmišljanje	myślenie	razmišljanje	myślenie	N;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
misijonar	misjonarz	misijonar	misjonarz	N;NOM;MASC;SG	N;NOM;MASC;SG
širitev	rozszerzenia	širitev	rozszerzenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
širitev	rozszerzenie	širitev	rozszerzenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
širitev	powiększenie	širitev	powiększyć	N;NOM;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
širitev	rozszerzenie	širitev	rozszerzenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
legend	legenda	legenda	legenda	N;NOM;FEM;SG	N;NOM;FEM;SG
dimenzije	wymiary	dimenzija	wymiar	N;NOM;FEM;PL	N;NOM;MASC;PL
volji	nastrój	volja	nastrój	N;NOM;FEM;SG	N;NOM;MASC;SG
volji	humor	volja	humor	N;NOM;FEM;SG	N;NOM;MASC;SG
oblikovan	sformułowane	oblikovan	sformułować	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
zob	ząb	zob	ząb	N;NOM;MASC;SG	N;NOM;MASC;SG
domovina	ojczyzna	domovina	ojczyzna	N;NOM;FEM;SG	N;NOM;FEM;SG
domovina	ojczyzna	domovina	ojczyzna	N;NOM;FEM;SG	N;NOM;FEM;SG
domovina	ojczyzna	domovina	ojczyzna	N;NOM;FEM;SG	N;NOM;FEM;SG
opisan	opisane	opisan	opisać	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
opisan	opisana	opisan	opisać	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
podaljšana	rozszerzone	podaljšan	rozszerzyć	ADJ;NOM;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
podaljšana	rozszerzona	podaljšan	rozszerzyć	ADJ;NOM;FEM;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
podaljšana	rozszerzony	podaljšan	rozszerzyć	ADJ;NOM;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
podaljšana	przedłużony	podaljšan	przedłużyć	ADJ;NOM;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
podaljšana	przedłużone	podaljšan	przedłużyć	ADJ;NOM;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
podaljšana	przedłużona	podaljšan	przedłużyć	ADJ;NOM;FEM;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
podaljšana	wydłużone	podaljšan	wydłużyć	ADJ;NOM;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
prispel	przybyła	prispeti	przybyły	V;PFV;MASC;SG;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN;ACT
prispel	przybył	prispeti	przybyć	V;PFV;MASC;SG;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
dar	dar	dar	dar	N;NOM;MASC;SG	N;NOM;MASC;SG
sadje	owoc	sadje	owoc	N;NOM;NEUT;SG	N;NOM;MASC;SG
presenetljivo	zadziwiająco	presenetljiv	zadziwiająco	ADV	ADV
presenetljivo	niespodziewanie	presenetljiv	niespodziewanie	ADV	ADV
presenetljivo	zaskakująco	presenetljiv	zaskakująco	ADV	ADV
trditve	twierdzenia	trditev	twierdzić	N;NOM;FEM;PL	N;NOM;NEUT;PL
trditve	twierdzenia	trditev	twierdzić	N;NOM;FEM;PL	N;NOM;NEUT;PL
trditve	zarzuty	trditev	zarzut	N;NOM;FEM;PL	N;NOM;MASC;PL
trditve	oskarżenia	trditev	oskarżenie	N;NOM;FEM;PL	N;NOM;NEUT;PL
trditve	argumenty	trditev	argument	N;NOM;FEM;PL	N;NOM;MASC;PL
avtomobilski	samochodowe	avtomobilski	samochodowy	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
nizki	niskie	nizek	niski	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
nizki	niski	nizek	niski	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
plodovi	owoce	plodov	owoc	N;NOM;MASC;PL	N;NOM;MASC;PL
jarek	rów	jarek	rów	N;NOM;MASC;SG	N;NOM;MASC;SG
jarek	rów	jarek	rów	N;NOM;MASC;SG	N;NOM;MASC;SG
premera	średnicy	premer	średnica	N;GEN;MASC;SG	N;GEN;FEM;SG
kampanje	kampanie	kampanja	kampan	N;NOM;FEM;PL	N;NOM;MASC;PL
kampanje	kampanie	kampanja	kampan	N;NOM;FEM;PL	N;NOM;MASC;PL
zasnovana	zaprojektowane	zasnovan	zaprojektować	ADJ;NOM;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
zasnovana	zaprojektowana	zasnovan	zaprojektować	ADJ;NOM;FEM;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
zasnovana	zaprojektowany	zasnovan	zaprojektować	ADJ;NOM;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
doseženo	osiągnięta	dosežen	osiągnąć	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
doseženo	osiągnięte	dosežen	osiągnąć	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
doseženo	osiągnięty	dosežen	osiągnięty	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
doseženo	zrealizowane	dosežen	zrealizować	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
doseženo	osiągnięta	dosežen	osiągnąć	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
doseženo	osiągnięte	dosežen	osiągnąć	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
doseženo	osiągnięty	dosežen	osiągnięty	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
simbolizira	symbolizuje	simbolizirati	symbolizować	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
posamezna	indywidualny	posamezen	indywidualny	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
posamezna	indywidualne	posamezen	indywidualny	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
rjavo	brązowa	rjav	brązowy	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
rjavo	brązowe	rjav	brązowy	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
rjavo	brązowy	rjav	brązowy	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
izjemen	wyjątkowe	izjemen	wyjątkowy	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG
izjemen	wyjątkowa	izjemen	wyjątkowy	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG
izjemen	wyjątkowy	izjemen	wyjątkowy	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
prehrani	żywieniu	prehrana	żywienie	N;DAT;FEM;SG	N;DAT;NEUT;SG
obremenitev	załadunku	obremenitev	załadunek	N;GEN;FEM;SG	N;GEN;MASC;SG
čelo	czoło	čelo	czoło	N;NOM;NEUT;SG	N;NOM;NEUT;SG
zavrne	odmówić	zavrniti	odmówić	V;PFV;IND;SG;3;PRS;FIN	V;PFV;NFIN;ACT
zavrne	odrzucić	zavrniti	odrzucić	V;PFV;IND;SG;3;PRS;FIN	V;PFV;NFIN;ACT
tekmovanj	konkursów	tekmovanje	konkurs	N;GEN;NEUT;PL	N;GEN;MASC;PL
odpovedi	anulowanie	odpoved	anulować	N;NOM;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
lesen	drewniany	lesen	drewniany	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
lesen	drewniana	lesen	drewniany	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG
lesen	drewniane	lesen	drewniany	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG
blog	blog	blog	blog	N;NOM;MASC;SG	N;NOM;MASC;SG
vrtovi	ogrody	vrt	ogród	N;NOM;MASC;PL	N;NOM;MASC;PL
potrjuje	potwierdza	potrjevati	potwierdzać	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
imunski	odpornościowy	imunski	odpornościowy	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
stresa	stresu	stres	stres	N;GEN;MASC;SG	N;GEN;MASC;SG
senator	senator	senator	senator	N;NOM;MASC;SG	N;NOM;MASC;SG
podružnica	oddział	podružnica	oddział	N;NOM;FEM;SG	N;NOM;MASC;SG
podvozje	podwozie	podvozje	podwóź	N;NOM;NEUT;SG	N;NOM;MASC;SG
podvozje	podwozie	podvozje	podwóź	N;NOM;NEUT;SG	N;NOM;MASC;SG
ilustracije	ilustracje	ilustracija	ilustracja	N;NOM;FEM;PL	N;NOM;FEM;PL
križišču	skrzyżowaniu	križišče	skrzyżowanie	N;DAT;NEUT;SG	N;DAT;NEUT;SG
križišču	skrzyżowaniu	križišče	skrzyżowanie	N;DAT;NEUT;SG	N;DAT;NEUT;SG
najdlje	najdłużej	dolgo	dobłuż	ADV;RL	ADV;RL
najdlje	najdalej	dolgo	dobaly	ADV;RL	ADV;RL
odstranjevanje	usuwanie	odstranjevanje	usuwać	N;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
odstranjevanje	usunięcie	odstranjevanje	usunąć	N;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
odstranjevanje	usuwanie	odstranjevanje	usuwać	N;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
odstranjevanje	usunięcie	odstranjevanje	usunąć	N;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
odstranjevanje	usuwanie	odstranjevanje	usuwać	N;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
sodobnost	nowoczesność	sodobnost	nowoczesność	N;NOM;FEM;SG	N;NOM;FEM;SG
navidezni	wirtualny	navidezen	wirtualny	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG
navidezni	wirtualna	navidezen	wirtualny	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
navidezni	wirtualne	navidezen	wirtualny	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
mera	stawka	mera	stawka	N;NOM;FEM;SG	N;NOM;FEM;SG
mera	stopa	mera	stopa	N;NOM;FEM;SG	N;NOM;FEM;SG
deseti	dziesiąty	deseti	dziesiąty	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
dim	dym	dim	dym	N;NOM;MASC;SG	N;NOM;MASC;SG
dim	palenie	dim	palen	N;NOM;MASC;SG	N;NOM;NEUT;SG
obred	ceremonia	obred	ceremonia	N;NOM;MASC;SG	N;NOM;FEM;SG
obred	uroczystość	obred	uroczystość	N;NOM;MASC;SG	N;NOM;FEM;SG
veronika	weronika	veronika	weronik	N;NOM;FEM;SG	N;NOM;FEM;SG
veronika	veronica	veronika	veronica	N;NOM;FEM;SG	N;NOM;FEM;SG
veronika	weronika	veronika	weronik	N;NOM;FEM;SG	N;NOM;FEM;SG
skale	głazy	skala	głaz	N;NOM;FEM;PL	N;NOM;MASC;PL
skale	kamienie	skala	kamień	N;NOM;FEM;PL	N;NOM;MASC;PL
označeno	oznaczone	označen	oznaczyć	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
označeno	oznaczona	označen	oznaczyć	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
označeno	oznaczony	označen	oznaczyć	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
označeno	oznaczone	označen	oznaczyć	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
označeno	zaznaczone	označen	zaznaczyć	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
označeno	oznaczony	označen	oznaczyć	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
ukinjena	zniesione	ukinjen	znieść	ADJ;NOM;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
medicinsko	medyczna	medicinski	medyczny	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
medicinsko	medyczny	medicinski	medyczny	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
medicinsko	medyczne	medicinski	medyczny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
realna	realistyczne	realen	realistyczny	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
realna	realistyczny	realen	realistyczny	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
zajec	królik	zajec	królik	N;NOM;MASC;SG	N;NOM;MASC;SG
zajec	króliczek	zajec	króliczek	N;NOM;MASC;SG	N;NOM;MASC;SG
zajec	zając	zajec	zając	N;NOM;MASC;SG	N;NOM;MASC;SG
vezan	związany	vezan	związać	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG
vezan	związana	vezan	związać	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG
pripadnost	przynależność	pripadnost	przynależność	N;NOM;FEM;SG	N;NOM;FEM;SG
twin	bliźniak	twin	bliźniak	N;NOM;MASC;SG	N;NOM;MASC;SG
twin	bliźniaczki	twin	bliźniaczka	N;NOM;MASC;SG	N;NOM;FEM;SG
disciplina	dyscyplina	disciplina	dyscyplina	N;NOM;FEM;SG	N;NOM;FEM;SG
soproga	małżonek	soprog	małżonek	N;NOM;FEM;SG	N;NOM;MASC;SG
soproga	żona	soprog	żona	N;NOM;FEM;SG	N;NOM;FEM;SG
teoretik	teoretyk	teoretik	teoretyk	N;NOM;MASC;SG	N;NOM;MASC;SG
cona	obszar	cona	obszar	N;NOM;FEM;SG	N;NOM;MASC;SG
cona	strefa	cona	strefa	N;NOM;FEM;SG	N;NOM;FEM;SG
zaupanje	zaufanie	zaupanje	zaufanie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
