daha	更	daha	更	ADV	ADV
resimler	繪畫	resim	繪畫	N;NOM;PL;3	N
resimler	像片	resim	像片	N;NOM;PL;3	N
resimler	照片	resim	照片	N;NOM;PL;3	N
çekilmiş	撤回	çek	撤回	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V
yüzü	臉	yüz	臉	N;ACC;SG;3	N
yüzü	臉部	yüz	臉部	N;ACC;SG;3	N
belirtir	指定	belir	指定	V;IPFV;IND;SG;3;POS;CAUS	V
katılmış	加入	kat	加入	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V
yüzlerce	成百	yüzlerce	成百	NUM	NUM
yüzlerce	數百	yüzlerce	數百	NUM	NUM
yayınlanmış	出版	yayınla	出版	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V
yayınlanmış	發表	yayınla	發表	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V
tehlikeli	危險	tehlikeli	危險	N;NOM;SG;3	N
saf	純	saf	純		
elemeleri	資格	eleme	資格	N;ACC;PL;3	N
kimlik	身分	kimlik	身分	N;NOM;SG;3	N
kimlik	身份	kimlik	身份	N;NOM;SG;3	N
görevleri	職責	görev	職責	N;NOM;PL;3	N
görevleri	作用	görev	作用	N;NOM;PL;3	N
görevleri	角色	görev	角色	N;NOM;PL;3	N
eleştiriler	批判	eleştiri	批判	N;NOM;PL;3	N
sayılar	位	say	位	N;NOM;PL;3	N
sayılar	數字	say	數字	N;NOM;PL;3	N
sayılar	數字	say	數字	N;NOM;PL;3	N
deprem	地震	deprem	地震	N;NOM;SG;3	N
deprem	地震	deprem	地震	N;NOM;SG;3	N
kullanılmış	使用	kullan	使用	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V
gönderilen	提交	gönder	提交	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
değerleri	價值	değer	價值	N;NOM;PL;3	N
değerleri	價值	değer	價值	N;NOM;PL;3	N
değerleri	數值	değer	數值	N;NOM;PL;3	N
değerleri	值	değer	值	N;NOM;PL;3	N
mektup	信	mektup	信	N;NOM;SG;3	N
mektup	字母	mektup	字母	N;NOM;SG;3	N
mektup	信件	mektup	信件	N;NOM;SG;3	N
mektup	信	mektup	信	N;NOM;SG;3	N
mektup	字母	mektup	字母	N;NOM;SG;3	N
mektup	信函	mektup	信函	N;NOM;SG;3	N
mektup	信件	mektup	信件	N;NOM;SG;3	N
tim	添	tim	添		
senin	你	sen	你	PRO;GEN;SG;2	PRO;2
kamera	鏡頭	kamera	鏡頭	N;NOM;SG;3	N
kamera	相機	kamera	相機	N;NOM;SG;3	N
ayakta	常備	ayak	常備	N;ESS;SG;3	N
örnekleri	例子	örnek	例子	N;ACC;PL;3	N
örnekleri	範例	örnek	範例	N;ACC;PL;3	N
örnekleri	樣品	örnek	樣品	N;ACC;PL;3	N
örnekleri	樣本	örnek	樣本	N;ACC;PL;3	N
ifadesi	表情	ifade	表情	N;NOM;SG;3	N
ifadesi	證言	ifade	證言	N;NOM;SG;3	N
ifadesi	證詞	ifade	證詞	N;NOM;SG;3	N
parlamentosu	國會	parlamentosu	國會	N;NOM;SG;3	N
parlamentosu	議會	parlamentosu	議會	N;NOM;SG;3	N
diplomatik	外交	diplomatik	外交	N;NOM;SG;3	N
elektromanyetik	電磁	elektromanyetik	電磁	N;NOM;SG;3	N
ekran	螢幕	ekran	螢幕	N;NOM;SG;3	N
parçacık	片段	parçacık	片段	N;NOM;SG;3	N
parçacık	部件	parçacık	部件	N;NOM;SG;3	N
parçacık	顆	parçacık	顆	N;NOM;SG;3	N
parçacık	粒子	parçacık	粒子	N;NOM;SG;3	N
parçacık	微粒	parçacık	微粒	N;NOM;SG;3	N
rakibi	對手	rakip	對手	N;NOM;SG;3	N
rakibi	對手	rakip	對手	N;NOM;SG;3	N
open	開	open	開		
sanatçılar	藝術	sanatçı	藝術	N;NOM;PL;3	N
sanatçılar	藝人	sanatçı	藝人	N;NOM;PL;3	N
sözlük	詞彙	sözlük	詞彙	N;NOM;SG;3	N
sözlük	詞典	sözlük	詞典	N;NOM;SG;3	N
sözlük	字典	sözlük	字典	N;NOM;SG;3	N
sözlük	詞彙	sözlük	詞彙	N;NOM;SG;3	N
sözlük	字彙	sözlük	字彙	N;NOM;SG;3	N
sözlük	詞典	sözlük	詞典	N;NOM;SG;3	N
sözlük	字典	sözlük	字典	N;NOM;SG;3	N
yolculuk	旅行	yolculuk	旅行	N;NOM;SG;3	N
yolculuk	旅遊	yolculuk	旅遊	N;NOM;SG;3	N
yolculuk	旅行	yolculuk	旅行	N;NOM;SG;3	N
yolculuk	旅費	yolculuk	旅費	N;NOM;SG;3	N
yolculuk	旅遊	yolculuk	旅遊	N;NOM;SG;3	N
yolculuk	旅途	yolculuk	旅途	N;NOM;SG;3	N
yolculuk	旅程	yolculuk	旅程	N;NOM;SG;3	N
yolculuk	騎馬	yolculuk	騎馬	N;NOM;SG;3	N
yolculuk	騎	yolculuk	騎	N;NOM;SG;3	N
yolculuk	旅行	yolculuk	旅行	N;NOM;SG;3	N
yolculuk	行程	yolculuk	行程	N;NOM;SG;3	N
havaalanı	機場	havaalanı	機場	N;NOM;SG;3	N
alayı	團	alay	團	N;ACC;SG;3	N
alayı	兵團	alay	兵團	N;ACC;SG;3	N
teklifi	提案	teklif	提案	N;ACC;SG;3	N
teklifi	優惠	teklif	優惠	N;ACC;SG;3	N
kapasitesi	容量	kapasite	容量	N;NOM;SG;3	N
kapasitesi	能力	kapasite	能力	N;NOM;SG;3	N
şehirleri	城市	şehir	城市	N;NOM;PL;3	N
alfabesi	字母	alfabe	字母	N;NOM;SG;3	N
sıralaması	名次	sırala	名次	N;NOM;SG;3	N
mühendisi	工程	mühendis	工程	N;NOM;SG;3	N
konuları	題目	konu	題目	N;ACC;PL;3	N
konuları	議題	konu	議題	N;ACC;PL;3	N
konuları	專題	konu	專題	N;ACC;PL;3	N
konuları	主題	konu	主題	N;ACC;PL;3	N
orkestrası	管弦	orkestra	管弦	N;NOM;SG;3	N
orkestrası	樂團	orkestra	樂團	N;NOM;SG;3	N
arkadaşlar	朋友	arkadaş	朋友	N;NOM;PL;3	N
arkadaşlar	好友	arkadaş	好友	N;NOM;PL;3	N
rahat	舒適	rahat	舒適	ADJ	ADJ
rahat	舒服	rahat	舒服	ADJ	ADJ
rahat	舒適	rahat	舒適	ADJ	ADJ
rahat	舒服	rahat	舒服	ADJ	ADJ
rahat	舒適	rahat	舒適	ADJ	ADJ
değiştirildi	修改	değiş	修改	V;PFV;IND;SG;3;POS;PST;PASS	V
anahtar	按鍵	anahtar	按鍵	N;NOM;SG;3	N
anahtar	鍵	anahtar	鍵	N;NOM;SG;3	N
anahtar	鑰匙	anahtar	鑰匙	N;NOM;SG;3	N
anahtar	鍵	anahtar	鍵	N;NOM;SG;3	N
anahtar	關鍵	anahtar	關鍵	N;NOM;SG;3	N
yollar	小徑	yol	小徑	N;NOM;PL;3	N
yollar	路徑	yol	路徑	N;NOM;PL;3	N
yollar	公路	yol	公路	N;NOM;PL;3	N
yollar	道路	yol	道路	N;NOM;PL;3	N
gemileri	船隻	gemi	船隻	N;ACC;PL;3	N
gemileri	船舶	gemi	船舶	N;ACC;PL;3	N
havacılık	航空	havacılık	航空	N;NOM;SG;3	N
havacılık	航天	havacılık	航天	N;NOM;SG;3	N
firma	事務	firma	事務	N;NOM;SG;3	N
firma	公司	firma	公司	N;NOM;SG;3	N
maliyeti	費用	maliyet	費用	N;NOM;SG;3	N
maliyeti	成本	maliyet	成本	N;NOM;SG;3	N
maliyeti	費用	maliyet	費用	N;NOM;SG;3	N
maliyeti	成本	maliyet	成本	N;NOM;SG;3	N
sayfalar	頁	sayfa	頁	N;NOM;PL;3	N
yorumlar	審查	yorum	審查	N;NOM;PL;3	N
yorumlar	意見	yorum	意見	N;NOM;PL;3	N
izleyen	觀看	izle	觀看	V;PFV;IND;POS;PRS;V.PTCP	V
kayıtları	紀錄	kayıt	紀錄	N;ACC;PL;3	N
kayıtları	原木	kayıt	原木	N;ACC;PL;3	N
gelişmeler	改進	geliş	改進	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
gelişmeler	改善	geliş	改善	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
gelişmeler	改良	geliş	改良	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
kuşlar	鳥類	kuş	鳥類	N;NOM;PL;3	N
kuşlar	鳥	kuş	鳥	N;NOM;PL;3	N
kuşlar	鳥兒	kuş	鳥兒	N;NOM;PL;3	N
yaralandı	受傷	yarala	受傷	V;PFV;IND;SG;3;POS;PST;PASS	V
önlemek	防止	önle	防止	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
önlemek	防止	önle	防止	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
önlemek	預防	önle	預防	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
notlar	等級	not	等級	N;NOM;PL;3	N
notlar	成績	not	成績	N;NOM;PL;3	N
heyeti	代表	heyet	代表	N;NOM;SG;3	N
kişiliği	人格	kişilik	人格	N;NOM;SG;3	N
kişiliği	性格	kişilik	性格	N;NOM;SG;3	N
kişiliği	個性	kişilik	個性	N;NOM;SG;3	N
çalışmak	學習	çalış	學習	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
tapınağı	神廟	tapınak	神廟	N;NOM;SG;3	N
tapınağı	寺	tapınak	寺	N;NOM;SG;3	N
tapınağı	寺廟	tapınak	寺廟	N;NOM;SG;3	N
tapınağı	廟	tapınak	廟	N;NOM;SG;3	N
tapınağı	聖殿	tapınak	聖殿	N;NOM;SG;3	N
nur	輕	nur	輕		
töreni	儀式	tören	儀式	N;NOM;SG;3	N
güneybatı	西南	güneybatı	西南	N;ACC;SG;3	N
güneybatı	西南	güneybatı	西南	N;ACC;SG;3	N
türler	流派	tür	流派	N;NOM;PL;3	N
türler	魚種	tür	魚種	N;NOM;PL;3	N
türler	物種	tür	物種	N;NOM;PL;3	N
türler	類型	tür	類型	N;NOM;PL;3	N
başarılar	成績	başarı	成績	N;NOM;PL;3	N
başarılar	成績	başarı	成績	N;NOM;PL;3	N
başarılar	成功	başarı	成功	N;NOM;PL;3	N
politikaları	政策	politika	政策	N;NOM;PL;3	N
tesisleri	設施	tesis	設施	N;ACC;PL;3	N
lakers	湖人	lakers	湖人	N;NOM;SG;3	N
araçlar	車輛	araç	車輛	N;NOM;PL;3	N
araçlar	工具	araç	工具	N;NOM;PL;3	N
otel	汽車	otel	汽車	N;NOM;SG;3	N
otel	飯店	otel	飯店	N;NOM;SG;3	N
otel	酒店	otel	酒店	N;NOM;SG;3	N
otel	賓館	otel	賓館	N;NOM;SG;3	N
otel	旅館	otel	旅館	N;NOM;SG;3	N
otel	酒店	otel	酒店	N;NOM;SG;3	N
otel	旅館	otel	旅館	N;NOM;SG;3	N
tanımı	定義	tanım	定義	N;NOM;SG;3	N
askerlik	軍方	askerlik	軍方	N;NOM;SG;3	N
askerlik	軍事	askerlik	軍事	N;NOM;SG;3	N
sahipleri	業	sahip	業	N;ACC;PL;3	N
dağlar	山	dağ	山	N;NOM;PL;3	N
dağlar	山脈	dağ	山脈	N;NOM;PL;3	N
dağlar	山區	dağ	山區	N;NOM;PL;3	N
dağlar	丘陵	dağ	丘陵	N;NOM;PL;3	N
örümcek	蜘蛛	örü	蜘蛛	N;NOM;SG;3	N
davranış	行為	davranış	行為	N;NOM;SG;3	N
davranış	態度	davranış	態度	N;NOM;SG;3	N
davranış	行為	davranış	行為	N;NOM;SG;3	N
akımı	流	akım	流	N;NOM;SG;3	N
akımı	溪流	akım	溪流	N;NOM;SG;3	N
kütüphane	圖書	kütüphane	圖書	N;NOM;SG;3	N
kütüphane	圖書	kütüphane	圖書	N;NOM;SG;3	N
hastalıkları	疾病	hastalık	疾病	N;NOM;PL;3	N
karakterleri	字元	karakter	字元	N;NOM;PL;3	N
karakterleri	角色	karakter	角色	N;NOM;PL;3	N
sürüldü	流亡	sür	流亡	V;PFV;IND;SG;3;POS;PST;PASS	V
sürüldü	流放	sür	流放	V;PFV;IND;SG;3;POS;PST;PASS	V
tutuklandı	被	tutukla	被	V;PFV;IND;SG;3;POS;PST;PASS	V;PASS
organizasyon	組織	organizasyon	組織	N;NOM;SG;3	N
organizasyon	組織	organizasyon	組織	N;NOM;SG;3	N
yükseklik	海拔	yükseklik	海拔	N;NOM;SG;3	N
yükseklik	高度	yükseklik	高度	N;NOM;SG;3	N
yükseklik	高地	yükseklik	高地	N;NOM;SG;3	N
yükseklik	海拔	yükseklik	海拔	N;NOM;SG;3	N
yükseklik	身高	yükseklik	身高	N;NOM;SG;3	N
yükseklik	高度	yükseklik	高度	N;NOM;SG;3	N
anıtı	碑	anıt	碑	N;ACC;SG;3	N
üreme	傳播	üre	傳播	V;PFV;NOM;IND;NEG;PRS;V.MSDR	V
üreme	繁殖	üre	繁殖	V;PFV;NOM;IND;NEG;PRS;V.MSDR	V
üreme	育種	üre	育種	V;PFV;NOM;IND;NEG;PRS;V.MSDR	V
üreme	培育	üre	培育	V;PFV;NOM;IND;NEG;PRS;V.MSDR	V
üreme	飼養	üre	飼養	V;PFV;NOM;IND;NEG;PRS;V.MSDR	V
üreme	繁殖	üre	繁殖	V;PFV;NOM;IND;NEG;PRS;V.MSDR	V
üreme	複製	üre	複製	V;PFV;NOM;IND;NEG;PRS;V.MSDR	V
üreme	繁殖	üre	繁殖	V;PFV;NOM;IND;NEG;PRS;V.MSDR	V
okula	學校	okul	學校	N;DAT;SG;3	N
geçirmek	花費	geçir	花費	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
moleküler	分子	molekü	分子	N;NOM;PL;3	N
etkinlik	動態	etkinlik	動態	N;NOM;SG;3	N
etkinlik	活動	etkinlik	活動	N;NOM;SG;3	N
etkinlik	事件	etkinlik	事件	N;NOM;SG;3	N
etkinlik	活動	etkinlik	活動	N;NOM;SG;3	N
etkinlik	事件	etkinlik	事件	N;NOM;SG;3	N
etkinlik	活動	etkinlik	活動	N;NOM;SG;3	N
devriye	巡邏	devri	巡邏	N;NOM;SG;3	N
devriye	巡邏	devri	巡邏	N;NOM;SG;3	N
açısı	角度	açı	角度	N;NOM;SG;3	N
açısı	角	açı	角	N;NOM;SG;3	N
saldırıları	襲擊	saldırı	襲擊	N;ACC;PL;3	N
yasak	禁	yasak	禁		
endüstriyel	工業	endüstriyel	工業	N;NOM;SG;3	N
açıklaması	說明	açıkla	說明	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
açıklaması	描述	açıkla	描述	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
alışveriş	購物	alışveriş	購物	N;NOM;SG;3	N
alışveriş	店鋪	alışveriş	店鋪	N;NOM;SG;3	N
alışveriş	店	alışveriş	店	N;NOM;SG;3	N
alışveriş	商店	alışveriş	商店	N;NOM;SG;3	N
alışveriş	購物	alışveriş	購物	N;NOM;SG;3	N
sistemler	系統	sistem	系統	N;NOM;PL;3	N
tapınak	神廟	tapınak	神廟	N;NOM;SG;3	N
tapınak	寺	tapınak	寺	N;NOM;SG;3	N
tapınak	寺廟	tapınak	寺廟	N;NOM;SG;3	N
tapınak	廟	tapınak	廟	N;NOM;SG;3	N
tapınak	聖殿	tapınak	聖殿	N;NOM;SG;3	N
topraklar	土地	toprak	土地	N;NOM;PL;3	N
topraklar	土壤	toprak	土壤	N;NOM;PL;3	N
romantik	浪漫	romantik	浪漫	N;NOM;SG;3	N
romantik	浪漫	romantik	浪漫	N;NOM;SG;3	N
bahçesi	園	bahçe	園	N;NOM;SG;3	N
bahçesi	園林	bahçe	園林	N;NOM;SG;3	N
bahçesi	花園	bahçe	花園	N;NOM;SG;3	N
bahçesi	園藝	bahçe	園藝	N;NOM;SG;3	N
merkezleri	樞紐	merkez	樞紐	N;ACC;PL;3	N
merkezleri	中	merkez	中	N;ACC;PL;3	N
merkezleri	中心	merkez	中心	N;ACC;PL;3	N
otobüs	公車	otobüs	公車	N;NOM;SG;3	N
otobüs	巴士	otobüs	巴士	N;NOM;SG;3	N
otobüs	公車	otobüs	公車	N;NOM;SG;3	N
otobüs	巴士	otobüs	巴士	N;NOM;SG;3	N
tartışmalar	爭論	tartış	爭論	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
tartışmalar	討論	tartış	討論	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
oluşturulmuş	生成	oluş	生成	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V
yeteneği	能力	yetenek	能力	N;NOM;SG;3	N
yatırım	投資	yatırım	投資	N;NOM;SG;3	N
yatırım	投資	yatırım	投資	N;NOM;SG;3	N
yatırım	投資	yatırım	投資	N;NOM;SG;3	N
kurallar	規則	kural	規則	N;NOM;PL;3	N
kurallar	細則	kural	細則	N;NOM;PL;3	N
tekniği	技術	teknik	技術	N;ACC;SG;3	N
tekniği	技巧	teknik	技巧	N;ACC;SG;3	N
soyundan	後裔	soyun	後裔	N;AT+ABL;SG;3	N
soyundan	後代	soyun	後代	N;AT+ABL;SG;3	N
haberleri	新聞	haber	新聞	N;NOM;PL;3	N
kritik	危急	kritik	危急		
girişimi	倡議	girişim	倡議	N;NOM;SG;3	N
dostluk	友情	dostluk	友情	N;NOM;SG;3	N
dostluk	友誼	dostluk	友誼	N;NOM;SG;3	N
yapıları	結構	yap	結構	N;ACC;PL;3	N
moon	月球	moon	月球	N;NOM;SG;3	N
moon	月亮	moon	月亮	N;NOM;SG;3	N
moon	月	moon	月	N;NOM;SG;3	N
beklenen	預計	bekle	預計	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
beklenen	預計	bekle	預計	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
teori	理論	teori	理論	N;NOM;SG;3	N
teori	論	teori	論	N;NOM;SG;3	N
direniş	阻力	direniş	阻力	N;NOM;SG;3	N
direniş	電阻	direniş	電阻	N;NOM;SG;3	N
filosu	艦隊	filo	艦隊	N;NOM;SG;3	N
filosu	船隊	filo	船隊	N;NOM;SG;3	N
filosu	車隊	filo	車隊	N;NOM;SG;3	N
fotoğrafları	像片	fotoğraf	像片	N;NOM;PL;3	N
fotoğrafları	照片	fotoğraf	照片	N;NOM;PL;3	N
sahnesi	場景	sahne	場景	N;NOM;SG;3	N
sahnesi	現場	sahne	現場	N;NOM;SG;3	N
bahçe	園藝	bahçe	園藝	N;NOM;SG;3	N
bahçe	園	bahçe	園	N;NOM;SG;3	N
bahçe	園林	bahçe	園林	N;NOM;SG;3	N
bahçe	花園	bahçe	花園	N;NOM;SG;3	N
bahçe	園藝	bahçe	園藝	N;NOM;SG;3	N
çeşitleri	品種	çeşit	品種	N;ACC;PL;3	N
çeşitleri	類型	çeşit	類型	N;ACC;PL;3	N
oluşturuldu	生成	oluş	生成	V;PFV;IND;SG;3;POS;PST;PASS	V
sözler	引號	söz	引號	N;NOM;PL;3	N
sözler	引文	söz	引文	N;NOM;PL;3	N
sözler	諾言	söz	諾言	N;NOM;PL;3	N
sözler	詞語	söz	詞語	N;NOM;PL;3	N
sözler	字	söz	字	N;NOM;PL;3	N
sözler	詞	söz	詞	N;NOM;PL;3	N
sözler	歌詞	söz	歌詞	N;NOM;PL;3	N
çocukluk	童年	çocukluk	童年	N;NOM;SG;3	N
yaylası	高原	yayla	高原	N;NOM;SG;3	N
değerlendirme	評語	değerlen	評語	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V
değerlendirme	評價	değerlen	評價	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V
değerlendirme	評估	değerlen	評估	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V
değerlendirme	評估	değerlen	評估	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V
veriler	資料	veri	資料	N;NOM;PL;3	N
ribaund	籃板	ribaund	籃板	N;NOM;SG;3	N
ribaund	籃板	ribaund	籃板	N;NOM;SG;3	N
aileler	父母	aile	父母	N;NOM;PL;3	N
aileler	父母	aile	父母	N;NOM;PL;3	N
aileler	家長	aile	家長	N;NOM;PL;3	N
aileler	家庭	aile	家庭	N;NOM;PL;3	N
yöntemleri	方法	yöntem	方法	N;NOM;PL;3	N
salon	沙龍	salon	沙龍	N;NOM;SG;3	N
salon	廳	salon	廳	N;NOM;SG;3	N
salon	大廳	salon	大廳	N;NOM;SG;3	N
tersine	逆	ters	逆		
ejderha	龍	ejderha	龍	N;NOM;SG;3	N
ejderha	龍	ejderha	龍	N;NOM;SG;3	N
ejderha	神龍	ejderha	神龍	N;NOM;SG;3	N
ülkelere	國家	ülke	國家	N;DAT;PL;3	N
ülkelere	各國	ülke	各國	N;DAT;PL;3	N
telekom	電訊	telekom	電訊	N;NOM;SG;3	N
telekom	電信	telekom	電信	N;NOM;SG;3	N
bellek	記憶	bellek	記憶	N;NOM;SG;3	N
bellek	記憶	bellek	記憶	N;NOM;SG;3	N
bellek	記憶	bellek	記憶	N;NOM;SG;3	N
torunu	外	torun	外	N;NOM;SG;3	N
torunu	孫子	torun	孫子	N;NOM;SG;3	N
torunu	外孫	torun	外孫	N;NOM;SG;3	N
olasılık	可能	olasılık	可能	N;NOM;SG;3	N
olasılık	概率	olasılık	概率	N;NOM;SG;3	N
olasılık	可能	olasılık	可能	N;NOM;SG;3	N
olasılık	可能	olasılık	可能	N;NOM;SG;3	N
bağlantıları	人脈	bağlantı	人脈	N;NOM;PL;3	N
tehlike	危險	tehlike	危險	N;NOM;SG;3	N
dersler	講課	ders	講課	N;NOM;PL;3	N
dersler	演講	ders	演講	N;NOM;PL;3	N
dersler	課程	ders	課程	N;NOM;PL;3	N
dersler	類別	ders	類別	N;NOM;PL;3	N
dersler	班級	ders	班級	N;NOM;PL;3	N
güneye	南	güne	南	N;DAT;SG;3	N
güneye	南部	güne	南部	N;DAT;SG;3	N
şirketleri	公司	şirket	公司	N;ACC;PL;3	N
satranç	象棋	satranç	象棋	N;NOM;SG;3	N
satranç	西洋	satranç	西洋	N;NOM;SG;3	N
korunması	保護	korun	保護	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
tedavisi	治療	tedavi	治療	N;NOM;SG;3	N
yuvarlak	圓	yuvarlak	圓		
bateri	鼓	bateri	鼓	N;NOM;SG;3	N
bateri	鼓聲	bateri	鼓聲	N;NOM;SG;3	N
bateri	鼓	bateri	鼓	N;NOM;SG;3	N
savaşlar	戰爭	savaş	戰爭	N;NOM;PL;3	N
savaşlar	戰役	savaş	戰役	N;NOM;PL;3	N
geliştirmek	改進	geliş	改進	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V
geliştirmek	改善	geliş	改善	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V
matematikçi	數學	matematikçi	數學	N;NOM;SG;3	N
tura	游	tur	游	N;DAT;SG;3	N
tura	導覽	tur	導覽	N;DAT;SG;3	N
tura	旅遊	tur	旅遊	N;DAT;SG;3	N
adalar	群島	ada	群島	N;NOM;PL;3	N
adalar	島嶼	ada	島嶼	N;NOM;PL;3	N
misafir	賓	misafir	賓	N;NOM;SG;3	N
misafir	來賓	misafir	來賓	N;NOM;SG;3	N
misafir	客人	misafir	客人	N;NOM;SG;3	N
misafir	賓	misafir	賓	N;NOM;SG;3	N
misafir	來賓	misafir	來賓	N;NOM;SG;3	N
misafir	客人	misafir	客人	N;NOM;SG;3	N
genişliği	寬度	genişlik	寬度	N;NOM;SG;3	N
ayaklanma	反抗	ayaklan	反抗	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	V
ayaklanma	騷亂	ayaklan	騷亂	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	V
katılmak	加入	kat	加入	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	V
hediye	禮物	hedi	禮物	N;NOM;SG;3	N
hediye	禮品	hedi	禮品	N;NOM;SG;3	N
hediye	現任	hedi	現任	N;NOM;SG;3	N
hediye	贈品	hedi	贈品	N;NOM;SG;3	N
hediye	禮物	hedi	禮物	N;NOM;SG;3	N
hediye	禮品	hedi	禮品	N;NOM;SG;3	N
hediye	天賦	hedi	天賦	N;NOM;SG;3	N
koşulları	條件	koşul	條件	N;ACC;PL;3	N
koşulları	術語	koşul	術語	N;ACC;PL;3	N
koşulları	條款	koşul	條款	N;ACC;PL;3	N
doğmuş	生	doğ	生	V;PFV;NFH;IND;SG;3;POS;PST	V
doğmuş	誕生	doğ	誕生	V;PFV;NFH;IND;SG;3;POS;PST	V
doğmuş	出生	doğ	出生	V;PFV;NFH;IND;SG;3;POS;PST	V
sembolü	符號	sembolü	符號	N;ACC;SG;3	N
şiirler	詩	şiir	詩	N;NOM;PL;3	N
şiirler	詩歌	şiir	詩歌	N;NOM;PL;3	N
şiirler	詩	şiir	詩	N;NOM;PL;3	N
şiirler	詩歌	şiir	詩歌	N;NOM;PL;3	N
cumhuriyetçi	共和	cumhuriyetçi	共和	N;NOM;SG;3	N
cumhuriyetçi	共和	cumhuriyetçi	共和	N;NOM;SG;3	N
renkleri	顏色	renk	顏色	N;NOM;PL;3	N
renkleri	色彩	renk	色彩	N;NOM;PL;3	N
renkleri	顏色	renk	顏色	N;NOM;PL;3	N
renkleri	色彩	renk	色彩	N;NOM;PL;3	N
mesajı	留言	mesaj	留言	N;ACC;SG;3	N
mesajı	訊息	mesaj	訊息	N;ACC;SG;3	N
mesajı	信件	mesaj	信件	N;ACC;SG;3	N
frekans	頻率	frekans	頻率	N;NOM;SG;3	N
modelleri	模型	model	模型	N;NOM;PL;3	N
modelleri	模特	model	模特	N;NOM;PL;3	N
modelleri	型號	model	型號	N;NOM;PL;3	N
modelleri	模特	model	模特	N;NOM;PL;3	N
pan	泛	pan	泛		
ilçeleri	各區	ilçe	各區	N;ACC;PL;3	N
tüfek	獵槍	tüfek	獵槍	N;NOM;SG;3	N
tüfek	步槍	tüfek	步槍	N;NOM;SG;3	N
tüfek	步槍	tüfek	步槍	N;NOM;SG;3	N
birlikler	單元	birlik	單元	N;NOM;PL;3	N
birlikler	單位	birlik	單位	N;NOM;PL;3	N
birlikler	部隊	birlik	部隊	N;NOM;PL;3	N
sözlüğü	詞典	sözlük	詞典	N;NOM;SG;3	N
sözlüğü	字典	sözlük	字典	N;NOM;SG;3	N
çaba	力爭	çaba	力爭		
airlines	航空	airlines	航空	N;NOM;SG;3	N
airlines	航空	airlines	航空	N;NOM;SG;3	N
evler	住家	ev	住家	N;NOM;PL;3	N
evler	房屋	ev	房屋	N;NOM;PL;3	N
evler	房子	ev	房子	N;NOM;PL;3	N
kutup	極	kutup	極		
zorla	強迫	zor	強迫		
sıcaklığı	氣溫	sıcaklık	氣溫	N;ACC;SG;3	N
sıcaklığı	溫度	sıcaklık	溫度	N;ACC;SG;3	N
sıcaklığı	體溫	sıcaklık	體溫	N;ACC;SG;3	N
sıcaklığı	溫暖	sıcaklık	溫暖	N;ACC;SG;3	N
hacmi	體積	hacim	體積	N;ACC;SG;3	N
hacmi	音量	hacim	音量	N;ACC;SG;3	N
oluşumu	編隊	oluş	編隊	N;ACC;SG;3	N
yazmak	書寫	yaz	書寫	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
yazmak	寫入	yaz	寫入	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
yazmak	寫	yaz	寫	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
yazmak	撰寫	yaz	撰寫	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
çıkışı	出口	çıkış	出口	N;ACC;SG;3	N
point	角	point	角	N;NOM;SG;3	N
point	點	point	點	N;NOM;SG;3	N
boru	管	boru	管		
boru	管	boru	管		
bitti	完成	bit	完成	V;PFV;IND;SG;3;POS;PST	V
bitti	完成	bit	完成	V;PFV;IND;SG;3;POS;PST	V
yemekler	糧食	yemek	糧食	N;NOM;PL;3	N
