この	這	この	這	DET	DET
ライス	米	ライス	米	N	N
ライス	米飯	ライス	米飯	N	N
ライス	飯	ライス	飯	N	N
互換性	相容	互換性	相容	N	N
プラグ	插頭	プラグ	插頭	N	N
拡散	瀰漫	拡散	瀰漫	N	N
モダン	現代	モダン	現代	N	N
モダン	近代	モダン	近代	N	N
モダン	現代	モダン	現代	N	N
異議	反對	異議	反對	V	V
規約	用	規約	用	V	V
椅子	椅	椅子	椅	N	N
椅子	椅子	椅子	椅子	N	N
椅子	椅	椅子	椅	N	N
椅子	椅子	椅子	椅子	N	N
リール	捲軸	リール	捲軸	N	N
逸話	軼事	逸話	軼事	N	N
ダスト	塵土	ダスト	塵土	N	N
ダスト	塵	ダスト	塵	N	N
ダスト	塵埃	ダスト	塵埃	N	N
ダスト	灰塵	ダスト	灰塵	N	N
スライド	幻燈	スライド	幻燈	N	N
スライド	滑	スライド	滑	N	N
スライド	滑動	スライド	滑動	N	N
スライド	幻燈	スライド	幻燈	N	N
歌曲	歌曲	歌曲	歌曲	N	N
歌曲	首歌	歌曲	首歌	N	N
歌曲	歌	歌曲	歌	N	N
補充	進貨	補充	進貨	V	V
摂政	攝政	摂政	攝政	N	N
ストレス	壓力	ストレス	壓力	N	N
ストレス	應力	ストレス	應力	N	N
カクテル	雞尾	カクテル	雞尾	N	N
遅延	推遲	遅延	推遲	V	V
遅延	延遲	遅延	延遲	V	V
遅延	延誤	遅延	延誤	V	V
遅延	拖延	遅延	拖延	V	V
遅延	延遲	遅延	延遲	V	V
遅延	延誤	遅延	延誤	V	V
講堂	禮堂	講堂	禮堂	N	N
褐色	棕	褐色	棕	N	N
褐色	褐	褐色	褐	N	N
褐色	棕色	褐色	棕色	N	N
店長	經理	店長	經理	N	N
店長	經理	店長	經理	N	N
スープ	湯	スープ	湯	N	N
二	兩	二	兩	NUM	NUM
ティッシュ	組織	ティッシュ	組織	N	N
ティッシュ	紙巾	ティッシュ	紙巾	N	N
泥棒	賊	泥棒	賊	N	N
ブドウ	葡萄	ブドウ	葡萄	N	N
ブドウ	葡萄	ブドウ	葡萄	N	N
放浪	流浪	放浪	流浪	V	V
放浪	遊蕩	放浪	遊蕩	V	V
支払う	付費	支払う	付費	V	V
支払う	付款	支払う	付款	V	V
支払う	支付	支払う	支付	V	V
承継	繼承	承継	繼承	V	V
承継	繼任	承継	繼任	V	V
集積	累積	集積	累積	V	V
ペーパー	紙	ペーパー	紙	N	N
ペーパー	紙張	ペーパー	紙張	N	N
ペーパー	論文	ペーパー	論文	N	N
カニ	蟹	カニ	蟹	N	N
カニ	螃蟹	カニ	螃蟹	N	N
カニ	蟹	カニ	蟹	N	N
カニ	螃蟹	カニ	螃蟹	N	N
狩猟	獵	狩猟	獵	N	N
家具	家	家具	家	N	N
家具	傢具	家具	傢具	N	N
家具	傢俱	家具	傢俱	N	N
ジャム	果	ジャム	果	N	N
フレッシュ	新鮮	フレッシュ	新鮮	N	N
フレッシュ	清新	フレッシュ	清新	N	N
自由主義	自由	自由主義	自由	N	N
完璧	完美	完璧	完美	ADJ	ADJ
完璧	完美	完璧	完美	ADJ	ADJ
アイス	曲棍	アイス	曲棍	N	N
アイス	冰球	アイス	冰球	N	N
セメント	水泥	セメント	水泥	N	N
クラスメイト	同學	クラスメイト	同學	N	N
ウサギ	野兔	ウサギ	野兔	N	N
ウサギ	兔	ウサギ	兔	N	N
ウサギ	兔子	ウサギ	兔子	N	N
クリップ	片段	クリップ	片段	N	N
クリップ	剪輯	クリップ	剪輯	N	N
クリップ	夾	クリップ	夾	N	N
補完	竣工	補完	竣工	V	V
追求	追求	追求	追求	V	V
追求	追逐	追求	追逐	V	V
追求	追擊	追求	追擊	V	V
素晴らしい	神奇	素晴らしい	神奇	ADJ	ADJ
砂糖	食糖	砂糖	食糖	N	N
砂糖	糖業	砂糖	糖業	N	N
砂糖	糖	砂糖	糖	N	N
舗装	人行道	舗装	人行道	N	N
ケーキ	蛋糕	ケーキ	蛋糕	N	N
ケーキ	蛋糕	ケーキ	蛋糕	N	N
ベール	面紗	ベール	面紗	N	N
ベール	面紗	ベール	面紗	N	N
センス	感	センス	感	N	N
魚類	魚類	魚類	魚類	N	N
魚類	魚	魚類	魚	N	N
魚類	魚兒	魚類	魚兒	N	N
知恵	智慧	知恵	智慧	N	N
プリン	布丁	プリン	布丁	N	N
ロビー	大廳	ロビー	大廳	N	N
ロビー	大堂	ロビー	大堂	N	N
フォース	武力	フォース	武力	N	N
知能	智慧	知能	智慧	N	N
知能	情報	知能	情報	N	N
知能	智力	知能	智力	N	N
弾丸	子	弾丸	子	N	N
弾丸	彈頭	弾丸	彈頭	N	N
クロック	鐘	クロック	鐘	N	N
クロック	時鐘	クロック	時鐘	N	N
ドロップ	滴	ドロップ	滴	N	N
ドロップ	滴	ドロップ	滴	N	N
サンプル	樣品	サンプル	樣品	N	N
サンプル	抽樣	サンプル	抽樣	N	N
サンプル	樣本	サンプル	樣本	N	N
サンプル	樣品	サンプル	樣品	N	N
サンプル	樣本	サンプル	樣本	N	N
配達	送貨	配達	送貨	V	V
配達	投放	配達	投放	V	V
配達	交付	配達	交付	V	V
配達	交貨	配達	交貨	V	V
配達	遞送	配達	遞送	V	V
婚姻	結婚	婚姻	結婚	V	V
樹木	樹	樹木	樹	N	N
樹木	樹木	樹木	樹木	N	N
シカ	鹿	シカ	鹿	N	N
旅客	客機	旅客	客機	N	N
サブタイトル	字幕	サブタイトル	字幕	N	N
サブタイトル	字幕	サブタイトル	字幕	N	N
特権	特權	特権	特權	N	N
特権	特權	特権	特權	N	N
脅迫	威脅	脅迫	威脅	V	V
脅迫	敲詐	脅迫	敲詐	V	V
脅迫	勒索	脅迫	勒索	V	V
オファー	優惠	オファー	優惠	N	N
釈放	釋出	釈放	釋出	V	V
釈放	釋放	釈放	釋放	V	V
エッジ	邊緣	エッジ	邊緣	N	N
エッジ	邊緣	エッジ	邊緣	N	N
骨格	骷髏	骨格	骷髏	N	N
骨格	骨架	骨格	骨架	N	N
骨格	骨骼	骨格	骨骼	N	N
王族	皇室	王族	皇室	N	N
王族	王室	王族	王室	N	N
非	隱私	非	隱私	N	N
非	私營	非	私營	N	N
埠頭	碼頭	埠頭	碼頭	N	N
大通り	大道	大通り	大道	N	N
フライング	飛	フライング	飛	N	N
フライング	飛翔	フライング	飛翔	N	N
うさぎ	兔子	うさぎ	兔子	N	N
うさぎ	野兔	うさぎ	野兔	N	N
うさぎ	兔	うさぎ	兔	N	N
うさぎ	兔子	うさぎ	兔子	N	N
蓄積	累積	蓄積	累積	V	V
蓄積	累計	蓄積	累計	V	V
特色	特徵	特色	特徵	N	N
特色	特性	特色	特性	N	N
特色	特點	特色	特點	N	N
牛乳	乳	牛乳	乳	N	N
牛乳	牛奶	牛乳	牛奶	N	N
牛乳	奶	牛乳	奶	N	N
プラズマ	等	プラズマ	等	N	N
プラズマ	血漿	プラズマ	血漿	N	N
長寿	壽命	長寿	壽命	N	N
長寿	長壽	長寿	長壽	N	N
ダイジェスト	文摘	ダイジェスト	文摘	N	N
十字軍	十字	十字軍	十字	N	N
十字軍	十字	十字軍	十字	N	N
独身	單人	独身	單人	N	N
独身	單身	独身	單身	N	N
独身	學士	独身	學士	N	N
独身	單身	独身	單身	N	N
ラベル	標籤	ラベル	標籤	N	N
ラベル	標籤	ラベル	標籤	N	N
ファンド	基金	ファンド	基金	N	N
スピーカー	議長	スピーカー	議長	N	N
ディフェンス	辯護	ディフェンス	辯護	N	N
ディフェンス	國防	ディフェンス	國防	N	N
ディフェンス	防禦	ディフェンス	防禦	N	N
ディフェンス	防守	ディフェンス	防守	N	N
ディフェンス	國防	ディフェンス	國防	N	N
診療所	診	診療所	診	N	N
診療所	門診	診療所	門診	N	N
診療所	診	診療所	診	N	N
ピック	選	ピック	選	N	N
ハブ	樞紐	ハブ	樞紐	N	N
ハブ	中	ハブ	中	N	N
名物	專長	名物	專長	N	N
ドラッグ	拖	ドラッグ	拖	V	V
カウント	倒數	カウント	倒數	N	N
欲望	願望	欲望	願望	N	N
欲望	慾望	欲望	慾望	N	N
欲望	慾望	欲望	慾望	N	N
ホルモン	激素	ホルモン	激素	N	N
ホルモン	荷爾蒙	ホルモン	荷爾蒙	N	N
ホルモン	激素	ホルモン	激素	N	N
ホルモン	荷爾蒙	ホルモン	荷爾蒙	N	N
ゾンビ	僵屍	ゾンビ	僵屍	N	N
ゾンビ	僵屍	ゾンビ	僵屍	N	N
マクロ	宏觀	マクロ	宏觀	N	N
マクロ	巨集	マクロ	巨集	N	N
敗者	輸家	敗者	輸家	N	N
休憩	中斷	休憩	中斷	V	V
休憩	休息	休憩	休息	V	V
休憩	打破	休憩	打破	V	V
ノイズ	噪聲	ノイズ	噪聲	N	N
ノイズ	噪音	ノイズ	噪音	N	N
生理学	生理	生理学	生理	N	N
スケッチ	素	スケッチ	素	N	N
スケッチ	素	スケッチ	素	N	N
スケッチ	素	スケッチ	素	N	N
自慢	自豪	自慢	自豪	N	N
自慢	驕傲	自慢	驕傲	N	N
屋内	室內	屋内	室內	N	N
屋内	室內	屋内	室內	N	N
コマーシャル	商用	コマーシャル	商用	N	N
コマーシャル	商事	コマーシャル	商事	N	N
コマーシャル	商業	コマーシャル	商業	N	N
匿名	匿名	匿名	匿名	N	N
匿名	匿名	匿名	匿名	N	N
落ちる	跌	落ちる	跌	V	V
反	叛國	反	叛國	N	N
反	叛國	反	叛國	N	N
裏切り	背信	裏切り	背信	N	N
裏切り	背叛	裏切り	背叛	N	N
部数	拷貝	部数	拷貝	N	N
トーン	音調	トーン	音調	N	N
トーン	色調	トーン	色調	N	N
トーン	音	トーン	音	N	N
トーン	基調	トーン	基調	N	N
トーン	語氣	トーン	語氣	N	N
部署	部門	部署	部門	N	N
ライム	石灰	ライム	石灰	N	N
家庭	家教	家庭	家教	N	N
家庭	導師	家庭	導師	N	N
同性	同性	同性	同性	N	N
トレイ	托盤	トレイ	托盤	N	N
中身	填料	中身	填料	N	N
アクティブ	活躍	アクティブ	活躍	N	N
盆地	盆地	盆地	盆地	N	N
盆地	海盆	盆地	海盆	N	N
盆地	流域	盆地	流域	N	N
盆地	盆	盆地	盆	N	N
奉仕	利他	奉仕	利他	N	N
罰金	罰金	罰金	罰金	N	N
罰金	罰款	罰金	罰款	N	N
転移	過渡	転移	過渡	V	V
転移	轉型	転移	轉型	V	V
ストリーム	流	ストリーム	流	N	N
ストリーム	溪流	ストリーム	溪流	N	N
ストリーム	流	ストリーム	流	N	N
ストリーム	溪流	ストリーム	溪流	N	N
近所	鄰	近所	鄰	N	N
近所	鄰居	近所	鄰居	N	N
近所	鄰里	近所	鄰里	N	N
近所	鄰居	近所	鄰居	N	N
トロフィー	戰利	トロフィー	戰利	N	N
トロフィー	獎	トロフィー	獎	N	N
トロフィー	獎杯	トロフィー	獎杯	N	N
トロフィー	獎	トロフィー	獎	N	N
トロフィー	獎杯	トロフィー	獎杯	N	N
奇数	單數	奇数	單數	N	N
奇数	怪	奇数	怪	N	N
援軍	援軍	援軍	援軍	N	N
ティーン	青少	ティーン	青少	N	N
ティーン	少年	ティーン	少年	N	N
コイ	鯉	コイ	鯉	N	N
コイ	鯉魚	コイ	鯉魚	N	N
ペンギン	企鵝	ペンギン	企鵝	N	N
ペンギン	企鵝	ペンギン	企鵝	N	N
クレーン	吊車	クレーン	吊車	N	N
フィルター	篩選	フィルター	篩選	N	N
フィルター	過濾	フィルター	過濾	N	N
フィルター	篩選	フィルター	篩選	N	N
フィルター	過濾	フィルター	過濾	N	N
海水	海水	海水	海水	N	N
髪型	髮型	髪型	髮型	N	N
ヘクタール	公頃	ヘクタール	公頃	N	N
ヘクタール	公頃	ヘクタール	公頃	N	N
給与	薪水	給与	薪水	N	N
給与	工資	給与	工資	N	N
給与	薪資	給与	薪資	N	N
給与	薪金	給与	薪金	N	N
給与	工資	給与	工資	N	N
給与	薪資	給与	薪資	N	N
給与	薪金	給与	薪金	N	N
給与	報酬	給与	報酬	N	N
十字	十字	十字	十字	N	N
十字	十字	十字	十字	N	N
十字	交叉	十字	交叉	N	N
アトラクション	景點	アトラクション	景點	N	N
アトラクション	景點	アトラクション	景點	N	N
ナース	護士	ナース	護士	N	N
真空	真空	真空	真空	N	N
略奪	搶	略奪	搶	V	V
略奪	掠奪	略奪	掠奪	V	V
田舎	鄉村	田舎	鄉村	N	N
田舎	鄉下	田舎	鄉下	N	N
田舎	鄉間	田舎	鄉間	N	N
田舎	農村	田舎	農村	N	N
賃貸	租借	賃貸	租借	N	N
賃貸	租約	賃貸	租約	N	N
賃貸	租賃	賃貸	租賃	N	N
変態	變態	変態	變態	N	N
変態	蛻變	変態	蛻變	N	N
火力	火力	火力	火力	N	N
反転	反轉	反転	反轉	V	V
反転	翻轉	反転	翻轉	V	V
反転	翻轉	反転	翻轉	V	V
塩基	基地	塩基	基地	N	N
塩基	基礎	塩基	基礎	N	N
塩基	基數	塩基	基數	N	N
祖国	祖國	祖国	祖國	N	N
祖国	祖國	祖国	祖國	N	N
シャフト	軸	シャフト	軸	N	N
モーション	動議	モーション	動議	N	N
モーション	運動	モーション	運動	N	N
運ぶ	攜	運ぶ	攜	V	V
封鎖	封鎖	封鎖	封鎖	V	V
鋳造	鑄造	鋳造	鑄造	V	V
コンサルティング	咨詢	コンサルティング	咨詢	N	N
マウンテン	山	マウンテン	山	N	N
マウンテン	山區	マウンテン	山區	N	N
マウンテン	山地	マウンテン	山地	N	N
ストーム	暴風	ストーム	暴風	N	N
ストーム	風暴	ストーム	風暴	N	N
ストーム	暴風	ストーム	暴風	N	N
火薬	火藥	火薬	火藥	N	N
増やす	增加	増やす	增加	V	V
増やす	提高	増やす	提高	V	V
たば	煙草	たば	煙草	N	N
堤	堤岸	堤	堤岸	N	N
名声	名望	名声	名望	N	N
名声	名氣	名声	名氣	N	N
クモ	蜘蛛	クモ	蜘蛛	N	N
離れる	休假	離れる	休假	V	V
離れる	離開	離れる	離開	V	V
原点	原產	原点	原產	N	N
原点	起源	原点	起源	N	N
断片	片段	断片	片段	N	N
断片	碎片	断片	碎片	N	N
利点	優點	利点	優點	N	N
利点	長處	利点	長處	N	N
利点	優勢	利点	優勢	N	N
利点	優點	利点	優點	N	N
利点	優勢	利点	優勢	N	N
指針	準則	指針	準則	N	N
破棄	丟棄	破棄	丟棄	V	V
破棄	放棄	破棄	放棄	V	V
破棄	捨棄	破棄	捨棄	V	V
おじさん	舅舅	おじさん	舅舅	N	N
おじさん	伯父	おじさん	伯父	N	N
おじさん	叔叔	おじさん	叔叔	N	N
スワン	天鵝	スワン	天鵝	N	N
ランチ	午	ランチ	午	N	N
ランチ	午飯	ランチ	午飯	N	N
呼び出し	援引	呼び出し	援引	V	V
囚人	俘虜	囚人	俘虜	N	N
囚人	囚犯	囚人	囚犯	N	N
囚人	犯人	囚人	犯人	N	N
囚人	囚徒	囚人	囚徒	N	N
囚人	囚犯	囚人	囚犯	N	N
囚人	犯人	囚人	犯人	N	N
囚人	囚徒	囚人	囚徒	N	N
道徳	道德	道徳	道德	N	N
道徳	道義	道徳	道義	N	N
道徳	道德	道徳	道德	N	N
泣き	哭	泣く	哭	V	V
泣き	哭	泣く	哭	V	V
カジノ	賭場	カジノ	賭場	N	N
カジノ	賭場	カジノ	賭場	N	N
頭痛	頭疼	頭痛	頭疼	N	N
頭痛	頭痛	頭痛	頭痛	N	N
頭痛	頭疼	頭痛	頭疼	N	N
頭痛	頭痛	頭痛	頭痛	N	N
コイル	線圈	コイル	線圈	N	N
主観	主觀	主観	主觀	N	N
キログラム	千克	キログラム	千克	N	N
キログラム	公斤	キログラム	公斤	N	N
キログラム	千克	キログラム	千克	N	N
キログラム	公斤	キログラム	公斤	N	N
ゴミ	垃圾	ゴミ	垃圾	N	N
インク	墨	インク	墨	N	N
インク	墨水	インク	墨水	N	N
インク	油墨	インク	油墨	N	N
ミサ	質量	ミサ	質量	N	N
ミサ	彌撒	ミサ	彌撒	N	N
未亡	寡婦	未亡	寡婦	N	N
未亡	遺孀	未亡	遺孀	N	N
未亡	寡婦	未亡	寡婦	N	N
タブ	標籤	タブ	標籤	N	N
薬学	藥房	薬学	藥房	N	N
薬学	藥劑	薬学	藥劑	N	N
薬学	藥店	薬学	藥店	N	N
食材	元素	食材	元素	N	N
食材	成分	食材	成分	N	N
食材	原料	食材	原料	N	N
食材	成份	食材	成份	N	N
食材	食品	食材	食品	N	N
食材	成分	食材	成分	N	N
食材	成份	食材	成份	N	N
風呂	浴室	風呂	浴室	N	N
風呂	浴場	風呂	浴場	N	N
風呂	浴	風呂	浴	N	N
輝き	發光	輝く	發光	V	V
ピラミッド	金字	ピラミッド	金字	N	N
ピラミッド	金字	ピラミッド	金字	N	N
痛み	痛	痛み	痛	N	N
痛み	傷痛	痛み	傷痛	N	N
痛み	疼痛	痛み	疼痛	N	N
痛み	痛苦	痛み	痛苦	N	N
プロフェッショナル	專業	プロフェッショナル	專業	N	N
プロフェッショナル	專業	プロフェッショナル	專業	N	N
パンツ	褲	パンツ	褲	N	N
パンツ	褲子	パンツ	褲子	N	N
車椅子	輪椅	車椅子	輪椅	N	N
放火	縱火	放火	縱火	V	V
忠誠	效忠	忠誠	效忠	V	V
エラー	錯誤	エラー	錯誤	N	N
使い	使用	使う	使用	V	V
シリンダー	缸	シリンダー	缸	N	N
ノード	節點	ノード	節點	N	N
ノード	節點	ノード	節點	N	N
硫酸	硫酸	硫酸	硫酸	N	N
硫酸	硫酸鹽	硫酸	硫酸鹽	N	N
リバウンド	反彈	リバウンド	反彈	V	V
リバウンド	回升	リバウンド	回升	V	V
呪文	拼字	呪文	拼字	N	N
呪文	咒語	呪文	咒語	N	N
呪文	拼	呪文	拼	N	N
呪文	咒	呪文	咒	N	N
エーカー	英畝	エーカー	英畝	N	N
エーカー	英畝	エーカー	英畝	N	N
群れ	羊群	群れ	羊群	N	N
損害賠償	損壞	損害賠償	損壞	N	N
損害賠償	損害	損害賠償	損害	N	N
不具合	蟲子	不具合	蟲子	N	N
不具合	臭蟲	不具合	臭蟲	N	N
不具合	臭蟲	不具合	臭蟲	N	N
メロン	瓜	メロン	瓜	N	N
男	男孩	男	男孩	N	N
男	男生	男	男生	N	N
男	男孩	男	男孩	N	N
サバ	鯖魚	サバ	鯖魚	N	N
サバ	鯖	サバ	鯖	N	N
おおよそ	大致	おおよそ	大致		
驚異	奇觀	驚異	奇觀	N	N
驚異	奇跡	驚異	奇跡	N	N
子音	音	子音	音	N	N
保護者	父母	保護者	父母	N	N
保護者	父母	保護者	父母	N	N
保護者	家長	保護者	家長	N	N
指輪	環	指輪	環	N	N
指輪	戒指	指輪	戒指	N	N
指輪	環	指輪	環	N	N
指輪	戒指	指輪	戒指	N	N
証明	憑證	証明	憑證	N	N
証明	證書	証明	證書	N	N
証明	憑證	証明	憑證	N	N
証明	證書	証明	證書	N	N
末裔	後裔	末裔	後裔	N	N
末裔	後代	末裔	後代	N	N
競泳	泳者	競泳	泳者	N	N
競泳	游泳	競泳	游泳	N	N
競泳	游	競泳	游	N	N
監禁	禁閉	監禁	禁閉	V	V
硫黄	硫磺	硫黄	硫磺	N	N
硫黄	硫	硫黄	硫	N	N
硫黄	硫磺	硫黄	硫磺	N	N
硫黄	硫	硫黄	硫	N	N
預金	儲蓄	預金	儲蓄	N	N
預金	節約	預金	節約	N	N
ヘルメット	頭盔	ヘルメット	頭盔	N	N
ヘルメット	盔	ヘルメット	盔	N	N
ヘルメット	頭盔	ヘルメット	頭盔	N	N
スパーク	火花	スパーク	火花	N	N
スパーク	火種	スパーク	火種	N	N
発作	癲癇	発作	癲癇	N	N
抽象	摘要	抽象	摘要	N	N
抽象	抽象	抽象	抽象	N	N
穏やか	溫和	穏やか	溫和	ADJ	ADJ
寄生	寄生	寄生	寄生	V	V
寄生	寄生	寄生	寄生	V	V
寄生	寄生	寄生	寄生	V	V
資本主義	資本	資本主義	資本	N	N
弾道	軌跡	弾道	軌跡	N	N
弾道	彈道	弾道	彈道	N	N
ベット	賭	ベット	賭	N	N
ベット	賭注	ベット	賭注	N	N
ソープ	皂	ソープ	皂	N	N
ソープ	肥皂	ソープ	肥皂	N	N
火器	火器	火器	火器	N	N
火器	槍械	火器	槍械	N	N
スチール	鋼鐵	スチール	鋼鐵	N	N
スチール	鋼	スチール	鋼	N	N
茶色	棕	茶色	棕	N	N
茶色	褐	茶色	褐	N	N
茶色	棕色	茶色	棕色	N	N
解像	決議	解像	決議	N	N
支配	經理	支配	經理	N	N
支配	經理	支配	經理	N	N
クリニック	診	クリニック	診	N	N
クリニック	門診	クリニック	門診	N	N
クリニック	診	クリニック	診	N	N
キッチン	廚房	キッチン	廚房	N	N
レイプ	強	レイプ	強	N	N
没収	充公	没収	充公	V	V
没収	沒收	没収	沒收	V	V
没収	沒收	没収	沒收	V	V
真珠	明珠	真珠	明珠	N	N
真珠	珍珠	真珠	珍珠	N	N
真珠	珍珠	真珠	珍珠	N	N
赤外線	紅外	赤外線	紅外	N	N
赤外線	紅外	赤外線	紅外	N	N
スカート	裙	スカート	裙	N	N
スカート	裙子	スカート	裙子	N	N
チャリティー	慈善	チャリティー	慈善	N	N
隕石	隕石	隕石	隕石	N	N
岩石	岩	岩石	岩	N	N
岩石	岩石	岩石	岩石	N	N
買う	購買	買う	購買	V	V
買う	買	買う	買	V	V
投げる	扔	投げる	扔	V	V
投げる	丟	投げる	丟	V	V
盗賊	土匪	盗賊	土匪	N	N
盗賊	強盜	盗賊	強盜	N	N
盗賊	強盜	盗賊	強盜	N	N
盗賊	土匪	盗賊	土匪	N	N
盗賊	匪	盗賊	匪	N	N
親戚	親戚	親戚	親戚	N	N
親戚	親屬	親戚	親屬	N	N
親戚	親戚	親戚	親戚	N	N
羽根	羽	羽根	羽	N	N
羽根	羽毛	羽根	羽毛	N	N
イルカ	海豚	イルカ	海豚	N	N
イルカ	海豚	イルカ	海豚	N	N
かご	籃	かご	籃	N	N
かご	籃子	かご	籃子	N	N
孤児	孤兒	孤児	孤兒	N	N
孤児	孤兒	孤児	孤兒	N	N
書記官	書記	書記官	書記	N	N
書記官	職員	書記官	職員	N	N
絞り	光圈	絞り	光圈	N	N
絞り	孔徑	絞り	孔徑	N	N
拷問	酷刑	拷問	酷刑	N	N
吸血	吸血	吸血	吸血	N	N
清掃	清潔	清掃	清潔	V	V
清掃	清潔	清掃	清潔	V	V
清掃	清洗	清掃	清洗	V	V
立案	草擬	立案	草擬	V	V
立案	起草	立案	起草	V	V
プロトタイプ	原型	プロトタイプ	原型	N	N
プロトタイプ	原型	プロトタイプ	原型	N	N
却下	拒絕	却下	拒絕	V	V
却下	減少	却下	減少	V	V
却下	下降	却下	下降	V	V
却下	衰落	却下	衰落	V	V
却下	開除	却下	開除	V	V
却下	解雇	却下	解雇	V	V
却下	免職	却下	免職	V	V
却下	解聘	却下	解聘	V	V
却下	解職	却下	解職	V	V
スローガン	口號	スローガン	口號	N	N
スローガン	標語	スローガン	標語	N	N
スローガン	口號	スローガン	口號	N	N
スローガン	標語	スローガン	標語	N	N
湿地	濕地	湿地	濕地	N	N
湿地	濕地	湿地	濕地	N	N
負債	負債	負債	負債	N	N
挑発	挑釁	挑発	挑釁	V	V
承諾	驗收	承諾	驗收	V	V
承諾	接受	承諾	接受	V	V
添付	附上	添付	附上	V	V
添付	附加	添付	附加	V	V
ポーズ	姿勢	ポーズ	姿勢	N	N
カルシウム	鈣	カルシウム	鈣	N	N
迂回	轉送	迂回	轉送	V	V
波長	波長	波長	波長	N	N
調停	調停	調停	調停	V	V
調停	調解	調停	調解	V	V
調停	調解	調停	調解	V	V
ボウリング	保齡	ボウリング	保齡	N	N
サビ	鐵鏽	サビ	鐵鏽	N	N
サビ	生鏽	サビ	生鏽	N	N
サビ	鏽	サビ	鏽	N	N
おもちゃ	玩具	おもちゃ	玩具	N	N
おもちゃ	玩具	おもちゃ	玩具	N	N
鋼鉄	鋼鐵	鋼鉄	鋼鐵	N	N
鋼鉄	鋼	鋼鉄	鋼	N	N
メーター	公尺	メーター	公尺	N	N
メーター	米	メーター	米	N	N
メーター	公尺	メーター	公尺	N	N
体積	體積	体積	體積	N	N
体積	音量	体積	音量	N	N
基底	基礎	基底	基礎	N	N
有名人	名流	有名人	名流	N	N
有名人	名人	有名人	名人	N	N
有名人	名人	有名人	名人	N	N
消す	撲滅	消す	撲滅	V	V
経費	費用	経費	費用	N	N
経費	開支	経費	開支	N	N
経費	支出	経費	支出	N	N
超	過量	超	過量	N	N
超	超額	超	超額	N	N
インテリア	內政	インテリア	內政	N	N
インテリア	內部	インテリア	內部	N	N
インテリア	內地	インテリア	內地	N	N
公使	大臣	公使	大臣	N	N
公使	部長	公使	部長	N	N
スコープ	範圍	スコープ	範圍	N	N
カメ	海龜	カメ	海龜	N	N
カメ	烏龜	カメ	烏龜	N	N
カメ	龜	カメ	龜	N	N
カメ	烏龜	カメ	烏龜	N	N
カメ	海龜	カメ	海龜	N	N
バックアップ	備份	バックアップ	備份	V	V
バックアップ	備用	バックアップ	備用	V	V
バックアップ	支援	バックアップ	支援	V	V
バックアップ	備份	バックアップ	備份	V	V
ねじ	螺絲	ねじ	螺絲	N	N
バースト	爆裂	バースト	爆裂	N	N
母方	產婦	母方	產婦	N	N
警部	中尉	警部	中尉	N	N
スキャンダル	醜聞	スキャンダル	醜聞	N	N
スキャンダル	緋聞	スキャンダル	緋聞	N	N
テラス	露台	テラス	露台	N	N
テラス	陽台	テラス	陽台	N	N
マインド	頭腦	マインド	頭腦	N	N
マインド	心靈	マインド	心靈	N	N
銘柄	品牌	銘柄	品牌	N	N
表彰	講台	表彰	講台	N	N
表彰	主席	表彰	主席	N	N
見通し	前景	見通し	前景	N	N
肺	肺炎	肺	肺炎	N	N
クジラ	鯨魚	クジラ	鯨魚	N	N
クジラ	鯨	クジラ	鯨	N	N
クジラ	鯨魚	クジラ	鯨魚	N	N
クジラ	鯨	クジラ	鯨	N	N
知人	熟人	知人	熟人	N	N
知人	熟人	知人	熟人	N	N
アミノ酸	氨基	アミノ酸	氨基	N	N
アミノ酸	氨基酸	アミノ酸	氨基酸	N	N
遂に	終於	遂にる	終於	ADV	ADV
薬局	藥店	薬局	藥店	N	N
薬局	藥房	薬局	藥房	N	N
薬局	藥劑	薬局	藥劑	N	N
薬局	藥店	薬局	藥店	N	N
下町	市區	下町	市區	N	N
カラス	烏鴉	カラス	烏鴉	N	N
模倣	模仿	模倣	模仿	V	V
序曲	序曲	序曲	序曲	N	N
発酵	發酵	発酵	發酵	V	V
伯父	舅舅	伯父	舅舅	N	N
伯父	伯父	伯父	伯父	N	N
伯父	叔叔	伯父	叔叔	N	N
楽しい	好	楽しい	好	ADJ	ADJ
トマト	番	トマト	番	N	N
トマト	西紅	トマト	西紅	N	N
トマト	蕃	トマト	蕃	N	N
トマト	番	トマト	番	N	N
トマト	西紅	トマト	西紅	N	N
トマト	蕃	トマト	蕃	N	N
騒音	噪聲	騒音	噪聲	N	N
騒音	噪音	騒音	噪音	N	N
基質	基底	基質	基底	N	N
流派	學校	流派	學校	N	N
ノーマル	常態	ノーマル	常態	N	N
ノーマル	正常	ノーマル	正常	N	N
インタフェース	介面	インタフェース	介面	N	N
インタフェース	介面	インタフェース	介面	N	N
遺物	遺跡	遺物	遺跡	N	N
遺物	文物	遺物	文物	N	N
ナチュラル	自然	ナチュラル	自然	N	N
紡績	紡	紡績	紡	N	N
ディフェンダー	後衛	ディフェンダー	後衛	N	N
入国	移民	入国	移民	V	V
入国	移民	入国	移民	V	V
ラード	豬油	ラード	豬油	N	N
代理人	代表	代理人	代表	N	N
代理人	特工	代理人	特工	N	N
ドリル	演習	ドリル	演習	N	N
ドリル	鑽	ドリル	鑽	N	N
