jako	जैसे	jako	जैसे	CONJ	CONJ
poradce	सलाहकार	poradce	सलाहकार	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
poradce	काउंसलर	poradce	काउंसलर	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
poradce	परामर्शदाता	poradce	परामर्शदाता	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
poradce	सलाहकार	poradce	सलाहकार	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
grammy	ग्रैमी	gramma	ग्रैमी	N;FEM;POS	N;NOM;MASC;SG;3
držitel	होल्डर	držitel	होल्डर	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
aktivita	क्रिया	aktivita	क्रिया	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
aktivita	गतिविधि	aktivita	गतिविधि	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
aktivita	सक्रियता	aktivita	सक्रियता	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
aktivita	कार्यकलाप	aktivita	कार्यकलाप	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
střechy	छतें	střecha	छत	N;NOM;FEM;PL;POS	N;NOM;FEM;PL;3
zastavil	रोका	zastavit	रोक	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;MASC;SG;V.PTCP;ACT
senátor	सीनेटर	senátor	सीनेटर	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
rozšiřování	विस्तार	rozšiřování	विस्तार	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
roh	कोना	roh	कोना	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
roh	कोने	roh	कोना	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
roh	हॉर्न	roh	हॉर्न	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
roh	सींग	roh	सींग	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
skutečný	असली	skutečný	असली	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM
skutečný	वास्तविक	skutečný	वास्तविक	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM
demo	डेमो	demo	डेमो	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
sklo	काच	sklo	काच	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
sklo	गिलास	sklo	गिलास	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
sklo	ग्लास	sklo	ग्लास	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
sklo	कांच	sklo	कांच	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
asteroid	क्षुद्रग्रह	asteroid	क्षुद्रग्रह	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
pobočky	शाखाएं	pobočka	शाखा	N;NOM;FEM;PL;POS	N;NOM;FEM;PL;3
pobočky	शाखाएँ	pobočka	शाखा	N;NOM;FEM;PL;POS	N;NOM;FEM;PL;3
dostupná	उपलब्ध	dostupný	उपलब्ध	ADJ;NOM;FEM;SG;POS	ADJ
pravděpodobnost	संभावना	pravděpodobnost	संभावना	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
pravděpodobnost	संभाव्यता	pravděpodobnost	संभाव्यता	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
procesor	प्रोसेसर	procesor	प्रोसेसर	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
procesor	cpu	procesor	cpu	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
schopné	सक्षम	schopný	सक्षम	ADJ;NOM;NEUT;SG;POS	ADJ
veřejný	सार्वजनिक	veřejný	सार्वजनिक	ADJ;INAN;NOM;MASC;SG;POS	ADJ
kočky	बिल्लियां	kočka	बिल्ली	N;NOM;FEM;PL;POS	N;NOM;FEM;PL;3
kočky	बिल्लियाँ	kočka	बिल्ली	N;NOM;FEM;PL;POS	N;NOM;FEM;PL;3
složka	फोल्डर	složka	फोल्डर	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
složka	फ़ोल्डर	složka	फ़ोल्डर	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
složka	अवयव	složka	अवयव	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
složka	घटक	složka	घटक	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
vylepšení	सुधार	vylepšení	सुधार	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
vylepšení	संवर्द्धन	vylepšení	संवर्द्धन	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
vylepšení	सुधार	vylepšení	सुधार	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
věznice	जेल	věznice	जेल	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
věznice	थाना	věznice	थाना	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
sledovanost	रेटिंग	sledovanost	रेटिंग	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
zvíře	जानवर	zvíře	जानवर	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
zvíře	जानवर	zvíře	जानवर	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
zvíře	पशु	zvíře	पशु	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
zvíře	प्राणी	zvíře	प्राणी	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
moderátor	मॉडरेटर	moderátor	मॉडरेटर	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
moderátor	मेज़बान	moderátor	मेज़बान	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
moderátor	होस्ट	moderátor	होस्ट	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
moderátor	मेजबान	moderátor	मेजबान	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
svědectví	गवाही	svědectví	गवाही	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
pokles	मनाही	pokles	मनाही	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
strýc	अंकल	strýc	अंकल	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
strýc	मामा	strýc	मामा	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
strýc	चाचा	strýc	चाचा	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
strýc	ताऊ	strýc	ताऊ	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
vydaná	जारी	vydaný	जारी	ADJ;NOM;FEM;SG;POS	ADJ
jezdci	राइडर्स	jezdec	राइडर	N;ANIM;NOM;MASC;PL;POS	N;NOM;MASC;PL;3
šampionát	चैम्पियनशिप	šampionát	चैम्पियनशिप	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
šampionát	चैंपियनशिप	šampionát	चैंपियनशिप	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
pruhy	पट्टियां	pruh	पट्टी	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL;3
pruhy	धारियाँ	pruh	धारी	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL;3
botanik	वनस्पतिशास्त्री	botanik	वनस्पतिशास्त्री	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
interpretace	व्याख्या	interpretace	व्याख्या	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
interpretace	निर्वचन	interpretace	निर्वचन	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
lov	शिकार	lov	शिकार	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
statistika	सांख्यिकी	statistika	सांख्यिकी	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
statistika	आंकडे	statistika	आंकडा	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
šance	संभावना	šance	संभावना	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
šance	अवसर	šance	अवसर	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
šance	मौका	šance	मौका	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
jezdec	राइडर	jezdec	राइडर	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
bombardování	बमबारी	bombardování	बमबारी	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
kontrola	नियंत्रण	kontrola	नियंत्रण	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
kontrola	कंट्रोल	kontrola	कंट्रोल	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
kontrola	निरीक्षण	kontrola	निरीक्षण	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
kontrola	जाँच	kontrola	जाँच	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
učí	सिखाती	učit	सिखा	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;FEM;SG;V.PTCP;ACT
pas	कमर	pas	कमर	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
pas	पासपोर्ट	pas	पासपोर्ट	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
interview	साक्षात्कार	interview	साक्षात्कार	N;NEUT;POS	N;NOM;MASC;SG;3
interview	इंटरव्यू	interview	इंटरव्यू	N;NEUT;POS	N;NOM;MASC;SG;3
zrušeno	रद्द	zrušený	रद्द	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ
zrušeno	रद्द	zrušený	रद्द	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ
zrušeno	रद्द	zrušený	रद्द	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ
mechanismus	यांत्रिकी	mechanismus	यांत्रिकी	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
formace	गठन	formace	गठन	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
spojenectví	गठबंधन	spojenectví	गठबंधन	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
klient	क्लाइंट	klient	क्लाइंट	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
klient	क्लाएंट	klient	क्लाएंट	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
omezené	सीमित	omezený	सीमित	ADJ;NOM;NEUT;SG;POS	ADJ
omezené	प्रतिबंधित	omezený	प्रतिबंधित	ADJ;NOM;NEUT;SG;POS	ADJ
požádat	पूछें	požádat	पूछ	V;PFV;POS;NFIN	V;SBJV;PL;FIN;ACT
požádat	पूछो	požádat	पूछ	V;PFV;POS;NFIN	V;SBJV;SG;FIN;ACT
jedinec	व्यक्ति	jedinec	व्यक्ति	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
potenciál	क्षमता	potenciál	क्षमता	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
nástupiště	प्लेटफ़ॉर्म	nástupiště	प्लेटफोॉर्म	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
nástupiště	प्लेटफॉर्म	nástupiště	प्लेटफॉर्म	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
nástupiště	मंच	nástupiště	मंच	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
nástupiště	प्लेटफ़ॉर्म	nástupiště	प्लेटफोॉर्म	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
profese	व्यवसाय	profese	व्यवसाय	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
profese	वृत्ति	profese	वृत्ति	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
profese	व्यवसायिक	profese	व्यवसायिक	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
auta	कारें	auto	कार	N;NOM;NEUT;PL;POS	N;NOM;FEM;PL;3
auta	गाड़ियाँ	auto	गाड़ी	N;NOM;NEUT;PL;POS	N;NOM;FEM;PL;3
auta	ऑटोमोबाइल्स	auto	ऑटोमोबाइल	N;NOM;NEUT;PL;POS	N;NOM;MASC;PL;3
stráž	गार्ड	stráž	गार्ड	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
vlastnost	सुविधा	vlastnost	सुविधा	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
vlastnost	विशेषता	vlastnost	विशेषता	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
vlastnost	संपत्ति	vlastnost	संपत्ति	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
vlastnost	गुण	vlastnost	गुण	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
vlastnost	सम्पत्ति	vlastnost	सम्पत्ति	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
vlastnost	प्रॉपर्टी	vlastnost	प्रॉपर्टी	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
starověké	प्राचीन	starověký	प्राचीन	ADJ;NOM;NEUT;SG;POS	ADJ;NOM
šéf	बॉस	šéf	बॉस	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
vesmír	ब्रह्माण्ड	vesmír	ब्रह्माण्ड	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
vesmír	ब्रह्मांड	vesmír	ब्रह्मांड	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
vesmír	अंतरिक्ष	vesmír	अंतरिक्ष	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
vesmír	जगह	vesmír	जगह	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
vesmír	स्पेस	vesmír	स्पेस	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
rozmnožování	जनन	rozmnožování	जनन	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
časopisy	जर्नल्स	časopis	जर्नल्स	N;INAN;NOM;MASC;PL;POS	N;NOM;MASC;PL;3
čisté	साफ	čistý	साफ	ADJ;NOM;NEUT;SG;POS	ADJ
syndrom	सिंड्रोम	syndrom	सिंड्रोम	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
žáky	विद्यार्थियों	žák	विद्यार्थी	N;ANIM;ACC;MASC;PL;POS	N;ACC;MASC;PL;3
výzdoba	सजावट	výzdoba	सजावट	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
vlk	भेड़िया	vlk	भेड़िया	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
algoritmus	एल्गोरिदम	algoritmus	एल्गोरिदम	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
zásobování	आपूर्ति	zásobování	आपूर्ति	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
zásobování	आपूर्ति	zásobování	आपूर्ति	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
zásobování	सप्लाई	zásobování	सप्लाई	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
fórum	फोरम	fórum	फोरम	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
fórum	मंच	fórum	मंच	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
papír	कागज़	papír	कागज़	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
papír	कागज	papír	कागज	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
papír	पेपर	papír	पेपर	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
vrtulník	हेलीकॉप्टर	vrtulník	हेलीकॉप्टर	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
vrtulník	हैलीकॉप्टर	vrtulník	हैलीकॉप्टर	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
vrtulník	हेलीकाप्टर	vrtulník	हेलीकाप्टर	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
bydlení	हाउसिंग	bydlení	हाउसिंग	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
bydlení	आवास	bydlení	आवास	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
ateliér	स्टूडियो	ateliér	स्टूडियो	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
trup	हल	trup	हल	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
trup	धड़	trup	धड़	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
občany	नागरिकों	občan	नागरिक	N;ANIM;ACC;MASC;PL;POS	N;ACC;MASC;PL;3
tvrdé	कड़ा	tvrdý	कड़ा	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;MASC;SG
tvrdé	कठोर	tvrdý	कठोर	ADJ;NOM;NEUT;SG;POS	ADJ
hrobka	मज़ार	hrobka	मज़ार	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
finalista	फाइनलिस्ट	finalista	फाइनलिस्ट	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
šestý	छठी	šestý	छठा	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
šestý	छठा	šestý	छठा	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
spis	फाइल	spis	फाइल	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
spis	फ़ाइल	spis	फााइल	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
spis	संचिका	spis	संचिका	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
kanály	चैनल्स	kanál	चैनल	N;INAN;NOM;MASC;PL;POS	N;NOM;MASC;PL;3
těžký	भारी	těžký	भारी	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM
side	पक्ष	sít	पक्ष	N;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
úzké	सीमित	úzký	सीमित	ADJ;NOM;MASC;SG;POS	ADJ
zvýšit	बढ़ेगी	zvýšit	बढ़	V;PFV;POS;NFIN	V;FEM;IND;SG;3;FUT;FIN;ACT
zvýšit	बढ़ाएं	zvýšit	बढ़ा	V;PFV;POS;NFIN	V;SBJV;PL;FIN;ACT
zvýšit	बढ़ाएँ	zvýšit	बढ़ा	V;PFV;POS;NFIN	V;SBJV;PL;FIN;ACT
zvýšit	उठाएँ	zvýšit	उठा	V;PFV;POS;NFIN	V;SBJV;PL;FIN;ACT
křižovatka	चौराहे	křižovatka	चौराहा	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
křižovatka	जंक्शन	křižovatka	जंक्शन	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
baterie	बैटरी	baterie	बैटरी	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
baterie	बैटरी	baterie	बैटरी	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
modernizace	उन्नयन	modernizace	उन्नयन	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
modernizace	आधुनिकीकरण	modernizace	आधुनिकीकरण	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
běží	दौड़ना	běžet	दौड़	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;MASC;NFIN;ACT
přístroj	मशीन	přístroj	मशीन	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
přístroj	यंत्र	přístroj	यंत्र	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
loděnice	यार्ड	loděnice	यार्ड	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
loděnice	डॉकयार्ड	loděnice	डॉकयार्ड	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
oprava	मरम्मत	oprava	मरम्मत	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
oprava	सुधार	oprava	सुधार	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
složité	जटिल	složitý	जटिल	ADJ;NOM;NEUT;SG;POS	ADJ
složité	जटिल	složitý	जटिल	ADJ;NOM;NEUT;SG;POS	ADJ
dopad	प्रभाव	dopad	प्रभाव	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
grant	ग्रांट	grant	ग्रांट	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
panna	कन्या	panna	कन्या	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
audio	ऑडियो	audio	ऑडियो	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
turisty	पर्यटकों	turista	पर्यटक	N;ANIM;ACC;MASC;PL;POS	N;ACC;MASC;PL;3
nárůst	वृद्धि	nárůst	वृद्धि	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
pozor	ध्यान	pozor	ध्यान	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
kino	सिनेमा	kino	सिनेमा	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
ovlivněn	प्रभावित	ovlivněný	प्रभावित	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ
relevantní	प्रासंगिक	relevantní	प्रासंगिक	ADJ;NOM;MASC;SG;POS	ADJ
relevantní	प्रासंगिक	relevantní	प्रासंगिक	ADJ;NOM;MASC;SG;POS	ADJ
masivní	विशाल	masivní	विशाल	ADJ;NOM;MASC;SG;POS	ADJ;NOM
zachránil	बचाया	zachránit	बचा	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;MASC;SG;V.PTCP;ACT
guvernér	गवर्नर	guvernér	गवर्नर	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
autorství	authorship	autorství	authorship	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
řetězce	कड़ियाँ	řetězec	कड़ी	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL;3
řetězce	स्ट्रिंग्स	řetězec	स्ट्रिंग	N;INAN;NOM;MASC;PL;POS	N;NOM;MASC;PL;3
konečný	अंतिम	konečný	अंतिम	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM
karta	टैब	karta	टैब	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
karta	tab	karta	tab	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
karta	कार्ड	karta	कार्ड	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
stráže	गार्ड	stráž	गार्ड	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
kilometr	किलोमीटर	kilometr	किलोमीटर	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
psycholog	मनोवैज्ञानिक	psycholog	मनोवैज्ञानिक	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
převzetí	कब्ज़ा	převzetí	कब्ज़ा	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
nález	खोज	nález	खोज	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
gen	जीन	gen	जीन	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
gen	जनरल	gen	जनरल	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
protest	विरोध	protest	विरोध	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
kvete	खिल	kvést	खिल	V;IND;SG;3;POS;PRS;FIN;ACT	V;ACT
fotky	तस्वीरें	fotka	तस्वीर	N;NOM;FEM;PL;POS	N;NOM;FEM;PL;3
fotky	छवियाँ	fotka	छवी	N;NOM;FEM;PL;POS	N;NOM;FEM;PL;3
fotky	पिक्चर्स	fotka	पिक्चर	N;NOM;FEM;PL;POS	N;NOM;MASC;PL;3
fotky	तस्वीरें	fotka	तस्वीर	N;NOM;FEM;PL;POS	N;NOM;FEM;PL;3
graf	ग्राफ़	graf	ग्राफ़	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
graf	आलेख	graf	आलेख	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
graf	चार्ट	graf	चार्ट	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
jedenáct	ग्यारह	jedenáct	ग्यारह	NUM;NOM;SG	NUM
léčba	इलाज	léčba	इलाज	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
léčba	उपचार	léčba	उपचार	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
léčba	उपचार	léčba	उपचार	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
playoff	playoffs	playoff	playoffs	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
zkušenost	अनुभव	zkušenost	अनुभव	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
pátá	पाँचवा	pátý	पाँचवा	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
pátá	पांचवा	pátý	पांचवा	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
pátá	पांचवां	pátý	पांचवां	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
svědomí	अंतरात्मा	svědomí	अंतरात्मा	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
učit	सिखा	učit	सिखा	V;IPFV;POS;NFIN	V;MASC;SG;V.PTCP;ACT
vzorec	फ़ॉर्मूला	vzorec	फ़ॉर्मूला	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
vzorec	प्रतिकृति	vzorec	प्रतिकृति	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
vzorec	प्रतिमान	vzorec	प्रतिमान	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
vzorec	पैटर्न	vzorec	पैटर्न	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
listina	चार्टर	listina	चार्टर	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
spravedlnost	न्याय	spravedlnost	न्याय	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
zabije	मारता	zabít	मार	V;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;MASC;SG;V.PTCP;ACT
řidič	ड्राईवर	řidič	ड्राईवर	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
řidič	ड्राइवर	řidič	ड्राइवर	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
kristus	क्राइस्ट	kristus	क्राइस्ट	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
varování	चेतावनी	varování	चेतावनी	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
varování	चेतावनी	varování	चेतावनी	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
položky	वस्तुएँ	položka	वस्तु	N;NOM;FEM;PL;POS	N;NOM;FEM;PL;3
položky	वस्तुएं	položka	वस्तु	N;NOM;FEM;PL;POS	N;NOM;FEM;PL;3
položky	प्रविष्टियाँ	položka	प्रविष्टी	N;NOM;FEM;PL;POS	N;NOM;FEM;PL;3
položky	प्रविष्टियां	položka	प्रविष्टी	N;NOM;FEM;PL;POS	N;NOM;FEM;PL;3
zajímavá	दिलचस्प	zajímavý	दिलचस्प	ADJ;NOM;FEM;SG;POS	ADJ
ztrácí	खोने	ztrácet	खो	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;NFIN;ACT
uzavřené	बंद	uzavřený	बंद	ADJ;NOM;NEUT;SG;POS	ADJ
zápasník	लड़ाकू	zápasník	लड़ाकू	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
zápasník	फाइटर	zápasník	फाइटर	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
zápasník	सेनानी	zápasník	सेनानी	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
zápasník	पहलवान	zápasník	पहलवान	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
