med	साथ	med	साथ	ADV	ADV;NOM;MASC;SG;3
interne	आन्तरिक	interne	आन्तरिक	ADJ;PL	ADJ;NOM
pas	पासपोर्ट	pas	पासपोर्ट	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
semifinalen	सेमीफाइनल	semifinale	सेमीफाइनल	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
bonde	साहूकार	bond	साहूकार	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
spise	खाने	spise	खा	V;NFIN;ACT	V;MASC;SG;FIN;ACT
spise	खाओ	spise	खाओ	V;NFIN;ACT	V;SBJV;SG;3;FIN;ACT
spise	खा	spise	खा	V;NFIN;ACT	V;ACT
deltagerne	प्रतिभागियों	deltager	प्रतिभागी	N;DEF;MASC+FEM;PL	N;ACC;FEM;PL;3
stål	इस्पात	stål	इस्पात	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
stål	स्टील	stål	स्टील	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
input	इनपुट	input	इनपुट	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
ortodokse	परंपरागत	ortodokse	परंपरागत	ADJ;PL	ADJ
efternavn	सरनेम	efternavn	सरनेम	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
efternavn	उपनाम	efternavn	उपनाम	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
hjemlandet	मातृभूमि	hjemland	मातृभूमि	N;DEF;NEUT;SG	N;NOM;FEM;SG;3
lejre	शिविरों	lejr	शिविर	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL;3
cover	आवरण	cove	आवरण	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
vejledning	ट्यूटोरियल	vejledning	ट्यूटोरियल	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
vejledning	मार्गदर्शन	vejledning	मार्गदर्शन	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
vejledning	मार्गदर्शक	vejledning	मार्गदर्शक	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
vejledning	मार्गदर्शिका	vejledning	मार्गदर्शिका	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
vejledning	निर्देश	vejledning	निर्देश	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
middelalder	मध्यकालीन	middelalde	मध्यकालीन	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
trup	दस्ता	trup	दस्ता	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
trup	दस्ते	trup	दस्ता	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
trup	स्क्वाड	trup	स्क्वाड	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
effektivt	प्रभावी	effektiv	प्रभावी	ADJ;INDF;NEUT;SG	ADJ
organismer	जीवों	organisme	जीव	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL;3
relation	रिश्ता	relation	रिश्ता	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
relation	सम्बन्ध	relation	संबन्ध	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
relation	संबंध	relation	संबंध	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
relation	रिश्ता	relation	रिश्ता	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
relation	संबंध	relation	संबंध	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
schleswig	श्लेसविग	schleswig	श्लेसविग	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
brudt	टूटी	bryde	टूटी	V;INDF;SG;PST;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
brudt	टूटा	bryde	टूट	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
fakta	तथ्य	fakta	तथ्य	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
fakta	तथ्य	fakta	तथ्य	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
komiker	हास्य	komike	हास्य	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
beslutninger	फैसले	beslutning	फैसला	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL;3
fortalt	बताया	fortælle	बता	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
fortalt	बताई	fortælle	बता	V;INDF;SG;PST;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
mister	खोने	miste	खो	V;IND;PRS;FIN;ACT	V;NFIN;ACT
mister	खोना	miste	खो	V;IND;PRS;FIN;ACT	V;MASC;SG;NFIN;ACT
bassist	bassist	bassist	bassist	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
hallen	हॉल	hal	हॉल	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
senatet	सीनेट	senatet	सीनेट	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
piano	पियानो	piano	पियानो	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
tingene	बातों	ting	बात	N;DEF;MASC+FEM;PL	N;ACC;FEM;PL;3
tingene	चीजें	ting	चीज	N;DEF;MASC+FEM;PL	N;NOM;FEM;PL;3
tingene	चीज़ें	ting	चीज़	N;DEF;MASC+FEM;PL	N;NOM;FEM;PL;3
tingene	बातें	ting	बात	N;DEF;MASC+FEM;PL	N;NOM;FEM;PL;3
kanon	तोप	kanon	तोप	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
sektor	सेक्टर	sektor	सेक्टर	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
metro	सबवे	metro	सबवे	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
forretninger	दुकानें	forretning	दुकान	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL;3
forretninger	दुकानें	forretning	दुकान	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL;3
forretninger	स्टोर्स	forretning	स्टोर	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL;3
demo	डेमो	demo	डेमो	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
fæstning	किला	fæstning	किला	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
belejringen	घेराबंदी	belejring	घेराबंदी	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
belejringen	घेरा	belejring	घेरा	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
konstantin	konstantin	konstantin	ओतुीीओंग	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
søs	बहन	søs	बहन	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
søs	सिस्टर	søs	सिस्टर	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
søs	समुद्र	søs	समुद्र	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
floderne	नहरें	flod	नहर	N;DEF;MASC+FEM;PL	N;NOM;FEM;PL;3
floderne	नदियाँ	flod	नदी	N;DEF;MASC+FEM;PL	N;NOM;FEM;PL;3
café	कैफ़े	café	कैफ़े	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
hotellet	होटल	hotel	होटल	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
tidsskrifter	जर्नल्स	tidsskrift	जर्नल्स	N;INDF;NEUT;PL	N;NOM;MASC;PL;3
fusion	विलय	fusion	विलय	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
fusion	संलयन	fusion	संलयन	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
signal	संकेत	signal	संकेत	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
signal	सिग्नल	signal	सिग्नल	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
forsamling	असेम्बली	forsamling	असेम्बली	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
forsamling	विधानसभा	forsamling	विधानसभा	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
forsamling	सभा	forsamling	सभा	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
flyver	उड़ना	flyve	उड़	V;IND;PRS;FIN;ACT	V;MASC;NFIN;ACT
flyver	उड़	flyve	उड़	V;IND;PRS;FIN;ACT	V;ACT
flyver	उड़ता	flyve	उड़	V;IND;PRS;FIN;ACT	V;IPFV;MASC;SG;V.PTCP;ACT
flyver	उड़ती	flyve	उड़	V;IND;PRS;FIN;ACT	V;IPFV;FEM;SG;V.PTCP;ACT
nations	देश	nation	देश	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
nations	राष्ट्र	nation	राष्ट्र	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
nations	राष्ट्र	nation	राष्ट्र	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
march	कूच	march	कूच	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
louisiana	louisiana	louisiana	louisiana	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
fabrikker	कारखानों	fabrik	कारखाना	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL;3
effektiv	प्रभावी	effektiv	प्रभावी	ADJ;INDF;MASC+FEM;SG	ADJ
mail	डाक	mail	डाक	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
mail	मेल	mail	मेल	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
slovakiet	स्लोवाकिया	slovakium	स्लोवाकिया	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
udgaven	संस्करण	udgave	संस्करण	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
default	मूलभूत	default	मूलभूत	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
default	डिफ़ॉल्ट	default	डिफ़ॉल्ट	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
default	डिफॉल्ट	default	डिफॉल्ट	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
magi	मैजिक	magi	मैजिक	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
respekt	इज्जत	respekt	इज्जत	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
respekt	सम्मान	respekt	सम्मान	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
tabel	सारणी	tabel	सारणी	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
kulturer	फसलें	kultur	फसल	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL;3
kulturer	फसलों	kultur	फसल	N;INDF;MASC+FEM;PL	N;ACC;FEM;PL;3
kulturer	संस्कृतियों	kultur	संस्कृति	N;INDF;MASC+FEM;PL	N;ACC;FEM;PL;3
tænker	सोच	tænke	सोच	V;IND;PRS;FIN;ACT	V;SG;FIN;ACT
had	घृणा	had	घृणा	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
had	घृणा	had	घृणा	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
had	नफरत	had	नफरत	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
fair	उचित	fair	उचित	ADJ	ADJ;NOM
positivt	सकारात्मक	positiv	सकारात्मक	ADJ;INDF;NEUT;SG	ADJ
bryllup	शादी	bryllup	शादी	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
bryllup	विवाह	bryllup	विवाह	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
augusta	augusta	augusta	augusta	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
organ	अंग	organ	अंग	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
øjeblik	क्षण	øjeblik	क्षण	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
øjeblik	पल	øjeblik	पल	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
varm	गर्म	varm	गर्म	ADJ;INDF;MASC+FEM;SG	ADJ;NOM
størrelsen	आकार	størrelse	आकार	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
summer	गर्मियों	summe	गर्मी	N;INDF;MASC+FEM;PL	N;ACC;FEM;PL;3
summer	गर्मियाँ	summe	गर्मी	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL;3
kul	कोयला	kul	कोयला	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
kul	कोयले	kul	कोयला	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
kul	कार्बन	kul	कार्बन	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
ugen	हफ्ते	uge	हफ्ता	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
ugen	सप्ताह	uge	सप्ताह	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
dronningen	रानी	dronning	रानी	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
dronningen	महारानी	dronning	महारानी	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
militæret	मिलिट्री	militær	मिलिट्री	N;DEF;NEUT;SG	N;NOM;FEM;SG;3
militæret	सैनिक	militær	सैनिक	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
militæret	फौजी	militær	फौजी	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
militæret	सैन्य	militær	सैन्य	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
hæk	बचाव	hæk	बचाव	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
update	अपडेट	update	अपडेट	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
update	अद्यतन	update	अद्यतन	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
konsekvens	संगति	konsekvens	संगति	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
pund	पाउंड	pund	पाउंड	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
pund	पाउंड	pund	पाउंड	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
hente	लाएँ	hente	ला	V;NFIN;ACT	V;SBJV;PL;FIN;ACT
hente	लाने	hente	ला	V;NFIN;ACT	V;NFIN;ACT
turisme	पर्यटन	turisme	पर्यटन	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
regeringstid	शासन	regeringstid	शासन	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
regeringstid	शासनकाल	regeringstid	शासनकाल	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
vestlig	पश्चिमी	vestlig	पश्चिमी	ADJ;INDF;MASC+FEM;SG	ADJ
syg	बीमार	syg	बीमार	ADJ;INDF;MASC+FEM;SG	ADJ
syg	बीमार	syg	बीमार	ADJ;INDF;MASC+FEM;SG	ADJ
udstillingen	प्रदर्शनी	udstilling	प्रदर्शनी	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
synge	गा	synge	गा	V;NFIN;ACT	V;SG;FIN;ACT
objekt	वस्तु	objekt	वस्तु	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
objekt	ऑब्जेक्ट	objekt	ऑब्जेक्ट	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
banden	गैंग	band	गैंग	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
banden	गिरोह	band	गिरोह	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
alkohol	शराब	alkohol	शराब	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
alkohol	दारू	alkohol	दारू	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
parter	पार्टियाँ	part	पार्टी	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL;3
parter	पार्टियों	part	पार्टी	N;INDF;MASC+FEM;PL	N;ACC;FEM;PL;3
gymnastik	जिम	gymnastik	जिम	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
gymnastik	जिमनास्टिक्स	gymnastik	जिमनास्टिक्स	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
komedie	हास्य	komedie	हास्य	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
komedie	कॉमेडी	komedie	कॉमेडी	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
beløb	मात्रा	beløb	मात्रा	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
beløb	राशि	beløb	राशि	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
fotografier	तस्वीरें	fotografi	तस्वीर	N;INDF;NEUT;PL	N;NOM;FEM;PL;3
smalle	सीमित	smalle	सीमित	ADJ;PL	ADJ
jøderne	यहूदियों	jøde	यहूदी	N;DEF;MASC+FEM;PL	N;ACC;MASC;PL;3
kampagne	अभियान	kampagne	अभियान	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
løfte	उठाने	løfte	उठा	V;NFIN;ACT	V;MASC;NFIN;ACT
sukker	शक्कर	sukker	शक्कर	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
chefredaktør	संपादक	chefredaktør	संपादक	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
chefredaktør	एडिटर	chefredaktør	एडिटर	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
oprøret	विद्रोह	oprør	विद्रोह	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
faktor	कारक	faktor	कारक	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
terræn	मैदान	terræn	मैदान	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
monument	स्मारक	monument	स्मारक	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
medalje	मेडल	medalje	मेडल	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
medalje	पदक	medalje	पदक	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
bredden	चौड़ाई	bredde	चौड़ाई	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
traditionen	परम्परा	tradition	परम्परा	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
traditionen	परंपरा	tradition	परंपरा	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
opfordring	निमंत्रण	opfordring	निमंत्रण	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
opfordring	आमंत्रण	opfordring	आमंत्रण	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
opfordring	निमन्त्रण	opfordring	निमन्त्रण	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
bombefly	बमवर्षक	bombefly	बमवर्षक	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
motion	व्यायाम	motion	व्यायाम	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
motion	exercise	motion	exercise	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
træet	वृक्ष	træ	वृक्ष	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
træet	पेड़	træ	पेड़	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
foto	फोटो	foto	फोटो	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
foto	फ़ोटो	foto	फाोट	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
foto	फोटोग्राफ	foto	फोटोग्राफ	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
togene	ट्रेनों	tog	ट्रेन	N;DEF;NEUT;PL	N;ACC;FEM;PL;3
vanskeligheder	कठिनाइयों	vanskelighed	कठिनाई	N;INDF;MASC+FEM;PL	N;ACC;FEM;PL;3
sal	हॉल	sal	हॉल	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
myndighederne	अधिकारियों	myndighed	अधिकारी	N;DEF;MASC+FEM;PL	N;ACC;MASC;PL;3
afbrudt	छोड़ा	afbryde	छोड़	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
sund	स्वस्थ	sund	स्वस्थ	ADJ;INDF;MASC+FEM;SG	ADJ
gradvist	धीरे	gradvist	धीरे	ADV	ADV
handelen	वाणिज्य	handel	वाणिज्य	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
handelen	कॉमर्स	handel	कॉमर्स	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
hospitalet	चिकित्सालय	hospital	चिकित्सालय	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
hospitalet	अस्पताल	hospital	अस्पताल	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
hospitalet	हॉस्पिटल	hospital	हॉस्पिटल	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
venskab	मित्रता	venskab	मित्रता	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
venskab	दोस्ती	venskab	दोस्ती	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
aspekter	पहलुओं	aspekt	पहलू	N;INDF;NEUT;PL	N;ACC;MASC;PL;3
statue	प्रतिमा	statue	प्रतिमा	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
søgt	खोजा	søge	खोजा	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
færdige	समाप्त	færdig	समाप्त	ADJ;PL	ADJ
palace	महल	palace	महल	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
palace	पैलेस	palace	पैलेस	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
frugt	फल	frugt	फल	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
frugt	फल	frugt	फल	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
platform	प्लेटफ़ॉर्म	platform	प्लेटफोॉर्म	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
platform	प्लेटफॉर्म	platform	प्लेटफॉर्म	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
platform	मंच	platform	मंच	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
voldsom	हिंसक	voldsom	हिंसक	ADJ;INDF;MASC+FEM;SG	ADJ
hyppigt	अक्सर	hyppigt	अक्सर	ADV	ADV
revolutionen	क्रांति	revolution	क्रांति	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
revolutionen	क्रान्ति	revolution	क्रान्ति	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
bange	भयभीत	bange	भयभीत	ADJ	ADJ
bange	भयभीत	bange	भयभीत	ADJ	ADJ
holdninger	स्थितियाँ	holdning	स्थिति	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL;3
fødte	जन्मे	føde	जन्मा	V;IND;PST;FIN;ACT	V;MASC;IND;SG;3;FIN;ACT
pigen	लडकी	pige	लडकी	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
pigen	लड़की	pige	लड़की	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
portal	पोर्टल	portal	पोर्टल	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
sidde	बैठ	sidde	बैठ	V;NFIN;ACT	V;ACT
sidde	बैठो	sidde	बैठो	V;NFIN;ACT	V;SBJV;SG;FIN;ACT
sidde	बैठने	sidde	बैठ	V;NFIN;ACT	V;NFIN;ACT
sidde	बैठना	sidde	बैठ	V;NFIN;ACT	V;MASC;NFIN;ACT
svage	कमजोर	svag	कमजोर	ADJ;PL	ADJ
sundhed	सेहत	sundhed	सेहत	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
sundhed	स्वास्थ्य	sundhed	स्वास्थ्य	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
act	एक्ट	act	एक्ट	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
act	अधिनियम	act	अधिनियम	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
kvarter	पड़ोस	kvarter	पड़ोस	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
url	url	url	url	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
afstemningen	वोट	afstemning	वोट	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
normandiet	normandy	normandium	normandy	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
broer	पुलों	bro	पुल	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL;3
christiane	christiane	christian	christiane	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
hop	उछलती	hop	उछल	V;IMP	V;IPFV;FEM;SG;V.PTCP;ACT
call	काल	call	काल	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
call	कॉल	call	कॉल	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
kvinderne	औरतों	kvinde	औरत	N;DEF;MASC+FEM;PL	N;ACC;FEM;PL;3
kvinderne	स्त्रियाँ	kvinde	स्त्री	N;DEF;MASC+FEM;PL	N;NOM;FEM;PL;3
kvinderne	महिलाएँ	kvinde	महिला	N;DEF;MASC+FEM;PL	N;NOM;FEM;PL;3
kvinderne	महिलाएं	kvinde	महिला	N;DEF;MASC+FEM;PL	N;NOM;FEM;PL;3
kvinderne	महिलाओं	kvinde	महिला	N;DEF;MASC+FEM;PL	N;ACC;FEM;PL;3
negativ	नकारात्मक	negativ	नकारात्मक	ADJ;INDF;MASC+FEM;SG	ADJ
ansættelse	मुलाकात	ansættelse	मुलाकात	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
ansættelse	नियुक्ति	ansættelse	नियुक्ति	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
ansættelse	भर्ती	ansættelse	भर्ती	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
ansættelse	रोज़गार	ansættelse	रोजगार	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ansættelse	रोजगार	ansættelse	रोजगार	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ansættelse	नियुक्ति	ansættelse	नियुक्ति	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
drikke	पीना	drikke	पी	V;NFIN;ACT	V;MASC;NFIN;ACT
drikke	पीने	drikke	पी	V;NFIN;ACT	V;NFIN;ACT
drikke	पीना	drikke	पी	V;NFIN;ACT	V;MASC;NFIN;ACT
trafikken	ट्रैफिक	trafik	ट्रैफिक	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
trafikken	traffic	trafik	traffic	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
trafikken	यातायात	trafik	यातायात	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
presset	दाब	pres	दाब	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
presset	दबाव	pres	दबाव	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
nutiden	वर्तमान	nutid	वर्तमान	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
metoden	विधि	metod	विधि	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
artist	कलाकार	artist	कलाकार	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
vogne	वैगनों	vogn	वैगन	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL;3
heat	गर्मी	heat	गर्मी	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
heat	गरमी	heat	गरमी	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
heat	हीट	heat	हीट	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
heat	ऊष्मा	heat	ऊष्मा	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
platin	प्लैटिनम	platin	प्लैटिनम	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
platin	प्लेटिनम	platin	प्लेटिनम	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
længden	लम्बाई	længde	लम्बाई	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
længden	लंबाई	længde	लंबाई	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
anbragt	लगाई	anbragt	लगा	V;INDF;SG;PST;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
instruktion	निर्देश	instruktion	निर्देश	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
instruktion	निर्देश	instruktion	निर्देश	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
betaling	भुगतान	betaling	भुगतान	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
