con	с	con	с	ADP	ADP
seminario	семинар	seminario	семинар	N;MASC;SG	N;INAN;NOM;MASC;SG
técnicos	техников	técnico	техник	N;MASC;PL	N;ANIM;GEN;MASC;PL
palmas	ладони	palma	ладонь	N;FEM;PL	N;INAN;NOM;FEM;PL
vidas	жизней	vida	жизнь	N;FEM;PL	N;INAN;GEN;FEM;PL
vidas	жизни	vida	жизнь	N;FEM;PL	N;INAN;NOM;FEM;PL
órganos	органы	órgano	орган	N;MASC;PL	N;INAN;NOM;MASC;PL
órganos	органов	órgano	орган	N;MASC;PL	N;INAN;GEN;MASC;PL
órganos	тел	órgano	тело	N;MASC;PL	N;INAN;GEN;NEUT;PL
órganos	тела	órgano	тело	N;MASC;PL	N;INAN;NOM;NEUT;PL
cobertura	охват	cobertura	охват	N;FEM;SG	N;INAN;NOM;MASC;SG
cobertura	охвата	cobertura	охват	N;FEM;SG	N;INAN;GEN;MASC;SG
jefes	вождей	jefe	вождь	N;MASC;PL	N;ANIM;GEN;MASC;PL
jefes	начальники	jefe	начальник	N;MASC;PL	N;ANIM;NOM;MASC;PL
jefes	вожди	jefe	вождь	N;MASC;PL	N;ANIM;NOM;MASC;PL
jefes	боссов	jefe	босс	N;MASC;PL	N;ANIM;GEN;MASC;PL
jefes	боссы	jefe	босс	N;MASC;PL	N;ANIM;NOM;MASC;PL
jefes	начальники	jefe	начальник	N;MASC;PL	N;ANIM;NOM;MASC;PL
gusta	любит	gustar	любить	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
gusta	нравится	gustar	нравиться	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;MID
entradas	билеты	entrada	билет	N;FEM;PL	N;INAN;NOM;MASC;PL
entradas	записи	entrada	запись	N;FEM;PL	N;INAN;NOM;FEM;PL
estatus	статус	estatus	статус	N;MASC	N;INAN;NOM;MASC;SG
estatus	состояние	estatus	состояние	N;MASC	N;INAN;NOM;NEUT;SG
estatus	статусы	estatus	статус	N;MASC	N;INAN;NOM;MASC;PL
monterrey	монтерей	monterrey	монтерь	N;MASC;SG	N;INAN;NOM;MASC;SG
creció	рос	crecer	расти	V;IND;SG;3;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
creció	вырос	crecer	вырасти	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
creció	выросла	crecer	вырасти	V;IND;SG;3;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN;ACT
contemporáneo	современный	contemporáneo	современный	ADJ;MASC;SG	ADJ;NOM;MASC;SG
contemporáneo	современная	contemporáneo	современный	ADJ;MASC;SG	ADJ;NOM;FEM;SG
contemporáneo	современное	contemporáneo	современный	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
turístico	туристический	turístico	туристический	ADJ;MASC;SG	ADJ;NOM;MASC;SG
turístico	туристический	turístico	туристический	ADJ;MASC;SG	ADJ;NOM;MASC;SG
seco	сухая	seco	сухой	ADJ;MASC;SG	ADJ;NOM;FEM;SG
seco	сухой	seco	сухой	ADJ;MASC;SG	ADJ;NOM;MASC;SG
lisa	лиза	lisa	лиз	N;FEM;SG	N;ANIM;NOM;FEM;SG
lisa	лиса	lisa	лисо	N;FEM;SG	N;ANIM;NOM;FEM;SG
huracán	ураган	huracán	ураган	N;MASC;SG	N;INAN;NOM;MASC;SG
cumbre	саммит	cumbre	саммит	N;FEM;SG	N;INAN;NOM;MASC;SG
mexicanos	мексиканцев	mexicano	мексиканец	N;MASC;PL	N;ANIM;GEN;MASC;PL
mexicanos	мексики	mexicano	мексика	N;MASC;PL	N;INAN;NOM;FEM;PL
residentes	резиденты	residente	резидент	N;PL	N;ANIM;NOM;MASC;PL
residentes	жителей	residente	житель	N;PL	N;ANIM;GEN;MASC;PL
residentes	резиденты	residente	резидент	N;PL	N;ANIM;NOM;MASC;PL
residentes	жители	residente	житель	N;PL	N;ANIM;NOM;MASC;PL
ofreció	предложил	ofrecer	предложить	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
patrick	патрика	patrick	патрика	N;MASC;SG	N;ANIM;ACC;MASC;SG
patrick	патрик	patrick	патрик	N;MASC;SG	N;ANIM;NOM;MASC;SG
rueda	колесо	rueda	колесо	N;FEM;SG	N;INAN;NOM;NEUT;SG
valles	долины	valle	долина	N;MASC;PL	N;INAN;NOM;FEM;PL
completar	завершить	completar	завершить	V;NFIN	V;PFV;NFIN;ACT
pacto	пакт	pacto	пакт	N;MASC;SG	N;INAN;NOM;MASC;SG
pacto	пакта	pacto	пакт	N;MASC;SG	N;INAN;GEN;MASC;SG
pacto	пакту	pacto	пакт	N;MASC;SG	N;INAN;DAT;MASC;SG
pacto	компакт	pacto	компакт	N;MASC;SG	N;INAN;NOM;MASC;SG
pacto	пакт	pacto	пакт	N;MASC;SG	N;INAN;NOM;MASC;SG
pacto	пакта	pacto	пакт	N;MASC;SG	N;INAN;GEN;MASC;SG
llamar	звоните	llamar	звонить	V;NFIN	V;IPFV;IMP;PL;2;FIN;ACT
llamar	позвонить	llamar	звонить	V;NFIN	V;PFV;NFIN;ACT
llamar	звонить	llamar	звонить	V;NFIN	V;IPFV;NFIN;ACT
contribuciones	взносы	contribución	взнос	N;FEM;PL	N;INAN;NOM;MASC;PL
contribuciones	вклады	contribución	вклад	N;FEM;PL	N;INAN;NOM;MASC;PL
opiniones	обзоры	opinión	обзор	N;FEM;PL	N;INAN;NOM;MASC;PL
opiniones	обзоров	opinión	обзор	N;FEM;PL	N;INAN;GEN;MASC;PL
opiniones	отзывы	opinión	отзыв	N;FEM;PL	N;INAN;NOM;MASC;PL
opiniones	мнения	opinión	мнение	N;FEM;PL	N;INAN;NOM;NEUT;PL
brazos	вооружений	brazo	вооружение	N;MASC;PL	N;INAN;GEN;NEUT;PL
brazos	руки	brazo	рука	N;MASC;PL	N;INAN;NOM;FEM;PL
consejero	советника	consejero	советник	N;MASC;SG	N;ANIM;ACC;MASC;SG
consejero	советник	consejero	советник	N;MASC;SG	N;ANIM;NOM;MASC;SG
consejero	советник	consejero	советник	N;MASC;SG	N;ANIM;NOM;MASC;SG
consejero	советник	consejero	советник	N;MASC;SG	N;ANIM;NOM;MASC;SG
consejero	советник	consejero	советник	N;MASC;SG	N;ANIM;NOM;MASC;SG
cámaras	камеры	cámara	камера	N;FEM;PL	N;INAN;NOM;FEM;PL
cámaras	камер	cámara	камера	N;FEM;PL	N;INAN;GEN;FEM;PL
cámaras	палаты	cámara	палата	N;FEM;PL	N;INAN;NOM;FEM;PL
website	вебсайт	website	вебсайт	N;MASC;SG	N;INAN;NOM;MASC;SG
website	сайт	website	сайт	N;MASC;SG	N;INAN;NOM;MASC;SG
interpretar	толковать	interpretar	толковать	V;NFIN	V;IPFV;NFIN;ACT
interpretar	интерпретировать	interpretar	интерпретировать	V;NFIN	V;IPFV;NFIN;ACT
off	офф	off	офф	N	N;INAN;NOM;MASC;SG
documentación	документация	documentación	документация	N;FEM;SG	N;INAN;NOM;FEM;SG
autopista	шоссе	autopista	шоссе	N;FEM;SG	N;INAN;NOM;NEUT;SG
autopista	шоссе	autopista	шоссе	N;FEM;SG	N;INAN;NOM;NEUT;SG
arts	искусство	arts	искусство	N	N;INAN;NOM;NEUT;SG
circunstancias	обстоятельства	circunstancia	обстоятельство	N;FEM;PL	N;INAN;NOM;NEUT;PL
circunstancias	обстоятельства	circunstancia	обстоятельство	N;FEM;PL	N;INAN;NOM;NEUT;PL
parcial	предвзятым	parcial	предвзятый	ADJ;SG	ADJ;INS;MASC;SG
parcial	частичный	parcial	частичный	ADJ;SG	ADJ;NOM;MASC;SG
parcial	частичная	parcial	частичный	ADJ;SG	ADJ;NOM;FEM;SG
parcial	частичное	parcial	частичный	ADJ;SG	ADJ;NOM;NEUT;SG
clan	клан	clan	клан	N;MASC;SG	N;INAN;NOM;MASC;SG
séptimo	седьмой	séptimo	седьмой	ADJ;MASC;SG	ADJ;NOM;MASC;SG
séptimo	седьмое	séptimo	седьмой	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
séptimo	седьмая	séptimo	седьмой	ADJ;MASC;SG	ADJ;NOM;FEM;SG
historial	история	historial	история	N;MASC;SG	N;INAN;NOM;FEM;SG
billy	билли	billy	билль	N;MASC;SG	N;ANIM;NOM;MASC;SG
impuestos	налоги	impuesto	налог	N;MASC;PL	N;INAN;NOM;MASC;PL
impuestos	налогообложения	impuesto	налогообложение	N;MASC;PL	N;INAN;NOM;NEUT;PL
impuestos	налоги	impuesto	налог	N;MASC;PL	N;INAN;NOM;MASC;PL
impuestos	налоги	impuesto	налог	N;MASC;PL	N;INAN;NOM;MASC;PL
delta	дельта	delta	дельт	N;MASC;SG	N;INAN;NOM;FEM;SG
extremadura	эстремадура	extremadura	эстремадура	N;FEM;SG	N;INAN;NOM;FEM;SG
intensidad	интенсивность	intensidad	интенсивность	N;FEM;SG	N;INAN;NOM;FEM;SG
intensidad	интенсивности	intensidad	интенсивность	N;FEM;SG	N;INAN;NOM;FEM;SG
toronto	торонто	toronto	торонто	N;MASC;SG	N;INAN;NOM;MASC;SG
definir	определяющие	definir	определять	V;NFIN	V;IPFV;NOM;PL;PRS;V.PTCP;ACT
definir	определяя	definir	определять	V;NFIN	V;IPFV;PRS;V.CVB;ACT
definir	определить	definir	определить	V;NFIN	V;PFV;NFIN;ACT
liberales	либералы	liberal	либерал	N;PL	N;ANIM;NOM;MASC;PL
gabinete	кабинет	gabinete	кабинет	N;MASC;SG	N;INAN;NOM;MASC;SG
gabinete	шкаф	gabinete	шкаф	N;MASC;SG	N;INAN;NOM;MASC;SG
gabinete	кабинета	gabinete	кабинет	N;MASC;SG	N;INAN;GEN;MASC;SG
villas	виллы	villa	вилла	N;FEM;PL	N;INAN;NOM;FEM;PL
equilibrio	баланс	equilibrio	баланс	N;MASC;SG	N;INAN;NOM;MASC;SG
equilibrio	остаток	equilibrio	остаток	N;MASC;SG	N;INAN;NOM;MASC;SG
equilibrio	равновесие	equilibrio	равновесие	N;MASC;SG	N;INAN;NOM;NEUT;SG
equilibrio	равновесие	equilibrio	равновесие	N;MASC;SG	N;INAN;NOM;NEUT;SG
esquina	углу	esquina	угол	N;FEM;SG	N;INAN;DAT;MASC;SG
esquina	уголок	esquina	уголок	N;FEM;SG	N;INAN;NOM;MASC;SG
esquina	угол	esquina	угол	N;FEM;SG	N;INAN;NOM;MASC;SG
japoneses	японцы	japonés	японец	N;MASC;PL	N;ANIM;NOM;MASC;PL
inmigrantes	мигрантов	inmigrante	мигрант	N;PL	N;ANIM;GEN;MASC;PL
inmigrantes	мигранты	inmigrante	мигрант	N;PL	N;ANIM;NOM;MASC;PL
inmigrantes	иммигранты	inmigrante	иммигрант	N;PL	N;ANIM;NOM;MASC;PL
inmigrantes	иммигрантов	inmigrante	иммигрант	N;PL	N;ANIM;GEN;MASC;PL
inmigrantes	иммигрантов	inmigrante	иммигрант	N;PL	N;ANIM;GEN;MASC;PL
pared	стена	pared	стена	N;FEM;SG	N;INAN;NOM;FEM;SG
pared	стене	pared	стена	N;FEM;SG	N;INAN;DAT;FEM;SG
pared	уолл	pared	уолл	N;FEM;SG	N;INAN;NOM;MASC;SG
órbita	орбиту	órbita	орбита	N;FEM;SG	N;INAN;ACC;FEM;SG
tropicales	тропических	tropical	тропический	ADJ;PL	ADJ;GEN;PL
tropicales	тропические	tropical	тропический	ADJ;PL	ADJ;NOM;PL
asistió	присутствовала	asistir	присутствовать	V;IND;SG;3;PST;FIN	V;IPFV;FEM;IND;SG;PST;FIN;ACT
cima	верх	cima	верх	N;FEM;SG	N;INAN;NOM;MASC;SG
cima	топ	cima	топ	N;FEM;SG	N;INAN;NOM;MASC;SG
cima	саммит	cima	саммит	N;FEM;SG	N;INAN;NOM;MASC;SG
airlines	авиакомпании	airlín	авиакомпания	N;MASC;PL	N;INAN;NOM;FEM;PL
airlines	авиалинии	airlín	авиалиния	N;MASC;PL	N;INAN;NOM;FEM;PL
vázquez	васкес	vázquez	васкес	N;MASC;SG	N;ANIM;NOM;MASC;SG
della	делла	della	делла	N	N;INAN;NOM;FEM;SG
perdiendo	проиграть	perder	проиграть	V;V.MSDR	V;PFV;NFIN;ACT
perdiendo	теряем	perder	терять	V;V.MSDR	V;IPFV;IND;PL;1;PRS;FIN;ACT
perdiendo	проигрывать	perder	проигрывать	V;V.MSDR	V;IPFV;NFIN;ACT
perdiendo	потерять	perder	терять	V;V.MSDR	V;PFV;NFIN;ACT
soviético	советская	soviético	советский	ADJ;MASC;SG	ADJ;NOM;FEM;SG
soviético	советского	soviético	советский	ADJ;MASC;SG	ADJ;GEN;MASC;SG
soviético	советский	soviético	советский	ADJ;MASC;SG	ADJ;NOM;MASC;SG
atletismo	трек	atletismo	трек	N;MASC;SG	N;INAN;NOM;MASC;SG
atletismo	дорожка	atletismo	дорожка	N;MASC;SG	N;INAN;NOM;FEM;SG
atletismo	атлетика	atletismo	атлетика	N;MASC;SG	N;INAN;NOM;FEM;SG
atletismo	атлетике	atletismo	атлетика	N;MASC;SG	N;INAN;DAT;FEM;SG
silencio	тишина	silencio	тишина	N;MASC;SG	N;INAN;NOM;FEM;SG
silencio	молчание	silencio	молчание	N;MASC;SG	N;INAN;NOM;NEUT;SG
silencio	тишину	silencio	тишина	N;MASC;SG	N;INAN;ACC;FEM;SG
silencio	тишина	silencio	тишина	N;MASC;SG	N;INAN;NOM;FEM;SG
silencio	молчание	silencio	молчание	N;MASC;SG	N;INAN;NOM;NEUT;SG
trofeo	трофей	trofeo	трофей	N;MASC;SG	N;INAN;NOM;MASC;SG
reconstrucción	реконструкция	reconstrucción	реконструкция	N;FEM;SG	N;INAN;NOM;FEM;SG
reconstrucción	реконструкцию	reconstrucción	реконструкция	N;FEM;SG	N;INAN;ACC;FEM;SG
reconstrucción	восстановление	reconstrucción	восстановление	N;FEM;SG	N;INAN;NOM;NEUT;SG
óperas	опер	ópera	опера	N;FEM;PL	N;INAN;GEN;FEM;PL
presa	гэс	presa	гэс	N;FEM;SG	N;INAN;NOM;FEM;SG
presa	добыча	presa	добыча	N;FEM;SG	N;INAN;NOM;FEM;SG
presa	добычу	presa	добыча	N;FEM;SG	N;INAN;ACC;FEM;SG
oportunidades	возможности	oportunidad	возможность	N;FEM;PL	N;INAN;NOM;FEM;PL
oportunidades	возможности	oportunidad	возможность	N;FEM;PL	N;INAN;NOM;FEM;PL
nevada	невада	nevada	невада	N;FEM;SG	N;INAN;NOM;MASC;SG
nevada	снегопад	nevada	снегопад	N;FEM;SG	N;INAN;NOM;MASC;SG
calderón	кальдерон	calderón	кальдерон	N;MASC;SG	N;ANIM;NOM;MASC;SG
calderón	кальдерон	calderón	кальдерон	N;MASC;SG	N;ANIM;NOM;MASC;SG
lobo	вульф	lobo	вульф	N;MASC;SG	N;ANIM;NOM;FEM;SG
lobo	вулф	lobo	вулф	N;MASC;SG	N;INAN;NOM;FEM;SG
lobo	волка	lobo	волк	N;MASC;SG	N;ANIM;ACC;MASC;SG
lobo	вольф	lobo	вольфа	N;MASC;SG	N;ANIM;NOM;MASC;SG
lobo	волк	lobo	волк	N;MASC;SG	N;ANIM;NOM;MASC;SG
biología	биология	biología	биология	N;FEM;SG	N;INAN;NOM;FEM;SG
biología	биологии	biología	биология	N;FEM;SG	N;INAN;NOM;FEM;SG
víctima	жертва	víctima	жертва	N;FEM;SG	N;INAN;NOM;FEM;SG
incremento	увеличение	incremento	увеличение	N;MASC;SG	N;INAN;NOM;NEUT;SG
incremento	прирост	incremento	прирост	N;MASC;SG	N;INAN;NOM;MASC;SG
incremento	прироста	incremento	прирост	N;MASC;SG	N;INAN;GEN;MASC;SG
ambiental	экологическая	ambiental	экологический	ADJ;SG	ADJ;NOM;FEM;SG
nobleza	благородство	nobleza	благородство	N;FEM;SG	N;INAN;NOM;NEUT;SG
cultivos	культур	cultivo	культура	N;MASC;PL	N;INAN;GEN;FEM;PL
cultivos	посевы	cultivo	посев	N;MASC;PL	N;INAN;NOM;MASC;PL
cultivos	культур	cultivo	культура	N;MASC;PL	N;INAN;GEN;FEM;PL
escultores	скульпторов	escultor	скульптор	N;MASC;PL	N;ANIM;GEN;MASC;PL
gusto	вкус	gusto	вкус	N;MASC;SG	N;INAN;NOM;MASC;SG
corporación	корпорация	corporación	корпорация	N;FEM;SG	N;INAN;NOM;FEM;SG
gimnasia	спортзал	gimnasia	спортзал	N;FEM;SG	N;INAN;NOM;MASC;SG
gimnasia	зал	gimnasia	зал	N;FEM;SG	N;INAN;NOM;MASC;SG
gimnasia	гимнастика	gimnasia	гимнастика	N;FEM;SG	N;INAN;NOM;FEM;SG
refugio	укрытие	refugio	укрытие	N;MASC;SG	N;INAN;NOM;NEUT;SG
refugio	жилье	refugio	жилье	N;MASC;SG	N;INAN;NOM;NEUT;SG
refugio	убежище	refugio	убежище	N;MASC;SG	N;INAN;NOM;NEUT;SG
refugio	приют	refugio	приют	N;MASC;SG	N;INAN;NOM;MASC;SG
refugio	убежище	refugio	убежище	N;MASC;SG	N;INAN;NOM;NEUT;SG
automóvil	машину	automóvil	машина	N;MASC;SG	N;INAN;ACC;FEM;SG
automóvil	автомобиль	automóvil	автомобиль	N;MASC;SG	N;INAN;NOM;MASC;SG
automóvil	вагон	automóvil	вагон	N;MASC;SG	N;INAN;NOM;MASC;SG
automóvil	машина	automóvil	машина	N;MASC;SG	N;INAN;NOM;FEM;SG
automóvil	автомобиль	automóvil	автомобиль	N;MASC;SG	N;INAN;NOM;MASC;SG
renuncia	отставку	renuncia	отставка	N;FEM;SG	N;INAN;ACC;FEM;SG
renuncia	отказ	renuncia	отказ	N;FEM;SG	N;INAN;NOM;MASC;SG
renuncia	оговорка	renuncia	оговорка	N;FEM;SG	N;INAN;NOM;FEM;SG
borbón	бурбон	borbón	бурбон	N;MASC;SG	N;INAN;NOM;MASC;SG
filósofo	философ	filósofo	философ	N;MASC;SG	N;ANIM;NOM;MASC;SG
rasgos	черты	rasgo	черта	N;MASC;PL	N;INAN;NOM;FEM;PL
rasgos	особенности	rasgo	особенность	N;MASC;PL	N;INAN;NOM;FEM;PL
rasgos	функции	rasgo	функция	N;MASC;PL	N;INAN;NOM;FEM;PL
cantar	пой	cantar	пой	V;NFIN	V;IPFV;IMP;SG;2;FIN;ACT
cantar	петь	cantar	петь	V;NFIN	V;IPFV;NFIN;ACT
cantar	поет	cantar	петь	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
cantar	поют	cantar	петь	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
cantar	пою	cantar	пай	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
cantar	петь	cantar	петь	V;NFIN	V;IPFV;NFIN;ACT
end	конце	end	конец	N	N;INAN;ESS;MASC;SG
end	конец	end	конец	N	N;INAN;NOM;MASC;SG
usualmente	обычно	usualmente	обычно	ADV	ADV
sofía	софи	sofer	софи	N;FEM;SG	N;ANIM;NOM;FEM;SG
sofía	софия	sofer	софия	N;FEM;SG	N;INAN;NOM;FEM;SG
sofía	софия	sofer	софия	N;FEM;SG	N;INAN;NOM;FEM;SG
absoluto	абсолютной	absoluto	абсолютный	ADJ;MASC;SG	ADJ;INS;FEM;SG
absoluto	абсолютный	absoluto	абсолютный	ADJ;MASC;SG	ADJ;NOM;MASC;SG
absoluto	абсолютная	absoluto	абсолютный	ADJ;MASC;SG	ADJ;NOM;FEM;SG
absoluto	абсолютное	absoluto	абсолютный	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
herramienta	инструмент	herramienta	инструмент	N;FEM;SG	N;INAN;NOM;MASC;SG
águila	орёл	águila	ореть	N;FEM;SG	N;INAN;NOM;MASC;SG
águila	орел	águila	орести	N;FEM;SG	N;INAN;NOM;MASC;SG
institute	институт	institute	институт	N;MASC;SG	N;INAN;NOM;MASC;SG
camiseta	рубашка	camiseta	рубашка	N;FEM;SG	N;INAN;NOM;FEM;SG
camiseta	рубашку	camiseta	рубашка	N;FEM;SG	N;INAN;ACC;FEM;SG
camiseta	футболка	camiseta	футболка	N;FEM;SG	N;INAN;NOM;FEM;SG
camiseta	джерси	camiseta	джерс	N;FEM;SG	N;INAN;NOM;MASC;SG
reinos	миры	reino	мир	N;MASC;PL	N;INAN;NOM;MASC;PL
reinos	королевства	reino	королевство	N;MASC;PL	N;INAN;NOM;NEUT;PL
reinos	королевств	reino	королевство	N;MASC;PL	N;INAN;GEN;NEUT;PL
mix	микс	mix	микс	N	N;INAN;NOM;MASC;SG
permiso	разрешение	permiso	разрешение	N;MASC;SG	N;INAN;NOM;NEUT;SG
musulmanes	мусульман	musulmán	мусульманин	N;MASC;PL	N;ANIM;GEN;MASC;PL
musulmanes	мусульманам	musulmán	мусульманин	N;MASC;PL	N;ANIM;DAT;MASC;PL
musulmanes	мусульмане	musulmán	мусульманин	N;MASC;PL	N;ANIM;NOM;MASC;PL
musulmanes	мусульмане	musulmán	мусульманин	N;MASC;PL	N;ANIM;NOM;MASC;PL
diversidad	разнообразие	diversidad	разнообразие	N;FEM;SG	N;INAN;NOM;NEUT;SG
diversidad	разнообразия	diversidad	разнообразие	N;FEM;SG	N;INAN;GEN;NEUT;SG
diversidad	многообразие	diversidad	многообразие	N;FEM;SG	N;INAN;NOM;NEUT;SG
testamento	завет	testamento	завет	N;MASC;SG	N;INAN;NOM;MASC;SG
testamento	завещание	testamento	завещание	N;MASC;SG	N;INAN;NOM;NEUT;SG
testamento	воля	testamento	воля	N;MASC;SG	N;INAN;NOM;FEM;SG
testamento	уилл	testamento	уилл	N;MASC;SG	N;ANIM;NOM;MASC;SG
cortos	короткие	corto	короткий	ADJ;MASC;PL	ADJ;NOM;PL
julia	юлия	julia	юлия	N;FEM;SG	N;ANIM;NOM;FEM;SG
julia	джулия	julia	джулие	N;FEM;SG	N;ANIM;NOM;FEM;SG
julia	юля	julia	юля	N;FEM;SG	N;ANIM;NOM;FEM;SG
medallista	медалист	medallista	медалист	N;SG	N;ANIM;NOM;MASC;SG
fracaso	провал	fracaso	провал	N;MASC;SG	N;INAN;NOM;MASC;SG
fracaso	неудача	fracaso	неудача	N;MASC;SG	N;INAN;NOM;FEM;SG
fracaso	провал	fracaso	провал	N;MASC;SG	N;INAN;NOM;MASC;SG
óblast	область	óblast	область	N;MASC;SG	N;INAN;NOM;FEM;SG
superar	превзойти	superar	превзойти	V;NFIN	V;PFV;NFIN;ACT
superar	преодолеть	superar	преодолеть	V;NFIN	V;PFV;NFIN;ACT
drogas	наркотики	droga	наркотик	N;FEM;PL	N;INAN;NOM;MASC;PL
fans	поклонники	fan	поклонник	N;PL	N;ANIM;NOM;MASC;PL
fans	фанаты	fan	фанат	N;PL	N;ANIM;NOM;MASC;PL
cantidades	суммы	cantidad	сумма	N;FEM;PL	N;INAN;NOM;FEM;PL
cantidades	количествах	cantidad	количество	N;FEM;PL	N;INAN;ESS;NEUT;PL
persecución	преследование	persecución	преследование	N;FEM;SG	N;INAN;NOM;NEUT;SG
persecución	погоня	persecución	погоня	N;FEM;SG	N;INAN;NOM;FEM;SG
persecución	преследование	persecución	преследование	N;FEM;SG	N;INAN;NOM;NEUT;SG
persecución	чейз	persecución	чейз	N;FEM;SG	N;ANIM;NOM;MASC;SG
persecución	погоня	persecución	погоня	N;FEM;SG	N;INAN;NOM;FEM;SG
centenario	столетие	centenario	столетие	N;MASC;SG	N;INAN;NOM;NEUT;SG
centenario	столетие	centenario	столетие	N;MASC;SG	N;INAN;NOM;NEUT;SG
mac	мак	mac	мак	N;MASC	N;ANIM;NOM;MASC;SG
cuerdas	веревки	cuerda	веревка	N;FEM;PL	N;INAN;NOM;FEM;PL
cuerdas	связки	cuerda	связка	N;FEM;PL	N;INAN;NOM;FEM;PL
cuerdas	строки	cuerda	строка	N;FEM;PL	N;INAN;NOM;FEM;PL
anti	анти	anti	анти		
artificial	искусственный	artificial	искусственный	ADJ;SG	ADJ;NOM;MASC;SG
artificial	искусственное	artificial	искусственный	ADJ;SG	ADJ;NOM;NEUT;SG
nominaciones	кандидатуры	nominación	кандидатура	N;FEM;PL	N;INAN;NOM;FEM;PL
villanueva	вильянуэва	villanueva	вильянуэв	N;MASC;SG	N;INAN;NOM;FEM;SG
villanueva	валери	villanueva	валерь	N;MASC;SG	N;ANIM;NOM;FEM;SG
villanueva	валерия	villanueva	валерие	N;MASC;SG	N;ANIM;NOM;FEM;SG
muestras	образцы	muestra	образец	N;FEM;PL	N;INAN;NOM;MASC;PL
muestras	пробы	muestra	проба	N;FEM;PL	N;INAN;NOM;FEM;PL
muestras	выборки	muestra	выборка	N;FEM;PL	N;INAN;NOM;FEM;PL
obrero	работник	obrero	работник	N;MASC;SG	N;ANIM;NOM;MASC;SG
demócrata	демократический	demócrata	демократический	ADJ;SG	ADJ;NOM;MASC;SG
demócrata	демократическое	demócrata	демократический	ADJ;SG	ADJ;NOM;NEUT;SG
demócrata	демократической	demócrata	демократический	ADJ;SG	ADJ;INS;FEM;SG
demócrata	демократическая	demócrata	демократический	ADJ;SG	ADJ;NOM;FEM;SG
cerebro	мозг	cerebro	мозг	N;MASC;SG	N;INAN;NOM;MASC;SG
cerebro	мозг	cerebro	мозг	N;MASC;SG	N;INAN;NOM;MASC;SG
sombra	тень	sombra	тень	N;FEM;SG	N;INAN;NOM;FEM;SG
sombra	оттенок	sombra	оттенок	N;FEM;SG	N;INAN;NOM;MASC;SG
sombra	тень	sombra	тень	N;FEM;SG	N;INAN;NOM;FEM;SG
mercados	рынки	mercado	рынок	N;MASC;PL	N;INAN;NOM;MASC;PL
iniciar	инициировать	iniciar	инициировать	V;NFIN	V;IPFV;NFIN;ACT
toneladas	тонны	tonelada	тонна	N;FEM;PL	N;INAN;NOM;FEM;PL
toneladas	тонн	tonelada	тонна	N;FEM;PL	N;INAN;GEN;FEM;PL
toneladas	тонны	tonelada	тонна	N;FEM;PL	N;INAN;NOM;FEM;PL
toneladas	тонн	tonelada	тонна	N;FEM;PL	N;INAN;GEN;FEM;PL
toneladas	тонны	tonelada	тонна	N;FEM;PL	N;INAN;NOM;FEM;PL
senadores	сенаторов	senador	сенатор	N;MASC;PL	N;ANIM;GEN;MASC;PL
ganadería	скот	ganadería	скот	N;FEM;SG	N;INAN;NOM;MASC;SG
ganadería	скота	ganadería	скот	N;FEM;SG	N;INAN;GEN;MASC;SG
deuda	долг	deuda	долг	N;FEM;SG	N;INAN;NOM;MASC;SG
deuda	задолженность	deuda	задолженность	N;FEM;SG	N;INAN;NOM;FEM;SG
dark	темноте	dark	темнота	N	N;INAN;DAT;FEM;SG
chilenos	чилийцев	chileno	чилиец	N;MASC;PL	N;ANIM;ACC;MASC;PL
bell	колокольчик	bell	колокольчик	N;SG	N;INAN;NOM;MASC;SG
bell	белл	bell	беллый	N;SG	N;ANIM;NOM;FEM;SG
bell	колокол	bell	колокол	N;SG	N;INAN;NOM;MASC;SG
ciclistas	велосипедистов	ciclista	велосипедист	N;PL	N;ANIM;GEN;MASC;PL
fuertemente	решительно	fuertemente	решительно	ADV	ADV
fuertemente	плотно	fuertemente	плотно	ADV	ADV
proporciona	обеспечивает	proporcionar	обеспечивать	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
proporciona	предоставляет	proporcionar	предоставлять	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
vientos	ветры	viento	ветер	N;MASC;PL	N;INAN;NOM;MASC;PL
experimental	экспериментальная	experimental	экспериментальный	ADJ;SG	ADJ;NOM;FEM;SG
experimental	экспериментальное	experimental	экспериментальный	ADJ;SG	ADJ;NOM;NEUT;SG
